_EF_ZIP_CODE_REF_EZ.CITY_NAME,V_EF_ZIP_CODE_REF_EZ.COUNTY_NAME,V_EF_ZIP_CODE_REF_EZ.STATE_ABBR,V_EF_ZIP_CODE_REF_EZ.ZIP_CODE
WILLISVILLE,PIKE,IN,47567
WILLOW VALLEY,MARTIN,IN,47581
WILSEY,MORRIS,KS,66873
WINDOM,MCPHERSON,KS,67491
WINDSOR,SHELBY,IL,61957
WING,LIVINGSTON,IL,61741
WOMAC,MACOUPIN,IL,62626
WOODARDVILLE,BIENVILLE,LA,71068
WOODBINE,KNOX,KY,40771
WOODBINE,WHITLEY,KY,40701
WOODLAWN PARK,DELAWARE,IN,47303
WOOLCOTT,BRACKEN,KY,41004
WRIGHT,FORD,KS,67882
WRIGHT,GREENE,IN,47441
WRIGHTS CORNER,EFFINGHAM,IL,62414
WYANET,BUREAU,IL,61379
XENIA,BOURBON,KS,66716
YORKVILLE,KENDALL,IL,60560
YOSEMITE,CASEY,KY,42566
ZION,LAKE,IL,60099
88,BARREN,KY,42130
ABBEVILLE,VERMILION,LA,70511
ABBEY DELL,ORANGE,IN,47469
ABITA SPRINGS,SAINT TAMMANY,LA,70420
ACORN,PULASKI,KY,42501
ADA,WEBSTER,LA,71028
ADAMS LAKE,LAGRANGE,IN,46795
ADVANCE,BOONE,IN,46102
AJAX,NATCHITOCHES,LA,71450
AKRON,FULTON,IN,46910
ALBANY,DELAWARE,IN,47320
ALBION,EDWARDS,IL,62806
ALDEN,MCHENRY,IL,60001
ALEDO,MERCER,IL,61231
ALEXANDRIA,CAMPBELL,KY,41001
ALLERTON,VERMILION,IL,61810
ALMA LAKE,CLAY,IN,47834
ALPHA,CLINTON,KY,42603
ALTA,VERMILLION,IN,47854
ALTAMONT,LABETTE,KS,67330
ALVARADO,STEUBEN,IN,46742
ALVATON,WARREN,KY,42122
AMBIA,BENTON,IN,47917
AMES,CLOUD,KS,66901
ANCHORAGE,JEFFERSON,KY,40223
ANNAWAN,HENRY,IL,61234
ANTHONY,DELAWARE,IN,47303
APPLE RIVER,JO DAVIESS,IL,61001
ARCADIA,BOURBON,KS,66741
ARCADIA,MORGAN,IL,62650
ARCHIE,CATAHOULA,LA,71343
ARGONIA,SUMNER,KS,67004
ARMINGTON,TAZEWELL,IL,61721
ARTIC,DE KALB,IN,46721
ASHLAND,BOYD,KY,41101
ASHLAND,BOYD,KY,41102
ASHLAND,CLARK,KS,67831
ASHLAND,NATCHITOCHES,LA,71002
ASHMORE,COLES,IL,61912
ATHENS,CLAIBORNE,LA,71003
ATHENS,MENARD,IL,62613
ATHOL,BREATHITT,KY,41307
ATTERBURY,MENARD,IL,62675
ATTICA,TIPPECANOE,IN,47918
ATWATER,MONTGOMERY,IL,62572
AUGUSTA,BUTLER,KS,67010
AURORA,DEARBORN,IN,47001
AURORA,DU PAGE,IL,60599
AVONDALE,MCCRACKEN,KY,42001
BADEN BADEN,BOND,IL,62275
BALDWIN,DOUGLAS,KS,66006
BALDWIN,SAINT MARY,LA,70514
BANK ONE,COOK,IL,60670
BANK ONE,COOK,IL,60673
BANNER,FULTON,IL,61520
BARBOURVILLE,KNOX,KY,40906
BARDWELL,CARLISLE,KY,42023
BARRINGTON HILLS,MCHENRY,IL,60021
BARTLETTSVILLE,LAWRENCE,IN,47421
BASKIN,FRANKLIN,LA,71219
BATH,MASON,IL,62617
BATON ROUGE,EAST BATON ROUGE,LA,70815
BATON ROUGE,EAST BATON ROUGE,LA,70817
BATON ROUGE,EAST BATON ROUGE,LA,70825
BATON ROUGE,EAST BATON ROUGE,LA,70835
BATON ROUGE,EAST BATON ROUGE,LA,70895
BAXTER SPGS,CHEROKEE,KS,66713
BAYOU BLUE,TERREBONNE,LA,70360
BAYOU PETITE PRAIRIE,SAINT LANDRY,LA,71345
BAYOU ROUGE,SAINT LANDRY,LA,71353
BAYS,BREATHITT,KY,41310
BAZINE,NESS,KS,67516
BEARVILLE,KNOTT,KY,41740
BEDFORD,TRIMBLE,KY,40006
BEE SPRING,EDMONSON,KY,42207
BEECHBURG,FLEMING,KY,41093
BELFRY,PIKE,KY,41514
BELLEVILLE,SAINT CLAIR,IL,62223
BELLEVUE,CAMPBELL,KY,41073
BELOIT,MITCHELL,KS,67420
BEMENT,PIATT,IL,61813
BENNETTS BAY,RAPIDES,LA,71430
BENTON,BOSSIER,LA,71006
BEREA COLLEGE,MADISON,KY,40404
BERLIN,SANGAMON,IL,62670
BERNE,ADAMS,IN,46769
BERNICE,UNION,LA,71222
BETHELRIDGE,CASEY,KY,42516
BETHLEHEM,HENRY,KY,40007
BEULAH HEIGHTS,MCCREARY,KY,42653
BEVERLY,LINCOLN,KS,67423
BIG BRANCH,PIKE,KY,41522
BIG RIDGE,CALDWELL,LA,71418
BIG ROCK,KANE,IL,60511
BIG ROCK,LESLIE,KY,41777
BIGHILL,MADISON,KY,40405
BIRDS,LAWRENCE,IL,62415
BLACKSTONE,LIVINGSTON,IL,61313
BLMGTN,MONROE,IN,47401
BLMGTN,MONROE,IN,47402
BLMGTN,MONROE,IN,47406
BLOOMINGTON,MCLEAN,IL,61710
BLOOMINGTON,MONROE,IN,47405
BLUE CROSS,SHAWNEE,KS,66629
BLUE DIAMOND,PERRY,KY,41719
BLUE LAKE,RAPIDES,LA,71430
BLUE LEVEL,WARREN,KY,42274
BLUE WATER ESTATES,TRIGG,KY,42211
BLUEHOLE,CLAY,KY,40962
BLUFF SPRINGS,CASS,IL,62622
BOLINGBROOK,WILL,IL,60440
BOLIVIA,SANGAMON,IL,62545
BONNER SPRINGS,WYANDOTTE,KS,66012
BONNIEVILLE,HART,KY,42713
BOOK,CATAHOULA,LA,71343
BOONE GROVE,PORTER,IN,46302
BORDEN,CLARK,IN,47106
BOSSIER CITY,BOSSIER,LA,71111
BOSSIER CITY,BOSSIER,LA,71113
BOWEN,HANCOCK,IL,62316
BOWLING GREEN,WARREN,KY,42104
BOXVILLE,UNION,KY,42437
BRACHT,GRANT,KY,41030
BRADFORD,STARK,IL,61421
BRECKENRIDGE,SANGAMON,IL,62563
BRICKTON,LA SALLE,IL,61350
BRIGHT SHADE,CLAY,KY,40962
BRINCKLEY,RANDOLPH,IN,47340
BROOKLYN,BUTLER,KY,42209
BROOKSVILLE,BRACKEN,KY,41004
BROWNING,SCHUYLER,IL,62624
BROWNS CROSSROADS,CLINTON,KY,42602
BRUSH HILL,JACKSON,IL,62901
BRUSHY,SALINE,IL,62935
BRYANTS STORE,KNOX,KY,40921
BUCHANAN CORNER,GREENE,IN,47438
BUCK CREEK,TIPPECANOE,IN,47924
BUCKINGHAM,FLOYD,KY,41636
BUCKNER,FRANKLIN,IL,62819
BUDA,BUREAU,IL,61314
BUFFALO,WILSON,KS,66717
BUFFALO PRAIRIE,ROCK ISLAND,IL,61237
BULPITT,CHRISTIAN,IL,62517
BUNGAY,WHITE,IL,62887
BURKET,KOSCIUSKO,IN,46508
BURKHART,WOLFE,KY,41301
BURLINGTON,CARROLL,IN,46915
BURNETTSVILLE,CARROLL,IN,47926
BURNWELL,PIKE,KY,41514
BURR OAK,NOBLE,IN,46701
BURRWOOD,PLAQUEMINES,LA,70091
BUSH,SAINT TAMMANY,LA,70431
BUTLER,MONTGOMERY,IL,62015
BYPRO,FLOYD,KY,41612
BYRON HILLS,ROCK ISLAND,IL,61275
C O ENL PERS MGMT CEN,ORLEANS,LA,70159
CACHE,ALEXANDER,IL,62914
CADEVILLE,OUACHITA,LA,71238
CALCASIEU MARINE TOWER,CALCASIEU,LA,70629
CALIFORNIA,CAMPBELL,KY,41007
CAMBRIA,WILLIAMSON,IL,62915
CAMELIA,MCCRACKEN,KY,42086
CAMP ATTERBURY,JOHNSON,IN,46124
CAMP ERNEST,BOONE,KY,41005
CANADA,PIKE,KY,41519
CANE VALLEY,ADAIR,KY,42720
CANTON,FULTON,IL,61520
CANTON,TRIGG,KY,42211
CARBONDALE,JACKSON,IL,62903
CARLISLE,NICHOLAS,KY,40311
CARLISLE,NICHOLAS,KY,40350
CARMEAN,COFFEY,KS,66758
CARMEL,HAMILTON,IN,46082
CAROL STREAM,DU PAGE,IL,60132
CAROL STREAM,DU PAGE,IL,60188
CAROL STREAM,KANE,IL,60122
CARRIE,KNOTT,KY,41725
CARROLLTON,HANCOCK,IN,46129
CARTERVILLE,WILLIAMSON,IL,62918
CASTLETON,MARION,IN,46256
CATLIN,PARKE,IN,47872
CATLIN,VERMILION,IL,61817
CAYCE,FULTON,KY,42041
CECILIA,HARDIN,KY,42724
CENTRAL,EAST BATON ROUGE,LA,70837
CENTRAL,HARRISON,IN,47110
CENTRAL PARK,VERMILION,IL,61832
CHAMPAIGN,CHAMPAIGN,IL,61820
CHANDLER PARK,RAPIDES,LA,71301
CHANNAHON,WILL,IL,60410
CHERRY,BUREAU,IL,61317
CHESTERFIELD,MACOUPIN,IL,62630
CHESTNUT STREET,COOK,IL,60610
CHICAGO,COOK,IL,60611
CHICAGO,COOK,IL,60618
CHICAGO,COOK,IL,60623
CHICAGO,COOK,IL,60636
CHICAGO,COOK,IL,60652
CHICAGO,COOK,IL,60657
CHICAGO,COOK,IL,60660
CHICAGO,COOK,IL,60666
CHICAGO,COOK,IL,60685
CHICAGO,COOK,IL,60693
CHICAGO,COOK,IL,60706
CHICAGO,COOK,IL,60804
CHICAGO HEIGHTS,COOK,IL,60411
CHICKAMA,RAPIDES,LA,71346
CHICKASAW,WEST CARROLL,LA,71263
CINCINNATI,GREENE,IN,47424
CISCO,MAGOFFIN,KY,41410
CISCO,PIATT,IL,61830
CITICORP,DU PAGE,IL,60132
CITY,LA PORTE,IN,46360
CLARE,DE KALB,IL,60111
CLARKSVILLE,CLARK,IN,47131
CLAYTON,CONCORDIA,LA,71326
CLAYTONVILLE,IROQUOIS,IL,60926
CLIFFORD,BARTHOLOMEW,IN,47226
CLINTON,EAST FELICIANA,LA,70722
CLOSPLINT,HARLAN,KY,40927
CLOVERLAND,CLAY,IN,47834
COAL CITY,OWEN,IN,47427
COAL VALLEY,HENRY,IL,61240
COELLO,FRANKLIN,IL,62825
COLD SPRGS HIGHLAND HTS,CAMPBELL,KY,41076
COLDIRON,HARLAN,KY,40819
COLLAMER,WHITLEY,IN,46787
COLLEGE HEIGHTS,SALINE,IL,62930
COLLISON,VERMILION,IL,61831
COLUSA,HANCOCK,IL,62329
COMMISKEY,JENNINGS,IN,47227
CONCORD,WEST CARROLL,LA,71263
CONGERVILLE,WOODFORD,IL,61729
CONNERSVILLE,FAYETTE,IN,47331
COOK ACRES,DELAWARE,IN,47303
COOLIDGE,HAMILTON,KS,67836
CORDOVA,ROCK ISLAND,IL,61242
CORYDON,HARRISON,IN,47112
COTTAGEGROVE,UNION,IN,47353
COULTERVILLE,RANDOLPH,IL,62237
COUNTRY CLUB HEIGHTS,MASON,KY,41056
COVINGTON,SAINT TAMMANY,LA,70435
COVINGTON,WARREN,IN,47932
COW ISLAND,VERMILION,LA,70510
COWLING,WABASH,IL,62863
COYNE CENTER,ROCK ISLAND,IL,61264
CRACKVILLE,AVOYELLES,LA,71327
CRAIGVILLE,WELLS,IN,46731
CRANDALL,HARRISON,IN,47114
CRAWFORDSVILLE,MONTGOMERY,IN,47936
CRAWFORDSVILLE,MONTGOMERY,IN,47937
CRESTHILL,WILL,IL,60435
CREWS,GRANT,LA,71454
CROMPTON HILL,VERMILLION,IN,47842
CROOK,HAMILTON,IL,62859
CROTHERSVILLE,JACKSON,IN,47229
CULVER,ELLIOTT,KY,41171
CUMBERLAND,MARION,IN,46229
CUMBERLAND HEIGHTS,WAYNE,IL,62837
CUMMINSVILLE,BRACKEN,KY,41004
CUNNINGHAM,CARLISLE,KY,42035
CURTISVILLE,MADISON,IN,46036
DAHINDA,KNOX,IL,61428
DAISY,PERRY,KY,41731
DALTON,WAYNE,IN,47346
DALTON CITY,MOULTRIE,IL,61925
DANVERS,MCLEAN,IL,61732
DANVILLE,BOYLE,KY,40422
DARK HOLLOW,LAWRENCE,IN,47421
DARMSTADT,VANDERBURGH,IN,47711
DARROW,ASCENSION,LA,70725
DARWIN,CLARK,IL,62477
DAVANT,PLAQUEMINES,LA,70082
DAWSON TOWNSHIP,MCLEAN,IL,61737
DAYLIGHT,VANDERBURGH,IN,47725
DEACONESS HOSPITAL,VANDERBURGH,IN,47747
DEARING,MONTGOMERY,KS,67340
DEFOE,HENRY,KY,40057
DELAVAN,TAZEWELL,IL,61734
DELPHI,CARROLL,IN,46923
DELPHOS,OTTAWA,KS,67436
DENHAM,PULASKI,IN,46996
DENNISON,CLARK,IL,62423
DEPUE,BUREAU,IL,61322
DIPLOMAT,ALLEN,IN,46816
DIPLOMAT PLAZA,ALLEN,IN,46806
DISPUTANTA,ROCKCASTLE,KY,40456
DIZNEY,HARLAN,KY,40828
DODDS BRIDGE,SULLIVAN,IN,47849
DODDSVILLE,SCHUYLER,IL,61452
DOGWOOD TERRACE,VERNON,LA,71459
DONALDSON,MARSHALL,IN,46513
DONALDSON,TRIGG,KY,42211
DORCHESTER,MACOUPIN,IL,62033
DOTY GARDEN,CONCORDIA,LA,71334
DOVER,MASON,KY,41034
DREW,OUACHITA,LA,71291
DUBRE,CUMBERLAND,KY,42731
DUNBARTON,CONCORDIA,LA,71334
DUNDEE,KANE,IL,60118
DUNLAP,ELKHART,IN,46517
DUNMOR,MUHLENBERG,KY,42339
DUNN,RICHLAND,LA,71232
DUSON,LAFAYETTE,LA,70529
EAGLE CREEK,MARION,IN,46214
EAGLE CREEK,MARION,IN,46254
EAST BROOKLYN,GRUNDY,IL,60474
EAST CAPE GIRARDEAU,ALEXANDER,IL,62957
EAST LYNN,VERMILION,IL,60932
EAST OOLITIC,LAWRENCE,IN,47421
EAST ST LOUIS,SAINT CLAIR,IL,62201
EASTERN,FLOYD,KY,41622
EDDYVILLE,LYON,KY,42038
EDDYVILLE,POPE,IL,62928
EDEN,HANCOCK,IN,46140
EFFINGHAM,ATCHISON,KS,66023
EKRON,MEADE,KY,40117
ELBERFELD,WARRICK,IN,47613
ELECTRONIC DATA SYSTEMS,DU PAGE,IL,60125
ELGIN,KANE,IL,60120
ELIZABETH,JO DAVIESS,IL,61028
ELKHART,ELKHART,IN,46516
ELLISVILLE,FULTON,IL,61431
ELSAH,JERSEY,IL,62028
ELSIE,MAGOFFIN,KY,41422
ELVIRA,JOHNSON,IL,62912
ELWOOD,DONIPHAN,KS,66024
EMINGTON,LIVINGSTON,IL,60934
EMLYN,WHITLEY,KY,40730
ENCHANTED HILLS,NOBLE,IN,46732
ENOCHSBURG,DECATUR,IN,47240
ENSIGN,GRAY,KS,67841
ENTERPRISE,DICKINSON,KS,67441
ETTY,PIKE,KY,41572
EUREKA,UNION,LA,71234
EVANSVILLE,VANDERBURGH,IN,47712
EVANSVILLE,VANDERBURGH,IN,47719
EVANSVILLE,VANDERBURGH,IN,47720
EVANSVILLE,VANDERBURGH,IN,47730
EVANSVILLE,VANDERBURGH,IN,47736
FAIR OAKS,JASPER,IN,47943
FAIRBANK,HENRY,IL,61254
FAIRBANKS,OUACHITA,LA,71240
FAIRBURY,LIVINGSTON,IL,61739
FAIRPLAY,GREENE,IN,47465
FAIRVIEW HEIGHTS,SAINT CLAIR,IL,62232
FAIRVIEW PARK,VERMILLION,IN,47842
FALLS OF ROUGH,GRAYSON,KY,40119
FANCHER,SHELBY,IL,62444
FARM RIDGE,LA SALLE,IL,61325
FARMERS RETREAT,DEARBORN,IN,47018
FAYETTE,GREENE,IL,62044
FAYETTEVILLE,LAWRENCE,IN,47421
FERN CREEK,JEFFERSON,KY,40291
FILLMORE,PUTNAM,IN,46128
FISHER,CHAMPAIGN,IL,61843
FISHERS,HAMILTON,IN,46038
FISHTRAP,PIKE,KY,41557
FLAG CENTER,OGLE,IL,61068
FLAHERTY,HARDIN,KY,40175
FLANARY,PIKE,KY,41548
FLAT,WOLFE,KY,41301
FLATGAP,JOHNSON,KY,41219
FLETCHER,MCLEAN,IL,61701
FLORA,CLAY,IL,62839
FLORENCE,BOONE,KY,41042
FONDALE,OUACHITA,LA,71201
FORD,FORD,KS,67842
FOREST PARK BEACH,STEUBEN,IN,46742
FORSYTH,MACON,IL,62535
FORT CAMPBELL,CHRISTIAN,KY,42223
FORT LEAVENWORTH,LEAVENWORTH,KS,66027
FORT RUSSELL,MADISON,IL,62010
FORT WAYNE,ALLEN,IN,46814
FORT WAYNE,ALLEN,IN,46858
FORT WAYNE,ALLEN,IN,46867
FORT WAYNE,ALLEN,IN,46899
FORTVILLE,HANCOCK,IN,46040
FOWLER,BENTON,IN,47984
FOX RIVER VALLEY GARDENS,LAKE,IL,60010
FRANCESVILLE,PULASKI,IN,47946
FRANCISVILLE,BOONE,KY,41048
FRANKFORT,FRANKLIN,KY,40622
FRANKLIN,JOHNSON,IN,46131
FRANKLIN,SIMPSON,KY,42135
FREDERICK,SCHUYLER,IL,62639
FREMONT,MCCRACKEN,KY,42001
FRITZ,MAGOFFIN,KY,41465
FT WAYNE,ALLEN,IN,46815
FT WAYNE,ALLEN,IN,46819
FT WAYNE,ALLEN,IN,46825
FT WRIGHT,KENTON,KY,41011
FUGET,JOHNSON,KY,41219
FULTON,WHITESIDE,IL,61252
FUNKS GROVE,MCLEAN,IL,61754
GALBRAITH,RAPIDES,LA,71447
GALE,ALEXANDER,IL,62990
GALVA,HENRY,IL,61434
GALVESTON,FLOYD,KY,41635
GARNETT,ANDERSON,KS,66032
GARY,LAKE,IN,46403
GARY,LAKE,IN,46404
GARY,LAKE,IN,46409
GAYLORD,SMITH,KS,67638
GAYS,MOULTRIE,IL,61928
GERMANTOWN HILLS,WOODFORD,IL,61548
GIBERSON,LAWRENCE,IN,47421
GILL,SULLIVAN,IN,47861
GILMAN,IROQUOIS,IL,60938
GLADSTONE,HENDERSON,IL,61437
GLASCO,CLOUD,KS,67445
GLEN ELDER,MITCHELL,KS,67446
GLENARM,SANGAMON,IL,62536
GLENCOE,COOK,IL,60093
GOLDEN,ADAMS,IL,62339
GOLDEN EAGLE,CALHOUN,IL,62036
GONZALES,ASCENSION,LA,70737
GORDON,CLAIBORNE,LA,71038
GORHAM,JACKSON,IL,62940
GRAFTON,JERSEY,IL,62037
GRAND CHENIER,CAMERON,LA,70643
GRANTVILLE,JEFFERSON,KS,66429
GRANVILLE,DELAWARE,IN,47338
GRAY,TERREBONNE,LA,70359
GREENFIELD,HANCOCK,IN,46140
GREENLEAF,WASHINGTON,KS,66943
GRETNA,JEFFERSON,LA,70054
GRIFFIN,POSEY,IN,47616
GRISHAM,MONTGOMERY,IL,62077
GROSS,CRAWFORD,KS,66711
GULFPORT,HENDERSON,IL,61425
GUSTON,MEADE,KY,40142
GYPSY,MAGOFFIN,KY,41464
HAGERSTOWN,WAYNE,IN,47346
HALL,DUBOIS,IN,47546
HAMEL,MADISON,IL,62046
HAMMOND,LAKE,IN,46325
HAMMOND,TANGIPAHOA,LA,70402
HAMMOND,TANGIPAHOA,LA,70404
HANOVER PARK,DU PAGE,IL,60133
HANSTON,HODGEMAN,KS,67849
HARDIN,CALHOUN,IL,62047
HARDING,LA SALLE,IL,60518
HARMONY,CLAY,IN,47853
HARP TOWNSHIP,DEWITT,IL,61727
HARRIS BANK,COOK,IL,60694
HARRISTOWN,MACON,IL,62537
HART,WINN,LA,71473
HARTFORD,OHIO,KY,42347
HARTSVILLE,BARTHOLOMEW,IN,47244
HARWOOD HGTS,COOK,IL,60634
HASHTOWN,GREENE,IN,47424
HAVANA,MONTGOMERY,KS,67347
HAWTHORN WOODS,LAKE,IL,60047
HEAD OF ISLAND,LIVINGSTON,LA,70462
HEARTVILLE,EFFINGHAM,IL,62401
HEGELER,VERMILION,IL,61832
HELENA,LAWRENCE,IL,62466
HELT,VERMILLION,IN,47847
HELTON,LESLIE,KY,40840
HENDERSON GROVE,KNOX,IL,61401
HENDRON,MCCRACKEN,KY,42001
HERBORN,SHELBY,IL,62465
HERSMAN,BROWN,IL,62353
HESSTON,HARVEY,KS,67062
HEWITTSVILLE,CHRISTIAN,IL,62568
HIBERNIA NATL BK,ORLEANS,LA,70154
HICKORY VALLEY,WINN,LA,71473
HIGH LAKE,NOBLE,IN,46701
HIGHLAND,DONIPHAN,KS,66035
HIGHLAND,LAKE,IN,46322
HILL CITY,GRAHAM,KS,67642
HILLCREST,OGLE,IL,61068
HILLISBURG,CLINTON,IN,46041
HILLVIEW,GREENE,IL,62050
HIMA,CLAY,KY,40951
HINDOSTAN FALLS,MARTIN,IN,47581
HINTON,SHELBY,IL,62571
HIPPO,FLOYD,KY,41653
HOFFMAN ESTATES,KANE,IL,60120
HOLIDAY SHORES,MADISON,IL,62025
HOLLANDSBURG,PARKE,IN,47872
HOLLYBUSH,KNOTT,KY,41844
HOLMES MILL,HARLAN,KY,40843
HOLTON,JACKSON,KS,66436
HORACE MANN INS,SANGAMON,IL,62715
HOSSTON,CADDO,LA,71043
HOUSTON SPUR,SABINE,LA,71419
HOWARD,PARKE,IN,47859
HOWE,BUREAU,IL,61322
HOWESVILLE,GREENE,IN,47438
HUDSONVILLE,DAVIESS,IN,47558
HUEGELY,WASHINGTON,IL,62803
HUFF,EDMONSON,KY,42210
HUNNEWELL,SUMNER,KS,67140
HUNTSVILLE,BUTLER,KY,42251
HUTCHINSON,RENO,KS,67502
HYDE PARK,DELAWARE,IN,47302
IDLEWOOD,JEFFERSON,IL,62864
INDEPENDENCE,MONTGOMERY,KS,67301
INDEX,MORGAN,KY,41472
INDIANAPOLIS,MARION,IN,46201
INDIANAPOLIS,MARION,IN,46206
INDIANAPOLIS,MARION,IN,46224
INDIANAPOLIS,MARION,IN,46227
INDIANAPOLIS,MARION,IN,46234
INDIANAPOLIS,MARION,IN,46239
INDIANAPOLIS,MARION,IN,46266
INDIANAPOLIS,MARION,IN,46268
INDIANAPOLIS,MARION,IN,46278
INDIANAPOLIS,MARION,IN,46295
INGLEFIELD,VANDERBURGH,IN,47618
INGRAHAM,CLAY,IL,62434
INTRACOASTAL CITY,VERMILION,LA,70510
IONIA,JEWELL,KS,66949
ITASCA,DU PAGE,IL,60143
IVAN,BOSSIER,LA,71006
IVEL,FLOYD,KY,41642
JARVIS,KNOX,KY,40906
JEFFERSONTOWN,JEFFERSON,KY,40269
JEFFERSONVILLE,CLARK,IN,47134
JENNINGS,DECATUR,KS,67643
JEROME,SANGAMON,IL,62704
JETMORE,HODGEMAN,KS,67854
JETSON,BUTLER,KY,42252
JINKS,ESTILL,KY,40336
JOB,MARTIN,KY,41224
JOHNS CREEK,JOHNSON,KY,41265
JOHNSBURG,MCHENRY,IL,60051
JOLIET,WILL,IL,60434
JONANCY,PIKE,KY,41538
JONESBURG,RICHLAND,LA,71269
JONESTOWN,KNOX,IN,47512
JONESVILLE,LA SALLE,IL,61348
JORDON HILL,WINN,LA,71483
JUDAH,LAWRENCE,IN,47421
JUNCTION CITY,GEARY,KS,66441
KANSAS BANK AMER,SEDGWICK,KS,67259
KARNAK,PULASKI,IL,62956
KEAVY,WHITLEY,KY,40701
KEITH,HARLAN,KY,40806
KEITHVILLE,CADDO,LA,71047
KELL,MARION,IL,62853
KENDALLVILLE,NOBLE,IN,46755
KENILWORTH,SAINT BERNARD,LA,70085
KENTONVALE,KENTON,KY,41015
KERRIK,MCLEAN,IL,61701
KETTLE,CUMBERLAND,KY,42717
KEVIL,MCCRACKEN,KY,42053
KICKAPOO,DE SOTO,LA,71030
KILDEER,LAKE,IL,60047
KILGORE,BOYD,KY,41168
KINGSFORD HEIGHTS,LA PORTE,IN,46346
KINGSTON,DE KALB,IL,60145
KIOWA,BARBER,KS,67070
KIRKWOOD,WARREN,IL,61447
KIRWIN,PHILLIPS,KS,67644
KITCHELL,UNION,IN,47353
KITE,KNOTT,KY,41828
KNOTTSVILLE,DAVIESS,KY,42366
KOKOMO,HOWARD,IN,46904
KORTCAMP,MONTGOMERY,IL,62049
KS DEPT OF REVENUE VEHICLES,SHAWNEE,KS,66626
KY DEPT OF REVENUE,FRANKLIN,KY,40620
LA CAMP,RAPIDES,LA,71438
LA CENTER,BALLARD,KY,42056
LA CLEDE,EFFINGHAM,IL,62426
LA GRANGE,COOK,IL,60525
LA GRANGE,OLDHAM,KY,40032
LA PLACE,ST JOHN THE BAPTIST,LA,70068
LACAMP,RAPIDES,LA,71438
LAFAYETTE,TIPPECANOE,IN,47901
LAFAYETTE,TIPPECANOE,IN,47903
LAFOX,KANE,IL,60147
LAIR,HARRISON,KY,41031
LAKE BLUFF,LAKE,IL,60044
LAKE CHARLES,CALCASIEU,LA,70606
LAKE DALECARLIA,LAKE,IN,46356
LAKE JAMES,STEUBEN,IN,46703
LAKEMOOR,MCHENRY,IL,60051
LAMKIN,OUACHITA,LA,71201
LANSING,LEAVENWORTH,KS,66043
LAURENCE,DOUGLAS,KS,66046
LAWRENCE,LAWRENCE,IL,62439
LAWTON,CHEROKEE,KS,66781
LEAF RIVER,OGLE,IL,61047
LEAVENWORTH,CRAWFORD,IN,47137
LEAWOOD,JOHNSON,KS,66206
LEAWOOD,JOHNSON,KS,66207
LEBANON,MARION,KY,40033
LECOMPTON,DOUGLAS,KS,66050
LEECO,WOLFE,KY,41301
LEMONT,WILL,IL,60440
LENORA,NORTON,KS,67645
LENOXBURG,PENDLETON,KY,41040
LEON,BUTLER,KS,67074
LEONA,BROWN,KS,66532
LETCHER,LETCHER,KY,41832
LEWISBURG,LOGAN,KY,42256
LEWISBURG,SAINT TAMMANY,LA,70448
LEWISVILLE,HENRY,IN,47352
LEXINGTON,FAYETTE,KY,40502
LEXINGTON,FAYETTE,KY,40509
LEXINGTON,FAYETTE,KY,40513
LEXINGTON,FAYETTE,KY,40583
LEXINGTON,FAYETTE,KY,40585
LIBERTY,UNION,IN,47353
LIBERTYVILLE,LAKE,IL,60048
LINCOLN PARK,COOK,IL,60614
LINDEN,MONTGOMERY,IN,47955
LINDENHURST,LAKE,IL,60046
LINDSEYVILLE,EDMONSON,KY,42257
LINWOOD,LEAVENWORTH,KS,66052
LISBON,NOBLE,IN,46755
LITROE,UNION,LA,71260
LITTLE INDIAN,CASS,IL,62691
LITTLE MACKINAW,TAZEWELL,IL,61759
LITTLE YORK,WARREN,IL,61453
LIVINGSTON,MADISON,IL,62058
LIVONIA,WASHINGTON,IN,47108
LOAMI,SANGAMON,IL,62661
LOCKHART,UNION,LA,71277
LODGE,PIATT,IL,61856
LOGAN,PIKE,IN,47567
LOGANSPORT,BUTLER,KY,42261
LOLA,LIVINGSTON,KY,42078
LONETREE,GREENE,IN,47438
LONGBRIDGE,AVOYELLES,LA,71327
LONGVIEW,CHAMPAIGN,IL,61852
LOOGOOTEE,DAVIESS,IN,47553
LOOKOUT HEIGHTS,KENTON,KY,41011
LOOP,COOK,IL,60604
LORAN,STEPHENSON,IL,61062
LORANE,WHITLEY,IN,46725
LOREAUVILLE,IBERIA,LA,70552
LOSANTVILLE,RANDOLPH,IN,47354
LOUISA,LAWRENCE,KY,41230
LOUISIANA LOTTERY,EAST BATON ROUGE,LA,70833
LOUISVILLE,JEFFERSON,KY,40205
LOUISVILLE,JEFFERSON,KY,40215
LOUISVILLE,JEFFERSON,KY,40224
LOUISVILLE,JEFFERSON,KY,40231
LOUISVILLE,JEFFERSON,KY,40258
LOUISVILLE,JEFFERSON,KY,40287
LOUISVILLE,JEFFERSON,KY,40299
LOWELL,LAKE,IN,46356
LOWRY,CAMERON,LA,70631
LUDELL,RAWLINS,KS,67744
LUDLOW,CHAMPAIGN,IL,60949
LWRNCE,DOUGLAS,KS,66045
LYNDON,JEFFERSON,KY,40241
LYNDON,OSAGE,KS,66451
LYNWOOD,COOK,IL,60411
LYTTLEVILLE,MCLEAN,IL,61745
MADISON,MADISON,IL,62060
MADISONVILLE,HOPKINS,KY,42431
