carrier,quart,origincty,origin,destcty,destination,passengers,marketshare,avgfare,minincrement,maxincrement,minshare,maxshare,pax3xmin
NW,20081,57970,"Minneapolis/St.Paul, Minnesota,",78460,"St. Louis, Missouri,",21670,48,274,125,525,16,5,26
DL,20081,57970,"Minneapolis/St.Paul, Minnesota,",79070,"Salt Lake City, Utah,",7020,25,326,175,325,13,6,18
F9,20081,57970,"Minneapolis/St.Paul, Minnesota,",79070,"Salt Lake City, Utah,",2910,11,230,175,350,12,10,0
NW,20081,57970,"Minneapolis/St.Paul, Minnesota,",79070,"Salt Lake City, Utah,",12900,47,305,175,275,13,6,15
AA,20081,57970,"Minneapolis/St.Paul, Minnesota,",79360,"San Antonio, Texas,",6610,31,198,150,250,8,5,2
NW,20081,57970,"Minneapolis/St.Paul, Minnesota,",79360,"San Antonio, Texas,",10250,48,307,200,400,15,27,6
NW,20081,57970,"Minneapolis/St.Paul, Minnesota,",79520,"San Diego, California,",44620,59,210,125,275,7,6,8
SY,20081,57970,"Minneapolis/St.Paul, Minnesota,",79520,"San Diego, California,",21050,28,159,75,200,6,9,16
NW,20081,57970,"Minneapolis/St.Paul, Minnesota,",79830,"San Francisco, California,",70200,73,213,125,325,31,5,10
SY,20081,57970,"Minneapolis/St.Paul, Minnesota,",79830,"San Francisco, California,",13840,14,146,100,200,19,6,5
NW,20081,57970,"Minneapolis/St.Paul, Minnesota,",80650,"Santa Ana, California,",13900,69,393,225,500,7,7,6
US,20081,57970,"Minneapolis/St.Paul, Minnesota,",80650,"Santa Ana, California,",2340,12,259,175,375,9,5,2
NW,20081,57970,"Minneapolis/St.Paul, Minnesota,",82630,"Seattle, Washington,",47620,72,188,125,275,29,5,6
SY,20081,57970,"Minneapolis/St.Paul, Minnesota,",82630,"Seattle, Washington,",14780,22,136,100,200,17,6,4
FL,20081,57970,"Minneapolis/St.Paul, Minnesota,",87870,"Tampa, Florida,",12620,13,160,100,200,5,7,5
NW,20081,57970,"Minneapolis/St.Paul, Minnesota,",87870,"Tampa, Florida,",53460,55,184,125,250,15,5,4
SY,20081,57970,"Minneapolis/St.Paul, Minnesota,",87870,"Tampa, Florida,",22340,23,140,100,200,12,8,2
NW,20081,57970,"Minneapolis/St.Paul, Minnesota,",91940,"Tucson, Arizona,",12670,46,222,175,275,16,7,2
SY,20081,57970,"Minneapolis/St.Paul, Minnesota,",91940,"Tucson, Arizona,",8320,30,152,100,225,8,6,2
NW,20081,57970,"Minneapolis/St.Paul, Minnesota,",96460,"Washington, D.C.,",78650,81,210,100,300,13,6,16
SY,20081,57970,"Minneapolis/St.Paul, Minnesota,",96460,"Washington, D.C.,",10880,11,132,100,200,37,6,3
DL,20081,57970,"Minneapolis/St.Paul, Minnesota,",97160,"West Palm Beach, Florida,",2140,10,258,125,275,11,7,18
NW,20081,57970,"Minneapolis/St.Paul, Minnesota,",97160,"West Palm Beach, Florida,",3210,15,199,125,300,8,5,5
SY,20081,57970,"Minneapolis/St.Paul, Minnesota,",97160,"West Palm Beach, Florida,",12460,59,143,75,200,8,8,10
DL,20081,58700,"Moline, Illinois,",66600,"Orlando, Florida,",2130,11,165,100,250,17,9,6
FL,20081,58700,"Moline, Illinois,",66600,"Orlando, Florida,",15590,80,149,100,200,15,6,3
NK,20081,61830,"Myrtle Beach, South Carolina,",63760,"New York, New York,",40170,81,116,75,200,15,7,3
WN,20081,62860,"Nashville, Tennessee,",63580,"New Orleans, Louisiana,",31430,94,110,100,150,34,34,0
AA,20081,62860,"Nashville, Tennessee,",63760,"New York, New York,",37440,67,196,100,350,13,7,17
DL,20081,62860,"Nashville, Tennessee,",63760,"New York, New York,",8510,15,197,100,350,12,7,17
US,20081,62860,"Nashville, Tennessee,",63760,"New York, New York,",5620,10,197,100,275,11,6,7
WN,20081,62860,"Nashville, Tennessee,",66600,"Orlando, Florida,",61510,87,141,100,225,32,17,0
US,20081,62860,"Nashville, Tennessee,",69880,"Philadelphia, Pennsylvania,",20440,42,150,75,175,10,20,11
WN,20081,62860,"Nashville, Tennessee,",69880,"Philadelphia, Pennsylvania,",24750,51,124,75,200,13,7,0
WN,20081,62860,"Nashville, Tennessee,",69980,"Phoenix, Arizona,",31180,77,191,100,375,15,8,14
WN,20081,62860,"Nashville, Tennessee,",74830,"Raleigh/Durham, North Carolina,",40340,92,125,75,200,7,6,0
AA,20081,62860,"Nashville, Tennessee,",79360,"San Antonio, Texas,",2730,14,167,125,275,9,8,1
WN,20081,62860,"Nashville, Tennessee,",79360,"San Antonio, Texas,",14960,77,165,125,250,17,8,0
AA,20081,62860,"Nashville, Tennessee,",79520,"San Diego, California,",2900,13,208,125,250,12,8,7
WN,20081,62860,"Nashville, Tennessee,",79520,"San Diego, California,",15790,70,188,125,250,28,8,3
AA,20081,62860,"Nashville, Tennessee,",82630,"Seattle, Washington,",3060,16,203,125,325,17,7,3
WN,20081,62860,"Nashville, Tennessee,",82630,"Seattle, Washington,",9800,51,179,125,375,34,6,4
WN,20081,62860,"Nashville, Tennessee,",87870,"Tampa, Florida,",48170,89,137,75,225,21,20,0
AA,20081,62860,"Nashville, Tennessee,",96460,"Washington, D.C.,",10410,37,250,125,375,10,9,7
UA,20081,62860,"Nashville, Tennessee,",96460,"Washington, D.C.,",5860,21,269,150,400,7,8,4
US,20081,62860,"Nashville, Tennessee,",96460,"Washington, D.C.,",9720,35,269,150,375,8,11,6
B6,20081,63380,"Newburgh, New York,",66600,"Orlando, Florida,",41240,71,125,75,200,5,5,5
FL,20081,63380,"Newburgh, New York,",66600,"Orlando, Florida,",15210,26,119,75,175,8,9,3
FL,20081,63380,"Newburgh, New York,",87870,"Tampa, Florida,",18440,92,126,100,200,42,5,2
B6,20081,63380,"Newburgh, New York,",97160,"West Palm Beach, Florida,",21950,66,131,100,200,29,6,1
FL,20081,63380,"Newburgh, New York,",97160,"West Palm Beach, Florida,",10570,32,117,100,150,44,8,1
AA,20081,63580,"New Orleans, Louisiana,",63760,"New York, New York,",18300,14,171,100,200,7,8,5
B6,20081,63580,"New Orleans, Louisiana,",63760,"New York, New York,",40080,31,198,125,350,15,6,1
CO,20081,63580,"New Orleans, Louisiana,",63760,"New York, New York,",33770,26,233,125,325,23,8,14
DL,20081,63580,"New Orleans, Louisiana,",63760,"New York, New York,",20500,16,178,125,200,38,7,6
DL,20081,63580,"New Orleans, Louisiana,",66600,"Orlando, Florida,",13550,21,154,100,200,11,5,4
WN,20081,63580,"New Orleans, Louisiana,",66600,"Orlando, Florida,",47850,73,132,100,200,11,5,0
US,20081,63580,"New Orleans, Louisiana,",69880,"Philadelphia, Pennsylvania,",31360,73,197,125,225,22,8,7
AA,20081,63580,"New Orleans, Louisiana,",69980,"Phoenix, Arizona,",2330,10,230,125,250,9,9,8
CO,20081,63580,"New Orleans, Louisiana,",69980,"Phoenix, Arizona,",5530,24,186,125,250,8,7,4
WN,20081,63580,"New Orleans, Louisiana,",69980,"Phoenix, Arizona,",11730,52,221,125,400,8,10,11
AA,20081,63580,"New Orleans, Louisiana,",79520,"San Diego, California,",3040,16,217,125,250,15,9,8
CO,20081,63580,"New Orleans, Louisiana,",79520,"San Diego, California,",7530,39,186,125,225,22,10,5
UA,20081,63580,"New Orleans, Louisiana,",79520,"San Diego, California,",2610,13,211,125,275,7,5,4
WN,20081,63580,"New Orleans, Louisiana,",79520,"San Diego, California,",4900,25,208,125,375,19,11,5
AA,20081,63580,"New Orleans, Louisiana,",82630,"Seattle, Washington,",6010,31,201,125,250,7,7,6
CO,20081,63580,"New Orleans, Louisiana,",82630,"Seattle, Washington,",5170,27,241,150,250,13,10,9
UA,20081,63580,"New Orleans, Louisiana,",82630,"Seattle, Washington,",2830,15,223,125,325,8,6,5
WN,20081,63580,"New Orleans, Louisiana,",87870,"Tampa, Florida,",35600,89,126,100,175,12,33,0
UA,20081,63580,"New Orleans, Louisiana,",96460,"Washington, D.C.,",15100,25,278,150,325,5,21,6
US,20081,63580,"New Orleans, Louisiana,",96460,"Washington, D.C.,",33530,54,246,125,375,9,8,8
FL,20081,63680,"Newport News/Wmsburg, Virginia,",63760,"New York, New York,",22120,96,104,75,125,17,14,4
B6,20081,63760,"New York, New York,",65420,"Oakland, California,",46130,88,214,150,275,15,6,1
B6,20081,63760,"New York, New York,",66180,"Ontario, California,",15520,52,210,150,275,16,5,0
US,20081,63760,"New York, New York,",66180,"Ontario, California,",4030,14,240,175,350,26,7,2
B6,20081,63760,"New York, New York,",66600,"Orlando, Florida,",291080,41,140,75,225,8,6,11
CO,20081,63760,"New York, New York,",66600,"Orlando, Florida,",210410,30,153,75,225,13,5,16
DL,20081,63760,"New York, New York,",66600,"Orlando, Florida,",117820,17,152,75,175,10,8,15
B6,20081,63760,"New York, New York,",69980,"Phoenix, Arizona,",34760,15,217,150,300,26,6,4
CO,20081,63760,"New York, New York,",69980,"Phoenix, Arizona,",74440,33,260,150,225,14,8,13
DL,20081,63760,"New York, New York,",69980,"Phoenix, Arizona,",24550,11,262,150,200,38,6,15
US,20081,63760,"New York, New York,",69980,"Phoenix, Arizona,",71180,31,269,150,300,27,5,10
B6,20081,63760,"New York, New York,",70470,"Pittsburgh, Pennsylvania,",25920,27,105,75,175,23,7,0
US,20081,63760,"New York, New York,",70470,"Pittsburgh, Pennsylvania,",51030,52,139,75,175,9,13,7
B6,20081,63760,"New York, New York,",71760,"Portland, Maine,",12710,51,112,75,175,18,10,1
DL,20081,63760,"New York, New York,",71760,"Portland, Maine,",2580,10,114,75,175,19,7,5
US,20081,63760,"New York, New York,",71760,"Portland, Maine,",9480,38,125,75,175,9,13,4
B6,20081,63760,"New York, New York,",71790,"Portland, Oregon,",13200,23,208,175,375,54,5,0
CO,20081,63760,"New York, New York,",71790,"Portland, Oregon,",13710,24,290,175,250,13,7,15
DL,20081,63760,"New York, New York,",71790,"Portland, Oregon,",11570,20,260,175,250,38,7,10
UA,20081,63760,"New York, New York,",71790,"Portland, Oregon,",5760,10,318,175,325,10,6,12
AA,20081,63760,"New York, New York,",74830,"Raleigh/Durham, North Carolina,",61580,38,148,75,200,10,9,8
B6,20081,63760,"New York, New York,",74830,"Raleigh/Durham, North Carolina,",26830,16,125,75,200,16,10,2
CO,20081,63760,"New York, New York,",74830,"Raleigh/Durham, North Carolina,",18920,12,163,75,275,10,13,19
DL,20081,63760,"New York, New York,",74830,"Raleigh/Durham, North Carolina,",26040,16,130,75,200,16,7,4
US,20081,63760,"New York, New York,",74830,"Raleigh/Durham, North Carolina,",26060,16,139,75,200,13,11,5
B6,20081,63760,"New York, New York,",75820,"Richmond, Virginia,",18630,31,112,75,175,22,10,0
DL,20081,63760,"New York, New York,",75820,"Richmond, Virginia,",16100,27,119,75,175,16,11,3
US,20081,63760,"New York, New York,",75820,"Richmond, Virginia,",24240,41,131,75,200,13,5,5
B6,20081,63760,"New York, New York,",76620,"Rochester, New York,",50690,85,107,75,175,20,9,0
B6,20081,63760,"New York, New York,",77850,"Sacramento, California,",14490,42,213,175,300,40,5,0
UA,20081,63760,"New York, New York,",77850,"Sacramento, California,",6290,18,315,150,275,10,5,14
AA,20081,63760,"New York, New York,",78460,"St. Louis, Missouri,",68010,81,238,125,225,16,13,16
B6,20081,63760,"New York, New York,",79070,"Salt Lake City, Utah,",16320,12,231,150,375,16,6,5
DL,20081,63760,"New York, New York,",79070,"Salt Lake City, Utah,",97660,70,278,150,250,13,7,14
AA,20081,63760,"New York, New York,",79360,"San Antonio, Texas,",12210,23,242,125,225,11,7,14
CO,20081,63760,"New York, New York,",79360,"San Antonio, Texas,",33880,63,305,150,625,5,9,25
AA,20081,63760,"New York, New York,",79520,"San Diego, California,",23150,16,284,150,250,7,8,12
B6,20081,63760,"New York, New York,",79520,"San Diego, California,",39930,27,231,175,300,28,8,0
CO,20081,63760,"New York, New York,",79520,"San Diego, California,",47560,32,318,150,250,5,9,24
AA,20081,63760,"New York, New York,",79830,"San Francisco, California,",87890,20,369,150,275,13,5,18
B6,20081,63760,"New York, New York,",79830,"San Francisco, California,",48800,11,210,150,250,16,5,1
CO,20081,63760,"New York, New York,",79830,"San Francisco, California,",77760,18,330,150,625,6,5,27
UA,20081,63760,"New York, New York,",79830,"San Francisco, California,",99250,23,547,175,250,10,8,28
B6,20081,63760,"New York, New York,",80050,"San Jose, California,",17060,41,208,150,325,17,6,1
CO,20081,63760,"New York, New York,",80050,"San Jose, California,",7570,18,275,125,250,6,6,23
AA,20081,63760,"New York, New York,",80650,"Santa Ana, California,",11120,18,232,125,250,10,6,12
CO,20081,63760,"New York, New York,",80650,"Santa Ana, California,",30270,50,323,175,625,7,5,19
B6,20081,63760,"New York, New York,",82080,"Sarasota/Bradenton, Florida,",29040,41,156,100,225,22,8,5
CO,20081,63760,"New York, New York,",82080,"Sarasota/Bradenton, Florida,",29530,41,167,100,225,23,7,10
DL,20081,63760,"New York, New York,",82080,"Sarasota/Bradenton, Florida,",7890,11,144,100,225,28,5,4
DL,20081,63760,"New York, New York,",82340,"Savannah, Georgia,",17190,58,190,100,225,10,6,10
US,20081,63760,"New York, New York,",82340,"Savannah, Georgia,",8080,27,192,125,300,11,8,3
AA,20081,63760,"New York, New York,",82630,"Seattle, Washington,",16760,12,264,150,225,7,7,10
AS,20081,63760,"New York, New York,",82630,"Seattle, Washington,",24530,18,256,175,600,20,6,8
B6,20081,63760,"New York, New York,",82630,"Seattle, Washington,",16910,13,207,150,325,6,6,1
CO,20081,63760,"New York, New York,",82630,"Seattle, Washington,",33920,25,286,175,250,14,7,11
DL,20081,63760,"New York, New York,",82630,"Seattle, Washington,",26010,19,242,150,225,7,6,9
B6,20081,63760,"New York, New York,",86840,"Syracuse, New York,",22060,80,122,75,225,13,6,0
DL,20081,63760,"New York, New York,",86840,"Syracuse, New York,",3600,13,121,75,175,11,9,6
B6,20081,63760,"New York, New York,",87870,"Tampa, Florida,",118540,31,139,100,200,32,5,3
CO,20081,63760,"New York, New York,",87870,"Tampa, Florida,",125550,33,152,75,225,12,6,15
DL,20081,63760,"New York, New York,",87870,"Tampa, Florida,",74730,20,145,100,225,31,5,6
AA,20081,63760,"New York, New York,",91940,"Tucson, Arizona,",7970,18,249,150,300,12,5,7
B6,20081,63760,"New York, New York,",91940,"Tucson, Arizona,",15160,34,197,150,275,29,5,0
CO,20081,63760,"New York, New York,",91940,"Tucson, Arizona,",13180,29,252,175,250,41,8,9
DL,20081,63760,"New York, New York,",96460,"Washington, D.C.,",94710,38,191,100,350,7,15,17
US,20081,63760,"New York, New York,",96460,"Washington, D.C.,",85230,34,190,75,350,10,16,27
B6,20081,63760,"New York, New York,",97160,"West Palm Beach, Florida,",243620,48,163,100,225,22,6,8
CO,20081,63760,"New York, New York,",97160,"West Palm Beach, Florida,",154540,30,164,75,225,14,5,20
DL,20081,63760,"New York, New York,",97160,"West Palm Beach, Florida,",66400,13,182,100,175,22,8,13
DL,20081,64500,"Norfolk, Virginia,",66600,"Orlando, Florida,",3810,11,195,100,450,13,8,13
WN,20081,64500,"Norfolk, Virginia,",66600,"Orlando, Florida,",26040,74,125,100,175,20,20,0
DL,20081,64500,"Norfolk, Virginia,",79520,"San Diego, California,",5320,21,250,125,275,23,8,16
UA,20081,64500,"Norfolk, Virginia,",79520,"San Diego, California,",7690,31,265,225,275,22,40,1
WN,20081,64500,"Norfolk, Virginia,",79520,"San Diego, California,",6220,25,201,125,375,34,14,2
US,20081,64500,"Norfolk, Virginia,",87870,"Tampa, Florida,",2870,13,184,75,225,6,6,20
WN,20081,64500,"Norfolk, Virginia,",87870,"Tampa, Florida,",15780,71,123,75,175,5,24,0
WN,20081,65420,"Oakland, California,",66180,"Ontario, California,",147590,100,97,75,150,34,35,0
DL,20081,65420,"Oakland, California,",66600,"Orlando, Florida,",2530,13,235,125,300,15,6,11
UA,20081,65420,"Oakland, California,",66600,"Orlando, Florida,",2230,12,237,125,325,18,6,10
WN,20081,65420,"Oakland, California,",66600,"Orlando, Florida,",9120,48,200,125,375,15,7,1
US,20081,65420,"Oakland, California,",69980,"Phoenix, Arizona,",30380,25,138,100,200,24,15,2
WN,20081,65420,"Oakland, California,",69980,"Phoenix, Arizona,",91950,75,144,100,225,18,6,0
AS,20081,65420,"Oakland, California,",71790,"Portland, Oregon,",34390,35,112,75,175,28,18,1
WN,20081,65420,"Oakland, California,",71790,"Portland, Oregon,",59820,61,111,75,175,32,27,0
WN,20081,65420,"Oakland, California,",75500,"Reno, Nevada,",29640,100,90,75,150,36,5,0
DL,20081,65420,"Oakland, California,",79070,"Salt Lake City, Utah,",12730,19,127,100,175,25,13,2
WN,20081,65420,"Oakland, California,",79070,"Salt Lake City, Utah,",52650,80,122,100,200,27,5,0
WN,20081,65420,"Oakland, California,",79520,"San Diego, California,",191420,99,96,75,175,41,6,0
AS,20081,65420,"Oakland, California,",80650,"Santa Ana, California,",45260,23,93,75,150,35,18,0
WN,20081,65420,"Oakland, California,",80650,"Santa Ana, California,",131430,68,116,75,150,8,60,0
AS,20081,65420,"Oakland, California,",82630,"Seattle, Washington,",56500,42,126,75,200,6,17,3
WN,20081,65420,"Oakland, California,",82630,"Seattle, Washington,",72540,54,127,100,200,42,26,0
AS,20081,65420,"Oakland, California,",85290,"Spokane, Washington,",2490,11,147,100,200,14,14,1
WN,20081,65420,"Oakland, California,",85290,"Spokane, Washington,",19550,87,128,100,200,31,17,0
WN,20081,65420,"Oakland, California,",91940,"Tucson, Arizona,",20280,87,144,100,250,16,7,0
B6,20081,65420,"Oakland, California,",96460,"Washington, D.C.,",36230,75,202,150,275,23,6,1
US,20081,65840,"Oklahoma City, Oklahoma,",69980,"Phoenix, Arizona,",6850,24,172,100,325,16,9,11
WN,20081,65840,"Oklahoma City, Oklahoma,",69980,"Phoenix, Arizona,",17750,62,170,100,325,19,10,13
AA,20081,66060,"Omaha, Nebraska,",66600,"Orlando, Florida,",6180,21,155,125,225,28,6,1
DL,20081,66060,"Omaha, Nebraska,",66600,"Orlando, Florida,",5170,17,169,125,225,35,10,2
NW,20081,66060,"Omaha, Nebraska,",66600,"Orlando, Florida,",3620,12,182,125,250,19,5,6
WN,20081,66060,"Omaha, Nebraska,",66600,"Orlando, Florida,",10130,34,168,125,225,34,6,1
US,20081,66060,"Omaha, Nebraska,",69980,"Phoenix, Arizona,",24110,38,164,100,225,10,7,6
WN,20081,66060,"Omaha, Nebraska,",69980,"Phoenix, Arizona,",32140,51,157,100,200,11,17,5
WN,20081,66060,"Omaha, Nebraska,",78460,"St. Louis, Missouri,",31850,95,87,75,125,36,32,0
NW,20081,66060,"Omaha, Nebraska,",96460,"Washington, D.C.,",2730,10,163,125,200,30,12,3
UA,20081,66060,"Omaha, Nebraska,",96460,"Washington, D.C.,",2950,11,230,125,250,12,8,13
YX,20081,66060,"Omaha, Nebraska,",96460,"Washington, D.C.,",18590,69,215,125,325,28,15,10
US,20081,66180,"Ontario, California,",69980,"Phoenix, Arizona,",20570,21,98,75,150,45,23,2
WN,20081,66180,"Ontario, California,",69980,"Phoenix, Arizona,",78330,79,95,75,150,38,37,0
AS,20081,66180,"Ontario, California,",71790,"Portland, Oregon,",26140,60,161,125,275,32,6,0
WN,20081,66180,"Ontario, California,",71790,"Portland, Oregon,",12570,29,161,125,250,35,16,0
WN,20081,66180,"Ontario, California,",77850,"Sacramento, California,",160860,99,99,75,150,33,39,0
DL,20081,66180,"Ontario, California,",79070,"Salt Lake City, Utah,",20230,70,144,100,200,11,6,2
WN,20081,66180,"Ontario, California,",79070,"Salt Lake City, Utah,",7880,27,142,100,200,9,6,0
WN,20081,66180,"Ontario, California,",80050,"San Jose, California,",91210,100,92,75,150,45,31,0
AS,20081,66180,"Ontario, California,",82630,"Seattle, Washington,",42550,67,167,125,275,30,9,0
WN,20081,66180,"Ontario, California,",82630,"Seattle, Washington,",15070,24,155,125,275,45,8,0
FL,20081,66600,"Orlando, Florida,",69880,"Philadelphia, Pennsylvania,",79510,27,130,100,175,26,7,2
US,20081,66600,"Orlando, Florida,",69880,"Philadelphia, Pennsylvania,",109460,38,150,100,225,21,6,4
WN,20081,66600,"Orlando, Florida,",69880,"Philadelphia, Pennsylvania,",91730,31,132,100,225,24,7,0
DL,20081,66600,"Orlando, Florida,",69980,"Phoenix, Arizona,",7600,12,204,100,250,7,6,14
US,20081,66600,"Orlando, Florida,",69980,"Phoenix, Arizona,",27810,43,239,125,275,7,9,8
WN,20081,66600,"Orlando, Florida,",69980,"Phoenix, Arizona,",18860,29,195,125,375,18,6,4
FL,20081,66600,"Orlando, Florida,",70470,"Pittsburgh, Pennsylvania,",31970,25,133,100,175,24,11,2
US,20081,66600,"Orlando, Florida,",70470,"Pittsburgh, Pennsylvania,",37280,29,150,100,200,17,8,5
WN,20081,66600,"Orlando, Florida,",70470,"Pittsburgh, Pennsylvania,",50900,40,128,100,225,28,7,0
B6,20081,66600,"Orlando, Florida,",71760,"Portland, Maine,",17670,39,147,100,225,10,6,2
FL,20081,66600,"Orlando, Florida,",71760,"Portland, Maine,",20350,45,139,100,200,12,6,2
AS,20081,66600,"Orlando, Florida,",71790,"Portland, Oregon,",7390,22,221,125,275,13,7,12
DL,20081,66600,"Orlando, Florida,",71790,"Portland, Oregon,",6240,18,220,125,425,23,7,13
UA,20081,66600,"Orlando, Florida,",71790,"Portland, Oregon,",5730,17,225,125,300,12,8,8
WN,20081,66600,"Orlando, Florida,",71790,"Portland, Oregon,",4770,14,195,125,275,20,7,3
WN,20081,66600,"Orlando, Florida,",73020,"Providence, Rhode Island,",105810,91,140,100,275,16,6,0
DL,20081,66600,"Orlando, Florida,",74830,"Raleigh/Durham, North Carolina,",22970,28,142,100,175,21,6,5
WN,20081,66600,"Orlando, Florida,",74830,"Raleigh/Durham, North Carolina,",48940,61,120,75,175,8,17,0
DL,20081,66600,"Orlando, Florida,",75820,"Richmond, Virginia,",13960,40,157,100,200,15,8,6
FL,20081,66600,"Orlando, Florida,",75820,"Richmond, Virginia,",16290,47,135,100,200,23,5,2
B6,20081,66600,"Orlando, Florida,",76620,"Rochester, New York,",24350,38,134,100,200,31,5,2
FL,20081,66600,"Orlando, Florida,",76620,"Rochester, New York,",32880,51,135,100,175,26,9,2
CO,20081,66600,"Orlando, Florida,",77850,"Sacramento, California,",3590,14,192,125,225,9,8,3
DL,20081,66600,"Orlando, Florida,",77850,"Sacramento, California,",4620,17,211,125,425,21,7,12
UA,20081,66600,"Orlando, Florida,",77850,"Sacramento, California,",4090,15,262,125,325,9,5,13
WN,20081,66600,"Orlando, Florida,",77850,"Sacramento, California,",8040,30,198,125,275,21,7,3
AA,20081,66600,"Orlando, Florida,",78460,"St. Louis, Missouri,",28880,33,149,100,200,29,7,5
FL,20081,66600,"Orlando, Florida,",78460,"St. Louis, Missouri,",13220,15,147,100,225,26,5,4
WN,20081,66600,"Orlando, Florida,",78460,"St. Louis, Missouri,",39920,46,159,100,275,24,10,0
DL,20081,66600,"Orlando, Florida,",79070,"Salt Lake City, Utah,",26520,55,282,200,300,9,11,3
WN,20081,66600,"Orlando, Florida,",79070,"Salt Lake City, Utah,",12060,25,187,125,250,21,10,2
AA,20081,66600,"Orlando, Florida,",79360,"San Antonio, Texas,",3690,12,216,150,300,20,8,3
CO,20081,66600,"Orlando, Florida,",79360,"San Antonio, Texas,",3380,11,234,125,350,7,6,7
WN,20081,66600,"Orlando, Florida,",79360,"San Antonio, Texas,",19930,65,185,100,350,7,11,14
AA,20081,66600,"Orlando, Florida,",79520,"San Diego, California,",5280,13,264,125,300,8,6,15
CO,20081,66600,"Orlando, Florida,",79520,"San Diego, California,",4490,11,201,125,250,8,6,4
DL,20081,66600,"Orlando, Florida,",79520,"San Diego, California,",8920,22,211,125,425,15,6,10
WN,20081,66600,"Orlando, Florida,",79520,"San Diego, California,",9760,25,196,125,250,19,9,4
UA,20081,66600,"Orlando, Florida,",79830,"San Francisco, California,",22490,52,336,175,325,6,6,11
US,20081,66600,"Orlando, Florida,",79830,"San Francisco, California,",6200,14,265,125,350,9,6,11
AA,20081,66600,"Orlando, Florida,",80050,"San Jose, California,",5070,24,236,125,250,6,8,8
CO,20081,66600,"Orlando, Florida,",80050,"San Jose, California,",2910,14,205,125,250,12,14,5
DL,20081,66600,"Orlando, Florida,",80050,"San Jose, California,",3460,16,216,125,250,12,13,9
UA,20081,66600,"Orlando, Florida,",80050,"San Jose, California,",2600,12,248,125,325,10,5,11
US,20081,66600,"Orlando, Florida,",80050,"San Jose, California,",3020,14,231,150,300,16,8,4
WN,20081,66600,"Orlando, Florida,",80050,"San Jose, California,",3050,14,220,125,375,13,8,4
AA,20081,66600,"Orlando, Florida,",80650,"Santa Ana, California,",7020,32,253,175,275,24,9,6
CO,20081,66600,"Orlando, Florida,",80650,"Santa Ana, California,",4120,19,207,175,250,35,13,1
DL,20081,66600,"Orlando, Florida,",80650,"Santa Ana, California,",5030,23,251,150,425,7,8,5
US,20081,66600,"Orlando, Florida,",80650,"Santa Ana, California,",2390,11,244,175,300,14,6,3
AS,20081,66600,"Orlando, Florida,",82630,"Seattle, Washington,",21840,34,290,125,400,6,6,21
WN,20081,66600,"Orlando, Florida,",82630,"Seattle, Washington,",8480,13,195,125,275,26,6,2
B6,20081,66600,"Orlando, Florida,",86840,"Syracuse, New York,",36990,67,166,100,250,6,5,4
US,20081,66600,"Orlando, Florida,",86840,"Syracuse, New York,",9300,17,166,125,250,34,6,3
B6,20081,66600,"Orlando, Florida,",96460,"Washington, D.C.,",36150,15,119,75,200,27,5,6
FL,20081,66600,"Orlando, Florida,",96460,"Washington, D.C.,",31090,13,121,75,175,14,8,6
UA,20081,66600,"Orlando, Florida,",96460,"Washington, D.C.,",58440,24,168,100,225,16,6,6
US,20081,66600,"Orlando, Florida,",96460,"Washington, D.C.,",77140,32,168,75,300,8,5,18
WN,20081,66600,"Orlando, Florida,",96460,"Washington, D.C.,",32290,13,99,75,150,37,7,1
B6,20081,66600,"Orlando, Florida,",97390,"White Plains, New York,",40710,55,135,75,200,16,6,11
FL,20081,66600,"Orlando, Florida,",97390,"White Plains, New York,",31170,42,118,75,175,25,7,6
US,20081,69880,"Philadelphia, Pennsylvania,",69980,"Phoenix, Arizona,",56960,60,244,125,275,8,7,9
WN,20081,69880,"Philadelphia, Pennsylvania,",69980,"Phoenix, Arizona,",24730,26,172,100,250,11,5,8
US,20081,69880,"Philadelphia, Pennsylvania,",70470,"Pittsburgh, Pennsylvania,",45390,45,107,75,175,38,6,5
WN,20081,69880,"Philadelphia, Pennsylvania,",70470,"Pittsburgh, Pennsylvania,",54760,54,81,75,150,51,5,0
US,20081,69880,"Philadelphia, Pennsylvania,",73020,"Providence, Rhode Island,",26600,39,127,75,225,20,5,8
WN,20081,69880,"Philadelphia, Pennsylvania,",73020,"Providence, Rhode Island,",41630,60,94,75,150,33,9,0
US,20081,69880,"Philadelphia, Pennsylvania,",74830,"Raleigh/Durham, North Carolina,",44630,46,113,75,150,26,31,3
WN,20081,69880,"Philadelphia, Pennsylvania,",74830,"Raleigh/Durham, North Carolina,",50360,52,93,75,150,36,28,0
AA,20081,69880,"Philadelphia, Pennsylvania,",78460,"St. Louis, Missouri,",18020,42,160,100,225,13,14,3
US,20081,69880,"Philadelphia, Pennsylvania,",78460,"St. Louis, Missouri,",15190,35,170,100,225,9,17,5
WN,20081,69880,"Philadelphia, Pennsylvania,",78460,"St. Louis, Missouri,",7370,17,146,100,225,17,18,0
DL,20081,69880,"Philadelphia, Pennsylvania,",79070,"Salt Lake City, Utah,",27540,75,246,175,275,15,8,3
AA,20081,69880,"Philadelphia, Pennsylvania,",79360,"San Antonio, Texas,",6550,25,197,125,225,25,6,7
CO,20081,69880,"Philadelphia, Pennsylvania,",79360,"San Antonio, Texas,",3820,15,193,125,375,30,7,6
