-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
CHT1        49718.000    1995     1     1     0
CHT1        52274.750    2001    12    31    18
CHT1      1635806.118 -4482177.303  4218387.494
51978.25    -0.227108    -0.104124     1.395847
51978.50     0.118401     0.067942     2.062767
51978.75     0.153594    -0.171561     2.094670
51979.00     0.475568    -0.216379     2.464766
51979.25     0.472454    -0.253001     2.144019
51979.50     0.840998     0.052016     2.401482
51979.75     0.835373    -0.001260     2.142006
51980.00     1.178936    -0.140184     1.731363
51980.25     1.429907    -0.189928     0.897296
51980.50     1.872092     0.047091     0.775881
51980.75     1.849076     0.065277     0.896621
51981.00     2.089120     0.238587     1.695719
51981.25     1.762843     0.506445     2.341654
51981.50     1.776239     1.052954     3.676643
51981.75     1.210559     1.013214     4.234609
51982.00     0.880732     0.787971     4.466317
51982.25     0.364861     0.689400     4.388980
51982.50     0.319229     0.739776     4.404894
51982.75     0.022325     0.423403     3.668123
51983.00     0.176085     0.154507     2.899911
51983.25     0.113331     0.090752     2.278077
51983.50     0.404095     0.285894     2.226309
51983.75     0.296685     0.162199     1.842482
51984.00     0.575528     0.149784     1.579347
51984.25     0.600658     0.258320     1.221004
51984.50     0.911024     0.470562     1.068928
51984.75     0.822006     0.339800     0.680439
51985.00     1.086529     0.316140     0.557783
51985.25     0.974386     0.340140     0.011893
51985.50     1.076479     0.552442    -0.158208
51985.75     0.831013     0.409711    -0.400826
51986.00     0.805084     0.309617    -0.460204
51986.25     0.336242     0.148281    -1.079593
51986.50     0.353428     0.290130    -1.133445
51986.75    -0.028442    -0.017873    -1.938207
51987.00     0.157904    -0.130497    -2.278371
51987.25    -0.091648    -0.287399    -2.891298
51987.50     0.111203    -0.098091    -2.924474
51987.75    -0.090264    -0.256505    -3.466450
51988.00     0.204084    -0.226843    -3.473747
51988.25     0.214111    -0.164913    -3.656821
51988.50     0.533590     0.186072    -3.285600
51988.75     0.279976     0.119418    -3.267196
51989.00     0.460838     0.146391    -2.819177
51989.25     0.147330     0.294622    -2.694907
51989.50     0.215445     0.662425    -2.030331
51989.75    -0.196937     0.643311    -1.778457
51990.00    -0.210483     0.706258    -1.145641
51990.25    -0.622182     0.840278    -0.771547
51990.50    -0.704044     1.167960     0.059181
51990.75    -1.305240     0.966594     0.135845
51991.00    -1.388671     0.836362     0.477537
51991.25    -1.764086     0.727554     0.539795
51991.50    -1.699760     0.838943     1.047940
51991.75    -2.033270     0.565556     0.968099
51992.00    -1.756514     0.423172     1.191610
51992.25    -1.922632     0.333139     1.053343
51992.50    -1.612237     0.565596     1.401011
51992.75    -1.525565     0.428323     1.240548
51993.00    -1.201046     0.257089     0.967108
51993.25    -1.185439     0.137166     0.391317
51993.50    -0.576892     0.399722     0.713408
51993.75    -0.329554     0.268133     0.488850
51994.00     0.160706     0.212415     0.452004
51994.25     0.350976     0.204745     0.302619
51994.50     0.599569     0.420027     0.578507
51994.75     0.495022     0.231837     0.238688
51995.00     0.709484     0.136581     0.374691
51995.25     0.566667     0.037688     0.125408
51995.50     0.634916     0.143282     0.156167
51995.75     0.410992    -0.101443    -0.198293
51996.00     0.747510    -0.158742    -0.048015
51996.25     0.614014    -0.249325    -0.354893
51996.50     0.966447    -0.011892     0.014792
51996.75     0.955744    -0.116965    -0.098682
51997.00     1.181908    -0.104643    -0.213589
51997.25     1.081010    -0.063764    -0.820599
51997.50     1.354181     0.332916    -0.528439
51997.75     1.004451     0.127213    -0.885365
51998.00     0.961410     0.166572    -0.507721
51998.25     0.587230     0.213722    -0.653863
51998.50     0.501205     0.608729    -0.005574
51998.75    -0.056894     0.506537     0.052664
51999.00    -0.298921     0.356979     0.453534
51999.25    -0.621594     0.180092     0.213226
51999.50    -0.528066     0.264381     0.355423
51999.75    -0.636532     0.069685     0.249243
52000.00    -0.273345     0.049997     0.771188
52000.25    -0.285123     0.124160     0.799405
52000.50     0.069410     0.403469     1.310077
52000.75    -0.031592     0.251606     1.150490
52001.00     0.330971     0.193563     1.114179
52001.25     0.292263     0.196055     0.727466
52001.50     0.733685     0.425264     0.947397
52001.75     0.551726     0.203199     0.504477
52002.00     0.847480     0.077562     0.481224
52002.25     0.820194    -0.022781     0.008566
52002.50     1.148497     0.212211     0.077188
52002.75     1.149318    -0.017152    -0.441917
52003.00     1.514970    -0.171829    -0.564492
52003.25     1.472870    -0.376935    -1.312530
52003.50     1.894750    -0.232484    -1.262288
52003.75     1.752130    -0.432209    -1.476003
52004.00     2.107139    -0.391726    -0.934564
52004.25     1.919666    -0.486385    -1.176321
52004.50     2.153619    -0.174467    -0.701924
52004.75     1.852347    -0.286627    -0.586542
52005.00     1.786726    -0.180337    -0.000655
52005.25     1.505310    -0.090423     0.006028
52005.50     1.544072     0.324046     0.583812
52005.75     1.035315     0.296843     0.709450
52006.00     1.005152     0.302800     0.895677
52006.25     0.708341     0.187503    -0.043359
52006.50     0.692162     0.290881    -0.554156
52006.75     0.443064     0.100253    -1.083942
52007.00     0.309745     0.043213    -0.828405
52007.25    -0.014700     0.041829    -0.855856
52007.50    -0.120468     0.306528    -0.200804
52007.75    -0.653379     0.139490    -0.068348
52008.00    -0.877638     0.069187     0.276410
52008.25    -1.183996    -0.021477     0.102355
52008.50    -1.052023     0.145890     0.347404
52008.75    -1.124388     0.029283     0.104095
52009.00    -0.719366    -0.033032     0.137120
52009.25    -0.646400    -0.139505    -0.565647
52009.50    -0.118795     0.041969    -0.682746
52009.75    -0.126889    -0.127005    -1.190852
52010.00     0.254202    -0.153407    -1.257275
52010.25     0.356268    -0.127499    -1.715846
52010.50     0.909338     0.235578    -1.410923
52010.75     0.954147     0.170113    -1.624005
52011.00     1.133033     0.190394    -1.326030
52011.25     0.958398     0.297621    -1.063199
52011.50     1.012997     0.688576    -0.202202
52011.75     0.485240     0.643258     0.446189
52012.00     0.197268     0.590157     1.006114
52012.25    -0.412299     0.439697     0.753592
52012.50    -0.471232     0.570200     1.003115
52012.75    -0.912314     0.296935     0.668221
52013.00    -0.867427     0.110068     0.381305
52013.25    -1.075580    -0.072307    -0.307079
52013.50    -0.637943     0.199959     0.036691
52013.75    -0.670677     0.123661    -0.041669
52014.00    -0.391359     0.156945     0.017559
52014.25    -0.456140     0.136512    -0.276116
52014.50    -0.190782     0.436482     0.121080
52014.75    -0.534219     0.293825    -0.083927
52015.00    -0.435708     0.365736     0.290086
52015.25    -0.615213     0.296456    -0.038046
52015.50    -0.388081     0.525713     0.092623
52015.75    -0.764329     0.343828    -0.229828
52016.00    -0.517341     0.348358     0.070776
52016.25    -0.626655     0.287747    -0.266624
52016.50    -0.328799     0.542714     0.054800
52016.75    -0.558415     0.360511    -0.254704
52017.00    -0.470425     0.312139    -0.244283
52017.25    -0.709345     0.236526    -0.609927
52017.50    -0.459962     0.458243    -0.193892
52017.75    -0.796829     0.198438    -0.210654
52018.00    -0.490306     0.074891     0.290815
52018.25    -0.442432    -0.017762     0.050243
52018.50    -0.126526     0.171476     0.046813
52018.75    -0.449165     0.007272    -0.586770
52019.00    -0.237679     0.008770    -0.703426
52019.25    -0.360639    -0.112956    -1.478774
52019.50    -0.048523     0.160369    -1.370500
52019.75    -0.320990    -0.015777    -1.649921
52020.00    -0.285187    -0.043000    -1.486517
52020.25    -0.276096    -0.070199    -2.136256
52020.50    -0.096524     0.225287    -1.954232
52020.75    -0.384280     0.020104    -2.164231
52021.00    -0.523227    -0.047478    -1.839169
52021.25    -0.946139    -0.183905    -1.990727
52021.50    -0.873297    -0.054207    -1.515904
52021.75    -1.160899    -0.262381    -1.680265
52022.00    -0.749370    -0.268173    -1.474781
52022.25    -0.537937    -0.277559    -1.685685
52022.50    -0.096668     0.077645    -0.941971
52022.75    -0.261761     0.065818    -0.416418
52023.00    -0.067687     0.168881     0.749351
52023.25    -0.346772     0.177883     1.137715
52023.50    -0.120400     0.374088     1.849737
52023.75    -0.203914     0.119777     1.655276
52024.00     0.069577    -0.075091     1.219840
52024.25     0.105836    -0.271090    -0.068076
52024.50     0.607745     0.012505    -0.185420
52024.75     0.457287    -0.104699    -0.624233
52025.00     0.517442    -0.118526    -0.603644
52025.25     0.469044    -0.165760    -0.873442
52025.50     0.770644     0.097294    -0.549760
52025.75     0.371719    -0.079212    -0.838830
52026.00     0.379637     0.000393    -0.466060
52026.25     0.151811    -0.067339    -0.888488
52026.50     0.338890     0.238594    -0.592438
52026.75     0.073490     0.108656    -0.822700
52027.00     0.288202     0.190547    -0.514515
52027.25     0.224644     0.057780    -1.206767
52027.50     0.528431     0.176101    -1.378664
52027.75     0.500782    -0.071736    -1.646909
52028.00     0.708162    -0.085127    -1.471420
52028.25     0.594732    -0.277989    -2.257785
52028.50     0.966800    -0.103988    -2.038950
52028.75     0.928302    -0.250607    -1.745985
52029.00     1.126136    -0.190527    -0.799922
52029.25     1.056062    -0.313276    -0.819470
52029.50     1.151013    -0.065458    -0.367436
52029.75     0.904781    -0.202004    -0.219535
52030.00     0.912524    -0.080289     0.534566
52030.25     0.670201    -0.087440     0.387594
52030.50     0.707954     0.241378     0.706575
52030.75     0.394955     0.191484     0.756859
52031.00     0.376951     0.322333     1.127699
52031.25     0.178389     0.310876     0.705646
52031.50     0.459350     0.607979     0.822063
52031.75     0.255729     0.477478     0.470945
52032.00     0.446953     0.491302     0.517739
52032.25     0.377290     0.333241    -0.174359
52032.50     0.657136     0.533974    -0.048615
52032.75     0.292520     0.308136    -0.315938
52033.00     0.273423     0.309441     0.017470
52033.25     0.109361     0.162063    -0.353418
52033.50     0.361616     0.315419    -0.347684
52033.75     0.162425     0.184135    -0.444427
52034.00     0.245982     0.170522    -0.044195
52034.25     0.232147     0.027979    -0.460412
52034.50     0.535283     0.136298    -0.466918
52034.75     0.523035    -0.054374    -0.874259
52035.00     0.816566    -0.024344    -0.871154
52035.25     0.873674    -0.179429    -1.753161
52035.50     1.399888     0.008782    -1.831605
52035.75     1.293373    -0.213108    -2.169887
52036.00     1.584117    -0.122695    -1.593387
52036.25     1.592868    -0.191367    -2.025177
52036.50     2.006453     0.088571    -1.689520
52036.75     1.875484    -0.023385    -1.721813
52037.00     2.005461     0.105053    -1.043167
52037.25     1.949013     0.053266    -1.151200
52037.50     2.343332     0.384363    -0.499480
52037.75     2.267879     0.284924    -0.238478
52038.00     2.428847     0.342487     0.487302
52038.25     2.237871     0.242429     0.039941
52038.50     2.396444     0.484777     0.520792
52038.75     2.163778     0.369384     0.560070
52039.00     2.317321     0.451827     1.059240
52039.25     2.225752     0.396387     0.716421
52039.50     2.402985     0.616338     1.028139
52039.75     2.171702     0.449954     0.950485
52040.00     2.234833     0.511721     1.327656
52040.25     2.092326     0.420693     0.922165
52040.50     2.142906     0.643028     0.974475
52040.75     1.783105     0.513905     0.816162
52041.00     1.724022     0.477930     1.032079
52041.25     1.537370     0.446463     0.630861
52041.50     1.463980     0.675247     0.649554
52041.75     1.137895     0.508791     0.243820
52042.00     1.254306     0.429767     0.372755
52042.25     1.044588     0.219804    -0.323225
52042.50     1.295425     0.457626    -0.245533
52042.75     1.034132     0.274673    -0.644779
52043.00     1.150936     0.292909    -0.359457
52043.25     0.904135     0.147656    -0.629854
52043.50     1.097132     0.361677    -0.180433
52043.75     0.819411     0.195586    -0.087035
52044.00     0.935297     0.260030     0.469732
52044.25     0.831061     0.236910     0.417154
52044.50     1.044970     0.593106     1.001184
52044.75     0.901216     0.503567     0.860533
52045.00     1.083504     0.540348     1.031225
52045.25     0.970785     0.470425     0.663548
52045.50     1.085408     0.622933     0.812197
52045.75     0.881161     0.435967     0.762578
52046.00     1.044422     0.411779     1.143344
52046.25     0.958854     0.328685     0.757840
52046.50     1.292207     0.573353     1.074843
52046.75     1.169100     0.426854     1.030518
52047.00     1.304576     0.448597     1.485278
52047.25     1.227930     0.410616     1.150784
52047.50     1.511116     0.716169     1.604482
52047.75     1.236225     0.600145     1.488472
52048.00     1.239752     0.615731     1.809210
52048.25     1.026851     0.552093     1.531859
52048.50     1.152429     0.789879     1.815699
52048.75     0.908131     0.569052     1.478520
52049.00     1.056431     0.532603     1.630264
52049.25     0.992918     0.385323     1.144661
52049.50     1.351119     0.598056     1.382613
52049.75     1.059541     0.378102     1.150006
52050.00     1.176703     0.412749     1.249377
52050.25     0.943072     0.305199     0.732267
52050.50     1.074464     0.564364     0.908875
52050.75     0.618241     0.337086     0.673319
52051.00     0.563210     0.384156     1.010487
52051.25     0.331743     0.368243     0.798716
52051.50     0.473479     0.604969     1.103175
52051.75     0.164149     0.362869     0.784848
52052.00     0.322543     0.357393     0.788279
52052.25     0.251544     0.298944     0.433972
52052.50     0.581283     0.586455     0.681627
52052.75     0.453827     0.331159     0.271857
52053.00     0.780374     0.396198     0.474762
52053.25     0.913863     0.395243     0.036792
52053.50     1.197890     0.670479     0.058129
52053.75     1.041732     0.446382    -0.503601
52054.00     1.121115     0.423449    -0.411790
52054.25     0.977001     0.374235    -0.933180
52054.50     0.999185     0.609486    -0.731729
52054.75     0.574780     0.391556    -0.928928
52055.00     0.531575     0.345896    -0.629139
52055.25     0.364213     0.232950    -0.918420
52055.50     0.652328     0.473129    -0.382226
52055.75     0.447651     0.317277    -0.440602
52056.00     0.599168     0.380137     0.139846
52056.25     0.619237     0.390279     0.097715
52056.50     0.822630     0.657519     0.641672
52056.75     0.665483     0.533534     0.804604
52057.00     0.786446     0.558868     1.218970
52057.25     0.795522     0.597623     1.052506
52057.50     0.997277     0.820153     1.262535
52057.75     0.743095     0.593948     1.005754
52058.00     0.743613     0.582671     1.301106
52058.25     0.537106     0.503271     0.941647
52058.50     0.787567     0.804331     1.376530
52058.75     0.611851     0.660219     1.098292
52059.00     0.632710     0.603703     1.222408
52059.25     0.488077     0.521364     0.791819
52059.50     0.697701     0.742511     1.127217
52059.75     0.612285     0.518723     0.911552
52060.00     0.697040     0.495301     0.937935
52060.25     0.682560     0.445141     0.842364
52060.50     1.011479     0.649216     1.233558
52060.75     0.941207     0.463977     1.159781
52061.00     1.288229     0.514798     1.424085
52061.25     1.321251     0.474099     1.263860
52061.50     1.737293     0.778642     1.726293
52061.75     1.500287     0.641015     1.827323
52062.00     1.658119     0.693698     2.313301
52062.25     1.569994     0.763626     2.309792
52062.50     1.677449     1.066396     2.696046
52062.75     1.406254     0.926615     2.341871
52063.00     1.271166     0.864692     2.281848
52063.25     1.040769     0.798262     1.787796
52063.50     1.094772     0.998966     1.926714
52063.75     0.711644     0.846332     1.555684
52064.00     0.779431     0.804662     1.321618
52064.25     0.648410     0.701149     0.791074
52064.50     0.775791     0.901363     0.771327
52064.75     0.517818     0.642471     0.241297
52065.00     0.707168     0.597679     0.293770
52065.25     0.581368     0.484999    -0.056521
52065.50     0.991865     0.741190     0.394854
52065.75     0.700850     0.573052     0.270935
52066.00     0.951642     0.581985     0.642262
52066.25     0.878041     0.518751     0.489359
52066.50     1.152455     0.735672     0.877120
52066.75     0.944249     0.564913     0.698592
52067.00     1.084435     0.556571     1.070480
52067.25     0.918225     0.460456     0.824134
52067.50     1.178549     0.694592     1.362477
52067.75     0.885539     0.581236     1.311302
52068.00     0.904025     0.577612     1.650634
52068.25     0.715810     0.490101     1.363797
52068.50     0.833876     0.685011     1.674019
52068.75     0.424209     0.521211     1.491825
52069.00     0.464482     0.507491     1.800514
52069.25     0.424512     0.514164     1.656072
52069.50     0.617795     0.656348     1.841861
52069.75     0.319923     0.546539     1.894867
52070.00     0.572527     0.616990     2.329306
52070.25     0.576959     0.586535     2.208033
52070.50     0.954323     0.839512     2.536134
52070.75     0.951444     0.713991     2.337734
52071.00     1.096568     0.741518     2.549944
52071.25     1.113616     0.657171     2.113065
52071.50     1.349278     0.872463     2.452869
52071.75     1.207335     0.763073     2.426579
52072.00     1.289021     0.772774     2.654326
52072.25     1.232431     0.731047     2.515516
52072.50     1.640149     0.952614     2.878951
52072.75     1.536006     0.784980     2.654579
52073.00     1.716667     0.744454     2.711740
52073.25     1.754052     0.663670     2.218315
52073.50     2.042345     0.779482     2.067050
52073.75     1.940947     0.588874     1.584273
52074.00     2.007263     0.580480     1.592509
52074.25     1.989742     0.547496     1.045452
52074.50     2.183251     0.710416     0.995553
52074.75     2.005681     0.561475     0.775845
52075.00     1.954133     0.606180     1.115099
52075.25     1.783081     0.582861     0.845401
52075.50     1.954476     0.835650     1.127519
52075.75     1.657478     0.744348     1.062920
52076.00     1.579410     0.796735     1.342542
52076.25     1.532407     0.832088     1.120555
52076.50     1.654637     0.991683     1.179314
52076.75     1.443069     0.812738     1.128864
52077.00     1.544332     0.752922     1.459469
52077.25     1.543319     0.711333     1.216560
52077.50     1.678176     0.901288     1.524067
52077.75     1.476831     0.727721     1.450371
52078.00     1.422414     0.643186     1.567072
52078.25     1.205920     0.489822     0.928894
52078.50     1.422929     0.608859     0.912485
52078.75     1.063488     0.394218     0.465810
52079.00     0.906747     0.374214     0.394735
52079.25     0.821319     0.267494    -0.036256
52079.50     0.968068     0.448733     0.330368
52079.75     0.674800     0.249234     0.378790
52080.00     0.790047     0.234103     0.907737
52080.25     0.799769     0.120421     0.450254
52080.50     1.278784     0.339593     0.593643
52080.75     1.231855     0.238975     0.213715
52081.00     1.538957     0.301628     0.239721
52081.25     1.714139     0.236928    -0.380013
52081.50     2.045349     0.505637    -0.174297
52081.75     1.910802     0.382173    -0.328370
52082.00     2.006687     0.484654     0.259922
52082.25     1.939698     0.545924     0.167009
52082.50     2.096878     0.868244     0.655014
52082.75     1.822637     0.738045     0.613764
52083.00     1.732470     0.717656     0.941853
52083.25     1.609268     0.715631     0.694013
52083.50     1.746234     0.914437     0.985092
52083.75     1.446152     0.731791     0.638583
52084.00     1.450121     0.645695     0.715716
52084.25     1.322505     0.545408     0.141226
52084.50     1.479437     0.677229     0.099089
52084.75     1.239895     0.476209    -0.349135
52085.00     1.341870     0.444568    -0.393228
52085.25     1.379083     0.454388    -0.863228
52085.50     1.587055     0.611862    -0.885156
52085.75     1.386718     0.502871    -1.214338
52086.00     1.562203     0.542861    -1.044089
52086.25     1.532636     0.542551    -1.548307
52086.50     1.690511     0.685037    -1.563826
52086.75     1.353020     0.468530    -1.658712
52087.00     1.311147     0.401749    -1.318983
52087.25     1.175540     0.332544    -1.574196
52087.50     1.185585     0.445265    -1.446496
52087.75     0.824216     0.326169    -1.424992
52088.00     0.854016     0.297088    -1.136214
52088.25     0.756996     0.285188    -1.292750
52088.50     0.995313     0.504014    -1.105177
52088.75     0.788363     0.382971    -1.128064
52089.00     0.940788     0.407263    -0.752747
52089.25     0.860597     0.357941    -0.883325
52089.50     1.011664     0.554880    -0.510099
52089.75     0.687991     0.387400    -0.176462
52090.00     0.707283     0.465607     0.709845
52090.25     0.366708     0.377419     0.714686
52090.50     0.313010     0.555994     0.945957
52090.75    -0.029172     0.413985     0.809892
52091.00     0.008822     0.392673     1.026535
52091.25    -0.076394     0.357704     0.802359
52091.50     0.044648     0.590870     1.234545
52091.75    -0.136815     0.492810     1.381587
52092.00     0.010813     0.372178     1.546762
52092.25     0.069882     0.190864     0.908468
52092.50     0.237650     0.231491     0.567064
52092.75     0.198633     0.013492    -0.244705
52093.00     0.448716     0.072391    -0.406710
52093.25     0.561841     0.080682    -0.825068
52093.50     0.780030     0.366328    -0.566867
52093.75     0.555145     0.340190    -0.560021
52094.00     0.698742     0.430970    -0.151260
52094.25     0.717737     0.494967    -0.293840
52094.50     1.013906     0.849275     0.431978
52094.75     0.953013     0.812262     0.743562
52095.00     1.021083     0.801482     1.294256
52095.25     0.997475     0.838672     1.495668
52095.50     1.210389     1.095362     2.094005
52095.75     0.920435     0.884652     1.931271
52096.00     0.889590     0.763784     1.940991
52096.25     0.776773     0.667172     1.487013
52096.50     0.779262     0.697053     1.212466
52096.75     0.526680     0.516318     0.806014
52097.00     0.569233     0.447905     0.741213
52097.25     0.520793     0.388228     0.273836
52097.50     0.680277     0.560956     0.540252
52097.75     0.383472     0.431865     0.430260
52098.00     0.526294     0.566128     0.908846
52098.25     0.461478     0.627926     0.786193
52098.50     0.805382     0.922972     1.267284
52098.75     0.666179     0.820792     1.380558
52099.00     0.826472     0.789202     1.773632
52099.25     0.862740     0.744406     1.594462
52099.50     1.221079     1.021578     2.167868
52099.75     1.046587     0.857274     1.992966
52100.00     1.199245     0.833473     2.334745
52100.25     1.213846     0.797355     2.316218
52100.50     1.269993     0.983363     2.574735
52100.75     1.127508     0.865146     2.462084
52101.00     1.232106     0.900352     2.778773
52101.25     1.224579     0.881859     2.513835
52101.50     1.382964     1.087877     2.704010
52101.75     1.223000     0.935845     2.529416
52102.00     1.398836     0.876560     2.548244
52102.25     1.328329     0.832979     2.149697
52102.50     1.534535     1.023423     2.291339
52102.75     1.358569     0.814648     2.010145
52103.00     1.437175     0.658476     2.047999
52103.25     1.319801     0.590959     1.803354
52103.50     1.587953     0.794589     2.153964
52103.75     1.425836     0.612424     1.931575
52104.00     1.616757     0.518792     2.124077
52104.25     1.653212     0.461947     2.113717
52104.50     1.779047     0.604820     2.357838
52104.75     1.500230     0.418584     2.091006
52105.00     1.623938     0.372450     2.194963
52105.25     1.644387     0.343586     1.694111
52105.50     1.912378     0.489613     1.564797
52105.75     1.890924     0.343475     1.332875
52106.00     2.208498     0.327635     1.480464
52106.25     2.444988     0.390555     1.230303
52106.50     2.872987     0.623645     1.448367
52106.75     2.871548     0.534516     1.307850
52107.00     2.942996     0.542392     1.539135
52107.25     2.888231     0.544869     1.217690
52107.50     3.070137     0.764538     1.410524
52107.75     2.908312     0.651857     1.153471
52108.00     3.031245     0.661874     1.334101
52108.25     3.050362     0.659724     1.188967
52108.50     3.161627     0.810765     1.283498
52108.75     2.953077     0.634879     0.863432
52109.00     3.036285     0.615520     0.937963
52109.25     2.877990     0.562730     0.413010
52109.50     2.960454     0.662159     0.423708
52109.75     2.676140     0.441451     0.174985
52110.00     2.635621     0.427968     0.507113
52110.25     2.493595     0.394042     0.110200
52110.50     2.657221     0.631741     0.493369
52110.75     2.375634     0.511975     0.636871
52111.00     2.321997     0.549540     1.206134
52111.25     2.211253     0.524290     1.182072
52111.50     2.313825     0.747577     1.738438
52111.75     2.048828     0.671754     1.972011
52112.00     2.098683     0.631856     2.411769
52112.25     2.025219     0.615259     2.224336
52112.50     2.101122     0.781704     2.415784
52112.75     1.742144     0.652468     2.153365
52113.00     1.656466     0.645266     2.204798
52113.25     1.404344     0.587741     1.665040
52113.50     1.495080     0.839839     1.804995
52113.75     1.182908     0.726543     1.758081
52114.00     1.123031     0.759751     2.206345
52114.25     0.932423     0.741209     1.940403
52114.50     0.856394     0.934621     2.352245
52114.75     0.556743     0.772440     2.336331
52115.00     0.434185     0.635826     2.344691
52115.25     0.369216     0.550255     1.657770
52115.50     0.415096     0.630275     1.422876
52115.75     0.170896     0.479137     0.832315
52116.00     0.159882     0.335174     0.526407
52116.25     0.214021     0.338780     0.171222
52116.50     0.385198     0.487522     0.141342
52116.75     0.243770     0.271401    -0.316401
52117.00     0.493956     0.176394    -0.431639
52117.25     0.656151     0.160775    -0.839484
52117.50     0.882980     0.262137    -1.032602
52117.75     0.817737     0.178754    -0.946134
52118.00     0.960192     0.167580    -0.617956
52118.25     1.024421     0.150173    -0.945652
52118.50     1.254395     0.334749    -0.705280
52118.75     1.060685     0.184894    -0.553494
52119.00     1.085211     0.120090    -0.192437
52119.25     1.035724     0.083014    -0.463940
52119.50     1.167423     0.264020    -0.159935
52119.75     0.960540     0.144156    -0.225433
52120.00     0.890973     0.134044    -0.028099
52120.25     0.913927     0.153641    -0.319515
52120.50     0.887573     0.281606    -0.442206
52120.75     0.475701     0.049971    -0.904088
52121.00     0.572184     0.065723    -0.688386
52121.25     0.336362    -0.013452    -1.391603
52121.50     0.350103     0.128208    -1.671206
52121.75     0.008582    -0.037147    -2.057755
52122.00    -0.074125    -0.077856    -1.976202
52122.25    -0.327029    -0.158610    -2.596013
52122.50    -0.198809     0.115312    -2.425599
52122.75    -0.644402    -0.081181    -2.722656
52123.00    -0.792650    -0.031673    -2.352870
52123.25    -1.054961    -0.026429    -2.409099
52123.50    -0.998676     0.221194    -1.894636
52123.75    -1.491636     0.113545    -1.871545
52124.00    -1.483259     0.164616    -1.246938
52124.25    -1.599272     0.135150    -1.332142
52124.50    -1.440738     0.364925    -0.881569
52124.75    -1.613557     0.255385    -0.804735
52125.00    -1.296545     0.239161    -0.327825
52125.25    -1.241731     0.237224    -0.534397
52125.50    -1.025875     0.360798    -0.460547
52125.75    -1.074943     0.194818    -0.775304
52126.00    -0.792489     0.096682    -0.571635
52126.25    -0.798137     0.033588    -1.145684
52126.50    -0.400575     0.207306    -1.096714
52126.75    -0.504608     0.058203    -1.335378
52127.00    -0.309650     0.020552    -1.123658
52127.25    -0.308852     0.088760    -1.209671
52127.50    -0.078187     0.320627    -0.855903
52127.75    -0.302899     0.308821    -0.706121
52128.00    -0.234602     0.356306    -0.185876
52128.25    -0.327822     0.369283    -0.235106
52128.50    -0.244881     0.570638     0.174800
52128.75    -0.505968     0.408487     0.154278
52129.00    -0.311963     0.439770     0.530106
52129.25    -0.370006     0.415364     0.253751
52129.50    -0.182076     0.617520     0.609081
52129.75    -0.437003     0.483335     0.636585
52130.00    -0.416344     0.423871     1.050570
52130.25    -0.476412     0.360377     0.895156
52130.50    -0.370730     0.541647     1.251142
52130.75    -0.634016     0.420577     1.349352
52131.00    -0.670310     0.394081     1.690014
52131.25    -0.814811     0.325579     1.399041
52131.50    -0.642798     0.550268     1.608724
52131.75    -0.869151     0.346555     1.016391
52132.00    -0.798047     0.222791     0.509394
52132.25    -0.813963     0.157150    -0.409134
52132.50    -0.645804     0.281169    -0.921260
52132.75    -0.949020     0.123040    -1.618114
52133.00    -0.814922     0.145992    -1.595007
52133.25    -0.806902     0.149037    -1.962419
52133.50    -0.600380     0.381267    -1.805118
52133.75    -0.908166     0.210928    -1.875438
52134.00    -0.750839     0.246797    -1.301978
52134.25    -0.870844     0.186984    -1.383588
52134.50    -0.715949     0.412442    -0.886652
52134.75    -0.909741     0.191097    -0.927244
52135.00    -0.697881     0.115969    -0.510378
52135.25    -0.726847     0.051812    -0.677749
52135.50    -0.447123     0.216979    -0.402253
52135.75    -0.598833     0.050039    -0.430218
52136.00    -0.339297     0.058499    -0.015686
52136.25    -0.280653     0.009131    -0.156112
52136.50    -0.015226     0.229106     0.020101
52136.75    -0.187277     0.113865    -0.212348
52137.00     0.046995     0.155614    -0.061063
52137.25     0.049991     0.137840    -0.296235
52137.50     0.322522     0.395393     0.052649
52137.75     0.120898     0.236910     0.037584
52138.00     0.383767     0.263961     0.443122
52138.25     0.332487     0.260600     0.274022
52138.50     0.453476     0.553199     0.643540
52138.75     0.248897     0.395655     0.501504
52139.00     0.540774     0.336490     0.927596
52139.25     0.612081     0.317163     0.854212
52139.50     0.810881     0.506702     1.134775
52139.75     0.825293     0.359908     1.108741
52140.00     0.993466     0.400433     1.335659
52140.25     1.075894     0.407646     1.137170
52140.50     1.276616     0.640091     1.334196
52140.75     1.177685     0.479296     1.100248
52141.00     1.440827     0.473532     1.255148
52141.25     1.525523     0.482180     1.061992
52141.50     1.829251     0.683053     1.410408
52141.75     1.598024     0.461095     1.141999
52142.00     1.536915     0.398074     1.256957
52142.25     1.320826     0.398485     0.892177
52142.50     1.355336     0.619833     0.973459
52142.75     0.953677     0.458674     0.697392
52143.00     0.963215     0.455187     0.783680
