Storm Name	Storm #	Year	Month	Day	Hour (UTC)	Latitude (deg)	Longitude (deg)	Storm direction (deg)	Storm speed (mph)	Storm speed (kph)	Wind speed (mph)	Wind speed (kph)	Pressure (mb)	Storm category
DORIA     	5	1971	August 	27	18	34.8N	76.8W	10	23	37	65	100	989	Tropical Storm            
DORIA     	5	1971	August 	28	0	36.5N	76.5W	10	19	31	65	100	-9	Tropical Storm            
DORIA     	5	1971	August 	28	6	38.5N	75.3W	25	25	40	60	95	993	Tropical Storm            
DORIA     	5	1971	August 	28	12	41.2N	73.7W	25	33	53	50	85	997	Tropical Storm            
DORIA     	5	1971	August 	28	18	43.8N	71.8W	30	33	53	50	85	-9	Tropical Storm            
DORIA     	5	1971	August 	29	0	46.0N	70.0W	30	28	46	40	65	-9	Extratropical Storm       
DORIA     	5	1971	August 	29	6	48.0N	68.0W	35	27	44	40	65	-9	Extratropical Storm       
EDITH     	6	1971	September	5	18	11.4N	58.0W	-9	-9	-9	30	45	1010	Tropical Depression       
EDITH     	6	1971	September	6	0	11.6N	59.4W	280	14	24	35	55	-9	Tropical Depression       
EDITH     	6	1971	September	6	6	11.8N	61.1W	275	18	29	35	55	-9	Tropical Depression       
EDITH     	6	1971	September	6	12	12.0N	62.8W	275	18	29	35	55	-9	Tropical Depression       
EDITH     	6	1971	September	6	18	12.2N	64.4W	275	17	27	30	45	-9	Tropical Depression       
EDITH     	6	1971	September	7	0	12.3N	66.0W	275	17	27	30	45	-9	Tropical Depression       
EDITH     	6	1971	September	7	6	12.5N	67.7W	275	18	29	30	45	-9	Tropical Depression       
EDITH     	6	1971	September	7	12	12.7N	69.1W	280	14	24	40	65	1006	Tropical Storm            
EDITH     	6	1971	September	7	18	12.9N	70.9W	275	19	31	50	85	995	Tropical Storm            
EDITH     	6	1971	September	8	0	13.0N	72.3W	275	14	24	70	110	-9	Tropical Storm            
EDITH     	6	1971	September	8	6	13.2N	73.8W	280	16	25	75	120	993	Hurricane - Category 1    
EDITH     	6	1971	September	8	12	13.6N	75.3W	285	17	27	75	120	-9	Hurricane - Category 1    
EDITH     	6	1971	September	8	18	13.8N	77.2W	275	20	33	85	140	982	Hurricane - Category 1    
EDITH     	6	1971	September	9	0	14.0N	78.8W	275	17	27	105	165	-9	Hurricane - Category 2    
EDITH     	6	1971	September	9	6	14.2N	80.5W	275	18	29	120	195	-9	Major Hurricane - Category 3
EDITH     	6	1971	September	9	12	14.4N	81.9W	280	14	24	140	220	960	Major Hurricane - Category 4
EDITH     	6	1971	September	9	18	14.8N	83.2W	290	14	24	160	260	943	Major Hurricane - Category 5
EDITH     	6	1971	September	10	0	15.2N	84.1W	295	10	16	115	185	-9	Major Hurricane - Category 3
EDITH     	6	1971	September	10	6	15.5N	84.9W	290	9	14	90	150	-9	Hurricane - Category 1    
EDITH     	6	1971	September	10	12	15.9N	85.8W	295	10	16	80	130	-9	Hurricane - Category 1    
EDITH     	6	1971	September	10	18	16.5N	86.9W	300	13	22	75	120	-9	Hurricane - Category 1    
EDITH     	6	1971	September	11	0	17.3N	87.8W	315	12	20	70	110	-9	Tropical Storm            
EDITH     	6	1971	September	11	6	18.1N	88.4W	325	10	16	70	110	-9	Tropical Storm            
EDITH     	6	1971	September	11	12	18.6N	89.2W	305	10	16	50	85	-9	Tropical Storm            
EDITH     	6	1971	September	11	18	19.3N	89.9W	315	10	16	40	65	-9	Tropical Storm            
EDITH     	6	1971	September	12	0	19.8N	90.5W	310	8	12	40	65	1000	Tropical Storm            
EDITH     	6	1971	September	12	6	20.7N	91.4W	315	13	22	40	65	1001	Tropical Storm            
EDITH     	6	1971	September	12	12	21.5N	92.2W	315	11	18	40	65	1000	Tropical Storm            
EDITH     	6	1971	September	12	18	21.9N	92.9W	300	8	12	40	65	1000	Tropical Storm            
EDITH     	6	1971	September	13	0	22.1N	93.3W	300	4	7	40	65	-9	Tropical Storm            
EDITH     	6	1971	September	13	6	22.3N	94.2W	285	9	14	50	85	998	Tropical Storm            
EDITH     	6	1971	September	13	12	22.9N	95.1W	305	11	18	45	75	-9	Tropical Storm            
EDITH     	6	1971	September	13	18	23.1N	96.1W	280	10	16	45	75	-9	Tropical Storm            
EDITH     	6	1971	September	14	0	23.3N	96.9W	285	8	12	50	85	-9	Tropical Storm            
EDITH     	6	1971	September	14	6	23.4N	97.6W	280	6	11	50	85	-9	Tropical Storm            
EDITH     	6	1971	September	14	12	23.7N	97.8W	330	3	5	50	85	-9	Tropical Storm            
EDITH     	6	1971	September	14	18	23.9N	97.8W	0	1	1	50	85	992	Tropical Storm            
EDITH     	6	1971	September	15	0	24.2N	97.6W	30	3	5	50	85	989	Tropical Storm            
EDITH     	6	1971	September	15	6	24.7N	97.2W	35	6	11	50	85	-9	Tropical Storm            
EDITH     	6	1971	September	15	12	25.3N	96.8W	30	8	12	60	95	984	Tropical Storm            
EDITH     	6	1971	September	15	18	26.2N	96.2W	30	11	18	75	120	982	Hurricane - Category 1    
EDITH     	6	1971	September	16	0	27.3N	95.4W	35	14	24	80	130	979	Hurricane - Category 1    
EDITH     	6	1971	September	16	6	28.4N	94.6W	35	14	24	90	150	977	Hurricane - Category 1    
EDITH     	6	1971	September	16	12	29.5N	93.1W	50	19	31	100	160	978	Hurricane - Category 2    
EDITH     	6	1971	September	16	18	30.5N	91.6W	50	18	29	70	110	-9	Tropical Storm            
EDITH     	6	1971	September	17	0	31.8N	89.9W	50	21	35	45	75	-9	Tropical Storm            
EDITH     	6	1971	September	17	6	32.3N	89.0W	55	10	16	35	55	-9	Tropical Depression       
EDITH     	6	1971	September	17	12	32.9N	87.8W	60	12	20	30	45	-9	Tropical Depression       
EDITH     	6	1971	September	17	18	33.3N	87.0W	60	8	12	30	45	-9	Tropical Depression       
EDITH     	6	1971	September	18	0	33.7N	85.8W	70	11	18	30	45	-9	Tropical Depression       
EDITH     	6	1971	September	18	6	34.0N	84.7W	70	10	16	30	45	-9	Tropical Depression       
FERN      	7	1971	September	3	12	27.5N	87.5W	-9	-9	-9	30	45	-9	Tropical Depression       
FERN      	7	1971	September	3	18	27.7N	87.7W	320	2	3	30	45	-9	Tropical Depression       
FERN      	7	1971	September	4	0	28.0N	88.0W	320	4	7	30	45	-9	Tropical Depression       
FERN      	7	1971	September	4	6	28.2N	88.6W	290	5	9	30	45	-9	Tropical Depression       
FERN      	7	1971	September	4	12	28.6N	89.0W	320	5	9	30	45	-9	Tropical Depression       
FERN      	7	1971	September	4	18	29.0N	89.3W	325	4	7	30	45	-9	Tropical Depression       
FERN      	7	1971	September	5	0	29.5N	89.5W	340	5	9	30	45	-9	Tropical Depression       
FERN      	7	1971	September	5	6	30.1N	89.6W	350	6	11	30	45	-9	Tropical Depression       
FERN      	7	1971	September	5	12	30.7N	89.8W	345	6	11	30	45	-9	Tropical Depression       
FERN      	7	1971	September	5	18	30.6N	89.9W	220	1	1	30	45	-9	Tropical Depression       
FERN      	7	1971	September	6	0	30.3N	90.0W	195	3	5	30	45	-9	Tropical Depression       
FERN      	7	1971	September	6	6	29.9N	90.3W	215	4	7	30	45	-9	Tropical Depression       
FERN      	7	1971	September	6	12	29.5N	90.5W	205	4	7	30	45	-9	Tropical Depression       
FERN      	7	1971	September	6	18	29.0N	91.0W	220	6	11	30	45	-9	Tropical Depression       
FERN      	7	1971	September	7	0	28.6N	91.3W	215	4	7	30	45	-9	Tropical Depression       
FERN      	7	1971	September	7	6	28.1N	91.6W	210	5	9	30	45	-9	Tropical Depression       
FERN      	7	1971	September	7	12	27.7N	92.0W	220	5	9	35	55	-9	Tropical Depression       
FERN      	7	1971	September	7	18	27.3N	92.3W	215	4	7	35	55	-9	Tropical Depression       
FERN      	7	1971	September	8	0	26.9N	92.6W	215	4	7	45	75	1000	Tropical Storm            
FERN      	7	1971	September	8	6	26.6N	92.8W	210	3	5	50	85	1000	Tropical Storm            
FERN      	7	1971	September	8	12	26.4N	93.1W	235	3	5	60	95	1000	Tropical Storm            
FERN      	7	1971	September	8	18	26.3N	93.4W	250	2	3	65	100	995	Tropical Storm            
FERN      	7	1971	September	9	0	26.4N	93.7W	290	2	3	75	120	987	Hurricane - Category 1    
FERN      	7	1971	September	9	6	26.7N	94.0W	320	4	7	90	150	993	Hurricane - Category 1    
FERN      	7	1971	September	9	12	27.1N	94.3W	325	4	7	90	150	992	Hurricane - Category 1    
FERN      	7	1971	September	9	18	27.5N	94.5W	335	4	7	85	140	992	Hurricane - Category 1    
FERN      	7	1971	September	10	0	28.0N	94.8W	330	5	9	80	130	988	Hurricane - Category 1    
FERN      	7	1971	September	10	6	28.5N	95.3W	320	6	11	75	120	988	Hurricane - Category 1    
FERN      	7	1971	September	10	12	28.5N	96.0W	270	6	11	70	110	979	Tropical Storm            
FERN      	7	1971	September	10	18	28.3N	96.5W	245	4	7	70	110	979	Tropical Storm            
FERN      	7	1971	September	11	0	28.0N	96.9W	230	4	7	65	100	988	Tropical Storm            
FERN      	7	1971	September	11	6	27.7N	97.3W	230	4	7	65	100	983	Tropical Storm            
FERN      	7	1971	September	11	12	27.5N	97.6W	235	3	5	50	85	978	Tropical Storm            
FERN      	7	1971	September	11	18	27.3N	98.0W	240	4	7	45	75	-9	Tropical Storm            
FERN      	7	1971	September	12	0	27.1N	98.4W	240	4	7	40	65	-9	Tropical Storm            
FERN      	7	1971	September	12	6	27.1N	98.8W	270	3	5	40	65	-9	Tropical Storm            
FERN      	7	1971	September	12	12	27.0N	99.2W	255	3	5	40	65	-9	Tropical Storm            
FERN      	7	1971	September	12	18	26.9N	99.7W	255	4	7	35	55	-9	Tropical Depression       
FERN      	7	1971	September	13	0	26.9N	100.3W	270	5	9	30	45	-9	Tropical Depression       
GINGER    	8	1971	September	6	0	25.5N	71.5W	-9	-9	-9	30	45	-9	Tropical Depression       
GINGER    	8	1971	September	6	6	25.2N	71.2W	140	4	7	30	45	-9	Tropical Depression       
GINGER    	8	1971	September	6	12	25.0N	71.0W	140	2	3	30	45	-9	Tropical Depression       
GINGER    	8	1971	September	6	18	24.8N	70.8W	140	2	3	30	45	-9	Tropical Depression       
GINGER    	8	1971	September	7	0	24.6N	70.5W	125	3	5	30	45	-9	Tropical Depression       
GINGER    	8	1971	September	7	6	24.4N	70.3W	140	2	3	30	45	-9	Tropical Depression       
GINGER    	8	1971	September	7	12	24.3N	69.9W	105	3	5	30	45	-9	Tropical Depression       
GINGER    	8	1971	September	7	18	24.7N	69.3W	55	6	11	30	45	-9	Tropical Depression       
GINGER    	8	1971	September	8	0	25.2N	68.8W	40	6	11	30	45	-9	Tropical Depression       
GINGER    	8	1971	September	8	6	25.5N	68.5W	40	4	7	30	45	-9	Tropical Depression       
GINGER    	8	1971	September	8	12	25.9N	68.2W	35	4	7	30	45	-9	Tropical Depression       
GINGER    	8	1971	September	8	18	26.3N	68.0W	25	4	7	30	45	-9	Tropical Depression       
GINGER    	8	1971	September	9	0	26.6N	67.9W	15	3	5	30	45	-9	Tropical Depression       
GINGER    	8	1971	September	9	6	26.8N	67.7W	40	2	3	30	45	-9	Tropical Depression       
GINGER    	8	1971	September	9	12	27.0N	67.6W	25	2	3	30	45	1008	Tropical Depression       
GINGER    	8	1971	September	9	18	27.3N	67.4W	30	3	5	35	55	-9	Tropical Depression       
GINGER    	8	1971	September	10	0	27.6N	67.0W	50	4	7	35	55	-9	Tropical Depression       
GINGER    	8	1971	September	10	6	27.7N	66.6W	75	3	5	35	55	-9	Tropical Depression       
GINGER    	8	1971	September	10	12	27.7N	66.1W	90	4	7	45	75	1003	Tropical Storm            
GINGER    	8	1971	September	10	18	27.7N	65.5W	90	5	9	50	85	-9	Tropical Storm            
GINGER    	8	1971	September	11	0	27.7N	65.0W	90	4	7	60	95	-9	Tropical Storm            
GINGER    	8	1971	September	11	6	27.8N	64.2W	80	8	12	65	100	-9	Tropical Storm            
GINGER    	8	1971	September	11	12	27.9N	63.3W	85	9	14	75	120	991	Hurricane - Category 1    
GINGER    	8	1971	September	11	18	28.3N	62.4W	65	9	14	75	120	-9	Hurricane - Category 1    
GINGER    	8	1971	September	12	0	28.9N	61.6W	50	10	16	80	130	-9	Hurricane - Category 1    
GINGER    	8	1971	September	12	6	29.6N	60.7W	50	11	18	85	140	-9	Hurricane - Category 1    
GINGER    	8	1971	September	12	12	30.3N	59.9W	45	10	16	85	140	985	Hurricane - Category 1    
GINGER    	8	1971	September	12	18	31.1N	59.0W	45	12	20	90	150	-9	Hurricane - Category 1    
GINGER    	8	1971	September	13	0	31.7N	58.2W	50	10	16	90	150	-9	Hurricane - Category 1    
GINGER    	8	1971	September	13	6	32.3N	57.2W	55	11	18	100	160	-9	Hurricane - Category 2    
GINGER    	8	1971	September	13	12	32.7N	56.1W	65	11	18	100	160	-9	Hurricane - Category 2    
GINGER    	8	1971	September	13	18	33.0N	54.9W	75	11	18	105	165	959	Hurricane - Category 2    
GINGER    	8	1971	September	14	0	33.3N	53.3W	75	14	24	110	175	-9	Hurricane - Category 2    
GINGER    	8	1971	September	14	6	33.6N	52.7W	60	5	9	105	165	-9	Hurricane - Category 2    
GINGER    	8	1971	September	14	12	33.7N	50.1W	85	24	38	100	160	-9	Hurricane - Category 2    
GINGER    	8	1971	September	14	18	33.3N	48.3W	105	17	27	90	150	964	Hurricane - Category 1    
GINGER    	8	1971	September	15	0	33.0N	48.4W	195	3	5	85	140	-9	Hurricane - Category 1    
GINGER    	8	1971	September	15	6	32.9N	48.7W	250	2	3	85	140	-9	Hurricane - Category 1    
GINGER    	8	1971	September	15	12	32.8N	49.1W	255	3	5	80	130	981	Hurricane - Category 1    
GINGER    	8	1971	September	15	18	32.7N	49.4W	250	2	3	80	130	-9	Hurricane - Category 1    
GINGER    	8	1971	September	16	0	32.7N	49.6W	270	1	1	80	130	-9	Hurricane - Category 1    
GINGER    	8	1971	September	16	6	32.7N	49.8W	270	1	1	80	130	-9	Hurricane - Category 1    
GINGER    	8	1971	September	16	12	32.7N	50.1W	270	2	3	75	120	987	Hurricane - Category 1    
GINGER    	8	1971	September	16	18	32.7N	50.5W	270	3	5	75	120	-9	Hurricane - Category 1    
GINGER    	8	1971	September	17	0	32.7N	51.0W	270	4	7	75	120	987	Hurricane - Category 1    
GINGER    	8	1971	September	17	6	32.7N	51.5W	270	4	7	75	120	-9	Hurricane - Category 1    
GINGER    	8	1971	September	17	12	32.7N	51.9W	270	3	5	75	120	992	Hurricane - Category 1    
GINGER    	8	1971	September	17	18	32.6N	52.2W	250	2	3	75	120	-9	Hurricane - Category 1    
GINGER    	8	1971	September	18	0	32.5N	52.4W	240	1	1	75	120	-9	Hurricane - Category 1    
GINGER    	8	1971	September	18	6	32.3N	52.6W	220	2	3	75	120	-9	Hurricane - Category 1    
GINGER    	8	1971	September	18	12	32.1N	52.8W	220	2	3	75	120	-9	Hurricane - Category 1    
GINGER    	8	1971	September	18	18	31.8N	52.8W	180	2	3	75	120	-9	Hurricane - Category 1    
GINGER    	8	1971	September	19	0	31.4N	52.6W	155	4	7	75	120	-9	Hurricane - Category 1    
GINGER    	8	1971	September	19	6	31.0N	52.2W	140	5	9	75	120	-9	Hurricane - Category 1    
GINGER    	8	1971	September	19	12	31.0N	51.7W	90	4	7	75	120	987	Hurricane - Category 1    
GINGER    	8	1971	September	19	18	31.2N	51.6W	25	2	3	75	120	-9	Hurricane - Category 1    
GINGER    	8	1971	September	20	0	31.4N	51.7W	335	2	3	75	120	-9	Hurricane - Category 1    
GINGER    	8	1971	September	20	6	31.6N	51.8W	335	2	3	75	120	-9	Hurricane - Category 1    
GINGER    	8	1971	September	20	12	31.7N	52.0W	300	1	1	75	120	-9	Hurricane - Category 1    
GINGER    	8	1971	September	20	18	31.8N	52.4W	285	3	5	75	120	-9	Hurricane - Category 1    
GINGER    	8	1971	September	21	0	31.7N	53.0W	260	5	9	75	120	-9	Hurricane - Category 1    
GINGER    	8	1971	September	21	6	31.6N	53.5W	255	4	7	75	120	-9	Hurricane - Category 1    
GINGER    	8	1971	September	21	12	31.5N	54.2W	260	6	11	75	120	993	Hurricane - Category 1    
GINGER    	8	1971	September	21	18	31.4N	55.2W	265	9	14	75	120	-9	Hurricane - Category 1    
GINGER    	8	1971	September	22	0	31.3N	56.5W	265	12	20	75	120	994	Hurricane - Category 1    
GINGER    	8	1971	September	22	6	31.3N	57.8W	270	12	20	75	120	995	Hurricane - Category 1    
GINGER    	8	1971	September	22	12	31.2N	59.2W	265	13	22	75	120	995	Hurricane - Category 1    
GINGER    	8	1971	September	22	18	31.1N	60.3W	265	10	16	90	150	994	Hurricane - Category 1    
GINGER    	8	1971	September	23	0	31.0N	61.5W	265	11	18	90	150	993	Hurricane - Category 1    
GINGER    	8	1971	September	23	6	30.9N	62.8W	265	12	20	90	150	993	Hurricane - Category 1    
GINGER    	8	1971	September	23	12	30.8N	64.0W	265	11	18	85	140	994	Hurricane - Category 1    
GINGER    	8	1971	September	23	18	30.5N	65.1W	250	10	16	85	140	992	Hurricane - Category 1    
GINGER    	8	1971	September	24	0	30.1N	66.2W	245	11	18	85	140	988	Hurricane - Category 1    
GINGER    	8	1971	September	24	6	30.0N	67.1W	265	8	12	85	140	986	Hurricane - Category 1    
GINGER    	8	1971	September	24	12	30.0N	67.5W	270	3	5	80	130	993	Hurricane - Category 1    
GINGER    	8	1971	September	24	18	29.9N	67.8W	250	2	3	80	130	988	Hurricane - Category 1    
GINGER    	8	1971	September	25	0	29.8N	68.2W	255	3	5	80	130	980	Hurricane - Category 1    
GINGER    	8	1971	September	25	6	29.6N	68.4W	220	2	3	80	130	981	Hurricane - Category 1    
GINGER    	8	1971	September	25	12	29.4N	68.5W	205	2	3	85	140	984	Hurricane - Category 1    
GINGER    	8	1971	September	25	18	29.2N	68.6W	205	2	3	85	140	980	Hurricane - Category 1    
GINGER    	8	1971	September	26	0	28.8N	68.8W	205	4	7	85	140	976	Hurricane - Category 1    
GINGER    	8	1971	September	26	6	28.4N	69.0W	205	4	7	80	130	976	Hurricane - Category 1    
GINGER    	8	1971	September	26	12	28.2N	69.3W	235	3	5	75	120	982	Hurricane - Category 1    
GINGER    	8	1971	September	26	18	28.0N	69.7W	240	4	7	80	130	983	Hurricane - Category 1    
GINGER    	8	1971	September	27	0	27.9N	70.2W	255	4	7	80	130	980	Hurricane - Category 1    
GINGER    	8	1971	September	27	6	28.0N	70.4W	300	2	3	85	140	978	Hurricane - Category 1    
GINGER    	8	1971	September	27	12	28.2N	70.6W	320	2	3	90	150	975	Hurricane - Category 1    
GINGER    	8	1971	September	27	18	28.4N	70.9W	305	3	5	90	150	969	Hurricane - Category 1    
GINGER    	8	1971	September	28	0	28.7N	71.0W	345	3	5	90	150	969	Hurricane - Category 1    
GINGER    	8	1971	September	28	6	29.1N	71.1W	350	4	7	90	150	976	Hurricane - Category 1    
GINGER    	8	1971	September	28	12	29.5N	71.3W	335	4	7	90	150	981	Hurricane - Category 1    
GINGER    	8	1971	September	28	18	30.0N	71.7W	325	6	11	100	160	980	Hurricane - Category 2    
GINGER    	8	1971	September	29	0	30.5N	72.2W	320	6	11	100	160	985	Hurricane - Category 2    
GINGER    	8	1971	September	29	6	31.0N	72.8W	315	8	12	105	165	982	Hurricane - Category 2    
GINGER    	8	1971	September	29	12	31.6N	73.5W	315	9	14	105	165	983	Hurricane - Category 2    
GINGER    	8	1971	September	29	18	32.3N	74.4W	315	11	18	105	165	985	Hurricane - Category 2    
GINGER    	8	1971	September	30	0	32.9N	75.0W	320	8	12	100	160	988	Hurricane - Category 2    
GINGER    	8	1971	September	30	6	33.5N	75.5W	325	8	12	90	150	985	Hurricane - Category 1    
GINGER    	8	1971	September	30	12	34.0N	76.0W	320	6	11	85	140	985	Hurricane - Category 1    
GINGER    	8	1971	September	30	18	34.5N	76.5W	320	6	11	75	120	984	Hurricane - Category 1    
GINGER    	8	1971	October	1	0	34.7N	77.0W	295	4	7	70	110	991	Tropical Storm            
GINGER    	8	1971	October	1	6	34.8N	77.5W	285	4	7	65	100	997	Tropical Storm            
GINGER    	8	1971	October	1	12	34.9N	78.0W	285	4	7	50	85	1000	Tropical Storm            
GINGER    	8	1971	October	1	18	35.2N	78.2W	330	3	5	35	55	1004	Tropical Depression       
GINGER    	8	1971	October	2	0	35.6N	78.3W	350	4	7	35	55	-9	Tropical Depression       
GINGER    	8	1971	October	2	6	36.2N	78.2W	10	6	11	35	55	-9	Tropical Depression       
GINGER    	8	1971	October	2	12	36.8N	78.1W	10	6	11	35	55	-9	Tropical Depression       
GINGER    	8	1971	October	2	18	37.2N	77.7W	40	5	9	35	55	-9	Tropical Depression       
GINGER    	8	1971	October	3	0	37.3N	76.8W	80	8	12	35	55	-9	Tropical Depression       
GINGER    	8	1971	October	3	6	37.2N	75.9W	100	8	12	35	55	1008	Extratropical Storm       
GINGER    	8	1971	October	3	12	37.0N	75.0W	105	8	12	35	55	-9	Extratropical Storm       
GINGER    	8	1971	October	3	18	36.7N	74.1W	115	8	12	35	55	-9	Extratropical Storm       
GINGER    	8	1971	October	4	0	36.4N	73.3W	115	8	12	35	55	-9	Extratropical Storm       
GINGER    	8	1971	October	4	6	36.1N	72.7W	120	5	9	35	55	-9	Extratropical Storm       
GINGER    	8	1971	October	4	12	35.9N	72.0W	110	6	11	30	45	-9	Extratropical Storm       
GINGER    	8	1971	October	4	18	35.8N	71.3W	100	5	9	30	45	-9	Extratropical Storm       
GINGER    	8	1971	October	5	0	35.7N	70.6W	100	5	9	30	45	-9	Extratropical Storm       
GINGER    	8	1971	October	5	6	35.7N	69.9W	90	5	9	30	45	-9	Extratropical Storm       
HEIDI     	9	1971	September	11	0	27.1N	72.0W	-9	-9	-9	35	55	-9	Tropical Depression       
HEIDI     	9	1971	September	11	6	27.2N	72.3W	290	2	3	35	55	-9	Tropical Depression       
HEIDI     	9	1971	September	11	12	27.5N	72.8W	305	5	9	35	55	-9	Tropical Depression       
HEIDI     	9	1971	September	11	18	27.9N	73.3W	310	5	9	35	55	-9	Tropical Depression       
HEIDI     	9	1971	September	12	0	28.6N	73.8W	330	9	14	35	55	1006	Tropical Depression       
HEIDI     	9	1971	September	12	6	29.2N	74.0W	345	6	11	45	75	-9	Tropical Storm            
HEIDI     	9	1971	September	12	12	30.0N	73.9W	5	9	14	50	85	1001	Tropical Storm            
HEIDI     	9	1971	September	12	18	30.8N	73.5W	25	9	14	50	85	998	Tropical Storm            
HEIDI     	9	1971	September	13	0	31.7N	72.8W	35	11	18	50	85	-9	Tropical Storm            
HEIDI     	9	1971	September	13	6	32.7N	72.0W	35	13	22	50	85	-9	Tropical Storm            
HEIDI     	9	1971	September	13	12	33.8N	71.3W	30	13	22	50	85	998	Tropical Storm            
HEIDI     	9	1971	September	13	18	35.3N	70.3W	30	19	31	60	95	996	Tropical Storm            
HEIDI     	9	1971	September	14	0	37.1N	69.9W	10	20	33	65	100	-9	Tropical Storm            
HEIDI     	9	1971	September	14	6	39.4N	69.3W	10	26	42	60	95	-9	Tropical Storm            
HEIDI     	9	1971	September	14	12	41.6N	68.8W	10	25	40	60	95	-9	Tropical Storm            
HEIDI     	9	1971	September	14	18	43.7N	68.7W	0	24	38	45	75	998	Tropical Storm            
HEIDI     	9	1971	September	15	0	45.5N	69.0W	355	20	33	30	45	1002	Tropical Depression       
IRENE     	10	1971	September	11	18	11.0N	48.5W	-9	-9	-9	30	45	1009	Tropical Depression       
IRENE     	10	1971	September	12	0	11.3N	50.3W	280	19	31	30	45	-9	Tropical Depression       
IRENE     	10	1971	September	12	6	11.8N	52.2W	285	21	35	30	45	-9	Tropical Depression       
IRENE     	10	1971	September	12	12	12.1N	53.8W	280	17	27	30	45	1009	Tropical Depression       
IRENE     	10	1971	September	12	18	12.5N	55.0W	290	13	22	30	45	-9	Tropical Depression       
IRENE     	10	1971	September	13	0	12.5N	56.5W	270	16	25	30	45	-9	Tropical Depression       
IRENE     	10	1971	September	13	6	12.5N	57.8W	270	13	22	30	45	-9	Tropical Depression       
IRENE     	10	1971	September	13	12	12.5N	59.0W	270	12	20	30	45	-9	Tropical Depression       
IRENE     	10	1971	September	13	18	12.3N	59.8W	255	9	14	30	45	-9	Tropical Depression       
IRENE     	10	1971	September	14	0	12.2N	60.3W	260	4	7	30	45	-9	Tropical Depression       
IRENE     	10	1971	September	14	6	12.1N	60.8W	260	4	7	30	45	-9	Tropical Depression       
IRENE     	10	1971	September	14	12	12.0N	61.4W	260	5	9	30	45	1007	Tropical Depression       
IRENE     	10	1971	September	14	18	11.9N	62.1W	260	6	11	30	45	-9	Tropical Depression       
IRENE     	10	1971	September	15	0	11.7N	63.0W	255	10	16	35	55	-9	Tropical Depression       
IRENE     	10	1971	September	15	6	11.5N	64.0W	260	10	16	35	55	-9	Tropical Depression       
IRENE     	10	1971	September	15	12	11.4N	65.0W	265	10	16	35	55	-9	Tropical Depression       
IRENE     	10	1971	September	15	18	11.5N	66.2W	275	12	20	35	55	-9	Tropical Depression       
IRENE     	10	1971	September	16	0	11.9N	67.5W	285	14	24	35	55	-9	Tropical Depression       
IRENE     	10	1971	September	16	6	12.2N	69.0W	280	16	25	35	55	-9	Tropical Depression       
IRENE     	10	1971	September	16	12	12.5N	70.5W	280	16	25	35	55	-9	Tropical Depression       
IRENE     	10	1971	September	16	18	12.6N	71.7W	275	12	20	35	55	-9	Tropical Depression       
IRENE     	10	1971	September	17	0	12.5N	73.0W	265	13	22	40	65	-9	Tropical Storm            
IRENE     	10	1971	September	17	6	12.4N	74.5W	265	16	25	40	65	-9	Tropical Storm            
IRENE     	10	1971	September	17	12	12.3N	76.0W	265	16	25	45	75	1005	Tropical Storm            
IRENE     	10	1971	September	17	18	12.1N	77.5W	260	16	25	50	85	-9	Tropical Storm            
IRENE     	10	1971	September	18	0	12.0N	79.0W	265	16	25	60	95	-9	Tropical Storm            
IRENE     	10	1971	September	18	6	11.7N	80.5W	260	16	25	65	100	1002	Tropical Storm            
IRENE     	10	1971	September	18	12	11.5N	81.5W	260	10	16	70	110	-9	Tropical Storm            
IRENE     	10	1971	September	18	18	11.4N	82.3W	265	8	12	80	130	993	Hurricane - Category 1    
IRENE     	10	1971	September	19	0	11.3N	82.9W	260	5	9	75	120	989	Hurricane - Category 1    
IRENE     	10	1971	September	19	6	11.4N	83.5W	280	5	9	75	120	-9	Hurricane - Category 1    
IRENE     	10	1971	September	19	12	11.5N	84.3W	275	8	12	70	110	-9	Tropical Storm            
IRENE     	10	1971	September	19	18	11.7N	85.0W	285	8	12	60	95	-9	Tropical Storm            
IRENE     	10	1971	September	20	0	11.9N	85.8W	285	9	14	35	55	-9	Tropical Depression       
IRENE     	10	1971	September	20	6	12.2N	86.5W	295	8	12	35	55	-9	Tropical Depression       
IRENE     	10	1971	September	20	12	12.3N	87.2W	280	6	11	40	65	-9	Tropical Storm            
IRENE     	10	1971	September	20	18	12.5N	87.9W	285	8	12	40	65	-9	Tropical Storm            
JANICE    	11	1971	September	21	6	11.5N	38.8W	-9	-9	-9	30	45	-9	Tropical Depression       
JANICE    	11	1971	September	21	12	11.6N	40.9W	275	23	37	30	45	-9	Tropical Depression       
JANICE    	11	1971	September	21	18	11.7N	42.7W	275	19	31	35	55	-9	Tropical Depression       
JANICE    	11	1971	September	22	0	11.8N	44.3W	275	17	27	35	55	-9	Tropical Depression       
JANICE    	11	1971	September	22	6	12.0N	45.8W	280	16	25	45	75	-9	Tropical Storm            
JANICE    	11	1971	September	22	12	12.4N	47.2W	285	16	25	45	75	1009	Tropical Storm            
JANICE    	11	1971	September	22	18	13.1N	48.5W	300	16	25	65	100	1005	Tropical Storm            
JANICE    	11	1971	September	23	0	13.7N	49.9W	295	16	25	65	100	-9	Tropical Storm            
JANICE    	11	1971	September	23	6	14.4N	51.2W	300	16	25	60	95	-9	Tropical Storm            
