 
"Organization Name - Effective 27-JUN-05","Grant Number","NIH Reference","PI Name","Project Title","NIH Dept Combining Name","NIH MC Combining Name","Award","City","State or Country Name","Zip Code","Attributed to Medical School","Medical School - Grant is Attributed To","Medical School Location","  "
"UNIVERSITY OF ARIZONA","5P42ES004940-15","6732777","Gandolfi, A J","HAZARDOUS WASTE RISK AND REMEDIATION IN THE SOUTHWEST","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 2,468,894","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5P50AT000474-05","6803985","Timmermann, Barbara N","ARIZONA CENTER FOR PHYTOMEDICINE RESEARCH (ACPRX)","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 1,200,000","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5P50CA095060-03","6730000","Gerner, Eugene W","SPORE in Gastrointestinal Cancer","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 2,356,575","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5P50HL067672-04","6803918","Martinez, Fernando D","SCOR IN CELLULAR AND MOLECULAR MECHANISMS OF ASTHMA","PEDIATRICS","SCHOOLS OF MEDICINE","$ 1,315,670","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5P60MD000155-02","6702233","Swanson, G Marie","EXPORT","PUBLIC HEALTH & PREV MEDICINE","SCHOOLS OF PUBLIC HEALTH","$ 1,200,000","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01AA012436-05","6752953","Mccuskey, Robert S","ALCOHOL, ACETAMINOPHEN, AND LIVER SINUSOID DYSFUNCTION","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 303,000","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01AA012916-04","6738175","Jaeschke, Hartmut W","NEUTROPHIL-INDUCED LIVER INJURY TOXICITY","MISCELLANEOUS","SCHOOLS OF MEDICINE","$ 239,150","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01AG003376-22","6704207","Barnes, Carol A","Neurobehavioral Relations in Senescent Hippocampus","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 636,387","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01AG009214-12","6725341","Rance, Naomi E","Reproductive Aging and the Human Hypothalamus","PATHOLOGY","SCHOOLS OF MEDICINE","$ 251,869","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01AG009219-14","6759337","Barnes, Carol A","TRANSCRIPTION FACTOR GENES,NEURONAL PLASTICITY AND AGING","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 631,240","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01AG010546-10","6785326","Wenk, Gary L","Aging Vulnerability to Inflammatory Processes","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 359,813","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01AG019710-04","6796146","Vaillancourt, Richard R","Regulation of MEKK3 by Oxidative Stress","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 227,250","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01AG021948-02","6744036","Hoyer, Patricia B","Ovary Intact Murine Model for Menopause","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 306,341","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01AI031951-13","6707557","Wells, Michael A","REGULATION OF DIGESTION IN BLOOD-SUCKING INSECTS","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 262,550","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01AI042268-07","6694791","Wright, Anne L","Immunologic Pathways to Childhood Asthma","PEDIATRICS","SCHOOLS OF MEDICINE","$ 569,463","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01AI046541-04","6702201","Wells, Michael A","REGULATION OF ENERGY METABOLISM IN MOSQUITOES","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 300,425","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01AI047818-05","6747298","Moore, Bradley S","ENGINEERING DIVERSITY WITH ENTEROCIN BIOSYNTHESIS GENE","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 189,375","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01AI052443-03","6742498","Moore, Bradley S","Type III Polyketide Synthases: Structure and Mechanism","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 344,949","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01AI052463-02","6805051","Deluca, Dominick ","Nicotine Regulation of T Cell Development","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 410,709","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01AR047595-02","6755197","Yocum, David E","Mutidimensional Intervention in Early Osteoarthritis","NONE","OVERALL MEDICAL","$ 642,326","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01AR049411-02","6792210","Chen, Zhao ","Longitudinal Changes in Hip Geometry and Skeletal Muscle","","","$ 440,061","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01CA040584-19","6693856","Bowden, George T","ONCOGENE ACTIVATION DURING SKIN TUMOR PROGRESSION","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 320,423","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01CA049751-15","6708835","Hurley, Laurence H","Topoisomerase II Site-Directed Alkylation of DNA","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 337,088","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01CA065662-09","6735635","Futscher, Bernard W","Genomic Methylation--Mechanism to Alter Tumor Phenotypes","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 251,490","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01CA070145-09","6732133","Nelson, Mark A","ROLE OF THE P34CDC2 RELATED PITSLRE PROTEIN KINASES","PATHOLOGY","SCHOOLS OF MEDICINE","$ 280,157","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01CA071768-09","6765195","Briehl, Margaret M","Redox Control of Apoptosis Signaling","PATHOLOGY","SCHOOLS OF MEDICINE","$ 204,525","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01CA075152-07","6706240","Cress, Anne E","RADIATION SIGNALING THROUGH THE ALPHA6 BETA 4 INTEGRIN","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 251,490","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01CA077204-05","6704171","Powis, Garth ","Thioredoxin Inhibition of Apoptosis and Cancer Treatment","NONE","SCHOOLS OF MEDICINE","$ 284,820","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01CA077575-06","6767551","Gillies, Robert J","Causes and Consequences of Acid pH in Tumors","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 404,786","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01CA077789-06","6918368","Ahmann, Frederick R","PHASE III TRIAL OF SELENIUM FOR PROSTATE CANCER PREVENT","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 750,000","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01CA085306-03","6729846","Ebbinghaus, Scot W","Site Specific Alkylation of the HER2/neu Promoter","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 319,212","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01CA088285-04","6748421","Galons, Jeanphilippe ","Mechanisms of Diffusion MRI with Chemotherapy","RADIATION-DIAGNOSTIC/ONCOLOGY","SCHOOLS OF MEDICINE","$ 220,054","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01CA088310-05","6721421","Hurley, Laurence H","NOVEL APPROACHES TO ANTITUMOR DRUG DESIGN","OTHER HEALTH PROFESSIONS","SCHOOLS OF MEDICINE","$ 492,109","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01CA090265-03","6724773","Gunatilaka, Leslie ","Anticancer Agents from Endophytic Fungi of Desert Plants","MISCELLANEOUS","EARTH SCIENCES/RESOURCES","$ 242,169","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01CA090776-02","6773266","Martinez, Jesse D","Genetic analysis of p53 activation","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 234,404","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01CA093650-02","6763061","Gatenby, Robert A","Interdisciplinary Study of Acid-Meditated Tumor Invasion","RADIATION-DIAGNOSTIC/ONCOLOGY","SCHOOLS OF MEDICINE","$ 286,669","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01CA093957-03","6801144","Muramoto, Myra L","Community Based Training Models for Tobacco Cessations","FAMILY MEDICINE","SCHOOLS OF MEDICINE","$ 1,197,500","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01CA094111-03","6706204","Akporiaye, Emmanuel T","Effect of Tumor Derived TGF B on Dendritic Cell Vaccines","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 244,673","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01CA094166-03","6752373","Hurley, Laurence H","G-Quadruplexes as Targets for Drug Design","OTHER HEALTH PROFESSIONS","SCHOOLS OF MEDICINE","$ 334,337","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01CA094852-03","6736914","Lake, Douglas F","Custon Designing Peptides for Cancer Immunotherapy","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 251,869","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01CA095031-03","6752372","Vonhoff, Daniel D","Aurora Kinase as a Therapeutic Target in Cancer","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 303,379","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01CA096812-03","6764253","Meuillet, Emmanuelle Joelle","Regulation of PTEN Activity in Cancer Cells","NUTRITION","EARTH SCIENCES/RESOURCES","$ 299,712","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01CA097360-02","6736364","Gillies, Robert J","Multimeric Ligands for Targeting of Melanoma","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 547,489","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01CA097383-03","6768689","Nelson, Mark A","Mechanistic  Effects of Organic Selenium Against Colon C","PATHOLOGY","SCHOOLS OF MEDICINE","$ 266,462","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01CA098341-02","6775513","Utzinger, Urs ","Optical Spectroscopy of Ovarian Cancer","BIOMEDICAL ENGINEERING","ORGANIZED RESEARCH UNITS","$ 300,368","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01CA098671-02","6706327","Elkareh, Ardith W","Models for cellular pharmacodynamics of anticancer drugs","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 71,963","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01CA098920-02","6760915","Powis, Garth ","HIF and Anticancer Drug Action","NONE","OVERALL MEDICAL","$ 337,088","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01DA011823-07","6700846","Porreca, Frank ","Opioid and Non-Opioid Actions of Dynorphin in Pain","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 399,122","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01DA013449-05","6753587","Hruby, Victor J","NOVEL NON-PEPTIDE OPIOID LIGANDS FOR PAIN","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 457,760","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01DA015205-03","6751703","Vanderah, Todd W","RVM CCK, Pain, and Opioid Tolerance","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 265,125","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01DA015495-02","6736300","Ramaswami, Mani ","Fos, Jun & synaptic plasticity","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 340,875","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01DA015866-02","6785455","Malan, Thomas Philip","Non-Addicting Cannabinoid Medications","ANESTHESIOLOGY","SCHOOLS OF MEDICINE","$ 462,230","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01DA017539-02","6806070","Shoham, Varda ","Mediators and Moderators of BSFT for Adolescent Drug Use","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 503,127","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01DC002751-10","6760943","Hildebrand, John G","GLOMERULI AS FUNCTIONAL UNITS FOR OLFACTORY CODING","NEUROSCIENCES","ORGANIZED RESEARCH UNITS","$ 327,240","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01DC004292-05","6711059","Nighorn, Alan J","REGULATION OF CGMP IN THE MANDUCA SEXTA OLFACTORY SYSTEM","NEUROSCIENCES","ORGANIZED RESEARCH UNITS","$ 250,175","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01DC004598-19","6693042","Tolbert, Leslie P","INTERCELLULAR INTERACTIONS IN DEVELOPING GLOMERULI","OTHER BASIC SCIENCES","ORGANIZED RESEARCH UNITS","$ 295,440","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01DC004726-03","6730660","Plante, Elena M","RECEPTIVE SKILLS IN DEVELOPMENTAL LANGUAGE DISORDER","OTHER HEALTH PROFESSIONS","SCHOOLS OF ARTS AND SCIENCES","$ 265,125","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01DC004789-05","6796427","Story, Brad H","EIGENMODES IN SPEECH DYNAMICS","OTHER HEALTH PROFESSIONS","SCHOOLS OF ARTS AND SCIENCES","$ 244,318","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01DC005422-03","6786739","Barkmeier, Julie M","Connective Tissues as a Factor in Vocal Fold Paralysis","OTHER HEALTH PROFESSIONS","SCHOOLS OF ARTS AND SCIENCES","$ 189,375","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01DC005652-02","6712877","Christensen, Thomas A","AMINERGIC MODULATION UNDERLYING OLFACTORY PLASTICITY","NEUROSCIENCES","ORGANIZED RESEARCH UNITS","$ 289,610","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01DK031038-22","6705018","Walker, Frances A","Models of the Cytochromes","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 265,125","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01DK033209-22","6712766","Ghishan, Fayez K","Development of Intestinal Transport of CA++ and PI","PEDIATRICS","SCHOOLS OF MEDICINE","$ 356,025","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01DK033351-21","6752748","Haussler, Mark R","VITAMIN D HORMONE MECHANISM OF ACTION IN CULTURED CELLS","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 341,028","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01DK041274-17","6796202","Ghishan, Fayez K","Development of Intestinal Ion Transport","PEDIATRICS","SCHOOLS OF MEDICINE","$ 351,765","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01DK043329-12","6727491","Wilson, Jean M","Characterization of Endosomes in Development Intestine","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 215,888","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01DK056224-04","6699320","Wright, Stephen H","RENAL TRANSPORT OF ORGANIC CHELATORS OF HEAVY METALS","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 227,250","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01DK059491-04","6767766","Monks, Terrence J","PATHWAYS TO ROS INDUCED CELL DEATH","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 314,672","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01DK062097-02","6796222","Groves, Carlotta E","Regulation of Renal Xenobiotic Transport by Estrogens","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 212,205","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01DK063142-02","6697069","Bai, Liqun ","Regulation of Digestive Vesicular Glutamate Transporter","PEDIATRICS","SCHOOLS OF MEDICINE","$ 249,975","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01DK063930-33","6693297","Haussler, Mark R","NOVEL FUNCTIONS OF THE VITAMIN D RECEPTOR AND DISEASE","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 378,750","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01EB000343-04","6732664","Trouard, Theodore P","Non invasive Monitoring of NPC C Progression and Therapy","BIOMEDICAL ENGINEERING","ORGANIZED RESEARCH UNITS","$ 240,907","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01EB000660-03","6772427","Szivek, John A","Sensate Scaffolds for Orthopaedic Tissue Repair","ORTHOPEDICS","SCHOOLS OF MEDICINE","$ 294,812","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01EB001032-03","6789889","Barton, Jennifer K","Parallel OCT System for Endoscopic Imaging","BIOMEDICAL ENGINEERING","ORGANIZED RESEARCH UNITS","$ 296,891","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01ES009692-06","6752004","Monks, Terrence J","BENZENE METABOLITES AND HEMATOTOXICITY","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 338,051","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01ES010826-04","6785892","Chen, Qin M","MOLECULAR MECHANISMS OF OXIDANT TOXICITY","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 303,000","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01ES012007-03","6771810","Vaillancourt, Richard R","Modulation of Prostaglandins by Arsenic","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 303,000","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01EY011291-08","6745539","Regan, John W","FP Prostanoid Receptors and the Eye","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 373,600","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01EY012797-04","6769550","Stamer, W Daniel","Molecular Basis of Myocilin Function in the Human Eye","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 303,000","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01EY013847-03","6792189","Marmorstein, Lihua Y","EFEMPI and Drusen Formation in the Retina","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 376,250","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01GM024178-25","6706372","Little, John W","BEHAVIOR OF THE PHAGE LAMBDA GENE REGULATORY CIRCUITRY","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 249,975","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01GM025243-26","6738189","Ward, Samuel ","Genetic Specification of Cell Morphology","ANATOMY/CELL BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 265,125","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01GM042474-15","6756394","Brower, Danny L","Structure/Function Studies of the PS Integrins","ANATOMY/CELL BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 305,269","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01GM050008-11","6768618","Wells, Michael A","Lipid and Lipoprotein Metabolism in Insects","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 361,081","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01GM053566-09","6689588","Hammer, Michael F","Y CHROMOSOME EVOLUTION AND MODERN HUMAN ORIGINS","GENETICS","GRADUATE SCHOOLS","$ 315,381","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01GM056120-06","6802699","Ochman, Howard ","Genome Erosion in Infectious Microorganisms","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 291,128","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01GM058918-05","6707492","Dunkov, Boris C","INSECT HEME OXYGENASE","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 189,375","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01GM059630-04","6700271","Tollin, Gordon ","LIPID-MEDIATED MEMBRANE PROTEIN INSERTION AND FOLDING","BIOCHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 189,375","TUCSON","ARIZONA","85722-3308","","","","  "
"UNIVERSITY OF ARIZONA","5R01GM059986-05","6767585","Yool, Andrea J","Structural basis of ion channel function in Aquaporin-1","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 287,850","TUCSON","ARIZONA","85722-3308","Y","UNIVERSITY OF ARIZONA COL OF MEDICINE","TUCSON, ARIZONA 85722-3308","  "
"UNIVERSITY OF ARIZONA","5R01GM065235-03","6727494","Fares, Hanna F","Analysis of endocytosis in Caenorhabditis elegans","ANATOMY/CELL BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 203,386","TUCSON","ARIZONA","85722-3308","","","","  "
