-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
GALB        49718.000    1995     1     1     0
GALB        52274.750    2001    12    31    18
GALB       475545.708 -4925638.937  4010732.975
51661.75     0.329341    -0.007080     1.547258
51662.00     0.465466     0.083358     2.463388
51662.25     0.479435    -0.080540     2.425839
51662.50     0.500953    -0.098445     2.480037
51662.75     0.455872    -0.094054     2.369002
51663.00     0.425083     0.066084     2.569776
51663.25     0.429469    -0.024083     1.483328
51663.50     0.498530    -0.071931     0.544471
51663.75     0.503525    -0.114660    -0.479248
51664.00     0.519932    -0.038812    -0.322815
51664.25     0.469039    -0.154414    -1.630697
51664.50     0.426291    -0.100262    -2.537647
51664.75     0.312380    -0.043869    -2.534168
51665.00     0.212704     0.141291    -0.895798
51665.25     0.037255     0.132840    -0.176711
51665.50    -0.065199     0.170678     0.101383
51665.75    -0.081204     0.070422     1.211501
51666.00     0.070975     0.091289     2.399172
51666.25     0.148729    -0.028481     1.128248
51666.50     0.266901     0.073278     0.163897
51666.75     0.267568     0.175806    -1.061990
51667.00     0.255571     0.363693    -0.640219
51667.25     0.195495     0.368857    -1.201342
51667.50     0.172993     0.457451    -1.223292
51667.75     0.076862     0.455515    -1.414358
51668.00    -0.004103     0.521240    -0.339190
51668.25    -0.152853     0.457617    -0.834747
51668.50    -0.190159     0.419027    -0.840093
51668.75    -0.228835     0.406372    -1.193208
51669.00    -0.188042     0.454239    -0.318497
51669.25    -0.184196     0.328963    -1.156322
51669.50    -0.169819     0.352019    -1.593155
51669.75    -0.163592     0.367317    -1.549052
51670.00    -0.114142     0.431653    -0.291958
51670.25    -0.101943     0.366377    -0.730359
51670.50    -0.073328     0.382198    -0.903729
51670.75    -0.106271     0.369861    -0.785570
51671.00    -0.110274     0.405421     0.806936
51671.25    -0.154111     0.245748     0.686981
51671.50    -0.186331     0.295194     0.914251
51671.75    -0.170323     0.300877     1.618279
51672.00    -0.050114     0.344852     2.837633
51672.25    -0.065499     0.384325     2.853379
51672.50    -0.106462     0.468096     3.034640
51672.75    -0.157123     0.439600     3.513915
51673.00    -0.080645     0.412692     4.882961
51673.25    -0.074503     0.249991     4.870281
51673.50    -0.100143     0.290989     4.492498
51673.75    -0.069012     0.277135     4.572807
51674.00    -0.026221     0.380880     5.926496
51674.25    -0.041313     0.200374     5.639865
51674.50    -0.054228     0.081561     4.732924
51674.75     0.004990     0.138308     3.656123
51675.00     0.098517     0.449152     3.841970
51675.25     0.093665     0.529226     3.395865
51675.50     0.028839     0.694056     3.218167
51675.75     0.027711     0.807518     3.949360
51676.00     0.016334     0.825508     5.640048
51676.25    -0.002676     0.564736     5.804703
51676.50    -0.000086     0.447674     5.170942
51676.75     0.058818     0.299067     5.091624
51677.00     0.166688     0.198403     5.533159
51677.25     0.184903    -0.053783     5.052415
51677.50     0.162145    -0.362052     3.526969
51677.75     0.161042    -0.510987     2.489032
51678.00     0.277500    -0.463554     1.908318
51678.25     0.226383    -0.467419     0.290194
51678.50     0.148720    -0.495496    -0.803585
51678.75     0.181131    -0.476681    -1.649181
51679.00     0.273685    -0.292387    -0.870600
51679.25     0.195532    -0.222762    -1.614582
51679.50     0.194304    -0.149505    -1.917585
51679.75     0.217066    -0.098555    -1.847964
51680.00     0.275940     0.134472    -0.643243
51680.25     0.200153     0.200484    -0.938289
51680.50     0.173519     0.353660    -0.628765
51680.75     0.216968     0.422064     0.231423
51681.00     0.303390     0.502722     1.614829
51681.25     0.274009     0.484545     1.679883
51681.50     0.234198     0.554045     1.428750
51681.75     0.188294     0.571923     1.803809
51682.00     0.177224     0.646267     2.610344
51682.25     0.070033     0.492799     2.653418
51682.50     0.011338     0.323304     1.972472
51682.75     0.037536     0.126190     1.458161
51683.00     0.188537     0.143665     1.601120
51683.25     0.178689    -0.039792     0.690041
51683.50     0.269097    -0.027446     0.363557
51683.75     0.272342    -0.076992    -0.046087
51684.00     0.255998     0.060912     0.518169
51684.25     0.213274    -0.050267     0.034193
51684.50     0.172855    -0.041974    -0.334948
51684.75     0.164749     0.015434    -0.558048
51685.00     0.142168     0.182946     0.369612
51685.25     0.064256     0.099221     0.215581
51685.50    -0.000160     0.133466     0.342149
51685.75    -0.051115     0.151882     0.670257
51686.00    -0.064066     0.275327     2.265511
51686.25    -0.159180     0.231193     2.773637
51686.50    -0.264097     0.238659     3.218912
51686.75    -0.362477     0.336709     3.841399
51687.00    -0.399172     0.498752     5.119478
51687.25    -0.472071     0.486853     6.006461
51687.50    -0.552050     0.482858     6.808455
51687.75    -0.527922     0.418814     7.491254
51688.00    -0.454050     0.408979     8.300614
51688.25    -0.402412     0.289051     7.776625
51688.50    -0.421746     0.236151     7.577328
51688.75    -0.399159     0.111934     7.118032
51689.00    -0.325969     0.147667     7.281954
51689.25    -0.279161    -0.011184     6.466387
51689.50    -0.186240    -0.095142     4.780911
51689.75    -0.197057    -0.035762     4.015649
51690.00    -0.104197     0.180202     3.936607
51690.25    -0.048642     0.224532     3.160896
51690.50    -0.015026     0.339063     2.302928
51690.75     0.002352     0.416063     1.863322
51691.00     0.120213     0.549534     2.590990
51691.25     0.135863     0.564308     2.366216
51691.50     0.101192     0.428443     2.128448
51691.75     0.082039     0.262991     1.925370
51692.00     0.099891     0.270289     2.601594
51692.25     0.052317     0.194414     3.042451
51692.50     0.014551     0.110847     3.417939
51692.75     0.051632     0.014955     3.295851
51693.00     0.193641     0.073782     3.286585
51693.25     0.208933     0.018939     2.432391
51693.50     0.228142     0.052978     1.532491
51693.75     0.137857     0.183058     0.536138
51694.00     0.102429     0.374452     0.938932
51694.25     0.086447     0.357397     0.298069
51694.50     0.036073     0.409925    -0.253684
51694.75    -0.008531     0.400648    -0.489375
51695.00     0.001272     0.434902     0.460923
51695.25    -0.057433     0.275797    -0.123388
51695.50    -0.114439     0.159232    -0.579161
51695.75    -0.087651     0.044819    -0.622835
51696.00     0.042257     0.063087    -0.144425
51696.25     0.073002    -0.071476    -0.387124
51696.50     0.115466    -0.102985    -1.225580
51696.75     0.080237    -0.104769    -1.354655
51697.00     0.049487    -0.028419    -0.066001
51697.25    -0.007052    -0.234831    -0.674768
51697.50    -0.068661    -0.368626    -0.928913
51697.75     0.060307    -0.505272    -1.040804
51698.00     0.232844    -0.455016    -0.822684
51698.25     0.332032    -0.512375    -2.203444
51698.50     0.434025    -0.423177    -2.643977
51698.75     0.428247    -0.301546    -2.566936
51699.00     0.451270    -0.115781    -1.267085
51699.25     0.469398    -0.141199    -1.517256
51699.50     0.473832    -0.118761    -1.192910
51699.75     0.469787    -0.126464    -1.342592
51700.00     0.533067     0.012082    -0.169410
51700.25     0.518516    -0.032820    -0.177355
51700.50     0.499942    -0.038866     0.333948
51700.75     0.487189    -0.140941     0.441791
51701.00     0.495423    -0.296446     0.842553
51701.25     0.401908    -0.443575    -0.140873
51701.50     0.431987    -0.563068    -1.213473
51701.75     0.389521    -0.458679    -2.412369
51702.00     0.339891    -0.224968    -2.151274
51702.25     0.250233    -0.236072    -2.730657
51702.50     0.146468    -0.140646    -3.384434
51702.75    -0.015048     0.022436    -2.733544
51703.00    -0.135032     0.226055    -1.037390
51703.25    -0.262765     0.238888    -0.931526
51703.50    -0.412714     0.249063    -0.708940
51703.75    -0.494404     0.228366    -0.149508
51704.00    -0.421819     0.310357     0.761005
51704.25    -0.446983     0.250864     0.345100
51704.50    -0.401224     0.267118    -0.259273
51704.75    -0.335696     0.336432    -0.517031
51705.00    -0.299305     0.428891     0.808926
51705.25    -0.272060     0.328500     0.115930
51705.50    -0.206584     0.323920    -0.604076
51705.75    -0.178109     0.255191    -0.549936
51706.00    -0.107917     0.257463     0.290304
51706.25     0.001533     0.131921    -0.753909
51706.50     0.089263     0.072310    -1.521110
51706.75     0.152000     0.050530    -1.944159
51707.00     0.227214     0.110073    -1.216765
51707.25     0.184309     0.069797    -1.932987
51707.50     0.167084     0.096727    -2.195865
51707.75     0.143714     0.173600    -2.116280
51708.00     0.143290     0.341364    -0.878204
51708.25     0.061445     0.331689    -0.655229
51708.50     0.006455     0.350005    -0.518533
51708.75    -0.014691     0.386756    -0.308265
51709.00     0.047996     0.511620     0.780841
51709.25    -0.067350     0.436125     0.572658
51709.50    -0.174493     0.498443     1.091079
51709.75    -0.276226     0.548634     1.463886
51710.00    -0.402196     0.567774     2.862852
51710.25    -0.530090     0.447244     2.760006
51710.50    -0.540164     0.398939     3.555600
51710.75    -0.432447     0.452843     4.046436
51711.00    -0.309964     0.608826     5.095705
51711.25    -0.343840     0.583238     4.676722
51711.50    -0.393891     0.445916     4.301402
51711.75    -0.330954     0.280009     3.852170
51712.00    -0.243304     0.190720     3.669290
51712.25    -0.189569    -0.009113     2.023160
51712.50    -0.106814    -0.127608     0.901744
51712.75     0.013662    -0.150483    -0.230491
51713.00     0.059415     0.010082     0.256336
51713.25     0.015600     0.008365    -0.059836
51713.50    -0.093556    -0.017731    -0.024967
51713.75    -0.084931    -0.008638    -0.642506
51714.00    -0.082753     0.108584    -0.061133
51714.25    -0.114550     0.091849    -0.552725
51714.50    -0.070176     0.110974    -0.825345
51714.75    -0.089911     0.147358    -1.282182
51715.00    -0.089422     0.308858    -0.179676
51715.25    -0.124147     0.361380    -0.476616
51715.50    -0.195584     0.463612     0.156467
51715.75    -0.342427     0.505284     1.048505
51716.00    -0.486139     0.586414     2.610615
51716.25    -0.617369     0.418367     2.879922
51716.50    -0.709664     0.276749     3.401729
51716.75    -0.678695     0.125067     3.491706
51717.00    -0.634805     0.144654     4.220891
51717.25    -0.606890    -0.028805     3.467768
51717.50    -0.622662    -0.094602     3.127058
51717.75    -0.484511    -0.150466     2.596577
51718.00    -0.300082    -0.061954     2.634321
51718.25    -0.203340    -0.067100     1.796338
51718.50    -0.146968     0.029420     0.890328
51718.75    -0.103165     0.111085     0.338354
51719.00    -0.085712     0.304517     1.164766
51719.25    -0.107532     0.315733     0.929635
51719.50    -0.111604     0.338361     0.688355
51719.75    -0.100054     0.359061     0.674537
51720.00    -0.042597     0.372862     1.841811
51720.25    -0.137692     0.141246     1.860700
51720.50    -0.029356    -0.036434     1.336222
51720.75     0.071638    -0.100850     0.686253
51721.00     0.204261     0.008169     1.048519
51721.25     0.181873     0.009803     0.657634
51721.50     0.152378    -0.009541     0.604208
51721.75     0.072103    -0.098695     0.845705
51722.00     0.071838    -0.105504     1.357147
51722.25     0.085275    -0.285035     0.376891
51722.50     0.106740    -0.271893    -0.281632
51722.75     0.127151    -0.282382    -0.836851
51723.00     0.183797    -0.131210    -0.089880
51723.25     0.190282    -0.175414    -0.596141
51723.50     0.197555    -0.155485    -0.471025
51723.75     0.170054    -0.150839    -0.220623
51724.00     0.114715    -0.015749     1.116896
51724.25     0.046420    -0.132741     1.147835
51724.50     0.015007    -0.112282     1.278156
51724.75     0.012388    -0.111358     1.303007
51725.00     0.030487     0.007375     2.097117
51725.25     0.003923    -0.039336     1.284930
51725.50     0.043616     0.046744     0.586969
51725.75     0.069739     0.093725     0.225296
51726.00     0.100261     0.174976     0.763055
51726.25     0.115188     0.174268     0.279287
51726.50     0.137539     0.169821     0.011578
51726.75     0.132472     0.217905    -0.229895
51727.00     0.123712     0.285183     0.966788
51727.25     0.093050     0.265655     0.640046
51727.50     0.077365     0.268809     0.588262
51727.75     0.109040     0.294383     0.664283
51728.00     0.148775     0.344392     1.518380
51728.25     0.167356     0.255175     1.049855
51728.50     0.163128     0.267007     0.924881
51728.75     0.205970     0.236833     0.569284
51729.00     0.256417     0.252006     1.270656
51729.25     0.222722     0.162766     0.961109
51729.50     0.216409     0.132116     0.772061
51729.75     0.219793     0.110026     0.941465
51730.00     0.227726     0.159937     1.607756
51730.25     0.230765     0.098519     1.405328
51730.50     0.242478     0.077604     1.139668
51730.75     0.243757     0.077241     1.085230
51731.00     0.260549     0.134615     1.891441
51731.25     0.260667     0.102347     1.730996
51731.50     0.293869     0.048983     1.576280
51731.75     0.343882     0.056137     1.106594
51732.00     0.418698     0.114943     1.597136
51732.25     0.480934     0.073354     0.589291
51732.50     0.539079     0.077092    -0.479934
51732.75     0.480256     0.125652    -1.225141
51733.00     0.472036     0.241786    -0.867155
51733.25     0.361408     0.213211    -1.566698
51733.50     0.337629     0.186662    -2.171592
51733.75     0.259534     0.173620    -1.918062
51734.00     0.203577     0.260510    -0.594447
51734.25     0.071462     0.216724    -0.306860
51734.50    -0.033154     0.162228     0.016036
51734.75    -0.155508     0.120944     0.753267
51735.00    -0.130303     0.133280     2.059828
51735.25    -0.153338     0.050173     1.915313
51735.50    -0.087351     0.024215     1.880823
51735.75     0.031401     0.024616     1.436247
51736.00     0.146855     0.118507     2.148717
51736.25     0.174894     0.058988     1.808008
51736.50     0.214086     0.040577     1.422586
51736.75     0.255130     0.016663     1.146175
51737.00     0.298989     0.109298     1.972836
51737.25     0.360785     0.057993     1.383281
51737.50     0.370491     0.049544     1.283470
51737.75     0.328407     0.027288     0.918372
51738.00     0.264989     0.063196     1.722348
51738.25     0.267392    -0.025035     1.442132
51738.50     0.244683    -0.086230     1.355944
51738.75     0.193188    -0.166245     1.140789
51739.00     0.125334    -0.086858     2.220134
51739.25     0.022951    -0.127686     1.864030
51739.50    -0.059382    -0.135164     2.255204
51739.75    -0.096802    -0.142546     2.587490
51740.00     0.036861    -0.100404     3.669219
51740.25     0.007447    -0.154515     3.440360
51740.50     0.045355    -0.111804     3.603504
51740.75     0.065197    -0.048126     3.624692
51741.00     0.051369     0.085585     4.294659
51741.25     0.040936    -0.005470     3.885521
51741.50     0.031809     0.013678     3.381172
51741.75     0.046822    -0.045881     2.605204
51742.00     0.111268     0.015450     2.559087
51742.25     0.075041    -0.083217     1.590168
51742.50     0.093214    -0.166850     0.823668
51742.75     0.072923    -0.221068     0.016274
51743.00     0.091221    -0.156642     0.792883
51743.25     0.094504    -0.253278     0.476223
51743.50     0.137976    -0.247581     0.305653
51743.75     0.146700    -0.253267     0.033837
51744.00     0.186342    -0.135989     0.889583
51744.25     0.196143    -0.127532     0.955219
51744.50     0.232131    -0.170449     1.312052
51744.75     0.197642    -0.281059     1.046712
51745.00     0.142308    -0.257915     1.213068
51745.25     0.070301    -0.281579     0.686338
51745.50     0.026428    -0.236462     0.982938
51745.75    -0.053956    -0.218513     0.954889
51746.00    -0.037432    -0.087785     1.893853
51746.25    -0.074144    -0.139593     1.593538
51746.50    -0.070085    -0.173239     1.620520
51746.75    -0.034130    -0.211453     1.072502
51747.00     0.081055    -0.118284     1.524602
51747.25     0.149418    -0.169157     0.733855
51747.50     0.224080    -0.191901     0.047300
51747.75     0.273766    -0.232790    -0.724984
51748.00     0.347628    -0.113358    -0.439011
51748.25     0.350015    -0.166494    -1.122803
51748.50     0.394423    -0.170418    -1.503681
51748.75     0.387351    -0.143939    -1.529092
51749.00     0.378978    -0.012112    -0.759727
51749.25     0.369279    -0.053806    -0.997027
51749.50     0.395592    -0.028855    -1.122304
51749.75     0.334775     0.077116    -1.147370
51750.00     0.348361     0.240478    -0.436360
51750.25     0.349740     0.228588    -0.579368
51750.50     0.350262     0.283862    -0.808172
51750.75     0.341462     0.280825    -1.058852
51751.00     0.332704     0.429826    -0.252668
51751.25     0.333747     0.355424    -0.694070
51751.50     0.341596     0.317408    -1.295081
51751.75     0.341583     0.269092    -1.628850
51752.00     0.344969     0.364556    -0.407566
51752.25     0.307234     0.260807    -0.694660
51752.50     0.286384     0.231538    -0.842884
51752.75     0.263542     0.183652    -0.699549
51753.00     0.283970     0.202916     0.337972
51753.25     0.265650     0.157180     0.304752
51753.50     0.282437     0.149530     0.620181
51753.75     0.297568     0.107031     0.376711
51754.00     0.347614     0.245027     1.280984
51754.25     0.314736     0.198372     1.027736
51754.50     0.329787     0.235362     1.170139
51754.75     0.324005     0.223481     0.484329
51755.00     0.340314     0.318510     1.422026
51755.25     0.275100     0.222543     1.238941
51755.50     0.244146     0.184801     1.034211
51755.75     0.209201     0.153993     0.770703
51756.00     0.210838     0.208138     1.375916
51756.25     0.153481     0.123653     0.933363
51756.50     0.124305     0.086871     0.546471
51756.75     0.134692     0.058718     0.319878
51757.00     0.092536     0.097880     0.830362
51757.25     0.022983     0.016567     0.437277
51757.50    -0.037526     0.027020     0.391574
51757.75    -0.003206    -0.023341     0.427858
51758.00     0.004097     0.045898     1.090332
51758.25    -0.041060     0.019811     0.797695
51758.50    -0.051226     0.007871     1.018986
51758.75    -0.044954     0.028549     0.852263
51759.00    -0.012802     0.084595     1.856642
51759.25     0.009085    -0.006382     0.960813
51759.50     0.034689    -0.088859     0.623363
51759.75     0.101394    -0.110526     0.147332
51760.00     0.115552    -0.018614     0.687456
51760.25     0.088467    -0.104640     0.093708
51760.50     0.120134    -0.117460    -0.260007
51760.75     0.071982    -0.139363    -0.649948
51761.00     0.041721    -0.030401     0.295815
51761.25    -0.033982     0.001660    -0.040017
51761.50    -0.093256     0.154741     0.228627
51761.75    -0.148152     0.183893     0.761120
51762.00    -0.183948     0.394735     2.176296
51762.25    -0.303771     0.437943     2.695949
51762.50    -0.379990     0.359569     3.116530
51762.75    -0.409044     0.294956     2.608511
51763.00    -0.335073     0.333902     3.066196
51763.25    -0.370218     0.201687     2.360177
51763.50    -0.332394     0.158497     1.435825
51763.75    -0.285574     0.069720     1.063182
51764.00    -0.216650     0.195374     1.545923
51764.25    -0.216059     0.127401     0.952869
51764.50    -0.199870     0.158067     0.806168
51764.75    -0.208293     0.128524     0.613391
51765.00    -0.130322     0.157266     1.686526
51765.25    -0.121137     0.006052     1.484639
51765.50    -0.079840    -0.013052     1.476597
51765.75    -0.042580    -0.114574     1.091255
51766.00     0.120990    -0.127574     2.140322
51766.25     0.212990    -0.214489     1.082865
51766.50     0.315248    -0.226144     0.463713
51766.75     0.367319    -0.202448     0.256143
51767.00     0.455313    -0.122731     0.996057
51767.25     0.462023    -0.209246     0.726208
51767.50     0.525368    -0.192839     0.220751
51767.75     0.511849    -0.176842    -0.080673
51768.00     0.501100    -0.041231     0.671011
51768.25     0.444088    -0.079569     0.358667
51768.50     0.418973    -0.087590     0.434946
51768.75     0.334472    -0.094265     0.359243
51769.00     0.296348     0.031158     1.425671
51769.25     0.236202    -0.031935     1.066965
51769.50     0.221131    -0.023234     1.060781
51769.75     0.208896    -0.028088     0.653635
51770.00     0.212895     0.116942     1.562790
51770.25     0.177102     0.064051     0.674329
51770.50     0.192849     0.060509     0.005443
51770.75     0.140792     0.052440    -0.527226
51771.00     0.140187     0.120228     0.263928
51771.25     0.126736    -0.024426    -0.675457
51771.50     0.122361    -0.103099    -1.149810
51771.75     0.122208    -0.246551    -1.121502
51772.00     0.228976    -0.264576    -0.245181
51772.25     0.255409    -0.462203    -0.565148
51772.50     0.390617    -0.474737    -1.262487
51772.75     0.443007    -0.417384    -1.774649
51773.00     0.501166    -0.232372    -0.842683
51773.25     0.427039    -0.158578    -0.915246
51773.50     0.399689    -0.042069    -0.340457
51773.75     0.320386     0.060553    -0.082420
51774.00     0.382838     0.098076     1.845114
51774.25     0.291157    -0.164764     1.357909
51774.50     0.307671    -0.251614     1.035605
51774.75     0.333754    -0.341952    -0.231613
51775.00     0.346181    -0.176889    -0.030382
51775.25     0.285208    -0.183884    -0.944660
51775.50     0.317218    -0.119318    -1.628156
51775.75     0.315590    -0.092846    -2.021883
51776.00     0.381693     0.052253    -1.459945
51776.25     0.398743     0.072195    -1.842927
51776.50     0.473111     0.077685    -2.440163
51776.75     0.469207     0.117026    -2.622590
51777.00     0.435307     0.233626    -1.831261
51777.25     0.426879     0.235654    -2.417521
51777.50     0.358642     0.207740    -2.997893
51777.75     0.258175     0.209575    -3.102853
51778.00     0.183787     0.275703    -2.256709
51778.25     0.107687     0.204845    -2.522815
51778.50     0.066022     0.191286    -2.762252
51778.75     0.009961     0.154380    -2.782473
51779.00     0.000331     0.245325    -1.530703
51779.25    -0.081560     0.142678    -1.380350
51779.50    -0.080084     0.013278    -1.254406
51779.75    -0.052987    -0.088657    -1.604900
51780.00     0.049206    -0.061071    -0.447920
51780.25     0.068816    -0.125852    -0.479856
51780.50     0.084906    -0.196269    -0.562993
51780.75     0.126036    -0.227440    -0.951817
51781.00     0.137629    -0.103982    -0.406128
51781.25     0.110729    -0.150315    -0.662940
51781.50     0.127175    -0.120139    -0.829215
51781.75     0.102568    -0.082178    -0.641934
51782.00     0.108588     0.108665     0.766886
51782.25    -0.004460     0.128520     0.968554
51782.50     0.002441     0.202296     1.157807
51782.75    -0.030214     0.247156     1.492026
51783.00     0.011219     0.357195     2.498926
51783.25     0.011166     0.321979     2.557131
51783.50     0.046787     0.300058     2.447724
51783.75     0.077561     0.301325     2.154229
51784.00     0.195446     0.419756     2.664405
51784.25     0.211411     0.340506     1.635978
51784.50     0.244023     0.325068     1.054627
51784.75     0.233458     0.303015     0.649894
51785.00     0.224096     0.393128     1.387114
51785.25     0.134312     0.314073     0.675929
51785.50     0.153836     0.242020     0.427749
51785.75     0.211004     0.178166     0.170941
51786.00     0.253192     0.262529     0.962916
51786.25     0.246066     0.192401     0.201522
51786.50     0.265916     0.223043    -0.186125
51786.75     0.246906     0.268916    -0.322517
51787.00     0.278718     0.417938     0.841682
51787.25     0.219156     0.365827     0.764069
51787.50     0.234807     0.328551     0.807254
51787.75     0.164136     0.305113     0.530918
51788.00     0.226091     0.296059     1.088332
51788.25     0.231346     0.202429     0.531584
51788.50     0.291082     0.152610    -0.170169
51788.75     0.306971     0.125607    -0.298203
51789.00     0.359635     0.229279     0.541161
51789.25     0.328322     0.181261     0.198141
51789.50     0.329538     0.154329     0.369067
51789.75     0.305802     0.120028     0.464608
51790.00     0.243773     0.233607     1.614028
51790.25     0.205968     0.124725     1.444547
51790.50     0.250887     0.073553     1.568691
51790.75     0.246542     0.003389     1.278209
51791.00     0.218450     0.071994     2.174115
51791.25     0.299522    -0.092125     1.450161
51791.50     0.367735    -0.134886     0.796598
51791.75     0.500198    -0.210415    -0.070461
51792.00     0.575511    -0.103105    -0.586857
51792.25     0.582672    -0.113419    -1.871752
51792.50     0.572685    -0.048793    -2.666380
51792.75     0.488001     0.045916    -3.316652
51793.00     0.430240     0.244537    -2.805643
51793.25     0.368616     0.254490    -3.152474
51793.50     0.315074     0.326231    -3.763896
51793.75     0.125237     0.378802    -3.644829
51794.00    -0.019797     0.529824    -2.365852
51794.25    -0.178007     0.467421    -2.371144
51794.50    -0.252211     0.424993    -2.237597
51794.75    -0.443034     0.399478    -1.767220
51795.00    -0.572327     0.459307    -0.197837
51795.25    -0.643227     0.380216    -0.132315
51795.50    -0.662362     0.375485    -0.113069
51795.75    -0.657113     0.386937    -0.331258
51796.00    -0.589948     0.569859     0.740908
51796.25    -0.535364     0.541725     0.642118
51796.50    -0.483419     0.598232     0.149079
51796.75    -0.495627     0.627084     0.013288
51797.00    -0.498245     0.703847     0.812146
51797.25    -0.556680     0.603813     0.297978
51797.50    -0.577013     0.555545    -0.128288
51797.75    -0.618826     0.505314    -0.186434
51798.00    -0.568192     0.601583     0.830273
51798.25    -0.608180     0.506354     0.374417
51798.50    -0.596421     0.514889     0.469734
51798.75    -0.578019     0.485894     0.534849
51799.00    -0.575578     0.548986     1.854778
51799.25    -0.598388     0.361357     2.187012
51799.50    -0.610185     0.253959     2.116634
51799.75    -0.505962     0.074810     1.714199
51800.00    -0.303576     0.057297     2.143011
51800.25    -0.222236    -0.087630     1.199653
51800.50    -0.101055    -0.114475     0.593141
51800.75    -0.091247    -0.116502     0.418321
51801.00    -0.006012    -0.002411     1.300974
51801.25     0.014080    -0.059716     0.978798
51801.50     0.125430    -0.157860     1.257620
51801.75     0.108008    -0.237481     1.729966
51802.00     0.284580    -0.293556     2.475998
51802.25     0.247701    -0.492693     1.540924
51802.50     0.246146    -0.556406     1.429540
51802.75     0.224655    -0.545673     1.026811
51803.00     0.251053    -0.369311     1.399677
51803.25     0.126850    -0.404092     0.769997
51803.50     0.122001    -0.414629     0.254085
51803.75     0.036583    -0.354642    -0.475323
51804.00    -0.050546    -0.156544     0.185025
51804.25    -0.188608    -0.146356    -0.105926
51804.50    -0.279777    -0.154026    -0.354989
51804.75    -0.308326    -0.144426    -0.157103
51805.00    -0.224848     0.040361     1.042215
51805.25    -0.229096     0.087001     0.712877
51805.50    -0.182854     0.167479     0.559857
51805.75    -0.183684     0.287849     1.069275
51806.00    -0.176743     0.439846     2.455133
51806.25    -0.201132     0.391503     2.818563
51806.50    -0.259199     0.431725     3.132641
51806.75    -0.276412     0.483226     3.550358
51807.00    -0.244910     0.539340     4.534996
51807.25    -0.305295     0.461643     4.211152
51807.50    -0.291747     0.367293     4.015742
51807.75    -0.269432     0.281187     4.677446
51808.00    -0.231509     0.036442     5.309530
51808.25    -0.325494    -0.168270     3.922601
51808.50    -0.201077    -0.188570     2.544121
51808.75    -0.001205    -0.139251     1.612466
51809.00     0.167121     0.126387     1.678831
51809.25     0.254922     0.224456     0.906312
51809.50     0.282809     0.381309     0.765879
51809.75     0.198742     0.475444     1.372853
51810.00     0.114526     0.578222     2.790402
51810.25     0.014625     0.424122     2.980942
51810.50    -0.033178     0.275755     2.775247
51810.75     0.002779     0.083059     2.645520
51811.00     0.174308    -0.037577     3.183964
51811.25     0.252998    -0.281328     2.876562
51811.50     0.387040    -0.322185     2.538479
51811.75     0.507371    -0.391923     1.983336
51812.00     0.545189    -0.316178     2.151627
51812.25     0.539792    -0.388930     2.135574
51812.50     0.573491    -0.365277     2.257647
51812.75     0.482827    -0.471323     2.358531
51813.00     0.379196    -0.510286     2.441398
51813.25     0.205731    -0.571734     1.637950
51813.50     0.121124    -0.510982     0.726885
51813.75     0.070672    -0.410651    -0.437746
51814.00     0.094165    -0.217092    -0.238431
51814.25     0.100208    -0.252116    -0.847213
51814.50     0.151309    -0.292066    -1.396280
51814.75     0.261075    -0.303094    -1.695750
51815.00     0.397363    -0.207989    -1.062577
51815.25     0.475092    -0.258814    -1.696230
51815.50     0.564912    -0.218559    -2.330965
51815.75     0.548618    -0.161419    -3.271776
51816.00     0.441112     0.075790    -2.690301
51816.25     0.271973     0.120198    -3.027865
51816.50     0.169546     0.217752    -3.112399
51816.75     0.056038     0.292618    -2.885828
51817.00    -0.036185     0.438068    -1.402486
51817.25    -0.144552     0.397904    -1.141260
51817.50    -0.213723     0.443063    -0.768863
51817.75    -0.255488     0.484235    -0.293176
51818.00    -0.211967     0.588660     1.032697
51818.25    -0.275881     0.572732     1.259494
51818.50    -0.312368     0.610295     1.814009
51818.75    -0.365604     0.618713     2.408128
51819.00    -0.301923     0.638644     3.553386
51819.25    -0.309744     0.497583     3.562703
51819.50    -0.323173     0.392431     3.468490
51819.75    -0.322690     0.279056     3.807898
51820.00    -0.214489     0.246052     4.376381
51820.25    -0.205068     0.071973     3.728846
51820.50    -0.069227    -0.029051     2.749847
51820.75     0.059165    -0.029643     2.155143
51821.00     0.214753     0.139272     2.675190
51821.25     0.178213     0.050312     2.676814
51821.50     0.222697    -0.035533     2.040918
51821.75     0.354688    -0.087796     1.834550
51822.00     0.538729     0.033432     2.103402
51822.25     0.533101     0.044658     1.915067
51822.50     0.549934     0.037984     2.561661
51822.75     0.507399    -0.109542     2.663732
51823.00     0.598184    -0.220078     2.700275
51823.25     0.534918    -0.484099     1.935718
51823.50     0.539757    -0.679761     0.801321
51823.75     0.489632    -0.805771    -0.872445
51824.00     0.549267    -0.750343    -1.912531
