station name,"latitude, degree","latitude, minutes","longitude, degree","longitude, minutes","elevation, feet","observed gravity, mGal","free-air anomaly, mGal","simple bouguer anomaly, mGal",inner terrain correction,"total terrain correction, mGal",D=590 m for inner terrain correction,"complete bouguer anomaly, mGal","isostatic anomaly, mGal"
07jt146,34,3.41,115,47.48,1818.1,979474.05,-8.23,-70.24,0.04,0.73,D,-70.21,-6.74
07jt147,34,3.21,115,45.69,1739.7,979479.56,-9.81,-69.15,0.07,0.68,D,-69.14,-6.68
07jt148,34,2.54,115,45.14,1823,979472.52,-8.08,-70.26,0.02,0.61,D,-70.34,-8.23
07jt149,34,0.62,115,44.87,2004.2,979462.39,1.51,-66.84,0.05,0.71,D,-66.89,-5.11
07jt150,34,0,115,45.13,2060.6,979457.39,2.68,-67.6,0.13,0.84,D,-67.54,-5.69
07jt151,33,58.95,115,45.42,2054.7,979455.29,1.49,-68.59,0.04,1.06,D,-68.3,-6.42
07jt152,33,59.42,115,45.44,2064.4,979456.31,2.77,-67.64,0.17,1.07,D,-67.34,-5.39
07jt153,34,0.03,115,46.63,2296.7,979443.57,11.02,-67.31,0.09,1.13,D,-67.02,-4.37
07jt154,33,59.77,115,44.47,2020.6,979461.31,3.16,-65.75,0.02,0.64,D,-65.87,-4.41
07jt155,34,2.06,115,49.48,2167.4,979450.12,2.58,-71.34,0.27,1.86,D,-70.29,-5.78
07jt156,34,2.56,115,49.39,2042.1,979459.03,-0.99,-70.64,0.04,1.43,D,-69.98,-5.47
07jt157,34,2.97,115,49.39,1969.6,979463.19,-4.23,-71.4,0.06,1.5,D,-70.65,-6.1
07jt158,34,1.56,115,48.47,2126.2,979454.53,3.81,-68.71,0.16,1.29,D,-68.22,-4.34
07jt159,34,2.1,115,48.37,2054.1,979458.53,0.28,-69.78,0.02,0.97,D,-69.59,-5.7
07jt160,34,2.62,115,48.34,1967.9,979464.41,-2.68,-69.79,0.02,0.86,D,-69.68,-5.77
07jt161,34,3.1,115,48.49,1903.9,979468.65,-5.13,-70.06,0.03,0.87,D,-69.92,-5.88
07jt162,34,8.12,116,4.28,2053.5,979438.16,-28.57,-98.6,0.1,1.81,D,-97.57,-23.74
07jt163,34,8.12,116,5.33,2114.8,979432.85,-28.11,-100.24,0.02,1.83,D,-99.2,-24.73
07jt300,33,56.71,115,42.23,1432,979491.22,-18.02,-66.86,0.01,0.75,D,-66.67,-6.79
07jt301,33,52.2,115,40.99,1951.4,979450.88,-3.22,-69.77,0.01,0.74,D,-69.77,-11.77
07jt302,33,52.39,115,41.01,1924.3,979452.14,-4.77,-70.4,0.01,0.7,D,-70.43,-12.35
07jt303,33,52.61,115,41.02,1893.3,979453.94,-6.19,-70.77,0.01,0.67,D,-70.81,-12.64
07jt304,33,52.83,115,41.03,1860.1,979455.9,-7.66,-71.1,0.01,0.65,D,-71.17,-12.92
07jt305,33,53.04,115,41.05,1831.7,979456.71,-9.81,-72.29,0.01,0.63,D,-72.36,-14.03
07jt306,33,53.26,115,41.07,1801.7,979457.74,-11.91,-73.36,0.01,0.61,D,-73.45,-15.04
07jt307,33,53.47,115,41.09,1776.4,979458.78,-13.55,-74.13,0.01,0.59,D,-74.23,-15.74
07jt308,33,53.69,115,41.1,1753.8,979460.06,-14.7,-74.51,0.01,0.57,D,-74.62,-16.06
07jt309,33,53.91,115,41.11,1729.1,979461.57,-15.82,-74.79,0.01,0.56,D,-74.9,-16.28
07jt310,33,54.12,115,41.12,1712.4,979462.43,-16.82,-75.22,0.02,0.55,D,-75.34,-16.66
07jt311,33,54.33,115,41.13,1687.9,979463.8,-18.05,-75.62,0.02,0.54,D,-75.73,-16.99
07jt312,33,54.54,115,41.16,1643.1,979466.61,-19.74,-75.78,0.02,0.54,D,-75.88,-17.08
07jt313,33,54.76,115,41.19,1606.5,979469.19,-20.91,-75.7,0.04,0.56,D,-75.77,-16.89
07jt314,33,54.98,115,41.18,1576.8,979471.51,-21.69,-75.47,0.01,0.53,D,-75.56,-16.63
07jt315,33,55.2,115,41.2,1564.1,979473.65,-21.05,-74.4,0.02,0.52,D,-74.49,-15.51
07jt316,33,55.41,115,41.21,1538.5,979476.93,-20.47,-72.95,0.01,0.52,D,-73.03,-13.98
07jt317,33,55.62,115,41.23,1512.7,979480.72,-19.4,-71,0.01,0.54,D,-71.06,-11.94
07jt318,33,55.84,115,41.24,1484.7,979484.99,-18.07,-68.71,0.01,0.56,D,-68.74,-9.57
07jt319,33,56.05,115,41.26,1467.2,979487.34,-17.66,-67.7,0,0.56,D,-67.72,-8.49
07jt320,33,56.27,115,41.27,1451.3,979488.99,-17.82,-67.31,0,0.57,D,-67.32,-8.03
07jt321,33,56.49,115,41.29,1435.7,979490.58,-18,-66.97,0.01,0.6,D,-66.93,-7.58
07jt322,33,56.7,115,41.3,1420,979492.04,-18.31,-66.74,0.01,0.63,D,-66.67,-7.28
07jt323,33,56.4,115,24.89,1048.7,979499.39,-45.46,-81.23,0.01,0.67,D,-80.99,-29.9
07jt324,33,56.86,115,24.88,1130.4,979493.08,-44.73,-83.28,0.03,0.71,D,-83.04,-31.83
07jt325,33,57.72,115,24.83,1305.2,979485.11,-37.46,-81.98,0.05,0.9,D,-81.59,-30.17
07jt326,33,57.94,115,24.81,1358.4,979481.99,-35.88,-82.21,0.05,0.98,D,-81.78,-30.32
07jt327,33,58.15,115,24.8,1414.3,979478.82,-34.09,-82.33,0.06,1.06,D,-81.83,-30.32
07jt328,33,58.37,115,24.79,1483.9,979475.13,-31.54,-82.15,0.06,1.15,D,-81.59,-30.03
07jt329,33,58.58,115,24.79,1548,979472.26,-28.67,-81.47,0.06,1.24,D,-80.84,-29.22
07jt330,33,58.81,115,24.77,1610.7,979468.9,-26.46,-81.39,0.06,1.37,D,-80.65,-28.97
07jt331,33,59.03,115,24.76,1676,979465.27,-24.25,-81.42,0.06,1.53,D,-80.54,-28.8
07jt332,33,59.29,115,24.73,1758.8,979460.74,-21.36,-81.35,0.07,1.82,D,-80.21,-28.43
07jt333,33,59.54,115,24.73,1788.9,979460.51,-19.11,-80.12,0.89,3.06,D,-77.75,-25.9
07jt334,33,59.37,115,24.99,1704.1,979466.22,-21.14,-79.26,0.08,1.87,D,-78.05,-26.13
07jt335,33,59.21,115,25.23,1609.3,979471.82,-24.23,-79.12,0.06,1.55,D,-78.19,-26.2
07jt336,33,59.04,115,25.49,1529.2,979475.2,-28.15,-80.3,0.05,1.3,D,-79.6,-27.53
07jt337,33,58.87,115,25.76,1456.7,979477.51,-32.42,-82.1,0.03,1.11,D,-81.56,-29.42
07jt338,33,58.7,115,26.01,1400.5,979479.72,-35.26,-83.02,0.03,0.97,D,-82.61,-30.4
07jt339,33,58.57,115,26.21,1359.7,979481.43,-37.2,-83.58,0.03,0.89,D,-83.23,-30.96
07jt340,33,58.44,115,26.42,1317.6,979483.06,-39.35,-84.29,0.02,0.8,D,-84.01,-31.68
07jt341,33,58.32,115,26.63,1274.8,979484.33,-41.94,-85.42,0.03,0.75,D,-85.18,-32.78
07jt342,33,58.18,115,26.83,1237.3,979485.12,-44.48,-86.68,0.03,0.69,D,-86.49,-34.02
07jt343,33,58,115,26.3,1248.3,979484.8,-43.51,-86.09,0.02,0.71,D,-85.88,-33.71
07jt344,33,57.09,115,25.47,1144,979489.76,-47.09,-86.11,0.01,0.64,D,-85.93,-34.38
07jt345,34,7.15,116,6.68,2721.1,979394.49,-8.1,-100.91,0.24,2.98,D,-98.89,-23.78
07jt346,34,7.02,116,6.48,2909.4,979382.02,-2.68,-101.91,0.85,3.91,D,-99.01,-24.06
07jt347,34,6.79,116,6.43,3012.3,979375.61,0.91,-101.83,0.54,3.86,D,-99.02,-24.14
07jt348,34,6.57,116,6.38,2853.4,979384.66,-4.68,-102,0.73,4.69,D,-98.31,-23.44
07jt349,34,6.37,116,6.28,2783.6,979385.51,-10.11,-105.05,2.31,7.73,D,-98.31,-23.5
07jt350,34,9.02,116,2.14,1861.4,979457.44,-28.61,-92.1,0.01,1.05,D,-91.76,-19.25
07jt351,34,9.47,116,2.13,1834.7,979460.11,-29.08,-91.66,0.01,0.95,D,-91.41,-18.91
07jt352,34,8.58,116,2.15,1888.5,979454.24,-28.65,-93.06,0.01,1.18,D,-92.6,-20.07
07jt353,34,7.25,116,4.76,2212.1,979426.96,-23.63,-99.08,0.33,3.88,D,-96.02,-21.94
07jt354,34,7.76,116,4.52,2094.4,979434.24,-28.14,-99.57,0.01,2.2,D,-98.16,-24.19
07jt355,34,7.83,116,4.97,2107.6,979432.64,-28.59,-100.48,0.01,2.18,D,-99.08,-24.83
07jt356,34,7.73,116,5.85,2169.1,979429.3,-26.01,-99.99,0.04,2.52,D,-98.28,-23.52
07jt357,34,8.32,116,5.85,2176.4,979430.11,-25.34,-99.57,0.02,1.63,D,-98.75,-23.97
07jt358,34,8.98,116,5.85,2227.9,979435.73,-15.8,-91.78,0.01,1.17,D,-91.44,-16.66
07jt359,34,9.42,116,5.85,2193,979439.74,-15.69,-90.48,0.03,1.07,D,-90.23,-15.44
07jt360,34,7.67,116,10.05,2618.4,979396.62,-16.35,-105.66,0.06,1.81,D,-104.79,-27.65
07jt361,34,7.24,116,10.38,2808.2,979385.58,-8.94,-104.72,0.1,2.16,D,-103.56,-26.31
07jt362,34,8.98,116,9.02,2253.5,979426.22,-22.9,-99.76,0.03,1.29,D,-99.3,-22.57
07jt363,34,9.44,116,9.01,2162.9,979434.98,-23.31,-97.07,0.01,1.17,D,-96.71,-19.94
07jt364,34,8.96,116,6.9,2362.5,979425.22,-13.62,-94.2,0.04,1.24,D,-93.82,-18.43
07jt365,34,8.55,116,6.9,2406.3,979416.82,-17.33,-99.4,0.01,1.35,D,-98.93,-23.54
07jt366,34,8.2,116,6.9,2354.9,979417.78,-20.71,-101.03,0.06,1.63,D,-100.26,-24.88
07jt367,34,7.72,116,7.03,2447.3,979412.11,-17.02,-100.49,0.11,2.15,D,-99.23,-23.82
07jt368,34,7.34,116,8.08,2696.1,979395.82,-9.39,-101.34,0.11,2.09,D,-100.21,-24.26
CEMWEL,34,8.08,116,20.98,3032.3,979361.53,-13.1,-116.52,0.02,1.56,D,-116.01,-32.61
JTG001,34,9.08,116,20.21,2987.4,979372.71,-7.54,-109.43,0.26,1.63,D,-108.84,-25.54
JTG002,34,8.98,116,20.15,2962.4,979372.83,-9.63,-110.67,0.07,1.45,D,-110.24,-27
JTG003,34,8.88,116,20.16,2946.4,979372.44,-11.38,-111.87,0.03,1.42,D,-111.48,-28.27
JTG007,34,8.77,116,20.17,2934.4,979371.94,-12.86,-112.94,0.02,1.43,D,-112.53,-29.34
JTG011,34,8.66,116,20.16,2912.4,979371.71,-15,-114.33,0.02,1.46,D,-113.89,-30.73
JTG015,34,8.55,116,20.17,2898.4,979371.59,-16.29,-115.14,0.02,1.48,D,-114.67,-31.53
JTG019,34,8.44,116,20.16,2907.4,979370.14,-16.74,-115.9,0.03,1.5,D,-115.42,-32.34
JTG023,34,8.33,116,20.16,2921.4,979368.72,-16.69,-116.32,0.02,1.5,D,-115.85,-32.81
JTG019,34,8.44,116,20.16,2907.4,979370.14,-16.74,-115.9,0.03,1.5,D,-115.42,-32.34
JTG024,34,8.3,116,20.16,2909.4,979369.29,-17.2,-116.43,0.03,1.52,D,-115.92,-32.88
JTG027,34,8.22,116,20.16,2896.3,979369.82,-17.79,-116.57,0.02,1.56,D,-116.03,-33.02
JTG031,34,8.11,116,20.16,2898.3,979369.93,-17.34,-116.19,0.03,1.62,D,-115.59,-32.62
JTG032,34,8.08,116,20.21,2910.3,979369.32,-16.78,-116.04,0.04,1.63,D,-115.42,-32.43
JTG036,34,7.97,116,20.21,2939.3,979368.4,-14.82,-115.07,0.05,1.66,D,-114.43,-31.49
JTG040,34,7.86,116,20.21,2980.3,979367.09,-12.12,-113.77,0.06,1.69,D,-113.11,-30.23
JTG044,34,7.75,116,20.21,3022.3,979365.72,-9.39,-112.47,0.05,1.72,D,-111.79,-28.97
JTG048,34,7.65,116,20.21,3030.3,979366.73,-7.48,-110.84,0.05,1.77,D,-110.11,-27.32
JTG052,34,7.53,116,20.21,3073.3,979365.16,-4.84,-109.66,0.06,1.85,D,-108.87,-26.14
JTG056,34,7.42,116,20.2,3115.3,979363.5,-2.4,-108.65,0.06,1.9,D,-107.82,-25.15
JTG058,34,7.23,116,20.2,3182.3,979360.61,1.28,-107.26,0.06,2.03,D,-106.32,-23.75
JTG059,34,6.98,116,20.19,3284.3,979355.3,5.91,-106.11,0.09,2.26,D,-104.96,-22.52
JTG060,34,6.87,116,20.26,3338.3,979352.46,8.3,-105.56,0.09,2.38,D,-104.3,-21.88
JTG061,34,6.68,116,20.26,3419.3,979348.02,11.74,-104.88,0.11,2.64,D,-103.38,-21.07
JTG062,34,6.48,116,20.25,3501.3,979343.15,14.86,-104.56,0.4,3.27,D,-102.44,-20.25
LIN2-001,34,8.77,116,20.58,3008.4,979369.15,-8.69,-111.3,0.36,1.76,D,-110.58,-27.16
LIN2-005,34,8.66,116,20.57,2981.4,979369.48,-10.75,-112.43,0.12,1.55,D,-111.92,-28.53
LIN2-009,34,8.55,116,20.56,2938.3,979371.02,-13.1,-113.32,0.05,1.53,D,-112.81,-29.45
LIN2-013,34,8.44,116,20.56,2940.3,979369.57,-14.21,-114.49,0.01,1.5,D,-114.02,-30.7
LIN2-017,34,8.33,116,20.56,2954.3,979367.58,-14.73,-115.49,0.01,1.5,D,-115.02,-31.75
LIN2-021,34,8.22,116,20.56,2952.3,979366.69,-15.66,-116.35,0.01,1.54,D,-115.84,-32.61
LIN2-025,34,8.11,116,20.56,2965.3,979365.91,-15.06,-116.19,0.02,1.57,D,-115.65,-32.46
LIN2-029,34,8.01,116,20.56,2988.3,979364.7,-13.97,-115.89,0.03,1.61,D,-115.31,-32.17
LIN2-034,34,7.87,116,20.56,3024.3,979363.91,-11.18,-114.32,0.04,1.66,D,-113.71,-30.64
LIN2-038,34,7.75,116,20.57,3059.3,979363.27,-8.36,-112.7,0.03,1.7,D,-112.06,-29.04
LIN2-042,34,7.64,116,20.57,3087.3,979362.89,-5.95,-111.25,0.03,1.75,D,-110.56,-27.58
LIN2-046,34,7.54,116,20.56,3112.3,979362.36,-3.99,-110.14,0.03,1.79,D,-109.41,-26.49
LIN2-050,34,7.43,116,20.56,3147.3,979361.13,-1.77,-109.12,0.05,1.88,D,-108.31,-25.43
LIN2-054,34,7.32,116,20.56,3174.3,979360.21,0,-108.27,0.05,1.95,D,-107.4,-24.58
LIN2-055,34,7.1,116,20.53,3260.3,979356.25,4.43,-106.76,0.08,2.14,D,-105.72,-23.03
LIN2-056,34,6.86,116,20.56,3361.3,979350.4,8.41,-106.23,0.1,2.41,D,-104.94,-22.37
LIN2-057,34,6.67,116,20.53,3448.3,979345.79,12.25,-105.36,0.12,2.71,D,-103.79,-21.34
LIN2-058,34,6.32,116,20.52,3634.3,979333.85,18.29,-105.66,1.21,4.42,D,-102.43,-20.21
86RCJ028,33,58.89,115,7.57,2059,979465.09,11.78,-58.44,0.33,2.46,D,-56.76,-10.58
86RCJ029,33,58.78,115,5.89,3763.1,979355.07,62.15,-66.19,5.35,21.28,D,-46.12,-0.36
86RCJ031,34,0.72,115,6.96,2315.6,979439.81,8.08,-70.9,5.19,8.89,D,-62.86,-16.15
86RCJ032,34,1.1,115,8.07,2045.6,979460.63,2.97,-66.79,3.03,4.81,D,-62.75,-15.69
86RCJ033,34,2.07,115,10.2,2043.6,979461.7,2.5,-67.2,1.8,3.28,D,-64.69,-16.87
86RCJ034,34,1.54,115,12.33,2315,979439.81,6.87,-72.08,3.26,8.24,D,-64.7,-16.58
86RCJ035,34,0.3,115,10.55,1850.4,979473.67,-1.23,-64.34,1.4,2.58,D,-62.47,-15.17
86RCJ036,34,8.25,115,11.16,3309.1,979379.91,31.07,-81.79,5.08,18.92,D,-63.98,-13.98
86RCJ037,34,9.55,115,11.03,3251.6,979389.07,33.01,-77.89,3.93,17.56,D,-61.43,-11
86RCJ038,34,9.91,115,12.67,2053.8,979474.01,4.81,-65.24,2.83,4.97,D,-61.04,-10.25
86RCJ039,34,11.4,115,12.76,3034.1,979405.37,26.27,-77.22,4.95,16.9,D,-61.36,-10.02
86RCJ040,34,13.65,115,14.64,1954.7,979481.87,-1.89,-68.56,2.33,6.57,D,-62.73,-10.28
86RCJ041,34,12.29,115,15.35,1475.1,979513.75,-13.21,-63.52,1.4,2.41,D,-61.7,-9.69
86RCJ042,34,10,115,15.44,1175.5,979527.33,-24.6,-64.69,0.72,1.45,D,-63.72,-12.43
86RCJ043,34,6.04,115,12.66,3055.8,979392.91,23.35,-80.88,4.43,17.17,D,-64.76,-15.22
86RCJ044,34,14.89,115,16.21,1288.7,979525.53,-22.6,-66.56,1,1.57,D,-65.5,-12.38
86RCJ045,34,15.59,115,18.24,954.7,979543.37,-37.16,-69.72,0.21,0.35,D,-69.76,-16.19
86RCJ102,34,15.47,115,48.46,4007.7,979334.49,41.22,-95.46,4.26,16.63,D,-80.09,-16.47
