-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
SCH2        49718.000    1995     1     1     0
SCH2        52274.750    2001    12    31    18
SCH2      1448636.903 -3385243.649  5191046.936
51592.00    -1.183970    -0.394093    -4.215039
51592.25    -1.273837    -0.244794    -3.975381
51592.50    -1.232019     0.084600    -2.840802
51592.75    -1.392710    -0.144488    -2.571955
51593.00    -1.087753    -0.153966    -1.767364
51593.25    -1.025297    -0.133445    -1.164730
51593.50    -1.053152     0.169717    -0.475963
51593.75    -1.209351    -0.062514    -0.456415
51594.00    -1.036031     0.016808     0.242969
51594.25    -0.992239     0.161100     0.496237
51594.50    -0.883247     0.434073     1.309273
51594.75    -0.959717     0.181263     1.130200
51595.00    -0.813754    -0.087096     0.889267
51595.25    -0.799782    -0.143486    -0.026399
51595.50    -0.935430     0.038090    -1.163376
51595.75    -1.311425    -0.213427    -2.821987
51596.00    -1.298205    -0.270398    -3.309210
51596.25    -1.339764    -0.216425    -3.467882
51596.50    -1.337869    -0.033112    -3.508415
51596.75    -1.432242    -0.117204    -3.993757
51597.00    -1.152154     0.035347    -2.799823
51597.25    -1.207032     0.206981    -0.684547
51597.50    -1.227062     0.358001     2.294269
51597.75    -1.299673    -0.305480     3.771297
51598.00    -1.058417    -0.872360     2.623575
51598.25    -1.041291    -0.993620     0.166608
51598.50    -1.017916    -0.727664    -1.057335
51598.75    -0.979061    -1.054320    -3.455521
51599.00    -0.778881    -1.068664    -5.427329
51599.25    -0.790884    -0.793415    -7.103688
51599.50    -0.893682    -0.413758    -7.563363
51599.75    -1.087686    -0.409962    -8.037956
51600.00    -0.856900    -0.196559    -7.022485
51600.25    -0.916900     0.096178    -5.313791
51600.50    -0.920524     0.470130    -2.928056
51600.75    -1.121549     0.360940    -1.127143
51601.00    -1.017747     0.393903     1.155655
51601.25    -1.145791     0.305131     3.543056
51601.50    -0.908582     0.518848     5.105767
51601.75    -0.993474     0.055155     5.523990
51602.00    -0.683687    -0.206357     5.048047
51602.25    -0.461149    -0.408820     4.602282
51602.50    -0.136554    -0.295454     2.879476
51602.75     0.074573    -0.547435     1.000258
51603.00     0.481085    -0.645214    -0.601944
51603.25     0.659408    -0.567860    -2.492338
51603.50     0.582653    -0.115967    -3.664079
51603.75     0.389299    -0.129404    -4.741775
51604.00     0.573764    -0.027900    -4.530077
51604.25     0.646736     0.296271    -3.538706
51604.50     0.625884     0.720361    -1.709151
51604.75     0.510221     0.576329     0.008925
51605.00     0.528445     0.380518     1.124670
51605.25     0.557863     0.295201     1.714551
51605.50     0.567093     0.376910     2.251253
51605.75     0.374333    -0.129071     1.826133
51606.00     0.698104    -0.367152     1.462073
51606.25     0.834667    -0.426260     0.890727
51606.50     0.971562    -0.093581     0.806364
51606.75     0.908649    -0.266711     0.335775
51607.00     1.206921    -0.244924     0.602363
51607.25     1.233504    -0.064194     1.115611
51607.50     1.216852     0.250053     2.023312
51607.75     0.988767     0.116601     2.201000
51608.00     1.084695     0.027466     2.724972
51608.25     0.976671     0.050416     2.628350
51608.50     0.841605     0.199069     2.684587
51608.75     0.431926    -0.092089     1.951287
51609.00     0.361770    -0.270381     1.294620
51609.25     0.265107    -0.353928     0.723637
51609.50     0.230794    -0.134362     0.299587
51609.75    -0.040081    -0.268444     0.085918
51610.00    -0.005970    -0.250596     0.706377
51610.25     0.160213    -0.233468     1.578505
51610.50     0.363661    -0.106048     1.250200
51610.75     0.229503    -0.369533    -0.230535
51611.00     0.265404    -0.383079    -0.927081
51611.25     0.168685    -0.181397    -1.625676
51611.50     0.098156     0.215140    -0.640306
51611.75    -0.058288     0.192920     1.528511
51612.00     0.198479     0.182956     4.141142
51612.25     0.358486    -0.136376     5.821079
51612.50     0.535568    -0.098384     4.974531
51612.75     0.362552    -0.297455     2.889731
51613.00     0.314965    -0.329727     0.890662
51613.25     0.008648    -0.206910    -0.989531
51613.50    -0.302617    -0.000354    -2.348835
51613.75    -0.696704    -0.170984    -3.705441
51614.00    -0.655085    -0.146936    -4.424114
51614.25    -0.724664     0.039787    -4.492112
51614.50    -0.808101     0.428058    -3.734769
51614.75    -0.922072     0.277175    -3.033553
51615.00    -0.547474     0.189585    -2.071835
51615.25    -0.385385     0.145995    -1.755302
51615.50    -0.439257     0.275490    -1.292546
51615.75    -0.500216    -0.046852    -0.894892
51616.00    -0.398267    -0.291026    -0.709023
51616.25    -0.482892    -0.417542    -1.001930
51616.50    -0.660493    -0.199683    -1.424104
51616.75    -0.936818    -0.384570    -2.279668
51617.00    -0.908991    -0.338508    -3.394541
51617.25    -0.836507    -0.144003    -3.175380
51617.50    -0.766579     0.261977    -2.332502
51617.75    -0.727736     0.116214    -1.424647
51618.00    -0.419530     0.137958    -0.786393
51618.25    -0.455276     0.087422     0.584786
51618.50    -0.557201     0.083112     0.891139
51618.75    -0.668979    -0.400795    -0.883128
51619.00    -0.291361    -0.278012    -2.464458
51619.25    -0.084890    -0.065175    -2.199769
51619.50     0.170274     0.215322    -1.033826
51619.75    -0.076918    -0.141340    -0.903089
51620.00    -0.081565    -0.201868    -2.180144
51620.25    -0.210424    -0.135268    -3.635556
51620.50    -0.257221     0.240802    -3.694873
51620.75    -0.549234    -0.111533    -4.500509
51621.00    -0.597931    -0.201889    -5.204382
51621.25    -0.749133    -0.173632    -6.075675
51621.50    -0.914608     0.168997    -7.010160
51621.75    -1.273826     0.068719    -7.479745
51622.00    -1.197590     0.119869    -7.028213
51622.25    -1.129958     0.119606    -6.703650
51622.50    -1.222667     0.331996    -6.748035
51622.75    -1.275045     0.033769    -7.168612
51623.00    -0.992092    -0.066187    -7.549842
51623.25    -0.821902    -0.116290    -8.111960
51623.50    -0.838298    -0.086305    -9.269032
51623.75    -1.037286    -0.344548   -10.149208
51624.00    -0.908278    -0.432102   -10.970273
51624.25    -0.909185    -0.312129   -11.703109
51624.50    -0.978193     0.132553   -11.068663
51624.75    -1.340994     0.037894   -10.280468
51625.00    -1.306585     0.079238    -8.613950
51625.25    -1.367259     0.099651    -7.114082
51625.50    -1.271587     0.329313    -5.648740
51625.75    -1.258561     0.031813    -4.506163
51626.00    -0.853289    -0.028213    -2.890121
51626.25    -0.635744     0.004458    -1.208382
51626.50    -0.498006     0.115078     0.090290
51626.75    -0.404976    -0.246435     0.049564
51627.00    -0.053592    -0.459580    -0.445480
51627.25    -0.022820    -0.485061    -1.802230
51627.50    -0.061312    -0.164596    -2.174928
51627.75    -0.229195    -0.239424    -2.268250
51628.00     0.051212    -0.195648    -1.905714
51628.25     0.160832     0.059455    -1.066738
51628.50     0.292043     0.470988     0.097081
51628.75     0.352822     0.480513     1.446583
51629.00     0.513690     0.453943     2.293060
51629.25     0.636531     0.623119     3.712830
51629.50     0.734394     0.980768     4.813289
51629.75     0.556883     0.692848     5.503932
51630.00     0.708015     0.483703     5.537783
51630.25     0.873799     0.416539     6.393899
51630.50     1.078309     0.513569     6.519011
51630.75     1.052266     0.238916     6.174805
51631.00     1.262132     0.092762     4.779949
51631.25     1.313560     0.182726     3.254999
51631.50     1.341552     0.439591     2.060804
51631.75     1.346132     0.255901     1.359456
51632.00     1.488219     0.224368     1.138592
51632.25     1.812332     0.405170     1.762705
51632.50     2.006536     0.702467     2.578615
51632.75     1.794962     0.471903     2.505733
51633.00     1.851867     0.274429     2.029767
51633.25     1.986547     0.256837     2.425760
51633.50     2.012590     0.646075     3.366985
51633.75     1.535555     0.501549     2.989908
51634.00     1.370278     0.463984     2.743537
51634.25     1.050033     0.488565     1.999661
51634.50     0.959963     0.798685     1.875166
51634.75     0.570271     0.504288     1.114669
51635.00     0.772640     0.437375     1.171962
51635.25     0.723706     0.321481     0.927784
51635.50     0.684187     0.473645     1.412955
51635.75     0.427451     0.073916     1.704660
51636.00     0.522010    -0.065597     2.025319
51636.25     0.467146     0.038691     2.320448
51636.50     0.480276     0.341884     2.548649
51636.75     0.420597     0.144270     2.898404
51637.00     0.481198     0.007736     3.188345
51637.25     0.401146    -0.126431     3.041754
51637.50     0.576597     0.157499     3.193137
51637.75     0.449693    -0.066473     2.147033
51638.00     0.476922    -0.071702     1.842382
51638.25     0.589370     0.103483     1.958361
51638.50     0.759808     0.540761     2.968582
51638.75     0.636998     0.496248     4.152768
51639.00     0.845094     0.513731     5.722712
51639.25     0.949365     0.554281     6.904424
51639.50     1.041617     0.822537     8.219854
51639.75     0.827554     0.491023     9.409772
51640.00     0.905652     0.239071    10.153510
51640.25     0.572919    -0.015282     9.932031
51640.50     0.307381     0.137297     9.539717
51640.75    -0.109505    -0.082379     8.156040
51641.00    -0.306187    -0.112322     6.257567
51641.25    -0.572486    -0.218857     3.931169
51641.50    -0.773345     0.054468     2.068317
51641.75    -1.163663    -0.184983     0.674251
51642.00    -1.174250    -0.281573    -0.632462
51642.25    -1.226568    -0.285812    -2.377129
51642.50    -1.106646     0.182301    -3.094739
51642.75    -1.175017     0.088682    -4.263333
51643.00    -0.775151     0.167455    -3.861271
51643.25    -0.532141     0.133734    -3.199684
51643.50    -0.362797     0.129283    -2.555373
51643.75    -0.253628    -0.004720    -2.948553
51644.00     0.268106     0.056516    -1.552666
51644.25     0.293961     0.185660     0.657945
51644.50     0.226459     0.522975     2.531954
51644.75    -0.274598     0.378188     2.538776
51645.00    -0.633305     0.137043     0.570163
51645.25    -0.751645    -0.035954    -3.059940
51645.50    -0.683659     0.188486    -4.925264
51645.75    -0.756704    -0.050572    -7.417318
51646.00    -0.552061    -0.049638    -8.167419
51646.25    -0.462288     0.085320    -8.630566
51646.50    -0.527624     0.411752    -9.023268
51646.75    -0.784715     0.186502    -9.534888
51647.00    -0.492139     0.136690    -9.091425
51647.25    -0.281987    -0.026292    -8.825452
51647.50    -0.028190     0.138948    -7.948825
51647.75    -0.027958    -0.263109    -6.545483
51648.00     0.080290    -0.388967    -4.678479
51648.25    -0.075905    -0.393634    -2.999055
51648.50     0.005858     0.015860    -0.578948
51648.75    -0.280825    -0.108326     0.672232
51649.00     0.037898    -0.063915     1.898448
51649.25    -0.032855    -0.121043     2.357793
51649.50     0.024572     0.267990     2.443763
51649.75    -0.143107     0.036447     1.259605
51650.00     0.052826    -0.042978     0.288791
51650.25     0.087537    -0.072659    -0.384238
51650.50     0.164213     0.118672    -0.843413
51650.75     0.015448    -0.110004    -1.890567
51651.00     0.272016    -0.165411    -2.055659
51651.25     0.204536    -0.182830    -3.095580
51651.50     0.245723     0.043809    -3.368520
51651.75     0.123190    -0.165029    -3.806416
51652.00     0.321227    -0.099638    -3.594362
51652.25     0.250780    -0.034972    -4.499493
51652.50     0.332575     0.338970    -4.100759
51652.75     0.233988     0.200756    -4.363010
51653.00     0.550784     0.339220    -3.770276
51653.25     0.581071     0.510916    -3.559787
51653.50     0.725869     0.974131    -2.205048
51653.75     0.417278     0.704067    -1.627809
51654.00     0.550319     0.475209    -1.745907
51654.25     0.453764     0.378182    -1.765343
51654.50     0.559697     0.485863    -1.556876
51654.75     0.459052     0.202556    -2.081450
51655.00     0.790690     0.121492    -1.693946
51655.25     0.815979     0.124362    -1.677899
51655.50     1.026993     0.470771    -0.583329
51655.75     1.037982     0.392813     0.231880
51656.00     1.338773     0.440343     1.252324
51656.25     1.488766     0.390464     1.628930
51656.50     1.695181     0.575154     1.870801
51656.75     1.615887     0.357539     1.616558
51657.00     1.715172     0.287251     1.170913
51657.25     1.551304     0.231989     0.106399
51657.50     1.533569     0.379203    -0.988026
51657.75     1.360643     0.184848    -2.345979
51658.00     1.512591     0.147486    -2.844528
51658.25     1.442676     0.108712    -3.991011
51658.50     1.368766     0.340099    -4.500756
51658.75     1.035800     0.046950    -5.032858
51659.00     1.041954    -0.026191    -4.514523
51659.25     0.846847    -0.057349    -4.922789
51659.50     0.697772     0.202439    -4.753107
51659.75     0.358745     0.083857    -4.743000
51660.00     0.443195     0.192650    -3.781965
51660.25     0.328614     0.315630    -3.310099
51660.50     0.240599     0.520090    -2.504436
51660.75     0.184339     0.228558    -1.892071
51661.00     0.417046     0.153196    -1.909553
51661.25     0.429517     0.120080    -1.934394
51661.50     0.609158     0.383494    -1.390395
51661.75     0.631489     0.115986    -1.283224
51662.00     0.797226     0.069722    -1.516574
51662.25     0.906810     0.128764    -1.948649
51662.50     0.910050     0.469315    -1.815463
51662.75     0.690645     0.261061    -2.230245
51663.00     0.773059     0.217433    -2.093941
51663.25     0.602124     0.195436    -3.112841
51663.50     0.505917     0.384019    -3.360927
51663.75     0.227870     0.144096    -3.804319
51664.00     0.317334     0.073284    -3.880464
51664.25     0.259188     0.031481    -4.151421
51664.50     0.368463     0.252006    -3.664304
51664.75     0.121988     0.098105    -3.472471
51665.00     0.151211     0.146250    -2.461620
51665.25     0.185743     0.205172    -2.058934
51665.50     0.292222     0.476626    -1.483254
51665.75     0.106686     0.230049    -1.317398
51666.00     0.216848     0.105204    -1.240756
51666.25     0.162858     0.047608    -1.791645
51666.50     0.195538     0.270437    -2.172377
51666.75    -0.086102     0.031963    -3.053153
51667.00     0.091706     0.019053    -3.318393
51667.25     0.068437     0.018262    -3.322692
51667.50     0.146028     0.352152    -2.652248
51667.75    -0.033133     0.280915    -2.690473
51668.00     0.170587     0.358758    -1.784472
51668.25     0.185520     0.499273    -0.549706
51668.50     0.381386     0.867250     2.158352
51668.75     0.353795     0.396696     3.673168
51669.00     0.615819     0.035803     3.812625
51669.25     0.692728    -0.150265     2.393150
51669.50     0.728726    -0.004441     1.084654
51669.75     0.444807    -0.167117    -0.334630
51670.00     0.415322    -0.190629    -1.048259
51670.25     0.230557    -0.085372    -1.794930
51670.50     0.123122     0.246709    -1.342848
51670.75    -0.114918     0.112817    -0.718044
51671.00     0.006978     0.120614     0.137124
51671.25     0.051545     0.142734     1.144613
51671.50     0.229766     0.377359     2.316011
51671.75     0.140368     0.133920     2.669985
51672.00     0.327353    -0.149378     2.506709
51672.25     0.384488    -0.285836     1.147764
51672.50     0.478161     0.024521    -0.095241
51672.75     0.242462    -0.086159    -1.335580
51673.00     0.489143     0.036918    -1.354452
51673.25     0.553425     0.103465    -2.487330
51673.50     0.649133     0.394496    -2.594378
51673.75     0.507604     0.355647    -2.773989
51674.00     0.586102     0.306502    -2.672908
51674.25     0.546799     0.365830    -2.819121
51674.50     0.570788     0.698679    -2.433467
51674.75     0.465505     0.574576    -2.206575
51675.00     0.644400     0.624318    -1.639255
51675.25     0.715552     0.750636    -1.588638
51675.50     0.804227     1.030667    -1.338339
51675.75     0.562934     0.821459    -1.053989
51676.00     0.559700     0.739909    -0.984956
51676.25     0.516310     0.674368    -1.436363
51676.50     0.495257     0.910586    -1.863689
51676.75     0.180526     0.732588    -2.403118
51677.00     0.097708     0.711109    -2.588165
51677.25     0.067769     0.740574    -2.842234
51677.50     0.079400     1.096446    -2.017362
51677.75    -0.153630     0.855816    -1.539571
51678.00    -0.145091     0.830168    -0.172105
51678.25    -0.275709     0.772972     0.639112
51678.50    -0.504837     0.862315     1.107384
51678.75    -0.868246     0.424648     0.657162
51679.00    -0.752118     0.244844     0.335969
51679.25    -0.787666     0.245802     0.117669
51679.50    -0.808268     0.407788     0.343636
51679.75    -0.975650     0.067684    -0.216707
51680.00    -0.732453     0.011225    -0.555252
51680.25    -0.730829    -0.001058    -1.431893
51680.50    -0.466793     0.352531    -1.409289
51680.75    -0.541594     0.178419    -1.599018
51681.00    -0.258753     0.206634    -1.703275
51681.25    -0.212208     0.271358    -1.874460
51681.50    -0.128738     0.625856    -1.361716
51681.75    -0.256007     0.599377    -1.000897
51682.00    -0.189424     0.662050     0.278594
51682.25    -0.242280     0.669623     1.322364
51682.50    -0.240520     0.734445     2.323240
51682.75    -0.319992     0.382305     2.353317
51683.00    -0.150769     0.199249     1.953738
51683.25    -0.152866     0.067695     1.127983
51683.50    -0.087205     0.311754     0.420142
51683.75    -0.189780     0.318985    -0.475420
51684.00    -0.047970     0.503644    -0.367640
51684.25    -0.035276     0.519429    -0.206330
51684.50     0.212417     0.693712    -0.156300
51684.75     0.238049     0.448936    -0.787324
51685.00     0.560037     0.428319    -0.308885
51685.25     0.781054     0.459253    -0.556837
51685.50     0.988395     0.678798    -0.058296
51685.75     0.928836     0.538867    -0.248664
51686.00     1.211790     0.499004     0.245434
51686.25     1.326960     0.555333    -0.193627
51686.50     1.408692     0.806153     0.090306
51686.75     1.339225     0.705067    -0.122581
51687.00     1.502101     0.785162     0.311875
51687.25     1.627616     0.923313     0.024513
51687.50     1.720025     1.277680     0.802878
51687.75     1.508496     1.178531     0.935761
51688.00     1.574071     1.158743     1.021513
51688.25     1.513584     1.197453     1.053254
51688.50     1.495475     1.444978     1.519472
51688.75     1.320212     1.185647     1.359615
51689.00     1.382554     1.093972     2.014192
51689.25     1.460238     1.077160     2.220052
51689.50     1.474183     1.250694     2.663078
51689.75     1.332044     0.935062     3.173389
51690.00     1.527083     0.847906     3.611897
51690.25     1.803208     0.676083     4.179919
51690.50     2.148886     0.848942     4.751585
51690.75     2.103126     0.549747     3.800332
51691.00     2.237869     0.483389     2.727309
51691.25     2.288812     0.371315     1.397150
51691.50     2.321429     0.606180     0.575897
51691.75     2.082115     0.379838    -0.814732
51692.00     2.212672     0.351086    -1.174104
51692.25     2.290964     0.413907    -2.129371
51692.50     2.358235     0.711217    -2.142883
51692.75     2.048990     0.548243    -2.928404
51693.00     2.028305     0.484693    -2.522052
51693.25     1.924165     0.535483    -3.059369
51693.50     1.844142     0.720600    -2.778496
51693.75     1.554218     0.596209    -2.524668
51694.00     1.584114     0.597557    -1.838464
51694.25     1.383089     0.627922    -1.783047
51694.50     1.355651     0.932973    -1.142458
51694.75     1.115468     0.748661    -0.612105
51695.00     1.200780     0.715067     0.000622
51695.25     1.149061     0.651644     0.891591
51695.50     1.334111     0.900908     2.347261
51695.75     1.172335     0.583854     3.872988
51696.00     1.095468     0.197204     3.932386
51696.25     0.979379     0.137765     3.207821
51696.50     0.829703     0.311484     2.885823
51696.75     0.300532    -0.002536     1.611711
51697.00     0.354656    -0.053766     1.316179
51697.25     0.329627    -0.113543     0.638609
51697.50     0.456222     0.170617     0.819348
51697.75     0.405689     0.050021     0.598905
51698.00     0.600785     0.020337     1.126937
51698.25     0.690414     0.022978     0.653146
51698.50     0.686865     0.232010     0.825461
51698.75     0.555938    -0.032543     0.626309
51699.00     0.630266    -0.169171     0.255044
51699.25     0.517762    -0.149255    -0.598255
51699.50     0.489653     0.092760    -0.695129
51699.75     0.324472    -0.130254    -1.636819
51700.00     0.423178    -0.255701    -2.373544
51700.25     0.527332    -0.132718    -3.207655
51700.50     0.663633     0.159781    -3.630806
51700.75     0.563533     0.150064    -4.047978
51701.00     0.913105     0.401196    -2.822359
51701.25     0.997946     0.687357    -2.556213
51701.50     0.915163     1.000929    -1.731417
51701.75     0.858122     0.661529    -1.403787
51702.00     1.253521     0.485202    -1.723077
51702.25     1.403218     0.444549    -2.095792
51702.50     1.576236     0.615199    -1.397306
51702.75     1.568289     0.480547    -0.802161
51703.00     1.802246     0.448439     0.277542
51703.25     1.835706     0.508016     0.767146
51703.50     2.047057     0.949047     2.129911
51703.75     1.955144     0.800357     3.239360
51704.00     2.307484     0.667641     4.665037
51704.25     2.430175     0.351522     5.526684
51704.50     2.372913     0.219699     5.687556
51704.75     1.916622    -0.078251     4.243147
51705.00     1.910785    -0.188366     3.885463
51705.25     1.811537    -0.229854     3.667886
51705.50     1.708449    -0.178194     3.421910
51705.75     1.534814    -0.379440     1.880531
51706.00     1.598023    -0.404829    -0.046967
51706.25     1.350793    -0.442527    -2.787829
51706.50     1.176864    -0.185069    -3.897245
51706.75     0.814831    -0.314904    -4.717851
51707.00     0.726640    -0.320209    -4.499662
51707.25     0.674323    -0.322639    -5.038139
51707.50     0.622371    -0.057049    -4.557344
51707.75     0.537613    -0.214578    -4.724173
51708.00     0.692809    -0.250383    -4.315828
51708.25     0.798313    -0.190116    -4.728460
51708.50     0.828077     0.113409    -4.582715
51708.75     0.690466     0.033384    -4.662681
51709.00     0.827541     0.166749    -3.676203
51709.25     0.862749     0.299924    -3.474303
51709.50     0.851747     0.714210    -2.075561
51709.75     0.764521     0.625571    -1.070318
51710.00     0.998785     0.723587     0.618209
51710.25     1.084333     0.829610     1.265890
51710.50     1.225052     1.267638     3.030831
51710.75     0.877005     1.167027     3.823720
51711.00     0.824342     1.178720     5.269892
51711.25     0.607870     0.995109     5.880742
51711.50     0.535851     1.040503     6.553062
51711.75     0.378736     0.734967     5.655682
51712.00     0.521543     0.789755     6.159098
51712.25     0.453890     0.830049     7.885293
51712.50     0.285462     0.726442     8.091510
51712.75     0.270230     0.299161     6.065844
51713.00     0.217765     0.059440     4.140302
51713.25     0.192601     0.160896     1.477355
51713.50     0.182242     0.593565     0.696727
51713.75     0.015948     0.637412     0.695834
51714.00     0.184855     0.714196     1.048177
51714.25     0.305615     0.814841     1.497168
51714.50     0.414316     1.106524     2.397995
51714.75     0.401311     0.738038     2.453237
51715.00     0.757933     0.664183     2.314005
51715.25     0.930529     0.627627     1.385851
51715.50     1.091557     0.826017     1.677918
51715.75     1.050000     0.598434     1.212673
51716.00     1.235852     0.661895     1.034089
51716.25     1.196078     0.813599     1.209877
51716.50     1.356993     1.139469     2.361093
51716.75     1.265562     1.024269     3.401580
51717.00     1.498407     1.078494     4.553883
51717.25     1.637118     1.192953     7.137772
51717.50     1.679688     1.197843     9.313003
51717.75     1.347142     0.745477     7.906144
51718.00     1.370073     0.564091     6.060726
51718.25     1.421825     0.601163     4.106160
51718.50     1.433290     0.800489     3.755332
51718.75     1.048444     0.625075     2.466045
51719.00     1.063640     0.690466     1.537273
51719.25     0.944883     0.712818     0.251016
51719.50     1.032130     1.006763    -0.320554
51719.75     0.902027     0.908527    -0.652938
51720.00     1.084510     0.981494    -0.317709
51720.25     1.175535     1.076884    -0.236882
51720.50     1.334099     1.388363     1.111342
51720.75     1.099293     1.102390     1.621298
51721.00     1.118545     0.840519     2.211520
51721.25     1.185348     0.571063     1.494557
51721.50     1.232329     0.721473     0.268343
51721.75     1.015438     0.610305    -0.737973
51722.00     1.137744     0.762958    -0.628546
51722.25     1.204505     1.010823     0.046540
51722.50     1.104808     1.409745     1.717416
51722.75     0.657986     1.084694     3.000440
51723.00     0.493649     0.752389     2.848296
51723.25     0.491780     0.636990     1.567556
51723.50     0.527275     0.851092     0.916524
51723.75     0.394724     0.706494     0.975958
51724.00     0.518025     0.606502     0.980270
51724.25     0.527536     0.596690     0.783857
51724.50     0.552446     0.798445     0.490096
51724.75     0.413720     0.617178     0.032041
51725.00     0.634374     0.584965    -0.321513
51725.25     0.732346     0.602791    -0.992076
51725.50     0.723276     0.848684    -1.241206
51725.75     0.519722     0.657192    -1.533410
51726.00     0.697334     0.663227    -1.138021
51726.25     0.725571     0.657490    -1.572631
51726.50     0.637295     0.909257    -1.226246
51726.75     0.384732     0.832636    -1.216595
51727.00     0.474683     0.865152    -0.904665
51727.25     0.446479     0.996312    -0.888798
51727.50     0.588444     1.308607    -0.348963
51727.75     0.472472     1.199272     0.194298
51728.00     0.548553     1.054236     0.819782
51728.25     0.365041     0.852178     0.392794
51728.50     0.335181     0.980359    -0.053615
51728.75     0.125349     0.737014    -1.315137
51729.00     0.341322     0.710185    -1.923811
51729.25     0.523641     0.833983    -2.049016
51729.50     0.576714     1.003970    -1.648235
51729.75     0.540696     0.753743    -1.142880
51730.00     0.893829     0.581344    -0.687722
51730.25     1.047764     0.509579    -1.158693
51730.50     1.247082     0.588439    -0.800898
51730.75     1.174521     0.284579    -0.845956
51731.00     1.319580     0.130352    -0.111604
51731.25     1.461331     0.072546    -0.196805
51731.50     1.492223     0.254506     0.389850
51731.75     1.123619     0.159913     0.101385
51732.00     1.140380     0.261625     0.027700
51732.25     1.161104     0.453283    -0.783171
51732.50     1.049659     0.692365    -1.890217
51732.75     0.779721     0.642125    -3.005885
51733.00     0.945226     0.748863    -3.498897
51733.25     1.015426     0.868849    -3.862299
51733.50     1.041924     1.095182    -3.407263
51733.75     0.949032     1.002043    -2.925472
51734.00     1.193701     0.929133    -2.092305
51734.25     1.371765     1.015102    -1.210084
51734.50     1.608352     1.180280     0.203937
51734.75     1.527164     0.941077     1.846065
51735.00     1.647070     0.868641     2.742678
51735.25     1.569110     0.841809     3.055842
51735.50     1.474111     1.108474     2.741400
51735.75     1.231636     0.964463     1.825256
51736.00     1.290976     0.935262     1.737538
51736.25     1.412639     0.888500     1.520361
51736.50     1.500793     0.994558     1.583871
51736.75     1.258573     0.788295     1.299319
51737.00     1.392984     0.839574     1.148870
51737.25     1.293611     0.829260     0.109554
51737.50     1.239315     1.117510    -0.119306
51737.75     0.946134     0.998838    -0.383554
51738.00     1.044617     1.051115    -0.086874
51738.25     0.974111     1.074759    -0.549233
51738.50     1.065637     1.377350     0.167243
51738.75     0.943978     1.214763     0.147462
51739.00     1.061090     1.173262     0.677433
51739.25     1.079781     1.168860     0.436885
51739.50     1.258836     1.361094     0.876162
51739.75     1.057792     1.113783     0.888191
51740.00     1.277050     0.990814     0.888840
51740.25     1.339139     0.946212     0.592305
51740.50     1.464476     1.082275     0.426957
51740.75     1.160696     0.905368     0.007399
51741.00     1.299333     0.894047     0.259789
51741.25     1.094221     0.759070    -0.394998
51741.50     1.127356     0.929890    -0.369335
51741.75     0.734563     0.657125    -0.592369
51742.00     0.823295     0.561777    -0.878993
51742.25     0.877054     0.617202    -1.422041
51742.50     1.052774     0.907399    -1.157705
51742.75     0.901745     0.844412    -0.692500
51743.00     0.979325     0.795596    -0.075587
51743.25     1.230563     0.943965     0.740483
51743.50     1.375454     1.162661     1.634785
51743.75     1.185775     0.993449     2.197897
51744.00     1.333236     0.933735     3.007316
51744.25     1.497700     0.946280     3.349103
51744.50     1.483700     0.980882     3.659059
51744.75     1.338328     0.685986     4.077153
51745.00     1.406303     0.547749     4.016057
51745.25     1.327803     0.459497     4.067867
51745.50     1.377796     0.597550     4.152637
51745.75     1.095209     0.301702     3.141563
51746.00     0.966545     0.190956     2.301700
51746.25     0.898932     0.211864     1.404263
51746.50     0.947330     0.389840     1.440291
51746.75     0.636743     0.208737     0.459840
51747.00     0.759288     0.174834    -0.039144
51747.25     0.737590     0.264095    -0.900638
51747.50     0.752581     0.506980    -1.379794
51747.75     0.514466     0.357275    -2.034430
51748.00     0.749349     0.414007    -2.153003
51748.25     0.856597     0.548783    -2.471544
51748.50     1.053646     0.806938    -2.307268
51748.75     0.920243     0.608978    -2.060422
51749.00     1.036111     0.588335    -2.055255
51749.25     0.919836     0.577150    -2.691759
51749.50     0.948026     0.779979    -2.863857
51749.75     0.699369     0.610816    -3.419302
51750.00     0.679867     0.625889    -3.767859
51750.25     0.785322     0.660796    -4.539924
51750.50     0.868987     0.980028    -4.501871
51750.75     0.676272     0.764905    -4.941306
51751.00     0.788983     0.706572    -4.822238
51751.25     0.788344     0.708863    -5.371620
51751.50     0.650102     0.929547    -5.706851
51751.75     0.401313     0.662357    -5.005447
51752.00     0.572046     0.597740    -4.342551
51752.25     0.452497     0.541054    -3.870798
51752.50     0.450941     0.810993    -3.170382
51752.75     0.219483     0.588309    -2.651022
51753.00     0.429646     0.534860    -2.061575
51753.25     0.483206     0.407391    -2.404866
51753.50     0.667927     0.576514    -2.820123
51753.75     0.438133     0.330553    -3.657808
51754.00     0.536950     0.375022    -4.263157
51754.25     0.501284     0.371514    -5.028106
51754.50     0.474200     0.587282    -5.182067
