PLAY	PLYCDE	FIELD	FLDCDE	JURIS	LEASE AREA	HC	DISC	PDEP	WDEP	TRAP	DRIVE	PAY	AREA	POR	PERM	TI	PI	SW	API	SPGR	O-GR	YIELD	CUMO	CUMG	RESO	RESG	RFO	RFG
mm4r1	19211	BA412	805412	FEDERAL	BRAZOS	G	88	6613	68	B	PD	4	294	0.28		159	4350	0.43	0.0	0.58	0	1.8	1	552	2	1029		0.82
mm4r1	19211	BA437	805437	FEDERAL	BRAZOS	G	80	6294	66	B	WD	5	1416	0.26		165	2995	0.51	0.0	0.59	0	2.7	5	2505	3	483		0.43
mm4r1	19211	BA451	805451	FEDERAL	BRAZOS	G	82	6180	69	B	PAR	7	408	0.31		144	2889	0.39	0.0	0.60	0	1.7	3	2295	4	1763		0.85
mm4r1	19211	BA453	805453	FEDERAL	BRAZOS	G	82	6768	75	B	PAR	12	1690	0.29		164	3903	0.48	0.0	0.58	0	3.5	71	20126	18	5401		0.81
mm4r1	19211	BA475	805475	FEDERAL	BRAZOS	G	91	6490	75	D	WD	4	246	0.26		154	3033	0.26	0.0	0.60	0	4.2	0	0	4	1020		0.66
mm4r1	19211	BA491	805491	FEDERAL	BRAZOS	G	88	6286	75	D	WD	15	459	0.26		165	2927	0.42	0.0	0.60	0	11.0	35	3539	22	1593		0.62
mm4r1	19211	EC014	824014	FEDERAL	EAST CAMERON	G	68	9151	35	C	WD	15	369	0.26		190	4278	0.28	0.0	0.62	0	4.9	28	5797	0	0		0.54
mm4r1	19211	EC033	824033	FEDERAL	EAST CAMERON	G	70	10373	38	D	PAR	49	5329	0.24		214	4584	0.31	0.0	0.60	0	6.3	1878	290792	44	14064		0.65
mm4r1	19211	EC046	824046	FEDERAL	EAST CAMERON	G	78	10110	48	D	COM	12	315	0.27		191	4947	0.18	0.0	0.60	0	1.8	11	7552	3	324		0.82
mm4r1	19211	GA144	837144	FEDERAL	GALVESTON	G	77	6409	49	G	WD	40	313	0.28		158	3520	0.22	33.0	0.60	873	13.1	733	6500	0	0	0.46	0.25
mm4r1	19211	GA189	837189	FEDERAL	GALVESTON	O	55	6229	59	B	WD	35	191	0.30		160	2911	0.25	34.0	0.65	1445	0.2	2138	4570	464	578	0.35	0.85
mm4r1	19211	GA273	837273	FEDERAL	GALVESTON	G	91	7265	64	B	WD	8	299	0.27		167	3720	0.38	0.0	0.60	0	0.3	1	1453	0	639		0.53
mm4r1	19211	GA303	837303	FEDERAL	GALVESTON	G	85	8250	64	B	PAR	26	478	0.26		179	3926	0.16	0.0	0.58	0	2.3	47	21660	3	620		0.85
mm4r1	19211	GA343	837343	FEDERAL	GALVESTON	G	88	7244	72	B	WD	18	1598	0.26		189	3782	0.29	0.0	0.58	0	5.1	104	21164	48	8338		0.61
mm4r1	19211	HI052	848052	FEDERAL	HIGH ISLAND	G	59	5397	42	B	WD	42	527	0.28		138	2535	0.24	0.0	0.60	0	8.3	111	12689	1	712		0.38
mm4r1	19211	HI088	848088	FEDERAL	HIGH ISLAND	G	69	7548	38	B	WD	29	1482	0.28		173	3593	0.21	0.0	0.58	0	2.9	118	41369	37	12600		0.61
mm4r1	19211	HI111	848111	FEDERAL	HIGH ISLAND	G	74	7466	47	B	WD	25	784	0.26		188	3414	0.20	0.0	0.60	0	16.4	300	20442	188	9245		0.83
mm4r1	19211	HI116	848116	FEDERAL	HIGH ISLAND	G	84	8594	44	C	WD	36	1698	0.24		194	4082	0.17	0.0	0.59	0	3.0	215	72025	3	1476		0.63
mm4r1	19211	HI160	848160	FEDERAL	HIGH ISLAND	G	65	8490	50	B	WD	5	36	0.26		179	4048	0.27	0.0	0.60	0	0.0	0	90	0	0		0.25
mm4r1	19211	HI194	848194	FEDERAL	HIGH ISLAND	G	84	7649	55	B	PAR	14	493	0.29		183	4199	0.21	0.0	0.60	0	2.2	0	0	23	10661		0.68
mm4r1	19211	HI119	850119	FEDERAL	HIGH ISLAND	G	70	9060	49	B	PAR	8	179	0.24		219	6049	0.23	0.0	0.60	0	11.6	22	1922	0	0		0.59
mm4r1	19211	MI604	873604	FEDERAL	MATAGORDA ISLAND	G	84	5534	87	B	PAR	11	980	0.30		137	2588	0.37	0.0	0.60	0	3.4	6	2562	27	7254		0.65
mm4r1	19211	MI703	873703	FEDERAL	MATAGORDA ISLAND	G	79	5700	125	B	PAR	3	1150	0.31		138	2666	0.52	0.0	0.60	0	3.4	0	0	7	1983		0.48
mm4r1	19211	MU757	875757	FEDERAL	MUSTANG ISLAND	G	76	5274	146	D	PAR	25	104	0.25		142	2512	0.40	0.0	0.57	0	2.5	6	2422	0	0		0.85
mm4r1	19211	MU782	875782	FEDERAL	MUSTANG ISLAND	G	84	4729	145	B	WD	13	1637	0.28		127	2213	0.50	0.0	0.60	0	0.4	0	0	4	9752		0.50
mm4r1	19211	MU785	875785	FEDERAL	MUSTANG ISLAND	G	89	5230	177	D	PAR	7	217	0.31		133	2447	0.52	0.0	0.60	0	0.1	0	740	0	68		0.49
mm4r1	19211	MU831	875831	FEDERAL	MUSTANG ISLAND	G	75	5156	166	B	PAR	7	814	0.26		132	2420	0.40	0.0	0.60	0	0.3	0	600	1	2769		0.56
mm4r1	19211	PN967	881967	FEDERAL	NORTH PADRE ISLAND	G	76	4842	120	D	WD	20	1242	0.28		143	2342	0.30	0.0	0.66	0	0.2	5	22989	0	1431		0.69
mm4r1	19211	PN969	881969	FEDERAL	NORTH PADRE ISLAND	G	87	5868	151	D	PAR	9	494	0.28		140	2744	0.35	0.0	0.58	0	0.3	1	3638	2	2753		0.85
mm4r1	19211	PN010A	883010	FEDERAL	NORTH PADRE ISLAND	G	88	5256	189	D	PAR	9	305	0.27		140	2459	0.22	0.0	0.60	0	0.3	0	0	1	3070		0.69
mm4r1	19211	SA013	890013	FEDERAL	SABINE PASS	O	79	7877	36	C	PAR	21	370	0.28		165	3677	0.31	35.0	0.60	2149	200.0	2378	5644	213	296	0.33	0.70
mm4r1	19211	SA017	890017	FEDERAL	SABINE PASS	G	82	7011	41		PAR	22	231	0.30		186	3233	0.30	0.0	0.62	0	69.8	107	596	284	5014		0.64
mm4r1	19211	WC040	935040	FEDERAL	WEST CAMERON	G	58	7000	62	C	WD	15	140	0.32		154	3270	0.17	0.0	0.60	0	5.0	19	3853	0	0		0.76
mm4r1	19211	WC045	935045	FEDERAL	WEST CAMERON	O	49	6389	33	D	WD	11	396	0.32		160	2963	0.26	37.0	0.67	1551	11.0	893	3109	443	606	0.31	0.71
mm4r1	19211	WC066	935066	FEDERAL	WEST CAMERON	G	74	8056	33	D	PAR	38	3370	0.30		164	3725	0.20	36.0	0.60	1490	13.0	14810	148826	1970	30144	0.32	0.69
mm4r1	19211	WC110	935110	FEDERAL	WEST CAMERON	G	54	7948	43	D	WD	92	1440	0.25		198	3711	0.28	37.0	0.61	3907	10.4	1625	139879	59	7713	0.30	0.67
mm4r1	19211	WC118	935118	FEDERAL	WEST CAMERON	G	60	7135	31	D	WD	42	562	0.31		187	3333	0.17	0.0	0.65	0	7.8	131	36710	189	4492		0.79
mm4r1	19211	WC198	935198	FEDERAL	WEST CAMERON	G	93	14490	55	B	PAR	20	140	0.28		287	6753	0.27	0.0	0.60	0	10.0	23	51	21	4358		0.65
mm4r2a	19221	BLOCK 340                               	9567	TEXAS/3	BRAZOS                              	B	82	7862	52	B	PD	19	730	0.31	0	157	2558	0.46	56.5	0.61	8208	0.0	45	2531	0	0	0.00	0.74
mm4r2a	19221	BLOCK 368-L                             	9571	TEXAS/3	BRAZOS                              	G	78	6155	52	B	COM	13	866	0.32		152	2786	0.50	51.4	0.61	346333		0	1339		0		0.45
mm4r2a	19221	BRAZOS BLOCK 335-L	11640	TEXAS/3	BRAZOS                              	G	90	7110	59	B	WD	62	1042	0.32		167	3182	0.52	51.1	0.59	214649		20	10207		14678		0.52
mm4r2a	19221	BRAZOS BLOCK 336-L	11642	TEXAS/3	BRAZOS                              	G	89	7396	46	B	WD	20	465	0.32		196	3168	0.39	51.9	0.59	258178		22	10887		15194		0.48
mm4r2a	19221	BRAZOS BLOCK 409-L	11655	TEXAS/3	BRAZOS                              	G	77	6832	52	B	WD	8	757	0.34		176	3141	0.35	49.9	0.58	476981		0	5346		0		0.37
mm4r2a	19221	BRAZOS BLOCK 438-L	11665	TEXAS/3	BRAZOS                              	G	84	6534	59	B		10	325	0.29		160	2581	0.32	60.0	0.58	2235		0	1156		0		0.46
mm4r2a	19221	"COWTRAP, NORTH"	21310	TEXAS/3	BRAZOS                              	G	80	6952	52	B	WD	16	62	0.32		137	2719	0.36	52.0	0.58	5416890		0	4347		0		0.54
mm4r2a	19221	"COWTRAP, S."	21312	TEXAS/3	BRAZOS                              	G	80	6936	52	B	WD	14	602	0.32		141	3238	0.43	52.7	0.58	8452263		0	7197		0		0.63
mm4r2a	19221	GALVESTON BLOCK 310-L	33853	TEXAS/3	GALVESTON                           	G	74	6820	59	B	COM	67	4077	0.32		175	3636	0.20	51.5	0.59			0	41582		2664		0.46
mm4r2a	19221	KAIN	48028	TEXAS/3	BRAZOS                              	G	54	5189	10	B	WD	16	840	0.34		133	2018	0.30		0.56			0	7739		0		0.39
mm4r2a	19221	MIDDLE BANK REEF	61041	TEXAS/3	BRAZOS                              	G	77	6890	52	B	PD	7	2496	0.30	52	161	3260	0.59	50.3	0.58	397897		26	22292		4600		0.72
mm4r2a	19221	ST. TR. 444-S	85727	TEXAS/3	BRAZOS	G	92	7956	52	B		68	2060	0.00		186	3057	0.00	44.9	0.59	599455		4	10606		44713		0.46
mm4r2b	19222	BLOCK 340	9567	TEXAS/3	BRAZOS                              	G	79	6585	56	B	WD	32	1517	0.28		147	2961	0.50	58.0	0.58	1064000		0	4384		0		0.56
mm4r2b	19222	BLOCK 245	9570	TEXAS/3	GALVESTON                           	G	77	5963	52	B	WD	42	550	0.35		143	2757	0.09	40.6	0.59	320000		19	6642		373		0.47
mm4r2b	19222	BLOCK 368-L	9571	TEXAS/3	BRAZOS                              	G	74	5757	52	B	COM	20	1936	0.28		148	2636	0.38	49.6	0.57	98675		0	17946		1375		0.69
mm4r2b	19222	BLOCK 367-L	9580	TEXAS/3	BRAZOS                              	G	84	6235	56	B	COM	7	325	0.16	259	135	2982	0.43	49.3	0.62	1044000		0	254		0		0.70
mm4r2b	19222	BRAZOS BLOCK 335-L	11640	TEXAS/3	BRAZOS                              	G	90	6244	59	B	WD	18	279	0.29		160	2768	0.50	51.8	0.58	361484		3	938		0		0.32
mm4r2b	19222	BRAZOS BLOCK 336-L	11642	TEXAS/3	BRAZOS                              	G	89	6760	46	B	WD	41	1166	0.29		187	3052	0.50	50.1	0.58	235073		17	11871		15041		0.47
mm4r2b	19222	BRAZOS BLOCK 386-S	11648	TEXAS/3	BRAZOS                              	G	72	7864	33	B	PD	33	2751	0.29		141	2484	0.43	46.4	0.59	877000		0	48761		0		0.64
mm4r2b	19222	BRAZOS BLOCK 403-L	11651	TEXAS/3	BRAZOS                              	G	86	5362	49	B		16	325	0.29		134	2495	0.80	48.4	0.57	1355972		0	1995		9		0.47
mm4r2b	19222	GALVESTON 220-L	33839	TEXAS/3	GALVESTON                           	G	88	5790	49	B	PD	6	163	0.31		142	2701	0.30	46.3	0.59	24995		23	5758		86		0.70
mm4r2b	19222	KAIN	48028	TEXAS/3	BRAZOS                              	G	69	6800	10	B	WD	10	240	0.29		157	2079	0.48	0.0	0.56			0	990		0		0.46
mm4r2b	19222	MIDDLE BANK REEF	61041	TEXAS/3	BRAZOS                              	G	79	6631	59	B	PD	15	4729	0.26	16	149	2935	0.39	49.1	0.60	355610		23	34265		4198		0.46
mm4r2b	19222	ST. TR. 339-L	85725	TEXAS/3	BRAZOS	G	92	5982	52	B		76	977	0.00		157	2643	0.00	46.7	0.58			0	975		6142		0.47
mm4r2b	19222	ST. TR. 444-S	85727	TEXAS/3	BRAZOS	G	92	6150	52	B		19	325			140	2641		46.7	0.57	50633		1	1351		5679		0.47
mm4r3	19231	HARENA                                  	39051	TEXAS/4	SOUTH PADRE ISLAND                  	G	82	7097	66	D	WD	33	1219	0.30		170	3162	0.47		0.58			0	4446		0		0.56
mm4a1a	19411	BRAZOS AREA 446-L SE-4                  	11612	TEXAS/3	BRAZOS                              	G	82	5232	52	B	WD	20	198	0.27		141	2328	0.49	45.2	0.57	875000		0	71		0		0.41
mm4a1a	19411	COLORADO DELTA                          	19815	TEXAS/3	BRAZOS                              	G	75	4956	20	B	WD	34	940	0.28		143	2311	0.47	0.0	0.57			0	235		0		0.49
mm4a1a	19411	MATAGORDA BLOCK 563-L                   	58206	TEXAS/2	MATAGORDA ISLAND                    	G	84	5106	66	B	WD	14	378	0.29		131	2763	0.53	45.0	0.57	63000		6	5042		456		0.38
mm4a1a	19411	MATAGORDA ISLAND BLK. 582-S.            	58220	TEXAS/3	MATAGORDA ISLAND                    	G	76	4885	36	B	WD	21	300	0.37		140	2194	0.25	43.0	0.56	531000		0	1907		0		0.30
mm4a1a	19411	SHERMAN OFFSHORE                        	83189	TEXAS/2	MATAGORDA ISLAND                    	G	74	3069	43	AJ	WD	8	1219	0.25	25	105	1424	0.32	56.1	0.58	7800000		0	6599		5072		0.40
mm4a1a	19411	"SHERMAN OFFSHORE, SW.                   "	83190	TEXAS/2	MATAGORDA ISLAND                    	G	77	3016	46	A	WD	5	651	0.29		108	1343	0.39	51.6	0.56	10000		0	4713		1997		0.38
mm4a1a	19411	"SHERMAN OFFSHORE, W.                    "	83192	TEXAS/2	MATAGORDA ISLAND                    	G	87	3272	43	A	WD	15	325	0.29		108	1306	0.40	0.0	0.56			0	174		0		0.38
mm4a1a	19411	MI604	873604	FEDERAL	MATAGORDA ISLAND	G	84	6697	87	B	WD	18	972	0.28		150	3129	0.44	0.0	0.60	0	2.4	4	2193	27	10809		0.56
mm4a1a	19411	MI619	873619	FEDERAL	MATAGORDA ISLAND	G	75	6467	94	C	PAR	27	2328	0.29		162	3330	0.32	0.0	0.58	0	2.9	131	45264	39	13242		0.53
mm4a1a	19411	MI638	873638	FEDERAL	MATAGORDA ISLAND	G	88	6870	95	D	PAR	19	413	0.28		167	5284	0.54	0.0	0.58	0	2.2	6	965	7	4821		0.46
mm4a1a	19411	MI665	873665	FEDERAL	MATAGORDA ISLAND	G	77	5063	72	B	WD	43	3770	0.26		139	2348	0.46	0.0	0.57	0	0.5	28	58679	2	2901		0.40
mm4a1a	19411	MI687	873687	FEDERAL	MATAGORDA ISLAND	G	89	4574	86	C	WD	20	754	0.32		124	2141	0.21	0.0	0.60	0	0.1	0	6690	2	8897		0.61
mm4a1a	19411	MU868	875868	FEDERAL	MUSTANG ISLAND	G	84	4885	122	B	PAR	13	298	0.28		134	2301	0.31	0.0	0.60	0	0.4	0	0	1	3253		0.64
mm4a1b	19412	CREOLE-OFFSHORE	3008	LOUISIANA/3	WEST CAMERON	G	39	6700	13	H				0.00			0	0.00	34.1	0.59	286		58	225				
mm4a1b	19412	EAST CAMERON BLOCK 4	3480	LOUISIANA/3	EAST CAMERON 	G	57	9600	16	H				0.00			0	0.00	43.6	0.60	79174		47	3224				
mm4a1b	19412	HOG BAYOU-OFFSHORE	4529	LOUISIANA/3	EAST CAMERON 	B	53	8100	14	H				0.00			0	0.00	40.6	0.00	21875		1392	20546				
mm4a1b	19412	BLK. 87-S	8895	TEXAS/3	HIGH ISLAND                         	O	81	7394	30	B		20	133	0.25		140	3179	0.27	34.6	0.60	500		662	105	434		0.35	
mm4a1b	19412	WEST CAMERON BLOCK 28	9367	LOUISIANA/3	WEST CAMERON 	O	82	8400	23	H		5		0.00			0	0.00	46.0	0.00	1833		4	1				
mm4a1b	19412	BLOCK 176-S	9569	TEXAS/3	GALVESTON                           	O	73	6633	30	C		5	166	0.25		148	2852	0.37	31.9	0.60	555		82	0	0			
mm4a1b	19412	CAPLEN                                  	15491	TEXAS/3	GALVESTON                           	B	60	5563	10	G	WD	11	491	0.29	0	152	2428	0.41	30.4	0.59	427	0.0	148	344	0	0	0.00	0.53
mm4a1b	19412	CRYSTAL BEACH                           	22086	TEXAS/3	GALVESTON                           	G	76	7521	7	H		3	256	0.25		141	3308	0.40	0.0	0.62	0		0	140		0		0.53
mm4a1b	19412	HIGH ISLAND BLK 10-L	41153	TEXAS/3	HIGH ISLAND                         	O	82	6952	30	C		5	166	0.25		147	2989	0.58	32.0	0.60	591		2	0	0			
mm4a1b	19412	HIGH ISLAND BLK. 19-S	41181	TEXAS/3	HIGH ISLAND                         	O	67	5635	10	H	WD	6	166	0.25		114	2423	0.28	28.0	0.60	434		128	0	28			
mm4a1b	19412	HIGH ISLAND BLK. 20-S	41195	TEXAS/3	HIGH ISLAND                         	O	72	5802	10	H		6	80	0.25		142	2495	0.57	26.0	0.60	391		7	0	0			
mm4a1b	19412	EC014	824014	FEDERAL	EAST CAMERON	G	68	9501	35	C	WD	28	535	0.27		187	4487	0.23	0.0	0.61	0	18.1	362	20862	28	698		0.64
mm4a1b	19412	EC033	824033	FEDERAL	EAST CAMERON	G	71	10842	38	D	WD	36	1198	0.21		228	5021	0.38	0.0	0.60	0	6.6	214	32577	0	0		0.49
mm4a1b	19412	HI052	848052	FEDERAL	HIGH ISLAND	B	60	6214	42	B	WD	24	85	0.31		148	2917	0.30	36.0	0.60	2801	4.8	111	518	2	967	0.10	0.54
mm4a1b	19412	HI160	848160	FEDERAL	HIGH ISLAND	G	61	8361	50	B	WD	32	3673	0.27		177	3978	0.26	0.0	0.60	0	3.3	466	142471	34	7404		0.64
mm4a1b	19412	HI179	848179	FEDERAL	HIGH ISLAND	G	76	7686	58	B	WD	32	528	0.26		178	4124	0.23	0.0	0.59	0	9.6	261	27761	20	1562		0.84
mm4a1b	19412	SA013	890013	FEDERAL	SABINE PASS	O	79	9166	36	C	WD	15	52	0.29		180	4277	0.43	35.0	0.00	10981	0.0	70	771	0	0	0.11	
mm4a1b	19412	WC033	935033	FEDERAL	WEST CAMERON	G	64	10015	29	C	UNK	10	13	0.24		224	4672	0.22	0.0	0.65	0	15.1	1	63	0	0		0.25
mm4a1b	19412	WC045	935045	FEDERAL	WEST CAMERON	B	49	7493	33	D	WD	25	165	0.31		177	3472	0.29	37.0	0.65	3681	53.3	544	3418	143	1223	0.26	0.55
mm4a1b	19412	WC066	935066	FEDERAL	WEST CAMERON	G	74	8465	33	D	WD	17	3156	0.30		166	3947	0.21	42.0	0.60	640	8.9	4757	44270	4253	14785	0.42	0.58
mm4a1b	19412	WC071	935071	FEDERAL	WEST CAMERON	G	55	8959	40	C	WD	32	1991	0.27		204	4135	0.29	44.0	0.61	3205	37.9	2746	53745	192	1314	0.18	0.49
mm4a1b	19412	WC116	935116	FEDERAL	WEST CAMERON	G	89	10055	36	C	WD	82	140	0.20		193	4691	0.27	0.0	0.60	0	6.0	20	3565	52	8482		0.67
mm4a1b	19412	WC118	935118	FEDERAL	WEST CAMERON	G	84	8850	31	D	PAR	15	46	0.30		209	4130	0.18	0.0	0.58	0	109.5	41	324	80	787		0.70
mm4p1	19611	EAST CAMERON BLOCK 17	3502	LOUISIANA/3	EAST CAMERON 	G	55	11451	25	H				0.00				0.00	52.3	0.60	37037		187	10076				
mm4p1	19611	LIGHTHOUSE POINT	5972	LOUISIANA/2	SOUTH MARSH	B	61	12660	7	H		61	7634	0.30	1500	0	0	0.00	45.2	0.53	186822	0.0	2519	36885	0	0	0.00	0.00
mm4p1	19611	MOUND POINT	6912	LOUISIANA/2	SOUTH MARSH	G	59	12177	6	H		13	407	0.00			1865	0.00	48.7	0.52	115898		77232	184182				
mm4p1	19611	TIMBALIER BAY-OFFSHORE	8971	LOUISIANA/1	TIMBALIER BAY	G	77	16800	6	H				0.00				0.00	45.8	0.58	23883		1306	62618				
mm4p1	19611	VERMILION BLOCK 14	9126	LOUISIANA/2	VERMILION 	G	65	12334	17	H				0.00				0.00	51.7	0.60			1335	139930				
mm4p1	19611	VERMILION BLOCK 16	9137	LOUISIANA/2	VERMILION 	G	61	12697	16	H		25	638	0.00				0.00	46.0	0.60			53	8010				
mm4p1	19611	VERMILION BLOCK 28	9144	LOUISIANA/2	VERMILION 	G	91	13600	16	H				0.00			0	0.00	49.1	0.64	25592		42	1718				
mm4p1	19611	WEST CAMERON BLOCK 49	9432	LOUISIANA/3	WEST CAMERON 	G	78	8400	25	H				0.00			0	0.00	48.6	0.59	415250		43	6005				
mm4p1	19611	LP000	413824	FEDERAL	LIGHT POINT	G	60	11612	11	D	WD	36	1192	0.29		212	4994	0.23	0.0	0.60	0	13.5	797	58980	0	0		0.58
mm4p1	19611	TS000	707758	FEDERAL	TIGER SHOAL	G	58	11908	13	D	WD	48	8361	0.26		220	5422	0.19	37.0	0.69	1477	10.3	8694	694084	52	25729	0.18	0.74
mm4p1	19611	BA364	805364	FEDERAL	BRAZOS	G	91	8227	65	D	WD	32	1047	0.26		201	4017	0.43	0.0	0.59	0	7.0	107	16960	93	11597		0.60
mm4p1	19611	BA376	805376	FEDERAL	BRAZOS	G	86	7833	59	D	PAR	92	237	0.30		165	3591	0.27	0.0	0.60	0	6.1	62	9897	144	23912		0.75
mm4p1	19611	BA399	805399	FEDERAL	BRAZOS	G	89	7704	62	D	PAR	60	819	0.29		162	3569	0.37	0.0	0.57	0	2.4	53	26800	101	36666		0.74
mm4p1	19611	BA412	805412	FEDERAL	BRAZOS	G	83	6688	68	B	PD	22	1935	0.30		160	4069	0.39	0.0	0.58	0	4.6	130	38551	193	32012		0.84
mm4p1	19611	BA413	805413	FEDERAL	BRAZOS	G	89	7575	63	D	PAR	8	800	0.30		164	4954	0.53	0.0	0.58	0	4.2	31	7602	5	1123		0.85
mm4p1	19611	BA437	805437	FEDERAL	BRAZOS	G	80	6716	66	B	PD	62	1317	0.28		170	3126	0.46	0.0	0.58	0	3.5	222	61898	34	11118		0.71
mm4p1	19611	BA451	805451	FEDERAL	BRAZOS	G	79	7114	69	B	WD	108	1501	0.29		149	3384	0.45	0.0	0.58	0	3.4	306	89414	120	37190		0.53
mm4p1	19611	BA453	805453	FEDERAL	BRAZOS	G	82	7487	75	B	PAR	32	1191	0.28		175	4433	0.46	0.0	0.60	0	4.6	135	32436	96	17949		0.81
mm4p1	19611	BA455	805455	FEDERAL	BRAZOS	G	87	8300	92	B	PAR	7	51	0.30		168	6506	0.65	0.0	0.59	0	1.7	0	0	0	148		0.29
mm4p1	19611	BA475	805475	FEDERAL	BRAZOS	G	91	6625	75	D	WD	42	154	0.29		156	3096	0.28	0.0	0.60	0	4.0	14	4920	26	4987		0.85
mm4p1	19611	BA491	805491	FEDERAL	BRAZOS	G	88	6377	75	D	PAR	32	616	0.28		166	2980	0.36	0.0	0.59	0	1.3	16	12676	15	11159		0.77
mm4p1	19611	BA494	805494	FEDERAL	BRAZOS	G	84	12683	83	D	UNK	32	426	0.22		279	11728	0.42	0.0	0.69	0	35.0	396	10561	61	2473		0.50
mm4p1	19611	BA515	805515	FEDERAL	BRAZOS	G	90	6771	78	B	WD	9	236	0.26		142	3164	0.20	0.0	0.60	0	1.8	0	0	5	2738		0.69
mm4p1	19611	BA552	805552	FEDERAL	BRAZOS	G	92	6028	78	C	PAR	20	397	0.28		148	3451	0.53	0.0	0.58	0	0.5	1	1603	2	4146		0.58
mm4p1	19611	EC014	824014	FEDERAL	EAST CAMERON	G	81	12557	35	C	COM	8	385	0.21		251	7184	0.37	32.0	0.62	1000	20.6	94	1857	494	503	0.56	0.48
mm4p1	19611	EC033	824033	FEDERAL	EAST CAMERON	G	60	11590	38	D	WD	33	682	0.26		227	5298	0.27	35.0	0.60	851	10.7	398	22658	92	11793	0.48	0.71
mm4p1	19611	EC038	824038	FEDERAL	EAST CAMERON	G	82	9413	41	D	WD	26	180	0.31		173	4392	0.21	0.0	0.60	0	4.9	25	5317	23	4330		0.78
mm4p1	19611	EC046	824046	FEDERAL	EAST CAMERON	B	78	10554	48	D	COM	61	1258	0.24		197	4897	0.26	35.0	0.60	1282	11.3	11903	84274	2179	6786	0.50	0.77
mm4p1	19611	GA189	837189	FEDERAL	GALVESTON	G	55	8022	59	B	WD	19	160	0.31		197	4578	0.37	36.0	0.63	1529	18.1	78	1462	0	0	0.10	0.25
mm4p1	19611	GA209	837209	FEDERAL	GALVESTON	G	83	8554	56	B	WD	105	1230	0.29		184	4977	0.31	37.0	0.60	650	7.6	1356	37796	1063	105125	0.19	0.51
mm4p1	19611	GA210	837210	FEDERAL	GALVESTON	G	91	7570	58	B	WD	19	420	0.29		176	5072	0.16	0.0	0.60	0	7.5	91	14890	31	1360		0.70
mm4p1	19611	GA239	837239	FEDERAL	GALVESTON	G	90	12271	57	B	WD	32	301	0.26		267	9807	0.37	0.0	0.60	0	35.0	76	1577	166	5321		0.29
mm4p1	19611	GA252	837252	FEDERAL	GALVESTON	G	90	7713	64	B	PAR	33	615	0.27		170	3646	0.33	0.0	0.58	0	3.7	22	5776	59	16178		0.62
mm4p1	19611	GA255	837255	FEDERAL	GALVESTON	G	69	8816	63	C	COM	52	647	0.25		206	5870	0.29	37.0	0.62	1665	21.4	4015	28509	690	9217	0.53	0.60
mm4p1	19611	GA273	837273	FEDERAL	GALVESTON	G	90	8279	64	B	WD	42	261	0.29		181	4237	0.39	0.0	0.60	0	1.8	1	3865	19	7892		0.59
mm4p1	19611	GA313	837313	FEDERAL	GALVESTON	G	84	9640	64	D	WD	25	319	0.30		200	7534	0.41	0.0	0.60	0	22.3	329	14682	43	2019		0.83
mm4p1	19611	GA333	837333	FEDERAL	GALVESTON	G	88	8124	66	C	WD	53	345	0.29		192	4402	0.38	0.0	0.60	0	9.5	48	8282	117	9166		0.51
mm4p1	19611	GA343	837343	FEDERAL	GALVESTON	G	88	8044	72	B	WD	56	1649	0.26		203	4140	0.25	0.0	0.58	0	5.4	489	93219	164	28228		0.69
mm4p1	19611	HI111	848111	FEDERAL	HIGH ISLAND	G	74	8899	47	B	WD	6	450	0.28		207	4121	0.27	0.0	0.61	0	12.5	11	679	6	681		0.25
mm4p1	19611	HI116	848116	FEDERAL	HIGH ISLAND	G	84	9035	44	C	WD	20	978	0.22		200	4307	0.19	0.0	0.59	0	3.8	47	12576	0	0		0.36
mm4p1	19611	HI140	848140	FEDERAL	HIGH ISLAND	G	58	7002	50	B	WD	85	1970	0.28		167	3282	0.20	39.0	0.60	1126	4.4	1354	221802	95	17046	0.46	0.72
mm4p1	19611	HI154	848154	FEDERAL	HIGH ISLAND	G	74	7540	52	L	WD	28	869	0.29		179	3496	0.22	43.0	0.63	3639	9.2	294	14091	183	3850	0.30	0.36
mm4p1	19611	HI160	848160	FEDERAL	HIGH ISLAND	G	61	8460	50	B	WD	74	2878	0.29		178	4033	0.21	0.0	0.59	0	3.1	1025	329538	76	23967		0.73
mm4p1	19611	HI177	848177	FEDERAL	HIGH ISLAND	G	88	10290	51	B	WD	53	749	0.25		216	5426	0.16	0.0	0.62	0	11.6	655	59214	172	12012		0.74
mm4p1	19611	HI178	848178	FEDERAL	HIGH ISLAND	G	89	9669	53	C	WD	16	140	0.26		188	5370	0.24	0.0	0.61	0	5.3	19	3692	0	0		0.67
mm4p1	19611	HI179	848179	FEDERAL	HIGH ISLAND	G	76	7546	58	B	WD	88	3814	0.28		175	4027	0.30	0.0	0.59	0	6.6	2325	359348	404	56243		0.63
mm4p1	19611	HI194	848194	FEDERAL	HIGH ISLAND	G	84	8625	55	B	WD	22	2117	0.27		202	4954	0.27	0.0	0.60	0	2.4	66	23082	36	19807		0.42
mm4p1	19611	HI195	848195	FEDERAL	HIGH ISLAND	G	88	8692	57	B	WD	19	834	0.28		171	4152	0.32	0.0	0.60	0	3.8	43	10239	36	10350		0.65
