-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
USNO        49718.000    1995     1     1     0
USNO        52274.750    2001    12    31    18
USNO      1112189.893 -4842955.037  3985352.249
51551.25    -0.764823    -0.584347    -3.091141
51551.50    -0.516081    -0.320971    -2.565137
51551.75    -0.592304    -0.268005    -1.550545
51552.00    -0.543788    -0.154486    -0.345141
51552.25    -0.662908     0.015536     0.546245
51552.50    -0.580869     0.191133     1.272777
51552.75    -0.606893     0.268607     2.101815
51553.00    -0.594751     0.387968     3.143628
51553.25    -0.858915     0.649856     3.628312
51553.50    -1.263668     0.954940     5.267740
51553.75    -2.065743     0.744733     7.737403
51554.00    -2.261084     0.292536     6.129806
51554.25    -2.662964     0.164765     5.186914
51554.50    -2.665107     0.149448     5.583722
51554.75    -2.674934    -0.272934     4.737476
51555.00    -2.219747    -0.520046     1.970607
51555.25    -1.990903    -0.548047    -0.018462
51555.50    -1.457187    -0.407840    -1.666679
51555.75    -1.276776    -0.405096    -2.189470
51556.00    -0.922587    -0.307789    -2.135257
51556.25    -1.103602    -0.116670    -0.885298
51556.50    -1.426013    -0.139604     0.597223
51556.75    -1.738705    -0.674291    -0.549372
51557.00    -1.533430    -1.029032    -4.660174
51557.25    -1.800280    -1.222167    -7.201003
51557.50    -1.851937    -1.210090    -8.620564
51557.75    -2.007309    -1.319885    -9.294984
51558.00    -1.719284    -1.214083    -9.293838
51558.25    -1.654916    -0.974876    -9.083742
51558.50    -1.544335    -0.723949    -8.733234
51558.75    -1.890770    -0.601177    -7.821351
51559.00    -1.958026    -0.554582    -6.751050
51559.25    -2.210272    -0.487780    -4.820373
51559.50    -1.989931    -0.523745    -3.394314
51559.75    -1.570415    -0.789186    -2.809696
51560.00    -0.820336    -0.825279    -4.365854
51560.25    -0.754244    -0.843795    -6.342930
51560.50    -0.471842    -0.605113    -6.689221
51560.75    -0.518930    -0.565908    -6.685289
51561.00    -0.234308    -0.396998    -5.619380
51561.25    -0.312453    -0.177531    -4.129472
51561.50    -0.172679     0.107200    -2.280141
51561.75    -0.420330     0.049122    -0.758355
51562.00    -0.394454    -0.000343     0.031984
51562.25    -0.744834    -0.051190     0.493319
51562.50    -0.725442     0.109378     0.916303
51562.75    -0.901463     0.010968     1.010013
51563.00    -0.782725     0.154348     1.846152
51563.25    -0.777704     0.388401     3.601739
51563.50    -0.511800     0.500964     5.484600
51563.75    -0.772369     0.019820     4.976701
51564.00    -0.735755    -0.266668     3.330414
51564.25    -0.917063    -0.319914     2.159607
51564.50    -0.964233    -0.211900     1.531309
51564.75    -1.029067    -0.376717     1.361310
51565.00    -0.807679    -0.361754     1.065103
51565.25    -0.896762    -0.373512     0.362773
51565.50    -0.831801    -0.220559    -0.456463
51565.75    -0.977518    -0.237652    -0.786561
51566.00    -1.032908    -0.150068    -0.910024
51566.25    -1.256188    -0.083806    -0.834533
51566.50    -1.131145     0.045887    -0.369070
51566.75    -1.194016    -0.130867    -0.412184
51567.00    -1.080210    -0.260401    -0.505531
51567.25    -1.178971    -0.367165    -0.747840
51567.50    -1.120281    -0.326213    -0.903616
51567.75    -1.215146    -0.460076    -1.031822
51568.00    -0.989366    -0.431338    -0.299619
51568.25    -0.992865    -0.337031     1.392604
51568.50    -1.167074    -0.226909     2.941673
51568.75    -1.428464    -0.403879     4.555195
51569.00    -1.394888    -0.567093     4.049745
51569.25    -1.277445    -0.547538     3.159711
51569.50    -1.019367    -0.459073     1.985279
51569.75    -0.842555    -0.613512     0.765918
51570.00    -0.624421    -0.743274    -0.556778
51570.25    -0.687910    -0.842448    -1.470326
51570.50    -0.477393    -0.827188    -2.646253
51570.75    -0.565056    -1.065821    -3.536224
51571.00    -0.538558    -1.160822    -4.452962
51571.25    -0.728694    -1.244563    -5.496257
51571.50    -0.735808    -1.158525    -5.919120
51571.75    -0.974931    -1.345975    -6.597177
51572.00    -0.837995    -1.384275    -6.951819
51572.25    -1.010295    -1.348401    -7.427634
51572.50    -0.735294    -1.126724    -7.260273
51572.75    -0.733896    -1.171667    -7.032303
51573.00    -0.577967    -1.073900    -6.091955
51573.25    -0.698378    -1.010361    -5.494619
51573.50    -0.428664    -0.723157    -4.114859
51573.75    -0.232515    -0.616618    -2.179948
51574.00     0.081072    -0.561082     0.199763
51574.25    -0.074841    -0.630201     2.037930
51574.50     0.331912    -0.444363     2.614403
51574.75     0.424795    -0.526645     2.956258
51575.00     0.742247    -0.559365     2.925663
51575.25     0.831015    -0.546794     2.688040
51575.50     1.084821    -0.439397     2.847791
51575.75     1.026714    -0.642600     2.635961
51576.00     1.242103    -0.777211     1.760578
51576.25     1.064396    -0.815170     0.851489
51576.50     1.253977    -0.685874    -0.048935
51576.75     1.113409    -0.657107    -0.549552
51577.00     0.935967    -0.607218    -0.601438
51577.25     0.375829    -0.359796     0.273708
51577.50     0.203021    -0.051817     1.469040
51577.75    -0.173687    -0.083419     2.603528
51578.00    -0.066456    -0.171486     2.821257
51578.25    -0.392479    -0.219790     2.648841
51578.50    -0.282245    -0.174753     2.488228
51578.75    -0.312320    -0.422067     1.858463
51579.00    -0.126145    -0.615513     1.204867
51579.25    -0.359045    -0.713941     0.549896
51579.50    -0.191264    -0.687780    -0.114262
51579.75    -0.377449    -0.787713    -0.396358
51580.00    -0.246882    -0.812840    -0.213798
51580.25    -0.254396    -0.897953    -1.016802
51580.50    -0.001934    -0.747110    -2.339748
51580.75    -0.137227    -0.740671    -2.741945
51581.00    -0.067765    -0.658878    -1.652641
51581.25    -0.353269    -0.642636    -0.528355
51581.50    -0.200097    -0.604876    -0.096741
51581.75     0.002314    -0.696084    -0.726694
51582.00     0.525762    -0.673823    -1.728067
51582.25     0.626558    -0.610208    -3.205890
51582.50     0.821306    -0.456085    -3.942272
51582.75     0.646492    -0.466751    -3.972385
51583.00     0.559609    -0.428327    -2.845544
51583.25     0.304736    -0.358544    -1.573480
51583.50     0.260971    -0.234328    -0.509206
51583.75    -0.020752    -0.311499    -0.130545
51584.00     0.136499    -0.249229     0.564532
51584.25     0.067311    -0.102049     0.638862
51584.50     0.136422     0.088879     0.614241
51584.75    -0.001297     0.142853     1.293862
51585.00     0.059632     0.136855     2.187625
51585.25    -0.277315     0.123540     2.958665
51585.50    -0.375911     0.076918     3.524206
51585.75    -0.438744    -0.270418     2.484712
51586.00    -0.372159    -0.431871     0.557474
51586.25    -0.456537    -0.379944    -1.279886
51586.50    -0.298782    -0.200769    -1.907031
51586.75    -0.477602    -0.244524    -2.108828
51587.00    -0.419909    -0.159903    -1.784419
51587.25    -0.417297    -0.057990    -1.608559
51587.50    -0.175673     0.246908    -0.814066
51587.75    -0.158164     0.331635     0.181888
51588.00     0.130952     0.527532     2.001478
51588.25     0.098255     0.717715     3.925584
51588.50    -0.032928     0.787474     5.661741
51588.75    -0.118599     0.401557     4.949470
51589.00     0.072543     0.196065     4.330718
51589.25    -0.061676    -0.025714     2.101729
51589.50    -0.075558    -0.031785     0.155621
51589.75    -0.212895    -0.148724    -1.212708
51590.00    -0.266122    -0.025244    -1.167733
51590.25    -0.648210     0.041950    -0.743168
51590.50    -0.709783     0.062452    -0.097562
51590.75    -0.724540    -0.298547     0.085410
51591.00    -0.515980    -0.505024    -1.808233
51591.25    -0.594411    -0.547427    -3.980505
51591.50    -0.435613    -0.393281    -5.491667
51591.75    -0.603233    -0.336809    -6.328331
51592.00    -0.740568    -0.212276    -6.102878
51592.25    -1.008550    -0.034238    -5.572844
51592.50    -0.934731     0.240377    -3.853872
51592.75    -1.347535     0.215860    -1.711734
51593.00    -1.342385     0.146128     0.096335
51593.25    -1.501100     0.092819     0.519965
51593.50    -1.341091    -0.000841     0.777363
51593.75    -1.261607    -0.295957    -0.705179
51594.00    -1.114218    -0.402163    -1.871487
51594.25    -1.411636    -0.496707    -2.789371
51594.50    -1.300478    -0.416483    -2.977519
51594.75    -1.428892    -0.593203    -3.511116
51595.00    -1.265037    -0.601488    -3.674866
51595.25    -1.317410    -0.557669    -4.264674
51595.50    -1.158618    -0.428743    -5.022978
51595.75    -1.229144    -0.493463    -5.567041
51596.00    -1.007098    -0.396937    -5.133842
51596.25    -1.086720    -0.330347    -5.273797
51596.50    -0.875223    -0.198087    -5.331106
51596.75    -0.927617    -0.257750    -5.186831
51597.00    -0.688006    -0.221820    -4.482319
51597.25    -0.925799    -0.328247    -4.750052
51597.50    -0.821001    -0.327880    -4.449752
51597.75    -0.957315    -0.481161    -4.269774
51598.00    -0.899465    -0.527114    -3.881009
51598.25    -1.075085    -0.451400    -3.844514
51598.50    -0.925892    -0.263923    -3.488355
51598.75    -1.017360    -0.286897    -3.106691
51599.00    -0.747650    -0.189129    -2.409872
51599.25    -0.805277    -0.081918    -2.325753
51599.50    -0.552063     0.056389    -2.479997
51599.75    -0.574544     0.020995    -2.744972
51600.00    -0.259364     0.156806    -2.458064
51600.25    -0.467708     0.160163    -2.917966
51600.50    -0.388876     0.244651    -3.034687
51600.75    -0.646051     0.131289    -2.880539
51601.00    -0.581159     0.107975    -2.043498
51601.25    -0.984698    -0.023582    -1.665912
51601.50    -0.779711    -0.008198    -1.167928
51601.75    -0.866429    -0.242373    -0.607405
51602.00    -0.553122    -0.374855     0.016111
51602.25    -0.535286    -0.537591     0.125591
51602.50    -0.254505    -0.501743    -0.876932
51602.75    -0.165163    -0.564558    -1.280926
51603.00     0.216566    -0.460672    -1.469235
51603.25     0.302782    -0.340363    -2.118836
51603.50     0.481093    -0.160114    -2.465630
51603.75     0.412381    -0.131481    -2.158734
51604.00     0.601239     0.037530    -1.057527
51604.25     0.523379     0.203778    -0.452316
51604.50     0.502994     0.353876     0.588872
51604.75     0.392680     0.205078     2.080014
51605.00     0.409662    -0.012849     2.503247
51605.25     0.212782    -0.154168     2.175494
51605.50     0.288225    -0.066389     2.040789
51605.75     0.053431    -0.284252     1.550919
51606.00     0.315790    -0.312665     1.200601
51606.25     0.158058    -0.332800     1.023851
51606.50     0.431546    -0.192952     1.276035
51606.75     0.463859    -0.195412     1.951082
51607.00     0.709855    -0.068756     2.874539
51607.25     0.578590     0.020926     3.149079
51607.50     0.567910     0.182671     3.459887
51607.75     0.301432     0.097261     3.720660
51608.00     0.281912     0.110383     4.230566
51608.25    -0.185374     0.029235     3.919779
51608.50    -0.166237     0.057356     3.460049
51608.75    -0.328003    -0.033913     2.774106
51609.00    -0.105792    -0.037434     1.943517
51609.25    -0.170638    -0.116960     0.552204
51609.50     0.089998    -0.089698    -0.562301
51609.75     0.120225    -0.196893    -1.041515
51610.00     0.293326    -0.171687    -1.309191
51610.25     0.213333    -0.176138    -1.914853
51610.50     0.214973    -0.098890    -2.110515
51610.75    -0.136018    -0.139740    -1.034601
51611.00    -0.055090    -0.044952     0.248499
51611.25    -0.220284    -0.028239     0.565283
51611.50    -0.087838     0.076172     0.465550
51611.75    -0.183593     0.085805     1.108668
51612.00     0.017129     0.186498     1.958406
51612.25    -0.233889     0.197409     2.448583
51612.50    -0.162724     0.286939     2.969089
51612.75    -0.357545     0.180131     3.590729
51613.00    -0.110380     0.061876     3.059008
51613.25    -0.042876     0.003740     1.318377
51613.50     0.115509     0.131800    -0.350680
51613.75     0.013561     0.043825    -1.170717
51614.00     0.247557     0.104999    -1.551730
51614.25     0.223674     0.136962    -1.546878
51614.50     0.260564     0.361301    -0.579052
51614.75    -0.059729     0.295195     0.881471
51615.00    -0.044352     0.293041     2.147626
51615.25    -0.388536     0.171135     3.157576
51615.50    -0.588587    -0.025534     2.726796
51615.75    -0.789349    -0.365561     1.003423
51616.00    -0.796842    -0.464499    -0.828540
51616.25    -1.012800    -0.522876    -2.652073
51616.50    -0.844706    -0.389980    -3.671977
51616.75    -0.923378    -0.413101    -3.835801
51617.00    -0.798722    -0.327587    -3.445740
51617.25    -0.785803    -0.268177    -3.381084
51617.50    -0.574327    -0.123562    -3.034596
51617.75    -0.610977    -0.201408    -2.365946
51618.00    -0.351857    -0.100402    -1.652306
51618.25    -0.495918    -0.099553    -2.134753
51618.50    -0.335312     0.038708    -2.361621
51618.75    -0.324489     0.021976    -1.867241
51619.00    -0.071566     0.049642    -1.139119
51619.25    -0.101175    -0.048162    -1.164394
51619.50     0.378594     0.077011    -0.794875
51619.75     0.563417     0.106768    -0.204557
51620.00     0.685850     0.276044     1.363945
51620.25     0.485494     0.109815     2.369179
51620.50     0.801327     0.032842     1.559140
51620.75     0.663395    -0.310852    -1.814762
51621.00     0.655235    -0.315487    -3.482449
51621.25     0.480223    -0.327547    -5.213356
51621.50     0.582175    -0.123598    -5.883587
51621.75     0.203907    -0.155381    -6.067513
51622.00     0.157972    -0.056117    -5.267034
51622.25    -0.013126    -0.004205    -4.971595
51622.50    -0.054898     0.217421    -4.278576
51622.75    -0.176578     0.245087    -3.828247
51623.00    -0.021470     0.345295    -3.029083
51623.25     0.070353     0.462582    -2.728400
51623.50     0.240244     0.566030    -2.771810
51623.75     0.148824     0.416002    -3.175729
51624.00     0.168288     0.252785    -3.572706
51624.25     0.070136     0.127182    -3.949716
51624.50     0.236714     0.170401    -3.910148
51624.75    -0.015249    -0.035260    -4.056715
51625.00    -0.026199    -0.133821    -4.088756
51625.25    -0.137459    -0.208375    -4.291280
51625.50     0.152138    -0.129950    -4.434877
51625.75     0.223992    -0.302862    -4.933534
51626.00     0.478770    -0.286013    -4.409136
51626.25     0.514320    -0.314474    -4.342310
51626.50     0.732940    -0.215201    -4.093226
51626.75     0.678648    -0.215356    -3.511672
51627.00     0.744646    -0.100575    -2.379108
51627.25     0.473142    -0.061581    -2.148804
51627.50     0.549856     0.121645    -1.772660
51627.75     0.260502     0.125345    -1.211266
51628.00     0.191069     0.180268    -0.238796
51628.25    -0.141455     0.162077     0.030826
51628.50    -0.129059     0.227841     0.848090
51628.75    -0.265196     0.153196     2.233374
51629.00    -0.345264     0.092572     3.243856
51629.25    -0.357701     0.054078     3.257291
51629.50    -0.157885     0.197544     3.472109
51629.75    -0.314874     0.188088     3.883001
51630.00    -0.136647     0.376462     4.610707
51630.25    -0.157342     0.564029     5.422284
51630.50     0.165000     0.869741     6.822565
51630.75     0.268306     0.884924     8.381990
51631.00     0.554681     0.887789     9.260995
51631.25     0.491615     0.852222     9.988544
51631.50     0.490118     0.956836    10.084487
51631.75     0.435478     0.878463    10.169070
51632.00     0.476692     0.576392     8.891742
51632.25     0.363952     0.337670     6.776321
51632.50     0.662318     0.342189     5.458051
51632.75     0.807471     0.164706     4.259815
51633.00     1.095702     0.142905     3.426352
51633.25     1.189983     0.162313     2.584113
51633.50     1.581096     0.313958     2.408804
51633.75     1.520800     0.236986     2.022899
51634.00     1.620643     0.253059     1.846311
51634.25     1.379937     0.164187     0.646329
51634.50     1.562664     0.229526    -0.001866
51634.75     1.315454     0.094641    -0.505412
51635.00     1.492334     0.145030    -0.229685
51635.25     1.232631     0.073395    -0.886875
51635.50     1.150219     0.175553    -1.031663
51635.75     0.774303     0.135717    -0.712928
51636.00     0.780073     0.232330     0.352734
51636.25     0.579675     0.295501     0.499467
51636.50     0.625649     0.454374     1.144182
51636.75     0.531663     0.332308     1.697343
51637.00     0.585034     0.278850     2.042049
51637.25     0.365229     0.207227     1.782669
51637.50     0.782245     0.434669     2.647232
51637.75     0.750330     0.357113     3.020704
51638.00     0.618439     0.397382     3.961906
51638.25     0.274344     0.443210     5.893518
51638.50     0.259164     0.429748     6.611074
51638.75    -0.024248     0.132798     6.168640
51639.00     0.023706     0.062274     5.313474
51639.25    -0.302781    -0.005138     4.154217
51639.50    -0.230047     0.194997     3.968103
51639.75    -0.503286     0.161950     3.681382
51640.00    -0.458598     0.327128     4.051303
51640.25    -0.912927     0.417634     3.883883
51640.50    -1.106349     0.530703     4.819949
51640.75    -1.318370     0.304938     5.383510
51641.00    -1.162012     0.197577     4.031195
51641.25    -1.097600     0.107836     1.708688
51641.50    -0.874872     0.258750     0.493439
51641.75    -1.002367     0.216773     0.219972
51642.00    -1.076030     0.344948     1.417797
51642.25    -1.411934     0.313940     2.249107
51642.50    -1.370221     0.437124     2.863369
51642.75    -1.558176     0.147862     3.267149
51643.00    -1.333954    -0.038107     2.789471
51643.25    -1.662766    -0.242789     1.531928
51643.50    -1.650193    -0.217109     0.887970
51643.75    -1.647635    -0.176166     0.611182
51644.00    -1.255518    -0.054542     0.748015
51644.25    -1.280566    -0.192188    -0.704175
51644.50    -0.814088    -0.129057    -2.037804
51644.75    -0.517008    -0.133347    -2.801090
51645.00    -0.335644    -0.036810    -3.525414
51645.25    -0.250816     0.055389    -4.209036
51645.50     0.075696     0.298840    -4.007587
51645.75    -0.153290     0.190167    -3.210167
51646.00    -0.092604     0.089219    -2.815243
51646.25    -0.050253    -0.058218    -2.800434
51646.50     0.097526    -0.066348    -3.982554
51646.75    -0.050226    -0.233038    -5.328633
51647.00     0.178200    -0.150347    -5.659043
51647.25     0.138379    -0.189044    -6.459472
51647.50     0.479325     0.028623    -6.265818
51647.75     0.348627     0.007901    -5.377903
51648.00     0.427370     0.170841    -3.968084
51648.25     0.186704     0.151913    -3.751349
51648.50     0.490704     0.329616    -2.838851
51648.75     0.158541     0.153383    -2.454927
51649.00     0.296981     0.221685    -1.345880
51649.25     0.273272     0.256275    -0.636328
51649.50     0.735263     0.443805    -0.040020
51649.75     0.570111     0.359992     0.139717
51650.00     0.620377     0.359596     0.905475
51650.25     0.495906     0.249487     0.981950
51650.50     0.785453     0.309539     0.504940
51650.75     0.720649     0.219189     0.336730
51651.00     0.944089     0.313827     0.778477
51651.25     0.905013     0.374618     0.440173
51651.50     1.147737     0.579351     0.678843
51651.75     1.127510     0.551114     1.036664
51652.00     1.235456     0.571899     1.604356
51652.25     1.028451     0.489344     1.517169
51652.50     1.276000     0.587892     1.598142
51652.75     1.147455     0.399846     1.141079
51653.00     1.157170     0.403457     1.364301
51653.25     1.011918     0.291823     0.887917
51653.50     1.282434     0.425245     0.780349
51653.75     1.081634     0.327323     0.496482
51654.00     1.186262     0.392081     0.543124
51654.25     0.977430     0.393399     0.166915
51654.50     1.169433     0.555183     0.444684
51654.75     0.977029     0.595655     1.280537
51655.00     1.056834     0.686825     3.047191
51655.25     0.980664     0.669392     3.560678
51655.50     1.397264     0.789717     4.946192
51655.75     1.520016     0.645991     5.642028
51656.00     1.732513     0.535160     5.843980
51656.25     1.624008     0.477692     5.750208
51656.50     1.882910     0.606429     5.973254
51656.75     1.898406     0.571536     5.723201
51657.00     1.830524     0.584802     5.578193
51657.25     1.533659     0.527731     4.747394
51657.50     1.618948     0.612409     4.154627
51657.75     1.415849     0.547367     3.860601
51658.00     1.421620     0.558134     3.892724
51658.25     1.168089     0.459154     3.021474
51658.50     1.267850     0.542723     2.601696
51658.75     1.049236     0.495074     2.360781
51659.00     1.199595     0.526193     2.669087
51659.25     1.145940     0.524585     2.306892
51659.50     1.332036     0.595024     2.369818
51659.75     1.220783     0.389157     1.765312
51660.00     1.256035     0.357280     1.583371
51660.25     1.200813     0.276112     0.763382
51660.50     1.368451     0.390985     0.621543
51660.75     1.320033     0.280277     0.315625
51661.00     1.361585     0.308749     0.281178
51661.25     1.044652     0.285519     0.389477
51661.50     1.199253     0.478294     1.055165
51661.75     1.002723     0.409867     1.339931
51662.00     0.961603     0.434955     1.554093
51662.25     0.749343     0.442474     1.677943
51662.50     0.814372     0.587944     1.784647
51662.75     0.564407     0.506818     1.872139
51663.00     0.561834     0.477413     1.695846
51663.25     0.286694     0.341651     0.837838
51663.50     0.366566     0.371333     0.286381
51663.75     0.111899     0.193109    -0.172858
51664.00     0.093116     0.121034     0.011104
51664.25    -0.130406    -0.097062    -0.937017
51664.50     0.203295    -0.066268    -1.441746
51664.75     0.038243    -0.139780    -1.926553
51665.00    -0.067053    -0.026801    -1.435947
51665.25    -0.308437     0.043186    -1.267668
51665.50    -0.193966     0.213571    -0.817302
51665.75    -0.497456     0.191309     0.515714
51666.00    -0.348608     0.189141     1.601908
51666.25    -0.491130     0.097383     1.830810
51666.50     0.014633     0.134390     1.253327
51666.75     0.163861     0.007116    -0.684309
51667.00     0.453937     0.076446    -1.032259
51667.25     0.430152     0.027895    -1.935517
51667.50     0.770527     0.180810    -2.141216
51667.75     0.656243     0.114314    -2.323618
51668.00     0.730919     0.171545    -1.556848
51668.25     0.537829     0.097420    -1.948334
51668.50     0.787860     0.164666    -1.658379
51668.75     0.651655     0.047964    -1.234674
51669.00     0.736279    -0.005108    -0.634436
51669.25     0.642770    -0.106353    -0.934136
51669.50     0.859029    -0.047868    -0.931488
51669.75     0.684848    -0.097350    -0.653877
51670.00     0.568591    -0.054946    -0.064982
51670.25     0.339251    -0.084660    -0.524140
51670.50     0.445852     0.012975    -0.760280
51670.75     0.170938    -0.019608    -0.402757
51671.00     0.064567     0.021727     0.335471
51671.25    -0.161532    -0.021880     0.284357
51671.50    -0.035483     0.092435     0.581280
51671.75    -0.304558     0.078887     1.040496
51672.00    -0.289386     0.154198     1.842541
51672.25    -0.397398     0.208249     1.561215
51672.50    -0.091425     0.397526     1.682322
51672.75    -0.272485     0.427919     2.096287
51673.00    -0.262386     0.522832     3.177359
51673.25    -0.447498     0.532372     3.327488
51673.50    -0.280818     0.632700     3.500288
51673.75    -0.317415     0.641873     3.884376
51674.00    -0.206560     0.728427     4.190035
51674.25    -0.291721     0.779898     3.915277
51674.50    -0.213888     0.925617     4.100382
51674.75    -0.275638     0.776039     4.378972
51675.00    -0.156317     0.664303     3.780153
51675.25    -0.216602     0.601026     2.586381
51675.50     0.048312     0.717123     2.131120
51675.75    -0.117697     0.721969     2.324990
51676.00    -0.188865     0.810231     2.891978
51676.25    -0.461894     0.831505     2.990882
51676.50    -0.481335     0.892656     3.073282
51676.75    -0.804135     0.754909     3.514088
51677.00    -0.833539     0.725229     3.395230
51677.25    -1.053654     0.603924     3.128199
51677.50    -0.931376     0.545983     2.758266
51677.75    -1.061358     0.327783     2.747729
51678.00    -1.030425     0.127632     2.418068
51678.25    -1.144805    -0.110887     0.530109
51678.50    -1.132440    -0.080838    -0.425735
51678.75    -1.361694    -0.270772    -1.048085
51679.00    -1.150394    -0.232474    -0.680580
51679.25    -1.207207    -0.329350    -1.941145
51679.50    -1.029295    -0.227958    -2.236087
51679.75    -1.072617    -0.250470    -1.877292
51680.00    -0.770546    -0.130695    -1.399817
51680.25    -0.850397    -0.109227    -1.844740
51680.50    -0.435635     0.092569    -1.846991
51680.75    -0.501404     0.149922    -0.987422
51681.00    -0.279961     0.281870    -0.197648
51681.25    -0.310561     0.368289    -0.416362
51681.50    -0.095739     0.513987    -0.428446
51681.75    -0.215039     0.502718    -0.186693
51682.00    -0.168596     0.535521     0.260016
51682.25    -0.294437     0.539153     0.156066
51682.50    -0.267686     0.490924     0.285152
51682.75    -0.275175     0.316466     0.802969
51683.00     0.013791     0.282924     1.027351
51683.25     0.189990     0.266427     0.366285
51683.50     0.696272     0.470118     0.642129
51683.75     0.857630     0.437594     0.529021
51684.00     1.082490     0.478855     0.783307
51684.25     1.050311     0.477300     0.673196
51684.50     1.327875     0.525660     0.794880
51684.75     1.280567     0.411684     0.600981
51685.00     1.348630     0.404360     0.997058
51685.25     1.401851     0.422702     1.063616
51685.50     1.571983     0.503306     1.367406
51685.75     1.417325     0.451821     1.442287
51686.00     1.502509     0.542642     2.336208
51686.25     1.372720     0.606713     2.729048
51686.50     1.432949     0.761081     3.657300
51686.75     1.252112     0.709469     4.262141
51687.00     1.156069     0.759463     4.516034
51687.25     1.114175     0.855883     4.725077
51687.50     1.184714     1.042474     5.380028
51687.75     0.992164     1.071436     6.221924
51688.00     0.959463     1.107127     7.055526
51688.25     0.763094     1.063179     7.595765
51688.50     0.786345     1.058066     7.429389
51688.75     0.547478     0.928342     7.061648
51689.00     0.479281     0.895188     7.181890
51689.25     0.336445     0.781459     6.908615
51689.50     0.437547     0.710351     6.242842
51689.75     0.422618     0.567244     5.212838
51690.00     0.631831     0.571773     4.843190
51690.25     0.912251     0.471931     3.836477
51690.50     1.531574     0.562139     3.330757
51690.75     1.699920     0.477206     3.082480
51691.00     1.971469     0.541875     3.135096
51691.25     2.008415     0.526385     2.346636
51691.50     2.328263     0.640625     2.604141
51691.75     2.172606     0.553850     2.943754
51692.00     2.387512     0.557411     3.737557
51692.25     2.435189     0.596205     3.931740
51692.50     2.706333     0.761107     4.226652
51692.75     2.557562     0.751429     4.558680
51693.00     2.639801     0.719536     4.697806
51693.25     2.602739     0.686724     3.976195
51693.50     2.781111     0.699065     3.228713
51693.75     2.584031     0.517399     1.885637
51694.00     2.454979     0.501970     1.654919
51694.25     2.225666     0.423158     0.690454
51694.50     2.466235     0.487797     0.168358
51694.75     2.157825     0.400056     0.039318
51695.00     2.094685     0.410557     0.278787
51695.25     1.820333     0.299885    -0.160927
51695.50     1.904597     0.317378    -0.005183
51695.75     1.541511     0.173343     0.121092
51696.00     1.392389     0.128315     0.504179
51696.25     1.084612     0.101489     0.546636
51696.50     1.125524     0.082402     0.183016
51696.75     0.732058    -0.022258     0.080007
51697.00     0.724517     0.010633     0.350449
51697.25     0.580422    -0.063383     0.165349
51697.50     0.704884     0.001905     0.341257
51697.75     0.640031    -0.092641     1.071087
51698.00     0.795108    -0.160263     1.515833
51698.25     0.993562    -0.212281     0.591998
51698.50     1.248203    -0.101848    -0.048658
51698.75     1.223391    -0.108567    -0.709634
51699.00     1.180299    -0.037159    -0.374939
51699.25     1.073519    -0.006318    -0.996162
51699.50     1.219162     0.143852    -0.661210
51699.75     1.157969     0.078868    -0.722531
51700.00     1.224909     0.118002    -0.212689
51700.25     1.388155     0.207322    -0.211679
51700.50     1.751857     0.377532     0.034618
51700.75     1.654424     0.378386     0.267731
51701.00     1.883287     0.437635     1.384988
51701.25     2.036206     0.473573     1.942184
51701.50     2.074677     0.469734     2.124862
51701.75     1.893683     0.192780     1.644070
51702.00     2.020147     0.125036     1.224598
51702.25     1.871396     0.042677     0.005496
51702.50     2.066930     0.087535    -0.726734
51702.75     1.965780     0.076251    -0.418728
51703.00     2.072836     0.159048     0.207378
51703.25     1.944266     0.159867     0.097126
51703.50     2.301817     0.303247     0.519568
51703.75     2.058825     0.236146     1.246036
51704.00     2.182688     0.211692     2.023102
51704.25     2.106845     0.127671     1.695634
51704.50     2.322370     0.182578     1.390124
51704.75     2.005348     0.127429     1.061080
51705.00     2.004046     0.191569     1.571567
51705.25     1.855887     0.131246     0.836258
51705.50     1.889580     0.126505     0.281546
51705.75     1.594332     0.067873     0.517227
51706.00     1.558623     0.055061     0.757349
51706.25     1.277491    -0.080194    -0.324170
51706.50     1.403396    -0.040679    -0.746937
51706.75     1.270042    -0.108152    -0.785866
51707.00     1.229120    -0.086687    -0.623682
51707.25     1.132468    -0.151382    -1.245268
51707.50     1.285962    -0.045535    -1.218896
51707.75     1.319281    -0.051382    -1.268306
51708.00     1.372408     0.050068    -0.671259
51708.25     1.390207     0.127940    -0.787042
51708.50     1.544680     0.290472    -0.723528
51708.75     1.386647     0.283969    -0.634012
51709.00     1.433106     0.369882     0.134400
51709.25     1.361145     0.382445    -0.137597
51709.50     1.469319     0.543772     0.147860
51709.75     1.290327     0.539540     0.526456
51710.00     1.198280     0.566373     1.394716
51710.25     0.969673     0.574812     1.760197
51710.50     1.008656     0.740737     2.778025
51710.75     0.619266     0.692896     3.439781
51711.00     0.569240     0.675984     3.933350
51711.25     0.372818     0.594701     3.231234
