c5	c10	c12	c14	c15	c16	c17	c18	c20	c25	c35	c40	c90	c100	c110	c120	c130	c140	c150	c152	c160	c170	c180	c190	c192	c200	c210	c220	c230	c240	c250	c260	c270	c280	c290	c300	c310a	c310b	c310c	c310d	c314a	c314b	c314c	c314d	c320a	c320b	c320c	c324a	c324b	c324c	c330	c332	c340	c350	c360	c370	c380	c390	c400	c410	c420	c430	c440	c450	c460	c490	c510a	c510b	c510c	c510d	c510e	c510f	c602	c604	c606	c608	c610	c612	c614	c616	c620	c640	c652	c654	c660	eof
1995072800299	19950728	00299		1995	7	28	HEEA955293       	4	19950630	G	2210	7690001802106	ACTUATOR        			SKRSKY	S76   	S76A        	8143006	NE  										AFCS	STICKS          	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	1547D	2356 				760077				ACTUATOR STICKS, INTERMITTENTLY INOPERATIVE.  INSPECTED BY ACCESSORY SHOP AND FOUND JUST BEFORE AND AFTER NULL POSITION 	#2 (J1-E) POTENTIOMETER VOLTAGE DROPS TO ZERO (HAS AN OPEN SPOT)					1	G	7	2 	3U				H1NE    					 
1995072800300	19950728	00300	SW  	1995	7	28	HEEA955294       	1	19950630	G	6220	206010110105	WASHER          		206011100159	BELL  	206   	206L1       	1182107	SW  										M/R THRUST	DETERIORATION   	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	50182	345  			A2028	45242				MATERIAL DETERIORATION CAUSING EXCESSIVE LOAD. LOWERED TORQUE ON ADJUSTMENT SCREWS AND LOWERED PRELOAD ON THRUST PLUGS.						1	G	7	1 	3U				H2SW    					 
1995072800301	19950728	00301	SW  	1995	7	28	HEEA955295       	1	19950630	G	2435	214060056103	STARTER         			BELL  	214   	214ST       	1182106	SW  										ENGINE	FAILED          	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	5748M	277  				28102				STARTER DOES NOT ENGAGE.						2	G	7	2 	4U				H10SW   					 
1995072800302	19950728	00302	EU  	1995	7	28	HEEA955296       	1	19950630	G	7930	6607190A	SWITCH          			BOLKMS	105   	BO105S      	5626006	EU  										XMSN OIL PRESS	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	205UC	71   				S668				TRANSMISSION OIL LIGHT WILL NOT COME ON.  STUCK BETWEEN PIN B AND A. SENT TO CONSOLIDATED CONTROLS FOR WARRANTY REPAIR.						1	G	7	2 	3U				H3EU    					 
1995072800311	19950728	00311	EU  	1995	7	28	HEEA955297       	1	19950705	G	6210	355A11002011	BLADE           			SNIAS 	350   	AS350B2     	8680813	EU  										M/R	CRACKED         	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	60951	1489 				2771				CRACK IN SKIN ON TOP APPROXIMATELY 6'8" OUTBOARD OF ATTACH POINT.						1	G	7	1 	3U				H9EU    					 
1995072800312	19950728	00312	EU  	1995	7	28	HEEA955298       	1	19950705	G	6210	355A11002011	BLADE           			SNIAS 	350   	AS350B2     	8680813	EU  										M/R	CRACKED         	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	60951	1489 				2771				CRACK IN SKIN ON TOP APPROXIMATELY 5'9"  OUTBOARD OF ATTACH POINT.						1	G	7	1 	3U				H9EU    					 
1995072800313	19950728	00313	SW  	1995	7	28	HEEA955299       	1	19950705	G	2435	214060056103	STARTER         			BELL  	214   	214ST       	1182106	SW  										ENGINE	FAILED          	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	5748M					28102				STARTER WOULD NOT ENGAGE.						2	G	7	2 	4U				H10SW   					 
1995072800314	19950728	00314	EU  	1995	7	28	HEEA955300       	1	19950705	G	7931	BSE206150G3	TRANSDUCER      			BOLKMS	105   	BO105S      	5626006	EU  										NR 1 ENG OIL	FAILED          	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	5418A					S800				WHILE ADVANCING #1 THROTTLE FROM FLIGHT IDLE TO FULL OPEN #1 ENGINE OIL PRESSURE DROPPED TO ZERO. REPLACED WITH SERVICEA	BLE TRANSMITTER AND RETURNED TO SERVICE.					1	G	7	2 	3U				H3EU    					 
1995072800315	19950728	00315	EU  	1995	7	28	HEEA955301       	1	19950705	G	3340	G62504	LIGHT           			BOLKMS	105   	BO105S      	5626006	EU  										SEARCH	FAILED          	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	205UC					S668				SEARCHLIGHT WILL NOT RETRACT. REPLACED WITH SERVICEABLE SEARCHLIGHT ASSEMBLY.						1	G	7	2 	3U				H3EU    					 
1995072800316	19950728	00316	SW  	1995	7	28	HEEA955302       	1	19950705	G	6320	524919	SEAL            			BELL  	206   	206L1       	1182107	SW  										ENG GR BOX	FAILED          	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	2245Y					45751				TRANSFERRING OIL FROM ENGINE TO TRANSMISSION. REPLACED FWD AND AFT DOUBLE LIP SEALS IN ENGINE GEARBOX.						1	G	7	1 	3U				H2SW    					 
1995072800317	19950728	00317	SW  	1995	7	28	HEEA955303       	1	19950705	G	7712	206075185101	INDICATOR       			BELL  	206   	206L1       	1182107	SW  										ENG TORQUE	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	10778					45391				TORQUE INDICATOR READING 4% LOW.  GIVING INDICATION OF HIGH TOT ON POWER CHECK. REPLACED WITH SERVICEABLE TORQUE IND.						1	G	7	1 	3U				H2SW    					 
1995072800318	19950728	00318	EU  	1995	7	28	HEEA955304       	1	19950705	G	7712	43511209	INDICATOR       			BOLKMS	105   	BO105S      	5626006	EU  										DUAL TORQUE	MIS MARKED      	E			HEEA	K				NONE                    				W			INADEQUATE Q C            			NR	NOT REPORTED   	1			SW	03	967MB					S737				TORQUE IND. WORKS WELL, BUT RANGE MARKING OFF AS PER FLIGHT MANUAL. REPLACED WITH SERVICEABLE TORQUE IND.						1	G	7	2 	3U				H3EU    					 
1995072800319	19950728	00319	SW  	1995	7	28	HEEA955305       	1	19950705	G	5230	047382128009	HINGE ASSY      			BELL  	412   	412         	1182202	SW  										BAG DOOR	CRACKED         	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	23023	258  				33080				MODIFIED BAGGAGE DOOR UPPER HINGE CRACKED BETWEEN RIVET THAT KEEPS ABRASION BUMPER IN PLACE. REMOVED AND REPLACED HINGE.						1	G	7	2 	4U				H4SW    					 
1995072800320	19950728	00320	NE  	1995	7	28	HEEA955306       	1	19950705	G	2430	A1077D	RELAY           			SKRSKY	S76   	S76A        	8143006	NE  										NR 1 DC SYS	FAILED          	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	5128					760181				#1 GEN WOULD NOT COME ON LINE AFTER START.  FOUND SCREWS THAT HOLD RELAY HALVES TOGETHER HAD BACKED COMPLETELY OUT ALLOW	ING SOLENOID PLUNGER TO JAM NOT ALLOWING MICRO SWITCHES TO GO TO REST. REPLACED WITH SERVICEABLE RELAY.  SUGGEST LOCK TI	GHT BE APPLIED TO ALL RELAY SCREWS IF NOT BEING DONE ALREADY.				1	G	7	2 	3U				H1NE    					 
1995072800321	19950728	00321	EU  	1995	7	28	HEEA955307       	1	19950705	G	7931	DK040	TRANSMITTER     			BOLKMS	105   	BO105S      	5626006	EU  										NR 1 ENG OIL	FAILED          	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	724MB	107  				S756				#1 ENGINE OIL PRESSURE INDICATOR PEGS ON HIGH SIDE IN FLIGHT. REPLACED #1 OIL PRESSURE TRANSMITTER AND RETURNED TO SERVI	CE.					1	G	7	2 	3U				H3EU    					 
1995072800322	19950728	00322		1995	7	28	HEEA955308       	4	19950705	G	3453	4530103	LORAN           		ARNAV21     	AEROSP	AS355 	AS355F1     	8680810	EU  										COCKPIT	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	5785Y					5105				INTERMITTENTLY LOSES STATIONS AND SWITCHES ON AND OFF.						1	G	7	2 	3U				H11EU   					 
1995072800323	19950728	00323	SW  	1995	7	28	HEEA955309       	1	19950705	G	6300	206030539101	MOUNT           			BELL  	206   	206B3       	1181506	SW  										INPUT DRIVE	OVER TEMP DOT   	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	2268W					3606				INPUT DRIVE SHAFT FORWARD AND COUPLING YELLOW TEMPERATURE INDICATOR DOTS TURNED BLACK INDICATING ELEVATED TEMPERATURE.						1	G	7	1 	3U				H2SW    					 
1995072800324	19950728	00324		1995	7	28	HEEA955310       	4	19950705	G	3453	4530093	RECEIVER        		ARNAV20     	AEROSP	AS355 	AS355F1     	8680810	EU  										COCKPIT	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	5786D					5113				LORAN HARD TO SEE THROUGH FACEPLATE.						1	G	7	2 	3U				H11EU   					 
1995072800325	19950728	00325		1995	7	28	HEEA955311       	4	19950705	G	2312	063100700	TRANSCEIVER     		KTR993      	BELL  	412   	412         	1182202	SW  										COCKPIT	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	3893S					33022				TRANSCEIVER WILL NOT TUNE.						1	G	7	2 	4U				H4SW    					 
1995072800326	19950728	00326		1995	7	28	HEEA955312       	4	19950705	G	3453	453105004	LORAN           	ARNAV       		SKRSKY	S76   	S76A        	8143006	NE  										COCKPIT	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	792CH					760193				ENTER BUTTON INTERMITTENT.						1	G	7	2 	3U				H1NE    					 
1995072800327	19950728	00327		1995	7	28	HEEA955313       	4	19950705	G	2370	9806019001	CVR             			BELL  	412   	412         	1182202	SW  										COCKPIT	WONT TEST       	E			HEEA	K				NONE                    				L			NO TEST                   			NR	NOT REPORTED   	1			SW	03	2014K	2803 				33020				CVR WILL NOT TEST; RATTLE INSIDE. TIME SINCE REPAIR 0:00.						1	G	7	2 	4U				H4SW    					 
1995072800328	19950728	00328		1995	7	28	HEEA955314       	4	19950705	G	2370	9806019001	CVR             			BELL  	412   	412         	1182202	SW  										COCKPIT	WONT TEST       	E			HEEA	K				NONE                    				L			NO TEST                   			IN	INSP/MAINT     	1			SW	03	21498	3135 				36003				CVR WILL NOT TEST.						1	G	7	2 	4U				H4SW    					 
1995072800329	19950728	00329		1995	7	28	HEEA955315       	4	19950705	G	2370	9806019001	CVR             			BELL  	412   	412         	1182202	SW  										COCKPIT	WONT TEST       	E			HEEA	K				NONE                    				L			NO TEST                   			IN	INSP/MAINT     	1			SW	03	2014K	2405 				33020				CVR WILL NOT TEST.						1	G	7	2 	4U				H4SW    					 
1995072800330	19950728	00330	EU  	1995	7	28	HEEA955316       	1	19950705	G	6240	10594575	TRANSMITTER     			BOLKMS	105   	BO105S      	5626006	EU  										M/R MAST	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	81992					S827				TORQUE FLUCTUATES.						1	G	7	2 	3U				H3EU    					 
1995072800331	19950728	00331	EU  	1995	7	28	HEEA955317       	1	19950705	G	6240	10594564	INDICATOR       			BOLKMS	105   	BO105S      	5626006	EU  										MAST MOMENT	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	81992					S827				INDICATOR FLUCTUATES.						1	G	7	2 	3U				H3EU    					 
1995072800332	19950728	00332		1995	7	28	HEEA955318       	4	19950705	G	3416	5035P2P44	ALTIMETER       			BELL  	412   	412         	1182202	SW  										COCKPIT ENCODE	ERROR           	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	33008					36004				ENCODER IS 100 FEET OFF AT 10,000 FEET. SENT TO ALLIED SIGNAL AVIONICS FOR WARRANTY REPAIR.  TIME SINCE REPAIR 213:15.						1	G	7	2 	4U				H4SW    					 
1995072800333	19950728	00333	SW  	1995	7	28	HEEA955319       	1	19950705	G	7714	212075037101	INDICATOR       			BELL  	412   	412         	1182202	SW  										COCKPIT N1	ERRATIC         	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	2148K					36001				NEEDLE ERRATIC ON LOW END.						1	G	7	2 	4U				H4SW    					 
1995072800334	19950728	00334	EU  	1995	7	28	HEEA955320       	1	19950705	G	6240	10594565	INDICATOR       			BOLKMS	105   	BO105S      	5626006	EU  										MAST MOMENT	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	105WK					S812				TRANSMITTER CAUSES NEEDLE TO DROP TO YELLOW ARC WHEN TEST BUTTON IS DEPRESSED.						1	G	7	2 	3U				H3EU    					 
1995072800335	19950728	00335	EU  	1995	7	28	HEEA955321       	1	19950706	G	6240	10594575	TRANSMITTER     			BOLKMS	105   	BO105S      	5626006	EU  										MAST MOMENT	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	105WK					S812				TRANSMITTER CAUSES NEEDLE TO DROP TO YELLOW ARC WHEN TEST BUTTON IS DEPRESSED.						1	G	7	2 	3U				H3EU    					 
1995072800336	19950728	00336		1995	7	28	HEEA955322       	4	19950706	G	3453	066402600	LORAN           		KLN88       	BELL  	206   	206L3       	1182108	SW  										COCKPIT	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	6603X					51412				SLOW TO INITIALIZE UP TO 20 MINUTES.						1	G	7	1 	3U				H2SW    					 
1995072800337	19950728	00337		1995	7	28	HEEA955323       	4	19950706	G	3453	453105004	LORAN           	ARNAV       		BOLKMS	105   	BO105S      	5626006	EU  										COCKPIT	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	4391S					S787				ENTER BUTTON IS INTERMITTENT.						1	G	7	2 	3U				H3EU    					 
1995072800338	19950728	00338		1995	7	28	HEEA955324       	4	19950706	G	3452	066106200	TRANSCEIVER     		KT76        	BELL  	206   	206B        	1181511	SW  										COCKPIT	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	2268G					3603				OFF FREQUENCY. FOUND UNIT DID NOT POWER UP.  REPLACED TRANSISTOR Q415.  REPAIRED PROBLEM.  INSTALLED HEAT SINK BEHIND TR	ANSISTOR Q415.  REPLACED DETERIORATED RESISTOR R477.  REPLACED PHOTOCELL V301 DUE TO WEAK REPLY LIGHT.  ALSO ADJUSTED FR	EQUENCY TO SPECS.CLEANED CONTACTS ON WAFERS.  BENCH CHECK GOOD.				1	G	7	1 	3U				H2SW    					 
1995072800339	19950728	00339		1995	7	28	HEEA955325       	4	19950706	G	3452	066106200	TRANSCEIVER     		KT76        	BELL  	206   	206L3       	1182108	SW  										COCKPIT	INOPERATIVE     	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	3108E					51498				APPEARS INOPERATIVE AND LIGHT DOES NOT COME ON DURING TEST. REPLACED PHOTOCELL V301.  REPAIRED.  REPLACED CRACKED FACEPL	ATE ASSY.  REPLACED CAVITY TUBE V101 DUE TO LOW POWER OUT.  INSTALLED HEATSINK BEHIND TRANSISTOR Q415 AND REPLACED DETER	IORATED RESISTOR R477.  ADJUSTED FREQUENCY, PULSE WIDTH AND ALIGNEDRECEIVER TO SPECS.  CLEANED CONTACTS ON ALL WAFERS. B	ENCH CHECK GOOD.			1	G	7	1 	3U				H2SW    					 
1995072800340	19950728	00340		1995	7	28	HEEA955326       	4	19950706	G	3452	066106200	TRANSCEIVER     		KT76        	BELL  	206   	206L1       	1182107	SW  										COCKPIT	INOPERATIVE     	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	2251Z					45756				INOPERATIVE.  WONT IDENT. REPLACED TRANSISTOR Q415.  REPAIRED.  REPLACED DETERIORATED RESISTOR R477.  INSTALLED HEATSINK	 BEHIND TRANSISTOR Q415.  ADJUSTED FREQUENCY AND POWER OUT TO SPECS.  BENCH CHECK GOOD.					1	G	7	1 	3U				H2SW    					 
1995072800341	19950728	00341		1995	7	28	HEEA955327       	4	19950706	G	3452	066106200	TRANSCEIVER     		KT76        	BELL  	206   	206B3       	1181506	SW  										COCKPIT	DAMAGED         	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	2268W					3606				FACEPLATE BROKEN. REPLACED FACEPLATE.  REPAIRED.  FOUND MTL TO BE WAY BELOW SPECS.  REPLACED TRANSISTOR Q415.  REPLACED 	DIODE CR407.  REPAIRED.  FOUND UNIT TO HAVE WEAK POWER OUT.  TRIED ADJUSTING POWER OUT TO SPECS.  NO HELP.  REPLACED CAV	ITY TUBE 101. REPAIRED.ADJUSTED FREQUENCY.  BENCH CHECK GOOD.				1	G	7	1 	3U				H2SW    					 
1995072800342	19950728	00342		1995	7	28	HEEA955328       	4	19950706	G	3452	066106200	TRANSCEIVER     		KT76        	BELL  	206   	206L1       	1182107	SW  										COCKPIT	FAILED          	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	5007Q					45187				INOPERATIVE. FOUND THAT UNIT WOULD NOT RECEIVE OR TRANSMIT.  REPLACED CAVITY TUBE V101.  REPAIRED PROBLEM.  ADJUSTED FRE	QUENCY AND ALIGNED RECEIVER TO SPECS.  CLEANED CONTACTS ON ALL WAFERS.  BENCH CHECK GOOD.					1	G	7	1 	3U				H2SW    					 
1995072800343	19950728	00343		1995	7	28	HEEA955329       	4	19950706	G	3455	066107200	RECEIVER        		KR87        	BOLKMS	117   	BK117B2     	5626013	EU  										COCKPIT ADF	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	132AE					7238				DISPLAY IS BAD. FOUND SEGMENTS TO BE MISSING IN DISPLAY.  REPLACED DISPLAY.  REPAIRED PROBLEM.  LOWER DOT ON COLON IS BR	IGHT AND IS CONSTANTLY LIT.  REPLACED INTEGRATED CIRCUIT I507.  REPAIRED PROBLEM.  BENCH CHECK GOOD.					1	G	7	2 	3U			NC	H13EU   					 
1995072800344	19950728	00344		1995	7	28	HEEA955330       	4	19950706	G	2312	4000106010	CONTROL         		C10         	BOLKMS	105   	BO105S      	5626006	EU  										COCKPIT VHF	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	105WK					S812				SQUELCH INOPERATIVE. REPLACED S6 SWITCH.  REPAIRED.						1	G	7	2 	3U				H3EU    					 
1995072800345	19950728	00345	GL  	1995	7	28	HEEA955331       	2	19950706	G	7313	5233600	FUEL NOZZLE     			BELL  	206   	206L1       	1182107	SW  	ALLSN 	250C  	250C28B     	03013	GL  					ENGINE	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	5742N	4990 				45477				ENGINE HARD TO START.  REQUIRED BATTERY CART ON 2 OR 3 STARTS. REPLACED WITH SERVICEABLE FUEL NOZZLE.						1	G	7	1 	3U	3	U		H2SW    	E1GL				 
1995072800346	19950728	00346	EU  	1995	7	28	HEEA955332       	1	19950706	G	6321	419210	BRAKE           			BOLKMS	105   	BO105S      	5626006	EU  										ROTOR	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	205UC					S668				PUCKS ON ROTOR BRAKE CALIPER WILL NOT RETRACT. REPLACED WITH SERVICEABLE ROTOR BRAKE CALIPER.						1	G	7	2 	3U				H3EU    					 
1995072800347	19950728	00347	SW  	1995	7	28	HEEA955335       	1	19950706	G	2430	1101461	RELAY           			BELL  	230   	230         	1182149	SW  										NR 1 GEN	FAULTY          	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	230UN	2122 				23009				BUS INHIBIT RELAY CAUSING #1 GENERATOR TO KICK OFF LINE WHEN #2 ENGINE IS STARTED.						1	G	7	2 	3U			NC	H9SW    					 
1995080400001	19950804	00001	GL  	1995	8	4	HEEA955336       	2	19950710	G	7320	1564T1005	SERVOMOTOR      			BOLKMS	105   	BO105S      	5626006	EU  	ALLSN 	250C  	250C20B     	03013	GL  					ENG CONTROL	TRIPS BREAKER   	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	3071K	1395 				S859				POPS CIRCUIT BREAKER.  INSPECTED BY ACCESSORY OVERHAUL SHOP AND FOUND MOTOR HAS INTERMITTENT OPERATION.						1	G	7	2 	3U	3	U		H3EU    	E4CE				 
1995080400002	19950804	00002	SW  	1995	8	4	HEEA955338       	1	19950710	G	5330	206072154103	PANEL           			BELL  	230   	230         	1182149	SW  										FUSELAGE	CRACKED         	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	230UN	2083 				23009				PANEL CRACKED. PARTS SCRAPPED IN FIELD.						1	G	7	2 	3U			NC	H9SW    					 
1995080400003	19950804	00003	SW  	1995	8	4	HEEA955339       	1	19950710	G	6330	222331617101	MOUNT           			BELL  	230   	230         	1182149	SW  										XMSN ISOLATION	CRACKED         	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	230UN	326  				23009				TRANSMISSION LATERAL ISOLATION MOUNT FAILED IN FLIGHT.						1	G	7	2 	3U			NC	H9SW    					 
1995080400004	19950804	00004	SW  	1995	8	4	HEEA955341       	1	19950711	G	7714	412075010109	INDICATOR       			BELL  	412   	412         	1182202	SW  										TRIPLE TACH	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	7128R					36007				TRIPLE TACH HAS 2% SPLIT BETWEEN NEEDLES.						1	G	7	2 	4U				H4SW    					 
1995080400005	19950804	00005	EU  	1995	8	4	HEEA955342       	1	19950711	G	7931	6607190A	SWITCH          			BOLKMS	105   	BO105S      	5626006	EU  										OIL PRESS	MALFUNCTION     	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	50293	146  				S677				SWITCH WILL NOT CLOSE.						1	G	7	2 	3U				H3EU    					 
1995080400006	19950804	00006		1995	8	4	HEEA955343       	4	19950711	G	2370	9806019001	CVR             			BELL  	214   	214ST       	1182106	SW  										COCKPIT	WONT TEST       	E			HEEA	K				NONE                    				L			NO TEST                   			IN	INSP/MAINT     	1			SW	03	5748M	3701 				28102				CVR WILL NOT TEST.						2	G	7	2 	4U				H10SW   					 
1995080400007	19950804	00007		1995	8	4	HEEA955344       	4	19950711	G	2370	9806019001	CVR             			BEECH 	200   	200BEECH    	1152920	CE  										COCKPIT	WONT TEST       	E			HEEA	K				NONE                    				L			NO TEST                   			IN	INSP/MAINT     	1			SW	03	30PH	2116 				BB635				CVR WILL NOT TEST.						1	L	7	2 	4T				A24CE   					 
1995080400008	19950804	00008	SW  	1995	8	4	HEEA955345       	1	19950711	G	7722	206375006101	INDICATOR       			BELL  	206   	206L1       	1182107	SW  										COCKPIT TOT	STICKS          	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	1078D	326  				45397				TOT NEEDLE INTERMITTENTLY STICKS THROUGHOUT SCALE.						1	G	7	1 	3U				H2SW    					 
1995080400009	19950804	00009	NE  	1995	8	4	HEEA955346       	1	19950711	G	6410	7610105101041	BLADE           			SKRSKY	S76   	S76A        	8143006	NE  										T/R	PITTED          	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	5435V	6320 				760158				EXCESSIVE PITTING IN THE BOX BEAM OF PADDLE "B".   (REPLACEMENT OF BOX BEAM AND PITCH HORN ONLY)						1	G	7	2 	3U				H1NE    					 
1995080400010	19950804	00010	NE  	1995	8	4	HEEA955347       	1	19950711	G	6210	7615009043050	TIP CAP         			SKRSKY	S76   	S76A        	8143006	NE  										M/R	CRACKED         	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	1545K					760047				FIBERGLASS SKIN BROKEN BETWEEN THE INNER AND OUTER DOUBLER ON BOTH SURFACES.						1	G	7	2 	3U				H1NE    					 
1995080400011	19950804	00011	EU  	1995	8	4	HEEA955348       	1	19950711	G	6210	10515141	BLADE           			BOLKMS	105   	BO105S      	5626006	EU  										M/R	CRACKED         	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	54197	7525 				S805				NOSE AND NECK SHELL CRACKED IN ROOT END AREA.						1	G	7	2 	3U				H3EU    					 
1995080400012	19950804	00012	EU  	1995	8	4	HEEA955349       	1	19950711	G	7330	81141010010	TRANSMITTER     			AEROSP	AS355 	AS355F2     	8680812	EU  										FUEL PRESS	DEFECTIVE       	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	6040U					5474				PRESSURE DROPS TO ZERO IN FLIGHT.  (INTERMITTENTLY)  TIME SINCE REPAIR 262:50.						1	G	7	2 	3U				H11EU   					 
1995080400013	19950804	00013	EU  	1995	8	4	HEEA955350       	1	19950711	G	2841	1179405403	INDICATOR       			BOLKMS	117   	BK117B2     	5626013	EU  										NR 2 FUEL QTY	FLUCTUATES      	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	911LK					7168				#2 SUPPLY NEEDLE FLUCTUATES UP AND DOWN AFTER ABOUT 15 MINUTES (WHEN GAUGE WARMS UP)						1	G	7	2 	3U			NC	H13EU   					 
1995080400014	19950804	00014		1995	8	4	HEEA955351       	4	19950711	G	2312	064105430	TRANSCEIVER     			BELL  	206   	206L3       	1182108	SW  										COCKPIT	MALFUNCTION     	E			HEEA	K				NONE                    				O			OTHER                     			NR	NOT REPORTED   	1			SW	03	206FS					51506				SWITCHES CHANNELS BY ITSELF AND HARD TO CHANGE FREQUENCY.						1	G	7	1 	3U				H2SW    					 
1995080400015	19950804	00015	SW  	1995	8	4	HEEA955352       	1	19950711	G	6520	206040420101	SPACER          			BELL  	206   	206L        	1181522	SW  										T/R	DEFECTIVE       	E			HEEA	K				NONE                    				K			FLUID LOSS                			IN	INSP/MAINT     	1			SW	03	7077B					52037				SEAL LEAKING. REPLACED WITH NEW SPACER AND RETURNED TO SERVICE.						1	G	7	1 	3U				H2SW    					 
1995080400016	19950804	00016	EU  	1995	8	4	HEEA955353       	1	19950713	G	2810	10270	TANK COVER      			BOLKMS	105   	BO105S      	5626006	EU  										FUEL SYS	CRACKED         	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	3071K	1289 				S859				TANK COVER CRACKED. SCRAPPED IN FIELD.						1	G	7	2 	3U				H3EU    					 
1995080400017	19950804	00017	SW  	1995	8	4	HEEA955355       	1	19950713	G	6320	206040032011	BEARING         		206040004111	BELL  	206   	206L1       	1182107	SW  										M/R	MAKING METAL    	E			HEEA	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SW	03	50182				BMC45124	45242				METAL IN OIL.  CAUSE OF METAL IN OIL DUE TO BEARING SPALLED. REPLACED WITH SERVICEABLE BEARING.  REPAIRED TRANSMISSION.						1	G	7	1 	3U				H2SW    					 
