-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
SIO3        49718.000    1995     1     1     0
SIO3        52274.750    2001    12    31    18
SIO3     -2455456.521 -4767480.705  3441383.654
51612.25     0.105012     0.184358    -1.051309
51612.50     0.098769     0.170595    -0.745779
51612.75     0.267889     0.282612    -1.725860
51613.00     0.347473     0.099079    -1.166867
51613.25     0.494627     0.252639    -1.434550
51613.50     0.503442     0.260465    -1.094374
51613.75     0.649917     0.418163    -2.169672
51614.00     0.608803     0.260140    -1.508581
51614.25     0.656264     0.468267    -2.154906
51614.50     0.603528     0.515008    -2.060017
51614.75     0.577331     0.488490    -2.368173
51615.00     0.408164     0.238564    -1.369440
51615.25     0.390748     0.225330    -1.097479
51615.50     0.292466     0.231466    -0.551642
51615.75     0.252420     0.243706    -0.943629
51616.00     0.167377     0.072782    -0.255591
51616.25     0.230722     0.208361    -0.467685
51616.50     0.187552     0.192328    -0.108790
51616.75     0.223627     0.160078    -0.546596
51617.00     0.137788    -0.023590     0.208706
51617.25     0.194479     0.091922    -0.212533
51617.50     0.099536     0.082736     0.073748
51617.75     0.106904     0.057290    -0.434902
51618.00    -0.010923    -0.248330     0.712233
51618.25     0.054926    -0.161937     0.476269
51618.50     0.024477    -0.172206     0.828974
51618.75     0.044662    -0.143977     0.353685
51619.00     0.015520    -0.246149     0.835113
51619.25     0.071960     0.000314     0.195429
51619.50     0.019340     0.110117     0.147071
51619.75    -0.075483     0.184610    -0.440232
51620.00    -0.183116     0.045818     0.178311
51620.25    -0.158890     0.161359    -0.096977
51620.50    -0.120640     0.199558    -0.032628
51620.75    -0.039406     0.304340    -0.974758
51621.00    -0.088681     0.061826    -0.174679
51621.25     0.013523     0.156625    -0.485472
51621.50     0.013273     0.213478    -0.336477
51621.75     0.070805     0.309827    -1.064585
51622.00    -0.039606     0.097921    -0.150385
51622.25    -0.119826     0.231940    -0.346428
51622.50    -0.237806     0.103538     0.402632
51622.75    -0.326963    -0.036094     0.606912
51623.00    -0.448868    -0.441725     2.103077
51623.25    -0.451319    -0.517627     2.581917
51623.50    -0.371629    -0.660055     3.192095
51623.75    -0.228644    -0.566472     2.335022
51624.00    -0.198684    -0.575655     2.486957
51624.25    -0.071404    -0.274118     1.541329
51624.50    -0.084612    -0.141580     1.525274
51624.75     0.019140     0.044066     0.406726
51625.00     0.025060     0.001152     0.631519
51625.25     0.190925     0.174569    -0.237909
51625.50     0.128421     0.198859    -0.142940
51625.75     0.089715     0.335948    -1.038291
51626.00    -0.080346     0.126140    -0.298704
51626.25    -0.068669     0.238375    -0.817628
51626.50    -0.135796     0.242053    -0.617336
51626.75    -0.164191     0.195577    -0.995935
51627.00    -0.200043    -0.055660    -0.173715
51627.25    -0.122690    -0.016912    -0.168090
51627.50    -0.190518    -0.033101     0.318847
51627.75    -0.157242    -0.026449    -0.148634
51628.00    -0.241443    -0.187543     0.521067
51628.25    -0.189318    -0.029779    -0.003738
51628.50    -0.161550     0.053839    -0.162417
51628.75    -0.090900     0.084867    -1.085058
51629.00    -0.101425    -0.102098    -0.635528
51629.25     0.036320     0.026504    -1.285216
51629.50    -0.026888     0.015703    -1.039737
51629.75     0.016522     0.029812    -1.647345
51630.00    -0.136752    -0.271896    -0.470001
51630.25    -0.218552    -0.227198    -0.425362
51630.50    -0.409894    -0.318839     0.343500
51630.75    -0.500819    -0.381590     0.228056
51631.00    -0.647679    -0.697324     1.528259
51631.25    -0.667621    -0.713376     1.793517
51631.50    -0.755632    -0.817031     2.505970
51631.75    -0.715947    -0.813482     1.961240
51632.00    -0.652548    -0.869730     2.188088
51632.25    -0.407990    -0.581582     1.146268
51632.50    -0.346575    -0.455262     1.102388
51632.75    -0.203509    -0.332002     0.171122
51633.00    -0.145107    -0.419156     0.468627
51633.25    -0.030890    -0.201785    -0.134440
51633.50     0.048724    -0.094987    -0.234513
51633.75     0.223225    -0.006932    -1.091105
51634.00     0.213480    -0.198559    -0.308661
51634.25     0.370986    -0.024161    -0.919870
51634.50     0.341681    -0.062902    -0.519673
51634.75     0.279253    -0.016536    -0.875076
51635.00     0.130401    -0.153428    -0.062399
51635.25     0.240215    -0.041941    -0.529674
51635.50     0.175045    -0.099224    -0.058773
51635.75     0.140452    -0.103588    -0.479124
51636.00    -0.014152    -0.287118     0.345553
51636.25     0.038767    -0.067957    -0.328137
51636.50    -0.002707    -0.161599     0.211547
51636.75     0.079838    -0.044392    -0.769989
51637.00     0.063442    -0.184186    -0.277262
51637.25     0.194968     0.123395    -1.321509
51637.50     0.148686     0.234825    -1.404036
51637.75     0.228379     0.381650    -2.457467
51638.00     0.078331     0.192688    -1.567946
51638.25     0.067058     0.357245    -2.125315
51638.50    -0.040386     0.301381    -1.506872
51638.75    -0.053514     0.281304    -1.877188
51639.00    -0.201718    -0.136806    -0.375757
51639.25    -0.275623    -0.124294    -0.196844
51639.50    -0.340599    -0.199008     0.501873
51639.75    -0.306810    -0.217889     0.104924
51640.00    -0.362843    -0.410471     0.857071
51640.25    -0.229407    -0.223936     0.361737
51640.50    -0.240712    -0.227705     0.709410
51640.75    -0.123374    -0.203827    -0.054698
51641.00    -0.047754    -0.398313     0.494294
51641.25     0.204805    -0.165324    -0.472466
51641.50     0.343673    -0.052079    -0.562190
51641.75     0.588293     0.124849    -1.662846
51642.00     0.531498     0.028679    -0.973628
51642.25     0.573120     0.232858    -1.464125
51642.50     0.509115     0.332116    -1.253612
51642.75     0.479142     0.346787    -1.487633
51643.00     0.318241     0.066044    -0.381703
51643.25     0.311880     0.142726    -0.402737
51643.50     0.322373     0.075128    -0.063378
51643.75     0.281071     0.014287    -0.359647
51644.00     0.218799    -0.215508     0.376859
51644.25     0.348514    -0.077283    -0.073258
51644.50     0.409518    -0.083602     0.241959
51644.75     0.493048     0.000450    -0.422673
51645.00     0.546302    -0.094654     0.064418
51645.25     0.632847     0.167622    -0.661667
51645.50     0.646345     0.263295    -0.688046
51645.75     0.651255     0.406308    -1.390271
51646.00     0.540011     0.276927    -0.724338
51646.25     0.567118     0.495260    -1.346362
51646.50     0.528826     0.560433    -1.146134
51646.75     0.595206     0.674604    -2.120325
51647.00     0.454601     0.362630    -0.928133
51647.25     0.436605     0.481323    -1.196116
51647.50     0.349306     0.453218    -0.775866
51647.75     0.295371     0.393841    -1.033509
51648.00     0.107890     0.017142     0.326979
51648.25     0.046545     0.091821     0.272675
51648.50    -0.175586    -0.054552     1.157612
51648.75    -0.221397    -0.124104     0.849451
51649.00    -0.230658    -0.401688     1.591320
51649.25    -0.213093    -0.202733     1.035693
51649.50    -0.222788    -0.188454     1.280304
51649.75    -0.118502    -0.053516     0.408679
51650.00    -0.153317    -0.188658     1.029779
51650.25    -0.099815     0.061109     0.407788
51650.50    -0.116788     0.169673     0.479788
51650.75    -0.054789     0.293660    -0.360709
51651.00    -0.200441     0.106625     0.442002
51651.25    -0.174948     0.248912     0.020278
51651.50    -0.278925     0.213290     0.507229
51651.75    -0.359177     0.179901     0.156693
51652.00    -0.497710    -0.013358     0.835211
51652.25    -0.469421     0.092870     0.564450
51652.50    -0.527656     0.061754     0.856564
51652.75    -0.444052     0.132630    -0.156250
51653.00    -0.342401    -0.172592     0.448476
51653.25    -0.232666    -0.077289     0.098966
51653.50    -0.258203    -0.090320     0.435464
51653.75    -0.088597     0.018859    -0.537120
51654.00    -0.059181    -0.137618     0.053344
51654.25     0.040860     0.057786    -0.330227
51654.50     0.012343     0.134754    -0.192063
51654.75     0.004256     0.205781    -0.677801
51655.00    -0.132471     0.000013     0.097702
51655.25    -0.202952     0.088176     0.070958
51655.50    -0.367335     0.049749     0.529895
51655.75    -0.460684    -0.024299     0.277252
51656.00    -0.617053    -0.219439     0.822438
51656.25    -0.619578    -0.158135     0.532205
51656.50    -0.649103    -0.233944     0.789232
51656.75    -0.591749    -0.274322     0.202849
51657.00    -0.546965    -0.516574     0.980640
51657.25    -0.401135    -0.363254     0.606114
51657.50    -0.331542    -0.314368     0.773247
51657.75    -0.207021    -0.277235     0.184697
51658.00    -0.229935    -0.449794     0.966127
51658.25    -0.084746    -0.228297     0.322630
51658.50    -0.020394    -0.143854     0.393305
51658.75     0.106947    -0.026459    -0.472233
51659.00     0.033546    -0.201794     0.343929
51659.25     0.127918     0.008960    -0.254847
51659.50     0.083242     0.106280    -0.134647
51659.75     0.134606     0.179992    -0.838998
51660.00     0.053590    -0.078896     0.046326
51660.25     0.161748     0.093597    -0.511193
51660.50     0.176334     0.119920    -0.397499
51660.75     0.209588     0.209122    -1.141676
51661.00     0.161624    -0.027374    -0.244267
51661.25     0.199685     0.123474    -0.601027
51661.50     0.096211     0.107038     0.003207
51661.75     0.045748     0.116164    -0.307787
51662.00    -0.006715    -0.129220     0.547807
51662.25     0.019249    -0.011483     0.277579
51662.50    -0.097376    -0.068460     0.917525
51662.75    -0.100700    -0.093583     0.503557
51663.00    -0.136271    -0.339111     1.276351
51663.25    -0.012059    -0.165130     0.595077
51663.50     0.104166    -0.109596     0.496127
51663.75     0.228513    -0.017115    -0.505323
51664.00     0.246643    -0.114990    -0.122164
51664.25     0.384495     0.102882    -0.692571
51664.50     0.360729     0.162955    -0.597307
51664.75     0.355980     0.262630    -1.328567
51665.00     0.196839    -0.009268    -0.191503
51665.25     0.150146     0.064908    -0.341469
51665.50     0.065130     0.081786     0.000838
51665.75     0.056560     0.094704    -0.513481
51666.00    -0.047578    -0.204889     0.501411
51666.25    -0.068281    -0.137730     0.433709
51666.50    -0.143282    -0.135442     0.880259
51666.75    -0.106110    -0.122492     0.441730
51667.00    -0.200601    -0.328573     1.182180
51667.25    -0.201386    -0.181702     0.900182
51667.50    -0.261257    -0.168554     1.192755
51667.75    -0.237425    -0.111579     0.606668
51668.00    -0.296878    -0.287719     1.191443
51668.25    -0.212016    -0.161058     0.704075
51668.50    -0.267977    -0.179323     1.020890
51668.75    -0.317638    -0.160026     0.559266
51669.00    -0.344740    -0.395795     1.263866
51669.25    -0.295345    -0.184644     0.674562
51669.50    -0.320845    -0.212667     1.017433
51669.75    -0.272803    -0.216951     0.445887
51670.00    -0.302618    -0.415363     1.142806
51670.25    -0.201224    -0.253724     0.722069
51670.50    -0.217009    -0.232837     0.925965
51670.75    -0.137814    -0.166478     0.211748
51671.00    -0.129015    -0.341608     0.675755
51671.25    -0.092334    -0.193549     0.266002
51671.50    -0.125727    -0.209583     0.617737
51671.75    -0.034064    -0.191262    -0.019504
51672.00    -0.076495    -0.428775     0.826040
51672.25    -0.062158    -0.275562     0.573702
51672.50    -0.098820    -0.285989     0.994243
51672.75    -0.040086    -0.286332     0.541680
51673.00    -0.021248    -0.495444     1.235718
51673.25     0.056707    -0.302846     0.801953
51673.50    -0.060495    -0.297965     1.404873
51673.75    -0.123530    -0.269080     1.161025
51674.00    -0.268896    -0.501298     2.147355
51674.25    -0.268949    -0.358279     1.891324
51674.50    -0.362574    -0.390273     2.482631
51674.75    -0.387725    -0.422077     2.109445
51675.00    -0.396860    -0.704786     2.852232
51675.25    -0.272108    -0.562937     2.132245
51675.50    -0.197779    -0.523576     1.946673
51675.75    -0.029834    -0.441104     0.892027
51676.00     0.040407    -0.558242     1.191942
51676.25     0.213489    -0.342027     0.419088
51676.50     0.287481    -0.191618     0.270241
51676.75     0.446831    -0.084702    -0.601500
51677.00     0.382664    -0.220432     0.220561
51677.25     0.460540    -0.032873    -0.184512
51677.50     0.390474     0.060409     0.040165
51677.75     0.365177     0.110976    -0.475699
51678.00     0.274687    -0.153877     0.630291
51678.25     0.309635     0.075055     0.074072
51678.50     0.245958     0.122391     0.370998
51678.75     0.251420     0.176992    -0.169919
51679.00     0.173592    -0.083302     0.628546
51679.25     0.187779     0.085475     0.170715
51679.50     0.084053     0.054282     0.558638
51679.75     0.014769    -0.005258     0.326861
51680.00    -0.058615    -0.225064     1.027825
51680.25    -0.103446    -0.138163     0.950185
51680.50    -0.134441    -0.167629     1.288911
51680.75    -0.137282    -0.152075     0.786796
51681.00    -0.151315    -0.394303     1.488088
51681.25    -0.112400    -0.335515     1.331386
51681.50    -0.064042    -0.307098     1.413368
51681.75     0.049866    -0.229654     0.627074
51682.00     0.033887    -0.391297     1.254329
51682.25     0.189991    -0.122482     0.319092
51682.50     0.207522    -0.092564     0.305946
51682.75     0.263961     0.080604    -0.572525
51683.00     0.229982    -0.022944    -0.064899
51683.25     0.282101     0.234046    -0.808789
51683.50     0.265966     0.217829    -0.568949
51683.75     0.246668     0.213141    -0.943177
51684.00     0.132297    -0.057905     0.045178
51684.25     0.116898     0.092551    -0.299247
51684.50     0.091733     0.078056    -0.112621
51684.75     0.104590     0.067456    -0.496145
51685.00    -0.032979    -0.205122     0.569920
51685.25    -0.034021    -0.033129     0.113076
51685.50    -0.070555     0.043604     0.096025
51685.75    -0.046455     0.015550    -0.297187
51686.00    -0.229831    -0.290568     0.894264
51686.25    -0.173010    -0.195850     0.524402
51686.50    -0.247881    -0.194463     0.759984
51686.75    -0.233672    -0.236704     0.457583
51687.00    -0.316036    -0.470994     1.310982
51687.25    -0.309553    -0.386660     1.000896
51687.50    -0.374123    -0.425052     1.375898
51687.75    -0.339123    -0.426869     0.870129
51688.00    -0.334441    -0.625636     1.442174
51688.25    -0.250575    -0.454968     0.950269
51688.50    -0.285975    -0.434086     1.249081
51688.75    -0.243847    -0.384493     0.764169
51689.00    -0.324939    -0.601160     1.589146
51689.25    -0.311953    -0.456609     1.166375
51689.50    -0.367937    -0.457118     1.615372
51689.75    -0.394480    -0.434152     1.303688
51690.00    -0.461691    -0.600477     1.996646
51690.25    -0.452045    -0.479191     1.766010
51690.50    -0.471529    -0.462971     1.986244
51690.75    -0.400603    -0.424021     1.410012
51691.00    -0.411914    -0.581761     2.034116
51691.25    -0.303528    -0.323062     1.241031
51691.50    -0.268292    -0.169549     0.967901
51691.75    -0.216317    -0.003647     0.076791
51692.00    -0.269557    -0.201755     0.660773
51692.25    -0.230374    -0.072146     0.241476
51692.50    -0.234512    -0.023829     0.325618
51692.75    -0.215964    -0.006903    -0.219955
51693.00    -0.261752    -0.265293     0.639561
51693.25    -0.262786    -0.181956     0.531957
51693.50    -0.316197    -0.189272     0.888243
51693.75    -0.298961    -0.199678     0.536267
51694.00    -0.330206    -0.419075     1.345140
51694.25    -0.255060    -0.270842     1.027682
51694.50    -0.301820    -0.299233     1.505269
51694.75    -0.284176    -0.201535     0.869504
51695.00    -0.260515    -0.404255     1.435160
51695.25    -0.164819    -0.173744     0.829609
51695.50    -0.124002    -0.162952     1.000515
51695.75    -0.008082    -0.110801     0.356782
51696.00    -0.000890    -0.311056     1.084775
51696.25     0.059557    -0.116789     0.714013
51696.50     0.092162    -0.003416     0.570960
51696.75     0.155424     0.085412    -0.085894
51697.00     0.109860    -0.009588     0.235377
51697.25     0.175493     0.183547    -0.379289
51697.50     0.215201     0.287428    -0.646826
51697.75     0.268695     0.351888    -1.376789
51698.00     0.198766     0.159056    -0.772675
51698.25     0.254198     0.297327    -1.186091
51698.50     0.276081     0.341163    -1.141674
51698.75     0.319181     0.246813    -1.319479
51699.00     0.239297     0.002622    -0.464989
51699.25     0.315029     0.152797    -0.868104
51699.50     0.334594     0.167964    -0.723598
51699.75     0.329419     0.192342    -1.090790
51700.00     0.210157    -0.034646    -0.174102
51700.25     0.211841     0.153302    -0.545212
51700.50     0.119660     0.201292    -0.336750
51700.75     0.155273     0.233581    -0.807178
51701.00     0.050779    -0.018275     0.157908
51701.25     0.065997     0.191702    -0.359701
51701.50     0.070671     0.233228    -0.080593
51701.75     0.098239     0.250069    -0.578306
51702.00     0.005140     0.002379     0.260434
51702.25     0.043080     0.163253    -0.175033
51702.50    -0.045311     0.170308     0.028146
51702.75    -0.130558     0.081710    -0.140143
51703.00    -0.281927    -0.187293     0.739287
51703.25    -0.356995    -0.124989     0.743768
51703.50    -0.478366    -0.175649     1.127756
51703.75    -0.486703    -0.213411     0.778188
51704.00    -0.589945    -0.469941     1.622982
51704.25    -0.525223    -0.348834     1.241751
51704.50    -0.520472    -0.333122     1.435352
51704.75    -0.434879    -0.290997     0.973930
51705.00    -0.469550    -0.460307     1.628973
51705.25    -0.345352    -0.274766     1.151441
51705.50    -0.328383    -0.226383     1.265442
51705.75    -0.225065    -0.134402     0.581689
51706.00    -0.257184    -0.341324     1.327904
51706.25    -0.099294    -0.076473     0.493609
51706.50    -0.080746    -0.006806     0.548519
51706.75    -0.019786     0.099421    -0.285458
51707.00    -0.039132    -0.071094     0.255720
51707.25     0.000473     0.090721    -0.218270
51707.50    -0.067430     0.097300     0.029165
51707.75    -0.054205     0.101313    -0.599816
51708.00    -0.105962    -0.186694     0.281873
51708.25    -0.093700    -0.116656    -0.022583
51708.50    -0.071378    -0.137761     0.215830
51708.75     0.045145    -0.125552    -0.546714
51709.00    -0.037916    -0.386600     0.374043
51709.25     0.055500    -0.194052    -0.275355
51709.50     0.007856    -0.139499    -0.217733
51709.75    -0.010200    -0.091336    -0.724483
51710.00    -0.139593    -0.325618     0.239498
51710.25    -0.099184    -0.230873    -0.182515
51710.50    -0.200683    -0.323998     0.484170
51710.75    -0.165011    -0.434714     0.437172
51711.00    -0.235729    -0.720158     1.687634
51711.25    -0.190601    -0.640667     1.643160
51711.50    -0.181796    -0.553351     1.743986
51711.75    -0.150681    -0.488442     1.469677
51712.00    -0.214125    -0.630660     2.347397
51712.25    -0.142926    -0.347196     1.641565
51712.50    -0.137784    -0.231139     1.575087
51712.75    -0.093969    -0.091972     0.866589
51713.00    -0.184534    -0.233327     1.512650
51713.25    -0.177375    -0.021413     1.019018
51713.50    -0.186299     0.021483     1.055742
51713.75    -0.188938     0.071283     0.490406
51714.00    -0.273244    -0.151327     1.280375
51714.25    -0.231339    -0.046916     0.952200
51714.50    -0.227834    -0.032995     1.011661
51714.75    -0.192753    -0.010919     0.518247
51715.00    -0.246967    -0.242552     1.309613
51715.25    -0.183425    -0.123349     0.850456
51715.50    -0.202122    -0.140511     0.972199
51715.75    -0.166772    -0.142492     0.404495
51716.00    -0.296066    -0.380551     1.315949
51716.25    -0.258881    -0.224772     0.863081
51716.50    -0.262472    -0.218125     0.903922
51716.75    -0.263040    -0.174725     0.500349
51717.00    -0.343733    -0.390145     1.300762
51717.25    -0.290614    -0.222954     0.799998
51717.50    -0.258427    -0.204893     0.886499
51717.75    -0.226248    -0.125772     0.305037
51718.00    -0.274376    -0.276989     0.876529
51718.25    -0.221854    -0.101201     0.381398
51718.50    -0.207962    -0.072114     0.418104
51718.75    -0.116217     0.035548    -0.430672
51719.00    -0.172919    -0.126801     0.123784
51719.25    -0.078818     0.072498    -0.529845
51719.50     0.003347     0.086773    -0.486256
51719.75     0.070449     0.119131    -1.016434
51720.00     0.056767    -0.044604    -0.338949
51720.25     0.175486     0.075762    -0.747440
51720.50     0.202753     0.057354    -0.494454
51720.75     0.289177     0.078866    -1.045951
51721.00     0.232322    -0.109766    -0.194252
51721.25     0.305470    -0.009203    -0.399618
51721.50     0.275584    -0.011753     0.008577
51721.75     0.279946     0.048600    -0.420516
51722.00     0.188262    -0.107140     0.301123
51722.25     0.230086     0.072952    -0.282027
51722.50     0.176950     0.106986    -0.122624
51722.75     0.208013     0.162043    -0.806320
51723.00     0.127532    -0.046178    -0.043343
51723.25     0.155649     0.111433    -0.467713
51723.50     0.134438     0.129397    -0.305742
51723.75     0.159603     0.164541    -0.896968
51724.00     0.027576    -0.046893    -0.078039
51724.25     0.029550     0.079605    -0.471265
51724.50    -0.014659     0.028408    -0.021668
51724.75    -0.004153     0.048167    -0.395272
51725.00    -0.107022    -0.222388     0.709925
51725.25    -0.097659    -0.035093     0.198496
51725.50    -0.108989    -0.048177     0.578273
51725.75    -0.063556    -0.008644     0.011371
51726.00    -0.150689    -0.196538     0.755982
51726.25    -0.091160    -0.017969     0.193076
51726.50    -0.039858     0.016717     0.297029
51726.75    -0.012556     0.021419    -0.105304
51727.00    -0.058396    -0.196900     0.744450
51727.25     0.025216    -0.052395     0.382359
51727.50     0.004618    -0.078109     0.761543
51727.75     0.039283    -0.011215     0.277920
51728.00    -0.046721    -0.184582     1.038140
51728.25    -0.022126    -0.044288     0.801468
51728.50    -0.018175    -0.034265     1.055529
51728.75     0.038119     0.015485     0.481284
51729.00     0.011118    -0.175007     1.101890
51729.25     0.041554    -0.017772     0.666094
51729.50     0.030746    -0.005665     0.761226
51729.75     0.063985     0.025203     0.182713
51730.00    -0.003795    -0.176456     0.853296
51730.25    -0.004312    -0.028121     0.509456
51730.50    -0.047873    -0.013979     0.723938
51730.75    -0.078082     0.014355     0.245233
51731.00    -0.160179    -0.205972     0.976452
51731.25    -0.163287    -0.107864     0.682168
51731.50    -0.178747    -0.031394     0.705334
51731.75    -0.085744     0.062864     0.001999
51732.00    -0.139847    -0.135031     0.741942
51732.25    -0.065655     0.005600     0.316390
51732.50    -0.052439     0.076394     0.408895
51732.75     0.063305     0.130040    -0.349389
51733.00    -0.037158    -0.046419     0.363539
51733.25     0.051483     0.153343    -0.278769
51733.50     0.094590     0.175704    -0.206437
51733.75     0.151646     0.196301    -0.686110
51734.00     0.037099    -0.028775     0.155708
51734.25     0.080167     0.080277    -0.243449
51734.50     0.034287     0.037578     0.139127
51734.75     0.032962     0.079701    -0.448235
51735.00    -0.078174    -0.119836     0.275707
51735.25    -0.084785    -0.010475     0.039044
51735.50    -0.034060     0.037244     0.021136
51735.75     0.027852     0.104536    -0.559700
51736.00    -0.041570    -0.126827     0.362037
51736.25     0.001754     0.053314    -0.095852
51736.50    -0.022792     0.069974     0.181557
51736.75     0.077349     0.140877    -0.483221
51737.00     0.020261    -0.056108     0.301102
51737.25     0.150701     0.088221    -0.188593
51737.50     0.156005     0.186652    -0.123634
51737.75     0.252620     0.243696    -0.692981
51738.00     0.218173     0.055034     0.007732
51738.25     0.281376     0.228716    -0.535618
51738.50     0.272895     0.267380    -0.355740
51738.75     0.296878     0.325787    -0.955593
51739.00     0.182386     0.083776    -0.125054
51739.25     0.203335     0.252026    -0.771340
51739.50     0.107314     0.241195    -0.526672
51739.75     0.128729     0.280821    -1.087825
51740.00    -0.003829     0.027646    -0.212436
51740.25     0.032490     0.164779    -0.669667
51740.50    -0.069318     0.076489    -0.202188
51740.75    -0.039917     0.043986    -0.512366
51741.00    -0.141528    -0.201703     0.461606
51741.25    -0.068574    -0.078362     0.142228
51741.50    -0.099504    -0.138142     0.540214
51741.75     0.004490    -0.038628    -0.204962
51742.00    -0.021567    -0.206747     0.435310
51742.25     0.094457     0.006683    -0.165600
51742.50     0.099001     0.085370    -0.175136
51742.75     0.226629     0.212752    -0.977764
51743.00     0.206170    -0.010515    -0.238465
51743.25     0.279927     0.158966    -0.744588
51743.50     0.252332     0.206104    -0.565155
51743.75     0.285535     0.267844    -1.144143
51744.00     0.178802     0.014396    -0.134746
51744.25     0.198731     0.149031    -0.440669
51744.50     0.154697     0.161381    -0.228725
51744.75     0.148707     0.204880    -0.814321
51745.00     0.018031    -0.043994     0.099110
51745.25     0.064676     0.092628    -0.412589
51745.50    -0.009915     0.036434    -0.033091
51745.75    -0.054043     0.037375    -0.433246
51746.00    -0.135019    -0.164811     0.368637
51746.25    -0.119523    -0.040863     0.085887
51746.50    -0.191419    -0.049839     0.467521
51746.75    -0.090118     0.078431    -0.413474
51747.00    -0.150127    -0.129105     0.421208
51747.25    -0.029064     0.065289    -0.085489
51747.50     0.030259     0.140256     0.001089
51747.75     0.112580     0.212927    -0.590724
51748.00     0.075979     0.037043     0.049202
51748.25     0.151984     0.264256    -0.509828
51748.50     0.226933     0.332127    -0.540090
51748.75     0.228392     0.340382    -1.000354
51749.00     0.145051     0.103945    -0.184474
51749.25     0.232770     0.234673    -0.703027
51749.50     0.134711     0.231347    -0.408059
51749.75     0.156738     0.184495    -0.702933
51750.00     0.061836    -0.045010     0.258598
51750.25     0.038387     0.032138     0.172588
51750.50     0.024776     0.084707     0.373161
51750.75     0.026954     0.066492     0.099209
51751.00    -0.062848    -0.202574     1.166407
51751.25    -0.021238    -0.054874     0.713020
51751.50     0.002324     0.046441     0.666818
51751.75     0.043883     0.123065    -0.032091
51752.00    -0.015498    -0.105103     0.762116
51752.25     0.057232     0.061099     0.307230
51752.50     0.054847     0.112441     0.458625
51752.75     0.133510     0.170662    -0.208261
51753.00     0.050746    -0.011296     0.420683
51753.25     0.127195     0.135495    -0.046328
51753.50     0.119567     0.138645     0.137816
51753.75     0.155168     0.127929    -0.300585
51754.00     0.100613    -0.088005     0.394780
51754.25     0.144276     0.032418    -0.031578
51754.50     0.102122    -0.021309     0.374755
51754.75     0.104651     0.021390    -0.139208
51755.00     0.018066    -0.203934     0.583648
51755.25     0.044110    -0.067193     0.264984
51755.50     0.035512    -0.016022     0.407807
51755.75     0.067615     0.047819    -0.172944
51756.00    -0.004308    -0.159702     0.629896
51756.25     0.071881     0.047921     0.133931
51756.50     0.071445     0.104802     0.154468
51756.75     0.136834     0.186024    -0.513674
51757.00     0.074727    -0.010307     0.194425
51757.25     0.162659     0.151109    -0.393101
51757.50     0.124036     0.224529    -0.345832
51757.75     0.162306     0.210223    -0.735000
51758.00     0.047920    -0.063412     0.280692
51758.25     0.097158     0.089946    -0.136333
51758.50     0.069238     0.100263     0.143497
51758.75     0.051343     0.070637    -0.130193
51759.00    -0.048077    -0.190996     0.769264
51759.25     0.006881     0.022980     0.345083
51759.50    -0.027031     0.059216     0.515345
51759.75    -0.027617     0.131185    -0.013025
51760.00    -0.076754    -0.119899     0.802157
51760.25     0.008074     0.046412     0.221472
51760.50     0.002432     0.116430     0.121185
51760.75     0.076202     0.160223    -0.492091
51761.00    -0.021206    -0.104348     0.386912
51761.25     0.044587     0.005626     0.026154
51761.50    -0.040881    -0.006844     0.255150
51761.75    -0.025279    -0.065374     0.001797
51762.00    -0.156192    -0.282810     0.852675
51762.25    -0.154897    -0.177013     0.648091
51762.50    -0.142988    -0.151532     0.842734
51762.75    -0.128429    -0.084941     0.215975
51763.00    -0.236620    -0.279917     0.982655
51763.25    -0.163992    -0.099537     0.476912
51763.50    -0.149698    -0.075270     0.659090
51763.75    -0.110326     0.021302    -0.132154
51764.00    -0.178443    -0.206991     0.637155
51764.25    -0.077700    -0.032957     0.051721
51764.50    -0.027069    -0.062017     0.269826
51764.75     0.058827     0.039631    -0.491597
51765.00     0.001869    -0.164646     0.399313
51765.25     0.096370    -0.032901     0.133787
51765.50     0.140073    -0.002090     0.354071
51765.75     0.200236     0.073726    -0.158130
51766.00     0.112286    -0.175587     0.858626
51766.25     0.225212     0.008236     0.393727
51766.50     0.250199     0.032406     0.658935
51766.75     0.295330     0.093448     0.216192
51767.00     0.202388    -0.130956     1.177517
51767.25     0.287587     0.018884     0.679022
51767.50     0.282406     0.072685     0.873498
51767.75     0.293718     0.119180     0.221578
51768.00     0.194409    -0.082095     0.930302
51768.25     0.266827     0.054956     0.323914
51768.50     0.204395     0.055203     0.571129
51768.75     0.210402     0.069470    -0.133993
51769.00     0.115677    -0.168937     0.709081
51769.25     0.150287    -0.037550     0.261234
51769.50     0.104503    -0.066453     0.601396
51769.75     0.124310    -0.054510     0.045494
51770.00     0.004746    -0.290049     1.046036
51770.25     0.106730    -0.095661     0.468772
51770.50     0.156170    -0.080288     0.736649
51770.75     0.209505     0.027167    -0.000942
51771.00     0.143996    -0.123151     0.579776
51771.25     0.327659     0.187105    -0.346932
