Industry	SIC	Total_Code	Data_Type	Total	"0-49,999"	"50,000-99,999"	"100,000-499,999"	"500,000-999,999"	"1,000,000-2,999,999"	"<3,000,000"	"3,000,000-4,999,999"	"<5,000,000"	"5,000,000-7,499,999"	"<7,500,000"	"7,500,000-24,999,999"	"25,000,000-99,999,999"	"100,000,000+"
Sporting & Recreational Camps	7032	2	Firms	3248	466	437	1379	425	354	3061	65	3126	43	3169	47	24	8
Sporting & Recreational Camps	7032	2	Establishments	3470	466	437	1384	452	416	3155	105	3260	82	3342	70	47	11
Sporting & Recreational Camps	7032	2	Employment	17022	288	431	4401	3223	4291	12634	1065	13699	847	14546	1103	902	471
Sporting & Recreational Camps	7032	2	Ann. Payroll	378290	3843	7819	83895	79367	107357	282281	27784	310065	19643	329708	24504	13648	10430
Sporting & Recreational Camps	7032	2	Est. Receipts	1319409	12224	31946	325732	270592	374114	1014608	90384	1104992	65563	1170555	72999	47415	28440
Recreational Vehicle Parks & Campsites	7033	2	Firms	3905	515	656	2076	389	193	3829	28	3857	13	3870	20	9	6
Recreational Vehicle Parks & Campsites	7033	2	Establishments	4152	515	656	2079	398	267	3915	66	3981	17	3998	40	87	27
Recreational Vehicle Parks & Campsites	7033	2	Employment	17067	379	754	5602	3009	3243	12987	758	13745	511	14256	745	1154	912
Recreational Vehicle Parks & Campsites	7033	2	Ann. Payroll	298019	3694	9217	87610	53849	64291	218661	16061	234722	8710	243432	15443	19814	19330
Recreational Vehicle Parks & Campsites	7033	2	Est. Receipts	1412482	14326	49290	477983	259618	279528	1080745	85237	1165982	39222	1205204	64909	51565	90804
Organization Hotels & Lodging Houses On Membership Basis	7040	2	Firms	2196	237	375	1476	54	24	2166	6	2172	8	2180	10	4	2
Organization Hotels & Lodging Houses On Membership Basis	7040	2	Establishments	2206	237	375	1476	54	26	2168	6	2174	11	2185	12	5	4
Organization Hotels & Lodging Houses On Membership Basis	7040	2	Employment	11041	302	685	5668	659	577	7891	294	8185	699	8884	976	         [f]	         [e]
Organization Hotels & Lodging Houses On Membership Basis	7040	2	Ann. Payroll	132435	1953	5090	47411	7647	8623	70724	5321	76045	13246	89291	18269	         (D)	         (D)
Organization Hotels & Lodging Houses On Membership Basis	7040	2	Est. Receipts	598334	6966	28450	319950	35829	29170	420365	16598	436963	33970	470933	57003	         (D)	         (D)
Organization Hotels & Lodging Houses On Membership Basis	7041	2	Firms	2196	237	375	1476	54	24	2166	6	2172	8	2180	10	4	2
Organization Hotels & Lodging Houses On Membership Basis	7041	2	Establishments	2206	237	375	1476	54	26	2168	6	2174	11	2185	12	5	4
Organization Hotels & Lodging Houses On Membership Basis	7041	2	Employment	11041	302	685	5668	659	577	7891	294	8185	699	8884	976	         [f]	         [e]
Organization Hotels & Lodging Houses On Membership Basis	7041	2	Ann. Payroll	132435	1953	5090	47411	7647	8623	70724	5321	76045	13246	89291	18269	         (D)	         (D)
Organization Hotels & Lodging Houses On Membership Basis	7041	2	Est. Receipts	598334	6966	28450	319950	35829	29170	420365	16598	436963	33970	470933	57003	         (D)	         (D)
Personal Services	7200	2	Firms	177347	44776	42884	73306	10134	4770	175870	670	176540	292	176832	322	90	103
Personal Services	7200	2	Establishments	208546	44826	42968	75517	13110	9923	186344	2520	188864	1805	190669	3747	2556	11574
Personal Services	7200	2	Employment	1303840	56856	100686	416044	148590	143523	865699	45195	910894	32334	943228	64815	40534	255263
Personal Services	7200	2	Ann. Payroll	18645024	382207	905629	5148279	2458341	2667480	11561936	874765	12436701	594203	13030904	1126917	773976	3713227
Personal Services	7200	2	Est. Receipts	53965771	1262916	3108286	15516316	6874437	7185560	33947515	2362079	36309594	1629565	37939159	3000097	2144859	10881656
"Laundry, Cleaning, & Garment Services"	7210	2	Firms	50381	8115	11202	25834	3066	1458	49675	303	49978	143	50121	150	55	55
"Laundry, Cleaning, & Garment Services"	7210	2	Establishments	57351	8128	11232	26669	4076	3019	53124	800	53924	641	54565	901	743	1142
"Laundry, Cleaning, & Garment Services"	7210	2	Employment	452962	9858	23166	145968	58134	54367	291493	22042	313535	16405	329940	24566	19820	78636
"Laundry, Cleaning, & Garment Services"	7210	2	Ann. Payroll	6909571	65577	204383	1671291	812256	866573	3620080	411355	4031435	296765	4328200	517430	407450	1656491
"Laundry, Cleaning, & Garment Services"	7210	2	Est. Receipts	20616553	232147	832211	5478965	2063440	2211164	10817927	1069044	11886971	802696	12689667	1489951	1219502	5217433
"Power Laundries, Family & Commercial"	7211	2	Firms	1723	289	298	810	147	101	1645	26	1671	22	1693	16	5	9
"Power Laundries, Family & Commercial"	7211	2	Establishments	1767	289	298	815	155	111	1668	35	1703	26	1729	23	5	10
"Power Laundries, Family & Commercial"	7211	2	Employment	21365	297	676	5458	3098	3768	13297	2040	15337	2429	17766	2658	         [e]	         [f]
"Power Laundries, Family & Commercial"	7211	2	Ann. Payroll	318034	2387	5633	62227	40563	60738	171548	35024	206572	41519	248091	52065	         (D)	         (D)
"Power Laundries, Family & Commercial"	7211	2	Est. Receipts	785067	8065	21560	186007	93386	132914	441932	77011	518943	97971	616914	125910	         (D)	         (D)
"Garment Pressing, & Agents For Laundries & Drycleaners"	7212	2	Firms	2751	431	645	1327	178	127	2708	21	2729	11	2740	10	1	0
"Garment Pressing, & Agents For Laundries & Drycleaners"	7212	2	Establishments	3457	431	645	1368	272	352	3068	105	3173	70	3243	160	54	0
"Garment Pressing, & Agents For Laundries & Drycleaners"	7212	2	Employment	11315	521	1140	5021	1728	1630	10040	401	10441	249	10690	         [e]	         [c]	0
"Garment Pressing, & Agents For Laundries & Drycleaners"	7212	2	Ann. Payroll	124064	3438	9658	55626	21336	19962	110020	4954	114974	2709	117683	         (D)	         (D)	0
"Garment Pressing, & Agents For Laundries & Drycleaners"	7212	2	Est. Receipts	524895	12552	48424	241632	67380	85122	455110	24576	479686	12224	491910	         (D)	         (D)	0
Linen Supply	7213	2	Firms	928	77	78	327	128	140	750	72	822	29	851	40	16	21
Linen Supply	7213	2	Establishments	1237	77	78	328	130	141	754	80	834	30	864	64	79	230
Linen Supply	7213	2	Employment	53038	98	158	2094	2285	5111	9746	5200	14946	3058	18004	6714	6063	22257
Linen Supply	7213	2	Ann. Payroll	1033552	688	1642	25553	33394	85278	146555	101985	248540	58652	307192	151128	128543	446689
Linen Supply	7213	2	Est. Receipts	2794598	2178	5918	80527	90666	225655	404944	261132	666076	154045	820121	379427	338128	1256922
Coin-Operated Laundries & Drycleaning	7215	2	Firms	12576	2336	3523	5902	480	217	12458	40	12498	26	12524	29	14	9
Coin-Operated Laundries & Drycleaning	7215	2	Establishments	14229	2342	3538	6251	737	609	13477	103	13580	103	13683	266	66	214
Coin-Operated Laundries & Drycleaning	7215	2	Employment	57356	3057	7783	28175	6360	4296	49671	1097	50768	1381	52149	1342	765	3100
Coin-Operated Laundries & Drycleaning	7215	2	Ann. Payroll	679296	17571	58054	272989	79136	61351	489101	20822	509923	23406	533329	37280	24803	83884
Coin-Operated Laundries & Drycleaning	7215	2	Est. Receipts	3016131	68963	261502	1133715	278024	238948	1981152	85717	2066869	101533	2168402	202845	152426	492458
"Drycleaning Plants, Except Rug Cleaning"	7216	2	Firms	19979	2103	3364	12101	1619	638	19825	80	19905	41	19946	29	4	0
"Drycleaning Plants, Except Rug Cleaning"	7216	2	Establishments	22364	2109	3375	12359	2034	1264	21141	318	21459	299	21758	250	356	0
"Drycleaning Plants, Except Rug Cleaning"	7216	2	Employment	164274	2589	7223	76887	33946	25341	145986	6111	152097	4677	156774	3837	3663	0
"Drycleaning Plants, Except Rug Cleaning"	7216	2	Ann. Payroll	2058477	18390	65811	874492	455432	373354	1787479	97295	1884774	68009	1952783	60515	45179	0
"Drycleaning Plants, Except Rug Cleaning"	7216	2	Est. Receipts	5556492	59934	255156	2665197	1054784	837508	4872579	232511	5105090	170736	5275826	156894	123772	0
Carpet & Upholstery Cleaning	7217	2	Firms	9356	1888	2401	4248	504	262	9303	25	9328	11	9339	9	6	2
Carpet & Upholstery Cleaning	7217	2	Establishments	9521	1888	2401	4257	512	304	9362	44	9406	32	9438	33	48	2
Carpet & Upholstery Cleaning	7217	2	Employment	46941	2058	4222	20378	6740	7534	40932	1473	42405	926	43331	         [g]	1507	         [a]
Carpet & Upholstery Cleaning	7217	2	Ann. Payroll	747658	14323	44340	285461	124445	144330	612899	29651	642550	23016	665566	         (D)	45407	         (D)
Carpet & Upholstery Cleaning	7217	2	Est. Receipts	2201346	52202	175369	904026	339191	387189	1857977	80225	1938202	55409	1993611	         (D)	123191	         (D)
Industrial Launderers	7218	2	Firms	818	57	66	253	90	148	614	75	689	35	724	53	19	22
Industrial Launderers	7218	2	Establishments	1669	57	66	253	92	158	626	86	712	44	756	102	129	682
Industrial Launderers	7218	2	Employment	83352	85	147	1758	1693	4957	8640	4733	13373	3321	16694	7072	7060	52526
Industrial Launderers	7218	2	Ann. Payroll	1752597	484	1320	21763	25002	94285	142854	104134	246988	73069	320057	169455	152199	1110886
Industrial Launderers	7218	2	Est. Receipts	5211876	1648	5109	63548	63490	245295	379090	266114	645204	191289	836493	489789	452129	3433465
Laundry & Garment Services Nec	7219	2	Firms	2990	934	830	1017	122	58	2961	17	2978	4	2982	3	3	2
Laundry & Garment Services Nec	7219	2	Establishments	3107	935	831	1038	144	80	3028	29	3057	37	3094	3	6	4
Laundry & Garment Services Nec	7219	2	Employment	15321	1153	1817	6197	2284	1730	13181	987	14168	364	14532	         [e]	         [c]	         [c]
Laundry & Garment Services Nec	7219	2	Ann. Payroll	195893	8296	17925	73180	32948	27275	159624	17490	177114	6385	183499	         (D)	         (D)	         (D)
Laundry & Garment Services Nec	7219	2	Est. Receipts	526148	26605	59173	204313	76519	58533	425143	41758	466901	19489	486390	         (D)	         (D)	         (D)
"Photographic Studios, Portrait"	7220	2	Firms	8992	1205	1620	5217	570	285	8897	43	8940	19	8959	18	4	11
"Photographic Studios, Portrait"	7220	2	Establishments	13406	1205	1621	5238	613	425	9102	123	9225	49	9274	185	196	3751
"Photographic Studios, Portrait"	7220	2	Employment	64997	1070	2146	15740	5120	6335	30411	2515	32926	1361	34287	         [h]	         [g]	25599
"Photographic Studios, Portrait"	7220	2	Ann. Payroll	1014831	7388	21169	228027	97908	122654	477146	48670	525816	28688	554504	         (D)	         (D)	343861
"Photographic Studios, Portrait"	7220	2	Est. Receipts	3723118	34008	121352	1140195	383338	428400	2107293	150000	2257293	103337	2360630	         (D)	         (D)	1056693
"Photographic Studios, Portrait"	7221	2	Firms	8992	1205	1620	5217	570	285	8897	43	8940	19	8959	18	4	11
"Photographic Studios, Portrait"	7221	2	Establishments	13406	1205	1621	5238	613	425	9102	123	9225	49	9274	185	196	3751
"Photographic Studios, Portrait"	7221	2	Employment	64997	1070	2146	15740	5120	6335	30411	2515	32926	1361	34287	         [h]	         [g]	25599
"Photographic Studios, Portrait"	7221	2	Ann. Payroll	1014831	7388	21169	228027	97908	122654	477146	48670	525816	28688	554504	         (D)	         (D)	343861
"Photographic Studios, Portrait"	7221	2	Est. Receipts	3723118	34008	121352	1140195	383338	428400	2107293	150000	2257293	103337	2360630	         (D)	         (D)	1056693
Beauty Shops	7230	2	Firms	73193	23840	20720	25289	2221	908	72978	99	73077	46	73123	49	13	8
Beauty Shops	7230	2	Establishments	82557	23856	20755	25857	3062	2422	75952	804	76756	630	77386	1335	1038	2798
Beauty Shops	7230	2	Employment	403421	30976	52317	167164	43664	38166	332287	10097	342384	6848	349232	15192	9070	29927
Beauty Shops	7230	2	Ann. Payroll	5368120	216799	502562	2234967	739927	674252	4368507	168062	4536569	103296	4639865	214936	122850	390469
Beauty Shops	7230	2	Est. Receipts	12164301	685578	1482596	4990104	1487351	1350764	9996393	350410	10346803	248753	10595556	471592	251867	845286
Beauty Shops	7231	2	Firms	73193	23840	20720	25289	2221	908	72978	99	73077	46	73123	49	13	8
Beauty Shops	7231	2	Establishments	82557	23856	20755	25857	3062	2422	75952	804	76756	630	77386	1335	1038	2798
Beauty Shops	7231	2	Employment	403421	30976	52317	167164	43664	38166	332287	10097	342384	6848	349232	15192	9070	29927
Beauty Shops	7231	2	Ann. Payroll	5368120	216799	502562	2234967	739927	674252	4368507	168062	4536569	103296	4639865	214936	122850	390469
Beauty Shops	7231	2	Est. Receipts	12164301	685578	1482596	4990104	1487351	1350764	9996393	350410	10346803	248753	10595556	471592	251867	845286
Barber Shops	7240	2	Firms	4222	1646	1341	1124	66	34	4211	5	4216	1	4217	3	1	1
Barber Shops	7240	2	Establishments	4465	1647	1342	1154	94	92	4329	13	4342	3	4345	11	108	1
Barber Shops	7240	2	Employment	14263	1899	2755	5617	1133	1192	12596	363	12959	         [b]	         [j]	         [c]	         [g]	         [a]
Barber Shops	7240	2	Ann. Payroll	209445	17113	35318	89271	18676	17615	177993	6281	184274	         (D)	         (D)	         (D)	         (D)	         (D)
Barber Shops	7240	2	Est. Receipts	472351	48656	94842	194708	39994	36998	415198	13128	428326	         (D)	         (D)	         (D)	         (D)	         (D)
Barber Shops	7241	2	Firms	4222	1646	1341	1124	66	34	4211	5	4216	1	4217	3	1	1
Barber Shops	7241	2	Establishments	4465	1647	1342	1154	94	92	4329	13	4342	3	4345	11	108	1
Barber Shops	7241	2	Employment	14263	1899	2755	5617	1133	1192	12596	363	12959	         [b]	         [j]	         [c]	         [g]	         [a]
Barber Shops	7241	2	Ann. Payroll	209445	17113	35318	89271	18676	17615	177993	6281	184274	         (D)	         (D)	         (D)	         (D)	         (D)
Barber Shops	7241	2	Est. Receipts	472351	48656	94842	194708	39994	36998	415198	13128	428326	         (D)	         (D)	         (D)	         (D)	         (D)
Shoe Repair Shops & Shoeshine Parlors	7250	2	Firms	1952	527	662	705	37	13	1944	5	1949	0	1949	2	1	0
Shoe Repair Shops & Shoeshine Parlors	7250	2	Establishments	2103	528	665	731	49	78	2051	25	2076	0	2076	26	1	0
Shoe Repair Shops & Shoeshine Parlors	7250	2	Employment	5416	539	1060	2288	432	303	4622	         [c]	         [h]	0	         [h]	         [e]	         [c]	0
Shoe Repair Shops & Shoeshine Parlors	7250	2	Ann. Payroll	72074	4043	10618	31437	6759	5818	58675	         (D)	         (D)	0	         (D)	         (D)	         (D)	0
Shoe Repair Shops & Shoeshine Parlors	7250	2	Est. Receipts	279848	15366	47065	125661	22372	17051	227515	         (D)	         (D)	0	         (D)	         (D)	         (D)	0
Shoe Repair Shops & Shoeshine Parlors	7251	2	Firms	1952	527	662	705	37	13	1944	5	1949	0	1949	2	1	0
Shoe Repair Shops & Shoeshine Parlors	7251	2	Establishments	2103	528	665	731	49	78	2051	25	2076	0	2076	26	1	0
Shoe Repair Shops & Shoeshine Parlors	7251	2	Employment	5416	539	1060	2288	432	303	4622	         [c]	         [h]	0	         [h]	         [e]	         [c]	0
Shoe Repair Shops & Shoeshine Parlors	7251	2	Ann. Payroll	72074	4043	10618	31437	6759	5818	58675	         (D)	         (D)	0	         (D)	         (D)	         (D)	0
Shoe Repair Shops & Shoeshine Parlors	7251	2	Est. Receipts	279848	15366	47065	125661	22372	17051	227515	         (D)	         (D)	0	         (D)	         (D)	         (D)	0
Funeral Service & Crematories	7260	2	Firms	12076	497	556	5937	3268	1597	11855	125	11980	44	12024	41	4	7
Funeral Service & Crematories	7260	2	Establishments	16426	497	556	6115	3821	2501	13490	324	13814	165	13979	188	112	2147
Funeral Service & Crematories	7260	2	Employment	103953	479	967	21668	23603	23417	70134	4159	74293	2585	76878	2912	1429	22734
Funeral Service & Crematories	7260	2	Ann. Payroll	2419535	5974	9352	364799	584130	688638	1652893	129661	1782554	60236	1842790	80036	28667	468042
Funeral Service & Crematories	7260	2	Est. Receipts	9567735	13607	41575	1757127	2262746	2370050	6445105	433400	6878505	227066	7105571	287446	104735	2069983
Funeral Service & Crematories	7261	2	Firms	12076	497	556	5937	3268	1597	11855	125	11980	44	12024	41	4	7
Funeral Service & Crematories	7261	2	Establishments	16426	497	556	6115	3821	2501	13490	324	13814	165	13979	188	112	2147
Funeral Service & Crematories	7261	2	Employment	103953	479	967	21668	23603	23417	70134	4159	74293	2585	76878	2912	1429	22734
Funeral Service & Crematories	7261	2	Ann. Payroll	2419535	5974	9352	364799	584130	688638	1652893	129661	1782554	60236	1842790	80036	28667	468042
Funeral Service & Crematories	7261	2	Est. Receipts	9567735	13607	41575	1757127	2262746	2370050	6445105	433400	6878505	227066	7105571	287446	104735	2069983
Miscellaneous Personal Services	7290	2	Firms	26563	8903	6767	9216	921	507	26314	97	26411	47	26458	65	14	26
Miscellaneous Personal Services	7290	2	Establishments	31490	8913	6778	9701	1332	1252	27976	388	28364	270	28634	1032	308	1516
Miscellaneous Personal Services	7290	2	Employment	242595	11841	18252	57443	16212	18285	122033	5098	127131	4576	131707	16647	4675	89566
Miscellaneous Personal Services	7290	2	Ann. Payroll	2091961	62837	121642	525803	192360	248554	1151196	86664	1237860	81933	1319793	179091	83067	510010
Miscellaneous Personal Services	7290	2	Est. Receipts	6993662	232685	487413	1825847	612647	760457	3919049	321864	4240913	238460	4479373	550970	357943	1605376
Tax Preparation Services	7291	2	Firms	11543	4167	3141	3916	213	71	11508	11	11519	5	11524	11	1	7
Tax Preparation Services	7291	2	Establishments	12941	4170	3147	4135	403	229	12084	66	12150	34	12184	224	3	530
Tax Preparation Services	7291	2	Employment	148984	6061	9512	30069	5923	3939	55504	1093	56597	1391	57988	         [i]	         [b]	         [l]
Tax Preparation Services	7291	2	Ann. Payroll	828551	28484	54548	221836	46086	36988	387942	12679	400621	17733	418354	         (D)	         (D)	         (D)
Tax Preparation Services	7291	2	Est. Receipts	2247472	111335	226202	733888	136635	87638	1295698	38503	1334201	30002	1364203	         (D)	         (D)	         (D)
Miscellaneous Personal Services Nec	7299	2	Firms	15022	4736	3626	5300	708	436	14806	86	14892	42	14934	55	13	20
Miscellaneous Personal Services Nec	7299	2	Establishments	18549	4743	3631	5566	929	1023	15892	322	16214	236	16450	808	305	986
Miscellaneous Personal Services Nec	7299	2	Employment	93611	5780	8740	27374	10289	14346	66529	4005	70534	3185	73719	         [i]	         [h]	         [i]
Miscellaneous Personal Services Nec	7299	2	Ann. Payroll	1263410	34353	67094	303967	146274	211566	763254	73985	837239	64200	901439	         (D)	         (D)	         (D)
Miscellaneous Personal Services Nec	7299	2	Est. Receipts	4746190	121350	261211	1091959	476012	672819	2623351	283361	2906712	208458	3115170	         (D)	         (D)	         (D)
Business Services	7300	2	Firms	348155	60317	54357	142462	37600	32955	327691	7640	335331	3950	339281	5331	1982	1561
Business Services	7300	2	Establishments	410246	60333	54384	142922	38608	36488	332735	10023	342758	6051	348809	11883	10569	38985
Business Services	7300	2	Employment	8134766	64389	98152	620503	446659	947591	2177294	505781	2683075	389353	3072428	1001398	980219	3080721
Business Services	7300	2	Ann. Payroll	221447625	690056	1425328	12000991	10129315	23119800	47365490	12874414	60239904	10349778	70589682	27258059	27258086	96341798
Business Services	7300	2	Est. Receipts	538701000	1555361	3984311	33117492	26265722	54421977	119344863	28286083	147630946	22669167	170300113	60098766	60114896	248187225
Advertising	7310	2	Firms	19199	3562	2606	6841	2385	2473	17867	558	18425	241	18666	287	106	140
Advertising	7310	2	Establishments	21279	3562	2608	6851	2418	2564	18003	624	18627	316	18943	571	371	1394
Advertising	7310	2	Employment	247475	2780	3534	22791	17791	37838	84734	17750	102484	11178	113662	24625	21584	87604
Advertising	7310	2	Ann. Payroll	10615790	33644	69094	614386	627672	1600544	2945340	858736	3804076	533804	4337880	1166461	932280	4179169
Advertising	7310	2	Est. Receipts	28860319	85798	190135	1672724	1696739	4138543	7783939	2088882	9872821	1366472	11239293	3080975	2668306	11871745
Advertising Agencies	7311	2	Firms	12749	2585	1765	4382	1552	1677	11961	369	12330	137	12467	172	51	59
Advertising Agencies	7311	2	Establishments	13536	2585	1765	4387	1559	1717	12013	398	12411	174	12585	311	119	521
Advertising Agencies	7311	2	Employment	138110	1818	2283	13190	11051	24406	52748	11814	64562	6827	71389	15219	8817	42685
Advertising Agencies	7311	2	Ann. Payroll	7446288	24040	48604	416793	431908	1153504	2074849	635904	2710753	363186	3073939	832277	571858	2968214
Advertising Agencies	7311	2	Est. Receipts	16686834	61457	127621	1060986	1108801	2823257	5182122	1375952	6558074	811736	7369810	1792072	1262893	6262059
Outdoor Advertising Services	7312	2	Firms	1376	214	186	538	174	166	1278	36	1314	22	1336	21	6	13
Outdoor Advertising Services	7312	2	Establishments	1657	214	186	539	180	177	1296	39	1335	29	1364	49	40	204
Outdoor Advertising Services	7312	2	Employment	15168	161	288	1695	1322	2296	5762	864	6626	472	7098	1300	805	5965
Outdoor Advertising Services	7312	2	Ann. Payroll	516561	1629	4243	38399	35622	75239	155132	34093	189225	26222	215447	44999	34139	221976
Outdoor Advertising Services	7312	2	Est. Receipts	2395592	5393	13734	133933	126207	260770	540037	131687	671724	106998	778722	206907	175975	1233988
"Radio, Television, & Publishers' Advertising Representatives"	7313	2	Firms	2188	322	297	862	286	257	2024	46	2070	19	2089	33	21	45
"Radio, Television, & Publishers' Advertising Representatives"	7313	2	Establishments	2762	322	299	863	302	283	2069	61	2130	34	2164	92	145	361
"Radio, Television, & Publishers' Advertising Representatives"	7313	2	Employment	28248	282	440	3317	2513	3781	10333	1394	11727	519	12246	1724	3500	10778
"Radio, Television, & Publishers' Advertising Representatives"	7313	2	Ann. Payroll	1164450	3449	7500	80866	77366	172900	342081	56443	398524	26072	424596	78791	141363	519700
"Radio, Television, & Publishers' Advertising Representatives"	7313	2	Est. Receipts	3710355	8256	21948	215808	201396	425338	872746	166717	1039463	89610	1129073	296954	469232	1815096
Advertising Nec	7319	2	Firms	2911	431	353	1046	373	375	2578	112	2690	66	2756	69	34	52
Advertising Nec	7319	2	Establishments	3294	431	353	1049	376	386	2595	126	2721	79	2800	119	67	308
Advertising Nec	7319	2	Employment	65941	519	523	4581	2905	7355	15883	3678	19561	3360	22921	6382	8462	28176
Advertising Nec	7319	2	Ann. Payroll	1486225	4472	8627	77928	82717	197268	371012	132296	503308	118324	621632	210394	184920	469279
Advertising Nec	7319	2	Est. Receipts	6061283	10594	26439	258813	259490	627443	1182779	414526	1597305	358128	1955433	785042	760206	2560602
"Consumer Credit Reporting Agencies, Mercantile Reporting Agencies, & Adjustmentt & Collection Agencies"	7320	2	Firms	5906	819	705	2272	841	806	5443	161	5604	82	5686	93	33	94
"Consumer Credit Reporting Agencies, Mercantile Reporting Agencies, & Adjustmentt & Collection Agencies"	7320	2	Establishments	6984	819	707	2285	870	926	5607	237	5844	160	6004	224	105	651
"Consumer Credit Reporting Agencies, Mercantile Reporting Agencies, & Adjustmentt & Collection Agencies"	7320	2	Employment	115754	882	1450	11963	10744	21878	46917	8576	55493	6268	61761	12243	6944	34806
"Consumer Credit Reporting Agencies, Mercantile Reporting Agencies, & Adjustmentt & Collection Agencies"	7320	2	Ann. Payroll	3296004	8221	19263	227841	253179	579012	1087516	241712	1329228	177163	1506391	355001	212142	1222470
"Consumer Credit Reporting Agencies, Mercantile Reporting Agencies, & Adjustmentt & Collection Agencies"	7320	2	Est. Receipts	10964505	21375	51405	574711	595776	1353905	2597172	569594	3166766	441443	3608209	924795	591487	5840014
Adjustment & Collection Services	7322	2	Firms	4767	666	575	1832	670	637	4380	134	4514	67	4581	75	29	82
Adjustment & Collection Services	7322	2	Establishments	5357	666	577	1838	694	715	4490	187	4677	114	4791	167	91	308
Adjustment & Collection Services	7322	2	Employment	82379	746	1197	10027	8791	18158	38919	7304	46223	5125	51348	10053	5810	15168
Adjustment & Collection Services	7322	2	Ann. Payroll	2091731	6822	16151	189354	207842	480667	900836	204160	1104996	144922	1249918	286101	168410	387302
Adjustment & Collection Services	7322	2	Est. Receipts	5098949	17456	41787	464869	472945	1080492	2077549	462600	2540149	351328	2891477	684626	427007	1095839
Credit Reporting Services	7323	2	Firms	1166	152	130	441	174	177	1074	31	1105	17	1122	22	5	17
Credit Reporting Services	7323	2	Establishments	1626	152	130	447	176	211	1116	50	1166	46	1212	57	14	343
Credit Reporting Services	7323	2	Employment	33375	136	253	1936	1953	3720	7998	1272	9270	1143	10413	2190	1134	19638
Credit Reporting Services	7323	2	Ann. Payroll	1204263	1389	3112	38487	45337	98345	186670	37552	224222	32241	256463	68900	43732	835168
Credit Reporting Services	7323	2	Est. Receipts	5865536	3899	9618	109842	122831	273413	519603	106994	626597	90115	716712	240169	164480	4744175
"Mailing, Reproduction, Commercial Art & Photography, & Stenographic Services"	7330	2	Firms	34722	5214	5069	15361	4361	3252	33257	654	33911	287	34198	324	98	102
"Mailing, Reproduction, Commercial Art & Photography, & Stenographic Services"	7330	2	Establishments	37225	5214	5070	15388	4411	3430	33513	823	34336	378	34714	541	450	1520
"Mailing, Reproduction, Commercial Art & Photography, & Stenographic Services"	7330	2	Employment	310171	4424	6647	46193	32225	52106	141595	25129	166724	16362	183086	29224	22035	75826
"Mailing, Reproduction, Commercial Art & Photography, & Stenographic Services"	7330	2	Ann. Payroll	8780609	46844	104707	1029457	909986	1646429	3737423	801687	4539110	526067	5065177	1001328	718723	1995381
"Mailing, Reproduction, Commercial Art & Photography, & Stenographic Services"	7330	2	Est. Receipts	29884728	140282	371157	3740718	3034860	5268944	12555961	2377191	14933152	1600322	16533474	3379408	2238236	7733610
Direct Mail Advertising Services	7331	2	Firms	3896	263	271	1313	684	741	3272	249	3521	127	3648	160	51	37
Direct Mail Advertising Services	7331	2	Establishments	4147	263	271	1318	688	749	3289	264	3553	140	3693	181	81	192
Direct Mail Advertising Services	7331	2	Employment	95223	270	421	5353	6075	14075	26194	10670	36864	8546	45410	16119	10925	22769
Direct Mail Advertising Services	7331	2	Ann. Payroll	2764270	2077	4653	89827	131964	343878	572399	279509	851908	221930	1073838	532545	387097	770790
Direct Mail Advertising Services	7331	2	Est. Receipts	9865866	7160	19955	355530	484457	1253531	2120633	932699	3053332	743978	3797310	1938858	1279790	2849908
Photocopying & Duplicating Services	7334	2	Firms	4182	381	447	2001	650	482	3961	96	4057	36	4093	46	21	22
Photocopying & Duplicating Services	7334	2	Establishments	5865	381	447	2005	667	549	4049	170	4219	56	4275	126	272	1192
Photocopying & Duplicating Services	7334	2	Employment	86861	312	652	7856	6765	10738	26323	4973	31296	2272	33568	4513	7567	41213
Photocopying & Duplicating Services	7334	2	Ann. Payroll	1863723	3319	7734	130612	139908	255027	536600	122040	658640	66529	725169	128839	182543	827172
Photocopying & Duplicating Services	7334	2	Est. Receipts	7050579	10628	33357	507521	451914	752214	1755634	329618	2085252	189025	2274277	389295	543446	3843561
Commercial Photography	7335	2	Firms	4277	506	637	2311	451	269	4174	53	4227	13	4240	23	5	9
Commercial Photography	7335	2	Establishments	4390	506	637	2316	454	283	4196	86	4282	32	4314	49	16	11
Commercial Photography	7335	2	Employment	18120	453	760	5831	2483	3425	12952	1980	14932	651	15583	         [g]	         [e]	870
Commercial Photography	7335	2	Ann. Payroll	554952	4557	10991	142090	86387	133308	377333	67099	444432	23470	467902	         (D)	         (D)	23338
Commercial Photography	7335	2	Est. Receipts	2087043	14058	48026	550210	303177	440580	1356051	176404	1532455	59711	1592166	         (D)	         (D)	289419
Commercial Art & Graphic Design	7336	2	Firms	14804	2016	2174	7015	1878	1303	14386	206	14592	86	14678	75	20	31
Commercial Art & Graphic Design	7336	2	Establishments	14917	2016	2174	7020	1888	1328	14426	221	14647	98	14745	86	34	52
Commercial Art & Graphic Design	7336	2	Employment	64753	1472	2347	17015	10511	14864	46209	5108	51317	2955	54272	4006	1693	4782
Commercial Art & Graphic Design	7336	2	Ann. Payroll	2547277	17688	45752	467184	394278	667791	1592693	256482	1849175	161100	2010275	193847	102527	240628
