#
#
# Rdb file of RASA References in RASA 1996 bibliography
# WRIR 97-4074
# This bibliography lists 1,093 reports resulting 
# from various studies of the program.
#
#
number	authors	date	title	rest
08.42	Renken, R.A.	1984	The hydrogeologic framework for the Southeastern Coastal Plain aquifer system of the United States	U.S. Geological Survey Water-Resources Investigations Report 84-4243, 26 p.
08.43	Renken, R.A.	1996	Hydrogeology of the Southeastern Coastal Plain aquifer system in Mississippi, Alabama, Georgia, and South Carolina	U.S. Geological Survey Professional Paper 1410-B, 101 p.
08.44	Renken, R.A., Mahon, G.L., and Davis, M.E.	1989	Hydrogeology of clastic Tertiary and Cretaceous regional aquifers and confining units in the Southeastern Coastal Plain aquifer system of the United States	U.S. Geological Survey Hydrologic Investigations Atlas HA-701, scale 1:250,000, 3 sheets.
08.45	Speiran, G.K.	1987	Relation of aqueous geochemistry to sediment depositional environment, Middendorf aquifer, South Carolina, in Vecchioli, John, and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Aquifers of the Atlantic and Gulf Coastal Plain	American Water Resources Association Monograph Series, no. 9, p. 79-96.
08.46	Speiran, G.K., and Aucott, W.R.	1994	Effects of sediment depositional environment and ground-water flow on the quality and geochemistry of water in aquifers in sediments of Cretaceous age in the Coastal Plain of South Carolina	U.S. Geological Survey Water-Supply Paper 2416, 53 p.
08.47	Stricker, V.A.	1983	Base flow of streams in the outcrop area of the Southeastern sand aquifer--South Carolina, Georgia, Alabama, and Mississippi	U.S. Geological Survey Water-Resources Investigations Report 83-4106, 17 p.
08.48	Stricker, V.A., Aucott, W.R., Faye, R.E., Williams, J.S., and Mallory, M.J.	1985a	Approximate potentiometric surface for the aquifer unit A2, Southeastern Coastal Plain aquifer system of the United States, prior to development	U.S. Geological Survey Water-Resources Investigations Report 85-4019, map, scale 1:2,000,000.
08.49	Stricker, V.A., Aucott, W.R., Faye, R.E., Williams, J.S., and Mallory, M.J.	1985b	Approximate potentiometric surface for the aquifer unit A3, Southeastern Coastal Plain aquifer system of the United States, prior to development	U.S. Geological Survey Water-Resources Investigations Report 85-4031, map, scale 1:2,000,000.
08.50	Stricker, V.A., Aucott, W.R., Faye, R.E., Williams, J.S., and Mallory, M.J.	1985c	Approximate potentiometric surface for the aquifer unit A4, Southeastern Coastal Plain aquifer system of the United States, prior to development	U.S. Geological Survey Water-Resources Investigations Report 84-4364, map, scale 1:2,000,000.
08.51	Strickland, D.J., and Mahon, G.L.	1986	Altitude of the freshwater-saltwater interface in a regionally extensive Coastal Plain aquifer of Mississippi, Alabama, and Georgia	U.S. Geological Survey Water-Resources Investigations Report 86-4058, map, scale 1:2,000,000.
08.52	Wait, R.L., and Davis, M.E.	1986	Configuration and hydrology of the pre-Cretaceous rocks underlying the Southeastern Coastal Plain aquifer system	U.S. Geological Survey Water-Resources Investigations Report 86-4010, map, scale 1:2,000,000. 
08.53	Wait, R.L., Renken, R.A., Barker, R.A., Lee, R.W., and Stricker, V.A.	1986	Southeastern Coastal Plain regional aquifer-system study, in Sun, R.J., ed., Regional Aquifer-System Analysis Program of the U.S. Geological Survey--summary of projects, 1978-84	U.S. Geological Survey Circular 1002, p. 205-222.
08.54	Williams, J.S., DeJarnette, S.S., and Planert, Michael	1986	Potentiometric surface and water use map of the Tuscaloosa aquifer in Alabama, fall 1982	U.S. Geological Survey Water-Resources Investigations Report 85-4174, scale 1:1,000,000.
08.55	Williams, J.S., Planert, Michael, and DeJarnette, S.S.	1986a	Potentiometric surface, ground-water withdrawals, and recharge area for the Eutaw aquifer in Alabama, fall 1982	U.S. Geological Survey Water-Resources Investigations Report 86-4121, map, scale 1:1,000,000.
08.56	Williams, J.S., Planert, Michael, and DeJarnette, S.S.	1986b	Potentiometric surface, ground-water withdrawals, and recharge area for the Providence-Ripley aquifer in Alabama, fall 1982	U.S. Geological Survey Water-Resources Investigations Report 86-4118, map, scale 1:1,000,000.
08.57	Williams, J.S., Planert, Michael, and DeJarnette, S.S.	1986c	Potentiometric surface, ground-water withdrawals, and recharge area for the Nanafalia-Clayton aquifer in Alabama, fall 1982	U.S. Geological Survey Water-Resources Investigations Report 86-4119, map, scale 1:1,000,000.
08.58	Williams, J.S., Planert, Michael, and DeJarnette, S.S.	1986d	Potentiometric surface, ground-water withdrawals, and recharge area for the Lisbon aquifer in Alabama, fall 1982	U.S. Geological Survey Water-Resources Investigations Report 86-4120, map, scale 1:1,000,000. 
24.01	Densmore, J.N.	1996	Lithologic and ground-water data for monitoring wells in the Santa Clara-Calleguas ground-water basin Ventura County, California, 1989-95	U.S. Geological Survey Open-File Report 96-120, 179 p.
24.02	Densmore, J.N., Middleton, G.K., and Izbicki, J.A.	1992	Surface-water releases for ground-water recharge, Santa Clara River, Ventura County, California	American Water Resources Association Symposium, Managing Water Resources during Global Change, Reno, Nevada, November 1-5, 1992, Proceedings, p. 407-416.
24.03	Densmore, J.N., Predmore, S.K., and Martin, Peter	1994	Use of dissolved-solids and nitrogen concentrations, and deuterium and oxygen isotopes, to determine extent and sources of ground-water degradation near Barstow, California, in Marston, R.A., and Hasfurther, V.R., eds., Effects of Human-Induced Changes on Hydrologic Systems	American Water Resources Association Symposium, Jackson Hole, Wyoming, June 26-29, 1994, Proceedings, p. 871-880.
24.04	Gleason, J.D., Veronda, Guida, Smith, G.I., Friedman, Irving, and Martin, Peter	1994	Deuterium content of water from wells and perennial springs, southeastern California	U.S. Geological Survey Hydrologic Investigations Atlas HA-727, scale 1:1,000,000.
24.05	Hanson, R.T.	1995	Land Subsidence in the Oxnard Plain of the Santa Clara-Calleguas Basin, Ventura County, California, in Prince, K.R., Galloway, D.L., and Leake, S.A., U.S. Geological Survey Subsidence Interest Group Conference, Edwards Air Force Base, Antelope Valley, California, November 18-19, 1992, Abstracts and Summary	U.S. Geological Survey Open-File Report 94-532, p. 32-34.
24.06	Hanson, R.T., and Nishikawa, Tracy	1996	Combined use of flowmeter and time-drawdown data to estimate hydraulic conductivities in layered aquifer systems	Ground Water v. 34, no. 1, p. 84-94.
24.07	Izbicki, J.A.	1991	Chloride sources in a California coastal aquifer	American Society of Civil Engineers, Symposium on Ground Water in the Pacific Rim, Honolulu, Hawaii, July 22-26, 1991, Proceedings, p. 71-77.
24.08	Izbicki, J.A.	1992	Sources of chloride in ground water of the Oxnard Plain, California, in Prince, K.R. and Johnson, A.I., eds., Regional aquifer systems of the United States, Aquifers of the Far West	American Water Resources Association Monograph Series, no. 16, p. 5-14.
24.09	Izbicki, J.A.	1996a	Use of delta oxygen-18 and delta deuterium to define seawater intrusion, in Bathala, C.T., ed., North American Water Congress, Anaheim, California, June 23-28, Proceedings	New York, American Society of Civil Engineers, 6 p. Also on CD-ROM.
24.10	Izbicki, J.A.	1996b	Seawater intrusion in a coastal California aquifer	U.S. Geological Survey Fact Sheet 125-96, 4 p.
24.11	Izbicki, J.A.	1996c	Source, movement, and age of ground water in a coastal California aquifer	U.S. Geological Survey Fact Sheet 126-96, 4 p.
24.12	Izbicki, J.A., Martin, Peter, and Michel, R.L.	1995	Source, movement, and age of groundwater in the upper part of the Mojave River Basin, California, USA, in Adar, E.M. and Leibundgut, Christian, eds., Applications of Tracers in Arid Zone Hydrology, Symposium, Vienna, Austria, August, 1994	International Association of Scientific Hydrology Publication No. 232, p. 43-56.
24.13	Izbicki, J.A., Martin, Peter, Densmore, J.N., and Clark, D.A.	1995	Water-quality data for the Santa Clara-Calleguas hydrologic unit, Ventura County, California, October 1989 through December 1993	U.S. Geological Survey Open-File Report 95-315, 124 p.
24.14	Izbicki, J.A., Michel, R.L., and Martin, Peter	1992	3H and 14C as tracers of ground-water recharge	American Society of Civil Engineers National Conference, Water Forum 1992, Baltimore, Maryland, August 2-6, 1992, Proceedings, p. 122-127.
24.15	Lines, G.C.	1996	Ground-water and surface-water relations along the Mojave River, southern California	U.S. Geological Survey Water-Resources Investigations Report 95-4189, 43 p.
24.16	Lines, G.C., and Bilhorn, T.W.	1996	Riparian vegetation and its water use during 1995 along the Mojave River, southern California	 U.S. Geological Survey Water-Resources Investigations Report 96-4241, 10 p.
24.17	Martin, Peter	1986	Southern California alluvial basins regional aquifer-system study, in Sun, R.J., ed., Regional Aquifer-System Analysis Program of the U.S. Geological Survey--summary of projects, 1978-84	U.S. Geological Survey Circular 1002, p. 245-247.
24.18	Michel, R.L., Busenberg, Eurybiades, Plummer, L.N., Izbicki, J.A., Martin, Peter, and Densmore, J.N.	in press	Use of tritium and chlorofluorocarbons to determine the rate of seawater intrusion in a coastal aquifer, in Seawater intrusion in coastal aquifers, Symposium, 6th, Cagliari, Italy, June 1994, Proceedings 	Sea Water Intrusion and Monitoring.
24.19	Moyle, W.R., Jr., Martin, Peter, Schluter, R. C., Woolfenden, L.R., Downing, Karen, Elliott, A.L., and Maltby, D.E.	1986	Southern California alluvial basins Regional Aquifer-Systems Analysis--a bibliography	U.S. Geological Survey Open-File Report 85-695, 120 p.
24.20	Nishikawa, Tracy	1997	Testing alternative conceptual models of seawater intrusion in a coastal aquifer using a computer simulation	Hydrogeology Journal, v. 5, no. 3, p. 60-74.
24.21	Nishikawa, Tracy, and Reichard, E.G.	1996	Evaluating strategies to manage seawater intrusion, in Bathala, C.T., ed., North American Water and Environment Congress, Anaheim, California, June 23-28, Proceedings	American Society of Civil Engineers, 6 p. Also on 1 CD- ROM.
24.22	Predmore, S.K.	1993	Use of a geographic information system to identify abandoned wells	U.S. Geological Survey Open-File Report 93-147.
24.23	Reichard, E.G.	1995	Groundwater-surface water management with stochastic surface-water supplies--a simulation optimization approach	Water Resources Research, v. 31, no. 11, p. 2845-2865.
24.24	Reichard, E.G., Izbicki, J.A., and Martin, Peter	1995	Implications of uncertainty in exposure assessment for groundwater contamination, in Reichard, E.G., and Zapponi, G.A., eds., Assessing and managing health risks from drinking water contamination--Approaches and applications, Proceedings, Rome, Italy, September, 1994	International Association of Hydrological Sciences, Publication No. 233, p. 211-219.
24.25	Schroeder, R.A., Martin, Peter, and Bohlke, J.K.	1993	Chemical, isotopic, and microbiological evidence for denitrification during transport of domestic wastewater through a thick unsaturated zone in the Mojave Desert, San Bernardino County, California	U.S. Geological Survey Open-File Report 93-414, 10 p.
24.26	Schroeder, R.A., Martin, Peter, and Bohlke, J.K.	1996	Chemical, isotopic, and microbiological evidence for denitrification during transport of domestic wastewater through a thick unsaturated zone in the Mojave Desert, in Mallard, G.E., ed., United States Geological Survey Toxic Substances Hydrology Program, Proceedings of the technical meeting, Colorado Springs, Colorado, September 20-24, 1993	U.S. Geological Survey Water-Resources Investigations Report 94-4015, v. 2, p. 917-926 .
24.27	Stamos, C.L., Predmore, S.K., and Zohdy, A.A.R.	1992	Use of DC resistivity to map saline ground water	American Society of Civil Engineers National Conference, Water Forum 1992, Proceedings, p. 80-85.
24.28	Stamos, C.L., and Predmore, S.K.	1995	Data and water-table map of the Mojave River ground-water basin, San Bernardino County, California, November 1992	U.S. Geological Survey Water-Resources Investigations Report 95-4148, scale 1:125,000.
24.29	Trayler, C.R., and Koczot, K.M.	1995	Regional water table (1994) and water-level changes in the Morongo basin, San Bernardino County, California	U.S. Geological Survey Water-Resources Investigations Report 95-4209, map, scale 1:125,000.
24.30	Zohdy, A.A., Martin, Peter, and Bisdorf, R.J.	1993	A study of seawater intrusion by direct-current soundings in the southeastern part of the Oxnard Plain, California	U.S. Geological Survey Open-File Report 93-524, 139 p.
24.31	Zohdy, A.A., and Bisdorf, R.J.	1994	A direct-current resistivity survey near the Marine Corps logistics bases at Nebo and Yermo, Barstow, California	U.S. Geological Survey Open-File Report 94-202, 155 p.
05a.01	Anderson, T.W.	1979	Development of ground-water models of alluvial basins in south-central Arizona	Arizona State Department of Water Resources Report 2, p. 13-17.
05a.02	Anderson, T.W.	1980	Study plan for the regional aquifer-system analysis of alluvial basins in south-central Arizona and adjacent states	U.S. Geological Survey Open-File Report 80-1197, 22 p.
05a.03	Anderson, T.W.	1983	Implications of deep percolation to ground-water systems in south-central Arizona based on numerical-model studies	Arizona State Department of Water Resources Report 4, p. 30-40.
05a.04	Anderson, T.W.	1984	Southwest alluvial basins, regional aquifer-system analysis study--an overview, in Replogle, J.A., and Renard, K.G., eds., Water Today and Tomorrow	American Society of Civil Engineers Irrigation and Drainage Division Specialty Conference, Flagstaff, Ariz., 1984, Proceedings, p. 606-613.
05a.05	Anderson, T.W.	1985	Aquifer characteristics and hydrologic processes in alluvial basins of south-central Arizona, U.S.A., in Improvement in the Use of Ground Water in Agriculture	Agriculture Engineering Technology Association of Monterrey and Mexico National Council of Science and Technology International Conference, 2nd, Torreon, Coahuila, Mexico, March 13-14, 1985, Proceedings, p. 87-104.
05a.06	Anderson, T.W.	1986a	Hydrologic setting, objectives, and approach of the Southwest alluvial basins regional aquifer-system analysis study, in Anderson, T.W., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Southwest Alluvial Basins of Arizona	American Water Resources Association Monograph Series, no. 7, p. 5-16.
05a.07	Anderson, T.W.	1986b	Geohydrology of the Southwest alluvial basins, Arizona, in Anderson, T.W., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Southwest Alluvial Basins of Arizona	American Water Resources Association Monograph Series, no. 7, p. 99-111.
05a.08	Anderson, T.W.	1986c	Southwest alluvial basin regional aquifer-systems analysis study in southern and central Arizona and parts of adjacent States, in Sun, R.J., ed., Regional Aquifer-System Analysis Program of the U.S. Geological Survey--summary of projects, 1978-84	U.S. Geological Survey Circular 1002, p. 116-131.
05a.09	Anderson, T.W.	1995	Summary of the southwest alluvial basins regional aquifer-system analysis, south-central Arizona and parts of adjacent states	U.S. Geological Survey Professional Paper 1406-A, 33 p.
05a.10	Anderson, T.W., and Freethey, G.W.	1996	Simulation of ground-water flow in alluvial basins in south-central Arizona and parts of adjacent states	U.S. Geological Survey Professional Paper 1406-D, 78 p.
05a.11	Anderson, T.W., Freethey, G.W., and Tucci, Patrick	1992	Geohydrology and water resources of alluvial basins in south-central Arizona and parts of adjacent states	U.S. Geological Survey Professional Paper 1406-B, 74 p.
05a.12	Anderson, T.W., Welder, G.E., Lesser, Gustavo, and Trujillo, A.	1988	Region 7, Central Alluvial Basins, in Back, William, Rosenshein, J.S., and Seaber, P.R., eds., Hydrogeology	Boulder, Colorado, Geological Society of America, Geology of North America, v. O-2, p. 81-86.
05a.13	Bedinger, M.S., Anderson, T.W., and Langer, W.H.	1984	Maps showing ground-water units and withdrawal, Basin and Range Province, Arizona	U.S. Geological Survey Water-Resources Investigations Report 83-4114-A, scale 1:500,000, 2 sheets.
05a.14	Briggs, P.C., and Nemecek, E.A.	1986	Technical aspects of Arizona groundwater law, in Anderson, T.W., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Southwest Alluvial Basins of Arizona	American Water Resources Association Monograph Series, no. 7, p. 93-98.
05a.15	Carpenter, M.C.	1993	Earth-fissure movements associated with fluctuations in ground-water levels near the Picacho Mountains, south-central Arizona, 1980-84	U.S. Geological Survey Professional Paper 497-H, 49 p.
05a.16	DeCook, K.J., and Wilson, L.G.	1980	Ground-water recharge from urban runoff and irrigation returns	Arizona State Department of Water Resources Report 1, p. 37-52.
05a.17	Epstein, V.J.	1987	Hydrologic and geologic factors affecting land subsidence near Eloy, Arizona	U.S. Geological Survey Water-Resources Investigations 87-4143, 28 p.
05a.18	Evans, L.G., and Haimson, J.S.	1982	SWAB/RASA aquifer parameter study	Arizona State Department of Water Resources, final report for U.S. Geological Survey contract no. 14-08-0001-18268, 21 p.
05a.19	Fennessy, P.J., Carter, K.G., and Keith, S.J.	1980	Summary of literature information on recharge in arid-semiarid basins	University of Arizona Water Resources Research Center Report, 259 p.
05a.20	Fields, R.L.	1986	Data-processing activities of the Southwest alluvial basins regional aquifer-system analysis study, in Anderson, T.W., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Southwest Alluvial Basins of Arizona	American Water Resources Association Monograph Series, no. 7, p. 17-24.
05a.21	Fields, R.L., and Vetter, E.F.	1984	A data-management system for use in a ground-water modeling and resources evaluation environment	U.S. Geological Survey Water-Resources Investigations Report 84-4014, 227 p.
05a.22	Freethey, G.W.	1982	Hydrologic analysis of the upper San Pedro Basin from the Mexico-United States International Boundary to Fairbank, Arizona	U.S. Geological Survey Open-File Report 82-752, 64 p.
05a.23	Freethey, G.W.	1984	Ground-water modeling, alluvial basins of Arizona, in Replogle, J.A., and Renard, K.G., eds., Water Today and Tomorrow	American Society of Civil Engineers Irrigation and Drainage Division Specialty Conference, Flagstaff, Ariz., 1984, Proceedings, p. 675-682.
05a.24	Freethey, G.W.	1986	Considerations in modeling ground-water flow in the alluvial basins of Arizona, in Anderson, T.W., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Southwest Alluvial Basins of Arizona	American Water Resources Association Monograph Series, no. 7, p. 57-68.
05a.25	Freethey, G.W., and Anderson, T.W.	1986	Predevelopment hydrologic conditions in the alluvial basins of Arizona and adjacent parts of California and New Mexico	U.S. Geological Survey Hydrologic Investigations Atlas HA-664, scale 1:500,000, 3 sheets.
05a.26	Freethey, G.W., Anderson, T.W., and Tucci, Patrick	1986	Generalized distribution of aquifer lithology in the alluvial basins of Arizona and adjacent parts of California and New Mexico	U.S. Geological Survey Hydrologic Investigations Atlas HA-663, scale 1:500,000, 4 sheets.
05a.27	Hem, J.D., and Robertson, F.N.	1987	Hydrogeochemistry of ground-water recharge in alluvial aquifers, southern Arizona, in Let's Get Moving	Salt River Ground Water in Arizona, 3rd, Tempe, Arizona, May 20-21, 1987, Proceedings, p. 30-47.
05a.28	Keith, S.J., Paylore, Patricia, DeCook, K.J., and Wilson, L.G.	1982	Bibliography on ground-water recharge in arid and semiarid areas	University of Arizona Water Resources Research Center Report, 149 p.
05a.29	Kisser, K.G., and Haimson, J.S.	1981	Estimations of aquifer characteristics using drillers' logs	Arizona Section of the American Water Resources Association and Hydrology Section of the Arizona-Nevada Academy of Science, Tucson, Ariz., May 1-2, 1981, Proceedings, v. 11, p. 112-116.
05a.30	Langer, W.H., Mulvihill, D.A., and Anderson, T.W.	1984	Maps showing ground-water levels, springs, and depth to ground water, Basin and Range Province, Arizona	U.S. Geological Survey Water-Resources Investigations Report 83-4114-B, scale 1:500,000, 2 sheets.
05a.31	Leake, S.A.	1990	Interbed storage changes and compaction in models of regional ground-water flow	Water Resources Research, v. 26, no. 9, p. 1939-1950.
05a.32	Leake, S.A.	1990	Applications of user-supplied transformations in computer-graphics programs, in Wiltshire, D.A., Selected Papers in the Applied Computer Sciences, 1990	U.S. Geological Survey Bulletin 1908, p. A1-A5.
05a.33	Leake, S.A.	1991	Simulation of vertical computation in models of regional ground-water flow, in Johnson, A.I., ed., Land Subsidence	International Symposium on Land Subsidence, 14th, May 1991, Houston, Texas, International Association of Hydrological Sciences Publication 200, p. 565-574.
05a.34	Leake, S.A., and Prudic, D.E.	1990	Documentation of a computer program to simulate aquifer-system compaction using the modular finite-difference ground-water flow model	U.S. Geological Survey Techniques of Water Resources Investigations, book 6, chap. A2, 68 p.
05a.35	Oppenheimer, J.M., and Sumner, J.S.	1980	Regional geophysics assessment of Southwest alluvial basins	University of Arizona, final report for U.S. Geological Survey contract no. 14-08-0001-18228, 50 p.
05a.36	Oppenheimer, J.M., and Sumner, J.S.	1981	Gravity modeling of the basins in the Basin and Range Province, Arizona	Arizona Geological Society Digest, v. XIII, p. 111-115.
05a.37	Pool, D.R.	1984	Aquifer geology of alluvial basins of Arizona, in Replogle, J.A., and Renard, K.G., eds., Water Today and Tomorrow	American Society of Civil Engineers Irrigation and Drainage Division Specialty Conference, Flagstaff, Arizona, 1984, Proceedings, p. 683-690.
05a.38	Pool, D.R.	1986	Aquifer geology of alluvial basins of Arizona, in Anderson, T.W., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Southwest Alluvial Basins of Arizona	American Water Resources Association Monograph Series, no. 7, p. 25-36.
05a.39	Pool, D.R.	1987	Geohydrology of McMullen Valley, west-central Arizona	U.S. Geological Survey Water-Resources Investigations Report 87-4041, 51 p.
05a.40	Pool, D.R.	in press	Hydrogeology of the Picacho basin in south-central Arizona	U.S. Geological Survey Water-Resources Investigations Report
05a.41	Robertson, F.N.	1984	Solubility controls of fluorine, barium, and chromium in ground water in alluvial basins of Arizona, in Hitchon, Brian, and Wallick, E.I., eds., Practical Applications of Ground Water Geochemistry	National Water Well Association Canadian/ American Conference on Hydrogeology, 1st, Banff, Alberta, Canada, June 22-26, 1984, Proceedings, p. 96-102.
05a.42	Robertson, F.N.	1986	Occurrence and solubility controls of trace elements in ground water in alluvial basins of Arizona, in Anderson, T.W., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Southwest Alluvial Basins of Arizona	American Water Resources Association Monograph Series, no. 7, p. 69-80.
05a.43	Robertson, F.N.	1989	Arsenic in ground water under oxidizing conditions, southwest United States	Society for Environmental Geochemistry and Health Journal of Environmental Geochemistry and Health, v. 11, no. 3/4, 1989, p. 171-185.
05a.44	Robertson, F.N.	1990	Ground-water geochemistry and information transfer in alluvial basins in Arizona, in Simpson, E.S., and Sharp, J.M., eds., Selected Papers on Hydrogeology	International Association of Hydrogeologist International Geological Congress, 28th, Proceedings, July 9-19, 1989, v. 1, p. 223-236.
05a.45	Robertson, F.N.	1991	Geochemistry of ground water in alluvial basins of Arizona and adjacent parts of Nevada, New Mexico and California	U.S. Geological Survey Professional Paper 1406-C, 90 p.
05a.46	Robertson, F.N., and Garrett, W.B.	1988	Distribution of fluoride in the ground water in alluvial basins of Arizona and adjacent parts of California, Nevada, and New Mexico	U.S. Geological Survey Hydrologic Investigations Atlas HA-665, scale 1:500,000, 3 sheets.
05a.47	Schumann, H.W., Laney, R.L., and Cripe, L.S.	1986	Land subsidence and earth fissures caused by ground-water depletion in southern Arizona, in Anderson, T.W., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Southwest Alluvial Basins of Arizona	American Water Resources Association Monograph Series, no. 7, p. 81-91. 
05a.48	Thompson, T.H., Nutter, Janet, and Anderson, T.W.	1984	Maps showing distribution of dissolved solids and dominant chemical type in ground water, Basin and Range Province, Arizona	U.S. Geological Survey Water-Resources Investigations Report 83-4114-C, scale 1:500,000, 4 sheets.
05a.49	Thompson, T.H., Nutter, Janet, and Anderson, T.W.	1982a	Borehole gravity surveys in basin-fill deposits of central and southern Arizona	U.S. Geological Survey Open-File Report 82-473, 23 p.
05a.50	Thompson, T.H., Nutter, Janet, and Anderson, T.W.	1982b	Use of a three-dimensional model for the analysis of the ground-water flow system in Parker Valley, Arizona and California	U.S. Geological Survey Open-File Report 82-1006, 54 p.
05a.51	Thompson, T.H., Nutter, Janet, and Anderson, T.W.	1984	Surface resistivity studies for water-resources investigations, near Tucson, Arizona	National Water Well Association Conference on Surface and Borehole Geophysical Methods in Ground Water Investigations, San Antonio, Tex., Feb. 7-9, 1984, Proceedings, p. 92-106.
05a.52	Thompson, T.H., Nutter, Janet, and Anderson, T.W.	1989	Geophysical methods for water-resources studies in southern and central Arizona	Society of Engineering and Mineral Exploration Geophysicists Symposium on the Application of Geophysics to Engineering and Environmental Problems, Denver, Colorado, 1989, Proceedings, p. 368-383.
05a.53	Tucci, Patrick, and Pool, D.R.	1986	Use of geophysics for geohydrologic studies in the alluvial basins of Arizona, in Anderson, T.W., and Johnson, A.I., eds., Regional Aquifer Systems of the United States, Southwest Alluvial Basins of Arizona	American Water Resources Association Monograph Series, no. 7, p. 37-56.
05a.54	Tucci, Patrick, Schmoker, J.W., and Robbins, S.L.	1982	Borehole gravity surveys in basin-fill deposits of central and southern Arizona	U.S. Geological Survey Open-File Report 82-473, 23 p.
05a.55	Wilson, L.G., DeCook, K.J., and Neuman, S.P.	1980	Regional recharge research for southwest alluvial basins	University of Arizona Water Resources Research Center Report, 389 p.
05a.56	Winograd, I.J., and Robertson, F.M.	1982	Deep oxygenated ground water--anomaly or common occurrence?	Science, v. 216, p. 1227-1230.
05b.01	Anderholm, S.K.	1983	Hydrogeology of the Socorro and La Jencia Basins, Socorro County, New Mexico	New Mexico Geological Society Guidebook, Field Conference, 34th, Socorro Region II, p. 303-310.
05b.02	Anderholm, S.K.	1985	Clay-size fraction and powdered whole-rock x-ray analyses of alluvial basin deposits in central and southern New Mexico	U.S. Geological Survey Open-File Report 85-173, 18 p.
05b.03	Anderholm, S.K.	1987	Hydrogeology of the Socorro and La Jencia Basins, Socorro County, New Mexico	U.S. Geological Survey Water-Resources Investigations Report 84-4342, 62 p.
05b.04	Anderholm, S.K.	1988	Ground-water geochemistry of the Albuquerque-Belen Basin, central New Mexico	U.S. Geological Survey Water-Resources Investigations Report 86-4094, 110 p.
05b.05	Birch, F.S.	1980a	Geophysical evaluation of basin hydrologic characteristics in the central Rio Grande Rift, part 1, Gravity models of the Albuquerque-Belen Basin	University of New Mexico contract no. 1408000117879, 30 p.
05b.06	Birch, F.S.	1980b	Three dimensional gravity modeling of basin hydrologic parameters in New Mexico	University of New Mexico contract no. 1408000117899, 26 p.
05b.07	Birch, F.S.	1982	Gravity models of the Albuquerque Basin, Rio Grande Rift, New Mexico	Geophysics, v. 47, no. 8, August 1982, p. 1185-1197.
05b.08	Crouch, T.M.	1980	Potentiometric surface, 1980, and water-level changes, 1969-80, in the unconfined valley-fill aquifers of the San Luis Basin, Colorado and New Mexico	U.S. Geological Survey Hydrologic Investigations Atlas HA-683, scale 1:250,000, 2 sheets.
05b.09	Frenzel, P.F., and Kaehler, C.A.	1992	Geohydrology and simulation of ground-water flow in the Mesilla Basin, Dona Ana County, New Mexico and El Paso County, Texas, with a section on water quality and geochemistry by Anderholm, S.K.	U.S. Geological Survey Professional Paper 1407-C, 105 p.
05b.10	Hearne, G.A.	1983	Supplement to the New Mexico three dimensional model (supplement to U.S. Geological Survey Open-File Report 80-421)	U.S. Geological Survey Open-File Report 82-857, 90 p.
05b.11	Hearne, G.A., and Dewey, J.D.	1988	Hydrologic analysis of the Rio Grande Basin north of Embudo, New Mexico; Colorado and New Mexico	U.S. Geological Survey Water-Resources Investigations Report 86-4113, 244 p.
05b.12	Jiracek, G.R.	1982	Geophysical evaluation of basin hydrologic characteristics in the central Rio Grande Rift, part 3, Electrical resistivity investigations	University of New Mexico contract no. 1408000117879, 109 p.
05b.13	Kaehler, C.A.	1990	Lithology of basin-fill deposits in the Albuquerque-Belen Basin, New Mexico	U.S. Geological Survey Water-Resources Investigations Report 89-4162, 17 p.
05b.14	Kentron International, Inc.	1980	Revised three-dimensional water resources flow model	Contract no. GS07502355, Task 80-001, 39 p.
05b.15	Kernodle, J.M.	1992	Summary of U.S. Geological Survey ground-water flow models of basin-alluvial aquifers in the Southwest alluvial basins region, Colorado, New Mexico, and Texas	U.S. Geological Survey Open-File Report 90-361, 81 p.
05b.16	Kernodle, J.M., Miller, R.S., and Scott, W.B.	1987	Three-dimensional digital computer model of transient ground-water flow in the Albuquerque-Belen Basin, New Mexico	U.S. Geological Survey Water-Resources Investigations Report 86-4194, 86 p.
05b.17	Kernodle, J.M., and Scott, W.B.	1986	Three-dimensional simulation of steady-state ground-water flow in the Albuquerque-Belen Basin, New Mexico	U.S. Geological Survey Water-Resources Investigations Report 84-4353, 58 p.
05b.18	Miller, R.S.	1988	Users guide for RIV2--a package for routing and accounting of river discharge for a modular three-dimensional, finite-difference ground-water flow model	U.S. Geological Survey Open-File Report 88-345, 33 p.
05b.19	O'Brien, K.M., and Stone, W.J.	1981	Water-level data compiled for hydrogeologic study of Animas Valley, Hidalgo County, New Mexico	New Mexico Bureau of Mines and Mineral Resources Open-File Report 130, 55 p.
05b.20	O'Brien, K.M., and Stone, W.J.	1982a	Drill hole and testing data compiled for hydrogeologic study of Animas Valley, Hidalgo County, New Mexico	New Mexico Bureau of Mines and Mineral Resources Open-File Report 132, 79 p. 
