-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
ATL1        49718.000    1995     1     1     0
ATL1        52274.750    2001    12    31    18
ATL1       505865.080 -5273284.628  3540689.627
51822.00     0.319563     0.116617     1.877305
51822.25     0.339186     0.052165     1.619883
51822.50     0.314005     0.054034     1.581358
51822.75     0.325110    -0.044664     1.541305
51823.00     0.365264    -0.044740     1.877101
51823.25     0.383360    -0.258462     1.486271
51823.50     0.456423    -0.368005     1.082782
51823.75     0.670895    -0.611684     0.190522
51824.00     0.779744    -0.628949    -0.741629
51824.25     0.868029    -0.727716    -1.775800
51824.50     0.916067    -0.797801    -2.585727
51824.75     0.955724    -0.833997    -3.268787
51825.00     0.935638    -0.781753    -3.613781
51825.25     0.901405    -0.868866    -3.845805
51825.50     0.841424    -0.896160    -3.968122
51825.75     0.826257    -0.885887    -4.391858
51826.00     0.687775    -0.710403    -4.580308
51826.25     0.595416    -0.734619    -5.090100
51826.50     0.531600    -0.660929    -5.224763
51826.75     0.497515    -0.593533    -4.764023
51827.00     0.372030    -0.366934    -3.732240
51827.25     0.267198    -0.327642    -3.643039
51827.50     0.209794    -0.317891    -3.827363
51827.75     0.142628    -0.240608    -3.558170
51828.00     0.106519    -0.174245    -2.856950
51828.25     0.146823    -0.230934    -3.222509
51828.50     0.191326    -0.245121    -4.047420
51828.75     0.261688    -0.214610    -4.042817
51829.00     0.262400    -0.138307    -3.368952
51829.25     0.309312    -0.176877    -3.631120
51829.50     0.342336    -0.176673    -4.069994
51829.75     0.315572    -0.173900    -3.885688
51830.00     0.263333    -0.101382    -2.883262
51830.25     0.238693    -0.160534    -2.837249
51830.50     0.226978    -0.169978    -3.126678
51830.75     0.200408    -0.125109    -2.792319
51831.00     0.120289    -0.003302    -1.695296
51831.25     0.055551    -0.087875    -1.658110
51831.50     0.067180    -0.124113    -1.926489
51831.75     0.027535    -0.149259    -1.595091
51832.00     0.049467    -0.086302    -0.903257
51832.25     0.077293    -0.133351    -1.071264
51832.50     0.138207    -0.152469    -1.470562
51832.75     0.172530    -0.133057    -1.379685
51833.00     0.181454    -0.004630    -0.711821
51833.25     0.192670    -0.091178    -0.679207
51833.50     0.199197    -0.093635    -1.047962
51833.75     0.197572    -0.102601    -0.698152
51834.00     0.160659    -0.026156    -0.003203
51834.25     0.130215    -0.093428     0.060578
51834.50     0.151810    -0.142852    -0.472599
51834.75     0.212850    -0.204819    -0.411923
51835.00     0.225454    -0.206609    -0.145309
51835.25     0.206102    -0.325466    -0.295605
51835.50     0.262488    -0.376987    -0.511934
51835.75     0.268689    -0.383000    -0.456003
51836.00     0.224875    -0.267577    -0.150277
51836.25     0.194451    -0.257982    -0.579427
51836.50     0.169516    -0.190057    -1.034248
51836.75     0.132106    -0.102710    -0.830085
51837.00     0.093519     0.011085    -0.422205
51837.25     0.086284    -0.000248    -0.808254
51837.50     0.079767     0.013235    -1.350003
51837.75     0.007154     0.030184    -1.318023
51838.00    -0.054798     0.127896    -0.862896
51838.25    -0.026438     0.070761    -0.929884
51838.50     0.034136     0.087435    -1.382653
51838.75     0.164969     0.104704    -1.479036
51839.00     0.323920     0.208619    -1.530816
51839.25     0.489680     0.132558    -2.615754
51839.50     0.648631     0.118610    -3.762873
51839.75     0.732100     0.016523    -4.336164
51840.00     0.761397     0.044063    -4.488420
51840.25     0.742210    -0.069690    -4.832027
51840.50     0.755680    -0.091950    -5.711010
51840.75     0.744446    -0.169134    -5.860249
51841.00     0.706597    -0.120710    -5.332994
51841.25     0.651950    -0.240987    -5.393506
51841.50     0.619642    -0.283075    -5.417005
51841.75     0.626391    -0.298047    -4.802938
51842.00     0.586068    -0.132078    -3.825366
51842.25     0.543409    -0.121015    -3.056338
51842.50     0.535352    -0.077510    -3.093357
51842.75     0.485722     0.047647    -2.494860
51843.00     0.429124     0.163022    -1.739480
51843.25     0.357957     0.167410    -1.634656
51843.50     0.339926     0.137301    -1.770224
51843.75     0.363935     0.143663    -1.596915
51844.00     0.348717     0.153780    -1.036896
51844.25     0.328161     0.003039    -1.173989
51844.50     0.303950    -0.093207    -1.447884
51844.75     0.337229    -0.193231    -1.199885
51845.00     0.378533    -0.162868    -0.932443
51845.25     0.428942    -0.219912    -1.308238
51845.50     0.536886    -0.183384    -1.860070
51845.75     0.684847    -0.131705    -1.889563
51846.00     0.731745    -0.010484    -1.621876
51846.25     0.756192     0.020945    -2.116314
51846.50     0.766478     0.051382    -2.563165
51846.75     0.723615     0.089208    -2.343516
51847.00     0.670015     0.118196    -1.967493
51847.25     0.638825     0.085852    -2.159570
51847.50     0.636291     0.117016    -2.736899
51847.75     0.586464     0.095672    -2.413452
51848.00     0.586487     0.131851    -2.045308
51848.25     0.539385     0.119872    -2.146961
51848.50     0.528450     0.153644    -2.261234
51848.75     0.510438     0.142852    -1.824953
51849.00     0.478692     0.228165    -1.350666
51849.25     0.427052     0.246043    -0.982821
51849.50     0.371581     0.255981    -1.185759
51849.75     0.294064     0.277955    -0.667101
51850.00     0.226171     0.339826    -0.030295
51850.25     0.136216     0.288743    -0.269246
51850.50     0.108115     0.238941    -0.681281
51850.75     0.114079     0.160445    -0.774642
51851.00     0.146300     0.140359    -0.786955
51851.25     0.135397    -0.020991    -1.191213
51851.50     0.154922    -0.078114    -1.857307
51851.75     0.192726    -0.163767    -1.490744
51852.00     0.173575    -0.129427    -0.867482
51852.25     0.099764    -0.137066    -0.217814
51852.50     0.023391    -0.070119     0.205448
51852.75    -0.068209    -0.026782     1.098181
51853.00    -0.150717     0.083303     1.687110
51853.25    -0.155906     0.143562     2.187492
51853.50    -0.138415     0.307465     2.223103
51853.75    -0.109227     0.468801     2.426493
51854.00    -0.077826     0.653504     2.965617
51854.25    -0.046560     0.797659     3.097576
51854.50     0.023151     0.908267     3.078416
51854.75     0.052930     0.939287     3.149880
51855.00     0.093543     0.850934     2.813233
51855.25     0.144659     0.639646     2.732933
51855.50     0.204767     0.545612     1.820120
51855.75     0.284683     0.394242     1.284578
51856.00     0.326309     0.407369     1.134030
51856.25     0.320364     0.345932     1.007262
51856.50     0.235429     0.410277     1.304273
51856.75     0.115764     0.450199     1.833685
51857.00     0.119648     0.577094     2.602333
51857.25    -0.041360     0.576217     3.955856
51857.50    -0.177099     0.589821     5.207639
51857.75    -0.315681     0.305796     5.617513
51858.00    -0.224077    -0.047598     4.872410
51858.25    -0.121066    -0.352685     3.082173
51858.50     0.011175    -0.415965     1.818296
51858.75     0.221709    -0.449877     0.395518
51859.00     0.372740    -0.361451    -0.110228
51859.25     0.442526    -0.316099    -0.773255
51859.50     0.472962    -0.219987    -1.296098
51859.75     0.525854    -0.105323    -1.014347
51860.00     0.481042     0.001868    -0.404216
51860.25     0.381483     0.030054    -0.193826
51860.50     0.301587     0.045187    -0.541321
51860.75     0.236644     0.074104     0.044151
51861.00     0.219093     0.120239     0.728742
51861.25     0.121985     0.097912     1.048622
51861.50     0.070419     0.036360     0.618439
51861.75     0.050604    -0.099156     0.418510
51862.00     0.025495    -0.158617     0.735406
51862.25    -0.033720    -0.384109     0.812205
51862.50    -0.112546    -0.476913     0.534825
51862.75    -0.168871    -0.432930     0.288965
51863.00    -0.252378    -0.287401     0.695924
51863.25    -0.289884    -0.233670     0.355628
51863.50    -0.314212    -0.133142     0.288288
51863.75    -0.281263     0.024280     0.744414
51864.00    -0.291153     0.158925     1.253269
51864.25    -0.332827     0.190562     1.636190
51864.50    -0.426152     0.176451     1.603115
51864.75    -0.431652     0.024733     2.036220
51865.00    -0.430825    -0.084862     2.510511
51865.25    -0.378877    -0.328387     2.925321
51865.50    -0.343032    -0.537521     2.292306
51865.75    -0.279525    -0.633682     0.665748
51866.00    -0.177543    -0.475228    -0.509555
51866.25    -0.043033    -0.403038    -1.253032
51866.50    -0.027418    -0.281722    -1.903670
51866.75    -0.015355    -0.267532    -1.704426
51867.00    -0.048942    -0.199036    -1.313623
51867.25     0.035958    -0.250083    -0.761384
51867.50     0.105395    -0.213072    -0.550462
51867.75     0.060705    -0.337199    -0.793322
51868.00    -0.034900    -0.348647    -0.807012
51868.25    -0.103276    -0.463840    -1.313755
51868.50    -0.164153    -0.592386    -1.984824
51868.75    -0.061397    -0.784043    -2.432312
51869.00    -0.005384    -0.775491    -2.649316
51869.25    -0.082617    -0.854294    -3.018167
51869.50    -0.070545    -0.875530    -3.801398
51869.75    -0.024892    -0.812347    -4.528918
51870.00    -0.040333    -0.600513    -4.454894
51870.25    -0.113567    -0.531216    -4.558128
51870.50    -0.212355    -0.423212    -4.525762
51870.75    -0.193749    -0.355469    -3.624356
51871.00    -0.106544    -0.213125    -3.009586
51871.25    -0.056754    -0.150435    -3.180695
51871.50    -0.067855    -0.002144    -3.004085
51871.75    -0.055079     0.103615    -2.658091
51872.00    -0.031652     0.210093    -1.816420
51872.25     0.007536     0.271708    -1.585465
51872.50     0.072829     0.352933    -1.488336
51872.75     0.116120     0.520702    -0.257731
51873.00     0.101671     0.669005     1.130478
51873.25    -0.026420     0.556990     1.913980
51873.50    -0.152676     0.414632     2.522471
51873.75    -0.359587     0.173957     2.539655
51874.00    -0.428233     0.103704     2.430261
51874.25    -0.589920     0.005576     2.173320
51874.50    -0.688955    -0.021568     2.207769
51874.75    -0.713429    -0.108187     2.109215
51875.00    -0.666953    -0.102298     2.012795
51875.25    -0.733929    -0.175184     1.973576
51875.50    -0.733579    -0.201254     1.714635
51875.75    -0.731871    -0.254200     1.698471
51876.00    -0.598727    -0.181612     1.294216
51876.25    -0.496930    -0.143595     0.633548
51876.50    -0.388343    -0.131719     0.024027
51876.75    -0.255634    -0.148000    -0.421316
51877.00    -0.116284    -0.132626    -0.790858
51877.25    -0.113933    -0.177118    -0.984824
51877.50    -0.138960    -0.248056    -1.137602
51877.75    -0.139579    -0.453239    -1.326271
51878.00    -0.022353    -0.498684    -1.266672
51878.25     0.059972    -0.561359    -1.835626
51878.50     0.156519    -0.463042    -2.527104
51878.75     0.238161    -0.398001    -2.669187
51879.00     0.331999    -0.284801    -2.599875
51879.25     0.422818    -0.272560    -2.713170
51879.50     0.406226    -0.272370    -2.981884
51879.75     0.491243    -0.336992    -2.952281
51880.00     0.526715    -0.327628    -3.180223
51880.25     0.540266    -0.376142    -3.280345
51880.50     0.559719    -0.415300    -3.572609
51880.75     0.618628    -0.467232    -4.155875
51881.00     0.547724    -0.460001    -4.307687
51881.25     0.465412    -0.518674    -4.382859
51881.50     0.471296    -0.572762    -5.072311
51881.75     0.471395    -0.511761    -5.376690
51882.00     0.432578    -0.431474    -5.567440
51882.25     0.347792    -0.489790    -5.529832
51882.50     0.308410    -0.562886    -5.751296
51882.75     0.271643    -0.627452    -5.164683
51883.00     0.158976    -0.631603    -4.412267
51883.25     0.018133    -0.713982    -3.785675
51883.50    -0.075237    -0.731231    -3.248906
51883.75     0.033007    -0.734064    -2.737578
51884.00     0.066799    -0.525399    -2.335264
51884.25     0.046469    -0.449036    -2.106727
51884.50    -0.105627    -0.387927    -1.623988
51884.75    -0.211428    -0.387603    -0.818372
51885.00    -0.380819    -0.344916     0.366465
51885.25    -0.526396    -0.328294     0.684126
51885.50    -0.548772    -0.271268     0.901875
51885.75    -0.480403    -0.162525     1.185392
51886.00    -0.418408    -0.091846     1.489557
51886.25    -0.252907    -0.170704     1.077234
51886.50    -0.193437    -0.247489     0.336572
51886.75     0.044862    -0.291150    -0.291681
51887.00     0.192131    -0.227234    -0.642001
51887.25     0.342306    -0.179894    -1.196664
51887.50     0.413832    -0.066959    -1.569097
51887.75     0.405605     0.065267    -1.495886
51888.00     0.323758     0.167081    -1.060452
51888.25     0.292197     0.127493    -0.994132
51888.50     0.259822     0.027622    -1.327672
51888.75     0.303550    -0.034902    -1.503315
51889.00     0.326743    -0.002218    -1.235267
51889.25     0.290373     0.004277    -0.922453
51889.50     0.184496     0.057774    -0.528856
51889.75    -0.005492     0.008295     0.368884
51890.00    -0.202031    -0.194188     1.168070
51890.25    -0.202732    -0.748642     0.160982
51890.50     0.110335    -0.908923    -1.693414
51890.75     0.249117    -0.711889    -3.450549
51891.00     0.361259    -0.392466    -4.527802
51891.25     0.358361    -0.024217    -4.657453
51891.50     0.439042     0.219753    -4.551477
51891.75     0.395408     0.438224    -3.909432
51892.00     0.079284     0.401115    -2.590905
51892.25    -0.058372    -0.018678    -2.661789
51892.50    -0.028627    -0.268147    -3.511417
51892.75     0.126611    -0.377694    -4.643072
51893.00     0.219981    -0.259592    -5.238679
51893.25     0.258538    -0.119769    -5.642885
51893.50     0.228450     0.082729    -5.334065
51893.75     0.159007     0.327250    -3.942128
51894.00     0.131935     0.516720    -2.908328
51894.25     0.021373     0.563682    -1.339481
51894.50    -0.036896     0.488911    -0.522295
51894.75    -0.201431     0.327979     1.263738
51895.00    -0.464702     0.036266     2.810891
51895.25    -0.662362    -0.594810     3.016239
51895.50    -0.758941    -0.853680     1.363666
51895.75    -0.648190    -0.692840    -0.400908
51896.00    -0.553546    -0.484071    -0.520114
51896.25    -0.394388    -0.373119    -0.803466
51896.50    -0.282851    -0.371879    -0.767580
51896.75    -0.240048    -0.424257    -0.397763
51897.00    -0.187086    -0.448897     0.285607
51897.25    -0.234817    -0.649717     0.695687
51897.50    -0.199246    -0.739765     1.021517
51897.75    -0.150765    -0.772631     0.592136
51898.00    -0.112306    -0.592721    -0.338449
51898.25    -0.172061    -0.387482    -0.606667
51898.50    -0.171756    -0.189088    -1.036340
51898.75    -0.053118    -0.044563    -1.327991
51899.00     0.048142     0.044046    -1.017091
51899.25     0.018465    -0.008329    -1.517750
51899.50     0.124621    -0.066151    -1.782720
51899.75     0.216545    -0.311952    -2.127685
51900.00     0.280133    -0.412602    -2.233223
51900.25     0.239876    -0.587565    -2.635349
51900.50     0.208572    -0.595384    -2.983939
51900.75     0.391357    -0.575034    -4.299973
51901.00     0.523315    -0.331590    -4.684095
51901.25     0.587013    -0.223434    -5.138398
51901.50     0.604686    -0.175927    -5.357721
51901.75     0.627545    -0.155618    -5.370928
51902.00     0.570204    -0.158246    -5.040224
51902.25     0.532273    -0.291249    -4.953987
51902.50     0.530373    -0.383992    -5.009709
51902.75     0.643035    -0.519685    -5.051339
51903.00     0.736824    -0.458619    -5.187376
51903.25     0.884113    -0.473292    -6.022245
51903.50     0.951584    -0.407308    -6.999211
51903.75     0.993827    -0.317543    -7.520858
51904.00     0.921789    -0.187979    -7.358241
51904.25     0.805953    -0.198875    -7.265331
51904.50     0.649079    -0.207809    -6.930005
51904.75     0.573997    -0.231997    -6.134864
51905.00     0.465660    -0.251396    -5.068725
51905.25     0.307275    -0.270035    -4.062508
51905.50     0.229164    -0.278657    -2.753491
51905.75     0.193047    -0.262290    -1.616040
51906.00     0.186837    -0.265506    -0.181011
51906.25     0.236464    -0.312536     0.561299
51906.50     0.426012    -0.266836     1.003866
51906.75     0.544289    -0.338926     1.664938
51907.00     0.506273    -0.467902     1.476878
51907.25     0.276597    -0.444715     0.578802
51907.50     0.125933    -0.471957     0.410540
51907.75     0.033912    -0.515309     0.447875
51908.00     0.076362    -0.588218     0.560009
51908.25    -0.044292    -0.717687     0.179854
51908.50    -0.121276    -0.679707     0.004467
51908.75    -0.087749    -0.685937    -0.670675
51909.00    -0.087923    -0.595479    -1.327972
51909.25    -0.181904    -0.599268    -1.842582
51909.50    -0.169331    -0.560690    -2.471681
51909.75    -0.112449    -0.561352    -2.934748
51910.00    -0.060450    -0.449030    -3.007859
51910.25    -0.036738    -0.516804    -3.545346
51910.50    -0.050049    -0.507820    -4.049755
51910.75     0.037493    -0.595598    -3.993560
51911.00     0.148347    -0.625054    -4.413185
51911.25     0.204044    -0.748161    -5.563161
51911.50     0.223728    -0.793410    -6.625107
51911.75     0.294832    -0.837180    -7.427760
51912.00     0.207954    -0.748626    -6.515526
51912.25     0.054686    -0.711858    -6.073718
51912.50    -0.116457    -0.644421    -5.329908
51912.75    -0.299099    -0.605133    -4.006252
51913.00    -0.422216    -0.502747    -2.263443
51913.25    -0.571505    -0.499527    -1.354182
51913.50    -0.669782    -0.409079    -0.784830
51913.75    -0.646087    -0.340626    -0.415979
51914.00    -0.690318    -0.171598     0.509053
51914.25    -1.007851    -0.166917     1.845959
51914.50    -1.138180    -0.207916     2.916645
51914.75    -1.027102    -0.367075     3.912650
51915.00    -0.846529    -0.290982     4.099078
51915.25    -0.803231    -0.263121     3.635600
51915.50    -0.751980    -0.107391     3.125899
51915.75    -0.652069    -0.037805     2.758917
51916.00    -0.565095     0.083716     2.968081
51916.25    -0.495415     0.081641     2.925867
51916.50    -0.408184     0.073012     2.551690
51916.75    -0.337697    -0.003051     1.978110
51917.00    -0.261281     0.003380     2.331617
51917.25    -0.220778    -0.177306     2.428492
51917.50    -0.242369    -0.375899     2.636583
51917.75    -0.288462    -0.458799     1.491178
51918.00    -0.305516    -0.339186     0.781707
51918.25    -0.380881    -0.414262     0.109908
51918.50    -0.452953    -0.449416    -0.690477
51918.75    -0.408789    -0.467582    -2.291799
51919.00    -0.538462    -0.310863    -2.526764
51919.25    -0.621054    -0.239034    -2.608987
51919.50    -0.527187    -0.113189    -2.713724
51919.75    -0.442795    -0.078370    -2.745301
51920.00    -0.398963     0.036996    -1.780825
51920.25    -0.374136    -0.015676    -1.321394
51920.50    -0.382528     0.010475    -1.058289
51920.75    -0.261071     0.010854    -0.957980
51921.00    -0.168808     0.048708    -0.208029
51921.25    -0.068456    -0.073948     0.111345
51921.50     0.053162    -0.210209    -0.090542
51921.75     0.180114    -0.280336    -0.976318
51922.00     0.194456    -0.136004    -1.239863
51922.25     0.138221    -0.058894    -1.826245
51922.50     0.097466     0.033982    -1.727007
51922.75     0.112806     0.096677    -1.926526
51923.00     0.061585     0.180327    -1.175268
51923.25     0.044593     0.122395    -1.021332
51923.50     0.089112     0.110857    -1.004361
51923.75     0.091673     0.007580    -1.052406
51924.00     0.143949     0.024719    -0.718081
51924.25     0.143378    -0.096068    -0.983599
51924.50     0.070452    -0.173174    -1.195295
51924.75     0.045781    -0.323629    -1.192374
51925.00     0.067747    -0.330073    -1.105206
51925.25     0.084339    -0.387864    -1.281560
51925.50     0.103476    -0.360438    -1.726612
51925.75     0.182837    -0.282924    -1.890753
51926.00     0.206371    -0.191922    -2.058391
51926.25     0.231632    -0.175657    -1.898883
51926.50     0.190219    -0.175512    -2.052771
51926.75     0.192114    -0.125527    -2.031002
51927.00     0.159991    -0.010023    -0.987162
51927.25     0.073205     0.030352    -0.256293
51927.50     0.026684     0.057917     0.369535
51927.75    -0.007550     0.054749     0.720683
51928.00    -0.085965     0.060746     1.731088
51928.25    -0.245454    -0.041537     2.697063
51928.50    -0.312968    -0.193350     3.719938
51928.75    -0.314998    -0.465017     3.231912
51929.00    -0.291462    -0.642230     2.344529
51929.25    -0.332174    -0.756061     1.346562
51929.50    -0.383386    -0.820273     0.676237
51929.75    -0.376801    -0.832810    -0.694851
51930.00    -0.236304    -0.713626    -1.835611
51930.25    -0.246681    -0.664817    -2.877026
51930.50    -0.175516    -0.689468    -3.930308
51930.75    -0.059975    -0.655226    -5.062957
51931.00    -0.009066    -0.525066    -4.681777
51931.25     0.034489    -0.504164    -4.948985
51931.50     0.096582    -0.452513    -4.952111
51931.75     0.157144    -0.428740    -4.888421
51932.00     0.163215    -0.381871    -4.001887
51932.25     0.091949    -0.476262    -3.588085
51932.50     0.062149    -0.517693    -3.197677
51932.75    -0.050589    -0.537103    -2.457569
51933.00    -0.095934    -0.422976    -1.385116
51933.25    -0.165153    -0.492184    -1.169297
51933.50    -0.241442    -0.562045    -1.194334
51933.75    -0.221469    -0.672924    -1.603979
51934.00    -0.183300    -0.654101    -1.422659
51934.25    -0.188204    -0.701760    -1.842008
51934.50    -0.121108    -0.680784    -2.679093
51934.75    -0.059351    -0.537369    -3.749748
51935.00    -0.131706    -0.211196    -3.539753
51935.25    -0.254990    -0.057842    -3.357030
51935.50    -0.388210     0.030426    -2.694695
51935.75    -0.530591    -0.022799    -1.907451
51936.00    -0.575896    -0.058441    -1.066277
51936.25    -0.505348    -0.296687    -1.125638
51936.50    -0.422709    -0.378112    -1.621381
51936.75    -0.193999    -0.391903    -2.866679
51937.00    -0.124479    -0.180005    -3.225195
51937.25    -0.121316    -0.046038    -3.459164
51937.50    -0.160293     0.033446    -3.606309
51937.75    -0.175974     0.184426    -3.786772
51938.00    -0.240037     0.356891    -2.548852
51938.25    -0.356570     0.461865    -1.594278
51938.50    -0.498974     0.650630    -0.517035
51938.75    -0.718144     0.861029     1.252811
51939.00    -0.897878     0.788429     3.629220
51939.25    -1.055595     0.605291     5.061759
51939.50    -1.138768     0.402697     5.553716
51939.75    -1.193682     0.355505     5.470705
51940.00    -0.977359     0.168476     5.405957
51940.25    -0.880262    -0.077609     4.397524
51940.50    -0.720421    -0.253437     3.398220
51940.75    -0.562088    -0.304154     2.280892
51941.00    -0.354921    -0.340882     1.644902
51941.25    -0.254078    -0.371286     0.125437
51941.50    -0.141019    -0.343082    -0.863927
51941.75    -0.120497    -0.307710    -2.045413
51942.00    -0.155519    -0.291363    -1.964275
51942.25    -0.251858    -0.432037    -1.674083
51942.50    -0.387584    -0.586235    -1.477537
51942.75    -0.327905    -0.616184    -1.943447
51943.00    -0.257958    -0.460899    -1.668726
51943.25    -0.292690    -0.350448    -2.162050
51943.50    -0.270530    -0.234592    -2.363889
51943.75    -0.171756    -0.163971    -2.566046
51944.00    -0.134778    -0.052944    -2.080381
51944.25    -0.088146    -0.088275    -1.869156
51944.50    -0.099449    -0.157936    -1.772888
51944.75    -0.109661    -0.251588    -1.301267
51945.00    -0.072355    -0.228967    -0.361041
51945.25    -0.155398    -0.325534    -0.154879
51945.50    -0.233197    -0.317143     0.334495
51945.75    -0.164708    -0.326115    -0.057620
51946.00    -0.146677    -0.158777     0.420801
51946.25    -0.163983    -0.092542     0.359266
51946.50    -0.239000    -0.076817     0.173011
51946.75    -0.191162    -0.102675    -0.295415
51947.00    -0.014618    -0.007014    -0.230248
51947.25     0.107607     0.040855    -1.050110
51947.50     0.195283     0.117753    -1.602557
51947.75     0.293412     0.185836    -2.541895
51948.00     0.360221     0.317033    -2.223061
51948.25     0.375952     0.333223    -2.657156
51948.50     0.397767     0.340977    -3.147754
51948.75     0.393616     0.334562    -3.674639
51949.00     0.289017     0.415928    -2.443311
51949.25     0.132944     0.423391    -1.874869
51949.50    -0.098238     0.329878    -0.794984
51949.75    -0.333146     0.093102    -0.337136
51950.00    -0.478855    -0.175988     0.845156
51950.25    -0.301468    -0.630346     0.413987
51950.50    -0.040069    -0.768735    -0.369591
51950.75     0.208174    -0.717414    -2.083981
51951.00     0.313507    -0.550877    -2.185155
51951.25     0.463479    -0.448619    -3.190349
51951.50     0.533373    -0.280779    -3.683672
51951.75     0.584247    -0.120148    -4.170039
51952.00     0.510634     0.071723    -3.878575
51952.25     0.479672     0.085297    -3.896658
51952.50     0.403878     0.049298    -4.212259
51952.75     0.323158     0.018074    -4.508605
51953.00     0.249009     0.010740    -3.886525
51953.25     0.205482    -0.015239    -3.798911
51953.50     0.186500     0.001130    -3.679417
51953.75     0.152638     0.063559    -3.679747
51954.00     0.076967     0.182806    -2.891938
51954.25    -0.148934     0.176179    -1.876449
51954.50    -0.283069     0.159776    -0.986060
51954.75    -0.406563     0.141415    -0.414423
51955.00    -0.435385     0.138750     0.636652
51955.25    -0.426548     0.070173     0.984462
51955.50    -0.331722     0.061871     1.084121
51955.75    -0.130132     0.056681     0.287604
51956.00     0.021216     0.094935     0.698402
51956.25     0.087850    -0.016519     0.024439
51956.50     0.075488    -0.144760     0.390836
51956.75     0.102432    -0.385256     0.075440
51957.00     0.092257    -0.625429     0.901296
51957.25     0.229734    -1.135295    -0.255512
51957.50     0.285670    -1.195905    -2.454814
51957.75     0.327068    -1.053069    -4.429560
51958.00     0.292530    -0.786836    -4.651151
51958.25     0.212958    -0.689466    -5.344835
51958.50     0.093934    -0.589462    -5.614790
51958.75     0.059718    -0.418737    -5.420239
51959.00    -0.080463    -0.173266    -4.122650
51959.25    -0.238206    -0.027542    -3.566504
51959.50    -0.362152    -0.001170    -3.455886
51959.75    -0.372327     0.005757    -3.226509
51960.00    -0.303753     0.054865    -2.121232
51960.25    -0.187719    -0.016494    -2.357016
51960.50    -0.131830    -0.101358    -2.493608
51960.75     0.003783    -0.240028    -3.065307
51961.00     0.078972    -0.261837    -2.462390
51961.25     0.232760    -0.364984    -2.618065
51961.50     0.333863    -0.366153    -2.666037
51961.75     0.554079    -0.346225    -3.203203
51962.00     0.512428    -0.062616    -2.390652
51962.25     0.371563     0.108298    -1.339807
51962.50     0.211302     0.022012    -0.336035
51962.75     0.225497    -0.078895    -0.817457
51963.00     0.222270    -0.034250    -0.562501
51963.25     0.238233     0.007711    -1.535623
51963.50     0.170923     0.141300    -1.965902
51963.75     0.280504     0.322527    -2.987566
51964.00     0.335704     0.563552    -2.397307
51964.25     0.338182     0.768814    -2.469216
51964.50     0.274620     0.924673    -2.025519
51964.75     0.127295     1.037763    -1.680141
51965.00    -0.064685     1.026747    -0.393826
51965.25    -0.288444     0.750051     0.053818
51965.50    -0.429342     0.393743     0.366545
51965.75    -0.345846    -0.021129    -0.656529
51966.00    -0.105039    -0.172649    -1.090004
51966.25     0.148951    -0.341791    -2.103176
51966.50     0.393803    -0.387449    -3.130698
51966.75     0.573942    -0.342475    -3.748672
51967.00     0.592181    -0.177310    -3.295204
51967.25     0.586466    -0.136097    -3.334840
51967.50     0.551759    -0.059409    -3.293458
51967.75     0.479426    -0.097962    -3.075372
51968.00     0.313251    -0.024552    -1.810313
51968.25     0.272605    -0.135498    -1.163858
51968.50     0.113575    -0.087177    -0.695332
51968.75     0.017539    -0.077867    -0.326628
51969.00    -0.151029     0.045902     0.807065
51969.25    -0.281401     0.070184     1.427515
51969.50    -0.358169     0.110660     1.791929
51969.75    -0.411796     0.183983     2.039875
51970.00    -0.525896     0.319030     3.441912
51970.25    -0.582024     0.254915     4.067660
51970.50    -0.613827     0.290518     4.487290
51970.75    -0.511067     0.258541     4.369516
51971.00    -0.375576     0.388194     4.942193
51971.25    -0.307744     0.439233     5.053686
51971.50    -0.147554     0.413976     5.279887
51971.75     0.083245     0.436289     4.737889
51972.00     0.194761     0.505271     4.993297
51972.25     0.138134     0.420385     5.521335
51972.50     0.068919     0.150064     5.171921
51972.75     0.095306    -0.254862     3.990967
51973.00     0.183277    -0.488956     3.265190
51973.25     0.123696    -0.731370     1.912043
51973.50     0.121143    -0.773149     0.906492
51973.75     0.147889    -0.821285     0.351521
51974.00     0.106189    -0.739516     0.694616
51974.25     0.016807    -0.800988     0.612447
51974.50     0.025052    -0.870175     0.693594
51974.75     0.176296    -0.852502     0.127903
51975.00     0.192830    -0.655685     0.338472
51975.25     0.164889    -0.590594    -0.171635
51975.50     0.038397    -0.573172    -0.433400
51975.75     0.092771    -0.490407    -0.910641
51976.00     0.039693    -0.266811    -0.352635
51976.25    -0.079407    -0.169131    -0.468803
51976.50    -0.186368    -0.102077    -0.180088
51976.75    -0.231546    -0.029616     0.337764
51977.00    -0.185438    -0.045308     1.415084
51977.25    -0.109699    -0.116984     1.100221
51977.50    -0.071084    -0.209145     1.008006
51977.75    -0.041575    -0.163164     0.460330
51978.00    -0.075774    -0.033583     1.005885
51978.25    -0.139180    -0.009834     0.520014
51978.50    -0.246848     0.092900     0.336325
