 
"Organization Name - Effective 27-JUN-05","Grant Number","NIH Reference","PI Name","Project Title","NIH Dept Combining Name","NIH MC Combining Name","Award","City","Country Name","Zip Code","Attributed to Medical School","Medical School - Grant is Attributed To","Medical School Location","  "
"UNIVERSIDADE FEDERAL DE MINAS GERAIS","1R01TW006612-01","6709641","Andrade, Marcus V","Mast cell toll-like receptors and parasitic pathogens","","","$ 54,000","BELO HORIZONTE","BRAZIL","0","","","","  "
"UNIVERSITE CHEIKH ANTA DIOP DE DAKAR","5U01AI052734-02","6800980","Mboup, Souleymane ","Anti-HIV Therapy in Senegal, West Africa","","","$ 500,000","DAKAR","SENEGAL","0","","","","  "
"UNIVERSITY HEALTH NETWORK","1F31NS049742-01","6835939","Newell, Evan W","The Role of Membrane Potential in Microglia Activation","","","$ 26,772","TORONTO","CANADA","0","","","","  "
"UNIVERSITY HEALTH NETWORK","1R01AG024398-01","6818368","Harrington, Lea A","A unique murine model for human aging","","","$ 269,050","TORONTO","CANADA","0","","","","  "
"UNIVERSITY HEALTH NETWORK","1R01NS048956-01","6807914","Tymianski, Michael ","Targeting PSD Proteins in the Treatment of CNS Injury","","","$ 248,050","TORONTO","CANADA","0","","","","  "
"UNIVERSITY HEALTH NETWORK","5R01EB002470-05","6752152","Jaffray, David A","FLAT PANEL CONE BEAM CT FOR IMAGE GUIDED RADIOTHERAPY","","","$ 159,705","TORONTO","CANADA","0","","","","  "
"UNIVERSITY HEALTH NETWORK","5R01HL067683-04","6801111","Dzavik, Vladimir ","TOSCA-2 An Angiographic Substudy of the Occluded Arter*","","","$ 200,000","TORONTO","CANADA","0","","","","  "
"UNIVERSITY HEALTH NETWORK","5R01HL070569-04","6797751","Medin, Jeffrey A","Enhancement of Gene Therapy Outcomes for Fabry Disease","","","$ 200,000","TORONTO","CANADA","0","","","","  "
"UNIVERSITY HEALTH NETWORK","5R01MH066296-03","6770024","Kaplan, Allan S","Genetics of Anorexia Nervosa","","","$ 162,000","TORONTO","CANADA","0","","","","  "
"UNIVERSITY HEALTH NETWORK","5R21AG019381-04","6778185","Jaffray, David A","HIGH-PRECISION IMAGE-GUIDED RADIOTHERAPY OF THE PROSTATE","","","$ 457,091","TORONTO","CANADA","0","","","","  "
"UNIVERSITY HEALTH NETWORK","5U01HL065233-05","6760184","Olivieri, Nancy F","STUDY OF THALASSEMIA AND TREATMENT","","","$ 371,418","TORONTO","CANADA","0","","","","  "
"UNIVERSITY HEALTH NETWORK","5U01MH062446-03","6754355","Flint, Alastair J","Acute Pharmacotherapy of Unipolar Psychotic Depression","","","$ 189,000","TORONTO","CANADA","0","","","","  "
"UNIVERSITY HEALTH NETWORK","N01CM017107","","Moore, Malcolm","EARLY THERS DEV W PHASE 2 EMPHASIS","","","$ 1,246,263","TORONTO","CANADA","0","","","","  "
"UNIVERSITY MEDICAL CENTER ST. RADBOUD","1R21DK069881-01","6863354","Tack, Cornelis J","Brain Glucose Metabolism and Hypoglycemia Unawareness","","","$ 135,000","NIJMEGEN","NETHERLANDS","0","","","","  "
"UNIVERSITY MEDICAL CENTER UTRECHT","5R03CA099846-02","6796855","Peeters, Petra H","Variations in plasma phytoestrogen levels in Europe","","","$ 54,000","UTRECHT","NETHERLANDS","0","","","","  "
"UNIVERSITY OF ADELAIDE","5R01GM062976-02","6697080","Egan, John Barry","Role of Cro-Like Repressors in Native Genetic Switches","","","$ 124,200","ADELAIDE","AUSTRALIA","0","","","","  "
"UNIVERSITY OF ADELAIDE","5U01HD044664-02","6800760","Thompson, Jeremy G","How do oocytes & embryos cope with adverse environments?","","","$ 247,572","ADELAIDE","AUSTRALIA","0","","","","  "
"UNIVERSITY OF ALBERTA","1F32HD046186-01","6738643","Noah, Jack A","Coupling of Infant Respiration and Locomotion.","","","$ 35,568","EDMONTON","CANADA","0","","","","  "
"UNIVERSITY OF ALBERTA","1F32HD046186-01X1","6835558","Noah, Jack A","Coupling of Infant Respiration and Locomotion","","","$ 5,500","EDMONTON","CANADA","0","","","","  "
"UNIVERSITY OF ALBERTA","1R01HL071115-01A2","6772013","Archer, Stephen L","O2 Sensing in the Ductus Arteriosus","","","$ 162,000","EDMONTON","CANADA","0","","","","  "
"UNIVERSITY OF ALBERTA","1R01HL078658-01","6847596","Bajzar, Laszlo ","Carboxypeptidases in Thrombosis and Inflammation","","","$ 78,632","EDMONTON","CANADA","0","","","","  "
"UNIVERSITY OF ALBERTA","1R01NS047567-01A1","6823014","Bennett, David J","Motoneuron Properties in Chronic Spinal Injury","","","$ 244,877","EDMONTON","CANADA","0","","","","  "
"UNIVERSITY OF ALBERTA","1U01AI065191-01","6887122","Shapiro, Andrew M","Islet Transplant - Costimulatory Blockade with LEA29Y","","","$ 2,900,000","EDMONTON","CANADA","0","","","","  "
"UNIVERSITY OF ALBERTA","5R01CA080963-06","6753668","Pilarski, Linda M","The malignant stem cell in multiple myeloma","","","$ 162,000","EDMONTON","CANADA","0","","","","  "
"UNIVERSITY OF ALBERTA","5R01DK050764-09","6798253","Ballermann, Barbara J","Role of TIMAP in Vascular Development and Function","","","$ 202,501","EDMONTON","CANADA","0","","","","  "
"UNIVERSITY OF ALBERTA","5R01GM068451-02","6792137","Weiner, Joel Hirsch","Structures of Bacterial Membrane-Bound Oxidoreductases","","","$ 162,000","EDMONTON","CANADA","0","","","","  "
"UNIVERSITY OF ALBERTA","5R01HG001988-06","6776935","Rannala, Bruce ","DISEQUILIBRIUM MAPPING OF COMPLEX GENETIC DISEASES","","","$ 81,000","EDMONTON","CANADA","0","","","","  "
"UNIVERSITY OF ALBERTA","5R01NS044225-03","6777007","Mushahwar, Vivian K","Intraspinal Microstimulation for Restoring Limb Movement","","","$ 205,200","EDMONTON","CANADA","0","","","","  "
"UNIVERSITY OF ALBERTA","5R03AI055969-02","6793339","Mason, Andrew ","Retrovirus Isolation from Primary Biliary Cirrhosis","","","$ 54,000","EDMONTON","CANADA","0","","","","  "
"UNIVERSITY OF ALBERTA","5R21CA094708-03","6769979","Le, X C","Technology for DNA Damage Analysis and Biomarkers","","","$ 135,000","EDMONTON","CANADA","0","","","","  "
"UNIVERSITY OF ALBERTA","5R21DK066512-02","6801482","Shapiro, Andrew M","ICOS-B7h in Islet Transplant Rejection and Autoimmunity","","","$ 243,000","EDMONTON","CANADA","0","","","","  "
"UNIVERSITY OF ALBERTA","5R37AG008235-14","6781797","Dixon, Roger A","Longitudinal Study of Cognitive Aging","","","$ 270,000","EDMONTON","CANADA","0","","","","  "
"UNIVERSITY OF BASEL","1R01AI057477-01","6702894","Hollander, Georg A","Analysis of Thymic Epithelial Precursor Cells","","","$ 270,000","BASEL","SWITZERLAND","0","","","","  "
"UNIVERSITY OF BATH","7R01EB001420-02","6794694","Guy, Richard H","Skin Bioengineering: Noninvasive Transdermal Monitoring","","","$ 243,000","BATH","UNITED KINGDOM","0","","","","  "
"UNIVERSITY OF BIRMINGHAM","5R01MH066162-03","6790566","Jones, Ian R","Genetics of Anorexia Nervosa","","","$ 162,000","BIRMINGHAM","UNITED KINGDOM","000B1-5 2T","","","","  "
"UNIVERSITY OF BRISTOL","5R01HL071248-02","6744837","Riddoch, Chris J","Physical activity and childhood obesity","","","$ 484,179","BRISTOL","UNITED KINGDOM","0","","","","  "
"UNIVERSITY OF BRITISH COLUMBIA","1R01AT002090-01","6751814","Stothers, Lynn ","Dose-response of cranberry in women with recurrent UTIs","","","$ 190,080","VANCOUVER","CANADA","000V6-T 1Z","","","","  "
"UNIVERSITY OF BRITISH COLUMBIA","1R01HG003248-01","6793923","Marziali, Andre ","Nanopores for trans-membrane bio-molecule detection","","","$ 214,400","VANCOUVER","CANADA","000V6-T 1Z","","","","  "
"UNIVERSITY OF BRITISH COLUMBIA","1R03AI059740-01","6766315","Bonnevienielsen, Vagn ","Role of antiviral defense in autoimmune Type 1 Diabetes","","","$ 54,000","VANCOUVER","CANADA","000V6-T 1Z","","","","  "
"UNIVERSITY OF BRITISH COLUMBIA","1R03MH072046-01","6820534","Handy, Todd C","Spatial Attention in Visuomotor Processing","","","$ 54,000","VANCOUVER","CANADA","000V6-T 1Z","","","","  "
"UNIVERSITY OF BRITISH COLUMBIA","1R21AI065179-01A1","6862138","Tan, Rusung ","Detecting beta cell specific T cells in type 1 diabetes","","","$ 260,456","VANCOUVER","CANADA","000V6-T 1Z","","","","  "
"UNIVERSITY OF BRITISH COLUMBIA","2R01DA011591-04A1","6841576","Wood, Evan ","Evaluating the natural history of injection drug use","","","$ 498,768","VANCOUVER","CANADA","000V6-T 1Z","","","","  "
"UNIVERSITY OF BRITISH COLUMBIA","5F32DA015275-03","6802802","Thompson, Richard H","Central Amygdala Circuits in Cocaine Self Administration","","","$ 52,492","VANCOUVER","CANADA","000V6-T 1Z","","","","  "
"UNIVERSITY OF BRITISH COLUMBIA","5R01AA007789-16","6754451","Weinberg, Joanne ","Alcohol and Stress: Interactive Effects","","","$ 242,291","VANCOUVER","CANADA","000V6-T 1Z","","","","  "
"UNIVERSITY OF BRITISH COLUMBIA","5R01AI053721-02","6778248","Kronstad, James W","Comparative and functional genomics of C. neoformans","","","$ 243,000","VANCOUVER","CANADA","000V6-T 1Z","","","","  "
"UNIVERSITY OF BRITISH COLUMBIA","5R01DC004579-04","6787716","Roskams, Angela J","The Role of Caspases in Olfactory neuron Apoptosis","","","$ 175,000","VANCOUVER","CANADA","000V6-T 1Z","","","","  "
"UNIVERSITY OF BRITISH COLUMBIA","5R01EY002422-26","6792178","Molday, Robert S","ROS MEMBRANE PROTEINS AND RETINAL DEGENERATIVE DISEASES","","","$ 175,000","VANCOUVER","CANADA","000V6-T 1Z","","","","  "
"UNIVERSITY OF BRITISH COLUMBIA","5R01HD039783-04","6788820","Grunau, Ruth E","PAIN IN PRETERM INFANTS--DEVELOPMENT AND EFFECTS","","","$ 112,500","VANCOUVER","CANADA","000V6-T 1Z","","","","  "
"UNIVERSITY OF BRITISH COLUMBIA","5R01HD041671-02","6779812","Lucyshyn, Joseph M","Transforming Coercive Processes in Family Routines","","","$ 210,600","VANCOUVER","CANADA","000V6-T 1Z","","","","  "
"UNIVERSITY OF BRITISH COLUMBIA","5R01MH060155-04","6803971","Heine, Steven J","A Cultural Investigation of Self-Improving Motivations","","","$ 75,000","VANCOUVER","CANADA","000V6-T 1Z","","","","  "
"UNIVERSITY OF BRITISH COLUMBIA","5R01NS030959-10","6742449","Sastry, B R","CNS INHIBITION IN EPILEPSY, MOTOR CONTROL AND MEMORY","","","$ 122,500","VANCOUVER","CANADA","000V6-T 1Z","","","","  "
"UNIVERSITY OF BRITISH COLUMBIA","7R01AR046182-06","6932662","Bromme, Dieter ","TISSUE SPECIFIC CYSTEINE PROTEASES AND ECM DEGRADATION","","","$ 179,998","VANCOUVER","CANADA","000V6-T 1Z","","","","  "
"UNIVERSITY OF BRITISH COLUMBIA","7R01AR048669-04","6932236","Bromme, Dieter ","Complex Formation and Protease Specificity","","","$ 171,180","VANCOUVER","CANADA","000V6-T 1Z","","","","  "
"UNIVERSITY OF BRITISH COLUMBIA","9R01DA019685-16A2","6822272","Diamond, Adele D","Cognitive Functions Linked to Frontal Lobe","","","$ 256,863","VANCOUVER","CANADA","000V6-T 1Z","","","","  "
"UNIVERSITY OF BRITISH COLUMBIA","N01HR016148","","Russell, James","ADULT RESP DISTRESS SYND STY","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 22,210","VANCOUVER","CANADA","000V6-T 1Z","","","","  "
"UNIVERSITY OF CALGARY","1R01NS044171-01A2","6723490","Dunn, Jeffrey Frank","In vivo studies of cerebral angiogenesis and oxygenation","","","$ 199,800","CALGARY","CANADA","0","","","","  "
"UNIVERSITY OF CALGARY","5R01DK059359-03","6744453","Koopmans, Henry S","Role of the lower gut in the control of energy balance","","","$ 135,000","CALGARY","CANADA","0","","","","  "
"UNIVERSITY OF CALGARY","5R01HL058955-07","6690993","Gravel, Roy Andre","Genetic Risk Factors for Hyperhomocysteinemia","","","$ 283,725","CALGARY","CANADA","0","","","","  "
"UNIVERSITY OF CALGARY","5R01NS046262-03","6801057","Power, Christopher T","LENTIVIRUS-INDUCED NEUROPATHY: VIRAL DIVERSITY AND HOST*","","","$ 232,398","CALGARY","CANADA","0","","","","  "
"UNIVERSITY OF CAMBRIDGE","1R01AG024233-01","6812729","Melzer, David ","Aging pathways polymorphisms in older persons","","","$ 409,403","CAMBRIDGE","UNITED KINGDOM","000CB-2 1T","","","","  "
"UNIVERSITY OF CAMBRIDGE","1R03AG022912-01","6703301","Melzer, David ","Disability of elders: US and England comparisons","","","$ 54,000","CAMBRIDGE","UNITED KINGDOM","000CB-2 1T","","","","  "
"UNIVERSITY OF CAMBRIDGE","3R01AG020608-04S1","6949823","Hales, Charles N","Programming of gene expression during fetal life","","","$ 24,520","CAMBRIDGE","UNITED KINGDOM","000CB-2 1T","","","","  "
"UNIVERSITY OF CAMBRIDGE","5R01AG020608-04","6795361","Hales, Charles N","Programming of gene expression during fetal life","","","$ 143,882","CAMBRIDGE","UNITED KINGDOM","000CB-2 1T","","","","  "
"UNIVERSITY OF CAMBRIDGE","5R01AI050591-03","6776949","Fearon, Douglas T","ANTIGEN-INDUCED B LYMPHOCYTE DEVELOPMENT","","","$ 270,000","CAMBRIDGE","UNITED KINGDOM","000CB-2 1T","","","","  "
"UNIVERSITY OF CAMBRIDGE","5R01EB001518-02","6726111","Bullmore, Edward T","Wavelets, fractals and fMRI of brain adaptivity","","","$ 270,000","CAMBRIDGE","UNITED KINGDOM","000CB-2 1T","","","","  "
"UNIVERSITY OF CAMBRIDGE","5R01GM064713-03","6752837","Bray, Dennis ","MOLECULAR EVENTS IN A DISCRETE CYTOPLASMIC SPACE","","","$ 162,000","CAMBRIDGE","UNITED KINGDOM","000CB-2 1T","","","","  "
"UNIVERSITY OF CAMBRIDGE","5R01HD039670-03","6696294","Moffett, Ashley ","BIOLOGY OF HUMAN UTERINE NK CELLS","","","$ 155,787","CAMBRIDGE","UNITED KINGDOM","000CB-2 1T","","","","  "
"UNIVERSITY OF CAMBRIDGE","5R01HL068629-03","6684155","Huntington, James A","Structural Mechanisms for the Inhibition of Thrombosis","","","$ 298,256","CAMBRIDGE","UNITED KINGDOM","000CB-2 1T","","","","  "
"UNIVERSITY OF CAPE TOWN","1D43TW007115-01","6846703","Hussey, Gregory ","SAfrica Infectious Disease Clinical Res.Training Program","","","$ 25,000","CAPE TOWN","SOUTH AFRICA","07700","","","","  "
"UNIVERSITY OF CAPE TOWN","1R01CA112020-01","6796541","Hendricks, Denver T","NDRG1 in squamous cell oesophageal cancer","","","$ 53,600","CAPE TOWN","SOUTH AFRICA","07700","","","","  "
"UNIVERSITY OF CAPE TOWN","3R21TW006515-01S1","6856304","London, Leslie ","Health and economic consequences of pesticide usage","","","$ 5,000","CAPE TOWN","SOUTH AFRICA","07700","","","","  "
"UNIVERSITY OF CAPE TOWN","3R21TW006515-01S2","6891233","London, Leslie ","Health and economic consequences of pesticide usage","","","$ 5,832","CAPE TOWN","SOUTH AFRICA","07700","","","","  "
"UNIVERSITY OF CAPE TOWN","3R21TW006515-02S1","6943290","London, Leslie ","Health and economic consequences of pesticide usage","","","$ 3,283","CAPE TOWN","SOUTH AFRICA","07700","","","","  "
"UNIVERSITY OF CAPE TOWN","5R21TW006515-02","6798834","London, Leslie ","Health and economic consequences of pesticide usage","","","$ 107,000","CAPE TOWN","SOUTH AFRICA","07700","","","","  "
"UNIVERSITY OF CAPE TOWN","5R25TW006057-03","6773254","Benatar, Solomon R","INTERNATIONAL RESEARCH ETHICS NETWORK, SOUTHERN AFRICA","","","$ 182,372","CAPE TOWN","SOUTH AFRICA","07700","","","","  "
"UNIVERSITY OF CHILE","5R01TW006197-03","6766805","Ferrand, Pedro E","Variation in Cytokine and MMP Genes and Risk of PPROM","","","$ 54,000","SANTIAGO","CHILE","70005","","","","  "
"UNIVERSITY OF CHILE","5R25TW006056-03","6773294","Lolas, Fernando S","Research Bioethics Training in Latin America","","","$ 309,000","SANTIAGO","CHILE","70005","","","","  "
"UNIVERSITY OF CONCEPCION","1R01AA015150-01","6809713","Aguayo, Luis G","Potentiation of Glycine Receptors by Ethanol","","","$ 169,500","CONCEPCION","CHILE","0","","","","  "
"UNIVERSITY OF COPENHAGEN","5R01NS040795-04","6710696","Kiehn, Ole ","NEURAL CIRCUITS RESPONSIBLE FOR LEFT RIGHT ALTERNATION","","","$ 175,000","COPENHAGEN","DENMARK","0","","","","  "
"UNIVERSITY OF COPENHAGEN","N01AI400025","","Buus, Soren","LARGE SCALE ANTIBODY & T CELL EPITOPE DISC PRGM","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF PUBLIC HEALTH","$ 1,003,343","COPENHAGEN","DENMARK","0","","","","  "
"UNIVERSITY OF DUBLIN TRINITY COLLEGE","1R03DA018685-01","6848946","Hester, Robert L","Executive functions in cannabis dependence","","","$ 162,000","DUBLIN","IRELAND","00002","","","","  "
"UNIVERSITY OF DURHAM","5U01AI058250-02","6806449","Lindsay, Steven W","Anti-larval measures for malaria control in The Gambia","","","$ 392,206","DURHAM","UNITED KINGDOM","000DH-1 3H","","","","  "
"UNIVERSITY OF EDINBURGH","5F32EY013929-03","6790614","Zaki, Paulette A","Role of Gli-3 in Mouse Development","","","$ 43,428","EDINBURGH","UNITED KINGDOM","0","","","","  "
"UNIVERSITY OF EDINBURGH","5F32EY013929-03X1","6928140","Zaki, Paulette A","Role of Gli-3 in Mouse Development","","","$ 5,500","EDINBURGH","UNITED KINGDOM","0","","","","  "
"UNIVERSITY OF EDINBURGH","5R01DA015943-02","6668468","Smith, Austin G","Precision Transgenesis Rats via Embryonic Cells Lines","","","$ 270,000","EDINBURGH","UNITED KINGDOM","0","","","","  "
"UNIVERSITY OF EDINBURGH","5R01HL072282-03","6790036","Macnee, William ","Biomarkers of oxidative stress and inflammation in COPD","","","$ 200,000","EDINBURGH","UNITED KINGDOM","0","","","","  "
"UNIVERSITY OF EDINBURGH","5R21MH065860-02","6721204","Simmonds, Peter ","Trafficking, persistence and evolution of HIV in the CNS","","","$ 125,000","EDINBURGH","UNITED KINGDOM","0","","","","  "
"UNIVERSITY OF FLORENCE","5R01AR049033-02","6802435","Lombardi, Vincenzo ","The molecular mechanism of muscle contraction","","","$ 106,000","FLORENCE","ITALY","0","","","","  "
"UNIVERSITY OF GENEVA","5R21AI053270-02","6793192","Vandergoot, Francoise G","Anthrax toxin-host cell interactions","","","$ 150,000","GENEVA","SWITZERLAND","0","","","","  "
"UNIVERSITY OF GENEVA","7R01NS037352-07","6785498","Ruizialtaba, Ariel Ruizi","Function of the Gli Genes in Sonic Hedgehog Signaling","","","$ 310,635","GENEVA","SWITZERLAND","0","","","","  "
"UNIVERSITY OF GHANA","N01AI400016","","Koram, Kwadwo","MALARIA VACCINES: CLIN RES & TRIAL SITES IN ENDEMIC AREAS","","","$ 1,596,254","LEGON","GHANA","0","","","","  "
"UNIVERSITY OF GHANA","N01AI995363","","Koram, Kwadwo","MALARIA--ENDEMIC AREA CLIN RES & TRIAL PREP SITE","OTHER CLINICAL SCIENCES","SCHOOLS OF MEDICINE","$ 322,375","LEGON","GHANA","0","","","","  "
"UNIVERSITY OF HELSINKI","3U01HD040364-03S1","6836364","Akerblom, Hans K","Trial to Reduce IDDM in the Genetically at Risk Study","","","$ 120,000","HELSINKI","FINLAND","0","","","","  "
"UNIVERSITY OF HELSINKI","3U01HD040364-03S2","6836366","Akerblom, Hans K","Trial to Reduce IDDM in the Genetically at Risk Study","","","$ 470,000","HELSINKI","FINLAND","0","","","","  "
"UNIVERSITY OF HELSINKI","3U01HD040364-04S1","6954049","Akerblom, Hans K","Trial to Reduce IDDM in the Genetically at Risk Study","","","$ 470,001","HELSINKI","FINLAND","0","","","","  "
"UNIVERSITY OF HELSINKI","5R01HL075183-02","6803045","Alitalo, Kari K","Control of lymphatic endothelial differentiation program","","","$ 270,000","HELSINKI","FINLAND","0","","","","  "
"UNIVERSITY OF HELSINKI","5U01HD040364-04","6803561","Akerblom, Hans K","Trial to Reduce IDDM in the Genetically at Risk Study","","","$ 781,732","HELSINKI","FINLAND","0","","","","  "
"UNIVERSITY OF HONG KONG","5R01TW006186-03","6767765","Jin, Dongyan ","Mitotic Checkpoint & Genomic Stability in Ovarian Cancer","","","$ 54,000","HONG KONG","HONG KONG","0","","","","  "
"UNIVERSITY OF IBADAN","1R25TW007091-01","6838400","Adebamowo, Clement A","West African Bioethics Training Program","","","$ 25,000","IBADAN","NIGERIA","0","","","","  "
"UNIVERSITY OF KUOPIO","1R21NS049525-01","6826305","Pitkanen, Asla Sl","AEDS: Antiepileptogenic and Disease Modifying Effects","","","$ 124,875","KUOPIO","FINLAND","0","","","","  "
"UNIVERSITY OF KWA ZULU-NATAL","3U19AI051794-02S1","6858971","Abdoolkarim, Salim S","COLLABORATIVE AIDS PROGRAMME OF RESEARCH IN SOUTH AFRICA","","","$ 2,000,000","DURBAN 4041","SOUTH AFRICA","0","","","","  "
"UNIVERSITY OF KWA ZULU-NATAL","3U19AI051794-03S3","6945630","Abdoolkarim, Salim S","COLLABORATIVE AIDS PROGRAMME OF RESEARCH IN SOUTH AFRICA","","","$ 849,691","DURBAN 4041","SOUTH AFRICA","0","","","","  "
"UNIVERSITY OF KWA ZULU-NATAL","5R21DA018093-02","6805961","Adhikari, Miriam ","Developmental Disabilities in a Time of AIDS","","","$ 108,000","DURBAN 4041","SOUTH AFRICA","0","","","","  "
"UNIVERSITY OF KWA ZULU-NATAL","5R24HD043554-03","6805822","Prestonwhyte, Eleanor M","Partnerships for HIV/AIDS Research in KwaZulu Natal","","","$ 299,947","DURBAN 4041","SOUTH AFRICA","0","","","","  "
"UNIVERSITY OF KWA ZULU-NATAL","5R24HD043629-03","6805688","Quinlan, Timothy R","Orphan Welfare in relation to HIV/AIDS","","","$ 354,473","DURBAN 4041","SOUTH AFRICA","0","","","","  "
"UNIVERSITY OF KWA ZULU-NATAL","5R25TW001599-06","6773298","Wassenaar, Douglas R","South African Research Ethics Training Initiative","","","$ 250,000","DURBAN 4041","SOUTH AFRICA","0","","","","  "
"UNIVERSITY OF KWA ZULU-NATAL","5U19AI051794-03","6780396","Abdoolkarim, Salim S","COLLABORATIVE AIDS PROGRAMME OF RESEARCH IN SOUTH AFRICA","","","$ 2,066,939","DURBAN 4041","SOUTH AFRICA","0","","","","  "
"UNIVERSITY OF LAUSANNE","5R01CA073796-07","6621315","Dotto, G Paolo","Kinases and epithelial differentiation control","","","$ 243,000","LAUSANNE","SWITZERLAND","0","","","","  "
"UNIVERSITY OF LEICESTER","5F32HL069666-03","6701829","Wolthers, Kirsten R","Kinetic Analysis of Methionine Synthase Reductase","","","$ 41,796","LEICESTER","UNITED KINGDOM","000LE-7 9H","","","","  "
"UNIVERSITY OF LEICESTER","5F32HL069666-03X1","6845018","Wolthers, Kirsten R","Kinetic Analysis of Methionine Synthase Reductase","","","$ 5,500","LEICESTER","UNITED KINGDOM","000LE-7 9H","","","","  "
"UNIVERSITY OF LEICESTER","5R01NS044875-03","6726146","Fern, Robert E","Ischemic injury of CNS white matter glia","","","$ 230,850","LEICESTER","UNITED KINGDOM","000LE-7 9H","","","","  "
"UNIVERSITY OF LETHBRIDGE","5R01MH061460-03","6790712","Sutherland, Robert James","Retrograde amnesia after hippocampal damage","","","$ 160,569","LETHBRIDGE","CANADA","0","","","","  "
"UNIVERSITY OF LETHBRIDGE","5R21NS043588-02","6762409","Metz, Gerlinde A","Effects of Stress on Pathology of Parkinson's Disease","","","$ 128,250","LETHBRIDGE","CANADA","0","","","","  "
"UNIVERSITY OF LIVERPOOL","5R21NS048839-02","6806964","Jacoby, Ann ","Developing Approaches to Reducing Stigma of Epilepsy","","","$ 104,320","LIVERPOOL","UNITED KINGDOM","0","","","","  "
"UNIVERSITY OF LONDON NATL HEART/LUNG INS","5R01HL069155-04","6779882","Chung, Kian F","INFLAMMATION & CORTICOSTEROID RESPONSES IN SEVERE ASTHMA","","","$ 339,351","LONDON","UNITED KINGDOM","0","","","","  "
"UNIVERSITY OF LUND","3U10EY010260-10S2","6889102","Heijl, Anders ","EARLY MANIFEST GLAUCOMA TRIAL","","","$ 315,591","LUND","SWEDEN","00SE--2210","","","","  "
"UNIVERSITY OF LUND","5R21NS043717-02","6703133","Li, Jiayi ","ADULT STEM CELL THERAPY IN PARKINSON'S DISEASE","","","$ 128,250","LUND","SWEDEN","00SE--2210","","","","  "
"UNIVERSITY OF LUND","5U01AR050926-02","6804062","Heinegard, D K","Novel OA-markers by integrating basic biology and clinic","","","$ 318,041","LUND","SWEDEN","00SE--2210","","","","  "
"UNIVERSITY OF MALAWI","5R24AT001573-03","6788125","Kaponda, Chrissie P","Building AIDS Research Through UIC AITRP in Malawi","","","$ 294,305","BLANTYRE","MALAWI","0","","","","  "
"UNIVERSITY OF MALAYA","3R03AI056379-01S1","6954430","Kamarulzaman, Adeeba ","A MULTI-FACETED STUDY OF HIV IN MALAYSIA","","","$ 54,000","KUALA LUMPUR","MALAYSIA","0","","","","  "
"UNIVERSITY OF MALI","1D43TW007125-01","6848912","Djimde, Abdoulaye ","Malaria therapy and drug resistance training program","","","$ 25,000","BAMAKO","MALI","0","","","","  "
"UNIVERSITY OF MANITOBA","1R01AI056980-01A1","6799080","Plummer, Francis A","Immunogenetic /Immunoregulatory Basis for HIV-1 Response","","","$ 358,010","WINNIPEG","CANADA","000R3-T 2N","","","","  "
"UNIVERSITY OF MANITOBA","1R01CA102201-01A1","6771642","Chochinov, Harvey M","Dignity Intervention for Terminally illl Cancer Patients","","","$ 390,083","WINNIPEG","CANADA","000R3-T 2N","","","","  "
"UNIVERSITY OF MANITOBA","5R01NS040846-04","6698066","Mccrea, David A","GROUP II INTERNEURON ACTIONS IN LOCOMOTION & MICTURITION","","","$ 150,000","WINNIPEG","CANADA","000R3-T 2N","","","","  "
"UNIVERSITY OF MANITOBA","5R01NS040903-04","6699328","Jordan, Larry M","PROPRIOSPINAL NEURONS CONTROLLING LOCOMOTION","","","$ 200,000","WINNIPEG","CANADA","000R3-T 2N","","","","  "
"UNIVERSITY OF MELBOURNE","1F32DC006774-01","6792899","Landsberger, David M","Fine Temporal Information for Cochlear Implantees","","","$ 41,796","MELBOURNE","AUSTRALIA","03010","","","","  "
"UNIVERSITY OF MELBOURNE","1F32DC006774-01X1","6843050","Landsberger, David M","Fine Temporal Information for Cochlear Implantees","","","$ 5,500","MELBOURNE","AUSTRALIA","03010","","","","  "
"UNIVERSITY OF MELBOURNE","1R01DK061885-01A2","6720717","Gertig, Dorota M","Genetic modifiers of hemochromatosis phenotype","","","$ 223,799","MELBOURNE","AUSTRALIA","03010","","","","  "
"UNIVERSITY OF MELBOURNE","1R01HL074932-01A1","6820448","May, Clive N","Cardiac sympathetic drive mechanism in heart failure","","","$ 200,000","MELBOURNE","AUSTRALIA","03010","","","","  "
"UNIVERSITY OF MELBOURNE","1R21HL077166-01","6806922","Wong, Tien Y","Retinal Microvascular Signs and CVD in Older Persons","","","$ 54,000","MELBOURNE","AUSTRALIA","03010","","","","  "
"UNIVERSITY OF MELBOURNE","3F32AG005887-03S1","6845211","Hoke, David E","CHARACTERIZATION  GAMMA-SEC ACTIVITY  CELL FREE SYSTEM","","","$ 42,648","MELBOURNE","AUSTRALIA","03010","","","","  "
"UNIVERSITY OF MELBOURNE","3F32AG005887-03S2","6845212","Hoke, David E","CHARACTERIZATION  GAMMA-SEC ACTIVITY  CELL FREE SYSTEM","","","$ 5,500","MELBOURNE","AUSTRALIA","03010","","","","  "
"UNIVERSITY OF MELBOURNE","3R01NS043949-02S1","6930050","Saunders, Norman R","Internal environment of the developing brain","","","$ 35,000","MELBOURNE","AUSTRALIA","03010","","","","  "
