-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
CME1        49718.000    1995     1     1     0
CME1        52274.750    2001    12    31    18
CME1     -2746197.164 -4011270.648  4115639.284
51919.50    -0.723779    -0.483237     2.322759
51919.75    -0.644621    -0.577357     2.449691
51920.00    -0.562423    -0.792964     3.009079
51920.25    -0.445791    -0.740295     2.860883
51920.50    -0.381081    -0.661960     2.797422
51920.75    -0.315087    -0.536200     2.115547
51921.00    -0.239653    -0.528723     2.014197
51921.25    -0.137363    -0.320874     1.544326
51921.50    -0.105074    -0.207178     1.411502
51921.75    -0.086975    -0.139590     0.972654
51922.00    -0.090241    -0.178370     1.081003
51922.25    -0.085807    -0.012264     0.605251
51922.50    -0.147593     0.013310     0.631344
51922.75    -0.140600     0.181990    -0.204468
51923.00    -0.104275     0.081939    -0.018672
51923.25     0.029158     0.259003    -0.513463
51923.50     0.127195     0.284027    -0.517911
51923.75     0.255910     0.449726    -1.350129
51924.00     0.346616     0.351590    -1.209282
51924.25     0.395096     0.423865    -1.379636
51924.50     0.336055     0.396274    -1.140021
51924.75     0.283447     0.328754    -1.329900
51925.00     0.270085     0.178434    -1.044053
51925.25     0.286454     0.228650    -1.134893
51925.50     0.194405     0.216807    -0.911584
51925.75     0.122683     0.211281    -1.161492
51926.00     0.131351     0.196959    -1.171710
51926.25     0.128926     0.356471    -1.386615
51926.50     0.086015     0.459611    -1.430204
51926.75     0.078276     0.606493    -2.013497
51927.00     0.098981     0.442711    -1.541392
51927.25     0.105166     0.439633    -1.313730
51927.50     0.034750     0.417536    -0.943597
51927.75    -0.069666     0.503055    -1.339028
51928.00    -0.152391     0.430205    -1.101192
51928.25    -0.233449     0.473123    -1.007801
51928.50    -0.329970     0.434697    -0.674967
51928.75    -0.418290     0.428883    -0.998230
51929.00    -0.354387     0.296791    -0.780058
51929.25    -0.314337     0.319300    -0.720541
51929.50    -0.316340     0.332901    -0.368263
51929.75    -0.323001     0.441217    -0.782384
51930.00    -0.252856     0.376685    -0.609458
51930.25    -0.264486     0.514214    -0.737650
51930.50    -0.268738     0.619786    -0.765592
51930.75    -0.315295     0.690541    -1.126906
51931.00    -0.240832     0.553428    -0.911871
51931.25    -0.171633     0.531608    -0.859584
51931.50    -0.120761     0.472589    -0.511419
51931.75    -0.100675     0.441095    -0.695075
51932.00    -0.023324     0.313998    -0.457887
51932.25    -0.001462     0.346877    -0.424297
51932.50    -0.021535     0.243706     0.133370
51932.75    -0.089597     0.235633    -0.092923
51933.00    -0.117254     0.038089     0.380717
51933.25    -0.140014     0.068245     0.457878
51933.50    -0.191431     0.096748     0.608727
51933.75    -0.244068     0.168427     0.080164
51934.00    -0.221160     0.024749     0.199003
51934.25    -0.242389     0.079134     0.005678
51934.50    -0.266122     0.038797     0.325022
51934.75    -0.268484     0.008620     0.151715
51935.00    -0.209174    -0.168575     0.373928
51935.25    -0.171385    -0.186390     0.390886
51935.50    -0.137959    -0.177026     0.604893
51935.75    -0.161235    -0.105628     0.064493
51936.00    -0.160205    -0.247721     0.268676
51936.25    -0.121455    -0.164376     0.120842
51936.50    -0.166623    -0.169352     0.443440
51936.75    -0.224965    -0.083088     0.115876
51937.00    -0.336403    -0.202181     0.475336
51937.25    -0.402854    -0.163286     0.552352
51937.50    -0.535720    -0.160731     0.936417
51937.75    -0.620405    -0.128727     0.560684
51938.00    -0.621381    -0.272286     0.834189
51938.25    -0.653605    -0.268513     0.807422
51938.50    -0.665485    -0.272844     0.953451
51938.75    -0.570311    -0.236384     0.099052
51939.00    -0.417558    -0.306217     0.016489
51939.25    -0.295241    -0.186822    -0.435129
51939.50    -0.237586    -0.119102    -0.257899
51939.75    -0.200523     0.007737    -0.920082
51940.00    -0.124956    -0.019312    -0.743371
51940.25    -0.035298     0.172248    -0.999860
51940.50    -0.036601     0.347673    -0.899061
51940.75    -0.084398     0.504768    -1.376803
51941.00    -0.110155     0.444427    -1.014801
51941.25    -0.166573     0.503459    -0.881146
51941.50    -0.279031     0.585445    -0.744356
51941.75    -0.400670     0.680895    -1.215938
51942.00    -0.463454     0.590361    -0.941116
51942.25    -0.491858     0.675718    -1.032506
51942.50    -0.601507     0.611669    -0.503950
51942.75    -0.616038     0.616837    -0.910393
51943.00    -0.550120     0.430636    -0.619906
51943.25    -0.414285     0.492877    -0.865673
51943.50    -0.312696     0.465982    -0.623766
51943.75    -0.203369     0.569607    -1.302988
51944.00    -0.072383     0.469413    -1.116710
51944.25     0.004083     0.586442    -1.276066
51944.50    -0.009971     0.693380    -1.224512
51944.75    -0.053691     0.756219    -1.621719
51945.00    -0.037958     0.494349    -0.939647
51945.25     0.022046     0.393757    -0.819899
51945.50     0.120878     0.263622    -0.446801
51945.75     0.230228     0.247135    -0.906331
51946.00     0.281947    -0.039139    -0.194799
51946.25     0.318483    -0.136799     0.156601
51946.50     0.271923    -0.300307     0.851238
51946.75     0.237845    -0.361162     0.670034
51947.00     0.252506    -0.587260     1.228823
51947.25     0.357418    -0.454081     0.955406
51947.50     0.379571    -0.413809     1.183715
51947.75     0.402021    -0.274225     0.595608
51948.00     0.418462    -0.255369     0.560352
51948.25     0.431317    -0.124837     0.393257
51948.50     0.340382    -0.084701     0.701890
51948.75     0.239335     0.017789     0.222770
51949.00     0.170023    -0.137233     0.600686
51949.25     0.072009    -0.145026     0.707099
51949.50    -0.062545    -0.225816     1.225566
51949.75    -0.158471    -0.201040     0.930229
51950.00    -0.207419    -0.427363     1.483300
51950.25    -0.203429    -0.367824     1.507590
51950.50    -0.217700    -0.439799     2.120927
51950.75    -0.226654    -0.391854     1.821647
51951.00    -0.217731    -0.544446     2.388043
51951.25    -0.160418    -0.456453     2.325132
51951.50    -0.151693    -0.460020     2.757072
51951.75    -0.131322    -0.368018     2.085607
51952.00    -0.108637    -0.472091     2.201269
51952.25    -0.018534    -0.291110     1.570205
51952.50    -0.005163    -0.211856     1.475507
51952.75     0.023456    -0.107307     0.729496
51953.00     0.085433    -0.229927     0.833673
51953.25     0.175499    -0.161659     0.614445
51953.50     0.198806    -0.241960     1.127920
51953.75     0.127764    -0.266979     0.841003
51954.00     0.034416    -0.402503     1.037343
51954.25     0.002453    -0.319988     0.821294
51954.50    -0.073973    -0.334051     0.808851
51954.75    -0.127347    -0.263673     0.048697
51955.00    -0.109418    -0.381412     0.059929
51955.25    -0.026850    -0.275017    -0.306781
51955.50     0.022747    -0.253801    -0.204759
51955.75     0.086422    -0.139346    -0.829162
51956.00     0.149628    -0.169407    -0.783285
51956.25     0.225385     0.096636    -1.184422
51956.50     0.182326     0.226184    -1.118427
51956.75     0.148699     0.461241    -1.810050
51957.00     0.140970     0.425697    -1.587652
51957.25     0.090133     0.510560    -1.475632
51957.50    -0.020762     0.493073    -0.997328
51957.75    -0.119715     0.462870    -1.068633
51958.00    -0.157603     0.198472    -0.325296
51958.25    -0.194616     0.222318    -0.204309
51958.50    -0.191698     0.136843     0.143321
51958.75    -0.191238     0.125325    -0.190027
51959.00    -0.141037    -0.140162     0.291161
51959.25    -0.118673    -0.205076     0.591179
51959.50    -0.175646    -0.292734     1.039989
51959.75    -0.207388    -0.255007     0.562110
51960.00    -0.122595    -0.314811     0.598052
51960.25    -0.035997    -0.136501     0.263059
51960.50    -0.003037     0.012456     0.014032
51960.75     0.027329     0.306252    -1.104516
51961.00     0.110076     0.320539    -1.231273
51961.25     0.124698     0.430255    -1.351683
51961.50     0.086905     0.364735    -0.825085
51961.75     0.044489     0.463645    -1.437673
51962.00     0.100838     0.274701    -0.996994
51962.25     0.124874     0.207437    -0.682799
51962.50     0.084649    -0.012752     0.234090
51962.75     0.044349    -0.086628     0.121207
51963.00     0.080446    -0.363762     0.708125
51963.25     0.142936    -0.407798     0.976268
51963.50     0.117900    -0.492254     1.408427
51963.75     0.065055    -0.488459     1.146711
51964.00     0.036918    -0.641658     1.602837
51964.25     0.054773    -0.590909     1.631393
51964.50    -0.022086    -0.726978     2.376084
51964.75    -0.044636    -0.675667     2.111240
51965.00    -0.071305    -0.729819     2.184551
51965.25    -0.046150    -0.514976     1.687925
51965.50    -0.055195    -0.329703     1.273791
51965.75     0.009070     0.013313    -0.079131
51966.00     0.093725     0.111123    -0.473327
51966.25     0.180623     0.322792    -0.787396
51966.50     0.213317     0.382490    -0.543745
51966.75     0.238149     0.483475    -1.028596
51967.00     0.213654     0.367201    -0.747905
51967.25     0.195899     0.504291    -0.876505
51967.50     0.087049     0.529856    -0.599410
51967.75    -0.092744     0.492251    -0.649988
51968.00    -0.242582     0.184407     0.187029
51968.25    -0.342194     0.083539     0.642222
51968.50    -0.509450    -0.087611     1.304469
51968.75    -0.585562    -0.153006     1.155625
51969.00    -0.596088    -0.426054     1.590292
51969.25    -0.539761    -0.355781     1.289869
51969.50    -0.574850    -0.410961     1.620257
51969.75    -0.597575    -0.382212     1.222815
51970.00    -0.634538    -0.623476     1.932741
51970.25    -0.567889    -0.592758     1.961337
51970.50    -0.556937    -0.726909     2.516445
51970.75    -0.456029    -0.656441     1.856147
51971.00    -0.315055    -0.787968     2.120219
51971.25    -0.161378    -0.663481     1.822481
51971.50    -0.079139    -0.551235     1.770739
51971.75     0.003757    -0.438046     1.206626
51972.00     0.090378    -0.495628     1.399800
51972.25     0.186611    -0.301364     1.123065
51972.50     0.196115    -0.275527     1.613077
51972.75     0.136801    -0.161750     1.288675
51973.00     0.129621    -0.226821     1.596019
51973.25     0.135013    -0.013134     1.056446
51973.50     0.134326     0.117568     0.899915
51973.75     0.155716     0.236419     0.187663
51974.00     0.187261     0.151401     0.287236
51974.25     0.282398     0.282434    -0.079720
51974.50     0.300787     0.275318     0.085181
51974.75     0.283015     0.322566    -0.409721
51975.00     0.287697     0.254148    -0.397455
51975.25     0.294062     0.383840    -0.652057
51975.50     0.214288     0.358567    -0.432428
51975.75     0.157195     0.377647    -0.908692
51976.00     0.112183     0.220328    -0.730197
51976.25     0.111975     0.261271    -0.935967
51976.50     0.062686     0.192864    -0.677367
51976.75     0.053643     0.175277    -1.097254
51977.00     0.064754    -0.066760    -0.517001
51977.25     0.106004    -0.025375    -0.563754
51977.50     0.057179    -0.107103    -0.081147
51977.75     0.030233    -0.178087    -0.150101
51978.00    -0.008369    -0.462664     0.536555
51978.25    -0.021317    -0.411901     0.518210
51978.50    -0.137926    -0.453379     0.901345
51978.75    -0.231804    -0.439466     0.598043
51979.00    -0.291870    -0.594764     1.017920
51979.25    -0.334196    -0.524539     1.039681
51979.50    -0.430908    -0.519153     1.261958
51979.75    -0.455491    -0.386138     0.727996
51980.00    -0.450779    -0.450577     0.959763
51980.25    -0.416318    -0.322372     0.613731
51980.50    -0.469932    -0.304910     0.665102
51980.75    -0.486557    -0.189638    -0.129465
51981.00    -0.504200    -0.255570    -0.109396
51981.25    -0.492397    -0.130398    -0.463359
51981.50    -0.532676    -0.177877    -0.075359
51981.75    -0.519117    -0.171877    -0.482955
51982.00    -0.433770    -0.350631    -0.160702
51982.25    -0.244548    -0.315250    -0.381239
51982.50    -0.120738    -0.261756    -0.513950
51982.75     0.024550    -0.094121    -1.342227
51983.00     0.098756    -0.133155    -1.058629
51983.25     0.133129    -0.016407    -1.048710
51983.50     0.049744    -0.070442    -0.513721
51983.75    -0.074985    -0.083929    -0.598772
51984.00    -0.066650    -0.271747     0.016849
51984.25    -0.048229    -0.187291     0.039022
51984.50    -0.050382    -0.209668     0.490773
51984.75    -0.022163    -0.103909    -0.074521
51985.00    -0.008093    -0.225448     0.270216
51985.25     0.026836    -0.010757    -0.104583
51985.50     0.043354     0.127988    -0.245077
51985.75     0.077112     0.264666    -1.007656
51986.00     0.194893     0.151137    -0.887478
51986.25     0.324698     0.332357    -1.421951
51986.50     0.338281     0.396184    -1.311548
51986.75     0.337899     0.565287    -1.923760
51987.00     0.341730     0.482269    -1.514107
51987.25     0.303453     0.503507    -1.334557
51987.50     0.290639     0.427878    -0.857638
51987.75     0.347553     0.478652    -1.415726
51988.00     0.455394     0.317954    -1.117848
51988.25     0.546986     0.361531    -1.143466
51988.50     0.560495     0.309244    -0.690631
51988.75     0.538869     0.318382    -0.982506
51989.00     0.548806     0.166158    -0.681159
51989.25     0.603639     0.254643    -0.799462
51989.50     0.580891     0.261630    -0.631612
51989.75     0.615141     0.313758    -1.131180
51990.00     0.643090     0.174135    -0.883678
51990.25     0.684543     0.267530    -1.086225
51990.50     0.628125     0.230340    -0.801696
51990.75     0.641522     0.336338    -1.458306
51991.00     0.665076     0.129748    -0.905810
51991.25     0.721082     0.247392    -1.226353
51991.50     0.704607     0.243837    -0.969938
51991.75     0.739293     0.368757    -1.630781
51992.00     0.688312     0.214106    -1.098878
51992.25     0.677541     0.294929    -1.026884
51992.50     0.550460     0.275912    -0.448489
51992.75     0.462298     0.399908    -0.930827
51993.00     0.395243     0.247684    -0.385940
51993.25     0.319204     0.355328    -0.375586
51993.50     0.214007     0.410677    -0.357004
51993.75     0.165712     0.569069    -1.135842
51994.00     0.151705     0.393375    -0.746017
51994.25     0.139186     0.459898    -0.899945
51994.50     0.057674     0.422643    -0.562706
51994.75     0.045838     0.510444    -1.167502
51995.00     0.030858     0.303272    -0.698022
51995.25     0.061197     0.363885    -0.781571
51995.50    -0.012922     0.342387    -0.445386
51995.75    -0.160340     0.395591    -0.776316
51996.00    -0.316089     0.157913    -0.038832
51996.25    -0.386085     0.089615     0.241235
51996.50    -0.334771    -0.013981     0.422876
51996.75    -0.254255    -0.049598    -0.088390
51997.00    -0.189618    -0.284515     0.523939
51997.25    -0.079077    -0.189503     0.369310
51997.50    -0.035478    -0.250551     0.909910
51997.75     0.001347    -0.157657     0.371921
51998.00     0.007676    -0.345205     0.967340
51998.25     0.077807    -0.218868     0.629264
51998.50     0.086485    -0.228754     0.808496
51998.75     0.112550    -0.046117    -0.044547
51999.00     0.149373    -0.146367     0.225145
51999.25     0.072566    -0.027164     0.131321
51999.50    -0.056061    -0.050326     0.512246
51999.75    -0.182639    -0.053735     0.199968
52000.00    -0.225796    -0.397637     1.017689
52000.25    -0.180392    -0.446557     1.142590
52000.50    -0.175963    -0.607499     1.748237
52000.75    -0.167855    -0.616363     1.370295
52001.00    -0.144937    -0.803634     1.960851
52001.25    -0.103677    -0.709021     1.851910
52001.50    -0.127873    -0.715704     2.111816
52001.75    -0.060355    -0.535575     1.243258
52002.00     0.028233    -0.640676     1.484513
52002.25     0.109769    -0.411711     0.869433
52002.50     0.098683    -0.283258     0.901126
52002.75     0.099681    -0.067118    -0.022044
52003.00     0.099040    -0.079323     0.035234
52003.25     0.110632     0.100181    -0.337257
52003.50     0.018886     0.128168    -0.167641
52003.75    -0.062996     0.185675    -0.669193
52004.00    -0.175514    -0.122630     0.185266
52004.25    -0.181655    -0.054861     0.004266
52004.50    -0.293499    -0.219204     0.773762
52004.75    -0.393501    -0.229304     0.433108
52005.00    -0.435386    -0.516292     1.222772
52005.25    -0.381643    -0.512424     1.339138
52005.50    -0.406701    -0.717552     2.271246
52005.75    -0.383459    -0.705828     1.888415
52006.00    -0.334838    -0.885155     2.403471
52006.25    -0.195479    -0.761622     2.195304
52006.50    -0.153475    -0.774938     2.543822
52006.75    -0.148384    -0.666251     1.925939
52007.00    -0.098971    -0.665699     1.894038
52007.25    -0.030806    -0.478164     1.435456
52007.50    -0.089727    -0.420926     1.592379
52007.75    -0.052686    -0.240120     0.674359
52008.00     0.028108    -0.311444     0.839377
52008.25     0.112861    -0.205660     0.561078
52008.50     0.083586    -0.241641     0.853954
52008.75     0.110114    -0.201566     0.336252
52009.00     0.097204    -0.428746     0.840687
52009.25     0.149613    -0.353524     0.604885
52009.50     0.065568    -0.497043     1.267029
52009.75     0.059727    -0.490513     0.819196
52010.00     0.061850    -0.596683     1.038628
52010.25     0.091432    -0.495996     0.901016
52010.50     0.015087    -0.548259     1.372583
52010.75     0.042072    -0.448460     0.773381
52011.00     0.036132    -0.503610     0.918387
52011.25     0.034796    -0.275563     0.354716
52011.50    -0.039391    -0.160359     0.313193
52011.75    -0.107413    -0.030178    -0.391892
52012.00    -0.078023    -0.104585    -0.141621
52012.25     0.006030     0.058139    -0.468967
52012.50     0.017086     0.045405    -0.185233
52012.75     0.059561     0.079470    -0.697072
52013.00     0.154759    -0.101352    -0.295928
52013.25     0.268655    -0.026039    -0.569375
52013.50     0.284162    -0.050710    -0.375919
52013.75     0.362949     0.038841    -1.047583
52014.00     0.430882    -0.111969    -0.625595
52014.25     0.528309     0.002678    -0.860992
52014.50     0.551198     0.087383    -0.802974
52014.75     0.559435     0.272052    -1.566597
52015.00     0.581003     0.149178    -1.058939
52015.25     0.584637     0.280952    -1.145824
52015.50     0.541998     0.336256    -0.843158
52015.75     0.491797     0.437721    -1.148208
52016.00     0.393465     0.227966    -0.429233
52016.25     0.343911     0.467266    -0.850597
52016.50     0.260828     0.537244    -0.704787
52016.75     0.225570     0.653912    -1.367816
52017.00     0.177080     0.344678    -0.559794
52017.25     0.165548     0.361261    -0.651820
52017.50     0.088403     0.200645    -0.017396
52017.75    -0.001499     0.076631    -0.113227
52018.00    -0.085257    -0.318762     0.759509
52018.25    -0.099783    -0.364965     0.772763
52018.50    -0.069862    -0.378057     0.931152
52018.75     0.006263    -0.340797     0.462365
52019.00     0.039063    -0.578320     1.053240
52019.25     0.096003    -0.551017     0.979790
52019.50     0.051653    -0.561361     1.427486
52019.75     0.063164    -0.514265     1.011188
52020.00     0.143043    -0.572453     1.203276
52020.25     0.253403    -0.384716     0.775273
52020.50     0.243029    -0.238928     0.777709
52020.75     0.204811    -0.011073    -0.169546
52021.00     0.191996    -0.030655    -0.140795
52021.25     0.197400     0.174814    -0.746542
52021.50     0.150565     0.267686    -0.904334
52021.75     0.085751     0.411597    -1.634437
52022.00     0.059610     0.310052    -1.332462
52022.25     0.016484     0.414539    -1.465131
52022.50    -0.056309     0.419603    -1.231666
52022.75    -0.043407     0.529123    -1.858824
52023.00    -0.026902     0.362776    -1.332381
52023.25     0.014254     0.447978    -1.264751
52023.50     0.003223     0.498594    -1.048982
52023.75    -0.030429     0.554592    -1.316681
52024.00    -0.040041     0.335699    -0.617905
52024.25    -0.011893     0.357890    -0.543176
52024.50    -0.064174     0.330938    -0.221383
52024.75    -0.077650     0.307979    -0.536956
52025.00    -0.073222     0.076425    -0.008721
52025.25    -0.059391     0.095798    -0.149522
52025.50    -0.072171     0.080302     0.130930
52025.75    -0.048062     0.166763    -0.494095
52026.00    -0.059586    -0.012986    -0.012475
52026.25    -0.043880     0.112335    -0.237807
52026.50    -0.089825     0.097085     0.197915
52026.75    -0.117899     0.167479    -0.191813
52027.00    -0.204732    -0.087221     0.736207
52027.25    -0.222584     0.038092     0.609038
52027.50    -0.294536     0.028985     1.096492
52027.75    -0.362693     0.034217     0.776030
52028.00    -0.382685    -0.122637     1.313469
52028.25    -0.366198     0.063850     0.938527
52028.50    -0.482043     0.112279     1.140221
52028.75    -0.563560     0.223132     0.379106
52029.00    -0.560375     0.047818     0.640995
52029.25    -0.548820     0.165363     0.152343
52029.50    -0.594284     0.174440     0.298108
52029.75    -0.639659     0.212176    -0.312109
52030.00    -0.576289    -0.062596     0.207760
52030.25    -0.440510    -0.036049    -0.109079
52030.50    -0.317798    -0.067443     0.066989
52030.75    -0.137805    -0.028640    -0.627975
52031.00     0.016341    -0.200361    -0.168135
52031.25     0.223022    -0.047641    -0.566456
52031.50     0.271986    -0.013620    -0.282761
52031.75     0.364104     0.137375    -0.880413
52032.00     0.348794     0.124983    -0.614358
52032.25     0.378995     0.388127    -1.137835
52032.50     0.278501     0.473438    -0.911528
52032.75     0.196811     0.533642    -1.239511
52033.00     0.125731     0.371242    -0.665158
52033.25     0.096833     0.418617    -0.677597
52033.50     0.011107     0.365691    -0.302774
52033.75    -0.073814     0.318573    -0.490002
52034.00    -0.141833     0.090585     0.122906
52034.25    -0.154927     0.060339     0.190392
52034.50    -0.131015    -0.037895     0.581868
52034.75    -0.068002    -0.013560    -0.078628
52035.00     0.017160    -0.161662     0.287446
52035.25     0.121562    -0.034498    -0.123977
52035.50     0.135401     0.018491    -0.000297
52035.75     0.151766     0.173111    -0.800618
52036.00     0.153535     0.113309    -0.612807
52036.25     0.178476     0.362338    -1.171508
52036.50     0.148158     0.509946    -1.237144
52036.75     0.086359     0.617950    -1.858288
52037.00     0.101546     0.494279    -1.499807
52037.25     0.049936     0.534388    -1.611932
52037.50    -0.014245     0.487604    -1.261889
52037.75    -0.093990     0.405016    -1.427189
52038.00    -0.135597     0.102839    -0.608446
52038.25    -0.118900     0.129590    -0.731228
52038.50    -0.126874     0.095904    -0.432506
52038.75    -0.139395     0.038512    -0.663889
52039.00    -0.129811    -0.155736    -0.064282
52039.25    -0.032950    -0.008237    -0.500869
52039.50    -0.017575     0.018156    -0.334956
52039.75     0.008125     0.105739    -0.950733
52040.00     0.040918    -0.011376    -0.548046
52040.25     0.049172     0.122593    -0.760003
52040.50     0.050947     0.166859    -0.483389
52040.75    -0.001013     0.230754    -0.885829
52041.00    -0.015363     0.046590    -0.286739
52041.25     0.005942     0.172168    -0.470673
52041.50    -0.031388     0.154622     0.075755
52041.75    -0.052774     0.280202    -0.480091
52042.00    -0.089033     0.082956     0.176328
52042.25    -0.056881     0.205888    -0.058217
52042.50    -0.094471     0.221640     0.280288
52042.75    -0.109893     0.282676    -0.174645
52043.00    -0.158128     0.080298     0.416444
52043.25    -0.186991     0.135894     0.288477
52043.50    -0.291956     0.109808     0.622343
52043.75    -0.391193     0.109288     0.224577
52044.00    -0.408534    -0.079774     0.607958
52044.25    -0.389341    -0.062113     0.458410
52044.50    -0.384400    -0.153297     0.820062
52044.75    -0.343986    -0.130385     0.214751
52045.00    -0.281191    -0.294465     0.597860
52045.25    -0.204444    -0.167617     0.210865
52045.50    -0.124525    -0.227697     0.467862
52045.75    -0.031594    -0.197562    -0.096787
52046.00    -0.005777    -0.426073     0.506355
52046.25     0.039398    -0.325953     0.251471
52046.50    -0.017013    -0.299956     0.549306
52046.75    -0.063068    -0.247529     0.112251
52047.00    -0.088811    -0.425337     0.596778
52047.25    -0.021685    -0.307632     0.249543
52047.50    -0.037408    -0.270211     0.409752
52047.75     0.023576    -0.115877    -0.401586
52048.00     0.034746    -0.228972     0.026096
52048.25     0.022933    -0.067924    -0.268787
52048.50    -0.007740    -0.045826    -0.103108
52048.75    -0.010465    -0.000913    -0.667136
52049.00     0.038061    -0.170327    -0.306013
52049.25     0.105093    -0.139896    -0.500253
52049.50     0.100137    -0.174706    -0.228877
52049.75     0.140139    -0.160030    -0.566331
52050.00     0.168758    -0.241041    -0.192716
52050.25     0.180571    -0.071426    -0.490556
52050.50     0.105772    -0.023745    -0.233860
52050.75     0.060154     0.031021    -0.573264
52051.00     0.041188    -0.084505    -0.086645
52051.25     0.008032     0.027352    -0.256292
52051.50    -0.050487     0.063172    -0.056406
52051.75    -0.067165     0.128639    -0.519242
52052.00    -0.035390    -0.068797     0.055209
52052.25    -0.000842     0.056488    -0.203150
52052.50     0.019429     0.001700     0.161215
52052.75     0.095987     0.110686    -0.487005
52053.00     0.119361    -0.068013     0.015626
52053.25     0.192880     0.110770    -0.467733
52053.50     0.233077     0.167133    -0.450064
52053.75     0.261233     0.250403    -1.066598
52054.00     0.297110     0.099304    -0.641634
52054.25     0.355435     0.259884    -0.962851
52054.50     0.341306     0.234428    -0.645602
52054.75     0.330224     0.220709    -0.860466
52055.00     0.278786    -0.026280    -0.231337
52055.25     0.258915    -0.002855    -0.323991
52055.50     0.176373    -0.114693     0.050962
52055.75     0.116551    -0.103644    -0.311968
52056.00     0.080657    -0.363270     0.467400
52056.25     0.100880    -0.327281     0.371703
52056.50     0.075540    -0.413607     0.868199
52056.75     0.066146    -0.409291     0.451229
52057.00     0.062549    -0.605324     1.014603
52057.25     0.110528    -0.423563     0.548698
52057.50     0.086361    -0.349866     0.653109
52057.75     0.071458    -0.226014     0.027603
52058.00     0.060163    -0.309308     0.261678
52058.25     0.175358    -0.085682    -0.412596
52058.50     0.203751     0.032371    -0.479939
52058.75     0.246814     0.146814    -1.135945
52059.00     0.310415     0.024783    -0.840267
52059.25     0.385367     0.254794    -1.430027
52059.50     0.334161     0.351100    -1.413935
52059.75     0.366069     0.422476    -1.940867
52060.00     0.372346     0.292211    -1.483366
52060.25     0.344627     0.324452    -1.440485
52060.50     0.232501     0.265469    -0.994674
52060.75     0.114457     0.174636    -0.981010
52061.00     0.046983    -0.114987    -0.136010
52061.25    -0.059994    -0.160865     0.101200
52061.50    -0.153105    -0.237761     0.518660
52061.75    -0.208796    -0.272295     0.277651
52062.00    -0.219191    -0.479737     0.735200
52062.25    -0.161160    -0.387698     0.464702
52062.50    -0.196147    -0.399112     0.810500
52062.75    -0.142988    -0.388142     0.513856
52063.00    -0.091172    -0.575811     1.071801
52063.25     0.045773    -0.477023     0.818270
52063.50     0.059148    -0.463176     1.032022
52063.75     0.130617    -0.405273     0.609951
52064.00     0.219842    -0.553050     1.143792
52064.25     0.274139    -0.401933     0.870943
52064.50     0.232449    -0.389281     1.200582
52064.75     0.203427    -0.303014     0.789636
52065.00     0.207918    -0.383313     0.970215
52065.25     0.197330    -0.203614     0.532515
52065.50     0.147697    -0.166757     0.666371
52065.75     0.143847     0.000279    -0.126960
52066.00     0.186537    -0.054984    -0.043014
52066.25     0.226930     0.139143    -0.656624
52066.50     0.210339     0.221426    -0.709685
52066.75     0.231109     0.349873    -1.413966
52067.00     0.252218     0.175413    -0.975611
52067.25     0.280852     0.308505    -1.324561
52067.50     0.232481     0.291031    -1.034427
52067.75     0.213971     0.327997    -1.311995
52068.00     0.175080     0.079418    -0.536904
52068.25     0.158079     0.143221    -0.527837
52068.50     0.081816     0.089366    -0.022741
52068.75     0.054778     0.136463    -0.341839
52069.00    -0.000139    -0.084492     0.265400
52069.25     0.006771    -0.003349     0.151900
52069.50    -0.044511     0.020018     0.251961
52069.75    -0.049438     0.040430    -0.049112
52070.00    -0.076811    -0.158768     0.438602
52070.25    -0.067438    -0.075202     0.249949
52070.50    -0.148645    -0.115177     0.601669
52070.75    -0.167044    -0.081059     0.152487
52071.00    -0.173180    -0.250227     0.589493
52071.25    -0.134314    -0.138844     0.187881
52071.50    -0.203072    -0.195780     0.469180
52071.75    -0.231460    -0.178462     0.051805
52072.00    -0.214289    -0.346467     0.466865
52072.25    -0.162944    -0.273651     0.231163
52072.50    -0.173221    -0.356381     0.606582
52072.75    -0.088579    -0.312292     0.088147
52073.00    -0.036031    -0.445695     0.432535
52073.25     0.044663    -0.322419     0.153094
52073.50     0.029995    -0.328515     0.334891
52073.75     0.015428    -0.255782    -0.125167
52074.00     0.017931    -0.359011     0.298436
52074.25     0.033189    -0.176195    -0.141218
52074.50    -0.035056    -0.150054     0.082872
52074.75    -0.033465    -0.036912    -0.585338
52075.00     0.001893    -0.172136    -0.237942
52075.25     0.084143    -0.050111    -0.564212
52075.50     0.110141     0.011675    -0.524397
52075.75     0.145457     0.102665    -1.062357
52076.00     0.219056     0.019107    -0.812096
52076.25     0.276995     0.174125    -1.083004
52076.50     0.306095     0.267451    -1.081229
52076.75     0.284473     0.370981    -1.601318
52077.00     0.295373     0.206547    -1.134001
52077.25     0.286640     0.281645    -1.193385
52077.50     0.243091     0.291706    -0.926446
52077.75     0.180476     0.314476    -1.231419
52078.00     0.203874     0.132291    -0.767980
52078.25     0.258192     0.233973    -0.997868
