-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
WES2        49718.000    1995     1     1     0
WES2        52274.750    2001    12    31    18
WES2      1492233.369 -4458089.483  4296046.010
51653.75     1.039031     0.152025    -1.173316
51654.00     1.254025     0.116994    -1.086890
51654.25     1.225584     0.099148    -1.211804
51654.50     1.363913     0.309426    -0.993830
51654.75     1.146682     0.266995    -0.681308
51655.00     1.324196     0.337521     0.013813
51655.25     1.410253     0.386011     0.366020
51655.50     1.690918     0.638791     0.946160
51655.75     1.650964     0.520164     1.243555
51656.00     1.913526     0.522012     1.855754
51656.25     1.980318     0.609039     2.396038
51656.50     2.197860     0.877704     3.182841
51656.75     1.976989     0.781030     3.318606
51657.00     1.974154     0.727727     3.386832
51657.25     1.701392     0.735161     3.038419
51657.50     1.601431     0.923650     3.003609
51657.75     1.242344     0.752193     2.784725
51658.00     1.228192     0.668542     2.864530
51658.25     0.996154     0.589708     2.478334
51658.50     0.988020     0.687898     2.243111
51658.75     0.778396     0.422433     1.257649
51659.00     0.959951     0.315992     0.645495
51659.25     0.988673     0.214591    -0.294759
51659.50     1.111543     0.333490    -0.796872
51659.75     0.994008     0.245680    -0.850449
51660.00     1.204448     0.239236    -0.787181
51660.25     1.269500     0.220422    -0.811747
51660.50     1.470643     0.335762    -0.960639
51660.75     1.264401     0.135101    -1.187845
51661.00     1.396495     0.118622    -0.975074
51661.25     1.233812     0.142078    -0.858207
51661.50     1.203343     0.368398    -0.339434
51661.75     0.883329     0.234041    -0.251472
51662.00     0.986749     0.239262    -0.091825
51662.25     0.856647     0.313917     0.134026
51662.50     0.821746     0.526314     0.328971
51662.75     0.476478     0.364951     0.233474
51663.00     0.586744     0.317933     0.035393
51663.25     0.541208     0.245994    -0.668570
51663.50     0.580638     0.379825    -0.960046
51663.75     0.239442     0.207857    -1.044598
51664.00     0.269747     0.168501    -0.657814
51664.25     0.157383     0.029868    -1.010456
51664.50     0.216587     0.036107    -1.500987
51664.75    -0.163809    -0.171578    -1.785593
51665.00    -0.079292    -0.142756    -1.671342
51665.25    -0.185297    -0.092273    -1.670473
51665.50    -0.186373     0.132962    -1.461803
51665.75    -0.522192     0.173624    -0.580640
51666.00    -0.276183     0.247712     0.487335
51666.25    -0.220486     0.251688     0.798526
51666.50     0.122390     0.304390     0.708921
51666.75     0.154818    -0.090111    -0.738660
51667.00     0.567160    -0.174397    -1.501544
51667.25     0.627925    -0.309986    -2.633221
51667.50     0.897245    -0.195738    -3.052893
51667.75     0.746881    -0.287757    -3.107001
51668.00     0.918170    -0.197445    -2.475635
51668.25     0.829695    -0.229045    -2.699476
51668.50     0.902077    -0.051197    -2.095606
51668.75     0.565218    -0.196189    -1.476250
51669.00     0.686303    -0.180611    -0.705414
51669.25     0.656087    -0.216878    -0.564898
51669.50     0.841824    -0.076250    -0.374338
51669.75     0.608610    -0.216909    -0.345041
51670.00     0.710173    -0.159338     0.010871
51670.25     0.528682    -0.192748    -0.637345
51670.50     0.547942    -0.009354    -0.919456
51670.75     0.174212    -0.112484    -0.859411
51671.00     0.190768    -0.021595    -0.143764
51671.25    -0.056508    -0.011798    -0.007058
51671.50    -0.076107     0.168418     0.523748
51671.75    -0.419999     0.108738     1.181438
51672.00    -0.285738     0.166924     1.840198
51672.25    -0.252298     0.141876     1.266290
51672.50     0.033776     0.395265     1.005488
51672.75    -0.080999     0.403405     0.870495
51673.00     0.041128     0.574982     1.651399
51673.25    -0.082342     0.750139     2.156956
51673.50    -0.012947     0.970220     2.744236
51673.75    -0.139722     0.887768     2.729311
51674.00     0.099651     0.916171     2.631049
51674.25     0.141161     0.899546     1.540407
51674.50     0.213762     1.050119     1.156797
51674.75    -0.066794     0.978831     1.399681
51675.00     0.076949     0.946324     1.766812
51675.25    -0.015469     0.899550     1.920676
51675.50     0.034782     0.987162     1.989291
51675.75    -0.152204     0.770310     1.611141
51676.00    -0.002004     0.741359     1.423821
51676.25    -0.131372     0.723436     0.929568
51676.50    -0.162749     0.907419     0.702887
51676.75    -0.608710     0.837213     0.930510
51677.00    -0.615263     0.774560     0.810986
51677.25    -0.738661     0.756928     0.672555
51677.50    -0.782776     0.904456     0.787451
51677.75    -1.179628     0.636930     0.592869
51678.00    -1.194852     0.495018     0.935949
51678.25    -1.284650     0.254333     0.336029
51678.50    -1.300847     0.206653    -0.227070
51678.75    -1.548591    -0.043335    -0.672586
51679.00    -1.274371    -0.135448    -0.841183
51679.25    -1.275682    -0.297291    -1.841480
51679.50    -1.114271    -0.191205    -1.932025
51679.75    -1.251758    -0.335346    -1.922130
51680.00    -0.881686    -0.298622    -1.725986
51680.25    -0.734664    -0.279034    -2.192066
51680.50    -0.421819    -0.060222    -2.162393
51680.75    -0.529350    -0.078152    -1.817362
51681.00    -0.240165     0.031888    -1.314677
51681.25    -0.165503     0.049514    -1.688402
51681.50     0.072633     0.261621    -1.761080
51681.75    -0.160094     0.194618    -1.614105
51682.00    -0.017962     0.279280    -1.083125
51682.25    -0.120944     0.299089    -1.314394
51682.50    -0.105118     0.572744    -0.382816
51682.75    -0.414860     0.512380     0.941881
51683.00     0.001578     0.310258     0.685694
51683.25     0.416881     0.123864    -0.904034
51683.50     0.943255     0.309751    -1.574940
51683.75     0.939881     0.205465    -1.754203
51684.00     1.155573     0.210241    -1.330365
51684.25     1.256751     0.241985    -1.305519
51684.50     1.481084     0.409024    -1.104519
51684.75     1.193781     0.246091    -0.960571
51685.00     1.330554     0.228102    -0.468831
51685.25     1.405163     0.287256    -0.336854
51685.50     1.584241     0.466653    -0.048546
51685.75     1.332447     0.355537     0.154309
51686.00     1.469877     0.386021     0.791467
51686.25     1.406447     0.419265     0.820726
51686.50     1.493466     0.667354     1.356864
51686.75     1.181983     0.668084     1.733276
51687.00     1.300907     0.733973     2.344970
51687.25     1.293752     0.875705     2.764552
51687.50     1.421298     1.126388     3.566775
51687.75     1.153904     1.102939     3.775932
51688.00     1.178431     1.188826     4.266174
51688.25     1.127351     1.315000     4.471888
51688.50     1.103339     1.558374     5.369242
51688.75     0.688131     1.363391     5.242676
51689.00     0.631168     1.275738     5.371002
51689.25     0.472761     1.225616     5.227934
51689.50     0.315743     1.319654     5.386853
51689.75     0.107761     1.039081     4.989680
51690.00     0.481791     0.847344     4.463086
51690.25     0.784353     0.729101     3.795809
51690.50     1.242857     0.778844     3.356776
51690.75     1.398951     0.612660     3.091024
51691.00     1.813954     0.494672     2.502181
51691.25     1.941346     0.407804     1.909767
51691.50     2.190503     0.567027     1.875685
51691.75     2.064933     0.439142     1.920981
51692.00     2.303187     0.477038     2.331141
51692.25     2.409129     0.484539     2.076031
51692.50     2.686526     0.724254     2.290597
51692.75     2.531838     0.642446     2.127134
51693.00     2.721904     0.577611     1.962997
51693.25     2.714202     0.488528     1.154713
51693.50     2.808404     0.524770     0.650695
51693.75     2.560660     0.315681     0.137927
51694.00     2.567997     0.281888     0.085996
51694.25     2.465212     0.184008    -0.761993
51694.50     2.522642     0.263802    -1.147834
51694.75     2.246623     0.168875    -1.075637
51695.00     2.146827     0.177667    -0.719793
51695.25     2.044070     0.131990    -0.945044
51695.50     1.977728     0.284306    -0.610879
51695.75     1.441517     0.140901    -0.154931
51696.00     1.319459     0.130337     0.261889
51696.25     1.113167     0.112095     0.188562
51696.50     1.069451     0.178864    -0.001871
51696.75     0.619334    -0.004286    -0.302470
51697.00     0.727947     0.017238    -0.016113
51697.25     0.704247    -0.009775    -0.466330
51697.50     0.631031     0.224529     0.011893
51697.75     0.347823     0.188312     0.843849
51698.00     0.527783     0.124199     1.603203
51698.25     0.633314    -0.046561     0.861224
51698.50     0.915736    -0.036595    -0.027614
51698.75     0.836852    -0.233823    -0.925497
51699.00     0.973100    -0.261342    -1.090040
51699.25     1.110098    -0.266918    -1.788282
51699.50     1.293586    -0.083204    -1.827104
51699.75     1.123053    -0.187609    -1.962967
51700.00     1.344190    -0.204075    -1.897224
51700.25     1.691543    -0.140955    -2.231734
51700.50     1.949248     0.049168    -2.394449
51700.75     1.767572    -0.003744    -2.370776
51701.00     2.084280     0.109298    -1.595141
51701.25     2.301735     0.281435    -1.228645
51701.50     2.336803     0.499133    -0.915152
51701.75     2.173819     0.409767    -0.708287
51702.00     2.258334     0.441977     0.177782
51702.25     2.065703     0.356637     0.179648
51702.50     2.058483     0.340041     0.032710
51702.75     1.916962     0.234797     0.268670
51703.00     2.100320     0.236367     0.441413
51703.25     2.240208     0.226497     0.117481
51703.50     2.451167     0.431883     0.446245
51703.75     2.159286     0.358339     1.336037
51704.00     2.194648     0.349886     2.235504
51704.25     2.215357     0.282667     2.465362
51704.50     2.367553     0.295462     1.923891
51704.75     2.078763     0.114987     1.340940
51705.00     2.115935     0.170170     1.504545
51705.25     2.063331     0.129754     0.838569
51705.50     2.015342     0.191714     0.468745
51705.75     1.676762     0.067479     0.516329
51706.00     1.663586     0.053756     0.553940
51706.25     1.527352    -0.063507    -0.459906
51706.50     1.531213     0.040084    -0.860666
51706.75     1.304393    -0.150676    -1.436523
51707.00     1.336245    -0.220083    -1.869952
51707.25     1.273548    -0.265966    -2.452615
51707.50     1.461202    -0.131555    -2.610156
51707.75     1.283283    -0.314198    -2.928153
51708.00     1.414921    -0.274089    -2.507639
51708.25     1.591230    -0.223165    -2.630567
51708.50     1.718805     0.035697    -2.455185
51708.75     1.463800    -0.037903    -2.426779
51709.00     1.606826     0.012614    -2.047927
51709.25     1.659321     0.070151    -2.173824
51709.50     1.700934     0.322892    -1.762810
51709.75     1.387819     0.229802    -1.565882
51710.00     1.379742     0.370261    -0.354809
51710.25     1.304616     0.471672     0.063670
51710.50     1.180441     0.803256     1.409612
51710.75     0.729448     0.758497     1.980808
51711.00     0.686032     0.728985     2.656792
51711.25     0.606452     0.642282     2.341146
51711.50     0.566657     0.731865     2.260267
51711.75     0.149130     0.522640     2.196623
51712.00     0.162693     0.441171     2.536908
51712.25     0.156291     0.271932     1.986312
51712.50     0.325644     0.273756     1.600096
51712.75     0.195842     0.003448     1.043858
51713.00     0.387195    -0.133322     0.160001
51713.25     0.584726    -0.130820    -0.969505
51713.50     0.816484     0.101742    -1.259308
51713.75     0.597247     0.059731    -1.186459
51714.00     0.672038     0.118240    -0.718034
51714.25     0.859104     0.139072    -0.728417
51714.50     1.086371     0.278843    -0.832678
51714.75     0.980453     0.141227    -0.982414
51715.00     1.166084     0.192172    -0.403761
51715.25     1.272319     0.185209    -0.539212
51715.50     1.468525     0.304171    -0.421004
51715.75     1.341707     0.244256    -0.093951
51716.00     1.422149     0.351393     0.660252
51716.25     1.350765     0.456887     0.745568
51716.50     1.364263     0.716132     1.542305
51716.75     0.957289     0.761331     2.661970
51717.00     0.773894     0.798342     3.573734
51717.25     0.635341     0.740623     3.689719
51717.50     0.761792     0.838489     3.790604
51717.75     0.520812     0.716973     3.533709
51718.00     0.706454     0.667779     3.686469
51718.25     0.875210     0.556390     2.980301
51718.50     1.193709     0.541798     2.001271
51718.75     1.088978     0.343847     0.917124
51719.00     1.251757     0.342904     0.574114
51719.25     1.343605     0.334527    -0.339782
51719.50     1.483365     0.476310    -0.826698
51719.75     1.357668     0.417973    -0.813808
51720.00     1.488557     0.505785    -0.311543
51720.25     1.507009     0.562211    -0.246254
51720.50     1.471036     0.765470     0.340737
51720.75     1.137665     0.621946     0.764727
51721.00     1.102480     0.515342     0.742871
51721.25     1.220759     0.489040     0.357083
51721.50     1.287040     0.644610     0.071829
51721.75     0.945813     0.569627     0.149453
51722.00     0.945656     0.634602     0.885234
51722.25     0.884851     0.623979     1.066849
51722.50     0.827220     0.657745     1.066379
51722.75     0.580474     0.398217     0.726659
51723.00     0.680989     0.323837     0.535935
51723.25     0.717119     0.249938    -0.227795
51723.50     0.791264     0.357235    -0.617298
51723.75     0.568227     0.257214    -0.486332
51724.00     0.605415     0.307199     0.131874
51724.25     0.575461     0.378734     0.242958
51724.50     0.590295     0.595891     0.629306
51724.75     0.288038     0.531856     0.817826
51725.00     0.302115     0.559234     1.315186
51725.25     0.338516     0.576267     1.130041
51725.50     0.396044     0.633713     0.781598
51725.75     0.196897     0.435589     0.188138
51726.00     0.350034     0.403567     0.221776
51726.25     0.302015     0.314615    -0.662861
51726.50     0.337828     0.463284    -0.878531
51726.75     0.098376     0.298478    -1.280704
51727.00     0.220301     0.381300    -0.579361
51727.25     0.275114     0.415596    -0.944610
51727.50     0.374883     0.590299    -0.830403
51727.75     0.238827     0.516005    -0.703307
51728.00     0.379307     0.555193    -0.249125
51728.25     0.429037     0.573412    -0.657410
51728.50     0.537940     0.670753    -0.850896
51728.75     0.325722     0.608057    -0.831484
51729.00     0.411762     0.617814    -0.483532
51729.25     0.420307     0.657589    -0.315741
51729.50     0.509552     0.759412     0.033137
51729.75     0.298755     0.657599     0.648691
51730.00     0.426245     0.608006     1.420305
51730.25     0.532864     0.519805     1.187536
51730.50     0.742852     0.536584     1.152164
51730.75     0.619887     0.384145     1.096315
51731.00     0.799714     0.325712     1.131265
51731.25     0.939332     0.318618     0.824071
51731.50     1.154865     0.485391     0.707316
51731.75     1.029338     0.442421     0.619518
51732.00     1.256297     0.511201     0.657147
51732.25     1.455962     0.552737     0.229259
51732.50     1.571084     0.663545    -0.169939
51732.75     1.370303     0.564337    -0.456975
51733.00     1.514484     0.502138    -0.675175
51733.25     1.585266     0.512502    -0.963095
51733.50     1.594549     0.591280    -1.208690
51733.75     1.391319     0.538965    -1.015189
51734.00     1.539432     0.609367    -0.333755
51734.25     1.592674     0.666686    -0.038469
51734.50     1.618782     0.887286     0.640893
51734.75     1.405121     0.881657     1.462536
51735.00     1.540935     0.992047     2.543669
51735.25     1.591583     1.162354     3.440416
51735.50     1.560264     1.288729     3.700352
51735.75     1.342241     1.072374     3.421286
51736.00     1.563897     0.962476     3.268122
51736.25     1.656862     0.887838     2.793772
51736.50     1.711150     0.932618     2.453755
51736.75     1.449619     0.764001     2.056203
51737.00     1.574969     0.790333     2.018627
51737.25     1.510331     0.749103     1.259736
51737.50     1.544049     0.824409     0.827977
51737.75     1.302149     0.713798     0.644094
51738.00     1.383927     0.792387     0.919061
51738.25     1.344733     0.767506     0.364891
51738.50     1.417049     0.952123     0.546957
51738.75     1.208591     0.857737     0.814949
51739.00     1.336932     0.940997     1.536913
51739.25     1.412065     0.969810     1.571380
51739.50     1.601718     1.160368     2.058894
51739.75     1.557486     1.058448     2.202223
51740.00     1.774986     1.073081     2.655175
51740.25     1.885637     1.068570     2.423775
51740.50     2.083455     1.202861     2.626848
51740.75     1.988642     1.039763     2.297728
51741.00     2.116196     0.999573     2.523857
51741.25     2.113288     0.994453     2.376453
51741.50     2.141737     1.005809     2.368086
51741.75     1.739089     0.746058     1.867141
51742.00     1.705042     0.600471     1.488285
51742.25     1.631082     0.525362     0.813719
51742.50     1.643308     0.648457     0.719397
51742.75     1.229355     0.487304     0.428662
51743.00     1.259284     0.519531     0.841536
51743.25     1.336484     0.627354     1.088934
51743.50     1.477041     0.829526     1.586350
51743.75     1.249912     0.742079     1.994562
51744.00     1.520714     0.652950     2.065563
51744.25     1.631172     0.572867     1.595293
51744.50     1.695977     0.656248     1.498816
51744.75     1.391946     0.525200     1.409917
51745.00     1.405933     0.489156     1.642665
51745.25     1.331344     0.436660     1.320981
51745.50     1.258759     0.494661     1.500993
51745.75     0.891603     0.344607     1.671543
51746.00     0.853953     0.275418     1.808238
51746.25     0.817670     0.272565     1.523697
51746.50     0.874644     0.401106     1.521646
51746.75     0.586529     0.267747     1.187671
51747.00     0.677766     0.250362     1.084611
51747.25     0.755565     0.283281     0.593420
51747.50     0.828650     0.406719     0.309959
51747.75     0.736065     0.218004    -0.237968
51748.00     1.015413     0.207629    -0.377671
51748.25     1.212552     0.180564    -0.837138
51748.50     1.486553     0.292053    -1.009575
51748.75     1.460105     0.168308    -1.165107
51749.00     1.561475     0.206763    -1.015937
51749.25     1.600557     0.197520    -1.548901
51749.50     1.726968     0.364620    -1.679653
51749.75     1.499451     0.247346    -1.787893
51750.00     1.553073     0.259492    -1.640761
51750.25     1.649668     0.287112    -1.970340
51750.50     1.875870     0.415788    -2.089139
51750.75     1.572569     0.204211    -2.653271
51751.00     1.728666     0.165385    -2.556457
51751.25     1.797940     0.119039    -3.135829
51751.50     1.777164     0.213906    -3.482877
51751.75     1.438655     0.019404    -3.866402
51752.00     1.534059     0.091049    -3.127998
51752.25     1.422235     0.141220    -3.091588
51752.50     1.410183     0.351066    -2.641096
51752.75     1.120672     0.220352    -2.504793
51753.00     1.122381     0.249604    -1.781574
51753.25     1.076986     0.267291    -1.704583
51753.50     1.206420     0.446015    -1.340325
51753.75     0.972803     0.298122    -1.404434
51754.00     1.020127     0.300005    -0.981080
51754.25     1.065464     0.285284    -1.294585
51754.50     1.206626     0.398581    -1.315701
51754.75     0.931695     0.163872    -1.735393
51755.00     1.046587     0.124666    -1.528343
51755.25     1.136035     0.138112    -1.744964
51755.50     1.238046     0.267113    -1.799136
51755.75     0.957712     0.117800    -2.041395
51756.00     1.144440     0.098149    -1.818783
51756.25     1.248969     0.130142    -2.073814
51756.50     1.297439     0.310732    -2.003605
51756.75     1.061003     0.139268    -2.307089
51757.00     1.095516     0.133187    -1.892677
51757.25     1.133949     0.219024    -1.748624
51757.50     1.247385     0.475257    -1.030844
51757.75     0.935761     0.343065    -0.886296
51758.00     1.033869     0.378624    -0.269575
51758.25     1.179353     0.416873    -0.001201
51758.50     1.373296     0.583630     0.569622
51758.75     1.168815     0.426651     0.710451
51759.00     1.406071     0.449521     1.335565
51759.25     1.489331     0.443179     1.155630
51759.50     1.585967     0.540974     1.066025
51759.75     1.356167     0.376985     1.069862
51760.00     1.307307     0.313902     1.386948
51760.25     1.249089     0.199972     0.809653
51760.50     1.162531     0.237532     0.614119
51760.75     0.878243     0.097400     0.335021
51761.00     0.907048     0.107226     0.722217
51761.25     0.935282     0.112678     0.458717
51761.50     0.943106     0.247868     0.537187
51761.75     0.649094     0.151594     0.587773
51762.00     0.785582     0.213946     0.896597
51762.25     0.969007     0.286198     0.659729
51762.50     1.050211     0.451768     0.620625
51762.75     0.846324     0.373163     0.673971
51763.00     0.965572     0.419096     1.130843
51763.25     0.962868     0.515301     1.290271
51763.50     1.004433     0.685536     1.573694
51763.75     0.718676     0.473623     1.581058
51764.00     0.724552     0.352696     1.643600
51764.25     0.754588     0.280959     1.332768
51764.50     0.805108     0.393569     1.233287
51764.75     0.541871     0.230870     0.936585
51765.00     0.646628     0.265802     0.935048
51765.25     0.719801     0.386027     0.900843
51765.50     0.728680     0.623427     1.053262
51765.75     0.399028     0.475870     1.126670
51766.00     0.493267     0.511772     1.646149
51766.25     0.512552     0.512905     1.313645
51766.50     0.460030     0.607327     0.799345
51766.75     0.254268     0.430495     0.195570
51767.00     0.480425     0.436208     0.075472
51767.25     0.565252     0.468198    -0.308431
51767.50     0.655083     0.622498    -0.488875
51767.75     0.418503     0.484636    -0.701024
51768.00     0.514219     0.461286    -0.567075
51768.25     0.498696     0.430750    -0.756824
51768.50     0.570571     0.514402    -0.588120
51768.75     0.281938     0.267962    -0.736498
51769.00     0.272891     0.207706    -0.477388
51769.25     0.274867     0.160799    -0.714956
51769.50     0.295165     0.271706    -0.682524
51769.75    -0.014981     0.072936    -1.011100
51770.00     0.189214     0.101985    -0.710492
51770.25     0.272285     0.172994    -1.047520
51770.50     0.431578     0.345648    -1.193153
51770.75     0.322326     0.260114    -1.411113
51771.00     0.594204     0.322408    -1.148684
51771.25     0.569525     0.360807    -1.503174
51771.50     0.618038     0.521644    -1.662017
51771.75     0.323086     0.487610    -1.283547
51772.00     0.296711     0.519035    -0.739244
51772.25     0.056075     0.586279    -0.337852
51772.50     0.028252     0.715633     0.174007
51772.75    -0.202807     0.454829     0.095642
51773.00     0.000543     0.292825    -0.000806
51773.25     0.021521     0.237058    -0.349325
51773.50     0.132001     0.305618    -0.533062
51773.75    -0.189433     0.141461    -0.875887
51774.00    -0.025483     0.133389    -0.677877
51774.25     0.055948     0.102608    -0.909168
51774.50     0.186884     0.193414    -0.939881
51774.75    -0.066932     0.064850    -0.894806
51775.00     0.093301     0.021928    -0.564836
51775.25     0.154295     0.014748    -0.735481
51775.50     0.370222     0.076818    -1.078365
51775.75     0.303992    -0.068896    -1.364741
51776.00     0.572557    -0.111332    -1.604069
51776.25     0.729162    -0.097711    -1.980513
51776.50     0.917451     0.001689    -2.371868
51776.75     0.723350    -0.151346    -2.617717
51777.00     0.905728    -0.121950    -2.565485
51777.25     0.892467    -0.166466    -3.016403
51777.50     1.013815    -0.040967    -3.301617
51777.75     0.736556    -0.182268    -3.342236
51778.00     0.893286    -0.166344    -3.011188
51778.25     0.861489    -0.182970    -3.266360
51778.50     0.827259    -0.049135    -3.360923
51778.75     0.504401    -0.155486    -3.168010
51779.00     0.624693    -0.130093    -2.717468
51779.25     0.510167    -0.103154    -2.863601
51779.50     0.408926     0.134296    -2.364719
51779.75     0.061392     0.102636    -1.806585
51780.00     0.102154     0.189779    -0.993304
51780.25     0.175928     0.187707    -0.825114
51780.50     0.347741     0.308907    -0.709219
51780.75     0.126002     0.109663    -0.978124
51781.00     0.335881     0.116106    -0.695641
51781.25     0.477871     0.133762    -0.666329
51781.50     0.482785     0.279752    -0.657333
51781.75     0.049343     0.099057    -0.683992
51782.00     0.116211     0.123450    -0.067929
51782.25     0.059752     0.125996    -0.123352
51782.50    -0.055323     0.248438    -0.165130
51782.75    -0.360524     0.105034    -0.145752
51783.00    -0.159386     0.184700     0.360887
51783.25    -0.180441     0.170670    -0.069752
51783.50    -0.094881     0.357274    -0.009021
51783.75    -0.250150     0.179404    -0.328913
51784.00     0.009031     0.200387    -0.474759
51784.25     0.190968     0.136471    -1.418366
51784.50     0.422021     0.254813    -2.010254
51784.75     0.345022     0.084326    -2.361116
51785.00     0.708069     0.167415    -2.115604
51785.25     0.985056     0.201816    -2.348014
51785.50     1.294453     0.402982    -2.326851
51785.75     1.164287     0.232436    -2.239012
51786.00     1.478455     0.274487    -1.519311
51786.25     1.632005     0.244990    -1.558475
51786.50     1.783430     0.414413    -1.403321
51786.75     1.683385     0.284851    -1.282240
51787.00     1.982012     0.357790    -0.704441
51787.25     2.018665     0.347204    -0.950848
51787.50     2.144115     0.486264    -0.826791
51787.75     1.982883     0.327898    -0.672875
51788.00     2.074555     0.289350    -0.096770
51788.25     2.116935     0.162382    -0.291985
51788.50     2.240903     0.203898    -0.304219
51788.75     2.045224     0.040344    -0.420851
51789.00     2.198074     0.080403    -0.162961
51789.25     2.280148     0.110944    -0.188824
51789.50     2.288116     0.333082     0.107159
51789.75     1.931576     0.184174     0.188427
51790.00     2.057148     0.200636     1.068125
51790.25     1.951645     0.178680     1.161085
51790.50     1.884257     0.277920     1.147136
51790.75     1.662196     0.112860     1.234224
51791.00     1.792403     0.160521     1.721528
51791.25     1.683241     0.110463     1.463844
51791.50     1.843327     0.217398     1.574340
51791.75     1.797493    -0.023945     1.020165
51792.00     2.099438    -0.228962     0.010004
51792.25     2.351191    -0.360400    -1.216620
51792.50     2.687502    -0.260038    -1.929977
51792.75     2.435843    -0.419916    -2.517424
51793.00     2.526411    -0.388210    -2.695562
51793.25     2.514681    -0.419263    -3.510090
51793.50     2.446719    -0.303386    -3.964101
51793.75     2.030037    -0.439469    -3.795338
51794.00     2.084029    -0.338610    -2.770783
51794.25     1.944946    -0.311940    -2.478743
51794.50     1.814612    -0.174392    -1.975701
51794.75     1.372880    -0.285201    -1.166245
51795.00     1.437732    -0.218264     0.240825
51795.25     1.321435    -0.264913     0.660230
51795.50     1.290513    -0.154985     1.210640
51795.75     0.871272    -0.380435     1.264729
51796.00     1.001840    -0.400279     1.387380
51796.25     1.129668    -0.425448     0.612036
51796.50     1.398295    -0.245996     0.126089
51796.75     1.415719    -0.352709    -0.291303
51797.00     1.875370    -0.233398     0.043646
51797.25     2.181123    -0.200807    -0.452192
51797.50     2.393501    -0.007828    -0.633879
51797.75     2.187060    -0.087582    -0.375637
51798.00     2.447837    -0.001122     0.259614
51798.25     2.378394    -0.003384     0.139760
51798.50     2.346289     0.166527     0.347550
51798.75     2.032520     0.035414     0.502045
51799.00     2.007931     0.067399     1.031647
51799.25     1.588395     0.111673     1.150679
51799.50     1.298413     0.323778     1.689794
51799.75     0.615375     0.171414     2.024068
51800.00     0.535344     0.112361     2.375432
51800.25     0.384241     0.073919     2.048248
51800.50     0.360675     0.152595     1.799729
51800.75     0.044137    -0.066832     0.904152
51801.00     0.221979    -0.106321     0.677220
51801.25     0.312118    -0.117030     0.015505
51801.50     0.456706     0.147671     0.091259
51801.75     0.176611     0.099368     0.107270
51802.00     0.349791     0.238775     0.753764
51802.25     0.218487     0.400347     1.212110
51802.50     0.204841     0.695076     2.203502
51802.75    -0.167276     0.526897     2.662292
51803.00    -0.091016     0.369681     2.717217
51803.25    -0.139829     0.298325     2.243256
51803.50    -0.117729     0.414793     2.130977
51803.75    -0.472368     0.140641     1.693781
51804.00    -0.375683    -0.012099     1.289748
51804.25    -0.442571    -0.091545     0.758416
51804.50    -0.424331     0.076673     0.758178
51804.75    -0.688676    -0.002230     0.819394
51805.00    -0.406678     0.002250     1.096056
51805.25    -0.333342    -0.052456     0.422797
51805.50    -0.043196     0.132534    -0.007691
51805.75    -0.163123     0.062829    -0.281200
51806.00    -0.007012     0.121088    -0.119461
51806.25    -0.093867     0.192919    -0.197012
51806.50    -0.074490     0.445258     0.120280
51806.75    -0.441073     0.338733     0.350613
51807.00    -0.426572     0.421231     1.065131
51807.25    -0.582277     0.430701     1.508832
51807.50    -0.712399     0.528424     1.602832
51807.75    -1.156045     0.283838     1.411571
51808.00    -1.073892     0.295803     1.992432
51808.25    -1.128242     0.432075     2.873852
51808.50    -1.124051     0.500935     3.491452
51808.75    -1.150477     0.048155     2.439205
51809.00    -0.720072    -0.189012     1.545449
51809.25    -0.496919    -0.396656     0.132504
51809.50    -0.313711    -0.338256    -0.874980
51809.75    -0.533570    -0.553329    -1.473699
51810.00    -0.448499    -0.526468    -1.539291
51810.25    -0.532178    -0.424257    -1.774316
51810.50    -0.552270    -0.110679    -1.445698
51810.75    -0.968713    -0.098695    -0.765104
51811.00    -0.976497    -0.026044     0.003370
51811.25    -1.160974     0.037923     0.689836
51811.50    -1.130575     0.191890     1.371180
51811.75    -1.277902    -0.012584     1.010481
51812.00    -0.996132    -0.099596     0.590311
51812.25    -0.877092    -0.148545    -0.002457
51812.50    -0.610477    -0.006285    -0.267797
51812.75    -0.633151    -0.173427    -0.416986
51813.00    -0.235803    -0.117151    -0.209123
51813.25    -0.272695    -0.134793    -0.711654
51813.50    -0.288797     0.104984    -0.453872
51813.75    -0.823604    -0.117924    -1.024003
51814.00    -0.966911    -0.164171    -1.227389
51814.25    -1.306048    -0.210520    -1.775459
51814.50    -1.425087    -0.081950    -1.862490
51814.75    -1.853075    -0.299875    -2.168028
51815.00    -1.595958    -0.335802    -2.254280
51815.25    -1.453204    -0.396396    -2.878598
51815.50    -1.190693    -0.286142    -3.344915
51815.75    -1.314564    -0.588443    -4.268141
51816.00    -0.970573    -0.672094    -4.292161
51816.25    -0.792039    -0.721508    -4.530188
51816.50    -0.521719    -0.590881    -4.595884
51816.75    -0.725509    -0.742348    -4.595060
51817.00    -0.576484    -0.684035    -3.933428
51817.25    -0.624703    -0.651641    -3.788893
