-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
DUBO        49718.000    1995     1     1     0
DUBO        52274.750    2001    12    31    18
DUBO      -417603.554 -4064529.811  4881432.198
51927.00    -0.346217    -0.343782     2.816519
51927.25    -0.074165    -0.555741     2.370252
51927.50     0.142367    -0.632516     0.615503
51927.75    -0.030516    -0.650998    -1.513869
51928.00    -0.265847    -0.476811    -2.442818
51928.25    -0.717730    -0.379999    -2.680530
51928.50    -1.038910    -0.179396    -1.730285
51928.75    -1.360746    -0.096688    -0.511415
51929.00    -1.274445    -0.082772     1.238073
51929.25    -1.127204    -0.142642     2.355874
51929.50    -0.815978    -0.175427     1.934018
51929.75    -0.704737    -0.266810     0.300093
51930.00    -0.666477    -0.206505    -1.119228
51930.25    -0.876940    -0.141242    -1.877538
51930.50    -1.075016    -0.022116    -2.238401
51930.75    -1.352013     0.061019    -2.252489
51931.00    -1.393472     0.141807    -1.304524
51931.25    -1.453355     0.132872     0.132350
51931.50    -1.295606     0.009371     1.243236
51931.75    -1.214226    -0.349045     1.239621
51932.00    -0.971725    -0.551728     0.677845
51932.25    -0.890555    -0.700758    -0.097070
51932.50    -0.677732    -0.657932    -0.504270
51932.75    -0.588273    -0.744034    -1.159747
51933.00    -0.316326    -0.743420    -1.948580
51933.25    -0.426871    -0.705092    -3.237328
51933.50    -0.691859    -0.475043    -4.109952
51933.75    -1.142135    -0.289594    -4.286063
51934.00    -1.327928     0.002119    -2.412496
51934.25    -1.507429     0.087365     0.296231
51934.50    -1.414998     0.156936     2.419241
51934.75    -1.200160    -0.033616     3.935958
51935.00    -0.641590    -0.325920     4.252773
51935.25    -0.404987    -0.613652     3.098412
51935.50    -0.282565    -0.700077     1.438220
51935.75    -0.499241    -0.631936    -0.535392
51936.00    -0.772904    -0.331349    -0.686024
51936.25    -1.117446    -0.093814     0.698543
51936.50    -1.068778    -0.054817     2.608408
51936.75    -0.981161    -0.247764     1.705931
51937.00    -0.909999    -0.016322     0.731029
51937.25    -1.062906     0.218281     0.585837
51937.50    -1.165952     0.563046     1.515077
51937.75    -1.396091     0.612557     2.826991
51938.00    -1.229318     0.574856     4.493842
51938.25    -0.995836     0.381646     5.500736
51938.50    -0.552764     0.362584     5.521548
51938.75    -0.189306     0.285408     5.429695
51939.00     0.314436     0.278138     6.538106
51939.25     0.589548     0.094700     7.602243
51939.50     0.681157    -0.043055     8.103518
51939.75     0.539840    -0.360267     7.671416
51940.00     0.431159    -0.437101     6.418152
51940.25     0.267130    -0.553419     5.782646
51940.50     0.233931    -0.604253     4.665775
51940.75     0.174465    -0.642261     3.414134
51941.00     0.276295    -0.638656     1.126585
51941.25     0.124095    -0.701025    -0.396819
51941.50    -0.165336    -0.447227    -2.657276
51941.75    -0.558187    -0.254385    -3.829777
51942.00    -0.836996     0.128905    -3.567671
51942.25    -1.126601     0.306379    -1.978103
51942.50    -1.215169     0.518575     0.046903
51942.75    -1.284932     0.484198     1.613198
51943.00    -1.185276     0.449157     3.172055
51943.25    -1.103502     0.356191     4.272248
51943.50    -0.840659     0.229224     4.610916
51943.75    -0.615176    -0.013027     3.689587
51944.00    -0.338324    -0.175486     1.960114
51944.25    -0.352641    -0.289815     0.387085
51944.50    -0.430977    -0.129429    -0.506565
51944.75    -0.595649    -0.012996    -0.621139
51945.00    -0.468338     0.098527     0.603117
51945.25    -0.341187     0.080290     2.138365
51945.50     0.023339    -0.043863     3.004195
51945.75     0.243596    -0.289647     2.277901
51946.00     0.509773    -0.418347     1.782581
51946.25     0.508906    -0.570346     1.002948
51946.50     0.532825    -0.547386     0.588520
51946.75     0.425783    -0.536769    -0.496504
51947.00     0.543765    -0.345342    -1.461436
51947.25     0.566017    -0.252402    -2.786699
51947.50     0.648641    -0.067340    -3.770861
51947.75     0.696961     0.044767    -5.648722
51948.00     0.842420     0.187245    -5.975425
51948.25     0.823323     0.191384    -6.473977
51948.50     0.870224     0.264096    -6.268039
51948.75     0.851730     0.176768    -6.551549
51949.00     0.894821     0.118110    -5.890683
51949.25     0.836938    -0.131243    -4.994879
51949.50     0.718955    -0.282626    -3.910135
51949.75     0.414790    -0.561622    -3.329821
51950.00     0.197771    -0.561718    -2.660888
51950.25    -0.136595    -0.554963    -2.753591
51950.50    -0.297523    -0.373455    -3.550782
51950.75    -0.420220    -0.162537    -5.237589
51951.00    -0.386186     0.055333    -5.147523
51951.25    -0.434701     0.229657    -5.366415
51951.50    -0.373368     0.437574    -4.959247
51951.75    -0.351536     0.476864    -4.754674
51952.00    -0.176623     0.494794    -3.620823
51952.25    -0.187899     0.423615    -3.009927
51952.50    -0.195153     0.358276    -2.327631
51952.75    -0.363043     0.232308    -2.070664
51953.00    -0.285629     0.229495    -1.512981
51953.25    -0.257486     0.178106    -1.192443
51953.50    -0.139541     0.022047    -1.396427
51953.75    -0.105665    -0.222881    -2.451297
51954.00    -0.024903    -0.247599    -2.872837
51954.25    -0.070968    -0.249646    -3.071671
51954.50    -0.195669    -0.080976    -2.016957
51954.75    -0.347944     0.044314    -1.306638
51955.00    -0.276221     0.168244     0.776313
51955.25    -0.262277     0.128723     1.880509
51955.50    -0.077165     0.022074     2.529845
51955.75    -0.047371    -0.272870     1.645725
51956.00     0.115532    -0.580970     0.380663
51956.25    -0.092082    -0.889996    -1.958309
51956.50    -0.190767    -0.946017    -3.403607
51956.75    -0.430392    -1.041798    -5.616202
51957.00    -0.572784    -0.918206    -6.366266
51957.25    -0.947867    -0.814076    -6.270067
51957.50    -1.185922    -0.632905    -5.598162
51957.75    -1.456865    -0.542782    -4.925992
51958.00    -1.328095    -0.364400    -3.000437
51958.25    -1.340146    -0.257608    -1.635406
51958.50    -1.203415    -0.095228     0.282598
51958.75    -0.974599    -0.115779     2.056321
51959.00    -0.487584    -0.296593     3.753911
51959.25    -0.326496    -0.489030     3.287957
51959.50    -0.336506    -0.492429     2.489027
51959.75    -0.556079    -0.463876     1.368880
51960.00    -0.468768    -0.343488     1.544204
51960.25    -0.412387    -0.491285     0.791394
51960.50    -0.094845    -0.668346    -1.138770
51960.75    -0.141811    -0.702525    -4.817377
51961.00    -0.084201    -0.480476    -5.918597
51961.25    -0.202624    -0.267101    -7.004187
51961.50    -0.211635     0.065834    -6.995349
51961.75    -0.270558     0.372989    -6.340859
51962.00    -0.038106     0.617274    -2.852421
51962.25     0.135961     0.418477     0.014038
51962.50     0.389452    -0.049864     0.831997
51962.75     0.411122    -0.308624    -0.554785
51963.00     0.603388    -0.201805    -1.295247
51963.25     0.517783    -0.075057    -2.579347
51963.50     0.458859     0.272188    -3.175517
51963.75     0.426633     0.600782    -3.553555
51964.00     0.546687     0.855220    -2.093894
51964.25     0.692445     0.954631    -1.152293
51964.50     0.916553     0.920231     0.167512
51964.75     1.055023     0.660867     0.794571
51965.00     1.260770     0.364193     1.904128
51965.25     1.303723    -0.123663     3.152957
51965.50     1.069600    -0.569366     3.252596
51965.75     0.523678    -0.803780     1.069524
51966.00     0.221299    -0.597441    -1.399208
51966.25     0.003154    -0.466211    -3.515878
51966.50    -0.102711    -0.334250    -5.363928
51966.75    -0.283326    -0.269524    -6.850955
51967.00    -0.188176    -0.147301    -7.065349
51967.25    -0.389401    -0.071381    -7.449152
51967.50    -0.539812     0.084541    -7.207315
51967.75    -0.803484     0.202838    -6.330229
51968.00    -0.840235     0.484958    -3.696925
51968.25    -0.985031     0.675696    -0.849482
51968.50    -0.913467     0.734358     1.997525
51968.75    -0.874253     0.624309     3.684377
51969.00    -0.693614     0.611235     5.503911
51969.25    -0.619854     0.540733     6.869788
51969.50    -0.474344     0.507332     7.724933
51969.75    -0.393579     0.381310     8.065900
51970.00    -0.249735     0.180327     8.235753
51970.25    -0.206387     0.008361     7.816406
51970.50    -0.010051     0.062677     6.818797
51970.75     0.205230     0.113992     5.867050
51971.00     0.545210     0.258450     5.408294
51971.25     0.797773     0.264106     4.362271
51971.50     1.057809     0.336512     2.385728
51971.75     1.134730     0.306584    -0.060132
51972.00     1.222102     0.271550    -1.985015
51972.25     1.137712     0.121002    -3.880080
51972.50     1.105890     0.027845    -5.300542
51972.75     0.912975    -0.100701    -6.129049
51973.00     0.823364    -0.041649    -5.774185
51973.25     0.634468    -0.069347    -5.900857
51973.50     0.483705    -0.089940    -6.278959
51973.75     0.276180    -0.163665    -6.709306
51974.00     0.252432    -0.095024    -5.800742
51974.25     0.151549    -0.105759    -5.235171
51974.50     0.136476    -0.091692    -4.531672
51974.75     0.008030    -0.206432    -4.386758
51975.00     0.089188    -0.267028    -3.232848
51975.25    -0.047397    -0.390941    -2.440677
51975.50    -0.015473    -0.477783    -1.620863
51975.75    -0.007102    -0.594946    -1.449424
51976.00     0.096605    -0.514292    -1.266289
51976.25     0.054178    -0.504676    -1.240661
51976.50     0.042290    -0.404053    -1.094071
51976.75    -0.110099    -0.335795    -1.413747
51977.00    -0.145512    -0.173994    -0.616468
51977.25    -0.304071    -0.098615    -0.224730
51977.50    -0.329653    -0.001840     0.582492
51977.75    -0.405827    -0.013878     1.305316
51978.00    -0.230346    -0.078228     3.084516
51978.25    -0.197609    -0.286401     3.632351
51978.50    -0.081798    -0.472083     3.226100
51978.75    -0.178767    -0.495286     2.005563
51979.00    -0.208506    -0.250405     2.135608
51979.25    -0.397711     0.021800     1.822755
51979.50    -0.584627     0.383676     2.056455
51979.75    -0.783610     0.699937     2.239028
51980.00    -0.701665     0.824902     3.993747
51980.25    -0.665649     0.848571     5.064705
51980.50    -0.455402     0.850089     6.458285
51980.75    -0.287140     0.631233     7.615455
51981.00    -0.089895     0.374791     8.943598
51981.25    -0.078076     0.030165     9.160978
51981.50    -0.162373    -0.207143     8.840901
51981.75    -0.288962    -0.332860     8.157450
51982.00    -0.155522    -0.248670     7.997649
51982.25     0.046069    -0.328920     7.206887
51982.50     0.336641    -0.461245     5.987375
51982.75     0.480500    -0.665693     3.485074
51983.00     0.635948    -0.648966     1.372246
51983.25     0.594050    -0.610316    -0.356637
51983.50     0.554508    -0.415488    -1.268121
51983.75     0.388413    -0.228730    -1.656176
51984.00     0.382303    -0.011727    -0.636445
51984.25     0.285027     0.112039    -0.773063
51984.50     0.287698     0.259434    -0.991958
51984.75     0.248913     0.280648    -1.667713
51985.00     0.298897     0.356599    -1.755885
51985.25     0.230056     0.419990    -3.044910
51985.50     0.216814     0.577521    -4.005935
51985.75     0.156726     0.582489    -4.725476
51986.00     0.270864     0.635850    -4.004491
51986.25     0.255539     0.639558    -4.336887
51986.50     0.309641     0.667217    -4.029265
51986.75     0.287699     0.548998    -4.530237
51987.00     0.369181     0.512535    -4.259108
51987.25     0.316072     0.543793    -3.986267
51987.50     0.327165     0.620303    -3.552438
51987.75     0.326631     0.668955    -3.920011
51988.00     0.435056     0.779835    -2.870016
51988.25     0.372772     0.704962    -2.002636
51988.50     0.323047     0.393889    -1.293063
51988.75     0.309319     0.023164    -2.471457
51989.00     0.514026     0.031671    -2.696238
51989.25     0.601176    -0.073811    -3.387226
51989.50     0.765937    -0.031819    -3.305586
51989.75     0.917455    -0.154898    -3.724886
51990.00     1.108403    -0.230353    -3.212522
51990.25     1.065711    -0.402970    -4.062276
51990.50     1.017889    -0.485590    -4.612207
51990.75     0.914765    -0.552845    -5.495177
51991.00     1.022350    -0.490945    -4.761197
51991.25     0.959184    -0.570214    -4.913757
51991.50     0.921593    -0.726001    -4.748486
51991.75     0.815035    -0.961068    -4.991190
51992.00     0.944264    -0.928443    -4.779655
51992.25     0.888030    -1.055095    -5.505848
51992.50     0.863554    -1.033247    -6.136315
51992.75     0.888399    -0.990431    -7.164762
51993.00     1.012462    -0.724541    -7.334855
51993.25     0.886410    -0.691084    -8.028115
51993.50     0.786122    -0.639643    -7.961659
51993.75     0.632905    -0.605408    -8.495530
51994.00     0.659987    -0.366441    -7.421881
51994.25     0.494692    -0.247543    -6.886333
51994.50     0.411586    -0.055375    -6.533252
51994.75     0.240143     0.057880    -6.579418
51995.00     0.251448     0.268177    -4.949004
51995.25     0.080648     0.342852    -4.228583
51995.50     0.013184     0.449465    -3.369508
51995.75    -0.110503     0.515164    -2.734098
51996.00    -0.035242     0.649420    -0.943362
51996.25    -0.042901     0.777895     0.199044
51996.50     0.147315     0.858556     1.414790
51996.75     0.260167     0.831508     1.669272
51997.00     0.361035     0.810814     2.282474
51997.25     0.329204     0.817078     2.005242
51997.50     0.339779     0.812978     2.014483
51997.75     0.257996     0.755303     1.550900
51998.00     0.343718     0.706595     2.111307
51998.25     0.323493     0.638765     1.846831
51998.50     0.477123     0.587337     2.139108
51998.75     0.559436     0.419265     1.911565
51999.00     0.649965     0.255216     2.262672
51999.25     0.492485     0.115930     2.723940
51999.50     0.391707     0.087735     3.463356
51999.75     0.226900     0.046517     4.038980
52000.00     0.274282     0.149768     4.756296
52000.25     0.358831     0.181518     5.132812
52000.50     0.500118     0.211041     4.922395
52000.75     0.526820     0.179316     3.990495
52001.00     0.618516     0.224823     3.329090
52001.25     0.606618     0.199485     2.056027
52001.50     0.651783     0.223703     1.040667
52001.75     0.682103     0.222102    -0.509713
52002.00     0.849513     0.310107    -0.933662
52002.25     0.825307     0.272521    -2.531411
52002.50     0.817704     0.301199    -4.150778
52002.75     0.596199     0.253282    -5.521304
52003.00     0.511804     0.327796    -5.548226
52003.25     0.300309     0.383910    -6.141417
52003.50     0.141548     0.580982    -6.227991
52003.75    -0.054659     0.660570    -5.672196
52004.00    -0.142538     0.746310    -3.475707
52004.25    -0.312848     0.825435    -1.810615
52004.50    -0.445419     0.856177     0.029736
52004.75    -0.493554     0.767241     1.410261
52005.00    -0.297810     0.665229     3.421799
52005.25    -0.180545     0.502900     3.686037
52005.50     0.063343     0.504233     3.538500
52005.75     0.270415     0.544653     2.716095
52006.00     0.638913     0.625409     3.405408
52006.25     0.944016     0.652945     3.732308
52006.50     1.344380     0.561652     5.077832
52006.75     1.309314     0.261095     5.905462
52007.00     1.081060    -0.050458     5.979151
52007.25     0.852779    -0.207323     4.576019
52007.50     0.808123    -0.165532     2.981458
52007.75     0.778752    -0.083296     0.946679
52008.00     0.805566     0.048528     0.603810
52008.25     0.767556     0.104571    -0.254131
52008.50     0.748679     0.219395    -0.315040
52008.75     0.661343     0.296840    -0.277354
52009.00     0.707903     0.364307     0.938913
52009.25     0.726710     0.425412     0.723483
52009.50     0.789039     0.531473     0.863469
52009.75     0.825070     0.562235     0.746693
52010.00     1.032632     0.555328     1.282961
52010.25     1.114586     0.495008     0.818551
52010.50     1.242536     0.527676     0.833190
52010.75     1.404786     0.386048     1.041851
52011.00     1.520543     0.240264     2.862034
52011.25     1.388170    -0.180406     4.424651
52011.50     1.080226    -0.476898     5.195946
52011.75     0.640321    -0.639733     4.195259
52012.00     0.404109    -0.465832     3.051337
52012.25     0.201508    -0.327668     1.445230
52012.50     0.165478    -0.091401     0.768241
52012.75     0.197538    -0.014353     0.615765
52013.00     0.376900     0.010727     1.578660
52013.25     0.380168    -0.094548     1.475367
52013.50     0.501594     0.017991     1.645791
52013.75     0.688095    -0.063591     1.544821
52014.00     0.976237    -0.284767     1.042367
52014.25     1.100192    -0.455603    -0.073647
52014.50     1.170797    -0.620700    -1.247275
52014.75     1.073795    -0.785257    -2.409464
52015.00     1.068437    -0.855927    -2.851413
52015.25     1.107145    -0.950351    -3.957728
52015.50     1.099292    -0.941203    -5.729362
52015.75     0.892251    -0.854723    -7.889338
52016.00     0.685134    -0.582299    -7.711045
52016.25     0.352342    -0.412314    -8.568844
52016.50     0.147032    -0.183199    -8.729117
52016.75    -0.060727    -0.036056    -8.019348
52017.00    -0.076910     0.226580    -5.478831
52017.25    -0.174216     0.395047    -4.086983
52017.50    -0.171180     0.552848    -2.311227
52017.75    -0.140756     0.539109    -0.677494
52018.00     0.020726     0.500896     1.977205
52018.25     0.069822     0.450521     3.144490
52018.50     0.232360     0.472577     3.682932
52018.75     0.396057     0.417337     3.805396
52019.00     0.570164     0.380557     4.407336
52019.25     0.562407     0.318577     4.171523
52019.50     0.589035     0.284632     4.345828
52019.75     0.555376     0.132892     3.975472
52020.00     0.658965    -0.017879     3.581489
52020.25     0.743807    -0.241212     1.747271
52020.50     0.857585    -0.280145     0.075067
52020.75     0.569092    -0.288561    -1.658167
52021.00     0.364635    -0.090717    -2.353927
52021.25     0.145349     0.152456    -3.872495
52021.50     0.132571     0.351110    -4.223959
52021.75     0.088183     0.406475    -3.802711
52022.00     0.191564     0.355575    -1.414503
52022.25     0.178635     0.165119    -0.000547
52022.50     0.098762    -0.109392     1.566265
52022.75    -0.120225    -0.353136     1.493978
52023.00    -0.321498    -0.485719     1.874022
52023.25    -0.517121    -0.519892     0.930838
52023.50    -0.632280    -0.425813    -0.102881
52023.75    -0.734988    -0.280315    -0.890493
52024.00    -0.708200    -0.136700    -0.206868
52024.25    -0.823629     0.002198    -0.075191
52024.50    -0.968516     0.170280     0.788833
52024.75    -1.090297     0.180659     2.429004
52025.00    -0.914495    -0.072538     4.185497
52025.25    -0.773684    -0.423859     3.657133
52025.50    -0.540472    -0.567825     1.746396
52025.75    -0.313744    -0.456634    -0.775267
52026.00    -0.172683    -0.136882    -1.185783
52026.25    -0.196716     0.093922    -2.257200
52026.50    -0.086512     0.369745    -3.141672
52026.75    -0.035854     0.623436    -3.813697
52027.00     0.021033     0.881270    -2.473988
52027.25    -0.072315     1.119011    -2.367939
52027.50    -0.222045     1.378031    -1.683992
52027.75    -0.441983     1.507796    -0.108816
52028.00    -0.498935     1.542975     2.354081
52028.25    -0.700707     1.537514     3.166817
52028.50    -0.994957     1.459682     4.080507
52028.75    -1.233394     1.217559     4.910746
52029.00    -1.241693     0.784044     6.260357
52029.25    -1.224588     0.597911     5.133767
52029.50    -1.171027     0.537392     4.260960
52029.75    -1.189557     0.517666     4.113060
52030.00    -1.031660     0.545742     5.854646
52030.25    -0.884901     0.538161     6.532647
52030.50    -0.566802     0.528258     7.120297
52030.75    -0.209202     0.396196     8.030162
52031.00    -0.086065     0.055350     8.622962
52031.25    -0.144944    -0.232839     7.622902
52031.50    -0.154016    -0.385427     5.773953
52031.75    -0.022724    -0.423753     2.744021
52032.00     0.221182    -0.358103     0.692289
52032.25     0.143943    -0.326601    -1.921390
52032.50     0.106520    -0.135966    -3.921990
52032.75     0.037955     0.006836    -5.241176
52033.00     0.076729     0.189747    -4.686978
52033.25    -0.054173     0.315745    -5.106437
52033.50    -0.147756     0.461746    -5.067938
52033.75    -0.248849     0.560537    -4.618844
52034.00    -0.224487     0.661511    -2.899104
52034.25    -0.319824     0.789609    -2.367514
52034.50    -0.247603     0.930347    -1.850810
52034.75    -0.111334     0.978102    -0.865208
52035.00     0.068125     0.945449     1.028130
52035.25     0.193110     0.887864     0.986321
52035.50     0.173107     0.862698     1.264564
52035.75     0.133378     0.705698     1.377726
52036.00     0.162040     0.500680     2.407104
52036.25    -0.146740     0.320209     2.485578
52036.50    -0.365222     0.214769     1.692719
52036.75    -0.451958     0.082677     1.344006
52037.00    -0.368822     0.001070     1.588999
52037.25    -0.414518    -0.126981     1.965204
52037.50    -0.494491    -0.244586     1.172457
52037.75    -0.648402    -0.135899     0.508643
52038.00    -0.516071     0.078454     1.570169
52038.25    -0.505392     0.172905     1.489795
52038.50    -0.340045     0.241692     1.503741
52038.75    -0.128481     0.232899     1.525176
52039.00     0.189098     0.146468     2.323186
52039.25     0.316830    -0.061927     1.527128
52039.50     0.322990    -0.166776     0.318241
52039.75     0.312412    -0.175526    -1.223530
52040.00     0.389206    -0.097868    -1.575592
52040.25     0.255118    -0.139607    -2.585007
52040.50     0.181179    -0.063623    -3.907294
52040.75     0.056569    -0.037416    -4.377159
52041.00     0.100335     0.101329    -3.473534
52041.25     0.017537     0.189903    -3.745702
52041.50     0.037118     0.316872    -3.817643
52041.75     0.025991     0.407253    -3.628483
52042.00     0.201845     0.509814    -2.445881
52042.25     0.157174     0.584422    -2.587199
52042.50     0.177767     0.730474    -2.268935
52042.75     0.157956     0.896045    -1.712265
52043.00     0.158892     0.977079     0.429625
52043.25     0.032239     1.067537     1.962572
52043.50    -0.086736     1.024211     3.239129
52043.75    -0.150905     0.840800     4.202132
52044.00    -0.040166     0.798054     5.466236
52044.25     0.024386     0.731170     6.129262
52044.50     0.126658     0.726298     6.806087
52044.75     0.204500     0.606043     7.422395
52045.00     0.203218     0.376753     7.987950
52045.25     0.004894     0.226494     7.779850
52045.50    -0.031191     0.169498     7.261796
52045.75    -0.023740     0.205230     6.703034
52046.00     0.133119     0.248515     7.198342
52046.25     0.070363     0.155881     6.738889
52046.50    -0.042876     0.022921     6.019912
52046.75    -0.246425    -0.075261     4.855751
52047.00    -0.139707     0.007226     4.577153
52047.25    -0.164506     0.076723     3.595944
52047.50    -0.138529     0.163448     2.970448
52047.75    -0.147624     0.152669     2.549224
52048.00     0.004409     0.165156     2.987261
52048.25    -0.140375     0.037911     2.466537
52048.50    -0.127288    -0.045955     1.971884
52048.75    -0.104673     0.006511     1.833280
52049.00     0.122198     0.205925     3.239182
52049.25     0.235706     0.245498     4.467913
52049.50     0.234495     0.222511     5.595900
52049.75     0.209234     0.002018     5.947917
52050.00     0.373342    -0.095191     6.130280
52050.25     0.314867    -0.316436     5.779391
52050.50     0.308781    -0.505811     5.353314
52050.75     0.245478    -0.599739     4.757218
52051.00     0.339790    -0.638874     4.765738
52051.25     0.372479    -0.805577     5.318279
52051.50     0.367910    -0.928111     5.534265
52051.75     0.308301    -0.799122     5.232285
52052.00     0.470631    -0.566752     4.409281
52052.25     0.583131    -0.498196     3.362023
52052.50     0.745732    -0.477115     2.192720
52052.75     0.759350    -0.477932     0.875892
52053.00     0.785903    -0.299257     0.248968
52053.25     0.798506    -0.173998    -1.145120
52053.50     0.848743    -0.081924    -2.789668
52053.75     0.825341    -0.119118    -4.029573
52054.00     0.847397    -0.074203    -4.119556
52054.25     0.793018    -0.143957    -4.183359
52054.50     0.854050    -0.212380    -3.797846
52054.75     0.802163    -0.245679    -2.510216
52055.00     0.789870    -0.173270    -0.963641
52055.25     0.708879    -0.181651    -0.231873
52055.50     0.688179    -0.193097     0.175718
52055.75     0.626951    -0.148365     0.791066
52056.00     0.681061    -0.070105     1.757689
52056.25     0.687574    -0.051260     2.016243
52056.50     0.788431    -0.024282     1.820966
52056.75     0.881721    -0.089068     1.102128
52057.00     0.986516    -0.086912     1.126439
52057.25     0.995316    -0.165326    -0.147096
52057.50     0.982957    -0.136169    -1.351888
52057.75     0.877028     0.014801    -2.237573
52058.00     0.845588     0.116597    -1.782736
52058.25     0.760135     0.173623    -2.666736
52058.50     0.671050     0.234126    -3.447784
52058.75     0.557353     0.243004    -3.300601
52059.00     0.544949     0.201414    -2.357640
52059.25     0.420555     0.142278    -2.952948
52059.50     0.304979     0.133219    -3.216724
52059.75     0.106031     0.008688    -3.027006
52060.00     0.131491    -0.031114    -2.032373
52060.25     0.058188    -0.004931    -1.645230
52060.50     0.017600     0.064265    -0.575248
52060.75     0.035864     0.057994     0.795795
52061.00     0.245713    -0.016294     2.153169
52061.25     0.318113    -0.159348     2.890069
52061.50     0.522691    -0.227916     3.094846
52061.75     0.676082    -0.319357     3.220495
52062.00     0.744858    -0.260289     3.031791
52062.25     0.719046    -0.255825     2.544828
52062.50     0.793281    -0.112901     1.826051
52062.75     0.785964     0.039398     1.282628
52063.00     0.878530     0.164076     1.493262
52063.25     0.921705     0.179831     0.485569
52063.50     1.024330     0.254147    -0.202173
52063.75     1.044586     0.263185    -0.648855
52064.00     1.116414     0.292020    -0.394026
52064.25     1.099318     0.289792    -1.320247
52064.50     1.099738     0.355149    -2.246831
52064.75     1.023158     0.343917    -2.814227
52065.00     1.032267     0.374803    -2.051544
52065.25     0.919194     0.371682    -2.594604
52065.50     0.931061     0.441449    -2.761917
52065.75     0.773690     0.364221    -2.935692
52066.00     0.711097     0.297025    -2.030540
52066.25     0.589917     0.256484    -2.527260
52066.50     0.510399     0.298679    -2.935737
52066.75     0.375391     0.201111    -2.841291
52067.00     0.338792     0.095522    -1.993209
52067.25     0.252134    -0.013694    -2.456743
52067.50     0.168258    -0.025171    -2.385458
52067.75     0.064276    -0.059960    -2.518368
52068.00     0.105132    -0.084090    -1.403252
52068.25    -0.002704    -0.038327    -1.368553
52068.50    -0.051804     0.013840    -1.071843
52068.75    -0.059583    -0.005777    -0.601609
52069.00     0.033190    -0.013361     1.074796
52069.25    -0.022676    -0.033771     1.481136
52069.50     0.021026     0.021154     1.787931
52069.75     0.062563     0.037827     2.550777
52070.00     0.166472     0.050073     4.169869
52070.25     0.126270     0.030518     4.538768
52070.50     0.121876     0.022688     4.883718
52070.75     0.088072     0.001624     4.749337
52071.00     0.164463     0.109607     5.559502
52071.25     0.088704     0.118659     5.667171
52071.50     0.013250     0.076984     5.612095
52071.75     0.046785    -0.038120     5.665935
52072.00     0.196047    -0.125654     5.819167
52072.25     0.214447    -0.211949     4.829642
52072.50     0.366889    -0.161897     4.123141
52072.75     0.488510    -0.077844     3.039948
52073.00     0.714247     0.022284     3.064135
52073.25     0.778464     0.082964     2.720255
52073.50     0.929721     0.236567     2.660941
52073.75     0.862239     0.208479     2.783689
52074.00     0.985112     0.176540     3.497713
52074.25     0.884824     0.134362     3.902619
52074.50     0.792082     0.161002     3.492167
52074.75     0.741062     0.261577     3.569886
52075.00     0.717971     0.218385     5.374797
52075.25     0.437618     0.126985     5.945073
52075.50     0.183473     0.053604     6.023783
52075.75     0.003092    -0.147405     5.299044
52076.00     0.125571    -0.404420     4.147634
52076.25     0.044515    -0.549741     2.354385
52076.50     0.010331    -0.601879     0.594936
52076.75    -0.005425    -0.583753    -1.047118
52077.00     0.116395    -0.432195    -1.529631
52077.25    -0.025515    -0.350981    -2.314692
52077.50    -0.069580    -0.250706    -2.745257
52077.75    -0.083501    -0.110896    -2.322667
52078.00     0.084297    -0.011999    -0.794059
52078.25     0.060050     0.006721    -0.027623
52078.50     0.127796    -0.038170     1.079126
52078.75     0.163135    -0.264930     1.992132
52079.00     0.134211    -0.484857     2.722297
52079.25    -0.173919    -0.733875     2.448484
52079.50    -0.417713    -0.723897     1.121429
52079.75    -0.475694    -0.612317    -0.456100
52080.00    -0.335329    -0.461907    -0.851879
52080.25    -0.331015    -0.388013    -1.953249
52080.50    -0.289266    -0.279619    -3.022123
52080.75    -0.264643    -0.214414    -3.930449
52081.00    -0.133909    -0.121368    -3.540550
52081.25    -0.213322    -0.094800    -4.209329
52081.50    -0.232828    -0.037190    -4.296879
52081.75    -0.331855    -0.033282    -3.796186
52082.00    -0.257230     0.029799    -2.103293
52082.25    -0.366239     0.095014    -1.531260
52082.50    -0.393001     0.155295    -0.735360
52082.75    -0.454109     0.215223     0.142042
52083.00    -0.341221     0.296020     1.942236
52083.25    -0.367549     0.319902     2.354196
52083.50    -0.297639     0.255344     2.645735
52083.75    -0.183465     0.145312     2.371170
52084.00     0.147751     0.103843     2.770569
52084.25     0.298952     0.100072     1.370170
52084.50     0.382538     0.206562     0.534120
52084.75     0.442958     0.324530     0.282480
52085.00     0.440918     0.448368     1.476634
52085.25     0.400298     0.456395     1.230198
52085.50     0.325389     0.456409     1.685248
52085.75     0.346068     0.458502     1.748196
52086.00     0.333564     0.300767     2.327347
52086.25     0.128115    -0.033688     0.519252
52086.50     0.147877    -0.152204    -1.595986
52086.75     0.324493    -0.211541    -3.765690
52087.00     0.580559    -0.068055    -4.084378
