-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
HART        49718.000    1995     1     1     0
HART        52274.750    2001    12    31    18
HART      5084625.444  2670366.597 -2768493.928
51814.25    -2.051285     0.466889    -1.277557
51814.50    -1.865965     1.026013     0.279382
51814.75    -1.889091     0.474037     0.610191
51815.00    -1.862753     0.290686     0.660557
51815.25    -2.092389     0.421855    -0.296895
51815.50    -1.860013     0.953467     1.216553
51815.75    -1.649766     0.222734     1.396789
51816.00    -1.415763    -0.240512     0.935502
51816.25    -1.404516    -0.214698    -0.212790
51816.50    -1.090049     0.144838     1.264650
51816.75    -0.991372    -0.310349     1.414570
51817.00    -0.882031    -0.630529     0.866517
51817.25    -1.064040    -0.559406    -0.362961
51817.50    -0.946219    -0.182818     1.251549
51817.75    -0.954195    -0.775885     1.528776
51818.00    -0.951507    -1.045272     0.870892
51818.25    -1.173016    -0.856239    -0.143071
51818.50    -1.064573    -0.435422     1.381168
51818.75    -1.270670    -0.920486     1.444856
51819.00    -1.266397    -1.078224     0.760991
51819.25    -1.828509    -0.829625    -0.208083
51819.50    -1.846524    -0.284154     1.323134
51819.75    -2.035914    -0.781213     1.306190
51820.00    -2.229186    -1.096041     1.086735
51820.25    -2.670240    -0.965556     0.599710
51820.50    -2.551016    -0.315390     2.548469
51820.75    -2.663111    -0.805701     2.641877
51821.00    -2.715962    -0.950135     2.453468
51821.25    -3.028185    -0.735377     1.543760
51821.50    -2.805525    -0.116042     3.180515
51821.75    -2.921028    -0.651373     3.387333
51822.00    -2.935536    -0.796596     3.267928
51822.25    -3.239044    -0.501678     1.927574
51822.50    -3.178522     0.059689     3.857888
51822.75    -3.227382    -0.595267     3.619648
51823.00    -3.174843    -0.993054     2.787624
51823.25    -3.478805    -0.836284     1.356780
51823.50    -3.234706    -0.183035     3.176501
51823.75    -3.284360    -0.604390     2.921432
51824.00    -3.267979    -0.699061     2.210773
51824.25    -3.547846    -0.310144     0.960262
51824.50    -3.174594     0.421097     2.276781
51824.75    -3.019564     0.058520     2.407741
51825.00    -3.036796    -0.123819     1.542375
51825.25    -3.141365     0.113259     0.494668
51825.50    -3.048139     0.475828     1.572215
51825.75    -3.034163    -0.212455     1.987765
51826.00    -2.705481    -0.447554     2.019811
51826.25    -2.806420    -0.189584     0.961322
51826.50    -2.482838     0.371159     2.959502
51826.75    -2.360761    -0.270914     2.921898
51827.00    -1.979186    -0.713023     2.394066
51827.25    -2.262562    -0.677304     1.249271
51827.50    -1.959056    -0.380391     2.575913
51827.75    -1.840564    -0.974484     1.963067
51828.00    -1.529775    -1.117054     0.299434
51828.25    -1.838575    -1.065644    -1.524160
51828.50    -1.429054    -0.534091    -0.788723
51828.75    -1.534019    -1.143030    -1.198708
51829.00    -1.663374    -1.358419    -1.874725
51829.25    -2.255078    -1.158885    -3.012591
51829.50    -1.946691    -0.297790    -1.755118
51829.75    -1.963037    -0.767184    -1.405985
51830.00    -2.012031    -0.867849    -1.684183
51830.25    -2.122355    -0.532049    -2.638923
51830.50    -1.750778     0.217752    -0.671398
51830.75    -1.642017    -0.164418     0.223888
51831.00    -1.337930    -0.357449    -0.127315
51831.25    -1.416389    -0.205382    -1.084352
51831.50    -1.091207     0.407938     0.890962
51831.75    -0.900065    -0.136065     1.580332
51832.00    -0.713436    -0.562223     0.407191
51832.25    -1.207397    -0.534355    -0.788640
51832.50    -1.085900    -0.109280     0.797736
51832.75    -1.088217    -0.758002     0.689876
51833.00    -1.035045    -0.944429    -0.332569
51833.25    -1.448179    -0.756381    -1.652267
51833.50    -1.463144    -0.101165    -0.251288
51833.75    -1.665284    -0.597300    -0.449005
51834.00    -1.681887    -0.930279    -1.180676
51834.25    -2.049131    -0.692189    -1.961090
51834.50    -1.919679     0.054549    -0.150979
51834.75    -1.981062    -0.272580     0.297422
51835.00    -1.877415    -0.455302     0.020959
51835.25    -2.157922    -0.191972    -0.694671
51835.50    -2.107542     0.253269     1.314173
51835.75    -2.102717    -0.348017     1.706100
51836.00    -1.987966    -0.758088     1.213142
51836.25    -2.256531    -0.432403     0.466832
51836.50    -1.974512     0.046265     1.844265
51836.75    -2.111999    -0.444830     1.240910
51837.00    -1.947006    -0.707241     0.322300
51837.25    -2.097458    -0.555626    -0.796543
51837.50    -1.895601     0.000325     0.542257
51837.75    -2.022022    -0.699043    -0.097047
51838.00    -1.984875    -1.052050    -0.979163
51838.25    -2.507599    -0.977656    -1.646125
51838.50    -2.414741    -0.362617    -0.026414
51838.75    -2.390415    -0.762130    -0.443186
51839.00    -2.392104    -0.914101    -1.244079
51839.25    -2.622181    -0.626022    -2.011068
51839.50    -2.454289     0.199816     0.111942
51839.75    -2.302152    -0.057113     0.278059
51840.00    -2.054072    -0.064956     0.363875
51840.25    -2.198357     0.249573    -0.315964
51840.50    -1.770831     0.810887     1.900757
51840.75    -1.648965     0.373420     2.714002
51841.00    -1.503292     0.133789     2.449945
51841.25    -1.702138     0.328380     1.778853
51841.50    -1.441726     0.720697     3.429150
51841.75    -1.597309     0.152308     3.542178
51842.00    -1.375926    -0.172821     2.541439
51842.25    -1.723812    -0.178212     1.284788
51842.50    -1.510789     0.136788     2.900871
51842.75    -1.569145    -0.509752     2.734333
51843.00    -1.359184    -0.992957     1.217938
51843.25    -1.677078    -0.878838    -0.278220
51843.50    -1.396088    -0.439302     0.552546
51843.75    -1.522285    -0.987622     0.599710
51844.00    -1.421976    -1.139909    -0.267224
51844.25    -1.911277    -0.931328    -1.234785
51844.50    -1.694589    -0.356322    -0.325033
51844.75    -1.832463    -0.783226    -0.000582
51845.00    -1.675471    -0.873491    -0.794855
51845.25    -1.981909    -0.562376    -1.762825
51845.50    -1.681308     0.275545    -0.351815
51845.75    -1.618389    -0.128259    -0.036888
51846.00    -1.464629    -0.125943    -0.445172
51846.25    -1.702725     0.052166    -0.987637
51846.50    -1.527754     0.631832     0.942329
51846.75    -1.608458     0.089353     1.478186
51847.00    -1.649827    -0.010703     0.892354
51847.25    -1.860108     0.165884    -0.068493
51847.50    -1.686435     0.527855     1.045166
51847.75    -1.600580    -0.003967     0.791124
51848.00    -1.645596    -0.306633     0.334006
51848.25    -1.795499    -0.079526    -0.276859
51848.50    -1.571615     0.472583     1.499817
51848.75    -1.788636    -0.115273     2.122612
51849.00    -1.726989    -0.436204     1.714646
51849.25    -2.050369    -0.246349     1.582427
51849.50    -1.745673     0.192222     3.479117
51849.75    -1.824180    -0.392165     4.113547
51850.00    -1.487019    -0.634944     3.862706
51850.25    -1.486143    -0.436814     3.527883
51850.50    -1.107147    -0.115080     5.281355
51850.75    -1.165437    -0.879697     5.416074
51851.00    -1.106989    -1.167056     5.355013
51851.25    -1.459053    -1.189706     4.776011
51851.50    -1.288184    -0.896675     6.291523
51851.75    -1.477100    -1.625286     6.179242
51852.00    -1.655938    -1.915463     5.445500
51852.25    -1.909615    -1.901554     3.802499
51852.50    -1.767124    -1.529147     4.673818
51852.75    -1.865672    -2.171881     3.769224
51853.00    -1.734583    -2.389481     2.551007
51853.25    -1.995788    -2.105128     1.266492
51853.50    -1.758265    -1.595905     2.707630
51853.75    -1.550629    -1.879298     2.714879
51854.00    -1.284274    -2.016349     2.414412
51854.25    -1.376297    -1.554768     1.648943
51854.50    -1.303558    -1.064205     3.535904
51854.75    -1.274168    -1.481595     3.833511
51855.00    -1.504043    -1.653221     3.623674
51855.25    -1.749043    -1.416578     2.855751
51855.50    -1.560541    -0.840400     4.335585
51855.75    -1.549919    -1.337015     4.609499
51856.00    -1.560296    -1.579352     3.984961
51856.25    -1.797030    -1.583194     2.851393
51856.50    -1.543108    -1.115273     4.503081
51856.75    -1.519146    -1.743231     4.850274
51857.00    -1.560372    -1.988274     4.435175
51857.25    -1.996218    -1.938469     3.633835
51857.50    -2.035257    -1.596174     5.406262
51857.75    -2.211917    -2.134211     6.003396
51858.00    -2.192005    -2.390619     5.659705
51858.25    -2.462566    -2.124541     4.545720
51858.50    -2.276256    -1.518315     6.235957
51858.75    -2.094108    -1.917184     5.839758
51859.00    -2.023084    -2.043927     4.842803
51859.25    -2.334501    -1.770714     3.611297
51859.50    -2.017376    -1.104009     4.994285
51859.75    -1.925604    -1.577294     4.746995
51860.00    -1.703177    -1.543611     4.210037
51860.25    -1.862185    -1.360093     3.630797
51860.50    -1.453347    -0.654998     5.184267
51860.75    -1.526950    -1.217218     5.466940
51861.00    -1.381653    -1.371961     4.699914
51861.25    -1.655111    -1.133129     3.564800
51861.50    -1.466646    -0.603339     4.922951
51861.75    -1.653886    -1.133415     4.747705
51862.00    -1.589526    -1.351069     4.187077
51862.25    -2.029277    -1.350219     3.407135
51862.50    -1.879325    -0.938372     4.967234
51862.75    -2.157334    -1.569826     5.029038
51863.00    -1.935729    -1.899266     4.352390
51863.25    -2.325383    -1.853372     3.482472
51863.50    -2.198454    -1.331697     5.333810
51863.75    -2.181566    -1.744403     5.242242
51864.00    -1.994819    -1.899812     4.429106
51864.25    -2.392751    -1.809963     3.456856
51864.50    -1.852826    -1.236020     4.756761
51864.75    -1.586209    -1.560037     4.512495
51865.00    -1.274252    -1.725480     3.814197
51865.25    -1.512662    -1.590951     3.281819
51865.50    -1.065084    -0.943786     4.933611
51865.75    -1.281970    -1.368227     5.662411
51866.00    -1.353569    -1.499741     5.545474
51866.25    -2.008779    -1.460302     5.454349
51866.50    -1.985383    -1.051554     7.204136
51866.75    -2.361448    -1.747704     7.467867
51867.00    -2.182366    -1.870402     7.053773
51867.25    -2.494990    -1.642509     6.251650
51867.50    -2.162690    -0.991153     6.870413
51867.75    -2.133209    -1.298472     5.697325
51868.00    -1.977162    -1.214359     4.717401
51868.25    -2.274571    -0.855940     3.190171
51868.50    -2.042746    -0.138695     4.157110
51868.75    -1.942329    -0.448007     3.735820
51869.00    -1.657895    -0.519357     3.080172
51869.25    -1.851274    -0.374495     1.795036
51869.50    -1.530085     0.193788     2.485380
51869.75    -1.360976    -0.316608     1.646976
51870.00    -0.970026    -0.429988     0.861257
51870.25    -1.191375    -0.363651    -0.230551
51870.50    -0.835710     0.108064     0.991933
51870.75    -0.743244    -0.680640     0.812013
51871.00    -0.508483    -0.941732     0.723390
51871.25    -0.796284    -0.913609     0.088437
51871.50    -0.351314    -0.319625     1.869879
51871.75    -0.321379    -0.970734     2.127634
51872.00    -0.249159    -1.195437     1.945312
51872.25    -0.448983    -1.092736     1.066533
51872.50    -0.200027    -0.577907     2.401020
51872.75    -0.407266    -1.049068     2.183461
51873.00    -0.118027    -1.097183     1.043789
51873.25    -0.518733    -1.048412    -0.133719
51873.50    -0.077937    -0.620295     1.394452
51873.75    -0.044604    -1.328181     1.562063
51874.00     0.100821    -1.646068     0.882097
51874.25    -0.347026    -1.610705     0.373531
51874.50    -0.257010    -1.195387     1.029399
51874.75    -0.385614    -1.619649     1.176454
51875.00    -0.227497    -1.846180    -0.221458
51875.25    -0.551933    -1.592211    -0.832768
51875.50    -0.120135    -0.925524     0.385130
51875.75     0.063375    -1.189308     0.554374
51876.00     0.224859    -1.157540     0.411430
51876.25    -0.089174    -0.785721     0.036006
51876.50     0.063277    -0.098663     1.937249
51876.75    -0.205292    -0.503628     2.570947
51877.00    -0.106498    -0.511779     2.017338
51877.25    -0.290837    -0.159403     1.364206
51877.50    -0.213237     0.284492     2.637998
51877.75    -0.349233    -0.247011     2.538147
51878.00    -0.285091    -0.617257     1.004786
51878.25    -0.851872    -0.632077     0.173347
51878.50    -0.795809    -0.263831     1.444636
51878.75    -0.750209    -0.778036     0.860495
51879.00    -0.901047    -1.031316     0.233484
51879.25    -1.202248    -0.738276    -0.351632
51879.50    -0.950902    -0.141523     0.942143
51879.75    -0.882492    -0.770071     1.167683
51880.00    -0.637864    -0.843707     0.472644
51880.25    -0.798322    -0.742605    -0.121812
51880.50    -0.371029     0.054674     1.401094
51880.75    -0.468178    -0.597762     1.686565
51881.00    -0.268669    -0.661756     0.994399
51881.25    -0.688387    -0.511118     0.432415
51881.50    -0.671982     0.157172     2.509220
51881.75    -0.759199    -0.357037     2.251910
51882.00    -0.671255    -0.336630     1.563733
51882.25    -1.076265    -0.110158     0.621237
51882.50    -0.916672     0.316297     2.033219
51882.75    -0.899762    -0.161715     1.859279
51883.00    -0.864240    -0.407250     1.337612
51883.25    -1.135519    -0.235463     0.314464
51883.50    -0.863892     0.054261     1.800413
51883.75    -1.027993    -0.669808     2.174081
51884.00    -0.947589    -1.056124     1.374480
51884.25    -1.107265    -1.025290     0.517410
51884.50    -1.023315    -0.597561     2.363887
51884.75    -1.217272    -1.227647     2.673917
51885.00    -0.893022    -1.455195     1.906489
51885.25    -0.965607    -1.223655     1.175560
51885.50    -0.762817    -0.598801     2.793869
51885.75    -0.832878    -0.920325     2.817344
51886.00    -0.799974    -0.854853     2.162946
51886.25    -1.302645    -0.568579     1.432891
51886.50    -1.354282    -0.000441     2.514264
51886.75    -1.390822    -0.436650     2.495786
51887.00    -1.253896    -0.329962     1.801268
51887.25    -1.434405    -0.112125     0.840453
51887.50    -1.311762     0.366737     2.109626
51887.75    -1.297305    -0.346965     2.201276
51888.00    -0.980427    -0.673332     1.667616
51888.25    -1.346629    -0.622740     1.470615
51888.50    -1.395244    -0.314944     3.061555
51888.75    -1.546822    -0.998062     3.125170
51889.00    -1.537501    -1.259291     3.148941
51889.25    -1.796092    -1.139171     2.928324
51889.50    -1.571754    -0.739398     4.464234
51889.75    -1.538312    -1.178304     4.100015
51890.00    -1.228937    -1.052802     2.956827
51890.25    -1.137986    -0.706842     1.625244
51890.50    -0.698100    -0.123735     2.299549
51890.75    -0.290348    -0.451605     1.721769
51891.00     0.008178    -0.448950     0.971945
51891.25    -0.066362    -0.148559    -0.044114
51891.50     0.223456     0.336370     1.314017
51891.75     0.523225    -0.056270     1.222634
51892.00     0.800656    -0.166442     0.931671
51892.25     0.915559    -0.040930    -0.163467
51892.50     1.195715     0.396752     1.087267
51892.75     1.336425    -0.088883     0.952258
51893.00     1.470105    -0.206876     0.293392
51893.25     1.380135    -0.203281    -1.077306
51893.50     1.578410     0.198280     0.489380
51893.75     1.478163    -0.515144     0.704106
51894.00     1.435547    -0.647188     0.432090
51894.25     0.916631    -0.363307    -0.315687
51894.50     0.825758     0.077249     1.346290
51894.75     0.741881    -0.538898     0.853987
51895.00     0.547560    -0.748929     1.152810
51895.25     0.206594    -0.698310     0.162187
51895.50     0.291500    -0.350358     1.984335
51895.75    -0.004757    -0.948160     1.932889
51896.00    -0.431398    -1.131419     2.168856
51896.25    -0.925212    -0.995500     1.028487
51896.50    -0.857756    -0.279053     2.665217
51896.75    -1.068126    -0.745135     2.509684
51897.00    -1.110581    -0.762053     2.361710
51897.25    -1.443060    -0.716572     1.830256
51897.50    -1.277947    -0.126919     3.516724
51897.75    -1.382453    -0.715554     3.680078
51898.00    -1.275764    -0.787566     3.299907
51898.25    -1.747757    -0.744422     2.495325
51898.50    -1.755770    -0.195585     3.786566
51898.75    -1.885436    -0.760246     3.746437
51899.00    -2.018124    -0.942090     2.805588
51899.25    -2.501550    -0.559983     1.875480
51899.50    -2.366236     0.027890     3.105090
51899.75    -2.420188    -0.480017     2.626098
51900.00    -2.400269    -0.738421     2.032483
51900.25    -2.435236    -0.624049     1.310349
51900.50    -2.047311    -0.094172     2.704659
51900.75    -1.862313    -0.430624     3.420329
51901.00    -1.848917    -0.528315     2.899471
51901.25    -1.927332    -0.324621     1.904976
51901.50    -1.687448     0.287933     3.587378
51901.75    -1.513381    -0.220035     4.181034
51902.00    -1.290120    -0.385220     3.908862
51902.25    -1.385697    -0.307663     3.534005
51902.50    -1.166143     0.196011     4.826075
51902.75    -1.144927    -0.432341     5.351420
51903.00    -0.870701    -0.665058     4.829898
51903.25    -1.120635    -0.597366     4.261407
51903.50    -0.899171     0.072844     5.502045
51903.75    -0.897593    -0.328793     5.634333
51904.00    -0.793540    -0.691039     3.746975
51904.25    -0.799632    -0.524454     2.487729
51904.50    -0.383135    -0.151452     3.204075
51904.75    -0.195229    -0.628438     3.420243
51905.00     0.106878    -0.929236     2.006923
51905.25     0.055584    -0.834992     0.902389
51905.50     0.373400    -0.342694     2.103368
51905.75     0.422638    -0.724018     2.635793
51906.00     0.452461    -0.958346     1.831015
51906.25     0.072188    -0.690177     1.414373
51906.50     0.226199    -0.221933     2.780668
51906.75     0.063663    -0.570313     3.550632
51907.00     0.036727    -0.698171     2.945450
51907.25    -0.319561    -0.498612     2.330182
51907.50    -0.169022     0.058597     3.878245
51907.75    -0.324612    -0.421231     4.767141
51908.00    -0.087883    -0.673876     3.625917
51908.25    -0.275720    -0.532963     2.852429
51908.50    -0.161511    -0.101696     4.165663
51908.75    -0.432958    -0.592297     4.774845
51909.00    -0.347896    -0.786830     4.035577
51909.25    -0.592347    -0.481260     3.012439
51909.50    -0.194924     0.043710     4.320160
51909.75    -0.028674    -0.292358     4.953796
51910.00     0.084039    -0.646029     4.232766
51910.25    -0.383534    -0.430657     4.308143
51910.50    -0.231185     0.108788     5.664080
51910.75    -0.494202    -0.520394     5.152986
51911.00    -0.542818    -0.856608     3.698368
51911.25    -1.085226    -0.647107     2.727589
51911.50    -0.920152    -0.086752     3.283088
51911.75    -1.082449    -0.547996     3.294169
51912.00    -1.183070    -0.969993     2.408814
51912.25    -1.604361    -0.918017     1.532915
51912.50    -1.435451    -0.440247     2.768303
51912.75    -1.197600    -1.001295     2.965302
51913.00    -0.929070    -1.418261     2.074175
51913.25    -1.192171    -1.319738     1.452969
51913.50    -1.023090    -0.945837     2.940740
51913.75    -1.106595    -1.425729     3.275795
51914.00    -1.130379    -1.627197     2.647904
51914.25    -1.382219    -1.607833     1.957846
51914.50    -1.062878    -1.302295     3.384108
51914.75    -1.053449    -1.893375     3.646291
51915.00    -1.108064    -2.224903     3.335831
51915.25    -1.439321    -2.035149     2.569321
51915.50    -1.407127    -1.604840     4.141632
51915.75    -1.655744    -2.038912     4.578326
51916.00    -1.672129    -2.260666     3.856266
51916.25    -1.937216    -1.957159     2.496542
51916.50    -1.612988    -1.356910     3.545815
51916.75    -1.410880    -1.516306     3.680063
51917.00    -1.084777    -1.649241     2.583674
51917.25    -1.061847    -1.387745     1.470850
51917.50    -0.650461    -0.822114     3.020360
51917.75    -0.326399    -1.159976     3.521937
51918.00    -0.016571    -1.211794     2.806425
51918.25    -0.186336    -0.951977     1.927342
51918.50     0.143673    -0.549339     3.095608
51918.75     0.161558    -1.041697     3.761636
51919.00     0.342098    -1.292465     2.649089
51919.25     0.071620    -0.947324     1.952037
51919.50     0.140468    -0.419461     3.310855
51919.75    -0.002454    -0.667145     3.888011
51920.00     0.116270    -0.775980     2.804199
51920.25    -0.254275    -0.485617     2.091768
51920.50    -0.290139     0.033181     3.486589
51920.75    -0.453907    -0.515116     3.968741
51921.00    -0.241675    -0.667496     2.663544
51921.25    -0.719275    -0.577159     1.883626
51921.50    -0.677029    -0.253631     3.096937
51921.75    -0.973960    -0.911647     3.572654
51922.00    -1.091103    -1.236782     2.734642
51922.25    -1.422882    -1.089318     2.500628
51922.50    -1.339099    -0.705380     4.095691
51922.75    -1.294035    -0.976145     4.980523
51923.00    -1.243882    -1.218659     4.085803
51923.25    -1.482133    -0.844888     3.536350
51923.50    -1.467058    -0.318905     4.742650
51923.75    -1.588905    -0.506166     5.033679
51924.00    -1.350756    -0.748449     3.584344
51924.25    -1.316861    -0.490586     2.577720
51924.50    -0.721349     0.083327     3.529633
51924.75    -0.377577    -0.453625     3.455575
51925.00    -0.119996    -0.621080     2.421429
51925.25    -0.239289    -0.350848     1.444495
51925.50     0.154768     0.148625     2.383829
51925.75     0.110237    -0.327841     2.626542
51926.00     0.132912    -0.672338     1.172217
51926.25    -0.336102    -0.445174     0.455664
51926.50    -0.109667     0.276184     1.236425
51926.75    -0.220540    -0.140937     1.867249
51927.00    -0.279192    -0.438805     0.835360
51927.25    -0.586581    -0.390128     0.323380
51927.50    -0.414276     0.118433     1.528272
51927.75    -0.343625    -0.425926     2.613254
51928.00     0.102220    -0.684299     1.255659
51928.25     0.055227    -0.442833     0.487516
51928.50     0.326102     0.185631     1.435856
51928.75     0.698352    -0.162028     1.355789
51929.00     0.817766    -0.298056     0.037386
51929.25     0.432607    -0.079093    -0.646375
51929.50     0.455022     0.745472     0.482143
51929.75     0.245409     0.267171     1.048397
51930.00     0.093912     0.002923     0.129170
51930.25    -0.312087     0.188103    -0.487672
51930.50    -0.321976     0.831583     0.789589
51930.75    -0.292008     0.500782     1.759566
51931.00    -0.302064     0.122402     0.401471
51931.25    -0.658440     0.064834    -0.183795
51931.50    -0.506606     0.587206     1.054039
51931.75    -0.521670     0.095577     2.249650
51932.00    -0.413497    -0.130113     1.196194
51932.25    -0.856452    -0.128574     0.743091
51932.50    -0.819496     0.246481     1.574900
51932.75    -0.706591    -0.271934     2.452172
51933.00    -0.659386    -0.705059     1.342147
51933.25    -0.977405    -0.581829     0.565123
51933.50    -0.847365     0.179839     1.242550
51933.75    -0.774090    -0.114649     0.869972
51934.00    -0.681876    -0.480171    -0.621757
51934.25    -0.838131    -0.406476    -1.154183
51934.50    -0.602241     0.204610     0.036266
51934.75    -0.588893    -0.285365     0.889121
51935.00    -0.199356    -0.591890    -0.531571
51935.25    -0.454846    -0.667345    -0.852098
51935.50    -0.333631    -0.197141     0.324631
51935.75    -0.168835    -0.798989     0.968833
51936.00     0.255708    -1.221072    -0.057008
51936.25     0.054488    -1.169698    -0.671732
51936.50     0.356016    -0.573146     0.663485
51936.75     0.548768    -0.874000     1.205109
51937.00     0.899985    -1.254712     0.301590
51937.25     0.622481    -1.113651     0.087147
51937.50     0.828809    -0.344896     1.829819
51937.75     0.866343    -0.650312     2.672863
51938.00     0.798185    -1.045474     1.950379
51938.25     0.446390    -1.085296     1.377438
51938.50     0.423764    -0.682188     2.682350
51938.75     0.368084    -1.456235     3.374278
51939.00     0.221318    -1.943817     2.592300
51939.25    -0.357564    -1.930069     2.278004
51939.50    -0.649319    -1.457662     3.632672
51939.75    -0.820303    -1.905614     4.340460
51940.00    -0.936758    -1.961146     3.704273
51940.25    -1.355543    -1.482931     2.979687
51940.50    -1.113871    -0.473348     4.135401
51940.75    -0.942448    -0.610467     4.427616
51941.00    -0.806438    -0.705530     3.643157
51941.25    -0.953434    -0.604770     2.996811
51941.50    -0.616315     0.078712     4.422256
51941.75    -0.484018    -0.395599     5.557208
51942.00    -0.475434    -0.608989     4.917812
51942.25    -0.835948    -0.573943     4.371716
51942.50    -0.679944    -0.070844     5.800051
51942.75    -0.581632    -0.827372     5.862501
51943.00    -0.469184    -1.170928     5.059887
51943.25    -0.876558    -1.050781     4.375754
51943.50    -0.695091    -0.256393     5.070489
51943.75    -0.894766    -0.682281     4.680488
51944.00    -0.905590    -0.659559     3.331827
51944.25    -1.450344    -0.427119     2.213831
51944.50    -1.074141     0.551448     2.641450
51944.75    -1.106799     0.121065     2.770499
51945.00    -1.144367    -0.250083     1.720081
51945.25    -1.516282    -0.481082     0.983037
51945.50    -1.253662     0.140875     1.911081
51945.75    -1.306361    -0.312724     2.493349
51946.00    -1.454365    -0.878633     1.731006
51946.25    -1.834320    -0.774235     0.934353
51946.50    -1.824082    -0.429280     2.108972
51946.75    -1.778802    -0.986495     2.921943
51947.00    -1.553509    -1.363692     1.979038
51947.25    -1.940878    -1.209238     2.000270
51947.50    -1.709481    -0.506977     3.327973
51947.75    -1.628815    -0.829573     4.380584
51948.00    -1.647369    -1.109055     3.404927
51948.25    -2.077966    -1.124348     3.324050
51948.50    -1.894985    -0.455620     4.269078
51948.75    -1.829374    -0.814438     4.807269
51949.00    -1.926563    -1.275555     2.977030
51949.25    -2.240622    -1.257561     2.508969
51949.50    -2.138977    -0.823810     3.059953
51949.75    -1.994934    -1.432438     3.053213
51950.00    -2.040638    -1.900784     1.483447
51950.25    -2.500658    -1.724836     0.596050
51950.50    -2.536548    -1.098641     1.208126
51950.75    -2.481619    -1.516000     1.441266
51951.00    -2.607856    -1.634698     0.882925
51951.25    -3.080167    -1.518737     0.595755
51951.50    -2.814321    -0.537337     1.796221
51951.75    -2.681950    -1.019639     1.969807
51952.00    -2.520378    -1.183203     1.420015
51952.25    -2.447081    -0.963567     0.859366
51952.50    -1.861425    -0.088775     1.774311
51952.75    -1.536593    -0.390812     2.710849
51953.00    -1.165397    -0.580520     1.260456
51953.25    -1.198456    -0.421514     0.869991
51953.50    -0.808032     0.171081     2.104548
51953.75    -0.435647    -0.259856     3.208569
51954.00    -0.114257    -0.549041     2.072527
51954.25    -0.344843    -0.403757     1.731780
51954.50     0.037627     0.046016     2.301132
51954.75     0.316204    -0.458529     2.540862
51955.00     0.508733    -0.803999     0.929568
51955.25     0.234304    -0.746038     0.284378
51955.50     0.569026     0.149589     0.733447
51955.75     0.629991    -0.129093     1.108441
51956.00     0.673074    -0.238972     0.079173
51956.25     0.241828     0.100505    -0.710030
51956.50     0.540638     1.026280     0.163081
51956.75     0.557271     0.758192     1.154325
51957.00     0.581276     0.671979     0.372438
51957.25     0.249056     0.911955    -0.191361
51957.50     0.582389     1.596064     0.642498
51957.75     0.736324     1.084779     1.618721
51958.00     0.819123     0.814970     1.056385
51958.25     0.334402     0.849253     0.724150
51958.50     0.543607     1.403251     1.597506
51958.75     0.416953     0.689087     2.201034
51959.00     0.350126     0.215749     1.971744
51959.25    -0.029708     0.253521     1.892330
51959.50     0.503288     0.882779     2.220491
51959.75     0.638498     0.395431     1.959996
51960.00     0.701144     0.258301     0.871069
51960.25     0.115630     0.536352     0.111617
51960.50     0.511222     1.410971     0.430121
51960.75     0.733073     1.240110     0.728622
51961.00     0.855249     1.098772    -0.198419
51961.25     0.581450     1.287794    -1.167068
51961.50     1.076341     2.059537    -0.240748
51961.75     1.166797     1.504351     0.345995
51962.00     1.242541     1.221264    -0.132071
51962.25     0.876958     1.190436    -0.416049
51962.50     1.027237     1.628439     0.585272
51962.75     0.904745     0.909411     1.763025
51963.00     0.873813     0.425941     1.358860
51963.25     0.486465     0.407042     1.025224
51963.50     0.697258     0.976150     1.560458
51963.75     0.696243     0.480437     1.827104
51964.00     0.731942     0.116049     0.432459
51964.25     0.180078     0.205684    -0.191832
51964.50     0.286987     0.770339     0.522765
51964.75     0.437616     0.572718     0.985208
51965.00     0.433527     0.292036     0.210814
51965.25     0.031036     0.515121    -0.055433
51965.50     0.388489     1.072074     0.316973
51965.75     0.357834     0.535011     1.111123
51966.00     0.397882     0.175496     0.625846
51966.25     0.108841     0.396840     0.552775
51966.50     0.296429     1.020176     1.090362
51966.75     0.103348     0.515687     2.198771
51967.00     0.269641     0.184740     1.500554
51967.25    -0.004517     0.308725     1.275271
51967.50     0.267066     0.813209     1.772760
51967.75     0.452493     0.133415     2.040475
51968.00     0.590916    -0.340724     0.973409
51968.25     0.033357    -0.407433     0.819112
51968.50     0.167310    -0.142031     1.404350
51968.75     0.168920    -0.793466     2.271289
51969.00     0.073149    -1.435187     1.667546
51969.25    -0.462978    -1.483351     1.631848
51969.50    -0.235044    -1.129106     2.235720
51969.75    -0.158718    -1.781991     2.581955
51970.00    -0.127808    -2.140144     1.776963
51970.25    -0.659030    -2.157925     1.237159
51970.50    -0.183933    -1.469268     1.888180
51970.75    -0.159745    -1.956307     2.528326
51971.00    -0.046099    -2.045462     1.697903
51971.25    -0.489396    -1.827217     1.161460
51971.50    -0.366240    -0.941072     2.139623
