-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
MATH        49718.000    1995     1     1     0
MATH        52274.750    2001    12    31    18
MATH     -2443215.352 -4706037.477  3533477.600
51636.75     1.143351    -0.197280    -2.075656
51637.00     1.053614    -0.160840    -1.398408
51637.25     0.901737    -0.015911    -2.565668
51637.50     1.379579    -0.229743    -2.620305
51637.75     1.325948     0.272627    -4.122409
51638.00     1.077299     0.282055    -2.928860
51638.25     0.830544     0.351730    -3.257781
51638.50     0.980866     0.078208    -2.582692
51638.75     0.687873     0.418885    -3.382894
51639.00     0.451747     0.147945    -1.292487
51639.25     0.135082    -0.004554    -1.056088
51639.50     0.301732    -0.396023    -0.364070
51639.75     0.074493    -0.098336    -1.301934
51640.00    -0.155795    -0.201945    -0.104736
51640.25    -0.705189    -0.157193    -0.926411
51640.50    -0.593569    -0.396379    -0.920944
51640.75    -0.735352    -0.008238    -2.210033
51641.00    -0.912368    -0.107691    -1.386651
51641.25    -1.160342    -0.063931    -2.681842
51641.50    -0.790841    -0.346302    -2.919469
51641.75    -0.877782     0.108724    -4.623038
51642.00    -1.011926     0.088665    -3.664923
51642.25    -1.185917     0.146408    -4.173496
51642.50    -0.970752    -0.180018    -3.822599
51642.75    -1.237047     0.156208    -4.649909
51643.00    -1.279949    -0.082977    -2.721746
51643.25    -1.476421    -0.150449    -2.877001
51643.50    -1.178966    -0.493675    -2.457277
51643.75    -1.087566    -0.184744    -3.257624
51644.00    -0.901698    -0.401130    -1.777830
51644.25    -1.026729    -0.440211    -2.220434
51644.50    -0.500606    -0.841673    -1.999644
51644.75    -0.283994    -0.552130    -2.941066
51645.00    -0.345118    -0.624791    -2.208319
51645.25    -0.477168    -0.533294    -3.165622
51645.50    -0.075707    -0.840565    -3.152088
51645.75    -0.031979    -0.366438    -4.454325
51646.00    -0.075278    -0.356285    -3.249899
51646.25    -0.233493    -0.252798    -3.855832
51646.50     0.012835    -0.491835    -3.910721
51646.75    -0.046407    -0.083957    -5.100810
51647.00    -0.020380    -0.247625    -3.459075
51647.25    -0.152065    -0.253644    -3.575244
51647.50     0.200760    -0.577986    -2.970055
51647.75     0.274666    -0.230533    -3.261369
51648.00     0.235305    -0.447369    -1.211046
51648.25    -0.143676    -0.390841    -1.295472
51648.50     0.160730    -0.759892     0.075665
51648.75     0.075544    -0.334613    -0.557779
51649.00     0.106880    -0.418038     0.698051
51649.25    -0.027160    -0.395212     0.182199
51649.50     0.453574    -0.776858     0.492559
51649.75     0.302710    -0.310859    -0.818739
51650.00     0.231273    -0.417068     0.346139
51650.25     0.086604    -0.325366    -0.231183
51650.50     0.443378    -0.598154    -0.241376
51650.75     0.456605    -0.159138    -1.534874
51651.00     0.528725    -0.207156    -0.284072
51651.25     0.281943    -0.150200    -0.668727
51651.50     0.492157    -0.385422     0.007888
51651.75     0.415295     0.023066    -0.645062
51652.00     0.362401    -0.127927     0.774677
51652.25     0.047224    -0.107450     0.336698
51652.50     0.176112    -0.330666     0.637093
51652.75     0.221072     0.119402    -0.888221
51653.00     0.341621    -0.091552     0.066954
51653.25     0.168339    -0.118102    -0.575629
51653.50     0.551370    -0.479361    -0.235693
51653.75     0.610422    -0.117132    -1.488229
51654.00     0.696411    -0.213584    -0.670570
51654.25     0.605431    -0.188310    -1.153373
51654.50     0.973136    -0.503497    -0.846330
51654.75     0.939844    -0.157687    -1.567544
51655.00     0.861864    -0.217644    -0.132821
51655.25     0.776674    -0.158742    -0.038712
51655.50     1.140642    -0.429028     0.743585
51655.75     1.170851    -0.108270     0.308455
51656.00     1.173440    -0.267083     1.605909
51656.25     0.984632    -0.242962     1.422557
51656.50     1.415537    -0.529524     1.664931
51656.75     1.451362    -0.225148     0.451849
51657.00     1.369953    -0.398265     1.466539
51657.25     0.997139    -0.448807     0.745740
51657.50     1.213624    -0.805287     0.741843
51657.75     1.124640    -0.496337    -0.416242
51658.00     1.013217    -0.586723     0.555336
51658.25     0.802018    -0.591883    -0.135347
51658.50     1.126997    -0.832450    -0.285842
51658.75     1.085293    -0.364495    -1.763543
51659.00     1.028029    -0.421160    -0.667716
51659.25     0.779199    -0.310128    -1.414517
51659.50     1.057713    -0.597765    -1.230068
51659.75     1.148173    -0.245298    -2.266753
51660.00     1.158321    -0.411192    -0.954414
51660.25     1.091138    -0.425399    -1.289149
51660.50     1.512099    -0.732795    -1.174320
51660.75     1.515741    -0.333096    -2.274564
51661.00     1.430899    -0.501884    -0.948156
51661.25     0.995475    -0.476627    -1.109036
51661.50     1.118141    -0.743110    -0.581612
51661.75     0.827838    -0.359415    -1.115885
51662.00     0.581833    -0.520832     0.182299
51662.25     0.154064    -0.533845     0.053792
51662.50     0.265217    -0.865302     0.399929
51662.75    -0.049336    -0.523657    -0.388131
51663.00    -0.135969    -0.685487     0.834058
51663.25    -0.345409    -0.655872     0.022720
51663.50    -0.028328    -0.894299    -0.387390
51663.75    -0.087299    -0.417116    -1.997343
51664.00    -0.110491    -0.401341    -1.332046
51664.25    -0.325702    -0.247987    -2.238059
51664.50    -0.021619    -0.486710    -2.124365
51664.75    -0.170538     0.001276    -3.299610
51665.00    -0.253823    -0.078913    -1.927351
51665.25    -0.462254    -0.036272    -1.944810
51665.50    -0.127788    -0.300437    -1.735728
51665.75    -0.193448     0.072563    -2.463450
51666.00    -0.196421    -0.067405    -0.759738
51666.25    -0.388145    -0.045589    -0.765205
51666.50    -0.030076    -0.372790    -0.109787
51666.75    -0.045389    -0.054501    -0.838996
51667.00     0.022246    -0.217415     0.504689
51667.25    -0.223007    -0.170041     0.262890
51667.50     0.114252    -0.471258     0.816953
51667.75     0.213997    -0.147152    -0.119102
51668.00     0.223390    -0.242826     1.023606
51668.25     0.054896    -0.193326     0.419355
51668.50     0.477257    -0.480297     0.797630
51668.75     0.507661    -0.041836    -0.181740
51669.00     0.528949    -0.164111     1.107934
51669.25     0.361150    -0.127156     0.670434
51669.50     0.691721    -0.399502     0.817372
51669.75     0.644399    -0.022968    -0.166164
51670.00     0.536900    -0.112785     0.767752
51670.25     0.151963    -0.086459     0.131505
51670.50     0.344369    -0.387791     0.170834
51670.75     0.229677    -0.009294    -0.902763
51671.00     0.116454    -0.105802    -0.098019
51671.25    -0.250226    -0.072396    -0.672203
51671.50    -0.010029    -0.403742    -0.452048
51671.75    -0.048986    -0.118440    -1.440510
51672.00    -0.132278    -0.290285    -0.354657
51672.25    -0.511884    -0.328499    -0.502900
51672.50    -0.216730    -0.694405    -0.116609
51672.75    -0.183642    -0.401333    -0.960151
51673.00    -0.166710    -0.507256    -0.042697
51673.25    -0.331318    -0.504849    -0.485774
51673.50    -0.080508    -0.798783     0.094410
51673.75    -0.237607    -0.497539    -0.231690
51674.00    -0.429870    -0.656327     1.291393
51674.25    -0.783513    -0.717854     1.186452
51674.50    -0.661714    -1.118161     1.898037
51674.75    -0.805554    -0.845828     1.268623
51675.00    -0.815372    -1.054731     2.372745
51675.25    -0.805987    -1.017768     1.381617
51675.50    -0.323734    -1.288414     1.108667
51675.75    -0.232608    -0.864536    -0.534951
51676.00    -0.202501    -0.874379    -0.072816
51676.25    -0.443423    -0.729077    -1.234096
51676.50    -0.183581    -0.938290    -1.624292
51676.75    -0.397758    -0.479977    -3.007531
51677.00    -0.620524    -0.510276    -1.989763
51677.25    -0.904583    -0.410935    -2.473364
51677.50    -0.683623    -0.633649    -2.126767
51677.75    -0.968196    -0.175363    -3.006417
51678.00    -1.172217    -0.248929    -1.584129
51678.25    -1.467429    -0.167751    -1.852255
51678.50    -1.236465    -0.361278    -1.699582
51678.75    -1.418839     0.078456    -2.757653
51679.00    -1.422653    -0.012860    -1.612921
51679.25    -1.635409     0.063209    -1.840197
51679.50    -1.318845    -0.230236    -1.246837
51679.75    -1.330757     0.123236    -1.924719
51680.00    -1.297203    -0.060061    -0.336059
51680.25    -1.400634    -0.160489    -0.466267
51680.50    -0.916348    -0.557688    -0.168932
51680.75    -0.917152    -0.303790    -0.828559
51681.00    -0.787655    -0.524602     0.139096
51681.25    -0.819832    -0.595732    -0.358771
51681.50    -0.296402    -0.963871    -0.213925
51681.75    -0.215368    -0.629551    -1.107485
51682.00    -0.075916    -0.791307    -0.053220
51682.25    -0.146793    -0.649615    -1.254138
51682.50     0.317493    -0.928952    -1.170125
51682.75     0.488852    -0.463435    -2.524153
51683.00     0.566190    -0.561329    -1.533900
51683.25     0.555572    -0.470225    -2.330704
51683.50     1.104720    -0.785527    -1.870725
51683.75     1.337981    -0.476889    -2.605642
51684.00     1.397815    -0.618210    -1.040506
51684.25     1.357163    -0.599265    -1.308263
51684.50     1.746735    -0.880144    -0.711375
51684.75     1.692444    -0.499057    -1.498138
51685.00     1.600229    -0.581256     0.116086
51685.25     1.466746    -0.556901    -0.305476
51685.50     1.798517    -0.771031    -0.074291
51685.75     1.680609    -0.415438    -0.833914
51686.00     1.499432    -0.507312     0.719553
51686.25     1.089874    -0.461480     0.507798
51686.50     1.286965    -0.733027     1.111568
51686.75     1.095323    -0.468836     0.219355
51687.00     0.887638    -0.650802     1.609901
51687.25     0.655704    -0.740687     1.655391
51687.50     1.057926    -0.995772     1.975842
51687.75     1.051910    -0.707412     0.917266
51688.00     0.947828    -0.870861     1.873241
51688.25     0.861795    -0.891772     1.511289
51688.50     1.106435    -1.150834     1.846428
51688.75     0.891560    -0.777407     0.823205
51689.00     0.684470    -0.865214     2.028367
51689.25     0.432891    -0.797882     1.415339
51689.50     0.503967    -1.004440     1.543981
51689.75     0.425358    -0.721622     0.968541
51690.00     0.500751    -0.864880     2.228649
51690.25     0.646467    -0.900101     2.101191
51690.50     1.300622    -1.207196     2.480413
51690.75     1.595883    -0.896904     1.880287
51691.00     1.798953    -0.962571     2.688835
51691.25     1.803836    -0.827436     1.801578
51691.50     2.281820    -0.971814     1.460296
51691.75     2.332002    -0.523346     0.282663
51692.00     2.349733    -0.566521     1.243903
51692.25     2.280202    -0.521103     0.681680
51692.50     2.799581    -0.855737     0.948119
51692.75     2.773846    -0.506968    -0.013742
51693.00     2.679865    -0.654458     1.345665
51693.25     2.424865    -0.644427     1.150368
51693.50     2.648626    -0.914256     1.543863
51693.75     2.571924    -0.608706     0.795369
51694.00     2.382157    -0.798089     2.069302
51694.25     2.061257    -0.809732     1.678908
51694.50     2.265721    -1.116008     2.115526
51694.75     2.250225    -0.827006     1.122553
51695.00     2.021723    -0.916697     1.857936
51695.25     1.794074    -0.874588     1.351356
51695.50     2.003435    -1.184737     1.609831
51695.75     1.823142    -0.801965     0.318785
51696.00     1.507741    -0.877751     1.152976
51696.25     1.088891    -0.803454     0.582707
51696.50     1.201171    -0.974827     0.393213
51696.75     0.916928    -0.510514    -0.893973
51697.00     0.816648    -0.501679    -0.230575
51697.25     0.594334    -0.329477    -1.151090
51697.50     0.942436    -0.482366    -1.572254
51697.75     1.064487    -0.114883    -2.751040
51698.00     1.117654    -0.183383    -1.819537
51698.25     0.978994    -0.208540    -2.110952
51698.50     1.306518    -0.483396    -2.018801
51698.75     1.346134    -0.222419    -2.741528
51699.00     1.167597    -0.301387    -1.562833
51699.25     1.002397    -0.315658    -1.833338
51699.50     1.266422    -0.565950    -1.357260
51699.75     1.183540    -0.220526    -2.195295
51700.00     1.004814    -0.265524    -0.945634
51700.25     0.992686    -0.339929    -0.772305
51700.50     1.377471    -0.570466    -0.739769
51700.75     1.421939    -0.326953    -1.503502
51701.00     1.590067    -0.529107     0.006444
51701.25     1.661939    -0.661953    -0.048962
51701.50     1.861608    -0.894653    -0.168640
51701.75     1.859658    -0.604462    -0.855697
51702.00     1.812944    -0.732106     0.327129
51702.25     1.578429    -0.715780    -0.046670
51702.50     1.865308    -0.928303     0.162516
51702.75     1.940314    -0.635939    -0.054884
51703.00     1.807387    -0.743865     1.500076
51703.25     1.640970    -0.768941     1.754458
51703.50     2.032747    -1.015269     2.342642
51703.75     2.018206    -0.681788     1.778354
51704.00     1.922487    -0.788741     3.035181
51704.25     1.816939    -0.755563     2.806640
51704.50     2.020670    -0.936635     2.799139
51704.75     1.888757    -0.568517     1.567269
51705.00     1.719719    -0.666409     2.556596
51705.25     1.463452    -0.597990     1.895046
51705.50     1.610743    -0.791151     1.859050
51705.75     1.461655    -0.401782     0.797201
51706.00     1.256615    -0.431460     1.508455
51706.25     0.863101    -0.305943     0.655078
51706.50     1.088235    -0.474924     0.438519
51706.75     0.979007    -0.029526    -0.940356
51707.00     0.832085    -0.111525    -0.191843
51707.25     0.531390    -0.063985    -0.694800
51707.50     0.849427    -0.311697    -0.389858
51707.75     0.877720     0.057373    -1.392541
51708.00     0.939269    -0.112025    -0.328914
51708.25     0.933452    -0.224773    -0.274156
51708.50     1.338835    -0.572035    -0.082748
51708.75     1.379522    -0.237877    -1.121415
51709.00     1.387775    -0.384044    -0.025736
51709.25     1.308318    -0.390149    -0.477754
51709.50     1.641220    -0.670928    -0.305290
51709.75     1.632455    -0.314238    -1.328363
51710.00     1.503037    -0.425603    -0.098914
51710.25     1.383704    -0.500478    -0.396044
51710.50     1.620268    -0.855278     0.138167
51710.75     1.432038    -0.615151    -0.300929
51711.00     1.155602    -0.788859     1.392186
51711.25     0.904210    -0.823767     1.396962
51711.50     1.017841    -1.057073     1.664020
51711.75     0.840774    -0.652426     0.977757
51712.00     0.598033    -0.697855     2.328046
51712.25     0.321198    -0.565139     1.685438
51712.50     0.527553    -0.696591     1.493324
51712.75     0.392427    -0.315453     0.494420
51713.00     0.013532    -0.411728     1.544638
51713.25    -0.302977    -0.375707     0.944529
51713.50    -0.050550    -0.653607     1.081913
51713.75    -0.069951    -0.381459     0.155375
51714.00    -0.192971    -0.522890     1.188872
51714.25    -0.156856    -0.574754     0.957021
51714.50     0.275559    -0.949236     1.317598
51714.75     0.495633    -0.687628     0.319902
51715.00     0.534460    -0.830569     1.512850
51715.25     0.564393    -0.828471     1.146673
51715.50     0.957315    -1.016014     1.280964
51715.75     1.148049    -0.653073     0.473250
51716.00     1.125351    -0.703735     1.479193
51716.25     0.902709    -0.663676     1.146682
51716.50     1.202921    -0.830539     1.458860
51716.75     1.246766    -0.499527     0.569290
51717.00     0.973293    -0.576874     1.600721
51717.25     0.757747    -0.551789     0.879177
51717.50     1.080054    -0.824213     1.125422
51717.75     1.070523    -0.487511    -0.104305
51718.00     0.976555    -0.587880     0.984047
51718.25     0.915784    -0.596168     0.554022
51718.50     1.265693    -0.859736     0.558238
51718.75     1.251456    -0.510236    -0.739320
51719.00     1.196500    -0.590048     0.040793
51719.25     1.046195    -0.579060    -0.647275
51719.50     1.410949    -0.836174    -0.785674
51719.75     1.550318    -0.599660    -1.668739
51720.00     1.538694    -0.772465    -0.526060
51720.25     1.460398    -0.780831    -0.990541
51720.50     1.748673    -1.035485    -0.863604
51720.75     1.678219    -0.711390    -1.909658
51721.00     1.384844    -0.793870    -0.767120
51721.25     1.172949    -0.859752    -0.678118
51721.50     1.332507    -1.126889    -0.512981
51721.75     1.132435    -0.776716    -1.234282
51722.00     0.990718    -0.872169    -0.031855
51722.25     0.865423    -0.762286    -0.524889
51722.50     1.085465    -0.941417    -0.613685
51722.75     1.013233    -0.567145    -1.533583
51723.00     0.854763    -0.644913    -0.437544
51723.25     0.607601    -0.567628    -1.008126
51723.50     0.806664    -0.750322    -1.006674
51723.75     0.759092    -0.375279    -1.885382
51724.00     0.555951    -0.456233    -0.504716
51724.25     0.307900    -0.312566    -1.259612
51724.50     0.511251    -0.583201    -0.914847
51724.75     0.415368    -0.281502    -1.482004
51725.00     0.168764    -0.433895    -0.068486
51725.25    -0.028618    -0.382457    -0.460674
51725.50     0.177196    -0.657316    -0.277999
51725.75     0.114379    -0.367085    -1.105321
51726.00     0.064687    -0.492563    -0.086573
51726.25    -0.206045    -0.462441    -0.612575
51726.50    -0.012195    -0.733408    -0.634900
51726.75    -0.080057    -0.427848    -1.532217
51727.00    -0.146398    -0.583146    -0.380386
51727.25    -0.261715    -0.659435    -0.600727
51727.50     0.014605    -0.961621    -0.354123
51727.75     0.069678    -0.736273    -1.009995
51728.00    -0.072673    -0.879814     0.293891
51728.25    -0.165334    -0.955235    -0.142067
51728.50     0.046309    -1.193824     0.017530
51728.75     0.072746    -0.892911    -1.045368
51729.00     0.039714    -0.985686    -0.018328
51729.25    -0.014645    -0.977656    -0.334411
51729.50     0.332571    -1.098605    -0.369502
51729.75     0.440419    -0.721941    -1.057983
51730.00     0.411320    -0.726416     0.080372
51730.25     0.298869    -0.679950    -0.124729
51730.50     0.611838    -0.854144     0.097380
51730.75     0.598105    -0.504045    -0.497928
51731.00     0.473412    -0.558185     0.716901
51731.25     0.466473    -0.605892     0.543240
51731.50     0.865387    -0.833648     0.440499
51731.75     0.944251    -0.610464    -0.476450
51732.00     0.891910    -0.781475     0.496036
51732.25     0.873541    -0.897365     0.317367
51732.50     1.106864    -1.166585     0.235012
51732.75     1.162712    -0.905210    -0.753428
51733.00     1.129646    -1.010069     0.237717
51733.25     1.101333    -1.033935    -0.284078
51733.50     1.334480    -1.245385    -0.477371
51733.75     1.401280    -1.024594    -1.148823
51734.00     1.403772    -1.124915     0.005085
51734.25     1.463020    -1.122506    -0.310566
51734.50     1.884169    -1.353209    -0.056439
51734.75     2.039535    -1.016796    -0.798709
51735.00     2.101202    -1.080070     0.368363
51735.25     2.101970    -1.107821     0.229476
51735.50     2.317875    -1.322457     0.083861
51735.75     2.278347    -1.028361    -0.856768
51736.00     2.197413    -1.169183     0.404354
51736.25     2.061613    -1.182988     0.131224
51736.50     2.215289    -1.362338     0.151373
51736.75     2.014771    -1.006520    -0.874707
51737.00     1.745188    -1.187931     0.326115
51737.25     1.381493    -1.238218    -0.170157
51737.50     1.499386    -1.448832    -0.297944
51737.75     1.420998    -1.149903    -1.165981
51738.00     1.321021    -1.293754    -0.222291
51738.25     1.128776    -1.285824    -0.826558
51738.50     1.444522    -1.520026    -0.850290
51738.75     1.546601    -1.143508    -1.747319
51739.00     1.578607    -1.218449    -0.735897
51739.25     1.662252    -1.128957    -1.214574
51739.50     2.103490    -1.307027    -0.946780
51739.75     2.341277    -0.965665    -1.652027
51740.00     2.302378    -1.048408    -0.312615
51740.25     2.199477    -0.946383    -0.793558
51740.50     2.483521    -1.106386    -0.384984
51740.75     2.533612    -0.843476    -0.952476
51741.00     2.329441    -0.913287     0.470869
51741.25     2.063927    -0.853154     0.127549
51741.50     2.188621    -1.015061     0.590067
51741.75     1.987149    -0.605270    -0.536956
51742.00     1.668484    -0.646370     0.367066
51742.25     1.362803    -0.636097    -0.179045
51742.50     1.587343    -0.893083    -0.302022
51742.75     1.400276    -0.563607    -1.576858
51743.00     1.292447    -0.702138    -0.757253
51743.25     1.343253    -0.826517    -0.936139
51743.50     1.803610    -1.133701    -0.838218
51743.75     1.842881    -0.879038    -1.732105
51744.00     1.959845    -1.030341    -0.517294
51744.25     1.952773    -1.033507    -0.609919
51744.50     2.226146    -1.213878    -0.456581
51744.75     2.159860    -0.884253    -1.220695
51745.00     1.873284    -0.866256    -0.222166
51745.25     1.582831    -0.770281    -0.516313
51745.50     1.658405    -0.832530    -0.258931
51745.75     1.484524    -0.385985    -1.032952
51746.00     1.135870    -0.357456     0.122361
51746.25     0.906858    -0.335913    -0.171348
51746.50     1.065772    -0.500302    -0.061534
51746.75     0.900182    -0.167039    -1.112359
51747.00     0.647412    -0.298352    -0.128906
51747.25     0.448774    -0.370173    -0.429798
51747.50     0.659289    -0.619592    -0.499244
51747.75     0.667356    -0.342740    -1.587048
51748.00     0.698268    -0.553927    -0.467736
51748.25     0.704358    -0.615282    -0.882887
51748.50     1.128692    -0.881570    -0.817760
51748.75     1.300823    -0.612465    -1.565966
51749.00     1.259891    -0.780914    -0.474368
51749.25     1.109432    -0.733538    -1.046394
51749.50     1.455153    -0.981585    -0.798113
51749.75     1.414379    -0.620917    -1.459400
51750.00     1.192197    -0.734976    -0.130201
51750.25     0.981849    -0.756450    -0.166259
51750.50     1.275121    -1.048346     0.406683
51750.75     1.022831    -0.670548    -0.461062
51751.00     0.868189    -0.740652     1.043862
51751.25     0.638648    -0.675397     0.601529
51751.50     0.762697    -0.880577     0.535761
51751.75     0.638050    -0.500112    -0.727206
51752.00     0.559233    -0.628995     0.481571
51752.25     0.332510    -0.608256    -0.026489
51752.50     0.586494    -0.871945    -0.043252
51752.75     0.629458    -0.519492    -1.197779
51753.00     0.604516    -0.565346    -0.452042
51753.25     0.457935    -0.571103    -0.829437
51753.50     0.832600    -0.835827    -0.669792
51753.75     0.895533    -0.508896    -1.616399
51754.00     0.758301    -0.596624    -0.534172
51754.25     0.637298    -0.586703    -0.746522
51754.50     0.928494    -0.797612    -0.323527
51754.75     0.819043    -0.396232    -1.276592
51755.00     0.687053    -0.475705    -0.121164
51755.25     0.547448    -0.450113    -0.369912
51755.50     0.778431    -0.685012    -0.177997
51755.75     0.679823    -0.353004    -1.097911
51756.00     0.644793    -0.503497     0.223316
51756.25     0.558949    -0.517792    -0.206129
51756.50     0.881986    -0.743196    -0.320602
51756.75     0.933094    -0.401774    -1.542596
51757.00     0.803619    -0.502670    -0.392915
51757.25     0.809834    -0.504582    -0.985852
51757.50     1.275265    -0.761837    -0.909592
51757.75     1.240810    -0.455500    -1.705159
51758.00     1.167614    -0.602238    -0.402573
51758.25     1.179434    -0.640292    -0.457670
51758.50     1.522562    -0.858986    -0.192452
51758.75     1.518272    -0.578365    -0.583999
51759.00     1.530406    -0.677684     0.679078
51759.25     1.447445    -0.678170     0.398304
51759.50     1.685881    -0.915608     0.504984
51759.75     1.641526    -0.608662    -0.250563
51760.00     1.366593    -0.650303     0.964137
51760.25     1.097400    -0.528730     0.081180
51760.50     1.282026    -0.647946    -0.182053
51760.75     1.206266    -0.303260    -1.295351
51761.00     1.054762    -0.394348    -0.239571
51761.25     0.844656    -0.385082    -0.552751
51761.50     1.094107    -0.577450    -0.434396
51761.75     0.912011    -0.239527    -1.089946
51762.00     0.819263    -0.405586     0.318978
51762.25     0.777627    -0.426920     0.213160
51762.50     0.985813    -0.683461     0.566473
51762.75     0.963606    -0.337919    -0.291806
51763.00     0.865752    -0.448521     1.088951
51763.25     0.746138    -0.398961     0.402219
51763.50     1.068097    -0.681047     0.414629
51763.75     0.985729    -0.292908    -0.586438
51764.00     0.767150    -0.367720     0.425331
51764.25     0.596516    -0.274157    -0.144703
51764.50     0.901071    -0.557478    -0.207583
51764.75     0.763669    -0.222533    -1.327011
51765.00     0.587747    -0.400738    -0.253244
51765.25     0.412921    -0.459166    -0.488898
51765.50     0.645657    -0.803163    -0.259617
51765.75     0.537568    -0.505913    -1.213013
51766.00     0.375318    -0.668836     0.135850
51766.25     0.151574    -0.715226    -0.169582
51766.50     0.260446    -1.032716    -0.177483
51766.75     0.100124    -0.758575    -1.043448
51767.00     0.047512    -0.944159     0.275465
51767.25    -0.110209    -0.927092    -0.160909
51767.50     0.231075    -1.165505    -0.162748
51767.75     0.254298    -0.766730    -1.316926
51768.00     0.148324    -0.826330    -0.207983
51768.25    -0.074798    -0.660352    -0.928539
51768.50     0.246587    -0.818696    -0.655775
51768.75     0.188826    -0.315196    -1.682119
51769.00     0.010837    -0.385186    -0.482129
51769.25    -0.252838    -0.329132    -0.786096
51769.50    -0.123472    -0.544413    -0.410851
51769.75    -0.326135    -0.166485    -1.275904
51770.00    -0.469591    -0.369650     0.320602
51770.25    -0.639268    -0.435246    -0.154968
51770.50    -0.341142    -0.749147    -0.035229
51770.75    -0.250014    -0.489353    -1.001570
51771.00    -0.195710    -0.664242    -0.009841
51771.25    -0.262591    -0.718045    -0.892801
51771.50     0.134864    -1.007790    -1.437543
51771.75     0.292431    -0.718589    -2.732888
51772.00     0.177446    -0.789819    -2.003362
51772.25    -0.014630    -0.750943    -2.482642
51772.50     0.315538    -0.940823    -2.482976
51772.75     0.321891    -0.547060    -3.393383
51773.00     0.250914    -0.566308    -2.108764
51773.25     0.049324    -0.524344    -2.295146
51773.50     0.223308    -0.725412    -1.870615
51773.75    -0.032118    -0.313453    -2.788559
51774.00    -0.230754    -0.363689    -1.358394
51774.25    -0.368078    -0.280708    -1.547412
51774.50    -0.129925    -0.413698    -1.302297
51774.75    -0.234734    -0.005654    -2.332751
51775.00    -0.415138    -0.079556    -0.986507
51775.25    -0.574276    -0.083399    -1.213695
51775.50    -0.230228    -0.383774    -0.820248
51775.75    -0.100585    -0.090013    -1.841210
51776.00    -0.134412    -0.269023    -0.650644
51776.25    -0.127671    -0.346087    -0.889744
51776.50     0.257047    -0.659310    -0.848162
51776.75     0.245042    -0.347112    -1.781980
51777.00     0.234735    -0.523078    -0.383760
51777.25     0.040098    -0.541719    -0.427213
51777.50     0.351079    -0.802132    -0.262882
51777.75     0.305010    -0.400440    -1.210397
51778.00     0.302853    -0.462690    -0.012675
51778.25     0.125539    -0.452469    -0.292238
51778.50     0.291160    -0.671162    -0.302527
51778.75     0.219890    -0.258402    -1.534134
51779.00     0.113429    -0.321948    -0.231547
51779.25    -0.191030    -0.209293    -1.065622
51779.50    -0.003263    -0.423603    -1.368389
51779.75    -0.005331    -0.061972    -2.808499
51780.00    -0.142563    -0.211113    -1.671605
51780.25    -0.201585    -0.268663    -2.198475
51780.50     0.254010    -0.552363    -2.143617
51780.75     0.284420    -0.144375    -3.237572
51781.00     0.416073    -0.235024    -2.093237
51781.25     0.492216    -0.270280    -2.437738
51781.50     0.774952    -0.546185    -2.266697
51781.75     0.502681    -0.134587    -3.111657
51782.00     0.338842    -0.238056    -1.309984
51782.25     0.017464    -0.161818    -1.396431
51782.50    -0.012337    -0.408217    -0.941859
51782.75    -0.259915    -0.028267    -1.471259
51783.00    -0.335327    -0.197235     0.112921
51783.25    -0.677016    -0.203449    -0.135051
51783.50    -0.479346    -0.534034     0.314702
51783.75    -0.555369    -0.177369    -0.431715
51784.00    -0.608301    -0.295794     0.442862
51784.25    -0.702207    -0.329282    -0.205903
51784.50    -0.331579    -0.640312    -0.191859
51784.75    -0.159160    -0.281366    -1.372819
51785.00     0.078385    -0.474954    -0.337505
51785.25     0.204103    -0.542219    -0.659024
51785.50     0.664645    -0.928746    -0.278473
51785.75     0.724046    -0.578173    -1.220460
51786.00     0.962505    -0.654680    -0.081749
51786.25     1.059064    -0.679306    -0.333480
51786.50     1.425940    -1.034999     0.005623
51786.75     1.567222    -0.740308    -0.575161
51787.00     1.680902    -0.906236     0.895995
51787.25     1.474333    -0.866414     0.367679
51787.50     1.793431    -1.121447     0.869275
51787.75     1.935499    -0.765407     0.106628
51788.00     1.939574    -0.811352     1.060777
51788.25     1.813311    -0.761934     0.674172
51788.50     2.087254    -0.941068     0.864506
51788.75     2.008030    -0.507054    -0.264075
51789.00     2.038927    -0.514968     0.494677
51789.25     1.966825    -0.486156     0.231564
51789.50     2.255543    -0.728563     0.316305
51789.75     2.148553    -0.312376    -0.685760
51790.00     2.233858    -0.387545     0.688222
51790.25     2.033502    -0.365494     0.310725
51790.50     2.138799    -0.548585     0.404636
51790.75     2.117748    -0.166349    -0.464547
51791.00     2.022719    -0.262342     0.719349
51791.25     1.657929    -0.197746     0.101769
51791.50     1.911517    -0.441360     0.383122
51791.75     1.940368    -0.109025    -0.528824
51792.00     1.851692    -0.187970     0.459694
51792.25     1.784044    -0.270317     0.367780
51792.50     2.247504    -0.635566     0.700259
51792.75     2.133969    -0.292682    -0.403578
51793.00     2.020068    -0.424380     0.649857
