-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
CHAT        49718.000    1995     1     1     0
CHAT        52274.750    2001    12    31    18
CHAT     -4590670.912  -275482.993 -4404596.777
51601.75     0.012761    -0.149817    -0.153524
51602.00    -0.041630    -0.214790    -0.240984
51602.25    -0.104863    -0.215248    -0.271348
51602.50    -0.091114    -0.161473    -0.235459
51602.75    -0.071394    -0.214182    -0.253388
51603.00    -0.122113    -0.218197    -0.315032
51603.25    -0.150991    -0.159837    -0.303270
51603.50    -0.112091    -0.061834    -0.208524
51603.75    -0.078639    -0.085986    -0.178995
51604.00    -0.113521    -0.095841    -0.162499
51604.25    -0.139576    -0.046170    -0.089236
51604.50    -0.101937     0.051046     0.059219
51604.75    -0.065291     0.013182     0.102949
51605.00    -0.097073    -0.023108     0.020247
51605.25    -0.131754    -0.028349    -0.062223
51605.50    -0.082700    -0.000821    -0.124391
51605.75    -0.013362    -0.082282    -0.197526
51606.00    -0.047492    -0.128209    -0.268211
51606.25    -0.095140    -0.123157    -0.256467
51606.50    -0.087278    -0.078568    -0.186740
51606.75    -0.084614    -0.159227    -0.154933
51607.00    -0.150166    -0.198229    -0.130771
51607.25    -0.179044    -0.176821    -0.099941
51607.50    -0.144483    -0.115620    -0.026042
51607.75    -0.095288    -0.165207     0.012098
51608.00    -0.127462    -0.188451    -0.047927
51608.25    -0.136567    -0.170597    -0.056652
51608.50    -0.078612    -0.110067    -0.021757
51608.75    -0.021849    -0.150520    -0.012261
51609.00    -0.043885    -0.171240    -0.043769
51609.25    -0.067587    -0.141134    -0.020558
51609.50    -0.025686    -0.064085     0.084097
51609.75     0.023913    -0.114596     0.122517
51610.00    -0.020789    -0.136923     0.082392
51610.25    -0.043878    -0.106957     0.078370
51610.50    -0.012895    -0.035863     0.100635
51610.75     0.033587    -0.084880     0.100727
51611.00     0.004175    -0.108933     0.074595
51611.25    -0.020946    -0.092160     0.036188
51611.50    -0.005719    -0.026669     0.045507
51611.75     0.011517    -0.069781     0.035466
51612.00    -0.039807    -0.081556    -0.016315
51612.25    -0.074058    -0.048405    -0.049423
51612.50    -0.037240     0.020212    -0.000380
51612.75     0.022797    -0.004725     0.013376
51613.00     0.007663    -0.001824    -0.038764
51613.25    -0.012021     0.047403    -0.022971
51613.50     0.031500     0.126031     0.011129
51613.75     0.082576     0.081010     0.014693
51614.00     0.035275     0.056157    -0.014229
51614.25    -0.010991     0.080150     0.015468
51614.50     0.020346     0.132110     0.104239
51614.75     0.057868     0.074170     0.165076
51615.00     0.012091     0.050040     0.148279
51615.25    -0.019089     0.073451     0.146196
51615.50     0.034042     0.125291     0.242683
51615.75     0.084117     0.050811     0.207823
51616.00     0.071254     0.000674     0.110804
51616.25     0.055392     0.004581     0.018678
51616.50     0.113197     0.054841     0.076369
51616.75     0.158566    -0.021371     0.053692
51617.00     0.130872    -0.061415     0.011264
51617.25     0.062285    -0.047278    -0.024525
51617.50     0.083988     0.012507     0.082929
51617.75     0.095863    -0.038054     0.099444
51618.00     0.060619    -0.062807     0.043167
51618.25     0.032552    -0.047891    -0.047569
51618.50     0.070731     0.022057    -0.037021
51618.75     0.104316    -0.029622    -0.104161
51619.00     0.060668    -0.049881    -0.183664
51619.25     0.007469    -0.025242    -0.253222
51619.50     0.031126     0.035388    -0.186759
51619.75     0.057659    -0.033105    -0.186334
51620.00     0.020164    -0.065292    -0.164823
51620.25    -0.008669    -0.047625    -0.113379
51620.50     0.038539     0.006952     0.022720
51620.75     0.092615    -0.065742     0.079080
51621.00     0.082490    -0.102590     0.082586
51621.25     0.060752    -0.077498     0.096952
51621.50     0.123631    -0.005808     0.187429
51621.75     0.179501    -0.058217     0.211257
51622.00     0.134426    -0.110216     0.100359
51622.25     0.096271    -0.109853     0.011877
51622.50     0.147019    -0.074930    -0.020694
51622.75     0.191258    -0.134543    -0.053051
51623.00     0.141997    -0.152058    -0.104453
51623.25     0.084667    -0.121191    -0.134816
51623.50     0.126167    -0.042583    -0.095375
51623.75     0.169709    -0.081770    -0.061739
51624.00     0.141894    -0.107792    -0.110596
51624.25     0.094971    -0.079288    -0.115619
51624.50     0.136068    -0.001401    -0.007458
51624.75     0.191674    -0.052357     0.051397
51625.00     0.159465    -0.075673     0.048348
51625.25     0.128835    -0.023614     0.056985
51625.50     0.156518     0.047537     0.116517
51625.75     0.178491     0.009107     0.161310
51626.00     0.104315    -0.048599     0.088731
51626.25     0.037066    -0.035086     0.045561
51626.50     0.036474     0.013856     0.061326
51626.75     0.053283    -0.034525     0.056276
51627.00     0.004733    -0.076096    -0.000989
51627.25    -0.030624    -0.063599    -0.023901
51627.50     0.013573    -0.022067     0.060280
51627.75     0.057994    -0.093764     0.093895
51628.00     0.021491    -0.125029     0.039682
51628.25    -0.010349    -0.103466    -0.064263
51628.50     0.023270    -0.037008    -0.012791
51628.75     0.052345    -0.097623    -0.038823
51629.00     0.018941    -0.135400    -0.120710
51629.25    -0.016630    -0.106051    -0.143995
51629.50     0.009688    -0.036035    -0.101990
51629.75     0.035076    -0.103404    -0.141549
51630.00    -0.012151    -0.156331    -0.191062
51630.25    -0.088061    -0.169416    -0.266167
51630.50    -0.080525    -0.144865    -0.184647
51630.75    -0.063139    -0.234026    -0.162310
51631.00    -0.115718    -0.288010    -0.183249
51631.25    -0.157653    -0.267838    -0.189062
51631.50    -0.112652    -0.210542    -0.080128
51631.75    -0.081084    -0.270006    -0.067952
51632.00    -0.098754    -0.273826    -0.010749
51632.25    -0.151374    -0.202046     0.003691
51632.50    -0.144745    -0.077082     0.111501
51632.75    -0.134077    -0.100847     0.093845
51633.00    -0.169757    -0.097757     0.109217
51633.25    -0.205872    -0.046273     0.081279
51633.50    -0.155202     0.074931     0.225826
51633.75    -0.103398     0.052351     0.237299
51634.00    -0.105804     0.046525     0.279606
51634.25    -0.114639     0.081687     0.309587
51634.50    -0.048900     0.149887     0.437931
51634.75     0.022297     0.101647     0.492800
51635.00    -0.002125     0.059269     0.515344
51635.25    -0.033218     0.054586     0.479466
51635.50     0.025014     0.069615     0.520572
51635.75     0.080421    -0.017461     0.527997
51636.00     0.058116    -0.076426     0.485116
51636.25     0.031020    -0.064181     0.487319
51636.50     0.053305    -0.014802     0.498460
51636.75     0.071856    -0.072184     0.475205
51637.00     0.042546    -0.110015     0.387278
51637.25     0.000919    -0.080736     0.356825
51637.50     0.014822    -0.004288     0.428387
51637.75     0.031293    -0.036683     0.467906
51638.00    -0.003923    -0.065389     0.414108
51638.25    -0.060299    -0.060822     0.348596
51638.50    -0.035073    -0.021165     0.332286
51638.75     0.027347    -0.076373     0.312173
51639.00     0.004468    -0.107393     0.210576
51639.25    -0.024104    -0.081949     0.156265
51639.50     0.030321    -0.024755     0.174883
51639.75     0.103323    -0.084284     0.148812
51640.00     0.096542    -0.132524     0.024619
51640.25     0.112651    -0.110771    -0.052114
51640.50     0.162375    -0.049842    -0.026399
51640.75     0.215556    -0.100827    -0.067810
51641.00     0.201056    -0.124520    -0.168553
51641.25     0.196383    -0.076140    -0.216641
51641.50     0.236190    -0.000556    -0.196588
51641.75     0.282174    -0.040065    -0.212147
51642.00     0.250680    -0.072213    -0.285137
51642.25     0.215870    -0.047979    -0.299364
51642.50     0.268483     0.023041    -0.212009
51642.75     0.319506    -0.022599    -0.191392
51643.00     0.281222    -0.046312    -0.184977
51643.25     0.247980    -0.016162    -0.172490
51643.50     0.301093     0.048847    -0.066323
51643.75     0.322120    -0.005157    -0.047289
51644.00     0.284655    -0.020769    -0.033937
51644.25     0.250776     0.023476    -0.042168
51644.50     0.281467     0.112050     0.080334
51644.75     0.310867     0.072182     0.094703
51645.00     0.301804     0.053969     0.063295
51645.25     0.265436     0.089123     0.046840
51645.50     0.298863     0.180807     0.178534
51645.75     0.315825     0.134654     0.217228
51646.00     0.273401     0.100821     0.227175
51646.25     0.214375     0.114712     0.217505
51646.50     0.256791     0.182588     0.330489
51646.75     0.287099     0.131592     0.336037
51647.00     0.240797     0.105458     0.377388
51647.25     0.175132     0.133428     0.373546
51647.50     0.189323     0.200093     0.484851
51647.75     0.185785     0.123859     0.477198
51648.00     0.137225     0.067691     0.421396
51648.25     0.090966     0.058043     0.342559
51648.50     0.110963     0.094386     0.422622
51648.75     0.140404     0.001817     0.413081
51649.00     0.119893    -0.046161     0.389609
51649.25     0.082391    -0.015809     0.383480
51649.50     0.105700     0.080300     0.490541
51649.75     0.142025     0.030240     0.504159
51650.00     0.098399     0.014390     0.496902
51650.25     0.048868     0.037323     0.452345
51650.50     0.071122     0.112788     0.501869
51650.75     0.100957     0.053362     0.491105
51651.00     0.038326     0.007573     0.431627
51651.25    -0.018712     0.023832     0.332443
51651.50     0.001500     0.069298     0.351267
51651.75     0.031034    -0.008838     0.315005
51652.00    -0.013097    -0.056046     0.254690
51652.25    -0.044989    -0.044002     0.213091
51652.50    -0.017494     0.003786     0.240424
51652.75     0.009516    -0.060681     0.263801
51653.00    -0.020655    -0.081583     0.256404
51653.25    -0.054673    -0.038691     0.247020
51653.50    -0.027098     0.048383     0.370576
51653.75    -0.006471     0.016371     0.394629
51654.00    -0.052145    -0.007064     0.348752
51654.25    -0.086294     0.022017     0.323689
51654.50    -0.069315     0.094406     0.364583
51654.75    -0.050041     0.056920     0.360324
51655.00    -0.105935     0.018733     0.290266
51655.25    -0.172089     0.019155     0.253315
51655.50    -0.163457     0.063457     0.327234
51655.75    -0.147796    -0.008271     0.320652
51656.00    -0.198950    -0.048764     0.253397
51656.25    -0.252117    -0.047173     0.168640
51656.50    -0.232149     0.008768     0.228872
51656.75    -0.196474    -0.035899     0.252458
51657.00    -0.215901    -0.053473     0.198268
51657.25    -0.223058    -0.000243     0.110886
51657.50    -0.147771     0.087236     0.170052
51657.75    -0.085043     0.045189     0.177272
51658.00    -0.091577     0.004419     0.145077
51658.25    -0.095114     0.036392     0.133000
51658.50    -0.045247     0.107785     0.242807
51658.75     0.000006     0.055574     0.276128
51659.00    -0.028042     0.013455     0.229491
51659.25    -0.066457     0.026258     0.163681
51659.50    -0.019353     0.091488     0.228567
51659.75     0.002116     0.045774     0.235115
51660.00    -0.039872     0.021166     0.197080
51660.25    -0.083466     0.044267     0.197771
51660.50    -0.052479     0.103746     0.273355
51660.75    -0.028907     0.041907     0.258975
51661.00    -0.064859     0.022671     0.204385
51661.25    -0.102183     0.043957     0.093873
51661.50    -0.056311     0.097407     0.127237
51661.75    -0.013979     0.024654     0.045466
51662.00    -0.027471    -0.013270    -0.061552
51662.25    -0.051102     0.010127    -0.164662
51662.50     0.012020     0.080966    -0.097309
51662.75     0.053001     0.011163    -0.164844
51663.00     0.030644    -0.013051    -0.198698
51663.25     0.001491     0.027045    -0.247200
51663.50     0.048708     0.109127    -0.153503
51663.75     0.099576     0.055401    -0.153216
51664.00     0.085291     0.012994    -0.193779
51664.25     0.068713     0.024160    -0.219546
51664.50     0.119437     0.078209    -0.135803
51664.75     0.168458     0.007489    -0.138818
51665.00     0.147374    -0.033119    -0.163688
51665.25     0.107299    -0.029468    -0.243547
51665.50     0.149956     0.025263    -0.191664
51665.75     0.180670    -0.041946    -0.167969
51666.00     0.135016    -0.084313    -0.179379
51666.25     0.086006    -0.082353    -0.181165
51666.50     0.098072    -0.020512    -0.062786
51666.75     0.107211    -0.056589    -0.000346
51667.00     0.061041    -0.073738     0.005059
51667.25     0.024926    -0.053010    -0.003122
51667.50     0.044283     0.008608     0.099445
51667.75     0.075812    -0.031749     0.164067
51668.00     0.024635    -0.053691     0.144829
51668.25    -0.010205    -0.030638     0.143721
51668.50     0.010375     0.030052     0.245099
51668.75     0.043247    -0.044167     0.290699
51669.00     0.006208    -0.085626     0.273723
51669.25    -0.031151    -0.078723     0.229167
51669.50    -0.006387    -0.031881     0.263117
51669.75     0.038775    -0.103928     0.283361
51670.00     0.016766    -0.151936     0.242137
51670.25    -0.000819    -0.129652     0.189660
51670.50     0.046414    -0.053590     0.262007
51670.75     0.092744    -0.107058     0.296917
51671.00     0.061006    -0.135046     0.238484
51671.25     0.031094    -0.115631     0.143783
51671.50     0.070219    -0.055732     0.161057
51671.75     0.116591    -0.114125     0.100585
51672.00     0.104334    -0.141947     0.011253
51672.25     0.078785    -0.113624    -0.111826
51672.50     0.115055    -0.038203    -0.069513
51672.75     0.147365    -0.082161    -0.078571
51673.00     0.119624    -0.110416    -0.112606
51673.25     0.087491    -0.077941    -0.195152
51673.50     0.115908    -0.017944    -0.131786
51673.75     0.143599    -0.085619    -0.157004
51674.00     0.121503    -0.118844    -0.200231
51674.25     0.089778    -0.078037    -0.259809
51674.50     0.131168     0.003358    -0.169623
51674.75     0.158944    -0.048263    -0.179743
51675.00     0.122552    -0.056381    -0.217869
51675.25     0.077252    -0.010470    -0.248516
51675.50     0.100439     0.086343    -0.121045
51675.75     0.125347     0.048920    -0.079301
51676.00     0.090511     0.048292    -0.030098
51676.25     0.058797     0.084071    -0.050213
51676.50     0.115704     0.167314     0.037811
51676.75     0.171964     0.115694     0.066355
51677.00     0.167172     0.078603     0.039027
51677.25     0.128843     0.087954    -0.002298
51677.50     0.178142     0.141556     0.105665
51677.75     0.218263     0.053512     0.107086
51678.00     0.201298    -0.008293     0.046591
51678.25     0.174907    -0.006524    -0.016981
51678.50     0.236554     0.040080     0.054697
51678.75     0.279867    -0.020776     0.087898
51679.00     0.250967    -0.058753     0.077086
51679.25     0.219344    -0.044788     0.012609
51679.50     0.244967     0.006759     0.071739
51679.75     0.272059    -0.059107     0.066596
51680.00     0.225503    -0.093089    -0.000100
51680.25     0.188805    -0.065190    -0.078429
51680.50     0.215247     0.002277    -0.026915
51680.75     0.242658    -0.057617    -0.032818
51681.00     0.210403    -0.082397    -0.078953
51681.25     0.183468    -0.048924    -0.115807
51681.50     0.212988     0.031253    -0.018629
51681.75     0.242336    -0.020604    -0.009166
51682.00     0.204553    -0.040782    -0.012565
51682.25     0.172726    -0.004695    -0.026696
51682.50     0.194127     0.080325     0.093282
51682.75     0.205467     0.042226     0.155854
51683.00     0.156039     0.038357     0.179279
51683.25     0.082130     0.089757     0.157804
51683.50     0.070588     0.166916     0.246696
51683.75     0.071845     0.119928     0.287980
51684.00     0.013331     0.084072     0.268175
51684.25    -0.042006     0.105725     0.245990
51684.50    -0.037212     0.154824     0.311882
51684.75    -0.005715     0.087577     0.318395
51685.00    -0.049726     0.028399     0.278707
51685.25    -0.096951     0.050401     0.223353
51685.50    -0.090404     0.098444     0.261893
51685.75    -0.071005     0.030323     0.242248
51686.00    -0.120402    -0.019560     0.146649
51686.25    -0.162040    -0.022449     0.029321
51686.50    -0.136166     0.019602     0.060396
51686.75    -0.088734    -0.026369     0.046232
51687.00    -0.123257    -0.050164     0.041868
51687.25    -0.166659    -0.019282     0.000400
51687.50    -0.156085     0.037201     0.087314
51687.75    -0.119239    -0.007222     0.086965
51688.00    -0.137565    -0.023746     0.027555
51688.25    -0.170361     0.009240    -0.049355
51688.50    -0.152591     0.067903    -0.042533
51688.75    -0.108214     0.013524    -0.139744
51689.00    -0.112582    -0.021614    -0.212782
51689.25    -0.126229     0.003729    -0.296077
51689.50    -0.050675     0.078330    -0.200052
51689.75     0.002374     0.051866    -0.095889
51690.00    -0.024283     0.041983    -0.006921
51690.25    -0.076746     0.084300     0.104090
51690.50    -0.075872     0.161460     0.304626
51690.75    -0.073594     0.110905     0.392787
51691.00    -0.125339     0.085379     0.434466
51691.25    -0.185699     0.096521     0.418522
51691.50    -0.174964     0.160069     0.536487
51691.75    -0.155249     0.100302     0.583251
51692.00    -0.204796     0.062905     0.589939
51692.25    -0.279175     0.079987     0.528804
51692.50    -0.270613     0.156226     0.668694
51692.75    -0.243202     0.103954     0.682559
51693.00    -0.281494     0.064298     0.653795
51693.25    -0.319103     0.081893     0.587746
51693.50    -0.290390     0.142242     0.666864
51693.75    -0.257876     0.087990     0.690780
51694.00    -0.273318     0.053036     0.647599
51694.25    -0.293912     0.074646     0.563338
51694.50    -0.249259     0.134165     0.654669
51694.75    -0.197540     0.104449     0.718261
51695.00    -0.198106     0.082183     0.746453
51695.25    -0.220441     0.129203     0.782873
51695.50    -0.188222     0.214015     0.884500
51695.75    -0.130300     0.179093     0.948504
51696.00    -0.129688     0.155790     0.909593
51696.25    -0.141130     0.190684     0.862831
51696.50    -0.082779     0.257852     0.903922
51696.75    -0.007998     0.193622     0.880508
51697.00    -0.024855     0.144095     0.812326
51697.25    -0.059855     0.150664     0.727459
51697.50    -0.025111     0.190564     0.741941
51697.75     0.006768     0.117533     0.746976
51698.00    -0.046329     0.063413     0.718111
51698.25    -0.090715     0.100103     0.700173
51698.50    -0.074286     0.166478     0.810101
51698.75    -0.055211     0.125370     0.857391
51699.00    -0.091245     0.078580     0.777999
51699.25    -0.130412     0.112394     0.718187
51699.50    -0.102522     0.160741     0.738987
51699.75    -0.064030     0.109923     0.691021
51700.00    -0.097995     0.051631     0.590947
51700.25    -0.149394     0.090928     0.525757
51700.50    -0.113766     0.149581     0.582084
51700.75    -0.071255     0.113072     0.596633
51701.00    -0.125237     0.082891     0.580600
51701.25    -0.180571     0.142514     0.587063
51701.50    -0.142232     0.219273     0.651001
51701.75    -0.125280     0.180065     0.625258
51702.00    -0.164437     0.147344     0.513050
51702.25    -0.207150     0.173874     0.430270
51702.50    -0.182068     0.209900     0.447495
51702.75    -0.162229     0.132085     0.422536
51703.00    -0.196586     0.073097     0.349316
51703.25    -0.250529     0.075196     0.297324
51703.50    -0.239433     0.107913     0.390231
51703.75    -0.218177     0.027326     0.410041
51704.00    -0.252667    -0.024874     0.387768
51704.25    -0.298182    -0.008114     0.347022
51704.50    -0.262632     0.059876     0.464436
51704.75    -0.213224     0.019629     0.484402
51705.00    -0.236557    -0.003703     0.473195
51705.25    -0.266817     0.026688     0.436992
51705.50    -0.214712     0.081474     0.526161
51705.75    -0.168230     0.033378     0.537260
51706.00    -0.178445    -0.004447     0.506745
51706.25    -0.200363    -0.000923     0.363835
51706.50    -0.141726     0.048053     0.406550
51706.75    -0.090503    -0.017445     0.339055
51707.00    -0.103884    -0.063425     0.217471
51707.25    -0.139208    -0.055445     0.061305
51707.50    -0.111462    -0.005383     0.039498
51707.75    -0.072256    -0.077885    -0.029308
51708.00    -0.087461    -0.111567    -0.080713
51708.25    -0.131493    -0.084065    -0.156419
51708.50    -0.095439    -0.005940    -0.098753
51708.75    -0.056796    -0.046809    -0.114265
51709.00    -0.083327    -0.071790    -0.171246
51709.25    -0.113831    -0.025684    -0.211558
51709.50    -0.066302     0.040892    -0.126049
51709.75    -0.016402    -0.010192    -0.072183
51710.00    -0.038114    -0.050589    -0.069633
51710.25    -0.068506    -0.018406    -0.047853
51710.50    -0.024478     0.032147     0.058965
51710.75     0.040438    -0.026129     0.136972
51711.00     0.028153    -0.081992     0.130721
51711.25     0.000040    -0.055604     0.135922
51711.50     0.042119    -0.005559     0.212853
51711.75     0.091823    -0.066826     0.253754
51712.00     0.057547    -0.106805     0.234260
51712.25     0.006111    -0.073054     0.212451
51712.50     0.017456    -0.016486     0.237001
51712.75     0.050579    -0.051527     0.256636
51713.00     0.036393    -0.068308     0.188096
51713.25    -0.011699    -0.018747     0.106613
51713.50     0.016459     0.026494     0.072000
51713.75     0.063801    -0.012253     0.046320
51714.00     0.046591    -0.033271     0.010434
51714.25    -0.014874     0.011459    -0.019101
51714.50    -0.004329     0.096278     0.071050
51714.75     0.012213     0.070563     0.114312
51715.00    -0.044172     0.043871     0.083257
51715.25    -0.105010     0.073244     0.050366
51715.50    -0.105686     0.105170     0.113031
51715.75    -0.093178     0.038796     0.147049
51716.00    -0.137147    -0.007185     0.115739
51716.25    -0.178116     0.014545     0.103993
51716.50    -0.162162     0.048912     0.178496
51716.75    -0.114631    -0.002321     0.203494
51717.00    -0.118539    -0.035594     0.130485
51717.25    -0.150840     0.007812     0.036097
51717.50    -0.133203     0.075233     0.052770
51717.75    -0.083710     0.042143     0.027017
51718.00    -0.112112     0.003018    -0.010143
51718.25    -0.160072     0.034337    -0.067490
51718.50    -0.140672     0.097334    -0.013292
51718.75    -0.103943     0.060969    -0.053149
51719.00    -0.122426     0.028422    -0.096227
51719.25    -0.155334     0.065669    -0.164982
51719.50    -0.113100     0.135317    -0.049594
51719.75    -0.084478     0.105447     0.033151
51720.00    -0.106837     0.089637     0.093282
51720.25    -0.154217     0.121259     0.094049
51720.50    -0.117055     0.173864     0.172124
51720.75    -0.077946     0.123720     0.162545
51721.00    -0.064674     0.098714     0.111592
51721.25    -0.104575     0.131228     0.056233
51721.50    -0.059084     0.201192     0.146582
51721.75    -0.018812     0.157542     0.157225
51722.00    -0.053342     0.130986     0.121651
51722.25    -0.108710     0.161534     0.070777
51722.50    -0.078132     0.225478     0.135470
51722.75    -0.047966     0.181254     0.110326
51723.00    -0.061811     0.148699     0.066933
51723.25    -0.103475     0.177725     0.002940
51723.50    -0.067574     0.232500     0.044317
51723.75    -0.038465     0.176341     0.048644
51724.00    -0.051022     0.113164    -0.010461
51724.25    -0.072139     0.117502    -0.083643
51724.50    -0.016524     0.146912    -0.061456
51724.75     0.044436     0.086199    -0.076487
51725.00     0.034413     0.030258    -0.168691
51725.25    -0.000482     0.045510    -0.235645
51725.50     0.046427     0.092729    -0.208823
51725.75     0.095716     0.051522    -0.201819
51726.00     0.066342     0.022386    -0.236025
51726.25     0.045478     0.056996    -0.270829
51726.50     0.078839     0.125381    -0.237022
51726.75     0.116275     0.079195    -0.245621
51727.00     0.075669     0.054374    -0.257503
51727.25     0.045862     0.104904    -0.235289
51727.50     0.084076     0.163652    -0.142200
51727.75     0.123734     0.128158    -0.067235
51728.00     0.106325     0.095332    -0.083849
51728.25     0.090262     0.140803    -0.070775
51728.50     0.128049     0.190911    -0.037695
51728.75     0.175456     0.147798     0.002287
51729.00     0.144154     0.099367    -0.029125
51729.25     0.096163     0.120599    -0.025788
51729.50     0.109422     0.151031     0.055525
51729.75     0.124956     0.086253     0.124181
51730.00     0.066479     0.033389     0.112517
51730.25     0.002806     0.061532     0.083905
51730.50    -0.008571     0.110834     0.115944
51730.75    -0.001621     0.061002     0.108234
51731.00    -0.057153     0.028352     0.049349
51731.25    -0.117933     0.071879     0.006509
51731.50    -0.104185     0.151535     0.054764
51731.75    -0.070402     0.137695     0.083000
51732.00    -0.101858     0.132742     0.032514
51732.25    -0.149280     0.189180    -0.019198
51732.50    -0.114215     0.261528     0.009220
51732.75    -0.069121     0.228978     0.014276
51733.00    -0.081613     0.205142     0.002148
51733.25    -0.109182     0.249541     0.012835
51733.50    -0.055101     0.314485     0.109316
51733.75    -0.015085     0.283808     0.157294
51734.00    -0.042420     0.251319     0.160047
51734.25    -0.093363     0.277292     0.169543
51734.50    -0.057771     0.318030     0.271078
51734.75    -0.024824     0.243599     0.313659
51735.00    -0.042075     0.182024     0.337636
51735.25    -0.079270     0.199073     0.321879
51735.50    -0.028494     0.241479     0.352299
51735.75     0.021294     0.198093     0.376661
51736.00    -0.017390     0.161690     0.361345
51736.25    -0.090029     0.192192     0.316391
51736.50    -0.079323     0.237080     0.326678
51736.75    -0.044127     0.184872     0.294546
51737.00    -0.067290     0.168366     0.266781
51737.25    -0.090229     0.218507     0.229242
51737.50    -0.052801     0.274517     0.253359
51737.75    -0.002833     0.235411     0.279187
51738.00    -0.019918     0.217128     0.270746
51738.25    -0.043638     0.251841     0.246690
51738.50    -0.011482     0.306784     0.341734
51738.75     0.015036     0.245347     0.359406
51739.00    -0.021506     0.212082     0.400407
51739.25    -0.063936     0.235890     0.425978
51739.50    -0.059565     0.265967     0.500393
51739.75    -0.041725     0.205845     0.592582
51740.00    -0.080808     0.145843     0.591954
51740.25    -0.124854     0.145183     0.573196
51740.50    -0.115111     0.156406     0.645499
51740.75    -0.092066     0.094633     0.662526
51741.00    -0.134857     0.031565     0.585131
51741.25    -0.178698     0.040601     0.531091
51741.50    -0.173266     0.054432     0.492445
51741.75    -0.123694    -0.005695     0.447374
51742.00    -0.136281    -0.035236     0.334399
51742.25    -0.169752     0.014544     0.210762
51742.50    -0.125185     0.098294     0.251753
51742.75    -0.058397     0.080285     0.253501
51743.00    -0.062906     0.078849     0.232295
51743.25    -0.093143     0.157891     0.295811
51743.50    -0.071519     0.251446     0.447088
51743.75    -0.041644     0.237962     0.560542
51744.00    -0.081312     0.224848     0.608861
51744.25    -0.128877     0.248992     0.622042
51744.50    -0.095372     0.275580     0.690744
51744.75    -0.045116     0.221299     0.686609
51745.00    -0.068238     0.167880     0.600740
51745.25    -0.111479     0.190381     0.548207
51745.50    -0.083066     0.206571     0.528550
51745.75    -0.045643     0.125268     0.467894
51746.00    -0.063619     0.048974     0.340957
51746.25    -0.099046     0.057008     0.249693
51746.50    -0.079854     0.091787     0.261426
51746.75    -0.038436     0.035894     0.226790
51747.00    -0.057155     0.006675     0.162161
51747.25    -0.094465     0.066534     0.158613
51747.50    -0.054928     0.151275     0.268746
51747.75    -0.028964     0.118990     0.281923
51748.00    -0.051516     0.108699     0.270884
51748.25    -0.112379     0.163538     0.273359
51748.50    -0.106432     0.227950     0.383833
51748.75    -0.099378     0.178367     0.393101
51749.00    -0.130064     0.156355     0.342478
51749.25    -0.188312     0.187511     0.225482
51749.50    -0.151179     0.237319     0.272732
51749.75    -0.113117     0.175373     0.277244
51750.00    -0.124543     0.143690     0.281034
51750.25    -0.155608     0.182686     0.266480
51750.50    -0.131188     0.242621     0.387611
51750.75    -0.079532     0.182880     0.385422
51751.00    -0.095072     0.132048     0.385163
51751.25    -0.123337     0.153324     0.306429
51751.50    -0.062023     0.214007     0.362914
51751.75    -0.005609     0.165404     0.345552
51752.00    -0.033355     0.127505     0.318282
51752.25    -0.047404     0.150463     0.253727
51752.50    -0.000673     0.197016     0.297308
51752.75     0.052031     0.143345     0.304899
51753.00     0.037163     0.099468     0.289255
51753.25     0.001539     0.114178     0.224013
51753.50     0.032158     0.145820     0.254032
51753.75     0.069350     0.076670     0.211865
51754.00     0.045332     0.025912     0.131311
51754.25     0.003710     0.043192     0.097162
51754.50     0.018941     0.084124     0.120753
51754.75     0.038240     0.021789     0.082098
51755.00    -0.001821    -0.022233     0.009629
51755.25    -0.051407     0.019292     0.009492
51755.50    -0.035346     0.083926     0.056011
51755.75    -0.007845     0.040038     0.045348
51756.00    -0.053717     0.012176     0.011584
51756.25    -0.103001     0.064196     0.011017
51756.50    -0.053737     0.131629     0.098990
51756.75    -0.013098     0.094092     0.123674
51757.00    -0.042709     0.059947     0.057258
51757.25    -0.088226     0.089958     0.066125
51757.50    -0.064374     0.136637     0.156527
51757.75    -0.023809     0.072775     0.188076
51758.00    -0.046699     0.034092     0.186825
51758.25    -0.104355     0.056730     0.202181
51758.50    -0.092536     0.103430     0.339571
51758.75    -0.068017     0.048086     0.378684
51759.00    -0.112146     0.010488     0.380202
51759.25    -0.162854     0.055455     0.396399
51759.50    -0.135658     0.115502     0.505848
51759.75    -0.109645     0.076629     0.528367
51760.00    -0.133049     0.037021     0.499853
51760.25    -0.177519     0.070208     0.449728
51760.50    -0.140437     0.109264     0.477171
51760.75    -0.103518     0.060706     0.443245
51761.00    -0.129683     0.014136     0.379136
51761.25    -0.178445     0.032900     0.289269
51761.50    -0.143058     0.057838     0.271894
51761.75    -0.104537    -0.013829     0.191637
51762.00    -0.118565    -0.053504     0.145512
51762.25    -0.164597    -0.015993     0.111917
