-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
NOUM        49718.000    1995     1     1     0
NOUM        52274.750    2001    12    31    18
NOUM     -5739971.535  1387563.663 -2402123.551
51682.50    -0.168353    -0.098250    -1.324725
51682.75    -0.154327    -0.103926    -1.071586
51683.00    -0.175004    -0.151143    -1.137602
51683.25    -0.155798    -0.057523    -1.049522
51683.50    -0.182205    -0.010506    -1.174468
51683.75    -0.157442    -0.028533    -0.891731
51684.00    -0.198743    -0.078341    -0.935242
51684.25    -0.195078    -0.022924    -0.864278
51684.50    -0.227742    -0.027229    -1.086503
51684.75    -0.210549    -0.074131    -0.869328
51685.00    -0.242496    -0.142049    -0.920237
51685.25    -0.239774    -0.063258    -0.909850
51685.50    -0.255951    -0.059475    -1.067669
51685.75    -0.229004    -0.090251    -0.886932
51686.00    -0.272042    -0.146839    -1.010068
51686.25    -0.251775    -0.089702    -0.993863
51686.50    -0.259073    -0.086821    -1.182019
51686.75    -0.227441    -0.096873    -0.968877
51687.00    -0.235267    -0.105193    -0.963158
51687.25    -0.206254    -0.013875    -0.801558
51687.50    -0.206525     0.022182    -0.859501
51687.75    -0.165604     0.000176    -0.567349
51688.00    -0.169314    -0.026593    -0.574573
51688.25    -0.143629     0.064112    -0.529567
51688.50    -0.152870     0.091859    -0.738471
51688.75    -0.112353     0.054058    -0.549033
51689.00    -0.125889     0.000237    -0.649764
51689.25    -0.098952     0.062243    -0.641130
51689.50    -0.093680     0.093061    -0.742729
51689.75    -0.042714     0.097496    -0.436013
51690.00    -0.052403     0.069777    -0.409229
51690.25    -0.045107     0.151289    -0.180872
51690.50    -0.079825     0.172544    -0.216028
51690.75    -0.060246     0.127727     0.086182
51691.00    -0.085976     0.064353    -0.009968
51691.25    -0.074893     0.110174     0.075203
51691.50    -0.097815     0.096435    -0.085050
51691.75    -0.069119     0.032156     0.191816
51692.00    -0.107490    -0.041012     0.122344
51692.25    -0.113752     0.018697     0.195235
51692.50    -0.137718     0.023951     0.039385
51692.75    -0.114224    -0.025385     0.235095
51693.00    -0.141622    -0.092193     0.158443
51693.25    -0.115351    -0.016190     0.242510
51693.50    -0.123715    -0.013428     0.103012
51693.75    -0.097202    -0.031746     0.304057
51694.00    -0.116605    -0.079909     0.144427
51694.25    -0.098850    -0.004282     0.181548
51694.50    -0.125645     0.013213    -0.007754
51694.75    -0.100988    -0.010819     0.213605
51695.00    -0.114947    -0.054579     0.095400
51695.25    -0.086292     0.036421     0.225548
51695.50    -0.100758     0.035331    -0.027211
51695.75    -0.062891     0.004052     0.245115
51696.00    -0.067795    -0.046950     0.121980
51696.25    -0.040832     0.033002     0.170019
51696.50    -0.034251     0.046371    -0.008198
51696.75     0.012206    -0.003945     0.211561
51697.00    -0.016307    -0.059702     0.067001
51697.25    -0.001720    -0.002802     0.182781
51697.50    -0.030242     0.010799    -0.013700
51697.75    -0.022928    -0.030689     0.223529
51698.00    -0.057971    -0.092927     0.136265
51698.25    -0.053168    -0.009196     0.191703
51698.50    -0.062949     0.008064     0.041717
51698.75    -0.049651    -0.020407     0.229962
51699.00    -0.078897    -0.091174     0.109388
51699.25    -0.058887    -0.006015     0.093791
51699.50    -0.071118    -0.005489    -0.153045
51699.75    -0.054590    -0.044397    -0.070542
51700.00    -0.085003    -0.126334    -0.215252
51700.25    -0.096506    -0.056183    -0.330699
51700.50    -0.130556    -0.054005    -0.552652
51700.75    -0.115201    -0.090346    -0.408660
51701.00    -0.182519    -0.140338    -0.595299
51701.25    -0.194003    -0.042759    -0.631920
51701.50    -0.197315    -0.008081    -0.844974
51701.75    -0.179760    -0.041766    -0.716317
51702.00    -0.215480    -0.080492    -0.848422
51702.25    -0.197101     0.002782    -0.792858
51702.50    -0.217469     0.013607    -0.972290
51702.75    -0.212694    -0.055656    -0.787641
51703.00    -0.249294    -0.122113    -0.850368
51703.25    -0.244939    -0.077335    -0.743696
51703.50    -0.285712    -0.066935    -0.956023
51703.75    -0.259718    -0.120794    -0.689286
51704.00    -0.294638    -0.202686    -0.729309
51704.25    -0.266338    -0.133494    -0.629168
51704.50    -0.272588    -0.112403    -0.707206
51704.75    -0.218817    -0.144355    -0.427477
51705.00    -0.227703    -0.192858    -0.435573
51705.25    -0.194647    -0.111620    -0.331666
51705.50    -0.187658    -0.114319    -0.435429
51705.75    -0.139568    -0.140925    -0.179291
51706.00    -0.158025    -0.202938    -0.276909
51706.25    -0.124271    -0.162565    -0.277526
51706.50    -0.141965    -0.171524    -0.531995
51706.75    -0.123717    -0.217773    -0.399918
51707.00    -0.155397    -0.290157    -0.605093
51707.25    -0.155854    -0.239725    -0.732698
51707.50    -0.181762    -0.248088    -1.059884
51707.75    -0.185008    -0.291432    -0.986569
51708.00    -0.220978    -0.355849    -1.138486
51708.25    -0.213844    -0.293033    -1.164280
51708.50    -0.234833    -0.270773    -1.359593
51708.75    -0.207107    -0.309978    -1.244436
51709.00    -0.235315    -0.356285    -1.425329
51709.25    -0.218162    -0.266746    -1.388079
51709.50    -0.232259    -0.236416    -1.547281
51709.75    -0.213371    -0.261225    -1.303940
51710.00    -0.238571    -0.301478    -1.308202
51710.25    -0.216014    -0.225114    -1.176913
51710.50    -0.236690    -0.186326    -1.221160
51710.75    -0.188433    -0.210986    -0.832421
51711.00    -0.206754    -0.257564    -0.854317
51711.25    -0.176161    -0.185747    -0.704771
51711.50    -0.192485    -0.171514    -0.810886
51711.75    -0.166241    -0.192367    -0.543003
51712.00    -0.188705    -0.248113    -0.635323
51712.25    -0.176124    -0.170024    -0.586213
51712.50    -0.195026    -0.144808    -0.807938
51712.75    -0.164893    -0.151768    -0.651759
51713.00    -0.166855    -0.201366    -0.800645
51713.25    -0.141598    -0.080236    -0.845366
51713.50    -0.160066    -0.049765    -1.144722
51713.75    -0.120065    -0.046045    -0.939931
51714.00    -0.133316    -0.081912    -1.002861
51714.25    -0.112304     0.028140    -0.933851
51714.50    -0.121056     0.075991    -1.037228
51714.75    -0.082043     0.060667    -0.676689
51715.00    -0.093293     0.020691    -0.698190
51715.25    -0.080733     0.095755    -0.535832
51715.50    -0.103945     0.080424    -0.607616
51715.75    -0.086430     0.016180    -0.374980
51716.00    -0.117734    -0.050532    -0.444450
51716.25    -0.098709     0.031330    -0.327032
51716.50    -0.125856     0.010038    -0.479407
51716.75    -0.098914    -0.036310    -0.272439
51717.00    -0.122639    -0.108580    -0.448679
51717.25    -0.103747    -0.037166    -0.441125
51717.50    -0.137750    -0.019295    -0.672083
51717.75    -0.113503    -0.051126    -0.552948
51718.00    -0.137057    -0.123098    -0.691207
51718.25    -0.132391    -0.046016    -0.660703
51718.50    -0.157780    -0.026198    -0.802311
51718.75    -0.119807    -0.048586    -0.579795
51719.00    -0.138986    -0.100486    -0.715637
51719.25    -0.111980    -0.016023    -0.621138
51719.50    -0.132639     0.010549    -0.809610
51719.75    -0.115685    -0.006384    -0.543970
51720.00    -0.138183    -0.043436    -0.598142
51720.25    -0.121195     0.043351    -0.451887
51720.50    -0.148329     0.073929    -0.631460
51720.75    -0.110283     0.046300    -0.479477
51721.00    -0.116483     0.014501    -0.578398
51721.25    -0.109063     0.111924    -0.524282
51721.50    -0.112321     0.144851    -0.647279
51721.75    -0.072475     0.125887    -0.458596
51722.00    -0.087588     0.065835    -0.563685
51722.25    -0.078919     0.141164    -0.487988
51722.50    -0.086218     0.156340    -0.637443
51722.75    -0.049808     0.116748    -0.467018
51723.00    -0.053306     0.043529    -0.610559
51723.25    -0.037875     0.124397    -0.615043
51723.50    -0.047086     0.104398    -0.771812
51723.75    -0.014907     0.033195    -0.643017
51724.00    -0.044337    -0.068667    -0.785754
51724.25    -0.047153    -0.025817    -0.810950
51724.50    -0.061248    -0.043371    -1.045418
51724.75    -0.040248    -0.088892    -0.901717
51725.00    -0.066331    -0.153376    -1.041108
51725.25    -0.068392    -0.084136    -1.050612
51725.50    -0.075183    -0.068037    -1.271146
51725.75    -0.042642    -0.094017    -1.089698
51726.00    -0.078220    -0.141765    -1.192109
51726.25    -0.061094    -0.062045    -1.118782
51726.50    -0.064908    -0.033966    -1.259230
51726.75    -0.038976    -0.052556    -1.067216
51727.00    -0.070863    -0.087060    -1.145583
51727.25    -0.055464     0.021142    -1.078570
51727.50    -0.088668     0.057856    -1.274155
51727.75    -0.079538     0.064696    -1.095459
51728.00    -0.113972     0.015205    -1.195551
51728.25    -0.098087     0.113453    -1.093429
51728.50    -0.119144     0.147922    -1.256186
51728.75    -0.091187     0.123855    -0.960654
51729.00    -0.113043     0.056486    -0.999610
51729.25    -0.109440     0.148312    -0.828836
51729.50    -0.122953     0.143300    -0.886201
51729.75    -0.097555     0.092720    -0.543094
51730.00    -0.126515     0.026418    -0.585782
51730.25    -0.101551     0.100254    -0.463151
51730.50    -0.118771     0.108309    -0.609542
51730.75    -0.083539     0.081244    -0.358574
51731.00    -0.108090     0.026639    -0.440274
51731.25    -0.094478     0.096672    -0.393158
51731.50    -0.108295     0.139912    -0.558656
51731.75    -0.075391     0.134730    -0.360763
51732.00    -0.111141     0.113123    -0.553292
51732.25    -0.109864     0.229260    -0.604502
51732.50    -0.117220     0.257658    -0.812727
51732.75    -0.087425     0.223083    -0.632570
51733.00    -0.118672     0.193114    -0.778487
51733.25    -0.111687     0.293723    -0.733723
51733.50    -0.114965     0.306135    -0.893400
51733.75    -0.093481     0.272181    -0.712470
51734.00    -0.124875     0.202612    -0.754174
51734.25    -0.140551     0.279565    -0.657380
51734.50    -0.168640     0.265243    -0.796359
51734.75    -0.163512     0.202130    -0.603650
51735.00    -0.202299     0.131357    -0.702638
51735.25    -0.217401     0.207174    -0.684407
51735.50    -0.234446     0.224072    -0.875158
51735.75    -0.202033     0.188641    -0.731648
51736.00    -0.231053     0.123364    -0.836756
51736.25    -0.220444     0.219290    -0.663618
51736.50    -0.228622     0.231790    -0.830761
51736.75    -0.184840     0.197811    -0.623285
51737.00    -0.196570     0.165612    -0.823925
51737.25    -0.154132     0.253043    -0.756467
51737.50    -0.161853     0.282708    -1.017570
51737.75    -0.119524     0.254895    -0.864360
51738.00    -0.144878     0.202147    -1.046422
51738.25    -0.120939     0.284708    -0.921816
51738.50    -0.145755     0.312072    -1.059476
51738.75    -0.122973     0.252083    -0.860961
51739.00    -0.147124     0.178513    -0.879244
51739.25    -0.127249     0.238760    -0.649899
51739.50    -0.154069     0.228159    -0.724023
51739.75    -0.128524     0.171227    -0.420442
51740.00    -0.161932     0.078525    -0.464102
51740.25    -0.157566     0.127812    -0.273133
51740.50    -0.190370     0.094223    -0.367441
51740.75    -0.173932     0.034256    -0.119250
51741.00    -0.212995    -0.046643    -0.293819
51741.25    -0.184330    -0.007387    -0.178296
51741.50    -0.211423    -0.013869    -0.450572
51741.75    -0.161217    -0.067050    -0.267009
51742.00    -0.177860    -0.116498    -0.532554
51742.25    -0.145368    -0.010103    -0.529993
51742.50    -0.158189     0.034291    -0.800159
51742.75    -0.116541     0.042969    -0.667435
51743.00    -0.113978     0.013252    -0.721672
51743.25    -0.098327     0.159445    -0.548640
51743.50    -0.097825     0.214711    -0.598810
51743.75    -0.046969     0.219027    -0.238667
51744.00    -0.059421     0.171262    -0.230469
51744.25    -0.069511     0.265447    -0.107997
51744.50    -0.087544     0.244729    -0.237924
51744.75    -0.062944     0.172990    -0.035187
51745.00    -0.081530     0.079948    -0.140181
51745.25    -0.046231     0.126944    -0.024252
51745.50    -0.050009     0.095820    -0.182903
51745.75    -0.012288     0.005642     0.011906
51746.00    -0.019857    -0.097894    -0.145266
51746.25    -0.006605    -0.037444    -0.118822
51746.50    -0.032022    -0.051094    -0.270780
51746.75     0.003311    -0.081023    -0.103385
51747.00    -0.015278    -0.121273    -0.219933
51747.25     0.006556     0.001748    -0.193022
51747.50     0.000662     0.035081    -0.374786
51747.75     0.028800     0.012586    -0.222137
51748.00    -0.007219    -0.016297    -0.394305
51748.25     0.003105     0.099637    -0.382744
51748.50    -0.030133     0.127790    -0.504008
51748.75    -0.021999     0.085063    -0.280348
51749.00    -0.058674     0.054275    -0.382417
51749.25    -0.044777     0.145986    -0.338116
51749.50    -0.067547     0.160237    -0.470140
51749.75    -0.038415     0.121312    -0.260160
51750.00    -0.049877     0.085297    -0.317112
51750.25    -0.041967     0.169336    -0.254407
51750.50    -0.073714     0.195112    -0.440759
51750.75    -0.058785     0.136257    -0.285883
51751.00    -0.091086     0.068819    -0.413441
51751.25    -0.087904     0.124315    -0.446078
51751.50    -0.089608     0.102398    -0.690142
51751.75    -0.061696     0.028544    -0.574767
51752.00    -0.087284    -0.064664    -0.788048
51752.25    -0.077037    -0.002707    -0.736703
51752.50    -0.100915     0.003967    -1.055472
51752.75    -0.080573    -0.047475    -0.904044
51753.00    -0.114605    -0.104801    -1.027843
51753.25    -0.103063    -0.027385    -0.928600
51753.50    -0.131982    -0.017552    -1.076074
51753.75    -0.092801    -0.079260    -0.833357
51754.00    -0.111007    -0.129149    -0.950451
51754.25    -0.090859    -0.056623    -0.790105
51754.50    -0.101498    -0.046342    -0.910764
51754.75    -0.067537    -0.108136    -0.640265
51755.00    -0.089468    -0.180309    -0.785990
51755.25    -0.076099    -0.087051    -0.672311
51755.50    -0.082985    -0.064578    -0.850453
51755.75    -0.057924    -0.100743    -0.649504
51756.00    -0.089174    -0.158671    -0.786550
51756.25    -0.077536    -0.036300    -0.683143
51756.50    -0.089346    -0.003743    -0.813034
51756.75    -0.052753    -0.047539    -0.601247
51757.00    -0.088738    -0.104765    -0.748018
51757.25    -0.093238    -0.014596    -0.630827
51757.50    -0.124786    -0.010656    -0.757264
51757.75    -0.087288    -0.050720    -0.461281
51758.00    -0.129206    -0.104951    -0.521202
51758.25    -0.131405    -0.025859    -0.385552
51758.50    -0.168190     0.003306    -0.481986
51758.75    -0.155887    -0.043027    -0.239895
51759.00    -0.192854    -0.105703    -0.346071
51759.25    -0.175553    -0.005649    -0.207729
51759.50    -0.203916     0.009039    -0.395992
51759.75    -0.177993    -0.024286    -0.170494
51760.00    -0.210016    -0.090833    -0.263829
51760.25    -0.180097    -0.008177    -0.220577
51760.50    -0.185987    -0.010957    -0.418297
51760.75    -0.147134    -0.038586    -0.219306
51761.00    -0.173765    -0.094476    -0.263094
51761.25    -0.149259    -0.013281    -0.173625
51761.50    -0.175186    -0.021873    -0.395859
51761.75    -0.135399    -0.082269    -0.178533
51762.00    -0.172555    -0.121636    -0.306587
51762.25    -0.163217    -0.034744    -0.280657
51762.50    -0.190166    -0.019764    -0.502523
51762.75    -0.165726    -0.058982    -0.334203
51763.00    -0.192385    -0.121675    -0.455105
51763.25    -0.165798    -0.018205    -0.338754
51763.50    -0.179171     0.033569    -0.470330
51763.75    -0.140269    -0.005408    -0.201926
51764.00    -0.145224    -0.074424    -0.225974
51764.25    -0.108868     0.011589    -0.136396
51764.50    -0.121526     0.028124    -0.309953
51764.75    -0.071039    -0.001095    -0.102871
51765.00    -0.091820    -0.051595    -0.292941
51765.25    -0.086721     0.058706    -0.285895
51765.50    -0.090149     0.072114    -0.487884
51765.75    -0.051419     0.042846    -0.312980
51766.00    -0.084022    -0.031984    -0.504401
51766.25    -0.081812     0.066411    -0.501962
51766.50    -0.096231     0.084688    -0.782376
51766.75    -0.066350     0.056692    -0.666749
51767.00    -0.097971    -0.013166    -0.854781
51767.25    -0.088606     0.056434    -0.794641
51767.50    -0.114195     0.063634    -0.963902
51767.75    -0.100736     0.007773    -0.790188
51768.00    -0.122218    -0.076978    -0.884547
51768.25    -0.111984    -0.026777    -0.791888
51768.50    -0.131046    -0.034033    -0.892880
51768.75    -0.086511    -0.098865    -0.598334
51769.00    -0.105840    -0.171652    -0.679034
51769.25    -0.084245    -0.087199    -0.629885
51769.50    -0.089632    -0.079894    -0.841767
51769.75    -0.049247    -0.116755    -0.715387
51770.00    -0.081231    -0.151854    -0.944247
51770.25    -0.058662    -0.024991    -0.929475
51770.50    -0.053540     0.021609    -1.083011
51770.75    -0.019616     0.029194    -0.852806
51771.00    -0.046668     0.012255    -0.927776
51771.25    -0.016730     0.151616    -0.800786
51771.50    -0.034014     0.195089    -0.968166
51771.75    -0.015188     0.181734    -0.733654
51772.00    -0.046332     0.107204    -0.832425
51772.25    -0.036347     0.193175    -0.730052
51772.50    -0.064722     0.183487    -0.855594
51772.75    -0.031974     0.114877    -0.535648
51773.00    -0.062419     0.033955    -0.635034
51773.25    -0.052247     0.097228    -0.544176
51773.50    -0.084653     0.088779    -0.713769
51773.75    -0.042714     0.052227    -0.484235
51774.00    -0.077396    -0.029138    -0.562589
51774.25    -0.059086     0.063217    -0.340228
51774.50    -0.061012     0.070943    -0.437002
51774.75    -0.025606     0.035487    -0.172734
51775.00    -0.041433    -0.028781    -0.304016
51775.25    -0.030386     0.079727    -0.212950
51775.50    -0.037905     0.106577    -0.401070
51775.75    -0.013312     0.093130    -0.188058
51776.00    -0.046042     0.045655    -0.300312
51776.25    -0.032707     0.160851    -0.197102
51776.50    -0.052945     0.189995    -0.370160
51776.75    -0.015238     0.162244    -0.145704
51777.00    -0.042460     0.110159    -0.250379
51777.25    -0.021243     0.231006    -0.096664
51777.50    -0.026688     0.266587    -0.206301
51777.75     0.019952     0.220574     0.030245
51778.00    -0.007145     0.163857    -0.066077
51778.25     0.019250     0.226917     0.076534
51778.50    -0.003702     0.259608    -0.120414
51778.75     0.034643     0.199773     0.057879
51779.00    -0.002281     0.137544    -0.114878
51779.25     0.024991     0.221742    -0.030744
51779.50     0.006485     0.215044    -0.291114
51779.75     0.043987     0.172901    -0.187770
51780.00     0.015900     0.122123    -0.332350
51780.25     0.023554     0.238839    -0.234485
51780.50     0.000485     0.242815    -0.365319
51780.75     0.033312     0.186427    -0.039725
51781.00     0.003388     0.126514    -0.066884
51781.25     0.010850     0.229151     0.111171
51781.50    -0.008583     0.243380    -0.084219
51781.75     0.034170     0.168508     0.139779
51782.00    -0.002246     0.066133    -0.008531
51782.25     0.014847     0.152558     0.105753
51782.50     0.012182     0.137139    -0.166271
51782.75     0.066532     0.069731     0.039468
51783.00     0.025535     0.000229    -0.167100
51783.25     0.062150     0.118088    -0.098708
51783.50     0.046867     0.119278    -0.339533
51783.75     0.084863     0.094422    -0.199882
51784.00     0.059785     0.046846    -0.381081
51784.25     0.081338     0.151067    -0.296032
51784.50     0.055016     0.182324    -0.495583
51784.75     0.080090     0.143391    -0.312350
51785.00     0.052074     0.100992    -0.374982
51785.25     0.054104     0.236173    -0.308219
51785.50     0.025587     0.279060    -0.512725
51785.75     0.041344     0.232833    -0.329151
51786.00    -0.008862     0.152174    -0.425228
51786.25    -0.009248     0.250856    -0.242833
51786.50    -0.028535     0.257569    -0.368360
51786.75    -0.012443     0.213664    -0.113441
51787.00    -0.049134     0.144398    -0.149975
51787.25    -0.024030     0.241529     0.094459
51787.50    -0.042061     0.264383     0.019931
51787.75    -0.017464     0.234899     0.313580
51788.00    -0.038287     0.190183     0.367052
51788.25    -0.008860     0.306203     0.603549
51788.50    -0.021624     0.297224     0.499715
51788.75    -0.000581     0.203115     0.669658
51789.00    -0.040532     0.083410     0.628277
51789.25    -0.039993     0.156927     0.781923
51789.50    -0.053621     0.146467     0.659597
51789.75    -0.038830     0.068569     0.839244
51790.00    -0.094606    -0.042014     0.725849
51790.25    -0.076153     0.053041     0.848074
51790.50    -0.087613     0.064330     0.692725
51790.75    -0.063687     0.020384     0.914074
51791.00    -0.085358    -0.032044     0.819664
51791.25    -0.032320     0.097570     0.985834
51791.50    -0.052825     0.137390     0.764170
51791.75    -0.020135     0.119212     0.905799
51792.00    -0.048196     0.082021     0.709262
51792.25    -0.049468     0.217602     0.773522
51792.50    -0.075705     0.250244     0.528722
51792.75    -0.030693     0.237712     0.707423
51793.00    -0.058756     0.191687     0.590334
51793.25    -0.036913     0.320932     0.684821
51793.50    -0.028320     0.352810     0.530975
51793.75     0.005665     0.303458     0.738818
51794.00    -0.028480     0.224320     0.690268
51794.25    -0.000413     0.299999     0.836827
51794.50    -0.030949     0.244522     0.633259
51794.75    -0.027422     0.110786     0.735517
51795.00    -0.085680    -0.023272     0.611143
51795.25    -0.083967     0.004453     0.635545
51795.50    -0.134528    -0.050204     0.315439
51795.75    -0.088207    -0.142778     0.443107
51796.00    -0.126727    -0.237954     0.252060
51796.25    -0.103355    -0.145507     0.283437
51796.50    -0.130080    -0.148725    -0.012654
51796.75    -0.106303    -0.197314     0.057792
51797.00    -0.149293    -0.245312    -0.003327
51797.25    -0.150205    -0.117639     0.137247
51797.50    -0.169360    -0.069036    -0.103136
51797.75    -0.150558    -0.103576     0.074070
51798.00    -0.191577    -0.163995    -0.051388
51798.25    -0.185228    -0.054088     0.063722
51798.50    -0.218451    -0.045305    -0.138002
51798.75    -0.197683    -0.121089     0.045347
51799.00    -0.235255    -0.198647    -0.085382
51799.25    -0.203791    -0.103676     0.036671
51799.50    -0.219608    -0.096850    -0.190833
51799.75    -0.179671    -0.143496    -0.018352
51800.00    -0.188071    -0.213071    -0.102569
51800.25    -0.147109    -0.055703     0.035228
51800.50    -0.136661    -0.043760    -0.159590
51800.75    -0.101324    -0.054555    -0.026974
51801.00    -0.116740    -0.128945    -0.162213
51801.25    -0.103508    -0.000058    -0.178046
51801.50    -0.110841     0.025072    -0.515795
51801.75    -0.096634    -0.025036    -0.444105
51802.00    -0.133928    -0.106681    -0.613760
51802.25    -0.111303    -0.005130    -0.504929
51802.50    -0.133315    -0.016402    -0.675730
51802.75    -0.100015    -0.095406    -0.452717
51803.00    -0.128061    -0.168748    -0.517166
51803.25    -0.095751    -0.063982    -0.343146
51803.50    -0.116866    -0.048019    -0.555528
51803.75    -0.081976    -0.108919    -0.335241
51804.00    -0.098810    -0.184437    -0.406930
51804.25    -0.069139    -0.088851    -0.368935
51804.50    -0.078891    -0.070424    -0.535273
51804.75    -0.061339    -0.092165    -0.406393
51805.00    -0.077098    -0.165423    -0.518835
51805.25    -0.057412    -0.043020    -0.429344
51805.50    -0.086862     0.006192    -0.579264
51805.75    -0.059737    -0.011300    -0.399624
51806.00    -0.091021    -0.048519    -0.496049
51806.25    -0.077113     0.035954    -0.426392
51806.50    -0.095865     0.036174    -0.587568
51806.75    -0.061249    -0.029404    -0.351920
51807.00    -0.077456    -0.104503    -0.420541
51807.25    -0.054043    -0.019869    -0.304446
51807.50    -0.050030    -0.036207    -0.479420
51807.75    -0.007913    -0.111692    -0.228532
51808.00    -0.027333    -0.185356    -0.264297
51808.25    -0.016631    -0.122704    -0.185836
51808.50    -0.026286    -0.098685    -0.327287
51808.75    -0.003325    -0.140416    -0.169529
51809.00    -0.028059    -0.190629    -0.264611
51809.25    -0.001351    -0.108373    -0.180814
51809.50    -0.007198    -0.092936    -0.434756
51809.75     0.024662    -0.175394    -0.294064
51810.00     0.018138    -0.236867    -0.342326
51810.25     0.054196    -0.146689    -0.221070
51810.50     0.052806    -0.126439    -0.376015
51810.75     0.087658    -0.144271    -0.157999
51811.00     0.077104    -0.203833    -0.197566
51811.25     0.084589    -0.082121    -0.051655
51811.50     0.080123    -0.080631    -0.190559
51811.75     0.099802    -0.110053    -0.008308
51812.00     0.061254    -0.149870    -0.122145
51812.25     0.060551    -0.004622    -0.009372
51812.50     0.045607     0.009345    -0.150453
51812.75     0.057557    -0.023536     0.138849
51813.00     0.015273    -0.073352     0.100364
51813.25     0.026232     0.038047     0.243285
51813.50     0.019671     0.075153     0.049504
51813.75     0.066897     0.057366     0.192484
51814.00     0.064136     0.022351     0.069978
51814.25     0.114380     0.140813     0.163746
51814.50     0.114640     0.159578    -0.006976
51814.75     0.155354     0.104957     0.161801
51815.00     0.126195     0.062724     0.079118
51815.25     0.144912     0.170548     0.203398
51815.50     0.126386     0.189030    -0.024515
51815.75     0.146111     0.105334     0.176017
51816.00     0.090661     0.005437     0.069583
51816.25     0.072493     0.074170     0.144556
51816.50     0.024989     0.041733    -0.135183
51816.75     0.050598    -0.011555    -0.021903
51817.00     0.015557    -0.080094    -0.132216
51817.25     0.033382     0.015767    -0.003484
51817.50     0.013063     0.016214    -0.220666
51817.75     0.036519    -0.054810    -0.028992
51818.00    -0.000100    -0.148250    -0.148343
51818.25     0.005986    -0.059931    -0.035506
51818.50    -0.014102    -0.086925    -0.263521
51818.75     0.017764    -0.145859    -0.092127
51819.00    -0.010195    -0.230330    -0.192618
51819.25     0.028862    -0.118417    -0.077907
51819.50     0.036600    -0.110869    -0.271271
51819.75     0.092901    -0.160746    -0.063439
51820.00     0.084421    -0.254995    -0.163219
51820.25     0.135763    -0.147783    -0.024577
51820.50     0.142722    -0.120369    -0.207978
51820.75     0.183275    -0.164734     0.016574
51821.00     0.166885    -0.210671    -0.052394
51821.25     0.183681    -0.103599     0.027199
51821.50     0.175716    -0.085984    -0.142728
51821.75     0.210194    -0.143313     0.014611
51822.00     0.188156    -0.201377    -0.068668
51822.25     0.217997    -0.082537     0.047271
51822.50     0.222237    -0.051945    -0.083570
51822.75     0.253252    -0.123904     0.106814
51823.00     0.225776    -0.199745     0.046028
51823.25     0.244727    -0.091905     0.183482
51823.50     0.241639    -0.063012     0.028020
51823.75     0.272115    -0.090832     0.166083
51824.00     0.243424    -0.135870     0.049639
51824.25     0.257907    -0.013531     0.059608
51824.50     0.232166     0.022150    -0.173029
51824.75     0.253056    -0.015855    -0.101185
51825.00     0.236407    -0.064426    -0.225436
51825.25     0.244621     0.038161    -0.237041
51825.50     0.229298     0.025821    -0.428693
51825.75     0.267535    -0.039805    -0.205953
51826.00     0.213355    -0.095355    -0.289894
51826.25     0.215689     0.016930    -0.204002
51826.50     0.193955     0.047199    -0.303972
51826.75     0.205422    -0.017803    -0.068939
51827.00     0.137421    -0.104290    -0.111384
51827.25     0.146082    -0.033456     0.012725
51827.50     0.115306    -0.064472    -0.098435
51827.75     0.130163    -0.132202     0.122969
51828.00     0.075697    -0.203941     0.019153
51828.25     0.105946    -0.095116     0.150061
51828.50     0.084585    -0.068706    -0.008268
51828.75     0.133480    -0.107623     0.196121
51829.00     0.127623    -0.135671     0.086952
51829.25     0.193844     0.005571     0.232714
51829.50     0.174465     0.085118     0.027448
51829.75     0.223698     0.059060     0.254560
51830.00     0.190499     0.025634     0.143597
51830.25     0.193875     0.137022     0.198924
51830.50     0.168388     0.181664     0.077627
51830.75     0.189283     0.115516     0.240440
51831.00     0.120823     0.029809     0.107739
51831.25     0.104769     0.101035     0.230010
51831.50     0.071839     0.102930     0.055227
51831.75     0.076845     0.036493     0.260743
51832.00     0.021233    -0.064044     0.148357
51832.25     0.050947     0.024337     0.322317
51832.50     0.042647     0.016147     0.112792
51832.75     0.063083    -0.062926     0.209311
51833.00     0.025200    -0.119688     0.027280
51833.25     0.047981    -0.022172     0.016362
51833.50     0.042934     0.028892    -0.178796
51833.75     0.086644    -0.011652    -0.005465
51834.00     0.067643    -0.078053    -0.019451
51834.25     0.100898     0.013330     0.110073
51834.50     0.098161     0.057273     0.014202
51834.75     0.134310     0.002362     0.115913
51835.00     0.103368    -0.073503    -0.035736
51835.25     0.117901     0.007953    -0.111596
51835.50     0.108860     0.002326    -0.366664
51835.75     0.124449    -0.077067    -0.299873
51836.00     0.079510    -0.188089    -0.460851
51836.25     0.097743    -0.101168    -0.406227
51836.50     0.075513    -0.112214    -0.599868
51836.75     0.105934    -0.172629    -0.403580
51837.00     0.077194    -0.242525    -0.470056
51837.25     0.098260    -0.147214    -0.383706
