-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
ROCK        49718.000    1995     1     1     0
ROCK        52274.750    2001    12    31    18
ROCK     -2533219.884 -4631543.705  3568400.368
51828.25    -2.462173     1.074685     0.180350
51828.50    -2.039267     0.823489     0.019869
51828.75    -2.195690     1.302714    -1.270219
51829.00    -2.251351     1.253659    -1.066090
51829.25    -2.642952     1.280071    -1.733348
51829.50    -2.182064     0.830923    -1.717574
51829.75    -2.248951     1.219142    -2.868507
51830.00    -2.113441     1.056425    -1.953779
51830.25    -2.143938     1.013333    -2.354708
51830.50    -1.575239     0.518464    -1.917715
51830.75    -1.517702     0.895650    -2.842804
51831.00    -1.354688     0.714388    -1.407365
51831.25    -1.408575     0.716044    -1.526879
51831.50    -1.026313     0.375723    -1.056947
51831.75    -1.021180     0.788584    -1.776178
51832.00    -1.106709     0.754848    -0.475132
51832.25    -1.476015     0.923076    -0.837592
51832.50    -1.285491     0.700466    -0.572676
51832.75    -1.405676     1.103132    -1.284214
51833.00    -1.454596     1.036914    -0.303994
51833.25    -1.684572     1.060857    -0.697741
51833.50    -1.503762     0.711527    -0.436917
51833.75    -1.704450     1.138411    -1.494867
51834.00    -1.807104     1.063779    -0.570311
51834.25    -1.975283     1.072071    -0.855846
51834.50    -1.819410     0.743070    -0.808064
51834.75    -1.943179     1.058070    -1.684339
51835.00    -2.064816     0.948134    -0.700817
51835.25    -2.262034     0.939155    -1.174995
51835.50    -2.078630     0.612966    -0.985936
51835.75    -2.084888     0.985236    -1.932846
51836.00    -2.014002     0.871573    -0.970045
51836.25    -2.229611     0.866975    -1.374201
51836.50    -1.841486     0.472750    -1.096981
51836.75    -1.927608     0.842077    -1.773454
51837.00    -2.056744     0.814267    -0.678065
51837.25    -2.290194     0.942695    -1.096355
51837.50    -2.102562     0.627753    -0.521658
51837.75    -2.469705     1.070903    -1.156547
51838.00    -2.617058     0.931140     0.234620
51838.25    -2.966548     0.944783     0.245664
51838.50    -2.728557     0.506343     0.593787
51838.75    -2.901910     0.802909    -0.005573
51839.00    -2.829102     0.580551     1.180803
51839.25    -2.947111     0.575873     0.742345
51839.50    -2.508922     0.190471     0.797340
51839.75    -2.496985     0.641330    -0.494838
51840.00    -2.312841     0.587374     0.062842
51840.25    -2.322846     0.647882    -0.582679
51840.50    -1.822592     0.301623    -0.656074
51840.75    -1.759220     0.706756    -1.942938
51841.00    -1.580662     0.721726    -1.733921
51841.25    -1.624649     0.838876    -2.665652
51841.50    -1.191757     0.495518    -2.719431
51841.75    -1.366504     0.967549    -3.745900
51842.00    -1.346140     0.877354    -2.689276
51842.25    -1.593800     0.956146    -2.684746
51842.50    -1.417939     0.653125    -1.977299
51842.75    -1.621345     1.075721    -2.307023
51843.00    -1.593604     0.951142    -0.845606
51843.25    -1.924110     0.982855    -0.589125
51843.50    -1.687924     0.626423     0.318925
51843.75    -1.867686     1.053982    -0.338427
51844.00    -1.934773     0.917566     0.713412
51844.25    -2.218327     0.901005     0.463634
51844.50    -2.060406     0.587317     0.882412
51844.75    -2.216344     0.986198    -0.263677
51845.00    -2.233383     0.839601     0.539084
51845.25    -2.483563     0.872284    -0.048979
51845.50    -2.060715     0.451514     0.080624
51845.75    -1.982553     0.794016    -1.162824
51846.00    -1.910484     0.601641    -0.334885
51846.25    -2.082541     0.605531    -0.807815
51846.50    -1.763201     0.210905    -0.516003
51846.75    -1.797513     0.583054    -1.529775
51847.00    -1.827787     0.430931    -0.677353
51847.25    -2.052845     0.447007    -0.797395
51847.50    -1.650618     0.125607    -0.493459
51847.75    -1.702395     0.556947    -1.479252
51848.00    -1.727323     0.534847    -0.959446
51848.25    -1.952810     0.615896    -1.351230
51848.50    -1.620490     0.268588    -1.231724
51848.75    -1.792074     0.712667    -2.480992
51849.00    -1.800200     0.648667    -1.793606
51849.25    -1.894521     0.716366    -2.241324
51849.50    -1.538873     0.478785    -2.308044
51849.75    -1.565319     0.875651    -2.988951
51850.00    -1.457579     0.762746    -1.582092
51850.25    -1.612705     0.836914    -1.462195
51850.50    -1.220176     0.536137    -0.938442
51850.75    -1.323035     1.039965    -1.732375
51851.00    -1.420503     1.094443    -1.031180
51851.25    -1.693775     1.307310    -1.549341
51851.50    -1.467450     1.111887    -1.560868
51851.75    -1.778735     1.600004    -2.489651
51852.00    -1.934492     1.528893    -1.510573
51852.25    -2.300600     1.576249    -1.417908
51852.50    -2.171517     1.218649    -0.648852
51852.75    -2.480531     1.631717    -1.051259
51853.00    -2.499060     1.428709     0.080651
51853.25    -2.769281     1.366146     0.167744
51853.50    -2.452668     0.957346     0.571606
51853.75    -2.353784     1.196709    -0.009948
51854.00    -2.158782     1.001198     0.824827
51854.25    -2.391322     0.958947     0.630764
51854.50    -1.980216     0.542921     0.926245
51854.75    -2.053714     0.795075     0.440400
51855.00    -2.016312     0.755370     0.693226
51855.25    -2.072859     0.856089    -0.240644
51855.50    -1.653328     0.633796    -0.766158
51855.75    -1.756415     1.179545    -2.214853
51856.00    -1.764899     1.193917    -1.648054
51856.25    -1.945851     1.400032    -2.139580
51856.50    -1.699764     1.083131    -1.492017
51856.75    -1.973427     1.451657    -1.812197
51857.00    -2.082862     1.234472    -0.296617
51857.25    -2.555300     1.222903    -0.001316
51857.50    -2.505804     0.849016     0.665491
51857.75    -2.782310     1.261795    -0.105726
51858.00    -2.819760     1.119793     0.968538
51858.25    -2.999448     1.237986     0.392201
51858.50    -2.644839     0.947609     0.456906
51858.75    -2.661239     1.372719    -0.463916
51859.00    -2.530433     1.279002     0.200627
51859.25    -2.665129     1.319551    -0.229755
51859.50    -2.314467     1.015040    -0.512135
51859.75    -2.261708     1.431909    -1.695057
51860.00    -1.942870     1.266119    -1.223126
51860.25    -1.894922     1.347694    -2.226129
51860.50    -1.410917     0.987783    -2.395552
51860.75    -1.481349     1.337902    -3.378327
51861.00    -1.425895     1.178426    -2.400636
51861.25    -1.644438     1.258972    -2.600915
51861.50    -1.405290     0.987388    -2.152701
51861.75    -1.660057     1.465003    -3.066621
51862.00    -1.794659     1.382637    -1.800883
51862.25    -2.236230     1.460884    -1.781096
51862.50    -2.173296     1.144318    -1.213665
51862.75    -2.458951     1.500728    -1.650365
51863.00    -2.528047     1.331829    -0.417189
51863.25    -2.874085     1.415382    -0.842106
51863.50    -2.596389     1.095332    -0.858538
51863.75    -2.632917     1.446642    -1.711564
51864.00    -2.508955     1.276079    -0.729784
51864.25    -2.695585     1.371410    -0.976548
51864.50    -2.103057     1.077506    -0.749415
51864.75    -1.991999     1.491796    -1.632594
51865.00    -1.738236     1.438081    -1.098484
51865.25    -1.710648     1.500754    -1.389550
51865.50    -1.230940     1.194361    -1.327787
51865.75    -1.463089     1.601618    -2.588204
51866.00    -1.625544     1.456462    -1.975009
51866.25    -2.030650     1.558027    -2.730407
51866.50    -1.903057     1.351445    -3.193711
51866.75    -2.134289     1.772520    -4.550088
51867.00    -2.110158     1.676051    -4.039769
51867.25    -2.272452     1.686568    -4.404591
51867.50    -1.773032     1.321898    -3.971951
51867.75    -1.795238     1.629934    -4.559155
51868.00    -1.696251     1.435024    -3.487849
51868.25    -1.899476     1.424509    -3.578775
51868.50    -1.515884     1.088469    -3.274332
51868.75    -1.461512     1.045702    -3.952494
51869.00    -1.374517     0.917168    -2.803132
51869.25    -1.529811     0.870791    -2.408159
51869.50    -1.081175     0.548042    -1.672877
51869.75    -1.167471     1.014457    -2.546706
51870.00    -0.958722     0.830747    -1.236848
51870.25    -1.123595     0.768816    -1.195881
51870.50    -0.773374     0.385134    -0.535316
51870.75    -0.917843     0.798196    -1.230021
51871.00    -0.677300     0.679747    -0.216501
51871.25    -0.812327     0.785880    -0.887600
51871.50    -0.333125     0.434508    -0.728828
51871.75    -0.380610     0.905864    -1.899697
51872.00    -0.276402     0.886732    -0.934431
51872.25    -0.426387     0.902805    -1.343420
51872.50     0.010556     0.483053    -0.472985
51872.75    -0.104653     0.875427    -1.311559
51873.00    -0.060357     0.793143     0.125390
51873.25    -0.345328     0.903696    -0.087184
51873.50    -0.159372     0.680895     0.366996
51873.75    -0.349958     1.207406    -0.871338
51874.00    -0.315516     1.139775     0.406683
51874.25    -0.647146     1.201529    -0.005780
51874.50    -0.405848     0.858855     0.257236
51874.75    -0.533706     1.247920    -0.851841
51875.00    -0.359350     1.078409     0.475055
51875.25    -0.661159     1.093430     0.152397
51875.50    -0.153521     0.593710     0.751717
51875.75    -0.165211     0.883645    -0.134418
51876.00     0.003412     0.674798     0.786386
51876.25    -0.183578     0.618247     0.363930
51876.50     0.159750     0.225757     0.368867
51876.75    -0.061223     0.618069    -0.927071
51877.00    -0.011992     0.520688     0.034590
51877.25    -0.193328     0.511134    -0.218551
51877.50    -0.044114     0.273566     0.096208
51877.75    -0.370371     0.703799    -1.012048
51878.00    -0.332006     0.671560    -0.094099
51878.25    -0.692382     0.761241    -0.710470
51878.50    -0.512826     0.560877    -0.927451
51878.75    -0.661631     1.030772    -2.136323
51879.00    -0.753611     1.017818    -1.426315
51879.25    -1.061012     1.032914    -1.826657
51879.50    -0.598190     0.700341    -1.229250
51879.75    -0.655201     1.126938    -2.147329
51880.00    -0.584800     1.055852    -1.156796
51880.25    -0.643036     1.011688    -1.168472
51880.50    -0.202376     0.610706    -0.600833
51880.75    -0.339363     0.961685    -1.791969
51881.00    -0.244052     0.823535    -0.811747
51881.25    -0.534698     0.830419    -1.245549
51881.50    -0.341251     0.448797    -1.341370
51881.75    -0.454172     0.825884    -2.771537
51882.00    -0.329712     0.713065    -2.085112
51882.25    -0.565395     0.832057    -2.940505
51882.50    -0.237754     0.534531    -2.920281
51882.75    -0.364798     0.998221    -4.291360
51883.00    -0.318573     0.899048    -3.009385
51883.25    -0.617566     0.970853    -3.269907
51883.50    -0.318773     0.639228    -2.416418
51883.75    -0.586039     1.050042    -3.135915
51884.00    -0.610691     1.026180    -2.182539
51884.25    -0.986305     1.193735    -2.616393
51884.50    -0.671911     0.902619    -2.458107
51884.75    -0.968239     1.337973    -3.522261
51885.00    -0.837509     1.115877    -2.088452
51885.25    -1.033007     1.017090    -1.672450
51885.50    -0.595242     0.434579    -0.743052
51885.75    -0.688881     0.624372    -1.174640
51886.00    -0.655240     0.383398     0.250557
51886.25    -1.088280     0.477093    -0.175530
51886.50    -0.909917     0.128834     0.121218
51886.75    -1.172864     0.490315    -0.991730
51887.00    -1.110289     0.259416     0.003525
51887.25    -1.321269     0.253505    -0.141578
51887.50    -1.006313    -0.074371     0.123908
51887.75    -1.090061     0.379338    -0.907302
51888.00    -1.021031     0.354682     0.107028
51888.25    -1.263997     0.452723    -0.129104
51888.50    -1.074540     0.232931     0.016335
51888.75    -1.409908     0.761679    -1.216885
51889.00    -1.379601     0.716443    -0.677619
51889.25    -1.565647     0.836221    -1.139463
51889.50    -1.104829     0.502530    -1.036112
51889.75    -1.138300     0.834458    -1.770232
51890.00    -0.932252     0.608266    -0.254489
51890.25    -1.054591     0.525351     0.378141
51890.50    -0.558616     0.104866     1.313793
51890.75    -0.334319     0.324359     0.896557
51891.00     0.037421     0.175375     1.731345
51891.25    -0.078916     0.239155     1.065406
51891.50     0.256542    -0.043549     1.023761
51891.75     0.185488     0.327461    -0.221201
51892.00     0.445418     0.329195     0.151893
51892.25     0.595759     0.418395    -0.411707
51892.50     1.173160     0.190061    -0.657141
51892.75     1.122654     0.657639    -2.145269
51893.00     1.379647     0.625068    -1.589762
51893.25     1.298793     0.653155    -1.779144
51893.50     1.575370     0.377581    -1.697332
51893.75     1.381432     0.676309    -2.706337
51894.00     1.571146     0.506542    -1.827006
51894.25     1.196016     0.600109    -2.560625
51894.50     1.306381     0.514813    -2.712126
51894.75     0.947601     1.098776    -3.765707
51895.00     0.731866     1.020145    -2.193272
51895.25     0.229904     1.038629    -2.212206
51895.50     0.302241     0.587308    -1.282347
51895.75    -0.030917     0.875459    -2.283429
51896.00    -0.079305     0.809803    -1.549485
51896.25    -0.377470     0.996121    -2.762005
51896.50    -0.186102     0.891523    -3.594923
51896.75    -0.549284     1.362324    -5.297997
51897.00    -0.588832     1.235864    -4.269161
51897.25    -1.008844     1.254408    -4.241093
51897.50    -0.947338     0.784166    -3.286391
51897.75    -1.247517     1.003495    -3.598920
51898.00    -1.256221     0.650531    -1.605469
51898.25    -1.755663     0.582212    -1.648681
51898.50    -1.559123     0.199155    -1.138973
51898.75    -1.827631     0.653335    -2.091857
51899.00    -1.910712     0.666032    -1.315474
51899.25    -2.383329     0.733026    -1.962567
51899.50    -2.266786     0.387466    -1.363843
51899.75    -2.629392     0.851504    -2.504255
51900.00    -2.643158     0.771410    -1.369373
51900.25    -2.756247     0.812196    -1.743138
51900.50    -2.190885     0.417418    -1.281789
51900.75    -2.125675     0.734954    -2.338820
51901.00    -1.830992     0.589858    -1.458112
51901.25    -1.915855     0.607630    -1.821272
51901.50    -1.507990     0.337582    -1.686625
51901.75    -1.606313     0.821686    -3.009107
51902.00    -1.323507     0.746625    -2.258225
51902.25    -1.417982     0.733558    -2.477740
51902.50    -0.956113     0.392007    -2.092867
51902.75    -0.949465     0.796879    -2.877205
51903.00    -0.665236     0.739825    -1.888905
51903.25    -0.879263     0.822796    -2.142650
51903.50    -0.387803     0.592959    -2.442256
51903.75    -0.509626     0.960372    -3.334800
51904.00    -0.342626     1.030324    -2.813087
51904.25    -0.496786     1.135935    -3.207564
51904.50     0.068440     0.951123    -3.215480
51904.75     0.035172     1.391566    -4.780178
51905.00     0.276191     1.318050    -3.881841
51905.25     0.155462     1.314268    -3.945949
51905.50     0.543058     0.938023    -3.399943
51905.75     0.444717     1.140834    -4.307293
51906.00     0.538298     0.971988    -3.101047
51906.25     0.351810     0.932360    -3.066084
51906.50     0.617181     0.573803    -2.747507
51906.75     0.356051     0.936849    -3.818449
51907.00     0.377099     0.885211    -2.998136
51907.25     0.050413     0.897553    -3.156956
51907.50     0.181097     0.600841    -2.793949
51907.75    -0.095250     0.962178    -3.762628
51908.00    -0.034520     0.892399    -2.347584
51908.25    -0.243110     0.885722    -2.232067
51908.50    -0.090029     0.512056    -1.443052
51908.75    -0.476253     0.885400    -2.171307
51909.00    -0.407551     0.747924    -0.769461
51909.25    -0.613876     0.704068    -0.828732
51909.50    -0.209114     0.391428    -0.377064
51909.75    -0.227774     0.763117    -1.346301
51910.00    -0.197625     0.738077    -0.562163
51910.25    -0.444668     0.801884    -1.404001
51910.50    -0.089071     0.486833    -1.481642
51910.75    -0.222335     0.887900    -2.817854
51911.00    -0.231255     0.943067    -2.337332
51911.25    -0.484792     1.113259    -3.351587
51911.50    -0.281222     0.930443    -3.574088
51911.75    -0.570057     1.447068    -5.349120
51912.00    -0.707205     1.435036    -4.448653
51912.25    -1.197650     1.552142    -4.868503
51912.50    -0.980742     1.300694    -4.450108
51912.75    -1.027459     1.703010    -5.192556
51913.00    -0.905356     1.579975    -3.529804
51913.25    -1.206935     1.611541    -3.465027
51913.50    -0.973620     1.215646    -2.332677
51913.75    -1.151047     1.523942    -3.061675
51914.00    -1.172337     1.344638    -1.518216
51914.25    -1.520352     1.438930    -1.622279
51914.50    -1.225520     1.169014    -0.839596
51914.75    -1.435004     1.581182    -1.827458
51915.00    -1.489502     1.482984    -0.766082
51915.25    -1.863359     1.428904    -0.981262
51915.50    -1.669190     0.994084    -0.300231
51915.75    -2.018841     1.372360    -1.387110
51916.00    -1.916800     1.248457    -0.508932
51916.25    -2.168777     1.360491    -0.929626
51916.50    -1.733242     1.062669    -0.607484
51916.75    -1.772865     1.443875    -1.294818
51917.00    -1.616115     1.334503     0.195878
51917.25    -1.740811     1.318060     0.565516
51917.50    -1.261812     0.883530     1.491629
51917.75    -1.116453     1.093152     0.713557
51918.00    -0.734583     0.734592     2.396705
51918.25    -0.915021     0.700448     2.410521
51918.50    -0.507988     0.332445     2.834438
51918.75    -0.609271     0.773695     1.299051
51919.00    -0.485056     0.719335     2.291288
51919.25    -0.730254     0.737119     1.571690
51919.50    -0.466108     0.359989     1.896557
51919.75    -0.704306     0.689158     0.751583
51920.00    -0.662416     0.580033     2.306866
51920.25    -1.022841     0.594247     2.383390
51920.50    -0.954757     0.179360     2.886636
51920.75    -1.151697     0.578898     1.248962
51921.00    -1.036851     0.531357     2.012288
51921.25    -1.353935     0.628290     1.458519
51921.50    -1.264743     0.353105     1.775280
51921.75    -1.496243     0.738177     0.584752
51922.00    -1.548294     0.727031     0.710484
51922.25    -1.831115     0.819458    -0.461306
51922.50    -1.385756     0.516507    -0.639228
51922.75    -1.366002     0.907854    -2.358037
51923.00    -1.223874     0.817204    -1.675184
51923.25    -1.360504     0.762268    -2.076408
51923.50    -1.060381     0.336758    -1.844475
51923.75    -1.175731     0.632201    -3.220858
51924.00    -0.937544     0.507001    -1.898895
51924.25    -0.849776     0.462987    -1.650461
51924.50    -0.339233     0.133497    -1.040168
51924.75    -0.211670     0.460022    -1.287020
51925.00     0.016443     0.330342     0.225418
51925.25    -0.070029     0.284512    -0.034780
51925.50     0.281165    -0.045233     0.320427
51925.75     0.214274     0.384383    -0.793771
51926.00     0.263830     0.429999    -0.278311
51926.25    -0.045493     0.528873    -1.195614
51926.50     0.223747     0.230943    -1.328184
51926.75     0.073482     0.587396    -2.813452
51927.00     0.013652     0.497481    -1.806602
51927.25    -0.277501     0.560777    -1.766837
51927.50    -0.021731     0.276283    -1.407460
51927.75    -0.047756     0.732379    -2.303880
51928.00     0.311597     0.661180    -1.141721
51928.25     0.404004     0.670582    -1.192620
51928.50     0.766351     0.322118    -0.318303
51928.75     0.821587     0.670022    -1.076788
51929.00     0.952762     0.547135     0.085237
51929.25     0.571107     0.477274    -0.273061
51929.50     0.719013     0.063686    -0.023428
51929.75     0.364716     0.452127    -1.305001
51930.00     0.296885     0.466259    -0.607204
51930.25    -0.022415     0.599576    -1.132951
51930.50     0.153460     0.349089    -1.211414
51930.75    -0.106426     0.746530    -2.421031
51931.00    -0.102957     0.688767    -1.491158
51931.25    -0.417536     0.665955    -1.286535
51931.50    -0.235346     0.295020    -0.722711
51931.75    -0.385521     0.592633    -1.544331
51932.00    -0.375860     0.484158    -0.556298
51932.25    -0.745592     0.525949    -1.124503
51932.50    -0.731936     0.265068    -0.592953
51932.75    -0.863862     0.755175    -1.857092
51933.00    -0.757443     0.743785    -0.515750
51933.25    -0.949554     0.790440    -0.479835
51933.50    -0.600056     0.386091     0.267186
51933.75    -0.740965     0.717892    -0.917200
51934.00    -0.684701     0.546654    -0.070850
51934.25    -0.785751     0.561392    -0.623648
51934.50    -0.483128     0.195780    -0.445259
51934.75    -0.494145     0.647885    -1.997986
51935.00    -0.233982     0.559502    -0.893800
51935.25    -0.503572     0.546830    -0.365080
51935.50    -0.259940     0.286974     0.523114
51935.75    -0.263739     0.693828     0.096509
51936.00    -0.073529     0.606698     1.878834
51936.25    -0.208741     0.560285     2.148972
51936.50     0.169275     0.174358     2.849520
51936.75     0.206500     0.517175     1.963814
51937.00     0.412768     0.498923     2.795735
51937.25     0.221139     0.533724     2.041398
51937.50     0.528495     0.186733     1.974696
51937.75     0.398168     0.561406     0.280951
51938.00     0.287653     0.531492     0.901471
51938.25    -0.098568     0.616706     0.406456
51938.50    -0.101884     0.396494     0.439782
51938.75    -0.402052     0.829624    -0.921761
51939.00    -0.452153     0.774815     0.159092
51939.25    -0.888641     0.826820    -0.338413
51939.50    -0.879387     0.584977    -0.502333
51939.75    -1.201463     1.036391    -2.003253
51940.00    -1.146524     0.975284    -1.379783
51940.25    -1.413326     0.948459    -1.961766
51940.50    -0.971943     0.547572    -1.692684
51940.75    -0.985873     0.801120    -2.643522
51941.00    -0.784856     0.653462    -1.435012
51941.25    -0.924071     0.701647    -1.966674
51941.50    -0.492430     0.481657    -1.953015
51941.75    -0.648690     0.942020    -3.404216
51942.00    -0.561362     0.952242    -2.873727
51942.25    -0.902817     1.008460    -3.338939
51942.50    -0.692242     0.758562    -2.805833
51942.75    -0.851306     1.154804    -3.530154
51943.00    -0.613583     1.049595    -2.098023
51943.25    -0.774806     1.003569    -2.345852
51943.50    -0.463855     0.545628    -1.824146
51943.75    -0.601868     0.802573    -2.608824
51944.00    -0.475718     0.697081    -1.613311
51944.25    -0.832074     0.731861    -2.307386
51944.50    -0.521509     0.367530    -2.012094
51944.75    -0.844897     0.731225    -3.204889
51945.00    -0.885086     0.674055    -1.753464
51945.25    -1.341240     0.660247    -1.754155
51945.50    -1.127840     0.211658    -0.889547
51945.75    -1.457209     0.469478    -1.648582
51946.00    -1.479391     0.367573    -0.079451
51946.25    -2.005390     0.398297     0.095294
51946.50    -1.880197     0.131462     1.095315
51946.75    -2.072179     0.472029     0.527374
51947.00    -2.005505     0.351952     2.199367
51947.25    -2.294540     0.302550     2.182147
51947.50    -1.934238    -0.162271     3.051177
51947.75    -1.938047     0.199991     1.696278
51948.00    -1.840091     0.226487     2.240416
51948.25    -2.113658     0.341607     1.571416
51948.50    -1.753590     0.056531     1.533287
51948.75    -1.944863     0.575304    -0.418177
51949.00    -1.916616     0.715450    -0.296961
51949.25    -2.299614     0.936684    -1.243442
51949.50    -2.195688     0.807582    -1.023383
51949.75    -2.505298     1.309386    -2.140088
51950.00    -2.466030     1.262045    -0.451450
51950.25    -2.892906     1.243003    -0.175931
51950.50    -2.840645     0.870921     0.897524
51950.75    -3.111598     1.206924     0.113474
51951.00    -3.041320     1.053238     1.231818
51951.25    -3.330117     1.014564     0.398020
51951.50    -3.029818     0.635641     0.787121
51951.75    -3.122131     1.004456    -0.218420
51952.00    -2.858130     0.888577     0.826203
51952.25    -2.790225     0.760116     0.883757
51952.50    -2.071969     0.296906     1.482629
51952.75    -1.802597     0.521167     0.719658
51953.00    -1.449308     0.352350     2.058868
51953.25    -1.448131     0.261572     2.783877
51953.50    -0.953893    -0.068155     4.667275
51953.75    -0.852403     0.279114     2.509549
51954.00    -0.483178     0.162458     2.683393
51954.25    -0.572930     0.124076     1.953710
51954.50    -0.181518    -0.124495     1.816453
51954.75    -0.123003     0.310316     0.263859
51955.00     0.121736     0.328778     0.596904
51955.25    -0.034370     0.294089    -0.103610
51955.50     0.373736    -0.116666     0.128015
51955.75     0.338324     0.230824    -1.280261
51956.00     0.400625     0.205704    -0.755571
51956.25     0.243714     0.226258    -1.398093
51956.50     0.601450    -0.156118    -1.061887
51956.75     0.478971     0.272599    -2.524472
51957.00     0.561312     0.216425    -1.623110
51957.25     0.387362     0.267871    -1.991843
51957.50     0.806750    -0.081764    -1.286727
51957.75     0.695870     0.347676    -1.886870
51958.00     0.726957     0.189176    -0.452248
51958.25     0.375000     0.125161    -0.439146
51958.50     0.521305    -0.241839     0.189518
51958.75     0.131159     0.160303    -0.975280
51959.00     0.082676     0.073782     0.247283
51959.25    -0.250703     0.122170     0.337013
51959.50     0.233278    -0.272924     0.937649
51959.75     0.249088     0.031662     0.208323
51960.00     0.305786    -0.084650     0.926306
51960.25     0.014371    -0.122308     0.009657
51960.50     0.516332    -0.540234    -0.166130
51960.75     0.578834    -0.203604    -2.123609
51961.00     0.838493    -0.339259    -1.614562
51961.25     0.749974    -0.326737    -2.071727
51961.50     1.172664    -0.685223    -1.789074
51961.75     1.007205    -0.290249    -3.006815
51962.00     0.942262    -0.382239    -1.685316
51962.25     0.526539    -0.349378    -1.418210
51962.50     0.604762    -0.666926    -0.452119
51962.75     0.075393    -0.263978    -0.919715
51963.00     0.076857    -0.397120     0.873481
51963.25    -0.287661    -0.425832     1.300334
51963.50    -0.117270    -0.813672     2.550305
51963.75    -0.317731    -0.498018     2.112926
51964.00    -0.245579    -0.514223     3.013814
51964.25    -0.607508    -0.412737     2.106348
51964.50    -0.422895    -0.665565     2.299844
51964.75    -0.629574    -0.250091     1.023433
51965.00    -0.523864    -0.258113     1.581393
51965.25    -0.646625    -0.179340     0.920636
51965.50    -0.203579    -0.438433     1.082218
51965.75    -0.216145     0.087757    -0.517404
51966.00     0.011134     0.148724    -0.094279
51966.25    -0.113610     0.191960    -0.420500
51966.50     0.136751    -0.128412    -0.219983
51966.75    -0.017731     0.292479    -1.568098
51967.00     0.196519     0.282501    -0.634093
51967.25     0.072031     0.302917    -0.886415
51967.50     0.439149     0.008619    -0.207291
51967.75     0.306815     0.394811    -0.765107
51968.00     0.258591     0.404534     0.715460
51968.25    -0.251319     0.458855     0.908963
51968.50    -0.216123     0.227562     1.514534
51968.75    -0.447472     0.713144     0.336498
51969.00    -0.622576     0.789123     1.086343
51969.25    -1.031106     0.859051     0.531540
51969.50    -0.751987     0.558314     1.094061
51969.75    -0.869427     0.942541     0.317329
51970.00    -1.005434     0.931889     1.400684
51970.25    -1.337062     0.950528     1.403119
51970.50    -0.981151     0.546930     2.223171
51970.75    -1.069395     0.825131     1.541086
51971.00    -0.964838     0.606815     2.798991
51971.25    -1.212451     0.482660     2.412089
51971.50    -0.900780     0.080030     2.315659
51971.75    -1.119283     0.467089     0.716915
51972.00    -1.191782     0.360364     1.348041
51972.25    -1.596544     0.441165     0.140386
51972.50    -1.406010     0.129011     0.165610
51972.75    -1.675376     0.589805    -1.100718
51973.00    -1.756969     0.623984    -0.280484
51973.25    -2.126084     0.651485    -0.667557
51973.50    -1.935214     0.421029    -0.425052
51973.75    -2.015525     0.821068    -1.583524
51974.00    -1.875423     0.702694    -0.504909
51974.25    -2.114134     0.674368    -0.717165
51974.50    -1.708053     0.301569    -0.362329
51974.75    -1.569145     0.653707    -1.787259
51975.00    -1.206558     0.550658    -1.048537
51975.25    -1.123932     0.351761    -1.275940
51975.50    -0.450703    -0.116983    -0.765509
51975.75    -0.268967     0.222136    -1.591421
51976.00     0.066285     0.201708    -1.043983
51976.25     0.005185     0.193503    -1.739460
51976.50     0.474005    -0.182420    -1.190267
51976.75     0.267528     0.271176    -2.354984
51977.00     0.239357     0.234512    -1.134243
51977.25    -0.115287     0.291308    -1.228807
51977.50     0.176785    -0.059402    -0.247505
51977.75     0.046216     0.331717    -0.381426
51978.00     0.168914     0.299486     1.629383
51978.25     0.096090     0.309608     2.221764
51978.50     0.703947    -0.055385     3.243385
51978.75     0.883718     0.345953     2.137249
51979.00     0.891547     0.314882     3.199814
51979.25     0.607737     0.330182     2.750701
51979.50     0.998254    -0.033582     3.259869
51979.75     1.038813     0.187467     2.061925
51980.00     1.124743     0.071948     3.005173
51980.25     1.041822     0.022441     2.287502
51980.50     1.547571    -0.311536     2.496373
51980.75     1.640539     0.078458     0.827555
51981.00     2.010540     0.099826     1.512355
51981.25     1.882154     0.172352     0.696586
51981.50     2.234778    -0.164209     1.125540
51981.75     2.096902     0.202887     0.133771
51982.00     1.964476     0.179781     1.218704
51982.25     1.470147     0.187223     0.606461
51982.50     1.659789    -0.158558     0.530216
51982.75     1.372292     0.223446    -1.008225
51983.00     1.152473     0.159180    -0.285551
51983.25     0.703130     0.200481    -0.686629
51983.50     0.835751    -0.161953     0.207561
51983.75     0.479627     0.235107    -0.645871
51984.00     0.414459    -0.002769     1.096116
51984.25     0.112447    -0.223282     1.320225
51984.50     0.371463    -0.757755     2.115330
51984.75     0.335438    -0.451673     1.322307
51985.00     0.568299    -0.568047     2.419759
51985.25     0.362189    -0.556047     1.198887
51985.50     0.822498    -0.942530     0.867062
51985.75     0.787654    -0.565383    -0.894986
51986.00     0.739261    -0.570733    -0.359561
51986.25     0.261737    -0.362026    -1.451024
51986.50     0.525300    -0.615686    -1.421418
