-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
SOL1        49718.000    1995     1     1     0
SOL1        52274.750    2001    12    31    18
SOL1      1173608.863 -4871160.862  3933263.105
51830.00    -1.630565    -0.810777    -3.442750
51830.25    -1.553647    -0.767276    -3.431517
51830.50    -1.261926    -0.523443    -3.022491
51830.75    -1.430429    -0.591770    -2.960365
51831.00    -1.134987    -0.434449    -2.064906
51831.25    -1.125574    -0.419685    -1.983420
51831.50    -0.973423    -0.271859    -1.547002
51831.75    -1.178656    -0.398296    -1.284823
51832.00    -0.985875    -0.398449    -0.816615
51832.25    -1.076978    -0.485787    -1.194670
51832.50    -0.913292    -0.372093    -1.346833
51832.75    -1.004204    -0.454449    -1.606565
51833.00    -0.702397    -0.403316    -1.543306
51833.25    -0.703222    -0.388503    -1.789157
51833.50    -0.593736    -0.254717    -1.780908
51833.75    -0.845271    -0.398607    -2.140563
51834.00    -0.720128    -0.372721    -1.880374
51834.25    -0.764765    -0.377492    -2.200901
51834.50    -0.813300    -0.296663    -2.409199
51834.75    -1.121520    -0.388564    -2.414750
51835.00    -1.074642    -0.371181    -2.142849
51835.25    -1.239663    -0.349479    -2.073036
51835.50    -1.382962    -0.212912    -1.535614
51835.75    -1.658336    -0.346319    -1.282937
51836.00    -1.475494    -0.399190    -1.219854
51836.25    -1.697468    -0.478233    -1.578036
51836.50    -1.636988    -0.387104    -1.653605
51836.75    -1.831431    -0.524258    -1.771637
51837.00    -1.665956    -0.506032    -1.778903
51837.25    -1.695108    -0.569056    -2.440753
51837.50    -1.555497    -0.460421    -2.771450
51837.75    -1.913314    -0.566545    -2.797176
51838.00    -1.790516    -0.525711    -2.236102
51838.25    -1.866592    -0.562513    -2.362961
51838.50    -1.812948    -0.453069    -2.431936
51838.75    -1.949050    -0.604580    -2.856976
51839.00    -1.548525    -0.556117    -3.155324
51839.25    -1.364530    -0.641745    -4.378296
51839.50    -1.011709    -0.562923    -5.387168
51839.75    -1.069008    -0.749987    -6.259377
51840.00    -0.813073    -0.771933    -6.400747
51840.25    -0.767195    -0.846086    -6.896699
51840.50    -0.685503    -0.753608    -6.769632
51840.75    -0.918602    -0.894757    -6.769963
51841.00    -0.811493    -0.862083    -6.195946
51841.25    -0.916011    -0.847417    -5.906630
51841.50    -0.864926    -0.681450    -5.298658
51841.75    -1.167777    -0.790921    -4.945565
51842.00    -0.986018    -0.717892    -4.378592
51842.25    -1.019174    -0.654067    -4.098477
51842.50    -0.910711    -0.488239    -3.981427
51842.75    -1.101625    -0.564992    -3.828074
51843.00    -0.837085    -0.526387    -3.413856
51843.25    -0.902099    -0.552175    -3.547195
51843.50    -0.766661    -0.390995    -3.209409
51843.75    -0.986940    -0.497318    -3.217651
51844.00    -0.881205    -0.425610    -2.706683
51844.25    -1.037465    -0.453031    -2.754206
51844.50    -1.102434    -0.327869    -2.120219
51844.75    -1.425121    -0.440515    -1.798269
51845.00    -1.295400    -0.416494    -1.247877
51845.25    -1.321856    -0.435358    -1.492714
51845.50    -0.979960    -0.285186    -1.752836
51845.75    -0.841484    -0.427860    -2.735246
51846.00    -0.499254    -0.438788    -3.348908
51846.25    -0.577268    -0.513893    -4.147386
51846.50    -0.546600    -0.340438    -3.867663
51846.75    -0.861744    -0.374720    -3.405893
51847.00    -0.740162    -0.309179    -3.232878
51847.25    -0.858333    -0.345230    -3.540952
51847.50    -0.747232    -0.179517    -3.203687
51847.75    -0.952703    -0.258712    -3.095182
51848.00    -0.817782    -0.267781    -3.226766
51848.25    -0.954982    -0.301837    -3.368973
51848.50    -0.878638    -0.162327    -3.301804
51848.75    -1.248961    -0.269413    -3.325809
51849.00    -1.170358    -0.236889    -3.098159
51849.25    -1.228005    -0.225011    -3.032057
51849.50    -1.177556    -0.096155    -2.727493
51849.75    -1.417024    -0.196462    -2.412531
51850.00    -1.171377    -0.154431    -1.799800
51850.25    -1.195757    -0.200737    -1.762520
51850.50    -1.066593    -0.095068    -1.593751
51850.75    -1.338925    -0.316710    -1.782492
51851.00    -1.335658    -0.416635    -1.856891
51851.25    -1.547550    -0.515712    -1.976710
51851.50    -1.582330    -0.482538    -2.115530
51851.75    -1.978459    -0.667463    -2.094635
51852.00    -1.930398    -0.648761    -1.625516
51852.25    -2.008787    -0.636774    -1.178100
51852.50    -1.910967    -0.474471    -0.766926
51852.75    -2.126218    -0.522005    -0.279608
51853.00    -1.937180    -0.398195     0.297411
51853.25    -1.974363    -0.348322     0.369597
51853.50    -1.891084    -0.194318     0.311847
51853.75    -1.944830    -0.216591     0.263689
51854.00    -1.639250    -0.135873     0.142321
51854.25    -1.720631    -0.123838    -0.407639
51854.50    -1.565508     0.044035    -0.593230
51854.75    -1.783109    -0.033374    -0.736705
51855.00    -1.695727    -0.060773    -1.166151
51855.25    -1.747550    -0.052215    -1.282556
51855.50    -1.637434     0.029047    -1.462847
51855.75    -1.924712    -0.187948    -1.631403
51856.00    -1.777592    -0.272152    -1.677300
51856.25    -1.758335    -0.306292    -1.670943
51856.50    -1.582785    -0.164176    -1.416113
51856.75    -1.818749    -0.265260    -1.158657
51857.00    -1.634145    -0.194412    -0.641714
51857.25    -1.851037    -0.094850    -0.183304
51857.50    -1.956340     0.179675     0.641818
51857.75    -2.417254     0.112832     1.056012
51858.00    -2.403601     0.199934     1.951276
51858.25    -2.627188     0.126349     2.612975
51858.50    -2.563158    -0.038826     2.473248
51858.75    -2.492442    -0.396345     1.131860
51859.00    -2.021585    -0.572152     0.233524
51859.25    -1.868858    -0.683191    -0.775824
51859.50    -1.566121    -0.603735    -1.500468
51859.75    -1.487772    -0.696627    -2.124915
51860.00    -1.063891    -0.600343    -2.278877
51860.25    -1.108017    -0.541405    -2.392545
51860.50    -1.023729    -0.311724    -2.086085
51860.75    -1.375918    -0.334365    -1.823551
51861.00    -1.248422    -0.238746    -1.416587
51861.25    -1.392252    -0.230890    -1.433801
51861.50    -1.380482    -0.064540    -1.177338
51861.75    -1.847019    -0.201637    -1.148224
51862.00    -1.811450    -0.198780    -0.471169
51862.25    -2.124778    -0.249538    -0.161267
51862.50    -2.264466    -0.140381     0.424279
51862.75    -2.693012    -0.311510     0.876461
51863.00    -2.627718    -0.355747     1.058338
51863.25    -2.907008    -0.464817     0.621417
51863.50    -2.927203    -0.373853     0.589100
51863.75    -3.022809    -0.547427     0.232135
51864.00    -2.654190    -0.498961     0.039019
51864.25    -2.627427    -0.515265    -0.324476
51864.50    -2.321150    -0.286908     0.310464
51864.75    -2.418510    -0.307490     1.087239
51865.00    -2.192551    -0.289100     1.974266
51865.25    -2.156821    -0.287009     2.826460
51865.50    -1.939740    -0.242591     2.966686
51865.75    -2.275732    -0.516080     2.314189
51866.00    -2.136520    -0.703654     0.569494
51866.25    -2.368271    -0.848225    -1.008833
51866.50    -2.448940    -0.754483    -1.812567
51866.75    -2.855660    -0.788148    -1.929849
51867.00    -2.770280    -0.683237    -1.648577
51867.25    -2.797480    -0.654851    -1.666271
51867.50    -2.351919    -0.490311    -1.826866
51867.75    -2.360957    -0.554062    -2.032738
51868.00    -2.029377    -0.453873    -1.530935
51868.25    -2.083444    -0.452895    -1.325109
51868.50    -1.990705    -0.304443    -0.845826
51868.75    -2.132214    -0.440151     0.040197
51869.00    -1.821071    -0.599167    -0.418391
51869.25    -1.726830    -0.645782    -0.699795
51869.50    -1.468482    -0.570602    -0.546916
51869.75    -1.528985    -0.852792    -1.006449
51870.00    -1.129189    -0.902024    -1.611800
51870.25    -1.031950    -0.925421    -1.929693
51870.50    -0.814909    -0.744420    -1.874997
51870.75    -0.876794    -0.833300    -1.638822
51871.00    -0.473351    -0.774768    -1.468855
51871.25    -0.333016    -0.802446    -2.244063
51871.50     0.049488    -0.620876    -2.902345
51871.75     0.021251    -0.691840    -3.015470
51872.00     0.319775    -0.615250    -3.042899
51872.25     0.329926    -0.535705    -3.058851
51872.50     0.543137    -0.317180    -2.731372
51872.75     0.356417    -0.425651    -3.009817
51873.00     0.574268    -0.324984    -2.362955
51873.25     0.490561    -0.314862    -2.624141
51873.50     0.560289    -0.072114    -1.880738
51873.75     0.256167    -0.186545    -1.509283
51874.00     0.443515    -0.043052     0.143851
51874.25     0.091304     0.083294     1.702516
51874.50    -0.179366     0.222751     3.739863
51874.75    -0.603789    -0.016008     4.082139
51875.00    -0.404428    -0.085095     4.274659
51875.25    -0.597147    -0.145100     4.334117
51875.50    -0.344335    -0.030611     4.624435
51875.75    -0.463536    -0.181091     4.516823
51876.00    -0.154997    -0.217748     3.833455
51876.25    -0.197368    -0.252860     3.005276
51876.50    -0.152379    -0.108579     2.174490
51876.75    -0.428155    -0.279166     1.468836
51877.00    -0.124280    -0.379228     0.590876
51877.25    -0.025061    -0.416438    -0.238308
51877.50     0.095002    -0.281040    -0.348174
51877.75    -0.205034    -0.375637     0.019866
51878.00     0.002130    -0.405727     0.959035
51878.25    -0.321370    -0.568424     1.050490
51878.50    -0.516228    -0.645520     0.363204
51878.75    -0.740517    -0.895576    -0.953953
51879.00    -0.604813    -0.956255    -2.094850
51879.25    -0.754850    -0.979341    -2.937322
51879.50    -0.379970    -0.813992    -3.077287
51879.75    -0.416386    -0.960562    -3.285019
51880.00    -0.048746    -0.974427    -3.689487
51880.25     0.131008    -0.960557    -4.106042
51880.50     0.453644    -0.858534    -4.565423
51880.75     0.209359    -1.067740    -5.330624
51881.00     0.418057    -1.050810    -5.566730
51881.25     0.250596    -1.034741    -5.672181
51881.50     0.131238    -0.864960    -5.477682
51881.75    -0.190077    -1.028056    -5.607385
51882.00    -0.150971    -1.008690    -5.200744
51882.25    -0.435427    -1.042473    -5.158878
51882.50    -0.448779    -0.857222    -4.519525
51882.75    -0.793880    -0.978728    -4.093021
51883.00    -0.698356    -0.870098    -3.133321
51883.25    -0.914076    -0.794003    -1.925217
51883.50    -0.869344    -0.594826    -0.572055
51883.75    -1.185829    -0.815564    -0.023124
51884.00    -1.005119    -0.917665    -0.462401
51884.25    -1.129343    -0.969704    -1.367300
51884.50    -1.071739    -0.747092    -1.393696
51884.75    -1.474903    -0.746032    -0.433043
51885.00    -1.300546    -0.493039     1.022669
51885.25    -1.362638    -0.366009     2.284781
51885.50    -1.177793    -0.147274     2.949744
51885.75    -1.219928    -0.259613     2.537911
51886.00    -0.934705    -0.153443     2.059162
51886.25    -1.031927    -0.205406     1.519455
51886.50    -1.001801    -0.093081     1.579755
51886.75    -1.153514    -0.327751     1.087408
51887.00    -0.814194    -0.420914    -0.317362
51887.25    -0.679907    -0.519626    -1.810413
51887.50    -0.378900    -0.426111    -2.935181
51887.75    -0.472729    -0.566299    -3.774600
51888.00    -0.253584    -0.539029    -3.846252
51888.25    -0.385802    -0.531981    -3.931768
51888.50    -0.405894    -0.383948    -3.225919
51888.75    -0.848690    -0.594779    -3.094817
51889.00    -0.741363    -0.652940    -2.884406
51889.25    -0.823442    -0.671511    -2.669185
51889.50    -0.633228    -0.439349    -2.074365
51889.75    -0.797493    -0.372215    -1.484918
51890.00    -0.567415    -0.129705     0.468058
51890.25    -0.761861    -0.065969     2.994085
51890.50    -0.505905    -0.422010     3.358810
51890.75    -0.140419    -0.930569    -0.119964
51891.00     0.538725    -1.014003    -2.814265
51891.25     0.820645    -0.945801    -4.968863
51891.50     1.151491    -0.652771    -5.892176
51891.75     1.140775    -0.612489    -6.331164
51892.00     1.465278    -0.409231    -5.712078
51892.25     1.508768    -0.194682    -3.111181
51892.50     1.421099    -0.106288    -1.123822
51892.75     1.132689    -0.455812    -1.193073
51893.00     1.495598    -0.694444    -2.729403
51893.25     1.649731    -0.742436    -3.882218
51893.50     1.699277    -0.591828    -4.676863
51893.75     1.423809    -0.566697    -4.700505
51894.00     1.511768    -0.347561    -4.091324
51894.25     1.323355    -0.196238    -3.777303
51894.50     1.193201     0.110772    -2.495250
51894.75     0.839462     0.107009    -0.932616
51895.00     0.659168     0.287177     0.867249
51895.25     0.163538     0.485540     3.472785
51895.50    -0.232979     0.607701     6.101485
51895.75    -0.977541     0.061994     6.602424
51896.00    -1.330188    -0.400493     4.238851
51896.25    -1.459694    -0.665619     2.353076
51896.50    -1.275820    -0.669571     0.748090
51896.75    -1.435260    -0.772494     0.016787
51897.00    -1.147328    -0.607382    -0.028930
51897.25    -1.304697    -0.406908     0.801904
51897.50    -1.365950    -0.110021     1.531134
51897.75    -1.575234    -0.154351     2.190045
51898.00    -1.417509    -0.151305     2.535695
51898.25    -1.850344    -0.279140     2.229920
51898.50    -2.000832    -0.298868     0.851223
51898.75    -2.285062    -0.566871    -0.734218
51899.00    -2.029812    -0.643816    -2.168431
51899.25    -2.124679    -0.592296    -3.309984
51899.50    -1.996365    -0.325809    -3.419184
51899.75    -2.320996    -0.451940    -3.385431
51900.00    -2.157458    -0.493694    -3.158011
51900.25    -2.123248    -0.491910    -2.541152
51900.50    -1.933013    -0.373577    -1.558261
51900.75    -2.055941    -0.701023    -2.133956
51901.00    -1.716419    -0.862449    -3.701680
51901.25    -1.621424    -0.997155    -5.325845
51901.50    -1.426044    -0.907361    -5.988693
51901.75    -1.651199    -1.062355    -6.391016
51902.00    -1.297155    -0.928970    -6.101073
51902.25    -1.347816    -0.818124    -5.510676
51902.50    -1.223938    -0.623368    -4.378839
51902.75    -1.407739    -0.798647    -3.581764
51903.00    -1.049024    -0.950481    -3.649525
51903.25    -1.099164    -1.167931    -4.955519
51903.50    -0.847367    -1.184481    -6.159228
51903.75    -0.870854    -1.404867    -7.398019
51904.00    -0.546795    -1.414377    -7.556495
51904.25    -0.619738    -1.438020    -7.230176
51904.50    -0.458747    -1.261698    -6.249156
51904.75    -0.762153    -1.276901    -5.153347
51905.00    -0.440768    -1.138014    -4.074426
51905.25    -0.448940    -1.016504    -2.778109
51905.50    -0.272041    -0.753389    -1.544185
51905.75    -0.431056    -0.701302    -0.472473
51906.00    -0.172546    -0.589973     0.412131
51906.25    -0.209176    -0.503350     1.323561
51906.50    -0.121231    -0.404804     1.158915
51906.75    -0.387103    -0.555855     0.444336
51907.00    -0.123243    -0.476976     0.475312
51907.25    -0.283241    -0.447436     0.369792
51907.50    -0.338649    -0.259065     0.464270
51907.75    -0.741838    -0.288104     0.458128
51908.00    -0.426078    -0.211744     0.903336
51908.25    -0.459704    -0.149099     1.743851
51908.50    -0.459933    -0.001315     2.595557
51908.75    -1.009794    -0.208786     2.721761
51909.00    -0.854544    -0.343382     2.366819
51909.25    -1.057245    -0.427680     2.071315
51909.50    -0.884866    -0.411770     1.687507
51909.75    -1.008067    -0.625281     0.979879
51910.00    -0.764161    -0.764028    -0.093350
51910.25    -0.847171    -0.874105    -1.174369
51910.50    -0.700877    -0.792995    -1.904216
51910.75    -0.936349    -0.882516    -2.132247
51911.00    -0.823252    -0.976843    -2.733793
51911.25    -1.034556    -1.112151    -3.209052
51911.50    -1.104999    -1.122788    -3.974509
51911.75    -1.510511    -1.379036    -4.565161
51912.00    -1.461828    -1.340890    -4.473274
51912.25    -1.731359    -1.305947    -4.570833
51912.50    -1.688233    -1.030371    -3.680545
51912.75    -1.853941    -0.960041    -2.518058
51913.00    -1.582023    -0.757261    -0.833240
51913.25    -1.783498    -0.683193     0.454371
51913.50    -1.682037    -0.487867     1.226072
51913.75    -1.970172    -0.592950     1.135783
51914.00    -1.883496    -0.459870     1.447859
51914.25    -2.094042    -0.272608     2.360339
51914.50    -2.069514     0.083364     4.272982
51914.75    -2.334259     0.063362     5.784428
51915.00    -2.192195    -0.010494     6.033559
51915.25    -2.405879    -0.101095     5.632863
51915.50    -2.341808    -0.044862     4.764147
51915.75    -2.656960    -0.253347     3.710426
51916.00    -2.352477    -0.235716     2.902539
51916.25    -2.354405    -0.248639     2.470283
51916.50    -2.009980    -0.145758     2.295595
51916.75    -1.940018    -0.284816     1.926253
51917.00    -1.334176    -0.256022     1.857391
51917.25    -1.101365    -0.225793     1.892023
51917.50    -0.655186    -0.007624     2.636656
51917.75    -0.643813    -0.138755     2.872028
51918.00    -0.187511    -0.177789     3.126273
51918.25    -0.320653    -0.307535     2.604431
51918.50    -0.196631    -0.286308     2.324306
51918.75    -0.498538    -0.541950     1.689494
51919.00    -0.373638    -0.568311     1.824840
51919.25    -0.583001    -0.538432     1.909357
51919.50    -0.287440    -0.363683     1.192128
51919.75    -0.531603    -0.446662     0.001708
51920.00    -0.251490    -0.403255     0.128157
51920.25    -0.526861    -0.413945     0.493197
51920.50    -0.625089    -0.328590     0.605073
51920.75    -0.972836    -0.505163     0.365277
51921.00    -0.635418    -0.425155     0.192380
51921.25    -0.701855    -0.412678    -0.399444
51921.50    -0.640656    -0.304015    -0.969823
51921.75    -0.893739    -0.490720    -1.704108
51922.00    -0.800768    -0.570820    -2.347772
51922.25    -0.972905    -0.622860    -2.836911
51922.50    -0.844383    -0.479602    -2.863138
51922.75    -1.061874    -0.617132    -3.206661
51923.00    -0.844704    -0.576976    -2.890284
51923.25    -0.910528    -0.535161    -2.821101
51923.50    -0.868870    -0.293980    -2.341716
51923.75    -1.120007    -0.383533    -2.534436
51924.00    -0.729884    -0.327506    -2.266435
51924.25    -0.519811    -0.264655    -1.573615
51924.50    -0.286321    -0.126924    -1.013772
51924.75    -0.307262    -0.235530    -0.318362
51925.00     0.049577    -0.253948     0.356291
51925.25     0.023091    -0.349332     0.846017
51925.50     0.158372    -0.328918     0.555342
51925.75     0.049140    -0.574181    -0.286151
51926.00     0.283580    -0.645486    -1.030738
51926.25     0.142965    -0.674059    -1.752376
51926.50     0.224987    -0.491376    -1.687034
51926.75    -0.004687    -0.553428    -1.811411
51927.00     0.141799    -0.450955    -1.652431
51927.25     0.056582    -0.344646    -1.511164
51927.50     0.132555    -0.123955    -0.940610
51927.75     0.060401    -0.231057    -0.547132
51928.00     0.534144    -0.149453     0.590386
51928.25     0.811181    -0.086504     1.614084
51928.50     1.139172     0.117680     3.047694
51928.75     1.146435    -0.035716     3.818802
51929.00     1.481739    -0.125933     3.674612
51929.25     1.299641    -0.163127     2.956640
51929.50     1.279969     0.029235     2.652047
51929.75     0.872741    -0.121574     2.423526
51930.00     0.812203    -0.236590     2.580863
51930.25     0.450966    -0.454441     1.904120
51930.50     0.351235    -0.574213    -0.051083
51930.75    -0.002410    -0.853370    -2.099201
51931.00     0.217485    -0.891618    -3.061772
51931.25     0.160435    -0.931753    -4.102394
51931.50     0.220804    -0.775649    -4.604633
51931.75    -0.061707    -0.856180    -5.105106
51932.00     0.091701    -0.770450    -4.526492
51932.25    -0.157081    -0.710499    -4.016618
51932.50    -0.285513    -0.554038    -2.928275
51932.75    -0.576328    -0.622990    -1.619727
51933.00    -0.334893    -0.622500    -0.500838
51933.25    -0.362773    -0.598145     0.137477
51933.50    -0.149033    -0.438234     0.535785
51933.75    -0.335329    -0.540253     0.598803
51934.00    -0.086904    -0.553007     0.731949
51934.25    -0.082987    -0.575017     0.872541
51934.50     0.024322    -0.516833     0.360179
51934.75    -0.190026    -0.740018    -0.692199
51935.00     0.103658    -0.730772    -1.420377
51935.25    -0.002182    -0.688212    -1.891334
51935.50     0.041290    -0.500818    -1.788986
51935.75    -0.189812    -0.489643    -0.821176
51936.00     0.042751    -0.379458     0.569548
51936.25    -0.028111    -0.294861     1.963433
51936.50     0.136258    -0.244606     2.630629
51936.75     0.181917    -0.602939     1.569064
51937.00     0.602467    -0.711914     0.016335
51937.25     0.592429    -0.675769    -1.023026
51937.50     0.747976    -0.472996    -1.481472
51937.75     0.527899    -0.534179    -1.780497
51938.00     0.696190    -0.441305    -1.761010
51938.25     0.489364    -0.360352    -1.621810
51938.50     0.294041    -0.165366    -1.355429
51938.75    -0.261285    -0.146028    -0.470917
51939.00    -0.331617     0.031635     0.952007
51939.25    -0.765089     0.185377     2.436472
51939.50    -1.113674     0.572224     4.633507
51939.75    -1.855970     0.390858     6.305987
51940.00    -1.799479     0.302725     6.127204
51940.25    -1.950444     0.238264     5.997686
51940.50    -1.703915     0.280186     5.560017
51940.75    -1.607256     0.005221     4.479619
51941.00    -1.095934    -0.115037     2.683079
51941.25    -1.012700    -0.202057     1.646525
51941.50    -0.762230    -0.249703     0.210588
51941.75    -0.973100    -0.468552    -1.085549
51942.00    -0.714793    -0.480854    -1.733411
51942.25    -0.902826    -0.369540    -1.126940
51942.50    -0.941837    -0.210510     0.258150
51942.75    -1.303729    -0.403351     1.331202
51943.00    -0.962043    -0.610184     0.974240
51943.25    -0.953657    -0.670396    -0.631983
51943.50    -0.806984    -0.531551    -1.528883
51943.75    -0.924835    -0.615459    -2.313235
51944.00    -0.574408    -0.516891    -2.658621
51944.25    -0.716060    -0.473148    -3.219902
51944.50    -0.534286    -0.246044    -3.022845
51944.75    -0.860606    -0.291547    -2.781020
51945.00    -0.670476    -0.248362    -1.839569
51945.25    -0.906060    -0.186821    -0.967888
51945.50    -0.874109     0.035783     0.630387
51945.75    -1.495773    -0.086173     1.191681
51946.00    -1.473073    -0.158648     1.192718
51946.25    -1.774892    -0.288119     0.719948
51946.50    -1.649851    -0.265570     0.243223
51946.75    -1.874551    -0.434041    -0.078842
51947.00    -1.465936    -0.527565    -0.102774
51947.25    -1.452924    -0.658218    -1.417161
51947.50    -1.105438    -0.576087    -2.612034
51947.75    -1.224520    -0.720859    -3.733085
51948.00    -0.947534    -0.729321    -4.515593
51948.25    -1.051851    -0.719088    -5.422789
51948.50    -0.922589    -0.530186    -5.529635
51948.75    -1.262538    -0.603561    -5.586775
51949.00    -1.087910    -0.545068    -4.728746
51949.25    -1.425504    -0.464118    -3.962362
51949.50    -1.591975    -0.268961    -2.438885
51949.75    -2.234810    -0.370544    -1.104077
51950.00    -2.219626    -0.395200     0.771745
51950.25    -2.614067    -0.560889     2.463343
51950.50    -2.351936    -0.913398     1.690658
51950.75    -2.391263    -1.278841    -0.845862
51951.00    -1.920433    -1.351244    -2.405611
51951.25    -1.952248    -1.393913    -4.318449
51951.50    -1.669316    -1.311749    -5.857071
51951.75    -1.712534    -1.394566    -6.904801
51952.00    -1.239362    -1.254497    -7.387624
51952.25    -1.036340    -1.059778    -7.660179
51952.50    -0.581477    -0.762713    -7.190686
51952.75    -0.678863    -0.771273    -6.532761
51953.00    -0.297725    -0.690787    -5.131301
51953.25    -0.283623    -0.669654    -4.188496
51953.50     0.028674    -0.529163    -3.663127
51953.75    -0.021391    -0.610936    -3.750892
51954.00     0.336211    -0.477323    -3.016841
51954.25     0.185110    -0.301933    -2.288061
51954.50     0.108553    -0.035112    -0.736289
51954.75    -0.260504    -0.042940     0.716389
51955.00    -0.132089    -0.016523     2.442585
51955.25    -0.199810    -0.040315     3.247366
51955.50     0.274085     0.096151     3.029186
51955.75     0.321452    -0.058687     1.339835
51956.00     0.630026    -0.098817     0.289799
51956.25     0.624191    -0.108973    -0.308872
51956.50     0.789548     0.094914     0.240894
51956.75     0.456291    -0.130662     0.668644
51957.00     0.620988    -0.176052     1.818531
51957.25     0.535897    -0.312141     2.176368
51957.50     0.691107    -0.384731     1.516073
51957.75     0.530383    -0.735093    -0.175595
51958.00     0.850509    -0.771166    -1.650937
51958.25     0.713160    -0.799474    -3.029905
51958.50     0.678551    -0.583471    -3.166359
51958.75     0.118916    -0.686995    -3.508392
51959.00     0.198054    -0.546398    -2.828543
51959.25     0.063920    -0.452860    -2.993149
51959.50     0.385580    -0.168384    -2.428087
51959.75     0.259216    -0.136740    -1.875588
51960.00     0.476741    -0.043219    -1.087606
51960.25     0.353059    -0.106429    -1.347722
51960.50     0.562306     0.078838    -0.974583
51960.75     0.349831    -0.034903    -0.927936
51961.00     0.612737    -0.015140    -0.139297
51961.25     0.630863    -0.098654     0.061170
51961.50     0.901495     0.010935    -0.024256
51961.75     0.747533    -0.188096    -1.157686
51962.00     0.947583    -0.152953    -2.674925
51962.25     0.723184    -0.040058    -3.492619
51962.50     0.659894     0.301542    -2.664356
51962.75     0.099282     0.236284    -2.192106
51963.00     0.143449     0.302910    -0.310571
51963.25    -0.197438     0.169853    -0.238838
51963.50    -0.155837     0.228393    -0.823963
51963.75    -0.358554    -0.032910    -2.077139
51964.00     0.074042    -0.092171    -2.643433
51964.25     0.119132    -0.113577    -4.209400
51964.50     0.326381     0.096736    -4.873828
51964.75     0.103585     0.144549    -5.449596
51965.00     0.220651     0.373474    -4.136598
51965.25    -0.008434     0.548391    -2.653319
51965.50    -0.185877     0.748492    -0.706569
51965.75    -0.801183     0.480605     0.567159
51966.00    -0.661652     0.194307     1.512732
51966.25    -0.550472    -0.118819     0.763555
51966.50    -0.280604    -0.224824    -0.886497
51966.75    -0.471877    -0.491642    -2.572825
51967.00    -0.054835    -0.491296    -2.839482
51967.25    -0.066751    -0.495187    -3.419352
51967.50     0.198798    -0.366100    -3.209481
51967.75     0.071510    -0.447632    -2.597111
51968.00     0.401399    -0.359422    -1.175252
51968.25     0.276456    -0.305761    -0.630275
51968.50     0.164716    -0.175889    -0.288653
51968.75    -0.327920    -0.253750     0.225575
51969.00    -0.473065    -0.179296     1.418113
51969.25    -0.831685    -0.149882     1.945859
51969.50    -0.816588     0.008722     2.543192
51969.75    -1.096918    -0.052170     2.761696
51970.00    -0.995045     0.028918     3.670687
51970.25    -1.074336     0.135461     4.221103
51970.50    -0.888029     0.378669     4.826615
51970.75    -1.039081     0.297462     5.134800
51971.00    -0.744923     0.295632     4.999458
51971.25    -0.769453     0.304256     4.220626
51971.50    -0.581868     0.473069     3.745142
51971.75    -0.811008     0.329199     2.613124
51972.00    -0.612658     0.368130     2.029732
51972.25    -0.751109     0.333967     0.824626
51972.50    -0.711572     0.585253     1.113540
51972.75    -1.057454     0.397122     0.853672
51973.00    -1.013440     0.356754     1.953138
51973.25    -1.385447     0.181617     2.669816
51973.50    -1.644387     0.142934     3.131387
51973.75    -2.124340    -0.127322     2.637691
51974.00    -1.947189    -0.166912     2.878407
51974.25    -2.134018    -0.150094     3.317267
51974.50    -2.026981     0.012924     4.576956
51974.75    -2.018972    -0.171289     4.495362
51975.00    -1.458019    -0.222730     3.549639
51975.25    -1.201879    -0.183177     2.465878
51975.50    -0.735421     0.014272     2.166562
51975.75    -0.717301    -0.091771     1.550121
51976.00    -0.263261    -0.059956     1.253278
51976.25    -0.264463    -0.025202     0.667392
51976.50    -0.085239     0.215998     1.125636
51976.75    -0.463349     0.161595     1.174472
51977.00    -0.279935     0.221590     1.829509
51977.25    -0.456676     0.162847     1.876823
51977.50    -0.297432     0.232061     2.480356
51977.75    -0.444275    -0.032414     2.102195
51978.00    -0.056144    -0.133446     2.235698
51978.25     0.041076    -0.246932     1.818400
51978.50     0.455117    -0.145531     2.134491
51978.75     0.429249    -0.245192     1.916579
51979.00     0.731198    -0.154230     2.402896
51979.25     0.681651    -0.121365     2.080009
51979.50     0.916601     0.030222     2.373083
51979.75     0.936104    -0.133558     2.145817
51980.00     1.471274    -0.084588     1.495233
51980.25     1.674238     0.057914     0.372303
51980.50     1.972951     0.366366     0.284163
51980.75     1.712501     0.512146     0.973937
51981.00     2.010007     0.729891     3.108758
51981.25     1.654311     0.926349     5.863543
51981.50     1.493058     1.103661     7.730345
51981.75     1.007336     0.857907     8.612401
51982.00     1.010834     0.645726     8.042007
51982.25     0.462320     0.435467     6.823067
51982.50     0.449280     0.399612     5.998541
51982.75     0.163486     0.184000     4.678059
51983.00     0.353996     0.105884     3.462196
51983.25     0.335759     0.178644     2.906969
51983.50     0.540398     0.439757     3.039075
