-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
SCIP        49718.000    1995     1     1     0
SCIP        52274.750    2001    12    31    18
SCIP     -2556587.402 -4711014.066  3446241.381
51582.50     0.235545     0.588067    -1.801447
51582.75     0.202134     0.495556    -2.063410
51583.00     0.082255     0.281142    -1.451190
51583.25     0.088717     0.234269    -1.354996
51583.50    -0.010319     0.141406    -0.828012
51583.75     0.047197     0.162292    -1.308106
51584.00    -0.040315    -0.104004    -0.536767
51584.25     0.012980     0.003466    -0.681768
51584.50    -0.065045    -0.075348    -0.158149
51584.75    -0.103315     0.004781    -0.558572
51585.00    -0.230628    -0.205463     0.118463
51585.25    -0.171303    -0.080225    -0.082132
51585.50    -0.202559    -0.044302     0.098211
51585.75    -0.176498     0.085092    -0.453607
51586.00    -0.242520    -0.092502     0.233007
51586.25    -0.306936     0.044724     0.422509
51586.50    -0.443610    -0.049541     1.082877
51586.75    -0.392890    -0.084941     0.574615
51587.00    -0.351521    -0.259512     0.973197
51587.25    -0.289280    -0.138229     0.653330
51587.50    -0.400578    -0.183802     1.298312
51587.75    -0.454975    -0.112040     0.905628
51588.00    -0.488830    -0.267874     1.328260
51588.25    -0.384432    -0.070352     0.843001
51588.50    -0.450731    -0.035515     1.126942
51588.75    -0.397946     0.053170     0.503323
51589.00    -0.275310    -0.121827     0.641178
51589.25    -0.070305     0.018334     0.167924
51589.50     0.076119     0.040200     0.097988
51589.75     0.243985     0.161072    -0.691461
51590.00     0.308418     0.048320    -0.343505
51590.25     0.374441     0.263863    -0.564345
51590.50     0.259486     0.281961    -0.097534
51590.75     0.200539     0.347762    -0.418706
51591.00     0.129701     0.186463     0.241043
51591.25     0.070829     0.182518     0.504444
51591.50     0.085378     0.077597     0.834174
51591.75     0.160002     0.148188     0.171842
51592.00     0.232265    -0.026949     0.485955
51592.25     0.355575     0.122395     0.058127
51592.50     0.355405     0.187761     0.123474
51592.75     0.415967     0.347481    -0.724766
51593.00     0.346968     0.201862    -0.240642
51593.25     0.408988     0.373375    -0.563332
51593.50     0.293179     0.424977    -0.237090
51593.75     0.281329     0.541703    -0.912628
51594.00     0.078404     0.367181    -0.088447
51594.25     0.024360     0.472008    -0.002810
51594.50    -0.245134     0.378823     0.927680
51594.75    -0.342749     0.465251     0.591610
51595.00    -0.458919     0.290927     1.206093
51595.25    -0.476773     0.372559     1.107681
51595.50    -0.463522     0.286727     1.411386
51595.75    -0.479784     0.287237     0.973768
51596.00    -0.471647     0.120417     1.120930
51596.25    -0.324349     0.197045     0.631150
51596.50    -0.307495     0.178794     0.731000
51596.75    -0.201933     0.280951    -0.200354
51597.00    -0.259861     0.096418     0.368988
51597.25    -0.201208     0.200946     0.250262
51597.50    -0.345703     0.095615     0.915162
51597.75    -0.409682     0.074423     0.737563
51598.00    -0.462427    -0.165017     1.404436
51598.25    -0.410847    -0.148361     1.314686
51598.50    -0.440299    -0.240216     1.619943
51598.75    -0.368675    -0.190371     0.950270
51599.00    -0.374542    -0.324506     1.209227
51599.25    -0.256020    -0.165956     0.810104
51599.50    -0.289197    -0.132795     0.959407
51599.75    -0.155303    -0.016766     0.022328
51600.00    -0.139520    -0.109360     0.186667
51600.25     0.014751     0.091791    -0.381317
51600.50    -0.100768     0.129041    -0.108372
51600.75    -0.053867     0.253938    -0.790756
51601.00    -0.112662     0.135197    -0.340873
51601.25    -0.114563     0.239064    -0.381103
51601.50    -0.297821     0.210966     0.256521
51601.75    -0.311848     0.224480    -0.101261
51602.00    -0.412333    -0.048458     0.600137
51602.25    -0.421318    -0.017380     0.503585
51602.50    -0.398720    -0.109150     0.816114
51602.75    -0.304343    -0.098230     0.123463
51603.00    -0.238923    -0.183457     0.297840
51603.25    -0.031168     0.013092    -0.250236
51603.50    -0.109821     0.020472     0.173467
51603.75    -0.042404     0.088278    -0.407161
51604.00    -0.046984    -0.043114    -0.122898
51604.25     0.033211     0.112731    -0.489379
51604.50     0.011996     0.131928    -0.285363
51604.75     0.086706     0.180124    -0.979365
51605.00     0.054171     0.060541    -0.517516
51605.25     0.147204     0.187845    -0.800296
51605.50     0.046047     0.090895    -0.293921
51605.75     0.044102     0.132584    -0.830132
51606.00    -0.048854    -0.113901    -0.108332
51606.25    -0.104293    -0.017379    -0.148665
51606.50    -0.188540    -0.008391     0.139358
51606.75    -0.224904     0.002862    -0.405413
51607.00    -0.405746    -0.222290     0.316307
51607.25    -0.401728    -0.094920     0.164025
51607.50    -0.493681    -0.161795     0.826726
51607.75    -0.561653    -0.242729     0.796494
51608.00    -0.737136    -0.541938     1.900770
51608.25    -0.769197    -0.457739     2.186430
51608.50    -0.884257    -0.466487     2.924204
51608.75    -0.992412    -0.472929     2.977794
51609.00    -0.916648    -0.588882     3.150461
51609.25    -0.743213    -0.391150     2.612063
51609.50    -0.656963    -0.363339     2.734834
51609.75    -0.491638    -0.257368     1.759590
51610.00    -0.444121    -0.344504     1.767269
51610.25    -0.295372    -0.206337     1.172332
51610.50    -0.288769    -0.149960     1.238952
51610.75    -0.187560    -0.003324     0.272000
51611.00    -0.091963    -0.071886     0.248627
51611.25     0.066077     0.085280    -0.206595
51611.50     0.001575     0.088514     0.105811
51611.75     0.054235     0.087261    -0.453258
51612.00     0.044443    -0.038096    -0.196323
51612.25     0.165401     0.150951    -0.754147
51612.50     0.157420     0.144174    -0.515880
51612.75     0.324292     0.251049    -1.389159
51613.00     0.394449     0.101566    -1.027898
51613.25     0.543831     0.241974    -1.215773
51613.50     0.543380     0.254512    -0.912850
51613.75     0.685583     0.397632    -1.798211
51614.00     0.633164     0.262167    -1.345094
51614.25     0.689739     0.445545    -1.851632
51614.50     0.627737     0.491384    -1.685833
51614.75     0.590332     0.470415    -2.042432
51615.00     0.422213     0.241940    -1.251280
51615.25     0.403483     0.237315    -1.045597
51615.50     0.288388     0.230223    -0.479995
51615.75     0.242318     0.235844    -0.804831
51616.00     0.160100     0.080064    -0.264606
51616.25     0.221570     0.199951    -0.404240
51616.50     0.188475     0.185400    -0.075412
51616.75     0.228873     0.157677    -0.498659
51617.00     0.136254    -0.012267     0.118250
51617.25     0.199525     0.101944    -0.216568
51617.50     0.106166     0.082316     0.097685
51617.75     0.115307     0.052305    -0.363408
51618.00    -0.012331    -0.224034     0.506760
51618.25     0.054289    -0.142015     0.315459
51618.50     0.026766    -0.147291     0.634155
51618.75     0.037081    -0.119380     0.179158
51619.00     0.002220    -0.207341     0.552798
51619.25     0.056435     0.017465     0.093404
51619.50     0.001060     0.117420     0.145079
51619.75    -0.082233     0.177021    -0.382300
51620.00    -0.173726     0.040364     0.102628
51620.25    -0.132367     0.148245    -0.125001
51620.50    -0.116192     0.195556    -0.016677
51620.75    -0.033607     0.289675    -0.785992
51621.00    -0.081157     0.071468    -0.146336
51621.25     0.018975     0.164867    -0.378422
51621.50     0.014521     0.207638    -0.145808
51621.75     0.069411     0.292972    -0.767218
51622.00    -0.040810     0.097350    -0.065384
51622.25    -0.107788     0.198651    -0.130414
51622.50    -0.221281     0.079788     0.533669
51622.75    -0.308938    -0.054706     0.622688
51623.00    -0.433411    -0.418115     1.738872
51623.25    -0.422583    -0.482691     2.086462
51623.50    -0.362287    -0.577044     2.515585
51623.75    -0.232838    -0.479755     1.806831
51624.00    -0.210346    -0.497172     1.972127
51624.25    -0.062576    -0.221129     1.244392
51624.50    -0.087256    -0.105131     1.337415
51624.75     0.018218     0.050837     0.370680
51625.00     0.004625    -0.003415     0.579633
51625.25     0.173491     0.175589    -0.148054
51625.50     0.119422     0.208068    -0.012069
51625.75     0.104694     0.314013    -0.787884
51626.00    -0.061729     0.114890    -0.231366
51626.25    -0.032139     0.211050    -0.642024
51626.50    -0.107600     0.209286    -0.412096
51626.75    -0.126242     0.159522    -0.773928
51627.00    -0.176638    -0.064286    -0.164462
51627.25    -0.113823    -0.024622    -0.144099
51627.50    -0.190806    -0.040274     0.338951
51627.75    -0.163078    -0.028988    -0.114645
51628.00    -0.245578    -0.177058     0.419101
51628.25    -0.177768    -0.040772     0.009221
51628.50    -0.158140     0.033320    -0.076292
51628.75    -0.072714     0.068107    -0.922855
51629.00    -0.078521    -0.099810    -0.614702
51629.25     0.066903     0.022987    -1.137329
51629.50     0.002588     0.004172    -0.884162
51629.75     0.049413     0.012535    -1.418776
51630.00    -0.116858    -0.259693    -0.495005
51630.25    -0.188385    -0.227483    -0.402771
51630.50    -0.388039    -0.322209     0.278597
51630.75    -0.478859    -0.384548     0.146587
51631.00    -0.638956    -0.679507     1.241312
51631.25    -0.645695    -0.689999     1.457145
51631.50    -0.740125    -0.780165     2.056455
51631.75    -0.688740    -0.780490     1.549195
51632.00    -0.638231    -0.834306     1.748276
51632.25    -0.387039    -0.562823     0.905201
51632.50    -0.328680    -0.443984     0.901121
51632.75    -0.192315    -0.321668     0.069950
51633.00    -0.140489    -0.390522     0.235743
51633.25    -0.011517    -0.192433    -0.244927
51633.50     0.060366    -0.079156    -0.307079
51633.75     0.234092     0.012688    -1.109480
51634.00     0.199014    -0.149330    -0.519475
51634.25     0.362642     0.020804    -0.951597
51634.50     0.337347    -0.006652    -0.602088
51634.75     0.298468     0.026690    -0.953300
51635.00     0.135496    -0.116303    -0.261292
51635.25     0.239328    -0.005710    -0.636029
51635.50     0.166671    -0.054330    -0.159582
51635.75     0.142586    -0.072030    -0.525831
51636.00    -0.014339    -0.253913     0.143793
51636.25     0.051916    -0.068833    -0.293449
51636.50     0.004267    -0.144008     0.137138
51636.75     0.095949    -0.038126    -0.704214
51637.00     0.068638    -0.158832    -0.358849
51637.25     0.217836     0.120455    -1.149976
51637.50     0.165107     0.218536    -1.194924
51637.75     0.248653     0.357730    -2.122567
51638.00     0.089740     0.182588    -1.435340
51638.25     0.096585     0.321100    -1.802150
51638.50    -0.034473     0.267522    -1.232541
51638.75    -0.042563     0.246184    -1.599907
51639.00    -0.191438    -0.117936    -0.482936
51639.25    -0.253146    -0.122881    -0.217153
51639.50    -0.330736    -0.196538     0.451252
51639.75    -0.286132    -0.216260     0.066408
51640.00    -0.341349    -0.390106     0.682653
51640.25    -0.200666    -0.222718     0.328752
51640.50    -0.203728    -0.222793     0.613969
51640.75    -0.078652    -0.201196    -0.081125
51641.00    -0.014313    -0.370222     0.304654
51641.25     0.235731    -0.152521    -0.479532
51641.50     0.354112    -0.038648    -0.520505
51641.75     0.587058     0.136504    -1.506335
51642.00     0.516247     0.051436    -0.993824
51642.25     0.565756     0.236397    -1.391563
51642.50     0.504370     0.324871    -1.117416
51642.75     0.477452     0.333600    -1.378890
51643.00     0.318471     0.079761    -0.475832
51643.25     0.318999     0.143644    -0.421047
51643.50     0.328746     0.086888    -0.131090
51643.75     0.300819     0.021702    -0.402686
51644.00     0.233889    -0.190138     0.181319
51644.25     0.369873    -0.062005    -0.191802
51644.50     0.414187    -0.054914     0.079719
51644.75     0.494047     0.021884    -0.500982
51645.00     0.523643    -0.052802    -0.112061
51645.25     0.619938     0.185887    -0.645578
51645.50     0.627001     0.288864    -0.605918
51645.75     0.638847     0.405096    -1.222482
51646.00     0.518246     0.285369    -0.686727
51646.25     0.556216     0.476001    -1.129456
51646.50     0.511623     0.530018    -0.904339
51646.75     0.589634     0.631767    -1.710947
51647.00     0.448126     0.353124    -0.806062
51647.25     0.445406     0.451629    -0.970927
51647.50     0.348002     0.426464    -0.563598
51647.75     0.300347     0.367789    -0.844678
51648.00     0.109833     0.034278     0.201732
51648.25     0.066702     0.088601     0.247302
51648.50    -0.162568    -0.051940     1.062000
51648.75    -0.201081    -0.121488     0.756308
51649.00    -0.227973    -0.360191     1.272130
51649.25    -0.193995    -0.195379     0.928212
51649.50    -0.213441    -0.175116     1.132895
51649.75    -0.110886    -0.056361     0.402713
51650.00    -0.154730    -0.177379     0.865636
51650.25    -0.096764     0.046430     0.421433
51650.50    -0.123729     0.143302     0.556586
51650.75    -0.067708     0.262529    -0.176520
51651.00    -0.216657     0.092113     0.493438
51651.25    -0.186865     0.220179     0.195691
51651.50    -0.308514     0.178359     0.653663
51651.75    -0.368868     0.141991     0.283279
51652.00    -0.496234    -0.045853     0.838313
51652.25    -0.447572     0.042915     0.677577
51652.50    -0.507654     0.018118     1.008299
51652.75    -0.406354     0.072324     0.130605
51653.00    -0.309605    -0.174648     0.483850
51653.25    -0.187413    -0.080153     0.163854
51653.50    -0.218594    -0.093736     0.509915
51653.75    -0.053721     0.011365    -0.364817
51654.00    -0.041699    -0.121283     0.024804
51654.25     0.049642     0.058886    -0.286026
51654.50     0.013581     0.128688    -0.106116
51654.75    -0.003389     0.191030    -0.567318
51655.00    -0.141148     0.004920     0.021863
51655.25    -0.214295     0.076364     0.028968
51655.50    -0.383631     0.039471     0.471792
51655.75    -0.457029    -0.025991     0.186924
51656.00    -0.592672    -0.214273     0.646134
51656.25    -0.569287    -0.176219     0.453468
51656.50    -0.594529    -0.237743     0.680511
51656.75    -0.526313    -0.273318     0.166512
51657.00    -0.499383    -0.488308     0.736508
51657.25    -0.352154    -0.349610     0.438825
51657.50    -0.295707    -0.303926     0.640685
51657.75    -0.174842    -0.263930     0.067274
51658.00    -0.213009    -0.414980     0.682931
51658.25    -0.070171    -0.211077     0.174567
51658.50    -0.021397    -0.126981     0.277839
51658.75     0.103016    -0.011959    -0.492008
51659.00     0.011416    -0.171168     0.133033
51659.25     0.111536     0.025563    -0.325775
51659.50     0.069443     0.107198    -0.160387
51659.75     0.122899     0.175331    -0.791843
51660.00     0.033678    -0.049054    -0.132128
51660.25     0.144055     0.106915    -0.543006
51660.50     0.151555     0.131729    -0.390645
51660.75     0.196489     0.206845    -1.036459
51661.00     0.135354     0.002833    -0.343479
51661.25     0.178761     0.129067    -0.566392
51661.50     0.066462     0.105183     0.004814
51661.75     0.033213     0.105208    -0.299880
51662.00    -0.021761    -0.111299     0.358933
51662.25     0.014207    -0.004742     0.142825
51662.50    -0.097078    -0.057071     0.705284
51662.75    -0.080923    -0.091215     0.316825
51663.00    -0.124178    -0.309046     0.912574
51663.25     0.021294    -0.150034     0.371379
51663.50     0.118497    -0.088194     0.328164
51663.75     0.252145     0.001648    -0.530767
51664.00     0.246689    -0.087777    -0.207755
51664.25     0.368657     0.111927    -0.624531
51664.50     0.339735     0.173915    -0.499717
51664.75     0.338208     0.263349    -1.110245
51665.00     0.174722     0.017452    -0.251569
51665.25     0.137940     0.075328    -0.334182
51665.50     0.044372     0.084423    -0.001202
51665.75     0.037202     0.089745    -0.446304
51666.00    -0.074362    -0.175352     0.295670
51666.25    -0.084880    -0.121625     0.283358
51666.50    -0.164873    -0.129770     0.702725
51666.75    -0.129100    -0.116677     0.274155
51667.00    -0.223175    -0.302058     0.847448
51667.25    -0.219385    -0.173808     0.689720
51667.50    -0.283388    -0.162587     0.973319
51667.75    -0.249711    -0.117299     0.484438
51668.00    -0.316235    -0.278202     0.973213
51668.25    -0.228321    -0.157034     0.571134
51668.50    -0.291098    -0.175801     0.849905
51668.75    -0.328615    -0.168252     0.459982
51669.00    -0.362640    -0.371051     0.924135
51669.25    -0.302956    -0.187700     0.519909
51669.50    -0.332265    -0.211918     0.793313
51669.75    -0.271831    -0.216602     0.283580
51670.00    -0.309140    -0.393244     0.845909
51670.25    -0.199281    -0.250254     0.552172
51670.50    -0.212101    -0.225254     0.764177
51670.75    -0.124615    -0.167662     0.130181
51671.00    -0.123644    -0.317726     0.480233
51671.25    -0.063602    -0.190495     0.170426
51671.50    -0.103001    -0.207831     0.508179
51671.75    -0.002801    -0.185532    -0.052016
51672.00    -0.051108    -0.391400     0.578384
51672.25    -0.020245    -0.258786     0.426910
51672.50    -0.070960    -0.267428     0.839686
51672.75    -0.008149    -0.260370     0.375361
51673.00    -0.004090    -0.439050     0.888507
51673.25     0.068880    -0.272613     0.597825
51673.50    -0.062618    -0.277580     1.179494
51673.75    -0.116610    -0.260955     0.959874
51674.00    -0.270872    -0.472864     1.767864
51674.25    -0.250633    -0.354838     1.610137
51674.50    -0.345888    -0.383844     2.161980
51674.75    -0.353926    -0.421465     1.817361
51675.00    -0.364728    -0.660120     2.334175
51675.25    -0.215644    -0.529512     1.729122
51675.50    -0.147743    -0.483079     1.587685
51675.75     0.012445    -0.403731     0.668736
51676.00     0.062191    -0.500157     0.877578
51676.25     0.233552    -0.305486     0.279768
51676.50     0.291918    -0.176176     0.242396
51676.75     0.442397    -0.069795    -0.528675
51677.00     0.368813    -0.193169     0.099362
51677.25     0.445101    -0.022405    -0.208684
51677.50     0.365028     0.063714     0.054045
51677.75     0.358602     0.107234    -0.416432
51678.00     0.255054    -0.126827     0.437656
51678.25     0.298334     0.075593     0.055060
51678.50     0.228251     0.114098     0.377535
51678.75     0.243690     0.166092    -0.134253
51679.00     0.161807    -0.060476     0.473577
51679.25     0.185221     0.085072     0.135096
51679.50     0.076067     0.053093     0.519683
51679.75     0.018908    -0.005306     0.268212
51680.00    -0.055962    -0.203120     0.807164
51680.25    -0.079984    -0.132349     0.803299
51680.50    -0.115060    -0.161426     1.143086
51680.75    -0.103164    -0.152754     0.725397
51681.00    -0.121703    -0.364101     1.261715
51681.25    -0.062076    -0.314554     1.123667
51681.50    -0.017760    -0.284690     1.227196
51681.75     0.080760    -0.213738     0.552531
51682.00     0.046519    -0.352896     1.018991
51682.25     0.197866    -0.104664     0.258396
51682.50     0.216206    -0.062500     0.208947
51682.75     0.265384     0.090879    -0.567803
51683.00     0.215907    -0.003165    -0.148724
51683.25     0.274441     0.228520    -0.715097
51683.50     0.251196     0.222952    -0.499403
51683.75     0.228872     0.215626    -0.850574
51684.00     0.106652    -0.021514    -0.117413
51684.25     0.101713     0.106283    -0.322578
51684.50     0.061355     0.094714    -0.137975
51684.75     0.069070     0.086387    -0.506004
51685.00    -0.075667    -0.158860     0.312826
51685.25    -0.065833    -0.009999     0.017799
51685.50    -0.107860     0.051017     0.097174
51685.75    -0.086097     0.035197    -0.298731
51686.00    -0.270019    -0.249685     0.630753
51686.25    -0.211038    -0.160208     0.370208
51686.50    -0.278781    -0.174790     0.643342
51686.75    -0.263390    -0.210534     0.340894
51687.00    -0.338874    -0.418703     1.028182
51687.25    -0.321107    -0.347822     0.807418
51687.50    -0.381309    -0.393176     1.170563
51687.75    -0.340436    -0.400858     0.707455
51688.00    -0.334812    -0.571126     1.130595
51688.25    -0.246598    -0.417062     0.749376
51688.50    -0.284332    -0.405076     1.049947
51688.75    -0.253868    -0.366080     0.601813
51689.00    -0.337323    -0.553737     1.231659
51689.25    -0.312121    -0.430056     0.893892
51689.50    -0.377015    -0.432717     1.286020
51689.75    -0.394014    -0.417417     0.993169
51690.00    -0.467827    -0.564299     1.561178
51690.25    -0.450524    -0.460559     1.392236
51690.50    -0.484933    -0.437770     1.628467
51690.75    -0.422621    -0.396306     1.106335
51691.00    -0.444629    -0.532743     1.560629
51691.25    -0.332350    -0.298618     0.976335
51691.50    -0.308635    -0.152998     0.802853
51691.75    -0.249135    -0.009625     0.089983
51692.00    -0.308099    -0.175984     0.492811
51692.25    -0.261688    -0.058359     0.155458
51692.50    -0.277954    -0.011262     0.254615
51692.75    -0.239286    -0.002006    -0.234777
51693.00    -0.295275    -0.229343     0.417837
51693.25    -0.286196    -0.158578     0.337672
51693.50    -0.348685    -0.171200     0.689963
51693.75    -0.319577    -0.180869     0.339467
51694.00    -0.357294    -0.374591     0.999245
51694.25    -0.274494    -0.240409     0.756958
51694.50    -0.326526    -0.265176     1.145198
51694.75    -0.293133    -0.188193     0.657831
51695.00    -0.278275    -0.361045     1.049115
51695.25    -0.169342    -0.155258     0.597565
51695.50    -0.145327    -0.141282     0.783468
51695.75    -0.030953    -0.086706     0.201275
51696.00    -0.036100    -0.258742     0.745867
51696.25     0.029205    -0.087974     0.519893
51696.50     0.055781     0.016581     0.457041
51696.75     0.120707     0.099323    -0.113312
51697.00     0.082222     0.011960     0.116490
51697.25     0.154323     0.185467    -0.372978
51697.50     0.195379     0.282696    -0.556828
51697.75     0.250636     0.338928    -1.195370
51698.00     0.181281     0.166717    -0.748444
51698.25     0.243916     0.289730    -1.053495
51698.50     0.268957     0.324168    -0.935784
51698.75     0.307861     0.249379    -1.190571
51699.00     0.226507     0.031639    -0.520652
51699.25     0.308232     0.162184    -0.817214
51699.50     0.317403     0.178685    -0.665026
51699.75     0.318205     0.199901    -1.045989
51700.00     0.192180    -0.002414    -0.322743
51700.25     0.196556     0.160720    -0.573302
51700.50     0.112581     0.191053    -0.346587
51700.75     0.142246     0.224762    -0.759676
51701.00     0.026154     0.007200    -0.003141
51701.25     0.047953     0.187750    -0.342081
51701.50     0.044644     0.226087    -0.064541
51701.75     0.072795     0.242888    -0.525928
51702.00    -0.028877     0.026717     0.095691
51702.25     0.022239     0.166792    -0.221849
51702.50    -0.059191     0.163112    -0.028556
51702.75    -0.142320     0.082672    -0.205778
51703.00    -0.295503    -0.159574     0.485391
51703.25    -0.360713    -0.116916     0.544712
51703.50    -0.479249    -0.170626     0.911132
51703.75    -0.480009    -0.209677     0.607378
51704.00    -0.578471    -0.440772     1.228058
51704.25    -0.503137    -0.330069     0.944482
51704.50    -0.507893    -0.310794     1.150033
51704.75    -0.423806    -0.277973     0.745363
51705.00    -0.468836    -0.425202     1.277612
51705.25    -0.345651    -0.256945     0.899182
51705.50    -0.332373    -0.213662     1.029965
51705.75    -0.237727    -0.127392     0.444846
51706.00    -0.274797    -0.302078     0.980467
51706.25    -0.113236    -0.068682     0.360668
51706.50    -0.111341    -0.003461     0.454111
51706.75    -0.043300     0.094787    -0.263981
51707.00    -0.068844    -0.048577     0.140261
51707.25    -0.019233     0.089923    -0.223457
51707.50    -0.092878     0.094186     0.015670
51707.75    -0.071180     0.096078    -0.562221
51708.00    -0.132455    -0.151497     0.090299
51708.25    -0.107724    -0.098248    -0.125949
51708.50    -0.101920    -0.114678     0.077170
51708.75     0.012824    -0.090711    -0.608185
51709.00    -0.074451    -0.314111     0.033735
51709.25     0.020781    -0.140689    -0.447758
51709.50    -0.029805    -0.098686    -0.305947
51709.75    -0.032869    -0.059617    -0.767792
51710.00    -0.164840    -0.277771     0.014924
51710.25    -0.106027    -0.191304    -0.311221
51710.50    -0.203134    -0.296469     0.305528
51710.75    -0.157069    -0.393937     0.216118
51711.00    -0.241458    -0.650121     1.232320
51711.25    -0.193072    -0.571787     1.192793
51711.50    -0.201226    -0.495729     1.352629
51711.75    -0.176896    -0.437868     1.100078
51712.00    -0.260281    -0.565769     1.802626
51712.25    -0.186956    -0.307396     1.277549
51712.50    -0.193860    -0.200996     1.285975
51712.75    -0.146811    -0.075814     0.692028
51713.00    -0.234423    -0.203283     1.218145
51713.25    -0.208630    -0.018259     0.884228
51713.50    -0.219099     0.017516     0.970392
51713.75    -0.207280     0.058030     0.486405
51714.00    -0.293819    -0.139789     1.081183
51714.25    -0.240882    -0.045814     0.846057
51714.50    -0.239809    -0.032601     0.910324
51714.75    -0.203728    -0.019523     0.480729
51715.00    -0.258151    -0.220822     1.081307
51715.25    -0.193918    -0.111890     0.745459
51715.50    -0.224034    -0.124293     0.852432
51715.75    -0.189243    -0.119257     0.326720
51716.00    -0.321254    -0.332395     1.025783
51716.25    -0.275983    -0.196126     0.708304
51716.50    -0.289014    -0.191797     0.739958
51716.75    -0.286288    -0.160185     0.408188
51717.00    -0.372695    -0.350681     1.003840
51717.25    -0.306666    -0.206828     0.622553
51717.50    -0.284768    -0.182874     0.693298
51717.75    -0.248264    -0.116455     0.174631
51718.00    -0.298763    -0.251838     0.648044
51718.25    -0.240437    -0.095881     0.311712
51718.50    -0.227293    -0.061751     0.336148
51718.75    -0.124856     0.033920    -0.393671
51719.00    -0.182472    -0.111890     0.052142
51719.25    -0.072708     0.065874    -0.420616
51719.50    -0.003582     0.090034    -0.392606
51719.75     0.073948     0.119229    -0.886084
51720.00     0.049826    -0.029723    -0.348784
51720.25     0.170937     0.085707    -0.693140
51720.50     0.185982     0.070475    -0.455565
51720.75     0.278537     0.094914    -0.982951
51721.00     0.211159    -0.073037    -0.327322
51721.25     0.279792     0.020158    -0.506377
51721.50     0.244328     0.019991    -0.137835
51721.75     0.248732     0.065263    -0.484819
51722.00     0.146754    -0.075260     0.094027
51722.25     0.190485     0.086945    -0.346051
51722.50     0.144798     0.118014    -0.180174
51722.75     0.177303     0.166465    -0.793707
51723.00     0.095049    -0.020946    -0.175628
51723.25     0.130082     0.118550    -0.485697
51723.50     0.104514     0.131605    -0.332072
51723.75     0.128354     0.161980    -0.847129
51724.00    -0.007836    -0.032833    -0.188383
51724.25     0.012190     0.077508    -0.455223
51724.50    -0.041724     0.035367    -0.089629
51724.75    -0.032674     0.047523    -0.393519
51725.00    -0.144950    -0.191030     0.466599
51725.25    -0.120736    -0.032505     0.116419
51725.50    -0.137296    -0.038705     0.476966
51725.75    -0.077219    -0.005645    -0.045831
51726.00    -0.168428    -0.178257     0.547197
51726.25    -0.104131    -0.020763     0.140525
51726.50    -0.052143     0.010048     0.258515
51726.75    -0.018686     0.016549    -0.123667
51727.00    -0.078972    -0.173110     0.547177
51727.25     0.014629    -0.040782     0.259180
51727.50    -0.009186    -0.061560     0.605667
51727.75     0.025614    -0.004214     0.191004
51728.00    -0.063980    -0.162874     0.809667
51728.25    -0.024355    -0.032951     0.638574
51728.50    -0.023005    -0.024344     0.863724
51728.75     0.036859     0.023972     0.363008
51729.00    -0.001347    -0.144880     0.856744
51729.25     0.041169    -0.009034     0.558339
51729.50     0.027264     0.005032     0.648209
51729.75     0.055375     0.032304     0.139113
51730.00    -0.021366    -0.147827     0.645318
51730.25    -0.015110    -0.022888     0.413579
51730.50    -0.062474    -0.014168     0.613465
51730.75    -0.092583     0.009238     0.191645
51731.00    -0.180495    -0.182704     0.723641
51731.25    -0.174318    -0.095520     0.495704
51731.50    -0.193388    -0.030112     0.547115
51731.75    -0.106981     0.058119    -0.029586
51732.00    -0.162247    -0.112701     0.532138
51732.25    -0.076747     0.018134     0.202834
51732.50    -0.070458     0.074892     0.326084
51732.75     0.044103     0.130211    -0.355478
51733.00    -0.058616    -0.031616     0.202649
51733.25     0.043429     0.148606    -0.278979
51733.50     0.072326     0.172058    -0.226162
51733.75     0.131971     0.191802    -0.675579
51734.00     0.014241    -0.009083    -0.020786
51734.25     0.065400     0.090830    -0.316084
51734.50     0.008112     0.052914     0.004116
51734.75     0.011305     0.090808    -0.503463
51735.00    -0.100016    -0.085707     0.050089
51735.25    -0.094113     0.003359    -0.120270
51735.50    -0.052605     0.049780    -0.094039
51735.75     0.012410     0.110899    -0.577179
51736.00    -0.069976    -0.091636     0.135222
51736.25    -0.015149     0.065815    -0.147186
51736.50    -0.042992     0.074762     0.121690
51736.75     0.054246     0.140416    -0.440459
51737.00    -0.001368    -0.034087     0.188164
51737.25     0.138075     0.105332    -0.201673
51737.50     0.146642     0.184031    -0.063404
51737.75     0.243596     0.236351    -0.592175
51738.00     0.200141     0.077154    -0.039429
51738.25     0.284115     0.234588    -0.458202
51738.50     0.270569     0.264509    -0.268977
51738.75     0.295066     0.308570    -0.760416
51739.00     0.176057     0.098286    -0.148353
51739.25     0.205312     0.250577    -0.653034
51739.50     0.106949     0.236797    -0.424274
51739.75     0.129227     0.271908    -0.923235
51740.00    -0.011534     0.048143    -0.231702
51740.25     0.036167     0.165652    -0.562945
51740.50    -0.069578     0.083426    -0.154577
51740.75    -0.033876     0.052877    -0.458253
