-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
DUCK        49718.000    1995     1     1     0
DUCK        52274.750    2001    12    31    18
DUCK      1268587.191 -4995511.561  3744508.588
51799.00    -0.384942     0.388845    -0.040818
51799.25    -0.428873     0.315349     0.129707
51799.50    -0.432363     0.247926     0.283686
51799.75    -0.430912     0.262289     0.325991
51800.00    -0.383501     0.373713     0.905180
51800.25    -0.342657     0.207076     0.833721
51800.50    -0.216544     0.140279     0.772552
51800.75    -0.131709     0.144255     0.581326
51801.00    -0.083936     0.212518     0.840891
51801.25    -0.033127     0.077127     0.630575
51801.50     0.028881     0.058262     0.671921
51801.75     0.018454     0.108553     0.616060
51802.00    -0.007927     0.284880     1.206945
51802.25    -0.044668     0.248556     1.466421
51802.50    -0.041159     0.273724     1.665603
51802.75    -0.027270     0.290837     1.483498
51803.00    -0.032171     0.330482     1.676831
51803.25    -0.065940     0.139259     1.312396
51803.50    -0.070810     0.061271     1.062226
51803.75    -0.051275     0.025107     0.662768
51804.00    -0.095774     0.035545     0.663316
51804.25    -0.120160    -0.114755     0.433732
51804.50    -0.131429    -0.205553     0.209831
51804.75    -0.170649    -0.137226     0.128785
51805.00    -0.200298     0.047884     0.570884
51805.25    -0.166264     0.005812     0.512243
51805.50    -0.103079     0.016210     0.375923
51805.75    -0.078727     0.145081     0.338060
51806.00    -0.081967     0.332670     0.955269
51806.25    -0.100666     0.403452     1.399479
51806.50    -0.144646     0.422212     1.499097
51806.75    -0.195515     0.458641     1.336288
51807.00    -0.208623     0.493330     1.535455
51807.25    -0.220850     0.371215     1.430454
51807.50    -0.199948     0.304612     1.323759
51807.75    -0.204019     0.374725     1.404500
51808.00    -0.265182     0.443791     1.847638
51808.25    -0.380322     0.387124     2.181475
51808.50    -0.305251     0.252015     1.992817
51808.75    -0.184966     0.242785     1.587809
51809.00    -0.071135     0.242269     1.434573
51809.25     0.029907     0.095640     0.969447
51809.50     0.113442     0.012987     0.529324
51809.75     0.094814     0.066520     0.257829
51810.00     0.065637     0.221608     0.687031
51810.25     0.018283     0.206649     0.808485
51810.50     0.029563     0.226814     1.039610
51810.75     0.012726     0.268687     1.059408
51811.00     0.015452     0.332541     1.641745
51811.25    -0.002134     0.240419     1.918243
51811.50     0.016085     0.147723     1.926361
51811.75     0.093443     0.203404     1.906113
51812.00     0.135135     0.208390     1.888245
51812.25     0.138062     0.124310     1.841186
51812.50     0.149833     0.088206     1.706666
51812.75     0.132860     0.184570     1.626333
51813.00     0.062558     0.325610     2.051205
51813.25     0.028714     0.243356     1.997090
51813.50     0.038536     0.118277     1.691923
51813.75     0.110611    -0.012101     0.989543
51814.00     0.156812    -0.107043     0.711899
51814.25     0.202490    -0.280007     0.408902
51814.50     0.277876    -0.390411     0.126451
51814.75     0.341632    -0.389914    -0.195749
51815.00     0.359449    -0.261991     0.032278
51815.25     0.424270    -0.308170    -0.129375
51815.50     0.485440    -0.305246    -0.373462
51815.75     0.530668    -0.280167    -0.869641
51816.00     0.478545    -0.162531    -0.742720
51816.25     0.424785    -0.244921    -0.947170
51816.50     0.414807    -0.279902    -1.134538
51816.75     0.353729    -0.252628    -1.314109
51817.00     0.242879    -0.124525    -0.850528
51817.25     0.168839    -0.167034    -0.668170
51817.50     0.122690    -0.132095    -0.440316
51817.75     0.069288    -0.028089    -0.327184
51818.00     0.037430     0.141400     0.256448
51818.25    -0.003611     0.160528     0.564100
51818.50    -0.008641     0.217019     0.843500
51818.75    -0.057292     0.344825     1.018045
51819.00    -0.070584     0.474396     1.576317
51819.25    -0.104296     0.407401     1.766281
51819.50    -0.080220     0.305853     1.676530
51819.75    -0.137977     0.349596     1.736567
51820.00    -0.185014     0.384357     2.064623
51820.25    -0.209498     0.259634     2.062440
51820.50    -0.137130     0.128484     1.843779
51820.75    -0.068874     0.112453     1.513248
51821.00     0.043094     0.156812     1.584568
51821.25     0.068024     0.069873     1.465271
51821.50     0.129676     0.009035     1.269252
51821.75     0.127294     0.073756     1.213305
51822.00     0.222269     0.144923     1.351442
51822.25     0.257487     0.049205     1.268213
51822.50     0.317523     0.033028     1.169366
51822.75     0.330398     0.104439     1.160426
51823.00     0.338134     0.116161     1.220860
51823.25     0.259306     0.051931     1.378557
51823.50     0.271566    -0.046239     1.202589
51823.75     0.337288    -0.110304     0.840847
51824.00     0.449553    -0.208253     0.481012
51824.25     0.474677    -0.439892     0.047961
51824.50     0.524376    -0.613412    -0.531804
51824.75     0.558580    -0.670229    -0.988545
51825.00     0.592637    -0.708693    -1.218607
51825.25     0.545181    -0.796810    -1.220591
51825.50     0.502045    -0.819683    -1.251729
51825.75     0.484241    -0.784484    -1.476882
51826.00     0.435043    -0.707456    -1.433049
51826.25     0.381905    -0.730482    -1.386460
51826.50     0.357982    -0.709879    -1.358453
51826.75     0.336212    -0.626358    -1.380997
51827.00     0.243600    -0.462445    -1.029957
51827.25     0.126304    -0.453641    -0.779579
51827.50     0.057785    -0.441530    -0.654911
51827.75     0.011481    -0.344142    -0.588073
51828.00    -0.029605    -0.311156    -0.493752
51828.25    -0.044480    -0.451112    -0.646311
51828.50    -0.002060    -0.524882    -0.930762
51828.75     0.053467    -0.486747    -1.206407
51829.00     0.115952    -0.426289    -1.096429
51829.25     0.161439    -0.547058    -1.244062
51829.50     0.196743    -0.637987    -1.415360
51829.75     0.169509    -0.604437    -1.344162
51830.00     0.141433    -0.495721    -0.860789
51830.25     0.118303    -0.543238    -0.751194
51830.50     0.128555    -0.532475    -0.707395
51830.75     0.143724    -0.460557    -0.796293
51831.00     0.104271    -0.297823    -0.343373
51831.25     0.053889    -0.334427    -0.243816
51831.50     0.041033    -0.335374    -0.138367
51831.75     0.010129    -0.264128    -0.117073
51832.00     0.014428    -0.176712     0.151079
51832.25     0.039074    -0.227891     0.112874
51832.50     0.125934    -0.226097    -0.111847
51832.75     0.181261    -0.143388    -0.323251
51833.00     0.212375    -0.070043    -0.253023
51833.25     0.202126    -0.118262    -0.192700
51833.50     0.226201    -0.161079    -0.204545
51833.75     0.238320    -0.140559    -0.293059
51834.00     0.222474    -0.073052     0.017386
51834.25     0.194681    -0.144341     0.042023
51834.50     0.239538    -0.249883    -0.062976
51834.75     0.238527    -0.229131    -0.077011
51835.00     0.230707    -0.193715     0.105581
51835.25     0.181309    -0.233761     0.240674
51835.50     0.164087    -0.212656     0.418839
51835.75     0.130032    -0.141673     0.352631
51836.00     0.125103    -0.092672     0.431644
51836.25     0.057979    -0.225198     0.319029
51836.50     0.029716    -0.327182     0.110751
51836.75     0.011479    -0.293575     0.052814
51837.00     0.023311    -0.222317     0.197963
51837.25     0.022717    -0.323132    -0.005305
51837.50     0.046327    -0.390430    -0.298524
51837.75     0.002959    -0.319448    -0.315307
51838.00    -0.052158    -0.213325    -0.000619
51838.25    -0.071943    -0.241696     0.079898
51838.50     0.011458    -0.289545    -0.115848
51838.75     0.125022    -0.241861    -0.401961
51839.00     0.287697    -0.209964    -0.603283
51839.25     0.457257    -0.370103    -1.170852
51839.50     0.646409    -0.535012    -1.849597
51839.75     0.730196    -0.613123    -2.359939
51840.00     0.744709    -0.687097    -2.519381
51840.25     0.716250    -0.843299    -2.669606
51840.50     0.684807    -0.945107    -2.833852
51840.75     0.657931    -0.939487    -2.914872
51841.00     0.615500    -0.897528    -2.701690
51841.25     0.556686    -0.898544    -2.478344
51841.50     0.526086    -0.886944    -2.335719
51841.75     0.517078    -0.752988    -2.112044
51842.00     0.515077    -0.617116    -1.794628
51842.25     0.487864    -0.523228    -1.474077
51842.50     0.526649    -0.464710    -1.482716
51842.75     0.485043    -0.322900    -1.363888
51843.00     0.443681    -0.220976    -1.154437
51843.25     0.393792    -0.242129    -0.997330
51843.50     0.379288    -0.219186    -0.960895
51843.75     0.394810    -0.130229    -0.998043
51844.00     0.389320    -0.041356    -0.660402
51844.25     0.370933    -0.105061    -0.466552
51844.50     0.339474    -0.112483    -0.219068
51844.75     0.347035    -0.051607    -0.068164
51845.00     0.339920    -0.024630     0.129593
51845.25     0.379560    -0.103368     0.020888
51845.50     0.481949    -0.173380    -0.354718
51845.75     0.619489    -0.191202    -0.829983
51846.00     0.688612    -0.237600    -1.045261
51846.25     0.680118    -0.398268    -1.409515
51846.50     0.665626    -0.433679    -1.488295
51846.75     0.623910    -0.314243    -1.416459
51847.00     0.633366    -0.223781    -1.211473
51847.25     0.617522    -0.256931    -1.197761
51847.50     0.588623    -0.272949    -1.314127
51847.75     0.580025    -0.172300    -1.336643
51848.00     0.613404    -0.116490    -1.264777
51848.25     0.561339    -0.153705    -1.142850
51848.50     0.550845    -0.179905    -1.207614
51848.75     0.544201    -0.109819    -1.163927
51849.00     0.525014    -0.054641    -0.953358
51849.25     0.459775    -0.052860    -0.692602
51849.50     0.435453    -0.065612    -0.584849
51849.75     0.377678     0.014353    -0.482659
51850.00     0.311036     0.099906    -0.152696
51850.25     0.227015     0.043259    -0.000481
51850.50     0.203793     0.014280    -0.094980
51850.75     0.175616     0.007129    -0.281745
51851.00     0.187913    -0.005052    -0.323464
51851.25     0.148063    -0.064020    -0.266383
51851.50     0.144975    -0.145527    -0.452440
51851.75     0.113853    -0.118371    -0.377100
51852.00     0.074771    -0.049097    -0.031960
51852.25    -0.004375     0.004369     0.459163
51852.50    -0.055386     0.056332     0.675746
51852.75    -0.128240     0.221304     1.037358
51853.00    -0.159898     0.362799     1.399502
51853.25    -0.175492     0.420522     1.727766
51853.50    -0.135232     0.401716     1.562005
51853.75    -0.087569     0.495738     1.438570
51854.00    -0.004942     0.523147     1.324594
51854.25     0.059456     0.474480     1.235856
51854.50     0.161592     0.442883     0.935514
51854.75     0.217046     0.495707     0.781870
51855.00     0.303400     0.443843     0.509820
51855.25     0.295888     0.391153     0.538441
51855.50     0.343658     0.296836     0.281991
51855.75     0.336644     0.273676     0.105647
51856.00     0.351133     0.235147     0.053115
51856.25     0.298815     0.218211     0.163328
51856.50     0.264672     0.225322     0.218964
51856.75     0.225109     0.324572     0.380960
51857.00     0.203003     0.421953     0.752106
51857.25     0.130516     0.516830     1.314033
51857.50     0.109034     0.646906     1.833708
51857.75     0.065129     0.758748     2.081488
51858.00    -0.013711     0.825727     2.455921
51858.25    -0.109555     0.755480     2.684467
51858.50    -0.083389     0.529739     2.233567
51858.75     0.006569     0.347586     1.424863
51859.00     0.112548     0.198511     0.844245
51859.25     0.170871     0.022419     0.290476
51859.50     0.305288    -0.083014    -0.210359
51859.75     0.399397    -0.030434    -0.487121
51860.00     0.450161     0.004004    -0.545307
51860.25     0.405006    -0.022849    -0.473819
51860.50     0.388095    -0.024850    -0.436629
51860.75     0.319585     0.054773    -0.296013
51861.00     0.290900     0.130749    -0.009487
51861.25     0.222203     0.097366     0.140705
51861.50     0.193150     0.097471     0.154501
51861.75     0.127894     0.120607     0.129944
51862.00     0.050424     0.175043     0.499270
51862.25    -0.054355     0.182515     0.913809
51862.50    -0.115615     0.223365     1.280798
51862.75    -0.187891     0.305597     1.614132
51863.00    -0.257286     0.299180     1.802815
51863.25    -0.315108     0.186721     1.854607
51863.50    -0.343551     0.103357     1.754167
51863.75    -0.306606     0.110171     1.622919
51864.00    -0.266987     0.129509     1.576806
51864.25    -0.270946     0.081353     1.596799
51864.50    -0.316726     0.118326     1.679820
51864.75    -0.404974     0.216691     1.947250
51865.00    -0.473176     0.252571     2.296483
51865.25    -0.580844     0.276178     2.807715
51865.50    -0.594424     0.186016     2.645328
51865.75    -0.520706     0.105396     2.256805
51866.00    -0.361698    -0.088782     1.455877
51866.25    -0.291003    -0.308559     0.809128
51866.50    -0.188414    -0.385625     0.344655
51866.75    -0.131812    -0.284366     0.318147
51867.00    -0.098066    -0.206303     0.422472
51867.25    -0.082292    -0.212211     0.572928
51867.50    -0.008176    -0.226598     0.345347
51867.75     0.034657    -0.208486     0.119024
51868.00     0.054939    -0.145520     0.303943
51868.25    -0.011845    -0.225563     0.487447
51868.50    -0.086527    -0.315334     0.404502
51868.75    -0.238708    -0.270720     0.562105
51869.00    -0.176758    -0.379437     0.298854
51869.25    -0.240790    -0.493256     0.319760
51869.50    -0.254507    -0.566742     0.047440
51869.75    -0.255913    -0.618493    -0.431326
51870.00    -0.203856    -0.703891    -0.989774
51870.25    -0.275671    -0.796290    -1.246524
51870.50    -0.267784    -0.785953    -1.454224
51870.75    -0.275076    -0.611502    -1.252580
51871.00    -0.209423    -0.495625    -1.208968
51871.25    -0.144870    -0.515441    -1.384424
51871.50    -0.040968    -0.550866    -1.966959
51871.75    -0.018205    -0.451826    -2.070148
51872.00     0.029544    -0.374386    -2.035657
51872.25     0.010476    -0.356151    -1.834908
51872.50     0.030573    -0.330755    -1.823986
51872.75     0.067033    -0.275009    -1.888597
51873.00     0.071999    -0.107969    -1.418040
51873.25     0.053886    -0.121523    -1.331643
51873.50     0.070067     0.074713    -0.715980
51873.75     0.027587     0.243490    -0.357373
51874.00    -0.098485     0.523506     0.679644
51874.25    -0.313561     0.677196     1.829596
51874.50    -0.541886     0.700437     2.542946
51874.75    -0.649159     0.686290     2.804726
51875.00    -0.707431     0.608520     2.810811
51875.25    -0.822587     0.506762     3.017082
51875.50    -0.859010     0.399937     2.990635
51875.75    -0.852107     0.400349     2.978465
51876.00    -0.719375     0.313792     2.605992
51876.25    -0.633840     0.190535     2.377199
51876.50    -0.486422     0.028973     1.564651
51876.75    -0.362247    -0.039280     1.086501
51877.00    -0.215032    -0.185832     0.425001
51877.25    -0.163857    -0.325179     0.075878
51877.50    -0.117676    -0.362163    -0.190554
51877.75    -0.151320    -0.253398     0.053187
51878.00    -0.165239    -0.107927     0.673709
51878.25    -0.195498    -0.148275     1.085930
51878.50    -0.145290    -0.348319     0.372241
51878.75    -0.012007    -0.447737    -0.327996
51879.00     0.160816    -0.539401    -0.917916
51879.25     0.206435    -0.689100    -1.308631
51879.50     0.275500    -0.736560    -1.667087
51879.75     0.302991    -0.719631    -1.871743
51880.00     0.397202    -0.718317    -2.177720
51880.25     0.386219    -0.779782    -2.401376
51880.50     0.464511    -0.839416    -2.768569
51880.75     0.482195    -0.935464    -3.304250
51881.00     0.475889    -0.946859    -3.474704
51881.25     0.419326    -0.950869    -3.166449
51881.50     0.414719    -0.944666    -2.980138
51881.75     0.415679    -0.942568    -2.905830
51882.00     0.370891    -0.959104    -2.852097
51882.25     0.290826    -1.021584    -2.708561
51882.50     0.256614    -0.988010    -2.480934
51882.75     0.164698    -0.940823    -2.316979
51883.00     0.074344    -0.833566    -1.828463
51883.25    -0.121065    -0.724570    -0.945559
51883.50    -0.234495    -0.592252    -0.332951
51883.75    -0.309076    -0.495480     0.093828
51884.00    -0.242985    -0.481452     0.001108
51884.25    -0.241870    -0.528157    -0.126353
51884.50    -0.247296    -0.513152    -0.220663
51884.75    -0.379053    -0.305196     0.480031
51885.00    -0.488364    -0.035625     1.303726
51885.25    -0.616600     0.137791     2.325753
51885.50    -0.636342     0.156676     2.464133
51885.75    -0.560146     0.173250     2.359737
51886.00    -0.450004     0.129712     1.976127
51886.25    -0.395366     0.030164     1.790754
51886.50    -0.325476    -0.018642     1.605969
51886.75    -0.221697    -0.023416     1.455017
51887.00    -0.034121    -0.191054     0.629777
51887.25     0.088379    -0.391264    -0.146734
51887.50     0.259331    -0.516907    -0.988885
51887.75     0.346763    -0.532995    -1.591048
51888.00     0.390806    -0.472978    -1.668573
51888.25     0.355415    -0.461311    -1.515475
51888.50     0.325701    -0.388262    -1.263791
51888.75     0.313201    -0.324561    -1.126366
51889.00     0.333575    -0.306743    -1.022015
51889.25     0.292084    -0.285251    -0.737741
51889.50     0.278356    -0.223743    -0.545794
51889.75     0.187846    -0.081411    -0.205574
51890.00    -0.031126     0.106315     0.727170
51890.25    -0.403952     0.209491     2.145172
51890.50    -0.513906    -0.037798     2.012092
51890.75    -0.274865    -0.512350    -0.085171
51891.00    -0.053645    -0.828497    -2.116163
51891.25     0.153587    -0.972163    -3.489554
51891.50     0.347080    -0.941757    -4.226003
51891.75     0.445810    -0.812343    -4.545176
51892.00     0.435155    -0.659657    -4.378394
51892.25     0.163733    -0.348738    -2.749064
51892.50    -0.081109    -0.280903    -2.080950
51892.75    -0.092949    -0.360210    -2.073688
51893.00     0.037478    -0.605742    -3.099054
51893.25     0.109999    -0.729978    -3.702303
51893.50     0.215464    -0.787223    -4.323667
51893.75     0.285912    -0.595130    -4.133382
51894.00     0.329882    -0.404695    -3.670872
51894.25     0.389960    -0.242973    -2.884396
51894.50     0.349953    -0.061187    -2.112002
51894.75     0.170426     0.181698    -1.100571
51895.00    -0.070636     0.431837    -0.022000
51895.25    -0.423051     0.736105     1.926064
51895.50    -0.751582     0.892084     3.492050
51895.75    -0.894778     0.727318     4.193320
51896.00    -0.870102     0.158990     2.522558
51896.25    -0.755183    -0.187004     1.899973
51896.50    -0.536432    -0.457392     0.914538
51896.75    -0.367297    -0.459944     0.690775
51897.00    -0.239872    -0.353584     0.671842
51897.25    -0.298802    -0.155294     1.447246
51897.50    -0.246944     0.015964     1.835081
51897.75    -0.214827     0.269916     2.495474
51898.00    -0.191098     0.365342     2.695199
51898.25    -0.242677     0.260848     2.741895
51898.50    -0.226176    -0.066589     1.519317
51898.75    -0.169593    -0.253998     0.557282
51899.00     0.000674    -0.393599    -0.301490
51899.25     0.100604    -0.508155    -0.836579
51899.50     0.210355    -0.474196    -1.016811
51899.75     0.226392    -0.420456    -0.981150
51900.00     0.270219    -0.380968    -0.893741
51900.25     0.216437    -0.310657    -0.278412
51900.50     0.165551    -0.272915     0.024194
51900.75     0.203742    -0.391729    -0.340470
51901.00     0.328437    -0.671199    -1.499002
51901.25     0.412296    -0.950680    -2.424267
51901.50     0.502098    -1.103372    -3.193862
51901.75     0.529017    -1.105290    -3.514512
51902.00     0.539760    -1.008186    -3.482368
51902.25     0.456979    -0.934873    -3.013244
51902.50     0.392974    -0.852722    -2.647021
51902.75     0.336434    -0.717046    -2.177699
51903.00     0.404332    -0.727327    -2.312342
51903.25     0.476390    -0.917408    -2.784943
51903.50     0.580978    -1.200045    -3.987535
51903.75     0.648914    -1.332055    -4.817092
51904.00     0.658278    -1.326197    -4.976787
51904.25     0.539547    -1.324267    -4.560950
51904.50     0.427843    -1.277913    -4.314770
51904.75     0.284469    -1.107803    -3.791286
51905.00     0.225546    -0.913526    -3.104749
51905.25     0.057538    -0.748585    -2.013346
51905.50    -0.017975    -0.600969    -1.331815
51905.75    -0.073624    -0.378781    -0.526448
51906.00    -0.059154    -0.186515     0.227540
51906.25    -0.095543    -0.027449     1.211358
51906.50     0.024848    -0.059539     1.170373
51906.75     0.132421    -0.078839     0.815050
51907.00     0.217475    -0.010496     0.889647
51907.25     0.198299    -0.035331     1.062499
51907.50     0.174859    -0.045669     0.958387
51907.75     0.137679     0.004229     0.802433
51908.00     0.137044     0.150562     1.039786
51908.25     0.028911     0.259979     1.744946
51908.50    -0.056440     0.323174     2.077929
51908.75    -0.121750     0.318397     2.095208
51909.00    -0.195698     0.143770     1.551495
51909.25    -0.355558    -0.045182     1.334535
51909.50    -0.396722    -0.227763     0.772537
51909.75    -0.403526    -0.340340     0.241895
51910.00    -0.334488    -0.488413    -0.374993
51910.25    -0.301051    -0.676014    -0.792595
51910.50    -0.232200    -0.822833    -1.479631
51910.75    -0.194285    -0.739760    -1.486238
51911.00    -0.086755    -0.782299    -1.797654
51911.25    -0.112634    -0.904899    -1.889646
51911.50    -0.055469    -1.099485    -2.521689
51911.75    -0.072430    -1.193929    -2.958754
51912.00    -0.074638    -1.127582    -2.758362
51912.25    -0.137260    -1.122278    -2.477727
51912.50    -0.219577    -0.986288    -2.047717
51912.75    -0.372117    -0.721473    -1.335767
51913.00    -0.495046    -0.416600    -0.297017
51913.25    -0.680010    -0.236442     0.765966
51913.50    -0.719179    -0.099733     1.321116
51913.75    -0.722961    -0.000451     1.505021
51914.00    -0.756218     0.072723     1.622782
51914.25    -0.898980     0.253112     2.475259
51914.50    -1.050063     0.501577     3.338013
51914.75    -1.098580     0.847558     4.530659
51915.00    -0.988141     0.952806     4.886926
51915.25    -0.965421     0.895654     4.911764
51915.50    -0.849622     0.732799     4.180956
51915.75    -0.763763     0.644905     3.559188
51916.00    -0.606346     0.587543     3.008118
51916.25    -0.573989     0.507788     2.804969
51916.50    -0.479457     0.416601     2.359389
51916.75    -0.412118     0.400774     2.037379
51917.00    -0.333420     0.409486     1.851792
51917.25    -0.362574     0.403512     1.908824
51917.50    -0.354556     0.497062     2.197031
51917.75    -0.382508     0.573467     2.226199
51918.00    -0.411220     0.539041     2.297591
51918.25    -0.515760     0.328064     1.931813
51918.50    -0.590735     0.154592     1.535130
51918.75    -0.657810     0.024544     1.028609
51919.00    -0.789061    -0.048450     0.784916
51919.25    -0.885033    -0.088194     0.865346
51919.50    -0.739970    -0.178820     0.413811
51919.75    -0.598944    -0.263854    -0.267747
51920.00    -0.533124    -0.241900    -0.173904
51920.25    -0.580035    -0.250587     0.278941
51920.50    -0.503912    -0.262300     0.368669
51920.75    -0.440593    -0.225833     0.320277
51921.00    -0.294071    -0.111484     0.320916
51921.25    -0.174417    -0.098318     0.308997
51921.50     0.009679    -0.097820     0.055742
51921.75     0.119141    -0.080472    -0.239405
51922.00     0.218425    -0.112943    -0.465587
51922.25     0.202202    -0.177418    -0.497601
51922.50     0.162156    -0.269042    -0.903201
51922.75     0.145852    -0.307974    -1.242432
51923.00     0.159336    -0.301609    -1.143319
51923.25     0.143652    -0.347607    -0.998678
51923.50     0.197867    -0.295519    -0.766852
51923.75     0.267420    -0.270492    -0.871866
51924.00     0.309937    -0.191005    -0.822660
51924.25     0.221998    -0.125258    -0.481098
51924.50     0.164162    -0.139521    -0.558535
51924.75     0.033962    -0.051175    -0.304705
51925.00    -0.020878    -0.000317     0.021120
51925.25    -0.130661    -0.019578     0.530042
51925.50    -0.119286    -0.174577     0.148930
51925.75    -0.093133    -0.281000    -0.495715
51926.00    -0.011023    -0.351161    -0.928432
51926.25     0.007415    -0.451283    -1.166079
51926.50     0.019425    -0.459120    -1.250376
51926.75     0.023018    -0.404485    -1.257606
51927.00     0.068374    -0.287634    -1.020638
51927.25     0.035029    -0.194101    -0.565714
51927.50     0.011006    -0.126417    -0.300975
51927.75    -0.024679    -0.003755     0.075413
51928.00    -0.124809     0.078261     0.435527
51928.25    -0.267187     0.148442     1.097570
51928.50    -0.368670     0.275140     1.870592
51928.75    -0.491576     0.341915     2.215247
51929.00    -0.484238     0.319414     2.199355
51929.25    -0.478879     0.182877     2.085144
51929.50    -0.386468     0.141528     1.922046
51929.75    -0.362666     0.140439     1.963347
51930.00    -0.363524     0.062921     1.788917
51930.25    -0.454628    -0.237877     1.105306
51930.50    -0.375187    -0.654520    -0.375229
51930.75    -0.270372    -0.915807    -1.730684
51931.00    -0.170681    -0.980087    -2.314401
51931.25    -0.130310    -1.089250    -2.815254
51931.50     0.002778    -1.084381    -3.086256
51931.75     0.082221    -1.037162    -3.392817
51932.00     0.106990    -0.898658    -2.910207
51932.25     0.052886    -0.809076    -2.155126
51932.50     0.017895    -0.664526    -1.249611
51932.75    -0.114420    -0.460123    -0.377358
51933.00    -0.196793    -0.309586     0.327215
51933.25    -0.319097    -0.307938     0.669092
51933.50    -0.376023    -0.358619     0.590783
51933.75    -0.427396    -0.337407     0.521504
51934.00    -0.416742    -0.295871     0.552450
51934.25    -0.472784    -0.251969     0.903945
51934.50    -0.387977    -0.335798     0.587102
51934.75    -0.338932    -0.426400    -0.213010
51935.00    -0.304070    -0.502747    -0.902639
51935.25    -0.373645    -0.561019    -1.150464
51935.50    -0.388879    -0.540785    -1.285894
51935.75    -0.489971    -0.336743    -0.923440
51936.00    -0.564413    -0.118848    -0.306125
51936.25    -0.691694     0.049205     0.665868
51936.50    -0.713577     0.037046     0.861497
51936.75    -0.602136    -0.068940     0.324208
51937.00    -0.460733    -0.253930    -0.830915
51937.25    -0.443790    -0.375507    -1.427715
51937.50    -0.367407    -0.429575    -1.890410
51937.75    -0.373134    -0.408381    -2.176652
51938.00    -0.310194    -0.269999    -2.015718
51938.25    -0.378911    -0.160241    -1.540817
51938.50    -0.387397    -0.067123    -1.257282
51938.75    -0.499456     0.205823    -0.446418
51939.00    -0.570280     0.503100     0.705772
51939.25    -0.718599     0.760429     2.181862
51939.50    -0.816765     1.082104     3.740922
51939.75    -0.988649     1.188019     4.829630
51940.00    -0.901819     1.069623     4.691577
51940.25    -0.910520     0.890357     4.681222
51940.50    -0.809237     0.689007     4.166206
51940.75    -0.694882     0.535991     3.595212
51941.00    -0.463286     0.337210     2.465772
51941.25    -0.404904     0.176919     1.880730
51941.50    -0.278864    -0.102215     0.549500
51941.75    -0.221268    -0.237561    -0.408575
51942.00    -0.139478    -0.299391    -0.935621
51942.25    -0.260124    -0.214615    -0.281821
51942.50    -0.388779    -0.128615     0.437328
51942.75    -0.530615    -0.006021     1.127021
51943.00    -0.513205    -0.102090     0.818872
51943.25    -0.434811    -0.318058     0.034407
51943.50    -0.327625    -0.496583    -0.785704
51943.75    -0.204006    -0.516972    -1.225553
51944.00    -0.055339    -0.486201    -1.475744
51944.25    -0.006055    -0.564755    -1.558558
51944.50     0.070949    -0.551015    -1.525549
51944.75     0.081110    -0.418867    -1.152023
51945.00     0.091918    -0.215304    -0.390686
51945.25     0.025385    -0.060433     0.531667
51945.50    -0.021967     0.179326     1.735711
51945.75    -0.131617     0.226911     1.752931
51946.00    -0.169292     0.174041     1.560971
51946.25    -0.228792     0.030300     1.559847
51946.50    -0.225742    -0.112265     1.162349
51946.75    -0.223901    -0.109466     0.869126
51947.00    -0.136011    -0.093777     0.747060
51947.25    -0.022500    -0.263824     0.178709
51947.50     0.156491    -0.429175    -0.689933
51947.75     0.302395    -0.503395    -1.539206
51948.00     0.459586    -0.495276    -2.022965
51948.25     0.523595    -0.569051    -2.460132
51948.50     0.557545    -0.606020    -2.840211
51948.75     0.541588    -0.538510    -2.968574
51949.00     0.489923    -0.386282    -2.502279
51949.25     0.324125    -0.289812    -1.806560
51949.50     0.106064    -0.154274    -0.886864
51949.75    -0.178363    -0.032097     0.007943
51950.00    -0.450732     0.082672     1.151028
51950.25    -0.732646     0.034025     2.441117
51950.50    -0.584529    -0.214733     2.338629
51950.75    -0.303943    -0.474065     1.188967
51951.00    -0.097880    -0.636042     0.081818
51951.25     0.064898    -0.904786    -1.043391
51951.50     0.242165    -1.149971    -2.351158
51951.75     0.363948    -1.165959    -3.154137
51952.00     0.485927    -1.074042    -3.633557
51952.25     0.498591    -1.038178    -3.808096
51952.50     0.490483    -0.988450    -3.830358
51952.75     0.365640    -0.903168    -3.663597
51953.00     0.271623    -0.725510    -2.895877
51953.25     0.158743    -0.636745    -2.164815
51953.50     0.182214    -0.624891    -2.062522
51953.75     0.168152    -0.590098    -2.385994
51954.00     0.118661    -0.457364    -2.109873
51954.25    -0.026159    -0.342292    -1.540437
51954.50    -0.194963    -0.162577    -0.746713
51954.75    -0.349335     0.104610     0.117830
51955.00    -0.456629     0.300876     1.065003
51955.25    -0.502712     0.318328     1.668056
51955.50    -0.356534     0.317781     1.649286
51955.75    -0.145164     0.211785     0.838595
51956.00     0.040918     0.140646     0.328501
51956.25     0.051311    -0.035469    -0.039933
51956.50     0.013774    -0.071086     0.102828
51956.75    -0.064830    -0.104156     0.377770
51957.00    -0.163340    -0.053828     1.130359
