-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
lbch        49718.000    1995     1     1     0
lbch        52274.750    2001    12    31    18
lbch     -2507798.449 -4676370.054  3526890.666
52023.00     1.042035     0.223977    -1.255464
52023.25     0.827749     0.247011    -1.257910
52023.50     1.167787    -0.107536    -0.583321
52023.75     1.090767     0.198330    -1.145867
52024.00     0.974274     0.063776     0.414634
52024.25     0.608634     0.038691    -0.037813
52024.50     0.966428    -0.396651     0.518627
52024.75     0.757161    -0.057657    -0.360999
52025.00     0.665002    -0.163336     0.944438
52025.25     0.441697    -0.163426     0.538508
52025.50     0.806121    -0.462670     0.799690
52025.75     0.593266    -0.074998    -0.502067
52026.00     0.450194    -0.162546     0.717202
52026.25     0.127230    -0.165595    -0.092950
52026.50     0.207482    -0.481341     0.080802
52026.75     0.017461    -0.210402    -0.589154
52027.00     0.032349    -0.363386     0.986876
52027.25    -0.214541    -0.361368     0.463465
52027.50     0.120032    -0.686570     0.922527
52027.75     0.096151    -0.376642     0.419123
52028.00     0.056201    -0.442911     1.839938
52028.25    -0.155218    -0.329984     1.339269
52028.50     0.472622    -0.542157     1.380026
52028.75     0.707123    -0.068966     0.039327
52029.00     0.956675    -0.047731     1.204362
52029.25     0.849368     0.083909     0.416603
52029.50     1.279494    -0.085970     0.403769
52029.75     1.291569     0.331398    -0.648056
52030.00     1.191609     0.215983     0.900043
52030.25     0.681328     0.169379     0.749431
52030.50     0.889386    -0.275024     1.223377
52030.75     0.645970    -0.090947     0.549230
52031.00     0.601762    -0.431160     2.224633
52031.25     0.282844    -0.583571     1.996045
52031.50     0.736055    -1.108579     2.616695
52031.75     0.778983    -0.815396     1.503406
52032.00     0.952880    -0.914323     2.189829
52032.25     0.995692    -0.864840     0.906455
52032.50     1.608586    -1.130767     0.777276
52032.75     1.525370    -0.640291    -0.806774
52033.00     1.424167    -0.601351     0.066231
52033.25     1.064139    -0.450769    -0.864234
52033.50     1.259879    -0.641309    -0.631393
52033.75     0.953924    -0.222511    -1.325173
52034.00     0.784706    -0.238967     0.310068
52034.25     0.293729    -0.062250     0.232924
52034.50     0.620201    -0.382564     0.991192
52034.75     0.574989    -0.090413     0.326609
52035.00     0.659882    -0.298198     1.676016
52035.25     0.533473    -0.313397     0.999353
52035.50     1.111247    -0.680671     1.394972
52035.75     1.220761    -0.342855     0.204684
52036.00     1.404555    -0.471835     1.305591
52036.25     1.491486    -0.465205     0.292267
52036.50     2.073792    -0.799768     0.294331
52036.75     2.086454    -0.434500    -0.980614
52037.00     2.238993    -0.589559     0.394014
52037.25     2.274259    -0.569884     0.066473
52037.50     2.786313    -0.889912     0.843296
52037.75     2.875369    -0.545907     0.363533
52038.00     2.885402    -0.713515     2.258270
52038.25     2.593505    -0.603845     1.915113
52038.50     2.975289    -0.918170     2.499439
52038.75     2.895305    -0.547088     1.804460
52039.00     2.767175    -0.702404     3.043133
52039.25     2.535961    -0.716157     2.571059
52039.50     2.939625    -1.000331     2.847395
52039.75     2.932269    -0.606425     1.639879
52040.00     2.778006    -0.674141     2.690911
52040.25     2.430071    -0.631214     1.883102
52040.50     2.652730    -0.906048     2.012212
52040.75     2.358895    -0.472530     0.767814
52041.00     2.004165    -0.561655     2.122627
52041.25     1.557420    -0.583582     1.730334
52041.50     1.623388    -0.854953     1.875615
52041.75     1.410513    -0.503955     0.572616
52042.00     1.307539    -0.621218     1.872115
52042.25     0.915496    -0.563865     0.996361
52042.50     1.135179    -0.873028     1.311916
52042.75     0.956084    -0.485465     0.056416
52043.00     0.826298    -0.551630     1.352652
52043.25     0.523405    -0.408698     0.922964
52043.50     0.948569    -0.591092     1.123025
52043.75     0.835004    -0.129579     0.208568
52044.00     0.761713    -0.151644     1.315899
52044.25     0.550946    -0.144911     0.844862
52044.50     0.911788    -0.425665     1.367293
52044.75     0.785012    -0.079977     0.412801
52045.00     0.738848    -0.242966     1.648678
52045.25     0.392190    -0.215386     1.121157
52045.50     0.632691    -0.529202     1.844576
52045.75     0.557477    -0.168302     1.099223
52046.00     0.568867    -0.326758     2.725005
52046.25     0.429630    -0.307746     2.318058
52046.50     0.933786    -0.636430     2.712908
52046.75     1.076440    -0.307172     1.822198
52047.00     1.144303    -0.432703     3.182986
52047.25     1.015764    -0.442428     2.518995
52047.50     1.566424    -0.837582     2.915968
52047.75     1.611247    -0.491657     1.565184
52048.00     1.564881    -0.551849     2.629022
52048.25     1.295310    -0.402948     1.569320
52048.50     1.635449    -0.700705     1.725334
52048.75     1.403859    -0.295435     0.522653
52049.00     1.374073    -0.442369     1.806673
52049.25     1.078798    -0.444209     1.621478
52049.50     1.427808    -0.786705     2.053900
52049.75     1.350440    -0.482151     1.509322
52050.00     1.250020    -0.557520     2.828175
52050.25     0.926645    -0.455349     1.987009
52050.50     1.260515    -0.639480     1.839267
52050.75     1.054866    -0.179911     0.605004
52051.00     0.922250    -0.204257     1.554434
52051.25     0.594489    -0.092643     0.940019
52051.50     0.885009    -0.284159     0.806992
52051.75     0.646586     0.117404     0.022666
52052.00     0.455712     0.002334     1.418950
52052.25     0.214305    -0.054796     1.278605
52052.50     0.504428    -0.437198     1.799563
52052.75     0.448159    -0.130352     0.763809
52053.00     0.545436    -0.384722     2.079766
52053.25     0.493136    -0.472438     1.405351
52053.50     0.897522    -0.838524     1.421823
52053.75     0.851568    -0.476807     0.060732
52054.00     0.853974    -0.604805     1.044301
52054.25     0.636099    -0.634547     0.087427
52054.50     0.857167    -0.952894     0.309793
52054.75     0.585009    -0.574268    -0.617140
52055.00     0.421592    -0.574446     0.361037
52055.25     0.200768    -0.485645    -0.014428
52055.50     0.599589    -0.668509     0.469992
52055.75     0.475923    -0.302326    -0.051300
52056.00     0.384428    -0.431521     1.462305
52056.25     0.151751    -0.433435     1.491051
52056.50     0.482782    -0.723509     2.409169
52056.75     0.414156    -0.380336     1.641015
52057.00     0.493592    -0.546886     2.947473
52057.25     0.368830    -0.634732     2.545311
52057.50     0.743907    -0.958024     2.728109
52057.75     0.650842    -0.567557     1.555391
52058.00     0.757932    -0.618446     2.368054
52058.25     0.730243    -0.631875     1.426043
52058.50     1.293418    -0.986639     1.278330
52058.75     1.253154    -0.716475     0.263705
52059.00     1.242079    -0.781524     0.928867
52059.25     1.173544    -0.759031     0.051094
52059.50     1.683864    -1.044019     0.236732
52059.75     1.748380    -0.636857    -0.927829
52060.00     1.662800    -0.751200     0.193561
52060.25     1.477115    -0.759998    -0.210236
52060.50     1.979240    -1.005351     0.485506
52060.75     1.952132    -0.619951     0.240176
52061.00     2.044520    -0.688766     1.723316
52061.25     1.994770    -0.662647     1.758668
52061.50     2.441059    -0.911434     2.409010
52061.75     2.217060    -0.454009     1.611714
52062.00     2.190233    -0.560837     3.070883
52062.25     1.868452    -0.523499     2.749534
52062.50     2.106549    -0.865120     3.157644
52062.75     1.738462    -0.545025     2.292792
52063.00     1.424160    -0.732127     3.457653
52063.25     0.917593    -0.737304     3.150016
52063.50     1.032176    -1.062910     3.576075
52063.75     0.811073    -0.788753     2.703324
52064.00     0.550341    -1.039188     3.938399
52064.25     0.207231    -1.139338     3.636812
52064.50     0.407510    -1.439302     3.807531
52064.75     0.324713    -1.002670     2.318087
52065.00     0.323590    -1.055125     3.011866
52065.25     0.359237    -1.038358     2.205657
52065.50     0.919741    -1.376262     2.519040
52065.75     0.962401    -1.024054     1.290119
52066.00     1.057152    -1.034406     1.968062
52066.25     1.103370    -0.962953     1.277042
52066.50     1.629824    -1.188027     1.213669
52066.75     1.628292    -0.808149     0.126931
52067.00     1.637536    -0.850688     1.295305
52067.25     1.551739    -0.781330     0.716086
52067.50     1.957944    -1.010361     1.210239
52067.75     1.900661    -0.642280     0.329680
52068.00     1.651365    -0.720764     1.760805
52068.25     1.354815    -0.681214     1.473209
52068.50     1.504690    -0.881722     1.886424
52068.75     1.252108    -0.466338     0.775391
52069.00     0.984171    -0.537924     2.027805
52069.25     0.746611    -0.538763     1.663585
52069.50     0.988621    -0.765559     1.981849
52069.75     0.872875    -0.446694     0.970164
52070.00     0.898484    -0.593101     2.202590
52070.25     0.794317    -0.615802     1.968296
52070.50     1.238031    -0.894126     2.372081
52070.75     1.255210    -0.608185     1.583320
52071.00     1.251748    -0.693760     2.621238
52071.25     1.134283    -0.648152     2.228317
52071.50     1.633673    -0.884606     2.345143
52071.75     1.561376    -0.573890     1.531691
52072.00     1.459624    -0.662476     2.725374
52072.25     1.323703    -0.693952     2.648534
52072.50     1.784623    -1.027714     3.432799
52072.75     1.772532    -0.741915     2.622306
52073.00     1.832457    -0.915465     3.975985
52073.25     1.728630    -0.957122     3.936951
52073.50     1.999564    -1.236008     4.325511
52073.75     1.990952    -0.868052     3.145420
52074.00     2.000916    -0.899180     3.933493
52074.25     1.840798    -0.814887     2.853904
52074.50     2.238059    -1.025602     2.807441
52074.75     2.235674    -0.695202     1.413241
52075.00     2.136491    -0.811651     2.315604
52075.25     1.898360    -0.846014     1.723505
52075.50     2.270838    -1.139548     1.900978
52075.75     2.152716    -0.775341     0.531430
52076.00     2.117058    -0.932535     1.469466
52076.25     1.988903    -0.980565     0.820602
52076.50     2.355781    -1.237275     0.751007
52076.75     2.383374    -0.896335    -0.297588
52077.00     2.518935    -1.009183     0.959806
52077.25     2.425624    -1.062734     0.772042
52077.50     2.716983    -1.319889     1.087929
52077.75     2.522008    -0.966641     0.274564
52078.00     2.215642    -1.065758     1.524919
52078.25     1.799196    -1.012000     0.973270
52078.50     1.938717    -1.262838     1.327237
52078.75     1.558579    -0.844658     0.258372
52079.00     1.083524    -0.888191     1.522052
52079.25     0.790338    -0.759192     1.169563
52079.50     1.166969    -0.897647     1.190662
52079.75     1.188348    -0.478266     0.165641
52080.00     1.304313    -0.622736     1.471631
52080.25     1.270182    -0.626514     1.060956
52080.50     1.780358    -0.904442     1.055250
52080.75     1.868751    -0.608359    -0.182294
52081.00     1.929406    -0.791152     1.123353
52081.25     1.860116    -0.751361     0.394036
52081.50     2.344757    -1.044235     0.727179
52081.75     2.361582    -0.716232    -0.363958
52082.00     2.177160    -0.885822     1.150523
52082.25     1.827437    -0.853442     0.868469
52082.50     2.145634    -1.147596     1.351540
52082.75     2.060664    -0.823798     0.632440
52083.00     1.828449    -0.910090     2.018832
52083.25     1.587331    -0.908904     1.668847
52083.50     1.847229    -1.190748     1.975121
52083.75     1.633598    -0.892387     1.050493
52084.00     1.441792    -0.966711     2.111070
52084.25     1.107293    -0.968484     1.379870
52084.50     1.320129    -1.185605     1.235923
52084.75     1.079458    -0.919015     0.439021
52085.00     0.952662    -1.046581     1.570095
52085.25     0.681683    -1.137995     1.229679
52085.50     0.918698    -1.417017     1.558318
52085.75     0.834754    -1.199502     0.781315
52086.00     0.778781    -1.341770     2.027588
52086.25     0.599617    -1.384888     1.519379
52086.50     1.011396    -1.622025     1.503411
52086.75     1.038669    -1.251197     0.241226
52087.00     0.980721    -1.245556     0.881246
52087.25     0.671163    -1.120040    -0.107657
52087.50     1.020020    -1.306265    -0.401989
52087.75     0.938926    -0.905926    -1.674240
52088.00     0.867028    -0.977201    -0.645514
52088.25     0.738116    -0.959880    -0.875432
52088.50     1.118889    -1.246759    -0.691708
52088.75     1.073790    -0.921754    -1.409487
52089.00     1.053132    -1.028086     0.151371
52089.25     0.882100    -0.931217     0.051729
52089.50     1.265368    -1.126055     0.310742
52089.75     1.376552    -0.771070    -0.291260
52090.00     1.356173    -0.822676     1.077699
52090.25     1.048019    -0.730581     0.719302
52090.50     1.232339    -0.931320     0.922468
52090.75     1.057447    -0.483363     0.038198
52091.00     0.947389    -0.495055     1.072119
52091.25     0.651304    -0.400659     0.534887
52091.50     0.946285    -0.655473     0.817957
52091.75     0.872826    -0.318608     0.037696
52092.00     0.682121    -0.422559     1.253769
52092.25     0.373604    -0.402317     0.828171
52092.50     0.720410    -0.694926     1.187170
52092.75     0.682618    -0.449376     0.349308
52093.00     0.685475    -0.608282     1.389658
52093.25     0.645564    -0.672299     1.139740
52093.50     1.098116    -0.925625     1.276330
52093.75     1.192823    -0.618940     0.176656
52094.00     1.231156    -0.739174     0.895628
52094.25     1.178982    -0.795166     0.440797
52094.50     1.722092    -1.045075     0.265868
52094.75     1.705899    -0.756557    -0.468324
52095.00     1.679622    -0.759689     0.763081
52095.25     1.531076    -0.799607     0.724946
52095.50     1.820040    -1.065715     1.350439
52095.75     1.496671    -0.603444     0.304027
52096.00     1.270128    -0.647449     1.875998
52096.25     0.860486    -0.523339     1.364360
52096.50     1.124650    -0.700936     1.193009
52096.75     1.009997    -0.383498    -0.024327
52097.00     0.803465    -0.454114     0.845101
52097.25     0.454697    -0.444609     0.339188
52097.50     0.823803    -0.690468     0.508372
52097.75     0.879078    -0.348159    -0.544467
52098.00     0.862602    -0.507886     0.321620
52098.25     0.792500    -0.577478    -0.160656
52098.50     1.336152    -0.914060     0.055100
52098.75     1.507189    -0.641139    -0.804165
52099.00     1.552015    -0.668342     0.345953
52099.25     1.650688    -0.723567     0.203272
52099.50     2.190710    -1.047549     0.472733
52099.75     2.266869    -0.797377    -0.163888
52100.00     2.199271    -0.817000     1.104124
52100.25     2.082183    -0.762423     1.112429
52100.50     2.413217    -0.930071     1.198230
52100.75     2.383594    -0.590785     0.297211
52101.00     2.300357    -0.714573     1.722747
52101.25     2.036906    -0.769945     1.424101
52101.50     2.206927    -1.047057     1.733445
52101.75     2.175415    -0.793355     0.982091
52102.00     2.095665    -0.902428     2.022799
52102.25     2.003257    -0.966713     1.564012
52102.50     2.419832    -1.266565     1.469636
52102.75     2.400827    -0.881992     0.415191
52103.00     2.310215    -0.804747     1.124923
52103.25     2.274514    -0.736829     0.686375
52103.50     2.760525    -0.988997     0.753172
52103.75     2.851599    -0.592467    -0.047701
52104.00     2.814401    -0.587357     1.442282
52104.25     2.662367    -0.435397     1.405133
52104.50     2.819851    -0.601415     1.750389
52104.75     2.514507    -0.203269     0.945612
52105.00     2.203040    -0.378152     2.498403
52105.25     1.873181    -0.394701     2.555751
52105.50     2.271405    -0.639438     3.178312
52105.75     2.404310    -0.310854     2.611195
52106.00     2.621785    -0.502696     3.777415
52106.25     2.608798    -0.596438     3.478859
52106.50     3.161849    -1.024731     3.819550
52106.75     3.216840    -0.765597     2.790869
52107.00     3.213284    -0.882454     3.698964
52107.25     3.121574    -0.857526     3.190936
52107.50     3.649969    -1.138213     2.896072
52107.75     3.685519    -0.833292     1.345548
52108.00     3.703604    -0.971813     2.385806
52108.25     3.531430    -0.946096     2.008542
52108.50     3.826059    -1.177807     2.171829
52108.75     3.724883    -0.871155     1.149868
52109.00     3.657376    -0.999287     2.267754
52109.25     3.303089    -0.967245     1.785783
52109.50     3.414240    -1.176102     2.017205
52109.75     3.256857    -0.800210     1.240855
52110.00     3.144514    -0.854391     2.345329
52110.25     2.759769    -0.842109     1.913751
52110.50     3.045695    -1.138479     2.092962
52110.75     2.944897    -0.823503     1.296871
52111.00     2.748966    -0.910763     2.710206
52111.25     2.509071    -0.858296     2.220897
52111.50     2.860906    -1.112410     2.481215
52111.75     2.875819    -0.802324     1.592691
52112.00     2.698376    -0.884790     3.082143
52112.25     2.463273    -0.829083     2.746771
52112.50     2.643155    -1.106414     2.890858
52112.75     2.406018    -0.758533     1.776551
52113.00     2.061028    -0.903345     2.973359
52113.25     1.644237    -0.933308     2.455944
52113.50     1.790576    -1.245054     2.500997
52113.75     1.711643    -0.902730     1.485866
52114.00     1.570591    -1.019950     2.662885
52114.25     1.258099    -1.015108     2.270835
52114.50     1.418184    -1.216619     2.287716
52114.75     1.490164    -0.865601     1.272369
52115.00     1.235697    -0.819473     2.301103
52115.25     0.909114    -0.777531     1.608879
52115.50     1.097030    -0.993980     1.614773
52115.75     0.928428    -0.626165     0.388280
52116.00     0.615910    -0.659691     1.501950
52116.25     0.424874    -0.711957     1.081925
52116.50     0.597526    -0.939551     1.167132
52116.75     0.556618    -0.629312     0.243576
52117.00     0.581318    -0.735985     1.481114
52117.25     0.427627    -0.791442     1.083707
52117.50     0.833757    -1.089111     1.295989
52117.75     0.973706    -0.702065     0.484401
52118.00     0.992498    -0.772026     1.790883
52118.25     0.793180    -0.711787     1.301133
52118.50     1.245019    -0.939404     1.440320
52118.75     1.308622    -0.498437     0.472583
52119.00     1.187972    -0.477461     1.707214
52119.25     0.862651    -0.249789     1.028302
52119.50     1.301870    -0.472393     1.191895
52119.75     1.140220    -0.107428     0.211968
52120.00     0.863218    -0.233559     1.654924
52120.25     0.524118    -0.243281     1.459101
52120.50     0.678001    -0.509866     1.785993
52120.75     0.363679    -0.159085     0.707254
52121.00     0.128742    -0.281360     1.979806
52121.25    -0.479118    -0.265335     1.581052
52121.50    -0.360925    -0.573502     1.442305
52121.75    -0.501223    -0.190237     0.062487
52122.00    -0.730468    -0.263948     0.692370
52122.25    -1.066967    -0.235302    -0.306131
52122.50    -0.759101    -0.530940    -0.727207
52122.75    -0.898937    -0.203103    -2.212856
52123.00    -1.116017    -0.290277    -1.313279
52123.25    -1.271517    -0.288999    -1.884578
52123.50    -0.924359    -0.567662    -1.877772
52123.75    -0.969351    -0.253543    -2.978815
52124.00    -1.163882    -0.280105    -1.641604
52124.25    -1.329340    -0.289718    -1.609057
52124.50    -1.047805    -0.491269    -0.968780
52124.75    -1.134493    -0.119639    -1.508288
52125.00    -1.196966    -0.158920     0.371468
52125.25    -1.427165    -0.146249     0.317601
52125.50    -1.213068    -0.376699     0.679818
52125.75    -1.249074    -0.017309    -0.122844
52126.00    -1.241822    -0.066495     1.137821
52126.25    -1.330786    -0.034167     0.287966
52126.50    -0.813518    -0.359591     0.157643
52126.75    -0.714430    -0.050603    -1.203636
52127.00    -0.635245    -0.195694    -0.217477
52127.25    -0.663615    -0.305790    -0.904334
52127.50    -0.153192    -0.662003    -0.795590
52127.75    -0.061913    -0.430162    -1.819312
52128.00    -0.022615    -0.544138    -0.497437
52128.25    -0.126012    -0.601412    -0.885850
52128.50     0.317670    -0.900529    -0.507895
52128.75     0.358829    -0.523503    -1.274697
52129.00     0.260471    -0.554344     0.090418
52129.25     0.076896    -0.509999    -0.487136
52129.50     0.455896    -0.836793     0.095573
52129.75     0.390850    -0.467148    -0.787837
52130.00     0.196411    -0.375021     0.429895
52130.25    -0.052635    -0.348407    -0.144969
52130.50     0.205006    -0.669006     0.185497
52130.75     0.029009    -0.290696    -1.033002
52131.00    -0.250955    -0.247103     0.125250
52131.25    -0.482770    -0.276877    -0.542804
52131.50    -0.241089    -0.542924    -0.503987
52131.75    -0.469939    -0.215873    -1.651412
52132.00    -0.743621    -0.313963    -0.248604
52132.25    -1.156275    -0.307772    -0.721969
52132.50    -0.932231    -0.598543    -0.644868
52132.75    -1.082535    -0.281947    -1.653222
52133.00    -1.175072    -0.358676    -0.255659
52133.25    -1.246583    -0.343866    -1.107953
52133.50    -0.721892    -0.620100    -1.414595
52133.75    -0.528256    -0.258695    -2.806092
52134.00    -0.418853    -0.288419    -1.635251
52134.25    -0.462725    -0.240671    -2.224060
52134.50    -0.021321    -0.494301    -2.205871
52134.75     0.022458    -0.068725    -3.201682
52135.00    -0.035816    -0.032204    -1.728580
52135.25    -0.212952     0.044931    -1.889034
52135.50     0.009425    -0.212566    -1.363231
52135.75    -0.083680     0.175249    -1.988611
52136.00    -0.185994     0.064924    -0.166438
52136.25    -0.555209     0.090074    -0.316445
52136.50    -0.176881    -0.345809     0.181550
52136.75    -0.200586    -0.053601    -0.667306
52137.00    -0.196471    -0.202767     0.766827
52137.25    -0.253670    -0.265302     0.329183
52137.50     0.342691    -0.595087     0.649576
52137.75     0.558910    -0.215569    -0.450591
52138.00     0.764044    -0.300202     0.628976
52138.25     0.676936    -0.279099     0.008100
52138.50     1.052068    -0.565247    -0.072852
52138.75     0.977922    -0.132303    -1.269661
52139.00     1.213958    -0.244987     0.189597
52139.25     1.211795    -0.244109    -0.202487
52139.50     1.701492    -0.579758     0.009966
52139.75     1.780920    -0.231237    -0.927641
52140.00     1.768783    -0.384655     1.025663
52140.25     1.476997    -0.361713     0.570464
52140.50     1.816640    -0.682890     1.112081
52140.75     1.790391    -0.342300     0.459715
52141.00     1.683975    -0.433002     2.264186
52141.25     1.412783    -0.446472     2.001188
52141.50     1.709496    -0.738445     2.436058
52141.75     1.490800    -0.311833     1.530066
52142.00     1.160807    -0.438620     2.806462
52142.25     0.630682    -0.528228     2.344126
52142.50     0.731500    -0.891499     2.425528
52142.75     0.447206    -0.571486     1.096967
52143.00     0.259340    -0.707751     2.326905
52143.25    -0.029053    -0.718938     1.454868
52143.50     0.245900    -0.998638     1.179109
52143.75     0.069006    -0.652701    -0.268684
52144.00    -0.023598    -0.739692     0.888327
52144.25    -0.340919    -0.752276     0.406292
52144.50    -0.047371    -0.962244     0.400027
52144.75    -0.090609    -0.592460    -0.538563
52145.00    -0.108779    -0.666893     0.859748
52145.25    -0.352694    -0.676711     0.587976
52145.50    -0.042151    -0.895245     0.912352
52145.75    -0.237227    -0.440980     0.006254
52146.00    -0.446037    -0.397292     1.001968
52146.25    -0.629349    -0.380622     0.735525
52146.50    -0.218712    -0.539170     0.940968
52146.75    -0.227202    -0.128885     0.210954
52147.00    -0.183347    -0.139092     1.524900
52147.25    -0.215658    -0.084441     0.954696
52147.50     0.363820    -0.393305     0.852213
52147.75     0.411744    -0.070662    -0.218254
52148.00     0.760659    -0.255817     1.241775
52148.25     0.983148    -0.370458     1.105843
52148.50     1.590302    -0.750471     1.302200
52148.75     1.729511    -0.405614     0.658184
52149.00     1.804065    -0.617015     2.487546
52149.25     1.557831    -0.630303     2.234179
52149.50     1.644272    -0.939184     2.476537
52149.75     1.294954    -0.549123     1.676674
52150.00     0.974298    -0.596399     2.913622
52150.25     0.637273    -0.565940     2.385363
52150.50     0.896412    -0.874690     2.500956
52150.75     0.665655    -0.520341     1.607125
52151.00     0.550852    -0.585792     2.654560
52151.25     0.280549    -0.551169     2.304490
52151.50     0.611359    -0.770312     2.226451
52151.75     0.478420    -0.339154     0.968651
52152.00     0.505556    -0.380741     1.941764
52152.25     0.343549    -0.365881     1.716015
52152.50     0.677557    -0.622094     2.004804
52152.75     0.576403    -0.176510     1.089244
52153.00     0.755166    -0.220733     2.289666
52153.25     0.728900    -0.167969     2.089129
52153.50     1.136944    -0.435439     2.411507
52153.75     1.145564    -0.050713     1.618979
52154.00     1.173479    -0.128088     2.665182
52154.25     0.993995    -0.132345     1.951990
52154.50     1.335257    -0.450399     2.201144
52154.75     1.255841    -0.060945     0.985747
52155.00     1.149311    -0.061448     2.050263
52155.25     0.918052    -0.005928     1.481489
52155.50     1.299351    -0.300385     1.547786
52155.75     1.257585     0.029051     0.621733
52156.00     1.227175    -0.160795     1.981040
52156.25     0.949387    -0.230919     1.524262
52156.50     1.123754    -0.628967     1.517939
52156.75     0.863607    -0.321212     0.458799
52157.00     0.726394    -0.493741     1.881062
52157.25     0.382560    -0.543440     1.500083
52157.50     0.662481    -0.914164     1.722484
52157.75     0.621874    -0.564680     0.844530
52158.00     0.573587    -0.661258     2.233536
52158.25     0.266237    -0.604683     1.720014
52158.50     0.656662    -0.838684     1.876294
52158.75     0.627081    -0.377199     0.578710
52159.00     0.529296    -0.351440     1.616107
52159.25     0.412100    -0.277165     1.039958
52159.50     0.814558    -0.505754     1.290984
52159.75     0.764268    -0.085284     0.068017
52160.00     0.747668    -0.153857     1.652694
52160.25     0.587132    -0.055933     1.097846
52160.50     0.912200    -0.322233     1.160377
52160.75     0.754003     0.107478    -0.094833
52161.00     0.840574    -0.090950     1.335774
52161.25     0.476842    -0.155034     0.895031
52161.50     0.543727    -0.492307     0.830270
52161.75     0.276983    -0.112568    -0.229426
52162.00     0.216719    -0.242530     0.854102
52162.25    -0.129681    -0.179465     0.144141
52162.50     0.288871    -0.514309     0.010026
52162.75     0.218214    -0.114702    -0.852058
52163.00     0.125273    -0.126209     0.069452
52163.25    -0.189760    -0.041752    -0.360788
52163.50    -0.014973    -0.278700    -0.265541
52163.75    -0.362531     0.201731    -1.404893
52164.00    -0.597173     0.212175    -0.099650
52164.25    -0.856061     0.246257     0.111231
52164.50    -0.545301    -0.023835     0.572460
52164.75    -0.642161     0.345825    -0.247662
52165.00    -0.470637     0.222746     1.029375
52165.25    -0.477628     0.201934     0.667051
52165.50    -0.025979    -0.108469     0.707028
52165.75     0.034625     0.296715    -0.407036
52166.00     0.151957     0.225980     0.537992
52166.25    -0.057760     0.321840    -0.311075
52166.50     0.196597     0.067237    -0.371746
52166.75    -0.044834     0.517341    -1.416976
52167.00    -0.351447     0.456993    -0.010424
52167.25    -0.919859     0.503725    -0.574985
52167.50    -0.673844     0.096631    -0.142221
52167.75    -0.931475     0.446340    -1.047338
52168.00    -0.945734     0.239131     0.556635
52168.25    -1.111114     0.157837     0.414915
52168.50    -0.628496    -0.281395     0.917539
52168.75    -0.757427     0.050740    -0.207284
52169.00    -0.784081    -0.121976     1.165321
52169.25    -1.277817    -0.125603     0.451823
52169.50    -1.194575    -0.367817     0.234782
52169.75    -1.523019     0.076116    -0.896849
52170.00    -1.767580     0.034786     0.214480
52170.25    -2.296440     0.077943    -0.424032
52170.50    -1.987062    -0.222048     0.011775
52170.75    -2.183225     0.169002    -0.921791
52171.00    -2.472434     0.161163     0.365129
52171.25    -2.774645     0.211784    -0.247540
52171.50    -2.411487    -0.096285     0.010604
52171.75    -2.581708     0.350518    -1.439296
52172.00    -2.656299     0.319688    -0.359741
52172.25    -2.778429     0.331430    -0.755837
52172.50    -2.353658     0.043878    -0.900776
52172.75    -2.336217     0.440522    -2.079238
52173.00    -2.155242     0.309975    -0.647326
52173.25    -2.213063     0.298040    -0.931522
52173.50    -1.699589    -0.023535    -0.623107
52173.75    -1.482092     0.363410    -1.556748
52174.00    -1.291065     0.213752    -0.029039
52174.25    -1.378469     0.252941    -0.522218
52174.50    -0.827269    -0.135792    -0.096982
52174.75    -0.786223     0.269048    -1.299735
52175.00    -0.929449     0.192247    -0.093164
52175.25    -1.146603     0.264723    -0.530000
52175.50    -0.916148    -0.007617    -0.228178
52175.75    -1.208698     0.444193    -1.499791
52176.00    -1.256554     0.352702    -0.103504
52176.25    -1.535890     0.408098    -0.401309
52176.50    -1.156775     0.092655    -0.274316
52176.75    -1.074561     0.429304    -1.236276
52177.00    -0.884123     0.230394     0.309953
52177.25    -1.177241     0.169664     0.120251
52177.50    -0.801130    -0.264787     0.446963
52177.75    -0.787495     0.045398    -0.333263
52178.00    -0.654398    -0.112021     1.047037
52178.25    -0.957533    -0.108392     0.818148
52178.50    -0.724899    -0.376090     0.834548
52178.75    -0.991849     0.109431    -0.187734
52179.00    -0.962369     0.040531     0.950118
52179.25    -1.265009     0.129402     0.276493
52179.50    -1.026996    -0.186286     0.200896
52179.75    -1.283161     0.268308    -0.829305
52180.00    -1.468022     0.139926     0.409411
52180.25    -1.902803     0.155935    -0.092305
52180.50    -1.702175    -0.245700     0.085336
52180.75    -1.744116     0.097756    -0.552691
52181.00    -1.789854    -0.065386     0.815882
52181.25    -2.033738    -0.063236     0.329043
52181.50    -1.608512    -0.456817     0.513845
52181.75    -1.634092    -0.010278    -0.689419
52182.00    -1.680194    -0.023297     0.455738
52182.25    -1.786985     0.087621    -0.347772
52182.50    -1.470219    -0.180355    -0.352062
52182.75    -1.649009     0.307093    -1.791560
52183.00    -1.729373     0.294775    -0.516482
