atp_code,atp_description,country_code,country_description,exports_SEPTEMBER_2007,exports_AUGUST_2007,exports_YTD_SEPTEMBER_2007,exports_YTD_SEPTEMBER_2006,imports_SEPTEMBER_2007,imports_AUGUST_2007,imports_YTD_SEPTEMBER_2007,imports_YTD_SEPTEMBER_2006
04,Information & Communications,4890,Turkey,16220423,14358397,129679435,110685404,1077716,436967,6499558,2435871
05,Electronics,4890,Turkey,3179308,3699378,27426556,19521772,11479,0,177689,300389
06,Flexible Manufacturing,4890,Turkey,1098611,1368801,10103904,9901780,14770,20697,1072006,388928
07,Advanced Materials,4890,Turkey,656896,790898,5687905,5053176,0,9099,103878,408063
08,Aerospace,4890,Turkey,44432853,42893385,543533651,1439173360,16910502,15543153,137439301,110938740
09,Weapons,4890,Turkey,1451966,235957,5796923,10442757,195056,253725,2819151,5995634
10,Nuclear Technology,4890,Turkey,48530,33705,947803,485740,0,0,4800,0
01,Biotechnology,4910,Cyprus,4592,85133,268495,130204,0,0,0,0
02,Life Science,4910,Cyprus,531816,291247,3766029,3670989,0,0,84538,0
03,Opto-Electronics,4910,Cyprus,7889,2837,308835,322983,0,0,0,2546
04,Information & Communications,4910,Cyprus,1392437,1680024,9612210,9283950,3675,10380,21823,47321
05,Electronics,4910,Cyprus,101504,93160,933544,1122125,8460,0,66648,55750
06,Flexible Manufacturing,4910,Cyprus,0,10328,267417,346404,0,0,7160,183928
07,Advanced Materials,4910,Cyprus,0,0,32122,175948,0,0,0,0
08,Aerospace,4910,Cyprus,66074,204821,50937038,144611909,0,0,10000,8111
09,Weapons,4910,Cyprus,3095,38322,67339,14369,0,0,0,0
10,Nuclear Technology,4910,Cyprus,0,0,87864,54470,0,0,0,0
02,Life Science,5020,Syria,368504,266960,2028698,4932066,0,0,0,0
03,Opto-Electronics,5020,Syria,0,0,0,0,0,0,10159,0
04,Information & Communications,5020,Syria,148001,0,293657,85805,0,0,0,3768
06,Flexible Manufacturing,5020,Syria,0,86906,86906,0,0,0,0,0
08,Aerospace,5020,Syria,0,0,2734,0,0,0,0,0
01,Biotechnology,5040,Lebanon,12646,170100,897146,617104,0,0,0,0
02,Life Science,5040,Lebanon,957368,440815,7500516,6459615,0,0,0,2768
03,Opto-Electronics,5040,Lebanon,46120,5645,401782,340347,0,0,18475,0
04,Information & Communications,5040,Lebanon,3871163,2942253,24923391,15465194,0,8504,39814,3542
05,Electronics,5040,Lebanon,483423,87243,1520440,824545,0,6400,6400,4939
06,Flexible Manufacturing,5040,Lebanon,36516,111140,1569406,87690,0,0,0,2425
07,Advanced Materials,5040,Lebanon,0,0,29317,59979,0,0,0,0
08,Aerospace,5040,Lebanon,72309,102263,1097298,2834697,0,0,8700,0
09,Weapons,5040,Lebanon,13482,2963,16445,8164,0,0,0,0
10,Nuclear Technology,5040,Lebanon,0,0,35957,18973,0,0,0,0
01,Biotechnology,5050,Iraq,0,0,1158548,9675283,0,0,3464,0
02,Life Science,5050,Iraq,5353411,8433580,30907987,17712266,0,0,0,0
03,Opto-Electronics,5050,Iraq,211413,559446,3183719,1695406,0,0,0,0
04,Information & Communications,5050,Iraq,8189668,7993548,77919050,53769865,0,0,8500,731322
05,Electronics,5050,Iraq,902698,765343,3955615,4243894,0,0,0,0
06,Flexible Manufacturing,5050,Iraq,264487,246718,4323049,15574853,0,0,9888,0
07,Advanced Materials,5050,Iraq,13328,9980,602405,405149,0,0,0,0
08,Aerospace,5050,Iraq,19177750,34621560,216051163,118942351,0,0,0,10595
09,Weapons,5050,Iraq,736270,1554700,6762927,10802983,0,0,6783,0
10,Nuclear Technology,5050,Iraq,0,0,411963,74154,0,0,0,0
01,Biotechnology,5070,Iran,1022734,825000,10309319,10816670,0,0,0,4418
02,Life Science,5070,Iran,2467742,154223,9704073,6134740,0,0,0,954653
03,Opto-Electronics,5070,Iran,0,0,7580,107045,0,0,0,0
06,Flexible Manufacturing,5070,Iran,0,0,0,8995,0,0,12298,12298
08,Aerospace,5070,Iran,0,0,2964,0,0,0,0,0
01,Biotechnology,5081,Israel,537789,2239994,52486318,30079699,3712909,1021188,14398540,8859286
02,Life Science,5081,Israel,9010339,7244034,93796367,86878310,53697939,38678623,346615082,351881181
03,Opto-Electronics,5081,Israel,7923450,5482957,61281453,34224642,4697346,11721681,129362027,132595000
04,Information & Communications,5081,Israel,42451148,47626279,417174769,340842188,88123941,89343480,901240813,530670477
05,Electronics,5081,Israel,21953599,20269551,203122204,286496941,7041979,7209755,115608508,315659984
06,Flexible Manufacturing,5081,Israel,36024343,34203687,275312022,173174317,3675704,4545168,34630828,29246900
07,Advanced Materials,5081,Israel,2098059,1798552,23449264,17279855,2091320,660851,5691453,1029930
08,Aerospace,5081,Israel,54826620,293111212,1386109193,1045113301,86319458,131742250,854054379,660841449
09,Weapons,5081,Israel,12649896,15258074,69972194,103403809,541869,790436,5361092,5633432
10,Nuclear Technology,5081,Israel,29958,26212,2696505,2271243,0,4728,625731,810780
05,Electronics,5082,Gaza Strip Administered by Israel,0,0,2966,0,0,0,0,0
08,Aerospace,5082,Gaza Strip Administered by Israel,0,0,0,0,0,0,0,7680
04,Information & Communications,5083,West Bank Administered by Israel,4200,0,11390,16833,0,0,0,0
05,Electronics,5083,West Bank Administered by Israel,0,0,15608,0,0,0,0,0
01,Biotechnology,5110,Jordan,132689,97000,1002836,847863,0,0,0,0
02,Life Science,5110,Jordan,1456480,1750169,16319262,9411446,0,0,36543,713229
03,Opto-Electronics,5110,Jordan,100568,153536,643140,984127,0,0,12034,885360
04,Information & Communications,5110,Jordan,1488239,1059584,11226645,22644802,14533,44499,316349,143083
05,Electronics,5110,Jordan,24444,43740,2101802,1282377,0,4266,27636,58133
06,Flexible Manufacturing,5110,Jordan,71632,212599,865427,2270662,0,0,53676,29225
07,Advanced Materials,5110,Jordan,11912,0,152197,9625,0,5000,5000,0
08,Aerospace,5110,Jordan,4985770,47369735,118203419,29417081,5000,0,33524,55400
09,Weapons,5110,Jordan,187654,284553,1447421,1889744,0,0,0,0
10,Nuclear Technology,5110,Jordan,0,63891,124474,203869,0,0,0,0
01,Biotechnology,5130,Kuwait,21506,202952,1052744,796347,0,0,0,0
02,Life Science,5130,Kuwait,2891823,1734344,21822483,17532627,0,14000,16700,0
03,Opto-Electronics,5130,Kuwait,20856,784943,3848925,465134,0,0,33600,0
04,Information & Communications,5130,Kuwait,9358580,5346658,41474136,37993114,0,0,114036,32624
05,Electronics,5130,Kuwait,317671,274649,6090449,3893434,0,0,9810,12910
06,Flexible Manufacturing,5130,Kuwait,1307696,286098,6592286,6501662,0,0,28433,0
07,Advanced Materials,5130,Kuwait,0,67908,199828,459435,0,0,0,0
08,Aerospace,5130,Kuwait,3950372,2697800,178574339,69175062,0,0,22350,49017
09,Weapons,5130,Kuwait,6994,438966,11534321,41691594,0,0,0,0
10,Nuclear Technology,5130,Kuwait,0,316666,419369,750727,0,0,0,0
01,Biotechnology,5170,Saudi Arabia,1585703,1010909,10400278,8625926,0,0,0,0
02,Life Science,5170,Saudi Arabia,15709091,13175043,93271650,92584613,0,0,19000,64443
03,Opto-Electronics,5170,Saudi Arabia,1205265,157798,5970088,5137154,0,3100,67876,0
04,Information & Communications,5170,Saudi Arabia,25645033,14715628,158464380,177431743,2109,105765,369020,150738
05,Electronics,5170,Saudi Arabia,3697514,955158,12087702,7370958,8500,0,19663,0
06,Flexible Manufacturing,5170,Saudi Arabia,2393216,2973549,21214885,33634454,0,47380,92880,54032
07,Advanced Materials,5170,Saudi Arabia,759925,424290,4926097,4533508,0,0,28756,0
08,Aerospace,5170,Saudi Arabia,43985076,11174276,206721636,186569678,0,6000,462058,1781938
09,Weapons,5170,Saudi Arabia,135292,1104172,10057845,5423738,0,0,0,0
10,Nuclear Technology,5170,Saudi Arabia,241330,2986782,5167154,1440233,0,0,22116,0
01,Biotechnology,5180,Qatar,7689,10182,662611,107117,0,0,0,0
02,Life Science,5180,Qatar,1672610,631125,9575152,7385274,0,0,7000,36676
03,Opto-Electronics,5180,Qatar,22105,44825,706929,5473521,0,0,35000,0
04,Information & Communications,5180,Qatar,2163926,1242553,25547349,15811751,7323,15000,180919,41172
05,Electronics,5180,Qatar,215990,140862,1243232,948359,13850,9545,27555,82760
06,Flexible Manufacturing,5180,Qatar,208855,55454,3764221,2362380,0,0,31775,0
07,Advanced Materials,5180,Qatar,0,26809,83455,110102,0,0,0,0
08,Aerospace,5180,Qatar,4210543,2543507,88996583,62192318,0,0,0,3200
09,Weapons,5180,Qatar,499895,0,502413,3172017,0,0,0,0
10,Nuclear Technology,5180,Qatar,207014,644032,3046270,1475586,0,0,0,0
01,Biotechnology,5200,United Arab Emirates,456101,178331,2039575,1741454,0,0,0,0
02,Life Science,5200,United Arab Emirates,7020097,14044508,77656694,57587792,123509,0,971261,1653350
03,Opto-Electronics,5200,United Arab Emirates,1068575,735589,8888656,8799092,42815,26055,280920,32907
04,Information & Communications,5200,United Arab Emirates,36776208,41051393,334921963,285339996,736478,734578,8196818,28700170
05,Electronics,5200,United Arab Emirates,1775562,2641699,39093150,32081799,3000,7405,111745,71512
06,Flexible Manufacturing,5200,United Arab Emirates,3502991,2521260,23547222,22417480,37051,2520,64964,123311
07,Advanced Materials,5200,United Arab Emirates,601335,345230,3057774,1782098,0,0,0,0
08,Aerospace,5200,United Arab Emirates,300060734,275167316,2185390300,4490912537,95516,279498,1554266,862321
09,Weapons,5200,United Arab Emirates,1648358,1305882,7455157,3384760,0,0,0,71618
10,Nuclear Technology,5200,United Arab Emirates,639826,345059,4339295,6021348,0,0,7000,0
01,Biotechnology,5210,Republic of Yemen,13000,48432,557822,617357,0,0,0,0
02,Life Science,5210,Republic of Yemen,1051879,340792,4161559,4791623,0,0,0,4191
03,Opto-Electronics,5210,Republic of Yemen,0,0,2942,9250,0,0,0,0
04,Information & Communications,5210,Republic of Yemen,285623,350420,2908570,2160712,0,0,0,325048
05,Electronics,5210,Republic of Yemen,2818,0,41170,101110,0,0,82577,6217
06,Flexible Manufacturing,5210,Republic of Yemen,0,7736,139700,398811,0,0,0,0
07,Advanced Materials,5210,Republic of Yemen,0,0,2523,0,0,0,0,0
08,Aerospace,5210,Republic of Yemen,99840,227117,1624009,2578819,0,0,0,0
09,Weapons,5210,Republic of Yemen,0,0,153577,0,0,0,0,0
10,Nuclear Technology,5210,Republic of Yemen,0,0,116589,12428,0,0,0,0
01,Biotechnology,5230,Oman,69109,0,138569,149817,0,0,0,0
02,Life Science,5230,Oman,955327,642056,5319047,4484966,0,0,4500,0
03,Opto-Electronics,5230,Oman,150101,0,896564,25145,0,0,0,0
04,Information & Communications,5230,Oman,404860,406520,4034093,7892484,0,0,0,3290
05,Electronics,5230,Oman,27818,98226,703952,1160766,0,0,3098,0
06,Flexible Manufacturing,5230,Oman,111331,162025,691898,3094209,0,0,0,0
07,Advanced Materials,5230,Oman,0,0,112151,112408,0,0,0,0
08,Aerospace,5230,Oman,7374959,389725,96801664,142291955,0,0,0,0
09,Weapons,5230,Oman,448578,8234505,17894391,1574510,0,0,0,0
10,Nuclear Technology,5230,Oman,0,0,119231,295245,0,0,0,0
01,Biotechnology,5250,Bahrain,7657,89179,384739,210260,0,0,0,0
02,Life Science,5250,Bahrain,530349,276500,4863433,5596313,0,0,0,0
03,Opto-Electronics,5250,Bahrain,186785,0,409354,26850,0,0,0,0
04,Information & Communications,5250,Bahrain,1158165,2499623,18097716,8900121,0,3860,139045,41224
05,Electronics,5250,Bahrain,256693,374694,1163993,481312,0,0,0,0
06,Flexible Manufacturing,5250,Bahrain,44614,295122,1811302,961638,0,0,0,0
07,Advanced Materials,5250,Bahrain,0,0,39228,42865,0,0,0,0
08,Aerospace,5250,Bahrain,1833929,3877484,44708336,27660561,42483,0,42483,22665
09,Weapons,5250,Bahrain,346315,379206,3442121,9508628,0,0,0,0
10,Nuclear Technology,5250,Bahrain,0,0,24179,18540,0,0,0,0
01,Biotechnology,5310,Afghanistan,0,0,122082,34148,0,0,0,0
02,Life Science,5310,Afghanistan,3669642,1029299,9728562,8475693,0,0,0,0
03,Opto-Electronics,5310,Afghanistan,161870,300000,2713797,320600,0,0,0,0
04,Information & Communications,5310,Afghanistan,3131010,4254367,28331260,14494875,12013,0,12013,40773
05,Electronics,5310,Afghanistan,309392,234899,2293511,705150,0,0,47792,0
06,Flexible Manufacturing,5310,Afghanistan,151586,60876,1445597,1542322,0,0,0,0
07,Advanced Materials,5310,Afghanistan,56256,27068,255181,80733,0,0,0,0
08,Aerospace,5310,Afghanistan,6788462,9421088,62379167,68267899,0,0,0,0
09,Weapons,5310,Afghanistan,7118,0,1398387,41619,0,0,0,0
10,Nuclear Technology,5310,Afghanistan,0,0,4138,6300,0,0,0,0
01,Biotechnology,5330,India,2442484,1263813,13799479,12409672,151399,202419,1778807,1631935
02,Life Science,5330,India,39161914,33984013,271665992,217787266,24023927,25259870,223176588,244347867
03,Opto-Electronics,5330,India,4621536,4336640,34962900,15487670,2471588,2383458,20497606,14666820
04,Information & Communications,5330,India,119026261,92206920,837456985,750529770,12949964,17307757,157993105,176632318
05,Electronics,5330,India,13857170,10353252,100215417,107042641,7756177,6859397,47636307,52823719
06,Flexible Manufacturing,5330,India,13715157,9780940,114567978,93050834,909963,783996,8160873,8099951
07,Advanced Materials,5330,India,864378,216519,5720394,2297722,201400,265399,1709926,3117017
08,Aerospace,5330,India,435464123,521034725,3821873880,1075817426,1723203,1468055,10772171,9908302
09,Weapons,5330,India,7932,2698,163776,169213,16741,35882,282559,514188
10,Nuclear Technology,5330,India,241777,50943,2122448,1785793,1308034,878701,7967239,8401263
01,Biotechnology,5350,Pakistan,190713,401732,2689890,1898243,0,0,0,0
02,Life Science,5350,Pakistan,2891869,1785017,23161217,17288849,3642281,3988968,29930141,23264826
03,Opto-Electronics,5350,Pakistan,86743,646083,6015294,1038825,0,24824,32708,0
04,Information & Communications,5350,Pakistan,23979103,34428121,99224769,57129426,2479,2736,38649,499175
05,Electronics,5350,Pakistan,224080,207472,1310043,1470819,0,0,6380,2310
06,Flexible Manufacturing,5350,Pakistan,385180,349826,2192541,3395248,0,0,0,0
07,Advanced Materials,5350,Pakistan,9553,140659,1310858,1383729,0,2340,40805,2375
08,Aerospace,5350,Pakistan,17119979,17465972,518379405,548580042,84759,79889,1060489,476044
09,Weapons,5350,Pakistan,25056,18295,38221192,61084379,0,0,108597,20317
10,Nuclear Technology,5350,Pakistan,40015,62540,259331,321719,0,0,0,0
01,Biotechnology,5360,Nepal,0,0,130455,72596,2016,0,2016,3000
02,Life Science,5360,Nepal,42883,45789,709412,764451,0,0,0,0
03,Opto-Electronics,5360,Nepal,0,0,0,0,0,0,2057,11517
04,Information & Communications,5360,Nepal,132621,414743,2397179,637766,0,0,0,8075
05,Electronics,5360,Nepal,0,0,38393,20079,0,0,0,23854
06,Flexible Manufacturing,5360,Nepal,267601,0,1026871,115859,0,0,0,0
08,Aerospace,5360,Nepal,341290,644678,2824136,1738651,0,0,165312,100000
09,Weapons,5360,Nepal,0,0,0,85390,0,0,0,0
01,Biotechnology,5380,Bangladesh,145002,18165,980228,805350,0,0,0,0
02,Life Science,5380,Bangladesh,1309056,524724,5609295,7876451,0,0,0,0
03,Opto-Electronics,5380,Bangladesh,732000,0,743550,26635,5100,0,5100,0
04,Information & Communications,5380,Bangladesh,1216570,2386032,12107604,13398295,2074,0,131505,16804
05,Electronics,5380,Bangladesh,0,0,36953,139265,0,0,0,0
06,Flexible Manufacturing,5380,Bangladesh,3740,166786,733729,694735,0,0,2950,2640
07,Advanced Materials,5380,Bangladesh,0,2677,2677,0,0,0,0,0
08,Aerospace,5380,Bangladesh,118796,91825,2706766,3197288,0,0,0,25000
09,Weapons,5380,Bangladesh,0,0,9553,0,0,0,0,0
10,Nuclear Technology,5380,Bangladesh,0,29212,295662,501391,3811,0,15751,0
01,Biotechnology,5420,Sri Lanka,24577,43746,256284,451221,0,0,0,0
02,Life Science,5420,Sri Lanka,422550,1682222,6008949,3638179,10452,18653,67533,750954
03,Opto-Electronics,5420,Sri Lanka,0,0,93303,113871,0,0,0,0
04,Information & Communications,5420,Sri Lanka,791418,963003,11109751,13705848,342611,389731,5449605,4703794
05,Electronics,5420,Sri Lanka,234610,147882,2860271,2601857,45319,5635,122754,58367
06,Flexible Manufacturing,5420,Sri Lanka,4395,19372,201164,412879,0,0,2115,0
07,Advanced Materials,5420,Sri Lanka,5445,4212,20040,33141,0,0,0,0
08,Aerospace,5420,Sri Lanka,819896,93947,2598696,3030165,0,0,7091,0
09,Weapons,5420,Sri Lanka,125000,0,1682225,15000,0,0,0,0
10,Nuclear Technology,5420,Sri Lanka,13391,0,21625,13869,0,0,0,0
01,Biotechnology,5460,Burma (Myanmar),0,13648,13648,21183,0,0,0,0
02,Life Science,5460,Burma (Myanmar),3000,0,262032,956282,0,0,0,0
04,Information & Communications,5460,Burma (Myanmar),8500,6136,1434212,14552,0,0,0,0
05,Electronics,5460,Burma (Myanmar),0,0,6000,0,0,0,0,0
06,Flexible Manufacturing,5460,Burma (Myanmar),0,0,0,237000,0,0,0,0
08,Aerospace,5460,Burma (Myanmar),0,0,59500,0,0,0,0,0
10,Nuclear Technology,5460,Burma (Myanmar),0,0,4270,3060,0,0,0,0
01,Biotechnology,5490,Thailand,2357921,1607696,14478777,12921836,258360,0,258360,0
02,Life Science,5490,Thailand,15582481,12619389,101770017,85431634,2961033,3829803,22004259,17797364
03,Opto-Electronics,5490,Thailand,4590463,3566531,36036034,27533619,28843482,33295862,296162956,601777187
04,Information & Communications,5490,Thailand,97073719,91396370,749303060,780129715,523929134,504824520,4377825559,3993153518
05,Electronics,5490,Thailand,109241777,130247194,1065442516,1079102025,101926465,109545633,897716362,689313927
06,Flexible Manufacturing,5490,Thailand,14197505,11350989,66544845,74040500,2276811,2157508,24647025,23875638
07,Advanced Materials,5490,Thailand,1136561,855973,12038627,11749555,260989,250270,7354207,3328851
08,Aerospace,5490,Thailand,247839216,15729401,434390336,178512316,1504092,1414760,12665789,8651616
09,Weapons,5490,Thailand,142756,94023,3022802,1295630,0,25446,69892,107300
10,Nuclear Technology,5490,Thailand,320690,11826,820082,1356966,0,21840,147420,170466
01,Biotechnology,5520,Vietnam,456385,453113,3979270,3385101,0,0,0,0
02,Life Science,5520,Vietnam,4785580,2088790,21123856,25644888,1212872,1324469,5404175,346078
03,Opto-Electronics,5520,Vietnam,494456,53425,1744419,425646,8616731,9450554,60274164,1626374
04,Information & Communications,5520,Vietnam,7915561,11364060,69100767,39005966,21369294,9313380,102457608,65542640
05,Electronics,5520,Vietnam,1203226,694379,9106205,24135270,394393,329101,2819984,2184039
06,Flexible Manufacturing,5520,Vietnam,1561169,218416,5669359,2891884,78948,2425,300033,17240
07,Advanced Materials,5520,Vietnam,198331,614721,2665402,1137744,0,0,0,102847
08,Aerospace,5520,Vietnam,757730,1421643,13895403,4700719,3623,32381,222079,131598
09,Weapons,5520,Vietnam,9135,17900,766560,49092,0,0,0,3255
10,Nuclear Technology,5520,Vietnam,25948,0,75485,424681,0,0,0,0
02,Life Science,5530,Laos,0,3064,203674,124851,0,0,0,0
03,Opto-Electronics,5530,Laos,0,3500,24500,0,0,0,0,0
04,Information & Communications,5530,Laos,0,0,159466,2733266,0,0,0,0
05,Electronics,5530,Laos,0,16611,138703,0,0,0,0,0
07,Advanced Materials,5530,Laos,0,0,0,114655,0,0,0,0
08,Aerospace,5530,Laos,44405,55087,273111,41826,0,0,0,0
01,Biotechnology,5550,Cambodia,3000,0,3000,19325,0,0,0,0
02,Life Science,5550,Cambodia,2928,55284,750481,531543,0,0,0,0
03,Opto-Electronics,5550,Cambodia,16500,0,1159697,378695,7000,2800,26600,0
04,Information & Communications,5550,Cambodia,172649,222882,1145028,1068600,9307,8000,91960,385987
05,Electronics,5550,Cambodia,0,0,264441,19200,4048,0,54011,3828
06,Flexible Manufacturing,5550,Cambodia,0,0,2297905,3075,0,0,0,20000
08,Aerospace,5550,Cambodia,9000,0,160876,24356,0,0,0,0
10,Nuclear Technology,5550,Cambodia,0,0,0,18540,0,0,0,0
01,Biotechnology,5570,Malaysia,1051959,600803,7861745,7372869,0,0,0,0
02,Life Science,5570,Malaysia,11591488,8308304,68120597,58149208,6934291,4510726,45566650,41985535
03,Opto-Electronics,5570,Malaysia,3248118,4204624,41435275,76694491,6470238,7020498,79065620,181096902
04,Information & Communications,5570,Malaysia,81720988,84614534,749423799,726966305,1565056491,1627457159,14045736896,15899037467
05,Electronics,5570,Malaysia,400966510,378357201,3689109603,4579968772,243574177,255083245,2029869649,2335308448
06,Flexible Manufacturing,5570,Malaysia,32731771,34752651,224594473,392302806,29685220,29316232,286477502,214103075
07,Advanced Materials,5570,Malaysia,1725023,1740036,13463896,14529762,3748217,2466319,28964720,25906466
08,Aerospace,5570,Malaysia,45728375,28840324,304637591,775376834,3030796,2076785,24624380,20209772
09,Weapons,5570,Malaysia,8840,13561,2624864,1716666,0,0,0,73036
10,Nuclear Technology,5570,Malaysia,130577,327292,1478127,634805,0,0,230522,182008
01,Biotechnology,5590,Singapore,884229,1072877,9335448,4976298,851296,13565,1501846,257325
02,Life Science,5590,Singapore,34326469,33909807,280695777,218691409,48878189,44913656,541188206,522441060
03,Opto-Electronics,5590,Singapore,31023069,18864401,152496479,124577435,16090017,19191122,123838421,114799863
04,Information & Communications,5590,Singapore,191969580,179910731,1570465918,1486714335,562778830,595700816,4890503344,4979922277
05,Electronics,5590,Singapore,319852364,310650106,2966148249,2669200362,132267148,169725066,1443467197,1497561333
06,Flexible Manufacturing,5590,Singapore,77139412,74165222,532341872,713065444,18117896,18914116,157245964,123853494
07,Advanced Materials,5590,Singapore,6172539,7122736,55054561,34124973,2371593,2574642,29058732,17608757
08,Aerospace,5590,Singapore,260477848,224012724,3294977170,2624381599,19267027,22026192,170958747,129261329
09,Weapons,5590,Singapore,62578,793472,5733820,5531708,0,5261,215774,322800
10,Nuclear Technology,5590,Singapore,1061346,1784608,17169862,12990542,0,2867,8047,0
01,Biotechnology,5600,Indonesia,956022,145434,6907282,6008873,44550,133782,1274185,1239112
02,Life Science,5600,Indonesia,4305586,2253246,19879005,12971985,62062,542194,1053038,336050
03,Opto-Electronics,5600,Indonesia,23940,399934,839955,1082355,2914323,3874987,24923089,19854610
04,Information & Communications,5600,Indonesia,9450108,10267926,86530079,58734021,114826416,85525960,592533771,485819761
05,Electronics,5600,Indonesia,6369557,8377908,49103554,24265102,16805878,18025184,143860097,123458133
06,Flexible Manufacturing,5600,Indonesia,363188,2042271,6458580,5558641,61432,25917,1193542,1217214
07,Advanced Materials,5600,Indonesia,477292,106455,2167521,2338407,458641,548633,4382978,6052856
08,Aerospace,5600,Indonesia,15865413,82007932,456724983,59697120,741926,587479,5516971,3421061
09,Weapons,5600,Indonesia,22000,0,25490,9090,0,0,0,0
10,Nuclear Technology,5600,Indonesia,29748,6999,649110,131748,0,0,0,4650
01,Biotechnology,5601,East Timor,0,0,35000,0,0,0,0,0
02,Life Science,5601,East Timor,54613,0,303362,105369,0,0,0,0
03,Opto-Electronics,5601,East Timor,4027,0,4027,10157,0,0,0,0
04,Information & Communications,5601,East Timor,34240,0,97834,1329224,0,0,0,0
05,Electronics,5601,East Timor,2934,0,2934,82660,0,0,0,0
06,Flexible Manufacturing,5601,East Timor,0,0,0,15427,0,0,0,0
07,Advanced Materials,5601,East Timor,0,0,0,4500,0,0,0,0
08,Aerospace,5601,East Timor,0,0,0,7067,0,0,0,0
01,Biotechnology,5610,Brunei,0,2880,55313,85056,0,0,0,0
02,Life Science,5610,Brunei,38130,42152,330931,478273,0,0,0,0
03,Opto-Electronics,5610,Brunei,4500,4125,8625,42334,0,0,0,0
04,Information & Communications,5610,Brunei,162127,72904,2086522,2524682,0,0,10168,2639
05,Electronics,5610,Brunei,0,0,217746,0,0,0,0,0
06,Flexible Manufacturing,5610,Brunei,21431,0,61313,76490,0,0,0,0
07,Advanced Materials,5610,Brunei,0,0,61933,10000,0,0,0,0
08,Aerospace,5610,Brunei,1953228,868798,68875051,3793002,0,0,0,0
09,Weapons,5610,Brunei,0,0,6611,243564,0,0,0,0
10,Nuclear Technology,5610,Brunei,0,0,123919,0,0,0,0,0
01,Biotechnology,5650,Philippines,979419,809397,7961213,6500576,0,0,0,8248
02,Life Science,5650,Philippines,4763157,4011417,39887760,38571204,1910535,3311200,20925274,12489916
03,Opto-Electronics,5650,Philippines,448067,1970984,9585117,8592639,9007121,11269114,89748034,77646147
04,Information & Communications,5650,Philippines,23360071,19320392,191667492,196301729,133829127,116216284,964807853,915956192
05,Electronics,5650,Philippines,302583060,329089451,2985362185,3233858650,165540913,181169220,1540576114,1824594935
06,Flexible Manufacturing,5650,Philippines,9522723,10675142,117713135,167739586,958811,586766,6833737,3627259
07,Advanced Materials,5650,Philippines,85260,55606,644282,465688,7350,0,90662,150627
08,Aerospace,5650,Philippines,4360675,7032451,43123585,42089076,361697,448799,6438366,12947610
09,Weapons,5650,Philippines,107888,117551,750414,937953,250971,364201,2479652,1774391
10,Nuclear Technology,5650,Philippines,4180,8311,132218,1124594,0,0,0,0
01,Biotechnology,5660,Macao,19599,13477,135160,109615,338442,0,710979,15000
02,Life Science,5660,Macao,443522,346568,3510550,2113046,2765,0,9714,63890
03,Opto-Electronics,5660,Macao,4000,0,26750,241644,6591,0,98875,71688
04,Information & Communications,5660,Macao,2928118,4091758,32897923,24777148,567188,611291,6050125,4846531
05,Electronics,5660,Macao,123530,15792,177125,243096,36458,33197,162361,162283
06,Flexible Manufacturing,5660,Macao,0,0,153229,126192,46018,162520,329935,99251
07,Advanced Materials,5660,Macao,0,0,127922,14929,0,0,5138,5479
08,Aerospace,5660,Macao,2364266,2589607,29273945,30432566,0,0,9795,0
09,Weapons,5660,Macao,20160,0,23460,10170,0,0,0,0
02,Life Science,5682,Bhutan,58640,0,161798,1678986,0,0,0,0
03,Opto-Electronics,5682,Bhutan,0,0,3245,0,0,0,0,0
04,Information & Communications,5682,Bhutan,0,40030,78304,57807,0,0,0,0
08,Aerospace,5682,Bhutan,0,0,0,3962,0,0,0,0
01,Biotechnology,5683,Maldives,0,0,12500,25000,0,0,0,0
02,Life Science,5683,Maldives,4700,6681,171375,834139,0,0,0,0
03,Opto-Electronics,5683,Maldives,0,0,90500,63690,0,0,0,0
04,Information & Communications,5683,Maldives,91730,104322,1442960,1092240,0,2720,10773,86752
05,Electronics,5683,Maldives,0,0,38320,10135,0,0,0,2204
06,Flexible Manufacturing,5683,Maldives,0,0,3566,19058,0,0,0,0
07,Advanced Materials,5683,Maldives,0,0,0,15076,0,0,0,0
08,Aerospace,5683,Maldives,233341,237221,1699638,1245666,0,0,0,0
09,Weapons,5683,Maldives,0,0,0,3095,0,0,0,0
10,Nuclear Technology,5683,Maldives,0,0,0,4400,0,0,0,0
01,Biotechnology,5700,China,4831945,4549952,44290479,23391574,3557623,3799797,34941184,35850807
02,Life Science,5700,China,127655697,88286954,812613499,669347410,74899775,70017099,571925677,416400636
03,Opto-Electronics,5700,China,27202836,23348582,253700240,214994981,514817959,456022659,3762307660,2832383108
04,Information & Communications,5700,China,288630240,297626899,2448632949,2270891059,7225350151,6323521666,55987148573,46149178095
05,Electronics,5700,China,597925327,504714805,4898564801,4394177673,213886519,203792558,1793914037,1755154456
06,Flexible Manufacturing,5700,China,93730328,58352642,1179329009,880202128,48665545,48965294,413067669,281038707
07,Advanced Materials,5700,China,20702588,29260468,164285707,68016615,10707330,10762368,95028552,89671051
08,Aerospace,5700,China,869358584,905478488,5186192527,4270371390,27415429,31041691,251076849,192433025
09,Weapons,5700,China,61357,32795,1407862,743122,10057491,9836044,66021327,68514663
10,Nuclear Technology,5700,China,598855,3065257,11634051,12977065,223906,181489,1694241,48229922
