Dataset:              Benthic Species Abundance Data
File Name:            va90_3_2.txt
Date Created:         03/10/96
# Variables:          7
# Header Records:     17
# Data Records:       3515
Missing Value Symbol: .

Variables:    STA_NAME     Station name
              DATE         Sample collection date (YYMMDD)
              LATIN NAME   Scientific (Latin) name
              #GRABS       Number of grabs
              T_ABN        Total abundance (#)
              M_ABN        Mean abundance (#)
              SDABN        Std. dev. of mean abundance

STA_NAME   DATE LATIN NAME                       #GRABS  T_ABN    M_ABN  SDABN
VA90-158 900810 BIVALVIA: OTHER - UNIDENTIFIED        3      1     0.33   0.58
VA90-158 900810 CAPITELLA                             3    160    53.33  68.60
VA90-158 900810 CAPRELLIDAE                           3      1     0.33   0.58
VA90-158 900810 CIRRATULIDAE                          3     70    23.33  15.37
VA90-158 900810 CLYMENELLA TORQUATA                   3     62    20.67  21.94
VA90-158 900810 CRANGON SEPTEMSPINOSA                 3      2     0.67   1.15
VA90-158 900810 CREPIDULA SPP.                        3      7     2.33   1.53
VA90-158 900810 DIOPATRA CUPREA                       3      2     0.67   0.58
VA90-158 900810 EDOTEA TRILOBA                        3      2     0.67   1.15
VA90-158 900810 ELASMOPUS LAEVIS                      3     20     6.67   7.64
VA90-158 900810 EOBROLGUS SPINOSUS                    3      6     2.00   1.73
VA90-158 900810 EUMIDA SANGUINEA                      3     39    13.00   6.56
VA90-158 900810 EXOGONE DISPAR                        3      9     3.00   2.65
VA90-158 900810 GEMMA GEMMA                           3     40    13.33   7.57
VA90-158 900810 GLYCERA AMERICANA                     3      4     1.33   0.58
VA90-158 900810 HAMINOEA SOLITARIA                    3      1     0.33   0.58
VA90-158 900810 HARMOTHOE IMBRICATA                   3      2     0.67   1.15
VA90-158 900810 HETEROMASTUS FILIFORMIS               3     19     6.33   6.03
VA90-158 900810 HYPERETEONE HETEROPODA                3      2     0.67   1.15
VA90-158 900810 LEITOSCOLOPLOS ROBUSTUS               3      9     3.00   4.36
VA90-158 900810 LEITOSCOLOPLOS SPP.                   3     17     5.67   3.06
VA90-158 900810 LEUCON AMERICANUS                     3      1     0.33   0.58
VA90-158 900810 LEVINSENIA GRACILIS                   3      2     0.67   1.15
VA90-158 900810 LUMBRINERIDAE                         3    138    46.00  32.97
VA90-158 900810 LYSIANOPSIS ALBA                      3     18     6.00   5.29
VA90-158 900810 MAJIDAE                               3      2     0.67   1.15
VA90-158 900810 MALDANIDAE                            3      8     2.67   3.79
VA90-158 900810 MEDIOMASTUS AMBISETA                  3   1294   431.33 134.67
VA90-158 900810 MERCENARIA MERCENARIA                 3     11     3.67   3.79
VA90-158 900810 MICRODEUTOPUS GRYLLOTALPA             3    167    55.67  37.90
VA90-158 900810 MICROPHTHALMUS ABERRANS               3      1     0.33   0.58
VA90-158 900810 MICROPHTHALMUS SCZELKOWII             3      1     0.33   0.58
VA90-158 900810 MULINIA LATERALIS                     3      1     0.33   0.58
VA90-158 900810 MYSELLA SPP.                          3      1     0.33   0.58
VA90-158 900810 MYTILUS EDULIS                        3      7     2.33   1.53
VA90-158 900810 NEANTHES ARENACEODENTATA              3      1     0.33   0.58
VA90-158 900810 NEANTHES SUCCINEA                     3      1     0.33   0.58
VA90-158 900810 NEMERTINEA                            3      3     1.00   1.00
VA90-158 900810 NEREIDIDAE                            3      4     1.33   0.58
VA90-158 900810 NOTOMASTUS LURIDUS                    3      1     0.33   0.58
VA90-158 900810 NUCULA ANNULATA                       3    109    36.33   4.51
VA90-158 900810 OLIGOCHAETA                           3   1830   610.00 406.90
VA90-158 900810 ONUPHIDAE                             3      2     0.67   1.15
VA90-158 900810 OXYUROSTYLIS SMITHI                   3      4     1.33   1.53
VA90-158 900810 PAGURUS LONGICARPUS                   3      2     0.67   1.15
VA90-158 900810 PECTINARIA GOULDII                    3      4     1.33   1.53
VA90-158 900810 PETRICOLA PHOLADIFORMIS               3      7     2.33   3.21
VA90-158 900810 PHYLLODOCE ARENAE                     3      9     3.00   1.00
VA90-158 900810 PODARKEOPSIS LEVIFUSCINA              3      1     0.33   0.58
VA90-158 900810 POLYDORA CORNUTA                      3     26     8.67   1.53
VA90-158 900810 POLYGORDIUS SPP.                      3      1     0.33   0.58
VA90-158 900810 PYRAMIDELLIDAE                        3      1     0.33   0.58
VA90-158 900810 SCOLETOMA TENUIS                      3     86    28.67  18.56
VA90-158 900810 SPIOCHAETOPTERUS COSTARUM             3      5     1.67   0.58
VA90-158 900810 SPISULA SOLIDISSIMA                   3      1     0.33   0.58
VA90-158 900810 STREBLOSPIO BENEDICTI                 3    418   139.33  36.90
VA90-158 900810 TELLINA AGILIS                        3    283    94.33  30.66
VA90-158 900810 THARYX SP. A MORRIS                   3    147    49.00  18.73
VA90-159 900719 ACTEOCINA CANALICULATA                3      3     1.00   1.00
VA90-159 900719 ACTEOCINA ORYZA                       3      1     0.33   0.58
VA90-159 900719 AMPELISCA SPP.                        3     20     6.67   2.89
VA90-159 900719 AMPHARETIDAE                          3      1     0.33   0.58
VA90-159 900719 ANTHOZOA                              3      5     1.67   0.58
VA90-159 900719 ASYCHIS ELONGATA                      3      2     0.67   1.15
VA90-159 900719 CANCER                                3      1     0.33   0.58
VA90-159 900719 CARIDEA                               3      2     0.67   1.15
VA90-159 900719 CIRRATULIDAE                          3      1     0.33   0.58
VA90-159 900719 GASTROPODA: OTHER                     3      2     0.67   1.15
VA90-159 900719 HUTCHINSONIELLA MACRACANTHA           3      2     0.67   1.15
VA90-159 900719 LEVINSENIA GRACILIS                   3    150    50.00  30.45
VA90-159 900719 LUMBRINERIDAE                         3      8     2.67   2.31
VA90-159 900719 LUMBRINERIS HEBES                     3      6     2.00   1.73
VA90-159 900719 MACOMA TENTA                          3      1     0.33   0.58
VA90-159 900719 MALDANIDAE                            3     20     6.67   7.64
VA90-159 900719 MEDIOMASTUS AMBISETA                  3     22     7.33   2.52
VA90-159 900719 NASSARIUS TRIVITTATUS                 3      4     1.33   0.58
VA90-159 900719 NEMERTINEA                            3      6     2.00   1.73
VA90-159 900719 NEPHTYIDAE                            3     20     6.67   2.08
VA90-159 900719 NEPHTYS INCISA                        3     12     4.00   4.58
VA90-159 900719 NINOE NIGRIPES                        3      6     2.00   2.65
VA90-159 900719 NOTOCIRRUS SPINIFERUS                 3      2     0.67   0.58
VA90-159 900719 NUCULA ANNULATA                       3   1206   402.00 276.94
VA90-159 900719 PARANAITIS SPECIOSA                   3      1     0.33   0.58
VA90-159 900719 PHERUSA AFFINIS                       3      4     1.33   1.15
VA90-159 900719 PHOLOE MINUTA                         3      1     0.33   0.58
VA90-159 900719 PHORONIS SPP.                         3      2     0.67   0.58
VA90-159 900719 PITAR MORRHUANUS                      3      9     3.00   2.00
VA90-159 900719 POLYCIRRUS SPP.                       3      3     1.00   1.73
VA90-159 900719 PRIONOSPIO STEENSTRUPI                3     23     7.67   2.89
VA90-159 900719 PYRAMIDELLIDAE                        3      1     0.33   0.58
VA90-159 900719 SCOLELEPIS BOUSFIELDI                 3      5     1.67   2.89
VA90-159 900719 SCOLELEPIS SPP.                       3      1     0.33   0.58
VA90-159 900719 SIGAMBRA TENTACULATA                  3      1     0.33   0.58
VA90-159 900719 SPIOCHAETOPTERUS COSTARUM             3      1     0.33   0.58
VA90-159 900719 TELLINA AGILIS                        3      2     0.67   0.58
VA90-159 900719 TEREBELLIDAE                          3      1     0.33   0.58
VA90-159 900719 THARYX SP. A MORRIS                   3      1     0.33   0.58
VA90-159 900719 TURBONILLA SPP.                       3      6     2.00   1.00
VA90-159 900719 TYPOSYLLIS                            3      1     0.33   0.58
VA90-159 900719 UNCIOLA                               3     17     5.67   3.06
VA90-159 900719 UNCIOLA IRRORATA                      3     15     5.00   3.46
VA90-159 900719 YOLDIA LIMATULA                       3     52    17.33   6.66
VA90-161 900720 AMPELISCA SPP.                        3     14     4.67   6.35
VA90-161 900720 CRANGON SEPTEMSPINOSA                 3      1     0.33   0.58
VA90-161 900720 MEDIOMASTUS AMBISETA                  3     16     5.33   4.16
VA90-161 900720 NEANTHES SUCCINEA                     3      1     0.33   0.58
VA90-161 900720 OLIGOCHAETA                           3    264    88.00  73.63
VA90-161 900720 STREBLOSPIO BENEDICTI                 3      1     0.33   0.58
VA90-161 900720 TELLINA AGILIS                        3      1     0.33   0.58
VA90-161 900720 THARYX SP. A MORRIS                   3      1     0.33   0.58
VA90-166 900727 AMPELISCA ABDITA                      2      2     1.00   1.41
VA90-166 900727 AMPELISCA SPP.                        2      1     0.50   0.71
VA90-166 900727 AMPHARETIDAE                          2      4     2.00   1.41
VA90-166 900727 ANACHIS LAFRESNAYI                    2     22    11.00   7.07
VA90-166 900727 ASTYRIS LUNATA                        2     24    12.00  11.31
VA90-166 900727 ASYCHIS ELONGATA                      2      2     1.00   0.00
VA90-166 900727 BALANUS VENUSTUS                      2      1     0.50   0.71
VA90-166 900727 BIVALVIA: OTHER - UNIDENTIFIED        2      1     0.50   0.71
VA90-166 900727 BOCCARDIELLA HAMATA                   2      5     2.50   2.12
VA90-166 900727 BOONEA SEMINUDA                       2     13     6.50   4.95
VA90-166 900727 BRANIA CLAVATA-SWEDMARKI COMPLEX      2     16     8.00   4.24
VA90-166 900727 CAPRELLA                              2      2     1.00   0.00
VA90-166 900727 CIRRATULIDAE                          2     47    23.50   0.71
VA90-166 900727 CIRRIFORMIA GRANDIS                   2      1     0.50   0.71
VA90-166 900727 CRANGON SEPTEMSPINOSA                 2      1     0.50   0.71
VA90-166 900727 CREPIDULA PLANA                       2      2     1.00   0.00
VA90-166 900727 CREPIDULA SPP.                        2    175    87.50   0.71
VA90-166 900727 DRILONEREIS LONGA                     2      1     0.50   0.71
VA90-166 900727 EUMIDA SANGUINEA                      2     15     7.50   0.71
VA90-166 900727 EXOGONE DISPAR                        2      6     3.00   1.41
VA90-166 900727 GLYCERA AMERICANA                     2      4     2.00   1.41
VA90-166 900727 HARMOTHOE EXTENUATA                   2      9     4.50   2.12
VA90-166 900727 HARMOTHOE IMBRICATA                   2      5     2.50   2.12
VA90-166 900727 HETEROMASTUS FILIFORMIS               2      1     0.50   0.71
VA90-166 900727 HETEROMYSIS FORMOSA                   2     24    12.00   1.41
VA90-166 900727 HUTCHINSONIELLA MACRACANTHA           2      1     0.50   0.71
VA90-166 900727 HYDROIDES DIANTHUS                    2      1     0.50   0.71
VA90-166 900727 HYDROIDES SPP.                        2      1     0.50   0.71
VA90-166 900727 LEPIDONOTUS SQUAMATUS                 2      1     0.50   0.71
VA90-166 900727 LEPIDONOTUS SUBLEVIS                  2      1     0.50   0.71
VA90-166 900727 LEPTOCHELIA DUBIA                     2     16     8.00   0.00
VA90-166 900727 LYSIANOPSIS ALBA                      2      2     1.00   1.41
VA90-166 900727 MAJIDAE                               2      1     0.50   0.71
VA90-166 900727 MALDANIDAE                            2      3     1.50   2.12
VA90-166 900727 MEDIOMASTUS AMBISETA                  2     77    38.50   7.78
VA90-166 900727 MICRODEUTOPUS                         2     31    15.50   0.71
VA90-166 900727 MYSELLA SPP.                          2      3     1.50   2.12
VA90-166 900727 NASSARIUS TRIVITTATUS                 2      1     0.50   0.71
VA90-166 900727 NEANTHES ARENACEODENTATA              2      3     1.50   2.12
VA90-166 900727 NEMERTINEA                            2      3     1.50   0.71
VA90-166 900727 NEOPANOPE SAYI                        2      6     3.00   1.41
VA90-166 900727 NUCULA ANNULATA                       2      8     4.00   1.41
VA90-166 900727 ODONTOSYLLIS FULGURANS                2      1     0.50   0.71
VA90-166 900727 OLIGOCHAETA                           2    180    90.00  15.56
VA90-166 900727 PARACAPRELLA TENUIS                   2      3     1.50   0.71
VA90-166 900727 PHOXOCEPHALUS HOLBOLLI                2     20    10.00   2.83
VA90-166 900727 PHYLLODOCE MUCOSA                     2      1     0.50   0.71
VA90-166 900727 POLYCIRRUS EXIMIUS                    2      9     4.50   0.71
VA90-166 900727 POLYCIRRUS SPP.                       2      4     2.00   2.83
VA90-166 900727 POLYDORA QUADRILOBATA                 2      1     0.50   0.71
VA90-166 900727 POLYDORA SOCIALIS                     2      1     0.50   0.71
VA90-166 900727 POLYNOIDAE                            2      1     0.50   0.71
VA90-166 900727 PRIONOSPIO HETEROBRANCHIA             2     52    26.00   2.83
VA90-166 900727 PYRAMIDELLIDAE                        2      1     0.50   0.71
VA90-166 900727 SCOLETOMA TENUIS                      2     28    14.00   1.41
VA90-166 900727 SEILA ADAMSI                          2      5     2.50   0.71
VA90-166 900727 SERPULIDAE                            2      1     0.50   0.71
VA90-166 900727 SOLEMYA VELUM                         2      3     1.50   2.12
VA90-166 900727 SOLEMYIDAE                            2      1     0.50   0.71
VA90-166 900727 SYLLIDAE                              2      1     0.50   0.71
VA90-166 900727 SYNCHELIDIUM AMERICANUM               2      3     1.50   0.71
VA90-166 900727 TELLINA AGILIS                        2      2     1.00   0.00
VA90-166 900727 TEREBELLIDAE                          2      6     3.00   2.83
VA90-166 900727 THARYX SP. A MORRIS                   2    261   130.50  26.16
VA90-166 900727 TURBONILLA SPP.                       2      2     1.00   1.41
VA90-166 900727 TYPOSYLLIS ALTERNATA                  2      2     1.00   0.00
VA90-166 900727 UNCIOLA                               2      1     0.50   0.71
VA90-166 900727 XANTHIDAE                             2      5     2.50   2.12
VA90-169 900821 AMNICOLA LIMOSA                       3      8     2.67   2.52
VA90-169 900821 AULODRILUS PIGUETI                    3     24     8.00   6.56
VA90-169 900821 CHAOBORUS PUNCTIPENNIS                3      5     1.67   1.15
VA90-169 900821 CHIRONOMIDAE                          3      5     1.67   1.53
VA90-169 900821 CHIRONOMUS SPP.                       3      4     1.33   1.15
VA90-169 900821 CLADOPLEMA SPP.                       3      4     1.33   1.15
VA90-169 900821 COROPHIUM LACUSTRE                    3      1     0.33   0.58
VA90-169 900821 DICROTENDIPES                         3      2     0.67   1.15
VA90-169 900821 GAMMARUS FASCIATUS                    3     16     5.33   9.24
VA90-169 900821 GAMMARUS SPP.                         3     16     5.33   9.24
VA90-169 900821 GASTROPODA: OTHER                     3      1     0.33   0.58
VA90-169 900821 HYDROBIIDAE                           3      3     1.00   1.73
VA90-169 900821 ILYODRILUS TEMPLETONI                 3     23     7.67  10.79
VA90-169 900821 LEPTOCHEIRUS PLUMULOSUS               3      1     0.33   0.58
VA90-169 900821 LIMNODRILUS HOFFMEISTERI              3    260    86.67  60.87
VA90-169 900821 LYOGYRUS                              3     29     9.67  16.74
VA90-169 900821 MUSCULIUM                             3     27     9.00  15.59
VA90-169 900821 NEMERTINEA                            3      1     0.33   0.58
VA90-169 900821 OECETIS                               3      3     1.00   1.73
VA90-169 900821 PISIDIUM                              3     16     5.33   1.15
VA90-169 900821 POLYPEDILUM TRIPODURA                 3      2     0.67   1.15
VA90-169 900821 PROCLADIUS SUBLETTEI                  3    143    47.67  24.38
VA90-169 900821 QUISTADRILUS MULTISETOSUS             3    548   182.67 125.17
VA90-169 900821 STEPHENSONIANA TRIVANDRANA            3      5     1.67   2.89
VA90-169 900821 TANYTARSUS                            3      2     0.67   1.15
VA90-169 900821 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3    771   257.00 183.09
VA90-169 900821 TUBIFICIDAE WITHOUT CAPILIFORM CHAETA 3    480   160.00  96.02
VA90-169 900821 TURBELLARIA                           3     76    25.33  38.68
VA90-169 900821 VALVATA TRICARINATA                   3    145    48.33  44.16
VA90-173 900730 AMASTIGOS CAPERATUS                   3     16     5.33   4.62
VA90-173 900730 ARICIDEA CATHERINAE                   3      1     0.33   0.58
VA90-173 900730 ENSIS DIRECTUS                        3      3     1.00   1.00
VA90-173 900730 GLYCERA SPP.                          3      2     0.67   0.58
VA90-173 900730 LEITOSCOLOPLOS SPP.                   3      1     0.33   0.58
VA90-173 900730 MEDIOMASTUS AMBISETA                  3     19     6.33   5.51
VA90-173 900730 MICROPHTHALMUS                        3      1     0.33   0.58
VA90-173 900730 MICROPHTHALMUS SCZELKOWII             3      1     0.33   0.58
VA90-173 900730 MYTILIDAE                             3      1     0.33   0.58
VA90-173 900730 NASSARIUS TRIVITTATUS                 3      2     0.67   0.58
VA90-173 900730 NEMERTINEA                            3      1     0.33   0.58
VA90-173 900730 NUCULA ANNULATA                       3     10     3.33   2.52
VA90-173 900730 OLIGOCHAETA                           3    364   121.33 101.77
VA90-173 900730 PITAR MORRHUANUS                      3      3     1.00   1.73
VA90-173 900730 PYRAMIDELLIDAE                        3      9     3.00   3.00
VA90-173 900730 STREBLOSPIO BENEDICTI                 3     37    12.33  10.60
VA90-173 900730 TELLINA AGILIS                        3     15     5.00   2.65
VA90-173 900730 THARYX SP. A MORRIS                   3      1     0.33   0.58
VA90-177 900812 HETEROMASTUS FILIFORMIS               3     34    11.33   7.09
VA90-177 900812 LEUCON AMERICANUS                     3     21     7.00   7.81
VA90-177 900812 MACOMA BALTHICA                       3     20     6.67   4.51
VA90-177 900812 MARENZELLERIA VIRIDIS                 3      1     0.33   0.58
VA90-177 900812 MEDIOMASTUS AMBISETA                  3      1     0.33   0.58
VA90-177 900812 MONOCULODES SP. 1 WATLING             3      1     0.33   0.58
VA90-177 900812 MULINIA LATERALIS                     3     22     7.33   4.16
VA90-177 900812 NEANTHES SUCCINEA                     3      4     1.33   0.58
VA90-177 900812 NEMERTINEA                            3      4     1.33   0.58
VA90-177 900812 NEREIDIDAE                            3      1     0.33   0.58
VA90-177 900812 OLIGOCHAETA                           3    176    58.67  39.00
VA90-177 900812 RHITHROPANOPEUS HARRISII              3      1     0.33   0.58
VA90-177 900812 STREBLOSPIO BENEDICTI                 3      9     3.00   1.00
VA90-178 900819 ARCTEONAIS LOMONDI                    3      2     0.67   1.15
VA90-178 900819 AULODRILUS LIMNOBIUS                  3     14     4.67   8.08
VA90-178 900819 AULODRILUS PIGUETI                    3     14     4.67   6.43
VA90-178 900819 CHIRONOMIDAE                          3      1     0.33   0.58
VA90-178 900819 CORBICULA FLUMINEA                    3    192    64.00 107.39
VA90-178 900819 GAMMARUS SPP.                         3      8     2.67   4.62
VA90-178 900819 HIRUDINEA                             3      3     1.00   1.00
VA90-178 900819 LIMNODRILUS HOFFMEISTERI              3    137    45.67   4.93
VA90-178 900819 MUSCULIUM                             3     13     4.33   7.51
VA90-178 900819 OECETIS                               3      2     0.67   1.15
VA90-178 900819 PISIDIUM                              3      8     2.67   4.62
VA90-178 900819 PROCLADIUS SUBLETTEI                  3     31    10.33  17.90
VA90-178 900819 QUISTADRILUS MULTISETOSUS             3     15     5.00   3.00
VA90-178 900819 SPECARIA JOSINAE                      3      2     0.67   1.15
VA90-178 900819 TRICORYTHODES                         3      2     0.67   1.15
VA90-178 900819 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3    252    84.00  92.89
VA90-178 900819 TUBIFICIDAE WITHOUT CAPILIFORM CHAETA 3      5     1.67   0.58
VA90-178 900819 TURBELLARIA                           3     11     3.67   6.35
VA90-180 900816 MEDIOMASTUS AMBISETA                  3      2     0.67   0.58
VA90-180 900816 OLIGOCHAETA                           3      2     0.67   1.15
VA90-180 900816 PRIONOSPIO PERKINSI                   3      1     0.33   0.58
VA90-182 900806 OLIGOCHAETA                           3      1     0.33   0.58
VA90-182 900806 STREBLOSPIO BENEDICTI                 3     40    13.33   7.51
VA90-184 900727 CHIRIDOTEA ALMYRA                     3      7     2.33   2.08
VA90-184 900727 COROPHIUM LACUSTRE                    3      3     1.00   1.00
VA90-184 900727 CYATHURA POLITA                       3     21     7.00   3.61
VA90-184 900727 EDOTEA TRILOBA                        3      1     0.33   0.58
VA90-184 900727 GAMMARUS DAIBERI                      3     35    11.67  10.97
VA90-184 900727 GAMMARUS SPP.                         3      4     1.33   2.31
VA90-184 900727 HETEROMASTUS FILIFORMIS               3      5     1.67   1.53
VA90-184 900727 LEPTOCHEIRUS PLUMULOSUS               3     64    21.33   5.86
VA90-184 900727 MACOMA BALTHICA                       3    149    49.67  13.01
VA90-184 900727 MARENZELLERIA VIRIDIS                 3     24     8.00   2.65
VA90-184 900727 MULINIA LATERALIS                     3      1     0.33   0.58
VA90-184 900727 NEANTHES SUCCINEA                     3     26     8.67   2.52
VA90-184 900727 NEMERTINEA                            3     13     4.33   2.31
VA90-184 900727 NEOMYSIS AMERICANA                    3      4     1.33   2.31
VA90-184 900727 OLIGOCHAETA                           3    102    34.00   1.00
VA90-184 900727 STREBLOSPIO BENEDICTI                 3      1     0.33   0.58
VA90-184 900727 XANTHIDAE                             3      2     0.67   0.58
VA90-186 900825 CHAOBORUS PUNCTIPENNIS                3      1     0.33   0.58
VA90-186 900825 CHIRIDOTEA ALMYRA                     3      1     0.33   0.58
VA90-186 900825 COELOTANYPUS SPP.                     3     16     5.33   4.73
VA90-186 900825 COROPHIUM LACUSTRE                    3      1     0.33   0.58
VA90-186 900825 CYATHURA POLITA                       3     11     3.67   2.89
VA90-186 900825 GAMMARUS DAIBERI                      3      4     1.33   1.15
VA90-186 900825 GAMMARUS SPP.                         3      9     3.00   1.73
VA90-186 900825 LIMNODRILUS HOFFMEISTERI              3     16     5.33   3.06
VA90-186 900825 MARENZELLERIA VIRIDIS                 3     83    27.67  15.50
VA90-186 900825 PROCLADIUS SUBLETTEI                  3      2     0.67   0.58
VA90-186 900825 RANGIA CUNEATA                        3     24     8.00   5.29
VA90-186 900825 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3     24     8.00   2.00
VA90-188 900826 AULODRILUS LIMNOBIUS                  3     15     5.00   1.73
VA90-188 900826 AULODRILUS PIGUETI                    3    336   112.00  26.00
VA90-188 900826 AULODRILUS PLURISETA                  3      8     2.67   4.62
VA90-188 900826 BRANCHIURA SOWERBYI                   3     48    16.00  14.73
VA90-188 900826 CHIRIDOTEA ALMYRA                     3      2     0.67   1.15
VA90-188 900826 COELOTANYPUS SPP.                     3     10     3.33   2.08
VA90-188 900826 CORBICULA FLUMINEA                    3     83    27.67   8.62
VA90-188 900826 CYATHURA POLITA                       3      4     1.33   0.58
VA90-188 900826 DERO DIGITATA                         3     24     8.00   5.00
VA90-188 900826 GAMMARUS SPP.                         3     27     9.00  11.27
VA90-188 900826 GASTROPODA: OTHER                     3      2     0.67   1.15
VA90-188 900826 HARNISCHIA                            3      8     2.67   0.58
VA90-188 900826 ILYODRILUS TEMPLETONI                 3    139    46.33   7.51
VA90-188 900826 ISOCHAETIDES FREYI                    3     26     8.67  15.01
VA90-188 900826 LIMNODRILUS CERVIX                    3    103    34.33  14.64
VA90-188 900826 LIMNODRILUS HOFFMEISTERI              3    183    61.00  37.16
VA90-188 900826 LIMNODRILUS UDEKEMIANUS               3     40    13.33   7.57
VA90-188 900826 MARENZELLERIA VIRIDIS                 3      7     2.33   0.58
VA90-188 900826 MUSCULIUM                             3      7     2.33   0.58
VA90-188 900826 POLYPEDILUM TRIPODURA                 3      3     1.00   1.00
VA90-188 900826 PROCLADIUS SUBLETTEI                  3      1     0.33   0.58
VA90-188 900826 QUISTADRILUS MULTISETOSUS             3     78    26.00  11.36
VA90-188 900826 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3   1251   417.00  65.20
VA90-188 900826 TUBIFICIDAE WITHOUT CAPILIFORM CHAETA 3    314   104.67  22.81
VA90-188 900826 TURBELLARIA                           3      1     0.33   0.58
VA90-188 900826 UNIONIDAE                             3      1     0.33   0.58
VA90-190 900815 LEITOSCOLOPLOS ROBUSTUS               3      1     0.33   0.58
VA90-190 900815 LEITOSCOLOPLOS SPP.                   3      2     0.67   0.58
VA90-190 900815 MACOMA BALTHICA                       3      2     0.67   1.15
VA90-190 900815 MULINIA LATERALIS                     3      2     0.67   0.58
VA90-190 900815 OLIGOCHAETA                           3      5     1.67   1.53
VA90-190 900815 PARAPRIONOSPIO PINNATA                3    111    37.00   7.00
VA90-190 900815 PODARKEOPSIS LEVIFUSCINA              3      3     1.00   1.00
VA90-190 900815 PSEUDEURYTHOE PAUCIBRANCHIATA         3      2     0.67   1.15
VA90-190 900815 SIGAMBRA SPP.                         3      1     0.33   0.58
VA90-190 900815 STREBLOSPIO BENEDICTI                 3     91    30.33  25.58
VA90-192 900726 CHIRONOMIDAE                          3      4     1.33   1.53
VA90-192 900726 COROPHIUM LACUSTRE                    3      1     0.33   0.58
VA90-192 900726 CYATHURA POLITA                       3      2     0.67   0.58
VA90-192 900726 LEPTOCHEIRUS PLUMULOSUS               3    404   134.67   4.16
VA90-192 900726 MARENZELLERIA VIRIDIS                 3      5     1.67   2.08
VA90-192 900726 MELITA NITIDA                         3     42    14.00   4.58
VA90-192 900726 OLIGOCHAETA                           3      5     1.67   2.08
VA90-192 900726 RANGIA CUNEATA                        3      9     3.00   1.00
VA90-192 900726 TUBIFICOIDES HETEROCHAETUS            3      1     0.33   0.58
VA90-192 900726 TURBELLARIA                           3      1     0.33   0.58
VA90-194 900726 CHAOBORUS PUNCTIPENNIS                3     78    26.00  19.67
VA90-194 900726 CHIRONOMIDAE                          3      1     0.33   0.58
VA90-194 900726 CHIRONOMUS SPP.                       3      3     1.00   1.00
VA90-194 900726 CLADOTANYTARSUS                       3      2     0.67   1.15
VA90-194 900726 COELOTANYPUS SPP.                     3     12     4.00   2.65
VA90-194 900726 CRYPTOCHIRONOMUS SPP.                 3     18     6.00   5.29
VA90-194 900726 GAMMARUS DAIBERI                      3     83    27.67  28.99
VA90-194 900726 HARNISCHIA                            3      2     0.67   1.15
VA90-194 900726 HYDROBIIDAE                           3      6     2.00   1.73
VA90-194 900726 LEPTOCHEIRUS PLUMULOSUS               3      2     0.67   0.58
VA90-194 900726 LIMNODRILUS HOFFMEISTERI              3      3     1.00   1.73
VA90-194 900726 MARENZELLERIA VIRIDIS                 3      1     0.33   0.58
VA90-194 900726 MUSCULIUM                             3      1     0.33   0.58
VA90-194 900726 PROCLADIUS SUBLETTEI                  3      8     2.67   3.79
VA90-194 900726 TANYTARSUS                            3      1     0.33   0.58
VA90-194 900726 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3    292    97.33  45.65
VA90-194 900726 TUBIFICIDAE WITHOUT CAPILIFORM CHAETA 3     91    30.33  24.01
VA90-196 900805 AULODRILUS LIMNOBIUS                  3      8     2.67   1.15
VA90-196 900805 AULODRILUS PIGUETI                    3      8     2.67   1.15
VA90-196 900805 CHAOBORUS PUNCTIPENNIS                3     49    16.33   1.53
VA90-196 900805 CHIRONOMIDAE                          3      1     0.33   0.58
VA90-196 900805 CHIRONOMUS SPP.                       3     92    30.67  22.19
VA90-196 900805 COELOTANYPUS SPP.                     3     47    15.67  11.06
VA90-196 900805 CORBICULA FLUMINEA                    3      1     0.33   0.58
VA90-196 900805 CRYPTOCHIRONOMUS SPP.                 3      4     1.33   1.15
VA90-196 900805 DERO DIGITATA                         3      2     0.67   1.15
VA90-196 900805 GAMMARUS DAIBERI                      3      1     0.33   0.58
VA90-196 900805 ILYODRILUS TEMPLETONI                 3      2     0.67   1.15
VA90-196 900805 LIMNODRILUS HOFFMEISTERI              3     35    11.67   6.03
VA90-196 900805 MARENZELLERIA VIRIDIS                 3      1     0.33   0.58
VA90-196 900805 MUSCULIUM                             3     26     8.67  10.02
VA90-196 900805 MUSCULIUM TRANSVERSUM                 3      2     0.67   0.58
VA90-196 900805 NAIS PSEUDOBTUSA                      3      2     0.67   1.15
VA90-196 900805 PISIDIUM                              3     15     5.00   1.73
VA90-196 900805 PROCLADIUS SUBLETTEI                  3      8     2.67   3.06
VA90-196 900805 QUISTADRILUS MULTISETOSUS             3      2     0.67   1.15
VA90-196 900805 TANYPUS SPP.                          3      2     0.67   1.15
VA90-196 900805 TANYTARSUS                            3      2     0.67   1.15
VA90-196 900805 TUBIFICIDAE WITH CAPILIFORM CHAETAE   3    622   207.33  56.70
VA90-196 900805 TUBIFICIDAE WITHOUT CAPILIFORM CHAETA 3     55    18.33  12.74
VA90-199 900811 COELOTANYPUS SPP.                     3      7     2.33   2.08
