-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
sni1        49718.000    1995     1     1     0
sni1        52274.750    2001    12    31    18
sni1     -2631346.566 -4646278.982  3477113.259
52034.75    -0.201250    -0.133825     0.290432
52035.00    -0.287766    -0.353693     1.076079
52035.25    -0.095437    -0.158599     0.460730
52035.50    -0.086359    -0.130763     0.770599
52035.75     0.025516    -0.003156    -0.101955
52036.00    -0.053756    -0.154793     0.460137
52036.25     0.113984     0.112912    -0.453467
52036.50     0.122056     0.220687    -0.418562
52036.75     0.215426     0.370564    -1.402473
52037.00     0.070838     0.175804    -0.653325
52037.25     0.097461     0.315140    -1.088383
52037.50    -0.036761     0.271528    -0.541904
52037.75    -0.090281     0.264417    -0.922842
52038.00    -0.328285    -0.057768     0.232411
52038.25    -0.300725     0.037199    -0.064250
52038.50    -0.405700    -0.018085     0.464031
52038.75    -0.383923    -0.019187    -0.045833
52039.00    -0.482204    -0.241674     0.733131
52039.25    -0.346964    -0.124007     0.301788
52039.50    -0.346380    -0.126120     0.588093
52039.75    -0.217465    -0.044245    -0.237159
52040.00    -0.280470    -0.225682     0.420528
52040.25    -0.112489    -0.032443    -0.207515
52040.50    -0.091589     0.026251     0.063433
52040.75     0.000609     0.146398    -0.680699
52041.00    -0.158145    -0.053448     0.244598
52041.25    -0.077562     0.101957    -0.040165
52041.50    -0.124516     0.144596     0.341884
52041.75    -0.072480     0.254776    -0.401733
52042.00    -0.192055     0.022370     0.498356
52042.25    -0.062518     0.216368    -0.110590
52042.50    -0.111067     0.207566     0.344139
52042.75    -0.030112     0.278155    -0.363193
52043.00    -0.166223     0.027830     0.544960
52043.25    -0.131286     0.135585     0.204800
52043.50    -0.225842     0.114213     0.492982
52043.75    -0.227373     0.122413    -0.147408
52044.00    -0.390057    -0.114445     0.562025
52044.25    -0.304623    -0.023984     0.120493
52044.50    -0.348034    -0.094372     0.566789
52044.75    -0.260873    -0.101086    -0.036119
52045.00    -0.336107    -0.340592     0.778629
52045.25    -0.206893    -0.233712     0.343034
52045.50    -0.251842    -0.330787     0.970019
52045.75    -0.218033    -0.345246     0.456194
52046.00    -0.366173    -0.621469     1.447085
52046.25    -0.249303    -0.473860     0.983221
52046.50    -0.310423    -0.436218     1.343209
52046.75    -0.288995    -0.334979     0.602883
52047.00    -0.425501    -0.541769     1.383077
52047.25    -0.320601    -0.373088     0.790526
52047.50    -0.375365    -0.371178     1.176952
52047.75    -0.288902    -0.243907     0.286637
52048.00    -0.375425    -0.416604     1.002101
52048.25    -0.192893    -0.190416     0.190169
52048.50    -0.229329    -0.184902     0.532995
52048.75    -0.180702    -0.126200    -0.160727
52049.00    -0.283700    -0.387710     0.709900
52049.25    -0.209533    -0.322891     0.456392
52049.50    -0.240019    -0.365632     0.936279
52049.75    -0.204363    -0.414969     0.578514
52050.00    -0.313365    -0.635493     1.482920
52050.25    -0.180145    -0.436836     0.917851
52050.50    -0.180765    -0.334833     1.065247
52050.75    -0.132379    -0.202464     0.314900
52051.00    -0.252486    -0.345835     1.040810
52051.25    -0.165357    -0.175490     0.495456
52051.50    -0.161684    -0.105446     0.549710
52051.75    -0.115544    -0.070734     0.014549
52052.00    -0.224811    -0.283683     0.869994
52052.25    -0.148654    -0.169345     0.644811
52052.50    -0.165547    -0.199611     1.098357
52052.75    -0.068303    -0.121909     0.423153
52053.00    -0.151975    -0.318502     1.189721
52053.25    -0.010102    -0.117615     0.568325
52053.50     0.021657    -0.063281     0.702032
52053.75     0.131238     0.032506    -0.172568
52054.00     0.068321    -0.138445     0.448207
52054.25     0.218173     0.063822    -0.154711
52054.50     0.178633     0.052593     0.263787
52054.75     0.192896     0.080291    -0.241348
52055.00     0.065032    -0.141094     0.426684
52055.25     0.113425    -0.064618     0.012791
52055.50     0.006681    -0.125778     0.431552
52055.75    -0.018865    -0.138967     0.012450
52056.00    -0.175744    -0.386215     0.900083
52056.25    -0.116072    -0.302977     0.702050
52056.50    -0.245448    -0.378578     1.366180
52056.75    -0.248049    -0.355963     0.843462
52057.00    -0.365820    -0.584653     1.588244
52057.25    -0.241062    -0.467193     1.172005
52057.50    -0.273484    -0.428124     1.408098
52057.75    -0.225341    -0.321003     0.677741
52058.00    -0.300640    -0.485553     1.197605
52058.25    -0.111583    -0.303169     0.477677
52058.50    -0.066517    -0.218044     0.547157
52058.75     0.015412    -0.123580    -0.093909
52059.00     0.000482    -0.270137     0.347400
52059.25     0.182860    -0.075181    -0.354343
52059.50     0.161765    -0.022377    -0.122937
52059.75     0.251090     0.087769    -0.960171
52060.00     0.155281    -0.102625    -0.248913
52060.25     0.242421     0.039063    -0.707975
52060.50     0.110456     0.001062    -0.153742
52060.75     0.026954    -0.016897    -0.386907
52061.00    -0.214543    -0.252505     0.539366
52061.25    -0.239848    -0.175321     0.317539
52061.50    -0.386224    -0.216902     0.843039
52061.75    -0.418255    -0.213268     0.297708
52062.00    -0.564776    -0.505201     1.231420
52062.25    -0.465796    -0.424972     0.877605
52062.50    -0.512267    -0.454621     1.403895
52062.75    -0.462871    -0.420211     0.932984
52063.00    -0.514906    -0.645703     1.770158
52063.25    -0.380338    -0.576889     1.507017
52063.50    -0.395719    -0.603009     2.052204
52063.75    -0.324377    -0.555869     1.539989
52064.00    -0.361320    -0.741694     2.392671
52064.25    -0.223721    -0.611548     2.102636
52064.50    -0.235579    -0.549441     2.479889
52064.75    -0.146138    -0.359602     1.497025
52065.00    -0.205275    -0.472177     1.926501
52065.25    -0.086459    -0.251176     1.225197
52065.50    -0.152846    -0.207162     1.517879
52065.75    -0.070062    -0.090362     0.643285
52066.00    -0.103493    -0.227577     0.998315
52066.25     0.028291    -0.079471     0.381708
52066.50     0.026716    -0.018245     0.452745
52066.75     0.094222     0.066940    -0.267500
52067.00    -0.015843    -0.120376     0.376424
52067.25     0.104412     0.029026    -0.131868
52067.50     0.026232     0.018776     0.314436
52067.75     0.042275     0.079479    -0.211384
52068.00    -0.117904    -0.142844     0.724378
52068.25    -0.069574    -0.005366     0.479053
52068.50    -0.138472    -0.023231     0.935309
52068.75    -0.098022     0.046961     0.328744
52069.00    -0.251614    -0.198955     1.157872
52069.25    -0.203421    -0.083409     0.846766
52069.50    -0.250298    -0.117387     1.181025
52069.75    -0.192023    -0.062099     0.554484
52070.00    -0.314208    -0.281497     1.239213
52070.25    -0.257875    -0.156208     0.868889
52070.50    -0.328096    -0.183322     1.222347
52070.75    -0.296012    -0.153262     0.654153
52071.00    -0.409898    -0.354414     1.262332
52071.25    -0.350974    -0.257384     0.887313
52071.50    -0.386794    -0.261186     1.046699
52071.75    -0.368630    -0.246140     0.513309
52072.00    -0.478336    -0.462708     1.221774
52072.25    -0.416680    -0.387912     0.968344
52072.50    -0.510578    -0.475604     1.546761
52072.75    -0.452481    -0.466599     0.980052
52073.00    -0.540815    -0.687320     1.810505
52073.25    -0.451698    -0.607215     1.630356
52073.50    -0.489892    -0.616547     2.030960
52073.75    -0.410278    -0.513319     1.312884
52074.00    -0.449680    -0.633843     1.824928
52074.25    -0.290851    -0.380900     1.057395
52074.50    -0.306995    -0.281974     1.141846
52074.75    -0.216852    -0.140515     0.275310
52075.00    -0.268592    -0.298557     0.829716
52075.25    -0.133436    -0.131927     0.296838
52075.50    -0.165365    -0.103327     0.589129
52075.75    -0.057716     0.042071    -0.247824
52076.00    -0.103959    -0.124061     0.363983
52076.25     0.058409     0.076002    -0.177813
52076.50     0.072573     0.149709    -0.047712
52076.75     0.151825     0.261588    -0.769347
52077.00     0.020306     0.054392    -0.017285
52077.25     0.079174     0.176827    -0.331720
52077.50     0.025870     0.173550     0.046807
52077.75     0.028841     0.196260    -0.452706
52078.00    -0.089989    -0.053808     0.454739
52078.25     0.028981     0.043558     0.033351
52078.50     0.002042    -0.013348     0.460497
52078.75     0.066852     0.032414    -0.142963
52079.00    -0.040276    -0.204972     0.760304
52079.25     0.018217    -0.062213     0.371552
52079.50     0.009439    -0.007302     0.470455
52079.75     0.062803     0.104972    -0.251127
52080.00    -0.054342    -0.070507     0.461053
52080.25     0.042928     0.130685    -0.040585
52080.50     0.069266     0.209805     0.031733
52080.75     0.189293     0.344528    -0.771994
52081.00     0.091451     0.129368    -0.019402
52081.25     0.219628     0.312599    -0.664082
52081.50     0.179603     0.303358    -0.366626
52081.75     0.219092     0.368518    -1.081045
52082.00     0.066340     0.086015    -0.128794
52082.25     0.105530     0.209515    -0.464741
52082.50     0.035395     0.154892    -0.029322
52082.75     0.032481     0.166966    -0.455200
52083.00    -0.125824    -0.071411     0.482566
52083.25    -0.075937     0.049629     0.183953
52083.50    -0.107581     0.028963     0.533204
52083.75    -0.053810     0.059367     0.073156
52084.00    -0.150098    -0.130436     0.747411
52084.25    -0.003581     0.030818     0.235857
52084.50     0.041576     0.061012     0.294207
52084.75     0.092594     0.100708    -0.164582
52085.00     0.004595    -0.092706     0.471020
52085.25     0.135158     0.028567     0.146062
52085.50     0.109898     0.018239     0.508628
52085.75     0.144295     0.064883     0.054851
52086.00     0.049400    -0.124519     0.805152
52086.25     0.185310     0.053027     0.401123
52086.50     0.193420     0.104265     0.565836
52086.75     0.270176     0.231183    -0.240674
52087.00     0.222842     0.089678     0.180673
52087.25     0.354665     0.317989    -0.508419
52087.50     0.378778     0.374442    -0.539533
52087.75     0.455231     0.462768    -1.331952
52088.00     0.399226     0.235591    -0.714577
52088.25     0.473338     0.325814    -1.019417
52088.50     0.476976     0.302555    -0.749956
52088.75     0.495861     0.318544    -1.227427
52089.00     0.333689     0.034701    -0.300070
52089.25     0.345139     0.094815    -0.537437
52089.50     0.283779     0.057703    -0.200626
52089.75     0.259530     0.082664    -0.701062
52090.00     0.104601    -0.151850     0.174660
52090.25     0.170588    -0.021936    -0.142303
52090.50     0.139513    -0.037556     0.227754
52090.75     0.136077     0.023468    -0.326331
52091.00     0.012527    -0.172231     0.364227
52091.25     0.115281    -0.012886    -0.086912
52091.50     0.092160    -0.008286     0.219894
52091.75     0.147615     0.038544    -0.388053
52092.00     0.039826    -0.176913     0.389566
52092.25     0.122121    -0.032379    -0.019011
52092.50     0.064460    -0.052200     0.355156
52092.75     0.103893     0.017698    -0.191812
52093.00     0.006313    -0.153400     0.468015
52093.25     0.046921     0.010390     0.100812
52093.50     0.012848     0.031319     0.271777
52093.75     0.041324     0.131687    -0.422018
52094.00    -0.037316    -0.009318     0.026061
52094.25     0.044000     0.178764    -0.434062
52094.50     0.067598     0.247765    -0.430233
52094.75     0.092750     0.291039    -0.922243
52095.00    -0.038421     0.095336    -0.194540
52095.25    -0.033521     0.180543    -0.381009
52095.50    -0.140533     0.134201     0.123009
52095.75    -0.129076     0.196533    -0.418431
52096.00    -0.290651    -0.098147     0.562963
52096.25    -0.228150    -0.003001     0.198201
52096.50    -0.245942     0.032089     0.302637
52096.75    -0.147735     0.123344    -0.446743
52097.00    -0.187972    -0.023116     0.111922
52097.25    -0.067833     0.097021    -0.336606
52097.50    -0.074107     0.090230    -0.147967
52097.75     0.024951     0.152068    -0.872960
52098.00    -0.004576    -0.000055    -0.290724
52098.25     0.122595     0.145242    -0.791643
52098.50     0.132520     0.156443    -0.590457
52098.75     0.193658     0.194075    -1.170129
52099.00     0.069244    -0.019663    -0.417472
52099.25     0.105104     0.085421    -0.687664
52099.50     0.079864     0.093045    -0.423419
52099.75     0.103225     0.140254    -0.897722
52100.00    -0.031802    -0.090554    -0.094114
52100.25    -0.042361    -0.018055    -0.242468
52100.50    -0.089095    -0.034596    -0.011284
52100.75    -0.087218     0.036926    -0.556317
52101.00    -0.227572    -0.189296     0.326096
52101.25    -0.131690    -0.056227    -0.027918
52101.50    -0.145629    -0.068418     0.362029
52101.75    -0.089655    -0.046840    -0.172880
52102.00    -0.157330    -0.208997     0.476118
52102.25    -0.041691    -0.019564     0.045628
52102.50     0.018235     0.045583     0.080538
52102.75     0.123164     0.133387    -0.618815
52103.00     0.044067    -0.021777    -0.136625
52103.25     0.104597     0.121815    -0.538955
52103.50     0.064836     0.147698    -0.336222
52103.75     0.060994     0.209502    -0.921457
52104.00    -0.147619    -0.015585    -0.016172
52104.25    -0.156231     0.046748    -0.213750
52104.50    -0.234500    -0.014135     0.200877
52104.75    -0.234240    -0.006877    -0.274827
52105.00    -0.417754    -0.283836     0.779064
52105.25    -0.387122    -0.242700     0.640145
52105.50    -0.509749    -0.260205     1.157772
52105.75    -0.559022    -0.227289     0.683836
52106.00    -0.690621    -0.379862     1.349258
52106.25    -0.601429    -0.229971     0.936838
52106.50    -0.621217    -0.201345     1.180309
52106.75    -0.539592    -0.093590     0.433544
52107.00    -0.596158    -0.278746     0.992351
52107.25    -0.515202    -0.135863     0.527356
52107.50    -0.501591    -0.062241     0.476235
52107.75    -0.345697     0.096384    -0.545696
52108.00    -0.422552    -0.082627     0.081943
52108.25    -0.333526     0.024621    -0.237045
52108.50    -0.347936    -0.003186     0.072865
52108.75    -0.289219     0.069076    -0.493773
52109.00    -0.374996    -0.141570     0.198482
52109.25    -0.289133     0.004075    -0.171423
52109.50    -0.304471    -0.008141     0.153549
52109.75    -0.281794     0.017353    -0.346490
52110.00    -0.393521    -0.190162     0.323305
52110.25    -0.317778    -0.044071    -0.034798
52110.50    -0.340834    -0.023341     0.209677
52110.75    -0.301361     0.035904    -0.311721
52111.00    -0.411905    -0.218354     0.575168
52111.25    -0.316577    -0.091794     0.176962
52111.50    -0.347668    -0.124778     0.474072
52111.75    -0.294346    -0.069943    -0.108092
52112.00    -0.426317    -0.349964     0.799726
52112.25    -0.325120    -0.245196     0.476092
52112.50    -0.317853    -0.260240     0.811352
52112.75    -0.220600    -0.193695     0.228234
52113.00    -0.309337    -0.411781     1.056556
52113.25    -0.184098    -0.271492     0.744089
52113.50    -0.159213    -0.247013     0.990165
52113.75    -0.106957    -0.170096     0.374415
52114.00    -0.220444    -0.386912     1.196441
52114.25    -0.137561    -0.258602     0.946404
52114.50    -0.134307    -0.229209     1.166552
52114.75    -0.082295    -0.162304     0.531534
52115.00    -0.168278    -0.360771     1.244982
52115.25    -0.041726    -0.210167     0.828587
52115.50    -0.020786    -0.189612     1.061184
52115.75     0.092533    -0.076320     0.312557
52116.00     0.017218    -0.256411     1.099043
52116.25     0.124138    -0.096062     0.722055
52116.50     0.137290    -0.060986     0.944991
52116.75     0.213054     0.051822     0.306629
52117.00     0.078837    -0.099186     1.026732
52117.25     0.158013     0.069229     0.632059
52117.50     0.146620     0.128377     0.833843
52117.75     0.147298     0.191781     0.170850
52118.00    -0.021516    -0.010052     0.903991
52118.25     0.032018     0.134770     0.469703
52118.50    -0.028148     0.158959     0.597586
52118.75    -0.038906     0.218665    -0.130276
52119.00    -0.190373    -0.052475     0.626731
52119.25    -0.136044     0.081887     0.057387
52119.50    -0.204908     0.072220     0.284364
52119.75    -0.198425     0.140878    -0.315092
52120.00    -0.326855    -0.136954     0.659815
52120.25    -0.273788    -0.061275     0.483278
52120.50    -0.273931    -0.109703     0.860075
52120.75    -0.191190    -0.058683     0.262998
52121.00    -0.286396    -0.307014     1.149768
52121.25    -0.163377    -0.170585     0.887569
52121.50    -0.093942    -0.112991     1.064700
52121.75     0.008681     0.025748     0.216457
52122.00    -0.004532    -0.118761     0.722879
52122.25     0.174889     0.115491     0.053431
52122.50     0.242242     0.233299    -0.004015
52122.75     0.400006     0.366130    -0.902359
52123.00     0.322325     0.217255    -0.225389
52123.25     0.435139     0.352243    -0.655853
52123.50     0.425460     0.379685    -0.421919
52123.75     0.502642     0.455222    -1.015658
52124.00     0.348550     0.227491    -0.112860
52124.25     0.361911     0.276353    -0.190042
52124.50     0.254982     0.201845     0.355463
52124.75     0.244764     0.180287    -0.020985
52125.00     0.003247    -0.128166     1.081008
52125.25     0.038879    -0.076804     0.895767
52125.50    -0.010991    -0.123515     1.227794
52125.75     0.021570    -0.080433     0.627055
52126.00    -0.099773    -0.288906     1.255080
52126.25     0.052107    -0.081078     0.542049
52126.50     0.107949     0.009329     0.479451
52126.75     0.232937     0.168086    -0.433269
52127.00     0.175594     0.033970     0.065940
52127.25     0.345963     0.195040    -0.523994
52127.50     0.376060     0.234851    -0.424474
52127.75     0.457611     0.305253    -1.038667
52128.00     0.344804     0.095890    -0.261726
52128.25     0.422149     0.222593    -0.613678
52128.50     0.388599     0.176962    -0.247846
52128.75     0.384947     0.217875    -0.737832
52129.00     0.228160    -0.023877     0.158728
52129.25     0.288912     0.120175    -0.245545
52129.50     0.229547     0.041572     0.245416
52129.75     0.258635     0.069388    -0.333670
52130.00     0.118601    -0.162687     0.424516
52130.25     0.238293    -0.032477    -0.094601
52130.50     0.212418    -0.054278     0.229014
52130.75     0.302210     0.036035    -0.554498
52131.00     0.182136    -0.147514     0.212949
52131.25     0.315406     0.017013    -0.321317
52131.50     0.302929     0.044228    -0.089877
52131.75     0.374586     0.127126    -0.736964
52132.00     0.255503    -0.115504     0.221878
52132.25     0.362914     0.021434    -0.100202
52132.50     0.363668     0.023840     0.174389
52132.75     0.416628     0.085739    -0.429193
52133.00     0.256146    -0.111286     0.470228
52133.25     0.382023     0.102527    -0.212634
52133.50     0.417311     0.197262    -0.259715
52133.75     0.516743     0.340040    -1.187554
52134.00     0.386238     0.164579    -0.471412
52134.25     0.484422     0.336741    -1.013705
52134.50     0.479863     0.331604    -0.876953
52134.75     0.524203     0.373678    -1.595337
52135.00     0.331374     0.118769    -0.688534
52135.25     0.344769     0.190183    -0.965242
52135.50     0.290733     0.108259    -0.499950
52135.75     0.296968     0.104939    -1.004993
52136.00     0.091757    -0.169438     0.095360
52136.25     0.142002    -0.082726    -0.125831
52136.50     0.131884    -0.110271     0.311900
52136.75     0.191537    -0.033236    -0.303056
52137.00     0.055181    -0.205812     0.548893
52137.25     0.139611    -0.041678     0.066004
52137.50     0.102651    -0.015146     0.376011
52137.75     0.157839     0.098334    -0.409039
52138.00     0.041538    -0.038169     0.210401
52138.25     0.137969     0.153416    -0.403847
52138.50     0.141743     0.178670    -0.307611
52138.75     0.203120     0.265930    -1.121697
52139.00     0.026700     0.025554    -0.298847
52139.25     0.090744     0.159797    -0.725891
52139.50     0.062977     0.182466    -0.500294
52139.75     0.093356     0.266006    -1.162370
52140.00    -0.093493    -0.045192     0.004282
52140.25     0.011878     0.079793    -0.403119
52140.50    -0.058966     0.027549     0.141214
52140.75    -0.079633     0.071404    -0.303816
52141.00    -0.275694    -0.158881     0.732314
52141.25    -0.233169    -0.004855     0.418218
52141.50    -0.297726    -0.032698     0.799392
52141.75    -0.284567    -0.003197     0.243564
52142.00    -0.426990    -0.251821     1.115395
52142.25    -0.319713    -0.157195     0.817009
52142.50    -0.309482    -0.166180     1.108204
52142.75    -0.182417    -0.113299     0.327409
52143.00    -0.269594    -0.330153     1.094101
52143.25    -0.106711    -0.137626     0.498243
52143.50    -0.048026    -0.072237     0.538017
52143.75     0.070767     0.061874    -0.303648
52144.00    -0.048297    -0.126874     0.438408
52144.25     0.067915     0.012631     0.092377
52144.50     0.058273     0.061296     0.316216
52144.75     0.108545     0.137525    -0.216464
52145.00    -0.063274    -0.089307     0.740795
52145.25     0.021358     0.027501     0.496818
52145.50    -0.033525    -0.008650     0.869492
52145.75    -0.008766     0.007022     0.317917
52146.00    -0.110465    -0.212900     1.016895
52146.25    -0.022244    -0.119617     0.686458
52146.50    -0.081488    -0.098212     0.906480
52146.75    -0.069579    -0.066976     0.365940
52147.00    -0.228917    -0.279715     1.111700
52147.25    -0.161958    -0.121034     0.479574
52147.50    -0.170180    -0.056030     0.505755
52147.75    -0.085075     0.032190    -0.301050
52148.00    -0.228229    -0.171120     0.466901
52148.25    -0.171809    -0.040359     0.041993
52148.50    -0.160794    -0.024526     0.273085
52148.75    -0.138379     0.009969    -0.212849
52149.00    -0.340586    -0.285876     0.963929
52149.25    -0.283374    -0.180867     0.706305
52149.50    -0.318348    -0.184623     1.187827
52149.75    -0.310074    -0.137918     0.724798
52150.00    -0.460764    -0.366153     1.636219
52150.25    -0.385487    -0.219044     1.208298
52150.50    -0.405249    -0.209309     1.560165
52150.75    -0.366396    -0.138214     0.989701
52151.00    -0.471736    -0.324156     1.694175
52151.25    -0.376501    -0.202973     1.254902
52151.50    -0.383159    -0.187154     1.419910
52151.75    -0.296861    -0.090822     0.548656
52152.00    -0.395820    -0.256429     1.105704
52152.25    -0.328210    -0.130291     0.733564
52152.50    -0.381089    -0.139262     1.087707
52152.75    -0.357565    -0.069030     0.455431
52153.00    -0.524129    -0.243186     1.173632
52153.25    -0.499636    -0.125261     0.820076
52153.50    -0.581223    -0.123470     1.225665
52153.75    -0.566457    -0.083952     0.664124
52154.00    -0.670992    -0.275646     1.344025
52154.25    -0.502589    -0.146068     0.818881
52154.50    -0.506262    -0.165507     1.227606
52154.75    -0.406751    -0.099593     0.475711
52155.00    -0.509380    -0.293407     1.148770
52155.25    -0.390525    -0.173338     0.622825
52155.50    -0.387754    -0.175622     0.802021
52155.75    -0.274638    -0.125433     0.070582
52156.00    -0.349814    -0.339178     0.873034
52156.25    -0.207656    -0.156929     0.407471
52156.50    -0.162139    -0.092914     0.636726
52156.75    -0.063518     0.011981     0.010443
52157.00    -0.197148    -0.204008     0.923295
52157.25    -0.129991    -0.049922     0.657894
52157.50    -0.171023    -0.038931     1.060324
52157.75    -0.175619    -0.001641     0.510384
52158.00    -0.359806    -0.262704     1.413770
52158.25    -0.267299    -0.170675     1.029895
52158.50    -0.324093    -0.205963     1.314726
52158.75    -0.265059    -0.161949     0.473714
52159.00    -0.352455    -0.426265     1.165653
52159.25    -0.234359    -0.327297     0.674845
52159.50    -0.264363    -0.368005     0.980009
52159.75    -0.164483    -0.306164     0.177516
52160.00    -0.294230    -0.569538     1.105344
52160.25    -0.193944    -0.429236     0.589143
52160.50    -0.179152    -0.379306     0.837901
52160.75    -0.080809    -0.243879     0.061396
52161.00    -0.200897    -0.420416     0.956199
52161.25    -0.060620    -0.223667     0.511084
52161.50    -0.017470    -0.125726     0.745127
52161.75     0.054039    -0.014771     0.067613
52162.00    -0.039323    -0.185745     0.819697
52162.25     0.096858     0.019030     0.235065
52162.50     0.127176     0.074556     0.365599
52162.75     0.187421     0.151125    -0.283146
52163.00     0.099644    -0.019069     0.364701
52163.25     0.218612     0.098798    -0.059658
52163.50     0.197057     0.114091     0.315274
52163.75     0.275975     0.181014    -0.374332
52164.00     0.118696    -0.046070     0.489706
52164.25     0.133414    -0.004477     0.397214
52164.50     0.023620    -0.016562     0.849676
52164.75     0.021703     0.056940     0.220088
52165.00    -0.109740    -0.117978     0.909563
52165.25    -0.010704     0.046677     0.429237
52165.50    -0.026941     0.112760     0.685183
52165.75     0.032555     0.197364    -0.039935
52166.00    -0.068247     0.028089     0.597128
52166.25     0.078380     0.180449    -0.016746
52166.50     0.114439     0.194670     0.191733
52166.75     0.197890     0.217074    -0.500505
52167.00     0.072166    -0.035874     0.454844
52167.25     0.202778     0.050064     0.046376
52167.50     0.164234     0.007928     0.510850
52167.75     0.212569     0.053233    -0.061618
52168.00     0.052182    -0.199578     0.888246
52168.25     0.104741    -0.107933     0.595935
52168.50     0.040435    -0.132612     1.060115
52168.75     0.130267    -0.068647     0.347612
52169.00    -0.018433    -0.288457     1.216025
52169.25     0.130355    -0.144828     0.765004
52169.50     0.155173    -0.094539     0.942716
52169.75     0.216397    -0.054852     0.300125
52170.00     0.101675    -0.245159     1.088437
52170.25     0.229195    -0.130247     0.699172
52170.50     0.148751    -0.164733     1.207775
52170.75     0.193281    -0.136979     0.626941
52171.00     0.062013    -0.352496     1.522542
52171.25     0.144102    -0.216813     1.096016
52171.50     0.100530    -0.230171     1.443121
52171.75     0.206813    -0.119569     0.532624
52172.00     0.123837    -0.294203     1.186872
52172.25     0.220827    -0.151435     0.758957
52172.50     0.252538    -0.069112     0.836098
52172.75     0.334385     0.031834     0.013857
52173.00     0.191499    -0.147431     0.793290
52173.25     0.272896    -0.002920     0.344985
52173.50     0.224471     0.027852     0.633994
52173.75     0.262997     0.086378    -0.159480
52174.00     0.117715    -0.153330     0.682842
52174.25     0.231467    -0.003813     0.124366
52174.50     0.188445     0.002549     0.524169
52174.75     0.277064     0.106471    -0.287066
52175.00     0.185166    -0.083519     0.494275
52175.25     0.268437     0.060186     0.082384
52175.50     0.211211     0.074470     0.506610
52175.75     0.268210     0.172294    -0.232161
52176.00     0.112300    -0.041067     0.611914
52176.25     0.170366     0.102591     0.216616
52176.50     0.145062     0.157059     0.469289
52176.75     0.204323     0.241630    -0.281502
52177.00     0.036590     0.019355     0.587240
52177.25     0.098209     0.113713     0.323251
52177.50     0.030036     0.100788     0.852884
52177.75     0.062013     0.126305     0.288599
52178.00    -0.100331    -0.097565     1.163911
52178.25    -0.037096    -0.003598     0.897211
52178.50    -0.074238     0.005964     1.243585
52178.75    -0.031841     0.027371     0.644457
52179.00    -0.152424    -0.170422     1.384988
52179.25    -0.023923    -0.022279     0.843632
52179.50    -0.002527     0.022101     1.078746
52179.75     0.083519     0.054559     0.391403
52180.00     0.001614    -0.168562     1.208815
52180.25     0.138612    -0.041413     0.744209
52180.50     0.175839    -0.037028     1.104493
52180.75     0.218156    -0.017759     0.551404
52181.00     0.113502    -0.240324     1.375821
52181.25     0.260123    -0.109541     0.850973
52181.50     0.267965    -0.061943     1.149648
52181.75     0.355885     0.061848     0.243807
52182.00     0.234261    -0.103376     0.979136
52182.25     0.352656     0.076360     0.297288
52182.50     0.343966     0.101622     0.588667
52182.75     0.445761     0.204165    -0.347811
52183.00     0.251171    -0.031667     0.523374
52183.25     0.392649     0.179401    -0.418092
52183.50     0.342582     0.143038    -0.093503
52183.75     0.357118     0.169980    -0.826037
52184.00     0.170423    -0.091289     0.018557
52184.25     0.303341     0.030881    -0.569232
52184.50     0.246467    -0.048160     0.075358
52184.75     0.313830     0.004503    -0.581552
52185.00     0.200389    -0.216451     0.373382
52185.25     0.360438    -0.001412    -0.294336
52185.50     0.372108     0.030772     0.076468
52185.75     0.477960     0.127367    -0.748250
52186.00     0.334878    -0.089056     0.105006
52186.25     0.454663     0.041152    -0.459494
52186.50     0.400737     0.016964     0.054270
52186.75     0.430327     0.081357    -0.562894
52187.00     0.212681    -0.155345     0.490056
52187.25     0.228807    -0.045331     0.105855
52187.50     0.098970    -0.014078     0.486726
52187.75     0.065707     0.085294    -0.350857
52188.00    -0.144125    -0.076076     0.406567
52188.25    -0.098845     0.064740    -0.030029
52188.50    -0.187588     0.069307     0.357761
52188.75    -0.132068     0.133053    -0.410561
52189.00    -0.265367    -0.085952     0.406061
52189.25    -0.183086     0.061182    -0.185729
52189.50    -0.212818     0.122535     0.022425
52189.75    -0.117773     0.220599    -0.874418
52190.00    -0.254047     0.027284    -0.109076
52190.25    -0.179211     0.123450    -0.484197
52190.50    -0.192928     0.102889    -0.142973
52190.75    -0.183879     0.099067    -0.679241
52191.00    -0.313267    -0.107369     0.025996
52191.25    -0.177737    -0.039299    -0.359610
52191.50    -0.187971    -0.058214     0.079426
52191.75    -0.097904    -0.047470    -0.658798
52192.00    -0.143753    -0.211608    -0.051779
52192.25     0.010114    -0.064810    -0.551559
52192.50    -0.038777    -0.025423    -0.123479
52192.75     0.000988     0.053788    -0.808482
52193.00    -0.152056    -0.148534     0.090206
52193.25    -0.094692    -0.065313    -0.196853
52193.50    -0.186153    -0.106272     0.465374
52193.75    -0.057395    -0.099000    -0.210521
