Dataset:              Benthic Species Abundance Data
File Name:            G3_2LA91.TXT
Date Created:         07/29/99
# Variables:          7
# Header Records:     17
# Data Records:       2267
Missing Value Symbol: .

Variables:    STA_NAME     Station name
              DATE         Sample collection date (YYMMDD)
              LATIN NAME   Scientific (Latin) name
              #GRABS       Number of grabs
              T_ABN        Total abundance (#)
              M_ABN        Mean abundance (#)
              SDABN        Std. dev. of mean abundance

STA_NAME   DATE LATIN NAME                       #GRABS  T_ABN    M_ABN  SDABN
LA91LR38 910813 PRIONOSPIO PYGMAEA                    3      1     0.33   0.58
LA91LR38 910813 SPIOCHAETOPTERUS COSTARUM             3      1     0.33   0.58
LA91LR38 910813 TELLINA VERSICOLOR                    3      2     0.67   1.15
LA91LR38 910813 TEXADINA SPHINCTOSTOMA                3      1     0.33   0.58
LA91LR38 910813 UNID. CALLIANASSIDAE                  3      1     0.33   0.58
LA91LR38 910813 UNID. MACTRIDAE                       3      4     1.33   2.31
LA91LR38 910813 UNID. NEMERTEA                        3     22     7.33   3.79
LA91LR38 910813 UNID. TELLINIDAE                      3      1     0.33   0.58
LA91LR39 910719 ACTEOCINA CANALICULATA                3     46    15.33   3.79
LA91LR39 910719 AMPELISCA SP.C                        3      2     0.67   1.15
LA91LR39 910719 ANACHIS OBESA                         3      1     0.33   0.58
LA91LR39 910719 ANCISTROSYLLIS SP.B                   3      1     0.33   0.58
LA91LR39 910719 ARICIDEA ALISDAIRI                    3     18     6.00   2.65
LA91LR39 910719 ARICIDEA LOPEZI                       3      3     1.00   1.00
LA91LR39 910719 ARICIDEA PHILBINAE                    3      7     2.33   4.04
LA91LR39 910719 CAECUM JOHNSONI                       3      2     0.67   1.15
LA91LR39 910719 CIRROPHORUS SP.                       3      1     0.33   0.58
LA91LR39 910719 COSSURA DELTA                         3      7     2.33   0.58
LA91LR39 910719 CYCLASPIS VARIANS                     3      2     0.67   0.58
LA91LR39 910719 DIPLODONTA PUNCTATA                   3     28     9.33   7.23
LA91LR39 910719 HEMIPHOLIS ELONGATA                   3      8     2.67   4.62
LA91LR39 910719 LUCINA RADIANS                        3      1     0.33   0.58
LA91LR39 910719 LUMBRINERIS TENUIS                    3     18     6.00   2.00
LA91LR39 910719 MAGELONA SP.I                         3      2     0.67   1.15
LA91LR39 910719 MALMGRENIELLA SP.A                    3      7     2.33   0.58
LA91LR39 910719 MEDIOMASTUS SP.                       3     30    10.00   6.00
LA91LR39 910719 MICROPHIOPHOLIS ATRA                  3      4     1.33   1.53
LA91LR39 910719 MICROPHIOPHOLIS SP.                   3      3     1.00   1.73
LA91LR39 910719 MULINIA LATERALIS                     3      8     2.67   2.08
LA91LR39 910719 MULINIA PONTCHARTRAINENSIS            3      3     1.00   1.00
LA91LR39 910719 MYRIOCHELE OCULATA                    3      3     1.00   1.00
LA91LR39 910719 MYRIOWENIA SP.A                       3      4     1.33   1.15
LA91LR39 910719 MYSELLA PLANULATA                     3     30    10.00  10.82
LA91LR39 910719 MYSELLA SP.A                          3      8     2.67   2.52
LA91LR39 910719 NASSARIUS ACUTUS                      3     17     5.67   5.69
LA91LR39 910719 NEMERTEA SP.A                         3      1     0.33   0.58
LA91LR39 910719 NEMERTEA SP.C                         3     10     3.33   4.93
LA91LR39 910719 NOTOMASTUS DAUERI                     3      3     1.00   1.00
LA91LR39 910719 OWENIA SP.A                           3      2     0.67   0.58
LA91LR39 910719 OXYUROSTYLIS SP.B                     3      1     0.33   0.58
LA91LR39 910719 PARAPRIONOSPIO PINNATA                3      9     3.00   1.73
LA91LR39 910719 PECTINARIA GOULDII                    3      1     0.33   0.58
LA91LR39 910719 PERIPLOMA MARGARITACEUM               3      5     1.67   2.08
LA91LR39 910719 PHASCOLION SP.B                       3      3     1.00   1.00
LA91LR39 910719 PHORONIS MUELLERI                     3      2     0.67   0.58
LA91LR39 910719 PRIONOSPIO PERKINSI                   3      3     1.00   1.73
LA91LR39 910719 PSEUDOPOLYDORA SP.                    3      1     0.33   0.58
LA91LR39 910719 SIGAMBRA TENTACULATA                  3      4     1.33   1.15
LA91LR39 910719 TEINOSTOMA BISCAYNENSE                3      1     0.33   0.58
LA91LR39 910719 TELLINA VERSICOLOR                    3      3     1.00   1.00
LA91LR39 910719 TURBONILLA SP.B                       3      1     0.33   0.58
LA91LR39 910719 UNID. BIVALVIA                        3      1     0.33   0.58
LA91LR39 910719 UNID. CERIANTHARIA                    3      1     0.33   0.58
LA91LR39 910719 UNID. MACTRIDAE                       3      6     2.00   2.00
LA91LR39 910719 UNID. NEMERTEA                        3     55    18.33   3.79
LA91LR39 910719 UNID. OPHIUROIDEA                     3      2     0.67   1.15
LA91LR39 910719 XENANTHURA BREVITELSON                3      1     0.33   0.58
LA91LR40 910814 AULODRILUS PIGUETI                    3    267    89.00  94.40
LA91LR40 910814 AXIOTHELLA MUCOSA                     3    117    39.00  67.55
LA91LR40 910814 CHAOBORUS SP.                         3      3     1.00   0.00
LA91LR40 910814 COELOTANYPUS SP.                      3     48    16.00  12.17
LA91LR40 910814 MYRIOCHELE OCULATA                    3      1     0.33   0.58
LA91LR40 910814 PROBYTHINELLA LOUISIANAE              3     16     5.33   2.52
LA91LR40 910814 RANGIA CUNEATA                        3      2     0.67   0.58
LA91LR40 910814 TEXADINA SPHINCTOSTOMA                3     25     8.33   2.52
LA91LR40 910814 UNID. NEMERTEA                        3      1     0.33   0.58
LA91LR41 910817 ACTEOCINA CANALICULATA                3      2     0.67   1.15
LA91LR41 910817 ANACHIS OBESA                         3      1     0.33   0.58
LA91LR41 910817 BIFFARIUS BIFORMIS                    3      1     0.33   0.58
LA91LR41 910817 BIVALVIA GENUSB                       3      1     0.33   0.58
LA91LR41 910817 BIVALVIA GENUSE                       3      3     1.00   1.73
LA91LR41 910817 CAECUM JOHNSONI                       3     31    10.33  16.20
LA91LR41 910817 COSSURA DELTA                         3     12     4.00   6.93
LA91LR41 910817 DIPLODONTA PUNCTATA                   3      1     0.33   0.58
LA91LR41 910817 GLYCINDE SOLITARIA                    3      2     0.67   1.15
LA91LR41 910817 LUMBRINERIS TENUIS                    3     11     3.67   6.35
LA91LR41 910817 MAGELONA SP.I                         3      1     0.33   0.58
LA91LR41 910817 MEDIOMASTUS SP.                       3     29     9.67  16.74
LA91LR41 910817 MICROPHIOPHOLIS ATRA                  3      1     0.33   0.58
LA91LR41 910817 MULINIA LATERALIS                     3      1     0.33   0.58
LA91LR41 910817 MYSELLA SP.A                          3     67    22.33  38.68
LA91LR41 910817 NASSARIUS ACUTUS                      3      9     3.00   1.00
LA91LR41 910817 NEMERTEA SP.A                         3      1     0.33   0.58
LA91LR41 910817 NEMERTEA SP.C                         3      3     1.00   1.00
LA91LR41 910817 PARAPRIONOSPIO PINNATA                3      1     0.33   0.58
LA91LR41 910817 PODARKEOPSIS LEVIFUSCINA              3      2     0.67   1.15
LA91LR41 910817 SIGAMBRA TENTACULATA                  3      4     1.33   2.31
LA91LR41 910817 SPIOCHAETOPTERUS COSTARUM             3      3     1.00   1.73
LA91LR41 910817 STREBLOSPIO BENEDICTI                 3      1     0.33   0.58
LA91LR41 910817 TEINOSTOMA BISCAYNENSE                3      5     1.67   2.08
LA91LR41 910817 UNID. ACTINIARIA                      3      1     0.33   0.58
LA91LR41 910817 UNID. MALDANIDAE                      3      1     0.33   0.58
LA91LR41 910817 UNID. NEMERTEA                        3     17     5.67   5.13
LA91LR41 910817 UNID. TUBIFICIDAE                     3      1     0.33   0.58
LA91LR41 910817 XENANTHURA BREVITELSON                3      2     0.67   1.15
LA91LR42 910717 COELOTANYPUS SP.                      3     23     7.67   7.23
LA91LR42 910717 PROBYTHINELLA LOUISIANAE              3      7     2.33   0.58
LA91LR42 910717 RANGIA CUNEATA                        3      7     2.33   2.08
LA91LR42 910717 TEXADINA SPHINCTOSTOMA                3      2     0.67   0.58
LA91LR43 910717 COELOTANYPUS SP.                      3      9     3.00   1.00
LA91LR43 910717 CRYPTOCHIRONOMUS SP.                  3      2     0.67   1.15
LA91LR43 910717 MULINIA PONTCHARTRAINENSIS            3      1     0.33   0.58
LA91LR43 910717 PARAPIONOSYLLIS SP.A                  3      1     0.33   0.58
LA91LR43 910717 RANGIA CUNEATA                        3     24     8.00   5.57
LA91LR43 910717 RANGIA FLEXUOSA                       3      1     0.33   0.58
LA91LR43 910717 TUBIFICOIDES HETEROCHAETUS            3      6     2.00   2.65
LA91LR44 910717 CHAOBORUS SP.                         3      1     0.33   0.58
LA91LR44 910717 COELOTANYPUS SP.                      3     17     5.67   3.21
LA91LR44 910717 COROPHIUM LACUSTRE                    3      1     0.33   0.58
LA91LR44 910717 CRYPTOCHIRONOMUS SP.                  3      3     1.00   1.00
LA91LR44 910717 MEDIOMASTUS SP.                       3      4     1.33   2.31
LA91LR44 910717 MICROCHIRONOMUS SP.                   3      3     1.00   1.73
LA91LR44 910717 PROCLADIUS SP.                        3      1     0.33   0.58
LA91LR44 910717 RANGIA CUNEATA                        3      3     1.00   1.00
LA91LR44 910717 TUBIFICOIDES HETEROCHAETUS            3     16     5.33   9.24
LA91LR44 910717 UNID. CHAOBORIDAE                     3      1     0.33   0.58
LA91LR45 910717 BALANUS SP.                           3     27     9.00  13.89
LA91LR45 910717 PARAPIONOSYLLIS SP.A                  3      6     2.00   2.00
LA91LR45 910717 TEXADINA SPHINCTOSTOMA                3     38    12.67  21.94
LA91LR45 910717 UNID. MYTILIDAE                       3      1     0.33   0.58
LA91LR45 910717 UNID. PYRAMIDELLIDAE                  3      1     0.33   0.58
LA91LR46 910711 MAGELONA RIOJAI                       3      1     0.33   0.58
LA91LR46 910711 PINNIXA SP.                           3      1     0.33   0.58
LA91LR46 910711 SYNCHELIDIUM AMERICANUM               3      4     1.33   0.58
LA91LR46 910711 UNID. NEMERTEA                        3      1     0.33   0.58
LA91LR47 910709 ARMANDIA MACULATA                     3      1     0.33   0.58
LA91LR47 910709 BALANUS IMPROVISUS                    3      1     0.33   0.58
LA91LR47 910709 LEPIDOPHTHALMUS LOUISIANENSIS         3      1     0.33   0.58
LA91LR47 910709 MEDIOMASTUS SP.                       3      1     0.33   0.58
LA91LR47 910709 RANGIA FLEXUOSA                       3      2     0.67   1.15
LA91LR47 910709 UNID. CALLIANASSIDAE                  3      1     0.33   0.58
LA91LR47 910709 UNID. NEMERTEA                        3      2     0.67   0.58
LA91LR48 910713 APSEUDES SP.A                         3      1     0.33   0.58
LA91LR48 910713 ARICIDEA ALISDAIRI                    3     17     5.67   3.51
LA91LR48 910713 ARICIDEA SP.                          3      1     0.33   0.58
LA91LR48 910713 ARICIDEA SUECICA                      3      7     2.33   2.52
LA91LR48 910713 ASYCHIS ELONGATUS                     3     21     7.00   3.46
LA91LR48 910713 BHAWANIA HETEROSETA                   3      7     2.33   2.52
LA91LR48 910713 CAECUM JOHNSONI                       3      1     0.33   0.58
LA91LR48 910713 CARAZZIELLA HOBSONAE                  3      2     0.67   1.15
LA91LR48 910713 CERATONEREIS IRRITABILIS              3      1     0.33   0.58
LA91LR48 910713 CIRROPHORUS SP.                       3     10     3.33   2.52
LA91LR48 910713 COROPHIUM TUBERCULATUM                3      6     2.00   2.00
LA91LR48 910713 COSSURA DELTA                         3      4     1.33   0.58
LA91LR48 910713 CRASSINELLA MARTINICENSIS             3      1     0.33   0.58
LA91LR48 910713 CYCLASPIS VARIANS                     3      1     0.33   0.58
LA91LR48 910713 DIOPATRA CUPREA                       3      3     1.00   1.00
LA91LR48 910713 DIPLODONTA PUNCTATA                   3      2     0.67   1.15
LA91LR48 910713 EDWARDSIA? SP.                        3      2     0.67   1.15
LA91LR48 910713 GALEOMMATACEA SP.A                    3      8     2.67   3.06
LA91LR48 910713 GLYCINDE SOLITARIA                    3      2     0.67   0.58
LA91LR48 910713 LEPIDONOTUS SUBLEVIS                  3     14     4.67   3.79
LA91LR48 910713 LISTRIELLA BARNARDI                   3      2     0.67   0.58
LA91LR48 910713 LUMBRINERIS SP.                       3     22     7.33   5.69
LA91LR48 910713 LUMBRINERIS TENUIS                    3     19     6.33   6.66
LA91LR48 910713 MAGELONA SP.H                         3      4     1.33   0.58
LA91LR48 910713 MEDIOMASTUS SP.                       3     69    23.00  23.43
LA91LR48 910713 MELINNA MACULATA                      3      7     2.33   2.52
LA91LR48 910713 MICROPHIOPHOLIS ATRA                  3      1     0.33   0.58
LA91LR48 910713 MICROPHIOPHOLIS SP.                   3      7     2.33   4.04
LA91LR48 910713 MYSELLA PLANULATA                     3      1     0.33   0.58
LA91LR48 910713 MYSELLA SP.A                          3     37    12.33   3.06
LA91LR48 910713 NASSARIUS ACUTUS                      3      2     0.67   1.15
LA91LR48 910713 NEMERTEA SP.A                         3      3     1.00   1.00
LA91LR48 910713 NEMERTEA SP.C                         3      1     0.33   0.58
LA91LR48 910713 NOTOMASTUS SP.                        3      1     0.33   0.58
LA91LR48 910713 NUCULA CRENULATA                      3      2     0.67   1.15
LA91LR48 910713 NUCULANA CONCENTRICA                  3      6     2.00   1.73
LA91LR48 910713 PARAPRIONOSPIO PINNATA                3     11     3.67   1.15
LA91LR48 910713 PERIPLOMA MARGARITACEUM               3     16     5.33   1.15
LA91LR48 910713 PHASCOLION SP.B                       3      7     2.33   3.21
LA91LR48 910713 PHORONIS ARCHITECTA                   3      8     2.67   4.62
LA91LR48 910713 PHORONIS MUELLERI                     3      2     0.67   1.15
LA91LR48 910713 PINNIXA PEARSEI                       3      3     1.00   1.00
LA91LR48 910713 PISTA CRISTATA                        3      2     0.67   1.15
LA91LR48 910713 PODARKEOPSIS LEVIFUSCINA              3      2     0.67   0.58
LA91LR48 910713 PRIONOSPIO PERKINSI                   3      3     1.00   1.73
LA91LR48 910713 PSEUDOPOLYDORA SP.                    3      1     0.33   0.58
LA91LR48 910713 STHENELAIS BOA                        3      1     0.33   0.58
LA91LR48 910713 STROMBIFORMIS HEMPHILLI               3      2     0.67   1.15
LA91LR48 910713 TURBONILLA SP.A                       3     10     3.33   5.77
LA91LR48 910713 TURBONILLA SP.B                       3      1     0.33   0.58
LA91LR48 910713 UNID. BRACHYURA                       3      1     0.33   0.58
LA91LR48 910713 UNID. ENTEROPNEUSTA                   3      7     2.33   1.53
LA91LR48 910713 UNID. HEMICHORDATA                    3      6     2.00   2.65
LA91LR48 910713 UNID. MALDANIDAE                      3     32    10.67   4.16
LA91LR48 910713 UNID. NEMERTEA                        3     18     6.00   1.73
LA91LR48 910713 UNID. NEREIDAE                        3      2     0.67   0.58
LA91LR48 910713 UNID. ONUPHIDAE                       3      1     0.33   0.58
LA91LR48 910713 UNID. OPHIUROIDEA                     3     24     8.00   2.65
LA91LR48 910713 UNID. SABELLIDAE                      3      3     1.00   1.73
LA91LR49 910713 ANCISTROSYLLIS SP.B                   3      1     0.33   0.58
LA91LR49 910713 ARICIDEA QUADRILOBATA                 3      7     2.33   2.08
LA91LR49 910713 ASYCHIS ELONGATUS                     3      4     1.33   1.53
LA91LR49 910713 BALANUS SP.                           3      1     0.33   0.58
LA91LR49 910713 BHAWANIA HETEROSETA                   3      2     0.67   1.15
LA91LR49 910713 CARAZZIELLA HOBSONAE                  3     10     3.33   4.93
LA91LR49 910713 COSSURA DELTA                         3     14     4.67   4.04
LA91LR49 910713 DIOPATRA CUPREA                       3      2     0.67   1.15
LA91LR49 910713 GLYCINDE SOLITARIA                    3      1     0.33   0.58
LA91LR49 910713 LEPIDONOTUS SUBLEVIS                  3      6     2.00   2.65
LA91LR49 910713 LUMBRINERIS ERNESTI                   3      3     1.00   1.73
LA91LR49 910713 LUMBRINERIS SP.                       3     11     3.67   5.51
LA91LR49 910713 LUMBRINERIS TENUIS                    3     15     5.00   3.61
LA91LR49 910713 MAGELONA SP.H                         3      1     0.33   0.58
LA91LR49 910713 MEDIOMASTUS SP.                       3      2     0.67   0.58
LA91LR49 910713 MELINNA MACULATA                      3      1     0.33   0.58
LA91LR49 910713 MICROPHIOPHOLIS ATRA                  3     12     4.00   2.00
LA91LR49 910713 MICROPHIOPHOLIS SP.                   3      4     1.33   2.31
LA91LR49 910713 MYSELLA PLANULATA                     3      2     0.67   1.15
LA91LR49 910713 MYSELLA SP.A                          3      2     0.67   1.15
LA91LR49 910713 NOTOMASTUS LATERICEUS                 3      1     0.33   0.58
LA91LR49 910713 NUCULANA CONCENTRICA                  3      1     0.33   0.58
LA91LR49 910713 PARAPRIONOSPIO PINNATA                3      7     2.33   1.53
LA91LR49 910713 PERIPLOMA MARGARITACEUM               3      2     0.67   0.58
LA91LR49 910713 PHORONIS ARCHITECTA                   3      6     2.00   1.00
LA91LR49 910713 PINNIXA RETINENS                      3      1     0.33   0.58
LA91LR49 910713 PINNIXA SP.                           3      1     0.33   0.58
LA91LR49 910713 PODARKEOPSIS LEVIFUSCINA              3      1     0.33   0.58
LA91LR49 910713 RANGIA CUNEATA                        3      4     1.33   2.31
LA91LR49 910713 SCOLOPLOS TEXANA                      3      1     0.33   0.58
LA91LR49 910713 SIGAMBRA TENTACULATA                  3      1     0.33   0.58
LA91LR49 910713 THARYX MARIONI                        3      4     1.33   1.53
LA91LR49 910713 THARYX SP.                            3      1     0.33   0.58
LA91LR49 910713 UNID. ENTEROPNEUSTA                   3      5     1.67   0.58
LA91LR49 910713 UNID. MALDANIDAE                      3      8     2.67   0.58
LA91LR49 910713 UNID. NEMERTEA                        3      3     1.00   1.00
LA91LR49 910713 UNID. OPHIUROIDEA                     3      1     0.33   0.58
LA91LR49 910713 UNID. PHORONIDA                       3      1     0.33   0.58
LA91LR49 910713 UNID. TURBELLARIA                     3      1     0.33   0.58
LA91LR50 910803 ACTEOCINA CANALICULATA                3      3     1.00   1.00
LA91LR50 910803 CAPITELLA CAPITATA                    3      5     1.67   0.58
LA91LR50 910803 CAPITELLIDES SP.                      3      2     0.67   1.15
LA91LR50 910803 CYATHURA POLITA                       3      1     0.33   0.58
LA91LR50 910803 CYCLASPIS VARIANS                     3      1     0.33   0.58
LA91LR50 910803 LEITOSCOLOPLOS ROBUSTUS               3      2     0.67   0.58
LA91LR50 910803 MEDIOMASTUS SP.                       3    282    94.00  27.40
LA91LR50 910803 MYSIDOPSIS ALMYRA                     3      1     0.33   0.58
LA91LR50 910803 NASSARIUS ACUTUS                      3      1     0.33   0.58
LA91LR50 910803 ODOSTOMIA WEBERI                      3      2     0.67   1.15
LA91LR50 910803 PARAPIONOSYLLIS SP.A                  3      1     0.33   0.58
LA91LR50 910803 STREBLOSPIO BENEDICTI                 3     41    13.67   4.16
LA91LR50 910803 TEXADINA SPHINCTOSTOMA                3      2     0.67   1.15
LA91LR50 910803 UNID. CALLIANASSIDAE                  3      2     0.67   0.58
LA91LR50 910803 UNID. NEMERTEA                        3     18     6.00   2.65
LA91LR50 910803 UNID. XANTHIDAE                       3      1     0.33   0.58
LA91LR55 910805 AMPELISCA SP.                         3      1     0.33   0.58
LA91LR55 910805 AMYGDALUM PAPYRIUM                    3     12     4.00   1.00
LA91LR55 910805 CAPITELLA CAPITATA                    3     40    13.33  15.28
LA91LR55 910805 CERAPUS TUBULARIS                     3      3     1.00   0.00
LA91LR55 910805 CYCLASPIS VARIANS                     3      1     0.33   0.58
LA91LR55 910805 DIOPATRA CUPREA                       3      1     0.33   0.58
LA91LR55 910805 ISCHADIUM RECURVUM                    3      1     0.33   0.58
LA91LR55 910805 LAEVICARDIUM MORTONI                  3      2     0.67   1.15
LA91LR55 910805 MICROPROTOPUS RANEYI                  3      3     1.00   1.73
LA91LR55 910805 MITRELLA LUNATA                       3      2     0.67   1.15
LA91LR55 910805 MULINIA LATERALIS                     3      3     1.00   1.00
LA91LR55 910805 PARACAPRELLA TENUIS                   3      1     0.33   0.58
LA91LR55 910805 PECTINARIA GOULDII                    3      1     0.33   0.58
LA91LR55 910805 STREBLOSPIO BENEDICTI                 3      3     1.00   1.73
LA91LR55 910805 UNID. BRACHYURA                       3      1     0.33   0.58
LA91LR55 910805 UNID. CALLIANASSIDAE                  3      1     0.33   0.58
LA91LR55 910805 UNID. CAPRELLIDAE                     3      1     0.33   0.58
LA91LR55 910805 UNID. NEMERTEA                        3      1     0.33   0.58
LA91LR55 910805 UNID. TUBIFICIDAE                     3      1     0.33   0.58
LA91RR01 910727 MEDIOMASTUS SP.                       3     14     4.67   3.51
LA91RR01 910727 MULINIA LATERALIS                     3      3     1.00   1.73
LA91RR01 910727 PARAPIONOSYLLIS SP.A                  3      7     2.33   0.58
LA91RR01 910727 UNID. BIVALVIA                        3      1     0.33   0.58
LA91RR01 910727 UNID. MACTRIDAE                       3      4     1.33   1.53
LA91RR02 910728 CAPITELLA CAPITATA                    3      2     0.67   1.15
LA91RR02 910728 POLYPEDILUM GROUP_A                   3      1     0.33   0.58
LA91RR02 910728 UNID. SPIONIDAE                       3      7     2.33   4.04
LA91RR03 910728 CALLINECTES SAPIDUS                   3      2     0.67   0.58
LA91RR03 910728 CAPITELLA CAPITATA                    3      1     0.33   0.58
LA91RR03 910728 EDOTEA TRILOBA                        3      1     0.33   0.58
LA91RR03 910728 HOBSONIA FLORIDA                      3      6     2.00   1.00
LA91RR03 910728 MEDIOMASTUS SP.                       3     90    30.00   8.72
LA91RR03 910728 MULINIA PONTCHARTRAINENSIS            3      1     0.33   0.58
LA91RR03 910728 STREBLOSPIO BENEDICTI                 3    156    52.00  17.35
LA91RR03 910728 TEXADINA SPHINCTOSTOMA                3      1     0.33   0.58
LA91RR03 910728 TUBIFICOIDES HETEROCHAETUS            3    184    61.33  48.39
LA91RR03 910728 UNID. BRACHYURA                       3      2     0.67   1.15
LA91RR03 910728 UNID. CALLIANASSIDAE                  3      1     0.33   0.58
LA91RR03 910728 UNID. NEMERTEA                        3      2     0.67   1.15
LA91RR04 910730 ANCISTROSYLLIS SP.B                   3      1     0.33   0.58
LA91RR04 910730 MAGELONA SP.                          3      1     0.33   0.58
LA91RR05 910730 NO LIVE ORGANISMS                     3      0     0.00   0.00
LA91RR06 910731 LIMNODRILUS CERVIX                    3      5     1.67   0.58
LA91RR06 910731 UNID. NEMERTEA                        3      1     0.33   0.58
LA91RR06 910731 UNID. TUBIFICIDAE                     3    327   109.00  14.73
LA91RR07 910729 COELOTANYPUS SP.                      3      1     0.33   0.58
LA91RR07 910729 CORBICULA FLUMINEA                    3      7     2.33   1.15
LA91RR07 910729 GAMMARUS TIGRINUS                     3      3     1.00   1.73
LA91RR08 910731 COELOTANYPUS SP.                      3      1     0.33   0.58
LA91RR08 910731 CORBICULA FLUMINEA                    3     40    13.33  23.09
LA91RR08 910731 LIMNODRILUS CERVIX                    3      8     2.67   2.52
LA91RR08 910731 UNID. TUBIFICIDAE                     3     24     8.00  11.36
LA91RR09 910731 ASELLUS SP.A                          3      1     0.33   0.58
LA91RR09 910731 CAMPSURUS SP.                         3      1     0.33   0.58
LA91RR09 910731 COELOTANYPUS SP.                      3      4     1.33   1.15
LA91RR09 910731 CORBICULA FLUMINEA                    3    187    62.33  59.68
LA91RR09 910731 CRYPTOCHIRONOMUS SP.                  3      8     2.67   0.58
LA91RR09 910731 GAMMARUS TIGRINUS                     3     12     4.00   5.29
LA91RR09 910731 UNID. ORTHOCLADIINAE                  3      1     0.33   0.58
LA91RR09 910731 UNID. TUBIFICIDAE                     3      7     2.33   1.53
LA91RR10 910725 LIMNODRILUS CERVIX                    3      4     1.33   1.53
LA91RR10 910725 UNID. TUBIFICIDAE                     3     29     9.67   5.51
LA91SI06 910725 CORBULA CONTRACTA                     3      1     0.33   0.58
LA91SI06 910725 DIOPATRA CUPREA                       3      1     0.33   0.58
LA91SI06 910725 PARAPRIONOSPIO PINNATA                3      7     2.33   3.21
LA91SI06 910725 PSEUDEURYTHOE PAUCIBRANCHIATA         3      3     1.00   1.00
LA91SI06 910725 TEINOSTOMA SP.A                       3      1     0.33   0.58
LA91SR01 910909 ACANTHOHAUSTORIUS UNCINUS             3     11     3.67   6.35
LA91SR01 910909 ACTEOCINA CANALICULATA                3      4     1.33   0.58
LA91SR01 910909 AMPELISCA SP.A                        3      1     0.33   0.58
LA91SR01 910909 AMPELISCA SP.C                        3      3     1.00   1.73
LA91SR01 910909 BATEA CATHARINENSIS                   3      1     0.33   0.58
LA91SR01 910909 CAECUM NITIDUM                        3      1     0.33   0.58
LA91SR01 910909 CAECUM PULCHELLUM                     3      1     0.33   0.58
LA91SR01 910909 CIRROPHORUS SP.                       3      4     1.33   2.31
LA91SR01 910909 GLYCINDE SOLITARIA                    3      2     0.67   1.15
LA91SR01 910909 LINGA AMIANTUS                        3      3     1.00   1.73
LA91SR01 910909 LOIMIA MEDUSA                         3      2     0.67   1.15
LA91SR01 910909 LUCINA RADIANS                        3      4     1.33   2.31
LA91SR01 910909 LUMBRINERIS ERNESTI                   3      2     0.67   1.15
LA91SR01 910909 LYONSIA HYALINA                       3      1     0.33   0.58
LA91SR01 910909 MAGELONA PETTIBONEAE                  3      1     0.33   0.58
LA91SR01 910909 MEDIOMASTUS SP.                       3      3     1.00   1.73
LA91SR01 910909 MONOCULODES NYEI                      3      2     0.67   1.15
LA91SR01 910909 NASSARIUS ACUTUS                      3      1     0.33   0.58
LA91SR01 910909 NATICA PUSILLA                        3      1     0.33   0.58
LA91SR01 910909 NERITINA RECLIVATA                    3      1     0.33   0.58
LA91SR01 910909 ODONTOSYLLIS ENOPLA                   3      1     0.33   0.58
LA91SR01 910909 ODOSTOMIA WEBERI                      3      1     0.33   0.58
LA91SR01 910909 PAGURUS SP.                           3      2     0.67   0.58
LA91SR01 910909 PARAPRIONOSPIO PINNATA                3      2     0.67   1.15
LA91SR01 910909 PRIONOSPIO HETEROBRANCHIA             3      2     0.67   0.58
LA91SR01 910909 PRIONOSPIO PERKINSI                   3      1     0.33   0.58
LA91SR01 910909 PRIONOSPIO PYGMAEA                    3      1     0.33   0.58
LA91SR01 910909 PROCESSA BERMUDENSIS                  3      1     0.33   0.58
LA91SR01 910909 SAGITTA FRIDERICI                     3      1     0.33   0.58
LA91SR01 910909 SCHISTOMERINGOS RUDOLPHI              3      1     0.33   0.58
LA91SR01 910909 SCOLELEPIS SP.                        3      1     0.33   0.58
LA91SR01 910909 STREBLOSPIO BENEDICTI                 3     38    12.67  21.94
LA91SR01 910909 TELLINA VERSICOLOR                    3      3     1.00   1.00
LA91SR01 910909 TRAVISIA HOBSONAE                     3      3     1.00   1.73
LA91SR01 910909 UNID. CHAETOPTERIDAE                  3      1     0.33   0.58
LA91SR01 910909 UNID. CREPIDULIDAE                    3      1     0.33   0.58
LA91SR01 910909 UNID. NEMERTEA                        3      7     2.33   2.08
LA91SR01 910909 UNID. OLIGOCHAETA                     3      2     0.67   0.58
LA91SR01 910909 UNID. TUBIFICIDAE                     3      3     1.00   1.00
LA91SR02 910711 ACTEOCINA CANALICULATA                3      6     2.00   2.65
LA91SR02 910711 AMAKUSANTHURA MAGNIFICA               3      2     0.67   0.58
LA91SR02 910711 AMBIDEXTER SYMMETRICUS                3      3     1.00   1.00
LA91SR02 910711 AMPELISCA AGASSIZI                    3      2     0.67   1.15
LA91SR02 910711 AMPELISCA HOLMESI                     3     10     3.33   4.93
LA91SR02 910711 AMPELISCA VADORUM                     3      3     1.00   1.00
LA91SR02 910711 AMPITHOE VALIDA                       3      1     0.33   0.58
LA91SR02 910711 ARABELLA MUTANS                       3      1     0.33   0.58
LA91SR02 910711 ARICIDEA ALISDAIRI                    3      1     0.33   0.58
LA91SR02 910711 ARICIDEA LOPEZI                       3     33    11.00   5.57
LA91SR02 910711 ARICIDEA SP.                          3      1     0.33   0.58
LA91SR02 910711 AXIOTHELLA MUCOSA                     3      1     0.33   0.58
LA91SR02 910711 CAECUM NITIDUM                        3      3     1.00   1.00
LA91SR02 910711 CAECUM PULCHELLUM                     3    104    34.67  24.83
LA91SR02 910711 CARAZZIELLA HOBSONAE                  3      2     0.67   1.15
