-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
RIOP        49718.000    1995     1     1     0
RIOP        52274.750    2001    12    31    18
RIOP      1255144.990 -6253609.537  -182569.867
51793.75     2.334592     0.110261     0.395523
51794.00     2.651577     0.055107     0.692224
51794.25     2.381870     0.090717    -0.199317
51794.50     2.604599     0.124053     0.254171
51794.75     2.680095    -0.218201     0.533824
51795.00     2.892709    -0.363279     0.888366
51795.25     2.627457    -0.315609    -0.254759
51795.50     2.859087    -0.217700    -0.148791
51795.75     2.580509    -0.541240     0.403570
51796.00     2.518657    -0.617124     0.593645
51796.25     2.109007    -0.467667    -0.650304
51796.50     2.353879    -0.272802    -0.560899
51796.75     2.456206    -0.518639     0.550811
51797.00     2.852730    -0.561809     0.754821
51797.25     2.954968    -0.378519     0.139032
51797.50     3.222741    -0.081538    -0.187488
51797.75     3.416818    -0.357677     0.690768
51798.00     3.565295    -0.416878     0.902767
51798.25     3.273993    -0.228035     0.038666
51798.50     3.474846    -0.004273    -0.083055
51798.75     3.350000    -0.324539     0.483993
51799.00     3.269525    -0.316625     1.077524
51799.25     2.683185    -0.242562     0.149065
51799.50     2.561036     0.018159    -0.580421
51799.75     2.066255    -0.235603    -0.020322
51800.00     1.705036    -0.325986     0.520179
51800.25     1.222596    -0.050828    -1.004584
51800.50     1.015346     0.119509    -0.598725
51800.75     0.745052    -0.109289    -0.442782
51801.00     0.680888    -0.137739     0.087440
51801.25     0.388956     0.030982    -0.806047
51801.50     0.392732     0.347501    -1.085860
51801.75     0.301204     0.098900    -0.650296
51802.00     0.324266    -0.033132     0.241813
51802.25     0.106132     0.138759    -0.752171
51802.50     0.169976     0.372929    -0.709436
51802.75     0.129204     0.113196    -0.454152
51803.00     0.241044    -0.020704     0.431633
51803.25     0.018668     0.207339    -1.052092
51803.50     0.202716     0.433678    -1.013505
51803.75     0.172045     0.153714    -0.837206
51804.00     0.095380     0.081886    -0.596454
51804.25    -0.128420     0.172961    -1.283883
51804.50     0.005942     0.380016    -1.361227
51804.75     0.135029     0.174517    -1.251353
51805.00     0.025113     0.009762    -0.467719
51805.25    -0.116213     0.115202    -1.498163
51805.50     0.253638     0.340542    -1.083818
51805.75     0.147950     0.098610    -0.841714
51806.00     0.164256     0.076611    -0.312269
51806.25    -0.183306     0.179418    -1.185912
51806.50    -0.120149     0.451141    -1.779157
51806.75    -0.207650     0.112549    -1.007249
51807.00    -0.198986    -0.033748     0.249265
51807.25    -0.469628     0.140391    -1.307059
51807.50    -0.556930     0.278726    -1.410531
51807.75    -0.794934    -0.090247    -0.507059
51808.00    -0.708242    -0.204532     0.382836
51808.25    -0.949033    -0.075456    -0.985428
51808.50    -0.703113     0.094061    -0.751763
51808.75    -0.675063    -0.182649    -0.225190
51809.00    -0.619800    -0.182975     0.377226
51809.25    -0.806652    -0.083645    -0.928639
51809.50    -0.777042     0.185371    -1.225543
51809.75    -0.780121    -0.221188     0.167289
51810.00    -0.742031    -0.332198     0.418969
51810.25    -0.999692    -0.238051    -0.499707
51810.50    -0.944077    -0.000960    -0.427875
51810.75    -0.976891    -0.255806    -0.305276
51811.00    -1.144563    -0.262671     0.516716
51811.25    -1.351133    -0.104687     0.014340
51811.50    -1.362709     0.072876     0.576903
51811.75    -1.459564    -0.179760     0.968841
51812.00    -1.347741    -0.147104     1.203493
51812.25    -1.414719     0.119423     0.024762
51812.50    -1.275885     0.328681     0.008021
51812.75    -1.098083     0.084318     0.355469
51813.00    -0.827734     0.018581     0.706214
51813.25    -0.987826     0.182528    -0.644359
51813.50    -0.937895     0.477959    -0.770994
51813.75    -1.283265     0.168443    -0.282353
51814.00    -1.598846     0.231665    -0.386547
51814.25    -2.135494     0.262632    -0.848898
51814.50    -2.118886     0.497566    -0.670153
51814.75    -2.259744     0.125032    -0.107678
51815.00    -2.199543     0.168342     0.148899
51815.25    -2.381307     0.229218    -0.956349
51815.50    -2.234152     0.448333    -1.056555
51815.75    -2.007514     0.069209    -0.425878
51816.00    -1.679278    -0.085585     0.208035
51816.25    -1.616979     0.036691    -1.395679
51816.50    -1.250352     0.229619    -1.317763
51816.75    -1.150423    -0.081839    -0.889561
51817.00    -0.948654    -0.104665    -0.821151
51817.25    -0.970788    -0.093143    -1.759863
51817.50    -0.960325     0.148078    -2.027664
51817.75    -0.914201    -0.125060    -1.427458
51818.00    -0.918022    -0.186328    -0.785810
51818.25    -1.007872    -0.051030    -2.103844
51818.50    -0.963102     0.145276    -2.071633
51818.75    -1.176451    -0.144095    -1.162342
51819.00    -1.244665    -0.221629    -0.813332
51819.25    -1.865496    -0.053018    -1.934911
51819.50    -1.996419     0.206251    -2.059782
51819.75    -2.318314    -0.079752    -1.381677
51820.00    -2.492773    -0.214454    -0.830144
51820.25    -2.884325    -0.124895    -1.662454
51820.50    -2.937077     0.125941    -1.529285
51820.75    -3.050286    -0.179873    -0.520851
51821.00    -3.064916    -0.224802    -0.263310
51821.25    -3.274803    -0.127876    -1.037857
51821.50    -3.109816     0.136346    -0.962574
51821.75    -3.296197    -0.168761    -0.327967
51822.00    -3.240779    -0.246274     0.392599
51822.25    -3.458937    -0.113831    -0.140764
51822.50    -3.361264     0.193924    -0.655510
51822.75    -3.400114    -0.200772     0.386270
51823.00    -3.258147    -0.313679     1.027612
51823.25    -3.417903    -0.201968    -0.045606
51823.50    -3.240006     0.033576    -0.462539
51823.75    -3.163498    -0.241224     0.142296
51824.00    -3.077476    -0.270892     0.489888
51824.25    -3.234963    -0.108559    -0.350125
51824.50    -3.011217     0.263015    -1.253374
51824.75    -2.888824    -0.064483     0.028354
51825.00    -2.830438    -0.125495     0.338691
51825.25    -2.972163    -0.017328    -0.223051
51825.50    -2.872898     0.217070    -0.595967
51825.75    -2.954704    -0.216675     0.672948
51826.00    -2.561255    -0.287438     0.961404
51826.25    -2.600823    -0.163507     0.159845
51826.50    -2.366706     0.130776    -0.446173
51826.75    -2.359377    -0.191667     0.534382
51827.00    -1.940187    -0.258738     0.510592
51827.25    -2.154707    -0.114132    -0.446151
51827.50    -1.907236     0.065067    -0.839246
51827.75    -1.805376    -0.204911    -0.357065
51828.00    -1.471882    -0.304158    -0.173045
51828.25    -1.675844    -0.208509    -0.728774
51828.50    -1.375514     0.037604    -1.384758
51828.75    -1.522362    -0.354395    -0.104425
51829.00    -1.675899    -0.431648    -0.257848
51829.25    -2.165659    -0.328302    -0.810492
51829.50    -1.881088     0.066346    -1.378571
51829.75    -1.953914    -0.291777    -0.121845
51830.00    -1.842963    -0.239029     0.089715
51830.25    -1.937869    -0.069881    -1.061037
51830.50    -1.577994     0.263641    -1.288222
51830.75    -1.491298    -0.108057     0.004021
51831.00    -1.109266    -0.174759     0.430981
51831.25    -1.162888    -0.028937    -1.020411
51831.50    -0.898502     0.275026    -1.447026
51831.75    -0.769906    -0.008786    -0.871462
51832.00    -0.536012    -0.167339    -0.196408
51832.25    -0.929038    -0.025940    -1.567109
51832.50    -0.855961     0.175591    -1.585325
51832.75    -0.812304    -0.250103    -0.707645
51833.00    -0.658785    -0.248508    -0.451022
51833.25    -0.900815    -0.180374    -0.908313
51833.50    -0.920570     0.227935    -1.784158
51833.75    -1.061532    -0.092872    -0.539446
51834.00    -0.970008    -0.223704     0.274432
51834.25    -1.293989    -0.124685    -0.530477
51834.50    -1.301054     0.237043    -1.166889
51834.75    -1.470042    -0.102224     0.113508
51835.00    -1.408163    -0.160356     0.417341
51835.25    -1.716646     0.044576    -0.814870
51835.50    -1.803307     0.331428    -1.211006
51835.75    -1.830548    -0.041701    -0.290422
51836.00    -1.637255    -0.212498     0.115857
51836.25    -1.865692    -0.047447    -0.993082
51836.50    -1.656484     0.183023    -1.078946
51836.75    -1.765878    -0.241572     0.412299
51837.00    -1.635114    -0.389109     0.564578
51837.25    -1.817130    -0.245278    -0.898990
51837.50    -1.697872     0.040220    -1.267005
51837.75    -1.744819    -0.355301    -0.190530
51838.00    -1.674156    -0.440595     0.066888
51838.25    -2.038840    -0.370278    -1.007443
51838.50    -1.932141    -0.086014    -1.113638
51838.75    -1.928354    -0.455501     0.243825
51839.00    -1.917057    -0.450202     0.699193
51839.25    -2.129839    -0.357966    -0.450361
51839.50    -1.998196     0.009861    -0.308011
51839.75    -1.914871    -0.279889     0.516666
51840.00    -1.667507    -0.266036     1.213618
51840.25    -1.896939    -0.101459     0.176566
51840.50    -1.639996     0.186446    -0.375947
51840.75    -1.609129    -0.200158     0.790167
51841.00    -1.433074    -0.238309     1.107850
51841.25    -1.634870    -0.080012     0.108825
51841.50    -1.402802     0.153570    -0.064481
51841.75    -1.579187    -0.284300     0.782141
51842.00    -1.263185    -0.289123     1.219136
51842.25    -1.503321    -0.259606     0.418201
51842.50    -1.343261    -0.015650    -0.058046
51842.75    -1.297211    -0.377730     0.590714
51843.00    -1.153109    -0.446423     1.021051
51843.25    -1.346031    -0.277709    -0.435953
51843.50    -1.148183    -0.089104    -0.482417
51843.75    -1.225088    -0.486880     0.183043
51844.00    -1.124702    -0.452235     0.327385
51844.25    -1.523787    -0.319024    -0.641042
51844.50    -1.429489    -0.009655    -1.327056
51844.75    -1.581546    -0.324289    -0.499818
51845.00    -1.356536    -0.352491    -0.152601
51845.25    -1.582136    -0.150527    -1.368685
51845.50    -1.429520     0.181426    -1.662577
51845.75    -1.368267    -0.179877    -0.067933
51846.00    -1.256257    -0.172186     0.422393
51846.25    -1.400520    -0.004998    -0.766866
51846.50    -1.317080     0.197200    -0.897575
51846.75    -1.394405    -0.137001     0.127298
51847.00    -1.328883    -0.134721     0.441169
51847.25    -1.476301    -0.011443    -0.334160
51847.50    -1.353374     0.164368    -0.624755
51847.75    -1.296722    -0.223518     0.252448
51848.00    -1.304014    -0.310889     0.826595
51848.25    -1.516707    -0.112120    -0.526918
51848.50    -1.383765     0.100232    -0.555277
51848.75    -1.649289    -0.255505     0.000233
51849.00    -1.562056    -0.324045     0.693960
51849.25    -1.795987    -0.219904    -0.036756
51849.50    -1.547565    -0.050750     0.030109
51849.75    -1.643974    -0.387627     0.485336
51850.00    -1.376859    -0.398771     1.074016
51850.25    -1.280821    -0.256610     0.045138
51850.50    -1.022049     0.006786    -0.403481
51850.75    -1.118568    -0.418629     0.650434
51851.00    -1.068545    -0.462804     0.851877
51851.25    -1.368644    -0.377047    -0.026985
51851.50    -1.304947    -0.283371    -0.027569
51851.75    -1.532153    -0.692511     0.901528
51852.00    -1.563597    -0.698415     1.224755
51852.25    -1.617755    -0.669484     0.528640
51852.50    -1.477354    -0.507638     0.226073
51852.75    -1.499085    -0.939534     1.306739
51853.00    -1.249505    -0.927241     1.659246
51853.25    -1.421535    -0.803036     0.666145
51853.50    -1.323709    -0.608602     0.981120
51853.75    -1.238896    -0.835912     1.324716
51854.00    -1.132956    -0.891464     1.891357
51854.25    -1.363647    -0.606342     0.705111
51854.50    -1.440880    -0.353806     0.527417
51854.75    -1.508106    -0.631541     1.395148
51855.00    -1.674021    -0.685459     1.642090
51855.25    -1.965210    -0.485144     0.320174
51855.50    -1.786355    -0.194528     0.321462
51855.75    -1.744498    -0.592677     1.604340
51856.00    -1.720125    -0.622214     1.432230
51856.25    -1.810840    -0.616390     1.005354
51856.50    -1.530428    -0.349798     0.419386
51856.75    -1.443076    -0.725010     1.192999
51857.00    -1.428166    -0.767785     1.440320
51857.25    -1.749055    -0.714068     0.962193
51857.50    -1.872815    -0.481878     0.684064
51857.75    -2.055949    -0.898632     1.725349
51858.00    -1.959569    -0.943341     2.211583
51858.25    -2.141530    -0.830136     0.784131
51858.50    -1.973856    -0.549159     0.276095
51858.75    -1.751961    -0.888724     0.992815
51859.00    -1.578814    -0.857707     1.443629
51859.25    -1.795041    -0.742722     0.387048
51859.50    -1.506252    -0.470696     0.183205
51859.75    -1.404760    -0.824002     0.914533
51860.00    -1.192837    -0.803906     1.371244
51860.25    -1.361866    -0.642895     0.809883
51860.50    -1.101088    -0.329922     0.450699
51860.75    -1.182834    -0.683970     1.739833
51861.00    -1.017880    -0.674871     2.205615
51861.25    -1.287959    -0.495895     0.712664
51861.50    -1.163005    -0.267972     0.601310
51861.75    -1.414351    -0.605155     0.991391
51862.00    -1.318081    -0.676522     1.555003
51862.25    -1.684853    -0.563114     0.096240
51862.50    -1.641554    -0.343894     0.040454
51862.75    -1.919115    -0.698592     0.451979
51863.00    -1.722634    -0.721246     1.207037
51863.25    -2.105268    -0.663696     0.203023
51863.50    -2.085715    -0.342703    -0.065051
51863.75    -2.072589    -0.660585     0.874190
51864.00    -1.887082    -0.620273     0.728666
51864.25    -2.171440    -0.515110    -0.341960
51864.50    -1.671227    -0.266935    -0.097989
51864.75    -1.419371    -0.576997     0.603906
51865.00    -1.042186    -0.572835     1.208584
51865.25    -1.111935    -0.440377     0.079691
51865.50    -0.767634    -0.169349     0.016411
51865.75    -1.003658    -0.463950     0.355976
51866.00    -1.087016    -0.411384     0.819256
51866.25    -1.762692    -0.322030    -0.437126
51866.50    -1.848015    -0.120874    -0.267470
51866.75    -2.260643    -0.465840     0.491313
51867.00    -2.065461    -0.484474     1.149533
51867.25    -2.298144    -0.402373     0.271473
51867.50    -1.991044    -0.109596     0.120925
51867.75    -1.868978    -0.380957     0.725817
51868.00    -1.519594    -0.405981     1.315040
51868.25    -1.766318    -0.260563     0.441531
51868.50    -1.618380     0.055215     0.098732
51868.75    -1.526224    -0.293809     1.353248
51869.00    -1.213914    -0.291270     1.768309
51869.25    -1.273587    -0.120652     0.397664
51869.50    -0.978364     0.079815     0.498600
51869.75    -0.851006    -0.234618     1.109035
51870.00    -0.429994    -0.290935     1.310560
51870.25    -0.513876    -0.118525    -0.243056
51870.50    -0.215213     0.124664    -0.892244
51870.75    -0.166810    -0.239009     0.007899
51871.00     0.084892    -0.319188     0.449137
51871.25    -0.110339    -0.210369    -0.776589
51871.50     0.304950     0.086038    -1.127696
51871.75     0.342113    -0.257239    -0.021412
51872.00     0.465909    -0.334836     0.045194
51872.25     0.394801    -0.248602    -0.535328
51872.50     0.595349     0.057475    -0.650669
51872.75     0.426507    -0.258290     0.147699
51873.00     0.731081    -0.318307     0.614902
51873.25     0.292247    -0.191841    -0.804279
51873.50     0.621107    -0.030323    -0.800090
51873.75     0.515696    -0.393332    -0.007019
51874.00     0.655338    -0.441792     0.206887
51874.25     0.316227    -0.390649    -0.794073
51874.50     0.443695    -0.203244    -0.957976
51874.75     0.352649    -0.486262     0.011334
51875.00     0.560944    -0.631575     0.813902
51875.25     0.275561    -0.420233    -0.618504
51875.50     0.668154    -0.222713    -0.441393
51875.75     0.713015    -0.463534     0.229598
51876.00     0.851359    -0.468310     0.933050
51876.25     0.420986    -0.251435     0.120163
51876.50     0.481540     0.069524    -0.071795
51876.75     0.114977    -0.208354     0.814509
51877.00     0.269727    -0.256747     1.513538
51877.25     0.170184    -0.045954     0.367869
51877.50     0.311917     0.202649    -0.126396
51877.75     0.131673    -0.092637     0.456105
51878.00     0.271659    -0.210071     0.854832
51878.25    -0.198766    -0.087737    -0.531934
51878.50    -0.220456     0.059241    -0.305263
51878.75    -0.380611    -0.299248     0.772734
51879.00    -0.544916    -0.324918     1.518321
51879.25    -0.829806    -0.243182     0.141720
51879.50    -0.651658     0.032870    -0.191623
51879.75    -0.628246    -0.324257     0.841705
51880.00    -0.331470    -0.366062     1.175622
51880.25    -0.340545    -0.254662     0.218191
51880.50     0.064311     0.069299    -0.468639
51880.75    -0.019843    -0.289614     0.245045
51881.00     0.221487    -0.356541     1.364174
51881.25    -0.126481    -0.259875     0.294430
51881.50    -0.154136     0.086037    -0.218772
51881.75    -0.248704    -0.291366     0.985711
51882.00    -0.194461    -0.294032     1.520676
51882.25    -0.618328    -0.115964     0.306101
51882.50    -0.518035     0.041462     0.373873
51882.75    -0.597970    -0.254224     1.093417
51883.00    -0.517372    -0.362998     1.969806
51883.25    -0.678903    -0.192688     0.219540
51883.50    -0.488423    -0.018836    -0.008331
51883.75    -0.658034    -0.353426     0.818390
51884.00    -0.478745    -0.446283     1.480242
51884.25    -0.588465    -0.312295    -0.141087
51884.50    -0.621115    -0.071773    -0.617305
51884.75    -0.826878    -0.400106     0.071595
51885.00    -0.563571    -0.476108     0.839056
51885.25    -0.542133    -0.327300    -0.263511
51885.50    -0.390565    -0.058830    -0.618500
51885.75    -0.457962    -0.322972     0.392137
51886.00    -0.390305    -0.267106     0.762421
51886.25    -0.793734    -0.119875     0.094535
51886.50    -0.795473     0.172475    -0.361959
51886.75    -0.932585    -0.235852     0.564258
51887.00    -0.791858    -0.101211     0.761161
51887.25    -0.883952    -0.025126     0.296350
51887.50    -0.807693     0.246028    -0.357104
51887.75    -0.920043    -0.162358     0.705744
51888.00    -0.588100    -0.228565     1.233873
51888.25    -0.852412    -0.170037     0.369085
51888.50    -0.858208     0.007682    -0.033786
51888.75    -1.036919    -0.400731     0.596814
51889.00    -0.949753    -0.459878     1.535929
51889.25    -1.153987    -0.422855     0.879156
51889.50    -0.899714    -0.245345     0.746273
51889.75    -0.808349    -0.539834     1.679638
51890.00    -0.434775    -0.481625     1.793211
51890.25    -0.184486    -0.308091     0.961544
51890.50     0.213069    -0.123595     0.901595
51890.75     0.589652    -0.427734     1.525622
51891.00     0.853116    -0.412866     1.753936
51891.25     0.809117    -0.244277     0.744065
51891.50     0.933041     0.013327     0.477131
51891.75     1.071490    -0.237559     0.806276
51892.00     1.368651    -0.280591     1.334635
51892.25     1.553735    -0.210813     0.589017
51892.50     1.761190     0.005154     0.207370
51892.75     1.828532    -0.323552     0.439548
51893.00     1.925589    -0.345434     0.637946
51893.25     1.931200    -0.336555     0.393764
51893.50     1.959611    -0.163788     0.559518
51893.75     1.677061    -0.465251     0.946396
51894.00     1.585465    -0.450190     1.238940
51894.25     1.102051    -0.266237     0.281423
51894.50     1.032480    -0.013256     0.136694
51894.75     1.042666    -0.287197     0.410838
51895.00     0.889111    -0.341867     0.660326
51895.25     0.602557    -0.174573    -0.758339
51895.50     0.694232    -0.016791    -0.976833
51895.75     0.296389    -0.293088    -0.143803
51896.00    -0.068664    -0.339688     0.711166
51896.25    -0.491037    -0.350161     0.142760
51896.50    -0.548120     0.009103    -0.333707
51896.75    -0.835906    -0.315222     0.625647
51897.00    -0.811459    -0.303999     1.335946
51897.25    -1.139762    -0.310684     0.724059
51897.50    -1.084176     0.005309     0.089293
51897.75    -1.283662    -0.337683     0.997143
51898.00    -1.092652    -0.297912     1.175558
51898.25    -1.464116    -0.178933    -0.081065
51898.50    -1.537990     0.090599    -0.430995
51898.75    -1.673903    -0.206140     0.303058
51899.00    -1.739629    -0.325107     1.020163
51899.25    -2.130654    -0.078445    -0.218129
51899.50    -2.048322     0.110254    -0.103879
51899.75    -2.220361    -0.191707     0.111027
51900.00    -2.166198    -0.281181     1.366454
51900.25    -2.197942    -0.156935     0.218233
51900.50    -1.879176     0.099454    -0.203710
51900.75    -1.857378    -0.159654     0.642015
51901.00    -1.774764    -0.239164     1.680940
51901.25    -1.820885    -0.084509     0.775453
51901.50    -1.719062     0.224125    -0.077245
51901.75    -1.725862    -0.075959     0.731311
51902.00    -1.470597    -0.136309     1.668052
51902.25    -1.555077    -0.067878     0.700270
51902.50    -1.370094     0.191382     0.322882
51902.75    -1.356852    -0.135861     1.120338
51903.00    -1.068298    -0.271957     1.993893
51903.25    -1.219121    -0.198942     1.339624
51903.50    -0.923342     0.100813     0.725560
51903.75    -0.827676    -0.190326     1.436951
51904.00    -0.707067    -0.335417     2.132451
51904.25    -0.692765    -0.133455     0.707461
51904.50    -0.396514     0.008189     0.733451
51904.75    -0.328946    -0.244376     0.853879
51905.00     0.009745    -0.403577     1.907953
51905.25    -0.036143    -0.256252     0.390978
51905.50     0.182488    -0.017477    -0.033173
51905.75     0.238848    -0.227671     0.876342
51906.00     0.317290    -0.402875     1.684532
51906.25     0.003085    -0.122747     0.415005
51906.50     0.194718     0.052328     0.650514
51906.75    -0.029621    -0.194457     1.207998
51907.00     0.014001    -0.213857     1.516120
51907.25    -0.293782    -0.092771     0.357681
51907.50    -0.166909     0.107038     0.569801
51907.75    -0.333457    -0.142995     0.694187
51908.00    -0.056797    -0.230029     1.472383
51908.25    -0.187358    -0.071750     0.181125
51908.50    -0.112238     0.102450     0.183685
51908.75    -0.346764    -0.190695     0.532151
51909.00    -0.191219    -0.274751     1.426996
51909.25    -0.362964    -0.047498    -0.271901
51909.50    -0.035522     0.161982    -0.152331
51909.75     0.078938    -0.089206    -0.018869
51910.00     0.225100    -0.162563     1.076286
51910.25    -0.117622    -0.013721    -0.474836
51910.50     0.035831     0.264591    -0.433199
51910.75    -0.183792     0.018998    -0.330894
51911.00    -0.308217    -0.162055     0.928817
51911.25    -0.679174     0.015580    -0.561155
51911.50    -0.612804     0.198678    -0.566925
51911.75    -0.815422    -0.146941     0.569068
51912.00    -0.936042    -0.319294     1.198077
51912.25    -1.214758    -0.266593     0.075899
51912.50    -1.061649    -0.034994    -0.483872
51912.75    -0.867380    -0.361519     0.198542
51913.00    -0.555756    -0.483228     0.391371
51913.25    -0.744155    -0.315531    -1.080891
51913.50    -0.595579    -0.190721    -0.962150
51913.75    -0.755220    -0.509683    -0.146762
51914.00    -0.831095    -0.518235     0.224650
51914.25    -1.005555    -0.365323    -1.190663
51914.50    -0.715652    -0.180381    -1.382789
51914.75    -0.780544    -0.529310    -0.626201
51915.00    -0.902055    -0.675213     0.308770
51915.25    -1.252974    -0.424908    -1.119096
51915.50    -1.224797    -0.247053    -1.020056
51915.75    -1.547146    -0.567678    -0.059728
51916.00    -1.454087    -0.653647     0.629013
51916.25    -1.595594    -0.533360    -0.085036
51916.50    -1.262715    -0.317324    -0.270929
51916.75    -1.062309    -0.596289     0.164193
51917.00    -0.639989    -0.610776     0.668079
51917.25    -0.476867    -0.429476    -0.748637
51917.50    -0.094343    -0.229504    -0.660206
51917.75     0.239239    -0.487900    -0.333489
51918.00     0.572253    -0.515332     0.166235
51918.25     0.515986    -0.344039    -0.871044
51918.50     0.785988    -0.134715    -0.878391
51918.75     0.870705    -0.467917    -0.249626
51919.00     1.034582    -0.533038     0.340197
51919.25     0.888202    -0.328183    -1.046193
51919.50     0.910877    -0.089693    -0.783105
51919.75     0.721376    -0.292611    -0.463262
51920.00     0.748761    -0.322018     0.651298
51920.25     0.385537    -0.115037    -0.572037
51920.50     0.249361     0.116854    -0.394472
51920.75    -0.052897    -0.159722    -0.089901
51921.00     0.063362    -0.234091     0.422596
51921.25    -0.464916    -0.034790    -0.712011
51921.50    -0.449867     0.036428    -0.244446
51921.75    -0.787755    -0.306872     0.268399
51922.00    -0.800482    -0.387629     0.562561
51922.25    -1.025412    -0.227115    -0.391024
51922.50    -0.898933    -0.092331    -0.176945
51922.75    -0.876188    -0.318496     0.239790
51923.00    -0.792475    -0.402314     1.169497
51923.25    -1.054155    -0.134010    -0.114571
51923.50    -1.059069     0.097182    -0.038793
51923.75    -1.200458    -0.090151     0.070053
51924.00    -0.980553    -0.208969     0.800170
51924.25    -0.880395    -0.035659    -0.326515
51924.50    -0.293230     0.152658    -0.659408
51924.75     0.041311    -0.146547    -0.017482
51925.00     0.390680    -0.293020     1.034474
51925.25     0.316493    -0.047766    -0.368721
51925.50     0.672494     0.118545    -0.254719
51925.75     0.667600    -0.186175     0.354477
51926.00     0.691833    -0.367726     1.355337
51926.25     0.404068    -0.052217    -0.636077
51926.50     0.524991     0.133907    -0.185468
51926.75     0.264971    -0.077783    -0.211893
51927.00     0.235741    -0.247846     0.945620
51927.25    -0.090397     0.072158    -1.104695
51927.50     0.075785     0.126928    -0.334747
51927.75     0.065897    -0.132590    -0.372603
51928.00     0.706590    -0.274653     0.675906
51928.25     0.880881     0.019261    -1.229754
51928.50     1.310758     0.225132    -1.120518
51928.75     1.664103     0.004797    -1.465096
51929.00     1.827621    -0.104348    -0.214204
51929.25     1.523916     0.177990    -2.202940
51929.50     1.557096     0.441673    -2.037346
51929.75     1.306700     0.125922    -1.274435
51930.00     1.135509    -0.029007    -0.153635
51930.25     0.859711     0.180349    -1.637484
51930.50     0.784465     0.280903    -0.777868
51930.75     0.763413     0.108168    -0.698474
51931.00     0.736794    -0.157785     0.493175
51931.25     0.387680     0.016534    -1.010418
51931.50     0.388401     0.205119    -0.628357
51931.75     0.194185    -0.080397    -0.091027
51932.00     0.218463    -0.179083     0.596827
51932.25    -0.160574     0.010773    -0.876255
51932.50    -0.147250     0.204226    -0.818089
51932.75    -0.092561    -0.039349    -1.009754
51933.00     0.081626    -0.242209     0.401928
51933.25    -0.034407     0.013645    -1.521397
51933.50     0.190563     0.242167    -1.476266
51933.75     0.280057     0.047655    -1.476746
51934.00     0.384558    -0.175662     0.079134
51934.25     0.246143     0.008048    -1.661644
51934.50     0.490299     0.192622    -1.212542
51934.75     0.270308    -0.058852    -1.143083
51935.00     0.642623    -0.190981    -0.085428
51935.25     0.452035    -0.188786    -0.560339
51935.50     0.546073     0.084581    -1.011754
51935.75     0.640665    -0.196853    -0.622055
51936.00     1.024805    -0.433842     0.214737
51936.25     0.965143    -0.249399    -0.764650
51936.50     1.270298    -0.078239    -0.886879
51936.75     1.394665    -0.210631    -1.107815
51937.00     1.749683    -0.417758     0.180022
51937.25     1.582410    -0.223803    -1.145250
51937.50     1.678923     0.068472    -1.095700
51937.75     1.676883    -0.131427    -0.958801
51938.00     1.520116    -0.336111     0.159657
51938.25     1.221340    -0.274103    -0.644978
51938.50     1.217426    -0.052934    -0.718312
51938.75     1.007049    -0.400672    -0.593287
51939.00     0.772882    -0.596375     0.505500
51939.25     0.299948    -0.477872    -0.817869
51939.50     0.039721    -0.242645    -0.458783
51939.75    -0.260918    -0.516411     0.168314
51940.00    -0.429895    -0.690889     1.586041
51940.25    -0.735122    -0.432927     0.367126
51940.50    -0.532809    -0.142169     0.781048
51940.75    -0.403643    -0.275857     0.713667
51941.00    -0.288087    -0.451518     2.011477
51941.25    -0.367250    -0.238248     0.601531
51941.50    -0.081073    -0.029665     0.697475
51941.75    -0.071691    -0.231920     0.751935
51942.00    -0.051016    -0.449653     2.065386
51942.25    -0.308640    -0.261945     0.352358
51942.50    -0.080068    -0.119214     0.806297
51942.75    -0.107604    -0.436057     1.139024
51943.00     0.075071    -0.626816     2.218724
51943.25    -0.226517    -0.385962     0.416986
51943.50    -0.026820    -0.069210     0.472572
51943.75    -0.288752    -0.274412     0.723624
51944.00    -0.228233    -0.359219     1.972465
51944.25    -0.651744    -0.167245     0.719603
51944.50    -0.389454     0.140185     0.854910
51944.75    -0.528946    -0.088853     0.707168
51945.00    -0.616110    -0.221294     1.547975
51945.25    -0.933023    -0.118387     0.829841
51945.50    -0.775468     0.107064     0.591020
51945.75    -1.008920    -0.167729     1.505248
51946.00    -1.066798    -0.346815     1.895606
51946.25    -1.344888    -0.126359     0.481383
51946.50    -1.303690     0.026844     0.678575
51946.75    -1.342370    -0.270346     0.630815
51947.00    -1.162617    -0.446813     1.863811
51947.25    -1.439631    -0.262993     0.555151
51947.50    -1.192242    -0.026797     0.704975
51947.75    -1.287526    -0.234016     0.909858
51948.00    -1.228671    -0.399184     2.476345
51948.25    -1.602696    -0.277939     1.102463
51948.50    -1.415567    -0.068740     1.223990
51948.75    -1.413697    -0.308366     1.160280
51949.00    -1.387415    -0.482651     2.008288
51949.25    -1.605947    -0.353243     0.682416
51949.50    -1.494819    -0.214906     0.802513
