atp_code,atp_description,country_code,country_description,exports_JUNE_2006,exports_MAY_2006,exports_YTD_JUNE_2006,exports_YTD_JUNE_2005,imports_JUNE_2006,imports_MAY_2006,imports_YTD_JUNE_2006,imports_YTD_JUNE_2005
08,Aerospace,5050,Iraq,9941249,7484535,72185511,49669730,0,0,10595,386610
09,Weapons,5050,Iraq,19500,1277396,4589074,2079915,0,0,0,0
10,Nuclear Technology,5050,Iraq,10980,0,60256,34455,0,0,0,0
01,Biotechnology,5070,Iran,340836,0,5636206,4123128,0,0,0,0
02,Life Science,5070,Iran,772172,323456,3080755,900451,0,0,0,203500
03,Opto-Electronics,5070,Iran,0,0,107045,0,0,0,0,0
04,Information & Communications,5070,Iran,0,0,0,13000,0,0,0,0
06,Flexible Manufacturing,5070,Iran,0,0,8995,12640,0,0,0,0
08,Aerospace,5070,Iran,0,0,0,257357,0,0,0,0
01,Biotechnology,5081,Israel,840027,1387021,5742014,6064447,1174680,345475,4431974,2717206
02,Life Science,5081,Israel,12275264,8294719,56726889,53071086,46297645,39745125,232119754,247699594
03,Opto-Electronics,5081,Israel,3636672,4369192,21837990,26560691,13406541,9872521,76746370,63240364
04,Information & Communications,5081,Israel,36531784,30219886,226782734,255560199,60208192,64323268,324745101,291773675
05,Electronics,5081,Israel,23089407,28851344,210151686,169607222,26121306,19050083,168108346,143667389
06,Flexible Manufacturing,5081,Israel,15608916,23647579,105759170,81428133,2553499,3782554,19469470,25057797
07,Advanced Materials,5081,Israel,1731924,1543318,10391210,10369082,239000,140765,835752,633667
08,Aerospace,5081,Israel,55352310,47804038,509438228,783168931,92269120,71437811,436342036,347263127
09,Weapons,5081,Israel,1620468,11503247,27059348,24374535,648894,426658,4332727,18221934
10,Nuclear Technology,5081,Israel,371816,131515,1680301,1952027,0,99500,318892,626405
01,Biotechnology,5082,Gaza Strip Administered by Israel,0,0,0,222750,0,0,0,0
08,Aerospace,5082,Gaza Strip Administered by Israel,0,0,0,0,0,7680,7680,0
02,Life Science,5083,West Bank Administered by Israel,0,0,0,16498,0,0,0,0
03,Opto-Electronics,5083,West Bank Administered by Israel,0,0,0,29987,0,0,0,0
04,Information & Communications,5083,West Bank Administered by Israel,0,0,12000,194864,0,0,0,84357
01,Biotechnology,5110,Jordan,110356,99239,581054,466722,0,0,0,0
02,Life Science,5110,Jordan,3005164,486554,7756096,10957016,229795,193749,592478,656353
03,Opto-Electronics,5110,Jordan,23366,33812,167409,130046,0,354324,885360,8265
04,Information & Communications,5110,Jordan,1532163,1852083,16876568,19716131,0,4650,119944,166444
05,Electronics,5110,Jordan,12506,99521,642990,1476466,0,3600,49641,49090
06,Flexible Manufacturing,5110,Jordan,130418,29959,1854654,505901,0,0,10425,0
07,Advanced Materials,5110,Jordan,0,0,9625,29148,0,0,0,0
08,Aerospace,5110,Jordan,3012157,2970375,13589382,22371623,11000,3000,20000,43420
09,Weapons,5110,Jordan,191731,50350,806115,2313434,0,0,0,0
10,Nuclear Technology,5110,Jordan,0,90558,122480,110597,0,0,0,0
01,Biotechnology,5130,Kuwait,148837,23304,560472,736141,0,0,0,0
02,Life Science,5130,Kuwait,3523400,3150735,13167358,13809487,0,0,0,0
03,Opto-Electronics,5130,Kuwait,112408,74327,381224,231266,0,0,0,0
04,Information & Communications,5130,Kuwait,4471098,2866958,18050382,24866309,9168,8456,32624,8520
05,Electronics,5130,Kuwait,228137,1417731,2765590,1516325,0,0,0,0
06,Flexible Manufacturing,5130,Kuwait,3425056,496758,6064567,2931020,0,0,0,0
07,Advanced Materials,5130,Kuwait,0,3132,459435,64883,0,0,0,0
08,Aerospace,5130,Kuwait,3031059,4224969,56974505,14221642,0,39759,42259,226215
09,Weapons,5130,Kuwait,18756,375699,15747051,4295867,0,0,0,0
10,Nuclear Technology,5130,Kuwait,333466,0,684904,64579,0,0,0,0
01,Biotechnology,5170,Saudi Arabia,974177,703902,5200357,4157020,0,0,0,0
02,Life Science,5170,Saudi Arabia,11543779,9684149,60227543,59713426,0,2100,64443,3000
03,Opto-Electronics,5170,Saudi Arabia,1731515,1087398,4584591,2054418,0,0,0,0
04,Information & Communications,5170,Saudi Arabia,30520760,10246705,103308244,81178452,9140,68860,122060,509838
05,Electronics,5170,Saudi Arabia,780183,619411,4794100,4882150,0,0,0,0
06,Flexible Manufacturing,5170,Saudi Arabia,4429530,4533391,24580591,11368993,40528,2215,42743,6828
07,Advanced Materials,5170,Saudi Arabia,153572,681985,2560011,1188093,0,0,0,0
08,Aerospace,5170,Saudi Arabia,22229467,27045578,119096054,109118807,18900,789016,1137409,4313106
09,Weapons,5170,Saudi Arabia,583282,259388,1766859,13139138,0,0,0,6000
10,Nuclear Technology,5170,Saudi Arabia,174777,109501,846427,403315,0,0,0,0
01,Biotechnology,5180,Qatar,6337,42592,62598,480567,0,0,0,0
02,Life Science,5180,Qatar,746426,723312,4527924,5747206,0,14620,14620,3220
03,Opto-Electronics,5180,Qatar,67351,80311,353861,112181,0,0,0,0
04,Information & Communications,5180,Qatar,1973288,1650627,9356761,10263431,0,0,8572,17971
05,Electronics,5180,Qatar,128618,51015,585366,2428738,0,0,10000,20000
06,Flexible Manufacturing,5180,Qatar,618239,426190,1902425,1484685,0,0,0,0
07,Advanced Materials,5180,Qatar,8216,6429,100225,78739,0,0,0,0
08,Aerospace,5180,Qatar,3488597,2554096,14210648,13389375,0,3200,3200,0
09,Weapons,5180,Qatar,8109,0,3017292,2869895,0,0,0,0
10,Nuclear Technology,5180,Qatar,88378,119328,1248895,166382,0,0,0,0
01,Biotechnology,5200,United Arab Emirates,171631,91799,994475,670783,0,0,0,0
02,Life Science,5200,United Arab Emirates,4785251,4828606,37616829,28344684,1387816,8555,1499760,665418
03,Opto-Electronics,5200,United Arab Emirates,631828,1894821,5283413,4516806,0,13812,19815,2009
04,Information & Communications,5200,United Arab Emirates,34280907,32569256,200523666,118210472,4921924,3821055,17077649,5120309
05,Electronics,5200,United Arab Emirates,6177855,3019959,25127628,9300357,11378,2776,43036,353936
06,Flexible Manufacturing,5200,United Arab Emirates,2173642,2957360,16472176,7400357,0,0,123311,174340
07,Advanced Materials,5200,United Arab Emirates,439962,180782,1279628,2324098,0,0,0,0
08,Aerospace,5200,United Arab Emirates,275942831,515852481,3156779156,1328472881,24696,165259,789092,175723
09,Weapons,5200,United Arab Emirates,0,694075,1892592,2258182,0,0,71618,0
10,Nuclear Technology,5200,United Arab Emirates,592494,950865,4145968,733269,0,0,0,0
01,Biotechnology,5210,Republic of Yemen,308381,16876,400067,273069,0,0,0,0
02,Life Science,5210,Republic of Yemen,536232,562394,2979175,1564639,0,0,4191,0
03,Opto-Electronics,5210,Republic of Yemen,5250,0,9250,57325,0,0,0,0
04,Information & Communications,5210,Republic of Yemen,596963,34419,1690632,1083198,0,0,325048,4198
05,Electronics,5210,Republic of Yemen,20254,7400,69108,111494,0,0,6217,0
06,Flexible Manufacturing,5210,Republic of Yemen,0,0,240265,160743,0,0,0,0
08,Aerospace,5210,Republic of Yemen,258407,63857,1044428,2014777,0,0,0,0
09,Weapons,5210,Republic of Yemen,0,0,0,74416,0,0,0,0
10,Nuclear Technology,5210,Republic of Yemen,0,8204,8204,11356,0,0,0,0
01,Biotechnology,5230,Oman,0,0,139887,151395,0,0,0,0
02,Life Science,5230,Oman,646830,937447,3354400,8774941,0,0,0,0
03,Opto-Electronics,5230,Oman,0,4883,20677,20647,0,0,0,0
04,Information & Communications,5230,Oman,140506,278598,4540226,2133044,0,0,3290,13473
05,Electronics,5230,Oman,0,30692,515619,24902,0,0,0,9000
06,Flexible Manufacturing,5230,Oman,525445,101139,2972842,1533660,0,0,0,0
07,Advanced Materials,5230,Oman,40836,0,47914,21368,0,0,0,0
08,Aerospace,5230,Oman,1409470,1128475,5913005,87369850,0,0,0,0
09,Weapons,5230,Oman,132504,466878,973375,3298597,0,0,0,0
10,Nuclear Technology,5230,Oman,5386,0,251013,37866,0,0,0,0
01,Biotechnology,5250,Bahrain,15437,0,161890,42801,0,0,0,0
02,Life Science,5250,Bahrain,358883,468535,2187996,2531468,0,0,0,0
03,Opto-Electronics,5250,Bahrain,0,0,23334,27624,0,0,0,0
04,Information & Communications,5250,Bahrain,760512,855807,6038459,9241239,0,6530,6530,118326
05,Electronics,5250,Bahrain,25840,309020,463676,1738834,0,0,0,0
06,Flexible Manufacturing,5250,Bahrain,71981,321387,671755,1333913,0,0,0,0
07,Advanced Materials,5250,Bahrain,0,42865,42865,0,0,0,0,0
08,Aerospace,5250,Bahrain,1431968,2489475,10033502,10822188,4615,18050,22665,0
09,Weapons,5250,Bahrain,3129471,3154590,7148718,6117115,0,0,0,0
01,Biotechnology,5310,Afghanistan,0,0,34148,8486,0,0,0,0
02,Life Science,5310,Afghanistan,485342,834909,3966390,6947991,0,0,0,20000
03,Opto-Electronics,5310,Afghanistan,0,0,11365,15000,0,0,0,0
04,Information & Communications,5310,Afghanistan,1996980,4798621,10971884,7615005,0,21773,21773,14567
05,Electronics,5310,Afghanistan,38396,0,522657,1657197,0,0,0,0
06,Flexible Manufacturing,5310,Afghanistan,271051,122136,1246595,667032,0,0,0,25000
07,Advanced Materials,5310,Afghanistan,3440,4950,35782,0,0,0,0,0
08,Aerospace,5310,Afghanistan,12182099,10967669,39801557,7678774,0,0,0,50000
09,Weapons,5310,Afghanistan,0,0,0,313957,0,0,0,0
10,Nuclear Technology,5310,Afghanistan,0,6300,6300,72489,0,0,0,0
01,Biotechnology,5330,India,1552522,1641130,7105102,2095304,67236,202087,1140589,1114176
02,Life Science,5330,India,33842191,22108438,146698532,124579769,21708136,21542135,165686203,114113591
03,Opto-Electronics,5330,India,1378450,1392460,9268299,11441432,1599404,1111827,7069592,2845013
04,Information & Communications,5330,India,90118412,88265348,532735404,480703515,15984110,17524899,84564732,41781772
05,Electronics,5330,India,8891596,14649897,76571015,59184741,5978074,4106702,27248111,20273504
06,Flexible Manufacturing,5330,India,10896003,12830517,62099959,44895573,930638,788997,4697301,6434456
07,Advanced Materials,5330,India,273354,147237,1662403,1607014,234765,112710,1671514,2265530
08,Aerospace,5330,India,44988442,193873679,706076831,485684497,1427990,1027755,7073872,3525671
09,Weapons,5330,India,6880,0,91264,283586,40032,19911,400258,125241
10,Nuclear Technology,5330,India,207983,413626,1117664,1335266,735762,1323846,6004628,10967821
01,Biotechnology,5350,Pakistan,222465,76263,1324880,3377373,0,0,0,0
02,Life Science,5350,Pakistan,1793993,1735531,11594854,14943694,2306796,2997690,16104467,15378963
03,Opto-Electronics,5350,Pakistan,234100,317179,834784,405601,0,0,0,0
04,Information & Communications,5350,Pakistan,10690079,5047895,43493880,27039535,0,2700,54813,25297
05,Electronics,5350,Pakistan,260939,311243,1067733,1195266,0,0,2310,0
06,Flexible Manufacturing,5350,Pakistan,339114,92920,2844134,2664667,0,0,0,0
07,Advanced Materials,5350,Pakistan,328091,20287,1320238,18800,0,0,0,0
08,Aerospace,5350,Pakistan,7190971,9716203,517812200,42422495,74038,10452,310143,352454
09,Weapons,5350,Pakistan,0,69778,104379,27125,4788,4330,13708,39089
10,Nuclear Technology,5350,Pakistan,69215,6295,242576,83580,0,0,0,0
01,Biotechnology,5360,Nepal,4773,23690,63976,30902,0,0,3000,0
02,Life Science,5360,Nepal,59920,29596,299135,315095,0,0,0,0
03,Opto-Electronics,5360,Nepal,0,0,0,9050,0,0,8032,0
04,Information & Communications,5360,Nepal,254566,155163,532889,6565810,0,0,8075,12750
05,Electronics,5360,Nepal,0,0,12766,26470,18952,4902,23854,0
06,Flexible Manufacturing,5360,Nepal,27450,6320,44359,254575,0,0,0,0
08,Aerospace,5360,Nepal,368821,148666,678312,530925,100000,0,100000,8505
01,Biotechnology,5380,Bangladesh,192782,0,514542,401460,0,0,0,0
02,Life Science,5380,Bangladesh,2488956,535851,5045293,7129355,0,0,0,0
03,Opto-Electronics,5380,Bangladesh,5295,0,21335,168514,0,0,0,0
04,Information & Communications,5380,Bangladesh,2574899,71151,11383660,18758068,0,0,3806,0
05,Electronics,5380,Bangladesh,24552,0,128185,287160,0,0,0,0
06,Flexible Manufacturing,5380,Bangladesh,3832,8488,182639,900972,0,0,2640,0
07,Advanced Materials,5380,Bangladesh,0,0,0,12422,0,0,0,0
08,Aerospace,5380,Bangladesh,145277,555397,1739963,3583364,0,25000,25000,0
09,Weapons,5380,Bangladesh,0,0,0,8964,0,0,0,0
10,Nuclear Technology,5380,Bangladesh,9360,74005,92960,22330,0,0,0,0
01,Biotechnology,5420,Sri Lanka,31234,8812,378389,264307,0,0,0,0
02,Life Science,5420,Sri Lanka,578067,667897,2535566,2118031,22494,6148,170493,188778
03,Opto-Electronics,5420,Sri Lanka,6104,0,80896,58940,0,0,0,0
04,Information & Communications,5420,Sri Lanka,1540957,2041980,9858636,8309890,547807,302967,3203495,1810221
05,Electronics,5420,Sri Lanka,100427,16576,759280,255548,0,0,12295,2192
06,Flexible Manufacturing,5420,Sri Lanka,101680,0,301791,25276,0,0,0,0
07,Advanced Materials,5420,Sri Lanka,0,5744,13750,39855,0,0,0,0
08,Aerospace,5420,Sri Lanka,338678,243047,1265890,2414677,0,0,0,13053
09,Weapons,5420,Sri Lanka,0,0,15000,0,0,0,0,0
10,Nuclear Technology,5420,Sri Lanka,0,0,4539,1015855,0,0,0,0
01,Biotechnology,5460,Burma (Myanmar),0,0,9669,6339,0,0,0,0
02,Life Science,5460,Burma (Myanmar),68925,0,589010,120152,0,0,0,0
03,Opto-Electronics,5460,Burma (Myanmar),0,0,0,5187,0,0,0,0
04,Information & Communications,5460,Burma (Myanmar),0,0,5799,20440,0,0,0,0
05,Electronics,5460,Burma (Myanmar),0,0,0,8740,0,0,0,0
08,Aerospace,5460,Burma (Myanmar),0,0,0,154205,0,0,0,0
10,Nuclear Technology,5460,Burma (Myanmar),0,0,3060,4995,0,0,0,0
01,Biotechnology,5490,Thailand,1467104,1699393,9517724,7228799,0,0,0,0
02,Life Science,5490,Thailand,10204582,8664727,54162900,49092177,2270258,2002463,11040905,10863964
03,Opto-Electronics,5490,Thailand,2214367,2685462,20786915,12801134,92676356,76593672,363151020,153874525
04,Information & Communications,5490,Thailand,94340523,90983108,534410516,560315253,444650150,433556143,2597840022,2577013044
05,Electronics,5490,Thailand,119220512,119140183,683578147,827503634,87046336,81666008,437465901,282801593
06,Flexible Manufacturing,5490,Thailand,7109646,12089462,54116954,36090497,2654260,2504687,17502360,7955431
07,Advanced Materials,5490,Thailand,1176403,1394938,6769101,1574486,247139,134983,1344048,1721061
08,Aerospace,5490,Thailand,38039425,12572858,124113298,105158066,1442417,1066546,5505620,3294942
09,Weapons,5490,Thailand,299838,0,1149940,429607,0,15900,47800,84396
10,Nuclear Technology,5490,Thailand,125018,812268,1307210,342187,25940,36860,126786,36860
01,Biotechnology,5520,Vietnam,509128,276843,2491207,1657574,0,0,0,0
02,Life Science,5520,Vietnam,1528344,3657565,14207592,9808303,29275,51923,100321,366843
03,Opto-Electronics,5520,Vietnam,26501,20885,233844,244449,10619,15568,56660,109259
04,Information & Communications,5520,Vietnam,5001760,3715144,23798992,24475723,8750494,5521161,36212593,3531148
05,Electronics,5520,Vietnam,764253,10983448,21694484,9692438,210397,189142,1422993,1633176
06,Flexible Manufacturing,5520,Vietnam,310285,936899,2212797,4474880,0,0,2750,572754
07,Advanced Materials,5520,Vietnam,223870,113818,476212,1197195,0,0,102847,57172
08,Aerospace,5520,Vietnam,174410,299806,3045643,171576707,15916,0,76653,16187
09,Weapons,5520,Vietnam,0,3450,33372,109741,3255,0,3255,0
10,Nuclear Technology,5520,Vietnam,0,9310,195051,89330,0,0,0,0
02,Life Science,5530,Laos,7036,10709,51062,29536,0,0,0,0
04,Information & Communications,5530,Laos,27937,0,144379,2983663,0,0,0,47705
05,Electronics,5530,Laos,0,0,0,10336,0,0,0,0
06,Flexible Manufacturing,5530,Laos,0,0,0,38750,0,0,0,0
08,Aerospace,5530,Laos,11345,0,37741,8400,0,0,0,8497
01,Biotechnology,5550,Cambodia,0,0,8864,0,0,0,0,0
02,Life Science,5550,Cambodia,3240,0,435227,57204,0,0,0,212610
03,Opto-Electronics,5550,Cambodia,0,6000,378695,0,0,0,0,0
04,Information & Communications,5550,Cambodia,11579,41427,465462,488861,13000,41631,251727,42020
05,Electronics,5550,Cambodia,0,19200,19200,71701,3828,0,3828,0
06,Flexible Manufacturing,5550,Cambodia,0,0,0,0,0,20000,20000,0
08,Aerospace,5550,Cambodia,0,0,17356,120952,0,0,0,0
01,Biotechnology,5570,Malaysia,612234,1192745,4953902,3743700,0,0,0,9207
02,Life Science,5570,Malaysia,6064634,5882501,36519587,35684605,5616948,4388970,22802712,19397400
03,Opto-Electronics,5570,Malaysia,8139005,9130479,56309606,13701333,25105144,24821074,114373503,81512000
04,Information & Communications,5570,Malaysia,106084667,71774211,491680611,500594683,1683369346,1757215197,10001521979,8321260032
05,Electronics,5570,Malaysia,485778246,511617381,2991232145,2267710532,242929118,266698703,1538401964,1641218357
06,Flexible Manufacturing,5570,Malaysia,44077273,47500733,284497739,111218288,25882718,27249659,147517630,89847984
07,Advanced Materials,5570,Malaysia,956595,1690322,10273369,4773456,3802266,2619195,18254374,16872259
08,Aerospace,5570,Malaysia,23224595,271731461,698498443,196744999,2607026,2193263,12721131,10558982
09,Weapons,5570,Malaysia,910636,8101,1688510,310504,0,0,25036,7550
10,Nuclear Technology,5570,Malaysia,229700,29801,505688,276389,0,0,129394,0
01,Biotechnology,5590,Singapore,675914,788600,3082965,2102694,0,0,125280,445361
02,Life Science,5590,Singapore,23396011,23319538,131340795,101681952,51901807,107099211,338129270,353665609
03,Opto-Electronics,5590,Singapore,9548901,17135075,66403502,64885450,13090685,15322722,79141580,62131909
04,Information & Communications,5590,Singapore,173425026,140834647,946744880,1089021115,538938882,578561731,3240039930,3437957590
05,Electronics,5590,Singapore,314708498,307920044,1692393662,1297353906,169141308,146022290,933851422,661919852
06,Flexible Manufacturing,5590,Singapore,75876203,62976213,429876073,326046111,12977051,14333029,75574538,46859679
07,Advanced Materials,5590,Singapore,3848476,3774226,23924502,25729945,1582959,2553879,10902220,10496450
08,Aerospace,5590,Singapore,245897998,361090001,1756349338,1842825009,16648919,15024696,78434387,95797812
09,Weapons,5590,Singapore,769407,1487609,5058966,9400689,127120,5643,155157,66604
10,Nuclear Technology,5590,Singapore,2738625,1058074,7085227,2735842,0,0,0,0
01,Biotechnology,5600,Indonesia,368930,585998,4126227,2689685,30186,283093,1089312,737967
02,Life Science,5600,Indonesia,2119042,490197,10112857,7378615,67431,0,163844,589793
03,Opto-Electronics,5600,Indonesia,82847,296533,824348,259664,1972998,1666156,10257265,27092185
04,Information & Communications,5600,Indonesia,5618405,5927179,36609825,52855046,49775336,43986916,305604772,353512931
05,Electronics,5600,Indonesia,3555059,2309466,14030930,22232177,15362592,13743005,83016819,78615008
06,Flexible Manufacturing,5600,Indonesia,345880,385666,3771648,1367758,204158,127204,751234,863055
07,Advanced Materials,5600,Indonesia,190880,171975,1207101,1254463,719890,684789,3898868,1664286
08,Aerospace,5600,Indonesia,3257397,4419385,44411892,28466319,314575,457036,1643779,453694
09,Weapons,5600,Indonesia,0,0,5250,36630,0,0,0,0
10,Nuclear Technology,5600,Indonesia,2677,0,50853,59935,0,0,0,0
02,Life Science,5601,East Timor,0,0,56189,0,0,0,0,0
03,Opto-Electronics,5601,East Timor,0,0,10157,11600,0,0,0,0
04,Information & Communications,5601,East Timor,0,17555,118994,440412,0,0,0,0
05,Electronics,5601,East Timor,0,23859,23859,0,0,0,0,0
06,Flexible Manufacturing,5601,East Timor,0,0,3685,0,0,0,0,0
08,Aerospace,5601,East Timor,0,0,0,422709,0,0,0,0
01,Biotechnology,5610,Brunei,0,10200,32149,55808,0,0,0,0
02,Life Science,5610,Brunei,59378,10190,202889,120157,0,0,0,0
03,Opto-Electronics,5610,Brunei,0,3200,20889,44084,0,0,0,0
04,Information & Communications,5610,Brunei,137705,173922,1514858,859461,0,0,2639,26000
05,Electronics,5610,Brunei,0,0,0,12498,0,0,0,0
06,Flexible Manufacturing,5610,Brunei,32730,0,66099,20423,0,0,0,0
07,Advanced Materials,5610,Brunei,0,10000,10000,0,0,0,0,0
08,Aerospace,5610,Brunei,220074,269168,1979567,3305642,0,0,0,0
09,Weapons,5610,Brunei,0,0,222964,0,0,0,0,0
01,Biotechnology,5650,Philippines,514429,604549,4068131,5382294,8248,0,8248,0
02,Life Science,5650,Philippines,5890801,3403940,26524361,25884443,1219177,2197335,8810916,6938672
03,Opto-Electronics,5650,Philippines,649491,1554502,4910273,6010453,8991633,11179587,52079922,36865791
04,Information & Communications,5650,Philippines,16982622,19108188,129147897,79145602,95553382,100021000,567215896,639419052
05,Electronics,5650,Philippines,362595914,379816719,2086317687,1771677386,213654654,201612409,1227134168,1084136318
06,Flexible Manufacturing,5650,Philippines,24058731,25088195,122126305,57985028,624872,315050,2234787,2478754
07,Advanced Materials,5650,Philippines,34615,67900,252712,146174,99346,0,129038,32373
08,Aerospace,5650,Philippines,3282217,10928611,29000373,20627949,1357810,1342310,9524100,6656177
09,Weapons,5650,Philippines,3309,119422,602075,1185357,103463,42570,1305683,2197431
10,Nuclear Technology,5650,Philippines,210000,10303,1017103,65986,0,0,0,0
01,Biotechnology,5660,Macao,13477,9297,71984,36695,0,0,0,73660
02,Life Science,5660,Macao,32287,325475,1309920,307416,7941,14619,52700,5565
03,Opto-Electronics,5660,Macao,58000,0,104114,96397,8574,15069,34666,0
04,Information & Communications,5660,Macao,2105972,2409987,17327650,8672075,913888,1018857,3701433,1172803
05,Electronics,5660,Macao,64316,6000,148767,122531,36484,15310,78318,37497
06,Flexible Manufacturing,5660,Macao,21339,36887,122192,144216,0,8782,88802,17200
08,Aerospace,5660,Macao,4131387,5038440,19994512,12257495,0,0,0,0
09,Weapons,5660,Macao,0,0,3150,6946,0,0,0,0
02,Life Science,5682,Bhutan,0,426450,1678986,5121,0,0,0,0
04,Information & Communications,5682,Bhutan,4244,0,57807,75203,0,0,0,8000
01,Biotechnology,5683,Maldives,25000,0,25000,30300,0,0,0,0
02,Life Science,5683,Maldives,23587,0,715953,83184,0,0,0,0
03,Opto-Electronics,5683,Maldives,0,0,0,46511,0,0,0,0
04,Information & Communications,5683,Maldives,75640,43355,792241,1260693,86752,0,86752,8000
05,Electronics,5683,Maldives,0,6897,6897,19000,0,2204,2204,0
06,Flexible Manufacturing,5683,Maldives,13790,5268,19058,0,0,0,0,0
07,Advanced Materials,5683,Maldives,0,15076,15076,0,0,0,0,0
08,Aerospace,5683,Maldives,124556,19973,586886,154216,0,0,0,2600
09,Weapons,5683,Maldives,3095,0,3095,0,0,0,0,0
10,Nuclear Technology,5683,Maldives,4400,0,4400,0,0,0,0,0
01,Biotechnology,5700,China,2642567,2266637,14909895,11775913,4480998,3848255,25023124,16008823
02,Life Science,5700,China,78493035,82548766,438393905,404819737,46745613,41780816,245387627,181371432
03,Opto-Electronics,5700,China,37089920,16743187,126305905,96775655,379498847,318753589,1545227851,1035049241
04,Information & Communications,5700,China,276935272,241963649,1448282694,1293382559,5402078139,4508232885,29325879252,22414270697
05,Electronics,5700,China,506336426,502392291,2736775952,1322216144,179187496,185946976,1124080114,805229938
06,Flexible Manufacturing,5700,China,128902792,72607338,474235123,339757579,32212577,29679751,167737432,132129559
07,Advanced Materials,5700,China,8679888,5809567,33186215,14908639,11479151,11392373,61016421,41273419
08,Aerospace,5700,China,252597447,369355515,2064649211,1860191295,25102110,18333234,116505613,81697378
09,Weapons,5700,China,91448,62235,518348,352165,6585001,6582879,32707978,16119800
10,Nuclear Technology,5700,China,1159633,1648494,9673139,4591427,0,48112459,48137427,47385744
02,Life Science,5740,Mongolia,158574,95250,720075,80119,0,0,0,5500
03,Opto-Electronics,5740,Mongolia,0,0,0,27648,0,0,0,0
04,Information & Communications,5740,Mongolia,62220,281236,1141822,404292,0,0,0,26780
05,Electronics,5740,Mongolia,56704,0,56704,47565,0,0,0,0
06,Flexible Manufacturing,5740,Mongolia,0,0,2800,12000,0,0,0,0
08,Aerospace,5740,Mongolia,30500,63535,206280,23475,0,0,0,0
10,Nuclear Technology,5740,Mongolia,0,43190,57795,0,0,0,0,0
01,Biotechnology,5800,"Korea, South",4066212,6646191,31955742,31099573,474220,223980,2108849,1485391
02,Life Science,5800,"Korea, South",53096935,39486320,248772989,244215604,11743723,14314829,63049213,42296816
03,Opto-Electronics,5800,"Korea, South",31799948,19137086,199233653,117068126,43930686,31739862,214413411,250942467
04,Information & Communications,5800,"Korea, South",153697259,111023290,739734488,709178782,706425054,673133076,3906494531,4857276897
05,Electronics,5800,"Korea, South",407864436,444487503,2714344611,2283138760,180262152,276416870,1488318102,1615161587
06,Flexible Manufacturing,5800,"Korea, South",105975759,106012865,1060554710,1068254837,36053567,30052608,164286901,112444872
07,Advanced Materials,5800,"Korea, South",7249351,6981645,39779194,35335244,12917790,11873893,66453456,51344890
08,Aerospace,5800,"Korea, South",513388328,113107274,1710647455,729859631,36319046,39965918,216258383,175631911
09,Weapons,5800,"Korea, South",1097276,570078,82729407,45347944,1269135,1207772,4356017,3776756
10,Nuclear Technology,5800,"Korea, South",549206,768582,32007786,32248825,0,13662,22851,3800
01,Biotechnology,5820,Hong Kong,1798351,1336776,9619404,7451157,17895,7620,64080,88050
02,Life Science,5820,Hong Kong,28061968,28303866,146904182,145939611,1098051,780414,5296755,6442722
03,Opto-Electronics,5820,Hong Kong,6638004,8465735,45564276,55879622,2629382,4222872,15492908,9636411
04,Information & Communications,5820,Hong Kong,221468113,188808903,1107701282,918988230,47153988,47039966,267300394,363114846
05,Electronics,5820,Hong Kong,291404977,256484942,1454788061,1759781141,9822338,14415179,92013964,116485386
06,Flexible Manufacturing,5820,Hong Kong,13143520,12043550,79483115,74321498,731289,350781,6527712,5253556
07,Advanced Materials,5820,Hong Kong,2730897,5767649,28982499,19827153,177414,114647,563780,2145339
08,Aerospace,5820,Hong Kong,26763977,40488354,181447617,184247014,512333,726851,2501798,3060409
09,Weapons,5820,Hong Kong,53166,41136,560213,395654,191874,48554,629544,397428
10,Nuclear Technology,5820,Hong Kong,440360,216926,1521322,1639115,0,0,0,31006
01,Biotechnology,5830,Taiwan,3441097,3376521,16744761,14895094,0,0,53668,599390
02,Life Science,5830,Taiwan,27111455,16118979,110382844,114969518,9770579,7235361,42948190,38263110
03,Opto-Electronics,5830,Taiwan,79372198,48768505,230398707,246354871,37709687,46941445,254808061,127831890
04,Information & Communications,5830,Taiwan,90713732,94206759,544440853,555093715,688596005,691369600,3990825575,3726094598
05,Electronics,5830,Taiwan,400453974,369832736,2110543608,1811523606,363277222,368288373,2174152100,1892682225
06,Flexible Manufacturing,5830,Taiwan,196954919,129546630,837016345,902064100,25386378,26959239,132518930,116364889
07,Advanced Materials,5830,Taiwan,6695512,4698443,32434060,22110068,3445279,4341697,24156917,21411135
08,Aerospace,5830,Taiwan,572820160,73980940,931069693,1408114281,11213128,7316601,50323892,42149151
09,Weapons,5830,Taiwan,132659365,3262449,146362467,14385842,1844655,2117543,9397240,10825239
10,Nuclear Technology,5830,Taiwan,258833,36661397,41026042,39077750,0,0,2500,4940
01,Biotechnology,5880,Japan,16153893,18660868,117933467,122009263,1966138,2657780,12935485,20288386
02,Life Science,5880,Japan,194293023,174932309,1179842446,1080485695,175194222,148966961,1053292283,1105185254
03,Opto-Electronics,5880,Japan,66645484,48094036,385545135,398123405,127221735,128738714,764317988,815028816
04,Information & Communications,5880,Japan,391929058,250436630,1935420428,1896102637,948524986,931630363,5426376981,5851445995
05,Electronics,5880,Japan,198124669,169826047,1039678963,827911745,232429104,228840426,1355326683,1270431447
06,Flexible Manufacturing,5880,Japan,145925265,146151791,976235087,678344304,337578772,379594361,2267944828,1807993393
