-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
UPO1        49718.000    1995     1     1     0
UPO1        52274.750    2001    12    31    18
UPO1     -5464031.767 -2446032.649  2193283.030
51878.25    -0.731097     0.644637     1.619158
51878.50    -0.600116     0.368241     1.459617
51878.75    -0.725284     0.930662     0.975351
51879.00    -0.981376     1.061049     1.186927
51879.25    -1.324923     0.767737     1.351500
51879.50    -0.961436     0.195104     1.308218
51879.75    -0.978791     0.787932     0.917162
51880.00    -0.786912     0.796440     1.115907
51880.25    -0.916612     0.639340     1.293497
51880.50    -0.289605    -0.107674     1.224113
51880.75    -0.373061     0.516968     0.854011
51881.00    -0.250905     0.568987     1.141022
51881.25    -0.701964     0.405862     1.286151
51881.50    -0.475286    -0.232308     1.091802
51881.75    -0.565475     0.307388     0.637777
51882.00    -0.544296     0.330656     0.823319
51882.25    -1.020373     0.109419     1.019704
51882.50    -0.710994    -0.272278     0.772427
51882.75    -0.770856     0.232541     0.409026
51883.00    -0.839700     0.465051     0.674551
51883.25    -1.127404     0.264454     1.027202
51883.50    -0.751889     0.002476     0.917839
51883.75    -0.947681     0.775030     0.630010
51884.00    -0.946688     1.124581     0.818656
51884.25    -1.126958     1.034652     0.903029
51884.50    -0.900606     0.673252     0.723524
51884.75    -1.110137     1.372474     0.279202
51885.00    -0.912311     1.542334     0.439634
51885.25    -1.000131     1.247865     0.680216
51885.50    -0.615250     0.631701     0.500761
51885.75    -0.681459     0.964913     0.292811
51886.00    -0.688540     0.862379     0.591393
51886.25    -1.189282     0.609897     0.867170
51886.50    -1.070270     0.055046     0.898844
51886.75    -1.213191     0.612171     0.457913
51887.00    -1.149285     0.388732     0.992064
51887.25    -1.392388     0.164491     1.319165
51887.50    -1.144533    -0.282309     1.348506
51887.75    -1.195643     0.432176     0.857105
51888.00    -0.971266     0.678634     1.110864
51888.25    -1.332574     0.620132     1.178808
51888.50    -1.209712     0.319743     1.049827
51888.75    -1.404395     0.999945     0.671674
51889.00    -1.455492     1.247706     0.947598
51889.25    -1.751555     1.107967     1.126887
51889.50    -1.339039     0.663024     0.999831
51889.75    -1.283120     1.053220     0.701978
51890.00    -0.988413     0.924455     1.015568
51890.25    -0.850070     0.571586     1.312972
51890.50    -0.302246     0.074618     1.157983
51890.75     0.050874     0.468154     0.812797
51891.00     0.269583     0.472293     1.061712
51891.25     0.099814     0.101086     1.401685
51891.50     0.391569    -0.368603     1.237962
51891.75     0.570700     0.011261     0.849395
51892.00     0.813434     0.106490     1.025310
51892.25     0.901672    -0.080819     1.063506
51892.50     1.306138    -0.466651     0.803803
51892.75     1.405274     0.080475     0.320366
51893.00     1.445316     0.192491     0.488812
51893.25     1.300002     0.167027     0.651647
51893.50     1.570138    -0.151358     0.488963
51893.75     1.389872     0.561977     0.064615
51894.00     1.310282     0.667183     0.263380
51894.25     0.770875     0.322309     0.601832
51894.50     0.844615    -0.073604     0.490894
51894.75     0.751205     0.528035     0.295422
51895.00     0.521631     0.789127     0.576896
51895.25     0.120029     0.664619     0.900381
51895.50     0.384170     0.381564     0.683819
51895.75     0.029379     0.960764     0.321952
51896.00    -0.357014     1.166565     0.503433
51896.25    -0.906111     1.059153     0.677520
51896.50    -0.750928     0.378823     0.659240
51896.75    -1.073044     0.872885     0.365116
51897.00    -1.143602     0.843830     0.586939
51897.25    -1.570507     0.743458     0.743507
51897.50    -1.272441     0.188149     0.513778
51897.75    -1.425778     0.803885     0.025767
51898.00    -1.302516     0.783853     0.153205
51898.25    -1.790125     0.693714     0.507806
51898.50    -1.635205     0.238991     0.300745
51898.75    -1.759799     0.844462    -0.114999
51899.00    -1.926401     1.004911     0.088458
51899.25    -2.468270     0.591250     0.516767
51899.50    -2.277000     0.017277     0.427053
51899.75    -2.449606     0.538803     0.191729
51900.00    -2.494673     0.753734     0.464451
51900.25    -2.597974     0.569573     0.675780
51900.50    -2.075186     0.052245     0.557285
51900.75    -1.987218     0.496116     0.088684
51901.00    -1.980907     0.534722     0.386798
51901.25    -2.125253     0.257466     0.639602
51901.50    -1.807835    -0.285209     0.571221
51901.75    -1.773454     0.262114     0.098881
51902.00    -1.613866     0.354303     0.244023
51902.25    -1.748744     0.205684     0.372383
51902.50    -1.384719    -0.272655     0.284621
51902.75    -1.369050     0.388739    -0.215570
51903.00    -1.156379     0.596281    -0.038507
51903.25    -1.439252     0.505153     0.185761
51903.50    -1.003185    -0.129432     0.210026
51903.75    -0.983593     0.361184    -0.065735
51904.00    -0.992943     0.731908     0.197386
51904.25    -1.065635     0.578341     0.544077
51904.50    -0.584310     0.268366     0.425965
51904.75    -0.456357     0.819921    -0.028010
51905.00    -0.247261     1.028758     0.125940
51905.25    -0.381568     0.845070     0.501366
51905.50     0.053296     0.386762     0.507652
51905.75     0.143228     0.797473     0.161679
51906.00     0.139459     0.945408     0.455267
51906.25    -0.214001     0.601590     0.753415
51906.50     0.098241     0.164946     0.668627
51906.75    -0.050383     0.576647     0.182575
51907.00    -0.125205     0.645588     0.447373
51907.25    -0.531923     0.438376     0.673772
51907.50    -0.263407    -0.109655     0.593740
51907.75    -0.410532     0.438929     0.153664
51908.00    -0.269413     0.644874     0.349363
51908.25    -0.485571     0.459101     0.599277
51908.50    -0.223465     0.057820     0.586065
51908.75    -0.475424     0.631355     0.253592
51909.00    -0.427255     0.784480     0.547705
51909.25    -0.707364     0.492900     0.951729
51909.50    -0.190265     0.008199     0.795580
51909.75    -0.039889     0.381350     0.421288
51910.00    -0.031341     0.602807     0.602320
51910.25    -0.431747     0.297557     0.817751
51910.50    -0.107515    -0.221476     0.692499
51910.75    -0.276442     0.343651     0.265392
51911.00    -0.518878     0.675576     0.436677
51911.25    -0.985258     0.480832     0.645626
51911.50    -0.772803     0.030510     0.508799
51911.75    -0.976092     0.610314     0.089922
51912.00    -1.224197     0.960216     0.388967
51912.25    -1.695140     0.941457     0.767592
51912.50    -1.371752     0.527949     0.712783
51912.75    -1.182008     1.159976     0.330829
51913.00    -0.999436     1.533917     0.608665
51913.25    -1.233219     1.429462     0.824484
51913.50    -0.922823     1.147789     0.597548
51913.75    -1.025766     1.695392     0.091628
51914.00    -1.164934     1.866226     0.314747
51914.25    -1.447681     1.782114     0.502274
51914.50    -0.988448     1.477526     0.320126
51914.75    -1.038499     2.153128    -0.219398
51915.00    -1.176712     2.422503    -0.213247
51915.25    -1.560761     2.145831    -0.012511
51915.50    -1.389582     1.700343    -0.166059
51915.75    -1.660047     2.183424    -0.567613
51916.00    -1.703215     2.407003    -0.219704
51916.25    -1.960885     2.114525     0.024010
51916.50    -1.547244     1.562264     0.028247
51916.75    -1.354026     1.828863    -0.288936
51917.00    -1.123034     1.868732     0.191873
51917.25    -1.125802     1.494257     0.630227
51917.50    -0.587107     0.977948     0.590491
51917.75    -0.231605     1.379315     0.177852
51918.00     0.030315     1.384789     0.516113
51918.25    -0.162568     1.059163     0.843713
51918.50     0.273844     0.653292     0.731987
51918.75     0.332778     1.176129     0.312870
51919.00     0.453729     1.367206     0.564395
51919.25     0.221202     0.984719     0.894225
51919.50     0.389027     0.451816     0.858003
51919.75     0.299506     0.705531     0.501997
51920.00     0.306266     0.789827     0.776284
51920.25    -0.084766     0.524859     0.997825
51920.50    -0.032056     0.090184     0.876238
51920.75    -0.240648     0.701608     0.370173
51921.00    -0.205984     0.863617     0.530635
51921.25    -0.783138     0.736575     0.864533
51921.50    -0.689961     0.438823     0.729418
51921.75    -1.011604     1.098844     0.376532
51922.00    -1.183019     1.326707     0.596695
51922.25    -1.468584     1.157614     0.771931
51922.50    -1.244238     0.802289     0.616134
51922.75    -1.136701     1.125072     0.125453
51923.00    -1.132808     1.348864     0.479626
51923.25    -1.366701     0.851825     0.640908
51923.50    -1.171505     0.286337     0.524119
51923.75    -1.259742     0.525952     0.084977
51924.00    -1.122566     0.672645     0.333607
51924.25    -1.111079     0.459808     0.561068
51924.50    -0.379001    -0.068372     0.483987
51924.75    -0.051093     0.526091     0.084993
51925.00     0.224495     0.644491     0.330578
51925.25     0.028378     0.347051     0.689130
51925.50     0.522325    -0.113128     0.631449
51925.75     0.517821     0.423851     0.192319
51926.00     0.432354     0.702647     0.527438
51926.25    -0.012603     0.497284     0.948423
51926.50     0.257718    -0.141639     0.876462
51926.75     0.041954     0.366735     0.507792
51927.00    -0.097741     0.587841     0.772923
51927.25    -0.487860     0.473107     1.098542
51927.50    -0.234162    -0.004975     1.067092
51927.75    -0.164334     0.562557     0.618361
51928.00     0.290646     0.690958     1.026325
51928.25     0.290181     0.468239     1.617074
51928.50     0.789848    -0.170519     1.805843
51928.75     1.189491     0.265625     1.525213
51929.00     1.202267     0.371790     1.827756
51929.25     0.783014     0.079539     2.127202
51929.50     0.926408    -0.757900     2.160081
51929.75     0.719404    -0.281214     1.684252
51930.00     0.448698    -0.052820     1.913398
51930.25     0.066272    -0.250244     2.112452
51930.50     0.143463    -0.822082     1.941672
51930.75     0.194809    -0.422494     1.363550
51931.00     0.036796    -0.047153     1.548889
51931.25    -0.394976    -0.023325     1.745846
51931.50    -0.199855    -0.555810     1.594939
51931.75    -0.252439    -0.031865     0.985666
51932.00    -0.269498     0.165033     1.164145
51932.25    -0.773330     0.094045     1.413441
51932.50    -0.658620    -0.329758     1.444514
51932.75    -0.510799     0.242320     0.869424
51933.00    -0.483059     0.629824     1.125115
51933.25    -0.726235     0.498856     1.489465
51933.50    -0.406054    -0.171940     1.607892
51933.75    -0.258994     0.217423     1.161813
51934.00    -0.327556     0.522768     1.428457
51934.25    -0.506968     0.410499     1.572309
51934.50    -0.130794    -0.183074     1.489134
51934.75    -0.161272     0.403587     0.786137
51935.00     0.107596     0.603227     0.905649
51935.25    -0.141488     0.657455     0.997361
51935.50     0.084075     0.203230     0.990952
51935.75     0.254114     0.883198     0.372604
51936.00     0.532310     1.259968     0.560116
51936.25     0.343389     1.134276     0.844969
51936.50     0.733758     0.578856     0.923731
51936.75     0.933495     0.898506     0.483805
51937.00     1.132435     1.183493     0.770236
51937.25     0.848038     1.034856     0.892780
51937.50     1.169559     0.275751     0.854289
51937.75     1.261366     0.655404     0.318047
51938.00     1.036184     1.013071     0.606505
51938.25     0.631587     1.088803     0.808543
51938.50     0.751363     0.715667     0.741417
51938.75     0.689241     1.557272     0.001053
51939.00     0.366593     1.997495     0.259891
51939.25    -0.178066     1.963587     0.417344
51939.50    -0.319953     1.445892     0.372426
51939.75    -0.480683     1.936773    -0.258008
51940.00    -0.709533     2.002278    -0.119362
51940.25    -1.133950     1.561063     0.150233
51940.50    -0.828461     0.587875     0.290602
51940.75    -0.705243     0.826826     0.116658
51941.00    -0.686035     0.866495     0.488809
51941.25    -0.905042     0.717679     0.839350
51941.50    -0.479661     0.031123     0.755082
51941.75    -0.417404     0.538062     0.141172
51942.00    -0.425680     0.666220     0.297056
51942.25    -0.818684     0.604023     0.641600
51942.50    -0.526479     0.126753     0.569668
51942.75    -0.510169     0.890790     0.156263
51943.00    -0.401541     1.214925     0.436102
51943.25    -0.733105     1.036865     0.634562
51943.50    -0.397981     0.226012     0.703265
51943.75    -0.598502     0.647813     0.355848
51944.00    -0.601845     0.646032     0.718603
51944.25    -1.143271     0.469677     1.044306
51944.50    -0.747655    -0.435372     1.143595
51944.75    -0.845810     0.063811     0.727205
51945.00    -0.972637     0.364836     0.945875
51945.25    -1.435098     0.500363     1.123252
51945.50    -1.105841    -0.092086     1.083005
51945.75    -1.183664     0.411079     0.467747
51946.00    -1.342711     0.877742     0.617544
51946.25    -1.742899     0.743212     0.972687
51946.50    -1.594995     0.452625     0.950033
51946.75    -1.571926     1.096117     0.395162
51947.00    -1.463617     1.370750     0.552295
51947.25    -1.853985     1.192885     0.830852
51947.50    -1.529180     0.499285     0.933102
51947.75    -1.496909     0.863659     0.428640
51948.00    -1.566519     1.105847     0.584735
51948.25    -2.048147     1.136663     0.820290
51948.50    -1.759678     0.528221     0.863554
51948.75    -1.664606     0.999732     0.302949
51949.00    -1.807839     1.364664     0.628704
51949.25    -2.130787     1.374243     0.757991
51949.50    -1.884637     1.009983     0.722187
51949.75    -1.806348     1.667129     0.252728
51950.00    -1.884120     2.038291     0.511660
51950.25    -2.308763     1.823244     0.906806
51950.50    -2.257484     1.257719     1.140991
51950.75    -2.270749     1.667491     0.757253
51951.00    -2.420657     1.751201     1.132052
51951.25    -2.905665     1.556434     1.339443
51951.50    -2.522085     0.656177     1.426014
51951.75    -2.477415     1.124592     1.034654
51952.00    -2.336630     1.264223     1.225538
51952.25    -2.271541     0.986033     1.540096
51952.50    -1.608109     0.144622     1.502301
51952.75    -1.263146     0.455431     1.013332
51953.00    -0.975648     0.606888     1.328930
51953.25    -1.037972     0.404479     1.584404
51953.50    -0.510804    -0.197733     1.466112
51953.75    -0.121546     0.254846     0.705371
51954.00     0.125399     0.507638     0.812982
51954.25    -0.066046     0.371166     1.013640
51954.50     0.452947    -0.023123     0.723437
51954.75     0.688293     0.624963    -0.095730
51955.00     0.775683     0.984763     0.059647
51955.25     0.449686     0.857909     0.194985
51955.50     0.909363    -0.020310     0.268677
51955.75     0.928983     0.252326    -0.092532
51956.00     0.863783     0.335978     0.226511
51956.25     0.400569    -0.086146     0.664143
51956.50     0.879474    -1.005275     0.810161
51956.75     0.828152    -0.735260     0.461518
51957.00     0.797993    -0.637195     0.865144
51957.25     0.484840    -0.885718     1.243152
51957.50     0.974492    -1.547900     1.262810
51957.75     1.088260    -0.961569     0.735255
51958.00     1.082470    -0.736534     1.037583
51958.25     0.552143    -0.766952     1.320199
51958.50     0.901045    -1.310059     1.239651
51958.75     0.705746    -0.553310     0.613764
51959.00     0.559556    -0.129771     0.700480
51959.25     0.210690    -0.164006     0.933178
51959.50     0.868944    -0.829833     0.943732
51959.75     0.962618    -0.382508     0.407174
51960.00     0.968173    -0.340248     0.642491
51960.25     0.411343    -0.629566     0.935660
51960.50     0.895689    -1.456304     0.816459
51960.75     1.020735    -1.223841     0.157025
51961.00     1.012058    -1.138147     0.318181
51961.25     0.699934    -1.334556     0.502669
51961.50     1.231145    -2.049829     0.380778
51961.75     1.200009    -1.468086    -0.321668
51962.00     1.149892    -1.222003    -0.183313
51962.25     0.755104    -1.222051    -0.030762
51962.50     0.938929    -1.631288    -0.142119
51962.75     0.721913    -0.883482    -0.815776
51963.00     0.630683    -0.442919    -0.777893
51963.25     0.232324    -0.457618    -0.476983
51963.50     0.586464    -0.999930    -0.430660
51963.75     0.621472    -0.439949    -0.902706
51964.00     0.570667    -0.134499    -0.614077
51964.25     0.007262    -0.161458    -0.222838
51964.50     0.263553    -0.735849    -0.066227
51964.75     0.321153    -0.511169    -0.568806
51965.00     0.286355    -0.305825    -0.239970
51965.25    -0.099894    -0.505860     0.131442
51965.50     0.380148    -1.052111     0.128920
51965.75     0.333103    -0.475979    -0.459554
51966.00     0.365771    -0.181231    -0.369859
51966.25     0.073173    -0.388864    -0.156047
51966.50     0.308742    -1.010017    -0.139750
51966.75     0.127039    -0.465630    -0.759686
51967.00     0.253472    -0.191854    -0.686986
51967.25    -0.028266    -0.323818    -0.372507
51967.50     0.370572    -0.794825    -0.305486
51967.75     0.544522    -0.071194    -0.670673
51968.00     0.652797     0.332618    -0.324528
51968.25     0.200245     0.433515    -0.068863
51968.50     0.406160     0.184665    -0.154648
51968.75     0.369432     0.892247    -0.810633
51969.00     0.199077     1.468882    -0.600373
51969.25    -0.314719     1.553399    -0.288532
51969.50    -0.068795     1.196950    -0.243917
51969.75    -0.095624     1.905518    -0.710859
51970.00    -0.097483     2.165690    -0.323160
51970.25    -0.629722     2.147605     0.124346
51970.50    -0.108403     1.486946     0.079844
51970.75    -0.154418     2.067265    -0.520719
51971.00    -0.130085     2.059726    -0.177511
51971.25    -0.601651     1.782881     0.189057
51971.50    -0.380132     0.860676     0.129560
51971.75    -0.508810     1.042755    -0.267738
51972.00    -0.832326     1.039310    -0.010359
51972.25    -1.440409     0.630553     0.222966
51972.50    -1.262675    -0.240069     0.194130
51972.75    -1.348035     0.118706    -0.333325
51973.00    -1.521971     0.282696     0.003521
51973.25    -2.113504     0.378623     0.289392
51973.50    -1.773564    -0.203501     0.269087
51973.75    -1.891241     0.427002    -0.394892
51974.00    -1.803534     0.628167    -0.118515
51974.25    -2.179152     0.525286     0.199419
51974.50    -1.718593    -0.117899     0.242882
51974.75    -1.574997     0.327583    -0.255935
51975.00    -1.267237     0.434006    -0.038864
51975.25    -1.357079     0.116663     0.307643
51975.50    -0.544357    -0.650092     0.295418
51975.75    -0.224259    -0.138299    -0.328374
51976.00     0.079760     0.087359    -0.185113
51976.25    -0.115320     0.021129    -0.019731
51976.50     0.489307    -0.616919    -0.128243
51976.75     0.485190     0.036775    -0.851852
51977.00     0.411777     0.376789    -0.676901
51977.25    -0.015359     0.348186    -0.561412
51977.50     0.357980    -0.139942    -0.461583
51977.75     0.459808     0.580659    -1.046568
51978.00     0.638145     1.069988    -0.618635
51978.25     0.438346     1.163839    -0.288414
51978.50     1.174041     0.576187    -0.202230
51978.75     1.485740     1.121382    -0.620672
51979.00     1.510404     1.382684    -0.196256
51979.25     1.126943     1.292511     0.178677
51979.50     1.670021     0.603953     0.153520
51979.75     1.859182     0.784786    -0.247156
51980.00     1.870337     0.810299     0.087736
51980.25     1.605443     0.471338     0.431452
51980.50     2.052901    -0.105801     0.353106
51980.75     2.266636     0.426850    -0.238011
51981.00     2.490195     0.709888    -0.059910
51981.25     2.191800     0.710175     0.039133
51981.50     2.676800     0.017968     0.026891
51981.75     2.702886     0.589731    -0.564638
51982.00     2.467353     0.988424    -0.446437
51982.25     1.915780     0.859354    -0.299797
51982.50     2.070434     0.422103    -0.543222
51982.75     1.836105     0.796614    -1.095407
51983.00     1.436080     0.924372    -0.756925
51983.25     0.784277     0.622480    -0.249845
51983.50     0.985900     0.000496    -0.161093
51983.75     0.952030     0.471783    -0.668616
51984.00     0.803846     0.478307    -0.235151
51984.25     0.502616    -0.080757     0.231554
51984.50     0.824103    -0.922452     0.377051
51984.75     0.899718    -0.509576    -0.131182
51985.00     0.960319    -0.451804     0.135196
51985.25     0.708239    -0.892794     0.262717
51985.50     1.030226    -1.778363     0.117081
51985.75     1.108881    -1.395056    -0.481284
51986.00     0.942226    -1.111706    -0.336089
51986.25     0.214474    -1.053536    -0.254035
51986.50     0.428049    -1.715404    -0.367473
51986.75     0.094459    -1.177997    -0.930426
51987.00    -0.209521    -1.042282    -0.397276
51987.25    -0.977857    -0.920470    -0.011467
51987.50    -0.810686    -1.507828     0.160489
51987.75    -0.946643    -1.019652    -0.401943
51988.00    -0.937279    -0.999547    -0.123891
51988.25    -1.346699    -1.344758     0.339030
51988.50    -0.943460    -2.226270     0.446188
51988.75    -0.957054    -1.737655    -0.091216
51989.00    -0.779831    -1.507288    -0.004455
51989.25    -1.224714    -1.713186     0.091489
51989.50    -0.751093    -2.347963    -0.182204
51989.75    -0.732015    -1.818114    -0.905604
51990.00    -0.681444    -1.491656    -0.810644
51990.25    -1.109256    -1.496855    -0.655979
51990.50    -0.662411    -2.007464    -0.916617
51990.75    -0.860199    -1.292175    -1.535227
51991.00    -0.971093    -0.938340    -1.256598
51991.25    -1.458741    -0.891104    -0.925693
51991.50    -1.078285    -1.352669    -0.833644
51991.75    -1.134980    -0.652160    -1.368525
51992.00    -0.934528    -0.399857    -1.081737
51992.25    -1.311534    -0.527654    -0.711315
51992.50    -0.828909    -1.275660    -0.571961
51992.75    -0.503536    -0.863987    -1.003784
51993.00    -0.413685    -0.652856    -0.683039
51993.25    -0.647224    -0.904582    -0.322375
51993.50     0.229302    -1.689267    -0.250842
51993.75     0.637697    -1.250806    -0.631718
51994.00     0.810109    -0.959091    -0.209892
51994.25     0.794203    -0.973364     0.118185
51994.50     1.289395    -1.565567     0.124079
51994.75     1.444057    -1.075786    -0.421778
51995.00     1.432122    -0.767770    -0.033462
51995.25     1.023435    -0.766278     0.330644
51995.50     1.253122    -1.139302     0.212747
51995.75     1.265359    -0.419434    -0.431409
51996.00     1.344331    -0.130122    -0.075805
51996.25     0.873459    -0.059916     0.209579
51996.50     1.382064    -0.561994     0.148493
51996.75     1.523031     0.070405    -0.470919
51997.00     1.323463     0.173918    -0.155415
51997.25     0.752329    -0.152932     0.085714
51997.50     1.090675    -1.065758     0.161155
51997.75     0.832776    -0.330884    -0.372598
51998.00     0.649630    -0.063562    -0.114690
51998.25     0.080460    -0.038221    -0.076901
51998.50     0.373811    -0.569693    -0.331253
51998.75     0.075201     0.170372    -0.895455
51999.00    -0.199576     0.651227    -0.602175
51999.25    -0.653463     0.722252    -0.317172
51999.50    -0.370263     0.308677    -0.356271
51999.75    -0.305048     0.932974    -0.791543
52000.00    -0.133288     1.187251    -0.282920
52000.25    -0.511728     0.987388     0.218005
52000.50     0.006305     0.373511     0.330289
52000.75     0.219133     0.882351    -0.253095
52001.00     0.356445     0.790375     0.230961
52001.25     0.145074     0.353380     0.523892
52001.50     0.809246    -0.533425     0.635058
52001.75     0.825846    -0.054613     0.049652
52002.00     0.855811     0.182581     0.395960
52002.25     0.616392     0.050923     0.491026
52002.50     1.109129    -0.864616     0.558954
52002.75     1.263439    -0.396450     0.019460
52003.00     1.360825    -0.189528     0.387443
52003.25     0.940132    -0.148789     0.686674
52003.50     1.593464    -0.787361     0.663327
52003.75     1.696687    -0.152629     0.131216
52004.00     1.969479    -0.028598     0.518850
52004.25     1.457817     0.039864     0.855606
52004.50     1.952820    -0.755183     0.857910
52004.75     1.998711    -0.061755     0.180951
52005.00     1.743928     0.212636     0.484332
52005.25     1.165692     0.118182     0.727576
52005.50     1.326982    -0.625542     0.790706
52005.75     1.023150    -0.003391     0.192824
52006.00     0.740191     0.187818     0.498254
52006.25    -0.042382     0.033200     0.702881
52006.50    -0.049917    -0.631771     0.552767
52006.75    -0.196928    -0.188996     0.051306
52007.00    -0.501564     0.154778     0.362811
52007.25    -1.009054     0.116217     0.660720
52007.50    -0.662971    -0.369101     0.509724
52007.75    -0.675717     0.351748    -0.332831
52008.00    -0.849153     0.722219    -0.268796
52008.25    -1.300186     0.748618    -0.138400
52008.50    -0.857094     0.262349    -0.317889
52008.75    -0.667848     0.830651    -1.016618
52009.00    -0.595984     1.129504    -0.632141
52009.25    -0.857111     0.981079    -0.391958
52009.50    -0.304711     0.240772    -0.266003
52009.75    -0.329061     0.791414    -0.715960
52010.00    -0.294447     0.867082    -0.356414
52010.25    -0.598247     0.577696    -0.021363
52010.50     0.089566    -0.408369     0.086965
52010.75     0.375877    -0.142146    -0.456842
52011.00     0.420068    -0.002694    -0.189384
52011.25     0.164208    -0.175727     0.073461
52011.50     0.646597    -0.885559    -0.000271
52011.75     0.724768    -0.255739    -0.718443
52012.00     0.505750     0.003867    -0.507728
52012.25    -0.114185    -0.055559    -0.498006
52012.50     0.150225    -0.694731    -0.635353
52012.75     0.027428    -0.074766    -1.392635
52013.00    -0.300683     0.234360    -1.079793
52013.25    -0.822601     0.274807    -0.918099
52013.50    -0.279340    -0.469872    -0.794721
52013.75    -0.222964    -0.051030    -1.156717
52014.00    -0.326631     0.016342    -0.705902
52014.25    -0.859384    -0.109359    -0.282665
52014.50    -0.440866    -0.962712    -0.167071
52014.75    -0.592498    -0.398276    -0.783048
52015.00    -0.717343    -0.382984    -0.366081
52015.25    -1.161629    -0.602376    -0.023617
52015.50    -0.757192    -1.500493     0.108674
52015.75    -0.880349    -1.119845    -0.405606
52016.00    -0.807062    -1.019802     0.008899
52016.25    -1.132887    -1.165395     0.286051
52016.50    -0.544413    -1.900685     0.278488
52016.75    -0.417554    -1.314906    -0.446970
52017.00    -0.446562    -0.986718    -0.246513
52017.25    -0.804694    -0.839655    -0.239557
52017.50    -0.185281    -1.369128    -0.308278
52017.75    -0.039412    -0.622354    -1.029554
52018.00     0.208710    -0.139888    -0.791051
52018.25    -0.020847    -0.067730    -0.572499
52018.50     0.391539    -0.699875    -0.558250
52018.75     0.186281    -0.139964    -1.271855
52019.00     0.083252    -0.043748    -1.040118
52019.25    -0.475737    -0.112275    -0.874010
52019.50    -0.136029    -0.959719    -0.691802
52019.75    -0.246791    -0.300986    -1.305434
52020.00    -0.420977    -0.025476    -1.053073
52020.25    -0.738173    -0.329934    -0.860351
52020.50    -0.380556    -1.163835    -0.819662
52020.75    -0.350061    -0.531090    -1.455195
52021.00    -0.477934    -0.102071    -1.379425
52021.25    -0.838413     0.087801    -1.406240
52021.50    -0.274220    -0.373136    -1.660870
52021.75    -0.143168     0.149840    -2.479380
52022.00    -0.045206     0.324723    -2.071753
52022.25    -0.203479     0.240963    -1.606639
52022.50     0.365637    -0.423008    -1.297251
52022.75     0.536342     0.035424    -1.604682
52023.00     0.668449     0.159666    -0.915239
52023.25     0.225284     0.017846    -0.307595
52023.50     0.688959    -0.737982     0.019960
52023.75     0.778091    -0.376946    -0.217953
52024.00     0.633064    -0.303805     0.270652
52024.25     0.049993    -0.427732     0.571600
52024.50     0.577600    -1.314087     0.655460
52024.75     0.606577    -0.821027     0.018437
52025.00     0.451694    -0.535598     0.224907
52025.25     0.230746    -0.468509     0.331688
52025.50     0.735875    -1.218669     0.379459
52025.75     0.620607    -0.559134    -0.372980
52026.00     0.556416    -0.378040    -0.315884
52026.25     0.067082    -0.386714    -0.235511
52026.50     0.364195    -1.198381    -0.144469
52026.75     0.285601    -0.663743    -0.747883
52027.00     0.386000    -0.685813    -0.483152
52027.25    -0.032601    -0.870376    -0.248338
52027.50     0.403673    -1.609820    -0.264819
52027.75     0.538851    -0.978750    -0.694974
52028.00     0.580114    -0.737227    -0.291502
52028.25     0.154842    -0.676209    -0.092332
52028.50     0.823784    -1.342012    -0.060319
52028.75     1.231730    -0.661681    -0.635924
52029.00     1.416849    -0.289046    -0.180413
52029.25     1.182686    -0.102093     0.070427
52029.50     1.551479    -0.680081     0.070791
52029.75     1.580810     0.072579    -0.524357
52030.00     1.472976     0.325645    -0.221449
52030.25     0.959152     0.402279    -0.133201
52030.50     1.181243    -0.402459    -0.222168
52030.75     1.065036     0.083430    -0.868800
52031.00     0.897545    -0.005766    -0.568483
52031.25     0.384078    -0.227312    -0.386840
52031.50     0.770877    -1.215265    -0.289866
52031.75     0.808159    -0.883515    -0.901876
52032.00     0.939075    -0.977412    -0.706056
52032.25     0.654421    -1.158999    -0.595267
52032.50     1.205359    -2.019753    -0.612372
52032.75     1.178587    -1.464478    -1.315407
52033.00     1.082410    -1.276734    -1.114473
52033.25     0.633760    -1.142397    -0.818827
52033.50     0.879698    -1.601862    -0.670072
52033.75     0.840663    -0.836805    -1.190740
52034.00     0.669753    -0.438789    -0.659556
52034.25     0.275518    -0.254703    -0.328207
52034.50     0.530119    -0.673010    -0.119792
52034.75     0.645701    -0.121044    -0.627387
52035.00     0.648357    -0.106840    -0.188542
52035.25     0.257187    -0.270161     0.133622
52035.50     0.767531    -1.094282     0.390505
52035.75     0.914477    -0.592581    -0.146147
52036.00     1.164473    -0.696750     0.268192
52036.25     1.025114    -0.975974     0.457133
52036.50     1.561653    -1.869513     0.672457
52036.75     1.783088    -1.469913     0.090177
52037.00     1.872323    -1.458878     0.495325
52037.25     1.701737    -1.392361     0.630895
52037.50     2.367399    -2.141882     0.751854
52037.75     2.715083    -1.547607     0.212330
52038.00     2.837221    -1.284618     0.599098
52038.25     2.461254    -1.186609     0.626916
52038.50     2.886692    -1.749764     0.566917
