-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
blyt        49718.000    1995     1     1     0
blyt        52274.750    2001    12    31    18
blyt     -2223206.565 -4830299.786  3510587.672
51926.00     0.378264     0.179974     0.130974
51926.25     0.097447     0.216589    -0.935764
51926.50     0.296438    -0.115647    -1.087051
51926.75     0.215162     0.197640    -2.744160
51927.00     0.082316     0.103166    -1.218290
51927.25    -0.302570     0.099352    -1.384865
51927.50    -0.068772    -0.173426    -1.091637
51927.75    -0.056049     0.254673    -2.575145
51928.00     0.322080     0.289913    -1.496133
51928.25     0.329584     0.351377    -1.910941
51928.50     0.699642     0.061221    -1.123641
51928.75     0.990732     0.349332    -1.999236
51929.00     1.005748     0.325292    -0.752672
51929.25     0.654055     0.253199    -1.239932
51929.50     0.753298    -0.186211    -0.514143
51929.75     0.683735     0.175102    -2.231995
51930.00     0.484956     0.245490    -1.359798
51930.25     0.210324     0.361649    -2.134073
51930.50     0.250925     0.168708    -2.507297
51930.75     0.246030     0.525401    -3.623641
51931.00     0.074498     0.567978    -2.515551
51931.25    -0.295720     0.582488    -2.391894
51931.50    -0.138430     0.227234    -1.502854
51931.75    -0.210108     0.458446    -1.996025
51932.00    -0.184473     0.355025    -0.763244
51932.25    -0.615013     0.387250    -1.449907
51932.50    -0.563159     0.126770    -1.140938
51932.75    -0.441505     0.441430    -2.273735
51933.00    -0.441113     0.534270    -0.926823
51933.25    -0.641309     0.630510    -1.495355
51933.50    -0.415309     0.306504    -0.766483
51933.75    -0.390795     0.601242    -1.899720
51934.00    -0.513197     0.541893    -0.442847
51934.25    -0.772104     0.478882    -0.810745
51934.50    -0.526153     0.136847    -0.566897
51934.75    -0.535454     0.441104    -2.440352
51935.00    -0.166913     0.338522    -0.864092
51935.25    -0.380295     0.455056    -1.205932
51935.50    -0.186972     0.174990    -0.126809
51935.75    -0.049278     0.567505    -0.516746
51936.00     0.186079     0.546037     1.721489
51936.25     0.042306     0.549628     2.113212
51936.50     0.389960     0.166123     3.156997
51936.75     0.523700     0.348567     2.412564
51937.00     0.610229     0.408219     3.015793
51937.25     0.327454     0.479796     1.999648
51937.50     0.568617     0.103363     1.803995
51937.75     0.618815     0.311483     0.131653
51938.00     0.373481     0.346288     0.750242
51938.25    -0.054105     0.420666     0.005140
51938.50     0.023931     0.124945     0.300324
51938.75    -0.114267     0.467768    -0.453344
51939.00    -0.305294     0.395207     0.848499
51939.25    -0.706933     0.419920    -0.040759
51939.50    -0.728272     0.086274     0.336861
51939.75    -0.759878     0.487462    -1.933221
51940.00    -0.841784     0.516771    -1.009531
51940.25    -1.097688     0.578055    -2.038720
51940.50    -0.763026     0.200465    -1.942362
51940.75    -0.519297     0.351852    -2.696575
51941.00    -0.493233     0.365025    -1.593524
51941.25    -0.650630     0.370698    -1.724035
51941.50    -0.290774     0.145084    -2.022085
51941.75    -0.247515     0.597856    -4.083267
51942.00    -0.365055     0.659196    -3.298877
51942.25    -0.762686     0.800665    -4.103279
51942.50    -0.589295     0.575104    -4.014859
51942.75    -0.637830     0.826294    -4.192064
51943.00    -0.552899     0.801431    -2.444916
51943.25    -0.768033     0.737947    -2.815943
51943.50    -0.437962     0.233899    -1.866730
51943.75    -0.511696     0.520066    -3.198354
51944.00    -0.428309     0.425909    -1.779087
51944.25    -0.720662     0.490085    -2.719232
51944.50    -0.352880     0.076026    -2.540152
51944.75    -0.444935     0.470817    -3.906586
51945.00    -0.615787     0.465798    -1.931850
51945.25    -1.102473     0.536056    -2.173477
51945.50    -0.859631     0.092959    -1.012552
51945.75    -0.982771     0.314985    -1.807738
51946.00    -1.152975     0.270914     0.189590
51946.25    -1.499070     0.294877     0.212171
51946.50    -1.515244     0.129422     1.289304
51946.75    -1.578502     0.490907     0.836866
51947.00    -1.611123     0.458527     2.615890
51947.25    -1.974151     0.405214     2.379296
51947.50    -1.638686    -0.009185     3.423164
51947.75    -1.572951     0.267395     2.292494
51948.00    -1.508863     0.195335     3.300279
51948.25    -1.836198     0.300080     2.458067
51948.50    -1.589178    -0.033034     2.404109
51948.75    -1.526123     0.324979     0.253108
51949.00    -1.684187     0.494255    -0.040345
51949.25    -1.945933     0.695758    -1.550709
51949.50    -1.865931     0.587041    -1.696467
51949.75    -1.815518     1.047497    -2.988569
51950.00    -1.993919     1.122411    -1.265782
51950.25    -2.358568     1.053547    -0.855685
51950.50    -2.319266     0.743077     0.251109
51950.75    -2.396197     0.989823    -0.310467
51951.00    -2.533790     0.886781     1.042317
51951.25    -2.921390     0.912568     0.105398
51951.50    -2.568169     0.471775     0.534226
51951.75    -2.461219     0.785812    -0.984429
51952.00    -2.343585     0.686612     0.594711
51952.25    -2.221576     0.679434     0.197777
51952.50    -1.590598     0.292694     0.660987
51952.75    -1.258716     0.490993    -0.171602
51953.00    -0.982045     0.343616     1.722901
51953.25    -0.981284     0.349728     1.878183
51953.50    -0.584543     0.118106     3.078704
51953.75    -0.307947     0.254044     1.851578
51954.00    -0.219186     0.185097     2.231247
51954.25    -0.378076     0.185850     1.335261
51954.50     0.050736    -0.145913     1.627746
51954.75     0.285563     0.132112     0.134688
51955.00     0.349616     0.120993     0.922701
51955.25     0.140764     0.177002    -0.280632
51955.50     0.622204    -0.329116     0.532598
51955.75     0.692599    -0.029294    -1.418714
51956.00     0.762791     0.000029    -0.682939
51956.25     0.500793     0.054662    -1.977613
51956.50     0.945237    -0.245576    -1.951287
51956.75     0.965868     0.066795    -3.421562
51957.00     1.023565     0.038713    -2.207957
51957.25     0.766491     0.111192    -2.918086
51957.50     1.096361    -0.180427    -2.230664
51957.75     1.126000     0.192449    -2.873557
51958.00     1.024051     0.123338    -1.236856
51958.25     0.514293     0.184555    -1.596688
51958.50     0.732103    -0.221893    -0.348046
51958.75     0.468366     0.091176    -1.387142
51959.00     0.261362     0.017481     0.004767
51959.25    -0.060698     0.040109    -0.351098
51959.50     0.464249    -0.324884     0.470718
51959.75     0.552457    -0.016475    -0.709781
51960.00     0.652898    -0.150134     0.336872
51960.25     0.296088    -0.124473    -0.732484
51960.50     0.716116    -0.497283    -0.556770
51960.75     0.977785    -0.243325    -2.524933
51961.00     1.055355    -0.338424    -1.622530
51961.25     0.798104    -0.242980    -2.667498
51961.50     1.228661    -0.619195    -1.923980
51961.75     1.263136    -0.245520    -3.358682
51962.00     1.205896    -0.355281    -1.514247
51962.25     0.829026    -0.328728    -1.484568
51962.50     0.899201    -0.573484    -0.395179
51962.75     0.608091    -0.232683    -0.720726
51963.00     0.391650    -0.291711     1.494134
51963.25    -0.043171    -0.274620     1.900015
51963.50     0.167107    -0.679848     3.419434
51963.75     0.112284    -0.412228     3.021532
51964.00     0.083451    -0.452689     3.862586
51964.25    -0.305216    -0.393621     2.735999
51964.50    -0.184778    -0.656291     2.899699
51964.75    -0.111432    -0.343769     0.985315
51965.00    -0.134097    -0.325766     1.324198
51965.25    -0.376964    -0.195464     0.166679
51965.50     0.140396    -0.458741     0.704434
51965.75     0.232143    -0.043214    -1.089771
51966.00     0.304705     0.048704    -0.711290
51966.25     0.183169     0.134114    -1.124504
51966.50     0.426248    -0.165459    -0.430388
51966.75     0.337501     0.140497    -1.802556
51967.00     0.434103     0.132159    -0.994235
51967.25     0.280329     0.169330    -1.456799
51967.50     0.548970    -0.073148    -0.600749
51967.75     0.635245     0.277852    -1.163730
51968.00     0.460013     0.313953     0.536952
51968.25    -0.079501     0.362143     0.645089
51968.50    -0.119662     0.213302     0.935724
51968.75    -0.176628     0.484057     0.349967
51969.00    -0.376407     0.543907     0.932652
51969.25    -0.790973     0.587888     0.305334
51969.50    -0.550369     0.277960     1.145851
51969.75    -0.549293     0.605595     0.483366
51970.00    -0.567977     0.560262     2.018701
51970.25    -1.004137     0.646552     1.649359
51970.50    -0.639890     0.277513     2.773002
51970.75    -0.685610     0.614838     1.763044
51971.00    -0.603532     0.397427     3.538665
51971.25    -0.971363     0.325151     3.002781
51971.50    -0.705997    -0.080418     2.737618
51971.75    -0.643355     0.160006     0.885550
51972.00    -0.835236     0.192305     1.433719
51972.25    -1.206240     0.328957    -0.607341
51972.50    -1.050448     0.075355    -0.588539
51972.75    -1.086581     0.492933    -2.469972
51973.00    -1.243968     0.492817    -1.607726
51973.25    -1.747853     0.679728    -2.169681
51973.50    -1.459158     0.381361    -1.571257
51973.75    -1.523528     0.690621    -2.561274
51974.00    -1.483981     0.624637    -1.327374
51974.25    -1.766961     0.644996    -1.973093
51974.50    -1.334432     0.253127    -1.502788
51974.75    -1.229161     0.531248    -2.667077
51975.00    -0.970806     0.392379    -1.556217
51975.25    -0.997938     0.338689    -1.783016
51975.50    -0.346688    -0.108074    -0.927322
51975.75    -0.098495     0.097243    -1.530713
51976.00     0.107651     0.020917    -1.086744
51976.25    -0.088650     0.063922    -1.898545
51976.50     0.403951    -0.304016    -1.015001
51976.75     0.353640     0.085619    -2.388245
51977.00     0.267199     0.139083    -1.003923
51977.25    -0.114959     0.236518    -1.417414
51977.50     0.137804    -0.016468    -0.409800
51977.75     0.104940     0.303210    -0.289201
51978.00     0.124506     0.277545     1.991641
51978.25    -0.119684     0.376426     1.926394
51978.50     0.445259    -0.061384     3.595462
51978.75     0.717082     0.188071     2.365065
51979.00     0.804819     0.154700     3.525597
51979.25     0.421939     0.232709     2.757572
51979.50     0.871734    -0.159446     3.392988
51979.75     1.041952     0.040017     2.273405
51980.00     1.106569    -0.015302     3.015117
51980.25     0.967171    -0.054488     1.948245
51980.50     1.413965    -0.385100     2.337024
51980.75     1.642793    -0.097462     0.706493
51981.00     1.868692    -0.081346     1.605781
51981.25     1.614873     0.037731     0.656952
51981.50     2.022206    -0.325003     1.384507
51981.75     1.994757    -0.015173     0.449498
51982.00     1.800142    -0.026248     1.710706
51982.25     1.304013    -0.045361     1.203669
51982.50     1.484274    -0.329481     1.205305
51982.75     1.412849    -0.067906    -0.394840
51983.00     1.211109    -0.108570     0.699975
51983.25     0.766069    -0.007670    -0.424353
51983.50     0.927003    -0.306560     0.437751
51983.75     0.870568     0.020765    -0.491805
51984.00     0.629711    -0.069926     1.462137
51984.25     0.352687    -0.192121     1.442265
51984.50     0.610773    -0.617160     2.505793
51984.75     0.680986    -0.383503     1.841542
51985.00     0.740286    -0.509453     3.176127
51985.25     0.681907    -0.489342     1.543649
51985.50     1.054882    -0.821273     1.017468
51985.75     1.168861    -0.521482    -1.158151
51986.00     1.084381    -0.517875     0.227271
51986.25     0.495677    -0.275669    -1.548964
51986.50     0.742338    -0.558210    -1.523441
51986.75     0.529234    -0.188809    -3.441818
51987.00     0.249096    -0.234923    -1.955258
51987.25    -0.390375     0.008614    -2.923281
51987.50    -0.342045    -0.280526    -2.189509
51987.75    -0.423787    -0.039336    -3.367884
51988.00    -0.374851    -0.208971    -1.505286
51988.25    -0.685939    -0.278212    -1.946951
51988.50    -0.384945    -0.721323    -1.105395
51988.75    -0.386716    -0.448881    -2.157753
51989.00    -0.280083    -0.567163    -0.389086
51989.25    -0.700866    -0.548068    -1.528723
51989.50    -0.324804    -0.898102    -1.170756
51989.75    -0.288221    -0.641362    -2.170452
51990.00    -0.275696    -0.677605    -1.012727
51990.25    -0.649668    -0.550209    -1.759351
51990.50    -0.277284    -0.837579    -1.376266
51990.75    -0.446739    -0.414402    -2.644362
51991.00    -0.542735    -0.470247    -1.019734
51991.25    -0.932366    -0.317060    -1.989446
51991.50    -0.572792    -0.606883    -1.158075
51991.75    -0.551749    -0.195837    -2.626021
51992.00    -0.350609    -0.242490    -1.044082
51992.25    -0.630137    -0.114909    -1.826459
51992.50    -0.262797    -0.419978    -1.216548
51992.75     0.050963    -0.073918    -2.402161
51993.00     0.047658    -0.079153    -1.086044
51993.25    -0.188321    -0.060515    -1.576608
51993.50     0.501618    -0.445692    -1.189344
51993.75     0.799075    -0.221450    -1.578603
51994.00     0.946653    -0.306376     0.284229
51994.25     0.881872    -0.214229     0.119302
51994.50     1.236616    -0.534128     0.400803
51994.75     1.396926    -0.285353    -0.345904
51995.00     1.345556    -0.338295     0.966118
51995.25     0.960916    -0.217647     0.486509
51995.50     1.187974    -0.501158     1.231058
51995.75     1.182613    -0.078224    -0.481419
51996.00     1.143838    -0.093658     1.104488
51996.25     0.603908     0.044777     0.534686
51996.50     0.994186    -0.399384     1.789013
51996.75     1.124059    -0.157674     1.385626
51997.00     1.001630    -0.303126     2.948588
51997.25     0.490993    -0.288150     2.206229
51997.50     0.794086    -0.846210     3.634798
51997.75     0.637876    -0.493076     2.632820
51998.00     0.484237    -0.492229     3.795529
51998.25     0.052142    -0.319690     2.240850
51998.50     0.247301    -0.640067     2.228894
51998.75     0.052817    -0.199837    -0.166464
51999.00    -0.203914    -0.103805     1.244459
51999.25    -0.567275     0.157741    -0.138816
51999.50    -0.370034     0.006630     0.156621
51999.75    -0.360662     0.406191    -1.045120
52000.00    -0.362872     0.274218     1.315902
52000.25    -0.773491     0.253484     1.216413
52000.50    -0.345064    -0.126885     2.749980
52000.75    -0.189608     0.133790     1.984981
52001.00    -0.080882    -0.082223     3.880554
52001.25    -0.240923    -0.104332     3.195368
52001.50     0.327194    -0.572893     4.161377
52001.75     0.352527    -0.327573     3.058311
52002.00     0.435206    -0.360293     4.275658
52002.25     0.352963    -0.210720     2.719449
52002.50     0.845012    -0.571738     2.619128
52002.75     1.047453    -0.231297     0.821538
52003.00     1.223962    -0.202297     1.352597
52003.25     0.898728     0.046011     0.393915
52003.50     1.448451    -0.269828     1.391502
52003.75     1.480410     0.063254     0.334054
52004.00     1.605046    -0.060880     2.141057
52004.25     1.126927     0.084190     1.349154
52004.50     1.434842    -0.390012     2.582733
52004.75     1.416666    -0.055568     1.556796
52005.00     1.091474    -0.086241     2.780395
52005.25     0.593386    -0.132022     2.823922
52005.50     0.590752    -0.647331     3.993428
52005.75     0.273491    -0.293280     2.135335
52006.00     0.001281    -0.296392     2.888670
52006.25    -0.524942    -0.181797     1.764725
52006.50    -0.583005    -0.454728     2.250690
52006.75    -0.761517    -0.162000     1.473686
52007.00    -0.950633    -0.230747     2.527018
52007.25    -1.369097    -0.171677     1.554698
52007.50    -1.025465    -0.480268     1.865337
52007.75    -0.962511    -0.063654    -0.296799
52008.00    -1.016734    -0.064500     0.968115
52008.25    -1.406390     0.155693    -0.154915
52008.50    -1.080167    -0.127195     0.712915
52008.75    -0.907759     0.110226     0.069829
52009.00    -0.888019     0.079286     1.572040
52009.25    -1.076505     0.086409     1.385758
52009.50    -0.680187    -0.377593     2.867286
52009.75    -0.747011    -0.122913     1.415201
52010.00    -0.655316    -0.162654     2.036155
52010.25    -0.859673    -0.132100     0.968846
52010.50    -0.222054    -0.587022     1.517503
52010.75     0.039086    -0.377006     0.704202
52011.00     0.084159    -0.417517     1.925257
52011.25    -0.146501    -0.328383     1.078243
52011.50     0.262951    -0.643771     1.133175
52011.75     0.388769    -0.272078    -0.695807
52012.00     0.279796    -0.214661    -0.035343
52012.25    -0.130266    -0.082794    -1.285046
52012.50     0.085131    -0.360172    -0.853593
52012.75    -0.002703     0.014632    -2.216278
52013.00    -0.291424    -0.080656    -0.324029
52013.25    -0.752884     0.039752    -1.039708
52013.50    -0.217938    -0.365309    -0.456899
52013.75    -0.066918    -0.146044    -1.633684
52014.00    -0.078415    -0.278077    -0.273132
52014.25    -0.473287    -0.162671    -1.088568
52014.50    -0.027333    -0.523093    -0.670863
52014.75    -0.109088    -0.102015    -2.380078
52015.00    -0.178000    -0.267752    -0.974164
52015.25    -0.526368    -0.164901    -1.742204
52015.50    -0.152206    -0.507864    -1.433480
52015.75    -0.216259    -0.199733    -2.568150
52016.00    -0.212539    -0.312801    -0.929598
52016.25    -0.484029    -0.187750    -1.764088
52016.50    -0.066141    -0.427032    -1.666570
52016.75     0.045806    -0.074466    -2.682452
52017.00    -0.119574    -0.126746    -1.023166
52017.25    -0.526873     0.082549    -1.807299
52017.50    -0.124692    -0.231484    -0.720822
52017.75    -0.102491     0.066334    -1.540295
52018.00    -0.030360    -0.069191     0.454482
52018.25    -0.324682    -0.031659     0.410636
52018.50     0.034880    -0.446730     1.403704
52018.75    -0.150057    -0.163455     0.102322
52019.00    -0.322757    -0.286841     1.898158
52019.25    -0.914358    -0.252949     1.236200
52019.50    -0.580217    -0.607708     0.948533
52019.75    -0.605269    -0.261578    -0.221914
52020.00    -0.664190    -0.301292     0.968223
52020.25    -0.901413    -0.207045     0.278594
52020.50    -0.619624    -0.568516     1.317346
52020.75    -0.538080    -0.254196    -0.186346
52021.00    -0.606268    -0.207881    -0.132676
52021.25    -0.905107    -0.010585    -1.756795
52021.50    -0.402483    -0.216940    -1.948691
52021.75    -0.230639     0.130959    -4.131122
52022.00    -0.051007     0.114045    -2.783087
52022.25    -0.147169     0.275980    -3.502852
52022.50     0.347327    -0.038879    -2.760007
52022.75     0.600281     0.249640    -3.659253
52023.00     0.764461     0.101408    -1.500116
52023.25     0.437775     0.209948    -1.769047
52023.50     0.925824    -0.142671    -1.007578
52023.75     1.038976     0.109483    -1.668364
52024.00     0.846230     0.000210     0.050601
52024.25     0.303525     0.099294    -0.527292
52024.50     0.725740    -0.345763     0.125579
52024.75     0.696677    -0.076137    -1.023765
52025.00     0.468138    -0.160857     0.495712
52025.25     0.248402    -0.019929    -0.143651
52025.50     0.689518    -0.404449     0.424611
52025.75     0.611115    -0.033250    -0.820331
52026.00     0.486842    -0.144427     0.751785
52026.25     0.047863     0.046452    -0.401531
52026.50     0.348436    -0.376117     0.304837
52026.75     0.290107    -0.046382    -0.525391
52027.00     0.278899    -0.239473     1.337113
52027.25    -0.096880    -0.142284     0.266568
52027.50     0.260775    -0.522605     1.181281
52027.75     0.290403    -0.201721     0.558311
52028.00     0.246720    -0.326515     2.417207
52028.25    -0.102051    -0.111557     1.263364
52028.50     0.467695    -0.430529     1.270121
52028.75     0.820239    -0.054064     0.035015
52029.00     0.989214    -0.093965     1.356853
52029.25     0.846986     0.130807     0.070539
52029.50     1.135827    -0.104239    -0.015771
52029.75     1.166661     0.277529    -1.328718
52030.00     1.037177     0.089088     0.977611
52030.25     0.529935     0.172686     0.390519
52030.50     0.736415    -0.306350     1.309181
52030.75     0.673876    -0.164744     1.022407
52031.00     0.538503    -0.457777     2.858845
52031.25     0.203969    -0.422017     2.165557
52031.50     0.621900    -0.920922     3.287245
52031.75     0.804757    -0.755776     2.273781
52032.00     1.004974    -0.897249     2.827990
52032.25     0.855173    -0.709334     0.943948
52032.50     1.333432    -1.075357     1.105395
52032.75     1.216778    -0.637595    -0.823000
52033.00     1.158622    -0.632787     0.143812
52033.25     0.767751    -0.434915    -1.046422
52033.50     0.909766    -0.678318    -0.694979
52033.75     0.802058    -0.333937    -1.309647
52034.00     0.555981    -0.265163     0.311634
52034.25     0.113358    -0.090002     0.132652
52034.50     0.307971    -0.385828     1.140437
52034.75     0.433860    -0.135531     0.119315
52035.00     0.461226    -0.322160     1.818431
52035.25     0.200443    -0.252699     0.843851
52035.50     0.742484    -0.597848     1.188787
52035.75     0.975932    -0.271871    -0.316799
52036.00     1.247162    -0.445097     1.114834
52036.25     1.240654    -0.310353    -0.508078
52036.50     1.767229    -0.637550    -0.279354
52036.75     1.979099    -0.345830    -1.780299
52037.00     2.087278    -0.539523     0.121157
52037.25     1.926441    -0.354063    -0.729858
52037.50     2.472452    -0.714120     0.144908
52037.75     2.697058    -0.439801    -0.243873
52038.00     2.679303    -0.591787     2.075367
52038.25     2.277287    -0.409413     1.214499
52038.50     2.644054    -0.739947     2.052472
52038.75     2.608581    -0.436671     1.295681
52039.00     2.554562    -0.604037     2.841810
52039.25     2.280245    -0.494263     1.943311
52039.50     2.610797    -0.808519     2.565626
52039.75     2.647506    -0.505662     1.117996
52040.00     2.586778    -0.639232     2.405902
52040.25     2.243787    -0.457067     1.025111
52040.50     2.388801    -0.748538     1.299017
52040.75     2.243120    -0.399737    -0.252450
52041.00     1.917250    -0.447831     1.213645
52041.25     1.483797    -0.361329     0.608358
52041.50     1.447496    -0.579771     0.881639
52041.75     1.376393    -0.346996    -0.314969
52042.00     1.221167    -0.439569     1.157526
52042.25     0.683370    -0.248529     0.064112
52042.50     1.011988    -0.611519     0.334056
52042.75     0.900381    -0.358790    -0.356428
52043.00     0.834514    -0.446360     1.048141
52043.25     0.381486    -0.191584     0.252896
52043.50     0.783967    -0.464940     0.697051
52043.75     0.713100    -0.059423    -0.531141
52044.00     0.756303    -0.138728     1.089138
52044.25     0.446011    -0.005949     0.307305
52044.50     0.876767    -0.399830     1.227008
52044.75     0.811177    -0.094981     0.155187
52045.00     0.758839    -0.257245     1.711946
52045.25     0.364915    -0.174852     1.111802
52045.50     0.497957    -0.493165     1.997618
52045.75     0.628059    -0.224628     1.275861
52046.00     0.667795    -0.370466     2.995758
52046.25     0.441836    -0.238100     2.058034
52046.50     0.945802    -0.623301     2.811717
52046.75     1.118265    -0.316607     1.771703
52047.00     1.120343    -0.404039     3.253575
52047.25     0.847652    -0.283813     2.163283
52047.50     1.367895    -0.655497     2.798551
52047.75     1.506202    -0.412899     1.331585
52048.00     1.420184    -0.489593     2.461042
52048.25     1.146283    -0.311477     1.065110
52048.50     1.447300    -0.622504     1.584970
52048.75     1.400649    -0.358793     0.345401
52049.00     1.276215    -0.484854     1.906204
52049.25     0.907684    -0.382199     1.414017
52049.50     1.269189    -0.775759     2.073946
52049.75     1.205980    -0.509532     1.589487
52050.00     1.207714    -0.598356     3.283364
52050.25     0.855691    -0.359354     1.883911
52050.50     1.153540    -0.608100     1.519808
52050.75     1.014194    -0.198339     0.299839
52051.00     0.886816    -0.223828     1.541157
52051.25     0.450363    -0.045783     0.538791
52051.50     0.701845    -0.226926     0.287670
52051.75     0.544826     0.101158    -0.307454
52052.00     0.421374    -0.058650     1.401220
52052.25     0.016930     0.059740     0.573354
52052.50     0.393395    -0.380920     1.460233
52052.75     0.456319    -0.109691     0.225802
52053.00     0.587738    -0.352326     2.006741
52053.25     0.463305    -0.287571     0.646765
52053.50     0.918712    -0.692939     0.933375
52053.75     0.988016    -0.419284    -0.184662
52054.00     0.947569    -0.518429     0.985196
52054.25     0.653590    -0.467700    -0.345651
52054.50     0.920122    -0.777227     0.126123
52054.75     0.687327    -0.455979    -0.744956
52055.00     0.518164    -0.510279     0.446084
52055.25     0.136985    -0.285305    -0.114330
52055.50     0.625654    -0.549078     0.792086
52055.75     0.579998    -0.200263    -0.281111
52056.00     0.475636    -0.371337     1.628047
52056.25     0.229692    -0.306203     1.700157
52056.50     0.526999    -0.575860     2.496800
52056.75     0.541938    -0.327949     1.916940
52057.00     0.593690    -0.489476     3.563604
52057.25     0.496057    -0.481734     2.808302
52057.50     0.862433    -0.775262     2.955287
52057.75     0.887374    -0.463722     2.166504
52058.00     0.983850    -0.568652     3.073967
52058.25     0.706759    -0.438213     1.677691
52058.50     1.324182    -0.846077     1.741950
52058.75     1.435053    -0.637683     0.325700
52059.00     1.410423    -0.745320     1.583762
52059.25     1.139147    -0.600842     0.100065
52059.50     1.698802    -0.834336    -0.257986
52059.75     1.821846    -0.628000    -0.779075
52060.00     1.768600    -0.720230     0.601553
52060.25     1.510866    -0.625508    -0.026915
52060.50     1.961446    -0.891038     0.424364
52060.75     1.995550    -0.571495     0.168694
52061.00     1.971109    -0.686031     2.186656
52061.25     1.697057    -0.536443     1.754713
52061.50     2.152286    -0.736089     2.158451
52061.75     2.012604    -0.386970     1.472455
52062.00     1.952620    -0.477378     3.107900
52062.25     1.671267    -0.387446     2.534465
52062.50     1.943562    -0.680386     3.106059
52062.75     1.743571    -0.479912     2.336249
52063.00     1.397331    -0.646608     3.989566
52063.25     0.761091    -0.552370     3.632084
52063.50     0.999076    -0.891058     4.324720
52063.75     0.803652    -0.701256     3.341420
52064.00     0.599441    -0.943286     4.996201
52064.25     0.244233    -0.841052     4.366358
52064.50     0.513606    -1.212056     4.189224
52064.75     0.444214    -0.891957     2.544806
52065.00     0.523253    -0.947376     3.682840
52065.25     0.354948    -0.740440     2.038397
52065.50     0.869202    -1.100305     2.857559
52065.75     0.962778    -0.777134     1.220154
52066.00     1.127268    -0.906915     2.618323
52066.25     1.094282    -0.728566     1.314724
52066.50     1.615104    -1.007178     1.481140
52066.75     1.758108    -0.666555    -0.051410
52067.00     1.707471    -0.798721     1.766581
52067.25     1.387608    -0.551174     0.397048
52067.50     1.804403    -0.803237     0.940170
52067.75     1.797577    -0.541200    -0.079767
52068.00     1.624732    -0.620668     1.690513
52068.25     1.153327    -0.424194     0.932686
52068.50     1.357913    -0.649790     1.311718
52068.75     1.169430    -0.352920     0.260173
52069.00     0.956275    -0.416765     1.860047
52069.25     0.706005    -0.398647     1.495920
52069.50     0.987177    -0.524890     1.261253
52069.75     0.912367    -0.310882     0.341683
52070.00     0.983065    -0.503649     2.283611
52070.25     0.787227    -0.384045     1.735157
52070.50     1.232886    -0.715180     2.120744
52070.75     1.278888    -0.468118     1.424361
52071.00     1.258752    -0.618919     2.851048
52071.25     1.092652    -0.457090     2.254744
52071.50     1.544991    -0.690748     2.506817
52071.75     1.602515    -0.450363     1.772310
52072.00     1.490491    -0.572240     3.252155
52072.25     1.204797    -0.427263     2.778775
52072.50     1.679624    -0.838529     3.910378
52072.75     1.794672    -0.685547     3.457941
52073.00     1.818655    -0.820302     5.072830
52073.25     1.669371    -0.757637     4.640320
52073.50     2.000779    -1.077444     5.266731
52073.75     2.122617    -0.851009     3.751693
52074.00     2.080932    -0.880220     4.583998
52074.25     1.933901    -0.737365     2.655867
52074.50     2.206387    -0.908085     2.340432
52074.75     2.340335    -0.631487     0.962931
52075.00     2.188185    -0.762865     2.234640
52075.25     1.836672    -0.658484     1.336082
52075.50     2.199820    -0.907114     1.382722
52075.75     2.247547    -0.633112    -0.006121
52076.00     2.120271    -0.808729     1.274854
52076.25     1.914735    -0.764593     0.283113
52076.50     2.260111    -1.038285     0.485890
52076.75     2.333573    -0.714913    -0.960750
52077.00     2.402360    -0.864726     0.778884
52077.25     2.134793    -0.772251     0.244515
52077.50     2.435654    -1.057384     0.609406
52077.75     2.386594    -0.777849    -0.131737
52078.00     2.148460    -0.902810     1.330793
52078.25     1.695339    -0.760015     0.665539
52078.50     1.927624    -1.076197     1.249016
52078.75     1.662208    -0.777984     0.193120
52079.00     1.202774    -0.833738     1.500796
52079.25     0.862474    -0.539942     0.783258
52079.50     1.173775    -0.714893     0.786632
52079.75     1.248222    -0.394182    -0.354992
52080.00     1.295326    -0.520370     1.107426
52080.25     1.101238    -0.387709     0.228735
52080.50     1.612833    -0.670169     0.080706
52080.75     1.776338    -0.534642    -1.045999
52081.00     1.776448    -0.693619     0.178844
52081.25     1.689245    -0.504314    -0.870541
52081.50     2.089035    -0.823261    -0.213128
52081.75     2.159658    -0.559400    -1.309806
52082.00     2.000830    -0.732372     0.601390
52082.25     1.652651    -0.620336     0.139942
52082.50     1.877298    -0.880487     0.503910
52082.75     1.877339    -0.697385    -0.107359
52083.00     1.655145    -0.749755     1.293644
52083.25     1.332381    -0.649991     0.550006
52083.50     1.616598    -0.933222     1.283656
52083.75     1.537828    -0.691282     0.330951
52084.00     1.339251    -0.785909     1.681660
52084.25     0.993650    -0.695752     0.546878
52084.50     1.212492    -0.979224     1.053738
52084.75     1.096125    -0.723563     0.061852
52085.00     0.833138    -0.852067     1.431085
52085.25     0.720335    -0.846414     0.698881
52085.50     0.965713    -1.143388     1.289225
