Time,F-Scale,Location,County,State,Lat,Lon,Comments
0605,UNK,BUCKHORN,PERRY,KY,37.35,-83.47,TREES AND POWERLINES DOWN THROUGHOUT THE COUNTY. REPORTED AT BUCKHORN AT 205AM,HAZARD AT 220AM,AND DWARF AT 215AM. (JKL)
0605,UNK,WATTS,BREATHITT,KY,37.44,-83.31,AMBULANCE SERVICE REPORTED TREES DOWN IN THE WATTS/LOST CREEK AREA ALONG HWY 15 AT HWY 1110 INTERSECTION. WIND GUST WAS ENOUGH TO BLOW AMBULANCE INTO THE NEXT LANE. (JKL)
0606,UNK,DECATUR,MORGAN,AL,34.57,-86.99,TREE DOWN 700 BLOCK PERRY STREET N OF COURTHOUSE (HUN)
0608,58,HUNTSVILLE,MADISON,AL,34.71,-86.63,50-60 MPH NE HUNTSVILLE (HUN)
0610,UNK,WAYNESBORO,WAYNE,TN,35.32,-87.76,TREES DOWN MANY PARTS OF COUNTY. (BNA)
0610,UNK,WEST LIBERTY,MORGAN,KY,37.91,-83.27,TREES DOWN COUNTY WIDE. (JKL)
0611,UNK,7 N MERIDIANVILLE,MADISON,AL,34.98,-86.57,TREES DOWNED NEAR HAZEL GREEN (HUN)
0611,UNK,MANCHESTER,CLAY,KY,37.15,-83.77,MULTIPLE TREES DOWN ACROSS THE CITY. (JKL)
0615,UNK,8 S MURFREESBORO,RUTHERFORD,TN,35.74,-86.39,60 MPH WIND GUST AND TREES DOWN IN CHRISTIANA. (BNA)
0615,UNK,PINEVILLE,BELL,KY,36.76,-83.7,THREE DOWNED TREES ACROSS BELL COUNTY. ONE IN PINEVILLE,ONE IN STRAIGHT CREEK,AND ONE IN STONEY FORK. TIME ESTIMATED. (JKL)
0615,UNK,HYDEN,LESLIE,KY,37.16,-83.37,TREE FELL ON A BUSINESS AT HWY 406 AND JACKS CREEK. MULTIPLE TREES DOWN AT CUTSHIN AT 220AM. (JKL)
0615,UNK,DICE,PERRY,KY,37.36,-83.23,NUMEROUS TREES DOWNED. (JKL)
0615,UNK,SANDY HOOK,ELLIOTT,KY,38.09,-83.12,SEVERAL TREES BLOWN DOWN BEHIND ELLIOTT COUNTY HIGH SCHOOL. (JKL)
0620,UNK,JACKSON,BREATHITT,KY,37.56,-83.38,TREES DOWN AROUND PANBOWL LAKE. (JKL)
0620,UNK,ASHLAND,BOYD,KY,38.46,-82.64,TREES DOWN IN TOWN (RLX)
0622,UNK,HUNTLAND,FRANKLIN,TN,35.06,-86.27,POWER LINES ON HOUSE (HUN)
0625,UNK,3 W WINCHESTER,FRANKLIN,TN,35.19,-86.11,BOATS OVERTURNED BY WINDS IN TIMS FORD LAKE (HUN)
0630,UNK,MINTER CITY,LEFLORE,MS,33.75,-90.29,LARGE LIMBS DOWN. (JAN)
0630,UNK,5 N HARVEST,MADISON,AL,34.93,-86.75,MULTIPLE TREES DOWN HWY 53 AND WALL TRIANA (HUN)
0630,UNK,LYNCHBURG,MOORE,TN,35.28,-86.36,WIDESPREAD WIND DAMAGE ACROSS COUNTY (HUN)
0630,UNK,DUNLAP,SEQUATCHIE,TN,35.37,-85.39,NUMEROUS TREES DOWN THROUGHOUT COUNTY. (MRX)
0630,60,TULLAHOMA,COFFEE,TN,35.37,-86.22,(BNA)
0630,UNK,LA FOLLETTE,CAMPBELL,TN,36.37,-84.13,A FEW TREES DOWN. (MRX)
0630,UNK,5 E BARBOURVILLE,KNOX,KY,36.87,-83.79,SEVERAL STRUCTURES DAMAGED ALONG STINKING CREEK FROM 5 MILES EAST OF BAROURVILLE AND EXTENDING NORTHEAST. (JKL)
0630,UNK,5 S SALYERSVILLE,MAGOFFIN,KY,37.67,-83.06,BARN BLOWN 200 FEET. ABOUT 100 TREES DOWN. PART OF TIN ROOF REMOVED FROM HOME ON HWY 1090 BEAR BRANCH. (JKL)
0630,UNK,SANDY HOOK,ELLIOTT,KY,38.09,-83.12,TREES AND POWERLINES DOWN. REPORTED BY DISPATCH. (JKL)
0635,UNK,8 W LEXINGTON,HOLMES,MS,33.12,-90.19,NUMEROUS TREES AND LARGE LIMBS DOWN. POWER LINES AND TELEPHONE LINES DOWN. (JAN)
0635,UNK,2 SE LOST CREEK,BREATHITT,KY,37.46,-83.3,TREES DOWN. (JKL)
0637,UNK,WOODVILLE,JACKSON,AL,34.63,-86.28,TREES DOWN (HUN)
0640,UNK,TAZEWELL,CLAIBORNE,TN,36.46,-83.58,A FEW TREES DOWN. (MRX)
0640,UNK,HINDMAN,KNOTT,KY,37.33,-82.98,TREES DOWN IN VARIOUS PLACES ACROSS COUNTY BETWEEN 240AM AND 310AM. (JKL)
0640,UNK,1 S STAFFORDSVILLE,JOHNSON,KY,37.82,-82.84,ALONG HIGHWAY 2039 TREES WERE BLOWN DOWN INTO POWERLINES. (JKL)
0640,UNK,LOUISA,LAWRENCE,KY,38.11,-82.6,TREES DOWN AROUND LOUISA. (RLX)
0642,UNK,SCOTTSBORO,JACKSON,AL,34.65,-86.05,TREES UPROOTED LONG HOLLOW ROAD (HUN)
0645,UNK,10 S CARROLLTON,CARROLL,MS,33.5,-89.92,LARGE LIMBS DOWN. (JAN)
0645,UNK,10 N MARION,SMYTH,VA,36.98,-81.5,TREES DOWN ON HWYS 42 AND 16. (RNK)
0655,UNK,JENKINS,LETCHER,KY,37.18,-82.63,TWO TREES DOWN ACROSS HIGHWAY 805. ALSO...TREES DOWN ACROSS ROUTE 7 NEAR BLACKEY..HIGHWAY 1107 NEAR LILLEY CORNETT WOODS..HIGHWAY 160 NEAR GORDON AND HIGHWAY 931 NEAR W (JKL)
0658,UNK,MCMINNVILLE,WARREN,TN,35.69,-85.78,LARGE TREE LIMBS DOWN. (BNA)
0700,UNK,SOUTH PITTSBURG,MARION,TN,35.02,-85.71,A FEW TREES DOWN. (MRX)
0700,UNK,PINEVILLE,BELL,KY,36.76,-83.7,TWO TREES DOWN AT HWY 221. REPORTED BY DISPATCH. (JKL)
0700,UNK,LYNCH,HARLAN,KY,36.96,-82.91,TREES DOWN AT LYNCH...EVARTS...CAWOOD AND GRAYS KNOB. TIME ESTIMATED. (JKL)
0700,UNK,HUNTINGTON,CABELL,WV,38.41,-82.43,POWER LINES KNOCKED DOWN IN HUNTINGTON. (RLX)
0705,60,TRENTON,DADE,GA,34.87,-85.51,(ATL)
0705,UNK,HAGERHILL,JOHNSON,KY,37.79,-82.79,TREES DOWN IN THE HAGERHILL AREA. (JKL)
0710,UNK,5 N WAYNESVILLE,HAYWOOD,NC,35.56,-83,SPOTTER REPORTS SEVERAL TREES SNAPPED AND POWER OUTAGES DUE TO ESTIMATED 60 TO 70 MPH WIND GUST. (GSP)
0710,UNK,PIKEVILLE,BLEDSOE,TN,35.61,-85.2,A FEW TREES DOWN. (MRX)
0710,UNK,DEERLODGE,MORGAN,TN,36.2,-84.76,TREES DOWN. (MRX)
0710,UNK,FORT BLACKMORE,SCOTT,VA,36.77,-82.59,A FEW TREES DOWN. (MRX)
0712,UNK,4 N WAYNE,WAYNE,WV,38.22,-82.44,TREES DOWN ALONG ROUTE 152 NEAR LAVALETTE (RLX)
0715,UNK,BRIDGEPORT,JACKSON,AL,34.94,-85.72,TREES DOWN AND POWER OUT CR74 AND 206 (HUN)
0715,UNK,MAYNARDVILLE,UNION,TN,36.25,-83.81,TREES DOWN. (MRX)
0715,UNK,JONESVILLE,LEE,VA,36.69,-83.12,A FEW TREES DOWN. (MRX)
0715,UNK,NORTON,CITY OF NORTON,VA,36.93,-82.63,A FEW TREES DOWN. (MRX)
0715,UNK,WISE,WISE,VA,36.98,-82.58,NUMEROUS TREES DOWN. (MRX)
0715,UNK,4 S OPPY,MARTIN,KY,37.74,-82.39,NUMEROUS TREES DOWN ACROSS MARTIN COUNTY...INCLUDING HIGHWAY 292...HIGHWAY 2031 2 TO 3 MILES NORTH OF WARFIELD...AND HIGHWAY 1714 BETWEEN COALPOINT AND LAURA. TIME ESTI (JKL)
0720,UNK,KOSCIUSKO,ATTALA,MS,33.06,-89.59,8 HOMES WITH ROOF DAMAGE. NUMEROUS LARGE TREES DOWN. WINDOWS BLOWN OUT OF BUSINESSES. 10 CARS WITH WINDOW DAMAGE. 1 WOODEN FENCE BLOWN OVER. (JAN)
0721,UNK,HUNTSVILLE,MADISON,AL,34.71,-86.63,LARGE TREE DOWN IN CITY (HUN)
0725,UNK,LA FAYETTE,WALKER,GA,34.71,-85.28,A COUPLE OF TREES REPORTED DOWN. (ATL)
0725,UNK,CHATTANOOGA,HAMILTON,TN,35.07,-85.26,NUMEROUS TREES DOWN (MRX)
0730,UNK,3 S TRENTON,DADE,GA,34.83,-85.51,SEVERAL TREES DOWN ON GA HWY 11 NEAR UNION AND STEWART TOWN. (ATL)
0730,UNK,FORT OGLETHORPE,CATOOSA,GA,34.92,-85.25,A COUPLE OF TREES FELL ON A HOUSE AND VEHICLE. (ATL)
0730,UNK,TEN MILE,MEIGS,TN,35.67,-84.67,TREES DOWN. (MRX)
0730,UNK,SPRING CITY,RHEA,TN,35.69,-84.86,TREES DOWN. (MRX)
0730,UNK,LENOIR CITY,LOUDON,TN,35.8,-84.27,A FEW TREES DOWN. (MRX)
0730,UNK,ROCKWOOD,ROANE,TN,35.87,-84.68,NUMEROUS TREES DOWN. (MRX)
0730,UNK,TAZEWELL,CLAIBORNE,TN,36.46,-83.58,THREE TREES DOWNED AT DIFFERENT LOCATIONS AROUND COUNTY. (MRX)
0735,UNK,3 ENE PISGAH,JACKSON,AL,34.7,-85.8,CR 83 AND CR401 CLOSE TO PISGAH TREES DOWNED AND ROADS COVERED (HUN)
0735,UNK,KNOXVILLE,KNOX,TN,35.97,-83.95,NUMEROUS TREES DOWN. (MRX)
0745,UNK,ROGERSVILLE,HAWKINS,TN,36.41,-83.01,FEW TREES DOWNED THROUGHOUT COUNTY. (MRX)
0745,UNK,SNEEDVILLE,HANCOCK,TN,36.54,-83.21,SEVERAL TREES DOWNED THROUGHOUT COUNTY. (MRX)
0751,UNK,GRAYSVILLE,CATOOSA,GA,34.98,-85.14,A FEW POWER POLES SNAPPED. (ATL)
0755,UNK,CARTHAGE,LEAKE,MS,32.74,-89.53,TREE DOWN ON HIWAY 488. HIWAY DEPARTMENT IN ROUTE TO CLEAR LANES. (JAN)
0757,UNK,13 ENE STEVENSON,JACKSON,AL,34.94,-85.62,ROAD BLOCKED FROM TREES DOWNED CR 332 AND HWY 71 NEAR BRYANT (HUN)
0800,UNK,HUNTSVILLE,MADISON,AL,34.71,-86.63,TREE BRANCHES 10-12 INCHES DOWNED LAVERNE DRIVE AND LIMBS FELL ON HOUSE WITH NO MAJOR DAMAGE (HUN)
0800,UNK,CHATTANOOGA,HAMILTON,TN,35.07,-85.26,NUMEROUS TREES DOWNED THROUGHOUT COUNTY. (MRX)
0800,UNK,CLEVELAND,BRADLEY,TN,35.18,-84.87,NUMEROUS TREES DOWN. (MRX)
0800,UNK,BEAN STATION,GRAINGER,TN,36.34,-83.28,LARGE LIMBS DOWNED ON ROADS IN BEAN STATION. (MRX)
0800,UNK,CASTLEWOOD,RUSSELL,VA,36.88,-82.29,NUMEROUS TREES DOWN. (MRX)
0800,UNK,LOGAN,LOGAN,WV,37.85,-81.99,TREES DOWN THROUGHOUT THE COUNTY. (RLX)
0800,UNK,CHARLESTON,KANAWHA,WV,38.35,-81.63,TREES DOWN IN CHARLESTON (RLX)
0805,UNK,COHUTTA,WHITFIELD,GA,34.95,-84.95,SEVERAL TREES REPORTED DOWN. (ATL)
0805,UNK,MARYVILLE,BLOUNT,TN,35.75,-83.97,NUMEROUS TREES DOWN. (MRX)
0805,UNK,BLOUNTVILLE,SULLIVAN,TN,36.53,-82.33,SEVERAL TREES DOWNED THROUGHOUT COUNTY. (MRX)
0810,UNK,ETOWAH,MCMINN,TN,35.33,-84.53,SEVERAL TREES DOWNED THROUGHOUT COUNTY. (MRX)
0810,UNK,TELLICO PLAINS,MONROE,TN,35.37,-84.3,TREES DOWN. (MRX)
0810,UNK,DANDRIDGE,JEFFERSON,TN,36.02,-83.42,A FEW TREES DOWN. (MRX)
0810,UNK,ROGERSVILLE,HAWKINS,TN,36.41,-83.01,TREES AND PHONE/POWER LINES DOWNED THROUGHOUT COUNTY. (MRX)
0815,UNK,OCOEE DAM NUMBER 1,POLK,TN,35.1,-84.65,TREES DOWN. (MRX)
0815,UNK,2 SE MORRISTOWN,HAMBLEN,TN,36.19,-83.27,TREES DOWN AROUND SR 160 AND SR 113 (MRX)
0820,UNK,GATE CITY,SCOTT,VA,36.64,-82.58,TREES DOWN. (MRX)
0830,UNK,MURPHY,CHEROKEE,NC,35.09,-84.03,NUMEROUS TREES DOWNED THROUGHOUT COUNTY. (MRX)
0830,UNK,SEVIERVILLE,SEVIER,TN,35.89,-83.58,SEVERAL TREES DOWNED AROUND GATLINBURG,JONES COVE,AND SEVIERVILLE. (MRX)
0830,UNK,JOHNSON CITY,WASHINGTON,TN,36.33,-82.37,NUMEROUS TREES DOWNED AROUND JOHNSON CITY. (MRX)
0845,UNK,4 W CHATSWORTH,MURRAY,GA,34.78,-84.85,A FEW TREES REPORTED DOWN. POWER LINES REPORTED DOWN. (ATL)
0850,UNK,SMITHERS,FAYETTE,WV,38.18,-81.31,TREES DOWN IN SMITHERS. (RLX)
0852,UNK,ROBBINSVILLE,GRAHAM,NC,35.32,-83.81,TREES AND POWER LINES DOWN COUNTYWIDE. REPORTS ALONG STATE HIGHWAY 28 AND 143 AND US HIGHWAY 129. (GSP)
0855,UNK,MCCAYSVILLE,FANNIN,GA,34.98,-84.37,A COUPLE OF TREES REPORTED DOWN. (ATL)
0900,UNK,HAYESVILLE,CLAY,NC,35.05,-83.82,TREES DOWNED THROUGHOUT COUNTY. (MRX)
0900,UNK,NEWPORT,COCKE,TN,35.96,-83.19,NUMEROUS TREES DOWNED THROUGHOUT COUNTY. (MRX)
0900,UNK,GREENEVILLE,GREENE,TN,36.17,-82.82,TREES DOWNED THROUGHOUT COUNTY. (MRX)
0910,UNK,8 NW BLAIRSVILLE,UNION,GA,34.96,-84.05,A COUPLE OF TREES REPORTED DOWN NEAR IVY LOG. (ATL)
0915,UNK,ERWIN,UNICOI,TN,36.14,-82.41,TREES DOWNED THROUGHOUT COUNTY. (MRX)
0920,UNK,7 S BRYSON CITY,SWAIN,NC,35.33,-83.45,TREE DOWN NEAR COMMUNITY OF ALARKA. ALSO TREE DOWN ALONG HWY 28. (GSP)
0930,65,BLOWING ROCK,WATAUGA,NC,36.13,-81.67,(RNK)
0930,UNK,ELIZABETHTON,CARTER,TN,36.34,-82.23,ONE TREE DOWNED NEAR ROANE MOUNTAIN STATE PARK AND ONE DOWNED NEAR MILLIGAN COLLEGE. (MRX)
0930,UNK,3 NW MOUNTAIN CITY,JOHNSON,TN,36.5,-81.84,LARGE PINE TREES DOWN ON BERRY BRANCH ROAD. (MRX)
0931,UNK,LEICESTER,BUNCOMBE,NC,35.65,-82.69,COUNTY EOC REPORTS TREES DOWN. (GSP)
0935,UNK,2 N HIAWASSEE,TOWNS,GA,34.98,-83.75,SEVERAL TREES REPORTED DOWN. POWER LINES ALSO DOWN. (ATL)
0937,UNK,5 N FRANKLIN,MACON,NC,35.25,-83.38,NUMEROUS TREES AND POWER LINES DOWN ACROSS NORTH PART OF COUNTY. TREE ON HOUSE ON LYLE KNOB ROAD. (GSP)
1000,UNK,9 NW BOONE,WATAUGA,NC,36.3,-81.78,MANY TREES DOWN (RNK)
Time,Size,Location,County,State,Lat,Lon,Comments
1722,75,HAZARD,PERRY,KY,37.25,-83.2,(JKL)
1745,100,1 E WINIGAN,SULLIVAN,MO,40.05,-92.88,(EAX)
1746,100,ROSE,MAYES,OK,36.22,-95.03,(TUL)
1800,100,10 NE PEGGS,DELAWARE,OK,36.18,-94.97,(TUL)
1800,88,SALISBURY,CHARITON,MO,39.42,-92.8,(EAX)
1804,175,1 S STIDHAM,MCINTOSH,OK,35.35,-95.7,(TUL)
1804,175,CHECOTAH,MCINTOSH,OK,35.47,-95.52,(TUL)
1813,100,KIRKSVILLE,ADAIR,MO,40.2,-92.58,(EAX)
1827,75,2 S STOCKTON,CEDAR,MO,37.67,-93.8,(SGF)
1830,75,5 NW WENTWORTH,NEWTON,MO,37.03,-94.14,(SGF)
1830,75,1 W STOTTS CITY,LAWRENCE,MO,37.1,-93.99,REPORTED BY PUBLIC. (SGF)
1831,75,SEDALIA,PETTIS,MO,38.7,-93.23,(EAX)
1832,88,WARNER,MUSKOGEE,OK,35.49,-95.31,(TUL)
1833,75,2 SW PRESTON,HICKORY,MO,37.91,-93.26,(SGF)
1833,75,MOULTON,APPANOOSE,IA,40.69,-92.68,(DMX)
1840,75,4 WSW BLACKWATER,SALINE,MO,38.96,-93.06,PENNY HAIL REPORTED NEAR EXIT 84 ON I-70. (EAX)
1841,175,URBANA,DALLAS,MO,37.83,-93.17,(SGF)
1844,100,3 NE PEGGS,CHEROKEE,OK,36.11,-95.06,(TUL)
1850,125,6 E PRESTON,HICKORY,MO,37.93,-93.12,(SGF)
1900,75,MEMPHIS,SCOTLAND,MO,40.46,-92.17,(DVN)
1903,100,WYACONDA,CLARK,MO,40.39,-91.93,(DVN)
1907,100,3 W CLIFTON HILL,CHARITON,MO,39.44,-92.72,(EAX)
1910,75,KREBS,PITTSBURG,OK,34.93,-95.72,(TUL)
1910,88,FRIESTATT,LAWRENCE,MO,37.02,-93.92,(SGF)
1910,88,GREENFIELD,DADE,MO,37.42,-93.85,(SGF)
1910,100,ROACH,CAMDEN,MO,38,-92.87,(SGF)
1910,75,8 E MORAVIA,APPANOOSE,IA,40.89,-92.67,(DMX)
1913,88,2 E GANS,SEQUOYAH,OK,35.39,-94.66,(TUL)
1915,75,WATTS,ADAIR,OK,36.11,-94.57,(TUL)
1915,100,3 SW SANDGAP,JACKSON,KY,37.45,-84.13,(JKL)
1915,75,2 W ICONIUM,ST.CLAIR,MO,38.12,-93.59,(SGF)
1915,100,2 N KAISER,MILLER,MO,38.16,-82.58,ESTIMATED 50+ MPH WINDS ALSO DID SOME VERY MINOR DAMAGE IN TOWN. (SGF)
1915,100,3 N CLIFTON HILL,RANDOLPH,MO,39.48,-92.67,(EAX)
1915,75,2 S BLAKESBURG,WAPELLO,IA,40.93,-92.64,(DMX)
1917,100,OSAGE BEACH,CAMDEN,MO,38.23,-92.62,(SGF)
1918,75,ALLEGRE,TODD,KY,36.93,-87.22,(PAH)
1920,200,2 N WET GLAIZE,CAMDEN,MO,37.95,-92.53,REPORTED BY PUBLIC. (SGF)
1924,88,BRUMLEY,MILLER,MO,38.08,-92.48,REPORTED BY LAW ENFORCEMENT. (SGF)
1930,175,LEWISBURG,LOGAN,KY,36.99,-86.95,FUNNEL CLOUD REPORTED AND GOLFBALL SIZE HAIL. (LMK)
1930,88,STOCKTON,CEDAR,MO,37.7,-93.8,(SGF)
1930,100,1 W LAURIE,MORGAN,MO,38.2,-92.85,(SGF)
1930,175,ARGYLE,LEE,IA,40.53,-91.57,(DVN)
1934,88,7 NW WILBURTON,LATIMER,OK,34.99,-95.4,REPORTED AT ROBBERS CAVE STATE PARK (TUL)
1934,175,WHITEFIELD,HASKELL,OK,35.25,-95.24,(TUL)
1934,100,BRIARTOWN,MUSKOGEE,OK,35.3,-95.24,(TUL)
1943,100,SHELL KNOB,BARRY,MO,36.63,-93.63,(SGF)
1944,75,WINSLOW,WASHINGTON,AR,35.8,-94.13,(TUL)
1944,88,2 E ROCKHOUSE,CARROLL,AR,36.28,-93.64,(TUL)
1945,88,URBANA,DALLAS,MO,37.83,-93.17,REPORTED BY LAW ENFORCEMENT. (SGF)
1945,100,TUSCUMBIA,MILLER,MO,38.23,-92.47,(SGF)
1950,100,5 W KIMBERLING CITY,STONE,MO,36.6,-93.52,(SGF)
1950,100,OSAGE BEACH,CAMDEN,MO,38.23,-92.62,(SGF)
1952,275,IBERIA,MILLER,MO,38.1,-92.32,(SGF)
1955,88,5 ESE BEVIER,MACON,MO,39.73,-92.48,(EAX)
1957,75,1 W WALNUT GROVE,GREENE,MO,37.42,-93.57,(SGF)
2000,300,GREEN FOREST,CARROLL,AR,36.34,-93.44,(TUL)
2001,175,BRANSON,TANEY,MO,36.65,-93.22,(SGF)
2005,175,6 S VIOLA,FULTON,AR,36.31,-91.98,(LIT)
2005,75,WARSAW,BENTON,MO,38.25,-93.38,(SGF)
2008,88,5 W FAIR PLAY,POLK,MO,37.63,-93.67,(SGF)
2008,88,5 SW ARNICA,CEDAR,MO,37.7,-93.78,(SGF)
2010,75,5 S DADEVILLE,DADE,MO,37.41,-93.68,(SGF)
2015,175,ANDERSON CREEK,HARNETT,NC,35.28,-78.93,REPORTED NEAR OVERHILLS ROAD (RAH)
2017,175,LA HARPE,HANCOCK,IL,40.58,-90.97,(DVN)
2018,88,5 W Fair Play,CEDAR,MO,-9.99,-9.99,(SGF)
2018,200,MC CURTAIN,HASKELL,OK,35.15,-94.97,(TUL)
2020,175,OMAHA,BOONE,AR,36.46,-93.19,HAIL COVERED THE GROUND. (LIT)
2020,100,POTTERSVILLE,HOWELL,MO,36.7,-92.03,(SGF)
2020,75,TYRONE,TEXAS,MO,37.2,-91.88,(SGF)
2022,100,MULDROW,SEQUOYAH,OK,35.41,-94.6,(TUL)
2025,100,SLEEPER,LACLEDE,MO,37.75,-92.6,(SGF)
2025,100,1 S MAYWOOD,MARION,MO,39.94,-91.6,HIGHWAY 6 AT MAYWOOD (LSX)
2027,450,BELLE,MARIES,MO,38.28,-91.72,REPORTED BY LAW ENFORCEMENT. (SGF)
2030,75,FLORENCE,MORGAN,MO,38.58,-92.98,REPORTED BY LAW ENFORCEMENT. (SGF)
2035,75,5 SE WET GLAIZE,CAMDEN,MO,37.87,-92.47,REPORTED BY . (SGF)
2035,100,EMINENCE,HENRY,KY,38.37,-85.17,(LMK)
2036,75,POMONA,HOWELL,MO,36.87,-91.92,(SGF)
2040,75,RICHLAND,PULASKI,MO,37.85,-92.42,REPORTED BY LAW ENFORCEMENT. (SGF)
2040,75,2 N TAYLOR,LEWIS,MO,39.97,-91.52,WIND GUST OF 62 KT...71 MPH...OBSERVED. (LSX)
2041,75,MOUNTAIN GROVE,WRIGHT,MO,37.13,-92.27,(SGF)
2042,75,LAWRENCEBURG,ANDERSON,KY,38.03,-84.89,REPORTS OF 3/4 INCH AND BIGGER. (LMK)
2044,175,2 N PANAMA,LE FLORE,OK,35.2,-94.67,(TUL)
2045,275,BLAND,GASCONADE,MO,38.3,-91.63,(LSX)
2055,250,BLEDSOE,HARLAN,KY,36.92,-83.37,REPORT RECEIVED FROM PUBLIC THROUGH LOCAL TV STATION. ONE INCH HAIL BEGIN AT 455 PM AND CONTINUED UNTIL 515 PM. MAX HAIL SIZE WAS TENNIS BALL. NEAR HWY 221. (JKL)
2056,275,8 NE PROTEM,TANEY,MO,36.61,-92.75,GOLFBALL TO BASEBALL SIZE HAIL. (SGF)
2100,125,VERSAILLES,WOODFORD,KY,38.05,-84.73,(LMK)
2100,175,SIMPSONVILLE,SHELBY,KY,38.22,-85.35,(LMK)
2100,175,ROSEBUD,GASCONADE,MO,38.39,-91.4,(LSX)
2101,100,CABOOL,TEXAS,MO,37.13,-92.1,(SGF)
2101,88,9 S HIGBEE,HOWARD,MO,39.17,-92.49,(EAX)
2103,200,THEODOSIA,OZARK,MO,36.58,-92.68,(SGF)
2105,100,4 S FORT SMITH,SEBASTIAN,AR,35.33,-94.4,(TUL)
2105,100,GERALD,FRANKLIN,MO,38.4,-91.33,(STL)
2109,75,ERBIE,NEWTON,AR,36.08,-93.23,(LIT)
2110,75,DEER,NEWTON,AR,35.83,-93.22,(LIT)
2110,75,3 W DIXON,PULASKI,MO,38,-92.15,REPORTED BY PUBLIC. (SGF)
2115,175,PUTNEY,HARLAN,KY,36.91,-83.23,REPTORED BY HARLAN STATE POLICE POST. (JKL)
2115,75,5 N DOOLITTLE,PHELPS,MO,38.02,-91.88,REPORTED BY PUBLIC. (SGF)
2122,75,SIMMONS,TEXAS,MO,37.23,-92.02,(SGF)
2124,100,2 E FORT ATKINSON,JEFFERSON,WI,42.93,-88.8,(MKX)
2125,75,1 W CLARKSVILLE,RED RIVER,TX,33.61,-95.07,SHERIFFS OFFICE REPORT. (SHV)
2125,88,2 S WASHINGTON,FRANKLIN,MO,38.52,-91.01,PENNY TO NICKEL SIZED HAIL. (LSX)
2126,175,VICHY,MARIES,MO,38.12,-91.75,REPORTED BY LAW ENFORCEMENT. (SGF)
2130,100,NOLANSBURG,HARLAN,KY,36.93,-83.17,(JKL)
2133,275,5 W BREESE,CLINTON,IL,38.61,-89.61,FUNNEL CLOUD REPORTED BY SPOTTER. (LSX)
2140,175,1 S SHELBYVILLE,SHELBY,KY,38.2,-85.23,(LMK)
2140,175,HILLSBORO,MONTGOMERY,IL,39.16,-89.48,(LSX)
2145,175,HONEY GROVE,FANNIN,TX,33.58,-95.91,HONEY GROVE (FTW)
2145,75,3 SE SAINT JOE,SEARCY,AR,36,-92.76,HAIL OCCURRED IN THE RUSH COMMUNITY. (LIT)
2145,75,VICHY,MARIES,MO,38.12,-91.75,REPORTED BY LAW ENFORCEMENT. (SGF)
2145,125,WASHINGTON,TAZEWELL,IL,40.7,-89.44,DENTS IN CARS. REPORTED BY SWOP OBSERVER. (ILX)
2145,175,3 ENE METAMORA,WOODFORD,IL,40.81,-89.31,GOLFBALL SIZE HAIL. (ILX)
2148,100,PRINCEVILLE,PEORIA,IL,40.93,-89.76,(ILX)
2150,100,GRAEFENBURG,SHELBY,KY,38.15,-85.03,(LMK)
2150,100,CENTER POINT,CLAY,IN,39.41,-87.07,(IND)
2152,100,HOUSE SPRINGS,JEFFERSON,MO,38.42,-90.57,(LSX)
2155,75,2 N HARRODSBURG,MERCER,KY,37.8,-84.85,(LMK)
2157,100,WASHINGTON,FRANKLIN,MO,38.55,-91.01,(LSX)
2200,175,ROUND SPRING,SHANNON,MO,37.28,-91.42,REPORTED BY CO-OP OBSERVER. (SGF)
2200,88,CANTON,FULTON,IL,40.56,-90.04,REPORTED BY ESDA. (ILX)
2203,100,5 W PARIS,LAMAR,TX,33.67,-95.63,DIME TO QUARTER HAIL (FTW)
2205,175,DANVILLE,YELL,AR,35.05,-93.39,(LIT)
2205,175,2 W TROY,MADISON,IL,38.73,-89.93,HIGHWAY 270 AND INTERSTATE 55...GOLF BALL SIZE HAIL AND 60 MPH WIND GUST. (STL)
2205,100,GREENVIEW,MENARD,IL,40.08,-89.74,REPORTED BY ESDA. (ILX)
2210,175,MARYLAND HEIGHTS,ST. LOUIS,MO,38.72,-90.48,(LSX)
2210,275,EUREKA,WOODFORD,IL,40.72,-89.28,BASEBALL SIZE HAIL. (ILX)
2213,75,PANAMA,LE FLORE,OK,35.17,-94.67,(TUL)
2221,75,HAVANA,MASON,IL,40.3,-90.06,REPORTED BY HAVANA POLICE. (ILX)
2225,75,2 NE ROLLA,PHELPS,MO,37.97,-91.74,(SGF)
2228,75,COLESBURG,DELAWARE,IA,42.64,-91.2,(DVN)
2229,75,RICHMOND,MADISON,KY,37.74,-84.29,(LMK)
2230,100,1 NE HAWORTH,MCCURTAIN,OK,33.85,-94.64,(SHV)
2230,75,5 NW WINTHROP,LITTLE RIVER,AR,33.88,-94.42,SHERIFFS OFFICE REPORT. (SHV)
2230,88,2 S LOCKESBURG,SEVIER,AR,33.94,-94.17,(SHV)
2230,88,WINONA,SHANNON,MO,37.02,-91.33,REPORTED BY LAW ENFORCEMENT. (SGF)
2236,275,DELAVAN,TAZEWELL,IL,40.37,-89.54,REPORTED ON TOWN LINE RD SOUTH OF DELAVAN. (ILX)
2240,100,SAN JOSE,LOGAN,IL,40.31,-89.6,REPORTED BY SWOP OBSERVER. (ILX)
