Lon,Lat,Line,Shot,UTMX,UTMY,YEAR,JD:HR:MIN:SEC
-80.484338,25.660770,01b11,392,551754,2838218,2001,339:19:12:39
-80.484348,25.660770,01b11,394,551753,2838218,2001,339:19:12:40
-80.484368,25.660770,01b11,396,551751,2838218,2001,339:19:12:41
-80.484378,25.660770,01b11,398,551750,2838218,2001,339:19:12:42
-80.484388,25.660770,01b11,400,551749,2838218,2001,339:19:12:43
-80.484408,25.660761,01b11,402,551747,2838217,2001,339:19:12:45
-80.484418,25.660761,01b11,405,551746,2838217,2001,339:19:12:46
-80.484438,25.660761,01b11,406,551744,2838217,2001,339:19:12:47
-80.484448,25.660752,01b11,408,551743,2838216,2001,339:19:12:48
-80.484458,25.660752,01b11,411,551742,2838216,2001,339:19:12:49
-80.484478,25.660752,01b11,413,551740,2838216,2001,339:19:12:50
-80.484488,25.660753,01b11,415,551739,2838216,2001,339:19:12:51
-80.484508,25.660744,01b11,417,551737,2838215,2001,339:19:12:52
-80.484517,25.660744,01b11,419,551736,2838215,2001,339:19:12:53
-80.484527,25.660744,01b11,421,551735,2838215,2001,339:19:12:54
-80.484547,25.660744,01b11,423,551733,2838215,2001,339:19:12:55
-80.484557,25.660744,01b11,425,551732,2838215,2001,339:19:12:56
-80.484577,25.660744,01b11,427,551730,2838215,2001,339:19:12:57
-80.484587,25.660744,01b11,429,551729,2838215,2001,339:19:12:58
-80.484607,25.660744,01b11,431,551727,2838215,2001,339:19:12:59
-80.484627,25.660744,01b11,433,551725,2838215,2001,339:19:13:00
-80.484647,25.660744,01b11,436,551723,2838215,2001,339:19:13:01
-80.484657,25.660735,01b11,438,551722,2838214,2001,339:19:13:02
-80.484677,25.660735,01b11,440,551720,2838214,2001,339:19:13:03
-80.484687,25.660735,01b11,442,551719,2838214,2001,339:19:13:04
-80.484707,25.660735,01b11,444,551717,2838214,2001,339:19:13:05
-80.484717,25.660735,01b11,446,551716,2838214,2001,339:19:13:06
-80.484737,25.660735,01b11,448,551714,2838214,2001,339:19:13:07
-80.484757,25.660735,01b11,450,551712,2838214,2001,339:19:13:08
-80.484767,25.660744,01b11,452,551711,2838215,2001,339:19:13:09
-80.484786,25.660745,01b11,454,551709,2838215,2001,339:19:13:11
-80.484796,25.660745,01b11,456,551708,2838215,2001,339:19:13:12
-80.484816,25.660745,01b11,458,551706,2838215,2001,339:19:13:13
-80.484836,25.660745,01b11,461,551704,2838215,2001,339:19:13:14
-80.484846,25.660736,01b11,463,551703,2838214,2001,339:19:13:15
-80.484866,25.660736,01b11,465,551701,2838214,2001,339:19:13:16
-80.484886,25.660736,01b11,467,551699,2838214,2001,339:19:13:17
-80.484896,25.660736,01b11,469,551698,2838214,2001,339:19:13:18
-80.484916,25.660736,01b11,471,551696,2838214,2001,339:19:13:19
-80.484926,25.660736,01b11,473,551695,2838214,2001,339:19:13:20
-80.484946,25.660736,01b11,475,551693,2838214,2001,339:19:13:21
-80.484956,25.660736,01b11,477,551692,2838214,2001,339:19:13:22
-80.484976,25.660727,01b11,479,551690,2838213,2001,339:19:13:23
-80.484986,25.660727,01b11,481,551689,2838213,2001,339:19:13:24
-80.485016,25.660727,01b11,483,551686,2838213,2001,339:19:13:25
-80.485046,25.660718,01b11,488,551683,2838212,2001,339:19:13:27
-80.485066,25.660718,01b11,490,551681,2838212,2001,339:19:13:28
-80.485076,25.660718,01b11,492,551680,2838212,2001,339:19:13:29
-80.485086,25.660719,01b11,494,551679,2838212,2001,339:19:13:30
-80.485105,25.660719,01b11,496,551677,2838212,2001,339:19:13:31
-80.485115,25.660710,01b11,498,551676,2838211,2001,339:19:13:32
-80.485135,25.660710,01b11,500,551674,2838211,2001,339:19:13:33
-80.485145,25.660710,01b11,502,551673,2838211,2001,339:19:13:34
-80.485165,25.660710,01b11,504,551671,2838211,2001,339:19:13:35
-80.485175,25.660710,01b11,506,551670,2838211,2001,339:19:13:37
-80.485195,25.660710,01b11,508,551668,2838211,2001,339:19:13:37
-80.485205,25.660710,01b11,510,551667,2838211,2001,339:19:13:39
-80.485225,25.660710,01b11,512,551665,2838211,2001,339:19:13:40
-80.485235,25.660710,01b11,515,551664,2838211,2001,339:19:13:41
-80.485255,25.660710,01b11,517,551662,2838211,2001,339:19:13:42
-80.485265,25.660710,01b11,519,551661,2838211,2001,339:19:13:43
-80.485285,25.660710,01b11,521,551659,2838211,2001,339:19:13:44
-80.485295,25.660710,01b11,523,551658,2838211,2001,339:19:13:45
-80.485315,25.660710,01b11,525,551656,2838211,2001,339:19:13:46
-80.485325,25.660710,01b11,527,551655,2838211,2001,339:19:13:47
-80.485345,25.660710,01b11,529,551653,2838211,2001,339:19:13:48
-80.485355,25.660710,01b11,531,551652,2838211,2001,339:19:13:49
-80.485374,25.660711,01b11,533,551650,2838211,2001,339:19:13:50
-80.485394,25.660711,01b11,535,551648,2838211,2001,339:19:13:51
-80.485424,25.660711,01b11,537,551645,2838211,2001,339:19:13:52
-80.485434,25.660702,01b11,540,551644,2838210,2001,339:19:13:53
-80.485454,25.660702,01b11,542,551642,2838210,2001,339:19:13:54
-80.485474,25.660702,01b11,544,551640,2838210,2001,339:19:13:55
-80.485484,25.660702,01b11,546,551639,2838210,2001,339:19:13:56
-80.485504,25.660702,01b11,548,551637,2838210,2001,339:19:13:57
-80.485514,25.660702,01b11,550,551636,2838210,2001,339:19:13:58
-80.485534,25.660702,01b11,552,551634,2838210,2001,339:19:13:59
-80.485554,25.660693,01b11,554,551632,2838209,2001,339:19:14:00
-80.485564,25.660693,01b11,556,551631,2838209,2001,339:19:14:01
-80.485584,25.660693,01b11,558,551629,2838209,2001,339:19:14:02
-80.485594,25.660693,01b11,560,551628,2838209,2001,339:19:14:04
-80.485614,25.660693,01b11,563,551626,2838209,2001,339:19:14:05
-80.485624,25.660693,01b11,565,551625,2838209,2001,339:19:14:06
-80.485644,25.660684,01b11,567,551623,2838208,2001,339:19:14:07
-80.485654,25.660684,01b11,569,551622,2838208,2001,339:19:14:08
-80.485674,25.660684,01b11,571,551620,2838208,2001,339:19:14:09
-80.485683,25.660685,01b11,573,551619,2838208,2001,339:19:14:10
-80.485703,25.660685,01b11,575,551617,2838208,2001,339:19:14:11
-80.485713,25.660685,01b11,577,551616,2838208,2001,339:19:14:12
-80.485733,25.660685,01b11,579,551614,2838208,2001,339:19:14:13
-80.485743,25.660685,01b11,581,551613,2838208,2001,339:19:14:14
-80.485763,25.660685,01b11,583,551611,2838208,2001,339:19:14:15
-80.485793,25.660676,01b11,586,551608,2838207,2001,339:19:14:16
-80.485813,25.660676,01b11,587,551606,2838207,2001,339:19:14:17
-80.485823,25.660676,01b11,589,551605,2838207,2001,339:19:14:18
-80.485843,25.660676,01b11,592,551603,2838207,2001,339:19:14:19
-80.485863,25.660676,01b11,594,551601,2838207,2001,339:19:14:20
-80.485873,25.660676,01b11,596,551600,2838207,2001,339:19:14:21
-80.485893,25.660676,01b11,598,551598,2838207,2001,339:19:14:22
-80.485903,25.660676,01b11,600,551597,2838207,2001,339:19:14:23
-80.485923,25.660676,01b11,602,551595,2838207,2001,339:19:14:24
-80.485943,25.660676,01b11,604,551593,2838207,2001,339:19:14:25
-80.485953,25.660676,01b11,606,551592,2838207,2001,339:19:14:26
-80.485972,25.660676,01b11,609,551590,2838207,2001,339:19:14:28
-80.485982,25.660677,01b11,611,551589,2838207,2001,339:19:14:29
-80.486002,25.660668,01b11,613,551587,2838206,2001,339:19:14:30
-80.486022,25.660668,01b11,615,551585,2838206,2001,339:19:14:31
-80.486032,25.660668,01b11,617,551584,2838206,2001,339:19:14:32
-80.486052,25.660668,01b11,619,551582,2838206,2001,339:19:14:33
-80.486062,25.660668,01b11,621,551581,2838206,2001,339:19:14:34
-80.486082,25.660668,01b11,623,551579,2838206,2001,339:19:14:35
-80.486102,25.660668,01b11,625,551577,2838206,2001,339:19:14:36
-80.486112,25.660668,01b11,627,551576,2838206,2001,339:19:14:37
-80.486132,25.660668,01b11,629,551574,2838206,2001,339:19:14:38
-80.486152,25.660668,01b11,631,551572,2838206,2001,339:19:14:39
-80.486162,25.660668,01b11,633,551571,2838206,2001,339:19:14:40
-80.486182,25.660668,01b11,635,551569,2838206,2001,339:19:14:41
-80.486192,25.660668,01b11,637,551568,2838206,2001,339:19:14:42
-80.486212,25.660668,01b11,639,551566,2838206,2001,339:19:14:43
-80.486232,25.660668,01b11,642,551564,2838206,2001,339:19:14:44
-80.486261,25.660668,01b11,644,551561,2838206,2001,339:19:14:45
-80.486271,25.660669,01b11,646,551560,2838206,2001,339:19:14:46
-80.486291,25.660660,01b11,648,551558,2838205,2001,339:19:14:47
-80.486311,25.660660,01b11,650,551556,2838205,2001,339:19:14:48
-80.486321,25.660660,01b11,652,551555,2838205,2001,339:19:14:49
-80.486341,25.660660,01b11,654,551553,2838205,2001,339:19:14:51
-80.486351,25.660660,01b11,656,551552,2838205,2001,339:19:14:51
-80.486371,25.660660,01b11,658,551550,2838205,2001,339:19:14:53
-80.486391,25.660660,01b11,660,551548,2838205,2001,339:19:14:54
-80.486401,25.660660,01b11,662,551547,2838205,2001,339:19:14:55
-80.486421,25.660651,01b11,664,551545,2838204,2001,339:19:14:56
-80.486431,25.660651,01b11,667,551544,2838204,2001,339:19:14:57
-80.486451,25.660651,01b11,669,551542,2838204,2001,339:19:14:58
-80.486471,25.660651,01b11,671,551540,2838204,2001,339:19:14:59
-80.486481,25.660651,01b11,673,551539,2838204,2001,339:19:15:00
-80.486501,25.660651,01b11,675,551537,2838204,2001,339:19:15:01
-80.486511,25.660651,01b11,677,551536,2838204,2001,339:19:15:02
-80.486531,25.660651,01b11,679,551534,2838204,2001,339:19:15:03
-80.486540,25.660651,01b11,681,551533,2838204,2001,339:19:15:04
-80.486560,25.660651,01b11,683,551531,2838204,2001,339:19:15:05
-80.486570,25.660652,01b11,685,551530,2838204,2001,339:19:15:06
-80.486600,25.660643,01b11,687,551527,2838203,2001,339:19:15:07
-80.486620,25.660643,01b11,689,551525,2838203,2001,339:19:15:08
-80.486630,25.660643,01b11,691,551524,2838203,2001,339:19:15:09
-80.486650,25.660643,01b11,694,551522,2838203,2001,339:19:15:10
-80.486660,25.660643,01b11,696,551521,2838203,2001,339:19:15:11
-80.486680,25.660643,01b11,698,551519,2838203,2001,339:19:15:12
-80.486690,25.660643,01b11,700,551518,2838203,2001,339:19:15:13
-80.486710,25.660643,01b11,702,551516,2838203,2001,339:19:15:14
-80.486720,25.660643,01b11,704,551515,2838203,2001,339:19:15:15
-80.486740,25.660643,01b11,706,551513,2838203,2001,339:19:15:16
-80.486750,25.660643,01b11,708,551512,2838203,2001,339:19:15:18
-80.486770,25.660643,01b11,710,551510,2838203,2001,339:19:15:18
-80.486780,25.660643,01b11,712,551509,2838203,2001,339:19:15:20
-80.486800,25.660643,01b11,714,551507,2838203,2001,339:19:15:21
-80.486810,25.660643,01b11,716,551506,2838203,2001,339:19:15:22
-80.486829,25.660643,01b11,719,551504,2838203,2001,339:19:15:23
-80.486839,25.660634,01b11,721,551503,2838202,2001,339:19:15:24
-80.486859,25.660634,01b11,723,551501,2838202,2001,339:19:15:25
-80.486879,25.660635,01b11,725,551499,2838202,2001,339:19:15:26
-80.486889,25.660635,01b11,727,551498,2838202,2001,339:19:15:27
-80.486909,25.660635,01b11,729,551496,2838202,2001,339:19:15:28
-80.486919,25.660635,01b11,731,551495,2838202,2001,339:19:15:29
-80.486939,25.660635,01b11,733,551493,2838202,2001,339:19:15:30
-80.486959,25.660635,01b11,735,551491,2838202,2001,339:19:15:31
-80.486969,25.660626,01b11,737,551490,2838201,2001,339:19:15:32
-80.486989,25.660626,01b11,739,551488,2838201,2001,339:19:15:33
-80.486999,25.660626,01b11,741,551487,2838201,2001,339:19:15:34
-80.487039,25.660626,01b11,743,551483,2838201,2001,339:19:15:35
-80.487049,25.660626,01b11,746,551482,2838201,2001,339:19:15:36
-80.487069,25.660626,01b11,748,551480,2838201,2001,339:19:15:37
-80.487079,25.660617,01b11,750,551479,2838200,2001,339:19:15:38
-80.487099,25.660617,01b11,752,551477,2838200,2001,339:19:15:39
-80.487119,25.660617,01b11,754,551475,2838200,2001,339:19:15:40
-80.487128,25.660617,01b11,756,551474,2838200,2001,339:19:15:41
-80.487148,25.660617,01b11,758,551472,2838200,2001,339:19:15:42
-80.487158,25.660617,01b11,760,551471,2838200,2001,339:19:15:43
-80.487178,25.660618,01b11,762,551469,2838200,2001,339:19:15:45
-80.487198,25.660618,01b11,764,551467,2838200,2001,339:19:15:46
-80.487208,25.660618,01b11,767,551466,2838200,2001,339:19:15:47
-80.487228,25.660618,01b11,769,551464,2838200,2001,339:19:15:48
-80.487238,25.660618,01b11,771,551463,2838200,2001,339:19:15:49
-80.487258,25.660618,01b11,773,551461,2838200,2001,339:19:15:50
-80.487278,25.660618,01b11,775,551459,2838200,2001,339:19:15:51
-80.487288,25.660609,01b11,777,551458,2838199,2001,339:19:15:52
-80.487308,25.660609,01b11,779,551456,2838199,2001,339:19:15:53
-80.487318,25.660609,01b11,781,551455,2838199,2001,339:19:15:54
-80.487338,25.660609,01b11,783,551453,2838199,2001,339:19:15:55
-80.487358,25.660609,01b11,785,551451,2838199,2001,339:19:15:56
-80.487368,25.660609,01b11,787,551450,2838199,2001,339:19:15:57
-80.487388,25.660609,01b11,789,551448,2838199,2001,339:19:15:58
-80.487417,25.660609,01b11,792,551445,2838199,2001,339:19:15:59
-80.487437,25.660609,01b11,794,551443,2838199,2001,339:19:16:00
-80.487447,25.660600,01b11,796,551442,2838198,2001,339:19:16:01
-80.487467,25.660600,01b11,798,551440,2838198,2001,339:19:16:02
-80.487477,25.660601,01b11,800,551439,2838198,2001,339:19:16:03
-80.487497,25.660601,01b11,802,551437,2838198,2001,339:19:16:04
-80.487517,25.660601,01b11,804,551435,2838198,2001,339:19:16:05
-80.487527,25.660601,01b11,806,551434,2838198,2001,339:19:16:06
-80.487547,25.660601,01b11,808,551432,2838198,2001,339:19:16:07
-80.487557,25.660592,01b11,810,551431,2838197,2001,339:19:16:08
-80.487577,25.660592,01b11,812,551429,2838197,2001,339:19:16:10
-80.487587,25.660592,01b11,814,551428,2838197,2001,339:19:16:11
-80.487607,25.660592,01b11,816,551426,2838197,2001,339:19:16:12
-80.487627,25.660592,01b11,818,551424,2838197,2001,339:19:16:13
-80.487637,25.660592,01b11,820,551423,2838197,2001,339:19:16:14
-80.487657,25.660592,01b11,823,551421,2838197,2001,339:19:16:15
-80.487667,25.660592,01b11,825,551420,2838197,2001,339:19:16:16
-80.487687,25.660592,01b11,827,551418,2838197,2001,339:19:16:17
-80.487697,25.660592,01b11,829,551417,2838197,2001,339:19:16:18
-80.487716,25.660592,01b11,831,551415,2838197,2001,339:19:16:19
-80.487726,25.660583,01b11,833,551414,2838196,2001,339:19:16:20
-80.487746,25.660583,01b11,835,551412,2838196,2001,339:19:16:21
-80.487756,25.660583,01b11,837,551411,2838196,2001,339:19:16:22
-80.487776,25.660583,01b11,839,551409,2838196,2001,339:19:16:23
-80.487786,25.660584,01b11,841,551408,2838196,2001,339:19:16:24
-80.487806,25.660584,01b11,843,551406,2838196,2001,339:19:16:25
-80.487826,25.660575,01b11,845,551404,2838195,2001,339:19:16:26
-80.487846,25.660575,01b11,848,551402,2838195,2001,339:19:16:27
-80.487856,25.660575,01b11,850,551401,2838195,2001,339:19:16:28
-80.487876,25.660575,01b11,852,551399,2838195,2001,339:19:16:29
-80.487886,25.660575,01b11,854,551398,2838195,2001,339:19:16:30
-80.487896,25.660575,01b11,856,551397,2838195,2001,339:19:16:31
-80.487916,25.660566,01b11,858,551395,2838194,2001,339:19:16:32
-80.487926,25.660566,01b11,860,551394,2838194,2001,339:19:16:33
-80.487936,25.660566,01b11,862,551393,2838194,2001,339:19:16:34
-80.487956,25.660566,01b11,864,551391,2838194,2001,339:19:16:35
-80.487966,25.660566,01b11,866,551390,2838194,2001,339:19:16:37
-80.487986,25.660566,01b11,869,551388,2838194,2001,339:19:16:38
-80.487996,25.660557,01b11,871,551387,2838193,2001,339:19:16:39
-80.488006,25.660557,01b11,873,551386,2838193,2001,339:19:16:40
-80.488025,25.660557,01b11,875,551384,2838193,2001,339:19:16:41
-80.488035,25.660557,01b11,877,551383,2838193,2001,339:19:16:42
-80.488055,25.660557,01b11,879,551381,2838193,2001,339:19:16:43
-80.488065,25.660557,01b11,881,551380,2838193,2001,339:19:16:44
-80.488075,25.660557,01b11,883,551379,2838193,2001,339:19:16:45
-80.488095,25.660558,01b11,885,551377,2838193,2001,339:19:16:46
-80.488105,25.660558,01b11,887,551376,2838193,2001,339:19:16:47
-80.488135,25.660558,01b11,889,551373,2838193,2001,339:19:16:48
-80.488155,25.660558,01b11,892,551371,2838193,2001,339:19:16:49
-80.488165,25.660558,01b11,895,551370,2838193,2001,339:19:16:51
-80.488195,25.660558,01b11,898,551367,2838193,2001,339:19:16:52
-80.488205,25.660558,01b11,900,551366,2838193,2001,339:19:16:53
-80.488225,25.660558,01b11,902,551364,2838193,2001,339:19:16:54
-80.488235,25.660558,01b11,904,551363,2838193,2001,339:19:16:55
-80.488255,25.660558,01b11,906,551361,2838193,2001,339:19:16:56
-80.488265,25.660558,01b11,908,551360,2838193,2001,339:19:16:57
-80.488284,25.660558,01b11,910,551358,2838193,2001,339:19:16:59
-80.488294,25.660558,01b11,912,551357,2838193,2001,339:19:17:00
-80.488314,25.660558,01b11,914,551355,2838193,2001,339:19:17:00
-80.488324,25.660558,01b11,916,551354,2838193,2001,339:19:17:02
-80.488334,25.660558,01b11,918,551353,2838193,2001,339:19:17:03
-80.488354,25.660558,01b11,920,551351,2838193,2001,339:19:17:04
-80.488364,25.660558,01b11,923,551350,2838193,2001,339:19:17:05
-80.488384,25.660559,01b11,925,551348,2838193,2001,339:19:17:06
-80.488394,25.660559,01b11,927,551347,2838193,2001,339:19:17:07
-80.488414,25.660559,01b11,929,551345,2838193,2001,339:19:17:08
-80.488424,25.660559,01b11,931,551344,2838193,2001,339:19:17:09
-80.488444,25.660559,01b11,933,551342,2838193,2001,339:19:17:10
-80.488454,25.660550,01b11,935,551341,2838192,2001,339:19:17:11
-80.488474,25.660550,01b11,937,551339,2838192,2001,339:19:17:12
-80.488484,25.660550,01b11,939,551338,2838192,2001,339:19:17:13
-80.488504,25.660550,01b11,941,551336,2838192,2001,339:19:17:14
-80.488514,25.660550,01b11,943,551335,2838192,2001,339:19:17:15
-80.488534,25.660550,01b11,945,551333,2838192,2001,339:19:17:16
-80.488544,25.660541,01b11,947,551332,2838191,2001,339:19:17:17
-80.488574,25.660541,01b11,950,551329,2838191,2001,339:19:17:18
-80.488593,25.660541,01b11,952,551327,2838191,2001,339:19:17:19
-80.488603,25.660532,01b11,954,551326,2838190,2001,339:19:17:20
-80.488623,25.660532,01b11,956,551324,2838190,2001,339:19:17:21
-80.488633,25.660532,01b11,958,551323,2838190,2001,339:19:17:22
-80.488653,25.660532,01b11,960,551321,2838190,2001,339:19:17:23
-80.488663,25.660532,01b11,962,551320,2838190,2001,339:19:17:24
-80.488683,25.660532,01b11,964,551318,2838190,2001,339:19:17:25
-80.488693,25.660524,01b11,966,551317,2838189,2001,339:19:17:26
-80.488713,25.660524,01b11,968,551315,2838189,2001,339:19:17:28
-80.488733,25.660524,01b11,971,551313,2838189,2001,339:19:17:29
-80.488743,25.660524,01b11,972,551312,2838189,2001,339:19:17:30
-80.488763,25.660524,01b11,974,551310,2838189,2001,339:19:17:31
-80.488773,25.660524,01b11,976,551309,2838189,2001,339:19:17:32
-80.488793,25.660524,01b11,978,551307,2838189,2001,339:19:17:33
-80.488803,25.660515,01b11,981,551306,2838188,2001,339:19:17:34
-80.488823,25.660515,01b11,983,551304,2838188,2001,339:19:17:35
-80.488843,25.660515,01b11,985,551302,2838188,2001,339:19:17:36
-80.488853,25.660515,01b11,987,551301,2838188,2001,339:19:17:37
-80.488873,25.660515,01b11,989,551299,2838188,2001,339:19:17:38
-80.488882,25.660515,01b11,991,551298,2838188,2001,339:19:17:39
-80.488912,25.660515,01b11,993,551295,2838188,2001,339:19:17:40
-80.488932,25.660506,01b11,997,551293,2838187,2001,339:19:17:42
-80.488962,25.660506,01b11,999,551290,2838187,2001,339:19:17:43
-80.488982,25.660506,01b11,1001,551288,2838187,2001,339:19:17:44
-80.488992,25.660506,01b11,1003,551287,2838187,2001,339:19:17:45
-80.489012,25.660507,01b11,1006,551285,2838187,2001,339:19:17:46
-80.489022,25.660507,01b11,1008,551284,2838187,2001,339:19:17:47
-80.489042,25.660507,01b11,1010,551282,2838187,2001,339:19:17:48
-80.489062,25.660507,01b11,1012,551280,2838187,2001,339:19:17:49
-80.489072,25.660507,01b11,1014,551279,2838187,2001,339:19:17:50
-80.489092,25.660507,01b11,1016,551277,2838187,2001,339:19:17:51
-80.489102,25.660507,01b11,1018,551276,2838187,2001,339:19:17:52
-80.489122,25.660507,01b11,1020,551274,2838187,2001,339:19:17:53
-80.489142,25.660507,01b11,1022,551272,2838187,2001,339:19:17:55
-80.489152,25.660507,01b11,1024,551271,2838187,2001,339:19:17:56
-80.489171,25.660507,01b11,1027,551269,2838187,2001,339:19:17:57
-80.489191,25.660507,01b11,1029,551267,2838187,2001,339:19:17:58
-80.489201,25.660507,01b11,1031,551266,2838187,2001,339:19:17:59
-80.489221,25.660507,01b11,1033,551264,2838187,2001,339:19:18:00
-80.489231,25.660507,01b11,1035,551263,2838187,2001,339:19:18:01
-80.489251,25.660507,01b11,1037,551261,2838187,2001,339:19:18:02
-80.489271,25.660507,01b11,1039,551259,2838187,2001,339:19:18:03
-80.489281,25.660508,01b11,1041,551258,2838187,2001,339:19:18:04
-80.489301,25.660508,01b11,1043,551256,2838187,2001,339:19:18:05
-80.489331,25.660508,01b11,1045,551253,2838187,2001,339:19:18:06
-80.489351,25.660508,01b11,1047,551251,2838187,2001,339:19:18:07
-80.489361,25.660508,01b11,1050,551250,2838187,2001,339:19:18:08
-80.489381,25.660508,01b11,1051,551248,2838187,2001,339:19:18:09
-80.489391,25.660508,01b11,1053,551247,2838187,2001,339:19:18:10
-80.489411,25.660499,01b11,1056,551245,2838186,2001,339:19:18:11
-80.489431,25.660499,01b11,1058,551243,2838186,2001,339:19:18:12
-80.489441,25.660499,01b11,1060,551242,2838186,2001,339:19:18:13
-80.489460,25.660499,01b11,1062,551240,2838186,2001,339:19:18:14
-80.489470,25.660499,01b11,1064,551239,2838186,2001,339:19:18:15
-80.489480,25.660490,01b11,1066,551238,2838185,2001,339:19:18:16
-80.489500,25.660490,01b11,1068,551236,2838185,2001,339:19:18:18
-80.489510,25.660490,01b11,1070,551235,2838185,2001,339:19:18:19
-80.489530,25.660490,01b11,1072,551233,2838185,2001,339:19:18:20
-80.489540,25.660490,01b11,1074,551232,2838185,2001,339:19:18:21
-80.489560,25.660481,01b11,1076,551230,2838184,2001,339:19:18:22
-80.489570,25.660481,01b11,1078,551229,2838184,2001,339:19:18:23
-80.489590,25.660481,01b11,1081,551227,2838184,2001,339:19:18:24
-80.489600,25.660482,01b11,1083,551226,2838184,2001,339:19:18:25
-80.489610,25.660473,01b11,1085,551225,2838183,2001,339:19:18:26
-80.489630,25.660473,01b11,1087,551223,2838183,2001,339:19:18:27
-80.489640,25.660473,01b11,1089,551222,2838183,2001,339:19:18:28
-80.489660,25.660473,01b11,1091,551220,2838183,2001,339:19:18:29
-80.489690,25.660464,01b11,1093,551217,2838182,2001,339:19:18:30
-80.489710,25.660464,01b11,1097,551215,2838182,2001,339:19:18:32
-80.489720,25.660464,01b11,1099,551214,2838182,2001,339:19:18:33
-80.489760,25.660464,01b11,1101,551210,2838182,2001,339:19:18:34
-80.489769,25.660464,01b11,1103,551209,2838182,2001,339:19:18:35
-80.489789,25.660464,01b11,1106,551207,2838182,2001,339:19:18:36
-80.489809,25.660464,01b11,1108,551205,2838182,2001,339:19:18:37
-80.489829,25.660464,01b11,1110,551203,2838182,2001,339:19:18:38
-80.489839,25.660464,01b11,1112,551202,2838182,2001,339:19:18:39
-80.489859,25.660464,01b11,1114,551200,2838182,2001,339:19:18:40
-80.489879,25.660464,01b11,1116,551198,2838182,2001,339:19:18:41
-80.489889,25.660464,01b11,1118,551197,2838182,2001,339:19:18:42
-80.489909,25.660465,01b11,1120,551195,2838182,2001,339:19:18:43
-80.489929,25.660465,01b11,1122,551193,2838182,2001,339:19:18:44
-80.489939,25.660465,01b11,1124,551192,2838182,2001,339:19:18:46
-80.489959,25.660465,01b11,1127,551190,2838182,2001,339:19:18:47
-80.489969,25.660465,01b11,1129,551189,2838182,2001,339:19:18:48
-80.489989,25.660456,01b11,1130,551187,2838181,2001,339:19:18:49
-80.489999,25.660456,01b11,1133,551186,2838181,2001,339:19:18:50
-80.490019,25.660456,01b11,1135,551184,2838181,2001,339:19:18:51
-80.490029,25.660456,01b11,1137,551183,2838181,2001,339:19:18:52
-80.490039,25.660456,01b11,1139,551182,2838181,2001,339:19:18:53
-80.490058,25.660456,01b11,1141,551180,2838181,2001,339:19:18:54
-80.490068,25.660456,01b11,1143,551179,2838181,2001,339:19:18:55
-80.490078,25.660456,01b11,1145,551178,2838181,2001,339:19:18:56
-80.490108,25.660456,01b11,1147,551175,2838181,2001,339:19:18:57
-80.490118,25.660456,01b11,1149,551174,2838181,2001,339:19:18:58
-80.490138,25.660456,01b11,1151,551172,2838181,2001,339:19:18:59
-80.490148,25.660456,01b11,1153,551171,2838181,2001,339:19:19:00
-80.490168,25.660456,01b11,1155,551169,2838181,2001,339:19:19:01
-80.490178,25.660456,01b11,1157,551168,2838181,2001,339:19:19:02
-80.490188,25.660456,01b11,1160,551167,2838181,2001,339:19:19:03
-80.490208,25.660457,01b11,1162,551165,2838181,2001,339:19:19:04
-80.490218,25.660448,01b11,1164,551164,2838180,2001,339:19:19:05
-80.490228,25.660448,01b11,1166,551163,2838180,2001,339:19:19:06
-80.490248,25.660448,01b11,1168,551161,2838180,2001,339:19:19:07
-80.490258,25.660448,01b11,1170,551160,2838180,2001,339:19:19:09
-80.490268,25.660448,01b11,1172,551159,2838180,2001,339:19:19:09
-80.490288,25.660448,01b11,1174,551157,2838180,2001,339:19:19:10
-80.490298,25.660448,01b11,1176,551156,2838180,2001,339:19:19:12
-80.490318,25.660448,01b11,1178,551154,2838180,2001,339:19:19:13
-80.490327,25.660448,01b11,1180,551153,2838180,2001,339:19:19:14
-80.490337,25.660448,01b11,1182,551152,2838180,2001,339:19:19:15
-80.490357,25.660448,01b11,1185,551150,2838180,2001,339:19:19:16
-80.490367,25.660448,01b11,1187,551149,2838180,2001,339:19:19:17
-80.490387,25.660457,01b11,1189,551147,2838181,2001,339:19:19:18
-80.490397,25.660457,01b11,1191,551146,2838181,2001,339:19:19:19
-80.490427,25.660448,01b11,1193,551143,2838180,2001,339:19:19:20
-80.490437,25.660448,01b11,1195,551142,2838180,2001,339:19:19:21
-80.490447,25.660448,01b11,1197,551141,2838180,2001,339:19:19:22
-80.490467,25.660448,01b11,1199,551139,2838180,2001,339:19:19:23
-80.490477,25.660448,01b11,1201,551138,2838180,2001,339:19:19:24
-80.490487,25.660449,01b11,1204,551137,2838180,2001,339:19:19:25
-80.490507,25.660449,01b11,1205,551135,2838180,2001,339:19:19:26
-80.490517,25.660449,01b11,1207,551134,2838180,2001,339:19:19:27
-80.490537,25.660449,01b11,1209,551132,2838180,2001,339:19:19:28
-80.490547,25.660449,01b11,1211,551131,2838180,2001,339:19:19:29
-80.490557,25.660449,01b11,1214,551130,2838180,2001,339:19:19:30
-80.490577,25.660449,01b11,1216,551128,2838180,2001,339:19:19:31
-80.490587,25.660440,01b11,1218,551127,2838179,2001,339:19:19:32
-80.490597,25.660440,01b11,1220,551126,2838179,2001,339:19:19:33
