-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
VIC1        49718.000    1995     1     1     0
VIC1        52274.750    2001    12    31    18
VIC1       -86596.184 -5393806.190  3391546.690
51959.50    -0.239063     0.101832    -3.145217
51959.75    -0.283556     0.088110    -2.829936
51960.00    -0.250903     0.096151    -1.672742
51960.25    -0.089379     0.030685    -1.919772
51960.50    -0.030212    -0.000515    -2.187812
51960.75     0.139054    -0.105093    -3.063841
51961.00     0.245553    -0.084155    -2.303384
51961.25     0.397837    -0.139527    -2.687503
51961.50     0.456112    -0.094034    -2.581205
51961.75     0.537899    -0.088401    -3.069393
51962.00     0.408359     0.040970    -1.692185
51962.25     0.246427    -0.073247    -1.327501
51962.50     0.213678    -0.123058    -1.217714
51962.75     0.258646    -0.113261    -1.819315
51963.00     0.248720     0.053692    -1.361812
51963.25     0.284107     0.221920    -1.810110
51963.50     0.258216     0.427984    -1.547773
51963.75     0.286232     0.657639    -1.725613
51964.00     0.229532     0.869492    -0.353975
51964.25     0.158890     1.007145     0.578671
51964.50     0.011213     1.124731     1.530139
51964.75    -0.197218     1.029682     1.995054
51965.00    -0.387244     0.831635     3.122779
51965.25    -0.414027     0.364193     1.655015
51965.50    -0.285243     0.074589     0.506730
51965.75    -0.027487    -0.118120    -1.173753
51966.00     0.195350    -0.105595    -1.498046
51966.25     0.375162    -0.118337    -2.850577
51966.50     0.587346    -0.076203    -3.646316
51966.75     0.664314    -0.029820    -4.167034
51967.00     0.638966     0.101493    -3.125756
51967.25     0.613890     0.085852    -3.129407
51967.50     0.598520     0.128212    -2.602773
51967.75     0.523448     0.077370    -2.753021
51968.00     0.405087     0.114793    -1.425806
51968.25     0.339293     0.041004    -1.336478
51968.50     0.217327     0.042207    -0.882825
51968.75     0.088751     0.033459    -1.027747
51969.00    -0.101546     0.100749     0.475113
51969.25    -0.259961     0.098894     0.982125
51969.50    -0.357915     0.137400     1.573099
51969.75    -0.421730     0.168519     2.100734
51970.00    -0.528325     0.161963     3.447314
51970.25    -0.526233     0.113733     3.648472
51970.50    -0.528770     0.176367     4.362571
51970.75    -0.440532     0.196710     4.236543
51971.00    -0.375256     0.274952     5.425789
51971.25    -0.288470     0.311662     5.742455
51971.50    -0.151485     0.270974     6.133930
51971.75     0.007684     0.239806     5.918995
51972.00     0.034829     0.179882     6.826658
51972.25    -0.073097    -0.178790     5.492475
51972.50    -0.008827    -0.360623     3.513230
51972.75     0.222775    -0.503481     1.002612
51973.00     0.317987    -0.441073     0.198339
51973.25     0.331730    -0.563900    -1.627796
51973.50     0.313070    -0.568811    -2.158350
51973.75     0.371517    -0.634023    -3.321228
51974.00     0.315573    -0.500100    -2.393786
51974.25     0.322568    -0.524200    -2.568559
51974.50     0.371164    -0.525859    -2.515764
51974.75     0.396490    -0.542841    -2.913094
51975.00     0.368949    -0.374153    -2.048158
51975.25     0.345954    -0.361794    -2.393645
51975.50     0.267966    -0.297248    -2.671289
51975.75     0.218400    -0.253368    -2.885430
51976.00     0.089880    -0.112801    -1.451705
51976.25     0.038093    -0.078427    -1.251834
51976.50    -0.043957    -0.046785    -0.817193
51976.75    -0.044350    -0.055585    -0.380389
51977.00     0.009034    -0.026719     0.632958
51977.25     0.102891    -0.066072     0.510248
51977.50     0.187743    -0.143009     0.504331
51977.75     0.114209    -0.177661    -0.327301
51978.00    -0.106799     0.023804     0.120525
51978.25    -0.206194     0.082660    -0.325822
51978.50    -0.270679     0.172296    -0.007335
51978.75    -0.395092     0.267494     0.051057
51979.00    -0.481340     0.325138     1.849476
51979.25    -0.433281     0.299074     1.497361
51979.50    -0.399892     0.382648     1.309829
51979.75    -0.333189     0.473413     0.526318
51980.00    -0.361932     0.585099     1.976492
51980.25    -0.427383     0.574443     2.789878
51980.50    -0.621111     0.502922     3.773931
51980.75    -0.756473     0.333077     4.048868
51981.00    -0.844836     0.161485     4.639622
51981.25    -0.896146    -0.119209     3.263435
51981.50    -0.963870    -0.198997     2.556634
51981.75    -0.893267    -0.201692     1.561790
51982.00    -0.812174    -0.096546     2.103126
51982.25    -0.702805     0.055508     1.867822
51982.50    -0.621363     0.162486     2.386771
51982.75    -0.507945     0.216689     2.797596
51983.00    -0.329344     0.323644     4.221219
51983.25    -0.256427     0.066572     5.246173
51983.50    -0.385342     0.069201     5.837490
51983.75    -0.446032     0.027762     5.254763
51984.00    -0.446309    -0.083419     5.411953
51984.25    -0.430461    -0.254202     3.505090
51984.50    -0.314186    -0.282455     2.167512
51984.75    -0.105652    -0.265127     0.645865
51985.00     0.109431    -0.075956     0.511572
51985.25     0.290450    -0.089783    -1.427755
51985.50     0.415275    -0.097775    -2.225247
51985.75     0.547839    -0.060492    -3.088301
51986.00     0.613238     0.013411    -2.675465
51986.25     0.750695    -0.047633    -3.299520
51986.50     0.813692    -0.053918    -3.107118
51986.75     0.892178    -0.070227    -3.690076
51987.00     0.812146    -0.035655    -2.460111
51987.25     0.857985    -0.082037    -2.590902
51987.50     0.814547    -0.066380    -2.157718
51987.75     0.776870    -0.123425    -2.463692
51988.00     0.789382    -0.090688    -1.581875
51988.25     0.713998    -0.263073    -1.472274
51988.50     0.606595    -0.388144    -0.376042
51988.75     0.545159    -0.416900    -0.229116
51989.00     0.494648    -0.277893     0.410193
51989.25     0.439940    -0.342020    -0.182571
51989.50     0.388907    -0.325582    -0.068581
51989.75     0.401831    -0.280042    -0.533746
51990.00     0.338505    -0.097475     0.362197
51990.25     0.317926    -0.107800     0.057306
51990.50     0.330575    -0.043221     0.067127
51990.75     0.361231    -0.091216    -0.139981
51991.00     0.367474     0.019988     1.028493
51991.25     0.427104    -0.075472     0.474655
51991.50     0.407668    -0.050258     0.419959
51991.75     0.436506    -0.096051    -0.027746
51992.00     0.359421    -0.028791     1.214660
51992.25     0.432768    -0.150556     0.473234
51992.50     0.483240    -0.251987     0.123493
51992.75     0.631749    -0.377425    -0.853380
51993.00     0.694361    -0.367317    -0.825123
51993.25     0.740825    -0.437268    -2.192238
51993.50     0.618629    -0.432200    -2.638263
51993.75     0.530387    -0.407362    -3.292710
51994.00     0.417006    -0.265376    -2.188650
51994.25     0.391817    -0.272048    -2.738021
51994.50     0.398762    -0.212462    -3.223630
51994.75     0.383513    -0.182083    -4.126296
51995.00     0.300225    -0.070682    -2.833402
51995.25     0.292561    -0.014246    -3.189799
51995.50     0.291236     0.076743    -3.190815
51995.75     0.286802     0.152329    -3.847428
51996.00     0.169944     0.253341    -2.092445
51996.25     0.164875     0.301236    -1.915049
51996.50     0.040741     0.451378    -0.662305
51996.75    -0.044697     0.566149     0.190498
51997.00     0.001960     0.573766     2.444443
51997.25     0.050570     0.473544     2.626862
51997.50    -0.000942     0.398746     3.841217
51997.75     0.010205     0.311349     3.741181
51998.00    -0.072466     0.296988     4.668095
51998.25    -0.117650     0.174827     4.221409
51998.50    -0.155247     0.118939     4.122610
51998.75    -0.156450     0.043857     3.315567
51999.00    -0.097724     0.086012     3.606490
51999.25    -0.093142    -0.032783     2.786153
51999.50    -0.155363    -0.071684     2.308051
51999.75    -0.213962    -0.144901     1.678208
52000.00    -0.337820    -0.071926     2.724190
52000.25    -0.375813    -0.141541     2.068980
52000.50    -0.403536    -0.078037     1.931746
52000.75    -0.330114     0.109795     1.124742
52001.00    -0.327098     0.367328     2.452861
52001.25    -0.223712     0.407245     1.861769
52001.50    -0.200274     0.510685     1.553501
52001.75    -0.165096     0.534214     1.302730
52002.00    -0.192397     0.537682     2.701498
52002.25    -0.049060     0.425292     1.953464
52002.50    -0.008901     0.335122     1.516493
52002.75     0.106081     0.268456     0.459410
52003.00     0.177985     0.295622     0.795072
52003.25     0.295365     0.216352    -0.221974
52003.50     0.300745     0.252672    -0.793617
52003.75     0.228959     0.244068    -1.475847
52004.00     0.149727     0.338897    -0.855493
52004.25     0.087102     0.314256    -1.533001
52004.50    -0.045216     0.358655    -1.214912
52004.75    -0.184190     0.368926    -1.680028
52005.00    -0.320613     0.428816    -0.025136
52005.25    -0.330091     0.416744    -0.210262
52005.50    -0.370173     0.486117     0.374565
52005.75    -0.395148     0.486687     0.418362
52006.00    -0.469348     0.552518     1.913647
52006.25    -0.429173     0.523191     1.511576
52006.50    -0.367242     0.422126     1.279807
52006.75    -0.372579     0.374934     0.516362
52007.00    -0.368590     0.422569     1.503102
52007.25    -0.264441     0.330192     1.092299
52007.50    -0.247970     0.309576     1.141764
52007.75    -0.271688     0.249014     0.618690
52008.00    -0.261004     0.296587     1.868789
52008.25    -0.227666     0.187229     1.411509
52008.50    -0.199709     0.188990     1.507169
52008.75    -0.195547     0.164231     1.389500
52009.00    -0.214952     0.238487     2.484374
52009.25    -0.133492     0.286003     2.121445
52009.50    -0.073009     0.444822     2.078737
52009.75    -0.122209     0.490045     1.944513
52010.00    -0.113362     0.561245     3.458204
52010.25    -0.133078     0.629931     3.280312
52010.50    -0.198435     0.619819     3.654217
52010.75    -0.331186     0.581816     3.045916
52011.00    -0.429872     0.513878     3.459218
52011.25    -0.350310     0.280967     2.066039
52011.50    -0.273292     0.168284     1.656686
52011.75    -0.234834     0.105770     0.782158
52012.00    -0.187604     0.093329     1.521554
52012.25    -0.116443    -0.043599     0.595554
52012.50    -0.004525    -0.113823    -0.163603
52012.75     0.068394    -0.120576    -0.947070
52013.00     0.127973     0.005025    -0.254374
52013.25     0.139812    -0.021263    -0.481797
52013.50     0.179028     0.078384    -0.158803
52013.75     0.122085     0.046188     0.305634
52014.00     0.149290     0.150750     1.696410
52014.25     0.066510    -0.026105     2.218125
52014.50     0.164043    -0.113199     2.271661
52014.75     0.302628    -0.304342     1.353341
52015.00     0.388406    -0.306060     1.441968
52015.25     0.567803    -0.416638     0.212868
52015.50     0.644743    -0.401634    -0.624726
52015.75     0.736326    -0.413090    -1.599317
52016.00     0.723852    -0.361514    -0.769271
52016.25     0.795835    -0.545877    -2.133925
52016.50     0.785392    -0.638233    -3.305942
52016.75     0.776560    -0.608206    -4.481088
52017.00     0.631489    -0.415913    -3.997450
52017.25     0.532825    -0.379007    -5.422308
52017.50     0.379584    -0.243466    -5.607767
52017.75     0.184276    -0.145637    -5.087797
52018.00    -0.065236     0.101983    -2.620874
52018.25    -0.179707     0.223783    -2.245777
52018.50    -0.205313     0.422559    -1.925188
52018.75    -0.286430     0.460339    -2.022491
52019.00    -0.355308     0.548323    -0.425516
52019.25    -0.247530     0.543681    -0.820171
52019.50    -0.239770     0.559055    -0.971892
52019.75    -0.222208     0.570115    -1.442037
52020.00    -0.191037     0.569730    -0.129052
52020.25    -0.029737     0.518571    -1.262784
52020.50     0.086831     0.483742    -1.693853
52020.75     0.123584     0.475814    -2.943641
52021.00     0.135919     0.511600    -1.977374
52021.25     0.221281     0.495028    -2.676199
52021.50     0.259126     0.543309    -2.537135
52021.75     0.155194     0.568163    -2.997608
52022.00     0.028220     0.537062    -1.164510
52022.25     0.012936     0.393697    -1.360496
52022.50    -0.088603     0.246792    -1.173378
52022.75    -0.070607    -0.031284    -1.795956
52023.00    -0.046589    -0.178979    -0.667876
52023.25     0.082942    -0.336170    -1.568197
52023.50     0.190775    -0.475843    -1.966167
52023.75     0.277389    -0.517376    -2.896889
52024.00     0.243934    -0.382128    -2.219703
52024.25     0.258774    -0.405976    -3.067974
52024.50     0.187916    -0.384335    -3.084282
52024.75     0.146933    -0.310382    -3.260147
52025.00     0.049161    -0.172987    -1.959485
52025.25     0.006331    -0.163734    -2.349586
52025.50     0.057400    -0.113301    -3.032184
52025.75     0.030581    -0.125434    -2.951108
52026.00    -0.037246    -0.052928    -1.745389
52026.25     0.037819    -0.112402    -2.508804
52026.50     0.151573    -0.049741    -2.705186
52026.75     0.189287    -0.037841    -2.826388
52027.00     0.127081     0.069524    -1.491510
52027.25     0.219525     0.069237    -2.451671
52027.50     0.300890     0.141635    -2.734116
52027.75     0.270662     0.169826    -2.806717
52028.00     0.171022     0.314766    -1.624364
52028.25     0.223766     0.272545    -2.465898
52028.50     0.209453     0.299943    -2.972257
52028.75     0.068306     0.281638    -3.270179
52029.00    -0.119470     0.325285    -2.011842
52029.25    -0.114988     0.243147    -2.783876
52029.50    -0.096128     0.256409    -2.949035
52029.75    -0.198903     0.188995    -2.998909
52030.00    -0.347728     0.265357    -1.132898
52030.25    -0.352465     0.210185    -1.083860
52030.50    -0.385736     0.278957    -0.604720
52030.75    -0.413748     0.266014     0.104856
52031.00    -0.399405     0.329142     1.620799
52031.25    -0.292154     0.317193     1.509445
52031.50    -0.163377     0.361639     1.507316
52031.75    -0.036016     0.326699     0.833305
52032.00     0.037438     0.356592     1.362563
52032.25     0.226378     0.228514    -0.333713
52032.50     0.365917     0.246840    -1.144704
52032.75     0.406753     0.175650    -2.034112
52033.00     0.323304     0.159049    -1.083607
52033.25     0.390215     0.152502    -1.822997
52033.50     0.386833     0.193276    -1.563680
52033.75     0.265215     0.249883    -1.322850
52034.00     0.141675     0.276261     0.294790
52034.25     0.105303     0.296979    -0.092144
52034.50     0.082254     0.348637     0.429488
52034.75     0.041238     0.379554     0.372219
52035.00    -0.016400     0.422262     1.529456
52035.25     0.026925     0.399585     0.749959
52035.50     0.104011     0.382479     0.580843
52035.75     0.100811     0.298874    -0.276767
52036.00     0.079421     0.307920     0.712457
52036.25     0.132646     0.177622    -0.741293
52036.50     0.255777     0.108360    -1.360341
52036.75     0.254790    -0.001603    -2.427105
52037.00     0.209419    -0.013891    -1.825649
52037.25     0.208827    -0.087971    -2.805549
52037.50     0.172300    -0.080153    -2.954482
52037.75     0.087291    -0.071428    -3.111161
52038.00    -0.076874     0.042280    -1.595975
52038.25    -0.102224    -0.000104    -2.451434
52038.50    -0.094139     0.063270    -2.056448
52038.75    -0.192262     0.078992    -1.913422
52039.00    -0.265439     0.159817    -0.634759
52039.25    -0.211190     0.106211    -1.076568
52039.50    -0.183581     0.116329    -1.210773
52039.75    -0.179506     0.121579    -1.174532
52040.00    -0.144043     0.138902    -0.217800
52040.25    -0.020162     0.018786    -0.968747
52040.50     0.065826    -0.011520    -1.281537
52040.75     0.104263    -0.120592    -1.655862
52041.00     0.135784    -0.096994    -0.764026
52041.25     0.178015    -0.174827    -1.663614
52041.50     0.269968    -0.217973    -1.932994
52041.75     0.323308    -0.231059    -2.433213
52042.00     0.279875    -0.110159    -1.392344
52042.25     0.308936    -0.158246    -2.073401
52042.50     0.362520    -0.121480    -2.246242
52042.75     0.318957    -0.085036    -2.498511
52043.00     0.194272     0.018105    -1.268141
52043.25     0.135144     0.027905    -1.572080
52043.50     0.064175     0.067808    -1.966493
52043.75    -0.076380     0.088300    -1.705249
52044.00    -0.244958     0.133437    -0.144615
52044.25    -0.363573     0.087604    -0.199897
52044.50    -0.385790     0.152811     0.348220
52044.75    -0.486207     0.125925     0.970944
52045.00    -0.541619     0.141875     2.800155
52045.25    -0.527760     0.116008     2.630204
52045.50    -0.497513     0.186055     2.814555
52045.75    -0.526745     0.192730     3.203134
52046.00    -0.572538     0.243484     4.562179
52046.25    -0.505148     0.188335     3.516651
52046.50    -0.442869     0.194298     2.988565
52046.75    -0.462384     0.153511     2.359246
52047.00    -0.483180     0.200042     3.378467
52047.25    -0.419685     0.146719     2.247355
52047.50    -0.416359     0.140328     2.121395
52047.75    -0.424920     0.067359     1.718437
52048.00    -0.406700     0.069757     2.837517
52048.25    -0.356329    -0.006355     2.034452
52048.50    -0.357263    -0.041578     2.121629
52048.75    -0.374060    -0.046973     2.229301
52049.00    -0.441855     0.044242     3.653801
52049.25    -0.481698     0.109789     3.668180
52049.50    -0.559533     0.181544     4.353067
52049.75    -0.627021     0.282177     4.774104
52050.00    -0.658531     0.381156     6.216912
52050.25    -0.699800     0.275807     5.638068
52050.50    -0.655836     0.137594     5.272281
52050.75    -0.477593    -0.011695     3.704455
52051.00    -0.418182    -0.097751     3.947949
52051.25    -0.398657    -0.337864     2.530229
52051.50    -0.376752    -0.401167     1.497421
52051.75    -0.357902    -0.319904     0.965071
52052.00    -0.358732    -0.130293     1.985034
52052.25    -0.404959    -0.143898     1.548445
52052.50    -0.418475    -0.097639     2.170530
52052.75    -0.405928    -0.086918     2.364778
52053.00    -0.385435     0.054382     3.796872
52053.25    -0.320001    -0.032358     3.253254
52053.50    -0.156613    -0.064842     2.609656
52053.75    -0.053842    -0.086074     1.874205
52054.00     0.043750    -0.036947     2.683274
52054.25     0.105653    -0.133354     1.173065
52054.50     0.130392    -0.145903     0.835021
52054.75     0.148320    -0.080679     0.341432
52055.00     0.064699    -0.009894     1.484759
52055.25     0.056276    -0.054525     0.789064
52055.50    -0.037222     0.001153     0.962115
52055.75    -0.122840     0.060364     1.329710
52056.00    -0.234154     0.104168     2.752892
52056.25    -0.217007     0.087900     2.497662
52056.50    -0.246839     0.134946     2.570731
52056.75    -0.260401     0.131122     2.596884
52057.00    -0.315642     0.241869     3.672065
52057.25    -0.321791     0.216706     3.430974
52057.50    -0.205014     0.173051     3.061242
52057.75    -0.154347     0.166997     2.489968
52058.00    -0.138025     0.168892     3.012475
52058.25    -0.054028     0.054672     1.831008
52058.50     0.031437     0.041203     1.109814
52058.75     0.079678     0.047438     0.371793
52059.00     0.019347     0.187318     1.298150
52059.25     0.077182     0.103387     0.762500
52059.50     0.147727     0.071203     0.346480
52059.75     0.115882     0.059982     0.033284
52060.00     0.082344     0.121420     1.005258
52060.25    -0.056444     0.017961     0.939751
52060.50    -0.029692     0.025518     0.892786
52060.75    -0.187890     0.042620     1.423471
52061.00    -0.280282     0.055236     2.736073
52061.25    -0.333265    -0.029736     2.335489
52061.50    -0.418285    -0.098439     2.473225
52061.75    -0.435914    -0.071887     2.418435
52062.00    -0.536103     0.063174     3.744057
52062.25    -0.597603     0.053718     3.677888
52062.50    -0.543318     0.065257     3.578374
52062.75    -0.500340     0.104150     3.535905
52063.00    -0.418268     0.235030     4.663926
52063.25    -0.334503     0.222940     3.978623
52063.50    -0.300201     0.290598     3.947621
52063.75    -0.198238     0.382984     3.575036
52064.00    -0.225504     0.488389     4.504445
52064.25    -0.130080     0.437680     3.735873
52064.50    -0.039815     0.440697     3.213594
52064.75     0.025876     0.444915     2.018420
52065.00     0.025370     0.469483     2.417052
52065.25     0.074837     0.347771     1.229716
52065.50     0.109199     0.345544     1.405987
52065.75     0.178406     0.346855     0.809742
52066.00     0.129088     0.367613     1.656404
52066.25     0.151204     0.286677     1.371124
52066.50     0.199821     0.285543     1.416497
52066.75     0.143410     0.271743     1.058469
52067.00     0.065331     0.284751     2.214338
52067.25     0.067874     0.139362     1.615693
52067.50     0.119421     0.119833     1.638683
52067.75     0.089622     0.073053     1.429259
52068.00     0.046157     0.099077     2.209266
52068.25     0.037652    -0.002850     1.518031
52068.50     0.057146     0.010550     1.781017
52068.75     0.046992    -0.037263     1.345743
52069.00    -0.071882     0.016907     2.557666
52069.25    -0.092830    -0.007049     2.085597
52069.50    -0.088788    -0.028052     2.159294
52069.75    -0.165580     0.005759     2.052472
52070.00    -0.253686     0.076580     2.987714
52070.25    -0.311254     0.039679     2.660124
52070.50    -0.295303     0.071003     2.693367
52070.75    -0.366917     0.095529     2.550694
52071.00    -0.456255     0.186981     3.730235
52071.25    -0.420661     0.138561     3.568434
52071.50    -0.401834     0.099223     3.570306
52071.75    -0.482467     0.063924     3.424924
52072.00    -0.572257     0.152060     4.159448
52072.25    -0.572996     0.114420     3.859145
52072.50    -0.561447     0.149995     3.600030
52072.75    -0.550285     0.256974     3.646065
52073.00    -0.595312     0.363707     4.583081
52073.25    -0.554108     0.348105     4.016081
52073.50    -0.499809     0.425327     3.459421
52073.75    -0.524843     0.491871     3.104953
52074.00    -0.519008     0.521670     3.960817
52074.25    -0.450549     0.456855     3.011191
52074.50    -0.343924     0.406137     2.277914
52074.75    -0.342255     0.345903     1.736680
52075.00    -0.387545     0.350841     2.595487
52075.25    -0.366056     0.197816     1.708810
52075.50    -0.340091    -0.006373     0.983172
52075.75    -0.264361    -0.089632     0.406206
52076.00    -0.163847    -0.126810     0.700183
52076.25    -0.036778    -0.214264    -0.357202
52076.50     0.075278    -0.254152    -1.030569
52076.75     0.132205    -0.303895    -1.475734
52077.00     0.094113    -0.208789    -0.446975
52077.25     0.142580    -0.243511    -1.391742
52077.50     0.153949    -0.253740    -1.506725
52077.75     0.120586    -0.233559    -1.728224
52078.00     0.039302    -0.110160    -0.242086
52078.25     0.048890    -0.083308    -0.685702
52078.50     0.055857    -0.059080    -0.588916
52078.75     0.024660     0.040224    -0.456919
52079.00    -0.046085     0.094905     0.604568
52079.25     0.018467     0.027332    -0.260160
52079.50     0.101362    -0.018938    -0.920989
52079.75     0.135302    -0.092923    -1.626388
52080.00     0.091608    -0.049885    -0.811417
52080.25     0.167436    -0.128593    -1.699551
52080.50     0.217010    -0.175877    -2.073323
52080.75     0.261177    -0.157464    -2.440866
52081.00     0.218668    -0.113659    -1.129111
52081.25     0.228541    -0.162406    -1.609899
52081.50     0.169739    -0.175710    -1.430526
52081.75     0.143099    -0.187011    -1.362387
52082.00     0.036850    -0.149724     0.252622
52082.25     0.060235    -0.235386    -0.095823
52082.50     0.042970    -0.255272     0.253299
52082.75     0.027441    -0.241716     0.239430
52083.00    -0.048251    -0.106271     1.052511
52083.25    -0.034391    -0.152145     0.346791
52083.50    -0.002284    -0.138462     0.136676
52083.75    -0.000523    -0.112955    -0.478117
52084.00    -0.017810     0.003854     0.548843
52084.25     0.064524    -0.069772    -0.293476
52084.50     0.206980    -0.055190    -0.594403
52084.75     0.195072    -0.052481    -1.258300
52085.00     0.177255     0.038966    -0.135128
52085.25     0.264849    -0.055107    -0.789537
52085.50     0.294355    -0.014689    -1.164647
52085.75     0.283209     0.006416    -1.313741
52086.00     0.251362     0.082999    -0.349975
52086.25     0.349673     0.019366    -1.045663
52086.50     0.455225     0.044716    -1.816599
52086.75     0.479768     0.039204    -2.420148
52087.00     0.472541     0.052004    -1.895620
52087.25     0.503093    -0.019992    -2.845044
52087.50     0.594213    -0.030805    -3.451654
52087.75     0.534024    -0.022263    -3.453879
52088.00     0.506754    -0.002780    -2.428617
52088.25     0.470125    -0.049431    -2.492832
52088.50     0.479667    -0.067000    -2.330621
52088.75     0.436161    -0.058575    -2.211322
52089.00     0.324743     0.015983    -0.770319
52089.25     0.222855    -0.028286    -0.793902
52089.50     0.202411    -0.012056    -0.586209
52089.75     0.116241    -0.017484    -0.601216
52090.00     0.019412     0.038306     0.626427
52090.25     0.033496    -0.074305     0.319902
52090.50     0.078770    -0.045744     0.342048
52090.75     0.073944    -0.086536     0.014033
52091.00     0.041521    -0.042400     0.826893
52091.25     0.096766    -0.133460     0.240444
52091.50     0.157731    -0.142320     0.004165
52091.75     0.134436    -0.192609    -0.153130
52092.00     0.119205    -0.162327     0.695154
52092.25     0.156818    -0.202565    -0.351423
52092.50     0.241165    -0.179486    -0.670529
52092.75     0.210183    -0.128321    -1.398473
52093.00     0.155968    -0.073059    -0.822622
52093.25     0.133259    -0.115983    -1.391427
52093.50     0.139278    -0.120215    -1.683100
52093.75     0.120727    -0.149339    -1.867969
52094.00     0.037782    -0.114619    -0.990893
52094.25     0.029204    -0.142194    -1.564854
52094.50     0.018595    -0.222496    -1.460059
52094.75    -0.040941    -0.235339    -1.425162
52095.00    -0.083949    -0.212572    -0.390812
52095.25    -0.144304    -0.237266    -0.549236
52095.50    -0.174203    -0.218116    -0.153358
52095.75    -0.228866    -0.175063    -0.380317
52096.00    -0.275248    -0.037079     0.700122
52096.25    -0.227748    -0.047049     0.479341
52096.50    -0.198938    -0.050250    -0.092948
52096.75    -0.229007     0.002299    -0.340899
52097.00    -0.259955     0.050909     0.587418
52097.25    -0.229290     0.001903     0.028707
52097.50    -0.214876    -0.045028    -0.256361
52097.75    -0.196225    -0.062818    -0.524238
52098.00    -0.269610    -0.012545     0.475867
52098.25    -0.195432    -0.131765     0.088294
52098.50    -0.167130    -0.193904    -0.045437
52098.75    -0.200738    -0.202751    -0.055977
52099.00    -0.271149    -0.163188     1.270052
52099.25    -0.230307    -0.251160     0.871685
52099.50    -0.226121    -0.253750     0.963017
52099.75    -0.224009    -0.252583     0.948756
52100.00    -0.299733    -0.188303     2.371838
52100.25    -0.328611    -0.216730     2.135889
52100.50    -0.289034    -0.241071     2.018193
52100.75    -0.310371    -0.215021     1.879618
52101.00    -0.371027    -0.117907     3.132704
52101.25    -0.313306    -0.194413     2.779054
52101.50    -0.253032    -0.220025     2.639335
52101.75    -0.240671    -0.172882     2.309891
52102.00    -0.258026    -0.057617     3.103467
52102.25    -0.201328    -0.138875     2.184126
52102.50    -0.115648    -0.156726     1.719164
52102.75    -0.077334    -0.157454     1.075422
52103.00    -0.071783    -0.125069     2.038743
52103.25    -0.008626    -0.241870     1.198995
52103.50     0.020026    -0.272607     0.661121
52103.75     0.037117    -0.254824     0.164242
52104.00    -0.002725    -0.158385     1.052111
52104.25    -0.033626    -0.181705     0.512443
52104.50    -0.026011    -0.143223     0.584399
52104.75    -0.088341    -0.097478     0.517177
52105.00    -0.205715     0.015375     1.930511
52105.25    -0.206066     0.035691     1.709182
52105.50    -0.180703     0.100952     1.526839
52105.75    -0.238720     0.190226     1.359280
52106.00    -0.329657     0.276938     2.224458
52106.25    -0.302030     0.221031     1.246523
52106.50    -0.314730     0.244886     0.854854
52106.75    -0.352462     0.258699     0.280802
52107.00    -0.389233     0.285232     1.150281
52107.25    -0.341378     0.221373     0.459337
52107.50    -0.274679     0.188286    -0.225805
52107.75    -0.273160     0.143349    -0.943492
52108.00    -0.301474     0.143400     0.286556
52108.25    -0.294273     0.080662     0.101085
52108.50    -0.232304     0.084727    -0.064942
52108.75    -0.223791     0.098269    -0.315679
52109.00    -0.228842     0.157019     0.522632
52109.25    -0.203197     0.092541    -0.089998
52109.50    -0.128619     0.062336    -0.382109
52109.75    -0.146099     0.087859    -0.577282
52110.00    -0.190500     0.146525     0.426271
52110.25    -0.182336     0.064470    -0.063992
52110.50    -0.141902     0.051927    -0.062616
52110.75    -0.220450     0.019951     0.000199
52111.00    -0.288815     0.110306     1.442510
52111.25    -0.320839    -0.011690     1.312287
52111.50    -0.340837    -0.003519     1.782476
52111.75    -0.385124    -0.003347     1.663057
52112.00    -0.435460     0.098754     2.998265
52112.25    -0.389764     0.042895     2.852372
52112.50    -0.354994     0.052706     2.859833
52112.75    -0.327533     0.072820     2.442605
52113.00    -0.319866     0.111683     3.401261
52113.25    -0.249672     0.061679     2.816930
52113.50    -0.159944     0.027740     2.642906
52113.75    -0.151938    -0.014045     2.388243
52114.00    -0.224046     0.065156     3.402360
52114.25    -0.169689    -0.022500     2.804889
52114.50    -0.141758    -0.038761     2.576679
52114.75    -0.138755    -0.034682     2.321252
52115.00    -0.121171     0.070336     3.161661
52115.25    -0.062993     0.037899     2.499418
52115.50     0.017286     0.049646     2.116393
52115.75     0.067902     0.076122     1.734999
52116.00     0.123712     0.123722     2.094143
52116.25     0.167541     0.102329     1.659690
52116.50     0.246486     0.087506     1.257737
52116.75     0.278779     0.063479     0.580383
52117.00     0.262423     0.128790     1.129481
52117.25     0.282688     0.079377     0.461465
52117.50     0.327868     0.094390    -0.043723
52117.75     0.208785     0.067981    -0.134713
52118.00     0.120257     0.134609     0.481991
52118.25     0.094342     0.055206    -0.213547
52118.50     0.061403     0.064709    -0.733469
52118.75    -0.083662     0.022573    -0.801886
52119.00    -0.157789     0.099738     0.224360
