-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
HOB2        49718.000    1995     1     1     0
HOB2        52274.750    2001    12    31    18
HOB2     -3950071.361  2522415.185 -4311638.362
51728.75     0.018580    -1.412720    -2.491875
51729.00     0.239735    -1.254744    -2.546074
51729.25     0.276167    -1.337009    -1.772494
51729.50     0.241141    -1.655812    -2.586773
51729.75    -0.037786    -1.045305    -2.376565
51730.00     0.300367    -0.757669    -2.206783
51730.25     0.398917    -0.737456    -1.125039
51730.50     0.478120    -1.074059    -1.617776
51730.75     0.180547    -0.460909    -1.047198
51731.00     0.459625    -0.208069    -0.732081
51731.25     0.680450    -0.379499    -0.101507
51731.50     0.721499    -0.953464    -1.045244
51731.75     0.451876    -0.668979    -0.904751
51732.00     0.725389    -0.732671    -1.065690
51732.25     0.945364    -1.066116    -0.541684
51732.50     0.865775    -1.655470    -1.344849
51732.75     0.491231    -1.265278    -1.164447
51733.00     0.693724    -1.177506    -1.257175
51733.25     0.836582    -1.375927    -0.464940
51733.50     0.754380    -1.829881    -0.965309
51733.75     0.502581    -1.443505    -0.601664
51734.00     0.818016    -1.288599    -0.657312
51734.25     0.990965    -1.405909    -0.078977
51734.50     0.992455    -1.839981    -1.206141
51734.75     0.791690    -1.327250    -1.458624
51735.00     1.136942    -1.213612    -2.197754
51735.25     1.355021    -1.388184    -1.911727
51735.50     1.261136    -1.896273    -3.015040
51735.75     0.882800    -1.533187    -2.895354
51736.00     1.175057    -1.473314    -3.031854
51736.25     1.322841    -1.598635    -2.132733
51736.50     1.252071    -2.033356    -2.778313
51736.75     0.847039    -1.535405    -2.206166
51737.00     1.101822    -1.548362    -2.075432
51737.25     1.138766    -1.774918    -0.956750
51737.50     1.127112    -2.322241    -1.797129
51737.75     0.839226    -1.972452    -1.728355
51738.00     1.125604    -2.008455    -1.950063
51738.25     1.109019    -2.105811    -1.060479
51738.50     1.070991    -2.589315    -1.933580
51738.75     0.797668    -2.029654    -1.818208
51739.00     1.078280    -1.857448    -1.957491
51739.25     1.105229    -1.836343    -1.427473
51739.50     1.188457    -2.170180    -2.480518
51739.75     0.956391    -1.657428    -2.574659
51740.00     1.321542    -1.448187    -2.774621
51740.25     1.429525    -1.421126    -2.227414
51740.50     1.513199    -1.735048    -3.343684
51740.75     1.257566    -1.267518    -3.385195
51741.00     1.608362    -1.134819    -3.964539
51741.25     1.696888    -1.226431    -3.505430
51741.50     1.810133    -1.536853    -4.516952
51741.75     1.380777    -0.992045    -4.201013
51742.00     1.554722    -0.853721    -4.037712
51742.25     1.598410    -0.987576    -2.819501
51742.50     1.563255    -1.557618    -3.296897
51742.75     1.089296    -1.117788    -2.394717
51743.00     1.230303    -1.015576    -1.798687
51743.25     1.293604    -1.191217    -0.441597
51743.50     1.260227    -1.742308    -0.660469
51743.75     0.805444    -1.242870     0.481630
51744.00     1.043061    -1.154685     0.637678
51744.25     1.206839    -1.305504     0.958141
51744.50     1.211636    -1.717494    -0.289117
51744.75     0.837461    -1.229563    -0.429039
51745.00     0.983647    -0.816795     0.113579
51745.25     0.977942    -0.741852     0.982028
51745.50     0.839751    -0.769959     0.650452
51745.75     0.447880    -0.009103     1.397999
51746.00     0.683844     0.221726     0.882579
51746.25     0.804673     0.078547     0.909674
51746.50     0.832485    -0.417054    -0.357562
51746.75     0.441393     0.005207    -0.269798
51747.00     0.652688     0.052383    -0.332699
51747.25     0.735006    -0.185366     0.661629
51747.50     0.657538    -0.782659     0.094609
51747.75     0.466437    -0.425518     0.590533
51748.00     0.816038    -0.514059     0.572199
51748.25     1.043851    -0.748263     1.638777
51748.50     1.085155    -1.326668     0.899239
51748.75     0.874729    -0.903949     1.032418
51749.00     0.986942    -0.872185     0.581008
51749.25     0.953051    -0.933824     1.129514
51749.50     0.782603    -1.362120    -0.025820
51749.75     0.430734    -0.792254    -0.005538
51750.00     0.557984    -0.615032     0.087761
51750.25     0.643638    -0.725077     1.088196
51750.50     0.769429    -1.255817     0.223427
51750.75     0.442821    -0.713793     0.765744
51751.00     0.824590    -0.522539     0.510757
51751.25     1.018249    -0.663438     0.950134
51751.50     0.921216    -1.235138    -0.375020
51751.75     0.575706    -0.774111    -0.444123
51752.00     0.953941    -0.727750    -0.931314
51752.25     0.963908    -0.882794    -0.489369
51752.50     0.931810    -1.505313    -1.772106
51752.75     0.608149    -1.080710    -1.899639
51753.00     0.842230    -0.981646    -2.357659
51753.25     0.902481    -1.075985    -1.677250
51753.50     0.925796    -1.571572    -2.810648
51753.75     0.586406    -1.062353    -2.755444
51754.00     0.777687    -0.841363    -2.749866
51754.25     0.807827    -0.860874    -1.819241
51754.50     0.791558    -1.230694    -2.568397
51754.75     0.437670    -0.648797    -2.205460
51755.00     0.730957    -0.465666    -2.487788
51755.25     0.892314    -0.628986    -1.907912
51755.50     0.915732    -1.172266    -2.884340
51755.75     0.583350    -0.709797    -2.660258
51756.00     0.964737    -0.660174    -2.940023
51756.25     1.100927    -0.890100    -2.131338
51756.50     1.025447    -1.463882    -3.066601
51756.75     0.650755    -1.034315    -2.878915
51757.00     0.874217    -0.930749    -3.053654
51757.25     0.929664    -1.080606    -2.408702
51757.50     0.935861    -1.601568    -3.481778
51757.75     0.503824    -1.065300    -3.158969
51758.00     0.791875    -1.000886    -3.328714
51758.25     1.065658    -1.086970    -2.528521
51758.50     1.249991    -1.555276    -3.347231
51758.75     1.048635    -1.033455    -2.997657
51759.00     1.448672    -0.892532    -3.187778
51759.25     1.611463    -1.081479    -2.396900
51759.50     1.614404    -1.634566    -3.374925
51759.75     1.333271    -1.231577    -3.443865
51760.00     1.521571    -1.015033    -3.620814
51760.25     1.518964    -1.028865    -2.688564
51760.50     1.337437    -1.369801    -3.596471
51760.75     0.915424    -0.889251    -3.353946
51761.00     1.074788    -0.656451    -3.226813
51761.25     1.139835    -0.675963    -2.247642
51761.50     1.048073    -0.994871    -3.187114
51761.75     0.674984    -0.354893    -2.638242
51762.00     0.924571    -0.193293    -2.677784
51762.25     1.118167    -0.315584    -1.773596
51762.50     1.072170    -0.760112    -2.469595
51762.75     0.781419    -0.231334    -1.974421
51763.00     1.007880    -0.022185    -1.872439
51763.25     0.999106    -0.116132    -0.697525
51763.50     0.836506    -0.657286    -1.303178
51763.75     0.424837    -0.043915    -0.519172
51764.00     0.571284     0.173924    -0.177995
51764.25     0.668316     0.148876     1.058225
51764.50     0.567881    -0.361056     0.370116
51764.75     0.182286     0.087634     1.081919
51765.00     0.414888     0.088365     1.024464
51765.25     0.645675    -0.156144     1.958167
51765.50     0.550154    -0.813109     1.174892
51765.75     0.213710    -0.501616     1.169611
51766.00     0.521412    -0.563377     0.373777
51766.25     0.679174    -0.880685     0.803012
51766.50     0.472167    -1.555941    -0.109489
51766.75     0.210622    -1.269972    -0.191679
51767.00     0.593479    -1.362320    -1.001691
51767.25     0.764547    -1.567744    -0.549885
51767.50     0.678500    -2.130826    -1.999713
51767.75     0.299083    -1.567214    -1.902342
51768.00     0.498861    -1.359232    -2.212229
51768.25     0.544022    -1.233236    -1.246179
51768.50     0.488971    -1.501313    -2.251752
51768.75     0.122987    -0.710685    -1.853659
51769.00     0.299517    -0.429148    -1.829018
51769.25     0.391187    -0.393671    -0.676070
51769.50     0.300573    -0.691001    -1.044277
51769.75    -0.065554    -0.036838    -0.184869
51770.00     0.304223     0.147952     0.232887
51770.25     0.346924    -0.047701     1.614572
51770.50     0.310611    -0.632476     1.328599
51770.75     0.072217    -0.347586     1.587209
51771.00     0.453612    -0.473646     1.211674
51771.25     0.476146    -0.913961     1.766360
51771.50     0.398067    -1.743173     0.258548
51771.75     0.075696    -1.515574    -0.180601
51772.00     0.267511    -1.479510    -0.804100
51772.25     0.182251    -1.575579    -0.417708
51772.50     0.035195    -2.039455    -1.714687
51772.75    -0.326677    -1.452570    -1.689968
51773.00    -0.013811    -1.189544    -1.969627
51773.25     0.090862    -1.260343    -1.303951
51773.50     0.103768    -1.640806    -2.216475
51773.75    -0.366166    -1.037269    -1.619510
51774.00    -0.089435    -0.720807    -1.566538
51774.25     0.008457    -0.666115    -0.348273
51774.50    -0.048081    -0.979049    -1.005073
51774.75    -0.409667    -0.372369    -0.313614
51775.00    -0.049999    -0.103514    -0.056525
51775.25     0.083187    -0.203991     1.184473
51775.50     0.136050    -0.743668     0.374451
51775.75    -0.124591    -0.295278     0.853556
51776.00     0.159659    -0.239865     0.692569
51776.25     0.307534    -0.469340     1.340246
51776.50     0.324778    -1.080297     0.317660
51776.75    -0.026409    -0.567623     0.756701
51777.00     0.222294    -0.531813     0.439631
51777.25     0.224671    -0.589729     1.358644
51777.50     0.149628    -1.183738     0.420296
51777.75    -0.219504    -0.622436     0.744759
51778.00     0.068859    -0.450016     0.595643
51778.25     0.092503    -0.572143     1.227769
51778.50    -0.059048    -1.076975     0.146216
51778.75    -0.447031    -0.526363     0.422927
51779.00    -0.156433    -0.304723     0.333045
51779.25    -0.127719    -0.344727     1.433940
51779.50    -0.212566    -0.817422     0.576696
51779.75    -0.528950    -0.359430     1.089103
51780.00    -0.275463    -0.297887     1.278500
51780.25    -0.088550    -0.455662     2.363069
51780.50    -0.077452    -0.964335     1.478477
51780.75    -0.501275    -0.346810     1.894451
51781.00    -0.280744    -0.219043     1.475381
51781.25    -0.119494    -0.348604     2.032309
51781.50    -0.282948    -0.881343     0.914606
51781.75    -0.783248    -0.110880     1.645842
51782.00    -0.520466     0.194967     1.543463
51782.25    -0.467421     0.292563     2.431485
51782.50    -0.624081    -0.072431     1.630428
51782.75    -0.951117     0.608996     2.135129
51783.00    -0.587698     0.690582     1.871952
51783.25    -0.547558     0.632279     2.990792
51783.50    -0.599621     0.041415     1.879840
51783.75    -0.904227     0.577421     2.133238
51784.00    -0.634633     0.506438     1.882567
51784.25    -0.496914     0.308715     2.674142
51784.50    -0.449011    -0.356827     1.491399
51784.75    -0.665763     0.114666     1.619584
51785.00    -0.207805    -0.023159     1.215024
51785.25     0.172185    -0.290762     1.858076
51785.50     0.390159    -1.103684     0.633843
51785.75     0.251774    -0.643846     0.904072
51786.00     0.711494    -0.567946     0.374918
51786.25     0.854818    -0.674482     0.902466
51786.50     0.818410    -1.270043    -0.263247
51786.75     0.593552    -0.749053    -0.088651
51787.00     0.991765    -0.664183    -0.293826
51787.25     1.085805    -0.721706     0.590191
51787.50     1.115571    -1.269089    -0.677205
51787.75     0.905622    -0.769014    -0.605361
51788.00     1.109809    -0.604149    -0.360698
51788.25     1.172943    -0.555059     0.953760
51788.50     1.145051    -0.966654     0.147760
51788.75     0.786200    -0.366205     0.348217
51789.00     1.035381    -0.277398    -0.359701
51789.25     1.164037    -0.239418     0.348947
51789.50     0.946937    -0.622954    -0.209592
51789.75     0.572265    -0.058520    -0.233334
51790.00     1.009219     0.060617    -1.190366
51790.25     1.039708    -0.026557    -0.687083
51790.50     0.862164    -0.495792    -1.938639
51790.75     0.602442     0.111739    -1.576059
51791.00     0.860459     0.374355    -0.846593
51791.25     0.783511     0.423762     1.203401
51791.50     0.790387    -0.064996     0.613466
51791.75     0.620018     0.436969     1.301794
51792.00     0.976236     0.467834     1.317101
51792.25     1.262736     0.207601     1.940664
51792.50     1.453446    -0.513846     0.746241
51792.75     1.081979    -0.020185     1.227006
51793.00     1.252054     0.051397     1.096135
51793.25     1.188831    -0.080588     1.767823
51793.50     0.941899    -0.636031     0.653012
51793.75     0.518068     0.014092     0.917726
51794.00     0.780394     0.217393     0.697084
51794.25     0.802439     0.303161     1.903997
51794.50     0.695662    -0.018922     0.839635
51794.75     0.406331     0.770277     1.004330
51795.00     0.832070     1.120562     0.327261
51795.25     1.070499     1.243445     0.762022
51795.50     1.135607     0.842399    -0.678979
51795.75     0.723819     1.557167    -0.319098
51796.00     0.968306     1.747417    -0.331356
51796.25     1.117273     1.645261     0.567122
51796.50     1.210601     0.940973    -0.793894
51796.75     1.111368     1.324996    -0.700080
51797.00     1.656192     1.270985    -1.155448
51797.25     1.925514     1.108260    -0.009172
51797.50     1.860205     0.529648    -0.517067
51797.75     1.500750     1.117508     0.274158
51798.00     1.896691     1.046233    -0.313675
51798.25     1.985364     0.795361    -0.202207
51798.50     1.917401     0.131176    -1.884622
51798.75     1.556143     0.628416    -2.155725
51799.00     1.790755     0.756804    -2.602839
51799.25     1.584976     0.706698    -1.660715
51799.50     1.319653     0.113293    -2.728030
51799.75     0.677962     0.657505    -2.205621
51800.00     0.761360     0.823696    -1.946485
51800.25     0.585945     0.646170    -0.334309
51800.50     0.294117     0.052185    -0.788767
51800.75    -0.221471     0.611906     0.333519
51801.00     0.040833     0.710593     0.526627
51801.25     0.214892     0.416406     1.182650
51801.50     0.283827    -0.409543    -0.389994
51801.75     0.031516    -0.049975    -0.494350
51802.00     0.390247    -0.044808    -1.069281
51802.25     0.392804    -0.194572    -0.189619
51802.50     0.340129    -0.777075    -1.560514
51802.75    -0.015464    -0.236512    -1.434684
51803.00     0.257266     0.002179    -1.327596
51803.25     0.221856     0.040727     0.185440
51803.50     0.080827    -0.511317    -0.679298
51803.75    -0.332636     0.146629    -0.095500
51804.00    -0.068427     0.431494     0.095984
51804.25     0.009682     0.433989     1.251746
51804.50    -0.034090    -0.066707     0.491326
51804.75    -0.363266     0.484723     1.105465
51805.00     0.045679     0.665456     0.853806
51805.25     0.100288     0.588850     2.021556
51805.50     0.046480    -0.021714     1.192790
51805.75    -0.323685     0.519731     1.918353
51806.00    -0.083195     0.629247     1.965528
51806.25    -0.041370     0.505649     2.515886
51806.50    -0.164641    -0.114051     0.954715
51806.75    -0.616605     0.471485     0.670613
51807.00    -0.498331     0.626615     0.344395
51807.25    -0.529930     0.686033     1.464539
51807.50    -0.773773     0.213611     0.621677
51807.75    -1.220513     0.949708     1.416021
51808.00    -0.886874     1.005003     0.836553
51808.25    -0.559679     0.904192     1.414179
51808.50    -0.469076     0.311893     0.347110
51808.75    -0.609384     0.903748     1.028987
51809.00    -0.157843     0.955509     0.984355
51809.25     0.075266     0.905230     1.976243
51809.50     0.002551     0.273661     0.637371
51809.75    -0.301736     0.953553     0.868603
51810.00    -0.190424     1.065514     0.586593
51810.25    -0.258436     0.960121     1.411066
51810.50    -0.450835     0.251396     0.113275
51810.75    -0.874304     0.644572     0.116660
51811.00    -0.656154     0.544748    -0.365474
51811.25    -0.637971     0.384628     0.636854
51811.50    -0.722352    -0.310279    -0.487568
51811.75    -1.065179     0.142064     0.024456
51812.00    -0.724905     0.127310    -0.305049
51812.25    -0.561600    -0.034967     0.784211
51812.50    -0.449697    -0.694110    -0.385295
51812.75    -0.615377    -0.049565     0.112464
51813.00    -0.126177     0.087830    -0.101377
51813.25    -0.126312     0.150005     1.273925
51813.50    -0.326491    -0.471107     0.226560
51813.75    -0.998413     0.160233     1.374458
51814.00    -1.028244     0.326759     2.014495
51814.25    -1.329908     0.301050     3.731332
51814.50    -1.612279    -0.279870     2.973078
51814.75    -2.188730     0.295524     3.521052
51815.00    -1.951056     0.394915     3.299926
51815.25    -1.916027     0.371015     4.206296
51815.50    -1.975940    -0.124009     3.228424
51815.75    -2.344426     0.670886     4.027790
51816.00    -1.898227     1.079100     4.627345
51816.25    -1.488661     1.033539     4.665236
51816.50    -1.244010     0.455331     2.868317
51816.75    -1.389422     1.036589     3.091116
51817.00    -1.033228     1.341455     3.484314
51817.25    -0.928841     1.443898     5.194547
51817.50    -0.977405     1.013332     4.379059
51817.75    -1.231939     1.449924     3.962924
51818.00    -0.833309     1.463887     3.203633
51818.25    -0.654583     1.245571     3.485887
51818.50    -0.723608     0.701725     2.036403
51818.75    -1.188776     1.342158     2.505202
51819.00    -1.069859     1.467520     2.415687
51819.25    -1.189426     1.298902     3.344599
51819.50    -1.569864     0.722427     2.346176
51819.75    -2.120095     1.359001     3.001472
51820.00    -1.972805     1.512958     2.898815
51820.25    -2.032662     1.405228     3.692262
51820.50    -2.198121     0.658200     2.244834
51820.75    -2.560870     1.107851     2.448320
51821.00    -2.323960     1.102304     2.369792
51821.25    -2.211857     1.043507     3.394379
51821.50    -2.293849     0.489658     2.410812
51821.75    -2.566493     1.054793     2.878360
51822.00    -2.341869     1.150280     2.995982
51822.25    -2.165096     1.075074     4.278158
51822.50    -2.274057     0.436728     3.210411
51822.75    -2.543869     1.113594     3.706029
51823.00    -2.230497     1.211319     3.357403
51823.25    -2.051098     1.216562     4.335916
51823.50    -2.112215     0.611641     3.202595
51823.75    -2.406344     1.248403     4.467781
51824.00    -2.023587     1.267845     4.730493
51824.25    -1.807822     1.068379     5.440125
51824.50    -1.773213     0.324143     4.008838
51824.75    -1.999251     0.794595     4.455578
51825.00    -1.669432     0.710059     3.925540
51825.25    -1.508394     0.542001     4.298709
51825.50    -1.556853    -0.059085     2.822324
51825.75    -2.033956     0.601276     3.192042
51826.00    -1.743239     0.671964     2.729397
51826.25    -1.591074     0.663238     3.780435
51826.50    -1.622619     0.110822     2.836778
51826.75    -1.929527     0.853832     3.827563
51827.00    -1.552759     1.053800     3.117838
51827.25    -1.397444     1.036986     3.085150
51827.50    -1.385923     0.500066     1.304343
51827.75    -1.574437     1.168744     1.371084
51828.00    -1.097047     1.298353     0.899232
51828.25    -1.027826     1.462827     2.301853
51828.50    -1.134940     1.002878     1.437754
51828.75    -1.624279     1.736798     2.335933
51829.00    -1.548547     1.867881     2.881144
51829.25    -1.691205     1.852010     4.760996
51829.50    -1.736865     1.124584     4.223745
51829.75    -2.042604     1.692237     5.317348
51830.00    -1.636605     1.606912     5.233439
51830.25    -1.430955     1.374108     5.994019
51830.50    -1.376480     0.539598     4.580866
51830.75    -1.624944     1.059457     4.871372
51831.00    -1.206329     1.112594     4.625384
51831.25    -1.000731     0.954851     4.845227
51831.50    -0.971090     0.342407     3.381582
51831.75    -1.174176     0.898990     3.265470
51832.00    -0.784557     1.007349     2.588491
51832.25    -0.715615     1.120999     3.535521
51832.50    -0.764314     0.660323     2.351873
51832.75    -0.915262     1.198701     2.350106
51833.00    -0.411044     1.213777     1.733830
51833.25    -0.145268     1.067061     2.335460
51833.50    -0.115699     0.423223     1.432787
51833.75    -0.411228     1.020961     2.255357
51834.00    -0.144648     1.152665     2.427565
51834.25    -0.126431     1.091198     3.556975
51834.50    -0.405307     0.439580     2.763215
51834.75    -0.796782     0.841166     3.217714
51835.00    -0.621118     0.852360     2.963005
51835.25    -0.621827     0.723749     3.788813
51835.50    -0.911136     0.231926     2.915059
51835.75    -1.221098     0.811802     3.117096
51836.00    -0.915054     0.899605     2.346459
51836.25    -0.855323     0.808761     2.809976
51836.50    -0.905345     0.123980     1.152445
51836.75    -1.082621     0.723708     1.518573
51837.00    -0.810524     0.899043     1.192756
51837.25    -0.784236     0.947907     2.181457
51837.50    -0.865919     0.386780     1.131623
51837.75    -1.151887     1.102066     1.979505
51838.00    -0.841645     1.278364     1.877862
51838.25    -0.730069     1.408497     3.118469
51838.50    -0.987395     0.803723     2.084046
51838.75    -1.293352     1.387384     2.688524
51839.00    -1.040815     1.277240     2.462983
51839.25    -0.963591     1.135755     3.610497
51839.50    -1.079079     0.288465     2.425202
51839.75    -1.319960     0.697190     2.860316
51840.00    -1.064040     0.540473     2.459286
51840.25    -0.952441     0.417811     3.409790
51840.50    -1.145246    -0.234246     2.193855
51840.75    -1.482965     0.272000     2.561458
51841.00    -1.316116     0.269865     2.057039
51841.25    -1.280302     0.282861     2.775534
51841.50    -1.377598    -0.338683     1.381718
51841.75    -1.676376     0.377008     1.968620
51842.00    -1.378126     0.523599     1.707016
51842.25    -1.265008     0.762359     2.986393
51842.50    -1.424354     0.435230     2.329994
51842.75    -1.633581     1.282460     3.390311
51843.00    -1.246834     1.478333     3.276603
51843.25    -1.104218     1.584419     4.351092
51843.50    -1.078183     1.086789     3.213580
51843.75    -1.323992     1.780254     3.910529
51844.00    -1.026317     1.727085     3.590841
51844.25    -0.909388     1.456990     3.812196
51844.50    -0.899155     0.797678     2.221737
51844.75    -1.134948     1.272068     2.442268
51845.00    -0.791210     1.144104     1.946547
51845.25    -0.698965     0.985495     2.723545
51845.50    -0.670662     0.193952     1.452858
51845.75    -0.823290     0.583341     1.782499
51846.00    -0.493696     0.430945     1.428217
51846.25    -0.532045     0.372489     2.247958
51846.50    -0.713812    -0.266447     1.068594
51846.75    -1.076215     0.294021     1.384407
51847.00    -0.943201     0.321347     1.285480
51847.25    -1.008994     0.428993     2.382719
51847.50    -1.089298    -0.094397     1.315159
51847.75    -1.362912     0.574665     1.940588
51848.00    -1.240847     0.726451     2.106125
51848.25    -1.224867     0.817888     3.440849
51848.50    -1.324536     0.258305     2.454907
51848.75    -1.726242     0.899587     3.229850
51849.00    -1.563669     0.977613     3.181177
51849.25    -1.508790     1.054456     4.207013
51849.50    -1.648550     0.522652     3.108378
51849.75    -1.939064     1.144379     3.494531
51850.00    -1.613279     1.269787     3.237622
51850.25    -1.465469     1.331795     4.036149
51850.50    -1.549313     0.830201     2.645793
51850.75    -1.821015     1.493599     2.762630
51851.00    -1.744845     1.692902     2.463517
51851.25    -1.790831     1.826940     3.137966
51851.50    -1.983272     1.355081     1.904301
51851.75    -2.258760     2.016188     2.485202
51852.00    -1.975138     2.079900     2.309199
51852.25    -1.698138     2.200393     3.269414
51852.50    -1.630244     1.752296     2.371322
51852.75    -1.666590     2.441532     3.065983
51853.00    -1.359295     2.458091     2.803247
51853.25    -1.249445     2.500026     3.843706
51853.50    -1.461624     1.920812     2.669838
51853.75    -1.717045     2.342582     2.683375
51854.00    -1.549242     2.171021     1.962915
51854.25    -1.691286     2.085355     2.689750
51854.50    -1.927957     1.429914     1.199892
51854.75    -2.263440     1.912761     1.504583
51855.00    -2.226599     1.882483     1.351328
51855.25    -2.190940     1.849493     2.499700
51855.50    -2.319049     1.287075     1.681581
51855.75    -2.569139     1.930631     2.416131
51856.00    -2.338207     2.019456     2.521369
51856.25    -2.177178     2.175905     3.669772
51856.50    -2.129924     1.703774     2.672406
51856.75    -2.273415     2.353015     3.147528
51857.00    -1.916966     2.366964     2.726008
51857.25    -1.825968     2.467559     3.602066
51857.50    -1.956037     1.961063     2.488594
51857.75    -2.308666     2.578676     2.792399
51858.00    -2.023847     2.540886     2.380171
51858.25    -1.933406     2.519310     3.257547
51858.50    -1.919273     1.837701     1.967215
51858.75    -1.964722     2.309308     2.335705
51859.00    -1.476637     2.197852     1.953518
51859.25    -1.284134     2.124292     2.770817
51859.50    -1.325384     1.424599     1.749029
51859.75    -1.410736     1.907101     2.222199
51860.00    -1.051719     1.728966     1.611425
51860.25    -1.013797     1.643428     2.294912
51860.50    -1.182585     0.899414     0.863222
51860.75    -1.550906     1.323063     1.157437
51861.00    -1.374498     1.245311     0.731363
51861.25    -1.396354     1.269778     1.599569
51861.50    -1.528391     0.761559     0.457266
51861.75    -1.955955     1.359170     1.025329
51862.00    -1.696680     1.447430     0.918004
51862.25    -1.736560     1.664042     2.099621
51862.50    -1.891386     1.284672     1.537021
51862.75    -2.187954     1.995193     2.362864
51863.00    -1.929215     2.112047     2.344733
51863.25    -2.023780     2.288830     3.579355
51863.50    -2.203391     1.762526     2.621648
51863.75    -2.413519     2.266808     2.944085
51864.00    -2.076985     2.214687     2.582413
51864.25    -1.985549     2.294321     3.634867
51864.50    -1.814116     1.701432     2.190590
51864.75    -1.775312     2.156172     2.438590
51865.00    -1.324511     2.052974     1.956404
51865.25    -1.055705     2.018361     2.750144
51865.50    -1.007433     1.403394     1.539298
51865.75    -1.466556     1.855068     2.119781
51866.00    -1.534772     1.778250     2.155748
51866.25    -1.803294     1.811916     3.352446
51866.50    -2.237373     1.341323     2.553376
51866.75    -2.781142     1.869790     3.124892
51867.00    -2.705201     1.863953     2.982586
51867.25    -2.678326     1.818795     4.050341
51867.50    -2.533724     1.194088     2.896880
51867.75    -2.558525     1.533017     3.343859
51868.00    -2.070552     1.380992     3.058397
51868.25    -1.781607     1.237382     4.139100
51868.50    -1.695313     0.535975     2.973448
51868.75    -1.737215     0.703697     3.187356
51869.00    -1.394560     0.595166     2.663907
51869.25    -1.056720     0.541564     3.696082
51869.50    -0.935530     0.025552     2.060035
51869.75    -1.034014     0.718515     2.437646
51870.00    -0.605228     0.675855     1.666270
51870.25    -0.291719     0.747503     2.738939
51870.50    -0.265572     0.331934     1.687523
51870.75    -0.337732     1.137884     2.383129
51871.00     0.009454     1.199848     1.950299
51871.25     0.147569     1.257307     2.947410
51871.50     0.220034     0.682260     1.567630
51871.75     0.130440     1.322641     1.996122
51872.00     0.499459     1.373295     1.356879
51872.25     0.635176     1.303029     2.104325
51872.50     0.670443     0.706950     0.583433
51872.75     0.422859     1.282184     1.170765
51873.00     0.703103     1.391282     0.859359
51873.25     0.743003     1.452731     1.839600
51873.50     0.584877     1.049397     0.708541
51873.75     0.210230     1.814136     1.294237
51874.00     0.473777     1.933781     1.036532
51874.25     0.397035     2.002087     2.151258
51874.50     0.273084     1.454376     0.901099
51874.75     0.091928     1.991501     1.397009
51875.00     0.492602     1.932290     1.030845
51875.25     0.528836     1.948547     2.455348
51875.50     0.640995     1.184796     1.407594
51875.75     0.360205     1.647309     2.408869
51876.00     0.523973     1.501951     2.633668
51876.25     0.430806     1.354089     4.139791
51876.50     0.076398     0.515739     2.477643
51876.75    -0.358172     0.855987     2.561010
51877.00    -0.078924     0.686098     1.798175
51877.25     0.096345     0.526300     2.475600
51877.50     0.059379     0.063211     1.399569
51877.75    -0.189514     0.725996     2.295836
51878.00     0.167624     0.943880     2.258909
51878.25     0.070343     1.039625     3.764660
51878.50    -0.228738     0.662581     2.893498
51878.75    -0.563865     1.259385     3.064927
51879.00    -0.484828     1.257930     2.583391
51879.25    -0.485962     1.110569     3.162181
51879.50    -0.334555     0.452795     1.387068
51879.75    -0.412954     0.926650     1.606959
51880.00    -0.099157     0.955731     1.161969
51880.25     0.095031     0.884023     2.110586
51880.50     0.121236     0.285284     1.100394
51880.75    -0.108489     0.830731     1.781399
51881.00     0.170986     0.753021     1.297034
51881.25     0.217100     0.721349     1.985988
51881.50    -0.056200     0.057736     0.521894
51881.75    -0.312181     0.564117     0.799993
51882.00    -0.147546     0.531550     0.589359
51882.25    -0.279428     0.580440     2.011322
51882.50    -0.422744     0.064905     1.196723
51882.75    -0.703691     0.668373     1.976611
51883.00    -0.443238     0.689443     2.094464
51883.25    -0.340176     0.753335     3.195551
51883.50    -0.297883     0.321582     1.660570
51883.75    -0.509594     1.005178     2.080909
51884.00    -0.360699     1.185799     1.760837
51884.25    -0.467131     1.396656     2.969132
51884.50    -0.627450     0.892438     1.755913
51884.75    -0.964446     1.600355     2.745176
51885.00    -0.728674     1.639537     2.396578
51885.25    -0.621342     1.690529     3.516804
51885.50    -0.715702     0.966487     2.650156
51885.75    -0.955201     1.362247     3.723381
51886.00    -0.721283     1.138105     3.691634
51886.25    -0.660256     1.118986     4.579814
51886.50    -0.776417     0.427615     2.949022
51886.75    -0.989593     0.893031     3.211158
51887.00    -0.664505     0.658181     2.484557
51887.25    -0.443484     0.615657     3.408228
51887.50    -0.467848     0.095236     2.345341
51887.75    -0.687111     0.751859     2.940912
51888.00    -0.486639     0.954163     2.902993
51888.25    -0.542453     1.088677     4.312211
51888.50    -0.730626     0.739305     3.614716
51888.75    -1.175787     1.542709     4.626464
51889.00    -1.021558     1.620375     4.733385
51889.25    -1.025838     1.744424     5.975591
51889.50    -1.000910     1.161033     4.782381
