-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
POR2        49718.000    1995     1     1     0
POR2        52274.750    2001    12    31    18
POR2      1541609.017 -4404571.897  4333253.896
51505.25    -2.381640    -1.030742    -3.996004
51505.50    -2.384048    -0.949692    -4.205901
51505.75    -2.505760    -1.073623    -4.771766
51506.00    -2.249218    -0.971452    -4.602733
51506.25    -2.348200    -0.784759    -4.099231
51506.50    -2.208888    -0.490259    -2.999509
51506.75    -2.394894    -0.679742    -2.282838
51507.00    -2.134917    -0.888018    -1.983442
51507.25    -1.884661    -0.968294    -2.537887
51507.50    -1.629710    -0.741986    -2.804738
51507.75    -1.491597    -0.787841    -3.312503
51508.00    -1.209115    -0.727758    -3.315292
51508.25    -1.186751    -0.514029    -3.248451
51508.50    -1.108886    -0.082801    -2.407713
51508.75    -1.610356    -0.039957    -1.683367
51509.00    -1.773467    -0.046342    -0.658524
51509.25    -2.218539    -0.154335    -0.139347
51509.50    -2.363874    -0.146957     0.371509
51509.75    -2.642505    -0.495407     0.227413
51510.00    -2.449504    -0.658336    -0.109583
51510.25    -2.532416    -0.812465    -0.747643
51510.50    -2.414791    -0.836667    -1.254819
51510.75    -2.370981    -1.156832    -2.350049
51511.00    -1.960902    -1.232115    -3.367713
51511.25    -1.771999    -1.183418    -4.033455
51511.50    -1.498808    -0.989811    -4.464823
51511.75    -1.303669    -1.147817    -5.032531
51512.00    -0.804305    -1.223595    -5.617902
51512.25    -0.623577    -1.247087    -6.361394
51512.50    -0.381327    -1.047434    -6.491663
51512.75    -0.437102    -1.208558    -6.946518
51513.00    -0.131264    -1.218695    -6.722143
51513.25    -0.228029    -1.091967    -6.015176
51513.50    -0.226092    -0.839874    -4.751018
51513.75    -0.578452    -1.008859    -4.025642
51514.00    -0.587635    -1.004266    -3.207402
51514.25    -0.931670    -0.980321    -2.801464
51514.50    -0.953333    -0.755556    -2.307437
51514.75    -1.279506    -0.871326    -2.048629
51515.00    -1.150501    -0.801064    -1.755113
51515.25    -1.329682    -0.710493    -1.982711
51515.50    -1.323557    -0.499085    -2.025365
51515.75    -1.630884    -0.751720    -2.487515
51516.00    -1.520685    -0.767261    -2.375798
51516.25    -1.565240    -0.736420    -2.519865
51516.50    -1.324323    -0.466885    -2.282709
51516.75    -1.319108    -0.641423    -2.593251
51517.00    -0.910571    -0.729166    -2.646808
51517.25    -0.896686    -0.609536    -2.606532
51517.50    -0.643337    -0.274875    -1.708435
51517.75    -0.873547    -0.321906    -1.021590
51518.00    -0.660586    -0.303742     0.122133
51518.25    -0.732701    -0.313492     0.581862
51518.50    -0.538468    -0.153277     1.187962
51518.75    -0.578347    -0.327849     0.541993
51519.00    -0.275354    -0.385059     0.245134
51519.25    -0.302446    -0.411589    -0.338283
51519.50    -0.135440    -0.244240    -0.174082
51519.75    -0.363320    -0.534338    -0.828476
51520.00    -0.170835    -0.684993    -1.418426
51520.25    -0.204117    -0.702428    -2.374251
51520.50     0.042146    -0.473090    -2.930713
51520.75    -0.137865    -0.634638    -3.550248
51521.00     0.033962    -0.645538    -3.616968
51521.25    -0.092371    -0.647926    -4.043305
51521.50     0.031278    -0.423587    -3.845003
51521.75    -0.370386    -0.558197    -3.812259
51522.00    -0.322710    -0.472064    -2.940550
51522.25    -0.679014    -0.300160    -1.928467
51522.50    -0.782420     0.064465    -0.432117
51522.75    -1.315812     0.003213     0.714832
51523.00    -1.611153    -0.179239     2.102672
51523.25    -2.158250    -0.545692     1.978629
51523.50    -2.058817    -0.582669     1.693042
51523.75    -2.237127    -0.857072     0.823753
51524.00    -1.966861    -0.922115     0.353394
51524.25    -1.982222    -0.794763    -0.351615
51524.50    -1.752862    -0.581605    -1.283181
51524.75    -1.757953    -0.630552    -2.079288
51525.00    -1.481844    -0.560916    -2.189088
51525.25    -1.493545    -0.388083    -2.108620
51525.50    -1.458562    -0.153831    -1.811334
51525.75    -1.464537    -0.233078    -1.691156
51526.00    -1.161409    -0.359631    -1.833482
51526.25    -1.054603    -0.356711    -2.471789
51526.50    -0.799456    -0.039262    -2.588686
51526.75    -0.955322    -0.043401    -2.729188
51527.00    -0.947977    -0.118481    -2.783387
51527.25    -1.161603    -0.168797    -2.936302
51527.50    -1.102000    -0.004647    -2.932282
51527.75    -1.407112    -0.212754    -2.744895
51528.00    -1.448198    -0.239046    -1.800798
51528.25    -1.702230    -0.238190    -0.585578
51528.50    -1.986636    -0.104948     0.500430
51528.75    -2.545970    -0.457261     1.111111
51529.00    -2.588505    -0.724234     1.216915
51529.25    -2.727781    -0.914303     0.755007
51529.50    -2.511338    -0.846706     0.150146
51529.75    -2.566723    -1.127240    -0.495761
51530.00    -2.190148    -1.260768    -1.355964
51530.25    -1.985002    -1.218321    -1.936647
51530.50    -1.593439    -0.975905    -2.257773
51530.75    -1.586491    -1.109825    -3.124767
51531.00    -1.263783    -1.069413    -3.625794
51531.25    -1.078218    -0.990989    -4.150370
51531.50    -0.753918    -0.660227    -4.134929
51531.75    -0.684211    -0.824822    -4.429431
51532.00    -0.513830    -0.863898    -4.484853
51532.25    -0.655148    -0.807023    -4.398303
51532.50    -0.742387    -0.536213    -3.798993
51532.75    -1.204509    -0.540742    -2.778957
51533.00    -1.300440    -0.527755    -1.424684
51533.25    -1.671383    -0.679535    -0.469007
51533.50    -1.559906    -0.823213    -0.178618
51533.75    -1.619149    -1.105643    -1.065459
51534.00    -1.255461    -1.157490    -1.468256
51534.25    -1.153387    -1.077565    -1.705001
51534.50    -0.887288    -0.784045    -1.526336
51534.75    -1.237553    -1.032534    -1.853767
51535.00    -0.930753    -1.046215    -1.762712
51535.25    -1.168848    -1.020527    -1.923588
51535.50    -1.066390    -0.715742    -1.700445
51535.75    -1.325589    -0.821778    -1.443760
51536.00    -0.987025    -0.881221    -1.205180
51536.25    -1.075319    -0.969261    -1.529235
51536.50    -0.768628    -0.804775    -1.261015
51536.75    -0.822056    -1.032516    -1.519006
51537.00    -0.594107    -1.110624    -1.562344
51537.25    -0.633449    -1.081857    -2.023637
51537.50    -0.531927    -0.830424    -1.718149
51537.75    -0.711414    -0.797436    -1.179516
51538.00    -0.678900    -0.574714     0.441573
51538.25    -0.991204    -0.254735     2.247015
51538.50    -1.100465     0.227302     4.510935
51538.75    -1.503550     0.101484     5.543150
51539.00    -1.117408    -0.093336     5.397293
51539.25    -1.128791    -0.170875     5.354496
51539.50    -0.893966    -0.081424     5.071958
51539.75    -0.975568    -0.292021     4.564223
51540.00    -0.749285    -0.235160     4.449892
51540.25    -0.956828    -0.073376     4.403033
51540.50    -0.949254     0.272643     4.820087
51540.75    -1.238359     0.345097     5.335893
51541.00    -1.184202     0.334203     5.801596
51541.25    -1.538246     0.364298     6.295326
51541.50    -1.650471     0.342191     6.220755
51541.75    -1.951377     0.000978     4.813485
51542.00    -1.951504     0.076489     4.437511
51542.25    -2.441183     0.257322     5.068340
51542.50    -2.590600     0.245212     5.414932
51542.75    -2.711133    -0.295262     3.435542
51543.00    -2.270200    -0.522170     1.828533
51543.25    -2.263912    -0.615487     0.683915
51543.50    -2.098274    -0.425465     0.366866
51543.75    -2.347179    -0.657133    -0.194859
51544.00    -2.212995    -0.769130    -0.490586
51544.25    -2.229133    -0.728884    -0.840805
51544.50    -2.151140    -0.522319    -0.947006
51544.75    -2.427718    -0.654527    -0.975215
51545.00    -2.227835    -0.729797    -1.226425
51545.25    -2.221086    -0.595250    -1.865928
51545.50    -2.218264    -0.306140    -1.811909
51545.75    -2.583477    -0.268900    -1.286277
51546.00    -2.757651    -0.229215    -0.354820
51546.25    -3.205860    -0.289525     0.247927
51546.50    -3.112945    -0.425280    -0.633348
51546.75    -2.861051    -0.694127    -2.691322
51547.00    -2.472036    -0.582884    -3.337190
51547.25    -2.528877    -0.141740    -2.231655
51547.50    -2.764965     0.244747     0.016989
51547.75    -3.509284     0.077069     2.649227
51548.00    -3.509446    -0.252266     3.042584
51548.25    -3.386288    -0.503444     2.442707
51548.50    -3.139434    -0.645669     0.754627
51548.75    -2.985785    -0.996319    -1.699657
51549.00    -2.362668    -1.079799    -3.706714
51549.25    -1.983376    -0.935681    -4.990441
51549.50    -1.647625    -0.605202    -5.198059
51549.75    -1.586272    -0.571793    -4.756125
51550.00    -1.357674    -0.527287    -3.749588
51550.25    -1.379538    -0.420024    -2.500409
51550.50    -1.348200    -0.263334    -1.181757
51550.75    -1.514851    -0.401447    -0.131273
51551.00    -1.210832    -0.689420    -0.297842
51551.25    -0.915034    -0.678773    -0.674089
51551.50    -0.539290    -0.371319    -0.482695
51551.75    -0.563173    -0.337914    -0.020189
51552.00    -0.502576    -0.232906     0.735015
51552.25    -0.643185    -0.023389     1.474015
51552.50    -0.621973     0.097766     1.838770
51552.75    -0.576313     0.015864     1.833589
51553.00    -0.394935     0.005833     1.751329
51553.25    -0.468572     0.262474     1.572731
51553.50    -0.726189     0.611455     1.940495
51553.75    -1.353294     0.824626     3.258269
51554.00    -1.799168     0.874666     5.425681
51554.25    -2.779059     0.476801     6.349526
51554.50    -2.786350     0.525440     6.192693
51554.75    -2.964951     0.236118     5.666840
51555.00    -2.667259    -0.138658     4.427990
51555.25    -2.392876    -0.326363     2.980491
51555.50    -1.787363    -0.366230     1.068617
51555.75    -1.499825    -0.548378    -0.341960
51556.00    -1.055793    -0.609715    -1.232301
51556.25    -1.096114    -0.420772    -1.297120
51556.50    -1.272103    -0.116683    -1.049402
51556.75    -1.869660    -0.361833    -1.198883
51557.00    -1.925126    -0.790751    -2.687984
51557.25    -2.105953    -0.979173    -3.882413
51557.50    -2.110083    -1.006185    -4.677749
51557.75    -2.255631    -1.208986    -5.135884
51558.00    -1.785578    -1.263061    -5.595861
51558.25    -1.493881    -1.145756    -6.085652
51558.50    -1.248240    -0.916669    -6.314375
51558.75    -1.455638    -0.930542    -6.576607
51559.00    -1.416761    -0.819960    -6.139477
51559.25    -1.639449    -0.425410    -4.564149
51559.50    -1.655815    -0.043504    -2.593450
51559.75    -1.714827    -0.239843    -1.001986
51560.00    -1.267832    -0.794837    -2.171268
51560.25    -1.092185    -0.949233    -3.779926
51560.50    -0.756097    -0.673599    -3.935798
51560.75    -0.696268    -0.692144    -4.340582
51561.00    -0.353507    -0.596058    -3.859943
51561.25    -0.313896    -0.412373    -2.998162
51561.50    -0.206437    -0.043217    -1.785654
51561.75    -0.499331    -0.061124    -0.802358
51562.00    -0.460300    -0.027841     0.031389
51562.25    -0.756123     0.005756     0.633445
51562.50    -0.792231     0.250159     1.274043
51562.75    -1.026699     0.044985     1.303513
51563.00    -0.907580     0.072501     1.567930
51563.25    -0.848573     0.221105     1.931190
51563.50    -0.648142     0.493384     2.715107
51563.75    -0.860072     0.298667     2.772066
51564.00    -0.848222     0.086218     2.764724
51564.25    -1.089829     0.062642     3.012080
51564.50    -1.295825     0.085929     3.303686
51564.75    -1.598239    -0.262943     3.843505
51565.00    -1.503797    -0.461751     3.912757
51565.25    -1.502605    -0.437361     3.676636
51565.50    -1.437382    -0.361527     2.749368
51565.75    -1.461599    -0.546745     1.709847
51566.00    -1.335753    -0.606830     0.403915
51566.25    -1.297464    -0.556338    -0.498038
51566.50    -1.047919    -0.289803    -0.850277
51566.75    -1.045633    -0.392136    -1.282103
51567.00    -0.896253    -0.432308    -1.345891
51567.25    -1.040337    -0.450257    -1.242650
51567.50    -1.139750    -0.371962    -1.025059
51567.75    -1.345056    -0.667195    -1.268278
51568.00    -1.079282    -0.745508    -1.477447
51568.25    -1.031470    -0.649043    -1.184641
51568.50    -1.052599    -0.271189    -0.310528
51568.75    -1.233855    -0.258550     1.291189
51569.00    -1.329135    -0.298430     2.882138
51569.25    -1.381017    -0.205115     3.864672
51569.50    -1.353584    -0.225699     3.304689
51569.75    -1.158254    -0.512563     1.710360
51570.00    -0.836763    -0.719078     0.489188
51570.25    -0.819650    -0.755679    -0.063724
51570.50    -0.724215    -0.682693    -0.372735
51570.75    -0.913319    -0.919997    -0.589205
51571.00    -0.870300    -1.082832    -1.273626
51571.25    -0.999890    -1.175399    -1.896777
51571.50    -1.039327    -1.062452    -2.104219
51571.75    -1.321159    -1.402154    -2.769299
51572.00    -1.118427    -1.625911    -3.576424
51572.25    -1.220770    -1.696189    -4.329061
51572.50    -0.906609    -1.509780    -4.595970
51572.75    -0.889815    -1.620651    -4.782620
51573.00    -0.701901    -1.617809    -4.313331
51573.25    -0.716089    -1.517381    -3.785331
51573.50    -0.430421    -1.193812    -2.920457
51573.75    -0.280682    -1.032157    -1.933844
51574.00     0.123932    -0.835792    -0.483593
51574.25     0.207416    -0.424886     1.518689
51574.50     0.444337     0.027297     3.876657
51574.75     0.067778    -0.200214     5.377014
51575.00     0.315954    -0.419923     5.250019
51575.25     0.442218    -0.353892     4.874107
51575.50     0.697482    -0.114461     5.023074
51575.75     0.557456    -0.289360     4.745419
51576.00     0.770230    -0.453090     4.342042
51576.25     0.653687    -0.489432     3.618733
51576.50     0.773294    -0.344922     3.166843
51576.75     0.645068    -0.488898     2.521497
51577.00     0.619692    -0.558452     1.984549
51577.25     0.282887    -0.450846     1.672099
51577.50     0.170490    -0.173591     1.736821
51577.75    -0.191725    -0.240368     1.766321
51578.00    -0.098281    -0.350357     1.539662
51578.25    -0.328671    -0.290054     1.440929
51578.50    -0.261680    -0.125022     1.507976
51578.75    -0.478549    -0.359204     1.448441
51579.00    -0.344086    -0.448397     1.488200
51579.25    -0.606486    -0.360460     1.884034
51579.50    -0.563060    -0.192277     2.390594
51579.75    -0.790623    -0.346317     2.694187
51580.00    -0.592503    -0.426667     2.675062
51580.25    -0.617273    -0.520088     2.280325
51580.50    -0.462249    -0.474391     1.326060
51580.75    -0.532580    -0.599755     0.720919
51581.00    -0.337277    -0.480129     0.929071
51581.25    -0.695761    -0.309003     2.190439
51581.50    -0.617009    -0.180111     2.743652
51581.75    -0.453387    -0.433674     1.909951
51582.00     0.161999    -0.626706     0.271391
51582.25     0.410511    -0.650136    -1.553252
51582.50     0.650248    -0.459797    -2.028338
51582.75     0.438501    -0.489211    -1.738398
51583.00     0.345963    -0.413940    -0.593379
51583.25     0.048235    -0.247364     0.911521
51583.50    -0.039177     0.008115     2.020235
51583.75    -0.373174    -0.191641     2.077254
51584.00    -0.075438    -0.336547     1.551400
51584.25     0.094048    -0.293455     0.515863
51584.50     0.291552    -0.125819    -0.173172
51584.75     0.255892    -0.175163    -0.292959
51585.00     0.337191    -0.146543     0.481146
51585.25    -0.030406     0.033787     1.405881
51585.50    -0.318355     0.190899     2.209366
51585.75    -0.696255    -0.099697     2.433525
51586.00    -0.731520    -0.503077     1.482674
51586.25    -0.663792    -0.668004    -0.464765
51586.50    -0.453378    -0.477640    -1.220765
51586.75    -0.576950    -0.618750    -1.862065
51587.00    -0.315068    -0.510448    -1.869680
51587.25    -0.224667    -0.376910    -1.565831
51587.50     0.029209    -0.070913    -1.117913
51587.75     0.093516    -0.069922    -0.803574
51588.00     0.527492     0.057123    -0.225123
51588.25     0.640572     0.419971     0.658374
51588.50     0.571367     0.902066     2.183716
51588.75    -0.004262     0.829065     3.937985
51589.00    -0.058934     0.417320     3.876360
51589.25    -0.156596     0.267305     2.880755
51589.50    -0.240283     0.191869     1.798030
51589.75    -0.372177    -0.123424     0.465120
51590.00    -0.230230    -0.152808    -0.233804
51590.25    -0.358223    -0.023501    -0.719858
51590.50    -0.476428     0.307067     0.073079
51590.75    -0.851284     0.130485     0.706153
51591.00    -0.896271    -0.318986    -0.075967
51591.25    -0.840960    -0.561871    -1.808624
51591.50    -0.567370    -0.522449    -3.443264
51591.75    -0.566426    -0.689890    -4.847587
51592.00    -0.513817    -0.649528    -5.340704
51592.25    -0.615630    -0.496585    -5.496482
51592.50    -0.481537    -0.133600    -4.805815
51592.75    -0.742609    -0.091935    -4.005163
51593.00    -0.682900     0.050861    -2.465150
51593.25    -0.955214     0.104885    -1.401457
51593.50    -0.978113     0.219459    -0.955178
51593.75    -1.187912    -0.077434    -1.190395
51594.00    -1.079446    -0.193772    -1.306227
51594.25    -1.272561    -0.187118    -1.376124
51594.50    -1.232648    -0.021943    -0.954989
51594.75    -1.468814    -0.268998    -1.011027
51595.00    -1.347678    -0.442537    -1.297788
51595.25    -1.275157    -0.504458    -2.044202
51595.50    -1.067367    -0.408714    -2.833236
51595.75    -1.045066    -0.586598    -3.646111
51596.00    -0.686945    -0.575221    -3.827130
51596.25    -0.602728    -0.488203    -4.227369
51596.50    -0.395606    -0.300623    -4.327958
51596.75    -0.479036    -0.418776    -4.334580
51597.00    -0.298789    -0.446931    -3.819158
51597.25    -0.625348    -0.491306    -3.483778
51597.50    -0.639631    -0.404004    -2.855615
51597.75    -0.929882    -0.668052    -2.553967
51598.00    -0.863506    -0.829731    -2.308310
51598.25    -0.859463    -0.806019    -2.691620
51598.50    -0.611479    -0.581190    -2.785737
51598.75    -0.707572    -0.688372    -2.788478
51599.00    -0.323007    -0.622408    -2.709438
51599.25    -0.133097    -0.374357    -3.188407
51599.50     0.155238    -0.085055    -3.575428
51599.75     0.115677    -0.205746    -4.271416
51600.00     0.373408    -0.224353    -4.229270
51600.25     0.200659    -0.169484    -4.324791
51600.50     0.204146     0.004723    -3.864969
51600.75    -0.156717    -0.093473    -3.324265
51601.00    -0.123707    -0.129659    -2.616844
51601.25    -0.582751    -0.105555    -1.577532
51601.50    -0.536837     0.016788    -0.740710
51601.75    -0.833617    -0.189761    -0.102746
51602.00    -0.584955    -0.373247     0.165713
51602.25    -0.490766    -0.326842     0.594889
51602.50    -0.350388    -0.190700     1.170455
51602.75    -0.333203    -0.445611     0.817393
51603.00     0.046041    -0.581062     0.327679
51603.25     0.277003    -0.510354    -0.326940
51603.50     0.569450    -0.258885    -0.857498
51603.75     0.563230    -0.276858    -1.139842
51604.00     0.873886    -0.184277    -1.033736
51604.25     0.833739     0.038783    -0.666889
51604.50     0.831059     0.361101     0.115373
51604.75     0.553188     0.378970     1.207648
51605.00     0.441273     0.342292     1.816598
51605.25     0.090419     0.332416     2.433208
51605.50     0.065851     0.418153     2.846572
51605.75    -0.303436     0.107094     2.786218
51606.00    -0.118076    -0.065471     2.849096
51606.25    -0.183703    -0.161311     2.740976
51606.50     0.056357     0.009763     3.059033
51606.75     0.031847    -0.165211     3.233426
51607.00     0.308355    -0.153777     3.734183
51607.25     0.229065    -0.054778     3.860932
51607.50     0.220242     0.186246     4.007398
51607.75    -0.007917     0.126742     3.927404
51608.00     0.079850     0.111019     4.027762
51608.25    -0.255305     0.188330     4.025647
51608.50    -0.255047     0.318317     3.999410
51608.75    -0.475548     0.066937     3.114693
51609.00    -0.255926    -0.174976     2.006826
51609.25    -0.249899    -0.231267     1.151278
51609.50     0.003763    -0.166452     0.406637
51609.75     0.045598    -0.321313    -0.165058
51610.00     0.284414    -0.378635    -0.644061
51610.25     0.251987    -0.357705    -0.963502
51610.50     0.182084    -0.147182    -0.503177
51610.75    -0.108585    -0.164732     0.222639
51611.00     0.048963    -0.092548     0.531446
51611.25     0.055625     0.050522     0.270040
51611.50     0.164573     0.250640     0.268955
51611.75    -0.016393     0.162267     0.461876
51612.00     0.111178     0.197683     1.176256
51612.25    -0.137758     0.305280     1.864745
51612.50    -0.215970     0.553858     2.940846
51612.75    -0.475728     0.494101     3.461779
51613.00    -0.290019     0.367333     3.031712
51613.25    -0.189061     0.149080     1.487340
51613.50     0.163138     0.148906    -0.675973
51613.75     0.141590    -0.000643    -2.148639
51614.00     0.392260    -0.035440    -2.830168
51614.25     0.422483    -0.004371    -3.181489
51614.50     0.493515     0.266386    -2.841046
51614.75     0.239809     0.201402    -2.274383
51615.00     0.323801     0.330685    -1.034198
51615.25    -0.018517     0.463855     0.384942
51615.50    -0.532060     0.546637     1.765951
51615.75    -1.004473     0.134676     1.987621
51616.00    -1.089921    -0.273310     1.031274
51616.25    -1.159915    -0.472928    -0.613133
51616.50    -0.940646    -0.400628    -1.756526
51616.75    -0.927224    -0.564426    -2.554740
51617.00    -0.668743    -0.512409    -2.826597
51617.25    -0.502391    -0.355778    -2.967910
51617.50    -0.354734    -0.036921    -2.322274
51617.75    -0.548287    -0.169641    -1.579656
51618.00    -0.291381    -0.166691    -1.276451
51618.25    -0.377718    -0.189647    -1.568338
51618.50    -0.233784    -0.037489    -1.636411
51618.75    -0.161024    -0.097452    -1.637986
51619.00     0.086189    -0.007331    -1.177518
51619.25    -0.084460    -0.004226    -0.673693
51619.50     0.253282     0.167276    -0.008248
51619.75     0.456227    -0.080671    -0.559918
51620.00     0.766863     0.033356    -0.829069
51620.25     0.721794     0.169884    -0.477649
51620.50     0.823710     0.244940    -0.190973
51620.75     0.447234    -0.298361    -1.469505
51621.00     0.569094    -0.514922    -2.834113
51621.25     0.614907    -0.620453    -4.416520
51621.50     0.804802    -0.465123    -5.378374
51621.75     0.535224    -0.585542    -6.031988
51622.00     0.527231    -0.556578    -5.630537
51622.25     0.467135    -0.461985    -5.445026
51622.50     0.466037    -0.225482    -5.386604
51622.75     0.245751    -0.280992    -4.980371
51623.00     0.413283    -0.235788    -4.510288
51623.25     0.531707    -0.161320    -4.647148
51623.50     0.645165    -0.043187    -4.873399
51623.75     0.461932    -0.205294    -5.231042
51624.00     0.487508    -0.345579    -5.517977
51624.25     0.458341    -0.368503    -5.988864
51624.50     0.571563    -0.179842    -5.839198
51624.75     0.262350    -0.343712    -5.964519
51625.00     0.286082    -0.367194    -5.687987
51625.25     0.166772    -0.369778    -5.592485
51625.50     0.352513    -0.201397    -5.253097
51625.75     0.230259    -0.413409    -5.011685
51626.00     0.409199    -0.456352    -4.139881
51626.25     0.433161    -0.436657    -3.620646
51626.50     0.552107    -0.269200    -2.967015
51626.75     0.451943    -0.370468    -2.419980
51627.00     0.589760    -0.332411    -1.758226
51627.25     0.451311    -0.302556    -1.858769
51627.50     0.584572    -0.074945    -1.688319
51627.75     0.345342    -0.097891    -1.326456
51628.00     0.375637    -0.007877    -0.638243
51628.25     0.163980     0.122542    -0.235810
51628.50     0.124953     0.404436     0.644914
51628.75    -0.235254     0.423473     2.044392
51629.00    -0.366910     0.432338     3.054297
51629.25    -0.543016     0.450918     3.611168
51629.50    -0.422704     0.626709     4.173077
51629.75    -0.641440     0.475696     4.298335
51630.00    -0.418192     0.372896     4.325074
51630.25    -0.305550     0.420583     4.461273
51630.50     0.091034     0.716059     5.021221
51630.75     0.200688     0.718273     5.386457
51631.00     0.506899     0.735771     5.515133
51631.25     0.725233     0.904354     5.463538
51631.50     0.872598     1.372380     6.753916
51631.75     0.272380     1.205791     8.110565
51632.00     0.170785     0.879377     7.278508
51632.25     0.297422     0.823591     6.063158
51632.50     0.530785     0.929142     5.744401
51632.75     0.494861     0.617190     5.129703
51633.00     0.701898     0.332025     4.153031
51633.25     0.825072     0.276221     3.102150
51633.50     1.208244     0.540859     2.750814
51633.75     1.154929     0.420986     1.880401
51634.00     1.282747     0.348877     1.452590
51634.25     1.086019     0.313373     0.758681
51634.50     1.251839     0.465286     0.647970
51634.75     1.012255     0.261907     0.137634
51635.00     1.206292     0.186644     0.268049
51635.25     1.032390     0.095558    -0.101298
51635.50     0.918828     0.262696     0.189807
51635.75     0.591058     0.097978     0.214996
51636.00     0.639454     0.155700     0.819590
51636.25     0.561911     0.249349     0.785643
51636.50     0.635032     0.504960     1.285841
51636.75     0.458383     0.356373     1.812113
51637.00     0.461574     0.234338     1.982080
51637.25     0.356480     0.120892     1.393562
51637.50     0.822476     0.443934     1.641158
51637.75     0.737705     0.372614     1.884843
51638.00     0.660654     0.407627     2.400227
51638.25     0.450718     0.652712     3.634681
51638.50     0.201083     1.044871     5.727802
51638.75    -0.403149     0.718300     6.074254
51639.00    -0.401143     0.585684     6.103606
51639.25    -0.665572     0.511698     5.960829
51639.50    -0.638751     0.671580     6.004810
51639.75    -0.977130     0.462907     5.683810
51640.00    -0.850304     0.388405     5.253245
51640.25    -1.089972     0.380163     4.386398
51640.50    -1.102201     0.710477     4.540122
51640.75    -1.379301     0.703678     4.866974
51641.00    -1.375308     0.441337     3.917664
51641.25    -1.319668     0.165843     1.942544
51641.50    -1.063353     0.209723     0.637442
51641.75    -1.082106    -0.036483    -0.700653
51642.00    -0.892700     0.074853    -0.956537
51642.25    -0.957212     0.284411    -0.646363
51642.50    -0.976093     0.759330     0.565889
51642.75    -1.507476     0.620698     1.188081
51643.00    -1.409635     0.545824     1.490900
51643.25    -1.547499     0.502892     1.361209
51643.50    -1.605230     0.744494     2.492222
51643.75    -1.994164     0.607977     3.526104
51644.00    -1.759998     0.429174     3.259059
51644.25    -1.738912     0.242278     1.819570
51644.50    -1.307444     0.248577     0.787920
51644.75    -0.953795    -0.028814    -0.846124
51645.00    -0.567506    -0.141002    -2.649962
51645.25    -0.271070    -0.147703    -4.162498
51645.50     0.204298     0.169443    -4.485629
51645.75     0.094145     0.087475    -4.391982
51646.00     0.186574     0.155606    -3.881559
51646.25     0.117460     0.229529    -3.042818
51646.50    -0.039624     0.221087    -2.900365
51646.75    -0.358803    -0.170576    -3.778790
51647.00    -0.042897    -0.266611    -4.237107
51647.25     0.009220    -0.376484    -4.808157
51647.50     0.382227    -0.181503    -4.882948
51647.75     0.320014    -0.259461    -4.442502
51648.00     0.465249    -0.078028    -3.556707
51648.25     0.293656    -0.055318    -3.399388
51648.50     0.517627     0.233475    -2.465240
51648.75     0.019086     0.003944    -1.702667
51649.00     0.106850     0.028410    -0.695149
51649.25     0.070267     0.048078    -0.336853
51649.50     0.531134     0.386190     0.080435
51649.75     0.330487     0.258317     0.082589
51650.00     0.455829     0.262272     0.481541
51650.25     0.449612     0.220814     0.260072
51650.50     0.767257     0.409268     0.229772
51650.75     0.690035     0.194755    -0.296400
51651.00     0.936170     0.114586    -0.486601
51651.25     1.021266     0.068548    -1.405641
51651.50     1.326820     0.243076    -1.719064
51651.75     1.206951     0.096685    -1.774930
51652.00     1.291661     0.136606    -1.364171
51652.25     1.187625     0.147557    -1.697248
51652.50     1.436425     0.378095    -1.529916
51652.75     1.209195     0.203821    -1.401798
51653.00     1.273164     0.228680    -0.954198
51653.25     1.190750     0.252765    -0.933256
51653.50     1.412143     0.434484    -0.625749
51653.75     1.156305     0.281590    -0.633298
51654.00     1.290160     0.236158    -0.624953
51654.25     1.135319     0.224716    -0.771578
51654.50     1.381065     0.413369    -0.519054
51654.75     1.205438     0.370018    -0.086616
51655.00     1.387508     0.416916     0.516434
51655.25     1.340319     0.476193     0.843491
51655.50     1.702761     0.741801     1.393949
51655.75     1.688419     0.625174     1.748063
51656.00     1.888129     0.598927     2.221094
51656.25     1.898369     0.661769     2.628369
51656.50     2.145714     0.920041     3.264912
51656.75     2.002976     0.783893     3.439354
51657.00     1.897421     0.724028     3.653396
51657.25     1.616409     0.698814     3.181277
51657.50     1.625359     0.879746     3.245993
51657.75     1.305348     0.701711     3.086198
51658.00     1.253432     0.608029     3.236911
51658.25     0.958724     0.517175     2.926647
51658.50     0.994855     0.641113     2.687920
51658.75     0.803124     0.414811     1.758875
51659.00     1.018691     0.318585     1.122481
51659.25     1.020720     0.302105     0.187080
51659.50     1.202793     0.445745    -0.180484
51659.75     1.126708     0.343485    -0.552564
51660.00     1.300526     0.347772    -0.395396
51660.25     1.323166     0.335426    -0.628361
51660.50     1.449738     0.476540    -0.612865
51660.75     1.321616     0.302809    -0.706798
51661.00     1.365484     0.250219    -0.625267
