-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
IMPZ        49718.000    1995     1     1     0
IMPZ        52274.750    2001    12    31    18
IMPZ      4289656.535 -4680885.000  -606347.402
51734.00    -0.213923    -0.073836    -0.100589
51734.25    -0.282873    -0.141532     0.499741
51734.50    -0.395221    -0.208621    -1.036533
51734.75    -0.234188    -0.048172     0.672763
51735.00    -0.227208    -0.017168    -0.180510
51735.25    -0.312524    -0.123303     0.053838
51735.50    -0.408819    -0.192950    -1.234613
51735.75    -0.288119    -0.095429     0.267563
51736.00    -0.363377    -0.112404    -0.740651
51736.25    -0.409732    -0.254046    -0.699155
51736.50    -0.548910    -0.355009    -2.227530
51736.75    -0.415949    -0.259209    -0.446016
51737.00    -0.475154    -0.320541    -1.479387
51737.25    -0.527119    -0.336211    -0.892393
51737.50    -0.677826    -0.519015    -2.705771
51737.75    -0.471194    -0.368216    -0.696852
51738.00    -0.535965    -0.410365    -1.797491
51738.25    -0.507643    -0.449239    -1.376271
51738.50    -0.677536    -0.601146    -2.873092
51738.75    -0.484019    -0.458683    -1.321635
51739.00    -0.507050    -0.407514    -2.316297
51739.25    -0.404469    -0.413517    -1.277986
51739.50    -0.535075    -0.404567    -2.335663
51739.75    -0.333061    -0.313527    -0.712173
51740.00    -0.330491    -0.302477    -1.487715
51740.25    -0.407611    -0.312634    -0.682296
51740.50    -0.483768    -0.340921    -1.754067
51740.75    -0.313467    -0.250022    -0.293139
51741.00    -0.321243    -0.308758    -1.197365
51741.25    -0.324639    -0.363628    -0.733671
51741.50    -0.434869    -0.415054    -1.728362
51741.75    -0.242459    -0.321241     0.166535
51742.00    -0.249448    -0.313325    -0.917947
51742.25    -0.241731    -0.316564    -0.100503
51742.50    -0.329754    -0.413482    -1.328724
51742.75    -0.240999    -0.280378     0.330852
51743.00    -0.219032    -0.224157    -0.338559
51743.25    -0.290520    -0.256992     0.222370
51743.50    -0.423013    -0.365927    -0.903160
51743.75    -0.244218    -0.247227     0.463560
51744.00    -0.301615    -0.214129    -0.461223
51744.25    -0.356760    -0.329316    -0.221873
51744.50    -0.479256    -0.410704    -1.384514
51744.75    -0.399867    -0.263048    -0.340580
51745.00    -0.370138    -0.241976    -1.108889
51745.25    -0.290289    -0.246094    -0.467223
51745.50    -0.325588    -0.231483    -1.361730
51745.75    -0.133075    -0.041788     0.473057
51746.00    -0.055826     0.024059     0.306810
51746.25    -0.052647     0.002566     1.067276
51746.50    -0.172559    -0.053007    -0.236374
51746.75    -0.011435     0.075926     1.157793
51747.00    -0.067726     0.053090     0.319535
51747.25    -0.065473    -0.062165     1.060173
51747.50    -0.217710    -0.159756    -0.523292
51747.75    -0.077496    -0.100664     0.983620
51748.00    -0.180840    -0.159043     0.262829
51748.25    -0.222580    -0.288713     0.619874
51748.50    -0.416752    -0.379934    -0.637428
51748.75    -0.304787    -0.322288     0.850096
51749.00    -0.359285    -0.307449    -0.626662
51749.25    -0.302846    -0.336285     0.194078
51749.50    -0.404016    -0.346872    -0.769472
51749.75    -0.179672    -0.184179     0.623819
51750.00    -0.208556    -0.157966    -0.280424
51750.25    -0.244598    -0.139218     0.267656
51750.50    -0.476520    -0.286591    -1.528737
51750.75    -0.313661    -0.162264     0.078972
51751.00    -0.363079    -0.230983    -1.117056
51751.25    -0.388152    -0.264064    -0.205243
51751.50    -0.459918    -0.331818    -1.635358
51751.75    -0.239354    -0.204311     0.304816
51752.00    -0.262465    -0.168278    -0.443256
51752.25    -0.279117    -0.232394    -0.032057
51752.50    -0.428512    -0.300128    -1.694465
51752.75    -0.261194    -0.160533     0.159080
51753.00    -0.270523    -0.147595    -0.903869
51753.25    -0.297933    -0.196990    -0.651978
51753.50    -0.479928    -0.261348    -1.922442
51753.75    -0.252327    -0.117754    -0.008244
51754.00    -0.266153    -0.074099    -0.947285
51754.25    -0.229654    -0.128200    -0.103147
51754.50    -0.396374    -0.145372    -1.294833
51754.75    -0.134218    -0.022533     0.463971
51755.00    -0.174437     0.010863    -0.323975
51755.25    -0.224305    -0.094310     0.540829
51755.50    -0.352036    -0.131726    -0.812841
51755.75    -0.162524    -0.040757     0.756199
51756.00    -0.184006    -0.036263     0.093493
51756.25    -0.286834    -0.162457     0.289565
51756.50    -0.360273    -0.219025    -1.081667
51756.75    -0.155255    -0.081751     0.800164
51757.00    -0.168086    -0.054911     0.184899
51757.25    -0.219732    -0.115355     0.599952
51757.50    -0.359571    -0.185247    -0.848885
51757.75    -0.198183    -0.046172     0.830744
51758.00    -0.201294    -0.024009     0.071969
51758.25    -0.246649    -0.085808     0.930980
51758.50    -0.425551    -0.216900    -1.211817
51758.75    -0.294276    -0.083179     0.274608
51759.00    -0.309359    -0.081525    -0.547438
51759.25    -0.334242    -0.198404     0.333999
51759.50    -0.519021    -0.265626    -1.491815
51759.75    -0.336960    -0.158381    -0.065744
51760.00    -0.364153    -0.174602    -1.021301
51760.25    -0.349853    -0.243773    -0.240707
51760.50    -0.428063    -0.272638    -1.436961
51760.75    -0.182019    -0.151312     0.047035
51761.00    -0.209528    -0.082997    -0.296511
51761.25    -0.179831    -0.181630    -0.006861
51761.50    -0.345427    -0.207725    -1.426429
51761.75    -0.112412    -0.049553     0.149389
51762.00    -0.141480    -0.041586    -0.571700
51762.25    -0.210236    -0.120237    -0.238064
51762.50    -0.386084    -0.188193    -1.925936
51762.75    -0.170833    -0.047041    -0.193645
51763.00    -0.185724    -0.030726    -0.970271
51763.25    -0.214007    -0.101316    -0.494360
51763.50    -0.366893    -0.209775    -2.307426
51763.75    -0.121188    -0.056028    -0.510239
51764.00    -0.116689    -0.024457    -0.973131
51764.25    -0.134672    -0.113769    -0.750307
51764.50    -0.292542    -0.183331    -1.822903
51764.75    -0.027473    -0.020834    -0.152888
51765.00    -0.098289     0.009196    -0.890059
51765.25    -0.177204    -0.216655    -0.630053
51765.50    -0.336171    -0.269147    -1.868094
51765.75    -0.175798    -0.188808    -0.535699
51766.00    -0.256352    -0.128398    -1.622271
51766.25    -0.267124    -0.292661    -1.161934
51766.50    -0.488463    -0.424732    -2.851324
51766.75    -0.285337    -0.377784    -1.312264
51767.00    -0.356647    -0.384331    -2.091680
51767.25    -0.377367    -0.423346    -1.207132
51767.50    -0.506943    -0.530969    -2.944393
51767.75    -0.309113    -0.455258    -1.336638
51768.00    -0.307015    -0.371278    -1.838775
51768.25    -0.292336    -0.361443    -0.948730
51768.50    -0.396818    -0.443152    -2.700829
51768.75    -0.154119    -0.222762    -0.471318
51769.00    -0.158669    -0.186878    -1.192152
51769.25    -0.106752    -0.252174    -1.086522
51769.50    -0.250972    -0.215243    -2.039543
51769.75    -0.126466    -0.104238    -0.821612
51770.00    -0.114331    -0.081345    -1.721778
51770.25    -0.135010    -0.206123    -1.473034
51770.50    -0.301578    -0.262544    -2.308015
51770.75    -0.138684    -0.195365    -0.913927
51771.00    -0.176747    -0.185327    -1.343013
51771.25    -0.258416    -0.276436    -0.411039
51771.50    -0.370394    -0.326803    -1.849339
51771.75    -0.250168    -0.283241    -0.299332
51772.00    -0.219478    -0.208135    -0.918736
51772.25    -0.235694    -0.235866    -0.337172
51772.50    -0.353842    -0.286576    -1.862094
51772.75    -0.102438    -0.089089     0.225466
51773.00    -0.090956    -0.036929    -0.303250
51773.25    -0.138125    -0.116656     0.087597
51773.50    -0.318989    -0.231265    -1.790396
51773.75    -0.137255    -0.055677    -0.009617
51774.00    -0.150141    -0.035100    -0.862014
51774.25    -0.208064    -0.159165    -0.320919
51774.50    -0.327638    -0.223812    -1.867221
51774.75    -0.088138    -0.083176    -0.181488
51775.00    -0.068865    -0.063484    -0.600210
51775.25    -0.135134    -0.144159    -0.365288
51775.50    -0.245452    -0.228724    -1.495003
51775.75    -0.023470    -0.101433     0.411943
51776.00    -0.129527    -0.087348    -0.540324
51776.25    -0.150760    -0.156299     0.043560
51776.50    -0.313512    -0.209941    -1.636233
51776.75    -0.115802    -0.087344     0.017856
51777.00    -0.134219    -0.019137    -0.944755
51777.25    -0.128991    -0.066247    -0.137829
51777.50    -0.285024    -0.170529    -1.478722
51777.75    -0.079116    -0.060208     0.133857
51778.00    -0.096561    -0.023666    -0.596065
51778.25    -0.057892    -0.009107     0.748489
51778.50    -0.260065    -0.135408    -1.161961
51778.75    -0.033044     0.002195     0.646372
51779.00    -0.050502     0.006910    -0.163265
51779.25    -0.024871    -0.031172     0.400127
51779.50    -0.163492    -0.092345    -0.782688
51779.75     0.023002     0.048321     1.048867
51780.00     0.003856     0.021150     0.270044
51780.25    -0.011399    -0.050844     0.658037
51780.50    -0.102780    -0.075717    -0.731133
51780.75     0.112540     0.124263     1.331137
51781.00     0.087178     0.130643     0.432749
51781.25     0.116755    -0.019478     1.183449
51781.50    -0.085836    -0.062590    -0.803055
51781.75     0.145458     0.073060     1.020958
51782.00     0.124243     0.134913     0.343488
51782.25     0.041273     0.026087     0.737312
51782.50    -0.011989    -0.013355    -0.716383
51782.75     0.232319     0.099195     1.168248
51783.00     0.191455     0.092912     0.449165
51783.25     0.191430     0.037291     0.905602
51783.50     0.072020    -0.018933    -0.226834
51783.75     0.282930     0.026593     1.886383
51784.00     0.225122     0.056106     0.985134
51784.25     0.220106     0.005590     2.090781
51784.50     0.013637    -0.105875    -0.009857
51784.75     0.175843    -0.063995     1.841149
51785.00     0.099104     0.053650     1.425557
51785.25     0.029420    -0.027429     1.960516
51785.50    -0.173136    -0.140364    -0.180420
51785.75    -0.053269    -0.108638     1.263402
51786.00    -0.177971     0.013431     0.894069
51786.25    -0.227331    -0.080307     1.022912
51786.50    -0.342528    -0.082586    -0.136038
51786.75    -0.146217    -0.023657     1.111248
51787.00    -0.176090     0.001564     0.493267
51787.25    -0.235356    -0.092414     1.030795
51787.50    -0.376980    -0.148923    -0.156933
51787.75    -0.211071    -0.050621     1.542966
51788.00    -0.208935    -0.036678     0.908654
51788.25    -0.224309    -0.132783     1.115461
51788.50    -0.341057    -0.127051    -0.033695
51788.75    -0.146490    -0.011175     2.086705
51789.00    -0.086782     0.100015     1.617233
51789.25    -0.101984    -0.079608     1.718801
51789.50    -0.252658    -0.075224     0.295423
51789.75    -0.137851     0.037335     1.916564
51790.00    -0.169705     0.074088     1.056496
51790.25    -0.194332    -0.056904     1.148526
51790.50    -0.344835    -0.109339    -0.359619
51790.75    -0.193607    -0.007657     1.392731
51791.00    -0.219793     0.017927     0.601693
51791.25    -0.172119    -0.013453     0.957805
51791.50    -0.349906    -0.093174    -0.744176
51791.75    -0.155132    -0.004474     1.131171
51792.00    -0.160871     0.005073     0.840825
51792.25    -0.164598    -0.083542     1.460978
51792.50    -0.339434    -0.127200    -0.255069
51792.75    -0.142973    -0.039734     1.373964
51793.00    -0.115299    -0.079798     0.552640
51793.25    -0.133226    -0.106405     0.777666
51793.50    -0.193478    -0.132193    -0.587735
51793.75     0.029395    -0.040466     0.616937
51794.00     0.021561    -0.011998    -0.080355
51794.25     0.038837    -0.015979     0.099963
51794.50    -0.115794     0.036333    -0.853846
51794.75     0.078344     0.153741     0.799866
51795.00     0.029402     0.246037     0.087432
51795.25     0.037607     0.207419     0.743308
51795.50    -0.141887     0.155963    -1.026313
51795.75     0.141036     0.307863     0.944647
51796.00     0.025398     0.303491     0.119347
51796.25    -0.017177     0.201349     0.681524
51796.50    -0.139144     0.127307    -0.778004
51796.75     0.066704     0.246255     0.975344
51797.00     0.017600     0.245080     0.366080
51797.25    -0.088436     0.154931     0.955410
51797.50    -0.191679     0.051409    -0.531627
51797.75     0.040991     0.154932     1.439909
51798.00    -0.013973     0.221503     0.955615
51798.25    -0.068753     0.132086     1.622086
51798.50    -0.198923     0.110938    -0.401412
51798.75     0.052696     0.208106     1.243615
51799.00    -0.010651     0.179427     0.278031
51799.25    -0.052546     0.101160     1.093273
51799.50    -0.178513     0.094322    -0.871342
51799.75     0.040935     0.119408     0.246810
51800.00     0.020649     0.169358    -0.288016
51800.25    -0.088178     0.033681    -0.134786
51800.50    -0.190590    -0.026079    -1.667363
51800.75    -0.059605     0.033331    -0.065702
51801.00    -0.065595     0.027369    -0.573433
51801.25    -0.192214    -0.053147    -0.638187
51801.50    -0.283129    -0.142228    -1.827150
51801.75    -0.171946    -0.085172    -0.120636
51802.00    -0.170063    -0.057556    -0.749865
51802.25    -0.200665    -0.145145    -0.730630
51802.50    -0.319889    -0.193461    -1.669545
51802.75    -0.185911    -0.089137    -0.252127
51803.00    -0.214086    -0.057173    -0.902101
51803.25    -0.223339    -0.201415    -0.290198
51803.50    -0.394893    -0.223239    -1.991100
51803.75    -0.194546    -0.138679    -0.400845
51804.00    -0.172244    -0.077305    -1.028874
51804.25    -0.141673    -0.143153    -0.927535
51804.50    -0.264081    -0.183975    -2.117093
51804.75    -0.110630    -0.121274    -0.454201
51805.00    -0.045207    -0.002829    -1.180058
51805.25    -0.024946    -0.050709    -0.960276
51805.50    -0.147489    -0.120281    -2.081280
51805.75    -0.011593    -0.029641    -0.629511
51806.00     0.006572    -0.019530    -1.366848
51806.25    -0.057814    -0.101362    -0.893555
51806.50    -0.182670    -0.181905    -2.324872
51806.75     0.028548    -0.025176    -0.636803
51807.00     0.068007     0.032227    -1.143393
51807.25     0.016843    -0.039559    -0.723579
51807.50    -0.110065    -0.058321    -2.003657
51807.75     0.114013     0.060133    -0.108095
51808.00     0.099406     0.140561    -0.389681
51808.25     0.061138     0.011214     0.085294
51808.50    -0.120931     0.000759    -1.191139
51808.75     0.073880     0.047216     0.028841
51809.00     0.009950     0.081052    -0.591444
51809.25     0.017041    -0.042142    -0.396029
51809.50    -0.143307    -0.124285    -1.737694
51809.75     0.071177     0.035854     0.185446
51810.00     0.120781     0.107385    -0.407505
51810.25     0.173088     0.091108     0.766055
51810.50     0.051518     0.029865    -0.753626
51810.75     0.259566     0.159528     1.442667
51811.00     0.221419     0.152596     0.701572
51811.25     0.134916     0.012761     1.413238
51811.50    -0.047601    -0.023873    -0.024867
51811.75     0.040523     0.058575     1.632570
51812.00     0.030075    -0.016208     0.461743
51812.25    -0.043102    -0.161158     0.653942
51812.50    -0.202151    -0.179971    -0.462258
51812.75    -0.032604    -0.092585     0.736696
51813.00    -0.068068    -0.079841    -0.494505
51813.25    -0.111950    -0.220648     0.111505
51813.50    -0.245708    -0.270552    -1.480435
51813.75    -0.037585    -0.105990     0.121773
51814.00    -0.016846    -0.140542    -0.849341
51814.25     0.014928    -0.177472    -0.515269
51814.50    -0.093760    -0.167283    -1.844814
51814.75     0.107171    -0.007232     0.273939
51815.00     0.088190    -0.088192    -0.798590
51815.25     0.092649    -0.078900    -0.252203
51815.50    -0.049048    -0.107438    -2.005585
51815.75     0.142423     0.020064    -0.350772
51816.00     0.123759     0.013815    -1.270396
51816.25     0.081567    -0.010493    -0.933407
51816.50    -0.079072    -0.030073    -2.224918
51816.75     0.085081     0.020991    -0.720344
51817.00     0.087970    -0.003529    -1.742736
51817.25     0.051695    -0.008616    -0.687294
51817.50    -0.076717    -0.094492    -2.359229
51817.75     0.113622     0.007335    -0.599194
51818.00     0.087555     0.035731    -1.311855
51818.25     0.114607    -0.097598    -0.834474
51818.50    -0.012554    -0.109217    -2.738703
51818.75     0.154500    -0.007824    -1.242629
51819.00     0.146628     0.000253    -1.743200
51819.25     0.164580    -0.084728    -1.416078
51819.50     0.096905    -0.084870    -2.904599
51819.75     0.302900    -0.034680    -0.982290
51820.00     0.341316     0.026203    -1.181869
51820.25     0.373182    -0.018152    -0.849786
51820.50     0.258461    -0.049478    -1.845992
51820.75     0.401310     0.028965    -0.142725
51821.00     0.406530     0.047442    -1.032173
51821.25     0.380265     0.013470    -0.326416
51821.50     0.268041    -0.014036    -1.786938
51821.75     0.381258     0.041076     0.206491
51822.00     0.376642     0.066787    -0.315074
51822.25     0.314254     0.021811     0.395500
51822.50     0.190734    -0.088400    -1.221678
51822.75     0.338261     0.061655     0.354856
51823.00     0.349521     0.078500    -0.118332
51823.25     0.333730    -0.009803     0.950074
51823.50     0.202927    -0.047607    -0.566752
51823.75     0.328561     0.034360     1.274401
51824.00     0.285219     0.051285     0.508240
51824.25     0.314814    -0.012776     0.829368
51824.50     0.093754    -0.126414    -1.072643
51824.75     0.177967     0.021667     0.661911
51825.00     0.190331     0.054644     0.026520
51825.25     0.207880     0.007557     0.686364
51825.50     0.070472    -0.077516    -1.136769
51825.75     0.232228     0.137397     0.851199
51826.00     0.249528     0.120068    -0.137574
51826.25     0.301606     0.097149     0.524768
51826.50     0.100677    -0.020977    -1.555164
51826.75     0.215340     0.049546    -0.135608
51827.00     0.204132     0.121540    -0.505975
51827.25     0.198679     0.024461    -0.174205
51827.50     0.085436    -0.011534    -1.401752
51827.75     0.251213     0.111824     0.327839
51828.00     0.208530     0.140837    -0.488926
51828.25     0.229180     0.159037     0.088372
51828.50     0.121158     0.066990    -1.632680
51828.75     0.333613     0.203565     0.661192
51829.00     0.375326     0.294799     0.232386
51829.25     0.398491     0.178097     0.834974
51829.50     0.213199     0.077606    -1.048896
51829.75     0.401338     0.213428     0.809545
51830.00     0.287531     0.176982    -0.042656
51830.25     0.191770     0.029026     0.225976
51830.50     0.027658    -0.058034    -1.770945
51830.75     0.220485     0.018691     0.377443
51831.00     0.142209     0.031662    -0.596983
51831.25     0.027223    -0.005307     0.162021
51831.50    -0.123831    -0.102113    -1.682112
51831.75     0.049478    -0.029773    -0.330009
51832.00     0.022521     0.044280    -0.918631
51832.25     0.033492    -0.032524    -0.142065
51832.50    -0.065851    -0.100281    -1.639349
51832.75     0.148307     0.079116     0.414955
51833.00     0.096770     0.055350    -0.253499
51833.25     0.012545     0.022073     0.079884
51833.50    -0.075533    -0.177118    -1.732533
51833.75     0.124674    -0.059955     0.179866
51834.00     0.149062     0.021995    -0.239389
51834.25     0.115448    -0.048782     0.459847
51834.50    -0.010412    -0.172624    -1.463919
51834.75     0.150427    -0.034025     0.183775
51835.00     0.122601    -0.051134    -0.655517
51835.25     0.020556    -0.153403    -0.173638
51835.50    -0.082405    -0.157323    -1.936167
51835.75     0.084235    -0.052940    -0.523800
51836.00     0.101642     0.013962    -0.700600
51836.25     0.047927    -0.047165    -0.092955
51836.50    -0.003308    -0.115998    -1.476220
51836.75     0.220553     0.001447     0.445916
51837.00     0.223386     0.096944    -0.061514
51837.25     0.173537     0.016741     0.702626
51837.50     0.073188    -0.063877    -1.025927
51837.75     0.286912     0.052795     0.651025
51838.00     0.331275     0.094782     0.261073
51838.25     0.294131    -0.001638     0.968233
51838.50     0.246452    -0.039001    -0.181750
51838.75     0.428778     0.094305     1.825517
51839.00     0.394534     0.159401     1.290822
51839.25     0.409425     0.041470     2.100624
51839.50     0.239093    -0.027147     0.475986
51839.75     0.393321     0.049508     2.110437
51840.00     0.242604     0.069152     1.285892
51840.25     0.229214    -0.065463     1.156612
51840.50     0.085964    -0.108980    -0.265888
51840.75     0.187076     0.043723     1.292339
51841.00     0.147975     0.115593     0.921327
51841.25     0.169540     0.021391     1.354944
51841.50     0.014690    -0.040196    -0.618795
51841.75     0.211234     0.156336     1.365661
51842.00     0.163453     0.164096     0.693624
51842.25     0.120742     0.139016     1.416876
51842.50     0.041670     0.052311    -0.303175
51842.75     0.199063     0.207399     1.324625
51843.00     0.231422     0.206185     0.879933
51843.25     0.218361     0.142682     1.111740
51843.50     0.142846     0.024844    -0.596882
51843.75     0.300170     0.227154     1.212760
51844.00     0.279988     0.205600     0.637057
51844.25     0.222839     0.069352     0.689853
51844.50     0.097438    -0.038961    -1.111187
51844.75     0.254720     0.103774     0.360834
51845.00     0.199824     0.104828    -0.148029
51845.25     0.136482    -0.002055     0.237487
51845.50     0.026210    -0.134390    -1.045760
51845.75     0.116906     0.016498     0.545340
51846.00     0.004601    -0.030498    -0.291694
51846.25     0.024061    -0.073429     0.192669
51846.50    -0.096054    -0.130737    -0.958448
51846.75     0.053226     0.032968     0.638685
51847.00     0.056046     0.016722    -0.074573
51847.25     0.023713     0.001267     0.335980
51847.50    -0.027515    -0.058432    -1.009256
51847.75     0.070449     0.124200     0.520655
51848.00     0.111141     0.186547     0.281588
51848.25     0.127446     0.052885     0.978991
51848.50     0.086730     0.038281    -0.644037
51848.75     0.253748     0.159479     1.275555
51849.00     0.245664     0.210622     0.696648
51849.25     0.295708     0.093444     1.081306
51849.50     0.164734     0.109060    -0.000337
51849.75     0.334104     0.200323     1.549333
51850.00     0.322627     0.190884     0.827845
51850.25     0.264608     0.184407     1.521029
51850.50     0.179593     0.060697    -0.219785
51850.75     0.325389     0.222086     1.770225
51851.00     0.284257     0.252891     1.297681
51851.25     0.331934     0.198121     1.472601
51851.50     0.330650     0.192297     0.678658
51851.75     0.441207     0.368351     2.765002
51852.00     0.434434     0.334118     1.880801
51852.25     0.395162     0.308983     2.341329
51852.50     0.348338     0.214794     1.020770
51852.75     0.499069     0.389533     3.194583
51853.00     0.417411     0.353036     2.311612
51853.25     0.447899     0.341789     2.820391
51853.50     0.409032     0.254571     1.172510
51853.75     0.467568     0.381413     2.617870
51854.00     0.431860     0.437628     2.016640
51854.25     0.454110     0.337231     2.222295
51854.50     0.377498     0.226427     1.163141
51854.75     0.453356     0.350269     2.584394
51855.00     0.488308     0.367574     2.216651
51855.25     0.435254     0.252690     2.073150
51855.50     0.384184     0.155623     0.445329
51855.75     0.458505     0.327401     2.815615
51856.00     0.455684     0.339555     2.354126
51856.25     0.506567     0.337471     3.121813
51856.50     0.411915     0.216098     1.497588
51856.75     0.497727     0.380691     3.435493
51857.00     0.484978     0.423978     2.617561
51857.25     0.467796     0.372120     3.026251
51857.50     0.366182     0.277146     1.486661
51857.75     0.435106     0.495242     3.074065
51858.00     0.409221     0.460321     2.033395
51858.25     0.430857     0.463875     2.906240
51858.50     0.295090     0.297819     0.930829
51858.75     0.399544     0.421714     2.462976
51859.00     0.364471     0.418508     1.579077
51859.25     0.391379     0.342344     2.031762
51859.50     0.286622     0.206569     1.069995
51859.75     0.421051     0.420734     3.014431
51860.00     0.356840     0.397247     2.437557
51860.25     0.409557     0.344419     3.273870
51860.50     0.328226     0.198080     1.345384
51860.75     0.458414     0.368505     3.194283
51861.00     0.371988     0.388387     2.534252
51861.25     0.424554     0.278428     2.465117
51861.50     0.342017     0.238661     1.114179
51861.75     0.449772     0.333141     2.860351
51862.00     0.411837     0.393579     2.113367
51862.25     0.427598     0.252614     1.845440
51862.50     0.387717     0.179779     0.591747
51862.75     0.482801     0.267680     2.309158
51863.00     0.388597     0.265892     1.211582
51863.25     0.462972     0.254273     1.362467
51863.50     0.323180     0.092864    -0.273176
51863.75     0.340542     0.189953     1.290283
51864.00     0.261040     0.203559     0.614173
51864.25     0.379861     0.190597     1.240610
51864.50     0.254897     0.114766    -0.309891
51864.75     0.244680     0.274941     1.365974
51865.00     0.197483     0.228740     0.503418
51865.25     0.222329     0.217808     1.235352
51865.50     0.086618     0.105508    -0.239871
51865.75     0.147287     0.196983     1.118553
51866.00     0.191861     0.192408     0.393043
51866.25     0.302020     0.153346     0.434168
51866.50     0.269709     0.137803    -0.438739
51866.75     0.397677     0.268968     1.347224
51867.00     0.485371     0.289773     1.228263
51867.25     0.461802     0.237951     1.428093
51867.50     0.322978     0.141875    -0.183235
51867.75     0.408202     0.236512     1.612547
51868.00     0.315976     0.176750     1.134892
51868.25     0.324609     0.109917     1.014361
51868.50     0.147059     0.028514    -0.140548
51868.75     0.285106     0.133204     1.769078
51869.00     0.197808     0.121826     0.919437
51869.25     0.237023     0.017598     1.221990
51869.50     0.100216    -0.013447    -0.479214
51869.75     0.213547     0.079869     1.412998
51870.00     0.155440     0.094934     0.710267
51870.25     0.111743     0.006311     0.748849
51870.50    -0.030744    -0.048458    -0.858073
51870.75     0.039979     0.072480     0.562576
51871.00     0.029775     0.065104    -0.079520
51871.25     0.123747    -0.004451     0.471643
51871.50    -0.024294    -0.082588    -1.266661
51871.75     0.128087     0.066275     0.707981
51872.00     0.103603     0.110983     0.381612
51872.25     0.160527     0.069991     1.358307
51872.50    -0.003829    -0.021404    -0.463984
51872.75     0.123238     0.107652     0.902234
51873.00    -0.009942     0.033559    -0.191507
51873.25     0.041999    -0.029828     0.265629
51873.50    -0.013518    -0.066591    -0.913056
51873.75     0.114383     0.109158     0.440883
51874.00     0.117796     0.069689    -0.078437
51874.25     0.175206     0.077473     0.512007
51874.50     0.148631     0.007527    -0.873617
51874.75     0.132619     0.174281     0.507229
51875.00     0.170446     0.200114     0.318809
51875.25     0.199618     0.014212     0.437944
51875.50     0.037759    -0.011880    -0.471631
51875.75     0.130166     0.102245     1.215243
51876.00     0.092412     0.092996     0.833392
51876.25     0.093822     0.028151     1.163560
51876.50     0.015299    -0.041024    -0.388216
51876.75     0.127993     0.073169     1.373011
51877.00     0.084537     0.112045     1.057721
51877.25     0.065813    -0.064776     1.405561
51877.50    -0.057587    -0.111864    -0.322660
51877.75     0.046867     0.000410     1.264338
51878.00     0.007564    -0.019033     0.745736
51878.25     0.067661    -0.103324     1.157723
51878.50     0.052174    -0.069601    -0.226032
51878.75     0.161356     0.063054     1.768000
51879.00     0.193142     0.016244     1.201359
51879.25     0.195790     0.028075     1.762930
51879.50     0.151357    -0.067918     0.313187
51879.75     0.283787     0.118872     1.997707
51880.00     0.236848     0.122429     1.290095
51880.25     0.226940     0.035614     1.856707
51880.50     0.130652    -0.040507     0.269897
51880.75     0.251498     0.142831     2.372147
51881.00     0.195711     0.099966     1.384387
51881.25     0.193456     0.060659     1.855570
51881.50     0.147379    -0.046590     0.573989
51881.75     0.291492     0.127485     2.762297
51882.00     0.214224     0.138843     1.922366
51882.25     0.248964    -0.017018     2.227712
51882.50     0.179478    -0.020229     1.151623
51882.75     0.312500     0.142417     3.024570
51883.00     0.265462     0.093853     2.016838
51883.25     0.203447     0.025144     2.156849
51883.50     0.159529    -0.065415     0.732211
51883.75     0.208691     0.047842     2.328019
51884.00     0.236654     0.067688     1.246732
51884.25     0.275720     0.052332     1.793256
51884.50     0.204194    -0.052985     0.157927
51884.75     0.383723     0.137954     1.753431
51885.00     0.277076     0.139871     0.618515
51885.25     0.358786     0.075316     0.990572
51885.50     0.204353     0.012352    -0.163131
51885.75     0.263378     0.129420     1.696770
51886.00     0.143509     0.077072     0.102117
51886.25     0.211220     0.053788     0.826857
51886.50     0.094655    -0.084567    -0.390521
51886.75     0.219189     0.127393     1.511285
51887.00     0.134818    -0.025787     0.467677
51887.25     0.214575    -0.067383     1.128871
51887.50     0.039741    -0.138618    -0.216000
51887.75     0.229404     0.058550     1.547601
51888.00     0.171223     0.049114     0.979374
51888.25     0.257413     0.041164     1.523286
51888.50     0.189287     0.007769     0.621732
51888.75     0.368906     0.166034     2.289771
51889.00     0.333235     0.156519     1.351571
51889.25     0.400403     0.145980     1.984376
51889.50     0.316837     0.096709     1.327343
51889.75     0.381830     0.266573     2.911101
51890.00     0.290744     0.217440     1.888736
51890.25     0.260776     0.134905     1.562962
51890.50     0.218699     0.049556     0.982900
51890.75     0.282116     0.163599     2.250131
51891.00     0.208487     0.194948     1.571592
51891.25     0.208487     0.044976     1.359080
51891.50     0.155967    -0.013938     0.879059
51891.75     0.275992     0.088727     2.486983
51892.00     0.198129     0.149503     1.637326
51892.25     0.261557     0.067994     2.223327
51892.50     0.196926    -0.018065     1.149100
51892.75     0.327655     0.200553     2.954318
51893.00     0.269980     0.206042     2.033713
51893.25     0.315493     0.098824     2.701447
