 
"Organization Name - Effective 27-JUN-05","Grant Number","NIH Reference","PI Name","Project Title","NIH Dept Combining Name","NIH MC Combining Name","Award","City","State or Country Name","Zip Code","Attributed to Medical School","Medical School - Grant is Attributed To","Medical School Location","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01GM060514-04","6699048","Akhurst, Rosemary J","GENETIC MODIFIERS OF TGF BETA 1 ACTION IN VIVO","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 306,063","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01GM060595-05","6707496","Babbitt, Patricia C","LAYING THE FOUNDATION FOR GENOMIC ENZYMOLOGY","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 248,752","SAN FRANCISCO","CALIFORNIA","94143-0962","","","","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01GM061010-05","6744154","Mullins, R Dyche","MECHANISMS OF ARP2/3 ACTIVATION AND FUNCTION","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 201,486","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01GM061851-04","6717668","Szoka, Francis C","Targeted Drug Delivery to Surface Receptors","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 244,850","SAN FRANCISCO","CALIFORNIA","94143-0962","","","","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01GM062188-04","6693069","Pittet, Jeanfrancois ","STRESS PRECONDITIONING AND ALVEOLAR EPITHELIAL INJURY","ANESTHESIOLOGY","SCHOOLS OF MEDICINE","$ 249,619","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01GM062583-04","6701384","Lim, Wendell A","PROTEIN INTERACTIONS REGULATING CELL MOTILITY","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 264,557","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01GM063592-04","6792110","Dill, Kenneth A","Modeling Aqueous Solvation in Biology","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 220,404","SAN FRANCISCO","CALIFORNIA","94143-0962","","","","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01GM063670-04","6744424","Madhani, Hiten D","Mechanisms of Signal Transduction Specificity in Yeast","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 226,419","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01GM063671-04","6748515","Panning, Barbara ","Xist RNA and Regulation of Chromatin Structure","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 242,879","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01GM063815-04","6781027","Shoichet, Brian K","Structure,Function, and Inhibition of Beta-lactamases","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 215,465","SAN FRANCISCO","CALIFORNIA","94143-0962","","","","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01GM066229-03","6766911","Taunton, Jack W","Membrane Movement Powered by Actin Assembly","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 234,825","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01GM067607-02","6752094","Shafer, Richard H","DNA/RNA Quadruplexes: Structure, Stability, Interactions","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 267,077","SAN FRANCISCO","CALIFORNIA","94143-0962","","","","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01GM067830-02","6784127","Fletterick, Robert J","CONFORMATIONAL CHANGES IN ACTIN","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 254,310","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HD027970-12","6776476","Mellon, Synthia H","Regulation of Reproduction","OBSTETRICS & GYNECOLOGY","SCHOOLS OF MEDICINE","$ 331,875","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HD032116-10","6723792","Alvarezbuylla, Arturo ","Origins of New Neurons and Glia in the Postnatal Brain","NEUROSURGERY","SCHOOLS OF MEDICINE","$ 305,724","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HD034380-08","6745098","Martin, Gail R","Genetics Analysis of FGF Function in the Mouse","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 394,332","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HD038987-04","6729146","Reijopera, Renee A","MEIOSIS IN MEN AND RISKS ASSOCIATED WITH ICSI","OBSTETRICS & GYNECOLOGY","SCHOOLS OF MEDICINE","$ 265,500","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HD039117-04","6780891","Nachtigall, Robert D","The Disclosure Decision after the Use of Donor Gametes","MISCELLANEOUS","SCHOOLS OF NURSING","$ 249,145","SAN FRANCISCO","CALIFORNIA","94143-0962","","","","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HD039118-04","6784201","Choi, Kyunghee ","Female Condom Intervention Trial","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 298,106","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HD040217-04","6748049","Eyre, Stephen L","Romantic Relationships Models and Adolescent Health","PEDIATRICS","SCHOOLS OF MEDICINE","$ 298,688","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HD041134-04","6800324","Brown, Jeanette S","Reproductive Risk Factors for Pelvic Organ Prolapse","OBSTETRICS & GYNECOLOGY","SCHOOLS OF MEDICINE","$ 262,097","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HD041349-03","6699016","Halpernfelsher, Bonnie L","Adolescent Risk Judgments and HIV Risk","PEDIATRICS","SCHOOLS OF MEDICINE","$ 440,232","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HD041731-03","6659050","Krishnan, Suneeta ","Gender, power, and suseptibility to STDs/HIV in India","OBSTETRICS & GYNECOLOGY","SCHOOLS OF MEDICINE","$ 551,724","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HD041742-03","6753649","Gomez, Cynthia A","A Gender-Economic Model (GEM) of HIV Risk in Women","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 448,279","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HD041958-03","6729200","Miller, Walter L","ANDROGEN PRODUCTION IN ADRENARCHIE AND PCOS","PEDIATRICS","SCHOOLS OF MEDICINE","$ 340,875","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HD041996-02","6696281","Weiner, Richard I","Signaling Pathways Regulating GnRH Secretion","OBSTETRICS & GYNECOLOGY","SCHOOLS OF MEDICINE","$ 285,971","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HD042117-02","6776978","Peabody, John W","The Philippine Child Health and Policy Experiment","PUBLIC HEALTH & PREV MEDICINE","SCHOOLS OF MEDICINE","$ 508,920","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HD042505-02","6743117","Becker, Gaylene ","Infertility in Low-Income Latinos","MISCELLANEOUS","SCHOOLS OF NURSING","$ 574,144","SAN FRANCISCO","CALIFORNIA","94143-0962","","","","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HD042919-03","6752471","Carrillo, Hector G","Social Context and HIV Risk among Mexican Gay Immigrants","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 513,321","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HD043502-03","6793289","Nevitt, Michael C","Laxity and Malalignment in a Large Cohort Study of OA","PUBLIC HEALTH & PREV MEDICINE","SCHOOLS OF MEDICINE","$ 62,104","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HD044008-02","6721099","Taylor, Robert N","Glycodelin Regulation in Polycystic Ovarian Syndrome","OBSTETRICS & GYNECOLOGY","SCHOOLS OF MEDICINE","$ 272,700","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HD045135-02","6805815","Padian, Nancy S","Economic Opportunity for Zimbabwean Adolescent Orphans","OBSTETRICS & GYNECOLOGY","SCHOOLS OF MEDICINE","$ 719,279","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HD046027-02","6805775","Harper, Cynthia C","Providers' perceptions of the diaphragm in Southern Afr*","OBSTETRICS & GYNECOLOGY","SCHOOLS OF MEDICINE","$ 372,100","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL031210-18","6795358","Kane, John P","High-Density Lipoprotein Species--Structures and Roles","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 227,250","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL044712-14","6698522","Chapman, Harold A","REGULATION OF INTEGRIN FUNCTION","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 312,333","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL044907-14","6721329","Coughlin, Shaun R","MOLECULAR MECHANISMS OF THROMBIN SIGNALLING","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 368,750","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL045637-12","6717711","Gardner, David G","Regulation of ANP Receptor Activity in Vascular Cells","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 303,000","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL046691-12","6760019","Clyman, Ronald I","Vessel Remodeling During Fetal Ductus Arteriosus Closure","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 489,560","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL048261-12","6691009","Chapman, Harold A","Cysteine Proteases in MHC Class II Antigen Presentation","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 340,875","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL051854-11","6718418","Matthay, Michael A","Mechanisms of Alveolar Epithelial Fluid Clearance","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 340,875","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL051856-09","6729071","Matthay, Michael A","RESOLUTION OF CLINICAL LUNG INJURY","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 295,000","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL053994-09","6762393","Kroetz, Deanna L","CYTOCHROME P450 DEPENDENT ARACHIDONIC ACID METABOLISM","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 258,125","SAN FRANCISCO","CALIFORNIA","94143-0962","","","","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL054737-09","6758527","Stainier, Didier Y","MOLECULAR GENETICS OF CARDIAC CELL DIFFERENTIATION","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 285,500","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL056028-08","6690020","Kurtz, Theodore W","NEW EXPERIMENTAL MODELS OF HYPERTENSION","PATHOLOGY","SCHOOLS OF MEDICINE","$ 299,189","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL057426-08","6682699","Dobbs, Leland G","PLASTICITY OF ALVEOLAR EPITHELIAL PHENOTYPIC EXPRESSION","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 323,800","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL057976-08","6731081","Fielding, Phoebe E","New Pathway Limits Cellular Cholesterol Content","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 223,631","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL058047-08","6753615","Hawgood, Samuel ","Collectin Deficiency in the mouse","PEDIATRICS","SCHOOLS OF MEDICINE","$ 271,725","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL058842-06","6726098","Cowan, Morton J","Tolerance post in utero transplantation","PEDIATRICS","SCHOOLS OF MEDICINE","$ 265,125","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL059157-07","6768617","Mcdonald, Donald M","Angiopoietins in airway vascular leak and angiogenesis","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 331,875","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL059202-07","6738120","Coughlin, Shaun R","Protease-activated receptors in inflammation","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 340,875","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL059596-08","6804572","Ptacek, Louis J","Characterization of Advanced Sleep Phase Syndrome","NEUROLOGY","SCHOOLS OF MEDICINE","$ 451,864","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL061284-06","6749027","Fineman, Jeffrey R","PERINATAL PULMONARY HYPERTENSION: DEVELOPMENT MEDIATORS","PEDIATRICS","SCHOOLS OF MEDICINE","$ 444,978","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL063993-04","6774745","Nishimura, Stephen L","Integrin avB8 Inhibits Airway Epithelial Cell Growth","PATHOLOGY","SCHOOLS OF MEDICINE","$ 295,000","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL064230-05","6755874","Morris, R Curtis","SELECTIVE SODIUM-SENSITIVITY IN SALT-SENSITIVE BLACKS","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 326,797","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL065185-05","6780422","Coughlin, Shaun R","THROMBIN SIGNALING IN HEMOSTASIS AND THROMBOSIS","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 368,750","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL066410-04","6696283","Taeusch, H William","POLYMER - SURFACTANT THERAPY IN RAT MODELS OF ARDS","PEDIATRICS","SCHOOLS OF MEDICINE","$ 253,375","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL066564-04","6779062","Fahy, John V","T CELL INFLAMMATION AND MUCIN HYPERSECRETION IN COPD","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 331,875","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL067822-04","6754376","Chuang, Paotien ","Hedgehog signal modulation in mammalian development","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 331,875","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL067969-02","6688239","Kan, Yuet W","AAV Mediated Angiogenic Therapy for Coronary Disease","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 303,000","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL068871-02","6726816","Humphreys, Michael H","gamma-MSH and Sodium Metabolism","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 365,875","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL069363-04","6783315","Wong, Candice C","Chinese Community Smoking Cessation Project","OTHER HEALTH PROFESSIONS","SCHOOLS OF NURSING","$ 349,840","SAN FRANCISCO","CALIFORNIA","94143-0962","","","","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL069753-10","6771876","Drew, Barbara J","NOVEL METHOD TO DIAGNOSE ACUTE MYOCARDIAL ISCHEMIA","OTHER HEALTH PROFESSIONS","SCHOOLS OF NURSING","$ 584,212","SAN FRANCISCO","CALIFORNIA","94143-0962","","","","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL069925-03","6741420","Vu, Thiennu H","The Function of VEGF Family in Lung Vascular Development","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 303,000","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL071194-02","6800515","Stone, Katie L","Outcomes of Sleep Disorders in Older Men","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 505,815","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL071615-02","6772659","England, Pamela M","Chemical Basis for Potassium Channel Modulation","PHARMACOLOGY","SCHOOLS OF PHARMACY","$ 308,896","SAN FRANCISCO","CALIFORNIA","94143-0962","","","","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL071730-03","6793677","Stephens, Richard S","Cellular Microbiology of Chlamydia pneumoniae","OPHTHALMOLOGY","OVERALL MEDICAL","$ 340,875","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL072301-03","6783360","Erle, David J","Shared Microarray Facility","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 671,302","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL072854-02","6795340","Olgin, Jeffrey E","Electrophysiology of the pulmonary vein myocardium in AF","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 378,750","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL073309-02","6723666","Basbaum, Carol B","Role of Chloride Channels in Mucin Production","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 378,750","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
"UNIVERSITY OF CALIFORNIA SAN FRANCISCO","5R01HL073469-02","6743108","Taylor, Robert N","PPAR Function in human pregnancy and preeclampsia","OBSTETRICS & GYNECOLOGY","SCHOOLS OF MEDICINE","$ 336,916","SAN FRANCISCO","CALIFORNIA","94143-0962","Y","UNIV OF CALIFORNIA SAN FRAN SCH OF MED","SAN FRANCISCO, CALIFORNIA 94143-0962","  "
