-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
DUM1        49718.000    1995     1     1     0
DUM1        52274.750    2001    12    31    18
DUM1     -1940883.779  1628483.353 -5833718.017
51600.50    -0.011074    -0.125617     0.189098
51600.75     0.155398    -0.071949     0.800608
51601.00     0.263059    -0.053277     1.294418
51601.25     0.239310     0.005535     1.450841
51601.50     0.252438     0.017632     1.426810
51601.75     0.201472    -0.009453     1.339022
51602.00     0.054602    -0.072963     0.930488
51602.25    -0.137088    -0.130115     0.563210
51602.50    -0.127266    -0.146581     0.358505
51602.75    -0.153333    -0.197915     0.271007
51603.00    -0.051859    -0.186371     0.552840
51603.25    -0.062597    -0.083572     0.929470
51603.50     0.074257    -0.028150     1.166517
51603.75     0.136281    -0.012363     1.264097
51604.00     0.189894    -0.008368     1.611420
51604.25     0.074478     0.030465     1.222010
51604.50     0.000934     0.057796     0.568106
51604.75    -0.061579     0.048975     0.301774
51605.00    -0.037177     0.044880     0.397301
51605.25    -0.078933     0.122131     0.566208
51605.50     0.044558     0.133296     0.998292
51605.75     0.036901     0.130978     0.876398
51606.00     0.034700     0.144596     1.044492
51606.25    -0.083801     0.099548     0.789356
51606.50    -0.047001     0.072632     0.809842
51606.75    -0.165339     0.028810     0.448807
51607.00    -0.262976    -0.068760     0.169814
51607.25    -0.359229    -0.118369     0.064855
51607.50    -0.355509    -0.149917    -0.258948
51607.75    -0.359407    -0.277819    -0.349334
51608.00    -0.445531    -0.325448    -0.596161
51608.25    -0.419309    -0.311256    -0.454165
51608.50    -0.433042    -0.245196    -0.965401
51608.75    -0.482765    -0.263084    -1.420445
51609.00    -0.521104    -0.210630    -1.540476
51609.25    -0.472143    -0.156786    -1.204104
51609.50    -0.386360    -0.113155    -1.188789
51609.75    -0.326927    -0.174191    -0.970891
51610.00    -0.284181    -0.175334    -0.785090
51610.25    -0.219591    -0.092001    -0.322316
51610.50    -0.152171     0.017205    -0.345272
51610.75     0.019228     0.000093     0.369686
51611.00     0.142985     0.026836     1.049448
51611.25     0.177252     0.066559     1.510418
51611.50     0.175364     0.076346     1.201706
51611.75     0.087726     0.050325     0.806178
51612.00     0.019358     0.064173     0.664606
51612.25     0.080803     0.166700     1.201536
51612.50     0.285888     0.249040     1.945526
51612.75     0.469517     0.252936     2.803626
51613.00     0.372201     0.283492     2.281478
51613.25     0.199024     0.293637     1.582400
51613.50     0.036454     0.251273     0.433146
51613.75    -0.080071     0.192611    -0.221415
51614.00    -0.235885     0.076604    -0.990351
51614.25    -0.328075     0.018966    -1.243349
51614.50    -0.439681    -0.034176    -2.140056
51614.75    -0.423301    -0.113592    -2.214811
51615.00    -0.428190    -0.161112    -2.164525
51615.25    -0.426640    -0.112513    -1.786048
51615.50    -0.402335    -0.082534    -2.098590
51615.75    -0.354847    -0.101656    -1.933633
51616.00    -0.276424    -0.098254    -1.651162
51616.25    -0.292479    -0.030846    -1.491800
51616.50    -0.242003    -0.038105    -1.724090
51616.75    -0.225098    -0.102276    -1.688298
51617.00    -0.122557    -0.129828    -1.187441
51617.25    -0.170596    -0.067853    -0.950252
51617.50    -0.132222    -0.089952    -0.851734
51617.75    -0.108032    -0.120483    -0.518190
51618.00    -0.122992    -0.061802    -0.427913
51618.25    -0.024074    -0.009339     0.233087
51618.50     0.062608     0.048027     0.337096
51618.75     0.072386     0.073614     0.495075
51619.00    -0.019207     0.137384     0.388007
51619.25    -0.087978     0.221954     0.302361
51619.50    -0.175415     0.233582    -0.349403
51619.75    -0.250860     0.123241    -0.676117
51620.00    -0.317230     0.041444    -0.960996
51620.25    -0.433049    -0.005766    -1.289681
51620.50    -0.500827    -0.022299    -1.862769
51620.75    -0.523773    -0.116692    -2.003877
51621.00    -0.407949    -0.155110    -1.587125
51621.25    -0.344156    -0.129632    -1.068696
51621.50    -0.181676    -0.121833    -0.587246
51621.75     0.003373    -0.124502     0.132580
51622.00     0.060914    -0.044682     0.534970
51622.25     0.115416     0.079841     1.189636
51622.50     0.256094     0.119627     1.510596
51622.75     0.276927     0.096165     1.576507
51623.00     0.330357     0.150141     1.806641
51623.25     0.157302     0.212171     1.079778
51623.50     0.099302     0.239544     0.306586
51623.75     0.085589     0.227006     0.078692
51624.00    -0.058985     0.221525    -0.277045
51624.25    -0.120131     0.220744    -0.475959
51624.50    -0.097477     0.221893    -0.748947
51624.75     0.119036     0.161081     0.162925
51625.00     0.190394     0.141873     0.653047
51625.25     0.337912     0.200441     1.579127
51625.50     0.368913     0.242426     1.548630
51625.75     0.388859     0.239418     1.737935
51626.00     0.375006     0.235417     1.827078
51626.25     0.198909     0.264846     1.301338
51626.50     0.121136     0.262799     0.712241
51626.75     0.073023     0.238165     0.503287
51627.00    -0.081783     0.179029    -0.109390
51627.25    -0.167537     0.131618    -0.468366
51627.50    -0.123280     0.091465    -0.745246
51627.75    -0.025692     0.038147    -0.486619
51628.00     0.135736     0.031822     0.378586
51628.25     0.223453     0.083496     0.994073
51628.50     0.315343     0.107094     1.136757
51628.75     0.391167     0.064482     1.438416
51629.00     0.441028     0.008028     1.826231
51629.25     0.344979    -0.022540     1.467978
51629.50     0.301875    -0.050262     0.861406
51629.75     0.433696    -0.118614     1.246786
51630.00     0.265030    -0.112777     0.752056
51630.25     0.041940    -0.079667     0.161814
51630.50    -0.067656    -0.064488    -0.292202
51630.75    -0.213503    -0.073790    -0.698601
51631.00    -0.311237    -0.091597    -0.880350
51631.25    -0.483041    -0.062144    -1.269556
51631.50    -0.499529    -0.087010    -1.622848
51631.75    -0.430457    -0.182202    -1.168880
51632.00    -0.540523    -0.186050    -1.493537
51632.25    -0.534159    -0.156870    -1.190901
51632.50    -0.509807    -0.164326    -1.148267
51632.75    -0.479744    -0.187201    -0.812776
51633.00    -0.639962    -0.206346    -1.169665
51633.25    -0.763872    -0.202894    -1.839294
51633.50    -0.749970    -0.180017    -2.156198
51633.75    -0.687974    -0.193634    -2.110130
51634.00    -0.796295    -0.186510    -2.474313
51634.25    -0.786295    -0.117952    -2.708232
51634.50    -0.555786    -0.114850    -2.277265
51634.75    -0.396772    -0.166202    -1.638940
51635.00    -0.455766    -0.125424    -1.572572
51635.25    -0.417007    -0.099901    -1.386090
51635.50    -0.398287    -0.088043    -1.726489
51635.75    -0.202811    -0.191593    -1.018294
51636.00    -0.214516    -0.189668    -0.710817
51636.25    -0.231906    -0.146030    -0.596927
51636.50    -0.180239    -0.106427    -0.433114
51636.75    -0.169949    -0.099568    -0.103671
51637.00    -0.134243    -0.053827     0.152037
51637.25    -0.105888    -0.102140     0.283900
51637.50     0.050841    -0.046537     0.551426
51637.75     0.150872    -0.066099     0.925764
51638.00     0.217433    -0.025573     1.256799
51638.25     0.238673    -0.014216     1.347382
51638.50     0.317911     0.028458     1.458394
51638.75     0.477302     0.062792     2.110825
51639.00     0.699915     0.171421     3.125000
51639.25     0.813632     0.336778     3.801375
51639.50     0.949987     0.437273     3.941340
51639.75     1.112127     0.388808     4.443643
51640.00     1.216589     0.370688     4.820715
51640.25     1.205005     0.382064     4.592930
51640.50     1.180154     0.429184     3.894410
51640.75     1.359048     0.416839     4.486358
51641.00     1.240128     0.398087     3.919586
51641.25     1.118329     0.430907     3.816342
51641.50     1.111008     0.460860     3.400315
51641.75     1.117969     0.421507     3.455511
51642.00     1.085112     0.387795     3.269567
51642.25     1.015015     0.359283     3.056589
51642.50     0.952276     0.389478     2.325243
51642.75     1.087956     0.295211     2.815834
51643.00     0.973911     0.288207     2.441118
51643.25     1.080239     0.238031     2.917163
51643.50     1.097081     0.227128     2.624991
51643.75     1.154391     0.173531     2.688938
51644.00     1.105959     0.187078     2.658194
51644.25     1.234413     0.264159     3.369186
51644.50     1.363429     0.330411     3.725660
51644.75     1.463240     0.305706     4.253247
51645.00     1.371484     0.355830     4.028247
51645.25     1.057826     0.313047     2.901047
51645.50     0.868047     0.339961     1.639973
51645.75     0.883046     0.308457     1.744421
51646.00     0.764480     0.280354     1.519088
51646.25     0.634008     0.159846     1.302178
51646.50     0.561300     0.211116     0.639140
51646.75     0.507834     0.075692     0.405671
51647.00     0.376439     0.019653     0.196223
51647.25     0.030285    -0.019581    -0.848225
51647.50    -0.065395    -0.014749    -1.395659
51647.75    -0.097103    -0.090746    -1.430836
51648.00    -0.058215    -0.073092    -1.227041
51648.25    -0.110795    -0.113532    -1.051391
51648.50    -0.144005    -0.128679    -1.168940
51648.75    -0.138858    -0.237349    -1.068465
51649.00    -0.034256    -0.302341    -0.593455
51649.25    -0.047660    -0.283869    -0.483322
51649.50     0.125190    -0.204202     0.169890
51649.75     0.096734    -0.154993     0.199716
51650.00     0.201688    -0.067046     0.634535
51650.25     0.171163    -0.026244     0.644182
51650.50     0.181396     0.036030     0.202382
51650.75     0.182489    -0.031365     0.049037
51651.00    -0.054729    -0.062551    -0.778868
51651.25    -0.146686    -0.111759    -1.074622
51651.50    -0.221456    -0.143226    -1.597187
51651.75    -0.348589    -0.241798    -2.043279
51652.00    -0.528005    -0.244663    -2.537515
51652.25    -0.541612    -0.315633    -2.555820
51652.50    -0.440693    -0.310051    -2.440625
51652.75    -0.332386    -0.356504    -1.855334
51653.00    -0.292096    -0.298279    -1.335677
51653.25    -0.324562    -0.228319    -1.235623
51653.50    -0.418513    -0.213317    -1.693002
51653.75    -0.472843    -0.241994    -1.892682
51654.00    -0.498809    -0.259345    -1.796114
51654.25    -0.387258    -0.250088    -1.430157
51654.50    -0.499855    -0.205508    -2.010748
51654.75    -0.620076    -0.272120    -2.543991
51655.00    -0.744596    -0.285144    -2.903012
51655.25    -0.771615    -0.327360    -2.918311
51655.50    -0.724202    -0.270328    -2.974311
51655.75    -0.489052    -0.308048    -1.973487
51656.00    -0.423134    -0.266970    -1.358722
51656.25    -0.330955    -0.234484    -0.729528
51656.50    -0.255985    -0.185859    -0.597041
51656.75    -0.205951    -0.154995    -0.362840
51657.00    -0.300009    -0.144900    -0.696568
51657.25    -0.207257    -0.012982    -0.480815
51657.50    -0.050883     0.012831    -0.361474
51657.75     0.048261    -0.006669    -0.129939
51658.00     0.004047    -0.001597    -0.309566
51658.25    -0.043292     0.030654    -0.498163
51658.50     0.030341     0.055029    -0.555459
51658.75     0.064664    -0.007801    -0.505926
51659.00    -0.194826    -0.096054    -1.305673
51659.25    -0.403879    -0.074250    -2.273321
51659.50    -0.368233    -0.039511    -2.500145
51659.75    -0.312641     0.034156    -2.029574
51660.00    -0.350136     0.068174    -1.702066
51660.25    -0.114881     0.154568    -0.293402
51660.50    -0.020242     0.095773    -0.240946
51660.75    -0.134351     0.022120    -0.797288
51661.00    -0.197718     0.017323    -1.159880
51661.25    -0.149561     0.037897    -0.769000
51661.50    -0.079811     0.107798    -0.681682
51661.75     0.080280     0.152142     0.157586
51662.00     0.248941     0.296967     1.088459
51662.25     0.381801     0.396463     1.881809
51662.50     0.551446     0.414602     2.176473
51662.75     0.746886     0.381503     2.900328
51663.00     0.711397     0.373307     2.842825
51663.25     0.777209     0.426866     3.068404
51663.50     1.010020     0.437741     3.761440
51663.75     1.204819     0.467349     4.591746
51664.00     1.254145     0.556938     4.879015
51664.25     1.239908     0.706109     4.848666
51664.50     1.205523     0.757141     4.462861
51664.75     1.162129     0.788307     4.354912
51665.00     1.080479     0.705287     3.988689
51665.25     0.900697     0.608686     3.451360
51665.50     0.870978     0.540705     2.963517
51665.75     0.916454     0.399810     3.090564
51666.00     0.779431     0.264529     2.653674
51666.25     0.765173     0.229607     2.513460
51666.50     0.831380     0.187429     2.529319
51666.75     0.850073     0.160338     2.588696
51667.00     0.789642     0.148222     2.772533
51667.25     0.792537     0.153245     3.005087
51667.50     0.843948     0.203363     3.060242
51667.75     0.900213     0.186230     3.410610
51668.00     0.867167     0.212675     3.540792
51668.25     0.928162     0.253695     3.937815
51668.50     0.953090     0.263849     3.824216
51668.75     0.945298     0.240954     3.924594
51669.00     0.737525     0.253744     3.340459
51669.25     0.601794     0.339161     2.963397
51669.50     0.555375     0.320514     2.409447
51669.75     0.547541     0.217834     2.146385
51670.00     0.594061     0.154942     2.221252
51670.25     0.534325     0.180102     1.941059
51670.50     0.516754     0.161610     1.428670
51670.75     0.554550     0.160262     1.477396
51671.00     0.548932     0.177604     1.485928
51671.25     0.566208     0.216788     1.764351
51671.50     0.708909     0.271048     2.147579
51671.75     0.999171     0.365197     3.294096
51672.00     1.061464     0.366878     3.729779
51672.25     1.142818     0.449746     4.313821
51672.50     1.231347     0.499308     4.480269
51672.75     1.300137     0.499666     4.665763
51673.00     1.370177     0.544707     4.937158
51673.25     1.236450     0.558633     4.394836
51673.50     1.214924     0.450771     3.837490
51673.75     1.158882     0.339890     3.375991
51674.00     1.095782     0.237765     3.080831
51674.25     1.059957     0.243243     2.967814
51674.50     1.185619     0.271173     3.225093
51674.75     1.216696     0.257664     3.641964
51675.00     1.191832     0.278904     3.960496
51675.25     1.166813     0.311966     4.128770
51675.50     1.132554     0.281960     3.828184
51675.75     1.064554     0.314819     3.563531
51676.00     0.876605     0.450006     2.800197
51676.25     0.795111     0.517570     2.665694
51676.50     1.012502     0.527710     3.243097
51676.75     1.051354     0.437627     3.139141
51677.00     0.831837     0.394843     2.141102
51677.25     0.762542     0.382258     1.865508
51677.50     0.781539     0.428031     1.724643
51677.75     0.731430     0.427628     1.750820
51678.00     0.586363     0.427392     1.391905
51678.25     0.736954     0.440797     2.228133
51678.50     0.887005     0.359536     2.370708
51678.75     1.060253     0.345519     3.137604
51679.00     1.151520     0.353664     4.011560
51679.25     1.208829     0.419291     4.369538
51679.50     1.316966     0.492551     4.591294
51679.75     1.338761     0.486004     4.849348
51680.00     1.371543     0.541993     5.206348
51680.25     1.319997     0.587853     5.131007
51680.50     1.375992     0.634682     5.097717
51680.75     1.438217     0.661126     5.259150
51681.00     1.548862     0.661652     5.649919
51681.25     1.607673     0.780344     6.057909
51681.50     1.881884     0.903861     6.643392
51681.75     1.938420     0.863255     6.698782
51682.00     1.867894     0.766663     6.465365
51682.25     1.909108     0.783064     6.732437
51682.50     1.926577     0.766398     6.557180
51682.75     1.913525     0.772161     6.602403
51683.00     1.812220     0.817702     6.440912
51683.25     1.688821     0.871872     6.212473
51683.50     1.547694     0.924968     5.632266
51683.75     1.516446     0.828949     5.697618
51684.00     1.116320     0.776821     4.500667
51684.25     0.991700     0.821755     4.121933
51684.50     0.939952     0.802455     3.448291
51684.75     0.902353     0.699899     3.338294
51685.00     0.765110     0.537192     3.183928
51685.25     0.840360     0.582729     3.909043
51685.50     0.913122     0.587651     4.102534
51685.75     0.944613     0.498499     4.362070
51686.00     0.686780     0.367839     3.578325
51686.25     0.687925     0.356474     3.748721
51686.50     0.745031     0.315829     3.584894
51686.75     0.822748     0.315401     4.042049
51687.00     0.675223     0.313562     3.852494
51687.25     0.627347     0.281034     3.788862
51687.50     0.671618     0.234303     3.796372
51687.75     0.668146     0.201117     3.777961
51688.00     0.445279     0.176482     3.069662
51688.25     0.329913     0.138411     2.397774
51688.50     0.176785     0.139365     0.995664
51688.75     0.022974     0.005366    -0.057014
51689.00    -0.049355    -0.058688    -0.480774
51689.25    -0.002202    -0.007374    -0.390246
51689.50     0.152034     0.005472    -0.198035
51689.75     0.420285     0.009175     1.028097
51690.00     0.517473     0.087219     1.854638
51690.25     0.424625     0.228564     2.071841
51690.50     0.243243     0.232025     1.247260
51690.75     0.083096     0.150494     1.047364
51691.00    -0.136469     0.144899     0.538122
51691.25    -0.360062     0.178359     0.046712
51691.50    -0.528037     0.179833    -0.957758
51691.75    -0.730605     0.021339    -1.810646
51692.00    -0.995247    -0.073762    -2.536924
51692.25    -1.187763    -0.084511    -3.181526
51692.50    -1.248418    -0.063422    -3.487588
51692.75    -1.287589    -0.160744    -3.654510
51693.00    -1.391781    -0.281137    -4.156915
51693.25    -1.606101    -0.388833    -5.098083
51693.50    -1.620971    -0.487820    -5.625345
51693.75    -1.756952    -0.597229    -6.668912
51694.00    -1.792427    -0.625972    -7.063203
51694.25    -1.663834    -0.596483    -6.703231
51694.50    -1.549280    -0.558439    -6.510348
51694.75    -1.539620    -0.617110    -6.742105
51695.00    -1.366659    -0.618051    -5.928257
51695.25    -1.186017    -0.613307    -4.862836
51695.50    -1.148466    -0.523628    -4.859246
51695.75    -0.881252    -0.504232    -3.779948
51696.00    -0.821219    -0.356575    -3.492313
51696.25    -0.744061    -0.251605    -3.104780
51696.50    -0.634176    -0.193199    -2.916955
51696.75    -0.459039    -0.185988    -2.195515
51697.00    -0.354488    -0.064818    -1.514870
51697.25    -0.307231    -0.022236    -0.831318
51697.50    -0.315379    -0.071149    -1.037621
51697.75    -0.374890    -0.118849    -1.240388
51698.00    -0.517032    -0.096572    -1.577473
51698.25    -0.751706    -0.055440    -2.587601
51698.50    -0.759528    -0.162657    -2.982800
51698.75    -0.789501    -0.265376    -3.311306
51699.00    -0.880434    -0.374186    -3.551028
51699.25    -0.792364    -0.305669    -3.028357
51699.50    -0.625157    -0.240261    -2.545725
51699.75    -0.495213    -0.147975    -1.870578
51700.00    -0.468053    -0.114451    -1.533161
51700.25    -0.400360    -0.042505    -1.310413
51700.50    -0.363118     0.038241    -1.353274
51700.75    -0.127469     0.017082    -0.476511
51701.00    -0.112756     0.075982    -0.097911
51701.25    -0.066470     0.178174     0.435683
51701.50     0.150285     0.246970     0.909648
51701.75     0.226425     0.273700     1.166098
51702.00     0.091185     0.251404     0.746230
51702.25    -0.001250     0.312985     0.449460
51702.50     0.078762     0.212641     0.504353
51702.75     0.098198     0.162339     0.655889
51703.00    -0.046200     0.107274     0.290011
51703.25    -0.156235     0.058137     0.055425
51703.50    -0.154755     0.052493    -0.111816
51703.75    -0.182391    -0.040575    -0.242222
51704.00    -0.284967    -0.127361    -0.352086
51704.25    -0.277405    -0.112092    -0.167162
51704.50    -0.469681    -0.090037    -1.165781
51704.75    -0.517136    -0.138747    -1.554726
51705.00    -0.671616    -0.154482    -2.075772
51705.25    -0.764933    -0.141376    -2.446824
51705.50    -0.768273    -0.150774    -2.770714
51705.75    -0.700706    -0.216891    -2.646595
51706.00    -0.824300    -0.251906    -3.124115
51706.25    -0.856369    -0.257288    -3.301504
51706.50    -0.819664    -0.192843    -3.439638
51706.75    -0.746806    -0.148035    -3.198635
51707.00    -0.730990    -0.059476    -3.051355
51707.25    -0.669940    -0.062108    -2.933527
51707.50    -0.579945    -0.085841    -2.958201
51707.75    -0.353558    -0.107966    -2.068673
51708.00    -0.305239    -0.062637    -1.609409
51708.25    -0.190505    -0.001768    -1.181956
51708.50    -0.062009    -0.007105    -0.852659
51708.75     0.172674     0.064490     0.279812
51709.00     0.332717     0.197364     1.104103
51709.25     0.599972     0.353555     2.578550
51709.50     0.803109     0.406841     3.077191
51709.75     0.968997     0.420860     3.576374
51710.00     0.995116     0.437213     3.837595
51710.25     1.083535     0.509121     4.254459
51710.50     1.076279     0.488636     3.917039
51710.75     1.211007     0.424723     4.354652
51711.00     1.118713     0.424267     3.995932
51711.25     0.984779     0.402960     3.470390
51711.50     0.948680     0.346634     3.001359
51711.75     0.906239     0.306969     2.861547
51712.00     0.852629     0.283332     2.681117
51712.25     0.739319     0.288930     2.472354
51712.50     0.738495     0.270966     2.253165
51712.75     0.731084     0.257460     2.383590
51713.00     0.721736     0.216556     2.366359
51713.25     0.757630     0.285876     2.615805
51713.50     0.858552     0.250835     2.516505
51713.75     0.990413     0.235459     3.031316
51714.00     1.017620     0.162044     3.392742
51714.25     1.097581     0.195910     4.010980
51714.50     1.131225     0.280595     4.166766
51714.75     0.880407     0.238692     3.601890
51715.00     0.669235     0.250236     3.027306
51715.25     0.267405     0.184943     1.448519
51715.50    -0.116900     0.103843    -0.344009
51715.75    -0.446486     0.014805    -1.828749
51716.00    -0.669335     0.026204    -2.394036
51716.25    -0.727122     0.102070    -2.522909
51716.50    -0.605169     0.142114    -1.984108
51716.75    -0.433211     0.190247    -1.146654
51717.00    -0.366857     0.219254    -0.870592
51717.25    -0.375478     0.313601    -0.867296
51717.50    -0.364373     0.300093    -1.123606
51717.75    -0.298839     0.249470    -1.040202
51718.00    -0.308000     0.119266    -1.233397
51718.25    -0.484725     0.172191    -1.705402
51718.50    -0.553219     0.180261    -2.185964
51718.75    -0.636442     0.157133    -2.595468
51719.00    -0.666797     0.092963    -2.727752
51719.25    -0.763066     0.065107    -3.021391
51719.50    -0.609325     0.057817    -2.592696
51719.75    -0.675227    -0.028058    -3.002415
51720.00    -0.718566    -0.068716    -3.211146
51720.25    -0.652208    -0.037260    -2.607067
51720.50    -0.273671     0.100373    -0.981166
51720.75    -0.017318     0.214109     0.058068
51721.00     0.092351     0.193128     0.372213
51721.25     0.164750     0.235222     0.731439
51721.50     0.234662     0.251935     0.653923
51721.75     0.399726     0.169258     1.058818
51722.00     0.305265     0.208944     0.931045
51722.25     0.264731     0.220106     0.668719
51722.50     0.291857     0.222634     0.462011
51722.75     0.439591     0.263366     1.250300
51723.00     0.459851     0.320385     1.357313
51723.25     0.536238     0.340184     1.754481
51723.50     0.650812     0.377784     2.143521
51723.75     0.860064     0.350869     3.043977
51724.00     0.864309     0.404604     3.412251
51724.25     0.811887     0.468007     3.123768
51724.50     0.910550     0.454969     2.909417
51724.75     1.044337     0.439506     3.250569
51725.00     0.985260     0.408000     3.019569
51725.25     1.107300     0.480573     3.696528
51725.50     1.176438     0.462442     3.535044
51725.75     1.246201     0.404536     3.567582
51726.00     1.120180     0.352584     3.141192
51726.25     1.125674     0.365653     3.160248
51726.50     1.125743     0.399424     2.724509
51726.75     1.213806     0.384269     2.833008
51727.00     1.129227     0.305060     2.694501
51727.25     1.295301     0.408849     3.534973
51727.50     1.323845     0.382569     3.164610
51727.75     1.550301     0.451594     4.240475
51728.00     1.415100     0.374009     3.747520
51728.25     1.433723     0.468789     4.098373
51728.50     1.493262     0.529891     4.081273
51728.75     1.392720     0.457757     3.537406
51729.00     1.187141     0.387282     2.964412
51729.25     0.914280     0.267387     2.048229
51729.50     0.797728     0.156105     1.277646
51729.75     0.504117     0.000513     0.150445
51730.00     0.267858    -0.061362    -0.557068
51730.25     0.071787    -0.058024    -0.942601
51730.50    -0.053741    -0.002398    -1.473443
51730.75    -0.243869     0.004801    -2.122779
51731.00    -0.391561    -0.000111    -2.176533
51731.25    -0.417403     0.137124    -1.915708
51731.50    -0.218894     0.279584    -1.082713
51731.75    -0.049147     0.342880    -0.285089
51732.00    -0.155302     0.364485    -0.462929
51732.25    -0.132851     0.420133    -0.668567
51732.50    -0.041855     0.335113    -1.073192
51732.75     0.011059     0.226076    -1.272148
51733.00     0.138721     0.100818    -0.752434
51733.25     0.296736     0.121157    -0.041202
51733.50     0.531978     0.152327     0.577914
51733.75     0.725063     0.166757     1.380117
51734.00     0.718295     0.302126     1.834320
51734.25     0.673650     0.448545     2.070417
51734.50     0.726641     0.488369     2.141734
51734.75     0.733947     0.448610     2.079655
51735.00     0.524774     0.316384     1.019241
51735.25     0.452098     0.376119     0.838399
51735.50     0.355719     0.401321     0.054157
51735.75     0.374674     0.346728    -0.112555
51736.00     0.339465     0.265942    -0.229262
51736.25     0.257768     0.365705     0.135885
51736.50     0.231048     0.454419     0.138731
51736.75     0.303293     0.432192     0.444438
51737.00     0.395155     0.455082     1.206196
51737.25     0.620136     0.536142     2.628698
51737.50     0.852437     0.533307     3.203622
51737.75     0.941823     0.472409     3.089653
51738.00     1.018683     0.467769     3.288213
51738.25     0.919438     0.488323     2.918918
51738.50     0.861827     0.470905     2.454484
51738.75     0.768560     0.376901     1.956665
51739.00     0.577114     0.308897     1.322012
51739.25     0.364437     0.268442     0.672097
51739.50     0.171144     0.186293    -0.212919
51739.75     0.137168     0.131185    -0.079173
51740.00    -0.160486     0.071868    -0.902770
51740.25    -0.464861    -0.023396    -2.088535
51740.50    -0.779211    -0.101462    -3.721465
51740.75    -0.927119    -0.145263    -4.355641
51741.00    -1.040767    -0.207860    -4.445788
51741.25    -1.160571    -0.226072    -4.777408
51741.50    -1.033472    -0.138555    -4.394674
51741.75    -0.860612    -0.106861    -3.633491
51742.00    -0.742022    -0.168078    -3.118781
51742.25    -0.575674    -0.153772    -2.484309
51742.50    -0.297789    -0.124799    -1.778061
51742.75    -0.069337    -0.078264    -0.943423
51743.00     0.082255    -0.076007    -0.189095
51743.25     0.031717     0.036050    -0.115818
51743.50    -0.013651     0.082823    -0.565294
51743.75     0.010413     0.117122    -0.295370
51744.00    -0.042077     0.092986    -0.088500
51744.25    -0.010968     0.233915     0.603812
51744.50     0.049152     0.257512     0.615180
51744.75     0.045717     0.273048     0.844590
51745.00    -0.142132     0.305084     0.656939
51745.25    -0.257776     0.308635     0.180743
51745.50    -0.241512     0.277121     0.017534
51745.75    -0.230094     0.218888     0.009731
51746.00    -0.231719     0.187562    -0.159693
51746.25    -0.322667     0.172098    -0.552891
51746.50    -0.450237     0.056085    -1.452789
51746.75    -0.506691    -0.003405    -1.890193
51747.00    -0.643546    -0.024533    -2.453801
51747.25    -0.645228    -0.045058    -2.397348
51747.50    -0.555923    -0.003623    -2.275130
51747.75    -0.393161     0.029374    -1.621589
51748.00    -0.287314     0.049697    -1.103331
51748.25    -0.149125     0.202763    -0.439067
51748.50    -0.190771     0.321663    -0.659071
51748.75    -0.257815     0.344339    -0.891074
51749.00    -0.406147     0.295121    -1.365685
51749.25    -0.450101     0.351086    -1.496861
51749.50    -0.376904     0.263757    -1.419981
51749.75    -0.229560     0.147713    -0.863132
51750.00    -0.242464     0.091369    -0.955808
51750.25    -0.335737     0.133179    -1.242130
51750.50    -0.212495     0.114715    -1.062573
51750.75    -0.000864     0.120033    -0.167675
51751.00     0.105449     0.147885     0.482122
51751.25     0.327487     0.222332     1.802575
51751.50     0.515421     0.281192     2.292693
51751.75     0.599523     0.295938     2.570611
51752.00     0.725867     0.332879     3.027220
51752.25     0.603199     0.294982     2.370552
51752.50     0.613554     0.272841     1.687941
51752.75     0.601525     0.250204     1.265252
51753.00     0.570832     0.200351     1.031861
51753.25     0.551650     0.229263     1.028770
51753.50     0.518217     0.232018     0.636576
51753.75     0.469426     0.243117     0.412432
51754.00     0.369584     0.258700     0.193652
51754.25     0.242540     0.259486    -0.060905
51754.50     0.160421     0.234290    -0.647844
51754.75     0.013400     0.149808    -1.159162
51755.00    -0.010464     0.089161    -1.045735
51755.25    -0.141562     0.167668    -1.190209
51755.50    -0.146819     0.188110    -1.519502
51755.75    -0.188812     0.145716    -1.726396
51756.00    -0.331937     0.057957    -2.227393
51756.25    -0.194779     0.184876    -1.384516
51756.50    -0.070481     0.380746    -0.777388
51756.75     0.149303     0.525688     0.367690
51757.00     0.096255     0.453924     0.165335
51757.25    -0.094792     0.405297    -0.720234
51757.50    -0.181619     0.297976    -1.670193
51757.75    -0.068681     0.117390    -1.389284
51758.00    -0.314828     0.027234    -2.134724
51758.25    -0.386893     0.012667    -2.094909
51758.50    -0.289257    -0.039326    -1.549795
51758.75    -0.179747    -0.014909    -0.694830
51759.00    -0.215880     0.008847    -0.468858
51759.25    -0.224806     0.087252    -0.409105
51759.50    -0.265212     0.113926    -0.787351
51759.75    -0.340725     0.099683    -1.177646
51760.00    -0.520718     0.098055    -1.594232
51760.25    -0.529353     0.088268    -1.746351
51760.50    -0.349483     0.082744    -1.446721
51760.75    -0.249460     0.129405    -1.178198
51761.00    -0.348518     0.084225    -1.181288
51761.25    -0.349887     0.197512    -1.141583
