year2,state,fsize,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,d_flag
2000,48,e) 50 to 99,13962,563713,552348,704,5.1,610,4.4,102144,32590,69554,5.9,18.5,79351,29886,49465,5.4,14.4,22793,4.1,28.8,0
2000,48,f) 100 to 249,12898,611141,594261,964,7.5,806,6.3,118259,35648,82611,6,19.9,84562,31838,52724,5.4,14.2,33697,5.7,28.4,0
2000,48,g) 250 to 499,7491,389373,378849,864,11.8,543,7.4,77204,27485,49719,7.3,20.4,56191,18691,37500,4.9,14.8,21013,5.6,29.6,0
2000,48,h) 500 to 999,8032,384542,373743,1017,12.9,758,9.6,76104,30831,45273,8.2,20.4,54776,21020,33756,5.6,14.7,21328,5.7,29.4,0
2000,48,i) 1000 to 2499,11177,528271,514343,1296,11.9,750,6.9,103218,39694,63524,7.7,20.1,75479,25774,49705,5,14.7,27739,5.4,29.4,0
2000,48,j) 2500 to 4999,7209,414459,409849,923,12.9,861,12,75464,32784,42680,8,18.4,67245,26356,40889,6.4,16.4,8219,2,32.8,0
2000,48,k) 5000 to 9999,9575,489061,480795,1348,14.4,983,10.5,88989,31920,57069,6.6,18.5,74451,25733,48718,5.4,15.5,14538,3,31,0
2000,48,l) 10000+,39895,2373722,2345673,4018,10.1,3562,9,378158,117117,261041,5,16.1,318043,105784,212259,4.5,13.6,60115,2.5,27.2,0
2000,49,a) 1 to 4,18826,42491,41702,4509,24.4,3846,20.8,16323,11720,4603,28.1,39.1,14673,9995,4678,24,35.2,1650,3.9,70.4,0
2000,49,b) 5 to 9,8077,54425,53850,570,7.1,561,6.9,14063,6815,7248,12.7,26.1,12838,6287,6551,11.7,23.8,1225,2.3,47.6,0
2000,49,c) 10 to 19,4993,65476,65544,225,4.5,246,4.9,13371,5178,8193,7.9,20.4,13406,5615,7791,8.6,20.5,-35,-0.1,40.8,0
2000,49,d) 20 to 49,3565,90913,90120,145,4.1,173,4.8,16729,5743,10986,6.4,18.6,15289,6344,8945,7,17,1440,1.6,34,0
2000,49,e) 50 to 99,1639,63712,62384,97,6,58,3.6,11486,4489,6997,7.2,18.4,8626,2682,5944,4.3,13.8,2860,4.6,27.6,0
2000,49,f) 100 to 249,1552,71458,69139,112,7.3,69,4.5,13842,4810,9032,7,20,9243,2725,6518,3.9,13.4,4599,6.6,26.8,0
2000,49,g) 250 to 499,799,45244,43752,77,9.8,49,6.2,8368,1872,6496,4.3,19.1,5383,1338,4045,3.1,12.3,2985,6.8,24.6,0
2000,49,h) 500 to 999,732,39757,37808,99,14,54,7.6,7709,2994,4715,7.9,20.4,3810,923,2887,2.4,10.1,3899,10.3,20.2,0
2000,49,i) 1000 to 2499,859,49964,49409,85,10,67,7.9,6673,2211,4462,4.5,13.5,5580,1671,3909,3.4,11.3,1093,2.2,22.6,0
2000,49,j) 2500 to 4999,727,62937,64130,105,14.8,73,10.3,7652,1697,5955,2.6,11.9,10257,1360,8897,2.1,16,-2605,-4.1,23.8,0
2000,49,k) 5000 to 9999,978,41850,41257,132,14.1,46,4.9,5944,2101,3843,5.1,14.4,4848,1420,3428,3.4,11.8,1096,2.6,23.6,0
2000,49,l) 10000+,4474,278905,272130,603,14,292,6.8,41657,13634,28023,5,15.3,28064,8131,19933,3,10.3,13593,5,20.6,0
2000,50,a) 1 to 4,8819,19305,19047,1371,15.6,1334,15.2,5519,3302,2217,17.3,29,4980,3140,1840,16.5,26.1,539,2.9,52.2,0
2000,50,b) 5 to 9,3460,22881,22164,142,4.1,89,2.6,4625,1600,3025,7.2,20.9,3221,988,2233,4.5,14.5,1404,6.4,29,0
2000,50,c) 10 to 19,2048,25947,25424,66,3.2,45,2.2,3981,1093,2888,4.3,15.7,3005,923,2082,3.6,11.8,976,3.9,23.6,0
2000,50,d) 20 to 49,1366,32859,32180,33,2.4,22,1.6,4355,1115,3240,3.5,13.5,2996,804,2192,2.5,9.3,1359,4.2,18.6,0
2000,50,e) 50 to 99,555,19992,19367,43,7.9,20,3.7,2884,1317,1567,6.8,14.9,1633,680,953,3.5,8.4,1251,6.5,16.8,0
2000,50,f) 100 to 249,709,25955,25426,54,7.8,19,2.7,4386,1739,2647,6.8,17.3,3327,1600,1727,6.3,13.1,1059,4.2,26.2,0
2000,50,g) 250 to 499,307,16750,16284,13,4.3,6,2,2074,193,1881,1.2,12.7,1141,24,1117,0.1,7,933,5.7,14,0
2000,50,h) 500 to 999,180,13366,12816,,,18,10.1,1787,,,,13.9,687,189,498,1.5,5.4,1100,8.5,10.8,1
2000,50,i) 1000 to 2499,300,17667,18017,,,13,4.3,1519,,,,8.4,2218,398,1820,2.2,12.3,-699,-3.9,16.8,1
2000,50,j) 2500 to 4999,238,10357,10746,25,10.4,33,13.7,820,225,595,2.1,7.6,1610,257,1353,2.4,15,-790,-7.4,15.2,0
2000,50,k) 5000 to 9999,272,9675,9767,24,8.9,17,6.3,795,188,607,1.9,8.1,979,488,491,5,10,-184,-1.9,16.2,0
2000,50,l) 10000+,712,38922,37874,59,8.3,53,7.5,6122,2000,4122,5.3,16.2,3938,780,3158,2.1,10.4,2184,5.8,20.8,0
2000,51,a) 1 to 4,62199,139302,137299,11716,18.9,10996,17.8,44330,29884,14446,21.8,32.3,40243,26787,13456,19.5,29.3,4087,3,58.6,0
2000,51,b) 5 to 9,25701,169180,166374,1196,4.7,1134,4.4,36079,13558,22521,8.1,21.7,30443,12529,17914,7.5,18.3,5636,3.4,36.6,0
2000,51,c) 10 to 19,15669,204166,199377,547,3.5,528,3.4,37709,11996,25713,6,18.9,28286,10647,17639,5.3,14.2,9423,4.7,28.4,0
2000,51,d) 20 to 49,11475,284532,277047,393,3.4,334,2.9,49740,14548,35192,5.3,18,34696,11124,23572,4,12.5,15044,5.5,25,0
2000,51,e) 50 to 99,5036,193000,189226,231,4.6,233,4.6,30237,7795,22442,4.1,16,22553,7925,14628,4.2,11.9,7684,4.1,23.8,0
2000,51,f) 100 to 249,4993,233377,225611,383,7.8,278,5.6,39830,12859,26971,5.7,17.7,24719,7680,17039,3.4,11,15111,6.7,22,0
2000,51,g) 250 to 499,2865,164317,157565,223,7.9,170,6,30631,7665,22966,4.9,19.4,17164,4813,12351,3.1,10.9,13467,8.5,21.8,0
2000,51,h) 500 to 999,2591,152716,148742,328,12.9,214,8.4,26652,10116,16536,6.8,17.9,18704,5232,13472,3.5,12.6,7948,5.3,25.2,0
2000,51,i) 1000 to 2499,3824,192194,186219,408,10.9,247,6.6,32371,14480,17891,7.8,17.4,20591,4660,15931,2.5,11.1,11780,6.3,22.2,0
2000,51,j) 2500 to 4999,2738,158717,156451,401,14.9,320,11.9,25058,8090,16968,5.2,16,20612,8145,12467,5.2,13.2,4446,2.8,26.4,0
2000,51,k) 5000 to 9999,3566,149761,143433,434,12.4,349,10,29962,12827,17135,8.9,20.9,17745,9542,8203,6.7,12.4,12217,8.5,24.8,0
2000,51,l) 10000+,15540,812477,807436,1414,9.1,1169,7.6,121575,41382,80193,5.1,15.1,108826,42079,66747,5.2,13.5,12749,1.6,27,0
2000,53,a) 1 to 4,62186,137924,136245,12669,20.4,12673,20.4,48474,32302,16172,23.7,35.6,45226,30428,14798,22.3,33.2,3248,2.4,66.4,0
2000,53,b) 5 to 9,24018,159564,157414,1356,5.7,1297,5.4,37724,15807,21917,10,24,33569,14815,18754,9.4,21.3,4155,2.7,42.6,0
2000,53,c) 10 to 19,15110,194206,191118,580,3.8,523,3.5,37266,12314,24952,6.4,19.5,30905,10800,20105,5.7,16.2,6361,3.3,32.4,0
2000,53,d) 20 to 49,10849,258791,255584,345,3.2,391,3.6,41994,11298,30696,4.4,16.4,35827,11310,24517,4.4,14,6167,2.4,28,0
2000,53,e) 50 to 99,4659,178450,173159,221,4.8,159,3.4,30947,9258,21689,5.3,17.9,20228,6696,13532,3.9,11.7,10719,6.2,23.4,0
2000,53,f) 100 to 249,4433,202930,199158,289,6.5,260,5.9,33084,7968,25116,4,16.6,25578,7536,18042,3.8,12.8,7506,3.8,25.6,0
2000,53,g) 250 to 499,2297,116416,112414,267,11.9,153,6.8,20464,7440,13024,6.6,18.2,12460,4048,8412,3.6,11.1,8004,7.1,22.2,0
2000,53,h) 500 to 999,2088,106148,104019,161,7.8,130,6.3,18035,4957,13078,4.8,17.3,13852,3942,9910,3.8,13.3,4183,4,26.6,0
2000,53,i) 1000 to 2499,2410,138388,135220,232,9.8,133,5.6,19135,5463,13672,4,14.2,13006,2753,10253,2,9.6,6129,4.6,19.2,0
2000,53,j) 2500 to 4999,1872,106626,104035,265,14.7,155,8.6,16981,8174,8807,7.9,16.3,12541,2373,10168,2.3,12.1,4440,4.2,24.2,0
2000,53,k) 5000 to 9999,2049,83908,85312,255,12.6,198,9.8,11189,3376,7813,4,13.1,14551,3789,10762,4.4,17.1,-3362,-4,26.2,0
2000,53,l) 10000+,10044,537230,526392,939,9.4,903,9,83434,24912,58522,4.7,15.9,61608,19511,42097,3.7,11.7,21826,4.2,23.4,0
2000,54,a) 1 to 4,15459,34657,34939,2371,15.2,2676,17.1,9840,6246,3594,17.9,28.2,10323,6628,3695,19,29.5,-483,-1.3,56.4,0
2000,54,b) 5 to 9,6555,42807,42263,297,4.5,268,4.1,8714,3579,5135,8.5,20.6,7552,3080,4472,7.3,17.9,1162,2.7,35.8,0
2000,54,c) 10 to 19,3783,48400,47553,118,3.1,133,3.5,8411,2581,5830,5.4,17.7,6879,2287,4592,4.8,14.5,1532,3.2,29,0
2000,54,d) 20 to 49,2593,61909,61016,76,2.9,109,4.2,9668,2460,7208,4,15.8,7943,2740,5203,4.5,13,1725,2.8,26,0
2000,54,e) 50 to 99,1160,40885,40798,36,3.1,57,4.9,4410,920,3490,2.3,10.8,4387,1469,2918,3.6,10.8,23,0,21.6,0
2000,54,f) 100 to 249,1182,42582,42638,72,6.1,60,5.1,4885,951,3934,2.2,11.5,4767,1419,3348,3.3,11.2,118,0.3,22.4,0
2000,54,g) 250 to 499,750,30127,29879,42,5.7,27,3.6,3383,797,2586,2.7,11.3,2886,334,2552,1.1,9.7,497,1.6,19.4,0
2000,54,h) 500 to 999,562,28419,27903,95,17.7,47,8.7,2984,1084,1900,3.9,10.7,1996,742,1254,2.7,7.2,988,3.5,14.4,0
2000,54,i) 1000 to 2499,925,49259,48836,46,5,45,4.9,4310,1062,3248,2.2,8.8,3463,844,2619,1.7,7.1,847,1.7,14.2,0
2000,54,j) 2500 to 4999,492,25377,24540,40,7.9,73,14.4,4043,1672,2371,6.8,16.5,2374,629,1745,2.6,9.7,1669,6.8,19.4,0
2000,54,k) 5000 to 9999,714,27561,26869,76,10.9,59,8.4,3280,1352,1928,5,12.2,2130,357,1773,1.3,7.9,1150,4.3,15.8,0
2000,54,l) 10000+,3281,117682,114625,356,11.2,172,5.4,17496,7790,9706,6.8,15.3,11654,3089,8565,2.7,10.2,5842,5.1,20.4,0
2000,55,a) 1 to 4,49225,109457,108444,8139,16.5,8074,16.4,32666,20880,11786,19.3,30.1,30639,19563,11076,18,28.3,2027,1.8,56.6,0
2000,55,b) 5 to 9,21698,143417,141470,891,4.1,886,4.1,28688,10553,18135,7.5,20.3,24804,10024,14780,7.1,17.5,3884,2.8,35,0
2000,55,c) 10 to 19,14447,187392,184680,435,3,435,3,30449,9086,21363,4.9,16.5,25179,9250,15929,5,13.6,5270,2.9,27.2,0
2000,55,d) 20 to 49,10996,274429,269897,291,2.6,285,2.6,38372,10756,27616,4,14.2,29399,9537,19862,3.5,10.9,8973,3.3,21.8,0
2000,55,e) 50 to 99,5015,197239,195301,187,3.8,126,2.5,23570,5578,17992,2.9,12.1,19279,6314,12965,3.2,9.9,4291,2.2,19.8,0
2000,55,f) 100 to 249,4516,234847,230791,300,6.8,138,3.1,31339,7797,23542,3.4,13.6,23625,7169,16456,3.1,10.2,7714,3.4,20.4,0
2000,55,g) 250 to 499,2615,153245,150687,128,4.9,128,4.9,18910,3641,15269,2.4,12.5,13797,2790,11007,1.9,9.2,5113,3.3,18.4,0
2000,55,h) 500 to 999,2259,147062,144248,165,7.4,95,4.3,17322,5691,11631,3.9,12,11703,2485,9218,1.7,8.1,5619,3.9,16.2,0
2000,55,i) 1000 to 2499,2519,172503,168318,280,11.4,167,6.8,25120,6267,18853,3.7,14.9,16965,7551,9414,4.5,10.1,8155,4.8,20.2,0
2000,55,j) 2500 to 4999,2038,148896,145790,171,8.5,132,6.5,15993,5128,10865,3.5,11,9804,1934,7870,1.3,6.7,6189,4.3,13.4,0
2000,55,k) 5000 to 9999,2198,142360,144902,180,8.2,160,7.3,11968,2729,9239,1.9,8.3,17186,6114,11072,4.2,11.9,-5218,-3.6,16.6,0
2000,55,l) 10000+,7919,484970,482450,933,12,583,7.5,57651,25925,31726,5.4,11.9,52008,12876,39132,2.7,10.8,5643,1.1,21.6,0
2000,56,a) 1 to 4,7238,16371,16048,1375,19.2,1268,17.7,5590,3712,1878,23.1,34.8,4980,3148,1832,19.6,31,610,3.8,62,0
2000,56,b) 5 to 9,2889,18975,18718,162,5.6,142,4.9,4371,1809,2562,9.7,23.4,3881,1560,2321,8.3,20.7,490,2.7,41.4,0
2000,56,c) 10 to 19,1640,20917,20323,58,3.6,43,2.6,4010,1228,2782,6,19.7,2788,974,1814,4.8,13.7,1222,6,27.4,0
2000,56,d) 20 to 49,1128,25369,24636,44,3.9,19,1.7,4176,1178,2998,4.8,17,2659,453,2206,1.8,10.8,1517,6.2,21.6,0
2000,56,e) 50 to 99,430,13013,12816,14,3.3,12,2.8,1671,361,1310,2.8,13,1277,383,894,3,10,394,3,20,0
2000,56,f) 100 to 249,347,13112,12797,21,6,22,6.3,1785,595,1190,4.6,13.9,1155,221,934,1.7,9,630,4.9,18,0
2000,56,g) 250 to 499,272,11452,11262,22,8.2,13,4.9,1358,195,1163,1.7,12.1,977,192,785,1.7,8.7,381,3.4,17.4,0
2000,56,h) 500 to 999,169,4882,4943,14,8.4,,,768,77,691,1.6,15.5,889,,281,,18,-121,-2.5,31,1
2000,56,i) 1000 to 2499,278,8324,8421,18,6.4,,,896,135,761,1.6,10.6,1094,,767,,13,-198,-2.4,21.2,1
2000,56,j) 2500 to 4999,209,6787,6518,27,13.3,16,7.9,857,393,464,6,13.1,318,75,243,1.2,4.9,539,8.2,9.8,0
2000,56,k) 5000 to 9999,225,8096,8176,17,7.4,25,10.9,945,240,705,2.9,11.6,1105,352,753,4.3,13.5,-160,-1.9,23.2,0
2000,56,l) 10000+,897,25012,24803,69,7.8,54,6.1,3606,889,2717,3.6,14.5,3181,996,2185,4,12.8,425,1.7,25.6,0
2001,01,a) 1 to 4,35048,79175,80568,6268,17.7,7344,20.8,24204,16723,7481,20.8,30,27968,18927,9041,23.5,34.7,-3764,-4.7,60,0
2001,01,b) 5 to 9,15428,99796,100947,730,4.7,858,5.5,19661,8224,11437,8.1,19.5,22406,9922,12484,9.8,22.2,-2745,-2.7,39,0
2001,01,c) 10 to 19,9339,117723,118552,317,3.4,363,3.9,18982,6348,12634,5.4,16,20948,7578,13370,6.4,17.7,-1966,-1.7,32,0
2001,01,d) 20 to 49,6698,161973,162849,272,4.1,244,3.7,23075,7364,15711,4.5,14.2,25047,7977,17070,4.9,15.4,-1972,-1.2,28.4,0
2001,01,e) 50 to 99,3130,115828,116701,142,4.5,149,4.8,15273,4254,11019,3.6,13.1,17317,4768,12549,4.1,14.8,-2044,-1.7,26.2,0
2001,01,f) 100 to 249,3034,135666,136384,162,5.3,162,5.3,20279,6135,14144,4.5,14.9,22328,8160,14168,6,16.4,-2049,-1.5,29.8,0
2001,01,g) 250 to 499,1930,86118,87539,188,10,95,5,13638,4615,9023,5.3,15.6,16486,4584,11902,5.2,18.8,-2848,-3.2,31.2,0
2001,01,h) 500 to 999,1665,83857,86123,140,8.6,62,3.8,10303,2464,7839,2.9,12,14835,5314,9521,6.2,17.2,-4532,-5.2,24,0
2001,01,i) 1000 to 2499,2308,127268,128363,188,8,266,11.3,13015,3519,9496,2.7,10.1,15279,4381,10898,3.4,11.9,-2264,-1.8,20.2,0
2001,01,j) 2500 to 4999,1786,106515,109143,199,11.2,189,10.6,11460,4808,6652,4.4,10.5,16861,6413,10448,5.9,15.4,-5401,-4.9,21,0
2001,01,k) 5000 to 9999,2065,102655,105904,217,10.6,176,8.6,12123,5508,6615,5.2,11.4,18669,3810,14859,3.6,17.6,-6546,-6.2,22.8,0
2001,01,l) 10000+,8003,385104,392503,625,7.9,515,6.5,35747,13243,22504,3.4,9.1,52346,10213,42133,2.6,13.3,-16599,-4.2,18.2,0
2001,02,a) 1 to 4,6569,14890,14852,1308,19.9,1383,21.1,5144,3342,1802,22.5,34.6,5264,3470,1794,23.4,35.4,-120,-0.8,69.2,0
2001,02,b) 5 to 9,2821,18132,18252,137,4.8,160,5.7,3900,1519,2381,8.3,21.4,4218,1739,2479,9.5,23.1,-318,-1.7,42.8,0
2001,02,c) 10 to 19,1693,20564,20478,69,4.1,51,3,3803,1253,2550,6.1,18.6,3673,1008,2665,4.9,17.9,130,0.7,35.8,0
2001,02,d) 20 to 49,1090,24854,24573,32,2.9,50,4.6,4470,1008,3462,4.1,18.2,4139,1073,3066,4.4,16.8,331,1.4,33.6,0
2001,02,e) 50 to 99,482,15611,15257,29,6.1,21,4.4,2367,507,1860,3.3,15.5,1905,528,1377,3.5,12.5,462,3,25,0
2001,02,f) 100 to 249,450,19594,19362,25,5.5,37,8.1,3196,655,2541,3.4,16.5,2973,1246,1727,6.4,15.4,223,1.1,30.8,0
2001,02,g) 250 to 499,344,14901,14176,55,17,14,4.3,2880,1423,1457,10,20.3,1434,104,1330,0.7,10.1,1446,10.2,20.2,0
2001,02,h) 500 to 999,259,11034,11400,8,3,,,773,70,703,0.6,6.8,1505,,714,,13.2,-732,-6.4,13.6,1
2001,02,i) 1000 to 2499,283,11959,10877,32,11.7,16,5.8,2738,673,2065,6.2,25.2,682,117,565,1.1,6.3,2056,18.9,12.6,0
2001,02,j) 2500 to 4999,200,9800,9852,27,13.4,29,14.4,1448,234,1214,2.4,14.7,1551,577,974,5.9,15.7,-103,-1,29.4,0
2001,02,k) 5000 to 9999,204,9817,9880,9,4.3,,,750,203,547,2.1,7.6,876,,507,,8.9,-126,-1.3,15.2,1
2001,02,l) 10000+,954,40349,38553,125,13.9,29,3.2,6024,2135,3889,5.5,15.6,2479,273,2206,0.7,6.4,3545,9.2,12.8,0
2001,04,a) 1 to 4,40301,90163,88838,9098,22.9,8360,21.1,32617,23694,8923,26.7,36.7,31083,21450,9633,24.1,35,1534,1.7,70,0
2001,04,b) 5 to 9,16131,107791,106773,1151,7.2,1084,6.7,26966,13218,13748,12.4,25.3,25389,12532,12857,11.7,23.8,1577,1.5,47.6,0
2001,04,c) 10 to 19,10582,137515,136280,510,4.8,494,4.7,27469,11049,16420,8.1,20.2,25509,10846,14663,8,18.7,1960,1.5,37.4,0
2001,04,d) 20 to 49,7622,191327,189351,381,5,316,4.2,34206,11830,22376,6.2,18.1,31152,11555,19597,6.1,16.5,3054,1.6,33,0
2001,04,e) 50 to 99,3281,135799,135438,239,7.4,184,5.7,22429,8167,14262,6,16.6,22440,7904,14536,5.8,16.6,-11,0,33.2,0
2001,04,f) 100 to 249,3193,158315,156443,247,7.8,170,5.4,24573,8251,16322,5.3,15.7,21746,6715,15031,4.3,13.9,2827,1.8,27.8,0
2001,04,g) 250 to 499,2244,112220,110721,199,9,153,6.9,21202,7631,13571,6.9,19.1,18205,6577,11628,5.9,16.4,2997,2.7,32.8,0
2001,04,h) 500 to 999,1679,93113,91782,171,10.4,110,6.7,16418,4351,12067,4.7,17.9,13775,2805,10970,3.1,15,2643,2.9,30,0
2001,04,i) 1000 to 2499,2087,113200,107646,309,15,247,12,23695,8674,15021,8.1,22,12814,3903,8911,3.6,11.9,10881,10.1,23.8,0
2001,04,j) 2500 to 4999,1854,100700,100923,206,11.3,161,8.8,14885,4321,10564,4.3,14.7,15427,3428,11999,3.4,15.3,-542,-0.6,29.4,0
2001,04,k) 5000 to 9999,2350,107589,109502,298,12.7,298,12.7,21887,9945,11942,9.1,20,25733,7385,18348,6.7,23.5,-3846,-3.5,40,0
2001,04,l) 10000+,10367,579544,579966,1353,13.4,899,8.9,89251,31194,58057,5.4,15.4,91479,33182,58297,5.7,15.8,-2228,-0.4,30.8,0
2001,05,a) 1 to 4,23801,52455,52648,4374,18.3,4789,20.1,16108,11059,5049,21,30.6,17321,11585,5736,22,32.9,-1213,-2.3,61.2,0
2001,05,b) 5 to 9,9861,64393,64093,517,5.3,485,4.9,13752,5976,7776,9.3,21.5,13493,5560,7933,8.7,21.1,259,0.4,42.2,0
2001,05,c) 10 to 19,5810,73270,73470,255,4.4,212,3.7,12541,4822,7719,6.6,17.1,13115,4505,8610,6.1,17.9,-574,-0.8,34.2,0
2001,05,d) 20 to 49,4003,94204,94779,183,4.6,147,3.7,13830,4189,9641,4.4,14.6,15062,4639,10423,4.9,15.9,-1232,-1.3,29.2,0
2001,05,e) 50 to 99,1836,64492,64860,114,6.3,71,3.9,9380,3851,5529,5.9,14.5,10116,2602,7514,4,15.6,-736,-1.1,29,0
2001,05,f) 100 to 249,1864,76851,77153,130,7.1,89,4.8,10325,3486,6839,4.5,13.4,10935,3491,7444,4.5,14.2,-610,-0.8,26.8,0
2001,05,g) 250 to 499,1176,50747,53134,82,7.1,56,4.8,5622,2069,3553,3.9,10.6,10396,2337,8059,4.4,19.6,-4774,-9,21.2,0
2001,05,h) 500 to 999,874,46933,46910,78,9.1,38,4.5,7771,4175,3596,8.9,16.6,7817,2501,5316,5.3,16.7,-46,-0.1,33.2,0
2001,05,i) 1000 to 2499,1047,76555,77800,109,10.5,95,9.1,6582,1192,5390,1.5,8.5,9071,1893,7178,2.4,11.7,-2489,-3.2,17,0
2001,05,j) 2500 to 4999,1042,63165,61654,121,12,56,5.6,8685,2988,5697,4.8,14.1,5747,604,5143,1,9.3,2938,4.8,18.6,0
2001,05,k) 5000 to 9999,1027,49817,48753,59,5.7,89,8.6,7647,839,6808,1.7,15.7,5655,1273,4382,2.6,11.6,1992,4.1,23.2,0
2001,05,l) 10000+,4477,270648,270259,346,7.8,243,5.5,27619,5725,21894,2.1,10.2,27511,7923,19588,2.9,10.2,108,0,20.4,0
2001,06,a) 1 to 4,301568,674168,662186,63830,21.4,60796,20.4,237651,166243,71408,25.1,35.9,221654,150591,71063,22.7,33.5,15997,2.4,67,0
2001,06,b) 5 to 9,120015,796584,788180,7558,6.3,7162,6,191682,87226,104456,11.1,24.3,178252,83490,94762,10.6,22.6,13430,1.7,45.2,0
2001,06,c) 10 to 19,76939,1007944,993773,3678,4.8,3377,4.4,207974,80723,127251,8.1,20.9,183290,76774,106516,7.7,18.4,24684,2.5,36.8,0
2001,06,d) 20 to 49,56583,1474080,1451592,2442,4.3,2108,3.7,267135,85304,181831,5.9,18.4,226283,85546,140737,5.9,15.6,40852,2.8,31.2,0
2001,06,e) 50 to 99,24449,1085234,1065180,1274,5.2,1047,4.3,183324,51000,132324,4.8,17.2,147315,49673,97642,4.7,13.8,36009,3.4,27.6,0
2001,06,f) 100 to 249,21280,1266157,1242176,1466,6.9,1152,5.5,220172,63722,156450,5.1,17.7,175598,54039,121559,4.4,14.1,44574,3.6,28.2,0
2001,06,g) 250 to 499,12940,755844,742073,853,6.6,849,6.6,132516,36527,95989,4.9,17.9,107397,27119,80278,3.7,14.5,25119,3.4,29,0
2001,06,h) 500 to 999,9046,662443,650025,865,9.6,719,8,118853,31544,87309,4.9,18.3,96058,27576,68482,4.2,14.8,22795,3.5,29.6,0
2001,06,i) 1000 to 2499,12974,866721,846960,1574,12.5,885,7,154330,48878,105452,5.8,18.2,115259,32825,82434,3.9,13.6,39071,4.6,27.2,0
2001,06,j) 2500 to 4999,10835,639233,632023,1029,9.5,927,8.6,111852,31109,80743,4.9,17.7,97740,30812,66928,4.9,15.5,14112,2.2,31,0
2001,06,k) 5000 to 9999,10856,640252,651484,1125,10.2,1457,13.2,109447,33537,75910,5.1,16.8,132399,46541,85858,7.1,20.3,-22952,-3.5,33.6,0
2001,06,l) 10000+,54115,3294618,3263011,5269,10,2984,5.6,478355,160204,318151,4.9,14.7,424434,117714,306720,3.6,13,53921,1.7,26,0
2001,08,a) 1 to 4,54731,117898,115334,11989,22.3,10503,19.6,40677,28890,11787,25,35.3,36793,24980,11813,21.7,31.9,3884,3.4,63.8,0
2001,08,b) 5 to 9,19373,127450,126774,1105,5.7,1118,5.8,29045,12593,16452,9.9,22.9,28172,13025,15147,10.3,22.2,873,0.7,44.4,0
2001,08,c) 10 to 19,11898,154287,152974,553,4.7,511,4.3,30537,11720,18817,7.7,20,28423,11908,16515,7.8,18.6,2114,1.4,37.2,0
2001,08,d) 20 to 49,8049,207536,205797,353,4.4,334,4.2,34917,11771,23146,5.7,17,31870,11188,20682,5.4,15.5,3047,1.5,31,0
2001,08,e) 50 to 99,3445,143654,140256,225,6.6,167,4.9,25471,8190,17281,5.8,18.2,19473,6726,12747,4.8,13.9,5998,4.3,27.8,0
2001,08,f) 100 to 249,3139,150488,148833,223,7.1,194,6.2,25166,6849,18317,4.6,16.9,22853,6827,16026,4.6,15.4,2313,1.5,30.8,0
2001,08,g) 250 to 499,2060,101564,99983,161,7.9,123,6,15939,4860,11079,4.9,15.9,12793,3052,9741,3.1,12.8,3146,3.1,25.6,0
2001,08,h) 500 to 999,1576,82282,81163,152,9.7,141,9,16309,8254,8055,10.2,20.1,14087,3835,10252,4.7,17.4,2222,2.7,34.8,0
2001,08,i) 1000 to 2499,2362,111804,109809,263,11.4,171,7.4,18303,3979,14324,3.6,16.7,14357,4900,9457,4.5,13.1,3946,3.6,26.2,0
2001,08,j) 2500 to 4999,1769,96939,96476,264,15.1,225,12.9,14836,5162,9674,5.4,15.4,13909,3807,10102,3.9,14.4,927,1,28.8,0
2001,08,k) 5000 to 9999,2273,127651,125597,226,10,219,9.7,20135,8201,11934,6.5,16,16028,4562,11466,3.6,12.8,4107,3.2,25.6,0
2001,08,l) 10000+,10186,532936,519869,1405,14.3,720,7.3,111632,42860,68772,8.2,21.5,87660,28851,58809,5.5,16.9,23972,4.6,33.8,0
2001,09,a) 1 to 4,34966,76195,76628,5272,15,5866,16.7,20422,12735,7687,16.6,26.7,21877,13541,8336,17.7,28.5,-1455,-1.8,53.4,0
2001,09,b) 5 to 9,14289,92009,92038,492,3.4,527,3.7,16160,5594,10566,6.1,17.6,16408,6159,10249,6.7,17.8,-248,-0.2,35.2,0
2001,09,c) 10 to 19,8931,114238,114100,254,2.8,257,2.9,16979,5457,11522,4.8,14.9,16801,5683,11118,5,14.7,178,0.2,29.4,0
2001,09,d) 20 to 49,6366,163415,162699,195,3.1,175,2.8,21619,6728,14891,4.1,13.3,20375,5949,14426,3.7,12.5,1244,0.8,25,0
2001,09,e) 50 to 99,2514,107996,107532,116,4.6,95,3.8,13354,3330,10024,3.1,12.4,13164,4347,8817,4,12.2,190,0.2,24.4,0
2001,09,f) 100 to 249,2706,147481,145395,170,6.3,176,6.5,20299,7282,13017,5,14,16382,4665,11717,3.2,11.3,3917,2.7,22.6,0
2001,09,g) 250 to 499,1155,72703,71830,84,7.3,82,7.1,9974,3476,6498,4.8,13.9,8230,2027,6203,2.8,11.5,1744,2.4,23,0
2001,09,h) 500 to 999,1221,71755,71107,81,6.6,113,9.1,9045,1470,7575,2.1,12.7,7890,1180,6710,1.7,11.1,1155,1.6,22.2,0
