_LRT_EF_COVERAGE_SRC_EZ.PGM_SYS_ACRNM,V_LRT_EF_COVERAGE_SRC_EZ.PGM_SYS_ID,V_LRT_EF_COVERAGE_SRC_EZ.REGISTRY_ID,V_LRT_EF_COVERAGE_SRC_EZ.PRIMARY_NAME,V_LRT_EF_COVERAGE_SRC_EZ.CITY_NAME,V_LRT_EF_COVERAGE_SRC_EZ.COUNTY_NAME,V_LRT_EF_COVERAGE_SRC_EZ.LOCATION_ADDRESS,V_LRT_EF_COVERAGE_SRC_EZ.STATE_CODE,V_LRT_EF_COVERAGE_SRC_EZ.POSTAL_CODE,V_LRT_EF_COVERAGE_SRC_EZ.STATE_NAME,V_LRT_EF_COVERAGE_SRC_EZ.FEDERAL_FACILITY_CODE,V_LRT_EF_COVERAGE_SRC_EZ.TRIBAL_LAND_CODE,V_LRT_EF_COVERAGE_SRC_EZ.TRIBAL_LAND_NAME,V_LRT_EF_COVERAGE_SRC_EZ.LATITUDE,V_LRT_EF_COVERAGE_SRC_EZ.LONGITUDE
FRS,110026741818,110026741818,FOREST HILL SCHOOL,BRUNO,ATOKA,,OK,,OKLAHOMA,,N,,34.32361,-96.11028
FRS,110027144506,110027144506,FRANKLIN SCHOOL,HUGO,CHOCTAW,,OK,74743,OKLAHOMA,,N,,34.0125,-95.51667
FRS,110025917541,110025917541,JONES SCHOOL,TULSA,TULSA,,OK,74112,OKLAHOMA,,N,,36.14,-95.89639
FRS,110026033575,110026033575,JEFFERSON SCHOOL,SHAWNEE,POTTAWATOMIE,800 N. LOUISA,OK,74801,OKLAHOMA,,N,,35.33917,-96.92917
FRS,110026915015,110026915015,GARFIELD SCHOOL,ENID EAST,GARFIELD,,OK,,OKLAHOMA,,N,,36.39722,-97.86444
FRS,110025613986,110025613986,EMERSON SCHOOL,LAWTON,COMANCHE,,OK,73501,OKLAHOMA,,N,,34.60667,-98.39361
FRS,110025708456,110025708456,CENTRAL SCHOOL,IDABEL,MCCURTAIN,,OK,74745,OKLAHOMA,,N,,33.89333,-94.82083
FRS,110025722065,110025722065,DENISON SCHOOL,IDABEL,MCCURTAIN,,OK,74745,OKLAHOMA,,N,,33.89611,-94.78306
FRS,110026032987,110026032987,HERNDON SCHOOL,IDABEL,MCCURTAIN,,OK,74745,OKLAHOMA,,N,,33.88972,-94.82833
FRS,110025957472,110025957472,IDABEL SEPARATE SCHOOL,IDABEL SE,MCCURTAIN,,OK,,OKLAHOMA,,N,,33.80778,-94.86333
FRS,110026617025,110026617025,SAND CREEK SCHOOL,BOLEY,OKFUSKEE,,OK,74829,OKLAHOMA,,N,,35.49417,-96.44083
FRS,110025925532,110025925532,KEY SCHOOL,JENKS,TULSA,,OK,,OKLAHOMA,,N,,36.08111,-95.91194
FRS,110025614949,110025614949,LINCOLN SCHOOL,LAWTON,COMANCHE,,OK,73501,OKLAHOMA,,N,,34.59722,-98.39667
FRS,110037438109,110037438109,EARTHECYCLE (R) LLC,TULSA,TULSA,3112 E PINE ST,OK,74110,OKLAHOMA,N,N,,36.177115,-95.943301
FRS,110027086711,110027086711,ROCKY POINT SCHOOL,RUSH SPRINGS,GRADY,,OK,73082,OKLAHOMA,,N,,34.82694,-97.87889
FRS,110027086757,110027086757,ROOSEVELT SCHOOL,MIDWEST CITY,OKLAHOMA,,OK,,OKLAHOMA,,N,,35.47111,-97.39806
FRS,110026270568,110026270568,ROSS SCHOOL,STIGLER WEST,MUSKOGEE,,OK,,OKLAHOMA,,N,,35.36194,-95.20278
FRS,110025605799,110025605799,RYALS SCHOOL,HENRYETTA,OKMULGEE,INTER.JN.ARTUSSE & 230 RD,OK,74437,OKLAHOMA,,N,,35.3475,-95.96333
FRS,110026122835,110026122835,SACRED HEART SCHOOL,NORTHWEST MUSKOGEE,MUSKOGEE,,OK,,OKLAHOMA,,N,,35.75639,-95.39361
FRS,110025598191,110025598191,ROOSEVELT SCHOOL,OKMULGEE SOUTH,OKMULGEE,,OK,,OKLAHOMA,,N,,35.62222,-95.98444
FRS,110000598639,110000598639,WEYERHAEUSER CO. - VALLIANT,VALLIANT,MC CURTAIN,HWY. 70 W.,OK,74764,OKLAHOMA,N,N,,33.998611,-95.110833
FRS,110009820346,110009820346,SALLISAW SITE,SALLISAW,SEQUOYAH,.5 MI W SALLISAW  ON N REDWOOD,OK,74955,OKLAHOMA,,N,,35.465833,-94.818889
FRS,110009820079,110009820079,J & J SAND COMPANY,BROKEN ARROW,TULSA,161ST SOUTH & 193 E.A.,OK,74011,OKLAHOMA,,N,,35.923611,-95.759722
FRS,110025490877,110025490877,BANNER SCHOOL,MINCO NE,CANADIAN,,OK,,OKLAHOMA,,N,,35.49417,-97.84889
FRS,110025490939,110025490939,BANNER SCHOOL,GUTHRIE NORTH,LOGAN,,OK,,OKLAHOMA,,N,,35.88139,-97.43861
FRS,110025663397,110025663397,SEMINOLE JUNIOR COLLEGE,SEMINOLE,SEMINOLE,,OK,,OKLAHOMA,,N,,35.24889,-96.70417
FRS,110025885157,110025885157,EMPIRE SCHOOL,EMPIRE CITY,STEPHENS,,OK,,OKLAHOMA,,N,,34.46361,-98.055
FRS,110027021041,110027021041,WHEELOCK ACADEMY,GARVIN,MCCURTAIN,,OK,,OKLAHOMA,,N,,33.99222,-94.98778
FRS,110026712644,110026712644,ADAMS SCHOOL,OKLAHOMA CITY,OKLAHOMA,,OK,73119,OKLAHOMA,,N,,35.42694,-97.57722
FRS,110026701941,110026701941,SAINT BARBARA SCHOOL,FORT SILL,COMANCHE,,OK,,OKLAHOMA,,N,,34.63167,-98.42889
FRS,110025606084,110025606084,SAINT FRANCIS SCHOOL,FOSS,WASHITA,,OK,,OKLAHOMA,,N,,35.39306,-99.24472
FRS,110011006561,110011006561,REPUBLIC GYPSUM CO. QUARRY,DUKE,JACKSON,WEST HWY 62,OK,73532,OKLAHOMA,,N,,34.6775,-99.653333
FRS,110025918942,110025918942,BEARDEN SPRINGS SCHOOL,SHOALS,CHOCTAW,,OK,,OKLAHOMA,,N,,33.98194,-95.48111
FRS,110025663645,110025663645,SHADY GROVE SCHOOL,SAND SPRINGS,OSAGE,,OK,,OKLAHOMA,,N,,36.17222,-96.05556
FRS,110025928209,110025928209,EAST SIDE SCHOOL,MIDWEST CITY,OKLAHOMA,,OK,,OKLAHOMA,,N,,35.44333,-97.39111
FRS,110025884620,110025884620,EDISON SCHOOL,DRUMRIGHT,CREEK,,OK,74030,OKLAHOMA,,N,,35.99528,-96.59722
FRS,110025884791,110025884791,EISENHOWER SCHOOL,JENKS,TULSA,,OK,,OKLAHOMA,,N,,36.11972,-95.93306
FRS,110027086668,110027086668,RIGSBY SCHOOL,KEYSTONE DAM,PAWNEE,,OK,,OKLAHOMA,,N,,36.2025,-96.34944
FRS,110025623387,110025623387,RILEY SCHOOL,SAND SPRINGS,TULSA,,OK,,OKLAHOMA,,N,,36.1475,-96.05583
FRS,110025491135,110025491135,BELL JUNIOR HIGH SCHOOL,TULSA,TULSA,,OK,74115,OKLAHOMA,,N,,36.15917,-95.90639
FRS,110026797483,110026797483,SKELLY JUNIOR HIGH SCHOOL,JENKS,TULSA,,OK,,OKLAHOMA,,N,,36.12,-95.87556
FRS,110026604388,110026604388,HILLSIDE SCHOOL,LAWTON,COMANCHE,,OK,73501,OKLAHOMA,,N,,34.52861,-98.40389
FRS,110025950512,110025950512,HOLLAND HALL SCHOOL,JENKS,TULSA,,OK,,OKLAHOMA,,N,,36.12417,-95.95333
FRS,110025950594,110025950594,HOLY FAMILY SCHOOL,TULSA,TULSA,,OK,74119,OKLAHOMA,,N,,36.1475,-95.99
FRS,110025950816,110025950816,HOOVER SCHOOL,BARTLESVILLE SOUTH,WASHINGTON,,OK,,OKLAHOMA,,N,,36.74861,-95.91528
FRS,110026612182,110026612182,HOWELL SCHOOL,EDMOND,OKLAHOMA,,OK,73034,OKLAHOMA,,N,,35.64139,-97.48083
FRS,110025617624,110025617624,WOODLAWN SCHOOL,SAPULPA SOUTH,CREEK,,OK,,OKLAHOMA,,N,,35.99639,-96.0975
FRS,110027120381,110027120381,WOODSON SCHOOL,OKLAHOMA CITY,OKLAHOMA,,OK,73109,OKLAHOMA,,N,,35.45167,-97.51778
FRS,110025710522,110025710522,COFFELT SCHOOL,ALEX,GRADY,,OK,,OKLAHOMA,,N,,34.89139,-97.86444
FRS,110025710577,110025710577,COLE SCHOOL,SALINA,MAYES,,OK,,OKLAHOMA,,N,,36.3225,-95.19278
FRS,110026782998,110026782998,COOLIDGE SCHOOL,ENID EAST,GARFIELD,,OK,,OKLAHOMA,,N,,36.40556,-97.85556
FRS,110025720110,110025720110,WASHINGTON SCHOOL,STILLWATER SOUTH,PAYNE,,OK,,OKLAHOMA,,N,,36.10861,-97.06583
FRS,110026617338,110026617338,WESTERN VILLAGE SCHOOL,BRITTON,OKLAHOMA,,OK,,OKLAHOMA,,N,,35.57833,-97.54028
FRS,110025729488,110025729488,WEAVER SCHOOL,WHITE LAKE,TILLMAN,,OK,,OKLAHOMA,,N,,34.37722,-99.13417
FRS,110026603414,110026603414,DEWEY SCHOOL,BRITTON,OKLAHOMA,,OK,,OKLAHOMA,,N,,35.50556,-97.50028
FRS,110025722528,110025722528,DOUGLAS SCHOOL,LAWTON,COMANCHE,,OK,73507,OKLAHOMA,,N,,34.60972,-98.38472
FRS,110026741578,110026741578,DOUGLASS SCHOOL,DUNCAN SOUTH,STEPHENS,,OK,,OKLAHOMA,,N,,34.49389,-97.94917
FRS,110026603539,110026603539,DUNBAR SCHOOL,MIDWEST CITY,OKLAHOMA,,OK,,OKLAHOMA,,N,,35.47472,-97.48611
FRS,110027143909,110027143909,CENTER POINT SCHOOL,DARWIN,ATOKA,,OK,,OKLAHOMA,,N,,34.24444,-95.81361
FRS,110025682134,110025682134,TAYLOR SCHOOL,BRITTON,OKLAHOMA,,OK,,OKLAHOMA,,N,,35.52444,-97.52333
FRS,110027020925,110027020925,WASHINGTON SCHOOL,COLLINSVILLE,TULSA,,OK,74021,OKLAHOMA,,N,,36.37028,-95.83944
FRS,110026123790,110026123790,WASHINGTON SCHOOL,TONKAWA,KAY,,OK,74653,OKLAHOMA,,N,,36.67639,-97.29806
FRS,110025669783,110025669783,CENTRAL HIGH SCHOOL,GANS,SEQUOYAH,,OK,,OKLAHOMA,,N,,35.44778,-94.7075
FRS,110026602923,110026602923,CENTRAL JUNIOR HIGH SCHOOL,BARTLESVILLE SOUTH,WASHINGTON,,OK,,OKLAHOMA,,N,,36.74444,-95.97306
FRS,110026603138,110026603138,CHOUTEAU SCHOOL,SAND SPRINGS,TULSA,,OK,,OKLAHOMA,,N,,36.15583,-96.04028
FRS,110026914356,110026914356,CLEVELAND SCHOOL,ENID WEST,GARFIELD,,OK,,OKLAHOMA,,N,,36.38278,-97.88194
FRS,110025710274,110025710274,CLINTON JUNIOR HIGH SCHOOL,SAPULPA NORTH,TULSA,,OK,,OKLAHOMA,,N,,36.10333,-96.01722
FRS,110027119730,110027119730,TAFT SCHOOL,FORT SILL,COMANCHE,,OK,,OKLAHOMA,,N,,34.63,-98.41556
FRS,110025623733,110025623733,TANGLEWOOD SCHOOL,WEKIWA,TULSA,,OK,,OKLAHOMA,,N,,36.14806,-96.22167
FRS,110025682081,110025682081,TARBY SCHOOL,POTEAU WEST,LE FLORE,,OK,,OKLAHOMA,,N,,35.09889,-94.62833
FRS,110026710334,110026710334,THUNDERBIRD SCHOOL,LEHIGH,ATOKA,,OK,,OKLAHOMA,,N,,34.3775,-96.13528
FRS,110026836734,110026836734,GARFIELD SCHOOL,BARTLESVILLE SOUTH,WASHINGTON,,OK,,OKLAHOMA,,N,,36.74667,-95.97444
FRS,110025764910,110025764910,GARVIN SCHOOL,GARVIN,MCCURTAIN,,OK,74736,OKLAHOMA,,N,,33.95417,-94.95167
FRS,110025764885,110025764885,GARVIN SCHOOL,FROGVILLE,CHOCTAW,,OK,,OKLAHOMA,,N,,33.9825,-95.35583
FRS,110025765036,110025765036,GILCREASE JUNIOR HIGH SCHOOL,TULSA,TULSA,,OK,74126,OKLAHOMA,,N,,36.23361,-95.99444
FRS,110026915033,110026915033,GIRLS TOWN,BROOKSVILLE,POTTAWATOMIE,,OK,,OKLAHOMA,,N,,35.24917,-96.94361
FRS,110025765081,110025765081,GLENWOOD SCHOOL,ADA,PONTOTOC,,OK,74820,OKLAHOMA,,N,,34.77528,-96.69056
FRS,110026741916,110026741916,GOODLAND SCHOOL,GRANT,CHOCTAW,,OK,,OKLAHOMA,,N,,33.95917,-95.55556
FRS,110025999908,110025999908,HALE HIGH SCHOOL,TULSA,TULSA,,OK,,OKLAHOMA,,N,,36.13194,-95.89722
FRS,110025950674,110025950674,HOMER SCHOOL,ADA,PONTOTOC,,OK,,OKLAHOMA,,N,,34.78806,-96.6325
FRS,110025961190,110025961190,ADA MIDDLE SCHOOL,ADA,PONTOTOC,223 W. 18 ST,OK,74820,OKLAHOMA,,N,,34.76639,-96.68
FRS,110025709678,110025709678,CHRIST KING SCHOOL,TULSA,TULSA,,OK,74120,OKLAHOMA,,N,,36.13972,-95.9725
FRS,110025682198,110025682198,TELSTAR SCHOOL,OKLAHOMA CITY,OKLAHOMA,9521 N.E. 16TH,OK,73130,OKLAHOMA,,N,,35.48639,-97.36028
FRS,110026123647,110026123647,UNION HILL SCHOOL,CHICKASHA,GRADY,,OK,73018,OKLAHOMA,,N,,35.00056,-97.89333
FRS,110026279765,110026279765,UNION SCHOOL,BLACKWELL,KAY,,OK,74631,OKLAHOMA,,N,,36.75417,-97.31778
FRS,110026909745,110026909745,UNIVERSITY HEIGHTS SCHOOL,BRITTON,OKLAHOMA,,OK,,OKLAHOMA,,N,,35.53639,-97.53
FRS,110028049387,110028049387,UNIVERSITY OF OKLAHOMA,NORMAN,CLEVELAND,660 PARRINGTON OVAL,OK,73019,OKLAHOMA,,N,,35.20389,-97.44417
FRS,110027087140,110027087140,VICTORY SCHOOL,COWBOY SPRINGS,TILLMAN,,OK,,OKLAHOMA,,N,,34.24806,-98.95889
FRS,110025689841,110025689841,VIMY RIDGE SCHOOL,EAST ROARING CREEK,GRADY,,OK,,OKLAHOMA,,N,,34.78611,-97.86778
FRS,110025690214,110025690214,WARRIOR SCHOOL,PIERCE,MCINTOSH,,OK,,OKLAHOMA,,N,,35.44972,-95.65222
FRS,110025765385,110025765385,GRANDVIEW SCHOOL,CORUM,STEPHENS,,OK,,OKLAHOMA,,N,,34.34806,-98.05083
FRS,110026837092,110026837092,HARRISON SCHOOL,SPENCER,OKLAHOMA,,OK,,OKLAHOMA,,N,,35.54167,-97.42361
FRS,110026915319,110026915319,HARRISON SCHOOL,ENID WEST,GARFIELD,,OK,,OKLAHOMA,,N,,36.40944,-97.88056
FRS,110025928094,110025928094,EAST CENTRAL UNIVERSITY,ADA,PONTOTOC,,OK,74820,OKLAHOMA,,N,,34.77333,-96.66389
FRS,110026900753,110026900753,IRVING NEIGHBORHOOD CENTER,ADA,PONTOTOC,,OK,74820,OKLAHOMA,,N,,34.78111,-96.68583
FRS,110026900986,110026900986,KUNTZ SCHOOL,FORT SILL,COMANCHE,,OK,,OKLAHOMA,,N,,34.6325,-98.45222
FRS,110027232858,110027232858,PENN VIRGINIA MC EN/WALRATH CMPSR STA,SCIPIO,PITTSBURG,3 MILES N AND 3 MILES W OF,OK,74501,OKLAHOMA,,N,,34.936092,-95.734262
FRS,110026644031,110026644031,INDIAN CAPITAL VO-TECH SCHOOL,NORTHEAST MUSKOGEE,MUSKOGEE,,OK,,OKLAHOMA,,N,,35.775,-95.31139
FRS,110025957828,110025957828,IRON STOB SCHOOL,NEW OBERLIN,CHOCTAW,,OK,,OKLAHOMA,,N,,33.97528,-95.78194
FRS,110025957864,110025957864,IRONSIDE SCHOOL,BIG CABIN,CRAIG,,OK,,OKLAHOMA,,N,,36.62028,-95.19694
FRS,110026033502,110026033502,JEFFERSON SCHOOL,FORT SILL,COMANCHE,,OK,,OKLAHOMA,,N,,34.63333,-98.41056
FRS,110026659319,110026659319,JEFFERSON SCHOOL,MCALESTER,PITTSBURG,,OK,74501,OKLAHOMA,,N,,34.92944,-95.77778
FRS,110025917462,110025917462,JEFFERSON SCHOOL,CORDELL,WASHITA,,OK,73632,OKLAHOMA,,N,,35.28639,-98.98389
FRS,110025622422,110025622422,MOUND VALLEY SCHOOL,HOMINY,OSAGE,,OK,,OKLAHOMA,,N,,36.47806,-96.39722
FRS,110026031835,110026031835,MARSHALL HIGH SCHOOL,BRITTON,OKLAHOMA,,OK,,OKLAHOMA,,N,,35.56167,-97.53583
FRS,110026660030,110026660030,MAYFAIR SCHOOL,BRITTON,OKLAHOMA,,OK,,OKLAHOMA,,N,,35.52,-97.57278
FRS,110026901235,110026901235,LONGFELLOW SCHOOL,SPENCER,OKLAHOMA,,OK,,OKLAHOMA,,N,,35.52083,-97.48861
FRS,110025927193,110025927193,LONGFELLOW SCHOOL,TULSA,TULSA,,OK,74120,OKLAHOMA,,N,,36.15306,-95.97667
FRS,110025927228,110025927228,LONGFELLOW SCHOOL,ALVA,WOODS,,OK,73717,OKLAHOMA,,N,,36.80361,-98.6575
FRS,110026701709,110026701709,PUTNAM SCHOOL,BRITTON,OKLAHOMA,,OK,,OKLAHOMA,,N,,35.50806,-97.53944
FRS,110026908791,110026908791,REMINGTON SCHOOL,TULSA,TULSA,2524 W. 53RD ST,OK,74107,OKLAHOMA,,N,,36.08528,-96.02056
FRS,110026901707,110026901707,PARKSIDE SCHOOL,BLACKWELL,KAY,,OK,74631,OKLAHOMA,,N,,36.80194,-97.27583
FRS,110026613118,110026613118,PATRICK HENRY SCHOOL,JENKS,TULSA,,OK,74135,OKLAHOMA,,N,,36.10333,-95.93528
FRS,110025784408,110025784408,PEA RIDGE SCHOOL,EAST ROARING CREEK,GRADY,,OK,,OKLAHOMA,,N,,34.76056,-97.8075
FRS,110025614967,110025614967,LINCOLN SCHOOL,TONKAWA,KAY,,OK,74653,OKLAHOMA,,N,,36.68306,-97.31361
FRS,110026120436,110026120436,LINCOLN SCHOOL,BARTLESVILLE NORTH,WASHINGTON,,OK,,OKLAHOMA,,N,,36.75278,-95.99056
FRS,110025927120,110025927120,LONE STAR SCHOOL,COALGATE,COAL,,OK,74538,OKLAHOMA,,N,,34.62167,-96.18028
FRS,110028049243,110028049243,OKLAHOMA STATE UNIVERSITY,STILLWATER,PAYNE,OKLAHOMA STATE UNIVERSITY,OK,74078,OKLAHOMA,,N,,36.12194,-97.07
FRS,110026847535,110026847535,ONETA SCHOOL,ONETA,WAGONER,,OK,,OKLAHOMA,,N,,36.05306,-95.6725
FRS,110026698054,110026698054,PHILLIPS SCHOOL,JENKS,TULSA,,OK,,OKLAHOMA,,N,,36.11083,-95.9125
FRS,110025783490,110025783490,PARK VIEW SCHOOL,HOLDENVILLE,HUGHES,,OK,74848,OKLAHOMA,,N,,35.07861,-96.40889
FRS,110026701139,110026701139,OKAY SCHOOL,NORTHEAST MUSKOGEE,WAGONER,,OK,,OKLAHOMA,,N,,35.86528,-95.30528
FRS,110011428650,110011428650,ELDORADO PUBLIC SCHOOLS,ELDORADO,JACKSON,700 N. 2ND STREET,OK,73537-044,OKLAHOMA,,N,,34.475149,-99.645123
FRS,110025602783,110025602783,NEW HOPE SCHOOL,PAULS VALLEY NE,GARVIN,,OK,,OKLAHOMA,,N,,34.66028,-97.0375
FRS,110025622583,110025622583,NEW MODEL SCHOOL,TATE MOUNTAIN,SEMINOLE,,OK,,OKLAHOMA,,N,,35.04361,-96.50861
FRS,110026700960,110026700960,NORTH BETHEL SCHOOL,WHITE ROCK MOUNTAIN,MCCURTAIN,,OK,,OKLAHOMA,,N,,34.38861,-94.83639
FRS,110020846012,110020846012,TYSON FOODS  INC.,BROKEN BOW,MCCURTAIN,HWY 3 & 7 WEST OF BROKEN BOW,OK,74728,OKLAHOMA,,N,,34.360278,-98.998333
FRS,110009154707,110009154707,SHADY POINT PWA,SHADY POINT,LE FLORE,P.O. BOX 107,OK,74956,OKLAHOMA,,N,,35.123639,-94.661833
FRS,110025721333,110025721333,CRUTCHO SCHOOL,MIDWEST CITY,OKLAHOMA,,OK,,OKLAHOMA,,N,,35.49389,-97.40611
FRS,110022402728,110022402728,DOLESE BROS CO/COLEMAN QUARRY,COLEMAN,ATOKA,3 MI E & 1 MI S OF COLEMAN,OK,73432,OKLAHOMA,,N,,34.258889,-96.363889
FRS,110025622093,110025622093,MAPLE SPRINGS SCHOOL,ACWORTH,MCCURTAIN,,OK,,OKLAHOMA,,N,,33.85917,-94.90972
FRS,110025603185,110025603185,NORTHEAST HIGH SCHOOL,SPENCER,OKLAHOMA,,OK,,OKLAHOMA,,N,,35.50167,-97.49278
FRS,110027149850,110027149850,NORTHEASTERN OKLAHOMA A AND M JUNIOR COLLEGE,PICHER,OTTAWA,,OK,,OKLAHOMA,,N,,36.87944,-94.86417
FRS,110024584822,110024584822,MCCLAIN CO. RWD #8,WAYNE,MCCLAIN,15751 SPRING LANE,OK,73095,OKLAHOMA,,N,,34.940528,-97.270806
FRS,110001636276,110001636276,BORDENS DAIRY,OKLAHOMA CITY,OKLAHOMA,2126 N. BROADWAY,OK,73102,OKLAHOMA,,N,,35.490566,-97.512904
FRS,110004765059,110004765059,EAGLE-PICHER TECHNOLOGIES LLC COMMERCIAL PRODS. DEPT.,GROVE,DELAWARE,2021 OK HWY 10/25,OK,74344,OKLAHOMA,,N,,36.598333,-94.736944
FRS,110002339416,110002339416,WEBB BOATS INCORPORATED,COLLINSVILLE,TULSA,13614 NORTH HIGHWAY 169,OK,74021,OKLAHOMA,,N,,36.351389,-95.833889
FRS,110002130694,110002130694,TYSON FOODS INC. STILWELL,STILWELL,ADAIR,RTE. 2 BOX 94-1,OK,74960,OKLAHOMA,,N,,35.828889,-94.614722
FRS,110000598390,110000598390,HENNIGES AUTOMOTIVE OK INC,FREDERICK,TILLMAN,1 MILE S ON 186 2 MILES E OF,OK,735429798,OKLAHOMA,N,N,,34.360278,-98.998333
FRS,110004751162,110004751162,DRYVIT SYSTEMS INC,SAND SPRINGS,CREEK,5850 S 116TH ST W,OK,74107,OKLAHOMA,N,N,,36.116667,-96.119444
FRS,110007720751,110007720751,BODY WORKS THE,ATOKA,ATOKA,3M E HWY 3 & 7,OK,74525,OKLAHOMA,,N,,34.377235,-96.112405
FRS,110027375695,110027375695,ELECTRICAL POWER SYSTEMS INC,TULSA,CREEK,6747 S 65TH W AVE,OK,74131,OKLAHOMA,,N,,36.062665,-96.065
FRS,110026280227,110026280227,WRIGHT BUSINESS SCHOOL,OKLAHOMA CITY,OKLAHOMA,2219 S.W. 74TH  SUITE 124,OK,73159,OKLAHOMA,,N,,35.39194,-97.54861
FRS,110025669989,110025669989,CENTRAL OAK INDEPENDENT SCHOOL,MIDWEST CITY,OKLAHOMA,,OK,,OKLAHOMA,,N,,35.45028,-97.4775
FRS,110026713251,110026713251,CHRISTIAN SCHOOL,DUNCAN NORTH,STEPHENS,,OK,,OKLAHOMA,,N,,34.51972,-97.96972
FRS,110025926808,110025926808,LITTLE AXE INDEPENDENT SCHOOL DISTRICT,STELLA,CLEVELAND,,OK,,OKLAHOMA,,N,,35.25639,-97.19528
FRS,110025886272,110025886272,FRANCIS TUTTLE VO-TECH SCHOOL,BETHANY,OKLAHOMA,,OK,,OKLAHOMA,,N,,35.60083,-97.64056
FRS,110026617070,110026617070,SOUTH INDEPENDENT SCHOOL,BROKEN ARROW,TULSA,,OK,74011,OKLAHOMA,,N,,36.01778,-95.80083
FRS,110025709366,110025709366,CHILDERS MIDDLE SCHOOL,LEONARD,TULSA,,OK,,OKLAHOMA,,N,,35.98806,-95.78278
FRS,110025490564,110025490564,ARROWHEAD ELEMENTARY SCHOOL,BROKEN ARROW,TULSA,,OK,74012,OKLAHOMA,,N,,36.06611,-95.80028
FRS,110025958355,110025958355,JEFFERSON SCHOOL,WEATHERFORD NW,CUSTER,,OK,,OKLAHOMA,,N,,35.68944,-98.70222
FRS,110025709721,110025709721,CIMARRON MIDDLE SCHOOL,SPENCER,OKLAHOMA,,OK,,OKLAHOMA,,N,,35.61944,-97.46111
FRS,110025886487,110025886487,FREDERICK MIDDLE SCHOOL,FREDERICK,TILLMAN,,OK,73542,OKLAHOMA,,N,,34.39028,-99.01528
FRS,110026604280,110026604280,GRACEMONT ELEMENTARY SCHOOL,GRACEMONT,CADDO,,OK,73042,OKLAHOMA,,N,,35.18889,-98.25639
FRS,110026119741,110026119741,GRANDFIELD HIGH SCHOOL,GRANDFIELD,TILLMAN,,OK,73546,OKLAHOMA,,N,,34.22944,-98.69278
FRS,110025765269,110025765269,GRANDFIELD ELEMENTARY SCHOOL,GRANDFIELD,TILLMAN,,OK,73546,OKLAHOMA,,N,,34.22833,-98.68361
FRS,110025999855,110025999855,GROVE PRIMARY SCHOOL,GROVE,DELAWARE,,OK,74344,OKLAHOMA,,N,,36.58722,-94.76944
FRS,110026914551,110026914551,DURANT MIDDLE SCHOOL,DURANT SOUTH,BRYAN,,OK,,OKLAHOMA,,N,,33.99583,-96.38056
FRS,110026617347,110026617347,BUTLER HIGH SCHOOL,BUTLER,CUSTER,,OK,73625,OKLAHOMA,,N,,35.63611,-99.18222
FRS,110026686432,110026686432,CATOOSA HIGH SCHOOL,MINGO,ROGERS,,OK,,OKLAHOMA,,N,,36.16667,-95.76056
FRS,110026603085,110026603085,CHECOTAH HIGH SCHOOL,CHECOTAH,MCINTOSH,,OK,74426,OKLAHOMA,,N,,35.46889,-95.52444
FRS,110025950362,110025950362,HINTON SENIOR HIGH SCHOOL,HINTON,CADDO,,OK,73047,OKLAHOMA,,N,,35.47472,-98.35778
FRS,110026908719,110026908719,POTEAU HIGH SCHOOL,POTEAU,LE FLORE,100 PIRATE LANE,OK,74953,OKLAHOMA,,N,,35.065,-94.62583
FRS,110026701601,110026701601,PRESTON HIGH SCHOOL,OKMULGEE NORTH,OKMULGEE,,OK,,OKLAHOMA,,N,,35.70889,-95.99111
FRS,110026797312,110026797312,SAINT CHARLES BORROMEO SCHOOL,OKLAHOMA CITY,OKLAHOMA,5000 N GROVE AVENUE,OK,73122,OKLAHOMA,,N,,35.52167,-97.61417
FRS,110025713468,110025713468,WOODWARD FIFTH AND SIXTH GRADE CENTER,WOODWARD,WOODWARD,,OK,73801,OKLAHOMA,,N,,36.43222,-99.39111
FRS,110027150099,110027150099,RANCH ACRES BAPTIST PRE-SCHOOL,JENKS,TULSA,,OK,,OKLAHOMA,,N,,36.11833,-95.93778
FRS,110026603469,110026603469,DIERKS SCHOOL,BROKEN BOW,MCCURTAIN,,OK,74728,OKLAHOMA,,N,,34.02139,-94.74278
FRS,110026701987,110026701987,SAINT ELIZABETH ANN SETON SCHOOL,EDMOND,OKLAHOMA,925 SO BOULEVARD,OK,73034,OKLAHOMA,,N,,35.645,-97.47861
FRS,110026045465,110026045465,NOWATA MIDDLE SCHOOL,NOWATA,NOWATA,707 W. OSAGE,OK,74048,OKLAHOMA,,N,,36.69611,-95.64028
FRS,110026108708,110026108708,COMPUTER OFFICE TRAINING CENTER,SPENCER,OKLAHOMA,,OK,,OKLAHOMA,,N,,35.51389,-97.48
FRS,110025999711,110025999711,GRIFFITH INDEPENDENT SCHOOL,HARRAH,OKLAHOMA,,OK,,OKLAHOMA,,N,,35.44861,-97.2475
FRS,110026108469,110026108469,CLEVELAND HIGH SCHOOL,CLEVELAND,PAWNEE,,OK,74020,OKLAHOMA,,N,,36.31472,-96.475
FRS,110026782881,110026782881,CLINTON MIDDLE SCHOOL,CLINTON,CUSTER,,OK,73601,OKLAHOMA,,N,,35.51639,-98.97222
