"Symbol","Scientific Name with Author","GSAT Common Name"
"LECAC7","Leonurus cardiaca L. ssp. cardiaca","common motherwort"
"LECHE","Lechea L.","pinweed"
"LECU","Lespedeza cuneata (Dum. Cours.) G. Don","sericea lespedeza"
"LECU2","Lens culinaris Medik.","lentil"
"LEDE","Lepidium densiflorum Schrad.","common pepperweed"
"LEDED","Lepidium densiflorum Schrad. var. densiflorum","common pepperweed"
"LEERS","Leersia Sw.","cutgrass"
"LEFR5","Lespedeza frutescens (L.) Hornem.","shrubby lespedeza"
"LEFU21","Leptochloa fusca (L.) Kunth","Malabar sprangletop"
"LEFUF","Leptochloa fusca (L.) Kunth ssp. fascicularis (Lam.) N. Snow","bearded sprangletop"
"LEFUU","Leptochloa fusca (L.) Kunth ssp. uninervia (J. Presl) N. Snow","Mexican sprangletop"
"LEGR2","Lesquerella gracilis (Hook.) S. Watson","spreading bladderpod"
"LEGRG","Lesquerella gracilis (Hook.) S. Watson ssp. gracilis","spreading bladderpod"
"LEHE","Leersia hexandra Sw.","southern cutgrass"
"LEHI2","Lespedeza hirta (L.) Hornem.","hairy lespedeza"
"LEHIC","Lespedeza hirta (L.) Hornem. ssp. curtissii Clewell","Curtiss' lespedeza"
"LEHIH2","Lespedeza hirta (L.) Hornem. ssp. hirta","hairy lespedeza"
"LELA","Lepidium lasiocarpum Nutt.","shaggyfruit pepperweed"
"LELAL","Lepidium lasiocarpum Nutt. var. lasiocarpum","shaggyfruit pepperweed"
"LELAW","Lepidium lasiocarpum Nutt. var. wrightii (A. Gray) C.L. Hitchc.","Wright's pepperweed"
"LELE2","Leersia lenticularis Michx.","catchfly grass"
"LEMA8","Leucanthemum maximum (Ramond) DC.","max chrysanthemum"
"LEMI","Lechea minor L.","thymeleaf pinweed"
"LEMI3","Lemna minor L.","common duckweed"
"LEMI6","Lemna minuta Kunth","least duckweed"
"LEMNA","Lemna L.","duckweed"
"LEMU","Leucospora multifida (Michx.) Nutt.","narrowleaf paleseed"
"LEMU3","Lechea mucronata Raf.","hairy pinweed"
"LENE","Leonotis nepetifolia (L.) R. Br.","Christmas candlestick"
"LENE2","Leptochloa nealleyi Vasey","Nealley's sprangletop"
"LENS","Lens Mill.","lentil"
"LEOB","Lepidium oblongum Small","veiny pepperweed"
"LEOB2","Lemna obscura (Austin) Daubs","little duckweed"
"LEOBO","Lepidium oblongum Small var. oblongum","veiny pepperweed"
"LEONO","Leonotis (Pers.) W.T. Aiton","lion's ear"
"LEONU","Leonurus L.","motherwort"
"LEOR","Leersia oryzoides (L.) Sw.","rice cutgrass"
"LEPA3","Leptochloa panicoides (J. Presl) Hitchc.","Amazon sprangletop"
"LEPA6","Leptochloa panicea (Retz.) Ohwi","mucronate sprangletop"
"LEPAB","Leptochloa panicea (Retz.) Ohwi ssp. brachiata (Steud.) N. Snow","mucronate sprangeltop"
"LEPAM","Leptochloa panicea (Retz.) Ohwi ssp. mucronata (Michx.) Nowack","mucronate sprangletop"
"LEPE","Lemna perpusilla Torr.","minute duckweed"
"LEPID","Lepidium L.","pepperweed"
"LEPR","Lespedeza procumbens Michx.","trailing lespedeza"
"LEPTO","Leptochloa P. Beauv.","sprangletop"
"LEPU4","Lechea pulchella Raf.","Leggett's pinweed"
"LEPUP2","Lechea pulchella Raf. var. pulchella","Leggett's pinweed"
"LEPUR","Lepuropetalon Elliot","lepuropetalon"
"LERA","Lechea racemulosa Michx.","Illinois pinweed"
"LERE2","Lespedeza repens (L.) W. Bartram","creeping lespedeza"
"LERU","Lepidium ruderale L.","roadside pepperweed"
"LESC","Leptochloa scabra Nees","rough sprangletop"
"LESI","Leonurus sibiricus L.","honeyweed"
"LESP","Lepuropetalon spathulatum Elliot","petiteplant"
"LESPE","Lespedeza Michx.","lespedeza"
"LESQU","Lesquerella S. Watson","bladderpod"
"LEST5","Lespedeza stuevei Nutt.","tall lespedeza"
"LETE","Lechea tenuifolia Michx.","narrowleaf pinweed"
"LETH4","Lespedeza thunbergii (DC.) Nakai","Thunberg's lespedeza"
"LEUCA4","Leucanthemum Mill.","daisy"
"LEUCO2","Leucojum L.","snowflake"
"LEUCO4","Leucospora Nutt.","leucospora"
"LEUCO5","Leucothoe D. Don","doghobble"
"LEVA","Lemna valdiviana Phil.","valdivia duckweed"
"LEVI2","Leersia virginica Willd.","whitegrass"
"LEVI3","Lepidium virginicum L.","Virginia pepperweed"
"LEVI6","Lespedeza violacea (L.) Pers.","violet lespedeza"
"LEVI7","Lespedeza virginica (L.) Britton","slender lespedeza"
"LEVIM","Lepidium virginicum L. var. medium (Greene) C.L. Hitchc.","medium pepperweed"
"LEVIV2","Lepidium virginicum L. var. virginicum","Virginia pepperweed"
"LEVU","Leucanthemum vulgare Lam.","oxeye daisy"
"LIAC","Liatris acidota Engelm. & A. Gray","sharp blazing star"
"LIAE","Litsea aestivalis (L.) Fernald","pondspice"
"LIAL2","Linum alatum (Small) Winkl.","winged flax"
"LIAN5","Lindernia antipoda (L.) Alston","sparrow false pimpernel"
"LIAR","Limnodea arkansana (Nutt.) L.H. Dewey","Ozark grass"
"LIAS","Liatris aspera Michx.","tall blazing star"
"LIASA","Liatris aspera Michx. var. aspera","tall blazing star"
"LIASI","Liatris aspera Michx. var. intermedia (Lunell) Gaiser","tall blazing star"
"LIASS","Liatris aspera Michx. var. salutans (Lunell) Shinners","tall blazing star"
"LIATR","Liatris Gaertn. ex Schreb.","blazing star"
"LIAU3","Listera australis Lindl.","southern twayblade"
"LIBE2","Linum berlandieri Hook.","Berlandier's yellow flax"
"LIBE3","Lindera benzoin (L.) Blume","northern spicebush"
"LIBEB2","Linum berlandieri Hook. var. berlandieri","Berlandier's yellow flax"
"LIBEP","Lindera benzoin (L.) Blume var. pubescens (Palmer & Steyerm.) Rehder","northern spicebush"
"LICA13","Lithospermum caroliniense (Walter ex J.F. Gmel.) MacMill.","Carolina puccoon"
"LICA17","Limonium carolinianum (Walter) Britton","Carolina sealavender"
"LICA31","Lilaeopsis carolinensis J.M. Coult. & Rose","Carolina grasswort"
"LICA4","Lilium catesbaei Walter","pine lily"
"LICAC2","Lilium catesbaei Walter ssp. catesbaei","pine lily"
"LICAC8","Lithospermum caroliniense (Walter ex J.F. Gmel.) MacMill. var. caroliniense","Carolina puccoon"
"LICAN","Licania Aubl.","licania"
"LICH","Lilaeopsis chinensis (L.) Kuntze","eastern grasswort"
"LICR","Lindernia crustacea (L.) F. Muell.","Malaysian false pimpernel"
"LIDU","Lindernia dubia (L.) Pennell","yellowseed false pimpernel"
"LIDUA","Lindernia dubia (L.) Pennell var. anagallidea (Michx.) Cooperr.","yellowseed false pimpernel"
"LIDUD","Lindernia dubia (L.) Pennell var. dubia","yellowseed false pimpernel"
"LIEL","Liatris elegans (Walter) Michx.","pinkscale blazing star"
"LIELE","Liatris elegans (Walter) Michx. var. elegans","pinkscale blazing star"
"LIFL","Linum floridanum (Planch.) Trel.","Florida yellow flax"
"LIFLC","Linum floridanum (Planch.) Trel. var. chrysocarpum C.M. Rogers","Florida yellow flax"
"LIFLF2","Linum floridanum (Planch.) Trel. var. floridanum","Florida yellow flax"
"LIFO2","Lilium formosanum A. Wallace","Formosa lily"
"LIGUS2","Ligustrum L.","privet"
"LIIM","Linum imbricatum (Raf.) Shinners","tufted flax"
"LIIN2","Lithospermum incisum Lehm.","narrowleaf stoneseed"
"LIJA","Ligustrum japonicum Thunb.","Japanese privet"
"LILA8","Lilium lancifolium Thunb.","tiger lily"
"LILAE2","Lilaeopsis Greene","grasswort"
"LILE3","Linum lewisii Pursh","Lewis flax"
"LILEL2","Linum lewisii Pursh var. lewisii","prairie flax"
"LILIU","Lilium L.","lily"
"LILU2","Ligustrum lucidum W.T. Aiton","glossy privet"
"LIMA10","Linum macrocarpum C.M. Rogers","Spring Hill flax"
"LIME2","Linum medium (Planch.) Britton","stiff yellow flax"
"LIME7","Lindera melissifolia (Walter) Blume","southern spicebush"
"LIMET","Linum medium (Planch.) Britton var. texanum (Planch.) Fernald","stiff yellow flax"
"LIMI","Lilium michauxii Poir.","Carolina lily"
"LIMI12","Lipocarpha micrantha (Vahl) G. Tucker","smallflower halfchaff sedge"
"LIMI5","Licania michauxii Prance","gopher apple"
"LIMNO","Limnobium Rich.","spongeplant"
"LIMNO2","Limnodea L.H. Dewey","Ozark grass"
"LIMNO3","Limnosciadium Mathias & Constance","dogshade"
"LIMNO4","Limnophila R. Br.","marshweed"
"LIMON","Limonium Mill.","sealavender"
"LIMU","Liatris mucronata DC.","cusp blazing star"
"LIMU6","Liriope muscari (Decne.) L.H. Bailey","big blue lilyturf"
"LINAR","Linaria Mill.","toadflax"
"LINDE","Lindernia All.","false pimpernel"
"LINDE2","Lindera Thunb.","spicebush"
"LINDH","Lindheimera A. Gray & Engelm.","lindheimera"
"LINUM","Linum L.","flax"
"LIPI2","Limnosciadium pinnatum (DC.) Mathias & Constance","tansy dogshade"
"LIPOC","Lipocarpha R. Br.","halfchaff sedge"
"LIPU","Liatris punctata Hook.","dotted blazing star"
"LIPU2","Limnosciadium pumilum (Engelm. & A. Gray) Mathias & Constance","prairie dogshade"
"LIPUN","Liatris punctata Hook. var. nebraskana Gaiser","Nebraska blazing star"
"LIPY","Liatris pycnostachya Michx.","prairie blazing star"
"LIPYP","Liatris pycnostachya Michx. var. pycnostachya","prairie blazing star"
"LIQUI","Liquidambar L.","sweetgum"
"LIRIO","Liriodendron L.","tuliptree"
"LIRIO2","Liriope Lour.","lilyturf"
"LISI","Ligustrum sinense Lour.","Chinese privet"
"LISP","Liatris spicata (L.) Willd.","dense blazing star"
"LISP2","Limnobium spongia (Bosc) Rich. ex Steud.","American spongeplant"
"LISPS","Liatris spicata (L.) Willd. var. spicata","dense blazing star"
"LISQ","Liatris squarrosa (L.) Michx.","scaly blazing star"
"LISQ2","Liatris squarrulosa Michx.","Appalachian blazing star"
"LISQA","Liatris squarrosa (L.) Michx. var. alabamensis (Alexander) Gaiser","Alabama blazing star"
"LISQH","Liatris squarrosa (L.) Michx. var. hirsuta (Rydb.) Gaiser","scaly blazing star"
"LISQS","Liatris squarrosa (L.) Michx. var. squarrosa","scaly blazing star"
"LIST","Linum striatum Walter","ridged yellow flax"
"LIST2","Liquidambar styraciflua L.","sweetgum"
"LISTE","Listera R. Br.","twayblade"
"LISU4","Linum sulcatum Riddell","grooved flax"
"LISU8","Lindera subcoriacea B.E. Wofford","bog spicebush"
"LISUS","Linum sulcatum Riddell var. sulcatum","grooved flax"
"LITE","Liatris tenuis Shinners","Gulf blazing star"
"LITE3","Lindheimera texana A. Gray & Engelm.","Texas yellowstar"
"LITHO3","Lithospermum L.","stoneseed"
"LITSE","Litsea Lam.","litsea"
"LITU","Liriodendron tulipifera L.","tuliptree"
"LITU2","Lithospermum tuberosum Rugel ex DC.","tuberous stoneseed"
"LIUS","Linum usitatissimum L.","common flax"
"LIVU","Ligustrum vulgare L.","European privet"
"LIVU2","Linaria vulgaris Mill.","butter and eggs"
"LOAM4","Lobelia amoena Michx.","southern lobelia"
"LOAMG","Lobelia amoena Michx. var. glandulifera A. Gray","southern lobelia"
"LOAP","Lobelia appendiculata A. DC.","pale lobelia"
"LOAPA","Lobelia appendiculata A. DC. var. appendiculata","pale lobelia"
"LOAU","Lophiola aurea Ker Gawl.","goldencrest"
"LOBEL","Lobelia L.","lobelia"
"LOBR3","Lobelia brevifolia Nutt. ex A. DC.","shortleaf lobelia"
"LOBUL","Lobularia Desv.","lobularia"
"LOCA2","Lobelia cardinalis L.","cardinalflower"
"LOEL","Lobelia elongata Small","longleaf lobelia"
"LOFL2","Lobelia flaccidifolia Small","foldear lobelia"
"LOFL3","Lobelia floridana Chapm.","Florida lobelia"
"LOFR","Lonicera fragrantissima Lindl. & Paxton","sweet breath of spring"
"LOIN","Lobelia inflata L.","Indian-tobacco"
"LOJA","Lonicera japonica Thunb.","Japanese honeysuckle"
"LOLIU","Lolium L.","ryegrass"
"LOMA","Lobularia maritima (L.) Desv.","sweet alyssum"
"LONIC","Lonicera L.","honeysuckle"
"LONU","Lobelia nuttallii Schult.","Nuttall's lobelia"
"LOPE","Lolium perenne L.","perennial ryegrass"
"LOPEM2","Lolium perenne L. ssp. multiflorum (Lam.) Husnot","Italian ryegrass"
"LOPEP","Lolium perenne L. ssp. perenne","perennial ryegrass"
"LOPHI","Lophiola Ker Gawl.","lophiola"
"LOPU","Lobelia puberula Michx.","downy lobelia"
"LOPUM","Lobelia puberula Michx. var. mineolana E. Wimm.","downy lobelia"
"LOPUP","Lobelia puberula Michx. var. pauciflora Bush","downy lobelia"
"LOPUP2","Lobelia puberula Michx. var. puberula","downy lobelia"
"LOPUS","Lobelia puberula Michx. var. simulans Fernald","downy lobelia"
"LORI","Lolium rigidum Gaudin","Wimmera ryegrass"
"LOSE","Lonicera sempervirens L.","trumpet honeysuckle"
"LOSI","Lobelia siphilitica L.","great blue lobelia"
"LOSIL","Lobelia siphilitica L. var. ludoviciana A. DC.","great blue lobelia"
"LOSP","Lobelia spicata Lam.","palespike lobelia"
"LOSPL","Lobelia spicata Lam. var. leptostachys (A. DC.) Mack. & Bush","palespike lobelia"
"LOSPS","Lobelia spicata Lam. var. scaposa McVaugh","palespike lobelia"
"LOSPS4","Lobelia spicata Lam. var. spicata","palespike lobelia"
"LOTE2","Lolium temulentum L.","Darnel ryegrass"
"LOTET","Lolium temulentum L. ssp. temulentum","Darnel ryegrass"
"LOTUS","Lotus L.","trefoil"
"LOUN","Lotus unifoliolatus (Hook.) Benth.","American bird's-foot trefoil"
"LOUNU","Lotus unifoliolatus (Hook.) Benth. var. unifoliolatus","American bird's-foot trefoil"
"LUAC","Luzula acuminata Raf.","hairy woodrush"
"LUAC2","Luffa acutangula (L.) Roxb.","sinkwa towelsponge"
"LUACC2","Luzula acuminata Raf. ssp. carolinae (S. Watson) Z. Kaplan","Carolina woodrush"
"LUAE","Luffa aegyptiaca Mill.","sponge gourd"
"LUAL","Ludwigia alata Elliot","winged primrose-willow"
"LUAL2","Ludwigia alternifolia L.","seedbox"
"LUBU","Luzula bulbosa (Alph. Wood) Smyth & Smyth","bulbous woodrush"
"LUDE4","Ludwigia decurrens Walter","wingleaf primrose-willow"
"LUDWI","Ludwigia L.","primrose-willow"
"LUEC","Luzula echinata (Small) F.J. Herm.","hedgehog woodrush"
"LUFFA","Luffa Mill.","luffa"
"LUFL2","Luziola fluitans (Michx.) Terrell & H. Rob.","southern watergrass"
"LUGL","Ludwigia glandulosa Walter","cylindricfruit primrose-willow"
"LUGLB","Ludwigia glandulosa Walter ssp. brachycarpa (Torr. & A. Gray) Peng","cylindricfruit primrose-willow"
"LUGLG2","Ludwigia glandulosa Walter ssp. glandulosa","cylindricfruit primrose-willow"
"LUGR9","Ludwigia grandiflora (Michx.) Greuter & Burdet","large-flower primrose-willow"
"LUGRG2","Ludwigia grandiflora (Michx.) Greuter & Burdet ssp. grandiflora","large-flower primrose-willow"
"LUHI","Ludwigia hirtella Raf.","spindleroot"
"LULE4","Ludwigia leptocarpa (Nutt.) H. Hara","anglestem primrose-willow"
"LULI","Ludwigia linearis Walter","narrowleaf primrose-willow"
"LUMA4","Ludwigia maritima Harper","seaside primrose-willow"
"LUMI4","Ludwigia microcarpa Michx.","smallfruit primrose-willow"
"LUOC","Ludwigia octovalvis (Jacq.) P.H. Raven","Mexican primrose-willow"
"LUOCO","Ludwigia octovalvis (Jacq.) P.H. Raven ssp. octovalvis","Mexican primrose-willow"
"LUPA","Ludwigia palustris (L.) Elliot","marsh seedbox"
"LUPE3","Lupinus perennis L.","sundial lupine"
"LUPE4","Luziola peruviana Juss. ex J.F. Gmel.","Peruvian watergrass"
"LUPE5","Ludwigia peploides (Kunth) P.H. Raven","floating primrose-willow"
"LUPEG","Lupinus perennis L. ssp. gracilis (Nutt.) D. Dunn","sundial lupine"
"LUPEG2","Ludwigia peploides (Kunth) P.H. Raven ssp. glabrescens (Kuntze) P.H. Raven","floating primrose-willow"
"LUPEM","Ludwigia peploides (Kunth) P.H. Raven ssp. montevidensis (Spreng.) P.H. Raven","floating primrose-willow"
"LUPEP2","Ludwigia peploides (Kunth) P.H. Raven ssp. peploides","floating primrose-willow"
"LUPI","Ludwigia pilosa Walter","hairy primrose-willow"
"LUPIN","Lupinus L.","lupine"
"LURE2","Ludwigia repens J.R. Forst.","creeping primrose-willow"
"LUSP","Ludwigia sphaerocarpa Elliot","globefruit primrose-willow"
"LUSU","Lupinus subcarnosus Hook.","Texas bluebonnet"
"LUTE","Lupinus texensis Hook.","Texas lupine"
"LUVI","Lupinus villosus Willd.","lady lupine"
"LUZIO","Luziola Juss.","watergrass"
"LUZUL","Luzula DC.","woodrush"
"LYAL4","Lythrum alatum Pursh","winged lythrum"
"LYAL5","Lycopodiella alopecuroides (L.) Cranfill","foxtail clubmoss"
"LYALL","Lythrum alatum Pursh var. lanceolatum (Elliot) Torr. & A. Gray ex Rothr.","winged lythrum"
"LYAM","Lycopus americanus Muhl. ex W. Bartram","American water horehound"
"LYAP4","Lycopodiella appressa (Chapm.) Cranfill","southern bog clubmoss"
"LYAS4","Lycianthes asarifolia (Kunth & Bouché) Bitter","gingerleaf"
"LYBA4","Lycium barbarum L.","matrimony vine"
"LYCA2","Lycium carolinianum Walter","Carolina desert-thorn"
"LYCA5","Lycopodiella caroliniana (L.) Pic. Serm.","slender clubmoss"
"LYCAC","Lycopodiella caroliniana (L.) Pic. Serm. var. caroliniana","slender clubmoss"
"LYCAQ","Lycium carolinianum Walter var. quadrifidum (Dunal) C.L. Hitchc.","Carolina desert-thorn"
"LYCE2","Lycopodiella cernua (L.) Pic. Serm.","staghorn clubmoss"
"LYCEC","Lycopodiella cernua (L.) Pic. Serm. var. cernua","staghorn clubmoss"
"LYCHN","Lychnis L.","campion"
"LYCIA","Lycianthes (Dunal) Hassler","lycianthes"
"LYCIU","Lycium L.","desert-thorn"
"LYCO","Lychnis coronaria (L.) Desr.","rose campion"
"LYCOP4","Lycopus L.","waterhorehound"
"LYCOP6","Lycopodiella Holub","clubmoss"
"LYCOR","Lycoris Herbert","lycoris"
"LYEU","Lycopus europaeus L.","gypsywort"
"LYGOD2","Lygodium Sw.","climbing fern"
"LYJA","Lygodium japonicum (Thunb.) Sw.","Japanese climbing fern"
"LYJA2","Lysimachia japonica Thunb.","Japanese yellow loosestrife"
"LYLA","Lysimachia lanceolata Walter","lanceleaf loosestrife"
"LYLI","Lyonia ligustrina (L.) DC.","maleberry"
"LYLI2","Lythrum lineare L.","wand lythrum"
"LYLIF","Lyonia ligustrina (L.) DC. var. foliosiflora (Michx.) Fernald","maleberry"
"LYLU3","Lyonia lucida (Lam.) K. Koch","fetterbush lyonia"
"LYMA2","Lyonia mariana (L.) D. Don","piedmont staggerbush"
"LYNU","Lysimachia nummularia L.","creeping jenny"
"LYONI","Lyonia Nutt.","staggerbush"
"LYPR3","Lycopodiella prostrata (Harper) Cranfill","featherstem clubmoss"
"LYRA","Lycoris radiata (L'Hér.) Herbert","red spider lily"
"LYRA3","Lysimachia radicans Hook.","trailing yellow loosestrife"
"LYRU","Lycopus rubellus Moench","taperleaf water horehound"
"LYSIM","Lysimachia L.","yellow loosestrife"
"LYTHR","Lythrum L.","loosestrife"
"LYVI4","Lycopus virginicus L.","Virginia water horehound"
"MAAC","Magnolia acuminata (L.) L.","cucumber-tree"
"MAAN3","Malus angustifolia (Aiton) Michx.","southern crabapple"
"MAANA","Malus angustifolia (Aiton) Michx. var. angustifolia","southern crabapple"
"MAANP","Malus angustifolia (Aiton) Michx. var. puberula Rehder","southern crabapple"
"MAAR14","Malvaviscus arboreus Dill. ex Cav.","wax mallow"
"MAARD","Malvaviscus arboreus Dill. ex Cav. var. drummondii (Torr. & A. Gray) Schery","wax mallow"
"MACA5","Malachra capitata (L.) L.","malva de caballo"
"MACA7","Marshallia caespitosa Nutt. ex DC.","puffballs"
"MACA9","Matelea carolinensis (Jacq.) Woodson","maroon Carolina milkvine"
"MACAC2","Marshallia caespitosa Nutt. ex DC. var. caespitosa","puffballs"
"MACAS","Marshallia caespitosa Nutt. ex DC. var. signata Beadle & F.E. Boynt.","puffballs"
"MACFA","Macfadyena A. DC.","macfadyena"
"MACLU","Maclura Nutt.","maclura"
"MACO6","Malvastrum coromandelianum (L.) Garcke","threelobe false mallow"
"MACRA2","Macranthera Nutt. ex Benth.","macranthera"
"MACRO3","Macrothelypteris (H. Itô) Ching","macrothelypteris"
"MACRO4","Macroptilium (Benth.) Urb.","bushbean"
"MACY3","Matelea cynanchoides (Engelm.) Woodson","prairie milkvine"
"MADE3","Matelea decipiens (Alexander) Woodson","oldfield milkvine"
"MADI6","Matricaria discoidea DC.","disc mayweed"
"MAFL2","Mayaca fluviatilis Aubl.","stream bogmoss"
"MAFL4","Macranthera flammea (Bartram) Pennell","flameflower"
"MAFL80","Malus floribunda Siebold ex Van Houtte","Japanese flowering crabapple"
"MAGNO","Magnolia L.","magnolia"
"MAGO","Matelea gonocarpos (Walter) Shinners","angularfruit milkvine"
"MAGR4","Magnolia grandiflora L.","southern magnolia"
"MAGR6","Marshallia graminifolia (Walter) Small","grassleaf Barbara's buttons"
"MAGR8","Manihot grahamii Hook.","Graham's manihot"
"MAGRC2","Marshallia graminifolia (Walter) Small var. cynanthera (Elliot) Beadle & F.E. Boynt.","grassleaf Barbara's buttons"
"MAIAN","Maianthemum F.H. Wigg.","mayflower"
"MAIO","Malus ioensis (Alph. Wood) Britton","prairie crabapple"
"MAIOI","Malus ioensis (Alph. Wood) Britton var. ioensis","prairie crabapple"
"MALA9","Macroptilium lathyroides (L.) Urb.","wild bushbean"
"MALAC","Malachra L.","leafbract"
"MALAX","Malaxis Sol. ex Sw.","adder's-mouth orchid"
"MALUS","Malus Mill.","apple"
"MALVA","Malva L.","mallow"
"MALVA2","Malvastrum A. Gray","false mallow"
"MALVA3","Malvaviscus Fabr.","wax mallow"
"MAMA2","Magnolia macrophylla Michx.","bigleaf magnolia"
"MAMA9","Marsilea macropoda Engelm. ex A. Braun","bigfoot waterclover"
"MANFR","Manfreda Salisb.","tuberose"
"MANIH","Manihot Mill.","cassava"
"MAPA5","Malva parviflora L.","cheeseweed mallow"
"MAPO","Maclura pomifera (Raf.) C.K. Schneid.","osage orange"
"MAPU","Malus pumila Mill.","paradise apple"
"MAPU7","Mazus pumilus (Burm. f.) Steenis","Japanese mazus"
"MAPY","Magnolia pyramidata Bartram","pyramid magnolia"
"MARA7","Maianthemum racemosum (L.) Link","feathery false lily of the valley"
"MARAR","Maianthemum racemosum (L.) Link ssp. racemosum","feathery false lily of the valley"
"MARSH","Marshallia Schreb.","Barbara's buttons"
"MARSI","Marsilea L.","waterclover"
"MASY","Malva sylvestris L.","high mallow"
"MATEL","Matelea Aubl.","milkvine"
"MATO3","Macrothelypteris torresiana (Gaudich.) Ching","swordfern"
"MATR2","Marshallia trinervia (Walter) Trel.","broadleaf Barbara's buttons"
"MATRI","Matricaria L.","mayweed"
"MAUN","Malaxis unifolia Michx.","green adder's-mouth orchid"
"MAUN3","Macfadyena unguis-cati (L.) A.H. Gentry","catclawvine"
"MAVE2","Marsilea vestita Hook. & Grev.","hairy waterclover"
"MAVI2","Magnolia virginiana L.","sweetbay"
"MAVI5","Manfreda virginica (L.) Salisb. ex Rose","false aloe"
"MAYAC","Mayaca Aubl.","mayaca"
"MAZUS","Mazus Lour.","mazus"
"MEAC","Mecardonia acuminata (Walter) Small","axilflower"
"MEACA","Mecardonia acuminata (Walter) Small var. acuminata","axilflower"
"MEACM","Mecardonia acuminata (Walter) Small var. microphylla (Raf.) Pennell","axilflower"
"MEAR","Medicago arabica (L.) Huds.","spotted medick"
"MEAZ","Melia azedarach L.","Chinaberrytree"
"MECAR","Mecardonia Ruiz & Pav.","mecardonia"
"MECO4","Melochia corchorifolia L.","chocolateweed"
"MEDEO","Medeola L.","Indian cucumber"
"MEDI2","Merremia dissecta (Jacq.) Hallier f.","noyau vine"
"MEDIC","Medicago L.","alfalfa"
"MEIN2","Melilotus indicus (L.) All.","annual yellow sweetclover"
"MELA5","Medicago laciniata (L.) Mill.","cutleaf medick"
"MELAL","Melaleuca L.","melaleuca"
"MELAN2","Melanthera Rohr","squarestem"
"MELIA","Melia L.","melia"
"MELIC","Melica L.","melicgrass"
"MELIL","Melilotus Mill.","sweetclover"
"MELIN","Melinis P. Beauv.","stinkgrass"
"MELIS","Melissa L.","balm"
"MELOC","Melochia L.","melochia"
"MELOT","Melothria L.","melothria"
"MELU","Medicago lupulina L.","black medick"
"MEMI","Medicago minima (L.) L.","burr medick"
"MEMU","Melica mutica Walter","twoflower melicgrass"
"MENI3","Melanthera nivea (L.) Small","snow squarestem"
"MENTH","Mentha L.","mint"
"MEOF","Melilotus officinalis (L.) Lam.","yellow sweetclover"
"MEOF2","Melissa officinalis L.","common balm"
"MEOR2","Medicago orbicularis (L.) Bartal.","blackdisk medick"
"MEPE3","Melothria pendula L.","Guadeloupe cucumber"
"MEPEP","Melothria pendula L. var. pendula","Guadeloupe cucumber"
"MEPI","Mentha ×piperita L. (pro sp.) [aquatica × spicata]","peppermint"
"MEPO3","Medicago polymorpha L.","burclover"
"MEPR2","Mecardonia procumbens (Mill.) Small","baby jump-up"
"MEPY","Melochia pyramidata L.","pyramidflower"
"MEQU","Melaleuca quinquenervia (Cav.) S.F. Blake","punktree"
"MERE9","Melinis repens (Willd.) Zizka","rose Natal grass"
"MERRE","Merremia Dennst. ex Endl.","woodrose"
"MESA","Medicago sativa L.","alfalfa"
"MESAS","Medicago sativa L. ssp. sativa","alfalfa"
"MESP3","Mentha spicata L.","spearmint"
"MESU5","Mentha suaveolens Ehrh.","apple mint"
"MEVI","Medeola virginiana L.","Indian cucumber"
"MIAL2","Mimulus alatus Aiton","sharpwing monkeyflower"
"MIAL4","Mirabilis albida (Walter) Heimerl","white four o'clock"
"MICO9","Mikania cordifolia (L. f.) Willd.","Florida Keys hempvine"
"MICRA","Micranthemum Michx.","mudflower"
"MICRO18","Microthlaspi F.K. Mey.","pennycress"
"MICRO7","Microstegium Nees","browntop"
"MIHI2","Mitracarpus hirtus (L.) DC.","tropical girdlepod"
"MIHY2","Mimosa hystricina (Small ex Britton & Rose) B.L. Turner","porcupine mimosa"
"MIJA","Mirabilis jalapa L.","marvel of Peru"
"MIKAN","Mikania Willd.","hempvine"
"MILA15","Mimosa latidens (Small) B.L. Turner","Kairn's sensitive-briar"
"MIMI22","Mimosa microphylla Dryand.","littleleaf sensitive-briar"
"MIMOS","Mimosa L.","sensitive plant"
"MIMU6","Minuartia muscorum (Fassett) Rabeler","Dixie stitchwort"
"MIMUL","Mimulus L.","monkeyflower"
"MINU6","Mimosa nuttallii (DC. ex Britton & Rose) B.L. Turner","Nuttall's sensitive-briar"
"MINUA","Minuartia L.","stitchwort"
"MINY","Mirabilis nyctaginea (Michx.) MacMill.","heartleaf four o'clock"
"MIPA6","Minuartia patula (Michx.) Mattf.","pitcher's stitchwort"
"MIPE3","Mitreola petiolata (J.F. Gmel.) Torr. & A. Gray","lax hornpod"
"MIPE8","Microthlaspi perfoliatum (L.) F.K. Mey.","claspleaf pennycress"
"MIRAB","Mirabilis L.","four o'clock"
"MIRE","Mitchella repens L.","partridgeberry"
"MIRI","Mimulus ringens L.","Allegheny monkeyflower"
"MIRIR","Mimulus ringens L. var. ringens","Allegheny monkeyflower"
"MISC","Mikania scandens (L.) Willd.","climbing hempvine"
"MISCA","Miscanthus Andersson","silvergrass"
"MISE3","Mitreola sessilifolia (J.F. Gmel.) G. Don","swamp hornpod"
"MISI","Miscanthus sinensis Andersson","Chinese silvergrass"
"MIST2","Mimosa strigillosa Torr. & A. Gray","powderpuff"
"MITCH","Mitchella L.","mitchella"
"MITRA","Mitracarpus Zucc.","girdlepod"
