-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
wlsn        49718.000    1995     1     1     0
wlsn        52274.750    2001    12    31    18
wlsn     -2483640.617 -4660073.111  3568172.089
51658.50     1.037767    -0.541445    -0.639248
51658.75     0.993639    -0.071739    -2.048734
51659.00     0.923632    -0.126162    -0.987752
51659.25     0.677359    -0.019666    -1.658730
51659.50     0.963149    -0.323152    -1.521455
51659.75     1.052818     0.040360    -2.529134
51660.00     1.060198    -0.127851    -1.273240
51660.25     0.994699    -0.145272    -1.569310
51660.50     1.413291    -0.459219    -1.454009
51660.75     1.411456    -0.048155    -2.503594
51661.00     1.318922    -0.212344    -1.203471
51661.25     0.879397    -0.188468    -1.308676
51661.50     0.993769    -0.461789    -0.791565
51661.75     0.701703    -0.076475    -1.310678
51662.00     0.454044    -0.226019    -0.083639
51662.25     0.028433    -0.249272    -0.171249
51662.50     0.152216    -0.600845     0.192257
51662.75    -0.149852    -0.250385    -0.621291
51663.00    -0.232607    -0.403698     0.504956
51663.25    -0.431253    -0.369053    -0.301869
51663.50    -0.109998    -0.605705    -0.741224
51663.75    -0.170205    -0.111936    -2.294669
51664.00    -0.204242    -0.087510    -1.639122
51664.25    -0.424962     0.061811    -2.472042
51664.50    -0.123202    -0.177416    -2.375135
51664.75    -0.270466     0.316957    -3.505871
51665.00    -0.363261     0.237882    -2.165340
51665.25    -0.571800     0.267617    -2.154131
51665.50    -0.238718    -0.004463    -1.955070
51665.75    -0.300164     0.372286    -2.680790
51666.00    -0.310835     0.229067    -1.032596
51666.25    -0.499759     0.245157    -1.023953
51666.50    -0.138926    -0.097260    -0.408015
51666.75    -0.154242     0.228593    -1.100612
51667.00    -0.095241     0.072658     0.212565
51667.25    -0.344177     0.115035     0.008895
51667.50    -0.007372    -0.197365     0.547998
51667.75     0.098292     0.135491    -0.380375
51668.00     0.102145     0.039684     0.753358
51668.25    -0.069097     0.093191     0.185169
51668.50     0.356034    -0.205562     0.531676
51668.75     0.383778     0.242384    -0.376174
51669.00     0.398603     0.122953     0.843564
51669.25     0.233732     0.159733     0.445249
51669.50     0.567580    -0.117929     0.591056
51669.75     0.532247     0.258027    -0.385515
51670.00     0.418947     0.184634     0.520487
51670.25     0.037400     0.208216    -0.093948
51670.50     0.233305    -0.101250    -0.046084
51670.75     0.126489     0.280609    -1.122991
51671.00     0.008524     0.195262    -0.344365
51671.25    -0.357554     0.225492    -0.890405
51671.50    -0.107487    -0.116839    -0.676331
51671.75    -0.135871     0.181388    -1.669963
51672.00    -0.223221     0.019482    -0.627268
51672.25    -0.603715    -0.025728    -0.723784
51672.50    -0.305979    -0.402521    -0.364389
51672.75    -0.273959    -0.098844    -1.229969
51673.00    -0.260644    -0.198546    -0.355227
51673.25    -0.428024    -0.203335    -0.768305
51673.50    -0.181888    -0.518481    -0.191128
51673.75    -0.334129    -0.223475    -0.519465
51674.00    -0.533166    -0.382764     0.996874
51674.25    -0.894464    -0.446340     0.928373
51674.50    -0.768746    -0.860125     1.636120
51674.75    -0.904084    -0.580571     0.997537
51675.00    -0.907719    -0.787141     2.037960
51675.25    -0.887299    -0.742568     1.046320
51675.50    -0.398030    -1.013865     0.729654
51675.75    -0.296752    -0.570046    -0.914755
51676.00    -0.282189    -0.574387    -0.427306
51676.25    -0.525481    -0.432066    -1.539821
51676.50    -0.266448    -0.646105    -1.948086
51676.75    -0.486660    -0.180938    -3.246044
51677.00    -0.721386    -0.208880    -2.272251
51677.25    -1.008781    -0.115810    -2.689537
51677.50    -0.795196    -0.351436    -2.326570
51677.75    -1.076088     0.114100    -3.178301
51678.00    -1.287093     0.044405    -1.828782
51678.25    -1.590304     0.122158    -2.046903
51678.50    -1.359898    -0.081980    -1.877329
51678.75    -1.534659     0.361197    -2.909862
51679.00    -1.540611     0.285580    -1.849550
51679.25    -1.753542     0.351019    -2.050687
51679.50    -1.434379     0.060349    -1.477713
51679.75    -1.439479     0.418673    -2.143729
51680.00    -1.420117     0.236997    -0.580246
51680.25    -1.515312     0.128055    -0.654125
51680.50    -1.029117    -0.278090    -0.367614
51680.75    -1.009161    -0.026333    -1.013290
51681.00    -0.871383    -0.232674    -0.116465
51681.25    -0.901940    -0.303667    -0.610320
51681.50    -0.375084    -0.680472    -0.482958
51681.75    -0.289500    -0.345004    -1.394980
51682.00    -0.155480    -0.493025    -0.389514
51682.25    -0.231420    -0.351973    -1.540030
51682.50     0.233452    -0.635189    -1.501293
51682.75     0.401432    -0.168032    -2.791742
51683.00     0.467131    -0.265227    -1.804582
51683.25     0.461320    -0.180225    -2.537125
51683.50     1.004546    -0.501273    -2.111213
51683.75     1.242905    -0.187652    -2.828120
51684.00     1.295775    -0.327891    -1.324776
51684.25     1.258298    -0.311047    -1.564718
51684.50     1.642128    -0.597105    -0.997447
51684.75     1.590139    -0.209622    -1.765828
51685.00     1.489282    -0.289176    -0.198894
51685.25     1.357305    -0.267632    -0.558291
51685.50     1.682869    -0.486849    -0.348815
51685.75     1.569155    -0.124013    -1.078795
51686.00     1.378781    -0.215582     0.443144
51686.25     0.971292    -0.168578     0.275799
51686.50     1.163558    -0.456247     0.832201
51686.75     0.981292    -0.180366     0.001908
51687.00     0.763735    -0.348851     1.352862
51687.25     0.527407    -0.441969     1.406349
51687.50     0.933006    -0.705691     1.740018
51687.75     0.932088    -0.407293     0.712321
51688.00     0.829532    -0.559796     1.627511
51688.25     0.746567    -0.590850     1.218661
51688.50     0.986453    -0.858907     1.580068
51688.75     0.773853    -0.481994     0.577720
51689.00     0.558680    -0.557844     1.737031
51689.25     0.310125    -0.495144     1.153593
51689.50     0.383446    -0.723997     1.263941
51689.75     0.309964    -0.438470     0.708209
51690.00     0.380163    -0.574468     1.953202
51690.25     0.524290    -0.608504     1.780826
51690.50     1.190008    -0.931784     2.140597
51690.75     1.489366    -0.619043     1.531662
51691.00     1.682421    -0.675120     2.325220
51691.25     1.687421    -0.544858     1.483186
51691.50     2.159747    -0.701481     1.185701
51691.75     2.212307    -0.248140     0.055206
51692.00     2.223258    -0.287193     0.989311
51692.25     2.156856    -0.244221     0.468844
51692.50     2.682867    -0.586746     0.706520
51692.75     2.660178    -0.232214    -0.219338
51693.00     2.562839    -0.367653     1.069085
51693.25     2.306414    -0.361013     0.905993
51693.50     2.528392    -0.637565     1.275237
51693.75     2.458087    -0.328438     0.545053
51694.00     2.265814    -0.509090     1.764689
51694.25     1.942509    -0.522344     1.375858
51694.50     2.145851    -0.843737     1.815695
51694.75     2.137298    -0.555600     0.850927
51695.00     1.907319    -0.629185     1.556428
51695.25     1.682514    -0.589887     1.048002
51695.50     1.890553    -0.902702     1.289595
51695.75     1.719719    -0.519889     0.020229
51696.00     1.397497    -0.583268     0.808904
51696.25     0.972207    -0.508809     0.275772
51696.50     1.082452    -0.690607     0.108950
51696.75     0.800032    -0.224667    -1.133732
51697.00     0.696724    -0.210669    -0.486439
51697.25     0.473647    -0.043338    -1.333757
51697.50     0.823666    -0.200745    -1.747739
51697.75     0.954044     0.178457    -2.902300
51698.00     1.004498     0.120077    -2.012080
51698.25     0.869754     0.084616    -2.271560
51698.50     1.199617    -0.192706    -2.210662
51698.75     1.247314     0.078120    -2.934450
51699.00     1.062421     0.008976    -1.815326
51699.25     0.899092    -0.011327    -2.055000
51699.50     1.157865    -0.270763    -1.607582
51699.75     1.076397     0.082003    -2.415133
51700.00     0.885450     0.046570    -1.194344
51700.25     0.865323    -0.044717    -0.973816
51700.50     1.250643    -0.286045    -0.900090
51700.75     1.303891    -0.041431    -1.685398
51701.00     1.469619    -0.237688    -0.247666
51701.25     1.540404    -0.380588    -0.275794
51701.50     1.741068    -0.626044    -0.372041
51701.75     1.737010    -0.331026    -1.039193
51702.00     1.681094    -0.452432     0.087198
51702.25     1.447109    -0.440356    -0.233415
51702.50     1.735473    -0.652748    -0.026765
51702.75     1.813627    -0.358564    -0.246077
51703.00     1.667435    -0.457165     1.282856
51703.25     1.499338    -0.490802     1.582428
51703.50     1.888777    -0.744389     2.163673
51703.75     1.888530    -0.404526     1.575476
51704.00     1.796497    -0.502841     2.746277
51704.25     1.693119    -0.475419     2.514218
51704.50     1.899335    -0.669460     2.505936
51704.75     1.773937    -0.291378     1.299575
51705.00     1.599399    -0.380707     2.256701
51705.25     1.340777    -0.315824     1.650254
51705.50     1.490058    -0.518874     1.586562
51705.75     1.339601    -0.124674     0.549722
51706.00     1.131161    -0.144778     1.224106
51706.25     0.740084    -0.018310     0.401677
51706.50     0.965916    -0.192181     0.170978
51706.75     0.861849     0.254012    -1.143213
51707.00     0.710519     0.181244    -0.447620
51707.25     0.416963     0.226441    -0.914223
51707.50     0.731798    -0.033088    -0.622172
51707.75     0.765526     0.346353    -1.615364
51708.00     0.827828     0.183708    -0.605550
51708.25     0.829490     0.067028    -0.564079
51708.50     1.234979    -0.282134    -0.380097
51708.75     1.275960     0.063012    -1.387246
51709.00     1.277141    -0.068516    -0.349816
51709.25     1.200921    -0.076721    -0.779634
51709.50     1.529458    -0.358173    -0.629174
51709.75     1.529044    -0.008270    -1.608026
51710.00     1.394337    -0.116343    -0.337851
51710.25     1.275706    -0.188381    -0.627953
51710.50     1.519602    -0.556690    -0.114043
51710.75     1.338493    -0.309763    -0.578715
51711.00     1.057298    -0.475240     1.064229
51711.25     0.798877    -0.507088     1.055502
51711.50     0.909982    -0.749007     1.313788
51711.75     0.730516    -0.348917     0.632704
51712.00     0.461567    -0.393857     1.964913
51712.25     0.182432    -0.267328     1.380759
51712.50     0.381399    -0.407782     1.217583
51712.75     0.245606    -0.028690     0.264240
51713.00    -0.133730    -0.115517     1.266233
51713.25    -0.454509    -0.095219     0.753523
51713.50    -0.204022    -0.382577     0.900534
51713.75    -0.213380    -0.110051    -0.027590
51714.00    -0.333989    -0.242320     0.962965
51714.25    -0.297303    -0.299655     0.763417
51714.50     0.142090    -0.682683     1.094544
51714.75     0.368097    -0.413256     0.122905
51715.00     0.405033    -0.547695     1.254339
51715.25     0.436352    -0.545299     0.913039
51715.50     0.829652    -0.729902     1.030294
51715.75     1.025752    -0.364666     0.245882
51716.00     0.995024    -0.405459     1.210386
51716.25     0.770338    -0.367803     0.912395
51716.50     1.073984    -0.547101     1.210810
51716.75     1.122061    -0.212652     0.340998
51717.00     0.844004    -0.286958     1.331432
51717.25     0.624872    -0.262577     0.660988
51717.50     0.945225    -0.546296     0.894038
51717.75     0.945483    -0.207699    -0.311063
51718.00     0.845680    -0.303568     0.744211
51718.25     0.786976    -0.317582     0.334346
51718.50     1.139914    -0.581530     0.365707
51718.75     1.133882    -0.229229    -0.921450
51719.00     1.076231    -0.298549    -0.177684
51719.25     0.930242    -0.287507    -0.821720
51719.50     1.298795    -0.554910    -0.948730
51719.75     1.447143    -0.314894    -1.842092
51720.00     1.428007    -0.482997    -0.756741
51720.25     1.355084    -0.491768    -1.207666
51720.50     1.644229    -0.751408    -1.096802
51720.75     1.573699    -0.413376    -2.110374
51721.00     1.269130    -0.506919    -1.037138
51721.25     1.065072    -0.574073    -0.943347
51721.50     1.223453    -0.846484    -0.804568
51721.75     1.024504    -0.494169    -1.515716
51722.00     0.871563    -0.580791    -0.344566
51722.25     0.741704    -0.478047    -0.768981
51722.50     0.965723    -0.661722    -0.844184
51722.75     0.899708    -0.284437    -1.764473
51723.00     0.735983    -0.355318    -0.722033
51723.25     0.487263    -0.279903    -1.233171
51723.50     0.688830    -0.470531    -1.211393
51723.75     0.646727    -0.093448    -2.088962
51724.00     0.438397    -0.164443    -0.781330
51724.25     0.186795    -0.021517    -1.433200
51724.50     0.391379    -0.294813    -1.111489
51724.75     0.299852     0.002719    -1.682942
51725.00     0.047195    -0.141186    -0.324125
51725.25    -0.152948    -0.097312    -0.646281
51725.50     0.051527    -0.373617    -0.475426
51725.75     0.000467    -0.085817    -1.307537
51726.00    -0.051650    -0.203307    -0.317134
51726.25    -0.326595    -0.176525    -0.813983
51726.50    -0.127139    -0.454969    -0.842614
51726.75    -0.187819    -0.146966    -1.727945
51727.00    -0.260259    -0.293471    -0.623015
51727.25    -0.375226    -0.375556    -0.827711
51727.50    -0.099715    -0.681982    -0.580935
51727.75    -0.041708    -0.454326    -1.224518
51728.00    -0.191861    -0.602766     0.037610
51728.25    -0.282537    -0.676965    -0.365210
51728.50    -0.068288    -0.921053    -0.204292
51728.75    -0.032385    -0.619000    -1.258395
51729.00    -0.068304    -0.701898    -0.285987
51729.25    -0.122287    -0.696296    -0.575335
51729.50     0.224538    -0.820017    -0.613087
51729.75     0.335341    -0.440153    -1.283388
51730.00     0.296535    -0.435536    -0.177531
51730.25     0.180495    -0.392813    -0.343782
51730.50     0.491069    -0.571300    -0.130906
51730.75     0.482822    -0.225582    -0.724715
51731.00     0.351376    -0.276076     0.451981
51731.25     0.343353    -0.325071     0.292846
51731.50     0.743529    -0.561953     0.205472
51731.75     0.825623    -0.331441    -0.698255
51732.00     0.767697    -0.499785     0.259046
51732.25     0.745642    -0.625302     0.113106
51732.50     0.980019    -0.898856     0.036866
51732.75     1.042210    -0.632489    -0.963554
51733.00     1.005895    -0.739182    -0.002412
51733.25     0.978083    -0.768121    -0.487620
51733.50     1.213349    -0.979663    -0.682886
51733.75     1.285754    -0.752905    -1.363987
51734.00     1.282703    -0.846054    -0.251990
51734.25     1.340054    -0.846525    -0.529992
51734.50     1.764322    -1.077525    -0.297797
51734.75     1.926601    -0.734869    -1.024654
51735.00     1.980217    -0.793224     0.109342
51735.25     1.978204    -0.827189    -0.020717
51735.50     2.198485    -1.046044    -0.149139
51735.75     2.161546    -0.749801    -1.069973
51736.00     2.074743    -0.885007     0.123014
51736.25     1.937738    -0.899367    -0.101758
51736.50     2.093333    -1.089944    -0.067871
51736.75     1.895901    -0.728789    -1.070161
51737.00     1.618555    -0.907024     0.104192
51737.25     1.258047    -0.955822    -0.369391
51737.50     1.375261    -1.169601    -0.493349
51737.75     1.301043    -0.869596    -1.347907
51738.00     1.196368    -1.012506    -0.435411
51738.25     1.009204    -1.002353    -1.023805
51738.50     1.329119    -1.241945    -1.040193
51738.75     1.436754    -0.864982    -1.940993
51739.00     1.466065    -0.934397    -0.960733
51739.25     1.552426    -0.847534    -1.392420
51739.50     1.996543    -1.031964    -1.136573
51739.75     2.241380    -0.688300    -1.829853
51740.00     2.194887    -0.760204    -0.538679
51740.25     2.092229    -0.656436    -0.972559
51740.50     2.376757    -0.825546    -0.557764
51740.75     2.434742    -0.554068    -1.137588
51741.00     2.221633    -0.620037     0.230542
51741.25     1.949948    -0.557548    -0.071714
51741.50     2.074412    -0.724329     0.364265
51741.75     1.873373    -0.306195    -0.747798
51742.00     1.549295    -0.349633     0.113823
51742.25     1.240337    -0.338853    -0.404682
51742.50     1.467526    -0.606917    -0.533712
51742.75     1.288741    -0.277872    -1.776818
51743.00     1.178627    -0.409025    -1.001284
51743.25     1.231207    -0.537795    -1.185649
51743.50     1.691927    -0.858011    -1.093494
51743.75     1.739927    -0.595787    -1.973204
51744.00     1.852527    -0.743163    -0.800357
51744.25     1.845275    -0.754101    -0.855475
51744.50     2.120107    -0.942615    -0.737651
51744.75     2.057364    -0.608430    -1.495178
51745.00     1.765511    -0.584407    -0.505928
51745.25     1.473929    -0.487141    -0.781042
51745.50     1.545981    -0.554065    -0.536590
51745.75     1.374547    -0.100778    -1.284896
51746.00     1.016508    -0.065672    -0.147086
51746.25     0.788692    -0.038641    -0.420183
51746.50     0.942004    -0.212585    -0.293763
51746.75     0.781553     0.127264    -1.326403
51747.00     0.523084     0.006777    -0.375048
51747.25     0.325423    -0.073493    -0.672913
51747.50     0.536891    -0.340647    -0.711934
51747.75     0.550444    -0.055527    -1.772390
51748.00     0.576654    -0.268230    -0.706355
51748.25     0.582502    -0.329924    -1.067263
51748.50     1.010729    -0.610008    -0.997603
51748.75     1.186612    -0.335433    -1.726801
51749.00     1.142105    -0.496071    -0.686811
51749.25     0.989541    -0.446272    -1.230455
51749.50     1.343853    -0.701759    -1.010025
51749.75     1.306717    -0.339221    -1.652097
51750.00     1.079348    -0.445791    -0.371790
51750.25     0.861741    -0.473479    -0.381829
51750.50     1.153704    -0.774006     0.164056
51750.75     0.902570    -0.391416    -0.677350
51751.00     0.738248    -0.462175     0.769797
51751.25     0.503077    -0.398934     0.372549
51751.50     0.632749    -0.616722     0.308594
51751.75     0.515110    -0.225541    -0.938400
51752.00     0.434740    -0.350751     0.209392
51752.25     0.208726    -0.333573    -0.272612
51752.50     0.465386    -0.601810    -0.285879
51752.75     0.513782    -0.242028    -1.404041
51753.00     0.482896    -0.279994    -0.686266
51753.25     0.337551    -0.282297    -1.038275
51753.50     0.716382    -0.551795    -0.887802
51753.75     0.784050    -0.214321    -1.839379
51754.00     0.639861    -0.288869    -0.801680
51754.25     0.519714    -0.281136    -1.001588
51754.50     0.811245    -0.508970    -0.595137
51754.75     0.707808    -0.104556    -1.521351
51755.00     0.571841    -0.173341    -0.431948
51755.25     0.432313    -0.162643    -0.621523
51755.50     0.659960    -0.410048    -0.433440
51755.75     0.563278    -0.074887    -1.337656
51756.00     0.522669    -0.214081    -0.054132
51756.25     0.434401    -0.234430    -0.445069
51756.50     0.753229    -0.471885    -0.529995
51756.75     0.810336    -0.123006    -1.736657
51757.00     0.682293    -0.223334    -0.636080
51757.25     0.683543    -0.219616    -1.186958
51757.50     1.155086    -0.486036    -1.120900
51757.75     1.128768    -0.171028    -1.899177
51758.00     1.050190    -0.317167    -0.660492
51758.25     1.061482    -0.352667    -0.696283
51758.50     1.400017    -0.576124    -0.399459
51758.75     1.402010    -0.289628    -0.820902
51759.00     1.405509    -0.379808     0.401232
51759.25     1.322284    -0.391092     0.180529
51759.50     1.557268    -0.631548     0.298558
51759.75     1.517673    -0.322097    -0.460046
51760.00     1.239047    -0.363144     0.682261
51760.25     0.970795    -0.235253    -0.118649
51760.50     1.156310    -0.357928    -0.399233
51760.75     1.092915    -0.013564    -1.492253
51761.00     0.939435    -0.092191    -0.511822
51761.25     0.734334    -0.088693    -0.781324
51761.50     0.985584    -0.284822    -0.695161
51761.75     0.811245     0.056943    -1.348488
51762.00     0.714461    -0.100596     0.000596
51762.25     0.669272    -0.139363    -0.052519
51762.50     0.875317    -0.404340     0.294873
51762.75     0.853400    -0.058421    -0.517505
51763.00     0.744938    -0.160931     0.800834
51763.25     0.622607    -0.119058     0.178643
51763.50     0.945458    -0.406460     0.198109
51763.75     0.866778    -0.014935    -0.773822
51764.00     0.643620    -0.078417     0.187756
51764.25     0.469713     0.005944    -0.334405
51764.50     0.778912    -0.272287    -0.410637
51764.75     0.646541     0.064594    -1.510622
51765.00     0.466785    -0.101452    -0.513090
51765.25     0.290729    -0.170374    -0.710254
51765.50     0.526635    -0.522827    -0.497802
51765.75     0.422934    -0.220399    -1.445636
51766.00     0.254017    -0.377420    -0.163005
51766.25     0.027453    -0.435684    -0.407734
51766.50     0.140600    -0.764719    -0.435024
51766.75    -0.013192    -0.488973    -1.289294
51767.00    -0.071093    -0.667404    -0.028366
51767.25    -0.226954    -0.658161    -0.429500
51767.50     0.118807    -0.902156    -0.459397
51767.75     0.148787    -0.496192    -1.591156
51768.00     0.040460    -0.549403    -0.506635
51768.25    -0.186379    -0.384600    -1.144844
51768.50     0.132322    -0.543522    -0.896615
51768.75     0.076627    -0.036594    -1.889512
51769.00    -0.105877    -0.094344    -0.737107
51769.25    -0.370596    -0.044004    -1.010190
51769.50    -0.242180    -0.265887    -0.656722
51769.75    -0.440541     0.111912    -1.504592
51770.00    -0.589985    -0.081577     0.025539
51770.25    -0.765024    -0.150165    -0.408096
51770.50    -0.461720    -0.479812    -0.298857
51770.75    -0.371186    -0.213510    -1.226033
51771.00    -0.322943    -0.386964    -0.262681
51771.25    -0.388011    -0.444531    -1.107536
51771.50     0.014352    -0.737313    -1.633721
51771.75     0.183581    -0.447460    -2.915158
51772.00     0.064064    -0.507378    -2.225709
51772.25    -0.125628    -0.469521    -2.679004
51772.50     0.206344    -0.666738    -2.679721
51772.75     0.222151    -0.264613    -3.599456
51773.00     0.144236    -0.269525    -2.378795
51773.25    -0.057381    -0.233286    -2.486832
51773.50     0.110790    -0.437362    -2.083024
51773.75    -0.137488    -0.027938    -2.944131
51774.00    -0.346795    -0.066004    -1.571326
51774.25    -0.489434     0.009688    -1.729747
51774.50    -0.251225    -0.134210    -1.475939
51774.75    -0.348121     0.273960    -2.475457
51775.00    -0.535511     0.207817    -1.186915
51775.25    -0.700151     0.198585    -1.382566
51775.50    -0.353967    -0.108494    -0.998015
51775.75    -0.218595     0.190005    -2.002848
51776.00    -0.253836     0.018970    -0.863178
51776.25    -0.243699    -0.066656    -1.081964
51776.50     0.144513    -0.380452    -1.062937
51776.75     0.136777    -0.058803    -1.972682
51777.00     0.116749    -0.233037    -0.625282
51777.25    -0.083146    -0.254375    -0.663406
51777.50     0.225675    -0.526281    -0.487130
51777.75     0.178335    -0.120159    -1.413574
51778.00     0.167516    -0.178319    -0.259419
51778.25    -0.009543    -0.170058    -0.514530
51778.50     0.158790    -0.394712    -0.525681
51778.75     0.093119     0.024145    -1.709530
51779.00    -0.023489    -0.038801    -0.463849
51779.25    -0.328609     0.069548    -1.236308
51779.50    -0.135716    -0.145348    -1.538398
51779.75    -0.130106     0.221650    -2.948180
51780.00    -0.270359     0.068061    -1.876156
51780.25    -0.321546     0.015243    -2.354395
51780.50     0.137264    -0.270136    -2.330987
51780.75     0.177658     0.137660    -3.398914
51781.00     0.297307     0.052399    -2.289885
51781.25     0.379427     0.019438    -2.606281
51781.50     0.664703    -0.263491    -2.429284
51781.75     0.398200     0.155508    -3.267278
51782.00     0.222115     0.058363    -1.540264
51782.25    -0.104353     0.129812    -1.590950
51782.50    -0.128981    -0.119863    -1.161994
51782.75    -0.373492     0.263704    -1.694473
51783.00    -0.458606     0.099832    -0.168639
51783.25    -0.802948     0.093013    -0.389457
51783.50    -0.603952    -0.244607     0.043732
51783.75    -0.676593     0.108311    -0.684636
51784.00    -0.744052    -0.013199     0.214704
51784.25    -0.834492    -0.042531    -0.423162
51784.50    -0.457043    -0.362790    -0.413813
51784.75    -0.276972     0.003993    -1.575184
51785.00    -0.053026    -0.173263    -0.611091
51785.25     0.076085    -0.253987    -0.894498
51785.50     0.540717    -0.658963    -0.475345
51785.75     0.598557    -0.310675    -1.375284
51786.00     0.821361    -0.383888    -0.246063
51786.25     0.922388    -0.407525    -0.498532
51786.50     1.293862    -0.766358    -0.156394
51786.75     1.445461    -0.468670    -0.744641
51787.00     1.549872    -0.627871     0.657242
51787.25     1.343024    -0.580220     0.173791
51787.50     1.662324    -0.848869     0.651590
51787.75     1.807796    -0.491036    -0.086028
51788.00     1.799793    -0.531551     0.838981
51788.25     1.677981    -0.475932     0.459019
51788.50     1.952249    -0.664889     0.670302
51788.75     1.883293    -0.227109    -0.426169
51789.00     1.912041    -0.234313     0.307616
51789.25     1.839152    -0.197572     0.045018
51789.50     2.133984    -0.447739     0.111272
51789.75     2.035029    -0.025523    -0.877544
51790.00     2.114631    -0.096960     0.447954
51790.25     1.912812    -0.070007     0.091485
51790.50     2.018310    -0.262762     0.192570
51790.75     1.998226     0.127325    -0.679658
51791.00     1.894755     0.033919     0.450529
51791.25     1.532159     0.097804    -0.139840
51791.50     1.783273    -0.154837     0.150509
51791.75     1.817075     0.180020    -0.756159
51792.00     1.722145     0.100969     0.212289
51792.25     1.656790     0.012314     0.107752
51792.50     2.123811    -0.362803     0.444209
51792.75     2.014031    -0.016668    -0.619683
51793.00     1.897977    -0.144393     0.393503
51793.25     1.724526    -0.161541    -0.019935
51793.50     1.966784    -0.393077    -0.165492
51793.75     1.921441     0.095832    -1.318933
51794.00     1.950094     0.039971     0.040791
51794.25     1.708696     0.132768    -0.237697
51794.50     1.862757    -0.037190     0.132326
51794.75     1.723091     0.442865    -0.516256
51795.00     1.671246     0.440176     1.160722
51795.25     1.351029     0.571191     1.156729
51795.50     1.476758     0.316525     1.839804
51795.75     1.161286     0.776578     0.846172
51796.00     0.840524     0.638852     2.344579
51796.25     0.501734     0.626249     2.055460
51796.50     0.807459     0.305608     2.074557
51796.75     0.926058     0.633613     0.943894
51797.00     1.183431     0.475759     2.087259
51797.25     1.317057     0.448217     1.500808
51797.50     1.817872     0.135126     1.382246
51797.75     2.024722     0.512909     0.091653
51798.00     2.245541     0.314343     1.253672
51798.25     2.195629     0.369015     0.404315
51798.50     2.516877     0.095780     0.320814
51798.75     2.534058     0.503659    -0.828264
51799.00     2.333005     0.419071     0.351857
51799.25     1.894328     0.505559    -0.416417
51799.50     1.971527     0.198077    -0.287050
51799.75     1.600152     0.578426    -1.350766
51800.00     1.224373     0.449005    -0.113706
51800.25     0.783412     0.423317    -0.735539
51800.50     0.861496     0.098764    -0.638328
51800.75     0.553239     0.440835    -1.566252
51801.00     0.353030     0.342560    -0.473189
51801.25     0.128747     0.328073    -1.061401
51801.50     0.410600    -0.028016    -1.101065
51801.75     0.253431     0.313132    -2.154923
51802.00     0.141665     0.165529    -0.903325
51802.25    -0.135228     0.153924    -1.366328
51802.50     0.204437    -0.145127    -1.200815
51802.75     0.172904     0.198736    -1.991890
51803.00     0.056497     0.098031    -0.668882
51803.25    -0.131716     0.113565    -0.962770
51803.50     0.239388    -0.184900    -0.821658
51803.75     0.069725     0.238131    -1.672034
51804.00    -0.142950     0.198016    -0.392797
51804.25    -0.391700     0.250219    -0.754890
51804.50    -0.154479     0.007268    -0.762608
51804.75    -0.292581     0.334114    -1.634338
51805.00    -0.355676     0.221162    -0.145515
51805.25    -0.572419     0.238106    -0.799722
51805.50    -0.097515    -0.107317    -0.825654
51805.75    -0.044497     0.135763    -1.619770
51806.00    -0.206439    -0.043993    -0.180887
51806.25    -0.503110    -0.056174    -0.531020
51806.50    -0.177293    -0.412589    -0.164542
51806.75    -0.255519    -0.036161    -1.004901
51807.00    -0.431302    -0.123280     0.303427
51807.25    -0.726598    -0.002686    -0.161854
51807.50    -0.487911    -0.240812    -0.025542
51807.75    -0.827807     0.269108    -0.949191
51808.00    -1.009131     0.198820     0.454262
51808.25    -1.293370     0.186211     0.669203
51808.50    -0.992804    -0.159725     1.212895
51808.75    -1.110515     0.152838     0.727262
51809.00    -1.169232    -0.018360     2.225331
51809.25    -1.421162    -0.001668     2.121782
51809.50    -1.210320    -0.284668     2.202870
51809.75    -1.403436     0.221841     1.039089
51810.00    -1.522100     0.208309     1.641568
51810.25    -1.670145     0.290998     0.658831
51810.50    -1.251759     0.016377     0.097504
51810.75    -1.185605     0.455709    -1.791496
51811.00    -1.199239     0.391698    -1.296070
51811.25    -1.354001     0.452225    -2.273001
51811.50    -1.046807     0.172402    -2.389184
51811.75    -1.039456     0.579312    -3.853096
51812.00    -1.030168     0.445963    -2.621608
51812.25    -1.160087     0.434632    -2.956145
51812.50    -0.780302     0.105053    -2.455877
51812.75    -0.746843     0.499447    -3.052598
51813.00    -0.796474     0.348950    -1.211056
51813.25    -1.063097     0.386152    -1.614822
51813.50    -0.778292     0.046855    -1.362974
51813.75    -1.112147     0.387517    -2.372427
51814.00    -1.469402     0.327351    -1.601174
51814.25    -1.932097     0.343069    -2.358117
51814.50    -1.693996     0.081917    -2.620984
51814.75    -1.890266     0.506095    -4.048388
51815.00    -1.966735     0.413904    -2.858943
51815.25    -2.143525     0.476554    -3.367110
51815.50    -1.770047     0.170526    -2.941034
