-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    ECMWF_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
KARR        49718.000    1995     1     1     0
KARR        52274.750    2001    12    31    18
KARR     -2713832.258  5303935.087 -2269515.012
51649.75     0.146338    -0.352489     1.523868
51650.00     0.079078    -0.248068     1.125878
51650.25     0.211670    -0.363574     1.936309
51650.50     0.139405    -0.227866     0.817549
51650.75     0.176379    -0.254802     1.284126
51651.00     0.064266    -0.128277     0.809042
51651.25     0.201229    -0.269561     1.747765
51651.50     0.059173    -0.122691     0.454658
51651.75     0.099815    -0.194387     1.085607
51652.00     0.038467    -0.100152     0.828524
51652.25     0.191173    -0.254247     1.938529
51652.50     0.105663    -0.154871     1.098394
51652.75     0.121226    -0.234167     1.593384
51653.00     0.095537    -0.194821     1.570916
51653.25     0.262061    -0.343779     2.593023
51653.50     0.158129    -0.221724     1.522332
51653.75     0.264738    -0.314317     2.181061
51654.00     0.204647    -0.219425     1.813876
51654.25     0.320664    -0.351910     2.483536
51654.50     0.234249    -0.226346     1.413556
51654.75     0.243415    -0.298069     1.688585
51655.00     0.086625    -0.167688     1.083609
51655.25     0.157675    -0.284202     1.802644
51655.50    -0.048406    -0.101658     0.423226
51655.75    -0.133349    -0.107334     0.437753
51656.00    -0.268401     0.003256    -0.118299
51656.25    -0.174156    -0.103941     0.669745
51656.50    -0.313688     0.024292    -0.444699
51656.75    -0.303028    -0.012307    -0.183970
51657.00    -0.391795     0.079543    -0.697445
51657.25    -0.174752    -0.079695     0.282591
51657.50    -0.280616     0.084497    -1.121098
51657.75    -0.248942     0.054411    -0.870988
51658.00    -0.293803     0.116267    -1.096429
51658.25    -0.066362    -0.049335     0.109804
51658.50    -0.151798     0.087080    -0.994046
51658.75    -0.100234     0.040691    -0.517046
51659.00    -0.155153     0.102512    -0.736174
51659.25     0.042453    -0.069673     0.479227
51659.50    -0.061561     0.059570    -0.709909
51659.75     0.000508    -0.004389    -0.161451
51660.00    -0.064807     0.057514    -0.470573
51660.25     0.119214    -0.112895     0.650572
51660.50    -0.004546     0.034028    -0.681993
51660.75     0.101366    -0.043401     0.079640
51661.00     0.033005     0.003405    -0.247997
51661.25     0.195311    -0.206801     0.922732
51661.50     0.085783    -0.093514    -0.146878
51661.75     0.115946    -0.171964     0.357041
51662.00    -0.009086    -0.089539    -0.235438
51662.25     0.178336    -0.270975     0.848431
51662.50     0.046288    -0.159576    -0.457094
51662.75     0.024257    -0.251040    -0.093145
51663.00    -0.179803    -0.132837    -0.984717
51663.25    -0.073374    -0.227055    -0.321247
51663.50    -0.232834    -0.034058    -1.864102
51663.75    -0.227203    -0.035995    -1.630788
51664.00    -0.348849     0.103584    -2.245917
51664.25    -0.177470    -0.034589    -1.139196
51664.50    -0.325674     0.155047    -2.463853
51664.75    -0.255229     0.075136    -1.722885
51665.00    -0.355791     0.160861    -2.078626
51665.25    -0.179928    -0.039474    -0.790786
51665.50    -0.287514     0.102365    -2.028182
51665.75    -0.270917     0.052278    -1.549133
51666.00    -0.406808     0.151265    -2.042013
51666.25    -0.232148    -0.053030    -0.777162
51666.50    -0.341724     0.102791    -1.863652
51666.75    -0.316628     0.027096    -1.395785
51667.00    -0.439900     0.112934    -1.912514
51667.25    -0.239651    -0.101186    -0.509203
51667.50    -0.356268     0.036049    -1.593290
51667.75    -0.377755     0.014753    -1.420041
51668.00    -0.516228     0.115308    -1.932891
51668.25    -0.356644    -0.036652    -0.847754
51668.50    -0.481650     0.109489    -2.001351
51668.75    -0.495336     0.087365    -1.675307
51669.00    -0.642481     0.233459    -2.357374
51669.25    -0.491740     0.107173    -1.400211
51669.50    -0.610237     0.266912    -2.572258
51669.75    -0.623723     0.256951    -2.351391
51670.00    -0.729388     0.378413    -2.811601
51670.25    -0.536332     0.209493    -1.609027
51670.50    -0.603923     0.339292    -2.701199
51670.75    -0.544591     0.277673    -2.170596
51671.00    -0.611111     0.331405    -2.465973
51671.25    -0.364000     0.121726    -1.048833
51671.50    -0.419202     0.236788    -2.044875
51671.75    -0.357221     0.164753    -1.502254
51672.00    -0.366993     0.188166    -1.569624
51672.25    -0.144879    -0.025162    -0.320584
51672.50    -0.217482     0.079138    -1.352680
51672.75    -0.170450     0.049811    -0.990369
51673.00    -0.201055     0.115227    -1.121295
51673.25    -0.036114    -0.053780    -0.199889
51673.50    -0.133521     0.058645    -1.252220
51673.75    -0.083666    -0.013529    -0.640190
51674.00    -0.166705     0.039274    -0.923184
51674.25     0.008845    -0.138098     0.148450
51674.50    -0.074587    -0.038271    -0.883104
51674.75    -0.003129    -0.133022    -0.212288
51675.00    -0.083362    -0.073299    -0.654575
51675.25     0.021986    -0.238454     0.087255
51675.50    -0.132272    -0.128984    -1.169618
51675.75    -0.141361    -0.184781    -0.845268
51676.00    -0.299711    -0.065949    -1.593768
51676.25    -0.177926    -0.143798    -0.804948
51676.50    -0.307412     0.010099    -2.214400
51676.75    -0.263422    -0.025828    -1.847796
51677.00    -0.369234     0.100671    -2.406793
51677.25    -0.216803    -0.027146    -1.368597
51677.50    -0.339544     0.154860    -2.610909
51677.75    -0.333632     0.124447    -2.169494
51678.00    -0.452314     0.251507    -2.607504
51678.25    -0.316406     0.131930    -1.663860
51678.50    -0.454477     0.301380    -2.951949
51678.75    -0.402996     0.248774    -2.313629
51679.00    -0.515343     0.334179    -2.658466
51679.25    -0.324630     0.168497    -1.443653
51679.50    -0.459664     0.306844    -2.650818
51679.75    -0.448710     0.281203    -2.288580
51680.00    -0.565601     0.383109    -2.826636
51680.25    -0.370216     0.201081    -1.666551
51680.50    -0.522981     0.331982    -3.026737
51680.75    -0.550662     0.306706    -2.797675
51681.00    -0.691771     0.424569    -3.537568
51681.25    -0.519625     0.255907    -2.531077
51681.50    -0.627008     0.394774    -3.769008
51681.75    -0.608660     0.340225    -3.413958
51682.00    -0.726378     0.445102    -3.941695
51682.25    -0.515133     0.283984    -2.798119
51682.50    -0.638416     0.391536    -3.981707
51682.75    -0.628863     0.353642    -3.665979
51683.00    -0.700480     0.435465    -3.990501
51683.25    -0.476573     0.251552    -2.744979
51683.50    -0.578486     0.350564    -3.754949
51683.75    -0.586263     0.324500    -3.461797
51684.00    -0.656502     0.396671    -3.612159
51684.25    -0.502177     0.233097    -2.560586
51684.50    -0.613688     0.358732    -3.561319
51684.75    -0.570739     0.310308    -3.022841
51685.00    -0.646779     0.357017    -3.075419
51685.25    -0.467245     0.198476    -2.080541
51685.50    -0.572687     0.317162    -3.116545
51685.75    -0.486011     0.225498    -2.310557
51686.00    -0.525284     0.253843    -2.364918
51686.25    -0.334239     0.096002    -1.222848
51686.50    -0.425817     0.217512    -2.212147
51686.75    -0.336570     0.096262    -1.463286
51687.00    -0.367861     0.117651    -1.507001
51687.25    -0.159317    -0.069704    -0.265750
51687.50    -0.290207     0.002169    -1.226983
51687.75    -0.220283    -0.079445    -0.594362
51688.00    -0.212366    -0.071358    -0.590079
51688.25    -0.045819    -0.226154     0.397276
51688.50    -0.134535    -0.123920    -0.580551
51688.75    -0.040816    -0.211980     0.035230
51689.00    -0.159122    -0.121420    -0.546918
51689.25    -0.032793    -0.266316     0.290257
51689.50    -0.135736    -0.163075    -0.837997
51689.75    -0.094790    -0.214242    -0.344537
51690.00    -0.274641    -0.091687    -1.056928
51690.25    -0.162199    -0.194888    -0.132540
51690.50    -0.324232    -0.039413    -1.399614
51690.75    -0.329665    -0.047463    -1.024592
51691.00    -0.451965     0.107167    -1.632316
51691.25    -0.322381     0.024477    -0.806536
51691.50    -0.460052     0.202999    -2.149178
51691.75    -0.428905     0.196156    -1.744037
51692.00    -0.546826     0.311593    -2.197294
51692.25    -0.346371     0.138326    -0.950353
51692.50    -0.464723     0.271603    -2.116639
51692.75    -0.392120     0.215803    -1.502978
51693.00    -0.474792     0.293177    -1.786657
51693.25    -0.295394     0.119670    -0.621575
51693.50    -0.407636     0.247819    -1.705557
51693.75    -0.413046     0.202583    -1.394822
51694.00    -0.483778     0.293247    -1.748783
51694.25    -0.296799     0.112265    -0.674825
51694.50    -0.436903     0.270181    -1.980747
51694.75    -0.413343     0.191756    -1.581040
51695.00    -0.465536     0.289711    -1.846308
51695.25    -0.272612     0.120577    -0.701554
51695.50    -0.381525     0.234866    -1.853711
51695.75    -0.335082     0.212478    -1.443249
51696.00    -0.409050     0.288707    -1.826648
51696.25    -0.224648     0.118912    -0.825539
51696.50    -0.336781     0.264631    -2.090348
51696.75    -0.294884     0.228074    -1.685708
51697.00    -0.413479     0.331688    -2.132519
51697.25    -0.233149     0.155882    -0.944041
51697.50    -0.330123     0.278184    -1.941293
51697.75    -0.334514     0.252507    -1.643892
51698.00    -0.434577     0.333932    -1.876878
51698.25    -0.270710     0.163997    -0.904364
51698.50    -0.387727     0.289977    -1.930473
51698.75    -0.395985     0.274042    -1.722147
51699.00    -0.478620     0.337508    -1.905763
51699.25    -0.291765     0.192867    -0.939979
51699.50    -0.444151     0.351528    -2.272349
51699.75    -0.437369     0.307289    -2.009758
51700.00    -0.545851     0.423419    -2.423781
51700.25    -0.400746     0.280060    -1.651235
51700.50    -0.535849     0.430025    -2.969813
51700.75    -0.530045     0.403276    -2.797189
51701.00    -0.652275     0.493278    -3.298890
51701.25    -0.475773     0.335610    -2.405282
51701.50    -0.547260     0.429230    -3.483470
51701.75    -0.540732     0.394320    -3.281240
51702.00    -0.594425     0.446222    -3.515932
51702.25    -0.410481     0.231936    -2.413014
51702.50    -0.513400     0.344485    -3.390197
51702.75    -0.501796     0.294644    -2.906265
51703.00    -0.595901     0.340672    -3.105523
51703.25    -0.436609     0.166120    -1.937956
51703.50    -0.582322     0.316647    -3.007569
51703.75    -0.604424     0.294751    -2.585856
51704.00    -0.643858     0.374628    -2.598727
51704.25    -0.427048     0.225499    -1.324947
51704.50    -0.513226     0.329767    -2.293609
51704.75    -0.370100     0.293478    -1.494210
51705.00    -0.433612     0.374707    -1.819158
51705.25    -0.288437     0.203919    -0.856455
51705.50    -0.432653     0.332367    -2.062528
51705.75    -0.437062     0.319508    -1.850452
51706.00    -0.572241     0.439093    -2.426089
51706.25    -0.398840     0.292272    -1.391641
51706.50    -0.546649     0.462760    -2.828936
51706.75    -0.524361     0.441113    -2.537605
51707.00    -0.653125     0.554704    -3.183408
51707.25    -0.462158     0.373359    -2.092931
51707.50    -0.580045     0.511338    -3.365598
51707.75    -0.584295     0.479134    -3.120337
51708.00    -0.667257     0.571780    -3.612252
51708.25    -0.470747     0.378539    -2.541311
51708.50    -0.549849     0.492960    -3.580494
51708.75    -0.493178     0.438640    -3.174008
51709.00    -0.569026     0.495369    -3.517317
51709.25    -0.422484     0.317704    -2.702572
51709.50    -0.501853     0.394382    -3.601062
51709.75    -0.515050     0.352069    -3.274690
51710.00    -0.656776     0.416611    -3.659653
51710.25    -0.509376     0.222481    -2.550119
51710.50    -0.626165     0.299269    -3.415913
51710.75    -0.582443     0.246630    -2.816641
51711.00    -0.679942     0.318128    -2.987349
51711.25    -0.516386     0.160280    -1.918861
51711.50    -0.581278     0.283568    -2.771969
51711.75    -0.550747     0.257115    -2.306511
51712.00    -0.601766     0.323633    -2.374155
51712.25    -0.407079     0.164072    -1.314823
51712.50    -0.467528     0.272361    -2.197718
51712.75    -0.374206     0.211082    -1.708297
51713.00    -0.344726     0.239769    -1.622113
51713.25    -0.103272     0.038121    -0.494236
51713.50    -0.150099     0.105488    -1.338962
51713.75    -0.060610     0.032796    -0.873468
51714.00    -0.101222     0.050380    -1.023289
51714.25    -0.004008    -0.111028    -0.250293
51714.50    -0.092069    -0.027368    -1.122068
51714.75    -0.098293    -0.044358    -1.020404
51715.00    -0.198937     0.030197    -1.360246
51715.25    -0.081217    -0.105490    -0.576126
51715.50    -0.246750     0.030125    -1.671476
51715.75    -0.301515     0.047940    -1.587186
51716.00    -0.440331     0.170001    -2.028065
51716.25    -0.334871     0.021699    -1.195958
51716.50    -0.446714     0.150354    -2.081324
51716.75    -0.467669     0.141554    -1.989864
51717.00    -0.544446     0.245346    -2.394195
51717.25    -0.350449     0.078248    -1.445177
51717.50    -0.426322     0.184627    -2.518511
51717.75    -0.352790     0.134913    -2.109040
51718.00    -0.408078     0.234752    -2.335962
51718.25    -0.238777     0.070040    -1.304132
51718.50    -0.298266     0.168088    -2.208093
51718.75    -0.223212     0.110370    -1.685701
51719.00    -0.264636     0.173587    -1.851800
51719.25    -0.056814    -0.000571    -0.727089
51719.50    -0.100254     0.089694    -1.588034
51719.75    -0.078952     0.051963    -1.307105
51720.00    -0.128181     0.115223    -1.507581
51720.25    -0.010823    -0.062228    -0.615950
51720.50    -0.108990     0.019438    -1.592800
51720.75    -0.076654    -0.035813    -1.183596
51721.00    -0.173157     0.020229    -1.626836
51721.25    -0.038492    -0.132423    -0.641700
51721.50    -0.147285    -0.016569    -1.697853
51721.75    -0.123252    -0.045292    -1.378933
51722.00    -0.260898     0.078936    -2.024034
51722.25    -0.120263    -0.071701    -1.090681
51722.50    -0.231727     0.031354    -2.133805
51722.75    -0.237145     0.002265    -1.936525
51723.00    -0.345798     0.120187    -2.451466
51723.25    -0.218307    -0.041004    -1.517434
51723.50    -0.311909     0.094484    -2.492265
51723.75    -0.316195     0.104324    -2.267625
51724.00    -0.436357     0.220021    -2.579689
51724.25    -0.267308     0.079314    -1.524746
51724.50    -0.348782     0.204831    -2.412083
51724.75    -0.280333     0.181127    -1.995722
51725.00    -0.300280     0.250244    -2.085512
51725.25    -0.107643     0.091424    -1.061437
51725.50    -0.148545     0.198344    -1.936523
51725.75    -0.065495     0.148923    -1.510830
51726.00    -0.136433     0.224593    -1.786357
51726.25     0.058578     0.004824    -0.610558
51726.50     0.041910     0.049307    -1.234530
51726.75     0.069209    -0.009605    -0.855030
51727.00     0.012721     0.022090    -0.924175
51727.25     0.173440    -0.178544     0.081174
51727.50     0.080492    -0.065515    -0.866228
51727.75     0.081884    -0.094816    -0.666729
51728.00     0.037793    -0.013536    -0.838317
51728.25     0.169605    -0.147805    -0.121728
51728.50     0.101908    -0.051478    -0.972308
51728.75     0.124041    -0.074324    -0.726686
51729.00     0.067610    -0.006434    -0.848730
51729.25     0.134527    -0.142380    -0.183295
51729.50     0.052695    -0.050257    -0.899362
51729.75     0.026546    -0.073280    -0.646404
51730.00    -0.125854     0.034299    -1.067218
51730.25    -0.019631    -0.153286    -0.101212
51730.50    -0.144213    -0.041370    -1.121118
51730.75    -0.123425    -0.086665    -0.747320
51731.00    -0.197070    -0.022074    -1.024598
51731.25    -0.088548    -0.173367    -0.270755
51731.50    -0.146079    -0.105706    -1.121202
51731.75    -0.105330    -0.149348    -0.909470
51732.00    -0.180374    -0.071195    -1.395662
51732.25    -0.056317    -0.221638    -0.652195
51732.50    -0.150039    -0.114398    -1.751787
51732.75    -0.102374    -0.140541    -1.481591
51733.00    -0.180152    -0.071487    -1.843265
51733.25    -0.024599    -0.228756    -0.857704
51733.50    -0.063033    -0.140297    -1.665518
51733.75    -0.029804    -0.152409    -1.365756
51734.00    -0.094113    -0.061678    -1.592375
51734.25     0.046206    -0.195144    -0.608341
51734.50    -0.041415    -0.060581    -1.611592
51734.75     0.006415    -0.082239    -1.085816
51735.00    -0.075835     0.009290    -1.367905
51735.25     0.062417    -0.153096    -0.478535
51735.50    -0.036867    -0.056832    -1.555739
51735.75    -0.014902    -0.094681    -1.299970
51736.00    -0.166278     0.012890    -1.853295
51736.25    -0.104589    -0.136999    -1.071337
51736.50    -0.232940    -0.005405    -2.154267
51736.75    -0.202566    -0.025784    -1.806043
51737.00    -0.299238     0.104466    -2.407553
51737.25    -0.087847    -0.047442    -1.475338
51737.50    -0.131301     0.047155    -2.366209
51737.75    -0.026352     0.004884    -1.858384
51738.00    -0.052699     0.072666    -2.109808
51738.25     0.078468    -0.135535    -1.162484
51738.50    -0.033093    -0.041496    -2.071987
51738.75    -0.015627    -0.047657    -1.669179
51739.00    -0.102294     0.051179    -1.925432
51739.25    -0.010284    -0.099263    -1.097260
51739.50    -0.127311     0.009096    -1.917947
51739.75    -0.142391    -0.004801    -1.536460
51740.00    -0.299232     0.146740    -2.052056
51740.25    -0.204172     0.013179    -1.132476
51740.50    -0.333853     0.159032    -2.052172
51740.75    -0.313000     0.134503    -1.648028
51741.00    -0.433421     0.253815    -2.083744
51741.25    -0.341765     0.116845    -1.305831
51741.50    -0.467589     0.263997    -2.323717
51741.75    -0.397584     0.225047    -1.864403
51742.00    -0.463788     0.305009    -2.302444
51742.25    -0.302322     0.128367    -1.420782
51742.50    -0.385126     0.209434    -2.490267
51742.75    -0.272713     0.140301    -2.018671
51743.00    -0.307108     0.168758    -2.255066
51743.25    -0.170132    -0.044951    -1.346988
51743.50    -0.260503     0.028299    -2.180795
51743.75    -0.196366    -0.011190    -1.656975
51744.00    -0.275570     0.089864    -1.955931
51744.25    -0.135268    -0.083154    -0.920581
51744.50    -0.205393     0.019379    -1.692880
51744.75    -0.195704     0.000477    -1.493827
51745.00    -0.281195     0.111848    -1.792005
51745.25    -0.125599    -0.048373    -0.758744
51745.50    -0.195687     0.055926    -1.506573
51745.75    -0.172584     0.035960    -1.091184
51746.00    -0.261413     0.125776    -1.395237
51746.25    -0.088075    -0.051609    -0.258493
51746.50    -0.165972     0.021064    -1.039448
51746.75    -0.107971    -0.029816    -0.540453
51747.00    -0.142718     0.040776    -0.737141
51747.25     0.030823    -0.147286     0.273215
51747.50    -0.018016    -0.066656    -0.636146
51747.75     0.006206    -0.078149    -0.435209
51748.00    -0.096069     0.050553    -1.014448
51748.25     0.017836    -0.080942    -0.254318
51748.50    -0.103291     0.052497    -1.316787
51748.75    -0.124569     0.062732    -1.190615
51749.00    -0.250099     0.152331    -1.805640
51749.25    -0.155151    -0.012841    -1.099989
51749.50    -0.306945     0.096743    -2.269648
51749.75    -0.297636     0.055058    -1.859359
51750.00    -0.445364     0.174980    -2.398368
51750.25    -0.353785     0.049082    -1.680392
51750.50    -0.517621     0.192964    -2.880092
51750.75    -0.503072     0.222656    -2.686083
51751.00    -0.630208     0.365565    -3.310613
51751.25    -0.442924     0.209114    -2.163692
51751.50    -0.531324     0.345113    -3.287294
51751.75    -0.465606     0.349830    -2.970344
51752.00    -0.535501     0.475124    -3.342653
51752.25    -0.320545     0.265190    -2.093530
51752.50    -0.388832     0.374775    -3.062466
51752.75    -0.316999     0.341010    -2.647489
51753.00    -0.365248     0.407763    -2.891286
51753.25    -0.176124     0.177428    -1.578206
51753.50    -0.248537     0.269274    -2.424809
51753.75    -0.210716     0.222004    -2.020240
51754.00    -0.312496     0.292667    -2.402184
51754.25    -0.181071     0.110877    -1.349204
51754.50    -0.271093     0.206288    -2.221192
51754.75    -0.222667     0.150790    -1.716636
51755.00    -0.322975     0.240733    -2.089907
51755.25    -0.139886     0.077656    -1.007517
51755.50    -0.221973     0.174324    -1.918303
51755.75    -0.174310     0.133764    -1.550814
51756.00    -0.280358     0.232740    -1.981505
51756.25    -0.119909     0.048369    -0.962048
51756.50    -0.208312     0.147876    -1.943957
51756.75    -0.202715     0.123438    -1.769418
51757.00    -0.318720     0.234791    -2.252173
51757.25    -0.197996     0.073915    -1.425233
51757.50    -0.279069     0.185571    -2.348578
51757.75    -0.268941     0.138612    -2.006759
51758.00    -0.353198     0.217208    -2.242955
51758.25    -0.227815     0.020700    -1.202447
51758.50    -0.388717     0.137227    -2.209497
51758.75    -0.416369     0.106949    -1.945413
51759.00    -0.573950     0.221024    -2.450484
51759.25    -0.435448     0.082862    -1.553506
51759.50    -0.520233     0.231757    -2.543235
51759.75    -0.476052     0.217302    -2.178684
51760.00    -0.547792     0.307178    -2.521602
51760.25    -0.335095     0.102430    -1.255592
51760.50    -0.386752     0.220851    -2.055485
51760.75    -0.302875     0.153525    -1.580705
51761.00    -0.345051     0.201982    -1.650052
51761.25    -0.159560     0.000345    -0.423312
51761.50    -0.199797     0.087619    -1.132732
51761.75    -0.091425     0.000143    -0.351940
51762.00    -0.220699     0.031191    -0.776271
51762.25    -0.139012    -0.158601     0.027853
51762.50    -0.245838    -0.051907    -0.961693
51762.75    -0.233500    -0.080415    -0.669475
51763.00    -0.360255     0.043435    -1.276645
51763.25    -0.259036    -0.116415    -0.558000
51763.50    -0.406369     0.013421    -1.846656
51763.75    -0.401099    -0.006384    -1.575970
51764.00    -0.512537     0.106002    -2.059491
51764.25    -0.364867    -0.034835    -1.040325
51764.50    -0.464678     0.092433    -2.100110
51764.75    -0.385441     0.040560    -1.614994
51765.00    -0.435940     0.105333    -1.901783
51765.25    -0.299334    -0.051150    -0.991030
51765.50    -0.406710     0.087875    -2.160852
51765.75    -0.379014     0.047745    -1.750128
51766.00    -0.537089     0.203066    -2.517401
51766.25    -0.369448     0.038859    -1.537774
51766.50    -0.485324     0.193650    -2.812181
51766.75    -0.464706     0.192103    -2.643225
51767.00    -0.588268     0.331213    -3.334272
51767.25    -0.391413     0.148243    -2.119325
51767.50    -0.502539     0.302292    -3.358311
51767.75    -0.449736     0.271728    -2.931234
51768.00    -0.537442     0.377941    -3.325496
51768.25    -0.348312     0.173244    -2.022711
51768.50    -0.454003     0.300232    -2.986095
51768.75    -0.362833     0.198325    -2.175337
51769.00    -0.458407     0.285848    -2.538548
51769.25    -0.300736     0.092377    -1.425273
51769.50    -0.345107     0.179181    -2.194596
51769.75    -0.267852     0.119672    -1.688371
51770.00    -0.295408     0.194598    -1.877355
51770.25    -0.113400     0.008886    -0.969019
51770.50    -0.128723     0.080548    -1.765529
51770.75     0.006238     0.008937    -1.207928
51771.00     0.006874     0.043567    -1.215189
51771.25     0.256968    -0.143115    -0.139057
51771.50     0.301507    -0.095834    -0.702039
51771.75     0.409234    -0.159401    -0.137520
51772.00     0.376280    -0.114790    -0.139069
51772.25     0.438643    -0.283493     0.560289
51772.50     0.284137    -0.171189    -0.502307
51772.75     0.242520    -0.186563    -0.344918
51773.00     0.067415    -0.084748    -0.785846
51773.25     0.106130    -0.182202    -0.121062
51773.50    -0.045524    -0.015573    -1.231421
51773.75    -0.003967    -0.055485    -0.812497
51774.00    -0.136532     0.055095    -1.228129
51774.25    -0.010268    -0.124985    -0.155827
51774.50    -0.114406    -0.023178    -0.963969
51774.75    -0.101970    -0.061747    -0.578832
51775.00    -0.224088     0.049345    -0.948768
51775.25    -0.091512    -0.137640     0.104480
51775.50    -0.215470    -0.008224    -1.057937
51775.75    -0.154232    -0.057675    -0.554281
51776.00    -0.248435     0.055628    -1.024883
51776.25    -0.102277    -0.154366    -0.018230
51776.50    -0.153505    -0.068346    -0.944327
51776.75    -0.133328    -0.131679    -0.581043
51777.00    -0.262301    -0.035053    -1.162014
51777.25    -0.120252    -0.223406    -0.108968
51777.50    -0.172120    -0.126177    -0.969526
51777.75    -0.160475    -0.140409    -0.689116
51778.00    -0.313212     0.028437    -1.528727
51778.25    -0.177050    -0.135205    -0.577016
51778.50    -0.216950    -0.025454    -1.487205
51778.75    -0.163411    -0.057103    -1.093614
51779.00    -0.235636     0.052638    -1.484203
51779.25    -0.033416    -0.171501    -0.195098
51779.50    -0.044094    -0.068664    -0.953435
51779.75     0.056511    -0.118808    -0.449392
51780.00     0.013338    -0.040941    -0.834516
51780.25     0.162714    -0.250649     0.263250
51780.50     0.083817    -0.172954    -0.573659
51780.75     0.135512    -0.223503    -0.040529
51781.00     0.042544    -0.101907    -0.467558
51781.25     0.180948    -0.306737     0.630146
51781.50     0.134750    -0.221957    -0.219633
51781.75     0.194767    -0.299589     0.383516
51782.00     0.051108    -0.190691    -0.125022
51782.25     0.186764    -0.394126     1.053035
51782.50     0.104260    -0.313807     0.235220
51782.75     0.120675    -0.328650     0.658668
51783.00     0.039013    -0.213942     0.214999
51783.25     0.199778    -0.407288     1.203185
51783.50     0.106334    -0.291532     0.069810
51783.75     0.165226    -0.334313     0.472013
51784.00     0.081692    -0.239301    -0.058562
51784.25     0.246981    -0.433363     0.944201
51784.50     0.194443    -0.357820     0.060904
51784.75     0.243043    -0.385189     0.440491
51785.00     0.115116    -0.275273    -0.189085
51785.25     0.246998    -0.457707     0.761659
51785.50     0.136108    -0.345390    -0.310617
51785.75     0.153131    -0.350526    -0.041084
51786.00     0.008889    -0.211055    -0.666835
51786.25     0.159845    -0.357864     0.348566
51786.50     0.140496    -0.281636    -0.294262
51786.75     0.184926    -0.331265     0.188465
51787.00     0.076814    -0.241957    -0.247947
51787.25     0.197836    -0.436405     0.773193
51787.50    -0.008449    -0.297395    -0.458032
51787.75    -0.075000    -0.272168    -0.392666
51788.00    -0.223263    -0.115447    -0.976799
51788.25    -0.077535    -0.244555     0.122202
51788.50    -0.167529    -0.097011    -0.770386
51788.75    -0.129906    -0.117913    -0.202825
51789.00    -0.188739     0.031282    -0.439312
51789.25    -0.056726    -0.143658     0.744263
51789.50    -0.178227    -0.040047    -0.285872
51789.75    -0.129923    -0.076112     0.294443
51790.00    -0.286104     0.064565    -0.223070
51790.25    -0.141739    -0.140864     0.885658
51790.50    -0.233578    -0.053749    -0.071514
51790.75    -0.204767    -0.096828     0.425277
51791.00    -0.276902    -0.020340     0.120793
51791.25    -0.049019    -0.249491     1.523059
51791.50    -0.110394    -0.159144     0.560629
51791.75    -0.018217    -0.232951     1.179693
51792.00    -0.064739    -0.153962     0.807022
51792.25     0.180267    -0.385973     2.189327
51792.50     0.138490    -0.309221     1.197278
51792.75     0.258328    -0.428071     1.885069
51793.00     0.110079    -0.339614     1.154368
51793.25     0.140305    -0.521390     1.806791
51793.50    -0.019476    -0.379582     0.400663
51793.75    -0.001390    -0.406415     0.752862
51794.00    -0.192942    -0.219304    -0.234865
51794.25    -0.082396    -0.392375     0.795437
51794.50    -0.215880    -0.252516    -0.293662
51794.75    -0.239940    -0.264762     0.154066
51795.00    -0.437619    -0.095488    -0.435680
51795.25    -0.326593    -0.267018     0.842820
51795.50    -0.495898    -0.110756    -0.347221
51795.75    -0.495456    -0.117017     0.042798
51796.00    -0.654096     0.064410    -0.762756
51796.25    -0.480718    -0.117052     0.365940
51796.50    -0.609309     0.023380    -0.967364
51796.75    -0.543226     0.004466    -0.548548
51797.00    -0.674104     0.138883    -1.224270
51797.25    -0.484793    -0.084580     0.028827
51797.50    -0.554342     0.033563    -1.056481
51797.75    -0.496941    -0.009009    -0.577473
51798.00    -0.616042     0.126393    -1.219581
51798.25    -0.397491    -0.049820     0.096562
51798.50    -0.461158     0.085747    -0.941583
51798.75    -0.352497     0.026780    -0.350028
51799.00    -0.428045     0.151717    -0.743566
51799.25    -0.189849    -0.073466     0.565896
51799.50    -0.299830    -0.018071    -0.510375
51799.75    -0.235274    -0.104487     0.036714
51800.00    -0.379088    -0.011986    -0.483559
51800.25    -0.173127    -0.226268     0.722638
51800.50    -0.247755    -0.091643    -0.367218
51800.75    -0.201462    -0.124307     0.031900
51801.00    -0.271850     0.020623    -0.426889
51801.25    -0.063140    -0.160230     0.633159
51801.50    -0.126181    -0.052813    -0.476649
51801.75    -0.063568    -0.104704    -0.068286
51802.00    -0.197405    -0.005578    -0.644185
51802.25    -0.032551    -0.179494     0.394949
51802.50    -0.188070    -0.040217    -0.885162
51802.75    -0.241190    -0.051924    -0.741930
51803.00    -0.447324     0.119395    -1.556392
51803.25    -0.293783    -0.051648    -0.471200
51803.50    -0.422124     0.096719    -1.779286
51803.75    -0.393841     0.078929    -1.357255
51804.00    -0.523694     0.222274    -1.935720
51804.25    -0.315858     0.024498    -0.611371
