-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :   ECMWF_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
CCV1        49718.000    1995     1     1     0
CCV1        52274.750    2001    12    31    18
CCV1       921997.870 -5535327.766  3021401.158
51609.50    -0.467961    -0.075686     0.017346
51609.75    -0.567444    -0.228776    -0.628824
51610.00    -0.254723    -0.189014    -0.333430
51610.25    -0.304712    -0.244251    -0.836936
51610.50    -0.189239    -0.167765    -0.736993
51610.75    -0.459818    -0.289560    -1.077164
51611.00    -0.410022    -0.230417    -0.539803
51611.25    -0.662464    -0.240729    -0.718294
51611.50    -0.474214    -0.120076    -0.322618
51611.75    -0.610456    -0.210796    -0.459007
51612.00    -0.469775    -0.114136     0.221802
51612.25    -0.551847    -0.167303    -0.056571
51612.50    -0.387462    -0.068629     0.254265
51612.75    -0.596949    -0.155670    -0.123272
51613.00    -0.500746    -0.073257     0.131941
51613.25    -0.607554    -0.070793    -0.406198
51613.50    -0.536047     0.031411    -0.420000
51613.75    -0.844235    -0.050937    -0.871774
51614.00    -0.716022     0.018490    -0.536746
51614.25    -0.666433    -0.029130    -0.758084
51614.50    -0.586877     0.052054    -0.391780
51614.75    -0.837272    -0.042521    -0.434218
51615.00    -0.704534    -0.054359    -0.044474
51615.25    -0.915754    -0.112919    -0.261146
51615.50    -0.921719    -0.125754    -0.305959
51615.75    -1.249590    -0.291433    -0.907316
51616.00    -1.215244    -0.298278    -0.903338
51616.25    -1.405099    -0.404593    -1.648866
51616.50    -1.261423    -0.314698    -1.539869
51616.75    -1.484749    -0.407061    -1.866664
51617.00    -1.301208    -0.332853    -1.370974
51617.25    -1.106418    -0.373190    -1.609345
51617.50    -0.774280    -0.237852    -1.175514
51617.75    -0.829571    -0.278686    -1.173996
51618.00    -0.647560    -0.208075    -0.719700
51618.25    -0.767207    -0.182351    -0.932395
51618.50    -0.615129    -0.071811    -0.770082
51618.75    -0.767204    -0.109792    -0.925806
51619.00    -0.474253    -0.029713    -0.416067
51619.25    -0.375160    -0.036069    -0.598943
51619.50    -0.062573     0.106387    -0.132115
51619.75    -0.133641     0.043974    -0.140707
51620.00     0.057329     0.052167     0.264484
51620.25    -0.020231    -0.049749    -0.173506
51620.50     0.185710     0.003754    -0.059844
51620.75    -0.005762    -0.154975    -0.720434
51621.00     0.009220    -0.100013    -0.599480
51621.25    -0.099123    -0.128855    -1.104063
51621.50    -0.078870    -0.004260    -0.922465
51621.75    -0.470030    -0.146656    -1.504095
51622.00    -0.370850    -0.114629    -1.001586
51622.25    -0.541926    -0.100388    -1.042915
51622.50    -0.629403     0.042313    -0.607216
51622.75    -0.937578     0.044345    -0.488784
51623.00    -0.759990     0.199564     0.261223
51623.25    -0.850643     0.249877     0.210676
51623.50    -0.825382     0.375874     0.450450
51623.75    -1.045082     0.259795    -0.103177
51624.00    -0.954952     0.185270    -0.285608
51624.25    -0.898300     0.068661    -0.957355
51624.50    -0.717770     0.099892    -1.017476
51624.75    -0.930834    -0.084960    -1.650768
51625.00    -0.795790    -0.073337    -1.361262
51625.25    -0.702754    -0.137947    -1.762395
51625.50    -0.486787    -0.073181    -1.590008
51625.75    -0.443809    -0.192528    -1.913343
51626.00    -0.085765    -0.125376    -1.251978
51626.25     0.089378    -0.152816    -1.397512
51626.50     0.374848    -0.053448    -1.051962
51626.75     0.311693    -0.108051    -1.168224
51627.00     0.382816    -0.042976    -0.577682
51627.25     0.173468    -0.053186    -0.701755
51627.50     0.178549     0.023531    -0.420105
51627.75    -0.064732    -0.103573    -0.682761
51628.00    -0.061387    -0.091795    -0.369398
51628.25    -0.265936    -0.175838    -0.786746
51628.50    -0.161492    -0.120200    -0.542772
51628.75    -0.354139    -0.235264    -0.698795
51629.00    -0.300548    -0.176005    -0.118187
51629.25    -0.326703    -0.176063    -0.172302
51629.50    -0.176242    -0.017182     0.360202
51629.75    -0.406943    -0.012511     0.480723
51630.00    -0.293205     0.127378     1.325039
51630.25    -0.215105     0.202518     1.758831
51630.50     0.090554     0.382741     2.609641
51630.75     0.077514     0.375845     2.854507
51631.00     0.287152     0.506018     3.583609
51631.25     0.339136     0.473048     3.276919
51631.50     0.518351     0.519187     3.345810
51631.75     0.356166     0.371276     2.966538
51632.00     0.461080     0.354759     2.962163
51632.25     0.471177     0.222125     2.125309
51632.50     0.831586     0.271065     1.951427
51632.75     0.786373     0.153002     1.498552
51633.00     1.008743     0.215023     1.733990
51633.25     1.035103     0.184171     1.408690
51633.50     1.319067     0.325465     1.636727
51633.75     1.144973     0.288419     1.433411
51634.00     1.194186     0.305046     1.513254
51634.25     1.132127     0.298863     1.171987
51634.50     1.279481     0.374334     1.177245
51634.75     1.076294     0.229057     0.558227
51635.00     1.207125     0.235921     0.800366
51635.25     1.033023     0.168328     0.384086
51635.50     0.929378     0.238891     0.488559
51635.75     0.544136     0.095916     0.078081
51636.00     0.499456     0.111757     0.498972
51636.25     0.344429     0.053277     0.163849
51636.50     0.452625     0.182847     0.622052
51636.75     0.409094     0.049016     0.266098
51637.00     0.431419     0.052872     0.552793
51637.25     0.347220    -0.016130     0.142004
51637.50     0.652173     0.129431     0.640561
51637.75     0.507288     0.009985     0.336122
51638.00     0.467547     0.009836     0.737001
51638.25     0.330634    -0.071522     0.528861
51638.50     0.404641    -0.018405     0.901897
51638.75     0.086554    -0.159721     0.504196
51639.00     0.154782    -0.113142     0.778702
51639.25     0.067875    -0.176521     0.286536
51639.50     0.047859    -0.108587     0.388347
51639.75    -0.361011    -0.172356     0.133001
51640.00    -0.500612    -0.064786     0.728778
51640.25    -0.993081    -0.132140     0.156060
51640.50    -1.030300    -0.093224     0.246046
51640.75    -1.362212    -0.184105    -0.098366
51641.00    -1.443976    -0.058091     0.256178
51641.25    -1.670152    -0.084739    -0.434199
51641.50    -1.505908     0.035240    -0.416438
51641.75    -1.790014    -0.078245    -0.982790
51642.00    -1.761249    -0.009243    -0.566022
51642.25    -1.789256    -0.062365    -0.786777
51642.50    -1.707673    -0.044191    -0.730564
51642.75    -2.030505    -0.130869    -0.953697
51643.00    -1.733289    -0.074988    -0.680905
51643.25    -1.728897    -0.249646    -1.560258
51643.50    -1.654287    -0.266816    -1.846802
51643.75    -1.711955    -0.335680    -1.984307
51644.00    -1.435361    -0.211149    -1.347097
51644.25    -1.437368    -0.257195    -1.811341
51644.50    -1.072670    -0.142967    -1.686795
51644.75    -1.003274    -0.142073    -1.781932
51645.00    -0.957390    -0.048784    -1.556846
51645.25    -0.976649    -0.088017    -2.060187
51645.50    -0.714269     0.035263    -1.910496
51645.75    -0.774973    -0.053177    -2.128777
51646.00    -0.592136    -0.022109    -1.797168
51646.25    -0.581569    -0.086983    -2.061865
51646.50    -0.470835     0.013426    -1.894928
51646.75    -0.657607    -0.057884    -2.173311
51647.00    -0.425954     0.030989    -1.599145
51647.25    -0.392402     0.055579    -1.638220
51647.50    -0.159765     0.199751    -1.136243
51647.75    -0.139652     0.137611    -1.096675
51648.00     0.007190     0.228176    -0.334303
51648.25    -0.168755     0.192121    -0.378864
51648.50     0.061132     0.328919     0.204506
51648.75    -0.127886     0.216390     0.010480
51649.00    -0.025702     0.303853     0.711889
51649.25    -0.088167     0.283270     0.510561
51649.50     0.255705     0.398259     0.826338
51649.75     0.020323     0.243229     0.366026
51650.00     0.113662     0.269297     0.710374
51650.25     0.141216     0.172410     0.231350
51650.50     0.397458     0.204692     0.176206
51650.75     0.282239     0.093849    -0.161408
51651.00     0.517026     0.145582     0.387906
51651.25     0.449631     0.102253     0.126728
51651.50     0.560261     0.197687     0.459297
51651.75     0.382984     0.144008     0.455486
51652.00     0.504881     0.230338     1.084597
51652.25     0.390161     0.193581     0.775250
51652.50     0.527690     0.309372     1.090107
51652.75     0.434792     0.230720     0.925650
51653.00     0.556570     0.312708     1.457803
51653.25     0.455989     0.238347     0.969375
51653.50     0.680475     0.309767     1.063911
51653.75     0.529108     0.218902     0.770376
51654.00     0.649565     0.252345     1.140170
51654.25     0.633468     0.158529     0.606409
51654.50     0.815820     0.209832     0.794109
51654.75     0.652230     0.097619     0.523897
51655.00     0.759652     0.113645     1.045966
51655.25     0.835783     0.077782     1.044597
51655.50     1.171845     0.162881     1.493896
51655.75     1.204924     0.139266     1.636332
51656.00     1.470406     0.243673     2.242642
51656.25     1.505084     0.234881     2.083243
51656.50     1.823302     0.330723     2.399064
51656.75     1.672876     0.333849     2.336636
51657.00     1.611381     0.434841     2.785797
51657.25     1.247439     0.385311     2.170800
51657.50     1.200715     0.504678     2.213486
51657.75     0.900021     0.440561     1.881161
51658.00     0.861544     0.501801     2.271023
51658.25     0.603633     0.454223     1.850468
51658.50     0.620246     0.557931     2.031030
51658.75     0.349603     0.506176     1.827163
51659.00     0.379729     0.509594     2.092973
51659.25     0.272380     0.427311     1.658327
51659.50     0.435044     0.452826     1.607158
51659.75     0.463632     0.295010     1.050855
51660.00     0.718374     0.265982     1.099028
51660.25     0.808437     0.172253     0.638889
51660.50     1.090740     0.228910     0.698838
51660.75     0.987452     0.114071     0.397886
51661.00     1.085448     0.147298     0.673240
51661.25     0.850036     0.093275     0.339496
51661.50     0.843845     0.199786     0.675184
51661.75     0.548247     0.153844     0.541787
51662.00     0.507195     0.240802     1.000848
51662.25     0.294068     0.214598     0.739359
51662.50     0.277474     0.335934     0.961990
51662.75    -0.052436     0.257206     0.758334
51663.00    -0.000247     0.297770     0.943950
51663.25    -0.119663     0.203082     0.256010
51663.50    -0.029842     0.250510     0.062437
51663.75    -0.260153     0.128222    -0.393085
51664.00    -0.227636     0.130735    -0.128966
51664.25    -0.337178     0.000782    -0.763419
51664.50    -0.180598     0.024223    -0.794479
51664.75    -0.441186    -0.127798    -1.253867
51665.00    -0.414122    -0.082715    -0.784856
51665.25    -0.532361    -0.127135    -0.978162
51665.50    -0.419812    -0.043657    -0.787396
51665.75    -0.638593    -0.134857    -0.931896
51666.00    -0.446943    -0.047184    -0.231217
51666.25    -0.448775    -0.095798    -0.456209
51666.50    -0.114425     0.017734    -0.159344
51666.75    -0.072888    -0.049394    -0.481642
51667.00     0.214438     0.032768    -0.043600
51667.25     0.159081    -0.016941    -0.438080
51667.50     0.450845     0.080671    -0.166594
51667.75     0.444148    -0.015805    -0.486051
51668.00     0.604789     0.030944    -0.004857
51668.25     0.526582    -0.044603    -0.369625
51668.50     0.773063     0.008960    -0.139035
51668.75     0.669462    -0.097224    -0.401791
51669.00     0.786666    -0.056552     0.024594
51669.25     0.748008    -0.153655    -0.501616
51669.50     0.949012    -0.087137    -0.388941
51669.75     0.724090    -0.171286    -0.660671
51670.00     0.660150    -0.105075    -0.101131
51670.25     0.342856    -0.163899    -0.573032
51670.50     0.350974    -0.060912    -0.408837
51670.75     0.067127    -0.145588    -0.654990
51671.00     0.029730    -0.088903    -0.097391
51671.25    -0.240902    -0.139886    -0.358837
51671.50    -0.126984    -0.066061    -0.146851
51671.75    -0.349974    -0.105500    -0.210767
51672.00    -0.378430     0.029521     0.430357
51672.25    -0.542634     0.019809     0.162711
51672.50    -0.361617     0.145119     0.392325
51672.75    -0.501385     0.121459     0.329329
51673.00    -0.475004     0.223031     0.971977
51673.25    -0.578825     0.217581     0.860979
51673.50    -0.370264     0.308804     1.067831
51673.75    -0.533948     0.247226     0.876096
51674.00    -0.512433     0.336949     1.366395
51674.25    -0.657006     0.333012     1.110072
51674.50    -0.559867     0.413992     1.164946
51674.75    -0.734558     0.339491     0.963729
51675.00    -0.637472     0.462997     1.429220
51675.25    -0.675172     0.418716     1.063155
51675.50    -0.462800     0.474814     1.068506
51675.75    -0.649529     0.419380     0.950716
51676.00    -0.647677     0.490778     1.459087
51676.25    -0.902479     0.406034     1.118033
51676.50    -0.889462     0.445063     1.130481
51676.75    -1.278130     0.328656     0.759821
51677.00    -1.370651     0.345448     1.056896
51677.25    -1.507844     0.248493     0.687748
51677.50    -1.329659     0.209866     0.485728
51677.75    -1.660235     0.036558     0.004427
51678.00    -1.636793     0.084574     0.401356
51678.25    -1.688660    -0.033784    -0.292831
51678.50    -1.549623    -0.022138    -0.476014
51678.75    -1.752922    -0.160219    -1.008549
51679.00    -1.618777    -0.053139    -0.453627
51679.25    -1.655736    -0.132899    -0.959897
51679.50    -1.413664    -0.034637    -0.722049
51679.75    -1.494563    -0.106309    -0.935340
51680.00    -1.248849    -0.005597    -0.314562
51680.25    -1.163825    -0.018980    -0.596474
51680.50    -0.811886     0.106931    -0.301190
51680.75    -0.900446     0.062839    -0.398628
51681.00    -0.764941     0.133778     0.158938
51681.25    -0.793977     0.134552    -0.078110
51681.50    -0.509202     0.242264     0.072256
51681.75    -0.634072     0.182729    -0.111213
51682.00    -0.514219     0.240059     0.282893
51682.25    -0.621092     0.116838    -0.341153
51682.50    -0.334884     0.141975    -0.312030
51682.75    -0.294372     0.006627    -0.672605
51683.00    -0.074530     0.048635    -0.343147
51683.25     0.091157    -0.005766    -0.687523
51683.50     0.546626     0.100015    -0.390635
51683.75     0.662419     0.083305    -0.346031
51684.00     0.873682     0.187936     0.320066
51684.25     0.937266     0.153659     0.119440
51684.50     1.244239     0.238464     0.405538
51684.75     1.065703     0.186947     0.287119
51685.00     1.152414     0.275795     0.879137
51685.25     1.188122     0.210447     0.586310
51685.50     1.418415     0.257323     0.747595
51685.75     1.223915     0.201915     0.687926
51686.00     1.273158     0.278392     1.299851
51686.25     1.051600     0.238735     1.164555
51686.50     1.139561     0.302919     1.469196
51686.75     0.890373     0.284567     1.488460
51687.00     0.900535     0.348452     2.003277
51687.25     0.786595     0.386172     2.085027
51687.50     1.030615     0.471675     2.488472
51687.75     0.791405     0.427171     2.442229
51688.00     0.744544     0.509408     2.933471
51688.25     0.661672     0.478057     2.703450
51688.50     0.789383     0.520236     2.752007
51688.75     0.493721     0.420844     2.346438
51689.00     0.429214     0.455497     2.571973
51689.25     0.290890     0.416475     2.251958
51689.50     0.308368     0.397373     1.951298
51689.75     0.219831     0.347171     1.709938
51690.00     0.521616     0.433718     2.214185
51690.25     0.780768     0.391982     1.982896
51690.50     1.333154     0.462922     2.145798
51690.75     1.525438     0.437759     2.196278
51691.00     1.796783     0.461816     2.478817
51691.25     1.833799     0.357111     2.011198
51691.50     2.137862     0.361469     2.011105
51691.75     2.068899     0.265427     1.831657
51692.00     2.193009     0.306848     2.322756
51692.25     2.210878     0.244432     2.137836
51692.50     2.543426     0.341627     2.476019
51692.75     2.369871     0.329649     2.478888
51693.00     2.406011     0.431805     3.036884
51693.25     2.300580     0.383356     2.698692
51693.50     2.447165     0.472947     2.863298
51693.75     2.343349     0.418829     2.612596
51694.00     2.324004     0.496582     2.957909
51694.25     2.160681     0.406912     2.383384
51694.50     2.295579     0.464301     2.375476
51694.75     2.171603     0.339966     1.908985
51695.00     2.017254     0.324662     2.005543
51695.25     1.913733     0.206976     1.472450
51695.50     1.982136     0.250707     1.509339
51695.75     1.597516     0.100452     1.020802
51696.00     1.325964     0.120995     1.232914
51696.25     1.020467     0.023427     0.717889
51696.50     0.963773     0.088327     0.663543
51696.75     0.557119    -0.049763     0.090789
51697.00     0.526791    -0.009558     0.479948
51697.25     0.441931    -0.112688    -0.000402
51697.50     0.582537    -0.090604    -0.025148
51697.75     0.499581    -0.151646    -0.156052
51698.00     0.691358    -0.068664     0.445267
51698.25     0.694223    -0.107538     0.024016
51698.50     0.855692     0.030835     0.336472
51698.75     0.762187     0.016338     0.226393
51699.00     0.711645     0.100468     0.706691
51699.25     0.692687     0.061807     0.293201
51699.50     0.848949     0.162861     0.586284
51699.75     0.715734     0.089861     0.278119
51700.00     0.761731     0.120379     0.638806
51700.25     0.995492     0.114639     0.510360
51700.50     1.273010     0.200103     0.763548
51700.75     1.177388     0.158023     0.649463
51701.00     1.502450     0.200028     1.205137
51701.25     1.687817     0.177472     1.035646
51701.50     1.776965     0.223417     0.995714
51701.75     1.737933     0.148131     0.677978
51702.00     1.846211     0.194577     0.936196
51702.25     1.812875     0.130271     0.479183
51702.50     2.049106     0.161237     0.469924
51702.75     2.056540     0.112171     0.474807
51703.00     2.109062     0.119909     0.837577
51703.25     2.201143     0.103656     0.758945
51703.50     2.531641     0.176306     1.066512
51703.75     2.429807     0.070537     0.999232
51704.00     2.421643     0.095794     1.443446
51704.25     2.449450     0.047812     1.229445
51704.50     2.524513     0.113402     1.307528
51704.75     2.187808     0.021454     0.903661
51705.00     2.063885     0.088450     1.335203
51705.25     1.923161     0.027934     0.928615
51705.50     1.912273     0.093705     0.952901
51705.75     1.609940    -0.033485     0.517204
51706.00     1.455654    -0.002070     0.762183
51706.25     1.200124    -0.085065     0.154598
51706.50     1.221599    -0.054328    -0.087500
51706.75     0.976875    -0.157212    -0.557155
51707.00     0.876036    -0.126272    -0.315696
51707.25     0.767629    -0.184621    -0.792185
51707.50     0.975506    -0.110592    -0.706750
51707.75     0.833564    -0.205164    -1.030824
51708.00     0.933762    -0.113723    -0.417123
51708.25     1.036351    -0.096144    -0.489258
51708.50     1.199682     0.007868    -0.284319
51708.75     1.017910    -0.013182    -0.366229
51709.00     1.097783     0.058243     0.162394
51709.25     1.127096     0.033258    -0.075537
51709.50     1.282061     0.133405     0.240909
51709.75     1.095149     0.094496     0.183825
51710.00     1.132144     0.167417     0.885476
51710.25     1.116753     0.110804     0.697753
51710.50     1.143045     0.272100     1.419374
51710.75     0.752166     0.267585     1.507565
51711.00     0.642465     0.342058     2.102104
51711.25     0.511441     0.300683     1.748363
51711.50     0.522101     0.304960     1.727736
51711.75     0.249118     0.154349     1.188303
51712.00     0.279333     0.158382     1.422588
51712.25     0.275687    -0.011073     0.648336
51712.50     0.451144     0.006821     0.549938
51712.75     0.333967    -0.120872    -0.039486
51713.00     0.263187    -0.091318     0.130016
51713.25     0.231675    -0.148796    -0.476830
51713.50     0.392062    -0.042046    -0.278331
51713.75     0.245308    -0.101509    -0.557540
51714.00     0.273414    -0.048523    -0.164052
51714.25     0.451450    -0.079237    -0.370884
51714.50     0.724862     0.048058    -0.090512
51714.75     0.729653     0.037956    -0.150171
51715.00     0.857982     0.106995     0.434366
51715.25     0.932410     0.080119     0.233676
51715.50     1.131329     0.194934     0.732605
51715.75     1.094902     0.164168     0.855669
51716.00     1.146590     0.180310     1.325278
51716.25     1.029312     0.140657     1.128320
51716.50     1.185611     0.183089     1.436366
51716.75     1.016553     0.110979     1.372873
51717.00     0.869315     0.127173     1.686092
51717.25     0.723209     0.092908     1.410514
51717.50     0.930005     0.138487     1.461287
51717.75     0.745226     0.084514     1.157746
51718.00     0.822804     0.127337     1.435313
51718.25     0.890582     0.125688     1.191790
51718.50     1.171082     0.207351     1.198290
51718.75     0.996154     0.153381     0.888118
51719.00     1.012840     0.179520     1.011653
51719.25     0.954435     0.196417     0.795388
51719.50     1.120552     0.276292     0.876009
51719.75     1.071117     0.222135     0.709076
51720.00     1.153615     0.256306     1.086952
51720.25     1.165288     0.212986     0.895052
51720.50     1.289271     0.266389     1.078250
51720.75     1.107391     0.169739     0.794187
51721.00     0.931608     0.212846     1.000606
51721.25     0.932801     0.194886     0.764263
51721.50     0.969296     0.261425     0.836071
51721.75     0.708073     0.138400     0.482410
51722.00     0.737606     0.153853     0.760669
51722.25     0.756963     0.099388     0.482279
51722.50     0.835848     0.152301     0.491779
51722.75     0.648191     0.032365     0.026934
51723.00     0.611636     0.087294     0.328603
51723.25     0.508390     0.044014    -0.102601
51723.50     0.550003     0.128113     0.078020
51723.75     0.374820     0.047395    -0.130598
51724.00     0.333970     0.104153     0.426985
51724.25     0.196575     0.037130     0.101861
51724.50     0.249873     0.160320     0.479807
51724.75     0.025233     0.106347     0.301438
51725.00    -0.020182     0.165925     0.719208
51725.25    -0.056771     0.158371     0.489149
51725.50     0.054455     0.255732     0.581713
51725.75    -0.109782     0.154611     0.113411
51726.00    -0.013797     0.221830     0.546596
51726.25    -0.190867     0.215476     0.236609
51726.50    -0.111507     0.299366     0.383601
51726.75    -0.304760     0.211709     0.046702
51727.00    -0.237327     0.258129     0.499002
51727.25    -0.222550     0.254018     0.264890
51727.50    -0.041493     0.336540     0.457385
51727.75    -0.082093     0.278046     0.241234
51728.00    -0.021239     0.305023     0.536124
51728.25    -0.027544     0.293060     0.190400
51728.50     0.102196     0.367933     0.317475
51728.75    -0.064163     0.291464    -0.042492
51729.00    -0.046641     0.325958     0.389605
51729.25    -0.042111     0.286907     0.157942
51729.50     0.155201     0.337260     0.419753
51729.75     0.079583     0.259813     0.363380
51730.00     0.203542     0.279174     0.801639
51730.25     0.255007     0.226825     0.563278
51730.50     0.511274     0.289510     0.833678
51730.75     0.410126     0.208526     0.675427
51731.00     0.452637     0.265124     1.156404
51731.25     0.578835     0.270712     1.118815
51731.50     0.835435     0.367639     1.373745
51731.75     0.766053     0.338257     1.173016
51732.00     0.857832     0.447877     1.668616
51732.25     1.005234     0.485509     1.480670
51732.50     1.150504     0.583467     1.513501
51732.75     1.034892     0.501231     1.051298
51733.00     1.162800     0.539174     1.265012
51733.25     1.256376     0.477410     0.773077
51733.50     1.362739     0.492695     0.653682
51733.75     1.263999     0.392811     0.375078
51734.00     1.370458     0.403158     0.833849
51734.25     1.460710     0.378715     0.788574
51734.50     1.651994     0.441659     1.089374
51734.75     1.611129     0.334974     0.971305
51735.00     1.747911     0.362041     1.480746
51735.25     1.835152     0.365286     1.373866
51735.50     1.881504     0.445402     1.508729
51735.75     1.702592     0.375025     1.215987
51736.00     1.752600     0.461008     1.814908
51736.25     1.771937     0.444414     1.641809
51736.50     1.819071     0.489495     1.727157
51736.75     1.524007     0.413364     1.483143
51737.00     1.449484     0.503713     1.911177
51737.25     1.226342     0.475522     1.545773
51737.50     1.234996     0.535941     1.627299
51737.75     1.063037     0.453124     1.284121
51738.00     1.068225     0.500936     1.604744
51738.25     0.941363     0.463035     1.237402
51738.50     1.079607     0.547675     1.482593
51738.75     0.998382     0.448931     1.280080
51739.00     1.085214     0.531161     1.830278
51739.25     1.195437     0.497697     1.691612
51739.50     1.481844     0.590752     2.106074
51739.75     1.531078     0.500046     1.966630
51740.00     1.637168     0.590714     2.662703
51740.25     1.630062     0.557364     2.564225
51740.50     1.793712     0.684246     3.115771
51740.75     1.697414     0.626693     2.943526
51741.00     1.704104     0.646498     3.277401
51741.25     1.581910     0.573205     2.841070
51741.50     1.698311     0.555198     2.734259
51741.75     1.388425     0.405858     2.125677
51742.00     1.272819     0.380927     2.089006
51742.25     1.178472     0.266806     1.398831
51742.50     1.302775     0.306727     1.302777
51742.75     1.028515     0.179885     0.742708
51743.00     1.042818     0.233095     1.135918
51743.25     1.176971     0.232620     1.024728
51743.50     1.462826     0.339318     1.378532
51743.75     1.338248     0.253394     1.112650
51744.00     1.535800     0.322497     1.656841
51744.25     1.623183     0.321164     1.558181
51744.50     1.706138     0.384590     1.738354
51744.75     1.476957     0.293110     1.434531
51745.00     1.352816     0.286452     1.684449
51745.25     1.187284     0.250677     1.378258
51745.50     1.178553     0.292023     1.568179
51745.75     0.929937     0.190644     1.295582
51746.00     0.807244     0.176685     1.539767
51746.25     0.718210     0.144107     1.264443
51746.50     0.802851     0.203170     1.432378
51746.75     0.552998     0.102471     1.013531
51747.00     0.481741     0.126085     1.196641
51747.25     0.437146     0.136086     0.904359
51747.50     0.532978     0.214487     0.881793
51747.75     0.469861     0.123109     0.484259
51748.00     0.653638     0.172706     0.746978
51748.25     0.812956     0.161360     0.550814
51748.50     1.126143     0.259240     0.829983
51748.75     1.144104     0.208505     0.769620
51749.00     1.153265     0.246662     1.016162
51749.25     1.069533     0.268878     0.859624
51749.50     1.217832     0.372014     1.041752
51749.75     1.074905     0.298227     0.737141
51750.00     1.049778     0.348176     1.025055
51750.25     1.027887     0.368095     0.873888
51750.50     1.292289     0.458051     1.085825
51750.75     0.999450     0.325267     0.556741
51751.00     1.065573     0.344001     0.828478
51751.25     1.005820     0.307831     0.499881
51751.50     0.978881     0.324599     0.291824
51751.75     0.719353     0.177752    -0.242611
51752.00     0.738795     0.214287     0.230076
51752.25     0.599781     0.192228     0.019016
51752.50     0.671058     0.260343     0.175887
51752.75     0.517337     0.151363    -0.109440
51753.00     0.530783     0.206915     0.382312
51753.25     0.477660     0.208395     0.262246
51753.50     0.676118     0.310492     0.609442
51753.75     0.547010     0.240719     0.400607
51754.00     0.527505     0.294257     0.845016
51754.25     0.508432     0.271679     0.575134
51754.50     0.670006     0.367088     0.895356
51754.75     0.470879     0.229104     0.407992
51755.00     0.482130     0.251354     0.817697
51755.25     0.502538     0.224044     0.601725
51755.50     0.613424     0.270715     0.750722
51755.75     0.375847     0.149591     0.327239
51756.00     0.520208     0.163177     0.738481
51756.25     0.576019     0.105714     0.379143
51756.50     0.724665     0.187937     0.530452
51756.75     0.582022     0.100821     0.230604
51757.00     0.601561     0.103622     0.519081
51757.25     0.650349     0.069027     0.245692
51757.50     0.897518     0.186538     0.702033
51757.75     0.685284     0.103159     0.484091
51758.00     0.765981     0.139976     0.914707
51758.25     0.918515     0.133810     0.883249
51758.50     1.204751     0.224223     1.270172
51758.75     1.116112     0.128085     1.055084
51759.00     1.298799     0.178563     1.591875
51759.25     1.374803     0.139930     1.301537
51759.50     1.536799     0.178660     1.313547
51759.75     1.400493     0.091779     1.043305
51760.00     1.283302     0.104224     1.255544
51760.25     1.132400     0.038513     0.826506
51760.50     1.102476     0.077974     0.825445
51760.75     0.864389    -0.032357     0.382697
51761.00     0.794018     0.000863     0.754579
51761.25     0.721213     0.010414     0.602456
51761.50     0.776908     0.100633     0.869525
51761.75     0.501850     0.041627     0.722380
51762.00     0.538161     0.132763     1.232819
51762.25     0.654771     0.125869     1.038306
51762.50     0.774897     0.186990     1.143169
51762.75     0.669425     0.075844     0.738279
51763.00     0.768230     0.112508     1.083729
51763.25     0.759731     0.032113     0.575499
51763.50     0.943055     0.117676     0.712354
51763.75     0.756463     0.001364     0.329636
51764.00     0.693557     0.029954     0.679423
51764.25     0.655286    -0.024496     0.367901
51764.50     0.772696     0.075318     0.614846
51764.75     0.501039    -0.005626     0.273857
51765.00     0.432788     0.064805     0.753032
51765.25     0.418613     0.059854     0.586199
51765.50     0.499912     0.154608     0.786513
51765.75     0.271164     0.065445     0.432937
51766.00     0.222353     0.149359     0.989359
51766.25     0.159024     0.166743     0.683126
51766.50     0.093276     0.258775     0.685944
51766.75    -0.173779     0.191185     0.321637
51767.00    -0.108631     0.285465     0.853343
51767.25    -0.157167     0.286786     0.663906
51767.50    -0.047824     0.378591     0.773294
51767.75    -0.212932     0.285435     0.447698
51768.00    -0.208694     0.324907     0.764259
51768.25    -0.309350     0.309696     0.629927
51768.50    -0.158259     0.374639     0.901316
51768.75    -0.338510     0.250193     0.669350
51769.00    -0.366349     0.272505     1.018145
51769.25    -0.436024     0.204313     0.632244
51769.50    -0.379576     0.270050     0.751254
51769.75    -0.638255     0.137525     0.230489
51770.00    -0.519093     0.173963     0.567670
51770.25    -0.525310     0.132600     0.063754
51770.50    -0.326734     0.187769     0.045277
51770.75    -0.321732     0.080377    -0.371739
51771.00    -0.126673     0.134056     0.065000
51771.25    -0.149711     0.094998    -0.358808
51771.50     0.013583     0.145608    -0.278043
51771.75    -0.089811     0.067154    -0.490835
51772.00    -0.143061     0.108392    -0.114529
51772.25    -0.317355     0.050767    -0.465217
51772.50    -0.189183     0.137108    -0.257241
51772.75    -0.340894     0.020720    -0.610288
51773.00    -0.265213     0.102163     0.025029
51773.25    -0.302994     0.079662    -0.199560
