-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :     NCEP_CME
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
KAN1        49718.000    1995     1     1     0
KAN1        52274.750    2001    12    31    18
KAN1      -466463.922 -4932743.133  4003353.666
51702.00     0.105880     0.211207    -2.519512
51702.25     0.013646     0.205500    -2.942770
51702.50    -0.143532     0.256361    -2.641398
51702.75    -0.302760     0.227020    -1.380746
51703.00    -0.345610     0.213440     0.408353
51703.25    -0.433596     0.151702     0.463711
51703.50    -0.498379     0.256169     0.645041
51703.75    -0.520916     0.296851     1.183673
51704.00    -0.506653     0.353378     2.644358
51704.25    -0.479593     0.348807     2.041592
51704.50    -0.508475     0.471924     1.753018
51704.75    -0.488719     0.518487     2.300384
51705.00    -0.470292     0.491064     3.452808
51705.25    -0.390831     0.368680     2.705019
51705.50    -0.353271     0.302884     2.226566
51705.75    -0.245431     0.150992     1.250138
51706.00    -0.077985     0.186118     1.635603
51706.25     0.040587     0.102007     0.106635
51706.50     0.129223     0.172185    -0.584855
51706.75     0.119972     0.152290    -1.417471
51707.00     0.155811     0.184641    -0.543852
51707.25     0.091184     0.159440    -1.186505
51707.50    -0.047468     0.182964    -1.109901
51707.75    -0.095669     0.231858    -1.089926
51708.00    -0.116024     0.288769     0.569512
51708.25    -0.172087     0.266161     0.872270
51708.50    -0.264782     0.284461     1.405479
51708.75    -0.182135     0.222872     2.285346
51709.00    -0.064219     0.074208     3.506472
51709.25    -0.131318    -0.133516     2.385759
51709.50    -0.321293    -0.214593     2.812993
51709.75    -0.440785    -0.402285     2.531610
51710.00    -0.409870    -0.278226     3.245161
51710.25    -0.484966    -0.247920     2.918220
51710.50    -0.498093    -0.172745     4.137400
51710.75    -0.472527    -0.058027     5.687431
51711.00    -0.247455    -0.088009     7.645770
51711.25    -0.076809    -0.299213     6.131758
51711.50    -0.014892    -0.407835     4.994168
51711.75     0.102927    -0.435734     2.894552
51712.00     0.165797    -0.332764     2.652837
51712.25     0.164365    -0.292233     0.438632
51712.50     0.174915    -0.227280    -0.258466
51712.75     0.203560    -0.195131    -1.471763
51713.00     0.077395    -0.070283    -0.686132
51713.25    -0.053140    -0.059173    -1.368256
51713.50    -0.136790     0.010842    -1.341637
51713.75    -0.243293     0.121601    -1.410763
51714.00    -0.295446     0.218304     0.005120
51714.25    -0.318777     0.245915    -0.038223
51714.50    -0.331393     0.369326     0.226091
51714.75    -0.360782     0.466021     0.923730
51715.00    -0.355420     0.511604     2.625278
51715.25    -0.423470     0.341167     2.934825
51715.50    -0.530872     0.149043     3.706888
51715.75    -0.490235    -0.046649     3.299956
51716.00    -0.396629    -0.109646     4.211670
51716.25    -0.508816    -0.255611     2.886072
51716.50    -0.593603    -0.317032     2.366159
51716.75    -0.682307    -0.396648     1.789435
51717.00    -0.640052    -0.355201     2.710718
51717.25    -0.566170    -0.411968     1.877123
51717.50    -0.499332    -0.357453     1.320045
51717.75    -0.366113    -0.246134     0.938545
51718.00    -0.323028    -0.121006     1.451617
51718.25    -0.266276    -0.061481     1.341528
51718.50    -0.321395    -0.013137     1.100415
51718.75    -0.257599     0.002466     1.212311
51719.00    -0.218385     0.048356     2.393387
51719.25    -0.172728    -0.023961     2.045953
51719.50    -0.084443    -0.147246     2.223116
51719.75    -0.060659    -0.226480     1.658800
51720.00     0.041222    -0.221355     1.571097
51720.25     0.096293    -0.238339     0.518000
51720.50     0.126962    -0.190033     0.453248
51720.75     0.162767    -0.179684     0.337867
51721.00     0.341256    -0.192414     0.922974
51721.25     0.370533    -0.452127     0.285469
51721.50     0.370391    -0.541509    -0.900739
51721.75     0.398006    -0.531170    -1.629240
51722.00     0.359439    -0.427656    -1.169205
51722.25     0.346805    -0.415833    -2.305989
51722.50     0.304164    -0.340806    -2.726269
51722.75     0.274563    -0.287105    -3.038327
51723.00     0.273907    -0.159748    -1.733563
51723.25     0.245363    -0.226086    -2.007989
51723.50     0.221097    -0.253863    -1.821185
51723.75     0.186294    -0.345457    -2.021102
51724.00     0.118448    -0.305346    -0.599900
51724.25     0.002488    -0.326788    -1.218545
51724.50    -0.015167    -0.301678    -0.950734
51724.75    -0.064123    -0.187262    -0.875824
51725.00    -0.027460    -0.055357     0.642886
51725.25    -0.100245    -0.053056     0.556072
51725.50    -0.053537    -0.021764     0.618701
51725.75    -0.008385     0.002259     0.353682
51726.00     0.009341     0.061667     1.309308
51726.25    -0.025914     0.061123     0.703819
51726.50    -0.023959     0.101365     0.613642
51726.75     0.005181     0.128366     0.737784
51727.00     0.001062     0.165041     2.008481
51727.25    -0.023769     0.052720     1.722216
51727.50    -0.046416     0.132712     2.138572
51727.75     0.026385     0.066023     1.738071
51728.00     0.107657     0.125425     2.697790
51728.25     0.152256     0.056521     1.682446
51728.50     0.200628     0.120902     1.558567
51728.75     0.272111     0.180004     1.027646
51729.00     0.294129     0.239515     1.793416
51729.25     0.189279     0.218831     1.528022
51729.50     0.123485     0.192985     1.446668
51729.75     0.126214     0.114027     1.449625
51730.00     0.214712     0.127501     2.307736
51730.25     0.154766     0.028320     1.551825
51730.50     0.113155     0.029006     1.267624
51730.75     0.139733    -0.010237     0.856171
51731.00     0.187098     0.016334     1.548790
51731.25     0.142639    -0.033755     0.958704
51731.50     0.123162    -0.020019     0.545345
51731.75     0.167761     0.016990     0.278286
51732.00     0.198414     0.120202     1.082767
51732.25     0.180447     0.101580     0.173498
51732.50     0.140964     0.141481    -0.458552
51732.75     0.160410     0.203434    -0.768867
51733.00     0.200076     0.271385    -0.122956
51733.25     0.125697     0.187877    -0.865575
51733.50     0.055832     0.188406    -1.154590
51733.75     0.052716     0.211567    -0.822349
51734.00     0.059108     0.206971     0.359046
51734.25    -0.056537     0.096429     0.392075
51734.50    -0.136765     0.028437     0.792525
51734.75    -0.102709    -0.036029     0.952484
51735.00    -0.039552    -0.018611     2.170415
51735.25    -0.116772    -0.090859     1.743579
51735.50    -0.052835    -0.066952     1.550256
51735.75     0.054471    -0.131491     1.218486
51736.00     0.143903    -0.086296     2.155441
51736.25     0.099687    -0.161428     1.598068
51736.50     0.082009    -0.154962     1.190469
51736.75     0.106885    -0.209495     0.882671
51737.00     0.184272    -0.132196     1.802382
51737.25     0.178821    -0.258063     1.143993
51737.50     0.198226    -0.313657     0.713351
51737.75     0.257875    -0.394244    -0.178929
51738.00     0.285261    -0.324858     0.577326
51738.25     0.243892    -0.433944    -0.638209
51738.50     0.204398    -0.428809    -0.764763
51738.75     0.191860    -0.451649    -1.133241
51739.00     0.171066    -0.369537     0.148784
51739.25     0.074292    -0.471389    -0.375266
51739.50    -0.002853    -0.455758    -0.232265
51739.75    -0.021422    -0.411865    -0.455787
51740.00    -0.036607    -0.365885     1.057447
51740.25    -0.091116    -0.435049     1.023222
51740.50    -0.146728    -0.384685     1.642602
51740.75    -0.040645    -0.331133     1.875221
51741.00     0.031719    -0.285242     3.007550
51741.25     0.041947    -0.310463     2.428790
51741.50     0.018713    -0.274467     2.266728
51741.75     0.157537    -0.345955     1.362570
51742.00     0.312009    -0.305949     1.524324
51742.25     0.287605    -0.369444     0.245739
51742.50     0.295080    -0.334957    -0.398101
51742.75     0.339419    -0.350798    -1.249886
51743.00     0.364395    -0.283924    -0.567713
51743.25     0.319527    -0.285389    -0.982381
51743.50     0.234857    -0.237496    -0.517198
51743.75     0.233082    -0.290042    -0.576015
51744.00     0.291224    -0.285362     0.387514
51744.25     0.271127    -0.376611    -0.488686
51744.50     0.237212    -0.395453    -0.963065
51744.75     0.228535    -0.400616    -1.493917
51745.00     0.211619    -0.298679    -0.622730
51745.25     0.130011    -0.355432    -1.064413
51745.50     0.129146    -0.348471    -0.477224
51745.75     0.091050    -0.394696    -0.790126
51746.00     0.135132    -0.347497     0.099101
51746.25     0.071051    -0.358342    -0.366867
51746.50     0.023125    -0.363162    -0.852508
51746.75     0.077727    -0.279493    -1.213238
51747.00     0.109807    -0.177518    -0.206147
51747.25     0.134678    -0.204719    -1.129521
51747.50     0.203136    -0.172708    -1.377798
51747.75     0.216391    -0.152666    -2.475421
51748.00     0.276917    -0.125841    -1.603369
51748.25     0.184179    -0.149648    -2.670236
51748.50     0.208690    -0.129793    -2.794315
51748.75     0.115612    -0.085927    -2.947327
51749.00     0.128817    -0.010707    -1.586594
51749.25     0.049541    -0.043019    -1.961688
51749.50     0.037618     0.040941    -1.832050
51749.75     0.040394     0.119176    -1.253122
51750.00     0.099133     0.186258     0.121179
51750.25     0.084776     0.174049    -0.087001
51750.50     0.071504     0.195608     0.152388
51750.75     0.123809     0.205178    -0.104101
51751.00     0.150705     0.225757     0.963799
51751.25     0.118632     0.202186     0.073008
51751.50     0.142547     0.231712    -0.507097
51751.75     0.148069     0.233165    -0.879074
51752.00     0.160931     0.192326     0.545365
51752.25     0.215465     0.099972    -0.097703
51752.50     0.176175     0.100192    -0.397040
51752.75     0.185230     0.047694    -0.750274
51753.00     0.215328    -0.003546     0.159292
51753.25     0.235714    -0.071233    -0.060665
51753.50     0.218657    -0.128893    -0.075942
51753.75     0.309661    -0.170530    -0.204843
51754.00     0.397845    -0.185792     0.743194
51754.25     0.406195    -0.259780     0.122514
51754.50     0.394442    -0.292302     0.442978
51754.75     0.366820    -0.321480    -0.294510
51755.00     0.360163    -0.242532     0.597419
51755.25     0.277789    -0.328008    -0.210276
51755.50     0.274109    -0.322961    -0.232741
51755.75     0.258538    -0.363610    -0.783213
51756.00     0.249328    -0.289029     0.187082
51756.25     0.192966    -0.339237    -0.560906
51756.50     0.163840    -0.319621    -0.640495
51756.75     0.138514    -0.337506    -1.229241
51757.00     0.115146    -0.280940    -0.343466
51757.25     0.047080    -0.305383    -0.883911
51757.50    -0.026710    -0.311254    -0.673913
51757.75    -0.027534    -0.297977    -0.757304
51758.00     0.002769    -0.251142     0.531653
51758.25    -0.007634    -0.302213     0.233492
51758.50     0.014895    -0.298407     0.290524
51758.75     0.102343    -0.282036     0.410249
51759.00     0.137710    -0.154139     1.363363
51759.25     0.169401    -0.183974     0.483906
51759.50     0.154002    -0.105667     0.086182
51759.75     0.160117    -0.085788    -0.179547
51760.00     0.147403    -0.032766     0.560799
51760.25     0.109558    -0.070434    -0.229384
51760.50     0.030725    -0.056483    -0.290009
51760.75     0.016509    -0.018983    -0.481958
51761.00    -0.030531     0.046459     0.757972
51761.25    -0.166074     0.000402     1.152848
51761.50    -0.375965    -0.027800     2.166182
51761.75    -0.387133    -0.154685     2.859466
51762.00    -0.347996    -0.155876     3.995766
51762.25    -0.333090    -0.241925     3.666276
51762.50    -0.288803    -0.238570     3.473210
51762.75    -0.228372    -0.286333     2.719578
51763.00    -0.166357    -0.164068     3.046018
51763.25    -0.201456    -0.158512     1.960586
51763.50    -0.175305    -0.076245     1.670331
51763.75    -0.222150    -0.001988     1.468227
51764.00    -0.229770     0.066883     2.790881
51764.25    -0.295878    -0.048883     2.079970
51764.50    -0.310911    -0.049651     2.226403
51764.75    -0.191891    -0.151602     1.573932
51765.00    -0.083811    -0.133411     2.332564
51765.25    -0.042421    -0.237141     1.369262
51765.50     0.017942    -0.281449     0.608400
51765.75     0.200017    -0.307243    -0.407292
51766.00     0.294094    -0.231060     0.512825
51766.25     0.286692    -0.249042    -0.499249
51766.50     0.339190    -0.190505    -0.933980
51766.75     0.386619    -0.183272    -0.940867
51767.00     0.440915    -0.113632     0.230700
51767.25     0.408458    -0.077046    -0.611317
51767.50     0.391182    -0.069154    -0.974272
51767.75     0.352599    -0.004661    -0.959044
51768.00     0.330305     0.053359     0.183159
51768.25     0.228740    -0.000736    -0.217309
51768.50     0.140134    -0.069093     0.089873
51768.75     0.113227    -0.109231     0.186544
51769.00     0.182244    -0.126073     1.457395
51769.25     0.087533    -0.195258     0.768087
51769.50     0.103841    -0.138241     0.626893
51769.75     0.114938    -0.104900     0.726561
51770.00     0.146777     0.017349     1.886780
51770.25     0.055459     0.017473     1.129462
51770.50     0.015129     0.041401     0.595584
51770.75    -0.017720     0.049996     0.218569
51771.00     0.012397     0.021997     0.939835
51771.25     0.111215    -0.141064    -0.569390
51771.50     0.173010    -0.241732    -1.510101
51771.75     0.326692    -0.317037    -2.321499
51772.00     0.455015    -0.262726    -1.862803
51772.25     0.470032    -0.292862    -2.838165
51772.50     0.415142    -0.205137    -2.830987
51772.75     0.368001    -0.126743    -2.592840
51773.00     0.380462    -0.086282    -0.985833
51773.25     0.278429    -0.254174    -0.588095
51773.50     0.274473    -0.370167     0.004175
51773.75     0.438532    -0.484380    -0.551316
51774.00     0.535065    -0.412273    -0.067802
51774.25     0.494040    -0.465448    -1.433772
51774.50     0.385893    -0.355257    -2.399063
51774.75     0.339258    -0.209090    -3.132070
51775.00     0.297407    -0.052375    -1.747790
51775.25     0.202607     0.024397    -2.033361
51775.50     0.151002     0.194116    -1.845898
51775.75     0.180846     0.233108    -1.762123
51776.00     0.243718     0.325828    -0.350619
51776.25     0.243192     0.271569    -0.504313
51776.50     0.197945     0.328945    -0.844541
51776.75     0.221335     0.290468    -0.664974
51777.00     0.292976     0.355239     0.323632
51777.25     0.196985     0.323809    -0.396511
51777.50     0.062963     0.287420    -0.884720
51777.75     0.072713     0.186387    -1.398331
51778.00     0.101442     0.208931    -0.674011
51778.25     0.035705     0.173056    -1.411596
51778.50    -0.055036     0.159125    -1.375395
51778.75    -0.073022     0.084151    -1.516741
51779.00     0.000534     0.089037    -0.391536
51779.25    -0.063934    -0.038561    -1.136237
51779.50    -0.059727    -0.080594    -1.537768
51779.75     0.005303    -0.112669    -1.927837
51780.00     0.093173    -0.122618    -0.963076
51780.25     0.072413    -0.206643    -1.556613
51780.50     0.042242    -0.193377    -1.608183
51780.75     0.096217    -0.215808    -2.008990
51781.00     0.115297    -0.158015    -0.924745
51781.25     0.031246    -0.191578    -1.185212
51781.50     0.001322    -0.173057    -1.040817
51781.75    -0.001724    -0.184479    -0.620281
51782.00     0.012791    -0.122406     1.484821
51782.25    -0.076798    -0.184646     1.450081
51782.50    -0.079453    -0.139444     1.991943
51782.75    -0.059020    -0.130649     1.906857
51783.00     0.013213    -0.032027     3.422567
51783.25     0.039495    -0.050246     3.071146
51783.50    -0.054476    -0.010301     3.031196
51783.75    -0.025417     0.041960     3.117234
51784.00     0.040795     0.089336     4.154081
51784.25    -0.006564     0.059105     2.997031
51784.50    -0.099282     0.076123     2.420233
51784.75    -0.114760    -0.014878     2.066002
51785.00     0.020676    -0.061722     2.535616
51785.25     0.068976    -0.201612     1.110876
51785.50     0.100806    -0.168675     0.272336
51785.75     0.183590    -0.139663    -0.086899
51786.00     0.231711    -0.053873     0.888088
51786.25     0.110531    -0.020833     0.397654
51786.50     0.003100     0.086888     0.462739
51786.75    -0.063157     0.123037     0.852274
51787.00    -0.058061     0.144819     2.448920
51787.25    -0.053629     0.037918     2.130070
51787.50    -0.017372     0.004612     2.032537
51787.75     0.098871    -0.096086     1.503976
51788.00     0.218718    -0.059977     1.763754
51788.25     0.267313    -0.118535     0.666025
51788.50     0.263297    -0.063580    -0.009692
51788.75     0.290509    -0.055670    -0.261893
51789.00     0.355211    -0.011925     0.800338
51789.25     0.283905     0.023675     0.640866
51789.50     0.180181     0.019399     0.693336
51789.75     0.141095    -0.035823     0.960914
51790.00     0.111428    -0.075244     2.379724
51790.25     0.073196    -0.159933     1.686708
51790.50     0.157364    -0.234215     1.351264
51790.75     0.232493    -0.289138     0.817525
51791.00     0.309370    -0.221870     1.547280
51791.25     0.418905    -0.233616     0.063530
51791.50     0.454985    -0.149172    -0.644717
51791.75     0.507260    -0.065647    -1.667412
51792.00     0.531486     0.094976    -1.318110
51792.25     0.440790     0.165393    -2.703388
51792.50     0.336478     0.263678    -2.998368
51792.75     0.267421     0.315125    -3.169041
51793.00     0.190223     0.386187    -1.787409
51793.25     0.118371     0.374832    -2.217069
51793.50     0.032540     0.408456    -2.399302
51793.75    -0.079007     0.378729    -1.996611
51794.00    -0.201202     0.391741    -0.104993
51794.25    -0.293420     0.204171    -0.340007
51794.50    -0.361071     0.148280    -0.789225
51794.75    -0.422412     0.025490    -0.655987
51795.00    -0.491422     0.082647     1.000965
51795.25    -0.583333     0.122348     0.776513
51795.50    -0.691442     0.219588     0.930238
51795.75    -0.800591     0.323349     1.377546
51796.00    -0.817408     0.447972     3.143135
51796.25    -0.859051     0.513276     2.654950
51796.50    -0.890714     0.536941     2.862036
51796.75    -0.873576     0.463201     3.054857
51797.00    -0.809356     0.419286     3.907767
51797.25    -0.750707     0.267473     2.664473
51797.50    -0.736348     0.251761     2.113043
51797.75    -0.735196     0.191364     2.096053
51798.00    -0.708339     0.219371     3.329361
51798.25    -0.738087     0.159909     2.584170
51798.50    -0.765893     0.119588     2.864606
51798.75    -0.600267    -0.053990     2.889433
51799.00    -0.462132    -0.205959     4.033962
51799.25    -0.319880    -0.313516     1.778488
51799.50    -0.343604    -0.346223     0.720104
51799.75    -0.321139    -0.283431    -0.160655
51800.00    -0.321368    -0.139561     0.737264
51800.25    -0.322461    -0.175872    -0.075734
51800.50    -0.226762    -0.194156    -0.273184
51800.75    -0.206751    -0.204488    -0.116737
51801.00    -0.102002    -0.177314     1.414073
51801.25    -0.039505    -0.356277     0.771035
51801.50     0.173287    -0.521990    -0.075805
51801.75     0.427568    -0.679558    -1.680624
51802.00     0.426842    -0.493673    -1.209457
51802.25     0.325630    -0.472977    -2.589972
51802.50     0.264789    -0.410835    -2.524896
51802.75     0.198677    -0.339268    -2.567280
51803.00     0.195790    -0.224095    -0.817677
51803.25     0.087229    -0.211547    -1.427185
51803.50     0.007175    -0.191853    -1.547317
51803.75    -0.077724    -0.159009    -1.664728
51804.00    -0.089184    -0.130397    -0.110912
51804.25    -0.159402    -0.187761    -0.690583
51804.50    -0.229758    -0.179751    -0.905680
51804.75    -0.250020    -0.144895    -0.807709
51805.00    -0.259186    -0.039790     0.941715
51805.25    -0.364407    -0.031421     0.862736
51805.50    -0.464633     0.042701     1.157206
51805.75    -0.482316     0.019708     2.228800
51806.00    -0.395967     0.087021     4.329489
51806.25    -0.421817    -0.024366     4.812097
51806.50    -0.427712    -0.056623     5.476989
51806.75    -0.229107    -0.190476     5.545014
51807.00     0.097738    -0.232773     5.594010
51807.25     0.156951    -0.302706     4.852725
51807.50     0.199183    -0.484545     3.938586
51807.75     0.050091    -0.624554     2.229453
51808.00     0.026834    -0.497343     2.082639
51808.25    -0.008949    -0.334822     1.279236
51808.50     0.046943    -0.101923     0.863383
51808.75     0.126462     0.132935     1.509352
51809.00     0.354536     0.302270     3.374453
51809.25     0.375133     0.351894     3.572794
51809.50     0.208122     0.390409     4.699263
51809.75     0.207890     0.082668     4.629369
51810.00     0.370287    -0.024889     4.975687
51810.25     0.355910    -0.214176     3.397712
51810.50     0.358648    -0.283619     2.416088
51810.75     0.446220    -0.387546     0.941757
51811.00     0.523995    -0.399072     0.961213
51811.25     0.554232    -0.547637     0.092292
51811.50     0.638077    -0.655407    -0.095887
51811.75     0.630145    -0.773840    -0.943201
51812.00     0.544055    -0.769204    -1.011802
51812.25     0.415039    -0.861122    -2.104151
51812.50     0.299067    -0.807749    -2.209573
51812.75     0.103266    -0.694470    -2.746717
51813.00     0.000552    -0.426373    -1.591000
51813.25    -0.119068    -0.366349    -1.712423
51813.50    -0.180613    -0.257758    -1.892535
51813.75    -0.169273    -0.190468    -2.025728
51814.00    -0.007266    -0.114486    -0.923529
51814.25     0.067402    -0.157330    -1.732451
51814.50     0.141775    -0.145036    -2.180186
51814.75     0.264574    -0.127528    -2.729531
51815.00     0.356153    -0.048652    -2.040292
51815.25     0.344294    -0.013493    -2.914957
51815.50     0.284184     0.095577    -3.233005
51815.75     0.214987     0.190870    -3.436179
51816.00     0.095437     0.319160    -1.854824
51816.25    -0.083533     0.358634    -2.040810
51816.50    -0.220295     0.421129    -1.580968
51816.75    -0.336623     0.380368    -0.967779
51817.00    -0.336306     0.406269     0.928822
51817.25    -0.435807     0.379655     1.034234
51817.50    -0.495486     0.419832     1.776236
51817.75    -0.554782     0.358848     2.628419
51818.00    -0.506484     0.346627     4.007397
51818.25    -0.647898     0.284901     4.127536
51818.50    -0.651123     0.237237     4.891550
51818.75    -0.615473     0.140238     5.267066
51819.00    -0.455160     0.065610     6.106899
51819.25    -0.362133    -0.028427     5.451123
51819.50    -0.222633    -0.113245     4.657069
51819.75    -0.063418    -0.262015     4.231045
51820.00     0.068804    -0.229077     4.289411
51820.25     0.171594    -0.213772     3.384357
51820.50     0.234561    -0.087067     2.949820
51820.75     0.379102    -0.141371     3.032483
51821.00     0.580958    -0.214020     3.469873
51821.25     0.677940    -0.305864     2.133928
51821.50     0.705140    -0.201848     1.268932
51821.75     0.730725    -0.210864     0.919465
51822.00     0.758874    -0.129173     1.681780
51822.25     0.750224    -0.250073     1.659947
51822.50     0.807173    -0.356775     1.802486
51822.75     0.893593    -0.646561     0.139016
51823.00     0.949960    -0.618904    -1.384803
51823.25     0.797059    -0.591149    -3.376276
51823.50     0.701987    -0.545967    -4.737921
51823.75     0.637369    -0.458782    -6.292208
51824.00     0.634824    -0.287759    -6.347971
51824.25     0.624130    -0.305954    -7.732854
51824.50     0.580103    -0.269764    -8.748861
51824.75     0.534084    -0.278734    -9.659368
51825.00     0.519520    -0.150994    -9.183269
51825.25     0.398851    -0.177064   -10.009122
51825.50     0.296889    -0.130139   -10.047777
51825.75     0.146181    -0.056452   -10.345266
51826.00    -0.018475     0.059126    -8.724842
51826.25    -0.129567     0.151942    -8.649984
51826.50    -0.165162     0.251658    -8.084901
51826.75    -0.209689     0.309643    -7.371694
51827.00    -0.228077     0.350014    -4.995850
51827.25    -0.231406     0.392419    -4.300062
51827.50    -0.297030     0.472253    -3.863357
51827.75    -0.255143     0.456106    -3.432119
51828.00    -0.191353     0.450929    -2.461902
51828.25    -0.174339     0.435328    -2.972721
51828.50    -0.227359     0.524612    -3.431780
51828.75    -0.243945     0.528818    -3.244317
51829.00    -0.206296     0.481334    -2.345279
51829.25    -0.248585     0.445285    -2.690156
51829.50    -0.279623     0.442949    -2.847295
51829.75    -0.281756     0.378595    -2.344976
51830.00    -0.176084     0.315163    -0.920501
51830.25    -0.216457     0.239374    -1.017434
51830.50    -0.248061     0.248301    -0.812779
51830.75    -0.256698     0.107315    -0.422973
51831.00    -0.158190     0.098962     0.770716
51831.25    -0.202750    -0.023704     0.342057
51831.50    -0.128793    -0.043756     0.084019
51831.75    -0.030887    -0.152764    -0.339954
51832.00     0.041700    -0.083826     0.239631
51832.25     0.092271    -0.142696    -0.749287
51832.50     0.146348    -0.073882    -1.315967
51832.75     0.149974    -0.016926    -1.965329
51833.00     0.177081     0.115758    -1.276638
51833.25     0.185362     0.065244    -1.530959
51833.50     0.174977     0.079069    -1.413439
51833.75     0.140333    -0.040922    -1.617483
51834.00     0.042003    -0.014462    -1.197729
51834.25    -0.003865    -0.121670    -1.699057
51834.50    -0.054355    -0.134677    -2.024648
51834.75    -0.047019    -0.171453    -2.674027
51835.00    -0.085477    -0.141916    -2.010126
51835.25    -0.127437    -0.186170    -2.461090
51835.50    -0.148566    -0.150007    -2.454044
51835.75    -0.191623    -0.140607    -2.600827
51836.00    -0.191384    -0.040813    -1.314077
51836.25    -0.249713    -0.056445    -1.412524
51836.50    -0.315329     0.016854    -1.234348
51836.75    -0.326514    -0.019172    -0.627801
51837.00    -0.265938     0.033671     0.526441
51837.25    -0.248290    -0.005825     0.039245
51837.50    -0.262800     0.023714    -0.218568
51837.75    -0.235296    -0.042382    -0.395893
51838.00    -0.193959     0.071793     0.675110
51838.25    -0.175604     0.192018     0.341279
51838.50    -0.104279     0.303093     0.156454
51838.75    -0.021156     0.466395    -0.199917
51839.00     0.156271     0.551708     0.044135
51839.25     0.320118     0.606195    -1.155843
51839.50     0.425767     0.685771    -2.060833
51839.75     0.400076     0.602285    -3.414119
51840.00     0.349608     0.549849    -3.711765
51840.25     0.266668     0.394601    -4.580876
51840.50     0.224980     0.323478    -5.034758
51840.75     0.204422     0.188667    -5.905614
51841.00     0.233228     0.161265    -5.629045
51841.25     0.255090     0.151319    -5.733119
51841.50     0.228461     0.245087    -5.562846
51841.75     0.198380     0.236555    -5.217831
51842.00     0.203265     0.282429    -3.820095
51842.25     0.213109     0.291753    -2.927269
51842.50     0.176383     0.318512    -2.270081
51842.75     0.159703     0.343767    -1.228786
51843.00     0.156929     0.327499    -0.031900
51843.25     0.074672     0.258812     0.192194
51843.50     0.035041     0.248838     0.323825
51843.75     0.083476     0.166431    -0.007714
51844.00     0.185390     0.155077     0.016900
51844.25     0.252368     0.100130    -0.700143
51844.50     0.299353     0.090480    -1.306669
51844.75     0.393388     0.111080    -2.245748
51845.00     0.424987     0.204150    -2.090759
51845.25     0.461476     0.332254    -2.770184
51845.50     0.491102     0.553881    -3.124681
51845.75     0.510770     0.631289    -2.861269
51846.00     0.563211     0.708353    -1.651679
51846.25     0.545707     0.777651    -1.224926
51846.50     0.530841     0.823825    -0.792923
51846.75     0.476774     0.698514    -0.501712
51847.00     0.469838     0.582104     0.057782
51847.25     0.355583     0.469358    -0.446051
51847.50     0.353551     0.450650    -0.969634
51847.75     0.366261     0.411295    -1.452305
51848.00     0.433596     0.417566    -1.085448
51848.25     0.383902     0.473944    -1.014815
51848.50     0.329104     0.531869    -0.896174
51848.75     0.312405     0.507712    -0.619040
51849.00     0.322285     0.596874     0.489368
51849.25     0.217009     0.589323     1.444767
51849.50     0.099151     0.590494     1.968821
51849.75    -0.047644     0.433689     2.950587
51850.00    -0.096132     0.308753     3.232627
51850.25    -0.162959     0.095342     1.839460
51850.50    -0.164512     0.153738     0.891058
51850.75    -0.091383     0.035162    -0.583310
51851.00     0.028559     0.035977    -1.005919
51851.25     0.015491    -0.107200    -2.490596
51851.50     0.008988    -0.042519    -3.391996
51851.75     0.053464    -0.090229    -4.057393
51852.00    -0.007430    -0.036803    -3.174350
51852.25    -0.088564    -0.014885    -2.319424
51852.50    -0.219913     0.094617    -1.269049
51852.75    -0.341118     0.127408    -0.235781
51853.00    -0.449653     0.263863     1.759979
51853.25    -0.459687     0.445869     2.997453
51853.50    -0.380939     0.620679     4.301637
51853.75    -0.299990     0.673236     5.753241
51854.00    -0.018185     0.641863     7.190825
51854.25     0.256247     0.453274     7.983104
51854.50     0.455058     0.257100     8.563374
51854.75     0.389010    -0.030961     8.274108
51855.00     0.315742    -0.108060     6.574426
51855.25     0.149382    -0.058381     4.427928
51855.50     0.169361     0.092015     3.104382
51855.75     0.224777     0.067993     1.104119
51856.00     0.339956     0.098947     0.808475
51856.25     0.289919     0.036172     0.036054
51856.50     0.311036     0.085118     0.544931
51856.75     0.366612    -0.019111     0.935078
51857.00     0.429098    -0.001930     2.581155
51857.25     0.507002    -0.224554     3.618930
51857.50     0.446322    -0.368683     4.688023
51857.75     0.311820    -0.479691     3.427422
51858.00     0.294715    -0.360882     2.525207
51858.25     0.245271    -0.274869     0.154565
51858.50     0.290637    -0.151720    -1.097194
51858.75     0.340396    -0.006146    -2.637759
51859.00     0.443155     0.194519    -2.287584
51859.25     0.477285     0.306097    -3.018127
51859.50     0.448576     0.489954    -2.757907
51859.75     0.519666     0.454013    -2.015720
51860.00     0.527328     0.416313    -0.480605
51860.25     0.347668     0.164597    -0.352958
51860.50     0.207263     0.040112    -0.077136
51860.75     0.133543    -0.142620    -0.452871
51861.00     0.146949    -0.186086    -0.132905
51861.25    -0.015829    -0.283141    -0.671953
