-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
BRU1        49718.000    1995     1     1     0
BRU1        52274.750    2001    12    31    18
BRU1      1578685.158 -4324849.945  4399278.141
51959.75     0.530512     0.187507     0.007822
51960.00     0.808327     0.253515     0.370105
51960.25     0.580478     0.230474     0.050220
51960.50     0.820054     0.448187     0.269833
51960.75     0.612355     0.318829     0.257117
51961.00     0.683344     0.325856     0.821860
51961.25     0.403459     0.300761     1.465825
51961.50     0.617694     0.323908     1.558942
51961.75     0.445060    -0.107317     0.246025
51962.00     0.680537    -0.173604    -0.960566
51962.25     0.686700    -0.103316    -2.064754
51962.50     0.841952     0.220554    -2.383327
51962.75     0.514278     0.135263    -2.693675
51963.00     0.521563     0.317974    -2.051691
51963.25     0.205695     0.415893    -1.207588
51963.50     0.252117     0.614358    -0.349927
51963.75    -0.040180     0.303351    -0.217367
51964.00     0.185658    -0.053852    -0.808551
51964.25     0.228735    -0.413418    -2.535813
51964.50     0.660140    -0.255135    -3.661655
51964.75     0.715510    -0.238649    -4.799410
51965.00     0.967934    -0.024853    -4.531435
51965.25     0.807351     0.264572    -3.939782
51965.50     0.871912     0.788459    -2.413548
51965.75     0.215903     0.907691    -0.569292
51966.00     0.023392     0.772240     0.803350
51966.25    -0.385008     0.450398     1.401962
51966.50    -0.358876     0.231636     1.181855
51966.75    -0.647467    -0.323218     0.039919
51967.00    -0.285334    -0.469148    -0.833187
51967.25    -0.233221    -0.500856    -1.516186
51967.50     0.049921    -0.237929    -1.439960
51967.75    -0.028133    -0.386919    -0.777969
51968.00     0.295340    -0.413315    -0.329542
51968.25     0.021220    -0.404616    -0.202661
51968.50    -0.002608    -0.216935     0.332477
51968.75    -0.519928    -0.292559     1.346950
51969.00    -0.521304    -0.287577     2.107824
51969.25    -0.842666    -0.239787     2.533867
51969.50    -0.746894    -0.003395     3.144194
51969.75    -0.955818    -0.155772     3.499930
51970.00    -0.639961    -0.120343     3.642000
51970.25    -0.683717    -0.057881     3.384949
51970.50    -0.331515     0.244326     3.566274
51970.75    -0.580158     0.052704     3.558161
51971.00    -0.290738    -0.032509     3.340097
51971.25    -0.427820    -0.067157     2.867157
51971.50    -0.184251     0.191156     2.051294
51971.75    -0.196348    -0.036003     0.508892
51972.00    -0.065025    -0.184007    -0.793525
51972.25    -0.226896    -0.235680    -2.082038
51972.50    -0.144205    -0.000040    -2.508507
51972.75    -0.504667    -0.169374    -2.673919
51973.00    -0.522156    -0.165796    -2.387323
51973.25    -0.958304    -0.195739    -1.814843
51973.50    -0.936943     0.119264    -0.818805
51973.75    -1.406886     0.030664    -0.061584
51974.00    -1.314348     0.011640     1.053085
51974.25    -1.535602     0.113144     2.228302
51974.50    -1.329291     0.321451     3.155539
51974.75    -1.414932     0.044405     2.691700
51975.00    -1.038506    -0.082054     2.065690
51975.25    -0.902280    -0.110600     1.282258
51975.50    -0.441755     0.155476     1.319208
51975.75    -0.470075    -0.013803     0.913397
51976.00    -0.104280    -0.045887     0.507680
51976.25    -0.169721     0.000179     0.326437
51976.50     0.109243     0.322662     0.669623
51976.75    -0.171382     0.185522     0.527894
51977.00    -0.070318     0.119386     0.643842
51977.25    -0.305192     0.109506     0.393520
51977.50    -0.057849     0.327274     0.769125
51977.75    -0.303067     0.127865     1.037666
51978.00     0.012454    -0.005086     1.917708
51978.25    -0.166070    -0.175510     2.940257
51978.50     0.059414    -0.133758     4.347950
51978.75    -0.043192    -0.423281     4.316835
51979.00     0.253535    -0.413202     4.290914
51979.25     0.244993    -0.341520     3.531660
51979.50     0.648455     0.045530     3.619269
51979.75     0.640658     0.026685     3.743237
51980.00     0.975331    -0.212882     3.366919
51980.25     1.272993    -0.349122     1.502972
51980.50     1.791684    -0.035392     0.337320
51980.75     1.848418     0.057087     0.046720
51981.00     2.153286     0.312263     0.820823
51981.25     1.874018     0.630393     1.934843
51981.50     1.945486     1.186046     3.892213
51981.75     1.349202     1.147638     5.899708
51982.00     0.870529     0.811159     7.392259
51982.25     0.200057     0.615867     7.991922
51982.50     0.091185     0.665903     7.724756
51982.75    -0.250095     0.342077     6.848769
51983.00    -0.101091     0.048858     5.441938
51983.25    -0.126311    -0.045011     4.417238
51983.50     0.201004     0.144606     3.898262
51983.75     0.135632     0.007068     3.340064
51984.00     0.493535     0.005054     2.686785
51984.25     0.568671     0.108071     2.144572
51984.50     0.873042     0.308998     1.663148
51984.75     0.813336     0.165921     1.180457
51985.00     1.107138     0.169384     0.851540
51985.25     1.024431     0.207407     0.111371
51985.50     1.108794     0.419009    -0.225992
51985.75     0.851720     0.295805    -0.254111
51986.00     0.836213     0.222384    -0.293428
51986.25     0.386872     0.056297    -0.901606
51986.50     0.373549     0.183784    -0.980946
51986.75    -0.011885    -0.153138    -2.031373
51987.00     0.194195    -0.234136    -2.761914
51987.25    -0.029562    -0.374286    -3.656125
51987.50     0.188659    -0.159375    -3.957140
51987.75     0.025468    -0.291526    -4.948289
51988.00     0.349390    -0.209672    -5.462642
51988.25     0.372038    -0.126606    -6.028986
51988.50     0.698132     0.236030    -5.998740
51988.75     0.447622     0.199818    -5.860615
51989.00     0.614417     0.224859    -5.329959
51989.25     0.337129     0.365834    -5.267340
51989.50     0.409605     0.727171    -4.575157
51989.75    -0.001032     0.691035    -3.913748
51990.00     0.030816     0.726450    -2.993007
51990.25    -0.261848     0.832073    -2.130617
51990.50    -0.300051     1.145479    -0.636751
51990.75    -0.908585     0.925857     0.521237
51991.00    -1.056129     0.744630     1.651148
51991.25    -1.518800     0.567682     2.603351
51991.50    -1.570327     0.624573     3.668069
51991.75    -2.004845     0.294532     3.884249
51992.00    -1.812654     0.157750     4.016941
51992.25    -2.035739     0.066805     3.881174
51992.50    -1.764288     0.336387     3.935325
51992.75    -1.664272     0.224124     3.450272
51993.00    -1.341799     0.107031     2.922709
51993.25    -1.350060    -0.017252     2.048464
51993.50    -0.756308     0.257064     2.045110
51993.75    -0.469724     0.149831     1.291509
51994.00     0.072261     0.149863     0.862174
51994.25     0.295451     0.162824     0.417607
51994.50     0.535668     0.408695     0.672409
51994.75     0.432115     0.209588     0.321438
51995.00     0.637674     0.139743     0.550717
51995.25     0.467134     0.057756     0.372537
51995.50     0.495649     0.180621     0.338040
51995.75     0.240007    -0.082615     0.229096
51996.00     0.604209    -0.148864     0.228660
51996.25     0.476815    -0.241496    -0.286767
51996.50     0.837301     0.000625    -0.067767
51996.75     0.878906    -0.128252    -0.427561
51997.00     1.178122    -0.113135    -1.070275
51997.25     1.134326    -0.027431    -2.463781
51997.50     1.448085     0.428649    -2.541647
51997.75     1.114882     0.232362    -2.987337
51998.00     1.080271     0.252105    -2.411135
51998.25     0.759776     0.249226    -2.494209
51998.50     0.773238     0.619728    -1.774187
51998.75     0.313516     0.535391    -1.150742
51999.00     0.064605     0.355723     0.222932
51999.25    -0.368990     0.101369     0.898015
51999.50    -0.370222     0.122593     1.213840
51999.75    -0.507492    -0.063870     0.895888
52000.00    -0.163190    -0.056611     1.434744
52000.25    -0.143484     0.040203     1.309530
52000.50     0.194148     0.328703     1.850827
52000.75     0.084670     0.193025     1.789480
52001.00     0.436536     0.144262     1.603671
52001.25     0.406852     0.138843     1.211789
52001.50     0.801605     0.345064     1.459896
52001.75     0.604272     0.098767     0.958278
52002.00     0.892556    -0.024806     0.730073
52002.25     0.864440    -0.123946     0.019582
52002.50     1.181429     0.125227    -0.073844
52002.75     1.186622    -0.088900    -0.955952
52003.00     1.526341    -0.207006    -1.337320
52003.25     1.478726    -0.399108    -2.419007
52003.50     1.860401    -0.217983    -2.606451
52003.75     1.695152    -0.388216    -2.734544
52004.00     2.037583    -0.341803    -1.979963
52004.25     1.857252    -0.446145    -2.281757
52004.50     2.088295    -0.162412    -1.847064
52004.75     1.789682    -0.285096    -1.603088
52005.00     1.766970    -0.156094    -0.815222
52005.25     1.542851    -0.067586    -0.761627
52005.50     1.645997     0.365991    -0.199456
52005.75     1.169403     0.329061     0.406263
52006.00     1.164212     0.314233     0.879940
52006.25     0.889256     0.168821    -0.515174
52006.50     0.852136     0.295571    -1.739533
52006.75     0.602004     0.157666    -2.696592
52007.00     0.461356     0.170973    -2.397134
52007.25     0.128626     0.231007    -2.304411
52007.50    -0.013381     0.561880    -1.266000
52007.75    -0.597635     0.365234    -0.532720
52008.00    -0.855798     0.247771     0.508077
52008.25    -1.170769     0.036632     0.822176
52008.50    -1.044253     0.103736     1.303566
52008.75    -1.073136    -0.070964     0.851390
52009.00    -0.631525    -0.153833     0.683942
52009.25    -0.545105    -0.265317    -0.348569
52009.50    -0.019811    -0.073808    -0.838323
52009.75     0.012341    -0.196818    -1.827425
52010.00     0.384376    -0.171884    -2.185874
52010.25     0.517212    -0.101254    -3.067318
52010.50     1.078212     0.292575    -3.018220
52010.75     1.120121     0.246258    -3.425712
52011.00     1.311875     0.290858    -3.244712
52011.25     1.159517     0.449760    -2.832040
52011.50     1.232201     0.900961    -1.867988
52011.75     0.658734     0.896200    -0.462476
52012.00     0.295871     0.850151     0.973709
52012.25    -0.429094     0.607161     1.548946
52012.50    -0.565628     0.651392     2.265114
52012.75    -1.053176     0.260359     2.280027
52013.00    -0.987485    -0.025835     1.916449
52013.25    -1.185932    -0.276952     1.139251
52013.50    -0.710540    -0.035542     1.319927
52013.75    -0.687661    -0.103566     1.077920
52014.00    -0.351134    -0.035610     0.812795
52014.25    -0.387689    -0.056823     0.335259
52014.50    -0.126668     0.247139     0.818834
52014.75    -0.436930     0.104573     0.595395
52015.00    -0.313198     0.188469     0.899533
52015.25    -0.513796     0.106599     0.729653
52015.50    -0.314398     0.347488     0.905116
52015.75    -0.713468     0.176655     0.924983
52016.00    -0.458377     0.194041     1.259987
52016.25    -0.580020     0.114706     0.857160
52016.50    -0.285172     0.383426     0.969589
52016.75    -0.522952     0.214574     0.601021
52017.00    -0.375437     0.205279     0.443634
52017.25    -0.580830     0.121826     0.054565
52017.50    -0.344212     0.326915     0.714877
52017.75    -0.809597    -0.047210     1.472339
52018.00    -0.583320    -0.157221     1.525100
52018.25    -0.532941    -0.115169     0.590603
52018.50    -0.188237     0.151743     0.114163
52018.75    -0.470898     0.020349    -0.910534
52019.00    -0.230279     0.044441    -1.319936
52019.25    -0.355175    -0.036196    -2.660076
52019.50    -0.021583     0.261898    -2.934839
52019.75    -0.280529     0.071325    -3.168308
52020.00    -0.215327     0.049962    -2.934360
52020.25    -0.184573     0.032639    -3.928381
52020.50     0.013447     0.361416    -3.872533
52020.75    -0.286392     0.186359    -3.989166
52021.00    -0.443519     0.149821    -3.306960
52021.25    -0.936330     0.024436    -2.858059
52021.50    -0.963479     0.092970    -1.645571
52021.75    -1.281343    -0.301643    -1.566264
52022.00    -0.768334    -0.397136    -1.894344
52022.25    -0.506161    -0.350044    -2.712386
52022.50    -0.028559     0.112832    -2.160389
52022.75    -0.234866     0.188597    -1.220379
52023.00    -0.078584     0.325453     0.534533
52023.25    -0.431240     0.344088     1.681598
52023.50    -0.283567     0.476122     3.014792
52023.75    -0.420389     0.114369     3.347976
52024.00    -0.136179    -0.212168     2.718880
52024.25    -0.006271    -0.414919     0.229019
52024.50     0.537680    -0.039376    -0.779762
52024.75     0.413438    -0.102815    -1.542659
52025.00     0.501911    -0.067360    -1.725213
52025.25     0.475111    -0.084854    -2.173087
52025.50     0.758069     0.215333    -2.059391
52025.75     0.354506     0.068113    -2.197375
52026.00     0.356499     0.143768    -1.383577
52026.25     0.124792     0.053518    -1.595033
52026.50     0.320776     0.291614    -0.869737
52026.75     0.082551     0.053322    -0.659629
52027.00     0.314546     0.066084    -0.190420
52027.25     0.242851    -0.110275    -1.269166
52027.50     0.507992     0.049162    -2.011391
52027.75     0.472413    -0.136449    -2.663072
52028.00     0.699441    -0.083430    -2.708308
52028.25     0.580393    -0.223891    -4.067396
52028.50     0.921888    -0.008159    -4.182843
52028.75     0.866484    -0.146654    -3.782239
52029.00     1.067709    -0.057573    -2.446329
52029.25     0.965246    -0.171036    -2.291641
52029.50     1.056750     0.084663    -1.580528
52029.75     0.817055    -0.102151    -1.023499
52030.00     0.849184     0.020107     0.138804
52030.25     0.637975     0.015230    -0.048079
52030.50     0.675995     0.335826     0.277174
52030.75     0.369295     0.236285     0.511508
52031.00     0.367060     0.340893     1.257141
52031.25     0.174503     0.315650     0.825028
52031.50     0.439318     0.606645     0.839993
52031.75     0.225800     0.490468     0.473818
52032.00     0.412591     0.515020     0.464081
52032.25     0.331513     0.361573    -0.489796
52032.50     0.574129     0.572683    -0.522472
52032.75     0.169841     0.302257    -0.563459
52033.00     0.158406     0.273492     0.058862
52033.25     0.022551     0.091619    -0.320127
52033.50     0.315670     0.245149    -0.576174
52033.75     0.148468     0.133742    -0.761003
52034.00     0.266092     0.115056    -0.002230
52034.25     0.262195    -0.077105    -0.706516
52034.50     0.554674     0.015271    -1.024565
52034.75     0.552158    -0.151227    -1.698288
52035.00     0.917508    -0.056622    -2.280744
52035.25     0.990529    -0.158416    -3.858123
52035.50     1.521541     0.058779    -4.491537
52035.75     1.385562    -0.126054    -4.978171
52036.00     1.651923    -0.015790    -4.176768
52036.25     1.621483    -0.075378    -4.621082
52036.50     2.029635     0.195645    -4.464904
52036.75     1.862821     0.097946    -4.164280
52037.00     1.984003     0.246395    -3.039899
52037.25     1.926094     0.207344    -3.119544
52037.50     2.314876     0.543821    -2.411645
52037.75     2.208970     0.443251    -1.814457
52038.00     2.366265     0.495968    -0.717024
52038.25     2.184116     0.378891    -1.169391
52038.50     2.338128     0.604971    -0.582524
52038.75     2.108892     0.451685    -0.284615
52039.00     2.276295     0.527978     0.499130
52039.25     2.196960     0.442048     0.193199
52039.50     2.364206     0.638660     0.707292
52039.75     2.114752     0.429159     0.933677
52040.00     2.196800     0.497677     1.531448
52040.25     2.064792     0.386936     1.107346
52040.50     2.123295     0.614898     0.987270
52040.75     1.749236     0.490275     1.080145
52041.00     1.695111     0.438809     1.581960
52041.25     1.519977     0.407074     1.228095
52041.50     1.466260     0.634514     1.224941
52041.75     1.149571     0.441666     0.849507
52042.00     1.230851     0.349964     1.154864
52042.25     1.011859     0.099924     0.061970
52042.50     1.285852     0.353344    -0.230950
52042.75     1.041135     0.190564    -0.961955
52043.00     1.178141     0.247646    -0.767528
52043.25     0.925363     0.097964    -0.870459
52043.50     1.105427     0.298508    -0.309156
52043.75     0.837997     0.113531     0.096619
52044.00     0.977852     0.171477     0.827581
52044.25     0.862528     0.118439     1.118031
52044.50     1.116793     0.502127     1.947135
52044.75     1.039065     0.458641     1.318291
52045.00     1.248397     0.536060     1.104817
52045.25     1.149432     0.480877     0.352761
52045.50     1.257784     0.644120     0.256763
52045.75     1.016563     0.483105     0.234901
52046.00     1.148118     0.459601     0.767730
52046.25     1.058344     0.377080     0.372358
52046.50     1.373997     0.618881     0.578896
52046.75     1.218614     0.470728     0.755622
52047.00     1.343628     0.508005     1.517977
52047.25     1.268965     0.473592     1.071129
52047.50     1.534190     0.809378     1.539389
52047.75     1.219204     0.691427     1.688625
52048.00     1.226891     0.682878     2.361390
52048.25     1.030556     0.602870     2.228003
52048.50     1.179306     0.801193     2.595616
52048.75     0.978931     0.547180     1.762037
52049.00     1.124514     0.493661     1.599702
52049.25     1.035301     0.372108     0.882813
52049.50     1.403855     0.601554     0.696863
52049.75     1.099387     0.403761     0.497492
52050.00     1.252807     0.465906     0.473728
52050.25     1.043368     0.393599    -0.281194
52050.50     1.199861     0.653022    -0.350648
52050.75     0.698066     0.417908    -0.402381
52051.00     0.660647     0.457995     0.129626
52051.25     0.470426     0.418792    -0.015069
52051.50     0.628815     0.653024     0.407923
52051.75     0.298708     0.385012     0.264976
52052.00     0.462865     0.394455     0.330555
52052.25     0.447101     0.356028    -0.148512
52052.50     0.777910     0.659122    -0.114597
52052.75     0.604057     0.345583    -0.567920
52053.00     0.915872     0.374185    -0.306699
52053.25     1.068703     0.360378    -0.826431
52053.50     1.388657     0.668524    -0.921357
52053.75     1.214146     0.471967    -1.680070
52054.00     1.301462     0.470356    -1.769975
52054.25     1.152676     0.415524    -2.597814
52054.50     1.167148     0.639190    -2.547263
52054.75     0.702300     0.417438    -2.491028
52055.00     0.619950     0.381907    -1.911226
52055.25     0.471216     0.274946    -2.261680
52055.50     0.745128     0.516414    -1.523551
52055.75     0.535947     0.355806    -1.445270
52056.00     0.693731     0.416912    -0.582128
52056.25     0.749361     0.422660    -0.534379
52056.50     0.977002     0.695562     0.106697
52056.75     0.805427     0.570603     0.689580
52057.00     0.891151     0.600583     1.452661
52057.25     0.883987     0.648759     1.354855
52057.50     1.083028     0.863434     1.599923
52057.75     0.788986     0.635926     1.668618
52058.00     0.731931     0.594881     2.358222
52058.25     0.461402     0.487385     2.225702
52058.50     0.667928     0.780962     2.555776
52058.75     0.502419     0.607486     2.227246
52059.00     0.528068     0.537289     2.400481
52059.25     0.385536     0.429606     1.920754
52059.50     0.587973     0.653272     2.269010
52059.75     0.484274     0.395536     2.164130
52060.00     0.569894     0.359396     2.037805
52060.25     0.532658     0.288539     2.145265
52060.50     0.851120     0.478274     2.324798
52060.75     0.799878     0.277806     2.161742
52061.00     1.209910     0.348442     1.945045
52061.25     1.256490     0.368446     1.578108
52061.50     1.733368     0.724074     1.563258
52061.75     1.521167     0.650307     1.802219
52062.00     1.682171     0.743962     2.416777
52062.25     1.640091     0.844230     2.510739
52062.50     1.778332     1.166985     2.998639
52062.75     1.538984     1.013147     2.704500
52063.00     1.402853     0.923252     2.873245
52063.25     1.190642     0.833081     2.505052
52063.50     1.241490     1.025885     2.809046
52063.75     0.827681     0.888785     2.583583
52064.00     0.877368     0.842385     2.232713
52064.25     0.700714     0.717528     1.795132
52064.50     0.805540     0.886767     1.708632
52064.75     0.511512     0.605209     1.028017
52065.00     0.711101     0.544906     0.918735
52065.25     0.540259     0.412052     0.499992
52065.50     0.943716     0.682072     0.839106
52065.75     0.644404     0.487764     0.775258
52066.00     0.898678     0.487451     1.151551
52066.25     0.808259     0.402212     0.961418
52066.50     1.081424     0.618219     1.385438
52066.75     0.880410     0.436348     1.109930
52067.00     1.059540     0.443071     1.393270
52067.25     0.887588     0.339700     1.112964
52067.50     1.155474     0.562728     1.641901
52067.75     0.856427     0.458677     1.716708
52068.00     0.896880     0.475157     2.261641
52068.25     0.714223     0.387038     1.951378
52068.50     0.824936     0.586030     2.297273
52068.75     0.419839     0.418956     2.210667
52069.00     0.461242     0.408359     2.663904
52069.25     0.415503     0.424933     2.428544
52069.50     0.585824     0.568953     2.573329
52069.75     0.269642     0.472454     2.751253
52070.00     0.518745     0.563785     3.310319
52070.25     0.512910     0.524927     3.308648
52070.50     0.911754     0.755916     3.520417
52070.75     0.948804     0.670021     2.985840
52071.00     1.093735     0.741548     3.085815
52071.25     1.128322     0.690700     2.458598
52071.50     1.349166     0.924611     2.769330
52071.75     1.212397     0.810856     2.840178
52072.00     1.325712     0.819024     3.109600
52072.25     1.291718     0.781306     3.030482
52072.50     1.676484     1.000940     3.385884
52072.75     1.532582     0.826277     3.168584
52073.00     1.694956     0.754984     3.275767
52073.25     1.725683     0.640232     2.620413
52073.50     2.016116     0.737899     2.203537
52073.75     1.915560     0.527879     1.528242
52074.00     2.020365     0.544303     1.394673
52074.25     2.036597     0.536232     0.520138
52074.50     2.229006     0.724049     0.191116
52074.75     2.028245     0.580794    -0.030619
52075.00     1.964901     0.635038     0.526147
52075.25     1.786076     0.601043     0.293081
52075.50     1.948714     0.843298     0.534406
52075.75     1.660643     0.736748     0.619890
52076.00     1.594883     0.803255     1.142837
52076.25     1.559108     0.854696     0.826138
52076.50     1.670158     1.026381     0.778328
52076.75     1.418466     0.854132     0.831954
52077.00     1.493797     0.775545     1.379173
52077.25     1.502766     0.718727     1.053970
52077.50     1.629327     0.900469     1.421984
52077.75     1.437758     0.708445     1.412505
52078.00     1.382705     0.623497     1.598825
52078.25     1.159999     0.454512     0.830803
52078.50     1.355586     0.555869     0.548268
52078.75     1.026789     0.349947    -0.156668
52079.00     0.913768     0.382791    -0.378932
52079.25     0.850703     0.353641    -1.107913
52079.50     0.943457     0.605402    -0.592852
52079.75     0.569864     0.427575    -0.052421
52080.00     0.619540     0.336617     0.961917
52080.25     0.653906     0.125688     0.319933
52080.50     1.176589     0.297442     0.317464
52080.75     1.196741     0.164691    -0.246050
52081.00     1.565339     0.248055    -0.479053
52081.25     1.771984     0.214378    -1.589266
52081.50     2.123836     0.511535    -1.732347
52081.75     1.972310     0.403977    -1.994641
52082.00     2.075974     0.531510    -1.132095
52082.25     2.051588     0.630786    -1.156054
52082.50     2.221718     0.995849    -0.531622
52082.75     1.900873     0.891704    -0.313797
52083.00     1.778374     0.862187     0.274012
52083.25     1.658673     0.835378    -0.007882
52083.50     1.794237     1.003812     0.409070
52083.75     1.483917     0.792902     0.172532
52084.00     1.474088     0.702355     0.438023
52084.25     1.336241     0.583343    -0.338039
52084.50     1.502512     0.692816    -0.476322
52084.75     1.255427     0.500479    -1.082816
52085.00     1.373012     0.459717    -1.128050
52085.25     1.413380     0.470287    -1.759471
52085.50     1.629019     0.600277    -2.002008
52085.75     1.434720     0.518338    -2.472231
52086.00     1.630825     0.568900    -2.335272
52086.25     1.616491     0.586468    -3.083323
52086.50     1.757836     0.736801    -3.349535
52086.75     1.375647     0.531684    -3.222921
52087.00     1.296790     0.443680    -2.612375
52087.25     1.146031     0.339234    -2.783925
52087.50     1.141610     0.422023    -2.520001
52087.75     0.784625     0.259133    -2.080704
52088.00     0.848135     0.200339    -1.499131
52088.25     0.776501     0.181318    -1.615829
52088.50     1.050883     0.401351    -1.728659
52088.75     0.836159     0.244576    -1.691892
52089.00     1.033983     0.314213    -1.373205
52089.25     0.932609     0.337199    -1.794369
52089.50     1.081374     0.582453    -1.484708
52089.75     0.690331     0.431080    -0.739353
52090.00     0.653305     0.514650     0.774728
52090.25     0.238799     0.386449     1.306910
52090.50     0.198769     0.507603     1.653726
52090.75    -0.107159     0.344156     1.799951
52091.00    -0.037517     0.321140     2.080666
52091.25    -0.123956     0.320813     1.937626
52091.50    -0.025403     0.584860     2.534492
52091.75    -0.237855     0.459744     2.976327
52092.00    -0.137392     0.281394     3.425708
52092.25    -0.155133     0.029673     2.464047
52092.50     0.027879     0.096045     1.541508
52092.75     0.042273    -0.122917     0.149814
52093.00     0.386442     0.021510    -0.723575
52093.25     0.506689     0.110575    -1.620921
52093.50     0.748683     0.448224    -1.546715
52093.75     0.513055     0.414424    -1.260936
52094.00     0.680577     0.501382    -0.624886
52094.25     0.712395     0.579855    -0.851339
52094.50     1.010698     0.950581     0.097845
52094.75     0.929929     0.924062     0.646070
52095.00     0.973269     0.908371     1.622490
52095.25     0.941426     0.903420     2.228730
52095.50     1.125444     1.112144     3.083718
52095.75     0.819737     0.886455     2.981866
52096.00     0.811340     0.747907     2.992231
52096.25     0.703657     0.651100     2.441157
52096.50     0.687883     0.687896     1.977920
52096.75     0.428941     0.496455     1.353692
52097.00     0.468864     0.433068     1.104788
52097.25     0.432930     0.410118     0.308575
52097.50     0.598023     0.610434     0.479224
52097.75     0.310855     0.486078     0.445898
52098.00     0.512623     0.623891     1.088843
52098.25     0.450787     0.695484     1.035581
52098.50     0.799040     0.970905     1.554167
52098.75     0.641872     0.843524     1.938150
52099.00     0.807620     0.795815     2.512185
52099.25     0.842926     0.746103     2.303191
52099.50     1.193015     1.017480     2.999258
52099.75     1.000892     0.830880     2.826709
52100.00     1.180867     0.817742     3.331878
52100.25     1.195188     0.769663     3.390602
52100.50     1.260852     0.954736     3.802687
52100.75     1.104131     0.818754     3.777137
52101.00     1.214108     0.856809     4.240915
52101.25     1.193932     0.810887     3.922442
52101.50     1.355749     1.026392     4.103086
52101.75     1.181171     0.864767     4.036878
52102.00     1.343765     0.807924     4.050429
52102.25     1.239970     0.756444     3.632058
52102.50     1.438061     0.957906     3.650372
52102.75     1.214477     0.735629     3.310893
52103.00     1.291522     0.584835     3.146830
52103.25     1.149502     0.519778     2.948834
52103.50     1.421720     0.743603     3.194489
52103.75     1.271446     0.547654     2.877976
52104.00     1.510527     0.452307     2.951190
52104.25     1.562319     0.407804     3.086933
52104.50     1.701615     0.546184     3.336414
52104.75     1.417100     0.340436     3.084133
52105.00     1.551777     0.295897     3.053364
52105.25     1.605117     0.293413     2.319289
52105.50     1.876756     0.452275     1.882342
52105.75     1.867666     0.306809     1.506877
52106.00     2.207510     0.297383     1.503948
52106.25     2.440755     0.371433     1.107674
52106.50     2.863190     0.624125     1.121280
52106.75     2.852450     0.531170     0.891887
52107.00     2.952760     0.567358     1.104359
52107.25     2.898026     0.575205     0.801268
52107.50     3.088858     0.812474     0.905181
52107.75     2.907983     0.669531     0.687176
52108.00     3.040277     0.674288     0.827332
52108.25     3.060223     0.651735     0.593174
52108.50     3.179549     0.801099     0.451851
52108.75     2.966283     0.641500    -0.112648
52109.00     3.043149     0.629324    -0.154537
52109.25     2.902480     0.596364    -0.858689
52109.50     2.991884     0.697891    -1.029774
52109.75     2.681241     0.477351    -1.153112
52110.00     2.627654     0.455915    -0.588790
52110.25     2.487789     0.431985    -0.972506
52110.50     2.653221     0.659749    -0.609332
52110.75     2.345942     0.536635    -0.154644
52111.00     2.286974     0.569450     0.722498
52111.25     2.171949     0.562591     0.743889
52111.50     2.251696     0.777711     1.415839
52111.75     1.956778     0.689753     1.926669
52112.00     1.998899     0.658693     2.565697
52112.25     1.926689     0.652067     2.436692
52112.50     1.997123     0.815481     2.689014
52112.75     1.640264     0.665633     2.495296
52113.00     1.576480     0.650224     2.631223
52113.25     1.324402     0.589905     1.996589
52113.50     1.441983     0.847796     2.029334
52113.75     1.108639     0.733279     2.147652
52114.00     1.045254     0.770404     2.887527
52114.25     0.819244     0.759999     2.727981
52114.50     0.718932     0.939216     3.448161
52114.75     0.388026     0.728291     3.818210
52115.00     0.297249     0.551046     4.007526
52115.25     0.278098     0.417354     2.979514
52115.50     0.367624     0.520429     2.283827
52115.75     0.155740     0.337263     1.530056
52116.00     0.192708     0.201735     0.907129
52116.25     0.282856     0.209287     0.224280
52116.50     0.451107     0.347841    -0.055079
52116.75     0.253240     0.132418    -0.629894
52117.00     0.507297     0.054878    -1.011554
52117.25     0.659841     0.070310    -1.692870
52117.50     0.893377     0.190505    -2.395804
52117.75     0.843127     0.136798    -2.204849
52118.00     0.996650     0.157284    -1.898375
52118.25     1.063067     0.158973    -2.436775
52118.50     1.297537     0.348447    -2.337052
52118.75     1.084768     0.209812    -1.797970
52119.00     1.122625     0.154057    -1.354317
52119.25     1.080725     0.127483    -1.640246
52119.50     1.217119     0.302717    -1.353351
52119.75     0.995948     0.181084    -1.266420
52120.00     0.934221     0.179832    -1.020876
52120.25     0.967996     0.197846    -1.385524
52120.50     0.970970     0.338845    -1.708898
52120.75     0.542533     0.099481    -2.067281
52121.00     0.649528     0.128076    -1.803911
52121.25     0.439102     0.052726    -2.643682
52121.50     0.462283     0.182197    -3.100264
52121.75     0.120478     0.024727    -3.400215
52122.00     0.035137    -0.024011    -3.285570
52122.25    -0.213938    -0.094747    -4.101894
52122.50    -0.085893     0.200653    -4.168057
52122.75    -0.563534    -0.005064    -4.338239
52123.00    -0.734422     0.045090    -3.728475
52123.25    -1.034112     0.051199    -3.491040
52123.50    -1.003571     0.308512    -2.815752
52123.75    -1.523887     0.141843    -2.352021
52124.00    -1.504728     0.165262    -1.250582
