hydunit|avgpf|avgrf|avgtmrf|eros|mannit|mannrun|mannlea|comnit|comnrun|comnlea|lbspest|pestrun|pestlea|priorlea|priorrun
17020015|  0.00|   0.06|   0.00|   1515460|  1888967.75|    98915.89|  4920943.29|  3018352.51|     4919.86|  7863099.56|  4210404.77|   1797.82|  3024.669|     2|     2
17020016|  0.00|   0.05|   0.00|   1242014|  1268428.44|    53442.27|  3297631.13|  4189251.35|    13600.18| 10891119.46|  5273969.21|   2586.00|  5700.417|     2|     2
17030001|  0.26|   0.20|   0.00|     21766|   893640.74|   693167.64|  4068048.16|    34959.86|        0.00|   159144.94|     1345.28|     17.29|     0.336|     0|     0
17030002|  0.00|   0.00|   0.00|      5244|  1247856.44|  7314699.40|  2671996.06|   112692.40|        0.00|   241304.71|        0.00|      0.00|     0.000|     0|     2
17030003|  0.00|   0.15|   0.01|    658019|  2847558.53|  1088749.23|  6745896.88|  2058918.19|    10325.57|  4877599.42|    84412.16|    520.96|   233.950|     0|     0
17040101|  0.00|   0.00|   0.00|        16|    17749.32|     2508.67|    44672.67|      541.45|        0.00|     1362.75|        0.00|      0.00|     0.000|     0|     0
17040102|  0.00|   0.00|   0.00|        20|     5861.34|      358.19|    19431.17|      178.80|        0.00|      592.75|        0.00|      0.00|     0.000|     0|     0
17040103|  0.00|   0.00|   0.00|       327|    16797.75|     5487.55|    48125.32|      212.80|        0.00|      609.68|        0.00|      0.00|     0.000|     0|     0
17040104|  0.26|   0.05|   0.03|    314871|   140514.66|    10055.32|   212169.34|  1712700.84|    45856.18|  2586083.27|    11587.12|      5.42|     0.000|     0|     0
17040105|  0.00|   0.21|   0.03|     52425|    83886.12|     9531.40|   261038.21|   499008.11|    13521.51|  1552821.63|    16845.92|     30.99|     0.006|     0|     0
17040201|  0.00|   0.05|   0.00|    744834|   383234.21|    25749.50|  1441564.71|  3980174.20|    16756.71| 14971728.99|  1244227.52|    436.13|    17.075|     0|     0
17040202|  0.64|   0.36|   0.05|    116005|   108734.29|    34652.14|   287535.58|   317915.56|    16758.43|   840691.87|   166098.05|     45.39|     0.000|     0|     0
17040203|  0.08|   0.12|   0.02|    513728|    92308.02|    12108.10|   226054.81|   356024.50|     7040.28|   871874.94|   472234.96|     85.09|     2.515|     0|     0
17040204|  0.54|   0.16|   0.04|   1235511|   226217.39|    40963.52|   845288.91|  1931973.29|    84999.67|  7219054.29|  1396153.52|    342.40|     2.560|     0|     2
17040205|  0.09|   0.05|   0.02|    227821|   147734.10|    14749.02|   170537.34|   912368.23|    14968.70|  1053195.27|   154721.39|     61.07|     0.000|     0|     0
17040206|  0.00|   0.11|   0.01|   1240966|   898714.04|    96326.39|  2636999.97|  2376006.06|    32054.98|  6971659.06|  2338073.76|    861.14|    26.739|     0|     2
17040207|  0.01|   0.17|   0.01|    315271|   222899.31|    15822.03|   359978.46|   886001.72|     9569.61|  1430877.17|   325980.01|    105.96|     2.464|     0|     0
17040208|  0.00|   0.14|   0.02|    842525|   175765.01|    17961.92|   272500.27|  1744319.69|    32762.08|  2704335.63|    55919.86|     71.04|     0.025|     0|     0
17040209|  0.00|   0.08|   0.01|   1398781|  1628484.06|   151288.69|  6033453.00|  1884250.34|    21245.62|  6981054.43|  2152052.18|    759.66|    23.497|     0|     2
17040210|  0.00|   0.10|   0.02|    454564|  1379406.88|    90633.53|  3007017.35|   745958.68|    16051.88|  1626141.43|   192867.54|    124.86|     0.269|     0|     0
17040211|  0.00|   0.06|   0.02|    115132|   792222.08|    36567.90|  1398789.53|   163134.27|     2730.50|   288038.56|   224154.34|    136.31|     1.540|     0|     0
17040212|  0.00|   0.16|   0.02|   1028485|  6122911.42|   916494.58| 28153426.37|  5552809.91|   106521.09| 25532073.61|  1268838.90|    503.32|    49.738|     2|     2
17040213|  0.00|   0.21|   0.06|     81780|   901253.41|   155565.19|  1616533.90|  1433689.37|    85162.15|  2571538.07|   115189.79|     39.10|     0.207|     0|     0
17040214|  0.00|   0.25|   0.06|     35087|    89764.14|    13191.07|   186943.69|  1006033.06|    55966.21|  2095174.41|   375787.90|     84.10|    64.355|     0|     0
17040215|  0.00|   0.20|   0.04|     43441|   193615.18|    27860.67|   728201.47|  2093476.65|    87302.73|  7873725.54|   226846.59|    246.98|     6.111|     0|     0
17040216|  0.00|   0.51|   0.00|       231|     9816.70|     1160.77|    25928.08|    73298.05|        0.00|   193596.38|      175.60|      0.00|     0.000|     0|     0
17040217|  0.00|   0.09|   0.00|       326|    19498.40|     1580.48|    63092.38|    54291.10|      105.08|   175673.65|      432.32|      0.19|     0.000|     0|     0
17040218|  0.00|   0.14|   0.01|     20713|    26019.64|     3242.46|    71622.58|   123072.19|     1443.37|   338772.90|    44005.81|     15.06|     0.095|     0|     0
17040219|  0.00|   0.32|   0.02|     16928|  1384545.44|   202339.70|  3267072.59|  1126994.34|    23854.25|  2659336.57|   102632.53|     30.18|     2.392|     0|     0
17040220|  0.01|   0.73|   0.05|     23365|   140175.46|    49238.10|   186566.88|  1107186.67|    51681.30|  1473612.94|     6748.91|     10.54|     0.002|     0|     0
17040221|  0.00|   0.23|   0.01|     52375|   376796.15|    71439.00|   867659.63|   407050.98|     3363.63|   937328.31|   171820.20|     49.53|     8.503|     0|     0
17050101|  0.00|   0.31|   0.04|    174255|  1666377.58|   453343.61|  3520883.30|   358622.15|    13283.11|   757731.48|   511793.30|    170.13|     0.805|     0|     0
17050102|  0.00|   0.14|   0.03|      4133|   303811.17|    61261.00|   438094.81|   529352.49|    14514.50|   763324.72|     1414.40|      2.09|     0.272|     0|     0
17050103|  0.00|   0.12|   0.01|    145088|  1104804.64|   116613.11|  3078695.76|   955813.35|    13225.69|  2663510.28|   273891.35|    114.21|    20.750|     0|     0
17050104|  0.00|   0.00|   0.00|      1513|   189799.75|    28758.91|   250573.07|   329193.63|        0.00|   434600.46|        0.00|      0.00|     0.000|     0|     0
17050105|  0.00|   0.00|   0.00|        54|    26627.45|     5553.85|    30192.85|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17050106|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17050107|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17050108|  0.00|   0.00|   0.00|      1846|   196828.41|    33424.39|   247553.70|   323042.51|        0.00|   406294.85|        0.00|      0.00|     0.000|     0|     0
17050109|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17050110|  0.00|   0.04|   0.01|     27095|   369640.86|    36788.37|   719473.82|   571479.73|     5810.66|  1112335.66|   293827.76|    116.50|     1.406|     0|     0
17050112|  0.00|   0.00|   0.00|         0|      298.19|      123.29|      950.07|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17050113|  0.71|   1.75|   0.00|     35260|  1090300.01|   610002.08|  1493022.65|   118407.29|        0.00|   162143.22|        0.00|      0.00|     0.000|     0|     0
17050114|  0.00|   0.07|   0.01|    242991|  3133849.88|   212562.29| 10897878.84|  2409542.19|    20572.99|  8379118.27|   533881.10|    182.50|     3.771|     0|     0
17050115|  0.00|   0.08|   0.00|    164511|   180441.06|    10649.54|   731886.55|   241510.32|      440.94|   979589.43|   799157.74|    370.46|     7.623|     0|     0
17050116|  0.00|   0.00|   0.00|      2411|   141854.89|    14258.80|   186815.79|   177698.92|        0.00|   234020.58|        0.00|      0.00|     0.000|     0|     0
17050117|  0.00|   0.10|   0.01|     50404|   171763.46|     7907.58|   401978.58|   265553.27|     1380.27|   621475.16|   395233.67|    208.10|     3.692|     0|     0
17050118|  0.00|   0.37|   0.02|     15596|   106662.54|    23426.08|   202160.57|   164904.60|     3936.43|   312548.42|     1736.98|      9.99|     0.008|     0|     0
17050119|  0.00|   0.21|   0.01|     74431|   137373.99|    19895.92|   203853.23|   212385.75|     2885.81|   315165.35|   251637.19|    262.03|    48.013|     0|     0
17050120|  0.00|   0.00|   0.00|         0|      374.79|      122.18|     1047.60|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17050121|  0.00|   0.00|   0.00|         0|       75.14|       10.35|      229.95|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17050122|  0.00|   0.15|   0.01|     84589|   821688.20|   154637.74|  1630347.54|   689537.78|     8535.81|  1368142.10|    57572.63|     21.99|     0.729|     0|     0
17050123|  1.69|   0.17|   0.00|       788|     8913.56|     1790.19|    32107.05|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17050124|  0.28|   0.89|   0.01|     48366|   132910.64|    72853.42|   221075.99|   410377.95|     5336.86|   682599.31|    11459.99|     42.08|     0.190|     0|     0
17050201|  0.00|   0.58|   0.01|     27415|   104780.16|    28481.52|   154577.53|   207446.30|     1349.52|   306036.34|    30575.88|     83.97|     6.674|     0|     0
17050202|  0.00|   0.00|   0.00|      3517|    81848.59|    14454.82|   104226.51|    18218.92|        0.00|    23200.08|        0.00|      0.00|     0.000|     0|     0
17050203|  0.01|   0.36|   0.05|     38103|   129209.13|    25054.67|   283251.68|    38652.43|     1983.31|    84733.69|   124849.98|    118.91|     6.952|     0|     0
17060101|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17060102|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17060103|  0.00|   0.75|   0.05|    277439|    27802.54|     9974.03|    28354.69|   553988.06|    26021.83|   564990.09|    19122.15|    217.94|     0.719|     0|     0
17060104|  0.56|   0.95|   0.02|    376069|    93534.74|    34969.20|   163037.14|    68794.07|     1414.39|   119912.54|   162579.74|    740.64|    26.569|     0|     0
17060105|  0.14|   0.34|   0.00|     26738|    35103.31|     6402.87|    67447.82|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17060106|  0.02|   0.83|   0.05|     32638|    54946.99|    12442.25|    58740.44|   107076.20|     5578.32|   114468.55|     5634.03|     75.26|     0.507|     0|     0
17060107|  0.16|   0.22|   0.01|   3263047|    65100.58|    15891.77|    74285.69|   573516.39|     3769.62|   654434.49|   194389.74|   1194.96|    98.441|     0|     2
17060108|  0.47|   0.26|   0.02|   6372433|   524227.44|   116657.02|   782680.26|  1512384.41|    33478.78|  2258015.01|   329981.15|    736.43|   215.383|     0|     2
17060109|  0.15|   0.21|   0.01|   2896272|   182071.02|    32045.36|   214178.02|   315702.37|     3059.60|   371374.36|    83348.19|    111.34|    53.934|     0|     2
17060110|  0.15|   0.13|   0.01|    893836|   616957.31|    73339.07|  1074627.93|  1231781.99|     6882.02|  2145541.22|   924946.61|    715.81|   807.323|     0|     0
17060201|  0.00|   0.01|   0.01|      2600|     9044.50|      406.49|    19649.39|   122500.17|      908.87|   266134.61|      810.60|      0.37|     0.000|     0|     0
17060202|  0.00|   0.20|   0.00|      4982|     6583.22|      360.93|    21537.38|    31483.35|        0.00|   102999.59|     2458.40|      0.00|     0.000|     0|     0
17060203|  0.00|   0.00|   0.00|      2146|    29856.20|      919.54|   128143.15|     5974.53|        0.00|    25642.75|        0.00|      0.00|     0.000|     0|     0
17060204|  0.00|   0.10|   0.00|      9460|    21468.86|     1842.75|    65095.42|     4296.14|        8.32|    13026.26|     1405.04|      0.61|     0.000|     0|     0
17060205|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17060207|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17060208|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17060209|  0.06|   0.66|   0.09|    276366|    41391.79|     9292.50|    59645.58|   779870.13|    71382.95|  1123793.10|    33237.59|     74.90|     0.007|     0|     0
17060210|  0.00|   0.00|   0.00|        56|    12686.24|     5502.57|    36029.04|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17060302|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17060303|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17060304|  4.46|   0.30|   0.03|     96012|     7890.41|     6593.84|    34663.48|   148664.68|     4459.94|   653100.85|     2200.18|     12.26|     0.007|     0|     0
17060305|  0.19|   0.86|   0.13|    908856|    45369.87|    31056.25|    59270.51|   854821.90|   111126.85|  1116726.18|    55717.67|    251.94|     0.222|     0|     0
17060306|  0.74|   0.66|   0.06|   3426533|    85586.88|    36845.23|   229784.02|  1415420.15|    87458.96|  3800126.11|   235924.66|   1287.31|     2.023|     0|     2
17060307|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17060308|  0.00|   0.00|   0.00|         0|     9510.36|     3654.49|    93192.64|    98757.26|        0.00|   967728.41|        0.00|      0.00|     0.000|     0|     0
17070101|  0.00|   0.15|   0.00|   1758878|   461838.60|    60675.20|   894482.28|  3591704.71|    12144.37|  6956361.34|  6080375.25|   2191.12|  9735.555|     2|     2
17070102|  0.49|   0.44|   0.01|   6583527|  1041276.83|   543181.59|  2806866.39|   627630.85|     8164.80|  1691842.06|   211017.21|   2250.92|   169.568|     0|     2
17070103|  0.00|   0.17|   0.01|   2701011|   460844.74|    77172.12|   758526.98|   734410.81|     5933.00|  1208802.80|   778165.69|   2087.72|   776.675|     0|     2
17070104|  0.00|   0.29|   0.01|    741277|    42205.72|     8849.92|    51326.48|   602722.62|     6538.97|   732972.38|    38762.08|    399.12|    22.681|     0|     0
17070105|  0.00|   0.35|   0.01|   1078512|    88592.84|   113979.49|   742844.37|   638800.49|     7279.08|  5356294.72|    70484.82|    147.89|   189.106|     0|     2
17070106|  1.35|   1.43|   0.03|    232507|    45517.11|    95739.81|   372084.05|   936887.55|    32152.38|  7658679.33|    19277.34|    218.05|     1.977|     0|     0
17070201|  0.00|   0.00|   0.00|      6800|    48154.07|     7754.80|    58241.93|    12746.67|        0.00|    15416.99|        0.00|      0.00|     0.000|     0|     0
17070202|  0.00|   0.30|   0.10|     33953|    25083.63|     3582.33|    29143.66|     6287.89|      620.68|     7305.64|     1371.30|      7.31|     0.000|     0|     0
17070203|  0.00|   0.00|   0.00|     21086|    18346.64|     3577.73|    17622.96|     4599.08|        0.00|     4417.67|        0.00|      0.00|     0.000|     0|     0
17070204|  0.00|   0.25|   0.03|   1088945|   166234.61|    31842.18|   172070.95|  2345559.54|    79046.29|  2427909.95|   123965.52|    311.48|   356.132|     0|     2
17070301|  0.00|   1.10|   0.00|      3923|    90940.65|    73632.81|   200931.87|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17070302|  0.00|   0.00|   0.00|         0|    73713.39|    28394.42|   393290.26|    28780.89|        0.00|   153557.49|        0.00|      0.00|     0.000|     0|     0
17070303|  0.00|   0.15|   0.00|       723|    34697.93|     5451.92|    38321.17|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17070304|  0.00|   0.00|   0.00|       231|    29276.09|     6625.68|    30665.54|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17070305|  0.00|   0.43|   0.05|     61426|    56349.18|    10387.47|   111935.99|        0.00|        0.00|        0.00|   235306.95|     36.71|   261.889|     0|     0
17070306|  0.37|   0.37|   0.03|    531191|   119795.32|    60690.25|   505829.89|   343488.90|    10251.91|  1450365.04|   164528.28|    171.31|   242.577|     0|     0
17070307|  0.00|   0.16|   0.01|     41556|    48100.57|     7121.03|    58423.58|    11894.25|      118.94|    14446.91|     1828.40|      4.17|     6.407|     0|     0
17080001| 24.77|   7.03|   0.37|     31090|   668768.41|  1799580.16| 16141207.25|    64919.53|    23730.26|  1566879.58|     3520.41|     13.19|     3.147|     2|     0
17080002| 22.82|   9.05|   0.41|      4297|   396481.92|  1662059.20| 15377227.64|    30145.21|    12282.61|  1169157.25|     4799.21|     46.78|     6.456|     2|     0
17080003|  9.81|   4.30|   0.22|       716|   228083.45|   611227.68|  6299794.46|    84837.50|    18592.41|  2343259.82|     1674.70|     14.78|     1.555|     0|     0
17080004|  0.00|   0.00|   0.00|         0|   630292.66|  3159685.29| 25142549.12|   179331.54|        0.00|  7153585.12|        0.00|      0.00|     0.000|     2|     0
17080005| 26.63|   2.55|   0.00|       717|   820717.64|  2560840.87| 25974647.85|   328497.88|        0.00| 10396531.45|        0.00|      0.00|     0.000|     2|     0
17080006| 55.37|   7.70|   0.00|        40|    94781.00|   332338.86|  4968029.74|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17090001| 13.64|   1.53|   0.00|       552|   187998.76|   229777.60|  3609462.27|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17090002| 15.35|   1.62|   0.03|       626|    96772.03|   116458.65|  1393995.41|        0.00|        0.00|        0.00|      822.78|      2.79|     1.013|     0|     0
17090003| 11.50|   6.50|   0.10|    188602|   698112.20|  3324160.53| 13222113.38|    93020.60|     9557.12|  1761792.69|    32032.00|    238.91|    60.705|     2|     0
17090004| 20.54|   8.25|   0.17|      5578|   151683.90|   551965.98|  3753084.34|        0.00|        0.00|        0.00|     3565.38|     43.44|     3.208|     0|     0
17090005| 42.76|  11.41|   0.76|     33259|   514200.61|  3703696.79| 21814613.53|    83431.38|    63779.02|  3539520.05|    29037.67|     43.09|    23.985|     2|     0
17090006| 10.84|   3.64|   0.16|     28509|   446318.66|  1024721.69| 12159055.75|    42862.56|     6916.43|  1167704.45|    10970.40|    146.49|     9.797|     2|     0
17090007| 10.64|   3.67|   0.12|    274904|   835745.19|  2220223.14| 11034284.23|   175056.70|    21028.69|  2311261.18|    85972.14|    406.89|   119.797|     0|     0
17090008| 17.01|   8.71|   0.21|    510991|  1177379.00|  6084042.77| 27523135.28|   251894.37|    52600.76|  5888437.73|    67717.18|    460.44|    95.807|     2|     2
17090009| 21.92|   9.39|   0.53|    296005|   868596.65|  4371023.41| 26529695.97|   167185.58|    88787.27|  5106377.60|   212912.88|   1132.15|   118.849|     2|     0
17090010|  5.76|   2.72|   0.08|    167582|   380196.85|   394883.32|  4045288.63|   246958.92|    19379.26|  2627639.12|    32648.40|    285.95|    87.129|     0|     0
17090011| 15.42|   5.52|   0.28|     40217|   665224.17|  1765414.47| 14746845.03|   155532.80|    44188.88|  3447887.55|     4309.80|      7.66|     8.026|     2|     0
17090012|  9.96|   2.90|   0.09|     46076|    57294.13|    67947.22|   680477.34|     8940.57|      808.75|   106186.36|    29987.40|     18.95|    28.627|     0|     0
17100101|  0.00|   0.00|   0.00|         0|    70045.74|   673574.84|  4384087.11|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17100102|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17100103| 17.45|   2.87|   0.03|     16403|  1647088.24|  3820904.14| 34055553.77|   200784.45|     5699.69|  4151462.81|     4679.61|     53.96|     0.000|     2|     0
17100104| 41.48|   6.54|   0.05|      8009|   192904.52|  1004437.70|  9563704.74|    79616.71|     4109.25|  3947189.80|     1559.87|      1.64|     0.495|     0|     0
17100105|  0.00|   0.00|   0.00|         0|   143103.54|   426827.56|   316556.48|    59062.55|        0.00|   130651.10|        0.00|      0.00|     0.000|     0|     0
17100106|  0.00|   0.00|   0.00|         5|   193485.76|   854242.69| 12762471.44|    24159.72|        0.00|  1593594.23|        0.00|      0.00|     0.000|     2|     0
17100201|  0.00|   0.00|   0.00|         0|    10875.60|    21429.72|   575430.37|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17100202|  0.00|   0.00|   0.00|        48|   338490.75|  1511770.53| 14564753.28|     1809.52|        0.00|    77861.06|        0.00|      0.00|     0.000|     2|     0
17100203|  0.00|   0.00|   0.00|         0|  1120683.05|  6028656.03| 46833565.64|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     2|     2
17100204|  0.00|   0.00|   0.00|         0|    10272.39|    80521.08|   529526.16|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17100205|  0.00|   0.00|   0.00|         0|    46941.71|   288303.11|  2108570.24|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17100206|  0.00|   0.00|   0.00|         0|   106510.09|   233608.13|  2924888.91|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17100207|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17100301|  0.00|   0.00|   0.00|        94|    46512.29|    43805.21|   531956.27|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17100302|  6.37|   1.22|   0.00|      2266|    66905.12|    97524.85|   409599.74|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17100303|  8.17|   4.04|   0.07|      7333|    54752.58|   153283.68|   622717.21|        0.00|        0.00|        0.00|     7587.86|    100.51|     9.091|     0|     0
17100304|  0.00|   0.00|   0.00|         0|    96938.33|   364066.47|  3011842.95|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17100305|  0.00|   0.00|   0.00|         0|   163920.51|   605317.30|  3666261.41|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17100306|  0.00|   0.00|   0.00|         0|    17945.84|   128811.61|   651297.88|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17100307|  0.00|   0.00|   0.00|       102|   165155.10|   297448.77|  1461628.04|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17100308|  0.28|   0.93|   0.01|      6402|   108976.85|    62074.89|   223569.83|        0.00|        0.00|        0.00|     2524.12|     37.99|     0.000|     0|     0
17100309| 14.15|   4.12|   0.02|      2142|    77784.43|   188625.92|   692523.90|        0.00|        0.00|        0.00|      723.00|      0.41|     0.000|     0|     0
17100310|  0.00|   0.00|   0.00|         0|    53125.29|   268314.72|  1105777.31|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17100311| 22.59|  14.21|   0.14|       460|    73279.96|   498196.71|  1935678.46|        0.00|        0.00|        0.00|      723.00|      0.27|     0.000|     0|     0
17100312|  0.00|   0.00|   0.00|         0|    10190.67|    32997.70|   502397.90|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17110001|  8.36|   5.14|   0.63|       249|   923332.15|  3024607.33| 11556939.35|   320654.65|   202537.18|  4013492.11|     4919.59|      6.44|     0.957|     2|     0
17110002| 34.96|   1.18|   0.00|       188|  1296150.84|   827679.33| 26416584.19|   439292.14|        0.00|  8953122.89|        0.00|      0.00|     0.000|     2|     0
17110003| 61.25|   0.00|   0.00|         0|     6988.00|        0.00|   458766.17|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17110004| 25.58|   2.84|   0.31|      5784|  2815308.11|  5680821.85| 66730785.60|   977699.77|   302841.63| 23174256.89|     8639.28|      9.10|     1.609|     2|     2
17110005|  0.00|   0.00|   0.00|       638|  1074597.29|  3238875.67| 43531173.81|   332420.70|        0.00| 13466126.50|        0.00|      0.00|     0.000|     2|     0
17110006|  0.00|   0.00|   0.00|         0|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17110007|  4.43|   4.23|   0.45|      7080|   728495.53|  1340691.69| 10409869.79|   225356.04|   100609.08|  3220235.32|     5430.09|     19.18|     0.210|     0|     0
17110008|  0.00|   0.00|   0.00|       807|   868443.66|   970796.24| 16027679.33|   433857.67|        0.00|  8007118.97|        0.00|      0.00|     0.000|     2|     0
17110009|  0.00|   0.00|   0.00|         0|  1024936.98|  2359786.08| 18350736.66|   512038.71|        0.00|  9167673.53|        0.00|      0.00|     0.000|     2|     0
17110010| 15.17|   6.04|   0.47|       161|   541778.65|  1035026.39| 15535301.94|    49880.26|    23668.99|  1430298.05|     2759.77|      2.91|     0.131|     2|     0
17110011|  5.85|   5.50|   0.39|      2982|   490220.04|   752142.52|  4372311.45|   244904.46|    95311.34|  2184322.33|     8519.29|     62.83|     0.127|     0|     0
17110012|  0.00|   0.00|   0.00|         0|   392583.72|  1166836.03| 12912358.58|    19280.95|        0.00|   634164.26|        0.00|      0.00|     0.000|     2|     0
17110013| 43.28|   2.52|   0.28|        85|   359419.14|  1461529.46| 18952441.31|    17652.14|     4891.35|   930810.65|      599.95|      0.63|     0.028|     2|     0
17110014| 16.81|   1.67|   0.00|       544|   973106.04|  4520985.11| 38176961.11|     4966.67|        0.00|   194852.75|        0.00|      0.00|     0.000|     2|     0
17110015|  0.00|   0.00|   0.00|        11|   767470.67|  2215025.92| 15503524.21|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     2|     0
17110016|  0.00|   0.00|   0.00|         0|   458777.99|   369853.71|  7717667.65|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17110017|  0.00|   0.00|   0.00|         0|     3725.52|    58067.11|   215973.65|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17110018|  0.00|   0.00|   0.00|         0|     2742.64|     3651.21|    76536.05|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17110019| 38.35|   1.32|   0.04|      5285|  1319701.34|  1593960.28| 48218692.50|   312898.62|    12380.48| 11432558.04|   234468.05|   1419.29|     4.504|     2|     0
17110020|  0.00|   0.00|   0.00|         0|    48252.97|    13744.17|  2504411.27|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17110021|  0.00|   0.00|   0.00|         0|    18056.06|    49507.34|  1122189.69|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17120001|  0.00|   0.00|   0.00|      9488|    29510.96|     4692.13|    52575.56|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17120002|  0.00|   0.23|   0.00|      1610|    28401.10|     4881.34|    52555.47|     2681.91|        0.00|     4962.80|        0.00|      0.00|     0.000|     0|     0
17120003|  0.00|   0.00|   0.00|      1979|    15295.06|     4325.40|    51377.35|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17120004|  0.00|   0.00|   0.00|      2578|    33142.76|     6498.86|    48381.56|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17120005|  0.07|   0.36|   0.00|      4741|    68193.49|    20590.72|   141705.12|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17120006|  0.00|   0.00|   0.00|       110|    19451.91|     2623.57|    20081.52|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17120007|  0.00|   0.00|   0.00|       974|    28429.42|     4177.73|    27066.24|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17120008|  0.00|   0.47|   0.00|       120|    37336.08|    12576.86|    39635.10|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
17120009|  0.00|   0.00|   0.00|         0|    32125.85|    11786.53|    45815.17|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
18010101|  0.00|   0.00|   0.00|      1123|   190071.00|  2044366.26|  9665020.09|        0.00|        0.00|        0.00|        0.00|      0.00|     0.000|     0|     0
