-----------------------------------------------
3D SITE DISPLACEMENT DUE TO ATMOSPHERIC LOADING
-----------------------------------------------
METEOROLOGICAL CENTER & DEGREE 1 :    NCEP_CMEA
CMEA : CENTER OF MASS OF THE EARTH + ATMOSPHERE
CME  : CENTER OF MASS OF THE SOLID EARTH  ALONE
SITE COORDINATES ACCORDING TO ITRF2000 SOLUTION
-----------------------------------------------
CREATOR EMAIL : PASCAL.GEGOUT@EOST.U-STRASBG.FR
-----------------------------------------------
MANU        49718.000    1995     1     1     0
MANU        52274.750    2001    12    31    18
MANU      3179009.383 -5518662.137  -344401.868
52035.25     0.259700     0.019873     0.814901
52035.50     0.551371     0.620775    -0.408600
52035.75     0.666420     0.340033     1.664306
52036.00     0.992851     0.494424     1.059481
52036.25     1.031442     0.420641     1.375270
52036.50     1.354167     1.075042     0.377115
52036.75     1.569998     0.776799     2.429485
52037.00     1.748955     0.842099     1.424081
52037.25     1.799469     0.622967     1.868507
52037.50     2.296888     1.155149     0.678910
52037.75     2.584466     0.850372     2.265315
52038.00     2.825610     0.703907     1.493134
52038.25     2.669875     0.462867     1.741801
52038.50     2.843374     0.908353     0.450733
52038.75     2.844448     0.503513     1.801361
52039.00     2.910580     0.502923     1.011902
52039.25     2.704502     0.432696     0.904927
52039.50     2.840129     0.860970    -0.350019
52039.75     2.762519     0.616390     1.618648
52040.00     2.648178     0.581463     0.777804
52040.25     2.325306     0.546948     0.426248
52040.50     2.257033     1.040646    -1.041603
52040.75     2.007749     0.768557     0.627010
52041.00     1.779784     0.720391     0.316058
52041.25     1.457912     0.608595     0.284166
52041.50     1.320860     1.048787    -1.199754
52041.75     1.098142     0.829174     0.776719
52042.00     1.113293     0.772820     0.065519
52042.25     0.661695     0.559821     0.015962
52042.50     0.752957     1.086445    -1.795240
52042.75     0.597524     0.734682    -0.145991
52043.00     0.641905     0.656917    -0.527891
52043.25     0.350247     0.387863    -0.593309
52043.50     0.760618     0.705250    -1.790937
52043.75     0.771716     0.180474    -0.213374
52044.00     0.912583     0.123739    -0.239248
52044.25     0.800928    -0.070273    -0.381852
52044.50     1.110102     0.287249    -1.378098
52044.75     1.041398    -0.047531     0.044403
52045.00     1.002389    -0.050698    -0.690124
52045.25     0.670642    -0.109900    -0.868637
52045.50     0.709156     0.240699    -1.650318
52045.75     0.691907    -0.114370    -0.145400
52046.00     0.794168    -0.116264    -1.174127
52046.25     0.639872    -0.209597    -0.926010
52046.50     0.995522     0.386929    -2.462109
52046.75     1.115134     0.090102    -0.906958
52047.00     1.293737     0.106527    -1.627937
52047.25     1.149166     0.011500    -1.633898
52047.50     1.591252     0.497695    -2.433338
52047.75     1.550259     0.342228    -0.615623
52048.00     1.466345     0.311369    -1.176768
52048.25     1.190450     0.133493    -0.438453
52048.50     1.429272     0.650492    -1.714010
52048.75     1.286321     0.217823     0.342535
52049.00     1.290489     0.145579     0.086466
52049.25     1.148770     0.001205     0.475531
52049.50     1.466388     0.445419    -0.691156
52049.75     1.236565     0.031378     0.826143
52050.00     1.357990     0.055472     0.351332
52050.25     0.997902    -0.118046     0.486384
52050.50     1.069797     0.364784    -0.777042
52050.75     0.874822     0.032769     0.957090
52051.00     0.869270     0.018684     0.637463
52051.25     0.517471    -0.176440     0.680512
52051.50     0.610479     0.278387    -0.328308
52051.75     0.322381    -0.181650     0.943782
52052.00     0.343826    -0.117944     0.586185
52052.25     0.032239    -0.215744     0.904884
52052.50     0.259457     0.325084    -0.654486
52052.75     0.202924     0.003665     1.038167
52053.00     0.446730     0.198860     0.337736
52053.25     0.337104     0.275069     0.174236
52053.50     0.596636     0.776291    -0.931306
52053.75     0.612123     0.565861     0.967365
52054.00     0.594409     0.593280     0.464108
52054.25     0.327003     0.551343     0.095709
52054.50     0.396000     1.063287    -0.659621
52054.75     0.159417     0.644796     0.552694
52055.00     0.103257     0.591779     0.145973
52055.25    -0.109758     0.315541     0.103343
52055.50     0.310165     0.660430    -0.325212
52055.75     0.315637     0.231456     1.101944
52056.00     0.346289     0.201064    -0.035191
52056.25     0.303727     0.074742     0.226694
52056.50     0.531956     0.488541    -1.243122
52056.75     0.597785     0.089241     0.612736
52057.00     0.752508     0.103960    -0.103949
52057.25     0.740036     0.055192    -0.614886
52057.50     0.986166     0.604183    -1.378405
52057.75     0.965720     0.232523     0.185798
52058.00     1.105505     0.244672     0.068928
52058.25     0.808731     0.177818     0.281404
52058.50     1.151330     0.798746    -1.415822
52058.75     1.096490     0.589259     0.158961
52059.00     1.127563     0.580605    -0.478509
52059.25     0.810700     0.549873    -0.640306
52059.50     1.124797     1.013423    -1.287656
52059.75     1.124950     0.689714     0.159527
52060.00     1.184929     0.724472    -0.145285
52060.25     1.057314     0.637140    -0.144851
52060.50     1.395235     1.055507    -1.086251
52060.75     1.547888     0.571852     0.393338
52061.00     1.796694     0.601602     0.027090
52061.25     1.747648     0.373738     0.143082
52061.50     2.159803     0.739745    -1.169219
52061.75     2.103647     0.221060    -0.229734
52062.00     2.256632     0.190771    -0.528538
52062.25     2.052995     0.012341    -0.730486
52062.50     2.132195     0.448520    -1.743994
52062.75     1.891325     0.170768    -0.946538
52063.00     1.585156     0.171630    -1.275271
52063.25     1.107094     0.030800    -1.476640
52063.50     1.079336     0.478471    -2.442828
52063.75     0.766593     0.192096    -1.171267
52064.00     0.615951     0.382586    -1.594687
52064.25     0.260709     0.334863    -1.650959
52064.50     0.364383     0.838695    -2.691698
52064.75     0.180951     0.530202    -0.965587
52065.00     0.328687     0.668451    -1.046504
52065.25     0.244077     0.551198    -0.705412
52065.50     0.771993     1.072416    -1.875077
52065.75     0.754316     0.756786    -0.085411
52066.00     0.970065     0.829375    -0.506811
52066.25     0.928154     0.748899    -0.169423
52066.50     1.318868     1.144059    -0.581411
52066.75     1.258791     0.864059     0.817270
52067.00     1.359778     0.800583    -0.234823
52067.25     1.134299     0.677465     0.295296
52067.50     1.419718     1.063103    -0.263852
52067.75     1.347871     0.791529     1.044883
52068.00     1.358697     0.726244     0.482320
52068.25     1.027370     0.592972     0.182755
52068.50     1.127366     0.929818    -1.165626
52068.75     0.842705     0.561937     0.393540
52069.00     0.840790     0.502282     0.108066
52069.25     0.698956     0.404527    -0.733614
52069.50     0.894417     0.782463    -1.099193
52069.75     0.771280     0.462466    -0.148661
52070.00     1.020662     0.419719    -0.429655
52070.25     0.889443     0.295667    -0.881149
52070.50     1.248376     0.769304    -1.892824
52070.75     1.348956     0.440512    -0.900960
52071.00     1.513171     0.359744    -1.347042
52071.25     1.380883     0.200006    -0.984654
52071.50     1.827256     0.533608    -1.834881
52071.75     1.867673     0.237462    -0.172266
52072.00     1.923520     0.203458    -1.052273
52072.25     1.752340     0.047450    -0.580791
52072.50     2.180163     0.479789    -1.852255
52072.75     2.199475     0.209564    -0.272129
52073.00     2.304032     0.260190    -0.982013
52073.25     2.220927     0.210388    -0.695162
52073.50     2.377478     0.558407    -1.541850
52073.75     2.434315     0.343062     0.099663
52074.00     2.340616     0.360088    -0.764445
52074.25     2.172567     0.369229    -0.242528
52074.50     2.347120     0.795258    -1.071350
52074.75     2.281874     0.551216     0.977953
52075.00     2.296145     0.625437     0.116429
52075.25     2.011373     0.578492     0.362469
52075.50     2.203895     1.056299    -0.120230
52075.75     2.072320     0.825227     1.609078
52076.00     1.864144     0.927990     1.248782
52076.25     1.656974     0.942983     0.805777
52076.50     1.770247     1.401344     0.104921
52076.75     1.713022     1.144705     1.980065
52077.00     1.850663     1.089751     1.774207
52077.25     1.727830     0.988782     1.427384
52077.50     1.851781     1.444727     0.156006
52077.75     1.815451     1.133782     1.394785
52078.00     1.593555     1.018317     1.001051
52078.25     1.237872     0.850706     0.523628
52078.50     1.273146     1.246105    -1.155501
52078.75     0.883416     0.851142     0.011498
52079.00     0.447838     0.743706    -0.943770
52079.25     0.313142     0.567699    -0.437176
52079.50     0.551373     0.877815    -2.121519
52079.75     0.584135     0.490719    -0.465998
52080.00     0.760225     0.511774    -1.704809
52080.25     0.649736     0.527090    -1.818860
52080.50     0.990694     0.987285    -3.495102
52080.75     0.919472     0.722562    -2.399223
52081.00     1.071960     0.871777    -3.120174
52081.25     1.128602     0.773727    -2.554361
52081.50     1.411047     1.153767    -3.559406
52081.75     1.436635     0.843094    -2.222105
52082.00     1.520002     0.865499    -2.689943
52082.25     1.330788     0.761637    -2.792035
52082.50     1.520763     1.122917    -4.040828
52082.75     1.438776     0.763255    -2.769308
52083.00     1.463987     0.766985    -3.145994
52083.25     1.256504     0.656811    -2.483148
52083.50     1.430961     1.070211    -3.431016
52083.75     1.322379     0.752684    -2.027281
52084.00     1.282272     0.793457    -1.947291
52084.25     0.871249     0.790472    -1.847532
52084.50     0.904042     1.215115    -2.466094
52084.75     0.713149     0.966916    -1.404348
52085.00     0.609823     0.977414    -1.642461
52085.25     0.381516     1.022263    -1.728351
52085.50     0.519788     1.319287    -2.938138
52085.75     0.414889     1.168533    -1.306562
52086.00     0.524851     1.204468    -1.696423
52086.25     0.219474     1.283076    -1.709456
52086.50     0.358773     1.713043    -2.688456
52086.75     0.267802     1.355567    -1.179878
52087.00     0.175446     1.295875    -1.544411
52087.25     0.076154     1.203761    -1.485603
52087.50     0.098488     1.600941    -2.546647
52087.75     0.010280     1.247617    -0.969757
52088.00     0.091052     1.177163    -0.588804
52088.25    -0.151734     1.103346    -0.815044
52088.50     0.017305     1.477532    -1.456679
52088.75     0.054234     1.158752    -0.429550
52089.00     0.167611     1.056673    -0.769399
52089.25     0.054572     0.864526    -0.853428
52089.50     0.356635     1.198201    -0.968266
52089.75     0.414233     0.740691     0.840683
52090.00     0.662440     0.746295    -0.041891
52090.25     0.357668     0.590870     0.402476
52090.50     0.236381     0.934374    -0.608540
52090.75     0.063429     0.513459     0.441144
52091.00     0.198950     0.471968     0.159779
52091.25     0.027578     0.357776     0.377974
52091.50     0.163988     0.741765    -0.707121
52091.75     0.175775     0.440648     0.296374
52092.00     0.210530     0.420994     0.018231
52092.25     0.088709     0.383064    -0.820657
52092.50     0.237401     0.795772    -1.369864
52092.75     0.161355     0.525261    -0.384668
52093.00     0.276645     0.625578    -0.216052
52093.25     0.209664     0.577646    -0.287514
52093.50     0.487750     1.081902    -0.993896
52093.75     0.513804     0.802412     0.034790
52094.00     0.668567     0.877518     0.203191
52094.25     0.671329     0.852426    -0.179806
52094.50     0.967662     1.335466    -1.085094
52094.75     1.101731     1.068025    -0.085290
52095.00     1.148922     0.956459    -0.287770
52095.25     1.166917     0.856705    -0.333741
52095.50     1.434021     1.264384    -1.526415
52095.75     1.318694     0.850137    -0.633382
52096.00     1.107370     0.702544    -0.978109
52096.25     0.863226     0.524750    -1.725377
52096.50     0.873631     0.767611    -1.742177
52096.75     0.802913     0.487725    -0.679137
52097.00     0.599255     0.436939    -1.303325
52097.25     0.399647     0.435753    -1.544214
52097.50     0.516394     0.727786    -2.312019
52097.75     0.402377     0.497648    -0.880881
52098.00     0.484336     0.543328    -1.375468
52098.25     0.378504     0.561797    -1.315992
52098.50     0.694723     1.068449    -1.945440
52098.75     0.875052     0.757819    -0.949015
52099.00     1.066539     0.683811    -0.747249
52099.25     1.056732     0.594044    -0.996187
52099.50     1.528016     1.085331    -1.385635
52099.75     1.571437     0.847526    -0.249538
52100.00     1.717514     0.740222    -0.088528
52100.25     1.707856     0.586981    -0.510946
52100.50     1.858532     0.858933    -0.859986
52100.75     1.947094     0.549282     0.281307
52101.00     2.016751     0.552608     0.377584
52101.25     1.772353     0.489059    -0.053975
52101.50     1.782937     0.933314    -0.856154
52101.75     1.759434     0.631208     0.145827
52102.00     1.872319     0.722685     0.206218
52102.25     1.644955     0.745820    -0.591323
52102.50     1.802821     1.214858    -1.332534
52102.75     1.771734     0.966126    -0.109786
52103.00     1.822330     0.829761     0.020887
52103.25     1.617292     0.721019    -0.290397
52103.50     2.089440     1.173719    -0.879857
52103.75     2.152462     0.835273     0.206578
52104.00     2.274377     0.668327    -0.219102
52104.25     2.374222     0.478698    -0.092581
52104.50     2.502743     0.704570    -0.812845
52104.75     2.343481     0.372024     0.698200
52105.00     2.277526     0.194003    -0.031736
52105.25     2.157901     0.113478    -0.359246
52105.50     2.362456     0.481220    -1.220629
52105.75     2.613059     0.189066     0.123325
52106.00     2.902449     0.197507     0.481042
52106.25     3.009840     0.274150     0.167124
52106.50     3.417353     0.842734    -0.875451
52106.75     3.581943     0.624597     0.227976
52107.00     3.563458     0.594402    -0.181411
52107.25     3.528610     0.587883     0.081239
52107.50     3.708290     1.093412    -0.627913
52107.75     3.795067     0.897403     0.663250
52108.00     3.859125     0.942966     0.179563
52108.25     3.730041     0.867058     0.914949
52108.50     3.724646     1.198773     0.156823
52108.75     3.664536     0.945376     1.557456
52109.00     3.675938     0.935424     0.870159
52109.25     3.346513     0.850505     0.935916
52109.50     3.291333     1.200487    -0.117783
52109.75     3.254397     0.767232     0.786026
52110.00     3.237450     0.692521     0.991862
52110.25     2.959759     0.598429     0.974582
52110.50     3.065343     1.097339     0.411417
52110.75     2.988715     0.730474     1.446756
52111.00     2.880296     0.688269     0.732361
52111.25     2.671361     0.577279     0.948146
52111.50     2.749697     0.960296    -0.198549
52111.75     2.733656     0.670554     0.334254
52112.00     2.712365     0.564572    -0.253019
52112.25     2.442487     0.481289    -0.421562
52112.50     2.458087     0.813849    -1.598403
52112.75     2.272927     0.505642    -0.397277
52113.00     1.968062     0.525001    -0.632297
52113.25     1.586583     0.452963    -1.293406
52113.50     1.494714     0.907706    -2.213998
52113.75     1.383442     0.648714    -1.213157
52114.00     1.345923     0.611063    -0.977348
52114.25     1.055391     0.623462    -1.129128
52114.50     1.002198     0.971379    -2.260947
52114.75     0.992911     0.678475    -0.673279
52115.00     0.832182     0.553893    -0.360090
52115.25     0.529910     0.522212    -0.658254
52115.50     0.418635     0.818832    -1.123059
52115.75     0.212744     0.583097    -0.067704
52116.00    -0.015185     0.526091     0.055185
52116.25    -0.179598     0.487845    -0.468777
52116.50    -0.199151     0.933521    -1.047006
52116.75    -0.272900     0.695674    -0.422896
52117.00    -0.150554     0.722014    -0.272633
52117.25    -0.210863     0.756034    -1.577597
52117.50    -0.189131     1.157080    -2.408242
52117.75    -0.045072     0.854516    -1.652649
52118.00     0.128997     0.805603    -1.778059
52118.25     0.089671     0.665296    -2.424594
52118.50     0.409975     1.008695    -3.117066
52118.75     0.581057     0.541012    -1.888501
52119.00     0.705082     0.394531    -2.184372
52119.25     0.612842     0.285234    -1.907830
52119.50     0.777363     0.493587    -2.562153
52119.75     0.834779     0.166389    -1.176884
52120.00     0.671485     0.124519    -1.484575
52120.25     0.498587     0.089518    -1.981794
52120.50     0.296170     0.425681    -2.631283
52120.75     0.106889     0.033702    -1.308837
52121.00     0.148583     0.119525    -1.811825
52121.25    -0.399108     0.052157    -1.608187
52121.50    -0.647825     0.457281    -2.741769
52121.75    -0.858925     0.198915    -1.398610
52122.00    -1.008341     0.267813    -1.610549
52122.25    -1.468878     0.235980    -1.416613
52122.50    -1.507631     0.763144    -2.947737
52122.75    -1.670104     0.465542    -1.911382
52123.00    -1.940374     0.545817    -2.366939
52123.25    -2.115495     0.594786    -1.879739
52123.50    -2.007822     0.988419    -2.557071
52123.75    -2.274978     0.713089    -1.324525
52124.00    -2.184820     0.633446    -1.573288
52124.25    -2.422360     0.561984    -1.103241
52124.50    -2.315806     0.800571    -2.468406
52124.75    -2.237649     0.387194    -1.496896
52125.00    -1.956438     0.172664    -1.573519
52125.25    -2.014002     0.107509    -1.643339
52125.50    -1.996723     0.384307    -2.765859
52125.75    -1.806272     0.076530    -1.823366
52126.00    -1.601773    -0.051815    -1.873452
52126.25    -1.733315     0.005746    -2.423026
52126.50    -1.417274     0.440556    -2.823788
52126.75    -1.162142     0.275465    -1.728674
52127.00    -1.042748     0.391704    -1.368778
52127.25    -1.156854     0.506966    -1.597502
52127.50    -1.019106     0.958734    -2.234028
52127.75    -0.884000     0.765331    -1.368185
52128.00    -0.806502     0.753582    -1.687801
52128.25    -0.933983     0.764324    -2.084491
52128.50    -0.880824     1.142084    -2.917261
52128.75    -0.779543     0.757889    -1.488438
52129.00    -0.556888     0.712692    -1.580895
52129.25    -0.739140     0.654653    -1.149651
52129.50    -0.618853     0.990283    -2.702243
52129.75    -0.554584     0.599483    -1.363447
52130.00    -0.566724     0.464708    -1.793732
52130.25    -0.697566     0.385677    -1.530489
52130.50    -0.729246     0.679768    -2.769931
52130.75    -0.746173     0.424594    -1.630622
52131.00    -0.789033     0.306896    -1.969295
52131.25    -1.047827     0.259671    -1.492517
52131.50    -0.898093     0.629523    -3.004663
52131.75    -1.023125     0.378012    -2.246456
52132.00    -1.232516     0.347459    -1.981049
52132.25    -1.581857     0.321030    -2.074716
52132.50    -1.698276     0.686208    -2.726897
52132.75    -1.928047     0.378027    -1.592366
52133.00    -1.803717     0.428879    -1.666676
52133.25    -1.918772     0.435364    -1.677018
52133.50    -1.720531     0.938214    -2.202509
52133.75    -1.677573     0.621566    -1.162810
52134.00    -1.440621     0.661032    -0.945628
52134.25    -1.496802     0.574655    -0.696355
52134.50    -1.256694     1.030024    -1.449843
52134.75    -1.154697     0.620941    -0.229685
52135.00    -0.947834     0.459691    -0.498271
52135.25    -1.055907     0.260916    -0.603169
52135.50    -0.867541     0.582776    -1.546896
52135.75    -0.884293     0.179940    -0.386798
52136.00    -0.562796     0.122506    -0.678846
52136.25    -0.732211     0.047832    -0.605674
52136.50    -0.561180     0.416158    -2.000765
52136.75    -0.608728     0.152350    -0.875818
52137.00    -0.464348     0.248170    -1.053960
52137.25    -0.556556     0.248074    -0.833740
52137.50    -0.351707     0.765379    -1.900345
52137.75    -0.187532     0.392584    -0.433227
52138.00     0.190492     0.467378    -0.422668
52138.25     0.056725     0.436379    -0.271273
52138.50     0.188388     0.890501    -1.707044
52138.75     0.366591     0.576428    -0.236714
52139.00     0.847892     0.454214     0.013881
52139.25     0.872689     0.438836     0.241162
52139.50     1.030765     0.870347    -0.669299
52139.75     1.250366     0.541281     0.258383
52140.00     1.336614     0.540429    -0.021531
52140.25     1.161672     0.504255    -0.087865
52140.50     1.190316     0.909347    -1.162563
52140.75     1.219655     0.509302     0.094575
52141.00     1.405229     0.522677    -0.712039
52141.25     1.238122     0.498288    -1.579569
52141.50     1.500451     0.826769    -2.720477
52141.75     1.575185     0.428791    -1.598212
52142.00     1.446514     0.300223    -1.918368
52142.25     1.058294     0.261345    -2.130900
52142.50     1.000960     0.757740    -3.396546
52142.75     0.793328     0.417561    -1.570643
52143.00     0.722827     0.404251    -1.926398
52143.25     0.291591     0.483284    -1.783844
52143.50     0.201084     0.907806    -2.925913
52143.75     0.031583     0.667749    -1.289176
52144.00     0.111929     0.639490    -2.071656
52144.25    -0.216458     0.610373    -1.706770
52144.50    -0.177441     1.011816    -2.493809
52144.75    -0.242865     0.699609    -0.911680
52145.00    -0.027605     0.589413    -1.021250
52145.25    -0.372963     0.575081    -0.598407
52145.50    -0.200270     0.940658    -2.118738
52145.75    -0.350255     0.470387    -0.350186
52146.00    -0.379568     0.314479    -0.364715
52146.25    -0.617768     0.142189    -0.091211
52146.50    -0.410704     0.558744    -1.473463
52146.75    -0.472084     0.085051    -0.329077
52147.00    -0.302001     0.108980    -0.846135
52147.25    -0.388179    -0.040588    -0.798282
52147.50     0.040432     0.544403    -1.958804
52147.75     0.128244     0.194631    -0.371796
52148.00     0.471658     0.327260    -0.066982
52148.25     0.801927     0.331173    -0.189515
52148.50     1.204753     0.901084    -1.688058
52148.75     1.300173     0.564474    -0.085920
52149.00     1.527214     0.527305    -0.486960
52149.25     1.404512     0.445153    -0.178547
52149.50     1.267017     0.987718    -1.712468
52149.75     0.980113     0.601559    -0.309050
52150.00     0.953862     0.499005    -0.168949
52150.25     0.651177     0.368547     0.099555
52150.50     0.735853     0.828255    -1.310948
52150.75     0.676040     0.559837     0.507296
52151.00     0.680025     0.522325     0.171543
52151.25     0.362244     0.389428    -0.366692
52151.50     0.433555     0.808198    -1.416815
52151.75     0.352056     0.481330     0.051621
52152.00     0.465215     0.370893    -0.440954
52152.25     0.500902     0.315437    -1.264614
52152.50     0.726230     0.669874    -2.010566
52152.75     0.768574     0.290014    -0.372656
52153.00     1.070265     0.154761    -0.349016
52153.25     1.250149     0.089861    -0.267889
52153.50     1.388614     0.517948    -1.844210
52153.75     1.485595     0.084769     0.156796
52154.00     1.563833     0.107143     0.052824
52154.25     1.402038     0.014683    -0.157086
52154.50     1.288887     0.492686    -1.177884
52154.75     1.146302     0.186979     0.457718
52155.00     1.184379     0.076444     0.224942
52155.25     1.011361    -0.047022     0.014800
52155.50     1.151163     0.351218    -1.035213
52155.75     1.114916     0.102107     0.412271
52156.00     1.092633     0.070453    -0.028936
52156.25     0.856191     0.118731    -0.666449
52156.50     0.768310     0.685129    -1.996319
52156.75     0.539129     0.470992    -0.373102
52157.00     0.491696     0.450289    -0.267663
52157.25     0.332284     0.485005    -0.805335
52157.50     0.351633     0.960394    -2.160496
52157.75     0.307558     0.569311    -0.877151
52158.00     0.453687     0.495903    -0.885913
52158.25     0.208450     0.338206    -0.975281
52158.50     0.309279     0.652343    -2.064669
52158.75     0.208767     0.263431    -0.036071
52159.00     0.385063    -0.025617    -1.069280
52159.25     0.233329    -0.126156    -1.020724
52159.50     0.473257     0.165439    -1.151701
52159.75     0.389016    -0.165950     0.671966
52160.00     0.596339    -0.226497     0.205313
52160.25     0.506519    -0.277923    -0.268054
52160.50     0.668680     0.077328    -0.800553
52160.75     0.627822    -0.167294     0.999048
52161.00     0.733692    -0.094685     0.332524
52161.25     0.412110     0.038345    -0.042618
52161.50     0.219304     0.558422    -1.254768
52161.75     0.010926     0.235528     0.332856
52162.00     0.005189     0.285752    -0.054495
52162.25    -0.476359     0.171394     0.137255
52162.50    -0.443544     0.706178    -1.075239
52162.75    -0.567562     0.374727     0.639818
52163.00    -0.491810     0.225563     0.237965
52163.25    -0.566905     0.198329     1.226324
52163.50    -1.080309     0.530885    -0.788027
52163.75    -1.088304     0.163549     1.263962
52164.00    -1.265593    -0.113716     0.821660
52164.25    -1.334020    -0.255599     1.506646
52164.50    -1.134400     0.204652     0.048163
52164.75    -0.977682    -0.037095     1.473688
52165.00    -0.700775    -0.088906     0.733207
52165.25    -0.483820    -0.027742     0.412843
52165.50    -0.289867     0.443459    -0.737935
52165.75    -0.203801     0.164933     0.720517
52166.00    -0.126545     0.071426     0.472652
52166.25    -0.516019     0.011499     0.608336
52166.50    -0.490779     0.347957    -0.954825
52166.75    -0.800600    -0.093259     0.903162
52167.00    -0.912679    -0.241936     0.581339
52167.25    -1.390947    -0.364844     0.288380
52167.50    -1.335623     0.066678    -0.879373
52167.75    -1.376057    -0.247275     0.345679
52168.00    -1.330380    -0.238139    -0.070535
52168.25    -1.441287    -0.270235    -0.907203
52168.50    -1.313522     0.292862    -2.844537
52168.75    -1.374740    -0.029008    -0.871339
52169.00    -1.397058    -0.004366    -1.968261
52169.25    -1.802624    -0.032218    -2.082277
52169.50    -1.913951     0.347238    -2.939380
52169.75    -2.152856    -0.016281    -0.485303
52170.00    -2.276491    -0.038649    -1.099821
52170.25    -2.626452    -0.136394    -0.197969
52170.50    -2.643569     0.210704    -2.152121
52170.75    -2.779744    -0.100217    -0.280603
52171.00    -2.747719    -0.218615    -0.570140
52171.25    -2.985134    -0.355629    -0.363999
52171.50    -2.726403     0.076242    -1.357375
52171.75    -2.954059    -0.239597     0.189602
52172.00    -2.827768    -0.301542    -0.302140
52172.25    -3.047031    -0.383829    -0.016156
52172.50    -2.819087     0.070222    -1.335137
52172.75    -2.840280    -0.208698     0.628078
52173.00    -2.408049    -0.237847    -0.321326
52173.25    -2.374559    -0.255479    -0.248420
52173.50    -2.032014     0.253870    -1.491471
52173.75    -1.748231    -0.035105     0.114341
52174.00    -1.398705    -0.085059    -0.022149
52174.25    -1.437100    -0.164941    -0.031503
52174.50    -1.192110     0.375580    -1.537595
52174.75    -1.243750     0.053580     0.611206
52175.00    -1.091213    -0.038023     0.113369
52175.25    -1.311953    -0.126540     0.122234
52175.50    -1.311828     0.300100    -0.944282
52175.75    -1.504104    -0.067562     0.968136
52176.00    -1.318258    -0.103740     0.562756
52176.25    -1.493417    -0.255059     0.798468
52176.50    -1.334796     0.277692    -1.218661
52176.75    -1.299420     0.076093     0.663718
52177.00    -0.933305     0.059478     0.631873
52177.25    -1.190891     0.010537     0.175845
52177.50    -1.147890     0.574166    -0.889141
52177.75    -1.026087     0.250734     0.972134
52178.00    -0.779089     0.248470     0.771350
52178.25    -1.135821     0.110223     0.662450
52178.50    -1.021323     0.558702    -0.861812
52178.75    -1.133629     0.110542     1.021365
52179.00    -0.977020    -0.004447     1.035108
52179.25    -1.182200    -0.094175     1.043817
52179.50    -1.210329     0.411325    -0.495560
52179.75    -1.434093     0.039034     1.066270
52180.00    -1.485188    -0.046989     0.745965
52180.25    -1.961683    -0.144740     0.253109
52180.50    -1.948038     0.423195    -1.002693
52180.75    -1.871757     0.136791     0.613037
52181.00    -1.849930     0.038687    -0.033907
52181.25    -1.971326    -0.022715    -0.412243
52181.50    -2.004925     0.590247    -2.132140
52181.75    -2.016630     0.261265    -0.500090
52182.00    -1.966355     0.171998    -1.046018
52182.25    -2.308946     0.093103    -0.862772
52182.50    -2.285425     0.541188    -1.954582
52182.75    -2.442148     0.119205    -0.405853
52183.00    -2.392432     0.009775    -1.174094
52183.25    -2.613567    -0.228611    -0.841512
52183.50    -2.447084     0.149760    -1.987581
52183.75    -2.335094    -0.352343    -0.279876
52184.00    -1.917323    -0.421630    -0.923932
52184.25    -2.028661    -0.447515    -1.340569
52184.50    -1.913423    -0.008451    -2.587532
52184.75    -1.916695    -0.309032    -1.334757
52185.00    -1.803080    -0.307453    -1.419827
52185.25    -2.043983    -0.301413    -0.817206
52185.50    -1.961764     0.371975    -2.634744
52185.75    -2.001466     0.071777    -0.963312
52186.00    -1.917496     0.013389    -0.874334
52186.25    -1.954527    -0.024881    -0.234523
52186.50    -1.674901     0.484285    -2.045348
52186.75    -1.563039     0.157739    -0.058803
52187.00    -1.178888     0.129166    -0.014830
52187.25    -1.142327     0.057676     0.260576
52187.50    -0.847948     0.404747    -1.856508
52187.75    -0.567527    -0.016611     0.010939
52188.00    -0.245958    -0.099138     0.280982
52188.25    -0.370004    -0.251023    -0.689667
52188.50    -0.162359     0.231448    -2.096412
52188.75    -0.143459    -0.324054    -0.311650
52189.00    -0.195102    -0.461231     0.271296
52189.25    -0.324009    -0.558101     0.005317
52189.50    -0.081966    -0.043386    -0.847437
52189.75    -0.156086    -0.377894     0.733690
52190.00     0.085942    -0.382353     0.406503
52190.25    -0.170442    -0.478974     0.656884
52190.50    -0.185749    -0.061280    -1.012537
52190.75    -0.090339    -0.468398     0.772443
52191.00     0.224148    -0.419945    -0.009140
52191.25    -0.047367    -0.581521     0.367085
52191.50     0.097002    -0.119994    -1.447702
52191.75     0.006569    -0.527493     0.683344
52192.00    -0.102507    -0.705736    -0.004823
52192.25    -0.414136    -0.713406    -0.553918
52192.50    -0.422584    -0.275495    -1.409491
52192.75    -0.543808    -0.682088     0.167421
52193.00    -0.724388    -0.764758    -0.057107
52193.25    -0.940185    -0.879952    -0.174767
52193.50    -1.022777    -0.327413    -2.026419
52193.75    -1.281349    -0.664704    -0.419472
52194.00    -1.272851    -0.602496    -0.863883
52194.25    -1.521617    -0.624496    -1.068093
52194.50    -1.361926    -0.071166    -2.557806
52194.75    -1.282525    -0.381139    -0.977113
52195.00    -1.043839    -0.289976    -1.723425
52195.25    -1.194738    -0.419044    -1.549244
52195.50    -1.324082    -0.026617    -2.632552
52195.75    -1.303632    -0.361457    -0.340768
52196.00    -1.248738    -0.348348    -0.177520
52196.25    -1.382860    -0.481722    -0.088720
