Pjt No,Pjt Name,Terrty,Office,Main Grp,Catgy No,Catgy Name,Subcatgy,SoA,NC/Refi,Mtg Amt,Units,Pjt Street,Pjt City,Pjt ST,Pjt Zip,Cty No,County,MSA No,MSA Name,Lat,Lon,IE FY,Orig No,Orig Name,Hldr No,Holder Name,Serv No,Servicer Name,Serv ST
11511086,CHISHOLM VALLEY DUPLEXES,6,San Antonio,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$3,220,000 ",100,,ROUND ROCK,TX,78681,491,Williamson,0640,"AUSTIN-SAN MARCOS, TX",30.5093,-97.7091,FY95,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,TX
11511087,BOWMAN'S WALK APTS.,6,San Antonio,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$1,820,000 ",100,101 BOWMAN DRIVE,ROUND ROCK,TX,78681,491,Williamson,0640,"AUSTIN-SAN MARCOS, TX",30.4937,-97.6869,FY95,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,TX
11511088,CONVICT HILL APTS.,6,San Antonio,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$3,990,000 ",200,5001 Convict Hill Rd,Austin,TX,78749,453,Travis,0640,"AUSTIN-SAN MARCOS, TX",30.217618,-97.847629,FY95,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,TX
11511092,WINDSOR PARK APTS.,6,San Antonio,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$1,295,300 ",80,3001 Arroyo Dr,Victoria,TX,77901,469,Victoria,8750,"VICTORIA, TX",28.822385,-96.995223,FY95,75077,METROPOLITAN FUNDING CORP,73723,GREYSTONE SERVICING CORP INC,73723,GREYSTONE SERVICING CORP INC,VA
11511096,VANCE HOUSE APTS.,6,San Antonio,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$2,975,000 ",135,2500 Jackson Keller Rd,San Antonio,TX,78230,29,Bexar,7240,"SAN ANTONIO, TX",29.518638,-98.532172,FY95,60188,LOVE FUNDING CORPORATION,24038,HEARTLAND SAVINGS BANK FSB,24038,HEARTLAND SAVINGS BANK FSB,MO
11511097,CASTILE APTS.,6,San Antonio,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$1,215,500 ",43,807 W Lynn St,Austin,TX,78703,453,Travis,0640,"AUSTIN-SAN MARCOS, TX",30.277036,-97.760921,FY95,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,TX
11511098,RIO NUECES APTS,6,San Antonio,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$6,587,500 ",265,600 W 26TH ST,AUSTIN,TX,78705,453,Travis,0640,"AUSTIN-SAN MARCOS, TX",30.2905,-97.7427,FY96,72429,NEWPORT MORTGAGE CORPORATION,72429,NEWPORT MORTGAGE CORPORATION,72429,NEWPORT MORTGAGE CORPORATION,TX
11511099,TIMBERCREEK APARTMENTS,6,San Antonio,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$3,360,000 ",198,614 SOUTH FIRST STREET,AUSTIN,TX,78704,453,Travis,0640,"AUSTIN-SAN MARCOS, TX",30.2567,-97.7509,FY96,04951,GMAC COMMERCIAL MORTGAGE CORP,04951,GMAC COMMERCIAL MORTGAGE CORP,98310,GMAC MORTGAGE CORP,PA
11511100,VILLAS OF QUAIL CREEK,6,San Antonio,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$3,850,000 ",172,9036 NORTH LAMAR BOULEVA,AUSTIN,TX,78753,453,Travis,0640,"AUSTIN-SAN MARCOS, TX",30.3663,-97.6821,FY96,71163,TRI CAPITAL CORP,71163,TRI CAPITAL CORP,71163,TRI CAPITAL CORP,CA
11535275,SANDIA APARTMENTS,6,San Antonio,Basic FHA,2,FHA NC/SR Apts,221d4,OMI,NC/SR,"$869,400 ",25,PIPES & I35 SERVICE ROAD,DILLEY,TX,78017,163,Frio,0,NM,28.6768,-99.1759,FY94,60162,SUBURBAN MORTGAGE ASSN INC,60162,SUBURBAN MORTGAGE ASSN INC,60162,SUBURBAN MORTGAGE ASSN INC,MD
11535276,DOWNTOWN INGLESIDE APTS.,6,San Antonio,Basic FHA,2,FHA NC/SR Apts,221d4,OMD,NC/SR,"$3,456,100 ",100,2969 ATLANTIC BLVD.,INGLESIDE,TX,78362,409,San Patricio,1880,"CORPUS CHRISTI, TX",27.8691,-97.2071,FY94,71574,FUNDING INCORPORATED,71574,FUNDING INCORPORATED,34489,WMF-HUNTOON PAIGE ASSOCIATES,NJ
11535280,ROSEMONT APTS.,6,San Antonio,Basic FHA,2,FHA NC/SR Apts,221d4,OMI,NC/SR,"$4,978,200 ",112,N. OF HOLLAND,SAN ANTONIO,TX,78205,29,Bexar,7240,"SAN ANTONIO, TX",29.4181,-98.4748,FY94,76459,ROCKPORT MORTGAGE CORP,76459,ROCKPORT MORTGAGE CORP,42162,GMAC MORTGAGE CORPORATION PA,PA
11535286,GARDEN HILLS APTS.,6,San Antonio,Basic FHA,2,FHA NC/SR Apts,221d4,OMI,NC/SR,"$2,600,900 ",80,LOOP 431 & 2ND ST,EAGLE PASS,TX,78552,61,Cameron,1240,"BROWNSVILLE-HARLINGEN-SAN BENITO, TX",26.1829,-97.746,FY96,75364,MAIN STREET MORTGAGE COMPANY L,75364,MAIN STREET MORTGAGE COMPANY L,75364,MAIN STREET MORTGAGE COMPANY L,FL
11535288,HEARTHSTONE APARTMENTS,6,San Antonio,Basic FHA,2,FHA NC/SR Apts,221d4,OMI,NC/SR,"$5,908,100 ",148,VERMONT STREET,MC ALLEN,TX,78501,215,Hidalgo,4880,"MCALLEN-EDINBURG-MISSION, TX",26.1938,-98.238,FY96,51385,DAVIS-PENN MORTGAGE CO,51385,DAVIS-PENN MORTGAGE CO,51385,DAVIS-PENN MORTGAGE CO,TX
11535293,CORNERSTONE APTS,6,San Antonio,Basic FHA,2,FHA NC/SR Apts,221d4,OMI,NC/SR,"$3,818,800 ",104,VINSON RD,HARLINGEN,TX,78550,61,Cameron,1240,"BROWNSVILLE-HARLINGEN-SAN BENITO, TX",26.195,-97.6894,FY96,51385,DAVIS-PENN MORTGAGE CO,51385,DAVIS-PENN MORTGAGE CO,51385,DAVIS-PENN MORTGAGE CO,TX
11535296,LA CALERA APARTMENTS,6,San Antonio,Basic FHA,2,FHA NC/SR Apts,221d4,OMI,NC/SR,"$6,202,300 ",160,HEIMER ROAD,SAN ANTONIO,TX,78216,29,Bexar,7240,"SAN ANTONIO, TX",29.5646,-98.4985,FY96,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,TX
11535297,WILLOW CREEK GARDEN APAR,6,San Antonio,Basic FHA,2,FHA NC/SR Apts,221d4,OMI,NC/SR,"$11,360,800 ",276,NORTHWEST CROSSROADS,SAN ANTONIO,TX,78251,29,Bexar,7240,"SAN ANTONIO, TX",29.4622,-98.6558,FY96,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,TX
11541001,NORTH STAR VILLAGE APTS.,6,San Antonio,Presv 241f,7,Presv 241f,241f 236,ZFR,,"$502,100 ",56,411 LOZANO,HARLINGEN,TX,78552,61,Cameron,1240,"BROWNSVILLE-HARLINGEN-SAN BENITO, TX",26.164309,-97.69649,FY95,71163,TRI CAPITAL CORP,71163,TRI CAPITAL CORP,71163,TRI CAPITAL CORP,CA
11541002,LA QUINTA APTS.,6,San Antonio,Presv 241f,7,Presv 241f,241f BMIR ,ZFL,,"$619,900 ",56,735 Evans St,Uvalde,TX,78801,463,Uvalde,0,NM,29.195281,-99.791006,FY95,71163,TRI CAPITAL CORP,71163,TRI CAPITAL CORP,71163,TRI CAPITAL CORP,CA
11541003,LA LUZ APTS.,6,San Antonio,Presv 241f,7,Presv 241f,241f BMIR ,ZFL,,"$594,400 ",56,240 SOUTH KING STREET,RAYMONDVILLE,TX,78580,489,Willacy,0,NM,26.478,-97.7932,FY95,71163,TRI CAPITAL CORP,71163,TRI CAPITAL CORP,71163,TRI CAPITAL CORP,CA
11541004,TRAVIS PARK APTS.,6,San Antonio,Presv 241f,7,Presv 241f,241f BMIR ,ZFL,,"$4,437,100 ",200,1110 EAST OLTORF ST.,AUSTIN,TX,78704,453,Travis,0640,"AUSTIN-SAN MARCOS, TX",30.2354,-97.7451,FY95,04001,BANK OF AMERICA NT & SA,04001,BANK OF AMERICA NT & SA,04001,BANK OF AMERICA NT & SA,CA
11541005,ROBINHOOD APTS.,6,San Antonio,Presv 241f,7,Presv 241f,241f BMIR ,ZFL,,"$515,100 ",69,615 SOUTH F STREET,HARLINGEN,TX,78550,61,Cameron,1240,"BROWNSVILLE-HARLINGEN-SAN BENITO, TX",26.187,-97.7019,FY94,71574,FUNDING INCORPORATED,71574,FUNDING INCORPORATED,34489,WMF-HUNTOON PAIGE ASSOCIATES,NJ
11543032,ZAPATA NURSING HOME,6,San Antonio,Basic FHA,3,232 Health Care,NH 232,RNF,NC/SR,"$1,890,000 ",52,200 CARLA STREET,ZAPATA,TX,78076,505,Zapata,0,NM,26.8913,-99.2509,FY94,34489,WMF-HUNTOON PAIGE ASSOCIATES,34489,WMF-HUNTOON PAIGE ASSOCIATES,34489,WMF-HUNTOON PAIGE ASSOCIATES,NJ
11543039,CHAVANEAUX CARE CENTER,6,San Antonio,Basic FHA,3,232 Health Care,Board & Care,RNT,NC/SR,"$1,604,000 ",90,1339 W. CHAVANEAUX RD,SAN ANTONIO,TX,78224,29,Bexar,7240,"SAN ANTONIO, TX",29.3207,-98.5269,FY95,70324,PFC CORPORATION,70324,PFC CORPORATION,70324,PFC CORPORATION,CA
11543040,KARNES CITY CARE CENTER,6,San Antonio,Basic FHA,3,232 Health Care,Board & Care,RNT,NC/SR,"$1,254,300 ",60,209 COUNTRY CLUB DR.,KARNES CITY,TX,78118,255,Karnes,0,NM,28.8836,-97.9075,FY95,70324,PFC CORPORATION,70324,PFC CORPORATION,70324,PFC CORPORATION,CA
115EE001,CASA REAL IV,6,San Antonio,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$1,567,600 ",36,TOVAR STREET,SAN DIEGO,TX,78384,249,Jim Wells,0,NM,27.7625,-98.2314,FY94,,,,,,,
115EE002,VILLAS RESIDENCIAL,6,San Antonio,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$1,480,200 ",40,334 15th St,Mercedes,TX,78570,215,Hidalgo,4880,"MCALLEN-EDINBURG-MISSION, TX",26.136417,-97.91393,FY94,,,,,,,
115EE009,CASA REAL V,6,San Antonio,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$1,071,800 ",24,"NORTH ""C"" STREET",FREER,TX,78357,131,Duval,0,NM,27.8796,-98.6073,FY94,,,,,,,
115EE021,CASA DEL MAR APTS.,6,San Antonio,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$2,614,500 ",57,RUSSELL ST.,BROWNSVILLE,TX,78521,61,Cameron,1240,"BROWNSVILLE-HARLINGEN-SAN BENITO, TX",25.9768,-97.497,FY95,,,,,,,
115EE025,DEL RIO ROTARY HSG.,6,San Antonio,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$1,843,000 ",41,BEDELL AVENUE,DEL RIO,TX,78840,465,Val Verde,0,NM,29.3645,-100.8705,FY95,,,,,,,
115HD001,EAST TWELFTH STREET APTS,6,San Antonio,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$716,600 ",11,3005 EAST 12TH ST.,AUSTIN,TX,78702,453,Travis,0640,"AUSTIN-SAN MARCOS, TX",30.2763,-97.703,FY95,,,,,,,
115HD002,STASSNEY APARTMENTS,6,San Antonio,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$636,700 ",9,801 W. STASSNEY,AUSTIN,TX,78704,453,Travis,0640,"AUSTIN-SAN MARCOS, TX",30.243,-97.7648,FY95,,,,,,,
115HD003,KINNEY AVENUE APTS.,6,San Antonio,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$577,600 ",9,1703 KINNEY AVENUE,AUSTIN,TX,78704,453,Travis,0640,"AUSTIN-SAN MARCOS, TX",30.2528,-97.7676,FY95,,,,,,,
115HD005,NMF MANCHACA ROAD APARTM,6,San Antonio,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$726,300 ",11,3810 MANCHACA ROAD,AUSTIN,TX,78704,453,Travis,0640,"AUSTIN-SAN MARCOS, TX",30.2353,-97.7846,FY95,,,,,,,
115HD006,NMF 4TH STREET APARTMENT,6,San Antonio,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$688,500 ",11,2402 S 4th St # 2406,Austin,TX,78704,453,Travis,0640,"AUSTIN-SAN MARCOS, TX",30.243159,-97.763142,FY95,,,,,,,
115HD011,GUADALUPE HSG DEVELOPMEN,6,San Antonio,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$1,502,000 ",21,S. SAUNDERS,SEGUIN,TX,78155,187,Guadalupe,7240,"SAN ANTONIO, TX",29.5745,-97.9698,FY96,,,,,,,
115HD014,REGAL VILLAGE APARTMENTS,6,San Antonio,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$1,381,600 ",24,INGRAM ROAD,SAN ANTONIO,TX,78251,29,Bexar,7240,"SAN ANTONIO, TX",29.4661,-98.6605,FY96,,,,,,,
115HD015,GONZALES INDEPENDENCE HO,6,San Antonio,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$1,469,300 ",24,EAST AVE AND OLD HWY 90,GONZALES,TX,78629,177,Gonzales,0,NM,29.5089,-97.4497,FY96,,,,,,,
11610001,CONQUISTADOR APARTMENTS,6,Fort Worth,Basic FHA,6,241 Impvmts Apts,241/221MR ,ZSJ,Impvmts,"$388,800 ",72,2500 EAST 16TH ST.,FARMINGTON,NM,87401,45,San Juan,0,NM,36.7454,-108.1725,FY96,51209,HOUSING AME MORTGAGE COMPANY,20660,CONTINENTAL WINGATE ASSOC INC,20660,CONTINENTAL WINGATE ASSOC INC,MA
11611008,NORTH PARK APARTMENTS,6,Fort Worth,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRS,Refi/ Pchse,"$2,927,400 ",150,5327 Montgomery Blvd NE,Albuquerque,NM,87109,1,Bernalillo,0200,"ALBUQUERQUE, NM",35.130982,-106.584882,FY94,24864,CENTENNIAL MORTGAGE INC,24864,CENTENNIAL MORTGAGE INC,24864,CENTENNIAL MORTGAGE INC,IN
11611009,PENN SQUARE VILLAGE APAR,6,Fort Worth,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$4,335,000 ",210,7501 Montgomery Blvd NE,Albuquerque,NM,87109,1,Bernalillo,0200,"ALBUQUERQUE, NM",35.130882,-106.56353,FY94,60188,LOVE FUNDING CORPORATION,24038,HEARTLAND SAVINGS BANK FSB,24038,HEARTLAND SAVINGS BANK FSB,MO
11611010,CITADEL APARTMENTS,6,Fort Worth,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$3,315,000 ",232,1520 UNIVERSITY BLVD N,ALBUQUERQUE,NM,87017,39,Rio Arriba,0,NM,36.1792,-106.684,FY94,09632,AMERICAN CAPITAL RESOURCE INC,09632,AMERICAN CAPITAL RESOURCE INC,75148,GE CAPITAL ASSET MGTMT CORP,TX
11611012,SUNRISE APARTMENTS,6,Fort Worth,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$2,200,000 ",111,13400 Lomas Blvd NE,Albuquerque,NM,87112,1,Bernalillo,0200,"ALBUQUERQUE, NM",35.086217,-106.49643,FY95,71163,TRI CAPITAL CORP,71163,TRI CAPITAL CORP,71163,TRI CAPITAL CORP,CA
11635103,SUNNY ACRES APTS.,6,Fort Worth,Basic FHA,2,FHA NC/SR Apts,221d3,MMI,NC/SR,"$623,700 ",75,"2821 MOUNTAIN RD.,N.W.",ALBUQUERQUE,NM,87104,1,Bernalillo,0200,"ALBUQUERQUE, NM",35.0992,-106.6802,FY95,05120,MELLON MORTGAGE COMPANY,05120,MELLON MORTGAGE COMPANY,05120,MELLON MORTGAGE COMPANY,PA
116HD001,CENTER FOR BEHAVIORAL SE,6,Fort Worth,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$219,800 ",6,3024 SOL DE VIDA NW,ALBUQUERQUE,NM,87120,1,Bernalillo,0200,"ALBUQUERQUE, NM",35.1184,-106.7057,FY94,,,,,,,
11711036,CHEVY CHASE APARTMENTS,6,Oklahoma City,Basic FHA,5,223a7 Refi Apts,A7/223f,REK,Refi/ Pchse,"$2,180,000 ",222,6401 N Warren Ave,Oklahoma City,OK,73116,109,Oklahoma,5880,"OKLAHOMA CITY, OK",35.53696,-97.599101,FY94,05120,MELLON MORTGAGE COMPANY,05120,MELLON MORTGAGE COMPANY,05120,MELLON MORTGAGE COMPANY,PA
11711037,NORTHRIDGE APARTMENTS,6,Oklahoma City,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$2,401,500 ",213,8114 W Britton Rd,Oklahoma City,OK,73132,109,Oklahoma,5880,"OKLAHOMA CITY, OK",35.56557,-97.658567,FY94,09632,AMERICAN CAPITAL RESOURCE INC,09632,AMERICAN CAPITAL RESOURCE INC,75148,GE CAPITAL ASSET MGTMT CORP,TX
11711041,PARKWOOD VILLAGE APARTME,6,Oklahoma City,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$3,485,000 ",294,8401 E Reno Ave,Midwest City,OK,73110,109,Oklahoma,5880,"OKLAHOMA CITY, OK",35.464162,-97.381923,FY94,34444,CONTINENTAL SECURITIES CORP,34444,CONTINENTAL SECURITIES CORP,34444,CONTINENTAL SECURITIES CORP,NY
11711044,RANCHWOOD NURSING HOME,6,Oklahoma City,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$3,333,600 ",128,2730 N Mustang Rd,Yukon,OK,73099,17,Canadian,5880,"OKLAHOMA CITY, OK",35.44175,-97.724115,FY95,39329,HARRY MORTGAGE COMPANY,73723,GREYSTONE SERVICING CORP INC,39329,HARRY MORTGAGE COMPANY,OK
11711046,TRAFALGAR SQUARE DUPLEXE,6,Oklahoma City,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$1,330,000 ",44,9700-9828 & 9400-9528 S.,OKLAHOMA CITY,OK,73139,109,Oklahoma,5880,"OKLAHOMA CITY, OK",35.3859,-97.5254,FY94,34444,CONTINENTAL SECURITIES CORP,34444,CONTINENTAL SECURITIES CORP,34444,CONTINENTAL SECURITIES CORP,NY
11711047,LAKEVIEW TOWERS APARTMEN,6,Oklahoma City,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$3,752,000 ",187,6001 N. Brookline,Oklahoma City,OK,73112,109,Oklahoma,5880,"OKLAHOMA CITY, OK",35.53206,-97.5663,FY95,34444,CONTINENTAL SECURITIES CORP,21454,STATE TREASURER-EMP RET FUND,34444,CONTINENTAL SECURITIES CORP,NY
11743056,PARK GLADE BOARD & CARE,6,Oklahoma City,Basic FHA,3,232 Health Care,Board & Care,RNT,NC/SR,"$1,633,000 ",38,2480 N GLADE,BETHANY,OK,73008,109,Oklahoma,5880,"OKLAHOMA CITY, OK",35.494377,-97.644998,FY96,39329,HARRY MORTGAGE COMPANY,39329,HARRY MORTGAGE COMPANY,39329,HARRY MORTGAGE COMPANY,OK
117EE005,HARRAH SENIOR VILLAGE,6,Oklahoma City,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$1,793,300 ",40,2900 SUMMERS AVENUE,HARRAH,OK,73045,109,Oklahoma,5880,"OKLAHOMA CITY, OK",35.4829,-97.1709,FY94,,,,,,,
117EE009,VILLA ISENBART,6,Oklahoma City,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$1,925,261 ",40,3825 NW 19th St,Oklahoma City,OK,73107,109,Oklahoma,5880,"OKLAHOMA CITY, OK",35.489082,-97.58755,FY96,,,,,,,
117HD005,THE KEYS,6,Oklahoma City,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$554,628 ",12,106 3rd Ave SW,Ardmore,OK,73401,19,Carter,0,NM,34.168748,-97.13053,FY95,,,,,,,
117HD006,"APEX, INC.",6,Oklahoma City,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$184,800 ",4,319 WEST OKLAHOMA AVENUE,ANADARKO,OK,73005,15,Caddo,0,NM,35.0737,-98.2543,FY95,,,,,,,
118EE004,SOUTH SAND SPRINGS,6,Oklahoma City,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$3,619,900 ",80,200 BLOCK EAST 41ST STRE,SAND SPRINGS,OK,74063,143,Tulsa,8560,"TULSA, OK",36.129,-96.1456,FY94,,,,,,,
118EE008,SENIOR CITIZENS COMMITTE,6,Oklahoma City,202/811,1,202/811,202 Cap Adv,ZPE,NC/SR,"$1,117,000 ",24,SE 9 & ELLIOTT,PRYOR CREEK,OK,74361,97,Mayes,0,NM,36.2922,-95.3136,FY94,,,,,,,
118HD003,TORREY PLACE APARTMENTS,6,Oklahoma City,202/811,1,202/811,811 Cap Adv,ZPD,NC/SR,"$930,800 ",20,400 S Choctaw Ave,Bartlesville,OK,74003,147,Washington,0,NM,36.74746,-95.967197,FY95,,,,,,,
13311008,UNIVERSITY SQUARE APARTM,6,Fort Worth,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$1,793,800 ",120,500 A AND M LANE,LEVELLAND,TX,79336,219,Hockley,0,NM,33.5722,-102.3672,FY94,60188,LOVE FUNDING CORPORATION,24038,HEARTLAND SAVINGS BANK FSB,24038,HEARTLAND SAVINGS BANK FSB,MO
11214001,GROVE VILLAGE APTS,6,Fort Worth,Basic FHA,6,241 Impvmts Apts,241/BMIR ,ZSL,Impvmts,"$411,100 ",232,7203 SOUTH LOOP 12,DALLAS,TX,75222,113,Dallas,1920,"DALLAS, TX",32.7496,-96.8385,FY96,51209,HOUSING AME MORTGAGE COMPANY,51209,HOUSING AME MORTGAGE COMPANY,51209,HOUSING AME MORTGAGE COMPANY,FL
06435307,WHITE OAK APTS,6,New Orleans,Basic FHA,2,FHA NC/SR Apts,221d4,OMI,NC/SR,"$1,821,800 ",88,SHED ROAD,BOSSIER CITY,LA,71111,15,Bossier Parish,7680,"SHREVEPORT-BOSSIER CITY, LA",32.5161,-93.7349,FY96,51385,DAVIS-PENN MORTGAGE CO,51385,DAVIS-PENN MORTGAGE CO,51385,DAVIS-PENN MORTGAGE CO,TX
08243043,WAGON PLACE,6,Little Rock,Basic FHA,3,232 Health Care,NH A7,REQ,Refi/ Pchse,"$3,334,600 ",133,EAST CHURCH STREET,WARREN,AR,71671,11,Bradley,0,NM,33.5897,-92.1241,FY96,60152,REILLY MORTGAGE GROUP,60152,REILLY MORTGAGE GROUP,60152,REILLY MORTGAGE GROUP,VA
13311010,TWINS OAKS APTS,6,Fort Worth,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$2,465,000 ",162,5817 22ND STREET,LUBBOCK,TX,79407,303,Lubbock,4600,"LUBBOCK, TX",33.5742,-101.94,FY96,60188,LOVE FUNDING CORPORATION,60188,LOVE FUNDING CORPORATION,60188,LOVE FUNDING CORPORATION,DC
13311011,BAY TREE APTS,6,Fort Worth,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$844,000 ",61,3333 TOLEDO,LUBBOCK,TX,79410,303,Lubbock,4600,"LUBBOCK, TX",33.564,-101.9111,FY96,60188,LOVE FUNDING CORPORATION,60188,LOVE FUNDING CORPORATION,60188,LOVE FUNDING CORPORATION,DC
13311012,GATEWOOD APTS,6,Fort Worth,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$5,015,000 ",350,2701 44TH STREET,LUBBOCK,TX,79413,303,Lubbock,4600,"LUBBOCK, TX",33.5535,-101.8743,FY96,60188,LOVE FUNDING CORPORATION,60188,LOVE FUNDING CORPORATION,60188,LOVE FUNDING CORPORATION,DC
11311038,REMINGTON APTS,6,Fort Worth,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$4,718,000 ",200,1001 TWIN CREEK DRIVE,KILLEEN,TX,76543,27,Bell,3810,"KILLEEN-TEMPLE, TX",31.0809,-97.6682,FY96,60192,PATRICIAN MORTGAGE CO,60192,PATRICIAN MORTGAGE CO,60192,PATRICIAN MORTGAGE CO,MD
11211081,FAIR OAKS CARRIAGE HOME APTS,6,Fort Worth,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRI,Refi/ Pchse,"$591,600 ",14,7474 FAIR OAKS,DALLAS,TX,75231,113,Dallas,1920,"DALLAS, TX",32.8761,-96.7535,FY96,70970,BERKSHIRE MORTGAGE FINANCE,70970,BERKSHIRE MORTGAGE FINANCE,70970,BERKSHIRE MORTGAGE FINANCE,MA
11335089,STONE CREEK APTS,6,Fort Worth,Basic FHA,2,FHA NC/SR Apts,221d4,OMI,NC/SR,"$7,214,300 ",172,2600 TRIMMIER ROAD,KILLEEN,TX,76542,27,Bell,3810,"KILLEEN-TEMPLE, TX",31.0888,-97.7339,FY96,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,72873,MALONE MORTGAGE CO AMERICA LTD,TX
11411164,SUMMERLIN APTS,6,Houston,Basic FHA,4,223f Pchse/ Refi Apts,223F Apts,HRS,Refi/ Pchse,"$2,735,900 ",316,17050 IMPERIAL VALLEY DR,HOUSTON,TX,77060,201,Harris,3360,"HOUSTON, TX",29.9496,-95.4003,FY96,75364,MAIN STREET MORTGAGE COMPANY L,75364,MAIN STREET MORTGAGE COMPANY L,75364,MAIN STREET MORTGAGE COMPANY L,FL
11535292,ROCK CREEK AT RIATA,6,San Antonio,Basic FHA,2,FHA NC/SR Apts,221d4,OMI,NC/SR,"$17,494,900 ",298,12345 ALAMEDA CIRCLE,AUSTIN,TX,78759,453,Travis,0640,"AUSTIN-SAN MARCOS, TX",30.4061,-97.751,FY96,98310,GMAC MORTGAGE CORP,98310,GMAC MORTGAGE CORP,98310,GMAC MORTGAGE CORP,PA
11535290,THE ENCLAVE AT RIATA,6,San Antonio,Basic FHA,2,FHA NC/SR Apts,221d4,OMI,NC/SR,"$10,892,300 ",154,12300 ALAMEDA CIRCLE,AUSTIN,TX,78759,453,Travis,0640,"AUSTIN-SAN MARCOS, TX",30.4061,-97.751,FY96,98310,GMAC MORTGAGE CORP,98310,GMAC MORTGAGE CORP,98310,GMAC MORTGAGE CORP,PA
